🔴 Co można począć, gdy trudno odpocząć? | LIVE #23
🔗 https://www.youtube.com/watch?v=d_qvzKBWrOY

139:  Dzięki za oglądanie!
350:  który podniósł, że relacje międzyludzkie są sportletowane tak i nie, ale no, Lan tak ma z relacjami międzyludzkimi, dlatego to jest ciekawe, jeśli ktokolwiek miał kłopot również z postrzeganiem relacji międzyludzkich w filmach Dolada dotychczasowych, to obejrzenie filmu biograficznego, jakim jest Oppenheimer, może być ciekawym doświadczeniem.
368:  A, i zdecydowanie bym polecał IMAX albo naprawdę dobre kino z dużym ekranem, bo to jest film bardzo
374:  wizualnie dobrze przygotowany, no nie tak dobrze jak Interstellar, to się nie oszukujmy, on nawet nie ma startu, Interstellar i Incepcja wciąż są dla mnie najlepszymi filmami Nolana i powiedzmy, że Oppenheimer jest gdzieś w okolicach Dunkierki, to też nie jest zbyt wysoko u mnie.
391:  Najlepszy gracz w grze o tron, pyta Mikołaj Hadłada, jak się cieszę, że skręciliśmy w stronę fantastyki od nudnych filmów biograficznych.
398:  Nie, żartuję, nie są nudne akurat w tym przypadku.
401:  Petr Bejlisz oczywiście, człowiek prawie, że z gminu, no powiedzmy, że nie w stu procentach z gminu, ale człowiek, który swoim intelektem, wyrachowaniem i sprytem
411:  lawiruje i cały czas spina się po tej drabinie, która jest... Wprost mówi chaos is a ladder.
416:  Jak ja mogę nie kochać człowieka, który mówi, że chaos jest drabiną?
419:  Moi mili.
420:  Sav, dzięki za wsparcie 12 miesięcy, punkciki won.
423:  Zgadzam się absolutnie.
425:  Mighty Penguin, dzięki za trybut.
426:  Niezły film, Krzysztofie, dodam od siebie, że jeszcze można nie zostać dopisanym do publikacji przez to, że jest się tylko technikiem, który zrobił badania i opisał wszystko w sprawozdaniach.
434:  Dla tych, którzy jeszcze nie widzieli filmu, szybka adnotacja.
437:  Tak jest praktyka w środowisku akademickim, że...
440:  Wy napiszecie tekst, powiedzmy, że jesteście młodym doktorem, albo doktorantem, czyli kimś, kto dopiero przygotowuje doktorat.
447:  Napiszecie swój tekst autorski, ale musicie dopisać do tego tekstu profesora, bo na przykład jest waszym promotorem, albo jest kierownikiem katedry, albo jest dziekanem.
457:  Albo, nie wiem, jest najlepszym pracownikiem miesiąca, a może jest najmniejszym elfem i pomaga świętemu Mikołajowi?
464:  No trzeba to uhonorować!
466:  W związku z powyższym ląduje jego nazwisko na liście autorów.
469:  Jak zapytacie, w jakim sposobem w umyśle takiego pracownika naukowego mogą koegzystować dwie informacje, to znaczy...
477:  student zły, jeśli splagiatuje inny tekst i nie uzna autorstwa oraz ja dobry, jeśli splagiatuje inny tekst i nie uznam autorstwa, odpowiem wam tak samo, jak we wszystkich innych przypadkach.
488:  To są ludzie, którzy do perfekcji opanowali orwellowskie dwójmyślenie, czyli taki stan, w którym myślicie dwie różne rzeczy, one są ze sobą w doskonałym konflikcie logicznym,
497:  Ale wy ten konflikt rozstrzygacie, odpowiadając sobie, że no tak ma być, albo tak mi wielki brat przekazał, albo tak system kazał.
505:  Dramat.
505:  Jak Krzysztof obejrzy Barbie, to założy rówrową koszulę.
508:  Tak będzie.
508:  Ja chcę Barbie obejrzeć, jak Barbie przyjdzie do mnie.
511:  To jest taki kazus, że jeśli Mahomet nie przyjdzie do góry, to góra przyjdzie do Mahometa.
516:  Ja liczę, że tak będzie z Barbie, bo...
520:  To jest film do obejrzenia, będzie na Netflixie, albo innym Disney Plusie, albo w streamingu.
524:  Nie chce mi się na niego wychodzić do kina.
526:  Żebym ja wyszedł do kina, moi drodzy, to musi to być albo ściśle fantasy lub science fiction, albo Christopher Nolan.
533:  Inaczej ciężko.
534:  Straszu pisze Bartłomiej Westfalewicz, któremu dziękuję za wsparcie od 9 miesięcy, że Dune'ę mogą przesunąć.
541:  Bo Strike to jest bardzo niepokojąca wiadomość, delikatnie rzecz ujmując, bo na Dune niesamowicie czekam na kontynuację Duny Denis Villeneuve'a, ściślej mówiąc, ale podejrzewam, że biorąc pod uwagę fakt, że film został skończony, to może być to tylko plotka, ale...
556:  Z drugiej strony bym się nie zdziwił, gdyby Denis Villeneuve właśnie chciał razem ze swoimi scenarzystami po stronie strajkujących stanąć, bo rzeczywiście sytuacja jest paskudna i to, że studia filmowe mówią wprost, no bezczelnie, że będą na przykład nie wykorzystywać aktorów do tego, żeby byli statystami, tylko sobie generować AI.
574:  No wiecie, no każdy usłyszawszy coś takiego, bezczelnie powiedziane ze strony firm i korporacji, które zyskują niesamowite pieniądze na dystrybucji swojej działalności, no każdy by się troszeczkę zbulwersował.
586:  Bo wszyscy rozumiemy, że firmy muszą zarabiać, ale niefajnie jak firma mówi wprost, ja muszę zarabiać, więc ty idioto będziesz zarabiać na mnie dwa razy więcej, a zostaniesz dwa razy mniej pieniędzy.
599:  No każdy by się wtedy zdenerwował.
601:  Ale my też na to troszeczkę inaczej patrzymy, biorąc pod uwagę fakt, że ostatni talent scenarzystów Hollywoodu dał nam na przykład Lords of Power albo Wiedźmina sezon trzeci.
611:  Zobaczymy po kontynuacji Wiedźmina, nad którym się będziemy znędzać w czwartek, czy Wiedźmin sezon trzeci zasłuży na taką samą cenzurę jak Lords of Power oraz Olga Adik-Tokarczuk.
621:  Zobaczymy, zobaczymy.
622:  Nie neguję tego, może się tak okazać.
626:  Bardzo złośliwy człowieku, dziękuję za wsparcie od 21 miesięcy.
629:  Czy na 75 tysięcy subów wrócimy do Ori and the Blind Forest?
633:  Nie mówię nie, moi drodzy.
635:  Czy dwójmyślenie to nie jest opis rozdwojenia jaźni?
638:  Trochę tak, Katrin, ale staram się unikać używania nazw różnych chorób psychicznych jako właśnie takich określeń derogatywnych, ujmujących, negatywnych, pejoratywnych.
649:  To jest taki mój osobisty wybór, też w wyniku rozmów z różnymi ludźmi.
654:  bo wydaje mi się, że w Polsce wystarczająco dużo już stygmatyzowaliśmy i długo stygmatyzowaliśmy różnego rodzaju choroby psychiczne i fajnie nawet na poziomie takim językowym z tego rezygnować.
665:  Ja zawsze mówiłem, że coś jest właśnie rozdwojeniem jaźni, starając się pokazać, że człowiek myśli dwie różne rzeczy naraz,
671:  Ale właśnie upomniano mnie i bardzo słusznie, ale Krzysztof, ale zdajesz się z tego sprawiać, że to jest poważna choroba, nie?
676:  Więc nie rób tego.
677:  I dlatego starałem się tego nie robić.
678:  Dwójmyślenie zdecydowanie lepsze.
680:  Jeszcze macie w pakiecie odwołanie do roku 84.
683:  I to, moi drodzy, odwołanie kompetentne do roku 84, a nie takie, jakie robi Konfeder...
691:  Przepraszam, kaszlałem, mogliście usłyszeć konfederacja w moim kaszlu, ale to jest tylko iluzja, moi drodzy.
697:  To jest wyłącznie mój dychawiczny, spazmatyczny kaszel.
701:  Jestem po prostu bardzo takiej, no nie chędogiej konduity, moglibyśmy powiedzieć.
707:  Siedzę cały czas w podpiwniczeniu, pył krakowski, smog, wdycham, kaszle wskutek tego.
712:  Przepraszam.
713:  Stoik, dziękuję za trybut.
714:  Witajcie, klan bracia.
716:  Ponownie zasilam wasze szeregi.
717:  Kiedy szansa na kolejny stream z Total War'a?
719:  Najlepiej z klanem z krajem.
720:  Razie dzie, że się spodobało.
722:  Będziemy wracać do Total War'a.
723:  Na razie się dobrze gra w Cyberpunka, ale Total War, moi drodzy, na Krymkanale będzie zawsze, bo ja wywalnąłem na ścianie hentoszoną mapę Warhammera fantasy.
731:  Ja już nie mam wyjścia, moi drodzy.
732:  Z tego się nie wykpię.
733:  Ja się mogę wykpić na przykład z grania... Nie no, z grania w Rexia się nie wykpię, ponieważ obiecałem na 100 tysięcy, że zagram w Rexia.
740:  Ale mogę się wykpić na przykład z takiego Oriego and the Blind Forest, tak?
743:  Albo z wracania do, o, Hadesa, ale nie wykpię się z wracania do Warhammera, no nie ma szans.
749:  Jak działa jamniczek?
750:  Pyta Merta, wspierając od 9 miesięcy.
751:  Dokładnie tak, powiedziano nam w filmie, jak działa jamniczek.
754:  Nie żartujcie, nie oglądajcie tego filmu, on jest straszny, absolutnie.
757:  Obejrzałem film, jak działa jamniczek, ponieważ myślałem, że będzie o jamniku i, no delikatnie rzecz ujmując, nie bardzo.
764:  Jak się dzisiaj czuję?
764:  A bardzo się dobrze czuję, Maximus.
766:  Dzięki serdeczne za wsparcie.
767:  Maximus mi przypomina o tym, że Gladiator 2 nadciąga, czyli film, o który nikt nie prosił absolutnie.
772:  O, chcemy kontynuację tego filmu, w którym ginie główny bohater.
775:  Przepraszam za zaspoilowanie Gladiatora, ale na tym etapie wszyscy powinniście go znać.
780:  No nie, nic czegoś takiego nie chcę.
782:  Tutaj by poprosić o kontynuację Wiedźmina, ale zaraz, zaraz.
785:  Przecież mieliśmy Wiedźmina od CD Projektu Red.
789:  A więc przyznaje się, że mieszka w piwnicy.
791:  Wszyscy to wiedzieli od samego początku, moi drodzy.
794:  Akademik versus stancja, pyta Jan Leopolski.
797:  Czy ciężko być samodzielnie zakwaterowanym w domach studenckich AGH?
801:  Z tego, co kojarzę studentów, którzy są na biasteczku studenckim na AGH, chwalą sobie rzecz.
806:  Natomiast z tego, co znowu wiem, no ceny mieszkań w Krakowie i prywatnych, no to wiecie, że jest jakieś 1700-2000 miesięcznie, ale pamiętajcie, ale pamiętajcie!
816:  Studia!
817:  są od studiowania.
821:  Tak jak mówią wam profesorowie zarabiający, osiem na rękę, studia są od studiowania.
827:  To nie jest tak, że musicie skądś zdobyć 1500 albo 2000 na opłacenie stanu.
832:  To jest przesąd.
833:  Tego rodzaju pieniądze znajduje się w garnczku zakopanym na końcu tęczy.
838:  Ten garnczek pilnuje leprokonus, który jak pamiętamy z Heroes 3 śpiewa sobie piosenkę i tak w zapętleniu.
847:  To jest bardzo ładna muzyczka swoją drogą.
849:  Dokładnie w ten sposób studenci pozyskują pieniądze na stacji i dzięki temu mogą nie pracować i studiować dziennie.
855:  No wiesz, mówiąc przypis szybki, kiedyś był taki właśnie podział na studentów dziennych i studentów zaocznych.
861:  Studenci zaoczni to byli ci, którzy wyłącznie pracowali i studiowali, a studenci dzienni tylko studiowali, ale wtedy stypendia były wyższe.
868:  Natomiast podział został z nami do dzisiaj, do dzisiaj mamy studia zaoczne, ale prawda jest taka, że i na studiach zaocznych i na studiach dziennych studenci pracują, w związku z powyższym ten podział nie ma totalnie żadnego sensu.
879:  Ech.
880:  Przy okazji dziękuję i Paulinie Kamińskiej i Devourer of Gods za dołączenie do grona wspierających.
885:  Bardzo dziękuję.
887:  Czy widziałem, że jakimś cudem Dragon Prince dostało tydzień wcześniej premierę niż zapowiadali?
892:  O, o, kolejny sezon, to muszę zobaczyć koniecznie.
895:  1700 w Krakowie, chyba za pokój.
898:  Nie przerażajcie mnie dobrze, ja jestem na etapie tych cen, no to było jakieś, no tak, to było jakieś 8 lat temu, jak sprawdzałem ostatnio, macie rację.
909:  Bardzo zasmucające.
910:  A co do Dragon Prince...
912:  Bardzo byłem rozczarowany tajemnicą Averroesa, głównie z tego względu, że sezon, który był dosłownie zatytułowany tajemnica Averroesa, nie wyjaśniał tajemnicy Averroesa i sądzę, że nie powinno się tak robić, to znaczy bardzo bym chciał, żeby serial, który jest na przykład, albo nie wiem, film, który jest zatytułowany Jak działa Jamniczek, rzeczywiście pokazywał mi Jamnika i wyjaśniał, jak on działa.
932:  Natomiast, no niestety, bardzo często jesteśmy bajtowani.
935:  Moi drodzy, klikbajty to nie jest coś, co wymyślił YouTube.
937:  Ja nawiasem mówiąc, ostatnio dałem się tak zbejtować strasznie na kanale Lulu and Friends, który bardzo lubię, o jamnikach, gdzie właśnie było napisane, że mają być jamniki.
945:  Jeszcze wam pokażę, to jest absolutnie skandaliczne.
949:  Low, low and friends.
951:  Dobrze, mam to.
952:  I patrzycie sobie na kanał, tak, radośnie i widzicie, że tu jest jamnik.
956:  Proszę bardzo.
957:  6 minut 51 sekund bez jamnika.
960:  ani jednego, ale są jacyś półnadzy ludzie, którzy kąpią się w basenie.
964:  Czy ja prosiłem o półnagich ludzi, kąpiących się w basenie?
966:  Nie, prosiłem o jamniki, ich nie dostałem.
969:  Skandal.
969:  Pralinko, dzięki za wsparcie od pięciu miesięcy.
971:  Paweł Pralinka prosi o jamnikowe błogosławienie z Tobą we wtorek onkolog.
975:  Bardzo Ci serdecznie współczuję i wszystkiego dobrego i prozdrowotnego dla Ciebie w takim razie.
981:  Bardzo, bardzo współczuję i mam nadzieję, że diagnoza będzie w porządku.
987:  Project Zombioid nie wydaje mi się sereną, żebym coś takiego zagrał, ponieważ ja unikam co do zasady różnych zombie.
994:  Jak oceniam zwiastun Napoleona, o kacprzy, to jest... Jak nie lubię filmów historycznych na tyle, żeby pójść na film historyczny do kina, to na Napoleona pójdę, bo to jest jednak Ridley Scott, tak?
1005:  A poza tym, no zwiastun Napoleona jest absolutnie niesamowity.
1008:  Ja nie sądzę, żebym mógł wam to w całości pokazać, ale może parę takich malutkich, króciutkich ujęć.
1016:  To jest po prostu porządny film, taki jaki on powinien być.
1020:  Zastosuję sprytną strategię z wiedźmińskich live'ów, to znaczy będę wam pokazywał tylko obrazki, ponieważ jesteśmy w szkole w latach 90. i nie stać nas na lepsze projektory.
1031:  więc będziecie dostawali takie obrazki ładne, proszę bardzo, i Joaquin Phoenix tutaj gra, umówmy się, jeżeli gra gdzieś Joaquin Phoenix, który, przypominam, grał w Jokerze i grał świetnie, to będzie to przepiękne, a poza tym liczę na monumentalne sceny bitewne, jakie mogą być.
1045:  Nie no, to wygląda mi na takie widowisko historyczne, za którymi tęsknię i to bardzo, oto.
1052:  Przypominało mi się to troszeczkę, jak oglądałem ostatnio D'Artagnana na podstawie mojego ulubionego Alexandre Dima i Trzech Muszkieterów.
1060:  Przypominam wszystkim fanom, że oprócz Trzech Muszkieterów mamy jeszcze 20 lat później i Wicehrabiego de Brangelon.
1065:  Więc wiecie, jak ja widzę tego rodzaju kadry, to ja to chcę zobaczyć, nie?
1070:  Bo wydaje mi się, że wreszcie dostaniemy porządny, spektakularny film historyczny, proszę bardzo, z bitwami wspaniałymi.
1076:  A!
1077:  A jak już jesteśmy przy kwestiach napoleońskich...
1082:  To serdeczna polecajka, tysiąc imion, Django Wexler.
1086:  Django Wexler właśnie inspiruje się opisami wojen napoleońskich i taktyki z okresu wojen napoleońskich przy opisywaniu walk na, no powiedzmy, takim subsaharyjskim kontynencie tropikalnym z ludami nomadycznymi, więc trochę to przypomina wojny Napoleona w Egipcie, powiedzmy sobie.
1105:  Natomiast w tle jest tytułowe tysiąc imion, czyli tablica napoleońskich.
1109:  z tysiącem imion demonicznych, którą główni bohaterowie muszą znaleźć.
1113:  Ojej, jakie wspaniałe, absolutnie.
1115:  Napoleon Bonaparte, tak, tak jest, Naparter.
1119:  Barbie jeszcze nie widziałem, moi drodzy, ale to są takie filmy, na które moim zdaniem trzeba iść do kina, absolutnie.
1126:  Barbie zobaczycie w zaciszu własnego domostwa i się nic nie zmieni, nie?
1131:  Ale tutaj jednak bym jakiegoś IMAXa sobie wybrał, jakiś duży ekran przynajmniej, to samo co przy Oppenheimerze, moi mili, więc mega polecam Napoleonę, jak tylko wyjdzie.
1140:  Chociaż to nie jest coś, co bym zrecenzował, więc prawdopodobnie się tylko ograniczę do takiej wzmianki, jak teraz mamy na live'ie.
1146:  Natomiast Barbie będzie, moi drodzy, wtedy u mnie oglądane, jak wreszcie zjedzie do domu.
1152:  Czy unikam ziombi, ale przecież i zombie.
1154:  No tak, mówiłem kiedyś, że wszystko, do czego dodamy frazę i zombie jest lepsze, ale mówiłem tak na przykład w kontekście dumy i uprzedzenia.
1160:  Nie byłem w stanie tego zdzierżyć, ale w formie duma i uprzedzenia i zombie byłem w stanie.
1166:  Czy znam jakieś książki, które się dzieją tylko na pustyni?
1168:  No właśnie, Tysiąc imion jest dobrym przykładem, ale także Malowany człowiek, cała saga Petera Bretta.
1173:  No i przypominam, moi drodzy, moi drodzy.
1178:  Opowieści z mekhańskiego pogranicza nie bez powodu, co zatytułowane Północ-Południe, pierwszy tom.
1185:  Więc pustynne motywy bardzo dobre u Roberta Wegnera, a Roberta Wegnera trzeba mega wspierać, zwłaszcza, że Robert Wegner w nieszczególny sposób został kiedyś potraktowany i chyba to jest czas, żeby o tym przypomnieć, ponieważ cyklicznie o tym przypominam.
1201:  Mianowicie został niepełnie potraktowany w programie Księgarni, który kiedyś się ukazał.
1206:  Księgarnia to jest taki, to jest taki, moi drodzy, snobistyczny program dla ludzi, którzy...
1210:  Czytają książki, ale chcą się poczuć jakby byli w wyższych percentylach społeczeństwa, więc tak, wtedy warto oglądać.
1219:  Oczywiście nie da się w to wklikać, ponieważ serwery TVN-owskie są zatkane, z pewnością z uwagi na to, że są atakowani przez przeciwników TVN-u, żartuję.
1228:  Zawsze jest miło pożartować z ludzi, którzy w dalszym ciągu całkiem na poważnie są w stanie emitować coś, co się nazywa szkło kontaktowe.
1236:  Wiecie, co jest najbardziej zabawne z tego wszystkiego?
1239:  Chcę wam pokazać odcinek 295 z Robertem Wegnerem, ale niestety to wideo już nie istnieje.
1244:  W związku z powyższym najwyraźniej zadziałała cenzura wsteczna albo TVN stwierdził, że ichnie programy są tak wybitne, że wymagają bezwzględnie tego, żeby być opejwolowanymi.
1255:  W związku z powyższym streszczę Wam jeno, że tutaj niejaka, ojej, jak ona się nazywa, Agata Passent mianowicie, powiedziała, że Robert Wegner to jest taka kolejna, kolejna fantazy z takimi cyckami i mieczem na okładce, jak widzicie tutaj bardzo wyraźnie cycki, więc YouTube zdemonetyzuje ten live niechybnie.
1273:  I powiedziała również, że mam wrażenie, że się cofa intelektualnie, jak czyta tego rodzaju rzeczy.
1278:  To było o tyle zabawne lub nie,
1280:  że redaktorka programu o literaturze powiedziała tak o pisarzu, którego zaprosiła fizycznie do tego programu.
1286:  I to było jeszcze zanim Powergraph, czyli wydawca Roberta Wegnera, dostał Nikę za powieść wydaną nakładem tego wydawnictwa, no bo Nikę wiadomo dostał Radek Rak, ale prawdopodobnie po tej okolicznościach Agatka Passynt już by się nie odważyła powiedzieć czegoś takiego.
1305:  Bardzo mnie bawi, że TVN teraz to przykrył.
1307:  Cześć Krzysztof, pisze Kamyczek.
1308:  Jak poradzić sobie z silnym stresem przy egzaminie na prawo jazdy na terapię?
1311:  Już chodzę, chciałbym poznać twoje zdanie.
1313:  Wszystkie moje stresy egzaminacyjne zawsze tak samo ogarniam i zawsze tak samo wam odpowiadam.
1318:  To znaczy dla mnie stres przed rzeczą abstrakcyjną jest...
1321:  Irracjonalny.
1322:  I dla naszego mózgu również.
1323:  Stres miał służyć nam temu, żebyśmy przetrwali.
1326:  Więc jeżeli człowiek się stresował tym, że jego obóz, który został rozbity na pustyni, powiedzmy, w ciemnościach, zaatakują nagle nomadzi, którzy jeszcze w dodatku będą mieli tysiąc imion i każdy z nich będzie imieniem demonicznym, to wiecie, taki stres jest racjonalny, bo dzięki temu na przykład nie zaśniecie, tylko będziecie sobie półdrzemać na warcie, jako wartownik przy obozie.
1346:  Stres zatem ważny dla przetrwania.
1349:  W przypadku egzaminu
1351:  Nie, więc trzeba naszemu mózgowi wytłumaczyć z powrotem, że nie, nie mózgu, głupi mózgu, to nie jest nic ważnego i wtedy ja zwykle stosuję jedną strategię, to znaczy zmęczyć się fizycznie tak, żeby mózg stwierdził, dobra, wyłączamy wszystkie funkcje życiowe i idziesz spać, bo mój problem przed wszystkimi egzaminami polegał na tym, że ludzie mi mówili, o Krzysztof, nie stresuj się, to tylko egzamin, a ja zasypiałem i miałem takie...
1381:  I mój mózg cały czas myślał, zamiast myśleć o na przykład jamnikach, albo myśleć o Duwenderwalden, pięknym królestwie elfów z Krzysztofa Pauliniego, który jest moim bezpiecznym eremem, do którego za każdym razem umykam, jeżeli chcę sobie przywołać w myślach Pałac Pamięci, kiedyś wam o tym opowiem więcej.
1397:  W każdym razie nie to przywoływał, tylko przywoływał prawdę.
1400:  profesora, przywoływał egzamin, pytania, wszystko to, czego nie umiem i całą resztę.
1404:  Więc jedynym sposobem na to, żeby mój mózg zhakować, było to, żeby się zmęczyć przed egzaminem potwornie, pójść na długi spacer, na basen i tak dalej, i tak dalej i nie robić absolutnie nic związanego z nauką, co jest o tyle istotne akurat nie w przypadku prawa jazdy, chociaż tam jest też egzamin teoretyczny, ale innych egzaminów, które wymagają naszej wiedzy, bo duży błąd, który robimy jest taki, że jeszcze przed samym egzaminem mamy...
1426:  Kartkujemy pytanie 14, bo na pewno się pojawi pytanie 14, a ja nie pamiętam, co jest w pytaniu 14!
1431:  I nie pamiętam nic!
1433:  I to powoduje, że jeżeli sobie przypomnicie tę jedną rzecz, to wchodzicie na egzamin i cały czas pamiętacie tę jedną rzecz.
1439:  I dostaniecie pytanie z absolutnie innej zawsze, w związku z powyższym wtedy wasz mózg zwariuje.
1444:  i nie przywoła tego zasobnika długotrwałej pamięci, a wszyscy generalnie, którzy zajmują się teoriami uczczenia, przypominają o tym, że nasz mózg przenosi informacje z zasobnika pamięci krótkotrwałej do długotrwałej podczas snu.
1457:  Nie da się tego zrobić w żaden inny sposób.
1459:  Jeżeli przeczytacie sobie 15 pipsztylionów razy jakiś tekst, to wciąż taka mnemotechnika nie zastąpi tego procesu, który jest naturalny.
1466:  Uff.
1467:  Tajemnica Aweresa to jest nazwa trzech sezonów, czwarty był tylko pierwszym aktem, pisze Nowan, jestem po szóstym odcinku, jest nieźle.
1473:  To mnie cieszy, w takim razie wycofuję się ze złośliwości pod adresem Smoczego Księcia, który poza tym jest bardzo sympatycznym serialem.
1479:  MK pisze, że po dzisiejszym filmie zepnął na listę gazetek punktowanych czasopismo zatytułowane Biotech, pierwsza dyscyplina architektury i urbanistyka.
1486:  To się wiązało z tym, tak jak zresztą mówiłem wam w odcinku, że naukowcy lobbowali do ministerstwa, żeby dopisywać dyscypliny, które są całkowicie absurdalne, do listy czasopism.
1495:  Mnie szczególnie to rozbawiło po tym,
1497:  Jak zobaczyłem, moje czasopismo bardzo dla mnie istotne, to znaczy Games and Culture, może mi się nawet uda je znaleźć, które ma dopisaną listę, oczywiście do listy, dyscyplinę bardzo zaskakującą, to znaczy nauk medycznych.
1514:  I nie mam zielonego pojęcia, dlaczego akurat nauki medyczne zostały tam dopisane.
1519:  A nie, przepraszam, mam pojęcie, dlaczego nauki medyczne, tutaj macie to czasopismo radosne, tak wygląda ta lista, bardzo czytelne, wiem.
1526:  I tutaj równie w czytelny sposób możecie sobie znaleźć wszystkie dyscypliny, które zostały przypisane.
1532:  Nauki o kulturze fizycznej na przykład.
1534:  Dlaczego games and culture ma nauki o kulturze fizycznej?
1538:  Przecież każdy powiedział, ale Krzysztof, to jest absurd, przecież to są dzierki, grywin, tak?
1545:  A jeżeli jakiś babacz będzie zajmował się e-sportem?
1549:  To co?
1550:  E-sport podpada bardziej pod gry, czy pod nauki fizyczne?
1554:  O kulturze fizycznej.
1555:  Oczywiście powiedzą wam ludzie, niektórzy, jedni rabini, że nauki o kulturze fizycznej.
1559:  No bo e-sport to sport, a sport to kultura fizyczna.
1563:  Inni rabini powiedzą, że to bzdura i że to są gry, tak?
1566:  W związku z powyższym powinniśmy mieć coś innego.
1568:  I w ten sposób się dopisuje różne dyscypliny.
1570:  Natomiast te wytyczne, o których mówił Dawid Myśliwiec i ja...
1573:  One są wyłącznie w Polsce, więc to polscy naukowcy interpelują do polskiego ministerstwa, e dud, dopisz mi dyscyplinę, bo ja się zajmuję e-sportem, a jestem zatrudniony na AWF-ie.
1584:  Więc to polscy naukowcy odpowiadają za takie absurdy, zresztą tak wam mówię od lat, i nauczyciele, i naukowcy odpowiadają za stan obecnego systemu, nie pojedynczy minister, co nie zmienia oczywiście faktu, że obecny magister nieuki i szkodnictwa wyższego właśnie jest magistrem nieuki i szkodnictwa i nieprzypadkowo tak mówimy.
1603:  Czy marzłem przez stres?
1604:  Ja się trzęsłem przez stres zawsze, to znaczy miałem takie, no nie chcę tego nazwać palpitacją, bo bez przesady, ale miałem takie drgawki rąk, dla mnie to było bardzo trudne, bo stresowałem się tak po raz pierwszy, jak grałem na fortepianie koncerty,
1620:  Zwłaszcza jeżeli to były egzaminy.
1622:  I druga rzecz, która się zawsze działała, to się potwornie pociłem.
1625:  No więc wyobraźcie sobie, jakie to jest radosne, jak idziecie na egzamin i wszędzie macie mokre plamy, nie?
1630:  Cudowne.
