🔴 CO SIĘ SZERZY W NOWEJ WIEŻY?
🔗 https://www.youtube.com/watch?v=JRQ2HL8V0QA

37:  KONIEC
580:  Dowód.
581:  Wyciągam książkę, tak?
583:  Swoją drogą, dobra książka, bo to jest peryfera Lipsona.
587:  Bardzo się cieszę, że mam już te wyobraźni wreszcie na podorędziu, ponieważ jak będę kukał na półki, jak będziecie mnie pytać o książki do polecenia, to będziemy mieć teraz łatwiej.
597:  Pro tip dla wszystkich.
598:  Nigdy, ale to nigdy nie zostawiajcie takiego wąskiego paska przy końcówce półki.
603:  To jest najgorsza rzecz, jaka może istnieć.
605:  Zawsze należy książeczkę do samego koniuszka dopasować.
609:  Tak jest.
611:  Akustyka jest dobra, a jesteście w stanie powiedzieć, czy jest lepsza akustyka niż ostatnio?
615:  To mnie ciekawi.
617:  Te greenscreeny coraz lepsze, pisze jednoręki.
619:  Czy to jest mapa Starego Kontynentu?
622:  To jest, moi drodzy, mapa Starego Kontynentu i Ulfuanu.
625:  Ulfuan jest tuż obok mnie, zobaczycie to.
628:  Krzysztof nie potknie się o krzesło.
629:  Mam w każdym razie taką ogromną nadzieję.
632:  Krzysztof znalazł idealne zastosowanie dla książek Olgi Tokarczuk.
635:  Wyciszenie.
636:  Nie ma ani jednej książki Olgi Tokarczuk w moim domu.
639:  Fun fact.
640:  Znalazłem jedną przy przeprowadzce.
642:  Prawdopodobnie od kogoś dostałem opowieści bizarne.
644:  Zostawiłem w starym domu.
645:  Żeby nie było.
647:  Ktoś, kto teraz będzie tam mieszkał, dostanie na otwarcie, na start swojego pobytu najwybitniejszą literaturę.
655:  Absolutnie najwybitniejszy.
657:  Nie mam najmniejszych wątpliwości.
659:  Promet pisze, że akustyka ciut lepsza.
661:  Good.
661:  Bardzo dobrze.
662:  Bardzo dobrze.
665:  Jasne, jasne.
666:  Dostałem.
667:  Dostałem tę książkę.
667:  Ja bym nie kupił.
670:  Mapa niepraktycznego kartografa.
671:  W ogóle polecam wam mega wbicie na profil kartografii niepraktycznej.
675:  Jeszcze będę wiele razy o tym wspominał.
677:  Pokażę wam profil kartografii niepraktycznej, żebyście absolutnie nie zapomnieli.
681:  A tymczasem
682:  Witam trybutariuszy nowych, Suspicious Orange, moi drodzy, dobry zwyczaj zajamniczy i chciałbym jeszcze raz podziękować Sanji za podarowanie wspierania kanału, tylko że nie jestem w stanie wychwycić, komu podarowane wspieranie kanału zostało, za co ogromnie przepraszam, ale postaram się wyczytać, jeżeli się tutaj pojawicie.
698:  Czy mam podnoszone biurko?
699:  Tak jest, Merto, tak jest i powiem wam tak, że dawniej powinienem był podjąć inną decyzję.
706:  Wpierw
707:  Dobre krzesło i biurko, a potem wypasiona karta graficzna.
710:  Więc jeżeli zbieracie na wypasioną kartę graficzną, wpierw pozbierajcie na swój kręgosłup.
715:  Tak stanowczo.
718:  Czy dalej mam 15 minut drogi na uczelnię?
720:  Zawsze będę mieć 15 minut drogi na uczelnię.
722:  Nie ma innej opcji.
725:  Jest głośniejszy pogłos niż w starym mieszkaniu?
728:  Uuu, to niedobrze.
732:  Jak to żadna muzyka nie leci?
736:  Teraz leci.
737:  Dobrze, że mi powiedzieliście o tym.
739:  Koszmar absolutny.
741:  Nie ogarniam Warhammera, ale ładnie jest.
743:  Ja też nie ogarniam Warhammera, ale bym chciał ogarniać Warhammera.
748:  Kręgosłup jest bezcenny absolutnie.
750:  Tak jest, moi drodzy.
751:  Zawsze tak jest.
753:  Przyznaję się, wjechałem z tym biurkiem na sekretnej windzie w górę wieża, niepodnoszony biurko.
757:  Oczywiście, że tak było w Ed One Channel, oczywiście.
759:  Pan Mirmir podarował wspieranie kanału pięciu osobom.
763:  Podziękowania ogromne i Elis dołączył do trybutariuszy.
766:  Zaraz postaram się wychwycić.
768:  Sebulba otrzymał wspieranie.
770:  Jan Guzek, Maciej Wójcik, użytkownik o niewymawialnym niku, Katarzyna Ficek, przepraszam, dziękuję serdecznie Ci za...
780:  za podarowanie wspierania, Panie Mimi, że to jest cudowny zwyczaj, który się rozpoczął na ostatnim streamie z Red Dead Redemption 2.
787:  Niesamowitości, moi drodzy.
790:  Muzyka trochę ciszej, tak.
792:  Teraz jest za głośno!
794:  Oczywiście, oczywiście, że tak.
799:  A ja musiałem sobie podnieść stolik przez Szymon.
801:  Dobrze, że macie to.
802:  Skoro Q&A, to gdzie świeczka Sojang?
804:  Nie mam biurka żadnego tutaj.
805:  Ależ mnie te artefakty denerwują.
807:  To jest dlatego, że mam ustawione 2K w OBS-ie, natomiast 1080p odbiera jakimś cudem na...
815:  w YouTubie, ponieważ nie zaktualizowałem jednej małej rzeczy, którą powinienem był zaktualizować, ale to oznacza, że wszystkie Q&A w przyszłość będą w rozdzielczości maksymalnej 1440p dla YouTube'a, natomiast jeżeli chodzi o gry, to zobaczymy, bo wszystko wskazuje na to, że powinno działać, ale nie dam gwarancji.
834:  Czy mam jakąś książkę z Five Nights at Freddy's?
836:  Nie.
838:  gdzie tuba, nie wszystko jeszcze przeprowadziłem, ale tuba zostanie schowana bardzo głęboko.
846:  Włączył chłop muzykę, pojawiły się artefakty, póki włączone były, to ich nie było.
850:  Myślę, że to nie jest ta kwestia, ale co poradzić, moi drodzy.
855:  Jest 1440?
857:  Tak, bardzo możliwe, tylko że u mnie wyjściowo nie ma, więc w tym momencie moja karta graficzna robi skalowanie jakieś radosne, więc tak, mało to sympatyczna sprawa, moi drodzy.
869:  Za 6 godzin, pisze Aśku, 84 dni wyjdzie History of Middle Earth po polsku, na którą to mam specjalnie miejsce na półeczkę.
879:  Tam jest miejsce?
880:  Nie, czekajcie.
885:  Tu, tu jest miejsce na półeczce.
887:  Tak.
888:  Jak oceniam nowy sezon Peaky Blinders?
889:  Nie oglądam Peaky Blinders, oglądam natomiast Westworld w tej chwili i oglądałem Stranger Things.
894:  Postaram się zrobić recenzję w przyszłym tygodniu, ale nie gwarantuję, moi drodzy.
898:  Where ledy?
899:  Są ledy.
900:  Za mną.
901:  Na ziemi, jak zawsze.
904:  Czy planuję rozdzielić streamy i normalne filmy na dwa kanały?
908:  Czemu mess?
909:  Wydaje mi się, że to, co robię w ramach streamów, wpisuje się w to, co jest na kanale.
914:  Na pewno nie będzie więcej streamów, będą zostały zostawione te...
919:  Niedzielne i sobotnie, czyli większość streamerów tak robi i większość youtuberów, jeżeli chcą, żeby się kanał rozwijał, moi drodzy, bo na tym to polega.
926:  YouTube w tym momencie inwestuje bardzo w livestreaming, a mnie to bardzo się podoba, ponieważ lubię streamować, zwłaszcza gry.
933:  I myliłby się ten, kto myśli, że podczas gier nie rozmawiamy o tych rzeczach, o których rozmawiamy na tym kanale i w komentarzach, i o których ja mówię w ramach tego wszystkiego, co poruszam,
943:  W filmach, a zatem edukacja, a zatem kultura, a zatem fantastyka.
946:  To się cały czas przewija.
948:  Natomiast zajmowanie się dwoma kanałami jest z perspektywy kogoś, kto nie robi tego jako swój pierwszy zawód trochę bez sensu, ponieważ trzeba to ogarniać i trzeba mieć do tego już ludzi, żeby to wszystko robić.
960:  Nie, Krzysztof nie jest w stanie tego wszystkiego sobie zorganizować.
964:  Wolę, żeby było wszystko w jednym miejscu.
966:  Natomiast na pewno trzeba będzie zrobić tak, żeby trochę pogrupować to na stronie kanału.
972:  To na pewno.
973:  Postaram się to zrobić tak, żeby było wygodniej.
975:  Lewajatan, dziękuję serdecznie za trybut.
977:  Ma go stojący zwierzę odpowiadający.
979:  Tak jest.
980:  Tak jest, Lewajatan.
981:  Dzięki ci serdecznie za trybut.
982:  Czy album Siódmaka, który wcześniej leżał na stoliczku szklanym jest posiadany?
985:  Pisał fantastyczne książki.
987:  Jak je znaleźć?
987:  Tak.
988:  Tak jest.
990:  Jaki serial warto obejrzeć po zerwaniu?
991:  Masz na myśli Severance.
994:  Mr. Robot, jeżeli nie widziałeś.
999:  Wermaszynka odrobienia mgły.
1001:  Spokojnie, spokojnie moi drodzy, spokojnie.
1004:  Jamnikowy Piechór pyta, Krzysztof kiedy habilitacja?
1009:  Okej.
1017:  Teraz mogę odejść!
1020:  Teraz mogę odejść i się potknąć.
1022:  Kto mi projektował mieszkanie?
1022:  Wszystko sam projektowałem, a wykonywał stolarz.
1026:  Czy Stranger Things obejrzane?
1028:  Tak, wczoraj obejrzałem całość.
1033:  Czy mam w swojej wieży swoje książki?
1035:  Tak.
1035:  To są wszystko moje książki.
1037:  Co kopnąłem?
1037:  Leda.
1039:  Ja jestem w stanie, mówiłem wam zawsze, jestem w stanie się potknąć o własne sznurowadła.
1043:  Zawsze.
1044:  Zawsze.
1046:  Krzysztof robi doktora habilitowanego?
1047:  Krzysztof robi doktora habilitowanego, tak.
1050:  Oczywiście, że się potknął.
1051:  Pisze Wejbran Magun.
1052:  Naturalnie, że tak.
1053:  Ja się zawsze potykam.
1055:  Mam wzrostu 1,83 m?
1055:  Coś takiego.
1057:  Mniej więcej.
1060:  Piciu.
1063:  Mamy na półtorej metro.
1065:  Żadnego post-upu w tym domu, moi mili.
1067:  Żadnego.
1068:  Żadnego post-upu i żadnych... No dobra, horrorów troszeczkę jest, ale nie za dużo.
1074:  Lednie krzesło nie liczy się.
1077:  Bardzo ładna mapa Starego Świata.
1079:  Niepraktyczny kartograf.
1080:  Bardzo się cieszę, że się podoba.
1081:  Będziemy ją oglądać sobie bardzo uważnie i z dużym przybliżeniem dzisiaj.
1085:  Zbieranie alfabetu przed imieniem trwa.
1087:  Tak, będą wszystkie literki.
1089:  Waskiń, witamy w gronie trybutariuszy.
1090:  Dzięki ci serdeczne za wsparcie.
1093:  Proszę nie spoilować Stranger Things.
1094:  Nie zamierzam, moi drodzy.
1096:  Nawet jeżeli robię recenzję, to te recenzje są zawsze bez spoilerów, ale z innego powodu niż myślicie.
1100:  Dlatego, że ja po prostu nie pamiętam fabuł.
1103:  Ile płacą montażyście za animację nóg?
1108:  Krzysztof, kiedy idziemy na drogie krakowskie piwo?
1110:  Nie ma czegoś takiego jak drogie krakowskie piwo.
1112:  Jest wyłącznie ekstremalnie drogie krakowskie piwo.
1115:  Krzysztofie, 48-godzinny stream Q&A.
1118:  Jezus Maria, przerażacie mnie.
1122:  Pamiętacie czaty o nawodnieniu?
1124:  Przyłączam się absolutnie, moi drodzy.
1126:  Czy biurko z Ikei?
1127:  Nie, nie, nie.
1127:  Wszystko było robione customowo, moi drodzy.
1130:  Ja wychodzę z założenia, że póki mogę, to wspieram ludzi rzemiosła, a nie chodzę po sieciówkach i kupuję.
1139:  Mogę sobie na to pozwolić, więc wolę tak zrobić.
1141:  Wielkie nieba.
1142:  Małgorzato, dziękuję Ci serdecznie za trybut.
1144:  Fajna wieżyczka, czy jest okno?
1147:  Co zabawne jest, i zobaczycie, tylko to okno wygląda jak okno z piwnicy, więc szlag trafi, co wszystkie moje próby wytłumaczenia, że nie streamuję z piwnicy.
1155:  Tomaszu, dziękuję Ci serdecznie za trybut.
1157:  Czy regał z książkami robi za ściankę przepierzenie?
1159:  Aaa, good, big brain time.
1163:  Tak jest, moi drodzy.
1165:  Czy nie gorąco mi w bluzie?
1166:  O, Claudio, tu jest 18 stopni u mnie.
1169:  w sposób stały, absolutnie.
1171:  Tomaszu i Małgorzato P., dzięki serdeczne jeszcze raz za trybuty wasze.
1176:  Merta także trybutuje.
1178:  Polecam przy okazji kanał Merty.
1180:  Z tego, co pamiętam, ostatnim razem, jak wchodziłem, jest o Simsach.
1183:  Merta pisze, jakaś pani na moim osiedlu ma maleńkiego czarnego jamniczka.
1187:  Wspaniale!
1188:  jest tak mały, że jak go głaszczę, to całego go zasłaniają dłonią.
1192:  To musi być albo szczeniak, albo jamnik miniaturowy.
1195:  Najsłynniejszy jamnik miniaturowy, moi drodzy, jest na kanale Lulu & Friends, który to kanał, uważam, że powinniście wszyscy subskrybować.
1203:  Tak samo jak kanał Merty.
1204:  Serdeczne dzięki Merton za trybut.
1206:  Terry Pratchett jest na półce.
1209:  Przepraszam najmocniej.
1210:  Przepraszam najmocniej.
1211:  Szanujmy się.
1213:  Szanujmy się.
1213:  Cały.
1216:  Spokojnie!
1216:  Będziemy mieć buktur.
1218:  Będziemy mieć buktur, moi drodzy.
1220:  Jaki jest sens życia?
1221:  Nie wiem, ale wiem, jaki jest sens banana, dzięki temu, że wygrałem bananomantów Eldenwinga.
1225:  Wspaniała sprawa.
1226:  Czym jest dupka Jamnika, która jest za mną na górnej półce?
1230:  To jest genialna rzecz, mianowicie to jest stojaczek, który służy do tego, żeby książki się nie niszczyły.
1235:  Zresztą Jamnik ma kontynuację i ona jest tutaj.
1239:  W ten sposób jest to bardzo długi jamnik.
1241:  Oryginalnie chciałem tak, żeby ten jamnik był w całości widoczny, ale nie przewidziałem tego, że regał za mną nie będzie centralnie względem mojej czaszki.
1251:  Lukas11087, dziękuję ci serdecznie za lisi trybut.
1256:  Widzę, że ludzie zadowoleni są odniesieniem do bananomancji.
1261:  Stałe osiemnaście stopni, jak w jaskini w piwnicy, pisze Jan.
1264:  Tak, tak.
1266:  Ładnie się Husycka prezentuje po prawej stronie.
1269:  Spoilujecie buktur.
1271:  Widzę, że czaty mają tak sokole oko, że wszystko widzą absolutnie.
1275:  Plan był taki i on się udał, żeby całą fantastykę zgromadzić tutaj, w tej części domu.
1280:  Chyba nekromanta, skoro musi się chować w piwnicy.
1283:  W ogóle jest taka legenda na czatach, ona została wymyślona podczas streamów, że tak naprawdę ja cały czas streamuję z piwnicy AG.
1296:  Moje piękne oczy widzą Narrenturma jak najbardziej.
1299:  Całość trylogii chustyckiej jest i całość trylogii chustyckiej bardzo cenię.
1303:  Powiem Wam nawet, że ją cenię wyżej niż sam pięcioksiąd giedźmiński.
1308:  Pod względem literackim, pod względem tego, jak Sapkowski bawi się formą.
1311:  Świetna sprawa.
1316:  Kres w nowym wydaniu.
1317:  Jest kres.
1318:  Oczywiście, że jest kres.
1320:  Saga malowanego człowieka została zoczona, dużo zostało zoczone, dużo, dużo, moi drodzy.
1325:  Jaki jest sens Jamnika?
1326:  Głęboki.
1328:  Wyglądam jak zawieszony w przestrzeni.
1331:  To jest ciekawe.
1332:  Muszę faktycznie pilnować, żeby się nie potknąć o moje krzesło.
1335:  To byłoby... Czemu nie lubię postapo?
1337:  Nie wiem.
1338:  Jakoś zbyt bliskiej naszej rzeczywistości, wiecie?
1341:  Ja jednak potrzebuję takich światów, które są zdecydowanie od niej oddalone, żeby mieć imersję i eskapizm, czyli dwie najważniejsze rzeczy dla mnie w sztuce.
1349:  Jeśli jest coś zbyt zawieszone w świecie, który znam i sula sobie w tej naszej zupce... Nie, nie lubię tego.
1358:  Bardzo nie lubię.
1360:  To nie znaczy, że krytykuję postapo jako takie, absolutnie nie, to jest świetna konwencja, natomiast absolutnie nie jest dla mnie.
1368:  Czy Krzysztof ma coś poza fantastyką?
1369:  Tak, tak, wreszcie mieszkania.
1371:  Wiecie, to jest po to, że jak ludzie wchodzą, to... Literatura...
1382:  No a wtajemniczeni wiedzą, o co chodzi.
1386:  I to jest też ten zakątek, w którym ja osobiście czytam, tylko jeszcze mi nie przyszła pufa saco, a pufa saco jest najlepszą rzeczą do czytania, jak powszechnie wiadomo.
1395:  Krzysztof, to teraz jesteś jak gość z regału z książkami z Interstellar.
1399:  Trochę tak, dzięki Tomaszu za trybut, zaczęło się straszliwe migotanie ekranu, teraz będziecie to widzieć niestety i o zgrozo.
1407:  Przepraszam Was, za to obiecuję, że następnym razem już tego nie będzie, jak ogarnę się z ustawieniami YouTube'a.
1412:  Tak to jest, jak człowiek zachce streamować w 2K.
1415:  Szlak by trafił.
1418:  Pufa czy puf?
1420:  Ja zawsze mówię puf.
1422:  A jak zapominam, to mówię pufa.
1425:  Wreszcie mieszkanie masz Biblię nad kominkiem.
1427:  Poklepiam sobie, że nie mam kominka.
1430:  Eee...
1435:  Witam serdecznie, pisze Cyrus Shinobu.
1437:  W końcu zacząłem czytać na poważnie całą serię Warhammera 40, duchy Gaunta.
1441:  Dana Abneta jestem.
1441:  Na drugim tobie bawię się świetnie.
1443:  Ja jestem wciąż przed, niestety.
1445:  Aktualnie byłem zajęty układaniem tego wszystkiego i nie było czasu na czytanie.
1449:  Katastrofa, moi drodzy.
1455:  Stary świat to taka Warhammerowska Europa?
1457:  Trochę tak, z pewnymi różnicami, ale trochę tak, tak.
1463:  hologram mi się psuje.
1464:  Wiem!
1464:  Nie przerażajcie mnie.
1468:  Nie problem z kamerą, to rzeczywistość nie wytrzymuje energii magicznej.
1471:  Tak, tak jest.
1472:  Najzabawniejsze jest to, że nie ma jak zrobić testu nigdy.
1474:  Teoretycznie da się zrobić test livestreamu, ale stwierdziłem, że lepiej się z wami spotkam na spontanie, niż będę coś szaleńczego przygotowywał przez dwa tygodnie.
1485:  Co sądzę o twórczości Brandona Sandersona?
1487:  Teraz mogę w nieskończoność robić tak.
1493:  Kocham i uwielbiam.
1494:  I wszystko zostało przeczytane.
1496:  Czy poleca, jakie książki o edukacji będą?
1498:  Najnowsza, która wychodzi, będzie Marceli o patowychowaniu.
1502:  Nie mogę się doczekać.
1504:  Od tysiąca książek liczy się dane miejsce jako biblioteka.
1506:  Czy przebiłem tę liczbę?
1507:  A to już dawno.
1509:  To już dawno.
1509:  W sumie rodzinna biblioteka, czyli moja plus rodziców, to jest jakieś 6-7 tysięcy, więc ja nie wiem, co się stanie w momencie, w którym ja bym musiał, nie wiem, przenieść sobie jeszcze część książek do mnie.
1522:  To jest niemożliwe absolutnie, bo ja już osiągnąłem wyporność absolutną, taką psychiczną, to znaczy potrzebuję jeszcze dla komfortu psychicznego te 12 półeczek mniej więcej, żeby nie wpaść w panikę, że mi się kończy miejsce, bo to jest straszny moment zawsze.
1538:  ile zajęło stworzenie tej mapy.
1540:  Ta mapa była robiona ręcznie przez niepraktycznego kartografa, więc to było przez kilka miesięcy robione.
1545:  Potem to zeskanował, a ja przez jakieś śmieszne parę godzin robiłem upscale w Photoshopie.
1552:  Czy jestem w stanie odejść z kamerą koło odbiórka?
1553:  Tak, będzie taki plan.
1554:  Będę musiał zmienić scenę do tego, bo znalazłem sposób na zrobienie tego z telefonem, ponieważ mój rig z kamerą jest tak przytroczony do biurka z uwagi na to, że to jest biurko ruchome, że nie, nie jestem w stanie tego odczepić naraz.
1568:  Czy rego za mną jest kiepsko dopasowany do wnęki?
1571:  Jest dopasowany do wnęki dobrze, ale wnęka jest kiepsko dopasowana do kątów prostych, ponieważ to jest budownictwo z radosnych lat 60., kiedy to w ścianach można było znaleźć zapyziałe kalosze, koła od tira, jak również zero kątów prostych.
1585:  Tak jest Lotrana, stoję.
1589:  Morio Nunan dziękuję za polecenie GameDecka.
1591:  O, cieszę się, że się podoba.
1594:  Bardzo się cieszę.
1595:  Fundacja Asimowa z tyłu.
1596:  Tak, tak.
1597:  Ja czekam, aż po prostu wszyscy domyścicie, jakie są książki.
1600:  Czy są jakieś książki o jamnikach?
1601:  Jest Jamnikarium na przykład, taka bardzo serdeczna i radosna książka.
1606:  Czy mam jakąś mangę?
1607:  Niestety nie.
1608:  To jest jedna, jedyna rzecz, której nie mam w zbiorach.
1610:  Czy Helcz czy Grzędowicza był czytany?
1612:  Tak, ale mam w takim śmiesznym wydaniu recenzenckim, to jest schowane za Grzędowicza, który stoi po mojej lewej stronie.
1618:  Tak.
1621:  Muzyka od Dawida Myśliwca?
1622:  Tak, Superior też używa Dawid Myśliwiec, tak, to prawda.
1626:  Sądzę o twórczości Kinga?
1628:  Kinga chyba nie mam.
1630:  Czytałem Mroczną Wieżę oczywiście i czytałem Oczy Smoka, czyli jego część fanpazy, natomiast horrory omijam dużym łukiem niestety.
1638:  Czy dopuszczam choćby cień możliwości, że nawet na pustych półkach zabraknie miejsca?
1641:  Tak, to zajmuje zwykle około pół roku.
1645:  Raj perfekcjonisty jest zaburzony przez kąty proste w regale.
1647:  To prawda.
1648:  Będę musiał je czymś zaklajestrować, ale to jest niestety dość duża szczelina.
1651:  Przepiękny dukaj spoziera.
1653:  Oczywiście, że spoziera dukaj.
1654:  Naturalnie, że spoziera dukaj.
1656:  Wybij dziurę, pisze Red Angel do piwnicy.
1658:  Obok będzie miejsce na książki.
1661:  Dzięki za trybut serdeczne.
1664:  Czy czytałem Wojnę Makowo, pyta Ania Kowalska.
1668:  Jeszcze nie, a mam cały czas w planach i muszę sobie kupić całość, żeby zabrać się za to, ale problem polega na tym, mimo że jest tu okazja, żeby zrobić mini rancik, mianowicie z jakiej przyczyny jest tak, że jak ja na przykład kupuję sobie takiego kresa, dlaczego ja nie dostaję równocześnie e-booka?
1684:  Jeżeli kupujecie edycję kolekcjonerską gry wideo, dostajecie piękne pudełko, figurki, to i tamto,
1690:  ale równocześnie dostajecie kod na Steam.
1693:  Dlaczego tak nie ma w przypadku książek?
1695:  Nie jestem w stanie tego zrozumieć.
1696:  Odwrotnie, ok, kupuję tańszego ebooka i nie mam edycji kolekcjonerskiej w postaci papierka, ale odwrotnie powinna być opcja takiego bundlowania.
1705:  Nie dostrzegam nic z Trudy Canavan.
1706:  Oczywiście, że jest Trudy Canavan, Krzyszek.
1708:  Oczywiście, że tak.
1709:  Ola Sieradzka pyta, jakie zajęcia prowadzę na AGH.
1711:  Planuję zapisać się już teraz na jakiś kierunek humanistyczny właśnie po to, żeby móc chodzić na zajęcia prowadzone przeze mnie.
1716:  To niesamowicie miło z Twojej strony, ale od razu mówię, że ja prowadzę zajęcia na całym AGH, bo mam dwa najważniejsze dla mnie przedmioty, czyli wprowadzenie do badań gier wideo, introduction to video game studies po angielsku oraz światotwórstwo w rach komputerowych z warsztatem światotwórczym, gdzie robimy światy.
1730:  takie mapy.
1731:  Znaczy nie aż tak piękne, ale w miarę naszych możliwości.
1736:  Robię to w UBPO, to jest Uczelniana Baza Przedmiotów Obieralnych, jest dostępna dla wszystkich wydziałów na AGIECH.
1741:  A jak jesteś bardziej zainteresowany tym, co robi AGIECH i Wydział Humanistyczny, to zrobiłem kiedyś livestream na fanpage'u tegoż i tam szczegółowo o tym tłumaczę, więc trzeba wejść na stareńki Facebook i tam to odnaleźć.
1754:  Rebeko, dziękuję Ci serdecznie za trybut.
1756:  Mago się wierza w wodnym klimacie, żeby ukryć zacieki piwnicy AGH.
1759:  Gratuluję i czekam na głębsze analizowanie tej pięknej mapy.
1762:  Ach, cieszę się, że czekacie na takie rzeczy, bo uwielbiam mapy.
1766:  Przy okazji, content naukowy.
1769:  Mianowicie Stefan Ekman kiedyś w książce Here Be Dragons Exploring Fantasy Maps and Settings, czyli tu żyją smoki eksplorując fantastyczne miejsca i mapy i setini, powiedział, że mapa fantastyczna w odróżnieniu od tej prawdziwej wytwarza świat, a nie reprezentuje ten, który jest już nam znany i to jest wbrew pozorom bardzo kluczowe.
1791:  bo okazuje się, że mapa w świecie fantasy to jest taka najważniejsza rzecz, którą możemy zrobić, żeby zacząć kreować świat.
1796:  Jak mi się spodobało to stwierdzenie.
1798:  Jest tak proste, a tak przenikliwe zarazem.
1803:  Aśku, jest ciekawe, jak dużo Tolkienu ma Krzysztofi, czy będzie musiała krzyczeć.
1806:  Tolkienu ja mam praktycznie wszystko, oprócz tych nowych edycji, czyli Dzieci Urina, Upadku Gondolinu i Pokrewnych.
1813:  To znaczy, tego nie miałem, ponieważ czekałem, aż wyjdzie w jakimś sensownym wydaniu.
1816:  Ponadto cały czas trzymam się małego, czarnego wydania Marii Skibniewskiej, ponieważ jest skandalem, że zysk w tym pięknym, ilustrowanym wydaniu przez Alana Lee wziął najgorszego tłumacza, jaki stąpał po tej ziemi i nawet nie wymówię jego nazwiska.
1831:  Nie należy robić takich rzeczy.
