🔴 Palmy pierwszeństwa nie rodzą kokosów | LIVE #18
🔗 https://www.youtube.com/watch?v=oevEal3hAQI

140:  Dzięki za oglądanie!
537:  Więc wrócimy do gry od samego początku, to informacja dla wszystkich zainteresowanych, jak tylko będzie wszystko sprawnie i będę miał gwarancję, że dostaniecie najwyższą możliwą jakość.
546:  Zwłaszcza, że część osób też ogląda na dużych telewizorach te live'y, więc nie chciałbym puszczać czegoś w 1080p, tylko niech będzie w 2K, żeby właśnie był wybór.
554:  Jeżeli ktoś chce oglądać w 480p albo musi, to oczywiście wolna droga, wiadoma sprawa, ale chodzi też o to, żeby ci ludzie, którzy
562:  wolą na większym ekranie mieli także wybór.
565:  Niech wasz mości Bóg w jamnikach wynagrodzi.
567:  To też jest idiom, moi drodzy, który należy spopularyzować.
570:  Velez pisze, Krzysztof, mój profesor załatwił taki egzamin, że 80% osób musi podchodzić do drugiego terminu.
575:  Przypomina się Fundusz Morysia.
576:  Pamiętacie o Funduszu Borysia?
578:  Tego sobie kpiłem kiedyś w szorcie.
580:  Gość się chwalił, że ludzie mają warunki i później jak przychodzili do niego dziennikarze, to potwierdził, tak, tak, tak, tak, tak, o to chodzi, to jest wszystko w porządku.
588:  Tak nazywa się ten fundusz oficjalnie.
591:  Brak pozdrowień dla profesora Borysia.
592:  W każdym razie ja zawsze uważam za mocno nieetyczne podkreślanie takich rzeczy, ale jeżeli jest ta dyskusja prowadzona w, nazwijmy to, obszarze akademickim czysto, to znaczy egzamin trudny, egzamin łatwy, no to wtedy myślę, że sytuacja jest troszeczkę inna.
610:  Ale jeżeli kryją się za tym warunki i możliwość zarobkowania, to studenci sami się orientują, że coś jest nie tak, pamiętam jak studenci prawa na najlepszym.
618:  uniwersytecie we wszechświecie.
621:  Podkreślali zabawnie, że kolegium, jak ono się nazywa, juridicum bodajże, koło auditorium maximum, oczywiście, że to jest auditorium maximum, to nie może być auditorium minimum, to jest najlepszy uniwersytet w tym kwadrancie wszechświata, że ulica powinna się nazywać obrońców kampanii wrześniowej.
639:  Waszej inteligencji zostawiam powody dlaczego.
642:  Nie wiedziałem, czy to jest Q&A.
643:  Ja też nie wiedziałem.
644:  To jest spontaniczne Q&A, moi drodzy.
646:  Jak tam finał drugiego sezonu Vox Machina?
648:  Świetnie.
649:  Bardzo się cieszę, że ten serial się tak rozwija.
652:  Bardzo się cieszę, że też padło pytanie i że oglądacie Vox Machina, bo to jest chyba jedna z najlepszych rzeczy, jakie w ogóle można spośród animacji oglądać w tej chwili.
659:  Absolutnie, Legend of Vox Machina wstakuje na moje topów animacji obok Castlevania, obok Arkane, obok Invincible, czyli Niezwyciężonego na Amazonie.
670:  No i oczywiście nie wliczam tutaj Legionu Anime, tak, no bo to nie jest anime.
675:  Myślę, że zdecydowanie wyżej to już jest niż poziom Smoczego Księcia.
678:  Smoczy Książę jest bardzo w porządku, natomiast ostatni sezon nie był tak dobry, ponieważ nosi tytuł Tajemnica Avarosa, czy jakoś tak, o czym nie podaję tej tajemnicy.
688:  Nie, nie lubię cliffhangerów, a Vox Machina lubi cliffhangery i na szczęście kończy drugi sezon czymś, co jestem nawet ja, nieznoszący tego rodzaju raptownego urywania fabuły, znieść.
699:  Więc ten zakończenie jest satysfakcjonujące i nie mogę się doczekać kolejnych sezonów, mam nadzieję, że będą.
704:  Jest skrzętnie ukrywany katar w głosie.
706:  Mam wrażenie, że to mogą być już ustawienia mikrofonu tylko, on podbija dość mocno basy, a ja zawsze miałem trochę nosowy głos, więc nie ma problemu, myślę.
717:  Moryś dalej pracuje w Szczecinie.
718:  O Boże.
719:  Skąd się wzięła nazwa koloru magenta?
721:  To jest bardzo dobre pytanie.
722:  Trzeba sprawdzić.
724:  Czym jest M?
725:  To jest skrót od MAGA ARA ARA.
727:  Bardzo prosta sprawa.
729:  Magenta.
729:  Etymo online.
731:  Nie ma innego.
733:  Proszę bardzo, moi drodzy.
734:  Wszystko jest jasne.
735:  Wszystko jest oczywiste, jak tylko sięgniemy do słownika etymologicznego.
740:  Otóż w 1860 roku została tak nazwana ten kolor w ramach Bitwy pod Magentą.
747:  Magenta!
748:  Magenta Italiano Florentini Tajatelle!
752:  Więc to z tego powodu, moi drodzy.
755:  Ciekawa sprawa.
757:  A wszystko, ojejejej, a nazwa tego miasta wywodzi się z nazwiska Marcusa Aureliusa Valeriusa i Maxentius, prawdopodobnie to jest przydomek, który prawdopodobnie tutaj stacjonował.
769:  Ciekawa sprawa.
771:  Ha!
772:  Widzicie, czego się można totalnie randomowo dowiedzieć?
774:  Mamma mia magenta assassino, tak!
778:  Oj, oj, oj.
779:  Są dwa komputery, pisze Zderzacz Hadronów.
781:  Jeden tańszy i lepszy, drugi droższy i słabszy, ale ładniejszy.
783:  Czy kupiłeś ten drugi, mimo namówy zewsząd?
786:  Czy czyni mnie to frajerem?
787:  Nie myśl w ten sposób, kupuj to, co ci się podoba, ale raczej zastanów się, do czego ci jest ten komputer nieszczęsny, potrzebny.
793:  Jeżeli masz takiego pecha, że lubisz granie pecetowe, to niestety trzeba stawiać na wydajność.
797:  Jeżeli montujesz filmy,
799:  albo zajmujesz się grafiką 2D, a już na pewno 3D, no wtedy niestety trzeba sobie podarować ładny komputer.
805:  Mam nadzieję tylko, że pod hasłem ładny komputer nie tkwi Apple.
808:  Ojej, teraz się strasznie narażę wielu ludziom.
811:  Nie żartuję, jeżeli kogoś stać na Apple i wszystkie przełączki do nich, to okej.
815:  Prawda jest taka, że jeżeli jesteśmy zamknięci już w jakimś ekosystemie, to strasznie ciężko jest
820:  z tego ekosystemu później się wykaraskać.
823:  Czy poleciłbym jakieś konferencje naukowe w Polsce dotyczące gamingu, pyta brzydko.
826:  Tak, polecam śmiało od razu jedną rzecz, to znaczy, zresztą ja tam planuję też być, jest taka seria konferencji GamesLit, to jest dla wszystkich, którzy, oczywiście tego nie umiem napisać, GamesLit Katowice, teraz w Katowicach będzie w 2023, konkretnie chyba w kwietniu,
843:  Konferencja Games and Literary Studies bodajże, to jest ta rzecz, moi drodzy, nie chcę żadnych powiadomień, blokuj powiadomienia.
852:  O intencji i intencjonalności nie chcę tego, więc można śmiało tam wbijać, tutaj jest strona konferencji, Boże drogi, nie, nie chcę się nigdzie logować, dlaczego nas dręczą?
862:  I jeżeli jesteście zainteresowani konferencjami, to was wtedy interesuje coś, co się nazywa Call for Papers, czyli zef o abstrakty, zef o artykuły.
870:  Można sobie to przejrzeć i zgłosić się.
872:  Niestety już nie da te konferencje, ponieważ deadline minął.
875:  Niemniej to jest seria, więc polecam.
877:  Z drugiej takiej konferencji, serii konferencji, które polecam, mój Boże, cóż to będzie.
881:  Chyba DIGRA, to znaczy Digital Games Research Association.
885:  Może też wam od razu pokażę.
887:  To jest stowarzyszenie międzynarodowe, które zajmuje się badaniem gier wideo.
891:  Niestety problem z Digrą polega na tym, że to są bardzo drogie konferencje, no ale jeżeli ktoś siedzi w gamedevie na przykład i chciałby poznać perspektywę naukową i go to interesuje, to jak najbardziej można.
901:  To jest rzeczona seria konferencji Digra i to w zasadzie są te, o których warto wiedzieć i warto na nie jeździć.
907:  Poza tym są różnego rodzaju seminaria.
909:  Digra też publikuje, jak widzicie, proceedings, czyli antologie tekstów, które zostały wygłoszone na tych konferencjach, referatów, ale także tekstów naukowych, więc
918:  To jest też taka dobra baza wiedzy dotycząca tego, co aktualnie trenduje w Game Studies, ale się rozgadałem.
925:  Czy według Ciebie szkoły kacper.eu mające współpracę z Microsoftem są lepsze od innych?
929:  W zależności od tego, czego potrzebujesz, jeżeli szukasz stażu Microsoftu, w Microsoftzie może to być dobra opcja, natomiast ja zawsze jestem ostrożny wobec oceniania
938:  poziomu szkolnictwa pod uch tego, kto ma podpisać takie umowy, przypominają mi się wszystkie umowy z Erasmusami, podpisane z różnymi uczelniami, studenci sobie myślą, uuu, uniwersytet w Seville, ojej, niesamowite, z pewnością mają tam ciekawe, a potem się okazuje, że nie ma tych przedmiotów, które podobno były, że studia są w języku hiszpańskim, a nie w języku angielskim, a potem się jeszcze okazuje, że tak naprawdę nic z tego mniej na tym rzeczonym wyjeździe na Erasmusie mi się nie przydaje na studiach, ale wiecie, reklama była piękna.
968:  Czy jest jakiś wykładowca na polonistyce najlepszego uniwersytetu na świecie, którego polecam?
973:  Oczywiście, że tak.
974:  Mnie bardzo dużo dała profesora Dna Burzyńska z Katedry Teorii Literatury.
977:  Bardzo dużo też mi dał profesor Tomasz Majkowski.
980:  Pozdrowienia dla Tomka, który jest zresztą groznawcą i miał bardzo oblegany wykład, kiedy studiowałem, który się nazywał Popkultura, Narracja i Ideologia.
988:  Miał też wykład o fantastyce i to był taki jeden, jedyny możliwy wykład.
992:  fakultet, czyli przedmiot obieralny, na który można było pójść, żeby się dowiedzieć czegokolwiek o fantastyce, ponieważ fantastyka oczywiście jest wykastrowana z programu obowiązkowego studiów, gdyż poloniści, jak wiadomo, nie muszą wiedzieć nic o fantastyce, ponieważ z oczywistych względów nie ma jej w listach lektur, a nie ma jej w listach lektur dlatego, że to poloniści kształtują listy lektur, w ten sposób mamy taki obiekt zamknięty i komorę echową, coś, co by się spodobało użytkownikom Twittera,
1011:  i zarazem nie mamy żadnej możliwości interwencji, żeby ten stan rzeczy zmienić, ponieważ to jest taka spamosprawdzająca się przepowiednia.
1017:  Skoro na studiach nie ma fantastyki, na obowiązkowych kursach to z pewnością nie jest to nic wybitnego, w związku z powyższym nie musimy mieć tego na listach lektur i tak dalej, i tak dalej, a potem przychodzą ludzie, którzy się wykształcili w szkole i myślą tak, tak, tak,
1027:  beletrystyka, belletre, oho, literatura piękna, co jest zabawne, ponieważ nie wiedzą, że beletrystyka po francusku znaczy dokładnie to, to znaczy belletre, czyli literatura piękna, co zarazem oznacza, że mamy słowo oznaczające literatura piękna na nazwanie wszystkich możliwych gatunków fikcji, a równocześnie inne możliwe gatunki fikcji, na przykład fikcji fantastycznej, literaturą piękną nie nazywamy.
1047:  Ach, jak ja zawsze lubię mówić o tych błędach i lukach w wykształceniu pluralistycznym, wspaniałości.
1053:  Warai Otoko pyta, czy jeśli część zespołów pracy lubi spotykać się z innymi i narzuca do drugiej części, to czy to nie jest, rozumiem, że chodzi o symboliczną opresję, o której piszesz, Warai Otoko?
1064:  Wydaje mi się, że powinno być to wszystko negocjowane, to znaczy większość sporządnych firm i korporacji, która organizuje tego rodzaju eventy, daje możliwość ludziom wyboru, czy chcą w tym uczestniczyć, czy nie chcą w tym uczestniczyć, zmuszanie na pewno nie jest fajne.
1077:  Czemu Vox Machina jest tak mało popularna?
1078:  No właśnie, nie wiem, Enka, wiesz...
1080:  Problem polega na tym, że zawsze jest łatwo nakręcić jakiś materiał, który będzie hejcił kiepski serial, typu Wiedźmin, Obietnica, Rodowód, co ja mam z tą Obietnicą?
1088:  Rodowód Krwi, albo Następny Wiedźmin, albo Rings of Power i tak dalej, i tak dalej, natomiast jak przychodzi do polecenia czegoś pozytywnego, to zazwyczaj nie przebija się to, z tego prostego względu, że wszystkie media społecznościowe lubią raczej przekaz negatywny, więc rozważam, moi drodzy, zrobienie następnej recenzji sezonu Vox Machina, znaczy Vox Machina to ostateczne gówno.
1108:  Bardzo jestem ciekaw,
1109:  I czy wtedy sprawdzi się moja hipoteza?
1111:  Bo coś mi mówisz, że się sprawdzi.
1114:  Czy mam zamiar oglądać anime Nier Automata?
1117:  Absolutnie tak.
1118:  Obejrzałem anime, które było niewiarygodnie jurne, pod tytułem bodajże Bastard.
1124:  Stwierdziłem, że moja liczba połączeń neuronalnych i szarych komórek obumarła i bardzo jestem z tego powodu zadowolony, ponieważ tego potrzebowałem.
1133:  Czy spodziewam się zapowiedzi DLC do Elden Ringa na nadchodzącej imprezie FromSoftu?
1137:  No mam nadzieję, że to zrobią, aczkolwiek szczerze?
1140:  Niech się nie spieszą, bo za dużo już ostatnio wychodzi gier, które są przyspieszone i nie są zbyt dobre.
1150:  Była obietnica, że Wiedźmin nabierze sensu.
1152:  Nie wierzę w to, Ilian, absolutnie.
1153:  Szkoła Beletrystyka została stworzona, żeby dać rozrywkę, pisze Adrian.
1157:  To jak przerabia się chłopów w szkole?
1158:  Przerabia się na makulaturę głównie, niestety, tej rzesz chłopów.
1161:  To jest przerażające, dlatego lubię ten czasownik, bo on dobrze pokazuje, co robi szkoła.
1165:  Szkoła przerabia książki na makulaturę.
1168:  Jeżeli się to robi bez odczuwania pozytywnych uczuć, to jest to wina nauczyciela?
1172:  Częściowo tak na pewno, bo są nauczyciele, którzy potrafią zarazić nawet największym krapem.
1177:  I mówię to jako człowiek, który był uczestnikiem kursu Literatura Staropolska.
1182:  Więc wierzcie mi, tam trzeba było się bardzo postarać, żeby mnie zainteresować i to się udało w gruncie rzeczy.
1187:  Udało się konkretnie profesorowi Andrzejowi Borowskiemu, który oczywiście później już nie pracował na uniwersytecie.
1193:  Ciekawe dlaczego, czy to jest jakaś prawidłowość?
1196:  Zaczynam się zastanawiać, czy to jest jakaś prawidłowość z tym związana.
1199:  Nie, to na pewno nie jest żadna prawidłowość, że jak ktoś jest dobry, to przestaje pracować w najlepszym uniwersytecie w tym kwadrancie wszechświata.
1204:  Z pewnością tak nie jest.
1207:  Tak, to też jest zabawne swego drogu, że mój wydział, który reprezentuję, czyli Wydział Humanistyczny, został stworzony głównie z ludzi, którzy uciekli z najlepszej uczelni w tym kwadrancie wszechświata.
1214:  Ciekawe, ciekawe.
1217:  Tak, to ostatnia złośliwość, obiecuję ci.
1220:  Nie, nie.
1221:  Nie, nie.
1224:  Nie wiem, na jakim etapie została dodana.
1228:  Wiemy natomiast to, że Hogwarts Legacy, jak każda gra wideo, umożliwia granie postacią trans, co ja oczywiście z radością zamierzam uczynić.
1235:  I co zresztą zrobiłem podczas pierwszego naszego falstartowego streamu z Hogwarts Legacy.
1239:  I nie uważam tego za najmniejszy problem.
1241:  Roleplay to roleplay, moi drodzy.
1243:  I gra wideo tym się różni od innych mediów, że właśnie pozwala na coś, co nazywa się fachowo subwersją, to znaczy podważenie jakiegoś dominującego paradygmatu, walkę z nim, prawda?
1254:  Jeżeli komuś się to nie podoba, na przykład co się dzieje w świecie, to za pośrednictwem gry wideo możesz właśnie zyskać sprawczość do pokazania swojego sprzeciwu.
1262:  Nie musi do tego angażować się w jakąkolwiek mowę nienawiści, rajdy streamerów albo etykietowanie ludzi, do którego doszło ostatnio.
1271:  A przypominam za Iżilem Deles, Iżakiem Derido, że nazywanie jest pierwszą przemocą, więc jeżeli ktoś szermuje etykietkami, nawet nie sprawdziwszy kto jest kim, to nie jest wcale lepszy od ludzi, którzy również szermują etykietkami, nie sprawdziwszy kto jest kim.
1287:  Jak samopoczucie?
1288:  Cóż za miłe pytanie, Issa Artemis.
1290:  Jutro mam ciężki dzień bardzo, ale cieszę się, że się z wami widzę.
1294:  W związku z powyższym samopoczucie jest dobre.
1296:  Dzisiaj.
1298:  Czy mam jakieś rady co do ogarnięcia ogromnej ilości wiedzy, pisze Kasia Gryczana, literalnie całej medycyny na sesję w przyszłym roku.
1303:  Jak planować?
1304:  Jest to zależnie od tego, jak pracujesz.
1306:  Jeżeli masz taki syndrom jak ja, to znaczy im bliżej deadline'u, tym bardziej panikujesz, to radziłbym ogarnąć sobie rzeczy wcześniej, na przykład zrobić sobie takie własne deadline'y.
1315:  Jak zrobisz sobie własny deadline, to wtedy nie ma zwykle takiego poczucia, że ktoś Ci to narzucił i można sobie to rozplanować w jakimś właśnie Trello, czy Asanie, czy Todoist, wszystko jedno, w jakiejkolwiek aplikacji do zarządzania czasem i zarządzania projektami.
1328:  W ten sposób, jeżeli będziesz sobie swoje własne kamienie milowe spełniał,
1333:  to może będzie łatwiej z tym, który zostanie Ci prędzej czy później narzucony.
1337:  Tak myślę.
1339:  Ale to jest bardzo indywidualna rzecz.
1340:  Są tacy ludzie, którzy na przykład uczą się na kilka tygodni przed i im to w zupełności wystarcza.
1346:  Niektórzy się uczą na tydzień przed, niektórzy na parę dni przed, ale tutaj przestrzegam w jednym zakresie.
1352:  To znaczy, jeżeli ktoś się uczy na kilka dni przed albo kilka godzin przed,
1355:  to musi mieć świadomość, że to nie jest wiedza, która z nim zostanie na całe życie.
1358:  To jest wiedza, która zostanie precyzyjnie na okres egzaminu i to jeszcze jest na tyle zdradliwe, że najczęściej pamiętamy to, czego się nauczyliśmy w ten sposób chwilkę wcześniej.
1368:  Więc będziecie pamiętać te notatki, które czytaliście przed pół godziną, ale nie te, które czytaliście przed dwiema godzinami już.
1374:  To jest zdradliwa część naszej pamięci.
1377:  Oczywiście w zależności od tego, jaką kto ma pamięć do tej techniki trzeba dobierać,
1381:  ale generalna moja rada jest taka, że jeżeli uczymy się dla siebie, a nie dla profesora lub dla przedmiotu, to wtedy warto jest to robić w wymiarę, w zrównoważony sposób.
1390:  Nie mówię systematycznie, bo absolutnie nie uważam, żeby systematyczność była do czegokolwiek kluczem.
1395:  Mnie systematyczność nigdy się jakoś nie podobała i nie była zgodna z tym, jak ja pracuję, więc przestrzegam przed myśleniem, że to jest klucz do sukcesu zawsze.
1404:  Nie, nie, absolutnie nie zawsze.
1413:  Trochę tak, ale za to warto oglądać The Last of Us, naprawdę.
1416:  Tam w The Last of Us macie przykład tego, w jaki sposób można zrealizować reprezentację mniejszości w sposób, który nie urąga widzowi, jego inteligencji i nie powoduje krwotoku ocznego.
1426:  Tak zdecydowanie.
1428:  to powiedziałbym sobie w wieku 20 lat jedna złota rada, żeby pracować mniej.
1432:  Nie mam absolutnie nic innego, co miałbym sobie do powiedzenia, poza tym, żeby pracować mniej, bo dbałem wtedy o zdrowie, dbałem o jedzenie jako tako, natomiast nie dbałem absolutnie o to, na co poświęcam czas i za dużo pracowałem.
1447:  To nie było dobre posunięcie z mojej strony.
1452:  Dlaczego dzisiaj wszystko musi mieć swoją szufladkę?
1454:  Od poglądów, książek, gier, aż po płeć, pisze Xenofanes.
1456:  Dlatego, że w ten sposób nas nauczono myśleć, segregujący.
1460:  Od momentu, w którym podzielono nas na humanistów i ścisłowców i kazano się napieprzać między sobą i pokazywano, że ten umie lepiej od tamtego.
1467:  Od momentu, kiedy wprowadzono, krótko mówiąc, rywalizację, wtedy dzieje się szufladkowanie.
1472:  No przepraszam najmocniej, czym jest miejsce pierwsze, drugie i trzecie, jak nie trzema szufladkami.
1478:  I pragnieniem równocześnie, żeby z jednej szufladki przemieścić się do innej.
1482:  Rywalizacja to nie jest coś, z czym się rodzimy, wbrew pozorom.
1485:  Rywalizacja to jest coś, co zastępuje nam ciekawość.
1488:  Ciekawość jest lepsza.
1490:  Ciekawość własnych możliwości, ciekawość świata, ciekawość innych ludzi zostaje zastępiona w ten sposób przez ciągłą...
1497:  Dążność i konieczność porównywania się.
1499:  Porównywanie się to jest największy rak, który toczy nasze społeczeństwo, bo to w niczym nie pomaga.
1504:  Jedyne, co wam to da, to to, że się dowiecie, ok, ktoś jest szybszy ode mnie, no dobrze, to tak, mam motywację, żeby być szybszym od niego, dobrze, jestem szybszym od niego i co dalej?
1514:  Jest takie świetne porównanie, o którym będę, swoją drogą, robił niebawem film, prawdopodobnie ostatni lutowy,
1521:  Mianowicie jesteście na ścianie spinaczkowej i tak się składa, że aparat kadruje was w takim momencie, że widzicie, że tutaj tuż przed wami jest ktoś, prawda?
1531:  I myślicie sobie, Boże, jak ja jestem beznadziejny, on jest lepszy, szybciej idzie ode mnie, szybciej się wspina, jestem zerem, jestem nikim, do niczego się nie nadaję, nie trenuję wystarczająco dużo.
1544:  Ale później jak przekadrujecie aparat wyżej, to zobaczycie, że tamten człowiek ma dokładnie to samo.
1549:  Z nad nim też jest ktoś, kto jest wyżej, kto szybciej się wspina, kto jest lepszy.
1553:  Co zatem sprawia rywalizacja?
1555:  Rywalizacja sprawia, że będziemy w niekończącej się pętli prześcigiwania innych.
1559:  Ale w którymś momencie będziecie zupełnie na szczycie, albo chyba się Wam tak wydawało, i zobaczycie, że nie ma nic.
1565:  Dlatego rywalizacja może być pułapką i dlatego lubię przed nią przestrzegać, bo ona ma krótki czas do spożycia, przydatności do spożycia.
1574:  Jeżeli ktoś jest zainteresowany osiąganiem krótkoterminowych celi, krótko mówiąc, jeżeli ktoś jest zainteresowany krótkoterminowym zarobkiem, krótkoterminową karierą i potem, żeby się narobić, iść na emeryturę i mieć święty spokój, tak, rywalizacja jest spoko, ale jeżeli ktoś chce spędzić szczęśliwe i w ramach zrównoważone życie, to to jest najgłupsza rzecz, jaką można robić.
1594:  I mówię to jako ktoś, kto w rywalizacji był pierwszy.
1597:  Przez ponad 20 lat.
1601:  Czy mi to coś dało?
1602:  Absolutnie nie.
1602:  To znaczy w momencie, w którym zacząłem osiągać to, co chciałem zawodowo, to było wtedy, kiedy sobie całkowicie odpuściłem ową rywalizację.
1610:  Tylko trzeba było rocznego bezrobocia i kubła zimnego, zimnej wody wylanej na głowę tym samym, żebym się otrząsnął.
1618:  Więc nie życzę nikomu takiego momentu, w którym by zorientował się
1623:  Ja pierdolę, to wszystko, co robiłem, robiłam, robiłum, było totalnie bez sensu.
1628:  I co teraz, tak?
