🔴 Bogu co boskie, cesarzowi co cesarskie, a co ludziom? | LIVE #26
🔗 https://www.youtube.com/watch?v=h0jZJNbmmew

138:  KONIEC!
264:  który musi kłamać, żeby być człowiekiem, a po drodze spotyka Gepetta i całą galerię postaci z baśni Carlo Collodiego, więc to jest bardzo ciekawy zamysł światotwórczy, natomiast to, w jaki sposób gra się w tę grę, to przypomina mniej więcej pocieranie najbardziej delikatną częścią ciała o kawałek drewna, taki grubo ciosany kloc z mnóstwem drzask i jeszcze najeżony żyletkami w odpowiednich miejscach.
289:  Dziękuję wszystkim za wspierającym, jeszcze raz za wiadomości, które docierają.
294:  Pozdrowienia z Egeru pisze PB1990.
297:  Co to za wspaniała wiadomość?
299:  Domyślam się, że wakacyjnie.
302:  Jeśli tak, to bardzo dobry wybór.
305:  Molibdenowy Cezary też ci dziękuję za wsparcie od pięciu miesięcy.
307:  Dobry wieczór i tobie.
308:  Muzyka, jaka muzyka?
309:  Nie słyszę muzyki.
311:  Mam nadzieję, że jednak jest słyszalna, moi drodzy.
313:  Dawajcie mi znać, jeżeli nie będzie okej.
316:  Jeżeli chodzi natomiast o gęślinę, bo też widzę zapytania o Fontaine, też wróci.
320:  Prawdopodobnie też w przyszłym tygodniu.
321:  Zobaczymy, jak to się będzie działo.
323:  Czy robię jej zmiany w Color Gradingu, bo zmianę karty zalegała to na Black Magic?
327:  Tak, tak.
328:  Musiałem zrobić, ponieważ Black Magic jest lepszą kartą zdecydowanie i przechwytuje o wiele większe spektrum kolorystyczne niż legato, jak się okazało.
335:  Z tym odpoczywaniem to różnie na streamie pisze Lukas P. Nie widzę żadnych hejtów, Lukas, o 21.37, to jest mem.
344:  Nie należy mylić memów, co zawsze powtarzam, z faktycznymi uroczystościami.
350:  Ja nie chcę się chwalić przesadnie, ale ja to przepowiedziałem, to znaczy delikatnie mówiłem osobom wierzącym, jak jeszcze żył Jan Paweł II, że być może nie jest
361:  zbyt dobrym pomysłem umieszczać jego podobiznę na majtach i je sprzedawać.
366:  Że być może w ten sposób tworzymy postać z popkultury, a nie faktycznego dostojnika kościelnego.
374:  No niesamowite, że to się sprawdziło.
376:  Kto to mógł przypuszczać?
378:  Kto mógł na to wpaść, moi drodzy?
380:  Więc rozróżniałbym te dwie rzeczy.
381:  Tak samo bym rozróżniał inne reprezentacje popkulturowe od faktycznie funkcjonujących postaci historycznych, tudzież polityków, etc., alia.
390:  Awe popytuje, jak znaleźć przyjaciół na studiach.
394:  Wiesz co, ja wychodziłem zawsze z założenia, że nie należy szukać, bo prawdziwi przyjaciele sami nas znajdą albo dojdzie do jakiegoś spotkania, które będzie zupełnie przypadkowe, niezamierzone właśnie i będą się działy piękne rzeczy.
407:  Jeżeli natomiast intensywnie się szuka,
410:  no to może dochodzić do takiej sytuacji, że dla towarzystwa to i będziemy się chcieli powiesić, mówiąc brzydko.
416:  Nie chodzi o to, żeby dokonywać jakichś ofiar z własnego komfortu i tego, czym się pasjonujemy, co lubimy, co kochamy, na rzecz tego, żeby inni ludzie sobie nas upodobali nagle i stwierdzili, o tak, to jest ktoś, z kim chcemy się kumplować.
430:  Ja nie chcę brzmieć przesadnie w tym momencie, boomersko, ale chciałbym uprzejmie zaznaczyć, że gdyby ludzie nie...
438:  nie ciągnęli tak do osób, które są popularne, to nie mielibyśmy a, Pandora Gate, b, nie mielibyśmy Pandora Gate, gdyby nie fakt, że w szkołach nie ma wychowania seksualnego, tak oczywiście, że Krzysztof zrobił piwot w stronę edukacji, tylko są tak niesamowicie potrzebne rzeczy, jak na przykład historia prowadzona akademicko, albo język polski w postaci historii i literatury, albo religia w postaci kultury,
459:  ani indoktrynującej katechezy, ani religioznawstwa i tak dalej, mógłbym jeszcze długo wymieniać różne niepotrzebne rzeczy, które się pojawiają, a nie ma tych, które są faktycznie potrzebne, ponieważ 1600 starców w Polsce stwierdziło, że nie no, że przecież to jest rzecz rodziny, każdy w rodzinie dobrze wychowuje dzieciaki.
475:  Tak, oczywiście, no z pewnością to jest ten prokazus, tak?
478:  I potem bardzo często jak się wyrwiemy z takiego środowiska, to lgniemy do innych ludzi i chcemy, żeby naraz zaczęli nas otaczać, wspaniali jeszcze, dostosowani do nas charakterologicznie, przyjacielsko i tak dalej, i tak dalej, więc ja wiem, że mówię to jako społeczny introwertyk, tak?
494:  Ale, a społeczny introwertyk mający przyjaciół i cieszący się nimi.
498:  Natomiast ja nigdy nie stawiałem na liczbę, na ilość, tylko zawsze na jakość tych relacji, więc bardzo często one się po prostu wykuwały latami.
506:  Nie stawiałbym sobie takiego zadania przed sobą, ojej, studia to jest taki ostatni czas w życiu, gdzie można znaleźć przyjaciół.
513:  Ja nie znalazłem wielu przyjaźni na studiach i żyję.
516:  Dziękuję serdecznie za trybut Klapacjuszu, Krzysztof, jak zwykle na test zamiast uczestniczyć w Q&A, ale życzę Wam wszystkim mile spędzonego czasu czaty.
526:  Rozumiem, że Klapacjusz się uczy niestety, co jest bardzo zasmucające.
529:  Moi drodzy trybutariusze, jeżeli możecie posłać wspierające jamniki Klapacjuszowi, to z pewnością będzie się uczyć szybciej.
537:  Krzysztof, skąd masz takie doświadczenie ze wrażliwymi częściami ciała?
540:  My jesteśmy, moi drodzy, wiotkimi, białkowymi istotami, które wciąż są przed tym pięknym momentem, kiedy dokonamy transferu świadomości do naszych ciał metalicznych i staniemy się jednością z maszynami, które wyprodukowaliśmy, ale zachowamy tę najbardziej wartościową rzecz z nas, mianowicie świadomość.
559:  Dokładnie tak, jak się działo w Altered Carbon.
561:  Będzie jeszcze miał to tę zaletę,
563:  Że wtedy nikomu nie będziemy musieli tłumaczyć różnicy między płcią chromosonalną a kulturową.
568:  Zawsze to jest mój krodny argument, jak ktoś mi mówi, że coś takie jak płeć kulturowa nie istnieje, wtedy zawsze odpowiadam tak samo, to znaczy rozumiem, że przy takim hipotetycznym transferze świadomości do cyberciała automatycznie przestajemy,
580:  o sobie myśleć na przykład tak, jak ja bym myślał w rodzaju męskim.
583:  Oczywiście stanie się to tak momentalnie, więc nie mogę się tego doczekać.
587:  Nie mogę się tego doczekać na równi z implantami siatkówkowymi w szkołach, które będą rejestrowały obraz, audio i wideo i chcę zobaczyć wtedy woźną, która będzie wydłubywać oko na wejściu.
597:  To są dwie rzeczy, na które autentycznie czekam i właśnie z tych względów.
600:  Graf, dziękuję serdecznie za dołączenie do grana wspierających.
603:  To jest wspaniała wiadomość, ponieważ możesz używać jamników na czatach.
607:  Niezłe nawiązanie do dzisiejszej Angeli.
609:  To wszystko jest, moi drodzy, jak zawsze połączone ze sobą.
611:  Everything is connected.
613:  Everything is connected.
616:  Ludzie siedzący w fantazce są fantastyczni, pisze Nia Doris.
619:  Ja nieironicznie przekonałem się o tym, moi drodzy, wtedy jak się przełamałem i zacząłem jeździć na konwenty, a przełamałem się w jakiejś późnej dwudziestce może.
628:  i to jakiejś typu 28-29.
631:  Bardzo żałuję, powinienem był zacząć jeździć wcześniej, ale nie jeździłem głównie z tego względu, że stwierdzałem, że a co tam, nie chce mi się, poza tym będzie trzeba rozmawiać z ludźmi.
639:  Nie trzeba rozmawiać z ludźmi, to jest piękne na konwentach, można się po prostu snuć przy ścianie,
643:  robić sobie swoje, pooglądać jakąś, nie wiem, albo na przykład konkurs cosplayu, albo naparzających się dżedajów mieczami świetlnymi.
652:  Nikt do was do niczego nie zmusza, można sobie pójść do prelkę, można się nie odezwać do nikogo i czerpać z tego przyjemność i co więcej, poznać innych ludzi, którzy też przyjechali na konwent po to, żeby się nie odzywać do nikogo i spokojnie sobie podoświadczać tego, co ich otacza i bardzo możliwe, że dzięki temu można zawiązać jakąś i czy zadzierzgnąć jakąś przyjaźń.
670:  Wspaniała sprawa, moi drodzy.
672:  O, lepiej mieć jednego przyjaciela niż stu znajomych, mówi Kossakowski.
676:  Ja myślę sobie, że za rzadko sobie to powtarzamy, że jeden wartościowy przyjaciel, wiecie, na takiej zasadzie, że zadzwonimy w najgorszej godzinie, on przyjedzie nawet wtedy, kiedy będzie dzień przed swoim ślubem, to jest największy skarb.
687:  Natomiast tysiące znajomych, którzy odwrócą się od nas w momencie, w którym cokolwiek się stanie takiego, czego się strasznie boimy, że o, stracimy swoją reputację drogocenną,
697:  albo coś w tym stylu, to zdecydowanie ja wolę takiego jednego człowieka niż tych stu znajomych, którzy są jak kurek na kościele lub chorągiewka na wietrze, jak kto woli.
705:  Magda M1, dzięki za wsparcie ci od 14 miesięcy.
707:  Magda M1 pisze, że była na chłopach.
709:  Jak ja mam to czytać w wieku lat 16?
712:  I tutaj szybka moja...
714:  wypowiedź na temat chłopów, których prawdopodobnie obejrzę, ale dla animacji, nie dla treści, ponieważ treść chłopów musiałem przyswoić w liceum, w przygotowaniach do olimpiady z literatury języka polskiego, na studiach, na wszelki wypadek drugi raz na studiach, gdybym za pierwszym razem nie zapamiętał i ludzie się potem dziwią, że ja mam dość serdecznie czytania tego samego i naprawdę, szczerze wam powiem, że ja nie widzę żadnej wartości w tej książce w moim życiu.
739:  W życiu mieszczucha jeszcze, który na wieś, jeżeli kiedykolwiek pojechał, to do babci, a wie wsiął, to był Sosnowiec, przepraszam wszystkich z Sosnowca, więc rozumiecie, że tak nie do końca to była wieś.
749:  Ja wiem, ja wiem, ale nie do końca to była wieś.
752:  I w związku z powyższym, co to zmieniło w moim życiu?
755:  A, że mogłem sobie poznać historię cykliczności ludzkiego życia, a to ja mogę przeczytać kantyczkę dla Lejbowica, albo zagrać w Mass Effecta i też będę mieć narrację o cykliczności.
764:  Ba, zagram w Nier Automata i będę mieć jeszcze lepszą narrację o cykliczności.
768:  Więc...
769:  Jasne, być może w tamtych czasach było to znaczące, ale powtórzę, znaczące będzie dzisiaj z perspektywy historyka literatury lub historyka dziejowości lub historyka specjalizującego się w antropologii kultury, czyli w badaniu powiązania człowieka z kulturą w dużym, dużym skrócie.
785:  Więc nie rozumiem, domknę swoją wypowiedź na temat adaptacji, przypominam, bo nią ona jest chłopów, dlaczego nie wybrano innego tematu?
792:  Mamy pipsztylion świetnych polskich książek, bardzo często sobie o nich mówimy na tych live'ach,
799:  chociażby taka saga krzyczącego w ciemności Agnieszki Hałas, czyli Teatr Węży.
804:  Dlaczego to nie jest ekranizowane?
806:  Przecież chcemy, żeby nasza kultura była eksportowana do najdalszych stron świata.
811:  I w najdalszych stronach świata, wyobraźcie sobie, jest sporo ludzi takich jak ja na przykład, którzy totalnie nie będą się zestrajać z tą tematyką, prawda?
819:  I potraktują to jako egzotykę.
821:  Ja potem muszę tłumaczyć przyjaciołom ze Stanów, którzy przyjeżdżają do mnie i się dziwią, ojej, ojej, co to Polska, to taka, bo tu jakieś wieżowce są w ogóle, beton, szkód, co tu się w ogóle dzieje, jak to?
832:  Myśmy myśleli, że tutaj wszędzie takie góry, duliny, błoto i lepianki.
836:  No myślicie, że cholera jasna, dlaczego tak się dzieje?
838:  No dlatego, że filmowcy puszują za granicę cały czas kino historyczne albo właśnie taką chłopomanię nieszczęsną.
845:  Ja bym wolał, żeby przedstawiać to w innych szatach, na przykład Wiedźmin 3.
849:  Świetnie wyeksportował i sprawę, i kwestię chłopską, świetnie zareklamował polską kulturę, a równocześnie, mówię oczywiście o Wiedźminie 3, dzikim gonie, równocześnie nie przeładowywał tego.
860:  Zauważcie, że w Wiedźminie 3 macie i Skellige, kulturę nordycką, tu są kulturę prowansalską, Velen, kulturę, zwłaszcza w pobliżu Nowigradu czy Oxenfurdu, kulturę niemiecką,
872:  A równocześnie i w Welny, i w Białym Sadzie, i oczywiście w samym bestiariuszu słowiańskim, Wiedźminie, macie elementy kultury słowiańskiej.
879:  Da się sprzedać dobrze naszą kulturę?
881:  Oczywiście, że się da sprzedać dobrze naszą kulturę.
883:  Dlatego też moja rada dla twórców tego Vincenta, znaczy twojego Vincenta jest taka i chłopów, żeby wrócić do tematyki, która jest uniwersalna, bo nie wszystko jak sztuka musi się tłumaczyć za pośrednictwem gigantycznego przepisu, w którym wyjaśniamy, dlaczego to jest wybitne.
898:  Och...
898:  Jakie oczekiwania względem ewentualnej nowej władzy, pisze doktor Ed, jeżeli chodzi o sferę edukacji?
902:  To jest, myślę, rzecz, którą wyczerpałem całkowicie w filmie edukacyjnym Latarnik Wyborczy, który zrobiłem eksperymentalnie, ale spodobał się wam z tego, co widziałem, po to właśnie, żeby pokazać, jakie rzeczy najbardziej będą rezonowały z tym, co mnie by się podobało.
915:  Generalnie podobałoby mi się, gdyby ten program, który teraz będzie realizowany, był realizowany w porozumieniu z ludźmi, którzy już to robią.
924:  Zawsze będę powtarzał, że w tym momencie, w tym ładzie prawnym, który w Polsce jest, jesteśmy w stanie robić reformę.
930:  Ten przykład macie chociażby w inicjatywach typu Budząca się szkoła, Szkoła w chmurze, inne inicjatywy zajmujące się edukacją domową, to co robi chociażby także Anna Szulc, to co robi Marzena Żylińska na TikToku, także to są wszystko inicjatywy, które już w tym momencie funkcjonują w szkolnictwie.
947:  Podkreślmy to publicznym, nie prywatnym, publicznym.
951:  Oprócz tego mamy korepetytorów, którzy pracują indywidualnie w sektorze prywatnym.
955:  Też zmieniają, też w obrębie istniejącego ładu prawnego.
958:  Mnie by więc interesowało, żeby, nie wiem, przestrzegać obowiązującego prawa, na przykład jeżeli w prawie nie jest powiedziane, że mamy wystawiać pip 4 milionów ocenek bieżących, tylko ocenianie bieżące polega na tym, że robimy feedback i dajemy ostatnią ocenę tylko jedną, jedyną wyrażoną cyfrą na koniec roku szkolnego, ja bym chciał, żeby to było po prostu egzekwowane.
977:  Więc być może od nowej władzy oczekiwać powinniśmy wszyscy tego, żeby przestrzegano istniejącego prawa?
983:  To jest dość kuriozalne, że trzeba to powiedzieć, ale chyba trzeba to powiedzieć.
986:  Więc te wszystkie instytucje nadzorcze typu kuratoria, ministerstwa powinny się zająć tym, żeby zrobić audyt na dziesiątą stronę, lustrację taką, jakiej w Polsce nigdy nie było polityczną, zrobić lustrację edukacyjną.
996:  I zobaczyć, ile szkół przestrzega prawa, skorzystać z tego, co już robi Stowarzyszenie Umarłych Statutów.
1001:  I to jest gotowiec praktycznie.
1003:  Wystarczy tylko połączyć te rozproszone inicjatywy i stworzyć spójną strategię rozwiniania tego.
1009:  To nie jest skomplikowane, to nie jest trudne i nie wymaga 50 mądrych głów, tylko wystarczą 3.
1014:  Chociaż z drugiej strony, znalezienie 3 mądrych głów w polskiej polityce, ciężka sprawa.
1020:  O Boże, Krzysztof, oddychaj.
1022:  Gdzie tanio kupować książki, powieści?
1024:  To nie jest łatwa sprawa.
1026:  Na szczęście istnieją biblioteki.
1027:  Pomyślcie, co mają powiedzieć ludzie, którzy chcą grać tanio w gry, a inni istnieją mediateki, a dzisiaj piracenie gier jest o wiele trudniejsze niż w latach 90.
1034:  Śniadr wypyta, czy Elsevier to jest wydawnictwo naukowe dla niezorientowanych.
1037:  Się ogarnął.
1038:  Szukam artykułów na licencję.
1039:  Prawie nie ma artykułów za paywallem.
1041:  Czy może to dlatego, że mam mail uczelniany?
1043:  To dlatego, że masz mail uczelniany.
1044:  Uczelnie wykupują, moi drodzy, dostęp do baz danych.
1049:  Ja kiedyś znalazłem...
1051:  coś takiego jak kalkulator JStora, który mówi nam o tym, ile trzeba wydawać mniej więcej na to, żeby mieć jedną z baz danych, jedną, z którą jest akurat w tym momencie JStor.
1062:  I oczywiście nie uda mi się tego, jak znam życie, znaleźć bardzo szybko, ponieważ tego rodzaju rzeczy są głęboko zakonspirowane na tych wszystkich stronach.
1070:  Elsevier to jest, moi drodzy, to wydawnictwo konkretnie, znaczy JStor, przepraszam, ten, o którym wspominałem.
1075:  I rzeczony JStor
1077:  Sprawdzałem to, od razu zrobię przypis w 2018 roku, wtedy kiedy chciałem aplikować do JoyStora.
1084:  Wszystkie kolekcje, a jest ich 9 bodajże, które mogą być w ramach bazy, to jest kilkaset tysięcy dolarów rocznej subskrypcji dla biblioteki.
1092:  Więc domyślacie się, że tylko biblioteka akademicka i to z sutym finansowaniem może sobie na to pozwolić, jeżeli się zastanawialiście na przykład, a jesteście studentami, dlaczego wasze biblioteki akademickie nie mają wszystkich kolekcji JSTOR-a?
1103:  To jest to ten powód.
1104:  A jeżeli się zastanawialiście, jak dużo przepierdziela się pieniędzy w naszym kraju na zupełnie bezsensowne rzeczy...
1111:  no to kilkaset tysięcy na dostęp do jednej bazy danych dla prywatnej korporacji.
1115:  A jeżeli byście się zastanawiali, co by było, gdybyśmy całą edukację sprywatyzowali, to przemnóżcie sobie te kilkaset tysięcy dolarów rocznego dostępu do serwerów, razy, nie wiem, pięćdziesiąt, sto, sto tysięcy, co chcecie.
1126:  Więc to są astronomiczne kwoty i jedynie ludzie, którzy siedzą w edukacji wyższej, zdają sobie sprawę z tego, jak bardzo są one astronomiczne,
1133:  A dla całej reszty wydaje się, że no nic prostszego, tylko wprowadzić czesne.
1136:  No to znowu, zła wiadomość jest taka, że z czesnego taki Harvard na przykład, to jakby się utrzymywał, to musiałby zamknąć 50% Harvarda, bo z czesne nie są w stanie pokryć tych wszystkich wydatków.
1147:  Magda M1 jeszcze pisze, że wizualnie chłopi są przepięknie, ale niekomfortowo to oglądać.
1150:  Gdyby to była fantastyka, tak samo pięknie zanimowana, to byłoby to od lat 18 i demonizowane, bo nagość, bójki, krew...
1155:  Oczywiście, moi drodzy, jeżeli coś jest grą wideo i automatycznie pojawi się tam coś, co będzie kontrowersyjne, to naturalnie dostanie rating od 18 w górę.
1164:  Natomiast jeżeli jest to nabijanie na PAL opisane, tak jak chociażby jest w Ognie i Mieczem, bodajże któryś z tomów trylogii, nie pamiętam, przecież czytałem to bardzo dawno temu i też niewiele w moim życiu zmieniło,
1174:  no to automatycznie coś takiego byłoby określone jako wyłącznie dla ludzi dorosłych, co najmniej od dwudziestego pierwszego roku życia.
1181:  Natomiast jakby, jeżeli w szkołach nabijanie na pal Azitu Hajbejovića, I sleep, nie?
1186:  Nieważne.
1186:  Jeżeli nabijanie na pal mielibyście w powieści, tutaj wstaw dowolne nazwisko twórcy fantastycznego, do tego mężczyznę, to mielibyśmy od razu real shit, prawda?
1195:  Już wam mówię dlaczego.
1196:  Nie lubię słowa grywalizacja dlatego, że ono ma w sobie rzeczownik rywalizacja.
1221:  Angielskie gamification, jak możecie pewnie wysłyszeć, nie ma w sobie takiego rdzenia jak game rivalization, czy game competition, jest gamifikacja i tak też się powinno tłumaczyć to słowo, ale w Polsce oczywiście.
1237:  gdzie bardzo lubimy rywalizację, bo przecież ona nic złego w naszych mózgach nie robi, i wcale, wcale nie doprowadza do tego, że się coraz bardziej zanurzamy w tej spirali pracoholizmu i innych negatywnych zjawisk, no i przede wszystkim oczywiście nie tworzymy wspierającego się społeczeństwa, czy jakiejś wspierającej się małej społeczności, tylko wszyscy popatrujemy tam, prawda, ooo, co tam ten kolega, co nie daje ściągać, pisze, pewnie będzie lepszy ode mnie, i potem jeszcze dostajemy ranking, który to ugruntowuje,
1263:  Nie potrzebujemy w takim kraju rywalizacji, my potrzebujemy raczej czegoś odwrotnego, czyli zachęcania nas do tego, żeby się uczyć przez wspólną zabawę.
1271:  Nie przez rywalizowanie ze sobą, tylko przez bawienie się ze sobą.
1274:  Ja wiem, że dla niektórych granica między jednym a drugim jest bardzo cienka, ale to jest akurat powód, dla którego ja tak pokochałem gry wideo jednoosobowe, a nie wieloosobowe.
1284:  Mnie ten komponent rywalizacyjny w ogóle nie interesował.
1286:  Więc z tego, co czytam w tym momencie na tej stronie, szukaj i graj na Politechnice Gdańskiej, no to obawiam się,
1293:  że to może być właśnie to, czego ja bardzo nie lubię.
1298:  No ale zobaczymy.
1300:  Tak czy siak, dziękuję za informację o tym, będę się temu przyglądał.
1304:  Jeżeli natomiast się okaże, że to jest cokolwiek innego niż aplikacja, która wspomaga studiowanie typu jest tam mapa kampusu i lista na przykład wykładowców z podpiętymi pod nich przedmiotami, na które się można zapisywać, to szczerze powiedziawszy nie będę jakoś przesadnie tym zachwycony.
1320:  Czy widziałeś jedyne jamnicze muzeum?
1322:  Duckle Museum, pyta No One.
1324:  Kolejna rzecz do zobaczenia, moi drodzy.
1326:  Taka nasza kinematografia na rzekach Gardera.
1328:  Ktoś powiedział słusznie, że w kinematografii polskiej mamy pięć gatunków.
1332:  Tak, góra, nie?
1333:  Co jest?
1333:  Komedia romantyczna.
1334:  Jest oczywiście taka tania komedia typu Andrzej Sapkowski, cytuję w tym momencie z wywiadu z Beresiem.
1340:  Cycki se uszmasz.
1340:  Hehehehehe.
1342:  Taka polska komedia, zajebista.
1344:  Następnie co jest?
1345:  Kino historyczne oczywiście, takie wielkie trąta drackie, doniosłe, tubalne, ale niestety za małe pieniądze, więc wygląda to satyrycznie.
1353:  O, oczywiście mamy jeszcze gatunek zapożyczony z zagranicy, to jest duński dramat społeczny, wiecie, Plac Zbawiciela i Przypisy.
1359:  To znaczy...
1361:  Wszyscy piją, jak nie piją, to biją dzieci, jak nie piją dzieci i nie piją, to piją, na przemian biją dzieci.
1367:  Albo odwrotnie, no generalnie od pierwszego do pierwszego ciężka sprawa.
1372:  No to wyjdźmy sobie może na nasze podwórze, które jest szare i zobaczmy, o, jest fajne graffiti, to jest jedyna sztuka, z jaką mam do czynienia.
1379:  To może ja sobie teraz napiszę wiersz taki pijacki, fajny i sobie go przeczytam.
1383:  A to jest duński dramat społeczny, jak to nazywam, nie da się tego oglądać.
1386:  Jak jest ostatni gatunek?
1388:  nie wiem, jakiś dokument będzie, o taki paradokument, to bardzo lubimy, paradokumenty.
1392:  No więc wybitna polska kinematografia, absolutnie uwielbiam.
1395:  Oczywiście jest jeszcze taki gatunek, który moglibyśmy nazwać umbrella term, pojęcie parasol, gatunek parasol, to znaczy Andrzej Szkoły Pójdą Wajda.
1403:  To jest wszystko to, co wymieniliśmy wcześniej, tylko że z łatką edukacyjne albo na podstawie jakiejś lektury.
1409:  W związku z powyższym, jeżeli na przykład Dorota Masłowska kiedykolwiek trafi na listę lektur szkolnych, a mam nadzieję, że nie, a kiedyś wam przeczytam fragment Doroty Masłowskiej i zrozumiecie dlaczego,
1417:  no to wtedy będziemy mieli duński dramat społeczny, tylko że właśnie w wersji szkoły pójdą.
1422:  Świetna sprawa.
1423:  Myślę, że stąd się też bierze ta moja głęboka niechęć do polskiej kinematografii, bo jeżeli miałbym co jakiś czas jakiś inny gatunek, nie wiem, niech będzie to właśnie fantasy, science fiction i tak dalej, no to byłoby to z tym troszeczkę lepiej.
1436:  I żeby nie było, kiedyś bywało tak, że było większe zróżnicowanie.
1439:  Przypominam sobie na przykład siebie oglądającego Janosika i bawiącego się całkiem nieźle.
1444:  To tak samo Wiedźmina się oglądało, no tylko że z dzisiejszej perspektywy, no to wiadomo, że to wygląda troszeczkę, troszeczkę tak jak, przepraszam najmocniej, fanów Gothika, ale jak Gothic ogrywany w 2023 roku.
1454:  Oczywiście znajdą się koneserzy i znajdą się ludzie, którym nie będzie to przeszkadzało, ale reszta jednak będzie czekała na remaster.
1463:  weź pod uwagę, że chłopi uczą nas jednej ważnej umiejętności wywożenia baby na daszka, Jezus Maria, no nie będę nawet mówił o tym, w jaki sposób stosunki genderowe w chłopach są przedstawione, bo tam nie ma jednej pozytywnej postaci kobiecej, ale tak jak mówię, nie chcę do tego wracać nawet, będę musiał sobie przypominać to wszystko, co było na studiach, to było jakoś
1483:  absolutnie przerażające.
1484:  Czym różni się tania komedia od komedii romantycznej w polskiej klimatografii?
1487:  No nie no, są jeszcze tanie komedia, no nie muszę mieć wątku romantycznego.
1490:  Komedia romantyczna wyróżniła się jako osobny gatunek, co mnie zresztą zawsze bardzo bawi, ponieważ ten termin nie ma sensu, to znaczy komedia oznacza, że to nie ma być śmieszne, komedie romantyczne nie są śmieszne, zwłaszcza polskie, a aspekt romantyczny to się nie wywodzi od romans, czyli od powieści, tak?
1506:  Nie wywodzi się od romantyzmu, tylko chodzi o to, że generalnie takie pleplanie o uczuciach,
1511:  Fantastyczny termin, ale spoko.
1513:  Ludzie przynajmniej rozpoznają potem, że to jest taki film i wiedzą, żeby na niego nie iść.
1519:  Och... Zuzanna jeszcze tłumaczy, że ta aplikacja ogrywalizacyjna to było takie RPG z robieniem matematyki.
1525:  Okej, obczaję to, obczaję, zobaczymy.
1528:  Lajmos pyta, jak uciec od wyścigów, z których nie pogrążyć się w nim?
1531:  Mam jeden protip, za każdym razem podaję wam inny, zdaję sobie z tego sprawę, ale taki, który ostatnio u mnie też działa, to znaczy, jeżeli widzę, że ktoś mnie ponagla,
1541:  a to się zwykle dzieje w wyścigu szczurów, albo czujecie się ponaglani, albo ktoś was przyspiesza i coś takiego, to ja złośliwie, intencjonalnie robię coś dwa razy wolniej.
1549:  Oczywiście okazuje się wtedy bardzo szybko, że ktoś inny wykonuje jakieś zadanie szybciej ode mnie i ja się tym kompletnie nie przejmuję i uczę się tym nie przejmować.
1557:  Trudno, no to będzie mieć w takim razie fuchę, która mnie odpadła, a ja może w którymś momencie znajdę człowieka, który będzie zlecał mi rzeczy, które są zlecone mi z szacunkiem dla mojego trybu pracy.
1568:  Więc w zasadzie...
1571:  Ucieczka z wszelkiego rodzaju tego typu toksycznych dla nas środowisk pracy zasadza się na jednym, to znaczy ustawieniu sobie, i to jest bardzo trudne i bardzo ciężkie i bardzo długie, relacji z pracodawcą lub z menadżerem lub z kimkolwiek tam zleca projekt w taki sposób, żeby szacunek nie był jednostronny.
1588:  Tak jak nas nauczono w szkolnych hierarchiach i później, że szacunek ma być jednostronny, znaczy uczeń ma szanować nauczyciela, natomiast nauczyciel nie ma szanować ucznia.
