🔴 TAJAMNICZY STREAM URODZINOWY 2023
🔗 https://www.youtube.com/watch?v=p04ecHER2uo

11:  Muzyka Muzyka
1376:  Bo ja na przykład pamiętam taki tort, który był w herbaciarni Demmer's Tea House, która już nie istnieje i on był...
1382:  powiedzmy kawowy, ale nie tak niedobry kawowy, jak Merci kawowe, którego nikt nie lubi, a jeżeli ktoś lubi, to chciałbym go poznać, ponieważ ja wyjadałem wyłącznie Merci, które były z czekoladą mleczną i z orzechami, ewentualnie to marcepanowe, natomiast to kawowe zostawało na koniec, bo to jeszcze miało jakiś pasek białej czekolady.
1399:  Jak?
1400:  W każdym razie ten torcik taki nie był i on był pyszny, pyszny z herbatą truskawkowo-śmietankową, która też brzmi strasznie, a tak naprawdę była wspaniała.
1410:  Nie było tam śmietanki, ona po prostu miała taki lekko przełamany posmak truskawki, coś wspaniałego.
1415:  Bartłomieju dziękuję serdeczne za trybut.
1417:  Bartłomiej Westfalewicz pisze 100 lat, ja 15 lipca 45 i jest git, więc nie lękaj się co będzie.
1423:  Wyczuwasz dobrze, bo ja już mówiłem, że trzydzieści pięć to jest prawie jak czterdzieści, czterdzieści to jest prawie jak czterdzieści pięć, czterdzieści pięć to jest w zasadzie już pięćdziesiąt, pięćdziesiąt to już jest połowa do setki, której i tak nie dożyję, a jeśli nawet, to nie będę mieć emerytury, potem to już jest sześćdziesiąt, siedemdziesiąt i trumna, więc bardzo, bardzo cieszę się z tej narracji, bo nie można popaść, moi drodzy, w coś takiego bezwzględnie.
1443:  Och, tak, tylko kawowe Mercy, a jednak, jednak, czyli są ludzie, którzy lubią kawowe Mercy, niesamowite.
1452:  Isobele Gata pisze, że lubi jamniki tylko na obrazku, w rzeczywistości to jest kolejna rasa z wadami genetycznymi, która miała problem z łapkami klatką piersiową.
1458:  Jest to prawda, jamniki zostały skrzywdzone, ale wyszły z tego z godnością.
1463:  Martyna pisze, niech ci najjamniczniejsi z jamników nosami merdają, czy jest to możliwe?
1468:  Czy da się zamerdać nosem, moi drodzy?
1469:  Ja myślę, że się da zamerdać, no da się to zrobić, oczywiście.
1473:  Poza tym jamnik plusowy ma tę zaletę, że można nim rzucać, znaczy przepraszam, nie, nie wolno nim rzucać, ale można nim machać na przykład, prawda?
1480:  Tym włóczkowym się trochę boję machać, bo on jest bardzo maleńki.
1485:  Martyna pisze, że właśnie jest na długim spacerze i rozgłosły latarnie.
1488:  To mi przypomina, jak moja znajoma za każdym razem, jak przechodziła pod latarniami, to one gasły.
1493:  Chodziła taka złośliwa uwaga, że po prostu ona ciągnie za sobą całun albo taki kir nocy.
1500:  I tym całunem, jak w Heroes of Might and Magic w Necropolis zasnuwa wszystkie światła i latarnie gasną.
1506:  To było autentyczne.
1507:  Niezależnie w jakim mieście przechodziła pod latarnią, latarnia gasła.
1510:  Każda.
1511:  To było abstrakcyjne doświadczenie.
1513:  Wieszcz Pingwy pisze, że lubi kawowe i życzy wszystkiego najstłustszego.
1516:  To jest nawiązanie do tego, że Wieszcz Pingwy głosi Ewangelię Pingwy, który jest waszą tłustością.
1522:  Maciuś, dziękuję ci serdecznie za trybut.
1523:  Czjana w twoim awatarze widzę jamnika, mam nadzieję.
1527:  Panika, też dziękuję za życzenie, jak również Wiktor Marzenesz-Tafiak.
1529:  Obydwoje, oddać w swojej racji, dziękuję za 10 tysięcy wsparcia i 1 miesiąc wsparcia.
1533:  Wszystkiego najjamnikowego i wszystkiego jamniczego.
1536:  Uwielbiam kanał.
1537:  Cieszę się ogromnie, Wiktor.
1538:  Bardzo się cieszę.
1539:  I Żabcia.
1540:  Dziękuję za Żabcie i wszystkiego najlepszego życzenia.
1543:  I za wsparcie od 11 miesięcy.
1545:  Tafin też dziękuję za trybut.
1546:  Witam w zacnym wieku średnim.
1547:  Ja już od stycznia.
1549:  Czy to już jest wiek średni?
1550:  No nie przerażajcie mnie absolutnie.
1553:  Bogowie, Rainbow Unicorn, dziękuję serdecznie za zagraniczny trybut, wszystkiego najlepszego, mój rówieśniku, aha!
1560:  Dzięki za nieprzerwany strumień materiałów, myślałem, że świadomości, życzę dużo siły i motywacji na kolejne lata.
1565:  Nieironicznie bardzo dziękuję i bardzo się cieszę, bo siły i motywacji w mojej profesji, mam na myśli tę akademicką, nie tutaj, gdzie się radośnie bawimy i spotykamy,
1573:  Trzeba, chociaż powiem Wam też szczerze, że przy niektórych materiałach człowiek się może rozindyczyć, więc tej siły i motywacji trzeba, żeby te wątki podejmować, zwłaszcza, że bywa tak, że różne przeciwne naturze siły próbują powstrzymywać pojawianie się materiałów, na przykład takich materiałów na temat molestowania i mobbingu studentów.
1590:  Uuuu...
1593:  Następnie, dziękuję bardzo Kamil Grimberg jeszcze za trybut na wszystkie mercji świata.
1597:  Krzysztof, daj merch!
1598:  Merch, moi drodzy, zależy wyłącznie od weny naszej artystki Dominiki Jamnikotwórczyni-Klimczak.
1605:  Przypomnę, że to jest ta, której widzieliście wspaniałą grafikę, więc ja nie zamierzam pospieszać, zostanie to zrobione dobrze, z odpowiedzialnych materiałów i źródeł, bo to jest też istotne, żeby nie zaśmiecić przy okazji planety jakimś obrzydliwym plastikiem, niezależnie od tego, czy jest on w t-shircie, czy jest on gdzieś indziej.
1621:  Agnieszka Saran jest JamNikołajką, ja no już nawet nie wiem, kto dostał wsparcie od Agnieszki, więc tylko pozostaje mi solennie jej podziękować.
1628:  Może mi się uda... O, wyłapałem!
1630:  TrashPanda, Pomelo, Terrot, Iris i Gabriel mogą teraz używać dzięki JamNikołajce Agnieszce emoji.
1637:  Wiecie co, myślę sobie, że najlepszą rzecz jaką mógł sprowadzić YouTube to było to podarowywanie wsparcia, bo to jest przesympatyczne, że można w ten sposób obdarowywać ludzi jamniczymi emojimi.
1647:  Ja sam bym to chętnie wykupił, gdyby to nie było absurdalne.
1650:  Niech Nagash obdarzy długim życiem, życzy Flamingłem.
1653:  Nagash ma się pojawić swoją drogą, podobno, w Warhammerze III, a już był mod z Nagashem, jak lubicie lorowo tę postać, to jest postać, moi drodzy, ci, którzy nie gracie w Warhammera Fantasy albo nie kojarzycie, potężnego nekromanty slash czarnoksiężnika slash lisha, który zdołał, no, zapanować praktycznie nad wszystkimi możliwymi odmianami magii, któż inny nie mógł go pokonać, jak nie Skaveni, oczywiście.
1678:  w którymś momencie.
1679:  Nagash był tak potężny, że jedyne, co po nim pozostało, to wielki krater, który się nazywa Desolation of Nagash, co wiele mówi, nawiasem mówiąc.
1686:  Bardzo ciekawa sprawa wiążąca się z lore Tomb Kingsów, czyli Królów Grobowców.
1694:  Jamniki to tak jak inne psy i naprawdę szkodniki żyją z nami, musimy dać.
1697:  Ja ci dam szkodniki, pieróg!
1699:  Jamniki są kotami pośród psów.
1703:  Szkodniki.
1704:  Wszystkiego jemniczego jest.
1705:  Jest.
1706:  Życzę Sojłicz dzięki za wsparcie od 18 mieków już.
1709:  Tak jest, Kubo.
1710:  Dzisiaj urodziny.
1711:  Dzisiaj 16.
1711:  Stwierdziłem, że jutro można byłoby zrobić tajemniczy stream urodzinowy, ale z drugiej strony jutro, moi drodzy, może jutro zagramy wtedy właśnie.
1722:  Może w Genshin'a?
1723:  Może w Warhammera?
1724:  Kto wie?
1724:  Nikt nie wie!
1725:  Mówiłem, jest tajemniczy stream urodzinowy, nic nie wiadomo.
1728:  Zaakci oburza się, jak można lubić Merci Marcepanowe, nie lubić kawowego.
1733:  Ansup.
1735:  Ty masz osiemnastek któryś razy.
1737:  Ja bym chciał, wiesz?
1738:  Ja bym chciał w Clever One.
1739:  Nie, osiemnastkę wspominam bardzo źle, szczerze powiem wam.
1742:  Było o wiele więcej fajnych urodzin, natomiast na osiemnasty jest taka
1745:  presja, nie?
1746:  Że o, wyjątkowa dorosłość, bla, bla, bla.
1749:  I potem wydaje się wam, że jeżeli ktoś nie przyjdzie na te urodziny albo coś, że to w ogóle jest despekt, że kończy się świat.
1756:  Jest tak sama niepotrzebna presja, jak na wszystkich innych rzeczach, na których społecznie się
1761:  wywiera presję, począwszy od, nie wiem, prawa jazdy, a skończywszy na pierwszych razach i innych tego typu rzeczach.
1768:  To jest totalnie niepotrzebne, trzeba się rozwijać indywidualnie i w zgodzie ze swoim własnym biorytmem i aspiracjami.
1774:  Przy okazji dziękuję Justynie Sabinie za dołączenie do grona wspierających.
1778:  O bogowie.
1779:  Czy gdyby w pokrzykówce rzucało się zamiast piłką pluszowym jamnikiem, to grałbyś?
1782:  Nie, ponieważ wciąż trzeba byłoby robić dwutakt.
1785:  Czy były jakieś ciekawe rozmowy z dewami na Digital Dragons?
1788:  A!
1789:  Udało mi się wyłowić takie pytanie.
1790:  Dobrze, zaraz do tego nawiążę, tylko podziękuję Oskarowi Drausowi za trybut.
1793:  Najlepszy Łokrzysztofie raz jeszcze, niech jamniki ci darzą i wszystkim polecam Siren Song od The Kiffness.
1798:  Moi drodzy, czemu by nie, czemu by nie, jest to jedna z tych rzeczy, które można zrobić na tajemniczym streamie urodzinowym, jak tylko mi się uda do tego wklikać, a mam nadzieję, że uda mi się do tego wklikać, w związku z powyższym będę do tego stosownie przygotowany, moi drodzy.
1813:  ale wiadomo, jak to bywa z szukaniem TikToków, zwłaszcza z przeglądarki, a nie z telefonu.
1820:  I co powiedziawszy, ponieważ było pytanie, które przeczytałem wcześniej, dotyczące Digital Dragons, to trzy rzeczy, które są dla was też, puszczam, insajderskie, dotyczące zawodów w gamedevie.
1830:  Po pierwsze...
1831:  Koncept artyści faktycznie są wypierani przez AI, ale nie do końca.
1836:  To znaczy wypierani są rzemieślnicy, którzy na przykład robili speed painting, ale już człowiek, który zrobi concept art na podstawie pięciu wyplutych różnych styli przez AI i stworzy serię concept artów customowych, haha, on jest potrzebny.
1850:  Czyli jeżeli chcecie być concept artystami lub concept artystkami, fajnie, zapoznajcie się z różnymi narzędziami AI-owymi typu Midjourney, Dali i innymi.
1859:  I potem kształtujcie na właśnie speed painting, poznajcie sobie narzędzia różne typu Photoshop albo Blender, zwłaszcza Blender jest bezwzględnie teraz wszędzie używany.
1868:  Druga rzecz, wypierany jest writing na etapie copywritingu, więc powiedzmy w marketingu rzeczywiście trzeba wtedy ogarniać czata GPT, ale nie do tego stopnia.
1877:  No i to, co mnie bardzo zaskoczyło, to dźwiękowcy, to znaczy ta rola, która może zostać wyparta, to jest, moi drodzy, voice actor, ponieważ okazuje się, że już jest AI, to bardzo dobre, które pozwala nie tylko generować głos danej postaci, ale także klonować go, w związku z powyższym nie musicie zatrudniać aktorów, ale znowu, jeżeli będzie gra AAA, to wtedy zatrudnicie tego aktora i dacie mu dużą garzę,
1900:  którą będziecie mieli dzięki temu, że zaoszczędziliście na innych aspektach gry.
1904:  Więc prawda jest taka, że te narzędzia AI-owe pomagają małym firmom gamedevowym.
1908:  To nie jest tak, że idziecie do dużej firmy, a nagle będzie miała mniej stanowisk, bo AI.
1913:  To jest nieprawda.
1914:  Raczej stoimy przed rewolucją technologiczną i dobrze się z AI zaprzyjaźniać.
1918:  Zresztą będę mieć dla was jeden taki przykład, który strąci wam czapki z głów, mam nadzieję.
1923:  Och jej, aż się rozgadałem strasznie.
1925:  Musimy grać Oriego.
1926:  Spokojnie, Sakura Oriego, zostawimy sobie na inny czas, myślę.
1930:  Hollow Knight na streamie.
1931:  Naprawdę macie o mnie bardzo dobre zdanie.
1934:  Jadę wkrótce na finał konkursu do Warszawy z grupą Slasy.
1936:  Nauczycielku, o, zobaczcie, że będzie tam TVP, planujemy wszyscy ubrać tęczowe skarpetki.
1939:  O, żaduję za taki trolling do nolu.
1941:  Bardzo dobrze, to jest aktywizm, moi drodzy, w zasadzie, nie trolling.
1945:  Dobrze, tak należy robić.
1946:  Czemu jesteś niemiły dla czatu GPT?
1948:  Ponieważ jest naszym sługą, moi drodzy, elektronicznym i nie należy go antropomorfizować, bo potem nam się będzie właśnie wydawało, że ma z nami jakiekolwiek szanse jako z ludźmi na rynku pracy.
1958:  Pfff.
