🔴 Czy w lustrze można przejrzeć na oczy? | LIVE #12
🔗 https://www.youtube.com/watch?v=MyHNjkx3XhQ

3:  Zdjęcia i montaż
247:  Fun fact, przez długi czas miałem tak, że jak wstawałem, teraz jak ktoś zrobi moją psychoanalizę, to będzie miał używanie, że jak wstawałem,
256:  to pierwsze, co robiłem, to widziałem swoje odbicie w lustrze, bo lustro było dosłownie naprzeciwko mnie, wstającego.
262:  No to tak, wszystko jasne, dlaczego Krzysztof jest takim narcyzem i egotykiem.
266:  A tak naprawdę to mnie nauczyło czegoś innego, to znaczy, że rzeczywistość jest właśnie taka, jaką widzę, taką, jaka jest.
272:  Rozentuzjazmowana konstantynopolitańczykowianeczka pozdarowała 50 pakietów wspierania.
278:  Nie wiem, czy wiecie, moi drodzy, co to oznacza.
280:  To oznacza, że 50 spośród was
283:  będzie mogło używać jamniczych emoji, jeżeli zaakceptujecie ten szczodry dar.
287:  Mamy też taki zwyczaj, że dziękujemy jamnikołajom, specjalną jamnikołajową emoji, która została zaprojektowana przez Dominikę Jamnikotwórczynię Klimczak.
298:  Słyszę lustro, myślę Lacan, pisze Adrianna.
300:  Dla tych z was, którzy nie wiedzą, u Lacana, Lacan był psychoanalitykiem, faza lustra to był ten moment, kiedy właśnie zyskiwaliśmy tożsamość.
310:  Jak dziecko patrzy w lustro i rozpoznaje, że to nie jest drugie dziecko, tylko to jestem ja.
316:  Tak samo pies, który, na przykład jamnik, który patrzy w lustro i macha ogonem i stara się bawić ze swoim odbiciem, on myśli, że to jest inny zwierzak i potem się uczy, że to on.
331:  Gargamel mówi, że nie przeżyłbym minuty w lobby Call of Duty Modern Warfare 2.
336:  Tak, mamy w zupełności rację, jeśli tak mówi, ponieważ Krzysztof jest absolutnie nieprzystosowany do gier kompetytywnych.
343:  Unikam jakkolwiek przemy... Zwyciężyłem się i gram, jak pewnie wiecie ci z was, którzy śledzicie kanał, także w sferze gamingowej.
352:  Przezwyciężyłem swoją idiosynkrazję i opór względem soulslike'ów.
357:  i grałem zarówno w Dark Souls 3, jak i Elden Ring, jak i Sekiro i serdecznie polecam wszystkim, którzy nie mieli tego doświadczenia, żeby spróbowali się z tym zmierzyć, to jednak gry, w których muszę się ścigać z drugim człowiekiem, to, sorry, to nie jest dla mnie interesujące z bardzo prostego powodu.
372:  Mam to w pracy!
374:  Na co dzień!
376:  Lustra prowadzą do innych rzeczywistości.
378:  Wiadoma sprawa, pisze Rysław, którego serdecznie witamy.
380:  Jak nie widzieliście rozmowy z Rysławem, którą mieliśmy, to serdecznie wam polecam.
384:  Bła, w którą jest ze śród.
387:  Och, teraz jest cała lista szczęśliwców, którzy otrzymywali w pokoju wspierania w prezencie.
393:  Dlaczego powiedziałem w pokoju wspierania?
395:  To jest absurdalne.
396:  To nie ma składniowego znaczenia.
399:  Marceja wspiera od 9 miesięcy, za co dziękuję.
401:  Mam u siebie w pokoju 25 małych luster i jedno duże.
405:  Szanuję.
405:  Szanuję Marceja.
406:  Tak trzeba.
407:  Ale to lustro, które jest oknem do innego świata, też jest piękna opcja.
411:  Katarzyna pisze, że lustra pokazują nam nasze naturalne oblicze, z czym nie zawsze możemy się zgadzać.
416:  Tak, tak, jak najbardziej.
419:  Berta pisze, że kocha te tytuły.
420:  Cieszę się, cieszę się.
421:  Ostatnio przestałem zrzynać ze Stanisława Jerzego Leca i zaczynałem wymyślać własne, ale w takim stylu, żeby pasowały do tych wymyślanych przez Stanisława Jerzego Leca.
434:  Czy lustra pokazują nas takimi, jakimi widzą nas inni?
436:  To już jest ciężka sprawa, bo jednak człowiek, który na nas patrzy, zakłada na oczy pewien filtr.
442:  To może być filtr światopoglądowy,
445:  Ktoś, kto nie jest w stanie przezwyciężyć swoich własnych sympatii politycznych i będzie widział innego człowieka, który ma inne poglądy wyłącznie wroga.
453:  To może być też filtr klasistowski, że ktoś, kto jest otoczony książkami zamiast próbować sprzedać innym to doświadczenie jako coś pięknego, jako coś wspaniałego,
462:  będzie usiłował się wywyższać, pokazywać, że to czyni go kimś lepszym, będzie popatrywał na tego drugiego inaczej.
468:  Ba, filtr może się pojawić nawet wtedy, kiedy jesteśmy świetnym fachowcem, ale gdzieś tam jest w nas ta zadra ze szkolnych czasów i ten resentyment i na przykład fleksujemy się, nie wiem, że jako hydraulik zarabiamy więcej niż profesor uniwersytecki.
483:  Zawsze ten filtr, który ktoś inny zakłada, jest problematyczny.
487:  Nawiasem mówiąc, jeżeli chodzi o te zarobki profesora uniwersyteckiego, właśnie widziałem dzisiaj taki obrzydliwy nagłówek w nauce polskiej, jeśli pamięć nie myli.
496:  Zaraz sobie to znajdziemy, jeżeli będziecie chcieli pociągnąć ten wątek, że to jest skandal, że student kierunku ekonomicznego zarabia więcej niż profesor.
503:  Ja sobie myślę, nie, to nie jest skandal, tak ma być.
506:  Uczniowie mają przerastać mistrzów.
509:  Kazia pyta, czy na streamie będzie ogrywany Genshin Impact.
511:  Jak się uzbiera wystarczająco dużo contentu w grze, to znaczy mam na myśli zarówno content fabularny, jak i światotwórczy, to znaczy chciałbym, żeby tam było trochę lokacji do poeksplorowania, to tak, bo bardzo mi się nie podoba to, że duża część gameplayu Genshinowego jest zamknięta za paywallem, nawet jeżeli to jest wewnątrzgrowa,
530:  i trzeba sobie logować się codziennie i odpalać sobie domenki, których można sobie odpalić maksimum cztery, to mnie się to nie podoba.
539:  Dużo streamerów w Genshin Impact właśnie tak działa, że kupuje primogemy po to, żeby więcej treści dostarczyć widzom i to jest troszeczkę absurdalne.
550:  Juliusz pisze, a raczej pyta, czy zdaje sobie sprawę, że wszystkie rezerwacje miejsc na prelekcje na Dniach Fantastyki zostały wykupione jakiś czas temu.
557:  Bardzo się cieszę z tego, że jest zainteresowanie, ale bardzo się martwię, że jest ograniczona liczba miejsc.
561:  Być może gdybyśmy, no nie wiem, zastanówmy się, na przykład umożliwiali zdalne prowadzenie prelekcji, to wtedy byłoby troszeczkę więcej miejsc, ale rozumiem, że nie wszyscy wyciągnęli wniosek właściwy i słuszny z czasów pandemicznych.
580:  Bear pisze, że z mojej perspektywy przez lata patrząc w lustro widziałem śmiecia i dosłownie bałem się tego robić, ale terapia postawiła mnie na nogi.
587:  Teraz to bez obrzydzenia duży szacun dla Ciebie przede wszystkim, że potrafisz o tym mówić i też ode mnie, że się udało to przyzwyciężyć właśnie na drodze terapii.
597:  Zawsze szukajcie wsparcia profesjonalnego, jeżeli tylko można.
602:  Można założyć filtr w postaci okularów na rzeczywistość, wtedy wszystko się zgadza.
606:  Też można.
607:  Wiedziałem, że będzie dużo pytań o film na kanale Szymon Mówi.
610:  Przede wszystkim chciałbym podziękować Szymonowi bardzo serdecznie, ponieważ tego rodzaju polemiki to jest
616:  modelowy sposób prowadzenia polemiki, moim zdaniem bardzo dobry, to znaczy nie wieszamy się ad personam drugiego człowieka, tylko dyskutujemy o pewnych ideach, które są dla nas wspólne lub nie.
627:  Więc ja się w pełni z tą polemiką zgadzam i to, co mogę od siebie dopowiedzieć, zanim zrobię swój własny film, który będzie, nie odpowiedziałby najmniej, bo to nie byłoby w moim stylu, ale będzie pogłębiał ten wątek,
641:  Mam w planach mianowicie film na temat kompetencji i tego, jakie powinniśmy, czy rzeczywiście powinniśmy mieć kompetencje do oceniania różnych dzieł sztuki, moi drodzy, bo to jest i od literatury, i filmu, i serialu, aż po gry wideo.
656:  I w ramach tego postaram się wpleść część wniosków, które mam po obejrzeniu polemiki Szymona, ale pierwszy wniosek dla Was już teraz.
664:  Uważam, że inteligentni ludzie...
667:  nie potrzebują używać, to jest tak, to jest szantaż intelektualny, kategorii kultura wysoka, ponieważ dysponują znacznie bardziej rozbudowanym słownikiem i powinni sobie zdawać sprawę z tego, że jeżeli mówią do nieprzekonanych, czyli do ludzi, którzy, co słusznie Szymon punktuje, nie mają w ogóle kontaktu z kulturą i dla nich szczytem obcowania z jakąkolwiek przekazem artystycznym jest rzeczone memiczne już 365 blanki Lipińskiej czy Disco Polo, bardzo często przywoływane też
695:  Przykłady w kontrach, w komentarzach do moich filmów dotyczące snobizmu, to dla nich rzeczywiście nie ma takiego sposobu, żeby kategoria kultury wysokiej wywarła inny wydźwięk niż tylko pokazała im, gdzie jest ich miejsce.
711:  A tymczasem sztuką jest przekonać do czegoś, co się samemu lubi, kocha lub ceni,
716:  Człowieka, który nie jest do tego przekonany, ale jego językiem.
720:  Więc mój przykład, który bardzo często teraz sferowałem w dyskusjach, brzmiał, dlaczego fundacja Olgi Arystokarczuk nie zrobiła serii streamów na YouTubie, gdzie wyjaśniałaby, jak czytać Empuzjon, gdzie wyjaśniałaby, czym jest intertekstualność, bo dużo ludzi nie wie, czym jest intertekstualność, że to jest tą...
741:  cytaty z innych dzieł kultury, które się znajdują w naszym utworze artystycznym.
745:  Jak to czytać?
746:  Jak porównać Empuzjon i czarodziejską górę Thomasa Manna?
749:  Nie uważacie, że to byłaby misja edukacyjna, która przystoi noblistom?
754:  Nie uważacie, że to byłoby bardziej skuteczne w przekonywaniu ludzi, którzy mogą na początku podchodzić do tego z zębami i skłami obnażonymi?
763:  To jest sztuka.
764:  I to jest sztuka, na którą faktycznie stać wyłącznie ludzi, którzy mają aparat kulturowy, erudycję, oczytanie, którzy potrafią używać różnych języków, mówić różnymi językami i docierać do różnych grup odbiorczych.
779:  To jest sztuka, moi mili.
780:  Nie jest sztuką powiedzenia, że no, ja to wszystko przeczytałem, a wy nie.
784:  Zwłaszcza, że ja tego wszystkiego jeszcze nie przeczytałem.
787:  To nie jest sztuką.
788:  Sztuką jest pokazanie, że można komuś, kto nie miał do czynienia z danym medium,
795:  I pamiętajcie, że to dotyczy także mediów, które mają niski próg wejścia.
798:  To znaczy denerwowanie się na starszego człowieka, że on nie umie wrzucić TikToka albo nie rozumie, na czym polega YouTube, nie ma sensu.
806:  Pokazać, tak?
807:  Show, don't tell.
809:  Siąść razem z kimś, kto nie radzi sobie z grą wideo, pokazać, jak należy to zrobić.
814:  Jest coś takiego swoją drogą w praktykach leczniczych YouTube,
819:  i paraleczniczych, także po prostu w opiece nad osobami starszymi, czyli opiece geriatrycznej, co się nazywa assisted gameplay, czyli gameplay z asystą, rozgrywka asystowana.
831:  Polega to na tym, że nie odbieramy kontroler starszej osobie, tylko staramy się pokazać, w jaki sposób można grać i przejmujemy od niej rozgrywkę w trudnych momentach.
841:  O tym mówił swoją drogą sporo, jak jesteście zainteresowani, Damian Gałuszka, to było na kanale
847:  bunkier nauki, a na wszelki wypadek go pokażę, zgodnie z zasadą show, don't tell, sobie odpalę też stronę, żebyście mogli śledzić na bieżąco to, co Wam opowiadam.
858:  I Damian Gałuszka specjalizuje się m.in.
860:  właśnie w badaniu wpływu gier na osoby starsze i myślę, że ci, którzy są zainteresowani właśnie tym tematem, oczywiście się odpaliło to, co się zwykle odpala, mogą śmiało się tym zainteresować, już Wam pokazuję ten kanał.
875:  Chodzi o rozmowę,
878:  gry łączą i leczą.
880:  Zresztą miałem razem z Damianem jakiś czas temu, więc jak jesteście tym zainteresowani, to mega polecam.
886:  Bo tak, zaczyna się wykorzystywać gry wideo w terapii i także w opiece nad osobami starszymi.
893:  Są też prace naukowe pierwsze na ten temat, także w Polsce.
896:  Ale się rozgadałem!
898:  Czy na Dniach Fantastyki być może nagrywać moje prelekcje?
900:  Pewnie, że tak, pewnie.
903:  Kurka, woda z telefonu się źle ogląda, ubolewa Oskar.
906:  To niedobrze, to niedobrze, moi kochani.
909:  Czy mam jakoś wyciszone mieszkanie?
910:  Pyta Anna.
911:  Jak daje radę spać w dzień?
912:  Mnie od roku doprowadza do szału czwórka dzieci sąsiadów, nie mogę spać kiedy chcę.
916:  Mam takie szczęście, że moje mieszkanie jest wyciszone i to także przez swą lokalizację i przez to w jakiej części bloku jest, więc no niestety, niestety.
925:  Niestety dla wszystkich, którzy nie mają tak wyciszonego mieszkania.
928:  Jeszcze pro tip, bardzo, bardzo dobrze działają książki jako wyciszenie.
935:  Patryk pisze, że ostatnio oglądał Q&A, w którym mówiłem, że mój kanał jest blokowany na łycie.
939:  Ktoś tak mi napisał na czatach.
942:  Co ciekawe, przy użyciu darmowego Wi-Fi w Ikei też jestem zablokowany.
947:  Naprawdę?
949:  Dlaczego Ikea mnie nie lubi?
950:  Może dlatego, że powiedziałem parę razy, że mają meble gorszej jakości.
955:  Ale to wszyscy wiemy, przecież Ikea jest właśnie tym miejscem, w którym startujemy, jak chcemy umeblować nasze pierwsze mieszkanie i chyba nie spodziewamy się, że będziemy mieli jakąś astronomiczną jakość za taką
965:  za taką kwotę.
966:  Ciekawe pytanie od Klaudii, czy są jakieś znajomości, które utraciłem i czy jest mi żal z tego powodu?
970:  Tak, wiele.
972:  Bardzo wiele jest takich znajomości, które utraciłem.
974:  Niestety większość z nich utraciłem wtedy, kiedy przeszedłem na bezrobocie i się okazało, że nie opłaca się mieć bezrobotnego przyjaciela.
985:  Tak, to są najsmutniejsze momenty, albo takie, w których rzeczywiście człowiek potrzebuje przyjaciela i nagle się okazuje, że on przy nim nie jest.
991:  Lub ona.
993:  Ale z drugiej strony uczę się patrzeć na to z perspektywy doświadczenia jako na coś ważnego.
998:  To znaczy lepiej się dowiedzieć, kto rzeczywiście przy was jest jako znajomy, niż mieć przy sobie garstek lakierów, którzy tylko jak nie przymierzając krajanie na festiwalu Góry Literatury przyklaskują, prawda?
1010:  To jest nieskuteczne.
1011:  Zresztą jak...
1012:  Zarówno jak całe życie słyszycie, o jest wszystko wspaniale, jesteście wybitni, jest złe, jak i druga sytuacja przeciwstawna, w której słyszycie, że wszystko robicie do dupy i wszystko jest beznadziejne i jedno i drugie wam nic nie mówi.
1025:  Znaczy nie mówi wam, co macie zmienić w swoim życiu, żeby czuć się szczęśliwsi.
1029:  Dlatego zawsze powtarzam, i o tym też będzie film, ale to już w przyszłym roku akademickim, o tym, kiedy się przejmować krytyką.
1036:  Ja się nauczyłem i wciąż się uczę przejmować krytykę wtedy, kiedy wiem, że ona jest z intencją uczynienia mnie szczęśliwszym.
1045:  A nie z intencją uczynienia szczęśliwszym krytyka.
1049:  Ja na przykład, jak krytykuję cokolwiek, niezależnie od tego, czy to jest gra, czy to jest serial, czy to jest film, zawsze robię to z intencją taką, żeby następny produkt był lepszy.
1057:  Nie z intencją...
1060:  udupienia twórcy, designera, pisarza, muzyka, twórcy serialu i tak dalej, i tak dalej.
1066:  Jak krytykuję Kathleen Kennedy wielokrotnie i mówię, że źle się dzieje w Disneyu za jej regencji i panowania, to robię to właśnie z taką intencją, żeby może coś się ruszyło, żeby ludzie zaczęli o tym mówić szerzej.
1078:  Dzięki temu będziemy żyli może, naiwnie mówię, w lepszym świecie.
1083:  Tak, oczywiście, zawsze będę utopistą, moi kochani.
1087:  Rady przed zakupem Puffysako.
1089:  Usiąść na niej, naprawdę.
1091:  Nie kupować przez internet.
1093:  Witam wszystkich dołączających tradycyjnie.
1095:  Bardzo się cieszę, że tutaj tłumnie jesteście.
1098:  Jak się mieszka w piwnicy, to wiadomo, że jest cicho, oczywiście.
1101:  Gdzie jest pluszowy jamnik?
1102:  Proszę uwolnić jamnika z szuflady.
1104:  Wiecie zbyt dużo na temat moich praktyk trzymania jamników w szufladach.
1107:  Jamnik jest tutaj, ale ponieważ dzięki szczodremu wsparciu wspierających i trybutariuszy mogłem kupić ramię, które jest niskoprofilowe, zaraz Wam pokażę.
1117:  Swoją drogą bardzo polecam wszystkim, którzy szukają ramion mikrofonowych.
1124:  Ramię mikrofonowe jest niewidzialne w kadrze dzięki temu, więc jest więcej mapy z Warhammera fantasy widoczne, profit, no ale jest jeden nieprofit, to znaczy jamnik się nie trzyma i spada, więc niestety, niestety, ta jedna rzecz.
1140:  Grzegorz Błaszkiewicz ubolewa, że jako osoba całkiem nowa, czy mógłby prosić o informację, o co chodzi z jamnikami, jaka jest teogeneza.
1146:  Mówię o tym chyba w drugim live'ie na tym kanale, tak mi się wydaje, ale ponieważ dawno nie opowiadałem tej historii, mogę powiedzieć, że moi sąsiedzi kiedyś, jak jeszcze mieszkałem z rodzicami, mieli wspaniałą jamniczkę, nazywała się Sonia.
1157:  I ona bardzo często do nas przychodziła, bo mieliśmy połączone ogródki.
1160:  Więc jamnik napieprzał z jednego domu do drugiego i w obydwu wpieprzał jedzenie.
1165:  Bo nie oszukujmy się, to jest właśnie to, co robią jamniki.
1168:  Jamniki czynią z jedzenia sztukę.
1171:  No i poza tym bardzo polubiłem te zwierzęta, jak się też zorientowałem, że są bardzo inteligentne i niezależne.
1176:  Trochę takie koty wśród psów.
1179:  No i jeszcze w Krakowie Zmarz Jamników, który został w tym roku odwołany.
1183:  Straszne.
1185:  Bardzo martwię się tym faktem.
1189:  Co myślę o nadchodzącym domu smoka, pyta Lindor.
1191:  Jestem pozytywnie nastawiony, wbrew pozorom, bo tych materiałów marketingowych, które są... No wprawdzie Targaryeni dalej nie wyglądają jak Targaryeni.
1198:  Przypominam, że Targaryeni powinni mieć fioletowe oczy i blond włosy.
1202:  Ale kostiumy, które robi HBO są znane z wysokiej jakości.
1207:  Scenografia też wreszcie nie wygląda plastikowo.
1209:  Miła odmiana po Wiedźminie, miła odmiana po
1212:  kole czasu.
1213:  Miła odmiana po zapowiedziach Rings of Power.
1215:  Cieszę się, że wreszcie coś nie wygląda jak posprejowany poliuretan, więc dobrze, całe szczęście, że mamy do czynienia z wysokim poziomem, przynajmniej produkcyjnym.
1225:  Zobaczymy, jak będzie z poziomem fabularnym, ale mądrzy ludzie już zaznaczają, między innymi
1230:  Kulturalny Człowiek na Facebooku, Kulturalny Człowiek jest to profil Marcina Zwierzchowskiego, który był lata całe szefem działu zagranicznego Nowej Fantastyki, że to jest jednak adaptacja książek Martina, które zostały ukończone, więc wiecie, może jest szansa na to faktycznie, że będzie troszeczkę lepiej, bo scenarzyści nie będą musieli wymyślać czegoś, co nie istnieje.
1251:  Odcinek słownik dla świeżo upieczonych studentów.
1253:  Wiem, że zapowiadam to od dawna, zbliża się rok akademicki, więc może w tym roku, może w tym roku się uda.
1260:  Klosik ma urodziny, kochani.
1262:  Wiecie, co to oznacza?
1263:  Trzeba się zajamniczyć urodzinowo.
1264:  Widzę, że część już trybutariuszy się zajamniczyła, korzystając ze swojego przywileju, który, jak widać również, jest pewnym zobowiązaniem.
1271:  Bo to nie ma tak, że wspiera się kanał, ma się podarowane wspieranie i nie ma... Przepraszam.
1277:  With great power comes great responsibility.
1280:  Trzeba się zajamniczać.
1282:  Zwłaszcza, jeżeli ktoś ma urodziny.
1286:  Jak poradzić sobie z rozczarowaniem wyświetleniami na YouTubie?
1288:  Pisze MrWafelki.
1290:  Od roku chciałem, żeby były w tysiącach i myślałem, że mnie to uszczęśliwie.
1294:  Jak się pojawili, to pokazało się tylko rozczarowanie.
1297:  Możecie mi kompletnie nie uwierzyć w to, co teraz powiem, ale ja nie patrzę na liczby.
1303:  Jasne, YouTube bardzo się stara, żebym tego nie robił.
1307:  To znaczy YouTube pokazuje na przykład listę najlepiej trendujących filmów od 1 do 10.
1312:  Jak macie pierwszy film, na pierwszym miejscu jest...
1316:  fajerwerki, radość, haha, świetnie!
1321:  A jeżeli jest na poziomie dziesiątym, to jest taki szary.
1332:  Więc YouTube stara się grywalizować, jak to się ładnie mówi, gamifikować, czynić zatem grę z czegoś, co grą nie jest.
1344:  A jest to nasze doświadczenie dzielenia się treściami z widzami.
1348:  Dla mnie jest ważny komentarz.
1350:  Jeżeli widzę, że jest dużo komentarzy, jeżeli widzę, że jest dużo wyświetleń, to jest to dla mnie informacja, ten temat podoba się, ale myślę, że złą strategią jest na przykład przyglądanie sobie Google Trends i to ja zrobię teraz o tym, bo to trenduje.
1365:  No tak, zrobimy coś takiego, ale pytanie, czy będzie z tego satysfakcja, nie?
1369:  I bardzo mądrze powiedział Luke Stevens na swoim kanale, że on wpadł w którymś momencie w taką spiralę, dobra, do 50 tysięcy, potem uzyskał 50 tysięcy, okej, do 100 i wtedy rzucam pracę i zajmuję się YouTubem na stałe.
1382:  Przyszło 100, okej, dobra, to teraz 200 tysięcy.
1386:  Wiecie, że to się nigdy nie kończy.
1387:  Znaczy kończy się.
1389:  może się skończyć w złym wariancie, depresją, hospitalizacją, upadkiem zdrowia albo spadkiem kreatywności.
1397:  Skąd to wiem?
1398:  Bo mi się to przydało żyło w czasach przed-YouTube'owych.
1403:  Ci z Was, którzy kiedykolwiek pisali, pewnie sobie potrafią wyobrazić skalę tego, ale ja byłem w stanie napisać w ciągu jednego dnia 15-stronicowy tekst naukowy na czysto z przypisami.
1411:  Pisałem bez zastanowienia i wpisywałem od razu przypisy, wszystko miałem w głowie.
1416:  To też moment, w którym przetrenowałem bardzo mocno swoją pamięć.
1419:  I wytrzymałem tak 7 lat.
1423:  Dzisiaj, żeby napisać tekst naukowy, potrzebuję na to półtora miesiąca.
1430:  I czy to oznacza, że zgłupiałem?
1432:  Czy to oznacza, że wróciłem do normalności?
1434:  Nie mam pojęcia, bo utraciłem już punkt porównania, utraciłem podstawę do porównania, bo przesadziłem.
1439:  I kiedyś Numbers Game, gra w numerki, bardziej mnie zaczęła interesować niż robienie nauki, takiej porządnej nauki.
1448:  Mimo, że mój dziadek kiedyś słusznie powiedział, że w swoim życiu człowiek powinien jako naukowiec napisać jeden dobry tekst naukowy.
1455:  Ale co, pisarzowi też powiecie, że powinien napisać jedną dobrą książkę?
1458:  Twórcy na YouTube powiecie, musisz stworzyć jeden dobry film?
1463:  Nie.
1464:  To się zrobiła numbers game i trzeba umieć z tym walczyć i priorytetyzować to, co chcemy powiedzieć innym ludziom i cenić sobie kontakt ze społecznością.
1472:  No nie bez powodu, kochani, uwielbiam tak z wami rozmawiać tutaj.
1476:  I nie bez powodu też udzielam się na Discordzie, który mamy, Holistyczna Agencja Skapistyczna, link w opisie.
1482:  Nie bez powodu to lubię, mimo że ja jako introwertyk, człowiek raczej strudziący od kontaktu z ludźmi,
1490:  Polubiłem to, coś w tym jest, coś w tym musi być magicznego i to jest to, o co powinien walczyć twórca, bo to jest to, czym się różni YouTube od telewizji.
1498:  To jest to, czym się różni to, co możemy robić jako bloger książkowy na Instagramie i na YouTubie od tego, co robi Festiwal Góry Literatury, gdzie macie z jednej strony pisarza,
1508:  z drugiej strony macie redaktora profesjonalnego, a tu macie widzów, którzy są niemi, którzy mają tylko przyklaskiwać.
1514:  Tym się różni YouTube i tym się różnią media społecznościowe i to od nas zależy i w szczególności od młodych pokoleń także, który powinienem się czuć częścią, ale do dzieła szukujmy się, 33 lata, Jezus Maria, żeby tak było dalej i żeby media stare nie zawłaszczyły nowych także na poziomie światopoglądowym.
1533:  Rozgadałem się, a Rebeka trybutuje, bardzo Ci serdecznie dziękuję za to,
1538:  Rebeka pisze.
1539:  Nie mam wrażenie, że powoli zaczynamy tworzyć coś w rodzaju jamniczej religii.
1542:  Nie powiem.
1558:  To nie jest tak, że jestem niezadowolony z tego powodu.
1560:  Uważam, że jamników powinien być zdecydowanie więcej w kulturze, dlatego się bardzo cieszę, że powstają różne miejsca, w których się te szlachetne psy celebruje i dziękuję też strasznie Kato Kamaszowi za dołączenie do Grona Trybutariuszy i nawiasem mówiąc również zaznaczę, że jeżeli kiedykolwiek polelniści mówili Wam, że nie wolno używać
1578:  Przysłówka strasznie w charakterze, że bardzo to się bylili można, bo to jest przycisk enfatyczny, czyli akcentowy, który pokazuje nasze zaangażowanie emocjonalne.
1589:  Ziumbala.pl pisze, że moja mama uwielbia jamniki.
1591:  Pozdrowienia dla mamy, Ziumbala.pl.
1594:  Nie będę już rzucał jamnikiem, obiecuję.
1596:  Czy grałem w Black & White?
1598:  Bardzo dawno temu chyba grał mój znajomy, a bardzo możliwe, że ja byłem wtedy w trybie, który kiedyś został przetłumaczony jako gorące pośladki, czyli hot seats, to znaczy siedziałem na drugim krzesełku i sobie oglądałem.
1609:  To się dzisiaj nazywa fachowo backseat gaming.
1614:  Co sądzę o dyskusji, która wybuchła w internecie, pyta Wróżka Zębuszka na temat alkoholu i jego reklamowania.
1620:  No generalnie uważam, że żadnych uczywek nie należy reklamować.
1622:  No chyba, zwłaszcza jeżeli mówimy o jakimś product placement, nie tam, że ktoś się napije czegoś na live, bo to jest chore i paranoidalne, bo tak samo mogę sobie pić swoją herbatkę ze swojego kubeczka, prawda?
1634:  No i robimy z tego wtedy satyrę, a tymczasem faktycznie jest herbatka i ona jest dobra.
1641:  Więc trzeba rozróżnić, myślę, sytuację, w której pokazuje się, czy dzieli ktoś częścią swojego życia, od sytuacji, w której ma nieoznaczoną współpracę, czy nieoznaczone reklamowanie produktu.
1651:  No to jest skandal, nie powinno to mieć miejsca, zresztą to jest nielegalne w świetle obecnego prawa i już poszły pierwsze pozwy w tej sprawie dla influencerów instagramowych, więc uważajcie na takie rzeczy, jeżeli też się tym paracie.
1664:  Natomiast
1665:  Uważam, że wspieranie jakichkolwiek używek jest, no generalnie rzecz biorąc, etycznie dwuznaczne.
1671:  Ostatnio mieliśmy nawet długą dyskusję na jednym z live'ów dotyczącą kawy i tego, w jaki sposób kawa została powiązana z kulturą zapierdolu, że pijemy sobie cztery kawusie i już projekcik, już tam kamień milowy załatwiamy, bo mamy kawusie w organizmie.
1688:  No tak, no mamy słabo ujasne, ale używkę, czy coś, co nam pomaga egzystować w sytuacji dla nas nienaturalnej, czyli na przykład wczesnego wstawania, jak lubimy sobie wstać o 11 albo nawet o 13 i nie znosimy wstać o godzinie 5, nauczyliśmy się, że napicie się jednej, drugiej, trzeciej kawusi pomaga nam w funkcjonowaniu, a tak samo się możemy nauczyć innych rzeczy,
1710:  i w którymś momencie to nauczenie się i ten nawyk może przejść w uzależnienie i dlatego myślę, słuszna jest dyskusja na temat tego, czy faktycznie możemy to robić.
