🔴 Są takie oklaski, po których należy umyć ręce | LIVE #10
🔗 https://www.youtube.com/watch?v=uLnwUON3AxA

43:  muzyka
559:  I zwłaszcza dlatego wróci Warhammer, że będzie się zmieniało to tło, moi kochani, które jest za mną.
565:  To jest zapowiedź nieoficjalna, którą o niniejszym czynię, ponieważ wszystko wskazuje na to, że mój proces przenosień do nowej wieży Maga zakończy się w lipcu, a w każdym razie mam taką ogromną nadzieję.
576:  Tak czy siak internet w nowym miejscu już jest, więc nic więcej nie jest potrzebne.
580:  Wody nie ma, kanalizacji nie ma, internet jest, nie żartuję.
583:  Woda i kanalizacja też jest, ale wpierw została zamontowana klimatyzacja, wcześniej internet.
588:  Taka jest zawsze kolejność.
590:  Gdyby mi się życie inaczej potoczyło, i bym nie miał wykształcenia, a chciałbym pracować fizycznie, to w jakiej pracy fizycznej bym się widział?
596:  To jest bardzo ciekawe pytanie, zwłaszcza, że gdybym nie pracował naukowo, właśnie tak jak teraz pracuję, bardzo możliwe, że właśnie wolałbym pracować albo fizycznie, albo w designie, więc wszystko od architektury wnętrz do wykończeniówki by mnie bardzo interesowało, albo stolarka, tego typu rzeczy zawsze bardzo mnie uspokojały.
615:  pracę tego autoramentu, tak samo jak bardzo mnie uspokajało sprzątanie.
619:  Jestem typem człowieka, który jak dostanie myjkę karszera, to nie jest reklama i odkurzać, to jest człowiekiem absolutnie szczęśliwym i może tak spędzić cały dzień, będzie sobie radośnie dzielił pomieszczenie na strefy i pucował i wszystko będzie wspaniale.
631:  Przypomina mi się, że to swoją drogą częsty jest motyw właśnie w odniesieniu do ludzi pracujących umysłowo, że
639:  W momencie, w którym zajmą się jakąś pracą fizyczną, to trochę oddychają.
643:  Oczywiście ktoś, kto pracuje fizycznie, będzie na to patrzył zupełnie inaczej, ale wierzcie mi, w momencie, w którym człowiek przez cały rok, na przykład cały czas nic innego nie robi, tylko myśli abstrakcyjnie, taka praca może być bardzo odprężająca.
654:  Tak samo działają też ćwiczenia fizyczne, no i tak samo działają wszelkiego innego rodzaju zajęcia, które nie są związane bezpośrednio z pracą umysłu.
661:  Więc tak, zdecydowanie coś takiego.
664:  Zmoczeni piszą doktorsowe recenzje Embuzjonu, jakie czytał, był pełen zachwytów i przekonują do nieczytania.
669:  Trochę tak jest z krytykami, że jeżeli, coraz częściej jest tak, że jeżeli krytycy chwalą coś, to ja zaczynam patrywać na to z taką dozą nieufności, bo wiecie, pamiętajcie o tym, że tych krytyków ktoś kiedyś wykształcił i najczęściej jest tak,
682:  że wykształciła ich polska edukacja niższa i wyższa, a to niedobrze wróży.
689:  Jeżeli ktoś zatem nie ma w sobie pasji i nie ma takiego ognia do bycia dobrym krytykiem, to wówczas istnieje niestety niezerowe prawdopodobieństwo, że będzie chwalił to, co wypada, żeby było pochwalone i będzie chwalił coś, co uważa, że jest arcydzielne i w związku z powyższym pouczał innych, że też powinni koniecznie to poznać.
709:  Czy wkurza mnie bieganie z ogniska do bossa w grach From Software?
712:  Tak.
713:  Dlatego bardzo cenię sobie to, co było w Elden Ring'u.
715:  Elden Ring swego wróci na kanon, jak będzie jakieś DLC, ale powiem Wam, że to jest jedna z gier, w które naprawdę mogę się zgodzić co do tego, że są grą roku lub silnym kandydatem na grę roku.
726:  Czy Silmarillion będzie czytany?
728:  Silmarillion będzie czytany w wakacje, zgodnie z ankietką, którą sobie robiliśmy.
731:  Wiem, że jest wola wśród widzów kanału, żeby posłuchać Silmarillionu, więc tak, będziemy na pewno czytać, zwłaszcza, że na początku września, niestety w rocznicę śmierci, urodzin, przepraszam, Tolkiena,
742:  ale to będzie rocznica symbolicznej śmierci Tolkiena, bo wychodzi Amazon Rings of Power, w związku z powyższym musimy się przygotować z zakresu lore tolkienowskiego, odświeżyć sobie legendarium, żeby wiedzieć, co w tym serialu będzie złe, bo wierzcie mi, będą złe rzeczy właśnie w tym obszarze.
757:  Tim Sprzątanie pisze Dominika.
759:  Witamy Dominikę Jamnik, otwórczynię Klimcza, kto za jej sprawą pojawiały się te wspaniałe emoji.
764:  Sanity, dzięki za wsparcie od sześciu miesięcy.
766:  Produkcja filmowa dziś zdana, pisze Sanity, najgorsze z głowy.
769:  Gratulacje dla wszystkich, którzy
771:  Już mają za sobą egzaminy, to jest zawsze miła rzecz, jeżeli ma się trochę więcej wakacji dzięki temu.
776:  Sanji, dzięki za wsparcie od czterech miesięcy i życzenia miłego streamu.
779:  Czy polecę jakieś techniki szybkiej nauki?
781:  Pyta jednoręki bandyta.
782:  Nie ścigałem się nigdy z nauką.
785:  Myślę, że moje wstręt do kompetytywności przenosi się także na wszystkie zagadnienia związane z czytaniem, nauczaniem i tak dalej.
793:  Więc nie, nie mam takiej techniki.
795:  Wręcz przeciwnie, uważam, że najskuteczniejsze techniki nauczania to są te najpowolniejsze.
801:  Immersive learning, moi drodzy, możemy przejść grę wideo i zrobić to szybko, to się nazywa speedrunning, ale możemy również kontentować się grą wideo bardzo długo i tak samo jak nie będę nigdy dobrym speedrunnerem, tak samo nie będę nigdy dobrym zawodnikiem w dziedzinie szybkiego czytania czy szybkiego...
818:  uczenia się.
819:  Co ciekawe, ja czytam bardzo szybko, to znaczy 800 stron dla mnie pokonanie w ciągu 9 godzin nie jest problemem żadnym, ale ja się nie będę wtedy spieszył, to znaczy to jest moje normalne tempo czytania.
832:  Pomaga też, nie ukrywam, to, że ja wiem,
834:  bardzo często, który fragment mogę opuścić, bo szybkie czytanie generalnie polega na tym, że albo wyuczymy się patrzenia na środek strony, czy na środek dwóch kartek, są różne techniki w taki sposób, żeby obejmować wzrokiem coraz większą część, albo będziemy się znać na tyle na opowiadaniu historii i narracji, że będziemy wiedzieć, w jaki sposób się może ona rozwijać i wiedzieć, co można opuszczać, żeby nie było to ze szkodą dla zapoznawania fabuły.
859:  Przez Ciebie pisze Willy2001, spadł mi do głowy pomysł, żeby pójść na studia AGH, na jakieś humanistyczne
865:  To jest zawsze dobry pomysł.
866:  Nie żartuję.
867:  Pamiętajcie, żeby podejmować decyzje dotyczące studiowania nie z uwagi na jeden przedmiot, jedną osobę, tylko całe spektrum, które Was interesuje.
876:  Więc ponieważ czas wakacyjny się zbliża i być może czas wyboru studiów, przeglądajcie sylabusy wszystkich kursów, przeglądajcie jaka jest pełna oferta dydaktyczna.
885:  Jak chcecie wpaść do jednej osoby na jedno zajęcie, to zawsze można wpaść, jeżeli one są otwarte.
890:  A jeżeli zajęcia są stacjonarne, to zwykle są otwarte dla słuchaczy z zewnątrz.
896:  Będzie Warhammer, bo Krzysztof nie wiedział, że Hogwarts Legacy będzie w grudniu.
899:  To prawda!
900:  Dlatego będzie Warhammer, to prawda.
903:  Ale kto wie, może też zagramy sobie w Sekiro.
907:  J.C.
907:  Tupacz pisze, że nienawidzi sprzątać, woli gotować.
909:  Ja nienawidzę gotować, wolę sprzątać, zdecydowanie.
911:  Witamy wszystkich, którzy przybywają.
913:  Nie musicie przepraszać za spóźnienie.
915:  Wiem, to jest taki nawyk, który w nas wyrabia obiektywne szkolnictwo, które uczy nas do wartości.
922:  To jest edukacja do wartości patriotycznych, obywatelskich, dzięki której wiemy na przykład, że musimy za każdym razem salutować i przepraszać za spóźnienie.
930:  Ja wiem, ja wiem.
932:  Trzeba się tego odzwyczaić w którymś momencie.
935:  Pozdrowienie podpalone w kontekście tegorocznego Pyrkonu nabiera nowego znaczenia.
939:  Faktycznie, nie powiedziałem Wam, niech będzie podpalone, nie podzieliłem się tradycyjnym pozdrowieniem Magów Ognia.
946:  Aż ciekawość mnie bierze, cóż takiego mogło być na Pyrkonie, że ogień jest w temacie.
950:  Czy czytałem ekspansję i polecam?
954:  Nie czytałem, zacząłem czytać, ale później mnie pochłonął serial bardzo, więc mam jeszcze do nadrobienia, ale osoby, z którymi rozmawiałem i które czytały, polecają i też traktują adaptację serialową jako kongenialną w tym sensie, że jest równie dobra, ale nie jest na tyle dosłowna, żeby można było potraktować ją jako spoilującą książkę.
975:  Na przykład o wiele w większym stopniu rozwinięte są pewne wątki, nie będę zdradzał, które,
981:  które pojawiają się w ostatnim sezonie serialu, więc zdecydowanie pod kątem lore, wiedzy na temat tego świata warto przeczytać książki.
988:  Sprzątanie kurzy jest bardzo relaksujące, pisze dr Fluff.
991:  Zgadzam się w 100%, tylko trzeba to robić w taki sposób, żeby ten kurz nie wpadł nam do płuc, zwłaszcza jeżeli ma się alergię.
1000:  Hannibal ma pytanie dla kumpla.
1001:  Ostatnio skończył książkę i pyta mnie o zdanie.
1003:  Chciałby to wydać.
1004:  Pytanie jest, jak jest z wydawcami w Polsce z self-publishingiem, kogo unikać?
1008:  Na pewno trzeba unikać vanity publishingu, czyli wydawnictw typu Nowe Res i podobne.
1014:  Nowe Res i tak jest najwyżej pod względem całego rankingu wydawców vanity,
1020:  ale generalne założenie jest takie, że mamią oni autorów, że no, no, wydasz tutaj parę tysięcy, my tu marketing, my tu to, tamto i jeszcze na tym zarobisz i prawda jest taka, że najczęściej autorzy na tym nie zarabiają, tylko są stratni, natomiast jeżeli chodzi o self-publishing i na przykład stworzenie swojej własnej platformy sprzedażowej typu, nie wiem, finansowy Ninja, tak, bo to są historie sukcesu, które nas nęcą,
1043:  Musicie pamiętać o bardzo prostej rzeczy, która się sprawdza także w innych sektorach, w grafice, w nauce, na YouTubie, na Instagramie, mianowicie trzeba mieć markę osobistą i budować ją różnymi kanałami.
1055:  Jeżeli macie wystarczająco duży following i wystarczająco dobrą markę osobistą, to tak, można w coś takiego pójść.
1062:  Ale trzeba mieć na uwadze, że przy self-publishingu spada na nas bardzo dużo obowiązków, na przykład pomyślenie o czymś takim jak przestrzeń magazynowa, jeżeli wydajemy książki w formacie tradycyjnym.
1071:  Jeżeli są e-booki, to jest troszeczkę z tym łatwiej, ale i tak się trzeba z kimś dogadać, żeby zrobił porządny skład tego e-booka, tak żeby był wyświetlany w jednakowy sposób na Kindlach, na innych urządzeniach, iPadach itd., itd.,
1083:  No bo wiecie, jeżeli nie będzie, to wtedy tracicie automatycznie jakiś wolumen sprzedażowy, tracicie jakąś część klienteli i jest źle, więc trzeba bardzo dobrze się znać na temacie, świetnie być zaznajomionym z tym, czym jest dobra redakcja, czym się różni redakcja językowa od redakcji merytorycznej, jak rozpoznać dobry skład.
1102:  Jak przede wszystkim znaleźć składacza, który specjalizuje się w składzie dla e-booków, żeby chociażby jeżeli macie przypisy, żeby te przypisy się pokazywały na overlayu, a nie przenosiły nas na koniec książki, żeby był podział wyrazów i tzw.
1115:  hyfenacja po angielsku zastosowany.
1118:  a najczęściej niestety nawet w książkach wydawanych przez polskie wydawnictwa i sprzedawanych za ciężkie pieniądze z uwagi na taką, a nie inną marżę na e-booki tego nie ma.
1126:  Jeżeli będziecie to wszystko wiedzieć, to wtedy tak, warto w to iść.
1130:  Natomiast w innych przypadkach polecam zawsze znalezienie sobie beta-readingu w jakichś grupach czytelniczych na fejsie z parę takich grupek w odniesieniu do fantastyki,
1139:  redaktorzy, korektorzy giełda, bodajże tak się to nazywa i ludzie bardzo chętnie siebie czytają nawzajem i jednak debiutowałbym w jakimś wydawnictwie, nawet jeżeli to będzie fanowska oficyna typu zawsze będę polecał tę inicjatywę fantazmaty, grupa wydawnicza fantazmaty albo grupa wydawnicza alpaka,
1155:  czy czasopisma fanowskie, fanziny, warto tam debiutować z tego prostego powodu, że tam już jest following, tam są już fani, tam są już czytelnicy, są to czytelnicy zaangażowani i bardzo często wśród tych czytelników są późniejsi wydawcy wyższego kalibru typu Powergraph, Rebis, Zysk itd., itd., bo jasno jest, że w tych wydawnictwach prawie niemożliwością jest debiutowanie, ponieważ koncentrują się one przynajmniej w obszarze fantastyki, cały czas mówię, bo się na tym znam,
1183:  na tłumaczeniu tytułów zagranicznych i bardzo niewielu wydawców wydaje polskich debiutantów.
1189:  Długa odpowiedź się zrobiła.
1192:  Pan Mimir ma pytanie, jak korzystam z toalety.
1196:  Tak, każdy człowiek, a jeżeli są streamy, to wtedy robię chytsze, to znaczy robię jakąś pauzę i nikt prawie nie widzi.
1202:  Wtedy zwykle, kiedy jest pauza zrobiona na streamie, to czaty wykorzystują to do tego, żeby szkalować różne rzeczy mi drogie na czacie, licząc na to, że ja nie zauważam.
1214:  Ja zawsze zauważam.
1216:  Zawsze.
1220:  Zapewne padnie pytanie, pyta Sawigo, odnośnie do ostatniej afery z Diablo Immortal, więc może wyprzedzę temat.
1225:  Ciekawi mnie, co sądzisz na temat agresywnej monetyzacji, czy może się to przenieść na gry PC.
1230:  Po to tak walczymy, jako fandom graczy, żeby właśnie to się nie przeniosło na gry pecetowe.
1236:  Zdaję sobie sprawę z tego, że teraz ostatnio właśnie Asmon Gold robił film na ten temat, komentując innego streamera, który wydał 100 tysięcy dolarów.
1247:  100, nie 10, nie 50, 100.
1249:  I argumentował, że stać go może i po co drążyć temat, tak?
1255:  Nie, to nie o to chodzi.
1257:  To chodzi o to, że do gier wideo wprowadzane są kasyna.
1261:  Po prostu.
1262:  I dokładnie te same mechanizmy, nad którymi pracowali niestety psychologowie behawioralni, wstyd to, że naukowcy się przyczynili do tego rodzaju rzeczy, i które są wykorzystywane w kasynach, są także wykorzystywane w grach wideo.
1273:  Tylko różnica polega na tym, że nie ma czegoś takiego jak uzależnienie od kasyna na liście chorób WHO, a jest coś takiego jak uzależnienie od gier wideo.
1280:  A tymczasem i w jednym i drugim przypadku bardzo często jest to to samo uzależnienie, to znaczy uzależnienie od hazardu.
1285:  i mechanik hazardowych, które polegają na tym, że macie zastrzyki dopaminy krótkotrwałe, bo się coś fajnie świeci na ekranie i wiecie dobrze o tym, że w Genshinie, cały na przykład Genshin Impact Gacha Game, cały ten segment, w którym wishujemy, mamy życzenie, żeby dostać jakąś postać, on jest tak pięknie zaprojektowany, jak cała reszta gry.
1306:  Do tego stopnia, że jest nawet apka, w której można sobie wishować dla samego fanu.
1310:  To tylko pokazuje, jak bardzo to jest atrakcyjne i dlatego to jest niebezpieczne.
1314:  Nieprzypadkowo w tych wszystkich grach Diablo Immortal nie jest wyjątkiem.
1317:  Mamy kryształki, kamienie szlachetne itd., które mają nam wbić do głowy, że wartość podwójnie czy potrójnie fiducjarna, która jest totalnym symulacrum, symulacrum to jest znak bez żadnej wartości, który odsyła do samego siebie, nie ma żadnej wartości zewnętrznej, że to jest coś cennego.
1335:  To nie jest nic cennego.
1336:  To jest jeszcze gorzej niż NFT pod względem ceny.
1340:  bo tutaj nikt nie obstawia nawet tej ceny, ona jest narzucona przez korporacje, kompletnie sztuczna.
1346:  Więc bardzo złą robotę mikrotransakcje robią grom wideo, ponieważ nawet ja, wielki, jak wiecie, zwolennik i adwokat tego, żebyśmy bardzo silnie przemyśleli temat uzależnienia w grach wideo i nie mówili, że każda gra wideo uzależnia, tak samo jak nie mówimy, że każda książka uzależnia i każdy film uzależnia,
1365:  Nie, nie każdy, ale można się uzależnić od absolutnie wszystkiego.
1368:  Tendencja zwyżkowa jest w przypadku mediów, które są multisensoryczne, wielobocowe.
1374:  Im więcej naszych zmysłów jest zaangażowane, tym większe ryzyko, że stracimy kontrolę.
1379:  Im większą przyjemność z tego cierpimy, tym większe ryzyko, że stracimy kontrolę.
1383:  Natomiast jest dla mnie głęboką niesprawiedliwością to, że nie ma uzależnienia od telewizji, na przykład wpisanego na listę chorób WHO,
1391:  skoro już zaczęliśmy wpisywać uzależnienia od poszczególnych mediów, rozpoczynając całość od gier wideo.
1396:  Uważam, że to jest kwestia tego, że gry wideo jako nowe medium nie zostały jeszcze przemyślane, nawet mam na to dowody, bo wiem, kto giery wideo bada na całym świecie.
1404:  Jest to lista, którą wciąż jestem w stanie wymienić z pamięci, a znacie moją pamięć, jest bardzo zła, więc w związku z tym musi to być bardzo niewielu badaczy.
1412:  I psychologowie, którzy badali ten temat, o czym będzie chyba jakiś odcinek trzeba było w końcu zrobić, no niestety nie konsultowali się z groznawcami.
1419:  W związku z powyższym mamy pewien impas z tym związany.
1423:  Ale nawet ja, bo po to mi była ta cała dygresja, muszę przyznać, że jeżeli będziemy mieli więcej tego rodzaju mechanik w grach wideo,
1430:  to w końcu rzeczywiście ta samosprawdzająca się przepowiednia sprawdzi się.
1434:  To znaczy faktycznie gry wideo zaczną uzależniać to na gigantyczną skalę, jeżeli z sektora mobilnego to wszystko się przeniesie także gdzie indziej.
1442:  Bo pamiętajcie, swoją drogą Wisecrack zrobił świetny film ostatnio na temat tego, czy istnieje coś takie jak uzależnienie od TikToka i czy TikTok nam zżera mózg.
1450:  Wisecrack doszedł do takiego samego wniosku, jakie ja dochodzę w grach wideo.
1454:  To jest kwestia, która należy przebadać indywidualnie, trzeba sobie zdawać sprawę z tego, jak funkcjonują algorytmy, jak na nas oddziałują i umieć to odpowiednio kontrolować, tak samo jak w przypadku strzeżenia swojego cyfrowego śladu, więc ja nie gram i nie zagram w Diablo Immortal, na pewno nie zrobię tego też na wizji, właśnie dlatego, żeby nie promować tego rodzaju mechanik.
1474:  Uważam, że jest za szkodliwe,
1476:  I to jest też powód, dla którego mimo, że bardzo lubię Genshin'a i grałem w niego, to wiedząc ile ja przy całej swojej wiedzy i zahamowaniach zostawiłem pieniędzy w tej grze, w życiu bym jej nie streamował.
1488:  Pod żadnym pozorem, nawet gdyby mi za to zapłacono, a może zwłaszcza nawet gdyby mi za to zapłacono.
1494:  Myjka ciśnieniowa pisze, Dawid, teraz mamy zupełnie inny temat, to odwrotny miotacz ognia i rzeczy zmienia z osmalonych na zwykłe.
1500:  Bardzo mi się podoba ta definicja.
1503:  Ale, ale dygresję mam, nigdy nie nadrobię waszych pytań, jak zawsze.
1506:  Coś przerażającego.
1509:  Genshin tak ładnie wygląda.
1510:  No pewnie, że wygląda ładnie, to jest przepiękna gra, absolutnie.
1513:  Że będzie kiedyś stream z This War of Mine?
1514:  This War of Mine jest za bardzo depresyjną grą, jak dla mnie.
1516:  Bardzo depresyjną.
1519:  Jeżeli gry wideo uzależniają, a kasyna nie, to co z grami wideo o kasynach?
1522:  Dobre pytanie.
1522:  Swoją drogą, autentycznie jest kampania bardzo duża, żeby do systemu PEGI, czyli tego, który pokazuje, które gry są od jakiego roku życia, wpisać hazard na takie gry właśnie, jak chociażby Diablo Immortal.
1533:  Diablo Immortal nie wyszło w Holandii, bo Holandia ma przepisy przeciwko antyhazardowe.
1539:  I one obejmują również gry wideo.
1540:  Ale wiecie, kto się nie zgodził na to?
1542:  PEGI, które tak się troszczy o to, żebyśmy nie mieli przemocy i seksu w grach wideo,
1549:  Bo nasze dzieci trzeba ochronić.
1555:  Dzieci w purytańskich Stanach Zjednoczonych, które się boją nagiego cyca, ale nie boją się tego, że flaki będą wyrywane w jakimś horrorze, prawda?
1565:  To nie, to nie, to spokojnie, to spokojnie.
1568:  Albo przemas, albo strzelanie z gatlinga do ludzi.
1570:  Spokojnie, ale nie dajcie Bogowie...
1576:  tylko nie to, że nawet streamy z Wiedźmina były demonetyzowane, moje własne, właśnie przy wszystkich scenach, nazwijmy je wspaniałomyślnie erotycznymi, z tego właśnie względu.
1588:  Jest to katastrofalna parodia.
1591:  Więc purytanizm, który niestety jest w Stanach Zjednoczonych i się przenosi bardzo często do Europy, no jak widzicie, nie obejmuje czegoś takiego potwornego jak hazard.
1601:  Zastanawiające, prawda?
1604:  Bardzo zastanawiające.
1605:  W ostatnim filmie wspomniałeś, pisze Dimitri, że używanie cudzysłów, gdy zapisuje się coś niedosłownego, jest błędne.
1610:  Czego w takim razie używać zamiast tego?
1612:  Jakiegokolwiek innego rodzaju podkreślenia.
1614:  Można rozstrzelić, można zrobić kursywę, można w nawiasie napisać, nie wiem, wykrzyknik, coś takiego.
1621:  Bo cudzysłów, przynajmniej u mnie zawsze, wywołuje taką instynktowną reakcję, okej, to ktoś inny powiedział, gdzie jest przypis?
1627:  Bardzo mnie też złości to, że w czasopismach i zwłaszcza w prasie bieżącej, jeżeli są cytaty z kogoś, nigdy nie ma odesłania.
1634:  Dlaczego nie ma odesłania?
1635:  Jak ja mam stwierdzić potem, czy wybitny portal, w którym piszą wyłącznie światli dziennikarze, jak w polityce.pl, kłamie czy nie, skoro nie ma tam żadnego odwołania?
1644:  Bardzo często nie ma nawet źródła, bo często portale są zobowiązane do tego, żeby pisać źródło, państwowa agencja prasowa na przykład, a w niektórych tego nie ma.
1652:  No i ta kultura braku cytowania jest zła i dlatego ja staram się promować myślenie o tym, że cudzysłów jednak powinno się głównie dawać tam, gdzie jest cytat.
1661:  A ja skrytykowałem to akurat w podręczniku Roszkowskiego, dlatego że on miał, wiecie, taką manierę już jak doktor Evil.
1667:  Za każdym razem robił ten cytat.
1671:  Każde słowo, tam jeden akapit, były sześć takich ironicznych cudzysłowów.
1675:  Koszmar absolutny.
1676:  Nie lubię tego, bardzo to pretensjonalnie wygląda.
1680:  Czy Diablo Immortal na PC nie jest portem z mobilki?
1682:  Nie tak do końca w zasadzie, nie tak do końca.
1686:  Paszteśnik, dzięki serdeczne za wsparcie od dwóch miesięcy i użycie trzykrotne najrzadziej używanej emoji Sherlocka.
1693:  Jaka szkoła wiedźmińska jest moją ulubioną?
1695:  Tradycyjnie szkoła Gryfa, zawsze, bo z uwagi na to, że tam jest najwięcej magów.
1699:  Wawindaji pyta, skoro lubię książki Sandersona, to która jest moją ulubioną?
1708:  Archiwum Burzowego Światła, chyba najbardziej i to całość, ale specjalne wyróżnienie będzie dla Stalowego Serca, która jest powieścią młodzieżową Sandersona i jest bardzo dobrą powieścią młodzieżową.
1720:  Trowon prosi o obalenie nad Niemnem Orzeszkowej na egzaminie.
1725:  Jeżeli chcesz fachową uwagę, to w Nadniemnym jest zaburzona równowaga formy podawczej opisu i formy podawczej opowiadania.
1734:  Forma podawcza opowiadania to jest tam, gdzie są dialogi, forma podawcza opisu to jest tam, gdzie jest większa interwencja narratora heterodiegetycznego, czyli takiego, który pozostaje poza światem diegetycznym.
1745:  Diegesis to jest opowiadanie.
1748:  Trudne, wiem, ale opis jest potrzebny do tego, żeby pokazać to, czego nie mogą powiedzieć bohaterowie w dialogu, w opowiadaniu i u Orzeszkowej jest to zaburzone z bardzo dużą niekorzyścią dla lektury.
1762:  W efekcie bardziej ta książka jest opisem niż dynamiczną fabułą.
1767:  Te terminy, to znaczy forma podawcza opisu i opowiadania pochodzą z prac Stefani Skwarczyńskiej, którą nazywaliśmy zgłośliwie na studiach Skwierczyńską z uwagi na to, że mózg skwierczał, jak ją czytaliśmy.
1781:  Jak zresztą widać po tej mojej krótkiej... Ale hej, prosiłeś o coś, co pomoże w obaleniu tego, to tak, to tego rodzaju święte pomniki z Espirzu obala się niestety za pośrednictwem no przynajmniej diamentowego dłuta, więc musi się taka analiza jeżyć od uczonych słów.
1800:  Polecajka od Pietrka, który rysuje.
1802:  Odkryłem ostatnio taki świeży kanał na YouTube, Bunkier Nauki, Dawid z Naukowego Bełkotu, z bardzo rzetelnym prowadzącym, poruszają bardzo ciekawe tematy, polecam serdecznie.
1810:  Bardzo się cieszę, że to napisałeś, bo mnie nie wypada.
1812:  Też polecam wam Bunkier Nauki, możemy nawet tam w którymś momencie wpaść, jeżeli będziecie mieli cierpliwość do tego.
1820:  Znaczy nie, nie będziemy tam nic oglądać, ja po prostu wam pokażę, żeby się to utrwaliło na wizji.
1825:  Czy będzie odcinek o tym, kiedy nie dyskutować?
1828:  Bardzo możliwe, że już w czerwcu.
1830:  Bardzo możliwe.
1831:  Chociaż kusi mnie też, żeby w czerwcu zrobić odcinek, którego jeszcze nie zapowiadałem, a do którego mnie trochę striggerował ten koszmarny podręcznik Roszkowskiego, ale tu nie zdradzam.
