🔴 Czy ślepej wierze dobrze patrzy z oczu? | LIVE #24
🔗 https://www.youtube.com/watch?v=BeWcWaRmQ3M

140:  Dzięki za oglądanie!
662:  To jest książka samotnie, która niestety została mi pożyczona ode mnie przez kogoś i nie wiem przez kogo.
668:  I w książce samotnie jest opisana na kilku planach przestrzennych fabuła.
673:  Na jednym planie przestrzennym macie poszukiwanie rękopisu Feluesa Crafta przez profesora, który stwierdził, że
678:  Pieprzy uniwersytetem i wyjeżdża w Bieszczady.
681:  Ciekawe jestem, czy mnie to kiedyś czeka.
683:  Mam nadzieję nie, mam nadzieję, że nie, ale w każdym razie on już miał dość systemu, dość punkcików, dość wszystkiego i stwierdził, że idzie na poszukiwanie rękopisów, a ponieważ był profesorem w Stanach, to mógł mieć oszczędności, które mu na to pozwalały.
696:  W każdym razie wyruszył w Stany Zjednoczone i mamy jeszcze drugi czasoprzestrzenny, na którym jest Giordano Bruno.
702:  I Giordano Bruno właśnie tam konstruuje swój pałac pamięci w katedrze, co nawiasem mówiąc jest też zgodne z przesłankami historycznymi.
709:  Polegało to mniej więcej na tym, że na przykład wiedzę dotyczącą astronomii, czy nieba, czy wszystkiego, co jest związane nawet metaforycznie z tym, lokujecie sobie w na przykład wieży kościoła Giordano Bruno z racji tego, kim był, to dla niego to był dość taki intuicyjny budynek, nazwijmy to, a w naszym wariancie Pałac Pamięci jest lepiej zbudować w jakiejś przestrzeni, którą my dobrze znamy.
729:  Czyli gdybym ja budował Pałac Pamięci, to starałbym się to zrobić w tej przestrzeni, w której najwięcej przebywam, ale
735:  Kto wie, czy kiedyś, jak będziemy mieli lepszą wirtualną rzeczywistość, nie będziemy mogli sobie tego wymodelować w przestrzeni cyfrowej.
740:  To byłoby dopiero ciekawe.
741:  O ile wiem, nie było żadnych sensownych jeszcze badań na ten temat.
744:  Kiedyś jedna z moich magistrantek robiła pracę o pałacach pamięci, więc też podszkoliłem się z tego, jeżeli chodzi o nowsze badania.
751:  Nie było jeszcze takich, które dotyczyłyby przestrzeni w 100% wirtualnych, bo to byłoby bardzo ciekawe.
756:  I z tym się jeszcze nikt nie zdołał w żaden sposób zaznajomić na taką skalę.
760:  Także dlatego, że sztuczna inteligencja i wirtualna rzeczywistość nie są jeszcze tak rozwinięte.
766:  Tak, na Pyrkonie będą bilety na mój program.
768:  Czy poza biletem na konwent to wystarczy?
770:  Z tego co pamiętam, są jeszcze wejściówki niestety na te punkty na Dniach Fantastyki.
773:  Ślimak, dzięki za wsparcie od trzech miesięcy.
775:  Czy kojarzę Tomka Zielińskiego?
777:  Nie kojarzę Tomka Zielińskiego, ale piszecie, że dobry gość na live.
780:  Zostanie to zresearchowane, moi drodzy.
782:  Mam nadzieję przynajmniej.
785:  Fantores, dzięki za wsparcie i dołączenie do grona wspierających.
787:  Scena, bo widzimy Netflixa cały czas.
789:  Macie rację, że widzicie Netflixa.
793:  Ostatnio nadrobiłem sobie, pisze Michał Rybarczyk, scenę o Wiedźminie podczas czytania.
796:  Przez przypadek pominąłem Wieżę Jaskółki, przeczytałem już całą Panią Jeziora.
799:  Czy powinienem nadrobić Wieżę Jaskółki?
800:  Tak, Wieża Jaskółki jest moim zdaniem lepsza od Pani Jeziora.
803:  Więc tym bardziej.
804:  Czy słyszałem o drugiej części hitu?
805:  Tak.
806:  Nawet prawdopodobnie zabrojorę na ten temat jakieś stanowisko, zajmę stanowisko jakieś, zobaczymy co będzie.
813:  Szczerze wam powiem, że zacząłem to nawet czytać i jestem po prostu zniesmaczony i zdegustowany chyba na razie w większym stopniu.
821:  Nie jest wściekły, a żeby nagrać dla każdego coś przykrego, muszę być dostatecznie wściekły.
826:  Największy problem z drugą częścią hitu jest taki, że to jest już moment, w którym zbliżamy się do poziomu księdza, znaczy nie księdza Zięby, ale w zasadzie to jest ksiądz Zięba, upowiedzmy sobie szczerze.
837:  Wiecie, tego Zięby od tych alternatywnych metod leczenia, konkretnie tego samego, Jerzego Zięby, o którym naukowy bełkot, myślę, że to uda mi się znaleźć szybko, Zięba, zrobił kiedyś, no właśnie, kilkugodzinnego live'a.
852:  I do tego zmierzam, moi drodzy, żeby zrobić sensowny debunking tego rodzaju bzdur, trzeba poświęcić 6-7 godzin czasem.
861:  I wiecie, co jest najgorsze?
863:  Osoba, która szerzy fake newsy, która szerzy nieprawdę,
867:  Zrobili to w 5 sekund, nie?
869:  I potem wy, żeby to zdebankować, potrzebujecie przejąć na siebie cały ten ciężar odpowiedzialności i nadrobić wszystko to, czego nie nadrobił autor.
878:  W tym przypadku Zięba, w moim przypadku byłby to niestety Rożkowski, więc prawda jest taka, że nad tym powinien siąść konsylium historyków,
886:  przeorać z gruntu i skompromitować tego człowieka w takim stopniu, żeby nie mógł nigdy już nie zajmować jakichkolwiek stanowisk naukowych, jakichkolwiek wygłaszać tez w mediach, w ogóle być odartym z wszystkich tytułów.
901:  To jest do tego stopnia napisane.
904:  przesiąknięte poglądami politycznymi, ale przede wszystkim bzdurnymi tezami, które są bzdurne z perspektywy nawet takiego laika, który się średnio orientuje w zakresie historii najnowszej, nauki i tak dalej.
916:  Jest to przerażające absolutnie.
918:  W przypadku pierwszego tomu jeszcze można było mówić o tym, że poglądy polityczne i tak dalej, a w tym przypadku to już nie jest kwestia poglądów politycznych, tylko to jest po prostu kwestia świadomego manipulowania faktami.
930:  I zdumiony jestem, że o tym jest tak mało na razie materiałów.
934:  Ja widziałem natomiast na kanale ORB, to ja od razu uwagę mam... Dobrze mówię?
937:  ORB?
939:  Żebym znowu nie przekręcił czegoś.
942:  Chyba tak, chyba tak.
944:  Więc mogę na razie wam polecić, bo sam oglądałem.
948:  Przeczytaliśmy cały hit 2, to jest dramat.
950:  Potwierdzam, to jest dramat.
951:  W 40 minut się ledwie uwinął.
954:  Natomiast ja będę do tego starał się podejść od strony mniej politycznej.
957:  Dzięki za trybut, Konradzie.
959:  Krzysztof, czy słyszałeś o dewach krytykujących Baldur's Gate?
961:  Wiedziałem, że to wyjdzie.
962:  Jeszcze nazywają grę anomalią i sugerują, że nie powinna być ona wyznacznikiem jakości dla innych gier.
967:  Co o tym myślisz?
968:  Wiesz co, bardzo dobre stanowisko mi mignęło na ten temat u Mistpopa, czyli mistycy z popkulturowy.
973:  Mam nadzieję, że uda mi się znowu też do tego dotrzeć w miarę szybko, żebyście nie czekali.
978:  I myślę sobie, że to, co napisał...
981:  mistycyn kulturowy w odniesieniu właśnie do Baldura jest całkiem słuszne, to znaczy powiedział, że główny problem polega na tym, że no nie ma związków zawodowych w gamedevie, tak, i że cała branża gier wideo cały czas siedzi w takiej, takim dolce farniente, to jest takie trochę słodkie, znaczy nie, to jest słodkie nieróbstwo akurat, to trzeba innego użyć sformułowania,
1003:  w takiej ładnej izolacji od rzeczywistości zewnętrznej, bo wiecie, my projektujemy gierki, więc to jest fajne i to jest taka zabawa, to jak przykranczujemy, to nie będzie problem, no będzie problem, tak?
1015:  Jeżeli nie ma standardów pracy zachowanych, sensownych, no to będą tego rodzaju patologie i potem mamy nagle Larian Studios, o którym słusznie swoją drogą mistycyzm mówi, że on jest w pewnym sensie anomalią, dlatego że dobrze traktuje pracowników, tak?
1029:  I fajnie byłoby, gdyby wszystkie studia dobrze traktowały pracowników, więc nie żeby były takie sytuacje jak w Blizzardzie na przykład, czy w EA, czy w Ubisoftzie, czy nawet w CD Projekt Red, że docierają do nas potem sygnały, że są jakieś niesamowite patologie.
1043:  Jason Schreier, swoją drogą, też o tym pisał, żeby znowu nie być gołosłownym.
1048:  w swojej książce o grach wideo.
1050:  Mam nadzieję, że uda mi się też ją wam pokazać, bo akurat jej nie mam na półce.
1055:  I... książka Jason Schreier.
1059:  To był Krew, Pot i Piksele.
1061:  Niestety mam to tylko, moi drodzy, w wersji...
1065:  ebuczkowej, nie mam wersji właściwej, krew pod piksele, chwalebne i niepokojące opowieści o tym, jak się robi gry.
1070:  I tutaj był opisany cały proces powstawania Wiedźmina III, więc wiecie, to nie nawet, że Cyberpunka.
1076:  Cyberpunku to później były artykuły na ten temat, więc w tym sensie trochę się zgadzam z devami, że to jest pewna anomalia i aberracja, że tak się dzisiaj nie robi gier,
1085:  ale nie robi się tak gier dlatego, że producenci szaleją niesamowicie i zresztą nie jest to tylko, moi drodzy, ograniczone, strasznie się rozgadałem, bo też bliska mi dziedzina, do CDP-u czy do Larian Studios, ale ostatnio, dosłownie dzisiaj nawet zastanawiałem się, czy wam nie zrobić o tym posta, wyszły duży komunikat od
1103:  Creative Assembly, czyli twórców mojego ukochanego Warhammer Total War, na temat DLC Shadow of Change, które kosztuje wyobraźcie sobie 80 złotych, a wprowadza po prostu jedną postać i parę jednostek.
1114:  I tłumaczą się tym, że no, że teraz jest ta inflacja i że są problemy, a tymczasem całe community bardzo słusznie na reddicie powiedziało,
1121:  że no dobra, ale wy przecież finansujecie z Warhammera 3 Total War inne gry, a całość skupia się, skrupia się w ten sposób na fanach Total War'a Warhammera, ponieważ inne gry nie cieszą się aż taką popularnością.
1135:  I znowu macie kolejny przykład tego, jak studio stara się na poziomie produkcyjnym zarządu cynicznie zarobić na graczach, a równocześnie
1143:  Wszyscy ci, którzy pracują nad Warhammerem 3 akurat, nie mają takiego zespołu, który byłby wystarczający do tego, żeby tak duży tytuł unieść.
1150:  No i wiecie, potem my jako gracze na to patrzymy, widzimy bugi, widzimy problemy i myślimy sobie, no tak, gra jest źle zaprojektowana, devowie zawiedli.
1157:  A tymczasem bardzo często, a nawet powiedziałbym, że w większości przypadków jest tak, że zawodzi fakt, że nie ma sensownego uwzwiązkowienia, nie ma związków zawodowych w gamedevie, nie ma kto w zasadzie ubiegać się tutaj o prawa pracownicze, bo też...
1170:  Zakładam, że sporo osób was słuchających podobnie myśli, no przecież jak się projektuje gierki, to każdy by chciał projektować gierki, no przecież to jest taki cudowny zał, no kto by nie chciał zaprojektować gierki?
1180:  A tymczasem to jest ciężka robota, która jest bardzo niewdzięczna, bo po paru latach też łapiecie się na tym, że gry już nie przynoszą wam przyjemności.
1188:  Ja tego trochę w pewnym sensie doświadczyłem, przez to, że grami się zajmowałem od strony naukowej, to dla mnie odpalanie gry już się było utożsamiane z tym, że no okej, to to nie jest odpoczynek.
1197:  Dopiero streamy dla mnie uratowały gry w wymiarze takim zabawowym, czysto, że potrafię stracić poczucie czasu, jak gram tak, jak to on dziś bywał, jak Krzysztof włączał grę i był nią zachwycony.
1207:  Ojej, ale się rozgadałem.
1209:  Ktoś mi powiedział, że zdanie ojej, ale się rozgadałem jest leitmotivem tych streamów i bez przerwy to powtarzam.
1215:  Jest to prawda.
1216:  Jaki jest sens, pyta Hubert Wiśniewski, wykładu jako formy zajęć, skoro studia służą samodzielnemu.
1221:  o zdobywaniu wiedzy.
1223:  Dlaczego to nie zostanie wyryte złotymi zgłoskami na frontonie każdej uczelni w Polsce?
1228:  No otóż to, dokładnie to, co pisze Hubert.
1231:  Wiecie, na czym polega jeszcze większy absurd?
1233:  Na kierunkach pedagogicznych, w formule wykładowej przekazywana jest wam podająco treść jako przyszłym nauczycielom, ale wiecie, że wykłady to nie są takie skuteczne.
1245:  Nie możecie wykładać, musicie wprowadzać nowoczesne techniki pedagogiczne.
1249:  I wiecie, jako studentki, studenci, osoby studenckie, siedzicie sobie na takim wykładzie i myślicie sobie, no tak,
1257:  No babeczka mówi, że to jest skuteczne, ale ona nam to mówi wykładem.
1264:  Czyli jeżeli będę chcieć realizować podstawę programową, to oczywiście, że zrobimy to wykładowo, nie?
1275:  Nie wiem, jak to się zestroiło z muzyką, aż się boję.
1278:  I jeżeli zrobimy to metodą wykładową, to wtedy skuteczniej to zrealizujemy i szybciej, i efektywniej, i lepiej.
1284:  Więc to jest strasznie złe, że uczelnie się cały czas trzymają wykładów.
1288:  Dla mnie wykład jest do odratowania w formie podcastowej.
1290:  Nieprzypadkowo swoje wykłady studentom nagrywam i później udostępniam.
1293:  Bo podcastu możemy słuchać sobie w tle.
1295:  I to jest fajne, przechodzi nam troszeczkę wiedza przez osmozę, że sobie siedzimy radośnie, gramy sobie w coś,
1301:  a tutaj coś się tam sączy, coś zapamiętamy, coś nas zainteresuje i może właśnie zachęcić do własnych poszukiwań.
1309:  Więc to jest punkt uwaga.
1310:  Większość ludzi, którzy starają się sensownie prowadzić zajęcie na uczelni, idzie w kierunku warsztatowym.
1315:  Zresztą u mnie na Wydziale Humanistycznym są głównie warsztaty, zwłaszcza na socjologii, zwłaszcza na informatyce społecznej.
1323:  No kulturoznawstwie też się zdarzają, ale generalnie chodzi o to, żeby w toku, nie wiem, realizacji jakiegoś projektu, nawet wspólnie, osobno wszystko jedno,
1332:  indukcyjnie dochodzić do wiedzy, a nie dedukcyjne na podstawie wykładu, który jest nam podany jakoś.
1338:  Ile znam języków?
1339:  Pyta Wojciech Franciszek Żurawski.
1340:  Jeden a dobrze, to znaczy angielski, tyle mi było potrzebne i tyle chciałem, ja też nie potrafiłem nigdy się nauczyć całego nowego języka, bo było to dla mnie bardzo konfundujące, zwłaszcza, że chciałem poznać go dobrze na tyle, żeby być w stanie mówić w sposób, który jest zgodny z bohibi, różdebi,
1358:  Idiosynkrazjami, to znaczy pragnieniem mówienia dokładnie tak samo po polsku, jak po angielsku, żeby to było równie wielokrotnie złożone, żebym nagle nie szczekał takimi krótkimi zdaniami, bo strasznie tego nie lubię.
1369:  Nie lubię się zachłystywać kropką i lektorzy języka angielskiego mnie do tego zachęcali, tłumacząc mi to z kłamstwem nawiasem, mówiąc, że język angielski lubi krótkie zdania.
1378:  Nie są takie sytuacje w języku, jak w każdym języku, że krótkie zdania są dobre i żołnierskimi słowy się mówi,
1385:  A czasem są takie obszary, no na przykład w dydaktyce akademickiej, jak będziecie słuchać wykładu na Cambridge, to nie będziecie słyszeli profesora, który mówi, hello students, today we talk, we'll be talking about fun stuff to talk about.
1399:  No nie, tak?
1400:  czy będzie starał się powiedzieć to w jakiś bardziej złożony sposób, więc w zależności od tego, do czego potrzebujecie tego języka, to się szkolicie w tym zakresie.
1408:  Na przykład jest taki certyfikat Business Vantage, który jest potrzebny ludziom w biznesie, w marketingu, z języka angielskiego.
1414:  No i tak samo, jeżeli potrzebujecie jakiegoś innego języka nowożytnego, moim zdaniem wtedy warto, kiedy autentycznie macie pewność, że się wam to do czegoś przyda.
1423:  Kiedyś strasznie zebrałem za to, jak powiedziałem, żartobliwie, że ludzie się powinni uczyć języków programowania różnych,
1430:  nowożytnych i ludzie na mnie wsiedli, że a tu Krzysztof to nie o to chodzi, oprogramowanie to... Ja rozumiem, tak?
1435:  To był żart.
1436:  Chodzi o to, że dzisiaj są troszeczkę inne obszary priorytetowe i akurat naprawdę angielszczyzna mega się przydaje wszędzie, natomiast francuski może być fajnym bonusem na przykład, jeżeli, nie wiem, będziecie tłumaczem, tak?
1448:  Albo jeżeli będziecie się chcieli zajmować projektowaniem gier we Francji, która jest znana z tego, że no tam niechętnie się używa tego angielskiego nawet w środowisku korporacyjnym.
1458:  Szelmutko, a dzięki za trybut na Wieki Wieków Spatrzeń, co myślisz o obecnym poziomie UX-a i spełnieniu standardów w WCAG, jeżeli mnie pamięta, co to było w grach wideo, jeżeli chodzi o, a już wiem, co to jest, Web Content Accessibility Guidelines, ja mam nietolerancję aktonom akronimów.
1474:  Problem z dostępnością w grach, moim zdaniem, coraz częściej jest podnoszony.
1480:  Ostatnio widziałem coś, co mi się strasznie spodobało, a mianowicie filtry arachnofobiczne, które zostały prowadzone między innymi w Hogwarts Legacy oraz w Jedi Survivor.
1489:  W Jedi Survivor koszmarnie to wyszło, ludzie się pytali, co to za dziwny skorpion, dlaczego on jest złożony z samych wielokątów.
1495:  które są ohydne, kanciaste i brzydkie.
1498:  No to był po prostu filtr arachnofobiczny, więc to jest jeden z takich obszarów accessibility, który można wykorzystać.
1504:  Natomiast jeżeli chodzi o obsługę samego interfejsu, no to ja mógłbym mówić godzinami na temat tego, jak bardzo accessibility, czyli ta dostępność dla osób z różnego rodzaju niepełnosprawnościami albo dysfunkcjami, albo po prostu funkcjami poznawczymi, które nie są normatywne, no jak jest im ciężko w grach.
1521:  Bardzo często, na przykład to jest chyba jedna z pierwszych rzeczy, która została wdrożona, to znaczy opcje w interfejsie dotyczące zmiany kolorów pod daltonistów itd.
1532:  To zostało wcześniej wdrożone, ale na przykład jeżeli chodzi o wspomaganie kontrolerów, które nie są standardowe,
1538:  no to zapomnijcie o tym absolutnie.
1539:  I strasznie mnie złości takie podejście części graczy, że no jeżeli się nie da grać na jakimś kontrolerze, to się naucz innego.
1546:  Ja zawsze mówię, no tak, no to jest wszystko fajne, jeżeli rozmawiacie z osobą, która jest normatywna, standardowa, przeciętna.
1552:  Ale jeżeli jest ktoś, kto ma jakiekolwiek ponadprzeciętne potrzeby, no to dlaczego zapłaciwszy pełną cenę za produkt, nie może się tym produktem cieszyć?
1561:  To jest dziwne, prawda?
1563:  Ostatecznie, jeżeli ktoś jest na przykład niedowidzący, to może korzystać z aplikacji w telefonie, ponieważ są różnego rodzaju aplikacje, które pomagają czytać ekran.
1571:  Ich współpraca ze środowiskami interfejsowymi w grach jest mocno dyskusyjna.
1576:  Więc myślę, że potrzeba byłoby jakichś sensowniejszych warsztatów w ogóle game devowych na ten temat, bo jak patrzę czasem, jak są projektowane te interfejsy, to można naprawdę zwariować.
1586:  Ja sam czasem mam, zresztą to ludzie witający często na live wiedzą o tym aż za dobrze, ja mam czasem problemy z tym, żeby ogarnąć się w tych interfejsach, bo Cogra to jest inny absolutnie i mam do czynienia z taką zupełnie inną filozofią projektowania tego interfejsu.
1600:  Bardzo ciekawe pytanie, dzięki Ci jeszcze raz za wsparcie.
1603:  Och, czy to jednak nie fake jest z tym, że devowie się spłakali o Baldura, pyta Julia Krawczyk?
1607:  Wiesz co, to na Twitterze wychodziło, przepraszam na seksie, znaczy przepraszam na iksie i tam ten wątek się cały czas tworzył i potem media to podchwyciły i oczywiście wiecie, jest jak to się kończy, jak media coś podchwycą.
