🔴 Megan, gdzie jesteś? | DEUS EX: HUMAN REVOLUTION Livestream #6
🔗 https://www.youtube.com/watch?v=gIsjY5-KZHQ

67:  Dzięki za oglądanie!
651:  Ja miałem szczerze powiedziawszy nadzieję, jak CD Projekt Red zapowiadał, że Cyberpunk 2077 będzie miało wertykalną konstrukcję świata, że zrealizują to, czego nie było technologicznie niemożliwe,
662:  Na poziomie Deus Ex Human Revolution.
664:  Czekajcie, bo jest jakieś pytanie i ja oczywiście teraz nie jestem w stanie go przeczytać, ponieważ było dużo sióstr Pratchett.
671:  Dlaczego mówi się jesteś, ale w zaprzeczeniu jest nagle nie macie?
674:  Skąd zmiana czasownika mieć?
676:  To jest ciekawe pytanie.
677:  Większość tego rodzaju starych czasowników pochodzi z języka, który się nazywał starocerkiewno-słowiański.
685:  I jeśli mnie pamięć nie myli, to jest jeden z nich.
688:  To wynika z odmian nieregularnych, które były w tym języku regularne, ale w miarę jak się zmieniał i wpływał na polszczyznę, integrował się z nią, to było tego coraz mniej.
699:  I dlatego też nam się wydaje to teraz totalnie nielogiczne, a wtedy to było megalogiczne.
703:  O Boże, czad mi się teraz nie wyświetla właściwie.
705:  Krzysztof własnym samochodem?
707:  Przestańcie bluźnić nawet.
709:  Czy widziałem grę, w której się pojawia jamnik?
710:  Far Cry 6 czy inna?
712:  Jest jeszcze taka gra o jamniczku.
715:  ANG pisze, że będziemy musiały nadrobić tę serię.
717:  A tam, a tam!
719:  Tutaj się tylko hakuje i rozmawia w pięknym cyberpunkowym otoczeniu.
724:  Nie ma nic jakiegoś przerażającego fabularnie, prawda, czaty?
729:  O, o, o, Ewa Jędrzejczyk pisze, nie, tylko nie starocerkiewno-słowiański, no właśnie.
736:  No nie jest to język lubiany przez studentów.
738:  Jak tam Genshin?
739:  Genshin super.
741:  Muszę powiedzieć, że dodatek, który wprowadza do Genshina gwinta, coś wspaniałego.
746:  Wiecie co?
747:  Rozpętajmy piekło.
753:  AHAHAHAHA.
753:  AHAHAHAHA.
759:  Czyżby robot przestał działać na korzyść naszych wrogów?
765:  Mam nadzieję, że to jest silny robot.
768:  O, popatrzcie, jak robotuje.
775:  Robot robotuje!
777:  Co za radość.
778:  Ej!
779:  Jak śmiesz we mnie strzelać?
781:  Czekaj, aż cię robot zabije.
786:  Coś nieprawdopodobnego.
791:  Czy został zjedzony już baton energetyczny Cyberblasta?
793:  Niepokoi się Nadia Lewi.
795:  Jeszcze nie, mamy cztery bateryjki, moi drodzy.
797:  To jest coś, czego nie powiedział nikt, kto ma smartfona.
802:  Praca przy streamku u Aśku.
804:  A kiedy nie było pracy przy streamku, Aśku?
809:  Aśku jest najbardziej zapracowaną czatowniczką.
813:  Jak zindoktrynować drużynę harcerską do wiary w wyższość jamników?
817:  Należy im przedstawić jednego jamnika, to wystarczy.
821:  bon edukacyjny.
823:  Wiesz co, SkyAx, wiele razy na ten temat mówiłem i moim zdaniem nie rozwiązuje to problemu.
827:  To znaczy rozumiem argumentację, która za tym stoi, ale dla mnie to jest troszeczkę tak, by dodać jedynkę po obydwu stronach równania, że użyję porównania matematycznego.
835:  To znaczy niewiele to zmienia z problemów, z którymi się mierzymy.
844:  Chciałem użyć programu Ksiądz Robak, bo nasz problem nie polega na finansowaniu edukacji.
850:  Nie jest w ogóle żaden problem.
852:  Argumentacja stojąca za bonem edukacyjnym jest taka, że jeżeli się da ludziom większą swobodę oddolną, to będzie można różne rzeczy zmieniać, tylko jest jeden zasadniczy problem.
861:  Potrzeba wciąż ludzi, którzy będą chcieli tej oddolnej swobody.
864:  A moim zdaniem problemy w edukacji zasadzają się na tym, że około 80% to jest wymyślona statystyka nauczycieli albo nie ma czasu, albo chęci na to, żeby się w ogóle zastanawiać nad jakąkolwiek zmianą.
878:  Więc to jest główny problem.
880:  I nawet jeżeli byśmy wprowadzili możliwość oddolnego kształtowania edukacji, oddolnych zmian, to i tak procent ludzi, którzy będą chcieli to zrobić, będzie tak samo niski, jak jest w tej chwili.
890:  I to jest dla mnie główny kłopot i stąd też cały czas uważam, że nasza misja pierwsza jest edukacyjna, to znaczy, że pierwsza wyedukować pokolenie nauczycieli do myślenia innego na temat edukacji i wtedy, szczerze powiedziawszy, to jaki będziemy mieć system, czy to będzie na zasadzie bonu samorządowego, czy to będzie...
906:  finansowane w centrum czy w 100% prywatne nie będzie miało żadnego znaczenia, chociaż oczywiście ja nie jestem nigdy za 100% prywatizacją edukacji, ponieważ znam zbyt dużo ludzi ze Stanów Zjednoczonych.
916:  Skąd wziąć jamnika?
918:  Z Fundacji Jamniki Niczyje.
919:  Serio mówię, teraz jest... Nie wiem, czy nie zrobimy jeszcze charytatywnego streamu na ich rzecz, bo... Niezależnie od wośpowego, ponieważ zbliża się okres świąteczny i wiecie, to jest okres, w którym zwykle ludzie dostają jakiegoś absolutnego szmergla i kupują dzieciaczkom pod choinki pieski, a potem piesek się znudzi i oddają je do schroniska.
942:  I to jest okropne i strasznie smutne, więc...
945:  Moja sugestia jest taka, żeby adoptować.
952:  Adrian pisze, że skończył Wiedźminia III ze wszystkimi dodatkami.
954:  Narracja super, ale walka z Detlefem, brak możliwości zapisu między scenkami, których nie można ignorować, jest załosna.
960:  Zgadzam się, naklałem się przy tej walce nieprawdopodobnie.
967:  Nie obejrzałem Carnaval Mephisto trailera After Us.
971:  Wiecie co?
973:  Carnaval Mephisto błaga o to od wczoraj, żeby chociaż zobaczyć miniaturkę.
980:  Dobrze.
981:  Więc zobaczymy teraz miniaturkę After Us trailer.
984:  Okej, wygląda rzeczywiście ładnie.
988:  Wiecie co, nawet zobaczymy fragment.
990:  To jest z dedykacją dla kardynała Mephisto, która wczoraj cały dzień o to prosiła i ja byłem gnuśny i nie chciałem.
1005:  Okej, jest nieźle.
1012:  Czy to nie będzie gra w stylu Journey albo Limbo?
1021:  To będzie w stylu Journey.
1024:  Jeszcze była taka jedna gra, bardzo podobna do Journey.
1027:  Zawsze zapominam tytułu.
1031:  A ten, a żeby było śmiesznie, o tej grze pisała licencjat moja, moja dyplomantka kiedyś.
1036:  Dosłownie journey, nie?
1037:  Albo Ni, o, Nir też jest.
1039:  Też, też jest vibe Nirowski.
1041:  Jest jeszcze taka gra Noissan.
1043:  Pisze się Nuisance.
1047:  Widzicie co, to jest coś, co będziemy mogli sobie wypróbować na którymś ze strumyków.
1050:  Bardzo, bardzo ładna rzecz.
1053:  Czy Sowidome oglądałem?
1055:  Nie był oglądany już, a Izabela powinienem?
1059:  Czy powinienem?
1061:  Jakiekolwiek wyzwanie Wiedźminie się nie podoba?
1063:  Nie, moi drodzy, to nie jest...
1066:  Brak możliwości ominięcia cutsceny to nie jest wyzwanie.
1070:  To jest ta sama dyskusja, którą mieliśmy przy grach FromSoftu.
1072:  Walka z interfejsem to nie jest wyzwanie.
1075:  Interfejs ma służyć graczowi, to jest jedyna jego funkcja.
1079:  Wyzwanie ma być w postaci strategii, planowania walki, taktyki, gospodarowania zasobami.
1087:  O, to jest wyzwanie.
1088:  Walka z interfejsem to nie jest wyzwanie.
1091:  Ludzie piszą, że powinienem obejrzeć sowi dom.
1093:  Czy w sowim domu jest jamnik?
1097:  Ojej, nie mówcie mi nawet, że After Hours to jest exclusive na PSA.
1102:  To jest bardzo zła wiadomość.
1104:  Czemu wszystko, co dobre, jest exclusivem na PSA?
1114:  Devil Hour na Prime Video, też nie widziałem.
1116:  O czym jest?
1117:  Zawsze będę was pytał, o czym jest.
1119:  Wybuchowa paczka Tonga.
1121:  Z pewnością możesz nauczyć moich chłopaków jakichś trików, Jensen.
1125:  Tongue?
1125:  Jak wybrałeś tę frekwencję?
1127:  Piękny tajemniczny sekret.
1129:  Teraz słuchaj.
1130:  Placujesz ten pakiet w oficie administratora Wang.
1133:  Włoż go na deskę błędników i zmień go.
1136:  Zgadza się?
1136:  Wygląda na to, że robię ci pomogę.
1138:  Jak to mi pomoże?
1140:  Eksplozja powinna powstrzymywać uroczystych.
1142:  Potem wchodzisz w pot kargowy i od razu idziesz.
1146:  Ale tylko jeden strzał.
1148:  Nie wróć, gdy zmień to.
1150:  Czekajcie, czekajcie, mówicie jakieś bardzo ważne rzeczy.
1153:  Jak to w tym zwiastunie jest jamnik?
1155:  Co wy mówicie?
1155:  Jak to w tym zwiastunie?
1157:  Gdzie macie jamnika w tym zwiastunie?
1161:  Jezus Maria.
1170:  Rany boskie, to jest jamnik!
1176:  To jest naprawdę jamnik!
1183:  Przecież to jest wspaniałe!
1186:  To jest kiamnik na nieboskłonie!
1190:  Boże drogi!
1193:  Kupuję PS-a dla tej gry!
1195:  Nie ma opcji!
1207:  To jest reszta dzisiejszego streamu, moi drodzy.
1212:  Ja wiem, że mieliśmy grać w Deus Exa, ale... Przepraszam.
1216:  To jest zbyt dobre.
1219:  Dlaczego... Mam nadzieję, że nie będzie walki z jamnikiem.
1224:  Mam nadzieję, że nie będzie walki z jamnikiem.
1228:  Bo tego nie chcę.
1230:  Było warto, było warto, dobrze.
1232:  Obiecuję, że będę słuchać... Zostawiam to na stopklatce.
1236:  Obiecuję, że będę słuchać czaty, jak mówicie, żeby obejrzeć zwiastun na live'ie.
1243:  Dobrze.
1244:  Dobra, to mi zrobiło dzień, nie ukrywam.
1246:  Wiecie, co mi jeszcze robi dzień?
1248:  To, że wszyscy ci strażnicy mają amunicję do pistoletu 10 mm.
1254:  Zawsze mnie bawiło, dlaczego naboje są w milimetrach obliczane.
1257:  Nasz przyjaciel robot!
1260:  Jaaa robot!
1263:  Teraz będziemy jak kot na rumbie.
1266:  Czemu nie mogę na niego wskoczyć?
1267:  O!
1269:  A!
1270:  Czemu nie mogę zostać na robocie?
1273:  Chcę zostać na robocie jak kot na rumbie!
1278:  Tak, to będzie patronus, moi drodzy.
1280:  Absolutnie, to jest nasz patronus.
1281:  Nie ma opcji.
1284:  Tutaj jeszcze na pewno coś można zrobić, moi drodzy, na pewno.
1288:  No są to jakieś sekrety, sekretne sekrety.
1292:  Krzysztof Zagorzały, fan PC.
1294:  Także Krzysztof jak zobaczy jamnika, kupuje PSa.
1296:  Znaczy nie, zabawna sprawa jest taka, że już mam kartę do przechwytywania sygnału z PSa, ponieważ pomyliłem się, jak kupowałem kartę do przechwytywania sygnału z kamery, co jest o tyle zabawne lub mało zabawne,
1316:  że karta do przechwytywania sygnału z PS-a i z dowolnej innej konsoli kosztuje 2500 złotych, które wydałem niepotrzebnie.
1333:  zamiast kupić kartę do przekwytywania sygnału w kamery, która kosztuje półtora tysiąca złotych.
1339:  Więc fajnie, fajnie.
1342:  Filipe, dzięki za trybut.
1343:  Słowo się rzekło, Krzysztof kupuje PSa.
1345:  No tak, bo PS jest już tańszy od tej karty, tak?
1348:  To jest karta do przekwytywania sygnału w 4K, więc będzie wtedy... Znaczy nie, i tak mamy stream w 2K, więc whatever, ale tak, jest opcja.
1358:  Czy mam jakąś waifu z anime?
1361:  Chyba nie, ale mam Genshin'a i mam Genshin'a, to się nie liczy?
1365:  Przecież wszyscy grają w Genshin'a dla waifu, nie oszukujmy się.
1371:  Normalnie są w centymetrach pociski, ale w UK i tak wymiary pocisków są podawane w calach.
1378:  System imperialny to jest jedyna rzecz, która została Brytyjczykom po Wielkim Imperium.
1385:  Nie odbierajmy Brytyjczykom systemu imper... Co się dzieje?
1390:  Dlaczego muszę bez przerwy używać programu Stop Ksiądz Robak?
1393:  Ileż można?
1396:  Tak się bawisz?
1399:  Proszę bardzo.
1401:  Program Stop Ksiądz Robak.
1402:  Kto pomyś... Kto by pomyślał?
1405:  Więc w gęśnię bal oczywiście.
1408:  Bal jest super.
1410:  Zresztą bal mam chyba najlepiej wykokszoną, jeżeli chodzi o obrażenia.
1414:  Za jakieś 150 tysięcy, biorąc pod uwagę to, że Krzysztof wailował tylko przez chwilę, a generalnie grał free to play, no to jest dość duże osiągnięcie wypieprzać mi z tą strzelbą.
1429:  Krzysztof i PlayStation Multiverse of Madness.
1433:  To prawda.
1435:  Znaczy nie no, ja oczywiście podepnę klawiaturę i mysz do tego, nie myszcie sobie.
1442:  No ale Ghost of Tsushima... Dlatego dla mnie wybór między Xboxem a PlayStationem był wyborem z gatunku no-brainer, tak?
1451:  Znaczy oczywiste, że się wybiera PlayStation z uwagi na ekskluzywy.
1459:  Najlepsi są Amerykanie, którzy mówią, że to niemożliwe, żeby przejść na system metryczny, tymczasem Kanada... Znaczy Amerykanie często to mówią, niestety, bo dla Amerykanów wydanie czegokolwiek, jakichkolwiek pieniędzy na jakąkolwiek prospołeczną reformę, to jest absolutnie przerażająca masakra.
1474:  Zresztą przypomnę, że jak Biden próbował znieść kredyty studenckie, to oczywiście Sąd Najwyższy to udupił.
1480:  Ale obrzydlistwo.
1482:  Właśnie nie grałem w Fate New Order Marku, ale oglądałem wszystkie fejty, jakie się dało.
1486:  obejrzeć w sensownej rozdziałce.
1492:  Mirai, film anime z jamnikiem, pisze Weronika.
1495:  Dlaczego ja się dopiero teraz dowiaduję o filmie anime z jamnikiem?
1500:  Popatrzcie, teraz jesteśmy
1515:  Teraz jesteśmy Duffem Vaderem, który mały włos zginąłby z rąk robocika.
1521:  To było bardzo zasmucające.
1524:  Podłączenie klawiatury i myszy do PSA to next level devotion.
1527:  Sprawdziłem, da się to zrobić, żeby było śmieszniej.
1531:  Xbox ma przewagę, jeżeli ktoś nie ma mocnego PC.
1533:  Osobiście powstając z Starego Ziemniaka składam się do zakupu Xboxa.
1536:  A, w sensie, że jest integracja z Windowsem.
1538:  No tak.
1542:  Ależ mi się podoba to oddychanie.
1545:  Powiedział każdy z odmą płucną.
1549:  Mirajną Miraj, Karola Mephisto pisze, że też o tym mówiła.
1552:  Zapomniałem!
1556:  Spoczywa na was nielicha odpowiedzialność, przypominania mi o rzeczach, które zapominam.
1561:  Prędzej czy później, zauważcie, że zapamiętuję, tak jak zapamiętałem zakon Drzewa Pomarańczy.
1566:  Kto jest odkrywcą?
1568:  Kto jest odkrywcą?
1569:  Krzysztof jest odkrywcą.
1572:  Co to jest?
1573:  Gdzie my jesteśmy?
1577:  Aha.
1579:  Aha.
1582:  Aha.
1584:  Aha.
1588:  Pewien stand-uper nabijał się z miar i wałek Stanów Zjednoczonych, twierdził, że są tak dobre, że nawet dealerzy wolą korzystać z gramów i kilogramów.
1595:  To piękne.
1596:  Czy czeka na trzeci sezon Mando?
1598:  Tak.
1598:  Mandalorian to jest zdecydowanie bardziej gwiezdno-wojenna rzecz niż Andor, więc czekam z wytęsknieniem.
1604:  Chociaż na drugi sezon Andora czekam, nie powiem, bo jest duża szansa, że tam będzie więcej tej polityki, która bardzo dobrze w Andorze wyszła.
1612:  Mam nadzieję tylko, że będzie mniej samego Andora.
1617:  Maksymalnie nieinteresująca postać.
1621:  Właśnie nigdy jeszcze tak nie zgadzałem z fandomem, jak przy ocenie Andorra, jako postaci.
1629:  Xbox Series S 1200 plus Game Pass 300 na 3 lata, nie ma niższego progu wejścia, żeby zanurzyć się w grach AAA, pisze Dad Grammer.
1638:  No to tak, to niewątpliwa prawda.
1641:  I też muszę powiedzieć, że kontroler do Xboxa, jak próbowałem, to o wiele bardziej jest dla mnie intuicyjny niż kontroler do PSa.
1649:  Magda M1 ma dzisiaj urodziny.
1652:  11 grudnia, rok temu, zaczął się stream kończący Wiedźmina III.
1655:  Bardzo proszę o wielość jamników dla Magdy M1.
1661:  Wielość, prawdziwą wielość, moi drodzy.
1663:  Urodzinową wielość.
1664:  Ja już idę trzeci raz w tym samym kierunku.
1667:  Przecież to jest niesamowite.
1669:  To jest labirynt zaprojektowany po to, żebym ja zginął.
1676:  Przepadł i nigdy już stąd nie wyszedł.
1680:  Wszystkiego ja mam niczego dla Magdy, a jednak się udało.
1684:  Myślicie, że... Okej.
1688:  Eee... Aha, czyli przyszedłem tutaj w wielkim trudzie tylko po to, żeby znaleźć...
1694:  Fragile!
1695:  Naprawdę!
1697:  Naprawdę!
1702:  To jest... To jest szczyt wszystkiego, moi drodzy.
1711:  Ależ absolutnie błerkaldę.
1712:  Wszyscy niemający jamniczych emoji używają emoji innych zwierząt.
1716:  To jest nasza niepisana umowa.
1717:  Wiecie co?
1718:  Dla... Uuu!
1723:  Coś mi mówi, że skoro tutaj jest prąd, to ktoś nie chce, żebyśmy się tutaj dostali.
1728:  Mówię wam.
1729:  Op!
1733:  Kazuki ma jutro urodziny, a jutro jest poniedziałek, nie mamy streamu, więc jeszcze będę prosił o jamnicze Moji i wszystkiego jamniczego dla Kazukiego.
1741:  Bo do 24 dzisiaj nie dotrwamy na pewno, bo mam niestety... narzucony przez... opiekujących się mną lekarzy limit na...
1752:  Trwanie bez jedzenia.
1754:  Muszę jeść regularnie bardzo.
1757:  A zatem stąd te streamy czterogodzinne.
1761:  Maksimum.
1762:  Kuba N też ma urodziny.
1764:  No to dlaczego nie mówicie?
1766:  Przecież się zajamniczamy na takie okoliczności zawsze.
1769:  Won mi z tą kamerą.
1773:  Dobrze, wprowadzamy kot.
1775:  Star Wars The Acolyte?
1778:  Jestem zainteresowany, biorąc pod uwagę fakt, że jest szans, że będzie tam przedstawiona perspektywa Sithów, a to jest coś, co zawsze cenię.
1790:  Access granted.
1791:  To jest coś, co lubię słyszeć.
1793:  Dobrze, tutaj jest... O, szuflada, moi drodzy, szuflada jest nasza.
1797:  Nie chcę strzałek do pistoletu... Wypieprzać mi ze strzałkami do pistoletu obezwładniającego, a... Nynie.
1808:  To jest piękne, że admin zajmujący się ochroną ma nick secure.
1812:  Skąd Krzysztof ma taką wykokszoną postać?
1814:  Pff, bardzo prosta sprawa.
1816:  Wystarczy wszędzie się włamywać.
1817:  Chaty na początku Deus Exa.
1819:  Krzysztof, dlaczego się włamujesz?
1822:  Tutaj masz kod do drzwi.
1825:  Dlaczego?
1827:  Dlatego, moi drodzy, że na poziomie nawet nie końca gry ja już nie muszę nawet ulepszać postaci.
1835:  Mam dwa punkty praxis.
1837:  Nie ma sensu ich nigdzie dać.
1841:  Jesteśmy zbyt potężni na tym etapie.
1844:  I dwa słoje energetyczne cyberblasta.
1846:  Dobre książki sci-fi, w stylu Dead Space, Callisto, Protocol albo obcego.
1850:  No to szukasz space horror, więc w pierwszej kolejności, bez chwili wahania, dwa nazwiska dla ciebie.
1856:  Po pierwsze...
1860:  Peter Watts, czyli ślepowidzenie i echoprakcja.
1863:  Dwa tomy przefantastyczne, absolutnie.
1872:  Powiedzmy, że to są wampiry w kosmosie, ale to jest bardzo niefortunna charakterystyka.
1876:  Generalnie chodzi o to, że Peter Watts starał się pokazać, jak można byłoby uzasadnić biologicznie i naukowo istnienie takich istot.
1887:  Przefantastyczna sprawa.
1889:  A obok tego Clive Barker.
1893:  To jest pisarz, którego generalnie ci polecam.
1896:  Myślę, że można zacząć od Imaiki.
1898:  Tak, będzie Deus Ex Mankind Divided tuż po tym.
1900:  Po to w sumie gramy w Deus Exa pierwszego, żeby zagrać od razu w drugiego.
1905:  Więc Deus Ex nieprędko zniknie, moi drodzy.
1909:  L4 mi się skończyło, Agnieszko, niestety w piątek i mówię niestety, no bo...
1915:  Badania jeszcze przede mną, kolejne, teraz będą genetyczne, natomiast na szczęście mam wszystkie zajęcia teraz zdalnie, więc jeszcze raz mogę się tylko cieszyć, że pracuję w takim miejscu, w jakim pracuję.
1933:  na streamie nie mogę jeść.
1934:  Wiecie co, ja mam mizofonię i też dużo ludzi ma mizofonię i dla mnie jedzenie na przedkamerę jest obrzydliwe strasznie.
1939:  Znaczy ja wiem, że dużo streamerów to robi, ale ja osobiście za każdym razem, jak ktoś jadł na streamie, to stream wyłączałem, bo ja nie byłem w stanie tego wytrzymać, więc mam taką generalną zasadę, że staram się nie robić na streamie rzeczy, które mnie samego denerwują i stąd nigdy tego nie robiłem i nie planuję.
1955:  Wyjątkiem oczywiście były otoniki, dobra kaloria.
1963:  Batonik to co innego, ale wiecie, ja mówię o streamerach, którzy się kuźwa opychają spaghetti, no litości, no naprawdę.
1971:  Nie.
1976:  A możecie mi powiedzieć, jakim cudem mamy wszystkie bateryjki nagle?
1983:  Przecież ja nie zjadłem batonika Cyberblasta.
1986:  Dune'a?
1987:  Kocham i filmową, i książkową Shibito.
1990:  Zresztą filmowej jest moja recenzja.
1992:  Możecie się też spodziewać recenzji Avatara.
1994:  Idę w piątek, a potem jeszcze niezależnie idę ze studentami.
1999:  Oczywiście będę mieć tradycyjną rozmowę, ale Krzysztof, dlaczego idziesz z nami?
2004:  Przecież już byłeś, a ja będę tłumaczył.
2007:  Ech, ja nic nie pamiętam.
2009:  A ludzie mi nigdy do końca nie wierzą, to jest zabawne.
2014:  Marcin właśnie je spaghetti.
2015:  No widzisz, więc nie chciałbyś, nie chciałbyś, żeby ktoś teraz widział, jak jeść to spaghetti.
2020:  Słój proenergetyczny cyberblasta!
2025:  Did I Outcast albo Academy?
2026:  Chyba moi kumple grali kiedyś, ja nie grałem, ale kojarzę dobrze tytuł.
2033:  O, tu jest jeszcze miejsce, które musimy... Uuu... Zdalne są fu... Dalej, dalej jest ta narracja?
2039:  Naprawdę?
2040:  Ja już, ja już miałem wrażenie, że nawet pracodawcy niektórzy się przekonali, że, że to jest spoko.
2045:  Okej, tutaj, tutaj już nic nie ma.
2048:  Sytuacja taktyczna.
2056:  Eee... A!
2061:  Wiecie co?
2064:  Ja chcę przejąć te roboty.
2068:  Ja chcę przejąć te roboty i wiem, co zrobimy.
2071:  Użyjemy naszych ulepszeń.
2076:  O, tak.
2076:  Co?
2076:  Zero praxis!
2080:  Duna z 2000 roku?
