40,000 powodów, by być bratem Cokolwiek | WARHAMMER INQUISITOR Livestream
🔗 https://www.youtube.com/watch?v=zhxjKzYZ2G0

13:  Muzyka Muzyka
780:  Ale koordynacje, które otrzymałem z konklepu Caligarii, w końcu prowadzili mnie do tego niebezpiecznego systemu.
786:  Sygnał pochodzi z błyszczącego monasterium fortressu.
789:  Przez zbyt duże liczby danych przejrzał się warpy, a mój astropat był niemożliwy, by go odczuć.
795:  Osobiście zainteresuję się źródłem tego niebezpiecznego sygnału.
799:  Astropat.
809:  Inquisitorze, to twój kapitan.
811:  Czuję, że nadal próbuję wyświetlić Monastery, ale nie otrzymuję odpowiedzi.
817:  Lhal wygląda niepokojnie.
819:  Myślę, że został po prostu opuszczony, od bardzo dłuższego czasu temu.
824:  A co oczekujecie, że znajdziecie tam?
827:  Coś, co od razu poległo na Inquisicjum.
830:  I wiele pustych drzwi.
830:  Słyszę, że to ekscytujące.
833:  Zastanowiłam twojego pilota, żeby zjechać na hangar.
836:  Wstępuj i czekaj na mój sygnał.
839:  Inquisitorze, system defensywności automatycznej został aktywowany.
852:  Turety cię atakują!
865:  Kapitanie, czy czytacie?
865:  Kapitanie Van Winter, czy mnie słyszycie?
895:  Ciekawe... Komunikacja Box jest zamknięta.
900:  I ja nie mogę użyć mojego telefonu teleporterowego.
903:  Coś musi zniszczyć mój sygnał.
905:  Zrobię wszystko w moim audiologu, jeśli nie wrócę.
910:  Inkwizytor Ringo.
913:  Nowa wejścia.
913:  W trakcie próby dokonywania się w pokoju nieznanej Monasterii Fortressu, mój transport został zniszczony.
922:  Wydawało mi się, że systemy broni automatyczne zostały aktywowane, ale jeszcze nie wiem dlaczego.
928:  Transport został zniszczony, razem z moją urządzeniem.
932:  Mój pilot nie żyje.
932:  Będę śpiewał za niego później.
937:  Jeszcze widziałem... Arcanum pisze, że jest z nami od czasów streamów z Mechanicusa.
942:  Ciekawy jestem, kto jeszcze na czatach był wtedy z nami.
949:  Nowe śledztwo, opuszczony kolos.
951:  Muszę dowiedzieć się jak najwięcej o tej fortecy klasztorze.
953:  Skąd pochodzi?
954:  Czy ktoś w ogóle dowodzi tym opuszczonym kolosem?
956:  Co stało się z tysiącami ludzi, którzy mieszkali na setkach podpogładów?
960:  Jest wiele pytań, ale ufam Imperatorowi i wierzę, że znam odpowiedzi.
962:  Ohoho!
966:  Ho, ho, ho.
967:  Sermowendo.
969:  Mateusz Szumski.
970:  Fantastyczne książki, jakie znaleźć.
972:  Simon.
972:  Matt Peterson.
973:  Urio TV Ville.
974:  Dużo było.
975:  Dużo.
976:  Stalowa świnia nawet.
977:  Proszę, proszę.
978:  Jeszcze mamy drugi quest.
980:  Klatka.
981:  Stoję samotnie na pokładzie hangarowym w fortecy klasztoru.
983:  Teleport oraz mój sygnał są zablokowane.
985:  Automatyczne systemy obrony Martyra zostały włączone.
988:  Już wiecie, czym jest Martyr.
991:  Witamy Julię Z. No Mechanicus jest naprawdę... To jest tak cudowna gra, że nie wiem czy nią kiedyś jeszcze nie zagramy.
998:  Dobrze.
998:  Czy tędy można przejść?
1000:  Musimy znaleźć absolutnie wszystko.
1004:  Dobrze.
1005:  Tradycyjnie sprawdza nas szybko.
1008:  Okej, okej.
1008:  Jest mniej więcej sensownie.
1010:  Obrót kamerą.
1011:  Dobrze, dobrze.
1012:  Uniki.
1014:  W i S to są uniki, ale to są tylko dla zabójczyni.
1017:  Dobrze, my nie gramy zabójczynią.
1020:  To jest jakiś absolutny koszmar, będzie to trzeba zmienić.
1023:  Egzekucja X. I zdolności są pod 1, 2, 3, 4.
1027:  Dobra, czyli jest mniej więcej standardowo.
1032:  W opisie dałem Warhammer zamiast Warhammer.
1034:  Naprawdę?
1035:  Czekajcie, to zmienię.
1037:  Przecież to jest jakiś koszmar absolutny.
1040:  Trzeba to zmienić, bo jak będzie zły hashtag, to niedobrze.
1043:  Dzięki ci serdeczne, Weroniko.
1045:  Zapisałem.
1046:  Muszę się zaktualizować.
1050:  Ciekawe.
1051:  Niezrozumiały serwis został stworzony na męskie zadania, ale mała drona po prostu dla operacji drzwi, wygląda jak niebezpieczne.
1064:  Otwórz drzwi.
1073:  Czy to jest dobra gra do poznania tego uniwersum?
1075:  Myślę, że i ta i Mechanicus na pewno.
1078:  Battleship Gothic Armada wydaje się taką, ale jest bardzo trudny dla graczy, którzy są niezaznajomieni ze strategiami.
1084:  Dawn of War 1 i 2 mogą już dla kogoś być za stare.
1090:  Klasa?
1090:  No oczywiście, że gramy magiem!
1093:  Nie mam zielonego pojęcia, w jaki sposób się dost... W ten sposób się możemy dostać.
1096:  Gramy magusem straszliwym.
1099:  Tomaszu, dziękuję Ci za trybut.
1100:  Teraz zobaczcie sobie tutaj macie postać prawdopodobnie.
1103:  Poziom Inkwizytora.
1104:  I atrybuty, i rzeczy, i atuty.
1107:  Tomasz Maleńczyk, dzięki za atrybuty.
1109:  The job of the writer is to make revolution irresistible.
1113:  Death to all satraps.
1115:  Z Orchamerem40k, pierwszy kontakt jeszcze na Amidze, Space Hulk.
1118:  O Boże, potężny uniwersum, chociaż figurkowo byłem Team Warzone.
1122:  Ja nigdy...
1124:  Jeszcze nie wkręciłem się w figurki warhammerowskie, to znaczy uwielbiam oglądać jak ludzie krają i uwielbiam oglądać sam proces malowania, to znaczy wsiąkam na YouTubie bardzo długo w te filmy o malowaniu miniatur, to są wspaniałe absolutnie.
1137:  Więc dzięki jeszcze raz za trybut.
1138:  Jeżeli chodzi o naszą klasę, to będziemy rozwijać moc oczywiście i psjoniczne skupienie, które tutaj jest psychicznym skupieniem, nie wiem dlaczego.
1148:  Gramy psjonikiem empyrianistą.
1151:  Moralność?
1152:  Nie ma żadnej moralności.
1154:  Czy będzie dawno było na streamach?
1156:  Nie.
1158:  Witamy Palitkę.
1160:  Cześć, cześć.
1161:  Julka też mi przemknęła.
1162:  Witam serdecznie.
1164:  Nareszcie czterdziestka, pisze Kamil Kiewel.
1166:  Dzięki za wsparcie, Kamilu, od siedmiu miesięcy.
1168:  Nowy samouczek.
1169:  Czym jest ten nowy samouczek?
1173:  Okej, środkowe przycisku, dobra.
1185:  Kogitatory w uniwersum Warhammera to są komputery.
1189:  Wszelkie SI, czyli sztuczna inteligencja, zostały bardzo mocno ograniczone w zestawieniu ze starożytnymi czasami Terry, ze względu na walkę z maszynami.
1199:  Jedyna w zasadzie kasta czy frakcja, która zarządza maszynami to Adeptus Mechanicus, to taka frakcja, którą graliśmy w Mechanicusie.
1208:  przez ich monopol na wszystko, mają, powiedzmy, różnego rodzaju przywileje.
1214:  Jednym z tych przywilejów jest to, że mogą sobie czcić swojego omnisjasza i Imperium przymyka na to oko, ponieważ Imperium, każda religia monoteistyczna, z wyjątkiem wiary, która się zaczęła krzewić wbrew woli Imperatora w Imperatora, jest zakazana.
1226:  Dzięki słoneczku krzesa Trybut.
1228:  Jakiego gatunku to jest gra?
1230:  To jest, myślę, że hack and slash najlepsze jest określenie.
1232:  Tak, tak, tak, tak, tak, tak jak Diablo.
1236:  Weryfikacja aktualnego stanu nie zgromadzona odpowiednich danych.
1239:  Działanie pola Gellera zostało zakłócone.
1241:  Pole Gellera to jest to, co, z tego co pamiętam, umożliwia podróże?
1245:  Dobrze pamiętam?
1247:  Tak, tak, tak, dżihad butleriański jak najbardziej, to jest bardzo podobna sprawa.
1252:  Zresztą te zapożyczenia są bardzo częste w Warhamcu.
1257:  Modlitwy techniczne potrzebne w następujących sferach.
1259:  Tutaj macie właśnie ten element związany z adeptus mecanicus.
1263:  Modlitwy to innymi słowy, nie wiem, troubleshooting programistyczny i interwencji wszelakiego autoramentu.
1272:  Prosta sprawa, musimy znajdować kogitatory.
1273:  To umiem zrobić.
1287:  Nowa wersja loga.
1288:  Człowieka wszędzie.
1289:  Zdęcha śmierci.
1290:  Śmierdzące łuczki wciąż czekają na krew.
1320:  Ciała.
1322:  Pierwsze ciała.
1324:  Właśnie.
1325:  Witek Ciach przypomina, że Pola Gellera chronią przed demonami, ponieważ generalnie idea jest taka, że w uniwersum Warhammera podróżujemy przez Osnowę, czyli dosłownie teleportujemy się do piekła, okej?
1336:  W Star Warsach była ta...
1338:  O, o, o!
1339:  Han Solo nadświetna!
1341:  W Star Treku takie pyk, pyk i się teleportujemy.
1344:  W Warhammerze podróżujemy przez piekło!
1349:  Ciężka sprawa.
1350:  Kamilu, dziękuję Ci serdecznie za trybut.
1353:  Ja dziękuję za ponad 7 miechów dobrej rozywki, 40 na zachętę, na więcej 40.
1357:  Czuję się zachęcony.
1359:  Dzięki Ci serdeczne za trybut, dać jeszcze wsparcie i witamy Mateusa de Kujawie na drugim poziomie wspierania, jeśli dobrze widzę.
1365:  To okazja, żeby się zajamniczyć czaty.
1367:  Zajamniczy Ci się czaty, trybutariusze.
1370:  Mamy mnóstwo jamników na podorędziu.
1374:  To słynne zdanie, in the grim dark of the future there is only war, warhammerowskie, jest tak znamienne, że cały gatunek nazywa się, stylistyka przynajmniej, grim dark.
1386:  Czyżbym widział kostur?
1389:  Czyżby brat Jeremiasz miał kostur?
1391:  Tak!
1392:  Co mamy tutaj?
1393:  Źródło?
1394:  Właśnie aura opiekuje o swoich lojalnych obowiązkach.
1400:  Przeklęć mnie za moje słychnie!
1435:  Im wyższy poziom ciepła u osnowy twojego psjonika, tym większe ryzyko, że zrobisz sobie krzywdę.
1448:  Poziom nagromadzenia ciepła osnowy dzieli się na trzy etapy.
1451:  Bezpieczny, zagrożony, niezrównoważony.
1453:  Psionicy na etapie bezpiecznym mogą korzystać ze swoich mocy bez żadnych obaw.
1457:  W stanie zagrożonym istnieje pewne ryzyko wywołania anomalii osnowy.
1461:  Z kolei, gdy poziom nagromadzenia sprawi, że psionik stanie się niezrównoważony, anomalie zaczną pojawiać się bardzo często, a postać będzie otrzymywać obrażenia przy każdym użyciu mocy psionicznej.
1475:  Pięknie, no pięknie.
1476:  Dobrze, gdzie jest indykator tego?
1478:  Aha, wytrzymałość, dobra.
1480:  Osłabienie, pełna ochrona.
1483:  Ciekawe, gdzie ten indykator się znajduje.
1485:  Jeszcze przetestujemy to.
1486:  Co to jest?
1498:  Ciepło osnowy, to jest tutaj.
1503:  Okej, to zadaje nam wrażenia.
1507:  Dlaczego zawsze jest tak, że jak nie mam many na... Nie, nie ma przynajmniej eliksirów many, tak?
1512:  To nie, to będzie mnie zabijać umiejętność magiczna.
1515:  Czekajcie, bo widzę, że jestem trochę za wysoko w stosunku do... O, tak powinno być lepiej.
1524:  Bardzo złośliwy człowiek chciał tylko podziękować za streamy nawet, jeżeli nie ma wśród nich reakcjach, gdyż pomaga ograniczyć te związane z maturami.
1528:  O to chodzi, kochani, żeby było, żeby był eskapizm radosny.
1535:  Manifestacja chaosu.
1536:  Zacznijmy od tej pusty.
1539:  Czuję kontuzję chaosu pustącą się do ścian.
1541:  Czuję strach w powietrzu.
1561:  Ta choroba musi być zniszczona, zanim jest za późno.
1578:  Pytanie od Nadi, czy jak nie znam Deus Exa 1, nie przeszkodzi zagraniu w dwójkę?
1581:  Jeżeli o dwójce mówisz w kontekście Human Revolution, bo niektórzy dwójkę nazywają Mankind Divided, spokojnie.
1588:  Graj sobie, ja zagrałem Human Revolution i to jest mój pierwszy Deus Ex i potem Mankind Divided, bo idealnie.
1594:  Mamy jeszcze kostur pirotechniczny.
1598:  Okej, poważne rzeczy.
1599:  Zestawy uzbrojenia.
1600:  Możemy się przełączać między brońmi TAB-em.
1604:  Przełączenie poskutkuje wyzerowaniem czasu regeneracji wszystkich umiejętności uzbrojenia, a tym samym niektóre ataki będą przez siebie niedostępne.
1609:  Jak?
1611:  Dobrze, super, przetestujmy to w bezpiecznych warunkach.
1615:  Czy ten kostur nam daje coś innego?
1618:  Absolutnie nie.
1622:  Na czym polega różnica między tymi kosturami?
1624:  Gdzie są te kostury?
1625:  Tu jest jeden, kostur pirotechniczny.
1628:  Okej.
1629:  33 punkty obrażeń, 33 punkty obrażeń.
1633:  Absolutnie nie widzę między nimi żadnej różnicy.
1637:  Powiedzmy, że ten jest trochę ładniejszy.
1640:  Oczekujesz niemożliwego?
1642:  Każda gra z uniwersum... Krzysztof Streaming Uniwersum musi mieć rzyganie jednak.
1645:  PROSISZ O NIEMOŻLIWE!
1650:  Hej, czekajcie, ja mo... mo... możemy lepiej.
1653:  Moi drodzy, my możemy lepiej.
1655:  My, my, my możemy lepiej.
1658:  Czy wspomniałem, że możemy lepiej?
1660:  Muszę sobie wreszcie zainwestować w ten soundboard.
1662:  Tak, zdecydowanie tak.
1666:  Bardzo, bardzo bym chciał znaleźć to, czego szukam.
1669:  Znalazłem.
1670:  PROSISZ O NIEMOŻLIWE PR-
1677:  Przedzając pytania, twierdza kiedyś będzie na streamach.
1683:  Nie no, sporo myślę.
1687:  Bardzo dobry voice acting jest w Wiedźminie przecież, naprawdę znakomity.
1695:  Okej, niektórych rzeczy zniszczalnych nie da się zniszczyć.
1703:  Soundboard będzie prawdopodobnie od lipca.
1707:  Kolejny log.
1708:  Znalazłem pomieszczenie zniszczone przez szaleństwo Chaosu.
1712:  Jest tam również świątynia utrzymania technicznego święta, z funkcjonującym kogitatorem.
1725:  Brat Jeremiasz udaje, że umie obsługiwać kogitator.
1729:  Anomalie z systemu obrony.
1731:  Dziennik zdarzenia.
1732:  Marty otworzył ogień do zbliżającego się statku wolnych handlarzy, powodując znaczące zniszczenia oraz śmierć załogi statku.
1738:  Sknały teleportarium są regularnie zakłócane, co blokuje komunikację z Fortecą Klasztorem.
1743:  Po skrupulatnym śledztwie i przesłuchania mogę z całą pewnością stwierdzić, że w incydent nie był zamieszany żaden członek personelu.
1748:  Wieżyczki obronne otwierają ogień bez jakiejkolwiek ingerencji człowieka, a sygnał blokujący wszelkie próby teleportacji jest generowany automatycznie.
1756:  Znalazłem nowe informacje.
1758:  Jest w pobliżu niebezpieczny kogitator, gdzie mogę wyłączyć sygnały.
1782:  Nie ma gorszej gry w mojej hierarchii.
1784:  Nie.
1784:  Okropność.
1785:  Witamy Alicję Pilitowską, która jest przekonana, że doświadczymy w tej grze rzygania.
1809:  Niedobrze.
1811:  Niedobrze, niedobrze.
1812:  Czy granie w Elden Ringa, jeżeli się nie grało w żadnego Dark Soulsa, nie znając tego uniwersum, ma sens?
1816:  Tak, nie znałem tego uniwersum, bawiłem się świetnie.
1818:  Co więcej, na pewno jak wyjdzie DLC, odpalimy sobie nową grę plus, o ile wcześniej nie będę miał ochoty.
1825:  Co tu się stało?
1827:  Okej, to wygląda bardzo niedobrze.
1829:  Oczyśćmy ten teren.
1831:  Oczyśćmy.
1832:  Heretyckie świeczniki.
1837:  Otwórz drzwi.
1837:  Jest teraz na ścianach.
1838:  Wszędzie.
1839:  Taśmą.
1839:  W... maszynach.
1839:  O tak, Emperor!
1840:  Co to za biedna zabawna?
1866:  W ogóle Neo Core Games robiło jedne z moich najulubieńszych gier.
1873:  The Incredible Adventures of Van Helsing to jest też świetny hack and slash, tak samo jak późniejszy Death Trap, który jest połączeniem hack and slasha i tower defensa.
1883:  Okej.
1891:  O nie!
1891:  Oni strzelają!
1892:  Foul heretics!
1892:  Let my powers cleanse you from your sins!
1893:  Such a fine... Mwaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1923:  Znalazłem rakietę.
1924:  To samolot używany przez Spacemanów.
1925:  Co oni tu robią?
1955:  Jaka dobra herbatka.
1957:  Niszczenie elementów otoczenia.
1958:  Gdzie wiem niszczyć elementy otoczenia?
1967:  Okej, dzieją się tu dziwne rzeczy.
1969:  Przytrzymanie spacji sprawia, że... Popatrzcie, przytrzymanie spacji sprawia, że w takim miejscu, że brat Jeremiasz wygląda jak idiota.
1978:  Diablo 4 będzie ogrywane?
1979:  Na pewno.
1980:  Tak samo Space Marines 2 chcę ograć, jak tylko wyjdzie.
1984:  W Space Marines 2 zagramy na takiej zasadzie jak w Eldena, to znaczy tuż po premierze.
1988:  Jak tylko oczywiście zostanie wszystko naprawione, bo ile musiałem czekać, aż Elden Ring stanie się grywalny.
1993:  To było tak denerwujące.
1997:  W końcu.
1997:  To jest kodytaż, który zmieści jamer.
1998:  Nie mogłem wyłączyć zamkniętego jamera, ale wolność powinna teraz być w porządku.
2007:  Kapitanie Van Winter, czy mnie słyszycie?
2016:  Ten Ragna wygląda jak była z rodu von Karsztajn.
2042:  Co nie tak było z Eldenem?
2042:  Na początku optymalizacja siadała.
2044:  Było bardzo dużo bugów.
2045:  Więc ja czekałem, aż gra zostanie naprawiona.
2047:  Dostaliśmy prezent od Imperatora.
2049:  Wirus memetyczny.
2053:  Osiągnięto nowy poziom.
2054:  Bardzo dobrze.
2055:  Bardzo dobrze.
2056:  Nie mam zielonego pojęcia, jak tutaj się awansuje.
2058:  Czyli rozumiem, że możemy sobie wybierać misje.
2061:  Misja kampanii, misja kampanii.
2062:  Misja pierwsza, misja druga.
2063:  Dobrze.
2066:  Dlaczego... Dlaczego nasza postać nazywa się cokolwiek?
2071:  Co?
2074:  Mmm...
2091:  Oj, to są trudne decyzje.
2093:  Osłabienia parapsychiczne, przeniesienie materii.
2095:  Czy jest gdzieś zdolność, która umożliwia nam to, żebyśmy mogli więcej walić mocami z osnowy?
2105:  To jest to, co mnie interesuje głównie.
2107:  Cokolwiek to piękne imię.
2110:  Ilka jest głośniejsza ode mnie?
2112:  Dobra, ściszymy troszeczkę.
2114:  Walka parapsychiczna.
2116:  Pokaz słabości.
2117:  Trafienie krytyczne.
2118:  Oj, oj, oj.
2119:  Tu jest bardzo dużo różnych rzeczy.
2121:  Tu są jeszcze pasy... To są pasywki w ogóle.
2125:  Okej.
2125:  Heroiczne czyny.
2126:  Nie mam zielonego pojęcia, co tutaj się dzieje.
2128:  Wyposażenie.
2129:  Dostaliśmy wirus memetyczny, który zwiększa doświadczenia otrzymywane podczas następnych pięciu misji.
2134:  Oczywiście, że chcę mieć wirus memetyczny.
2136:  Czy muszę... Tak, chcę go użyć.
2139:  Dobrze.
2143:  I gra powiedziała wpisz cokolwiek i Krzysztof pisał.
2149:  Tymczasowa staza.
2151:  Dobrze, moi drodzy.
2152:  Ja jestem za tym.
2154:  Chociaż mam ogromną nadzieję, że nie jest tak.
2159:  Czy ja tutaj zobaczyłem atomówkę?
2162:  Oj, oj, oj.
2166:  Nie, my musimy szkolenie psjoników bojowych.
2169:  To nas interesuje, bo to jest szkolenie snajperskie potomków.
2173:  Czyli to jest zupełnie dla innej, to jest dla klasy Astra Militarum.
2178:  Nas interesuje psjoniczne szkolenie bojowe chyba najbardziej.
2181:  Tak.
2184:  Dobrze.
2185:  Już zaczynam powoli rozumieć, co tutaj się dzieje.
2190:  Zdobywanie tercji energetycznej przy trafieniu.
2192:  Bierzemy to.
2196:  Nasze ogrody zbierają sygnał Vox, nie za daleko od waszej lokacji.
2199:  Transmisuje się to na kanał imperialny.
2200:  Może być ważny.
2201:  Jestem na drodze.
2227:  Sebulba narzeka, że struktura gier, w którym misja bierze się z hubu głównego, strasznie są odpychające.
2231:  A ja wiem.
2233:  Później modyfikacja czarów zmieniają zużycie ciepła.
2235:  To dobra wiadomość, Matt Peterson.
2236:  Bardzo mnie to cieszy.
2238:  To jest po prostu z tego względu, żeby nie trzeba było ładować dużego obszaru naraz.
2241:  Jestem w stanie to zrozumieć.
2243:  Zwłaszcza, że gra wygląda mi od nieba.
2251:  Okej.
2262:  Uuuu, taaaak!
2272:  Ooooooo!
2272:  Piękności!
2276:  Zobaczmy jakiś miecz mocy.
2279:  Ziem zielonego.
2279:  Co to jest?
2281:  Brzepcia przypomina o nachrebaceniu, słusznie.
2285:  Kirigańskie doktryne wsparcia brzmi jak szarża z łopatą zakończona przypierdoleniem komuś w łeb.
2294:  Gra jest dalej głośniej ode mnie?
2295:  Serio?
2298:  Dobra, to jeszcze ją ściszymy.
2300:  Diablo też grałem magiem.
2301:  No ba!
2301:  Mag miał taki genialny laser.
2303:  Chociaż wiadomo, że w Diablo 3 najprościej się grało w ten sposób, że brało się barbarzyńcę, wciskało się prawy pocisk myszy i robiło się wiru-wiru przez całą planszę.
2312:  Koniec.
2313:  Są przefajne czary, bardzo mi się podobają.
2317:  Ja, Imperator.
2317:  Co tam znalazłeś, Inquisitorze?
2320:  Wielkie pokazanie grudności i szaleństwa.
2340:  Śmierć do ciemnych bogów i ich Akolytów, zbierające te deski.
2345:  W innych słowach, jest coś na tym samolocie, co wymaga śmierci ludzkiej.
2349:  Cudowne.
2349:  Te, te... Dobrze, dobrze.
2359:  Wiecie, co można zrobić z tą głośnością?
2361:  Bo to jest coś, co lubię zwykle.
2363:  To znaczy można zrobić tak, żeby muzyka była na maksimum, natomiast efekty dźwiękowe były na jakieś 65%.
2371:  Tak, myślę, że tak będzie najlepiej, bo w hack'n'slashach zwykle tych efektów jest dość dużo.
2384:  FALSE EMPEROR?
2385:  JA CI DAM FALSE EMPEROR!
2391:  Wszyscy zginą.
2392:  Boże, co tu się stało?
2393:  To wygląda jak po ataku ksenomorfów.
2396:  Spoiler alert, to był atak ksenomorfów.
2402:  Yeah!
