🔴 Imperio! | HOGWART'S LEGACY Livestream #6
🔗 https://www.youtube.com/watch?v=FHEwpPpERwM

23:  Muzyka
1772:  Aresto!
1773:  Momentum!
1774:  Szybko, szybko, szybko, szybko, szybko, szybko, szybko, szybko, szybko, szybko.
1777:  Tuptaj Longinio, tuptaj!
1780:  Tup!
1780:  Tup!
1781:  Udało się.
1784:  Rozwiąż tajemnicę Hogwartu?
1791:  Niezidentyfikowany przedmiot na plecy.
1793:  Niech pomyślę, co to może być?
1799:  Czyżby to była peleryna, nie może być.
1800:  Ojej, jaki balkonik super.
1802:  Powiedział każdy starzec w domu opieki.
1811:  Tornisty lub kołczan.
1812:  Wolę już kołczan z dwojga złego.
1820:  Coś jeszcze tutaj jest.
1822:  Coś jeszcze mi tutaj plumka.
1825:  Już widzę, co mi plumka.
1826:  Na dole coś plumka.
1828:  Krzysztof, sprawdź wyzwania.
1829:  Tam jest Wdzianko Blacka?
1832:  Naprawdę?
1835:  Coś jeszcze na szczycie Plumka mówicie.
1838:  Wyzwania.
1839:  Nie zapominam cały czas odbierać rzeczy z wyzwań.
1843:  Ale chyba nie mam żadnych.
1844:  W eksploracji mam coś nowego.
1850:  Dopasowany frag.
1852:  Nie zabrałeś z symbolu domu, pisze Serenox.
1856:  Jak to?
1857:  Gdzie jest niby symbol domu?
1861:  Co wy mówicie do mnie?
1864:  Tu już byliśmy.
1867:  O, na plecach pisze Wiktor jest bagaż doświadczeń.
1871:  To jest piękne.
1873:  Gdzie ja nie zabrałem symbolu domu?
1877:  Eee...
1882:  Cześć kopcy, witamy.
1884:  To nie był balkon, pisze zgonu.
1885:  Moja dziewczyna robi w architekturze minion razem i mówi jak to się nazywa.
1887:  Ja pamiętam, że to jest wykurz, bo to zabawne słowo.
1890:  To jest zabawne słowo, to prawda.
1892:  Skąd się znam?
1897:  Gdzie mi plumkarz?
1907:  No przecież ewidentnie coś u góry plumka.
1914:  Po drugiej stronie?
1916:  Jak ja mam tam niby przejść?
1921:  Za wysoko teraz jest, pięknie.
1928:  Jest krzyneczka, faktycznie.
1932:  Jest krzyneczka.
1935:  Czy teraz już przestanie plumkać?
1938:  Boże, to!
1940:  Dziękuję!
1945:  Mechanizm zegarowy.
1946:  Chociaż poruszające się koła zębate.
1948:  Koła zębate mnie zawsze bawiły, bo to jest takie koło, które chce was zaatakować z zębami i szeroko rozwartą paszczenką.
1956:  Mechanizmów wieży zegarowej odstraszają większość ludzi.
1959:  Dla niektórych zapewniana przez nie prywatność, zaś jest wielce atrakcyjna.
1962:  Ale gdzie był ten symbol domu, bo ja już nie pamiętam i dlaczego ja go nie wziąłem, skoro otwarłem tę rzecz, w której jest symbol domu.
1972:  Masz miejsce z Merlina do odebrania.
1976:  Czemu to się nie odblokowuje automatycznie?
1977:  Przecież to jest tak, to jest tak irytujące.
1982:  Nie.
1984:  4 na 10 mam dopiero.
1987:  Tu są jakieś tajemnice Hogwartu, szaty wyjściowe.
1990:  Wszystko mamy odebrane z eksploracji.
1993:  Nie ma żadnego wykrzyknika.
1996:  Astray, ubolewasz, zaspała na stream.
1998:  Pomyśl sobie Astray, co by było, gdybym ja zaspał na stream.
2002:  To byłby problem faktyczny.
2004:  To jest coś, co zawsze mówię biednym studentom, którzy sterroryzowani przepraszają mnie, że na przykład nie spóźnili się na zajęcia i zawsze im mówię ze zdziwieniem.
2014:  Ja już nie będę umiał zejść, wiecie o tym?
2015:  Nie będę umiał.
2016:  Nie, tego nie mówię studentom.
2018:  Mówię im, że problem byłby prawdziwy, gdybym ja się spóźnił.
2021:  No bo wtedy by się ci odbyły zajęcie na przykład, prawda?
2024:  To byłby kłopot.
2028:  Widzę, że znowu się psuje światło.
2030:  Reveille.
2037:  No co wy mówicie, że nie zabrałem symbolu domu, jak zabrałem?
2041:  Stresujecie mnie.
2043:  Ja dzisiaj nie powinienem mieć stresu, najgorzej byłoby, gdybym zasnął na streamie.
2046:  To prawda.
2047:  Czy w ogóle były takie przypadki, czaty, znacie się na tym albo widzieliście, żeby streamer zaspał na własnym streamie?
2053:  To byłoby super.
2056:  Ja już nie będę umiał wydać... Wiesz, Jesa, ślicznie śmiej, a mnie się to wiele razy zdarzało.
2061:  I to mi się zdarzało nie tylko w grach, ale zdarzało mi się to też w życiu.
2066:  W życiu nawet częściej.
2068:  Były takie przypadki, że ktoś zasnął.
2070:  Snoop Dogg raz nie wyłączył na noc Simeniera, ale Snoop Dogg nie wyłączył dlatego, że Gandzia, nie?
2076:  Więc Snoop Dogg, to, że on w ogóle funkcjonuje, to jest zbieg okoliczności, uważam.
2083:  Julko nie... Po pierwsze, witamy moderatorkę Julkę na czotach.
2086:  Po drugie, Julko, nie wywołuj Ślizgonna z lasu, bo jeszcze nie szkalowaliśmy Gryfindoru, a tak to nam przypomniałaś o tym.
2095:  Drunk streamer pod wpływem alkoholu, aha, no ale dobra, ale mi chodziło o sytuację, kiedy streamer na przykład tak przynudza, że sam zasnął, bo ja widziałem, ja widziałem wykłady, ba, byłem na takim wykładzie, gdzie wykładowca tak potwornie ględził, że zasnął na własnym wykładzie i to było przepiękne, po czym się obudził, ponieważ zachrapał.
2117:  Są z tym przedłużone po 36 godzin i z tym jeszcze zasypiają.
2120:  Czyli to są te, jak to się nazywa?
2122:  Sabaton, tak.
2123:  Czyli maraton z subów na Twitchu.
2126:  Witamy Dominika Kosibe w gronie Trybutariuszy.
2128:  Wy się śmiejecie, a ja na tym wykładzie byłem.
2132:  I to był wykład typu prowadzący sprawdza obecność, więc nie można było sobie powiedzieć, że się nie pójdzie.
2138:  Albo że się pójdzie do domu, bo nie było nigdy gwarancji, że ten złośliwiec nie zacznie sprawdzać pod koniec zajęć.
2145:  Okej.
2150:  U mnie prowadzący zasnął prowadząc pracę niespecjalistyczną.
2153:  Widzicie?
2153:  To się zdarza.
2154:  O!
2156:  Metzeler widział vlogera, który zasnął podczas vloga.
2159:  To jest dobre.
2160:  To jest dobre.
2162:  Jacek79100 podarował wsparcie.
2164:  Któż będzie?
2167:  Któż będzie odbiorcą wsparcia od Jan Nikołaja Jacka?
2171:  Otóż bierny obserwator, moi mili.
2173:  A my musimy wyjść na dziedzinie, żeby znaleźć motylka.
2177:  Nie uważacie, że tu jest dużo krzeseł?
2179:  Tak wygląda każda szkolna sala pod koniec zajęć grupowych.
2186:  Zawsze mnie bawiło to, że jak były zajęcia grupowe, to wszyscy się cieszyli, że będzie bardzo dużo chaosu i będzie można zużyć więcej czasu z nudnej lekcji.
2195:  Nikt nie myślał, o jak fajnie, nauczymy się współpracy grupowej.
2198:  Albo, o rany, jak super, będzie jakiś projekt do zrealizowania wspólny.
2202:  Nie, wszyscy myśleli, fajnie, fajnie, debil nauczyciel nie zauważył,
2207:  że będziemy teraz krzesłami się bawić przez 50 minut.
2211:  Jesioł, dzięki za trybut.
2211:  Mój przyjaciel ma problem z zasypianiem, potrafi zasnąć na stojąco w autobusie, bo w połowie zdania jak coś mówi.
2215:  No ale to jest choroba już, nie?
2217:  Dzięki ci za trybut.
2218:  RainbowUnicorn z kolei też jest JamNikołajem lub JamNikołajką.
2221:  NoOne, GumowaKaczka, TemeraerLawrence, Frejarax, Zgieciu otrzymali od JamNikołaja lub JamNikołajki RainbowUnicorn.
2232:  Wsparcie.
2233:  A ja się cieszę, bo znalazłem motylka.
2235:  Jamnikołaje są na czatach.
2237:  Od razu się robi wesoło.
2239:  Przypominam sobie wtedy, że jeszcze tylko pół roku i będzie znowu zima.
2244:  Tak, to się narkolepsja nazywa.
2246:  Ładne przypomnienie.
2249:  Widzicie?
2250:  A ja znalazłem wszystko, co chciałem znaleźć.
2252:  O, proszę.
2257:  Nie zawsze fascynowała i narkolepsja, i lunatykowanie.
2260:  Nie poznałem nigdy osoby, która by lunatykowała, to jest bardzo poważna rzecz.
2265:  Jak długo spał ten typ na wykładzie?
2267:  Nie buciliśmy go przez 20 minut.
2269:  Hehehehehehe.
2272:  You dare use my own spells against me?
2275:  Ooo.
2279:  Czekajcie, zapomniałem, że nie włączyłem muzyki w Spotify'u i spaprałem.
2286:  Co jest?!
2288:  Won mi z muzyką ze Spotify'a, dziękuję.
2292:  Przepraszam was strasznie.
2293:  Teraz będzie dobrze.
2299:  Tak.
2300:  To jest ten cytat.
2301:  Bardzo go potrzebowałem.
2305:  Muzyka mnie przeraziła zupełnie.
2307:  O!
2309:  Ej, a myśmy tu byli, nie?
2313:  Moi dronc.
2318:  Musimy znaleźć fikusa przed drzwiami.
2321:  Szymon Majewski miał ten problem, jak nagrywali program potrafił zasnąć od tak, więc to był problem, żeby to robić live, ale numer.
2327:  Idź do popotki przed próbą.
2329:  Oj tak, na pewno.
2330:  Ale czekajcie, teraz musimy znaleźć ważną rzecz.
2333:  To znaczy musimy znaleźć fikusa.
2341:  Ej, oni tutaj różne rzeczy grają!
2346:  Ale super!
2348:  Dlaczego tu jest grzejnik?
2356:  Super!
2358:  Medrow pisze, że lunatykował jako dziecko, a ja jako dziecko miewał okropne koszmary.
2361:  Tunel z mięsa i maszyn.
2363:  Jezus Maria, ja podczas nich chodziłem, mówiłem rzeczy, o których nie pamiętam.
2366:  Creepy!
2370:  Ten dyrygent wprawdzie w ogóle nie dyryguje zgodnie z tym metrum, ale co tam.
2376:  To jest chyba trzy czwarte z tego, co słyszę.
2379:  Ale mogę się mylić, to na trzy czwarte byłoby tak, nie?
2381:  Czekajcie.
2383:  Raz, dwa, trzy.
2384:  Raz, dwa, dwa.
2385:  W ten sposób.
2386:  Matfanika też jest Jamnikołajem, Basia Mufi, Juki Sane, Wiktor Bagiński, Rakta, Iskor.
2394:  Witajcie w gronie Jamnikodzierżców.
2399:  To jest... To jest mój ulubiony korytarz.
2401:  W ogóle zauważyliście, że ta gra... O!
2402:  Serpent!
2404:  Zauważyliście, że ta gra jest bardzo muzyczna?
2407:  Może jest to jeden z tych powodów, dla których tak mi się bardzo podoba.
2410:  Ja niesamowicie doceniam muzykę w grach.
2415:  Gdzie jest to, czego szukam?
2417:  Gdzie jest fikus?
2419:  To nie jest fikus.
2420:  Fikus był przy drzwiach.
2422:  Jakiś.
2423:  Tu!
2425:  O!
2426:  I co?
2431:  Gdzie jest to cholerstwo?
2434:  Moi drodzy, nie ma cholerstwa.
2436:  Jest!
2438:  Jest!
2439:  Yukisane, dziękuję ślicznie za obdarowanie jamnikami.
2444:  To dziękuję się jamnikami wyłącznie!
2446:  Bazie Kotki też piszesz jako dziecko lunatykowe, a jedyne co robiła to ubierała się do szkoły, bo tak bardzo się bała spóźnienia.
2457:  Idealna muzyka jako komentarz.
2464:  Dajcie spokój.
2474:  To jest naprawdę straszne.
2481:  Moi drodzy, zebraliśmy już bardzo dużo, bardzo dużo rzeczy.
2486:  Krzysztof docenia muzykę w grach.
2487:  Też Krzysztof cały czas mówi, nie pozwalając czatom na dosłyszenie pięknej melodii, docenienie jej.
2491:  Dobrze.
2522:  Ładna?
2523:  Mam nadzieję.
2524:  W sensie muzyka.
2525:  Nie moja zbliżona morda.
2527:  Absolutnie nie.
2528:  Idziemy, moi drodzy, do komnaty mapy.
2531:  Popraw kamerkę.
2533:  Jak popraw?
2534:  Gdzie popraw?
2536:  Gdzie Krzysztof wpatruje się w duszę?
2545:  Magisia pisze, że miała sporo paraliży sennych z kolei, a była bardzo mała, to jadły ją dinozaury, a potem wychowawczyni z podstawówki się na mnie darła.
2551:  Dlaczego wszystkie wasze historie się kończą w ten sposób?
2554:  Wyjaśnijcie mi.
2555:  Czy dostrzegam pewien trend w tym?
2557:  Mam krzywokamerę?
2558:  To nie jest możliwe.
2561:  A może?
2562:  To ja jestem krzywo, to znaczy ja patrzę w waszą stronę, bo tutaj mam... Muszę wam kiedyś pokazać, jak ten setup wygląda.
2568:  Tutaj mam ekran pionowy, gdzie są czaty.
2571:  Tutaj mam kamerę za tą.
2575:  Chyba, że chodzi o kamerkę w OBS-ie, ale wątpię.
2578:  Czekajcie, ja wiem, co to znaczy mieć nerwice na trend.
2581:  Nie, nie, nie, nie.
2581:  Wszystko jest idealne.
2582:  Chociaż wiecie, z drugiej strony, ja wiem, na czym może polegać problem.
2587:  Ja wiem, na czym może polegać problem, moi drodzy.
2589:  To trzeba zrobić inaczej.
2591:  Mianowicie, tu jest za dużo miejsca o... Teraz jest równo.
2599:  Ja już rozumiem, moi drodzy.
2601:  Ja już rozumiem.
2604:  Jamnika na kamerze nie widać, bo widać tylko na tym ujęciu, moi drodzy.
