🔴 Smoku, jesteś martwy | DARK SOULS II Livestream #6
🔗 https://www.youtube.com/watch?v=OJ10wHuhmdA

271:  KONIEC
715:  Cieszę się, że widzieliście już.
717:  Naprawdę, naprawdę dobra robota, dobra robota.
720:  Strasznie się cieszę, że Filip podejmuje takie tematy.
724:  A zresztą, no nie chcę nic mówić, moi drodzy, ale jednak to powiem.
728:  Ma 8 tysięcy wyświetleń, a...
732:  Boomerska Manosfera Ustanowskiego ma milion dwieście.
734:  Znaczy... No po prostu takie są realia.
740:  A więc w takich realiach każde wsparcie jest ważne.
743:  O!
744:  Gin!
747:  Żyjątko!
751:  Co to jest za żyjątko?
756:  Czemu ja... Czemu... Czemu ja tego nie dostałem?
763:  Miałem propozycję odpłaka na 0, znaczy propozycję, żebym robił to samo, co robię w tej chwili, tylko że nie pod swoim nazwiskiem, za większe pieniądze i bez takiej kontroli, jaką mam w tej chwili.
776:  To nie brzmi jak dobra propozycja biznesowa, w życiu bym czegoś takiego nie przyjął.
785:  Tu nie będzie mimika, prawda?
790:  Nie będzie mimika.
791:  Ja nie rozumiem, dlaczego ludzie się w ten sposób angażują, że tracą część kontroli kreatywnej, bo nie oszukujmy się, to jest utrata części kontroli kreatywnej.
800:  Robaki z Tytanitem są niebieskie?
802:  Aaa, okej.
804:  A co jest tutaj?
805:  Tu są lustra, zobaczcie, to są takie lustra,
811:  To są takie lustra... On już kiedyś wyskoczył stąd, prawda?
814:  Czy ja się mylę, czy ja się nie mylę?
816:  To są takie lustra jak w przypadku lustrzanego rycerza-snycerza, moi drodzy.
826:  Jeszcze typ ma dzidę.
831:  Mimików jest więcej w DLC.
832:  W DLC wszystkiego pewnie będzie więcej.
835:  Ale musimy, moi drodzy, znaleźć te klucze do DLC.
837:  Wieści z dzisiaj.
838:  W drugim sezonie Persiego będzie Ricka z Zeus'a.
841:  No tak, no musi być, ponieważ aktor grający, Lance Riddick, dobrze pamiętam, niestety nie żyje.
848:  To znakomity aktor.
851:  O Boże, ich jest więcej.
854:  Na to nie byłem przygotowany.
860:  To jest Havel.
866:  Ooo, jak walnął!
875:  No.
876:  Teraz mnie zabiją, jak słowo daję.
887:  No tak, teraz mnie zabiją.
892:  Albo nie.
897:  Dobra.
898:  Podstawa, moi drodzy, to dobry rol.
901:  To Krzysztof, który się nauczył robić je wczoraj.
906:  Herbert George Wells, czy można go śmiało nazwać ojcem science fiction?
910:  Ciężko powiedzieć, wiesz, bo przed Wellsem też pisywano utwory, które bywały tak klasyfikowane, ale myślę, że jeden z ojców science fiction na pewno.
916:  Ja bardzo lubię Wojnę Światów i lubię również Niewidzialnego Człowieka oraz...
921:  Wyspę doktora, no nie wiem, wyspę doktora Mara, sporo tego dobrych, sporo dobra napisał Herbert George Wells, no.
927:  Wszystkim cudownym czcicielom jamników, podpalony otwarte Pandalfa.
931:  Proszę, jakie wspaniałe.
932:  Czy odpaliłeś wszystkie paleniska w Rynsztoku?
933:  Tam można zdobyć po odnalezieniu super przedmiot przydatny jednym DLC-ku.
936:  Tak, Ewo.
937:  Ale ważny jest ten kluczyk.
940:  1440p na YouTubie jest ograniczony bitrate do 30 megabitów na sekundę?
945:  Aha.
946:  Fajnie.
947:  Dla Steamów 4K 60, maksymalny bitrate to 40 megabitów na sekundę?
951:  To jest bardzo dziwne.
953:  40 megabitów na sekundę to mamy w tej chwili.
955:  O. Już widzę te 4K na YouTubie, jak serwery na YouTubie potrafią się wyjebać na 1080p.
960:  No, to jest inna inszość, moi drodzy.
963:  Co tutaj, co ja słyszę?
964:  Ja słyszę cały czas jakiś grzechot, jakiś gulgot.
969:  Och, no właśnie, Gilles Verne też bywa traktowany jako ojciec science fiction.
973:  Uwielbiam Juliusza.
974:  Przeczytałem wszystkie książki Verne'a praktycznie.
978:  Miałem taki moment, że czytałem bardzo dużo Gilles'a Verne'a, Alfreda Szklarskiego, Curwooda, Jacka Londona.
988:  Czy lepiej obejrzeć Root Smoka, czy przeczytać książkową wersję?
990:  Why not both?
991:  Ale wpierw bym obejrzał, bo czemu by nie?
994:  Są duże różnice, wiesz, między jednym a drugim.
996:  Root Smoka książkowy jest bardziej jak kronika historyczna złożona z wielu różnych perspektyw.
1003:  A Root Smoka serialowy HBO ma więcej punktów stycznych z serialową Grołotron.
1010:  No i zastanawiam się cały czas, moi drodzy, czy...
1013:  Odblokować sobie tego hipcia tutaj, żebyśmy mieli łatwiejsze dojście.
1017:  Czy to jest mądry pomysł?
1018:  Czy to jest niemądry pomysł?
1019:  Ile ja mam tych gałązek?
1020:  Sprawdźmy ile ja mam gałązek.
1026:  Jedną?!
1029:  W życiu tego nie zrobię.
1030:  Jedna gałązka tylko!
1036:  Co za skandal.
1041:  Gest chwalmy słońca jest w drodze do żelaznej strażnicy na poziomie z wiatrakami.
1045:  Okej.
1047:  Czy warto, czy warto tam iść?
1049:  Czy nie warto tam iść?
1050:  Dobrze, co tutaj jest jeszcze?
1052:  Aha, tutaj jest obrzydliwy bazyliszek.
1054:  Wyeliminować.
1072:  Zainspirowany strumykiem pisze B. Pograłem trochę w Frotem v. Unclean i złożyłem Doomstack z abominacji z siedmioma upgradami.
1079:  Cztery armie, żaden problem.
1080:  Absolutnie, absolutnie wspaniałe są te Doomstacki.
1084:  Trzeba mieć do nich troszeczkę pieniędzy, ale jak już się je ma, dajcie spokój.
1090:  Śmieszny bazyliszka, a jaki groźny.
1095:  Na poziomie jest też Enpet, którego mam zabić.
1097:  To jest właśnie ten Galadan.
1099:  Będę go nazywał Galadanem.
1100:  Hehe.
1104:  Doktor Hu, nie śledziłem Winter od czasu, kiedy David Tennant przestał grać, a potem Davida Tennanta znowu wycastowano, a ja już straciłem cały entuzjazm.
1113:  Embers, na którego dostajesz zlecenie zabicia, siedzi w zatrutnym wiatraku, w którym byłeś.
1116:  Czyli musimy wrócić do zatrutego wiatraka z dwóch przynajmniej powodów.
1122:  Dobrze.
1125:  Tak zrobimy.
1127:  Spaczyń, tak, tak.
1129:  Dużo, dużo, dużo spaczynia.
1132:  Yes!
1135:  Yes!
1136:  Tutaj byliśmy.
1138:  Tak, tutaj byliśmy, moi drodzy, zapaliliśmy pochodnie i zebraliśmy rzeczy stąd, okej.
1146:  Dobrze.
1148:  Baśniobór.
1148:  Baśniową bardzo lubię Haasakura.
1150:  Baśniobór to jest w ogóle fantasy, którą się powinno częściej polecać.
1154:  Już bardziej to jest baśniowa fantasy.
1156:  O, użyliśmy jakoś klucza, moi drodzy.
1162:  Ten ptyz jest do zabicia, prawda?
1163:  Tak.
1166:  Czemu to jest takie silne?!
1170:  Co mnie trafiło?
1173:  Czemu to jest takie silne? !
1187:  Za dużo tego.
1188:  Mam za mało zaklęć.
1196:  No czemu nie p... Czemu nie trafiło w niego też?
1200:  Skandal.
1204:  No, tak to ma wyglądać.
1207:  Autentycznie nie trafia.
1209:  O Boże, jestem przy ścianie.
1214:  Zauważyliście, że czasem nie trafiają te zaklęcia, jak on jest za blisko?
1219:  To jest strasznie dziwne.
1224:  To są pracownicy fabryki Czarów ze Szczeka.
1227:  Podobno w tym miejscu w ogóle dokonywano różnego rodzaju eksperymentów genetycznych na ludziach chorych na rzeczoną zarazę, moi drodzy.
1234:  Jamniki wsparcia dla Szymona Wrólewskiego.
1236:  Dzisiaj mija tydzień, od kiedy rzuciłem palenie po sześciu latach i teraz widzę, jak straszny to był nałóg.
1241:  Gratulacje, naprawdę mega serdeczne gratulacje.
1247:  To jest... To jest duże osiągnięcie.
1252:  Czy ja mam problem z czytaniem powieści gotyckiej i innych powieści grozy?
1255:  No, mam, bo z tymi horrorami u mnie zawsze jest ciężko, ale powiem wam, że dobra powieść grozy, czy taki dobry film grozy, to jest spoko.
1266:  Ale wiecie, dla mnie już mocny jest taki, nie wiem, film z Hercule Poirot najnowszy, czyli Duchy Wenecji, tak?
1272:  To już jest dla mnie mocne, więc wiecie, no...
1275:  Tak, tutaj ktoś strzela w nas jakimiś zaklęciami, tylko ja mam prawo używać magii.
1287:  Dobra.
1291:  Kto to, kto to w nas strzelał?
1292:  Skamieniona smocza kość.
1293:  Co mi to da?
1295:  Ten smok w nas strzelał?
1300:  Aaa, nie, nie, nie.
1304:  To jest... To się rusza!
1311:  Czemu mnie nikt nie ostrzegł?
1323:  Au!
1326:  O, no właśnie, gra Masterton jest totalnie nie dla mnie.
1333:  Pytajcie, dużo dostajemy duszyczek za to.
1339:  Tutaj dalej.
1342:  Nieprawdopodobne, że też mają jeszcze tyle wigoru.
1349:  Tu jakieś monstra atakują, nie?
1353:  A oni się dobrze bawią.
1364:  Gin.
1365:  Widzicie, to jest taka typowa walka magów.
1371:  No nie jest przesadnie emocjonująca.
1373:  Dużo kosztuje następny level.
1375:  Strach myśleć, wiecie?
1376:  Ja nawet próbuję się nad tym nie zastanawiać.
1379:  Boże, tu jest następny.
1380:  I tu jest mimik.
1384:  Ale naprawdę, jak on obrywa tylcem, kiedy ma niepodstawioną tarczę, to powinien dostać większe obrażenia, nie uważacie?
1391:  Bo ja tak uważam.
1401:  W Lords of the Rings wygląda lepiej walka magów?
1403:  O Boże, tak.
1403:  Tylko, że używali mało zaklęć.
1407:  No to jest mimik.
1409:  To musi być mimik, no nie ma opcji.
1413:  Jezu, tak!
1415:  A Krzysztof, mimiki będą w Delce?
1428:  W celu, że żółta dostaje większe obrażenia?
1430:  Nie zauważyłem.
1433:  Nowa zawartość ma być dodana do Hogwarts Legacy.
1434:  Niech lepiej naprawią tę grę, okej?
1436:  Żebym mógł ją odpalać, bo na razie... Jezus Maria, to jest Mimik!
1449:  On nie miał... On miał inną skrzynię!
1454:  Tak, mimiki można poznać po zamkach.
1457:  Quot erat demonstrandum, srandum.
1462:  Kłamstwo, łez i wiarołomstwo.
1466:  No nie spodziewałem się dwóch mimików.
1469:  Nikt by się, nikt nie spodziewał się hiszpańskiej inkwizycji, tak?
1473:  Jezus Maria i znowu trzeba ich wszystkich wyeliminować.
1480:  Piernisz się.
1484:  To jest jakiś żart z tym gejzerem dusz.
1486:  Czemu to czasem tak działa?
1489:  Czy on miał zamek?
1491:  Myślałem, że to jest kwestia tego, że jeden kufer jest żelazny, a inny nie.
1501:  No, przenika przez niego, no przecież ja oszaleję po prostu.
1509:  Przenikają przez niego moje zaklęcia, skandal.
1523:  Czym on we mnie rzucił?
1527:  Skandal.
1528:  To była Torfuna Zigiego?
1531:  Ziggy lubi Torfuna.
1536:  Seria o szkole w stylu Skolomance, Wojny Nmakowych, Czarnego Maga czy Skyward?
1541:  Wymieniłeś właśnie wszystkie, które kojarzę.
1545:  Nie, znaczy, jeszcze było parę.
1547:  Crestomanci może, Diana Winnie Jones, ale to jest bardzo stare.
1551:  Typowa walka magów zawsze.
1552:  Magiczny pocisk, unik.
1553:  Magiczny pocisk, unik.
1554:  Magiczny pocisk, magiczna tarcza.
1555:  Tak.
1557:  Geyser dusz ma największy sens na boszach.
1558:  Najlepiej duży, okej.
1559:  No bo zauważyłem, że ten hitbox jest dziwny.
1563:  Okej, tam są nasze duszyczki.
1566:  Przy mimiku, którego tak wyeliminuję.
1571:  Okej.
1585:  Boże, i znowu muszę eliminować tego bazyliszka.
1588:  Znaczy nie bazyliszka, to co ja mówię?
1591:  Gargulca.
1599:  Pa pa.
1600:  O nie, nie pa pa!
1604:  On zieje ogniem!
1607:  Czy byłem kujonem?
1609:  Zależy, jak definiujesz to pojęcie, Mareo.
1612:  Ja uważam, że kujon to jest człowiek, który się uczy wszystkiego bez względu na to, czy jest to mu potrzebne, czy nie.
1618:  I sprawia mu to sporo trudności.
1620:  Mnie nie sprawdzało w ogóle trudności to, żeby uczyć się wszystkiego i mieć ze wszystkiego dobre noty.
1627:  Natomiast tak, byłem tak postrzegany.
1632:  Jak najbardziej.
1633:  Co uważam, swoją drogą, za gigaszkodliwe.
1635:  Znaczy uważam, że to jest tak samo szkodliwe, jak... Wiecie, to są takie podziały na futbolistów i influencerki albo na... w tych klasycznych młodzieżówkach amerykańskich, prawda?
1649:  Tudzież właśnie te podziały na ludzi, którzy się nie uczą, leserów i kujonów.
1655:  Chociaż słowa leser już się chyba nie używa i może dobrze.
1662:  Ale zauważcie, że to są skuteczne podziały, nie?
1666:  To znaczy używamy ich przez całe życie praktycznie potem.
1670:  Szkła idealnie umie dzielić ludzi.
1674:  Dobra, to ja może to wezmę, bo to jest dużo duszyczek.
1678:  I teraz tak, wyeliminujemy tego gnoja wpierw.
1682:  Czy to są wszędzie mimiki, moi drodzy?
1685:  Teraz jest leń.
1685:  Leń był zawsze, nie?
1693:  W tym roku wychodzi nowa część z Archiwum Burzowego Świata.
1695:  Pisze Zornar i Nielitościwy zaiste.
1698:  Cieszę się ogromnie z tego tytułu.
1702:  Słyszeliśmy już o zmianach w szwedzkiej edukacji.
1704:  Przy Bartoszu Sztutamgowskim oczy dzieci w szkole, docela, dołówkę i papiery, więcej papierowych podręczników.
1708:  Niepotwierdzona jest to projekt, nie ustawa, nie weszło jeszcze w 100% i pamiętajmy, że Szwecja względem nas jest eony do przodu, jeżeli chodzi o cyfryzację społeczeństwa, więc w związku z powyższym mogą sobie teraz robić eksperymenty.
1722:  Podam wam dobry przykład.
1723:  To jest troszeczkę tak, jak gracie już bardzo dużo w RP-szki komputerowe, tak?
1728:  Ale tak do imętu.
1730:  I w którymś momencie sobie mówicie z kumplami, aaa, zagralibyśmy w tradycyjnego.
1735:  Bo człowiek w którymś momencie potrzebuje zmiany i potrzebuje takiego powrotu do retro i to jest fajne.
1739:  I cool okazjonalnie.
1741:  Tak samo, jeżeli chodzi o notowanie odręczne itd., ale to nie jest kwiata systemowa, tak?
1746:  Nie wolno tego narzucać systemowo.
1748:  Więc jeżeli Szwecja to zrobi, to będzie to bardzo duży błąd.
1750:  I przykład na to, że nie należy biernie i tempo naśladować wszystkiego, co jest za granicą.
1754:  Przypominam, że testy, które przyszły do nas, przyszły do nas ze Stanów Zjednoczonych.
1758:  One nie były w Polsce.
1768:  Że ja nie znoszę mimików.
1770:  Głównie przez ten dźwięk.
1772:  Jamniki wsparcia w oczekiwaniu na jutrzejsze wyniki.
1775:  Czy dostałem grant studencki potrzebny?
1777:  No one.
1779:  Będzie dobrze.
1780:  A jak nie będzie dobrze, to zyskamy kolejną osobę, która będzie głośno mówiła o tym, jak durne są tego rodzaju wytyczne, jak na przykład chociażby wymogi stypendialne, bo założę się, że...
1792:  oceniane, jest zrzeczony grant punkcikowo, nie chcecie mnie martwić, dobrze.
1796:  No tak, to jest, tu jest kłódka, ja teraz widzę tę kłódkę.
1799:  Ja teraz widzę tę kłódkę.
1803:  Tak?
1806:  Trzy mimiki.
1809:  Trzy mimiki skurczybyki.
1811:  To jeszcze żyje.
1816:  Gra troszeczkę głośniej.
1817:  Dobrze.
1820:  Aaa!
1821:  Wiecie, nie ma tego złego, co by... I nie, inaczej.
1824:  Nie ma tego wszystkiego, co by na moje nie wyszło, bo dzięki temu, że uczyłem się bardzo długo, jak ten mikrofon ogarnąć, to się nauczyłem przy okazji, jak ogarniać dynamika i jest lepszy dźwięk.
1835:  A propos Doomstacka Throat of the Unclean, 7 godzin gier to około 4 godziny save z cummingu.
1840:  Oj tak, ja też to przechodziłem, Barry.
1843:  Nie da rady.
1847:  Dobra, czy ja mogę to pociągnąć, te dźwignie, czy coś się stanie złego?
1854:  Krzysztof nie wie.
1855:  Książki fantasy z dobrym wątkiem romantycznym?
1858:  No to na przykład przywołana Trudy Canavan się w tym specjalizuje jak najbardziej.
1863:  Tam coś jest, tam coś jest, moi drodzy.
1864:  Nie wolno tej dźwigni podzielonej.
1866:  Widzicie, wiedziałem.
1867:  Długi mikrofon pozostanie, Baleburb, ale będzie wykorzystywany inaczej i nie do grania z tego prostego powodu, że za bardzo sprzęgał wtedy, kiedy ja się darłem, a ja nie potrafię się nie drzeć, jak gram.
1882:  A jednak wasz komfort jest najważniejszy na streamie.
1890:  Ale super!
1899:  A tego skąd tu przywiało?
1909:  Jaki ryk i dzik!
1911:  Znaczy dziki ryk!
1912:  He, he, he, he!
1915:  Wandal, prawda?
1919:  Zostaw!
1928:  Przynajmniej nie musimy wracać do tamtego miejsca.
1931:  Widzicie, dlatego właśnie należy... Dlatego właśnie należy i brać wskiz dystansu.
1938:  Zarien pisze, zdolny, leń, niezdiagnozowane ADHD do 40 roku życia.
1942:  Dzięki ci za wsparcie od 16 miesięcy.
1945:  Tak, absolutnie, to była ta pseudo-diagnoza, którą nam wszystkim stawiano, tak, zdolny, leń, absolutnie.
1952:  Niech ja mam soul memory, czym do diabła jest soul memory?
1955:  A, i on tutaj będzie już stał, świetnie, no to po prostu doskonale.
1960:  To zobaczymy teraz, jak jest z tym gejzerem dusz.
1969:  Aaa.
1974:  Co się stało?
1975:  Dlaczego on strzelił w obraz?
1979:  A już widzę dlaczego.
1991:  Nie rusz!
1996:  Zdolny Len, pisze Jakub Kołodko.
1997:  Ile razy w życiu to słyszałem?
2001:  Statystyka postaci z Soul Memory to liczba dusz, jaką wydałeś łącznie na wylevelowanie.
2004:  Naprawdę?
2007:  Okej.
2011:  Informacja o graczu, to jest to?
2013:  Nie wiem, ja tutaj nic nie widzę, nie?
2016:  Nic.
2017:  Jeżeli wy z tego coś widzicie... Wow.
2020:  Status gracza, może tutaj to będzie.
2025:  Nie wiem.
2028:  Ale te stwory są brzydkie, dlatego należy wszystkie annihilować Skymar.
2031:  Wszystkie, bez wyjątku, każdego.
2033:  Wytępić i zniszczyć.
2038:  Tam jest jeszcze Mimik.
2039:  Ciekaw jestem, czy ten Mimik w klatce też coś dropi.
2043:  Co znowu?
2045:  O Boże, o Boże, o Boże, o Boże, oni wyleźli tutaj.
2071:  Nie!
2072:  Co robisz debilu?!
2087:  Rany boskie, niewiele brakowało.
2090:  W prawie głównym rogu było ponad 2 i 3 mili... Gdzie wy to widzicie?!
2096:  A to, no pewnie, wiru wiru, to są dusze.
2105:  Dobra, czy już nic na mnie nie wyskoczy?
2110:  Tam jest jeszcze on, musimy wziąć na nim zemstę.
2114:  Okej, tup, tup, tup, jakieś tup, tup słyszałem.
2117:  Jakiś tup, tup.
2122:  O ty!
2124:  O ty!
2126:  O ty!
2133:  Nie, nie, nie, nie!
2141:  Rany boskie, jak ja się zestresowałem.
2153:  Ty się... Przestań mi oooo... oooo... oooo... bać!
2162:  Jezus, jakie dźwięki.
2164:  Rexkelion pisze, że właśnie Elden Ring ogrywa.
2167:  Zaczynałem grę kilka razy, nie mogłem się zdecydować na klasę.
2169:  Dzięki Tobie ostatecznie zdecydowałem się na Maga.
2171:  No i bardzo dobrze!
2174:  Good!
2182:  Widzicie, tyle mamy leveli, a i tak nie jesteśmy w stanie ich zdjąć na hita, przecież to jest skandal.
2188:  Jesteś żenujący przeciwnicy.
2192:  Dźwignia wypuszcza wszystkie potwory z klatki.
2193:  Ha, ha, ha, ha, ha, ha, ha, ha, ha.
2196:  To dlatego, to dlatego, to dlatego.
2198:  Już rozumiem.
2199:  Możemy tutaj wejść?
2201:  Zamknięte.
2203:  Przyznam, że ten łańcuch coś zdradzał, nie?
2207:  Jaki jest lore hipciów?
2208:  Nie mam zielonego pojęcia.
2211:  Sandhelp pisze tutaj.
2213:  Co tutaj?
2213:  Co tutaj?
2217:  Te drzwi niszczy hipcio?
2229:  Dobra.
2231:  A co jest tutaj na dole?
2239:  Ja wiem, co tutaj jest.
2241:  Myśmy to widzieli przez kraty.
2245:  Tak, tutaj byłem.
2249:  Czyli są dwie opcje, albo te drzwi... Tak.
2262:  Przestań mi wydawać dźwięki i odgłosy!
2267:  Trochę mnie niepokoi to, co tutaj widzę.
2269:  Mam 73 tysiące... Dusz!
2269:  Tos!
2278:  Okej, jest hipcio, jest hipcio.
2282:  Chodź!
2283:  Chodź, panie!
2285:  Chodź!
2286:  No!
2288:  Bądź grzeczny.
2289:  Grzeczny, hipcio!
2291:  Grzeczny!
2295:  Tak, oczywiście.
2305:  No i jak mam zrobić, żeby on zniszczył drzwi?
2319:  Okej.
2320:  Mamy build na charyzmę, moi drodzy, ewidentnie.
2334:  Otóż nie.
2335:  Wystarczyło poprosić, prawda?
2338:  Jest takie wydawnictwo Zysk i Spółka, nie wiedziałem skąd ta nazwa, po czym wszedłem na jej stronę i zobaczyłem ceny książek.
2342:  Tak, ale nieironicznie zupełnie, jest właścicielem tego nazwiska, boże, właścicielem tego wydawnictwa jest człowiek o nazwisku Zysk.
2350:  Więc zgadza się absolutnie.
2352:  Ale Rebis jest jeszcze droższy.
2355:  Ale z drugiej strony Rebis ma znakomite, ale to absolutnie przeznakomite, że, że, że, że, że, że, że rzeczy.
2363:  Uuu.
2370:  Boss jest banalny?
2375:  Widzicie, że to może być trolling.
2380:  To może być trolling.
2386:  Jakie mam zaklęcia?
2387:  Żadnych.
2388:  To jest problem.
2396:  To ja może, to ja, wiecie co, chociaż z drugiej strony są tutaj wszystkie hipcie, więc będę musiał je jeszcze raz pokonywać.
2403:  Wiecie co?
2404:  Zrobimy inaczej.
2405:  Uż zużyjemy przedmiot zużywalny!
2426:  Dobrze.
