🔴 Niedomag na zamku Drangleic | DARK SOULS II Livestream #5
🔗 https://www.youtube.com/watch?v=b1j6vzOcwZI

71:  KONIEC
1028:  Tak.
1030:  Niestety.
1034:  No okej, za daleko.
1037:  Może ten będzie blisko.
1039:  Ciężka strzała dusz.
1041:  Okej, jeszcze raz.
1045:  No już bliżej nie będzie.
1048:  Zadziałało, zadziałało, zadziałało, zadziałało, zadziałało.
1051:  Good.
1053:  Good.
1056:  Oświetlenie.
1059:  Tak.
1062:  O nie, zabiłem go.
1063:  Nie chciałem go zabić.
1067:  Tego też zabiłem.
1068:  Dobrze, na pewno ich tutaj więcej matka ma.
1070:  Na pewno.
1073:  Ej, ale to mi się podoba.
1074:  Widzicie, gra nas nauczyła wcześniej jakiejś mechaniki i teraz jest ona jeszcze raz wykorzystana.
1084:  Dziękuję, Daxos, dziękuję.
1087:  To duży zaszczyt.
1093:  Nie to!
1095:  O Boże, drogi, jak zmarnował.
1099:  Marnujesz moje najlepsze zaklęcia.
1102:  Dawid Gracz, dziękuję za trybut.
1104:  Dawid ma ważny trybut.
1109:  Tej treści.
1112:  a Kawiri jest jeszcze Jan Mikołajem lub Jan Mikołajką, dziękuję najserdeczniej, tiuch, dla ciebie.
1118:  Kto został obdarowany?
1119:  Nadia Lewi, nasza moderatorka, została obdarowana, proszę bardzo.
1123:  No i co teraz?
1124:  Co z tego, że ja to zapaliłem?
1126:  Czy jakiś sekret tutaj się pojawił?
1129:  Ja się zaraz rozindyczę.
1133:  Przepraszam, co to znaczy?
1135:  Ja się tutaj tak natrudziłem, po nic?
1141:  Aha.
1147:  Aha.
1153:  Aha.
1154:  No można i tak.
1165:  Zostaw, nie rusz.
1167:  Nie rusz!
1172:  Zabijaj ich przy drzwiach, żeby się otworzyły.
1177:  Rany boskie, to nie koniec!
1183:  Fajrens pisze, że to katecheta, który gra w gry, ogląda anime, puszcza nam często na YouTube filmy związane z religią, a teraz puścił twój filmik o egzaminie ósmoklasisty z 2022.
1189:  Super sprawa!
1191:  Nie, pozdrów serdecznie, jak masz możliwość.
1193:  Łajtki je z Janem Nikołajem, Tarael otrzymuje wsparcie, Anna, Darth Bigos i Daniel Ratajczak oraz Fajrens właśnie, opowiadający nam historię o katechecie Niuch!
1203:  Moi drodzy.
1204:  Mówicie, że to jest dopiero początek?
1205:  No lubię zamek Drangleic, już wam mogę to powiedzieć.
1208:  Bardzo lubię ten zamek.
1210:  Jest taki piękny i uczciwy.
1213:  Więc muszę przy drzwiach zabijać?
1215:  Tych drzwiach?
1231:  No nie jest dobrze.
1232:  Aha, okej.
1234:  Przy wszystkich tych drzwiach.
1238:  Przecież to jest jakiś żart!
1240:  Ich jest za dużo!
1243:  Czekaj, czekaj, musimy odzyskać przewagę taktyczną.
1247:  Dawid Gracz, Twój trud zawsze jest brany pod uwagę.
1248:  I w ogóle, co się dzieje, że teraz jest opcja polubienia wiadomości i można dać serduszko pod wiadomości?
1253:  Widzicie?
1254:  To są kluczowe, to są kluczowe funkcje YouTube.
1257:  Ja Wam pokażę, proszę bardzo.
1259:  Wy narzekacie, że YouTube się nie zmienia.
1260:  Przepraszam najmocniej.
1263:  Ja teraz mogę polubić komentarz.
1266:  Co więcej, nie tylko ja...
1272:  Wyobrażacie sobie, jakie zmiany cudowne?
1275:  Wspaniałe!
1277:  To tyle prosiliśmy o to!
1278:  Wreszcie!
1279:  Wreszcie YouTube coś robi!
1281:  Znakomicie!
1283:  Świetnie!
1283:  Twitch tego nie ma!
1288:  Jak odblokujesz, wstaną ich strażnicy?
1290:  Świetnie!
1292:  Widzieliście reakcję ludzi na nowego zwycięzcę absurdów statutów, pisze Astrey.
1295:  Mówiło, że nauczyciele kiedyś chodzili po mieście i monitorowali uczniów.
1298:  Nie wiem, czy to brzmi jak dystopia.
1300:  Tak, odwołują się do PRL-u, kiedy nawet specjalnie po to były naszywki na kurtkach z różnych szkół, żeby można było monitorować, którzy uczniowie przestrzegają dystopijnego prawa, a którzy nie.
1313:  Fajnie, prawda?
1315:  Dobra, teraz mamy jednego nadwątlonego.
1319:  Nawet paru mamy.
1320:  Wiem, co zrobię.
1321:  Ja po prostu będę tutaj biegał z samonaprowadzającą materią dusz i ich zabijał w ten sposób.
1328:  Tak, tylko trybuty można polubić.
1330:  Nie myślcie sobie, przepraszam najmocniej, nie myślcie sobie, że można zwykłą wiadomość polubić.
1337:  Którzy to trollowały z tymi lajkami?
1338:  Nie, absolutnie nie.
1340:  Wiadomości wspierające możecie polubić.
1343:  Przecież to jest chore kompletnie.
1346:  Dobra, gdzie mamy najbliżej?
1350:  Tu jakiś typ do nas idzie.
1351:  Wiecie, ci z tarczą mnie niepokoją.
1359:  To znaczy, ich nie będziemy szybko zabijać.
1365:  Więc właśnie.
1370:  Czy potem pokazuje, ile polubień ma trybu?
1372:  Tak, pokazywał.
1373:  Mnie pokazuje.
1374:  Nie wiem, czy wszystkim pokazuje.
1375:  To jest chore.
1377:  Zrobić najpierw te po lewej.
1378:  Znaczy, przede wszystkim chcę wyeliminować wszystkich z tarczami.
1381:  Chociaż oni są głównie z tarczami, to jest problem.
1393:  Raz chciałem tego użyć, raz chciałem tego użyć, to się nie udało.
1399:  Jezus Maria.
1401:  Pierwsze drzwi po prawej, tam jest przejście dalej?
1403:  Okej.
1409:  Wezmę włócznie dusz, pierniczę to.
1412:  Nic to nie da, nic to nie da.
1417:  Okej.
1419:  To było przy drzwiach przecież, co jest?!
1430:  No przecież ja nie sądziłem, że spędzę pierwszą godzinę streamu walcząc z jakimiś randomami tutaj.
1448:  No, teraz było przy drzwiach!
1450:  Tak!
1453:  O!
1455:  Strategia działa.
1458:  W ostatnich drzwiach po lewej jest dziad na wózku, czyli tam musimy iść, ponieważ dziad na wózku to jest mag, moi drodzy, a magowi należy się szacunek.
1466:  Dobra, ja muszę jedną rzecz zmienić, bo przecież ja się rozindyczę i mnie uniewinnią.
1477:  Pro-pro-pro-pro-proszę, pro-proszę.
1482:  Ta-tak.
1486:  Do-do-do-do-dobrze, dobrze, dziękuję.
1492:  Eee, he-he, bekas, typa, dobrze.
1494:  Teraz tak, trzeba uważać, żeby go nie uszkodzić w stu procentach.
1499:  Bo to jest pożyteczny idiota, którego zabijemy pod drzwiami.
1503:  Okej, ten jest nam niepotrzebny, bo jest z tarczą.
1509:  Dziad na wózku to jest profesor Xavier?
1511:  Uwielbiałem profesora Xaviera, był wspaniały.
1514:  Czy YouTube dostaje coś z trybutów?
1515:  Oczywiście, YouTube bierze 30%, z tego co mnie pamięć nie myli.
1519:  Chyba ze wspierania kanału bierze najmniej.
1522:  Więc dlatego, że wspierania kanału są, moi drodzy, wszystkie inwestycje w studiu.
1527:  Na przykład Patronite jest... Patronite jest ustawione.
1530:  Nie wiem, czy wiecie, że ludzie na Patronite'cie nie płacą podatku od tych zarobków, ponieważ mają korzystną interpretację prawną.
1542:  Więc tak, takie buty.
1544:  Dobra, ten ma mało żyćka, więc jego musimy wykorzystać jako miniona do ostatnich drzwi.
1552:  Mieczem byłoby łatwiej.
1553:  Proszę uprzejmie...
1556:  się odjamniczyć.
1557:  Dziękuję.
1560:  Dobrze.
1561:  Czy zostało dwóch?
1568:  Good.
1573:  To jeszcze pod tymi drzwiami.
1581:  Au!
1583:  Przestań!
1584:  Nie rusz!
1587:  Kłód.
1589:  Ale te duszyczki, duszyczki są zasysane, moi drodzy.
1593:  Popatrzcie, udało się wejście odtworzyć.
1595:  Świetnie.
1598:  Tak, tak, Patronite działa na zasadzie darowizn, natomiast wsparcie na YouTubie nie działa na zasadzie darowizn, więc to jest fun fact.
1610:  To przecież nie płacą podatków.
1612:  Im mniej podatków, są marnotrawione przez polityków.
1615:  Wiesz co, nani, nani, powiem ci tak.
1620:  Pozornie, jeżeli się obserwuje zwłaszcza to, co się dzieje na wiejskiej, to jasne.
1623:  Ja osobiście uważam, że za pełnienie mandatu posła nie powinno być pensji, ponieważ to jest funkcja, która jest zaszczytna i tak powinna być postrzegana.
1632:  W związku z powyższym nie.
1635:  Natomiast oczywiście wtedy podnosi się wrzask, że można zdeprawować polityka i go kupić.
1641:  No bo teraz absolutnie do tego nie dochodzi.
1644:  Więc to jest jedna rzecz.
1645:  Natomiast jeżeli chodzi o finansowanie usług publicznych z funduszu państwowego, to obawiam się, że tego nie jesteśmy w stanie uniknąć, bo to jest po prostu zbyt kosztowne.
1656:  O Boże, co to jest?
1658:  Skąd to się tu wzięło?
1660:  Jezus Maria!
1663:  Nie zauważyłem!
1667:  Aaaa!
1669:  Dlaczego mnie nikt nie ostrzegł?
1675:  Przecież to są te ptysie, z którymi ja kiedyś walczyłem.
1683:  O bokowie, o niebiosa!
1690:  To on robi wiru, wiru!
1695:  A ja, ja, tak, o posąg zahaczyłem.
1699:  To jest nagroda za otwarcie drzwi, świetna nagroda.
1702:  Wszyscy pisali o strażnikach drzwi.
1703:  Tak, Ewo, ale ja nie wiedziałem, że to są ci strażnicy, a nie sentinele.
1709:  I myślałem, że strażnik to będzie po prostu ten golem śmieszny, który wstanie.
1714:  O nie, i teraz znowu.
1720:  Dobra, po kolei.
1722:  Po kolei, zrobił wiru wiru, nie inaczej.
1725:  Pinują kontrabandy za drzwiami, na to wygląda.
1732:  Przerażacie mnie.
1733:  To jest nagroda i jeszcze raz zobaczyć, to jest świetna nagroda.
1742:  Dramat.
1743:  Aleksandra prosił jamniki wsparcia przed jutrzejszym pierwszym dniem w nowej pracy.
1748:  Specjalny jamnik dla Aleksandry.
1751:  Ja mam nikt, który przypomina Mastiffa.
1754:  Dobrze.
1757:  Jak śmiesz się... Jak śmiesz się cofać przed moim pociskiem?
1770:  No oczywiście.
1778:  Otóż on może tutaj przyjść.
1781:  Otóż on może tutaj przyjść.
1786:  Moja kamera szaleje w tej chwili.
1790:  Powinienem dostać specjalny fundusz dla Krzysztofa, który jest prześladowany przez kamerę.
1803:  Gdzie, gdzie, gdzie jest, gdzie jest, gdzie jest moje milion dusz?
1806:  Gdzie jest moje milion dusz, pytam?
1809:  Okej.
1818:  Uznaję to za godną rekompensatę moich trudów.
1823:  Powiedzcie mi, że tutaj są... No nie mówcie mi, że tutaj nie ma ukrytych drzwi.
1834:  Tutaj nie ma ukrytych drzwi.
1838:  Tutaj nie ma ukrytych drzwi.
1843:  To sytuacja, w której politycy nie mają wypłat i prowadzimy, że rządzą tylko bogaci?
1846:  A nie jest tak w tej chwili?
1850:  Bo ja się obawiam, że tak jest w tej chwili.
1855:  Niestety.
1862:  Daj mi rząd dusz!
1863:  Tak!
1865:  Tak!
1868:  Ej, nie ma wszędzie tych... To się, to nie, to nie wstanie teraz z martwych.
1885:  Powiedzcie mi, że jestem tu bezpieczny.
1887:  Och.
1891:  Jak tam dzionek?
1892:  U mnie dobrze Kaziu, bardzo dobrze nawet.
1895:  Udało się mi skończyć dzisiaj akredytację tutorską, moi mili.
1900:  Więc Krzysztof jest już akredytowanym tutorem.
1903:  Co w tym miejscu oznacza, teoretycznie mogę szkolić sam tutorów.
1907:  innych.
1908:  I bardzo mi było miło, ponieważ dostałem świetną sesję feedbacku, a sesja feedbacku na czym polega?
1914:  Na nagraniu godziny mojego tutoringu z tutorantem, w tym przypadku z tutorantką, no i przychodzi koleżanka, kolega, tutor, tutorka i słuchają tego i następnie robią feedback.
1924:  Wiecie, ile trwał feedback?
1926:  Dwie godziny.
1928:  Indywidualny.
1929:  Znaczy, oczywiście mogło być dobrze, pat, pat,
1936:  Albo, albo, albo, albo, drugi wariant, wiecie, w obiektywnym nauczaniu, he, źle, gupi, he, he, he, he, zero na dziesięć, he, albo, słuchajcie, jest jeszcze trzeci wariant, wow, pięć na dziesięć, he, mech, he, mech, he.
1956:  Tak.
1958:  Fundusz z piramida dla Krzysztofa prześladowanego przez kamerę.
1961:  Dziękuję Dawidzie Graczu, czy ja jestem w stanie wymienić ten fundusz na duszę w Dark Souls.
1967:  Dziękuję Ci za wsparcie kanału.
1971:  Znaczy ja naprawdę, jak ja widzę, a ostatnio tak zobaczyłem, jak ktoś zrobił naprawdę sensowną recenzję, po czym napisał na końcu jakieś 9 na 10 i to był profesor nauk humanistycznych.
1983:  I jak ja coś takiego zobaczyłem, to sobie pomyślałem, okej, okej, a wizard should know better.
1989:  Wiecie, co się teraz stanie?
1991:  A wizard should know better.
1992:  Dlaczego niektórzy z nich wstają, a inni nie?
1995:  That's what she said.
1998:  Byłem u fryzjera i nie ma kolejki.
1999:  Wizyta 11 na 10, pisze Julek, dzięki za wsparcie od 25 miesięcy.
2005:  Dobra, moi drodzy, ja się już pogubiłem, a już wiem.
2008:  Teraz tutaj możemy kogoś... ...inkarcerować.
2017:  Możesz przestać, możesz przestać.
2019:  Przestań istnieć.
2028:  Okej, za daleko jest.
2030:  Teraz.
2033:  Powiedzcie mi, że zassie duszyczkę.
2035:  Nie zassało.
2040:  O, o, o, to on!
2042:  Ciekawe jestem, czy ta duszyczka też może być zassana, jak myślicie.
2049:  Trudno powiedzieć.
2054:  Wiru, wiru!
2057:  Walcz!
2058:  Aaa!
2064:  Like a boss!
2065:  Dobrze!
2069:  Przestań!
2070:  Nie jesteś pod terem!
2084:  Dlaczego on zamiata miotłą?
2086:  Co ciekawego powiedzieć, żeby poprawić?
2089:  Bardzo ciekawe były rzeczy, ale to już na... No bo mogę podać Wam konkretny przykład, bo muszę bez szczegółów osobowych.
2096:  Mianowicie, na przykład...
2099:  bardzo często w ramach podsumowania mówi się, żeby coś zrobić, zrobić to, to, to i tamto.
2105:  I ja zazwyczaj, żeby ułatwić studentom życie, notuję, a tutaj był feedback następujący, żeby ludzie notowali to sami i przetworzyli to na swoją modłę.
2114:  I w ten sposób człowiek lepiej jest w stanie coś zapamiętać.
2116:  Taka, wiecie, niby pierdoła, ale prawda jest taka, że jeżeli coś po swojemu przetwarzamy, czy notujemy, czy robimy z tego mapę myśli, to lepiej zapamiętujemy.
2125:  Druga rzecz dotyczyła
2128:  czysto komunikacyjnych rzeczy typu wybór używania liczby mnogiej czy pojedynczej w różnych przypadkach.
2133:  To są bardzo subtelne rzeczy na tym poziomie analizy, ale bardzo przydatne.
2137:  Ja na przykład mam taki zwyczaj, że mówię do ludzi w liczbie mnogiej po to, żeby nie
2144:  konfundować nikogo, kto na przykład jeszcze mnie nie zna i jeszcze na przykład nie powiedział, jakich zaimków używać względem tej osoby, w związku z powyższym ja wtedy używam liczby mnogiej, że coś zrobimy, bo unikam wtedy problemu, tak?
2155:  No dobrze, ale w toku procesu tutorskiego, czyli jak poznajecie drugiego człowieka, no to w którymś momencie się dowiadujecie, że już jest wszystko w porządku, na przykład wy znacie, jakie zaimki należy używać, w jaki sposób się zwracać, czy perty, czy nieperty, bla, bla, bla.
2169:  No i wtedy trzeba przestawić sobie myślenie i już używać tej liczby drugiej, nie?
2173:  Dlaczego?
2174:  Z tego względu, że jeżeli cały czas ktoś, kto jest wyżej w hierarchii mówi, że coś wspólnie zrobimy, to wtedy jest założenie takie, że on to zrobi.
2181:  I to samo dotyczy pracy w grupie.
2182:  Jeżeli macie jakąś osobę, która jest bardzo, mówiąc po polsku, outspoken, pierwsza w szeregu i powie, o, o, to zrobimy coś, zrobimy, co czujecie?
2191:  Czujecie wtedy momentalnie, a, super, spoko, to ja mogę nic nie robić.
2195:  Więc tak, komunikacja jest ważna, niespodzianka, język jest ważny i człowiek czasem tego nie czuje totalnie, więc tego rodzaju sesje feedbackowe są bezcenne, bo wtedy możecie lepiej kontrolować, jak mówicie.
2207:  Więc jak widzicie, gdybyśmy zastosowali te zasady do nauczycieli, to by trzeba było wszystkich wysłać na szkolenia w zasadzie i to wielogodzinne,
2217:  I może troszeczkę też zauważycie, jaki musi być poziom frustracji ludzi, którzy się zajmują takimi rzeczami, jak widzą, jak elementarne błędy robią nauczyciele.
2229:  To nie jest to, że przez zajmki ludzie boją się odzywać do siebie.
2231:  To chodzi o to, żeby nie prokurować w dydaktyce jakichkolwiek sytuacji, które są pozamerytoryczne.
2237:  Jeżeli czujesz, że się źle w sali, z jakiegokolwiek powodu, który nie jest edukacyjny,
2244:  To znaczy, że jest źle i że to ci zakłóca proces edukacyjny.
2251:  Chciałem usłyszeć kiedyś na stylu doktoracji, jak doktorant do komisji mówi mordeczki.
2254:  To byłoby zajebiste akurat, ja bym się ucieszył.
2261:  swoje notatki są najlepsze zawsze.
2262:  Absolutnie, ale dużo ludzi mówi, że na przykład notatki ręczne są lepsze.
2266:  I wiecie, na czym polega dowcip?
2268:  Jak zawsze jest to połowa prawdy.
2269:  To jest tak strasznie irytujące.
2271:  Dlaczego notatki lepsze są odręczne?
2278:  Dlaczego ludzie tak mówią?
2279:  No z bardzo prostego powodu.
2280:  To znaczy, jeżeli coś własną ręką zapiszecie, to to przeżywacie, doświadczacie tego, ponieważ udział ma jeden zmysł więcej, prawda?
2290:  Czyli nie tylko wzrok i słuch, ale także ciało.
2293:  Czyli analogicznie, jeżeli na przykład byście chcieli...
2296:  Ruszać się w trakcie uczenia się to jest dokładnie to samo.
2300:  Też to przeżywacie.
2301:  Czyli dlatego zapamiętujemy z gier tak dużo, ponieważ doświadczamy tego.
2305:  Ja layout tego pokoju zapamiętam na całe życie na przykład.
2311:  Dlaczego?
2312:  Dlatego, że to przeżyłem, a nie obejrzałem tylko jak ktoś to zrobił.
2317:  Widzicie ile razy ja zobaczyłem jak zabijano Midira, zanim się z Midirem ściąłem?
2324:  Dużo razy.
2328:  I to nie było to samo, co zabicie Midira.
