🔴 Nic nie pada od zaklęć Niedomaga | DARK SOULS II Livestream #8
🔗 https://www.youtube.com/watch?v=lSQVWcWy4L4

42:  Dzięki za oglądanie!
853:  Jacek79100 też jest JamNikołajem.
855:  Nie zaczniemy grania!
856:  Ania Szymańska, dzięki serdecznie za obdarowanie Ani Szymańskiej, wspieranie i dziękuję serdecznie wszystkim, ja Mikołajom za wsparcie kanału.
865:  Dzięki waszemu wsparciu będzie na przykład godzinny film, godzina 12 minut dla każdego coś przykrego w najbliższym czasie, co jest wbrew wszystkim, moi drodzy, algorytmom YouTube'a, logice i całej reszcie.
876:  Kevler jest Jan Mikołajem, Mintaj, James Wade i Olaf otrzymują wsparcie oraz Karolinka i Dominika Byglewska.
885:  Dziękujemy serdecznie wszystkim szalonym Jan Mikołajom.
888:  Jan Mikołaj się zmówili, pisze Vesper.
890:  Jan Mikołaj, Kalipsa Grimhock też jest Jan Mikołajem, moi drodzy!
896:  Do tego trzeba stosownej muzyki.
898:  I Iga jest jamniką, jako ja już widzę, co się dzieje, moi drodzy.
901:  Dzieją się rzeczy niestworzone i tajemnicze.
904:  Grimhawk podarało wsparcie Zuzannie Szczęch, Lisu oraz Piotrowi Engdanowi, Abdul P. PL62 i Dzikiemu Węgorzowi oraz Arceka Pan Dzikich Bobrów z kolei Błogosławi z Wielkiej Tamy.
917:  Tak jest.
918:  Jeszcze było wsparcie dla Anity.
921:  Tak.
923:  I Jamnikowy Piechór jest Jamniko... No tak.
928:  Hejs Studio otrzymuje wsparcie.
930:  Katarzyna Bogacz otrzymuje wsparcie.
931:  Agnieszka Styczyńska otrzymuje wsparcie od Jamnikowego Piechóra, który jest Jamnikołajem.
937:  Oraz ja, ja otrzymuję wsparcie.
939:  Ja nazywam się tak jak Odyseusz, tak jak nikt.
943:  Ha!
943:  Żeby było trudniej powiedzieć, bo jeżeli ja powiem, ja otrzymałem wsparcie, to wtedy nie wiadomo, a jak powiem, ja otrzymał wsparcie, to powiecie, że błędy gramatyczne.
951:  Takie problemy mamy, moi drodzy.
953:  I jeszcze, i jeszcze Jakub J. otrzymał wsparcie od Jamnikowego Piechura.
959:  I Sebulba też jest Jamnikołajem.
961:  Niuch!
963:  Dziękuję najserdeczniej.
964:  Aksamitna Amazonka, Longinex12, Bierny Obserwator oraz Adept otrzymali wsparcie.
971:  I Szymon Drzymała od Sebulby.
974:  Piątka Jamnikołajów, szóstka Jamnikołajów razem z Jamnikołajem, który był wcześniej.
979:  Straszne rzeczy, moi drodzy.
981:  Dziękuję najserdeczniej wszystkim szalonym Jamnikołajom, moi drodzy.
986:  Gdybyście nie wiedzieli, co się działo ostatnim razem, ostatnim razem wykonałem skok niewiary.
991:  Skok niewiary różni się od skoku wiary w Assassin's Creedzie tym, że jest wykonywany przez niedomaga Jamniksa, który nie wierzy w to, że to jest możliwe.
1000:  I płonąca pyrka jeszcze z Janem Nikołajem.
1003:  Co to się dzisiaj, moi drodzy, dzieje?
1005:  Niuchacz się raduje.
1006:  Jan Guzek jest z Janem Nikołajem też.
1009:  Jakub Walkiewicz otrzymuje wsparcie i Hubert Banan i Tomasz Prusicki i Anna Ty i Enika oraz Tomasz Skrzypczak.
1023:  To już nie jest Hype Train, moi drodzy, tylko to jest Jamnik Train, Dachshund Train.
1028:  Wiecie, co jest zabawne?
1029:  Nie wiem, gdzie mamy iść.
1030:  Nie mam zielonego pojęcia, gdzie mamy iść, w związku z powyższym po prostu przeteleportuję się do Majuli.
1038:  Czy mój wytłumaczy zasadę stawiania przecinka?
1040:  Patrzysz na orzeczenia, Szymonie.
1042:  Jeżeli orzeczenie jest w następnym zdaniu, może być to zdanie podrzędne, może być to zdanie współrzędne, to wtedy walisz przecinek przed najbliższym małym słówkiem, który zwykle wprowadza zdanie podrzędne.
1053:  Typu, nie wiem, który, czy, jaki i tak dalej.
1056:  W zależności swego drogu od tego, jakiego używało się tego spójnika albo relatora, jak kto lubi, nazywało się różne typy zdań podrzędnych.
1065:  W tradycyjnej gramatyce przynajmniej.
1066:  Status gracza, moi drodzy, zajebisty.
1069:  7 milionów 800 tysięcy dusz wydanych.
1072:  Więc jest dobrze, jesteśmy gotowi na drugie DLC.
1075:  Idź na Arenę Stalowego Króla, tam jest drugie DLC.
1078:  Teraz Miami, ciężka sprawa.
1080:  Gdzie jest Arena Stalowego Króla?
1083:  Ja wymyślę, ja kiedyś wymyślę.
1088:  Proszę, jamniki wsparcia.
1090:  Kto prosi?
1091:  Asia prosi.
1092:  Najjutrzejszy teoretyczny egzamin z prawa jazdy.
1095:  Asiu, drzemnik jest z tobą.
1097:  Niech drzemnik drzemie.
1099:  Tak, egzaminator.
1100:  Znaczy nie, żartuję.
1101:  Niech egzaminator lepiej nie drzemie.
1103:  Michał Pęksa też jest jamnikołajem.
1105:  Co tu się dzisiaj dzieje?
1107:  Krzysztof, jak minął weekend, bajecznie i baśniowo, moi drodzy, oraz tajemniczo.
1111:  Michał Pęksa podarował wsparcie, tak, Wizenowi, Krzysztofowi Jutrzące, Cintalan Palacincie, jak to ciężko jest wymówić, moi drodzy, oraz Feniksowi, oraz Toriko, w ogóle teraz zorientowałem się, że Majula wrzeszczy do ucha nam, i Toriko jeszcze otrzymał wsparcie, a Szeptucha też jest jamnikołajką, bogowie.
1132:  Kto trzymał wsparcie od szeptuchy?
1134:  Krzysztof nie wie.
1134:  Niuchacz nie wie.
1136:  JP.
1137:  Otóż, moi drodzy, JP.
1140:  Na Discordzie w edukacji jest terminarz prac klasowych.
1142:  Jest dużo warto zobaczyć.
1143:  Nie przerażajcie mnie nawet z terminarzami.
1145:  I jamniki jeszcze dla Magdy M1, moi drodzy, na egzamin z chemii.
1149:  Ja się sam zajamniczam.
1151:  Moi drodzy, dla wszystkich silne, waleczne jamniki wysyłam.
1155:  Geraltowe jamniki wysyłam, którzy zdają egzaminy.
1158:  Dużo geraltowych jamników wysyłam.
1161:  Jeżeli jamniczy wiedźmin was nie wspomoże, to ja nie wiem, co was wspomoże.
1165:  Arena Stalowego Króla moim zdaniem jest
1169:  K niej upadłych olbrzymów chyba?
1172:  Tak mi się wydaje.
1174:  Tak zakładam, że to było to window, window w dół.
1176:  Teraz jest bardzo dużo jamników, w związku z czym nim ja zobaczę tę poradę, to ho, ho, ho, ile minie.
1185:  Czy jamniczy pociąg byłby tak długi, że każdy byłby w stanie usiąść?
1187:  Tak.
1189:  Oczywiście, że tak.
1192:  Jakiej ma, jakiej ma, jakiej ma Julie?
1194:  Stalowa twierdza?
1196:  Nie tutaj?
1199:  Gdzie jest Stalowa Twierdza?
1201:  Przystańniczyja.
1203:  A Turnus już mija.
1205:  Turnus już mija Przystańniczyja.
1207:  Żelazna Warownia.
1209:  Stalowa... Czy Stalowa Twierdza to jest to samo, co Żelazna Warownia?
1213:  Na pewno nie.
1216:  Nie istnieje coś takiego.
1217:  Dlaczego nie ma Stalowej Twierdzy?
1221:  Nie no, musi... Zaginiona Twierdza jest, moi drodzy.
1224:  To jest Iron Keep.
1225:  A!
1226:  A!
1227:  A, czyli tu!
1229:  Czyli tu żelazna warownia.
1232:  Okej.
1233:  I teraz pytanie, gdzie była ta walka ze Stalowym Królem?
1236:  Założę, że tutaj.
1240:  Oj, oj, oj, oj, oj, oj, Grimcock dziękuję za 17 miesięcy wsparcia za Balrogiem, to by się zgadzało.
1245:  Widzicie, Grimcock tak się poświęcił, że wykorzystał wiadomość wspierania, która przysługuje każdemu wspierającemu raz na miesiąc.
1251:  Ci z was, którzy dopiero dołączyli do grona wspierających, będziecie mogli to zrobić w przyszłym miesiącu, że przekazał w tej właśnie wiadomości kluczowe informacje gameplayowe.
1260:  Proszę bardzo.
1261:  Pan Skorpion z kolei, wspierający od 22 miesięcy, pisze jasno z kurwami egzaminami i ma rację, ma rację.
1268:  Ma rację.
1269:  Justyna Neko, dziękuję ci za wsparcie od 18 miesięcy.
1271:  Szczęśliwego roku smoka.
1273:  Ińskiego roku smoka, powiadasz.
1276:  Czy mamy przyjąć ińską periodyzację teraz?
1280:  Coś nowego z literatury do polecenia?
1283:  Mogę wam już na zaś polecić książkę Dominiki Skoczeń, czyli Czerwia Fantastycznego.
1287:  Czytało mi się to naprawdę bardzo dobrze.
1289:  Czy ja idę w dobrym kierunku?
1290:  Chyba tak.
1294:  Mam dwa miecze, jeden na egzamin, drugi na profesora korytarzowego.
1297:  To musisz naostrzyć ten drugi, bo skóra jest bardzo gruba.
1302:  Możesz sobie próbować różne rzeczy mówić, możesz próbować udowodnić swoją rację, ale to jest trudne.
1308:  Profesor korytarzowy tym się charakteryzuje bowiem, że choćbyś nie wiem co robił,
1313:  to nie udowodnisz mu niczego, bowiem profesorowie korytarzowi różnią się od profesorów normalnych tym, że zapomnieli, co to znaczy być naukowcem i po prostu głoszą prawdy objawione.
1321:  I to jest nieironicznie całkowita prawda.
1323:  Zawsze też można zmarnować zieloną wiadomość, powiedziała Nadia Lewi, wykorzystując do tego zieloną wiadomość, którą zmarnowała.
1332:  Everything is connected.
1333:  Everything is connected and calculated, moi drodzy.
1336:  Wszystko jest połączone i skalkulowane.
1338:  Wojtku, dziękuję ci za wsparcie.
1340:  Od trzech miesięcy kiedy się można spodziewać Krzysztofa w Katowicach?
1342:  Krzysztof w Katowicach będzie od przyszłego semestru.
1345:  O zgrozo.
1346:  Poszedłem na arenę, moi drodzy, obrzydliwego balroga.
1350:  Zgaduję, że tutaj jest zejście do DLC.
1353:  Nawet jestem tego prawie pewien.
1356:  Proszę bardzo.
1356:  Proszę bardzo.
1358:  DLC już jedno było kacprze, teraz idziemy do drugiego.
1362:  Tacy jesteśmy, szybcy i chwaccy, że DLC zostało ukończone na ostatnim live'ie.
1367:  Nie żartuję.
1369:  Poleca jaka książka?
1370:  Król trujących kwiatów od wespry.
1371:  Jestem w miłości, super klimat, nekromancja, trucizny, dworskie intrygi, brzmi fantastycznie.
1378:  Zobaczymy, mamy 935 duszyczek.
1381:  Co to za różnica, czy stalowa twierdza, czy żelazna dziewica?
1383:  Żelazna dziewica może być w stalowej twierdzy, natomiast stalowa twierdza nie może być w żelaznej dziewicy.
1388:  Chyba, że żelazna dziewica twierdzi ze stalową pewnością różne rzeczy.
1395:  W wygnęśnionym questie Lanternlight jest Kutao, Furina i Nivlet.
1398:  Ograj na scenie, błagam cię.
1400:  Zobaczymy, czy się wyrobimy, moi drodzy, z jakimś strumykiem.
1402:  Co tutaj się dzieje w ogóle?
1404:  Przed tobą koń.
1406:  Przed tobą atak z wyskoku.
1409:  Aha.
1412:  Przed tobą lawa.
1413:  Czy może mi ktoś wytłumaczyć, co tutaj się dzieje?
1416:  Czy to są jakieś randomowe wiadomości?
1418:  Spróbuj wiadomość.
1419:  Wiwat dla trucht.
1421:  Wiwat dla namierzanie.
1424:  Czy to są żelazne dziewice?
1427:  Trzeba namierzać żelazne... To są kamienne dziewice, moi drodzy.
1432:  Najtrudniejsze DLC nadchodzi, ale to jest drugie DLC.
1434:  Czy to jest trzecie DLC?
1435:  Powiedzcie mi, bo Krzysztof nie wie.
1437:  Krzysztof nigdy nie wie.
1438:  Bo chciałem, żebyśmy te DLC w jakiejś kolejności sensownej ogrywali.
1445:  Ktoś poleca jakieś książki.
1446:  Fanta ze współczesnej literatury.
1447:  Jakieś nowości pyta one.
1448:  Właśnie sobie podzieliliśmy.
1450:  Przed tobą korytarzowe profesor, więc ucieczka, pisze Kevler.
1452:  Dzięki za wsparcie od czterech miesięcy i dobry greps.
1457:  To jest drugie DLC.
1458:  Te questy są w ogóle nielinearne.
1465:  Udało się.
1467:  W tym DLC jest ogień.
1469:  Bardzo dobrze w takim razie, że jesteśmy wyposażeni na takie okoliczności.
1472:  Możemy sobie zmienić, moi drodzy, build w każdym momencie.
1474:  Na przykład zrobię to w tej chwili.
1478:  Prawie.
1479:  Najlepsze DLC, pisze Jan Lutyński.
1481:  Ewidentnie tak musi być.
1482:  Od czego zaczynać?
1483:  Lema pisze Fun the next.
1484:  Czy mógłbyś podać kilka przykładów i powiedzieć, dlaczego akurat one?
1486:  Wiesz co, ja polecałbym na przykład Powrót z gwiazd, jeżeli ktoś lubi dystopię.
1492:  Jeżeli ktoś woli rzeczy typu...
1496:  Starship Troopers to niezwyciężony.
1499:  Jeżeli ktoś szuka zwariowanych opowiadań science fiction, to opowieści o Pilecie Pirksie.
1504:  A jeśli ktoś szuka czegoś bardziej filozoficznego, ale bez takiego zadęcia jak w Solarisie, to polecę wizję lokalną.
1514:  Solaris jest strasznie nadętą opowieścią.
1516:  Nie jestem w stanie go czytać.
1519:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj.
1525:  Moi drodzy, weszliśmy do krainy BDSM.
1528:  Tu jest bardzo dużo łańcuchów, dziwnych konstrukcji, ognia i, jak już ustaliliśmy wcześniej, kamiennych dziewic.
1540:  Wspaniały widok, jest to prawda.
1541:  Wiwat dla wspaniały widok, wiwat dla wspaniały... Widzicie co?
1544:  Nawet jestem w stanie wykonać gest.
1551:  Proszę bardzo.
1553:  Co sądzę o słuchowisku Wiedźmina Thonopolis?
1556:  Słuchowisko to wzbudza we mnie niejasne odczucia, ponieważ mam problem z aktorami, którzy przeciągają samogłoski na końcu wyrazów.
1577:  Bo trudno im nie mówić bo przecież są kształconymi w sztuce oratorskiej aktorami.
1590:  Więc ja tego nie jestem w stanie słuchać.
1593:  Film Kos za to jest polecany.
1595:  I to już nie jesteś pierwszy, Radosławie.
1597:  Jamniki wsparcia dla Urszuli Giewon.
1599:  Spieszyć powinny.
1600:  Trzy dni z ciężkim napadem lęku.
1601:  Jestem padnięty.
1602:  Zdziwniejsze rzeczy do przedstawienia.
1603:  Nekrovet do Joanny Geisler.
1605:  Urszulo, daj sobie na wstrzymanie.
1607:  Obejrzyj coś dobrego.
1608:  Kos jest polecany na przykład.
1609:  Czy ja mam iść po tym łańcuchu naprawdę?
1613:  Ja mam problem, muszę obronić pracę zajęcieniową, że pisał samodzielnie, a pisał za pomocą czata GPT.
1617:  W mojej uczelni można wykorzystywać czata GPT, tak samo jak każde inne narzędzie, wystarczy tylko napisać o tym.
1622:  Jeżeli kolega nie napisał tego w pracy dyplomowej, mam iść na dół, nie, mówię, a, jeżeli nie napisał tego, że korzystał z czata GPT, no to rzeczywiście ma problem.
1632:  Nie, no przecież ja stąd przyszedłem, moi drodzy.
1634:  Proszę mnie niniejszym nie konfundować.
1642:  Dobrze.
1643:  Więc trzeba zawsze uwzględniać narzędzia, których używacie.
1647:  No jeżeli używacie źródła, to piszecie, jakiego używacie źródła, a jeżeli macie coś takiego, że hej, hej, hej, głupi profesor, nie rozpozna, że użyłem czata GPT, bo jeszcze nie wyrosłem z czasów szkolnych, gdzie się wszystko robiło albo po to, żeby dostać pat, pat po główce, albo po to, żeby uniknąć kary, to jest pewien problem.
1667:  No, w tak zwanym szerokim świecie, jeżeli z czegoś korzystasz, to mówisz, jakie to jest źródło.
1671:  I oczywiście rzeczywistość szkolna jest temu winna, z tego względu, że penalizuje mówienie nie własnymi słowami.
1680:  Trzeba mówić własnymi słowami, czyli trzeba kraść, a następnie przetwarzać wszystko, tak?
1686:  Proste.
1688:  Więc, jak zawsze, powtarzam, że problemem jest to, że nas uczy się takiego unikania i takiego działania, które sprzyja tego rodzaju sytuacjom.
1698:  I dlaczego nie mogę tutaj przejść na ten przykład?
1700:  Czy... O!
1706:  Hehehe.
1707:  Potężny Krzysztof, ściśle mówiąc, nie domagiam niks.
1712:  I jamniki też dla ELF-a potrzebne, trudne negocjacje, moi drodzy, dzisiaj wiele jamników.
1716:  Ja sądzę, że powinniśmy obejrzeć w którymś momencie Lulu & Friends.
1719:  Źródła na co, a na co to komu potrzebne?
1722:  No tak, moi drodzy, ale ktoś musi wam to powiedzieć, nie?
1725:  Więc jeżeli nauczyciele robią niedźwiedzią przysługę, zwłaszcza nauczyciele języka polskiego i poloniści, i uczą ludzi tego, żeby przedważali content, który został wcześniej ukradziony, no to wiecie.
1746:  Okej, nie jest to tak silne, jak się obawiałem, ale może mroczna sfera, co?
1751:  Hehe, może jest to silne, ale jest to głupie.
1755:  Nie miałem stosunek do Wikipedii.
1757:  Wikipedia, tak samo jak wszystkie inne źródła,
1760:  jest dla ciebie.
1761:  Ona nie jest po to, żebyś cytował to jako źródło, bo to nie jest źródło.
1766:  Tak samo jak słownik języka polskiego to nie jest źródło, ani encyklopedia PWN to nie jest źródło, ani encyklopedia Britannica to nie jest źródło.
1774:  To są podręczniki, które... Tak samo podręcznik nie jest źródłem.
1777:  To są, jak sama nazwa wskazuje, podręczniki, czyli rzeczy, które masz pod ręką, po to, żeby zorientować się, jakie są źródła.
1783:  Na przykład.
1784:  Więc w Wikipedii interesuje cię overview, który sobie przeczytasz, a potem interesuje cię to,
1791:  Czy ja niszczę tych ludzi?
1792:  Chyba tak.
1793:  A potem interesuje Cię to, żeby dotrzeć do źródeł, które są tam zacytowane.
1796:  Więc dlatego lubię i Wikipedię angielską, ponieważ tam są źródła, a w Wikipedii polskiej oczywiście źródeł nie ma, ponieważ wiadomo, w Wikipedii polską piszą Polacy, a gdzie się uczą Polacy?
1804:  W polskich szkołach.
1808:  Więc źródła w polskiej Wikipedii to jest tragedia absolutna.
1813:  Podręcznik służy do dręczenia.
1816:  Trochę tak.
1818:  Zwłaszcza te podręczniki, które są pisane współcześnie, zwłaszcza wydawnictwa z Gredy.
1823:  Ależ oni są prości do uniknięcia.
1825:  Aż prawda, trudne DLC.
1832:  Prawdziwa zabawa w Soulsu to miecz do łapy i do roboty.
1834:  Aha, aha.
1836:  Ja wolę, moi drodzy, być tak zwaną glass cannon.
1840:  Szklaną armatą.
1842:  Co było potrzebne w Dark Souls 2 do odrzucania Hexów?
1845:  Wiara i inteligencja, jeżeli chodzi o umiejętności.
1848:  Natomiast jeżeli chodzi o nasz ekwipunek, a przy okazji, to potrzebny był dzwonek i potrzebny był specjalny kostur.
1855:  Dzwonek kajfy i kostur zachodzącego słońca plus 5.
1858:  Natomiast wiecie, czego nie zrobiłem?
1861:  Otóż tego nie zrobiłem.
1868:  Dobrze.
1868:  Przypisanie klawiszy.
1871:  Włącz.
1871:  Włącz wyłączenie.
1873:  Tak, chcę włączyć wyłączenie.
1877:  Poczekaj, aż zobaczysz pierwszego bossa, czy to będzie boss ognisty.
1879:  Założę się.
1881:  Poznałem nastolatka, który dzisiaj Tuska zabił pytaniem, kiedy cyfrowe podręczniki, pisze Jack of Boss.
1885:  O, nie miałem tej świadomości.
1886:  Zajebiście!
1887:  Bardzo dobrze!
1888:  Bardzo dobrze!
1889:  Niech się tłumaczą.
1891:  Niech wreszcie dojrzeją.
1892:  Niech zrozumieją, że... Uuu.
1895:  Niech zrozumieją, że unowocześnienie to nie jest wyłącznie eliminacja zadań domowych.
1901:  To jest, to jest unowocześnienie na miarę XX wieku, a my potrzebujemy unowocześnień na miarę XXI wieku.
1909:  Role pisania na Discordzie?
1910:  Nie, nie spotkałem się z tym.
1911:  Ciekawa sprawa.
1914:  U mnie każdy slajd wykładu ma źródła, sam bym pamiętał.
1917:  Żebym sam pamiętał, jak mam kiedyś wrócić do źródeł, pisze Michał.
1920:  Tak, i tak to jest słuszne.
1922:  Najgorsza praktyka to jest dawanie bibliografii i źródeł na końcu prezentacji, kiedy już nikt nie patrzy i nikogo nic nie obchodzi.
1929:  Źródło się daje wtedy, kiedy się cytuje.
1931:  Najlepiej wyrobić sobie taki nawyk.
1935:  Przed tobą piękny widok, dlatego chwalmy słońce, pisze pięknymi słowy Rex Kellion, używając składni wszystkich graczy Solsów.
1942:  Proszę bardzo, znalazłem skrzynkę i jest tutaj mimik.
1947:  Mag może być też magiem pancernym z dwudziestoma siły, pisze Bigomeza.
1954:  Tego nie próbowałem.
1957:  Czy nie macie wrażenia, że to jest ktoś groźny?
1961:  To ja wyekwipuję od razu mroczne przyciąganie.
1963:  Oj ptysiu, ptysiu.
1963:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
1994:  Czy to ich wskrzesza?
1999:  To ich wskrzesza?
2002:  Co sądzisz o tym, że w szkole na Zachodzie odchodzi się od projektów podręczników w szkole na rzecz papierowych?
2008:  Po pierwsze, nie na Zachodzie.
2010:  Po drugie, w Szwecji.
2012:  Po trzecie, nie odchodzi się, tylko to jest projekt od ustawy.
2015:  Po czwarte, nie projekt ustawy, tylko fake news.
2021:  Na Placu Czerwonym rozdają rowery.
2024:  Nie na Placu Czerwonym tylko w Petersburgu nie rozdają rowery tylko kradną i nie rowery tylko samochody.
2034:  Źródło!
2036:  Polska prasa się na to złapała strasznie.
2038:  Mikołaj Marcela dzisiaj o tym mówił, swoją drogą, moi drodzy.
2042:  Wiecie co, to skoro nam tam nie wyszło, to spróbujemy tutaj.
2046:  Chyba, że to by nic nie dało, to by nie dało nic.
2054:  Możecie mi powiedzieć, co tutaj się dzieje?
2062:  Chcesz użyć klin kuźni?
2064:  Chcę użyć klinu kuźni?
2071:  Do tych NPC są specjalne itemy.
2077:  Dajcie spokój.
2078:  Firen, dzięki za wsparcie od dwóch miesięcy oglądam cię pomimo, że nie lubię jamników.
2082:  Och!
2085:  Nie wiem, jak to przeżyje.
2087:  Czyli mówicie, żeby użyć klinu kuźni.
2090:  Nie używaj, bo one są potrzebne do bossa.
2092:  Aha.
2093:  Czyli to jest bait.
2095:  Okej.
2096:  Ale popatrzcie, tędy można przejść, a ja nie wiedziałem.
2099:  Aha.
2103:  Aha.
2105:  Aha.
2107:  Aha.
2109:  A tędy nie można przejść.
2115:  No i trzeba będzie z cholerstwem znowu walczyć.
2120:  No bo się przełączymy na inną magię.
2124:  To był tutorial z klinem, rozumiem.
2127:  Realnie dobrze by było, gdybyś zachował te kliny na koniec DLC.
2131:  Tak uczynimy w takim razie.
2133:  Świetny cel, nie domaguj nam nikt się.
2135:  Świetny, jestem z ciebie niezmiennie dumny.
2137:  Ich jest tutaj trójka teraz.
2138:  Dlaczego ich jest tutaj trójka?
2139:  Czy nie miałeś wyrażenia, że ich było mniej?
2142:  Mroczne pozdrowienie.
2145:  Au.
2157:  Było trzech?
2158:  Okej, czyli ja nie zauważyłem.
2162:  Na boce są potrzebne 4, w sumie jest ich 12 i posągów do zaklinowania też jest 12, uspokaja Tarael.
2167:  Piotrze Wawrzyniaku, dziękuję ci serdecznie za trybut.
2169:  Tomasz Rożek też się nabrał na ten fake news odnośnie książek ostatnich filmów na kanale Zero, no i dalej w filmach źródła za paywallem?
2176:  Co ty mówisz, Piotrze?
2177:  Jak to źródła za paywallem?
2178:  Jak można dać źródła za paywallem?
2180:  Nie rozumiem.
2181:  Przecież to nie ma żadnego sensu.
2186:  Czy może ktoś mi potwierdzić lub zaprzeczyć temu, o co w tym chodzi?
2191:  Jak to źródło za paywallem?
2197:  Nie chcesz zachować na koniec DLC?
2198:  Będziesz musiał czyścić wszystko jeszcze raz.
2200:  Ale spoko, to jest szybko ognisko Taraelu.
2204:  Czy widziałem wywiad Putina z Carsonem?
2205:  Nie, moi drodzy.
2206:  Jeżeli chodzi o Putlera, nawet nie zamierzam temu człowiekowi dawać zasięgów.
2210:  Cieszę się, że polskie MSZ zareagowało.
2214:  To jest po prostu jakiś kompletny skandal.
2217:  Zastanawiałem się, swoją drogą, czy to było tak, że Carlson pojechał do Rosji, czy nie.
2222:  Nawet tego nie sprawdzałem.
2224:  Nie sądzę, żeby Putler wyjechał.
2231:  No dobrze.
2231:  I teraz, moi drodzy, co ja mam tutaj zrobić?
2234:  Ta lokacja daje vibe zamku Draculi.
