🔴 RINGS OF POWER — odcinek 3 i 4 | Recenzja ze spojlerami #2
🔗 https://www.youtube.com/watch?v=_8_iXjwG2lI

0:  Muzyka Muzyka
1020:  Galadriela porzuciła plany, moi drodzy, odważne plany,
1024:  silnej, niezależnej elfki, by płynąć w pław żabką i kraulem.
1028:  Pamiętamy ten wątek.
1030:  Wiele osób mówiło mi później, ale Krzysztof... Ale Krzysztof...
1037:  Galadriela jest elfem.
1040:  Elfy są nieśmiertelne.
1042:  Myślisz, że elf nie umiałby konkurować z Michaelem Phelpsem?
1047:  Ja odpadam od takiej onieśmielającej argumentacji, ale jednakowo zauważę, że gdyby elfowie faktycznie mogli pływać na takie dystanse, to wiecie co by było?
1056:  Nigdy by nie zbudowały niebitnej floty u...
1060:  wybrzeży Amanu, żeby podróżować sobie i żeglować dośród ziemia, bo w tym byłoby to potrzebne, bo by sobie wszystkie urządziły zawody pływackie, to znaczy wszystkie te szczepy elfów, które sobie omawialiśmy, by po prostu sobie płynęły radośnie i nie byłoby wojny bratobójczej, tak?
1074:  Więc jeżeli tego nie zrobiły, to jednak myślę, że możemy przyjąć tę ostrożną hipotezę, że nie jest to w gestii ich, ani nie jest to tożsame z ich jakąś magiczną mocą, bo jak wiadomo, jak jest fantasy, to sobie można...
1088:  Wszystko wymyślać i nie ma żadnego znaczenia to.
1091:  No niestety ma to znaczenie, ponieważ implikacje tego rodzaju tężyzny fizycznej są dość duże.
1097:  Krótko mówiąc, gdyby Galadriela rzeczywiście miała taką moc w Bicku, to ona by też tak zamiatała jak Sauron przeciwnikami i berłem gigantycznym, który by podówczas dzierżyła.
1109:  No, więc wracamy do wątku Galadrieli, która jak wiadomo jest silna i w wątku tym mamy pretekst do tego, żeby znowu Galadriela rozmawiała z Halbrandy i muszę tutaj wam wyznać, że Halbrand zaczyna mi się coraz bardziej podobać jako postać, to znaczy jest na tyle gburowaty i krnąbrny, że najwyraźniej zaczął również godzić w politykę, którą ma Amazon, a polityka jak wiadomo jest jedna, to znaczy bez względu na wszystkie okoliczności fabularne.
1135:  Galadriela zawsze ma rację.
1139:  bez względu na wszystko, zawsze, niezmiennie będzie mieć rację.
1144:  Halbrand jest jedyną postacią, która udowadnia Galadrieli niejeden raz, że nie ma racji i jest to bardzo zabawne.
1151:  Nie spodziewałem się, że będzie comic reliefem absolutnie w tym konkretnym przypadku.
1155:  Jeżeli prawdziwa jest, pisze Guerlain, teoria tożsamości Halbranda, to mam nadzieję, że rozpierdoli on Śródziemie w drobny mak.
1163:  Są dwie teorie dotyczące tego, kim może być Sauron.
1167:  Niestety odcinek czwarty i nie wiem, czy naprowadza nas na tak zwanego czerwonego śledzia, czyli fałszywy trop, twierdząc, że to jest ten meteor, który spadł z nieba, to byłoby bardzo niepokojące.
1179:  Ja wciąż mam nadzieję, że to jest jeden z niebieskich Istarich, czyli albo Romestam, albo Morimetar.
1184:  Względnie właśnie drugą opcją jest to, że to jest Halbrand i to byłoby o tyle interesujące, że Sauronowi faktycznie zależało na tym, żeby zostać w Numenorze, gdzie spaczył on umysł Alfarazona, ale dobrze wiemy, że nic nie dzieje się w Rings of Power tak jak się dzieje w lore, w związku z tym ja już się zamykam i przestaję nerdzić, bo i tak prawdopodobnie się okaże, że nie mam racji, tak, to było Southlands i Heaverlands.
1205:  Jak wiadomo, Feanor nie spalił żadnych statków.
1207:  Absolutnie.
1208:  To jest wszystko propaganda.
1209:  To jest propaganda mordoru, która została rozpowszechniona po to, żeby zniszczyć prawdę i życie.
1217:  Tak było.
1218:  Zgadzam się w stu procentach.
1219:  A jeśli to jest Gandalf...
1223:  Nie, proszę nie, to będzie tak złe.
1227:  Nie, błagam, nie, zostawmy, zostawmy spekulacje, dajmy się niepozytywnie zaskoczyć.
1234:  Tak w ogóle popatruję, czy tak, mówcie mi, wrzeszcie na mnie, jeżeli muzyka będzie za głośna.
1240:  Jeżeli ten z Meteor to jest Tom Bombadil, to będę jeszcze bardziej przerażony, bo wiecie, co nas to wtedy czeka, wtedy nas czeka, że będziemy...
1246:  czyli radosne piosenki, to jest jedna jedyna rzecz, której mi brakowało tak bardzo, żeby jeszcze leprechauny będą sobie tańczyć jak w Heroes of Might and Magic 3 przy stawie leprechaun.
1258:  Nie, błagam, nie, proszę.
1260:  To jest jeszcze gorszy prospekt niż wszystko, o czym do tej pory powiedzieliśmy.
1265:  Więc Galadriela z marsową miną przygląda się, marsowa jest bardzo znacząca w tym konkretnym przypadku, bo jak wiadomo Mars Bóg Wojny, Galadriela groźna, no i przygląda się Numenorejczykom.
1275:  Chciałbym zwrócić waszą uprzejmą uwagę czaty i wszyscy słuchający na znakomity projekt
1284:  przepiękny projekt zbroi.
1287:  Chciałbym powiedzieć, że widać właśnie w tym momencie, jak wszyscy recenzenci mieli rację, mówiąc, no dobra, dobra, tam fabuła fabułą, Galadiela faktycznie jest antypatyczna, ale te efekty, te efekty specjalne, to jest rewelacja.
1305:  No więc oto przed nami jest, ja myślę, że naprawdę nic
1310:  Bez obrazy dla cosplayerów.
1312:  Cosplayer jest w stanie osiągnąć dokładnie taki sam efekt, o ile nie lepszy.
1317:  Jak byłem na Dniach Fantastyki widziałem naprawdę lepszy cosplay i co więcej widziałem zbroję, która wyglądała jak zbroja.
1323:  Czyli nie jest tylko Galadriela, która nie wygląda jak Galadriela.
1327:  Elfy, które nie wyglądają jak elfy, są też zbroje, które nie wyglądają jak zbroje, ponieważ wyglądają jak osprejowany poliuretan.
1334:  Nie chcę osprejowanego poliuretanu i nie zgadzam się, Dragomirze, że zbroje Nilfgaardu z pierwszego sezonu Wiedźmina są lepsze, ponieważ to były moszno zbroje i ostatnia rzecz, jaką chcę oglądać na bohaterach, a zwłaszcza na rycerzach, to są moszna.
1348:  Naprawdę nie chcę.
1350:  Więc to było jeszcze gorsze, natomiast tutaj mamy po prostu do czynienia ze strojem, który jest bez wyrazu, kompletnie też zauważcie.
1356:  Nawiasem mówiąc, muszę też stwierdzić, że kompletnie umyka mi, w jakim rejonie świata jestem, ponieważ akurat zatrzymałem na takim kadrze, jeszcze siebie zniknę, żebyście widzieli, mamy absolutnie pełne spektrum wszystkich możliwych ras, które występują w naszej rzeczywistości.
1373:  I teraz krótka dygresja.
1377:  I to jest absolutny autentyk.
1378:  Są dwie wypowiedzi producentów.
1381:  na temat różnorodnych ras i kwestii reprezentacji.
1384:  Jeden argument brzmi, nasza rzeczywistość jest taka, jaka jest, aktualizujemy świat Tolkiena, żeby odpowiadał naszej rzeczywistości.
1392:  I wiecie, na czym polega Nuber?
1394:  Nuber polega na tym, że
1396:  Irlandczycy i Szkoci zareagowali i powiedzieli, a dlaczego dyskryminacyjnie pokazuje się szkocki akcent przy krasnoludach, a irlandzki przy śmiesznych harfutach?
1406:  Czyżby ktoś się tutaj chciał z nas wyśmiewać?
1410:  Czyżby jakiś rasizm?
1412:  Wiecie, co wtedy producenci powiedzieli?
1414:  And I shit you not.
1418:  Powiedzieli, że to jest świat fantazy.
1419:  Ha, ha, ha, ha!
1422:  Ha, ha, ha, ha!
1423:  Ha!
1426:  To nie jest śmieszne.
1428:  To znaczy, jeżeli chcemy tłumaczyć równocześnie, że to jest świat fantasy, więc się nie musimy czymś przejmować, co jest w rzeczywistości i jednocześnie, że to nie jest świat fantasy, ponieważ nasza rzeczywistość jest ważniejsza, to jemy ciastko, wydalamy ciastko, mamy ciastko i sprzedajemy ciastko jednocześnie.
1448:  Nie ma to żadnego sensu.
1450:  I to jest cechą nieprzymyślanego projektu światotwórczego, ponieważ te postaci, które tutaj widzicie...
1456:  mogłyby spokojnie zamieszkiwać różne regiony Śródziemia.
1460:  Jeszcze w przypadku Numeronejczyków jest to o tyle, powiedzmy, uzasadnione, że to jest nacja żeglarska, więc powiedzmy, powiedzmy, ale wciąż no razi to, no nic nie jestem w stanie na to poradzić, jest to dziwne.
1473:  To powoduje takie wyrwanie z imersji, to znaczy człowiek patrzy na ten kadr i orientuje się, że to jest jakaś rzeczywiście jedna być może nacja, ale zauważcie, że nawet nie robi tego odzienie, gdyby to odzienie sprawiało, że ja patrząc na niej bym powiedział okej.
1490:  To jest Numenor, to jest dumny lud Numenoru.
1492:  No to wtedy byłoby w porządku, ale patrząc na to odzienie, mam wrażenie, że to jest grupa cosplayerska Hobbiton.
1498:  Przy całym jeszcze raz szacunku dla cosplayerów, których uwielbiam.
1501:  Tylko pamiętajcie, cosplayerzy nie mają budżetu, a tutaj podobno jest gigantyczny budżet, miliardy dolarów.
1510:  Nie wiem, nie wiem.
1511:  Grubysław pyta, jakim cudem w tym lotropodobnym tworze z budżetem blisko jednego miliarda te zbroje wyglądają gorzej niż House of the Dragon.
1517:  Te porównania są naprawdę nie do uniknięcia i najzabawniejsze w tym wszystkim jest to, że złośliwe uwagi do wszystkich tych, którzy mówili o House of the Dragon na początku, że o, ale Rings of Power ma wyższą oglądalność, no już niestety nie ma.
1530:  Więc najwyraźniej ludzie zaczynają po prostu głosować swoim czasem, tak?
1534:  Ja się też absolutnie temu nie dziwię.
1536:  Z tych dwóch seriali absolutnie w tym momencie House of the Dragon jest dla mnie bardziej atrakcyjny, a nie jest to tak dobry serial osadzony w świecie Westeros, jak chociażby, nie wiem, piąty czy czwarty sezon Gry o Tron, tak?
1548:  Absolutnie nie.
1550:  Kinga pisze, że fantasy ma prawo być fancy z zasady, mają pieniądze, żeby być fancy, ale uznali, że nie chcą.
1554:  No.
1555:  I druga rzecz, zauważcie, nawet jeżeli byśmy wzięli, kurczę, weźmy Podróż Wędrowca do Świtu, nie wiem, może pamiętacie, może pamiętacie ten serial, Boże, serial, tę część filmu.
1566:  Ja wbiję w tym momencie Podróż Wędrowca do Świtu w Google Grafice i pokażę wam dosłownie pierwszą rzecz, która będzie tam widoczna.
1577:  I gwarantuję, że to wygląda bardziej jak statek fantasy.
1581:  I tylko oczywiście weźcie pod poprawkę to, że to są starożytne i zamieszkłe efekty specjalne.
1586:  Niemniej jednak, jeżeli ja na to patrzę, to ja nie mam zasadniczych wątpliwości co do tego,
1591:  że to jest świat fantasy, tak?
1593:  Oczywiście, że CGI mogło być 7 tysięcy razy lepsze, ale w dalszym ciągu ja tutaj widzę świat fantasy.
1599:  Dobra, wracając do meritum i do naszego znęcania się nad Numenorejczykami, którzy są nieszczęśliwi.
1605:  Oczywiście Galadriela tutaj z nimi pertraktuje i dzieją się dziwne rzeczy, to znaczy ona w dalszym ciągu chce dotrzeć do
1613:  wybrzeże Śródziemia.
1614:  W związku z powyższym to będzie jej jedna, jedyna motywacja, która występuje teraz przez cały absolutny czas.
1619:  Przy okazji witam Michaela 789 z gronii Trybutariusz i serdecznie za to dziękuję.
1625:  Za to to znaczy za wspieranie kanału.
1628:  I tutaj zacznie się sekwencja, którą bym chętnie Wam puścił, gdyby nie to, że Amazon chętnie demonetyzuje za coś takiego, więc będziemy pokandrowo patrzeć na poszczególne klatki, które znakomicie znamy z...
1642:  trailera, więc ładnie, jest bardzo ładnie.
1646:  To jest swoją drogą, mam wrażenie, jakieś mrugnięcie w stronę tej pięknej swoją drogą sceny z Beacons, czyli tymi stosami, które zapalano w Gondorze.
1657:  Boże, jaka to jest piękna scena, żeby wezwać Rochańczyków i wszystkie inne ludy na pomoc Minas Tirith.
1662:  Więc bardzo możliwe, że to jest do tego taki ukłon w postaci tej latarni.
1665:  Nie mam zielonego pojęcia, tylko co robi na górze to Astrolabium.
1669:  No i mamy powidoki z Numenoru i z tego wpłynięcia do portów Numenoru.
1677:  To są przepiękne kadry.
1678:  Tutaj widać, że budżet poszedł w całości, ale przypominam, to są kadry, które widzieliśmy w 100% do tej pory w zwiastunie.
1686:  To jest pierwszy kadr, który jest nowy.
1689:  Kiedy przypomnisz sobie, pisze bardzo złośliwy człowiek, że dwóch gości z Veta Workshop przez rok nie robili nic innego, tylko wyplatali kolczugi do lotra, o tak.
1698:  Tam wszystko, przecież miecze były także wykuwane, zbroje i tak dalej, i tak dalej.
1702:  O Rex Kellion absolutnie sobie warto przypomnieć opowieści z Narnii.
1706:  Wtedy też można sobie przypomnieć, jak dużą rewolucją była gra o tron.
1711:  Gra o tron, która wprowadziła realizm do świata fantasy w o wiele większym stopniu niż Baśniowa Narnia, aczkolwiek i Baśniowa Narnia bardzo już starała się urealistycznić to, co z kolei znaliśmy z poprzednich adaptacji, które już były bardzo dziecięce, więc ta bitwa pierwsza, którą pamiętam w Lwie, Czarownicy i Starej Szafie była monumentalna i bardzo, no właśnie, realistyczna, wiarygodna.
1735:  Black Cat, witamy w gronie trybutariuszy.
1737:  Szkoda, że szkoła zrodziła moc do narni.
1739:  Umiemy sobie to wyobrazić.
1740:  I witamy w kaszone w gronie trybutariuszy.
1742:  Oczekuję wielkiej liczby jamników, moi drodzy.
1745:  Zwłaszcza, że Gen Greyman jeszcze prosi o jamnicze błogosławieństwo, bo w poniedziałek ma poprawkę z laborki na uczelni i jest, krótko mówiąc, zdenerwowany.
1751:  Absolutnie cię rozumiem.
1753:  Jedyne, czego nie mogę obiecać, to to, że się nie zdenerwujemy teraz podczas analizy.
1757:  Niemniej, moi drodzy, będąc uczciwym i oddając cesarzowi to cesarskie, a Jeffowi Pesosowi co Jeffa Pesosa,
1764:  Jest to ładny kadr, jest to ładnie zrobione i może tak bym sobie nie wyobrażał Numenoru, ale na pewno odzwierciedla ta topografia to, co znamy z mapy, a przypominam na wszelki wypadek, moi kochani, że mamy mapę Numenoru oczywiście w moim ulubionym atlasie Karen Wynn Fonstadt, czyli konkretnie tym.
1783:  Tutaj macie mapę Numenoru, więc mam wrażenie, że te rozgałęzienia, które tutaj są widoczne, wprawdzie nie widzicie mojego kursora machającego, ale musicie mi uwierzyć na słowo,
1792:  W pewnym sensie odpowiadała zarysowi linii brzegowej, który mamy tutaj, więc jest to udane na pewno.
1798:  Lindor ma pytanie, dlaczego nie dali jej porządnego ubrania, to znaczy Galadrieli, tak?
1802:  Serio, jestem pewien, że nie miałaby nic przeciwko spodniom i dubletowi zamiast przemoczonej halki.
1809:  No ale wiecie, przemoczona halka jest dlatego, że Galadriela musi wyglądać jak elfka, ponieważ jest jeden zasadniczy problem, to znaczy...
1816:  Ona nie wygląda jak elfka, więc trzeba jej strojem sprawić, że będzie wyglądała jak elfka, rozumiecie?
1821:  To są właśnie konsekwencje, które się ponosi w momencie, w którym się decyduje na zły casting.
1827:  Co ciekawe, zauważcie, że z niewiadomych względów nagle Numenorejczycy stwierdzają, że porzucą swoje zbroje, przynajmniej część załogi to stwierdza, część załogi je zachowuje, a część załogi już ich nie ma.
1837:  Ale jak wiadomo, to jest wysokobudżetowy serial.
1839:  I jesteśmy oto w dockach Numenoru i Halbrand i Galadriela się przechadzają tutaj.
1843:  Halbrand oświadcza, że on tutaj chce zostać, co jest jednym z asumptów do przypuszczenia, że to będzie Sauron, ponieważ Sauron bardzo sobie upodobał Numenor.
1850:  Witam przy okazji Nindrax Gaming w gronie Trybutariuszy.
1854:  O tak, tak, do sceny grożenia w Numenorze zaraz dotrzemy.
1858:  Ono ma uszy elfie, tylko że są schowane pod jej blond plerezą, więc nie widzę.
1862:  Niemniej coś jest nie tak z uszami elfimi w tym serialu, to znaczy ja sobie specjalnie porównałem, jak wyglądały... Albo wiecie co?
1870:  Bo ja tyle razy mówię, że Galadriela nie wygląda jak Galadriela,
1876:  Zróbmy sobie małe porównanie, tak?
1879:  Zróbmy sobie malutkie porównanie, jak wygląda Galadriela i jak... Albo nawet takie świeże porównanie, weźmy sobie z Hobbita, tak?
1888:  O, o, tak wygląda Galadriela, moi drodzy.
1891:  To znaczy możemy sobie zrobić teraz takie...
1893:  Porównaj, tak?
1894:  Znajdź 10 różnic dzielących te obrazki.
1898:  Więc, no tak, ja wprawdzie teraz Galadrielę zasłaniam ohydnie, przepraszam Was za to ogromnie.
1905:  Postaram się ją zaraz wydobyć.
1907:  O nie, nie, nie wolno, nie wolno puścić serialu nawet na jedną sekundę.
1912:  O!
1913:  Więc teraz możemy sobie porównać, tak?
1914:  Znaczy widać, że usiłowano sprawić, żeby była w miarę podobna, natomiast już jeżeli chodzi o różnicę stroju, uczesania i tak dalej, widać doskonale jak Jackson dbał o to, żeby te uszy elfie były cały czas widoczne.
1926:  Naprawdę to nie są jakieś wyżyny charakteryzacji, żeby zadbać o to, żeby uszy były widoczne znacznie.
1932:  nad kobiecej fryzury.
1933:  No na miły Bóg.
1934:  Myślę, że każda kobieta, która jest na czatach zdaje sobie sprawę z tego, w jaki sposób można osiągnąć to.
1940:  I każdy facet, który ma długie włosy zdaje sobie sprawę z tego, jak można to osiągnąć, jeżeli chce uszy eksponować.
1947:  Dramat absolutny.
1949:  Tak jak mówię, Halbrand jest absolutnie ulubiony.
1951:  Galadiela generalnie ma jeden wyraz twarzy przez cały czas, przez wszystkie cztery odcinki jak na razie, to znaczy następujący.
1963:  Cedzi.
1965:  Galadriela jest ze szkoły aktorskiej Kirsten Stewart.
1969:  To jest szkoła aktorska obnażania jedynek i cedzenia.
1974:  Wszystkiego, co mamy do powiedzenia.
