🔴 RINGS OF POWER | Recenzja odcinek po odcinku (ze spojlerami) #1
🔗 https://www.youtube.com/watch?v=Ra4WpZINxb8

49:  muzyka muzyka muzyka
892:  A, i dlaczego napisałem tutaj, hejo, hejo, jestem Galadriela, choć wygląda inaczej, rasisto?
898:  Dlatego, że obrzydliwością jest...
902:  Nakazanie aktorom, żeby poruszali w rozmowach z mediami, bo jeżeli myślicie, że to oni z własnego serca robią, to się głęboko mylicie, bo to jest bardzo precyzyjnie sterowana kampania marketingowa, żeby poruszali kwestie rasowe, żeby poruszali kwestie polityczne i kwestie polaryzujące.
917:  Dlaczego to jest świńskie w odniesieniu do Tolkiena?
919:  Dlatego, że Tolkien nie poruszał kwestii polaryzujących.
922:  Tak, Śródziemie jest projektem, który podskórnie jest głęboko chrześcijański, natomiast nikt was tym chrześcijaństwem tolkienowskim nie smaruje po twarzy, nikt was nie ewangelizuje.
933:  Jeżeli chcecie zobaczyć, jak można ewangelizować i smarować chrześcijańskim przekazem po twarzy, polecam Lwa Czarownicy i Starą Szafę Sies-Louisa.
940:  Tam jest to zrobione.
941:  Tolkien chciał zawsze i podkreślał to wiecznie we wszystkich swoich dokumentach, stworzyć świat, który będzie inny, świat, który będzie wtór tworzeniem, który pozyska sobie wtórną wiarę, a nie wiarę pierwotną, taką jaką mamy w naszej rzeczywistości.
955:  Pat Grammer trybutuje, za co dziękuję, dopiero teraz zauważyłem trybut.
958:  Oglądałem chyba, nie jest źle transmisja, obejrzę później, miłego rantowania.
960:  Dziękuję.
961:  Dziękuję.
961:  Spokojnie, rant będzie na samym początku, bo chciałem rozstrzygnąć problem, który jest związany z nie samym serialem Rings of Power, ale z całą dyskusją, która wokół tego narosła, ponieważ osadzenie całej dyskusji na dwóch przeciwstawnych pozycjach.
975:  Z jednej strony są profesjonalni krytycy, którzy nie znają się kompletnie na fantastyce, ale znają się na ocenianiu seriali i filmów, a z drugiej strony są fani, którzy znają się na fantastyce, a nie znają się na ocenianiu seriali i filmów.
986:  Jest przepisem na to, żebyśmy nigdy tego sporu nie rozstrzygnęli.
992:  Więc tak, to w tym temacie, moi drodzy, narracje światotwórcze i moja boleść na punkcie tego, że nie analizuje się ich w szkołach, właśnie kierują się czymś zupełnie innym niż tym, czego się wszyscy nauczyliśmy.
1004:  Nie jest istotna fabuła, nie są istotni bohaterowie, nie jest istotna ich motywacja psychologiczna, to jest wszystko drugorzędne w pewnym sensie.
1012:  To, co jest istotne faktycznie i to mega istotne, to to, w jaki sposób ten świat wygląda, gdzie się znajdujemy w tym świecie i czy to jest estetyczne i ładne.
1021:  I dowiecie się, po której ja będę stronie.
1022:  Ja będę się starał naprawdę, i mówię to całkowicie serio, ocenić ten serial.
1027:  Jak wiecie, nie robię ocen numerycznych, więc sorry, jeżeli jesteście zainteresowani posłuchać mojej opinii, to zapraszam, cały czas będziemy o tym rozmawiać przez najbliższe parę godzin.
1036:  może dwie, może godzinę, nie wiem, zobaczymy ile nam wyjdzie, ale będę się starał oddać cesarzowi to cesarskie, to znaczy nie będę ukrywał, że moje zdanie się nie zmieniło sprzed pół roku, to znaczy ja powiedziałem, że to będzie nie Rings of Power, tylko to będzie Rings of Sour, a więc będzie to kwaśne doświadczenie, tu się nie zmieniam zdania i druga rzecz, że to będzie koło czasu.
1059:  To jest, moi drodzy, koło czasu.
1061:  Znaczy, pod względem jakości produkcyjnej nie mam zielonego pojęcia, gdzie ludzie widzą efekty specjalne i całą resztę.
1067:  Jest to koło czasu, które dostało więcej pieniędzy, ale to wciąż jest koło czasu.
1071:  Co mam na myśli, mówiąc, że to jest koło czasu?
1073:  Mam na myśli to, że ja się czuję, jakbym był w Disneylandzie, abym spacerował sobie po starannie wypreparowanym w studiu...
1081:  w secie.
1082:  Był to wypreparowany świat, który wyszedł teraz z linii produkcyjnej.
1086:  Takie mam wrażenie, jak oglądam ten serial.
1088:  Nie mam wrażenia, że zostałem przetransportowany do innej rzeczywistości i że aktorzy
1095:  bawią się tam i cieszą tak swoją rolą, tak jak się cieszyli w filmach Jacksona.
1100:  Zawsze powtarzam, jak ludzie pytają mnie o zdania na trylogii Jacksona, czy to jest dobra trylogia filmowa.
1105:  Ja mówię, nie, nie jestem filmoznawcą, ale ja wiem, że ci ludzie zrobili sobie zajebistego LARPA i świetnie się tam bawili i to czuć.
1111:  Czuć, że to jest dobry LARP w Nowej Zelandii.
1113:  Dlatego to moim zdaniem tak działa.
1116:  EFRS pisze, że liczy, że zobaczymy więcej flashbacków z pierwszej ery.
1119:  Zaraz przejdziemy do konkretów i do tych flashbacków.
1121:  One generalnie rzecz biorąc są rozczarowujące o tyle, o ile zobaczyliście wszystkie trailery.
1126:  Jeżeli zobaczyliście wszystkie trailery, możecie od razu przełączyć do odcinka drugiego, bo zobaczyliście odcinek pierwszy.
1131:  W gruncie rzeczy.
1133:  Lord stoi tym, pisze Sam Wit, że zostali rzuceni aktorzy na środek pola, dostali miecz, mają napierdalać Hobbit, bardzo ucierpią na przewadze CGI i to widać.
1142:  I tutaj ta przewaga CGI jest traktowana jako zaleta, w moim przekonaniu miejscami jest to wada.
1147:  Natomiast na pewno największą wadą tego serialu jest to, że on odszedł od obietnicy, którą mieliśmy na samym początku.
1154:  Czekajcie, zrobię tak, żebym ja też był widoczny.
1157:  To znaczy, to jest mapa, którą wypuścił Amazon, to jest mapa drugiej ery, na samym początku i ja byłem zachwycony z tego względu, że miałem nadzieję, że rzeczywiście akcent będzie na świecie, że skoro pierwszy komunikat marketingowy to jest mapa, swoją drogą, mapa piękna, to będzie rzeczywiście to zgodne z Lord Olkienowskim.
1177:  Jeżeli byśmy chcieli otworzyć sobie jakąkolwiek inną fabułę w świecie i...
1182:  odeprzeć wszystkie zarzuty o to, że o, że tutaj fani mówią, że to jest niezgodne z lore, to to nie byłby pierwszy komunikat marketingowy.
1189:  To był pierwszy komunikat marketingowy.
1191:  Możecie sobie sprawdzić na Facebooku Rings of Power, jest to pierwszy post jakiś tam w ogóle pojawił i fani wtedy cieszyli się, mówili o, o, to będzie druga era, ponieważ jest numer lore na mapie.
1203:  Więc zaczęła się cała ta kampania marketingowa od fałszywej obietnicy, która nie została dowieziona.
1209:  Fabuła serialu w pierwszym i drugim odcinku prowadzi nas spoza tej mapy, bo zaczyna się w walinoże, do którego swoją drogą nie mają praw, więc w powyższym to jest ciekawe, że go ujęli.
1219:  I później jest podróż, o której sobie zaraz powiemy do...
1224:  wybrzeży, które nie są tutaj zaznaczone, o czym też za moment powiemy, a cała akcja dzieje się w Lindonie i Eriadorze w gruncie rzeczy, natomiast jeszcze podróżujemy na samym końcu do Forodwaith, to jest to północne rubieże, swoją drogą kiedyś w okresie I Ery to północne rubieże było połączone z Valinorem takim pasem, przez które faktycznie podróżowały elfy, tak nawiasem mówiąc.
1246:  Mam nadzieję, że nie tnie u Was.
1247:  Dziękuję bardzo za jamniki, dziękuję Barotkowi za wsparcie kanału i dołączenie do Trybutariuszy.
1253:  Stanisław Maria Szeliga pisze, cześć Wam wszystkim, cieszę się, że jestem z Wami, bo lubię filmiki oglądać i tę społeczność.
1259:  To absolutnie, Stanisławie, zgadzamy się, jeżeli chodzi o uwielbienie dla społeczności.
1263:  Cieszę się, że wspierasz i dziękuję Ci za Trybut bardzo serdecznie.
1267:  I później, moi drodzy, i to jest ciekawy moment w serialu, przenosimy się mniej więcej, jeśli mnie pamięć nie myli, w te rejony, a na samym samiuteńkim końcu przechodzimy do czegoś, co się nazywa Southlands.
1284:  Moi drodzy, to nie są Southlands, to znaczy Southlands oryginalnie i oczywiście, że mam dla Was mapę, która to potwierdza.
1292:  Mianowicie, moi drodzy, Southlands to jest to miejsce, które się znajduje w atlasie Karen Wynn Fonstad, w tym miejscu.
1301:  Natomiast lądy Umbaru i Haradu nazywane są Heaverlands.
1307:  Więc jeżeli chcemy mówić o...
1309:  geografii Śródziemia, fajnie byłoby, gdybyśmy odrobili lekcję jako producenci serialu i nie nazywali mianem Southland czegoś, co Southlandem nie jest, ponieważ ja oglądając to, tak, faktycznie potwierdzam, wiedza fanowska przeszkadza, byłem skonfundowany i pomyślałem sobie, wow,
1326:  Jak fajnie!
1327:  To będziemy w miejscu, które nigdy nie było zamieszkałe.
1331:  To może będzie o tej legendarnej podróży Noldorów, którzy tam mieli się podobno kiedyś udać.
1336:  Niezamieszkały ląd, nie będzie żadnego naruszenia lore.
1340:  Świetny pomysł!
1341:  Ha ha ha ha!
1342:  Nie, oczywiście, że nie.
1344:  Mamy do czynienia z błędem geograficznym, ponieważ Southlands to są rejony mniej więcej tutaj na południe od Haradu i wszystko wskazuje na to również, że będziemy mieli, ale akcja dzieje się w Kandzie głównie i w czymś, co później będzie znane jako Mordor.
1359:  Więc to są te regiony, które są nazywane Southlands, moi drodzy, w serialu.
1363:  Na wypadek, gdybyście nie wiedzieli, a możecie nie wiedzieć z tego prostego względu, że serial bardzo się spieszy z wyjaśnianiem różnych rzeczy.
1371:  I to tak, moi drodzy, na sam samiuteńki początek.
1374:  Kwestie światotwórcze myślę, że mamy za nami.
1377:  Dlatego byłem zdenerwowany, że została sprezentowana obietnica, która była niemożliwa do dowiezienia, ponieważ to, że Amazon ma prawa wyłącznie do Władcy Pierścieni Hobbita oraz appendixów do Władcy Pierścieni, to była informacja, która przyszła znacznie później.
1393:  Więc, Krzysztof, to nie błąd sama nazwa wskazuje, że na południu.
1397:  No właśnie, tak.
1399:  Cieszę się w ogóle, że używacie nowej emoji, tak, w temacie jeszcze nie Rings of Power.
1403:  Zostały tradycyjnie zaprojektowane przez Dominikę Jamnikotwórczynię Klimczak.
1406:  Jest to emoji jesieniara, która jest dostępna dla trybutariuszy.
1410:  Bardzo dziękuję za to.
1412:  Dobrze, moi drodzy.
1414:  A zatem teraz pora przejść do tego, co jest creme de la creme naszego dzisiejszego spotkania, mianowicie będziemy przechodzić sobie przez najważniejsze kadry całego serialu.
1424:  Ja będę wsłuchiwał się też w wasze opinie, bo już to, co miałem powiedzieć, uważam, że powiedziałem i będę rozbudowywał tą swoją opinię oczywiście w miarę, jak będą przychodziły nowe odcinki.
1436:  Ale jak już zaznaczyłem Wam, ja fabułą nie jestem kompletnie zainteresowany.
1440:  Mnie interesuje to, czy faktycznie ten świat przetransportuje mnie do Śródziemia, a przypomnę, że transportowanie do Śródziemia jest uznawane przez badaczy światotwórstwa jako prototypowe doświadczenie.
1452:  A jeżeli nie chcecie mieć dowodu naukowego, proszę uprzejmie zastanówcie się, jak wiele razy oglądacie Harry'ego Pottera albo cokolwiek innego, nie dlatego, że nie pamiętacie fabuły,
1463:  tak jak ja na przykład, tylko dlatego, że chcecie jeszcze raz poczuć się, jak to byłoby, jakbyście się przenieśli do Hogwartu.
1469:  O to chodzi w tym prototopowym doświadczeniu przeniesienia do świata i ja będę oceniał ten serial pod łuk tego, czy czuję się przeniesiony do Śródziemia.
1476:  Nie takiego, jakim opisał je Tolkien tylko, ale takim, jakie mamy je w powieściach Tolkiena, w legendarium tolkienowskim, w historii Śródziemia, w filmach Petera Jacksona, w grach wideo, które znam i to będzie moja płaszczyzna porównania.
1489:  Nesio Besio, dzięki serdeczne.
1491:  Nigdy nie wiem, czy czytajcie Nesio Besio, czy Nessio Besio.
1494:  Iverway, dziękuję serdecznie za podarowanie pięciu pakietów wspierania naszym widzom i za bycie Jan Nikołajem.
1500:  Liczę na mrowie Jan Nikołajów.
1503:  No więc, kochani, to powiedziawszy, lecimy, co?
1505:  Oczywiście z uwagi na copyright, domyślacie się, że nie będziemy odpalali z głosem.
1511:  Na początek pochwalę za coś Amazon, o, pochwalę.
1514:  To jest fajna funkcja, to znaczy X-Ray.
1516:  Jak oglądacie to na desktopie i będziecie mieli jakieś fragmenty związane z aktorami, to będą się Wam odpalały też podpowiedzi, z kim mamy do czynienia.
1525:  Tak długo jak długo Amazon się skupia na aktorach, tak jest wszystko w porządku, ale na przykład zarówno Galadriel, jak i Brad Finrod
1531:  Być może oczywiście są Eldarami, natomiast Eldarzy nie oznaczają elfów wysokiego rodu, tylko oznaczają, jeśli nie pamięć nie myli, miłujących gwiazdy.
1539:  W związku z powyższym, jeżeli już pokusimy się o takie lore'owe ciekawostki, to fajnie byłoby, gdybyśmy zadbali o to, żeby one były adekwatne.
1547:  Scena, którą widzicie...
1549:  rozgrywa się w walinoże.
1551:  Na razie z winę X-Ray.
1553:  I to było dla mnie duże zaskoczenie.
1555:  Kompletnie się nie spodziewałem tego, że będziemy zaczynali od takiego dziwnego spływu kajakowego po walinoże.
1563:  Spływ kajakowy po walinoże jest bardzo doniosłą metaforą, moi drodzy.
1567:  To na wypadek, gdyby ktoś uznał, że Krzysztof Fan w związku z powyższym, jeżeli fan fantastyki, to tępy i rasista, więc na pewno nie rozumie tej metafory.
1575:  Więc rzeczona metafora, moi kochani, dotyczy tego, że jeżeli mamy taki spływ, taką łudeniką, to ona się unosi na wodzie, ale, ale, ale, moi drodzy, potem się dowiadujemy, że jak jest kamień, to kamień opada na dno.
1598:  To jest doniosła metafora.
1600:  Nie dlatego, że ona się pojawia na samym początku, ale dlatego, że ona zostaje nam wyjaśniona pod sam koniec pierwszego odcinka.
1606:  Więc to jest głębokie niby ta rzeczółka, po której mamy spływ Łudeńką.
1611:  Oczywiście, ponieważ jest to serial powstający w 2022 roku.
1615:  łódeńkę puszcza Galadriela, natomiast wredni mężczyźni tę łódeńkę Galadrieli atakują.
1621:  Ja, jak wiecie dobrze, jestem z całego serca i ducha feministą i uważam i zawsze będę to podkreślał, że tego rodzaju rozwiązania fabularne sprawiają, że ludzie będą nie otwierać się na ten przekaz, ale wręcz przeciwnie, będą ten przekaz całkowicie negować od samego początku.
1640:  Paradoksem jest pewnym to, że już w pierwszych kadrach serialu poznajemy Galadrielę taką, jaka ona jest.
1646:  Jest mianowicie, na wypadek gdybyście mieli za bardzo wytrawiony w pamięci obraz wykreowany przez wspaniałą Cate Blanchett, więc Galadriela nie jest tą eteryczną, zwiewną, ale równocześnie potężną.
1658:  Pamiętamy scenę Dol Guldur, pamiętamy scenę z wizją Sama, czy Froda, przepraszam, Bagginsa w momencie, w którym Galadriela pokazuje, co by było, gdyby ona miała Ring of Power.
1669:  Więc tak, to nie jest właśnie ta silna kobieta, która jest w stanie zamieść podłogę Sauronem, Morgothem, wszystkim, kogo się nie tknie.
1679:  Nie, nie, nie, nie.
1680:  Ona jest silna dlatego, że ona mówi, bo ja jestem silna!
1685:  Jestem silna!
1687:  Zobaczcie, jaka jestem silna!
1689:  Popatrzcie, mam zbroję i mięśnie, jestem silna!
1694:  i taka silna i później przychodzi Tywin Lannister i mówi any man who must say I'm a king is no true king at all więc takie mamy niestety samo
1706:  podejście do Galadrieli tak sportretowanej tutaj, jak mieliśmy do Kapitan Marvel i innych sympatycznych, ujmujących za serce postaci kultury popularnej, które nie promują w żadnym wypadku wartości feministycznych, ale promują wartości szowinistyczne wobec mężczyzn.
1724:  I jest to niedobre i mówię to ja, żeby nie było, że mówią to wyłącznie ludzie, którzy są bardzo konserwatywnie nastawieni do tej problematyki.
1733:  Nie, nie są.
1734:  I...
1735:  W całym konserwatywnym świecie tolkienowskim znalazło się miejsce na dwa potężne przesłania feministyczne.
1742:  Jedno było w przypadku Galadrieli, a drugie było w przypadku, przypominam, Eowiny i przepowiedni, zgodnie z którą żaden mężczyzna nie będzie w stanie zabić czarnoksiężnika Zangmaru.
1753:  I am no man, mówi Eowina i pokazuje, gdzie jest miejsce Czarnoksiężnika Zagmaru.
1758:  Przepiękne.
1759:  FRS pisze, że Galadriela w książce niszczy Dol Guldur za pomocą jednego ruchu ręki i magii, a dla mnie to był największy pokaz mocy, aniżeli paradowanie mieczem.
1767:  Ja jako człowiek, który nie lubi paradowania z mieczem, nie mogę się nie zgodzić absolutnie.
1773:  Skąd Krzysztofie pamiętasz te wszystkie cytaty, pytaj jako muzykan.
1775:  Dzięki ci za wsparcie od roku.
1776:  Dobre pytanie.
1778:  Ja chyba pamiętam rzeczy wtedy, kiedy mamy jakiś emocjonalny związek z tym.
1781:  Więc scena w Walinorze, no moi drodzy, taka juraktrakowsko-częstochowska.
1785:  Znaczy ja nie wiem, dlaczego ludzie wszyscy mi mówią, że niesamowite pieniądze poszły na ten serial.
1790:  No bo ja sobie mogę od Krakowa wziąć busik, pojechać do Jury Krakowsko-Częstochowskiej i będę widział taki widoczek ładny, nawet przypuszczam, że taki mostek by się znalazł.
1800:  No nie wiem jak wiele, jak ja na to patrzę, to nie widzę Walinoru.
1803:  I to był mój kłopot z tym związany, bo chciałbym zobaczyć Walinor.
1808:  Jest taki jeden kadr, kiedy go zobaczymy, to jest tuż po rozmowie, która następuje w kolejnych scenach, jest to
1814:  Rozmowa Finroda, którego ja zawsze mylę z Feanorem, ale jak wiadomo jestem zapiekłym tolkienistą i jest to rozmowa Finroda z Galadrielą, która jest ostatnią niestety rozmową Finroda z Galadrielą, ponieważ Finrod potem pozakadrowo oczywiście zostanie wyeliminowany ze sceny.
1829:  Film to oryginalnie, jeśli mnie pamięć nie myli, był albo zagryziony, albo sponiewierany przez wilkołaki.
1835:  Jest callback do tej sceny, ale oczywiście Amazon nie ma praw do niej, w związku z powyższym nic z tym nie może zrobić.
1841:  I tutaj już widzicie, mam nadzieję, będę co jakiś czas zatrzymywał na wypadek copyrightów, problem, który mamy związany z serialem.
1847:  To znaczy, ilekroć by warto było pokazać coś więcej na temat backstory, coś więcej na temat historii świata, to muszą robić cięcie, ponieważ nie mają do tego prawa autorskich.
1858:  Teraz będę po stronie twórców serialu.
1860:  Muszę powiedzieć, że na tyle, na ile mogą, inteligentnie sobie z tym radzą.
1865:  I przypomnijcie mi o tym, jak będziemy widzieli Finroda na łożu boleści.
1871:  Karveles, dzięki serdeczne za dołączenie do Trybutariuszy.
1875:  Przez cały odcinek nikt nie mówi, że Finrod to Finrod, pisze xxfreedom66.
1879:  No widzicie, to jest drugi problem, z którym mamy do czynienia, to znaczy z jednej strony zakłada się i wmawia się nam, że to jest seria dla wszystkich, a nie dla fanów, a z drugiej strony, mówiłem o tym ostatnio na naszym Discordzie, swoją drogą holistyczna agencja skapistyczna, link w opisie.
1892:  że naprawdę wiedza z zakresu śródziemia, artologii, nauki o arcie, z jednej strony pomaga, z drugiej strony przeszkadza.
1900:  To znaczy pomaga, dlatego że przynajmniej wiecie, kto gdzie jest i kto kim jest i gdzie był wcześniej i gdzie pójdzie dalej, ale równocześnie wam przeszkadza, ponieważ wszystko zostało zmieniane.
1909:  Więc ja naprawdę nie wiem, dla kogo jest ten serial finalnie.
1912:  Czy on jest dla fanów, czy on nie jest dla fanów, czy jest dla wszystkich, ale jeżeli jest dla wszystkich, to być może jest dla nikogo.
1917:  Więc tak, to są problemy.
