NOLAN pod lupą. Omawiamy wszystkie filmy Christophera Nolana
🔗 https://www.youtube.com/watch?v=qEUNkx2FElE
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
MK (Marcin Kończewski, Koń Movie)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
RP (Radosław Pisula, Full Frontal Pisula, Napisy Końcowe)

0:  BFP - Chyba trzeba było kilku lat bez schematu i takiego składu, żeby wreszcie podjąć ten temat.
229:  RP - One mają mieć ten pomysł wyjściowy, taki zawsze błyskotliwy, w jego głowie najczęściej.
233:  RP - Ale też ma być to fajny film, który ma zaciekawić.
237:  RP - Ma być właśnie takim labiryntem.
239:  RP - Każdy film ma być taką podróżą dla widza.
241:  RP - On ma też tak, że dużo tych hintów podaje wprost gdzieś tam na początku i później się okazuje, że to jest w ogóle wywrócone do góry nogami.
248:  RP - Jak sobie przypomnisz o tym, co było na początku, to wow, mieliśmy podane rozwiązanie na tacy, tylko wtedy jeszcze tego nie widzieliśmy.
255:  RP - Tened tego nie ma.
256:  RP - ten net nie ma pytań, odpowiedzi.
258:  RP - Ten net jest po prostu doznaniem filmowym, nie?
261:  RP - Tam się dzieją rzeczy i nie musisz ich tłumaczyć nawet.
264:  RP - I nawet jak Nolan próbuje tłumaczyć, to on to robi w tak zaowalowany sposób, że ja jeszcze mniej wiem, nie?
270:  RP - Bo jak już sobie próbuję sam to wytłumaczyć, to mówię, okej,
272:  RP - Dobra, trzyma się kupy, już mniej więcej wiem.
274:  RP - I wtedy dostaję informacje o co chodzi z tym tenet, z tym cofanie się w czasie, jak to wszystko działa i wtedy już nie wiem nic, ale jestem już w tym ciągu, który sprawia mi przyjemność i mówię, wow, co się dzieje.
286:  RP - Szczególnie, że aktorzy to ciągną, bo Robert Pattinson jest super w tym filmie, ale nie wiem, co on tam robi.
290:  BFP - Ale podałeś mi bardzo dobry... Gra Roberta Pattisona.
293:  BFP - O, uderz w stół!
294:  BFP - Podałeś mi bardzo dobry slogan Tenet'a.
296:  BFP - Tenet, rzeczy się dzieją do tyłu.
299:  BFP - Ale był taki jeden moment, który w Tenet rzeczywiście powiedziałbym, był jakąś gratyfikacją, powiedziałbym, twojej uwagi, czy właśnie takim Nolanowym zagraniem, na zasadzie John David Washington walczył z samym sobą w tym momencie.
314:  BFP - I potem widzisz tę scenę z drugiej perspektywy i mówisz, a, to był on.
317:  BFP - Ale dla mnie Tenet jest trochę takim kinem, jakby ktoś przyszedł, a właściwie Warner Bros.
321:  BFP - bodajże, przyszło do Nolana i powiedziało, Nolan, musisz nakręcić coś Nolanowego, ale tak naprawdę Nolanowego.
331:  BFP - Na pełnym Nolanie.
332:  BFP - Tak, na pełnym Nolanie i odpalił wszystkie silniki.
335:  BFP - Krzysztof?
337:  KMM - Powiem tak, jest taki tekst, który kiedyś czytałem, napisał go Jim Bizocci i ten tekst brzmi mit uniwersalnej opowieści.
345:  KMM - Jim Bizocci w tym tekście mówi o tym, że cały Hollywood robi filmy pod łuk tego schematu hero journey, a jest wiele innych.
353:  KMM - I pamiętam jeden ze schematów fabularnych, który podał i to był schemat Wdowy Bęgalskiej.
359:  KMM - Powiem Wam, że tenet jest bardziej zagmatwany niż schemat Wdowy Bęgalskiej, który jest dokładnie tak zagmatwany, jak brzmi.
367:  KMM - A chodzi w nim o to, że opowieść cały czas wraca do początku, że jest kolista i zagmatwana właśnie czasowo.
375:  KMM - Tenet jest trochę pisany jako taki typowy eksperyment awangardowy, zrobiony dla samego eksperymentu, który stawia na ołtarzu i poświęca na nim niestety to, co jest najlepsze dla mnie w kinie, to znaczy imersywność.
387:  KMM - Dla mnie kino Imnolana zawsze było imersywne.
389:  KMM - Nie jestem w stanie tego powiedzieć o Tenecie.
391:  KMM - Tenet jest emersywny i w bardzo zły sposób.
393:  KMM - Emersywny, czyli
395:  KMM - Teoretycznie łamie czwartą ścianę, wynurza nas z tego świata, ale dlaczego teoretycznie?
400:  KMM - W założeniu emersji jest to, że zanurzamy się jeszcze bardziej.
403:  KMM - Tutaj nie mam takiego wrażenia.
404:  KMM - Można było manipulować czasem fabuły i czasem narracji w taki sposób, żeby pokazać to zapętlenie, ale przez to, że ten film jest totalną dekonstrukcją wszystkiego, ja tego nie widzę.
416:  KMM - I czasem mam tak, że sztuka, która jest dekonstruująca, do mnie trafia, ale właśnie dlatego, jeżeli chcę coś pokazać, a czasem jest to tak właśnie jak w tym przypadku, kiedy ja widzę wieszak, widzę na wieszaku płaszcz, jest pod tym podpisana trwałość pamięci, jest to w muzeum.
429:  KMM - Ja bym się tym zachwycił, ponieważ to jest sztuka.
431:  KMM - Nie, to nie jest sztuka, to jest eksperyment, do tego wszystkiego nieudany.
434:  KMM - I mój pierwszy seans ten etat wyglądał w ten sposób, że za każdym razem, jak się nudziłem, to przewiłałem do przodu i złapałem się po 15 minutach, że skończyłem film.
445:  KMM - Stwierdziłem, że trzeba zacząć jeszcze raz i próbowałem wtedy oglądać już legitnie i dobrnąłem do jednej trzeciej.
451:  KMM - Nie byłem w stanie.
453:  KMM - Ten film nie ma struktury.
455:  BFP - Przepraszam, muszę to powiedzieć, tego suchara znowu rzucić, ale myślałem, że powiesz, że za każdym razem jak przewijałem do przodu, okazywało się, że przewijałem do tyłu.
464:  BFP - Ale wezmę w obronę na moment ten film, bo ja postrzegam to jako najsłabsze dzieło Nolana, ale na pewno ten film pokazał mi coś, czego nigdy wcześniej w kinie nie widziałem, a nawet zaprezentował pewien eksperyment myślowy, który dotychczas wydawał mi się nie do wyobrażenia.
484:  BFP - Czyli czy można pokazać czas płynący do tyłu?
487:  BFP - wizualnie w kontekście czasu, który płynie w naturalnym kierunku dla nas.
493:  BFP - I okazało się, że da się to zrobić.
494:  BFP - I nie widziałem tego nigdy wcześniej.
497:  BFP - I moment, w którym oczywiście próbuje się to jakoś logicznie ubrać, a jeszcze wokół tego zbudować fabułę,
505:  BFP - która ma postaci, na które już nie starczyło miejsca w scenariuszu, no to sprawdza się to tak średnio.
512:  GW - No nie sprawdza się, no po prostu ta fabuła pod ciężarem własnej logiki się rozsypuje.
518:  GW - Oni tam cały czas mówią o tej wzrastającej entropii, pitolą po prostu o jakichś takich mądrych stwierdzeniach, a ostatecznie
528:  GW - jest dokładnie ten sam efekt, który mnie drażni w wielu grach, który mnie wyciąga właśnie z immersji, to jest to, że
537:  GW - w wielu filmach Nolana, zwłaszcza te, które się silą na jakieś naukowe teorie i na taką szkatułkową strukturę, one są niespójne, są bardzo wybiórcze pod kątem tego, jak działają i w momencie, kiedy niektóre elementy w filmie, niektóre momenty, w których tak naprawdę trzeba by było, nie wiem, dobrze się zastanowić, ale jakieś wybuchy nie stają się lodem, jakieś energia w ogóle...
567:  GW - w ogóle światło i te molekuły światła i fala światła, która w jednym odtwarzaniu do przodu działa normalnie, ale w odtwarzaniu do tyłu powinno działać w przeciwnym kierunku i nie działa, bo wtedy byśmy nic nie widzieli, no to jest tak bardzo wybiórcze podejście do fizyki mnie bardzo gniecie.
585:  GW - Jeżeli ktoś mi nadaje pewne reguły i jest świadomy tego, jak
590:  GW - fizyka działa, to niech się jej trzyma konsekwentnie, albo niech nada od samego początku ramy i się ich konsekwentnie trzyma, bo w tym momencie, jak ja na to patrzę, to takie, ale chwilę, bo to w końcu ta energia idzie do przodu czy do tyłu, bo jakby szła do tyłu, to wtedy to nie powinno tak działać i mnie wtedy osobiście to wszystko gniecie.
611:  GW - Także Nolan...
612:  GW - w tennecie faktycznie stworzył dzieło, które jest wizualnie niesamowite, chociaż i tak bardziej dla mnie imponujące z Interstellar.
624:  GW - Jest właśnie, no wizualnie jest cacy, logicznie jest kompletnie rozsypane, tak jakby po prostu film uległ własnej entropii z fabuły, a do tego jeszcze nie wiem kto odpowiada za inżynierię dźwięku, ale autentycznie powinien go wybatorzyć i nie dawać mu miesiąc jeść, bo...
642:  GW - To jest wielka jedna tragedia.
644:  GW - Jak ja poszedłem do kina, właśnie to był pierwszy mój seans, jakby po tym, jak otworzyli kina w trakcie pandemii i słucham tego filmu w kinie, gdzie zazwyczaj, no powiedzmy, nie była to najlepsza sala w Cinema City, ale siedzę i tak, ty, może ktoś nie włączył któryś głośników.
664:  GW - Ej stary, czy ty też nie słyszysz tego filmu?
667:  GW - Czy COVID wpłynął na wsi?
668:  GW - Tak, dokładnie.
669:  GW - Do tej pory wszystko było w porządku.
672:  GW - Co tu się dzieje?
673:  GW - Ja autentycznie później sobie musiałem pobrać ten film w momencie, kiedy był dostępny już gdzieś w jakichś serwisach na wszelki wypadek.
682:  GW - Tak, dokładnie.
684:  GW - żeby sprawdzić, przekonać się, że on jest tak po prostu kijowo skonstruowany dźwiękowo.
688:  GW - Nie wiem, jak ktoś tego nie słyszy, być może właśnie operator dźwięku czy inżynier dźwięku przechodził COVID.
695:  GW - Bardzo mi z tego powodu przykro, ale właśnie to jest ten moment, w którym powinno się dawać do przetestowania pewne rzeczy jakby drugiej parze uszu.
705:  KMM - Jeszcze od siebie dorzucę, że tutaj problem ten strukturalny fabuły bierze się też z problemu światotwórczego, o którym powiedział Grzegorz, to znaczy jeżeli nie umiemy wyjaśnić jak funkcjonuje świat, ponieważ jedynym naszym sposobem wyjaśnienia tego jak funkcjonuje świat może być w filmie albo dialog, albo narracja pozakadrowa z ofu,
723:  KMM - albo wizualia.
724:  KMM - Jeżeli robimy to wizualnie, niekonsekwentnie, w dialogach bełkoczemy, nikt nic nie słyszy, a narratora z offu nie ma, to nie mamy jak widzowi wyjaśnić, jak świat funkcjonuje.
734:  KMM - I w tym momencie dużo rzeczy można załatwić w ten sposób, żeby wprowadzić kolejne zapętlenie fabularne, jeszcze bardziej coś skomplikować i liczyć na to, że ludzie się nie będą w stanie zorientować.
742:  KMM - Tak jak w Big Bang Theory, kiedy możemy jeszcze jedną pętelkę dorobić i jeszcze jedną pętelkę, licząc na to, że nikt tego nigdy nie zanalizuje.
750:  BFP - Znaczy ja tam wszystko zrozumiałem.
751:  BFP - W sensie światotwórczo chodziło o to, że w przyszłości odbyła się trzecia wojna światowa i oni tam przesłali do nas pistolety, które strzelają do tyłu.
761:  BFP - I to jest w zasadzie wszystko, co potrzebujecie wiedzieć o TEN-et.
764:  MK - No tak, ale powiem ci, że nie do końca... To koniec zdania jest problematyczny.
768:  MK - Tak, no w sensie ja nie do końca tu się z tym zgodzę, że to jest wszystko takie jasne i łatwe i przejrzyste.
774:  MK - Nie, nie.
775:  MK - Kłopot polega na tym, w jaki sposób to jest prowadzone.
778:  MK - Znaczy historia ta jest poprowadzona w ten sposób, że nam jest wszystko właśnie podawane za pomocą dialogów, za pomocą rozmów, które te rozmowy są jak mowa trawa troszeczkę.
791:  MK - One nie angażują emocjonalnie, bo my nie poznajemy bohaterów.
795:  MK - My nie wiemy od samego początku jaki jest bohater grany przez uczniów.
800:  MK - Jak ma na imię.
801:  MK - Tak, to znaczy nawet tutaj nie chodzi mi chyba o imię, co o zwykłe, tak jakby, wiesz, jak jest podział na akty w filmach, masz te trzy akty, no to tutaj my wchodzimy tak jakby moim zdaniem w drugi akt od razu.
815:  MK - My w ogóle nie mamy zarysowania tego, kim on jest, jak on robi, tylko poznajemy go tak jakby ze strony tego, że on już staje przed problemem i musi sobie radzić z tym problemem.
826:  MK - Nie dostajemy informacji na temat tego,
829:  MK - czy nie wiem, czy jest porywczy, czy jest, nie wiem, niezdecydowany, czy jest właśnie specjalistą w czymś, tylko on jest protagonistą i to jest w ogóle, to jest moim zdaniem bardzo zabawna kwestia, nie, z tym protagonistą, bo
846:  MK - W ogóle to jest autoironia jakaś moim zdaniem w tej kwestii, bo oni sami tak jakby nieświadomie chyba, układając dialogi, nie zauważyli, że tutaj nie ma bohaterów.
859:  BFP - Nie, Nolan sam uznał, że on nie potrzebuje bohaterów.
862:  MK - On nie potrzebuje, tak, bo to jest jeden wielki... Tak, on jest tym, ja tu się śmieję, jak pierwszy raz recenzowałem sobie ten, to uznałem, że on jest takim fanatykiem kostki Rubika.
873:  MK - który opanował wszystkie algorytmy i po prostu wiecie, stoi sobie pośród tych, którzy ich teoretycznie nie znają albo mają trochę je liźnięte i układa tak bardzo szybko, bardzo szybko, bardzo szybko tę kostkę Rubika, pokazuje jaki on jest klawy, robi to na pamięć zupełnie, ale w sumie jeżeli my już
891:  MK - tak jakby zaznajomiliśmy się, nic z tego nie wyciągamy, bo w tym nie ma żadnej historii, nie ma żadnej imersji właśnie i żadnego eskapizmu.
898:  MK - Ja tutaj nie miałem fanu oprócz tego, że wizualnie, pod względem technicznym, jest to maestria w wielu momentach, naprawdę, jeżeli chodzi o to spotkanie i zawiązanie tych połączeń takich fabularnych.
916:  MK - To było fajne, bo to jest konceptualizm iście taki barokowy, bym nawet powiedział.
919:  MK - w którym on po prostu założył sobie pewnego rodzaju element na początku, do którego skutecznie prowadzi sobie na przestrzeni historii, którą próbuje tworzyć, zapominając o tym, że to ma być historia.
929:  BFP - No tak, ale film oczywiście możesz chłonąć, ale dobrze, jak go też czujesz w jakiś sposób.
934:  MK - A tutaj tego nie ma.
935:  BFP - Zobaczcie, protagonista nie ma żadnej osobistej stawki.
940:  BFP - U Nolana jest coś, co powraca, to znaczy bohater podwójny The Prestige, o którym będziemy mówili, pragnie wrócić do swojej córki.
950:  BFP - Cobb z Incepcji pragnie wrócić do swojego syna i córki.
954:  BFP - Interstellar Matthew McConaughey chce wrócić do swojej córki.
958:  BFP - Wszyscy ci trzej bohaterowie chcą wrócić.
960:  BFP - W przypadku protagonisty nie wiemy w zasadzie nic.
965:  BFP - On chciał po prostu wrócić chyba.
967:  BFP - Nie, on po prostu powiedział mu, słuchaj, masz misję, jesteś 007, no bo to nie ukrywajmy Tenet i jest takim Nolanowskim Bondem, on zawsze marzył o tym, żeby stworzyć swojego Bonda, to jest jego Bond i puszcza do nas oko, mówi, to jest protagonista, on to teraz będzie musiał wykonać misję.
986:  RP - To jest tak, że Nolan nigdy nie był kopolą, tak jak dużo ludzi uznaje, że to wielki artysta, że tworzy te filmy takie złożone, skomplikowane, o ludziach, o ich problemach.
998:  RP - On nigdy nie był właśnie jak Martin Scorsese, nigdy nie był jak Coppola.
1001:  RP - On ma najbliżej do Michaela Baya, bo to jest gość, który robi świetne kino rozrywkowe.
1007:  RP - Potrafi zrobić kino, które dobrze wygląda, które jest rozbuchane, gdzie potrafi wydać pieniądze.
1011:  RP - Wiemy, że Nolan jest jednym z kilku reżyserów, można ich na palcach jednej ręki policzyć, którzy mogą sobie pozwolić na wszystko w kinie.
1017:  RP - Mogą wyłożyć grubą kasę, żeby ciężarówka robiła fikołki na ekranie i prawdziwa ciężarówka.
1022:  RP - chcesz rozwalić lotnisko, to masz Nolana, Bay'a i długo, długo nikogo innego, którzy mogą sobie na takie fikołki pozwolić.
1029:  RP - I on też tego nigdy nie ukrywał.
1030:  RP - On te filmy robi takie, żeby były, wiesz, żeby cieszyły oko, żeby były właśnie takie blockbusterowe.
1035:  RP - I to widać, że on jest tak bardzo wycofany emocjonalnie od tych bohaterów, są dla niego przedmioty, które mają coś robić na ekranie, żeby się działo.
1041:  RP - On jest przede wszystkim matematykiem, architektem, który ma świetny wzrok, świetny
1047:  RP - widzi to, co powinno być na ekranie, zmysł przestrzenny ma znakomity, nie?
1050:  RP - No te filmy się super ogląda.
1052:  RP - Kurczę, te sceny, właśnie bijatyk w tenet, no można narzekać na fabułę, ale one są kapitalnie zrobione, nie?
1057:  RP - Są pomysłowe.
1058:  RP - A to tak.
1059:  RP - I ten, tak, wiesz, te wybuchy, gdy ten samolot, który naprawdę tam wysadził, nie?
1062:  RP - Bo mógł to zrobić, to też robi wrażenie, nie?
1064:  RP - To jest kinowe doznanie, nie?
1066:  RP - Jak te takie...
1066:  RP - kino ryzykowe widzieć, tylko chciałbym, żeby miało fabułę i żeby miało bohaterów, nie?
1070:  RP - Jeśli tego nie mam, no to ten film na tym traci, nie?
1072:  RP - I tak jak mówicie, on w innych filmach też miał średnio zarysowanych bohaterów, nie?
1077:  RP - Też ciężko było coś o nich więcej powiedzieć i też jakoś go super nie interesowali, interesowały go akcje, tak jak było w Incepcji, nie?
1083:  RP - Tam Cobb miał proste, wiesz, uwarunkowania, nie?
1086:  RP - chce tutaj coś odzyskać, chce sobie jakąś sprawę załatwić, ale wiesz, że ten cały film nie był aż tak o tym, nie?
1091:  RP - On ci miał pokazać kolejne poziomy snu, to jest najważniejsze, tutaj wchodzimy, tutaj mamy te proste zasady i żeby jak to ma wyglądać, a w ten necie tego brakuje, nie?
1099:  RP - Że te postacie są, żeby były i Robert Pattison jest super, ale co ja o nim wiem?
1102:  RP - Że jest fajny, bo jest Robertem Pattisonem, nie?
1104:  RP - Ale oprócz tego nie wiem nic o jego postaci, nie?
1107:  RP - Mają jakieś relacje z postacią Waszyngtona?
1111:  RP - Ale to są też takie, żeby były, nie?
1113:  RP - To nie wiem, kim są ci ludzie, nie?
1114:  RP - I tutaj ten film na tym traci.
1116:  RP - I w ogóle Nolan stopniowo w swoich filmach, w całej filmografii od początku, wydaje się tak, jakby tracił zainteresowanie tymi bohaterami na rzecz tego widowiska.
1125:  RP - Od człowiecza ich trochę.
1126:  MK - Od człowiecza, tak.
1127:  RP - To jest dehumanizacja.
1128:  RP - Tak, dla mnie najbardziej ludzkim filmem, jego najbardziej ludzkimi filmami są Insomnia i Following, te pierwsze filmy, gdzie one były skupione na ludziach.
1136:  RP - I widać było, że wtedy on innym filmem, innym kinem się interesował, nie?
1140:  RP - A później roz...
1141:  RP - Im więcej kasy, tym mniej człowieka w tych filmach.
1143:  BFP - Chciałem się z tobą nie zgodzić, dlatego że ostatni wielki film dla mnie, jego wielki kameralny film, to jest The Prestige.
1150:  RP - Ale wiesz, że to było 16 lat temu.
1152:  BFP - Wiem, wiem, nie musisz mi tego przypominać.
1157:  BFP - I tak się staro czuję.
1158:  BFP - Prestige, Memento, The Following, Insomnia.
1161:  GW - Ale to są wszystko jego stare filmy właśnie.
1163:  BFP - Ja wiem, ale będziemy się poruszali teraz po tej osi czasu do tyłu i im bliżej będziemy młodego Nolana, tym bardziej te filmy będą przypominały character studies.
1174:  BFP - To będą rzeczywiście filmy skoncentrowane na analizie bohatera i ich psychom.
1179:  BFP - Ale okej, Dunkierka, czyli już rozbuchany Nolan, ale taki, w którym jest lepsze udźwiękowienie, niezwykłe efekty wizualne.
1186:  RP - Najlepszy scenariusz, bo jest najmniej dialogów i jest narracja wizualna.
1190:  RP - To jest film, gdzie on się najlepiej czuje, najbezpieczniej.
1193:  RP - I to jest film, który mu najlepiej wyszedł pod względem...
1195:  RP - Tak, ale pod względem całej struktury, to chyba tutaj się najlepiej czuł go robiąc, bo właśnie nie ograniczały go te dialogi, które muszą być, bo bohaterowie muszą coś do siebie mówić.
1203:  RP - Mógł pokazywać obrazem, przejściami kamery i to było super.
1206:  RP - Ja ten film naprawdę lubię do niego wracać, jak nie tak bardzo do innych Nolanów, a ten lubię oglądać po prostu, bo on wygląda fantastycznie i tu widać, że jest pieniądz dobrze zainwestowany, widać, że tutaj Nolan się czuje jak ryba w wodzie, bo bohaterowie nie muszą rozmawiać ze sobą.
1221:  GW - Ale jak on jest udźwiękowiony w ogóle, dla mnie to jest niepojęte, że mamy Dunkierkę tu, a Tenet gdzieś tam po prostu pod biurkiem.
1230:  GW - No to jest nie do pomyślenia, jak jednocześnie potrafił w kolejnym filmie tyle schrzanić, bo Dunkierka co prawda, no właśnie...
1240:  GW - Znowu, mamy takich bohaterów troszeczkę, znowu, odczłowieczonych powiedzmy, nie skupiamy się specjalnie na nich, ale to naprawdę rewelacyjnie wygląda, robi wrażenie jeszcze w kinie jak z dobrym udźwiękowieniem, to jak nadlatywała samoloty, to po prostu dygotało człowiekowi wszystko w środku i to było genialnie, genialnie zrealizowane.
1262:  BFP - W Dunkierce broniło się to, że mieliśmy bohatera zbiorowego.
1265:  BFP - Mieliśmy faktycznie wielu bohaterów, na których równomiernie zostały rozłożone akcenty.
1270:  BFP - Natomiast dla mnie to zawsze było zaskakujące pozytywnie, że to jest film, w którym nie ma spersonifikowanego wroga.
1278:  BFP - On jest prawie nieobecny.
1281:  BFP - Widzimy maszyny, które atakują.
1283:  BFP - Widzimy sztukasy i ten dźwięk, który wydają, niesamowity, który miał przerażać Brytyjczyków.
1291:  GW - Tam po prostu masz zło.
1292:  BFP - Tak.
1293:  BFP - Tak, mamy jakieś efemeryczne zło, które ma postać metalu i pocisków, ale nie mamy niemieckich żołnierzy, nie mamy nazistów.
1304:  BFP - I to też było ciekawe w tym filmie, o ile na przykład Szeregowiec Ryan, który był tak przełomowym filmem,
1312:  BFP - I nawet niedawny, jeden z moich ulubionych filmów sprzed dwóch lat, czyli 1917, który był niezwykle imersyjnym przeżyciem, miał jakąś misję do wykonania dla bohaterów.
1323:  BFP - A tutaj większości bohaterowie próbują po prostu przeżyć.
1326:  BFP - Jakby chcą uciec z miejsca, w którym się znajdują.
1328:  BFP - To jest jakby trafili do piekła i chcą uciec, nie licząc tylko Toma Hardy'ego, który znowu gra w masce, który coś próbuje zrobić dla swoich chłopaków.
1336:  BFP - Genialnie mruczy i tyle.
1337:  BFP - Tak, to wszyscy chcą po prostu stąd uciec.
1340:  RP - Tak, i Tom Hardy w ogóle ja tego bohatera jak z kina super bohaterskiego, który Nolan wiesz, że on tam za dzieciaka to przesiąknął tym, nie?
1346:  RP - I on może tam, mógł by do tego Batmana swojego podchodzić w ten sposób, żeby on być bardziej realistyczny, bardziej gritty, nie?
1351:  RP - Ale w nim cały czas siedzi to takie zachwyt bohaterami, wiesz, od dzieciństwa.
1355:  RP - Dark Knight Rises to idealnie pokazuje.
1357:  RP - Film, który został odrzucony przez część fanów Mrocznego Rycerza, a który był tym takim bajecznym filmem Nolana, nie?
1363:  RP - Który chciał zawsze zrobić.
1365:  RP - I właśnie tutaj postać Toma Hardy'ego troszkę to ma, nie?
1366:  RP - Że to jest ten heros, który tam lata, który jest tym
1369:  RP - tym demonem, który poluje na tych wrogów, nie?
1372:  RP - I który się pojawia w momencie, w którym musi się pojawić, nie?
1374:  RP - Że wszyscy już myślą, że stracone, że wszystko stracone, przegramy, a tutaj wjeżdża ten... Tak, tak, tak.
1381:  RP - I nawet jak na końcu stoi przy tym płonącym samolocie, fantastyczna scena, jak go tam łapią, nie?
1385:  RP - Mówię, tak, to jest Heros, który wykonał swoją misję.
1389:  RP - I wszystko jest wizualnie pokazane, nie?
1390:  RP - On nie musi nic mówić, ma tą maskę i kupuje, kupuje tą postać i tą sytuację całą.
1395:  KMM - Ja dorzucę, że reżyseria dźwięku jest wybitna, ale muzyka jest jedną z najgorszych, jakie znam, do jakiegokolwiek filmu Nolana.
1404:  KMM - Jest to jeden z najgorszych soundtracków, jakie napisał kiedykolwiek w życiu Hans Zimmer.
1407:  BFP - Znaczy, bo nie można go słuchać w oderwaniu od filmu.
1410:  KMM - No właśnie, o to chodzi.
1411:  BFP - To jest upływający czas.
1413:  KMM - Tu jest ten jeden zasadniczy problem, więc jeżeli, aside from that, film jest bardzo dobry, rzeczywiście mocno czuć różnicę i taki skok jakościowy w zasadzie między Tenetem a Dunkierką, ale powiedziałbym również z mojej perspektywy, że czuć różnicę między Dunkierką a poprzednim filmem Nulana, przynajmniej dla mnie było czuć, bo poprzedni film Nulana i to było...
