Co robić gdy szkoła nie uczy? | Krzysztof Maj
🔗 https://www.youtube.com/watch?v=7F60yx2Jv2s
KMM (Krzysztof M. Maj)
SP (Szymon Pękala, Szymon Mówi, Wojna Idei)

0:  SP - Hej!
239:  SP - Nie chodzi o to, że koniecznie nieprawdziło, ale coś, z czym się wy tutaj będziecie dobrze czuć słuchając tego.
244:  SP - Natomiast nie wygląda to jak wykładanie informacji, nie wygląda to jak edukacja, prawda, tylko właśnie jak...
250:  SP - jak baśniopisarstwo.
254:  SP - Mówię teraz o formie, niekoniecznie mówię jeszcze o treści, że to jest fantazyjne, ale że jest to napisane w takiej formie, a co do treści, to jest też podobnie dobry punkt poruszyłeś, i to jest coś, co ja też w kilku co najmniej filmach poruszałem,
265:  SP - po stronie wszelkiej treści rządowej, że tak mogę się wyrazić, jest bardzo widoczna, nie tylko, to nie to, że to treści propagandowe, ale że ta propaganda jest tak toporna i nieudolna, że to aż szkoda się patrzeć, bo gdyby to była wysublimowana, prawda,
281:  SP - Pięknie opakowana propaganda, to moglibyśmy drżeć w posadach, prawda, jakie to będzie miało skutki dla społeczeństwa, ale docenić kunszt, prawda, a myślę, że najlepszym zobrazowaniem całej tej propagandy okołopisowskiej jest to takie zdjęcie znane z TVP Info, gdzie ten płonący tankowiec był tak w pęcie wklejony na to zdjęcie morza i rysowany płomień, prawda.
302:  SP - I to jest taki po prostu symbol tego, bo jest to robione właśnie dokładnie w ten sposób.
307:  SP - Ten podręcznik nie próbuje być obiektywny, nie próbuje udawać nawet, że przekazuje różne strony, tylko po prostu ta jest jedyna słuszna wersja i jeżeli się z tym nie zgadzasz, no to kłócisz się z programem nauczania.
319:  SP - I ja też powiem, że miałem dużo
321:  SP - duże nadzieje co do tego przedmiotu, kiedy został, może nie duże, to jest za dużo powiedziane, ale kiedy został ogłoszony.
327:  SP - Ja pamiętam, o ile dobrze pamiętam, to mówiłem wtedy coś takiego, że nawet jeżeli to zostanie, że tak powiem, źle pomyślane, no to PiS sobie kiedyś pójdzie, a Hit zostanie, prawda, jako ten przedmiot.
338:  SP - Ale tak szczerze mówiąc, to mam delikatne obawy i to jest też coś, co gdzieś tam było poruszane w jakichś dyskusjach z patronami, że jeżeli początek tego, to
349:  SP - jest tak mocno po prostu, nie ma najmniejszej wątpliwości, kto i czego próbuje, co próbuje wyłożyć na tym przedmiocie, że może zostać to, że może ta moja nadzieja, że PiS pójdzie hit zostanie niespłonna, ponieważ on zostanie już skojarzony, że jest to propaganda obecnej władzy.
366:  SP - Może nawet kolejna władza uzna za zasadne kontynuowanie stylu propagandowego tylko na przykład w drugą stronę, albo w tą samą, tylko z innym kątem, prawda, bo zobaczymy na...
376:  SP - na co się to kiedyś być może zmieni.
378:  SP - I nie zdziwiłbym się, gdyby po czymś takim, jeżeli to zostanie faktycznie zrealizowane tak, jak jest w planach, że tak się wyrażę, jakby na przykład uczniowie zaczęli się przyzwyczajać do tego, że a, no tak, to są lekcje z propagandy, więc nie można tego brać zupełnie na poważnie.
393:  SP - I jeżeli tak będzie, to to będzie chyba największa możliwa katastrofa z tego wszystkiego, bo ta próba poruszenia tych tematów, o których mówiłeś, że są pomijane bardzo często, bo po prostu o historii najnowszej,
405:  SP - no wyjdzie tylko na gorsze, bo zostanie to jeszcze skojarzone jako coś negatywnego.
410:  KMM - Jestem głęboko przekonany, że tak będzie, że zostanie to po prostu wyskrobane w całości z programu jako coś niepożądanego i kojarzącego się źle.
419:  KMM - Ba, sądzę, że nawet uczniowie teraz, którzy będą, a mam nadzieję wciąż, że nie będą, ale wszystko wskazuje na to, że będą uczyć się z tego podręcznika,
427:  KMM - będą mieli na tyle oleju w głowie, żeby absolutnie nie traktować tego jako prawdę objawioną.
431:  KMM - Ja zresztą, ja miałem akurat genialnego historyka w liceum, pozdrowienia dla Marcina Spórny, który czytał z nami podręcznik i mówił, okej, okej, to teraz podkreślamy błędy.
440:  KMM - I zrobił z tego grę i zabawę, to nas bardzo mądrze nauczyło tego, żeby nie wierzyć podręcznikowi w 100%, on też został napisany przez człowieka i autora.
448:  KMM - Tutaj może powiem coś, z czym się nie wszyscy zgadzają, to znaczy nauczanie historii nie jest do końca obiektywne w tym sensie, że zawsze jest jakaś narracja polityczna za tym i Haydn White mówi, że każda historia jest pewną narracją, którą sobie opowiadamy i która ma elementy fikcyjne.
463:  KMM - bo też nie jesteśmy w stanie absolutnie wszystkiego na 100% udokumentować w świadectwach i w źródłach.
469:  KMM - I dobrze, jeżeli to jest zrobione sprawnie.
471:  KMM - Jeżeli ja jestem w stanie spojrzeć i powiedzieć, ok, to jest podręcznik lewicowy, albo ok, to jest podręcznik prawicowy.
477:  KMM - Możemy coś takiego sobie wyobrazić, ale wtedy, kiedy jest pluralizm, wtedy, kiedy jest do wyboru ileś opcji i wtedy, kiedy mamy rzeczywiście czas na lekcjach na to, żeby przeczytać fragment takiego podręcznika...
487:  KMM - i takiego podręcznika i pokazać właśnie, jak one się spierają ze sobą.
490:  KMM - No to byłoby idealne.
491:  KMM - Ale tutaj niestety proponowane jest coś, co doprowadzi do tego, że na przykład ludzie właśnie stwierdzą, że w takim razie o teraźniejszości niebezpiecznie jest mówić, czy o historii najnowszej, ponieważ jest ona polityczna.
501:  KMM - Tymczasem cała historia jest polityczna.
503:  KMM - Nie da się mówić o rewolucji francuskiej, nie mówiąc politycznie, nie zabierając stanowiska politycznego.
509:  KMM - Tylko trzeba je zdemaskować i powiedzieć ludziom, no właśnie na tym polega na przykład myślenie lewicowe, żeby będziemy podkreślali
515:  KMM - chociażby samą wartość ruchu społecznego, oddolnego, rewolucyjnego.
519:  KMM - A myślenie konserwatywne na tym, że będziemy się opierać raczej za ideą ciągłości i pokazywać, że być może nie każda rewolucja jest bezpieczna i może nie zawsze rewolucjoniści mają rację i czasami stają się własnymi katami i tak dalej, i tak dalej.
532:  KMM - To jest mądre nauczanie i na tym polega to stronienie od polityki,
537:  KMM - ale nie stronie nie od polityczności.
539:  KMM - Wiem, że to rozróżnienie może być sztuczne dla niektórych, ale polityczność właśnie polega na tym trochę, na czym historiozofia.
548:  KMM - Spostrzegamy pewne procesy, które są w historii i uczymy się ich, a polityka to jest to, co pozwala nam zająć określone stanowisko w sporze politycznym, w debacie i tak dalej i segregować ludzi w dużej mierze, szufladkować i to jest prostsza formuła.
563:  KMM - Polityczność nie jest taka prosta i
565:  KMM - Szkoda, że ludzie właśnie nie będą mieli okazji na czytanie tego.
568:  SP - Tak, i dodam jeszcze, jakbyśmy spróbowali spojrzeć na to z drugiej strony, ponieważ krytyka wobec tego, krytyka wobec krytyki tego podręcznika, na jaką ja się natknąłem, pomijając takie fakty, znaczy fakty w cudzysłowie, takie argumenty, że my oczywiście dostajemy czeki od Sorosa i od dziesięcioleci szkodzimy wolnej myśli w Polsce,
590:  SP - Mój czek dalej nie przyszedł, nie wiem co to ma znaczy po prostu, no nieważne, szkoda, trudno po prostu już.
597:  SP - Ale argumentacja z drugiej strony, z tego co zdążyłem zaobserwować jest taka, właśnie poruszająca to o czym powiedziałeś, że nie da się apolitycznie opowiadać o historii najnowszej, co jest troszkę prawdą.
610:  SP - A skoro przekaz, no oni by to nazwali lewicowy, na ile to jest poprawne określenie, to nieważne już w tym momencie, a skoro przekaz liberalny, czy lewicowy, czy jakkolwiek to ujmiemy, jest powszechny wszędzie, we wszystkich innych próbach mówienia o tej historii najnowszej, to my musimy pokazać swoją wersję, jeżeli chcemy zachować tam...
632:  SP - zachować tam, nie wiem, polskiego ducha w młodzieży, czy coś takiego.
636:  SP - Z tego, co zrozumiałem, taka jest często argumentacja, że okej, że my wiemy, że to jest nasza wersja historii, ale musi tak być, ponieważ to jest próba walki z innymi wersjami historii, które istnieją w przestrzeni publicznej.
649:  SP - I jestem ciekaw, jakbyś...
651:  SP - Jak byś odpowiedział na to po prostu?
653:  KMM - Wiesz co, kiedyś mój ulubiony filozof powiedział, Waldenfels, że dialog nie jest monologiem rozpisanym na role.
660:  KMM - Że dialog polega na tym, że każdy musi ustępować w jakimś zakresie, szukać punktów wspólnych.
665:  KMM - Na tym polega sensowność dialogu, dlatego ja bardzo nie lubię rozmawiać z człowiekiem, który zanim zacznie w ogóle ze mną rozmawiać, od razu mi się przedstawia, mówi jakie jest jego stanowisko polityczne i w takim razie ja się mam albo dostosować, albo spierdalać.
675:  KMM - To jest straszne.
677:  KMM - I mam wrażenie, że to jest właśnie dokładnie takie stanowisko.
679:  KMM - To znaczy albo akceptujesz naszą linię, albo nie chcemy z tobą rozmawiać.
683:  KMM - I skoro wszyscy już, to też swoją drogą jest duże nadużycie, ale skoro jest taka dominacja myśli, która jest nam wroga, to teraz my będziemy dominować.
691:  KMM - I to powoduje dokładnie to samo, z czym myśmy się wszyscy, mam wrażenie też, dlatego jesteśmy na YouTubie ścierali, że włącza się telewizję i widzi się...
700:  KMM - przysłowiowo, Joanna Senyszyn, Janusza Korwin-Mikkego i taki wielki napis jak Mortal Kombat Fight.
705:  KMM - I wiadomo już, że Joanna Senyszyn nie zmieni swojego stanowiska, wiadomo, że Korwin-Mikke nie zmieni swojego stanowiska, że ta rozmowa jest po nic, ale ona nie jest tak naprawdę po nic.
714:  KMM - Ona jest po to, żeby zadowolić gawieć krwią i igrzyskami.
718:  To
719:  KMM - dokładnie to się dzieje, niestety, bardzo często i w nauce i w edukacji, że przychodzi nowa opcja polityczna, to w takim razie wycinamy Jana Pawła z lektur i wstawiamy Gombrowicza.
729:  KMM - Moja odpowiedź jest taka, być może uprościlibyśmy sobie życie, jakby nie płyli z dyrektor, zwłaszcza sterowanej centralnie, ale to jest rozwiązanie, które jest przeciwko temu sporowi i moim rozwiązaniem tutaj jest dokładnie to samo, to znaczy próba napisania podręcznika, który właśnie będzie polaryzował, nie znaczy nie polaryzował, tylko
748:  KMM - będzie starał się neutralizować spór i będzie starał się pokazać pluralistyczną wizję świata i powiedzieć na przykład, że takie, a nie inne ruchy są oceniane w taki, a nie inny sposób przez tych i przez tych.
759:  KMM - To jest to, co robi naukowiec.
761:  KMM - Dlatego zawsze upieram się przy tym, że naukowiec nie powinien w stu procentach przyznawać się do swojej kafedracji politycznej, bo ułatwia robotę,
769:  KMM - właśnie polemistom, którzy preferują taki styl dzielenia ludzi i również dzielenia ich widowni, z czego się tworzą filter bubbles, czyli bańki informacyjne i tak, no ja nie wątpię, że i zresztą widziałem komentarze na stronie Białego Kruka, daj lepo, bo te rafale to już lida rzecz, gdzie ludzie się cieszyli, no tak, no wreszcie nasz głos jest reprezentowany, prawda?
788:  KMM - Tak.
789:  SP - Ja myślę, że to jest właśnie dokładnie ten sentyment, który też, tak patrząc ogólnie, przyciąga część ludzi właśnie do tej nawet tępej propagandy, że tak powiem, z tej strony polskiej polityki, że oni mają wrażenie, że w jakiś sposób rzeczywiście jest to, w końcu w przestrzeni publicznej jest widoczna ich punkt widzenia, tylko że, w cudzysłowie mówię to, ponieważ jest to punkt taki ekstremalnie zwulgaryzowany.
814:  SP - I tu jest...
815:  SP - Myślę, że można wrócić do tego, co mówiłem wcześniej o ordynarności tej propagandy, w tym sensie, że gdyby faktycznie komuś zależało na powiedzmy odkłamaniu, no nie wiem, no bo można powiedzieć, że w TVN-ie czy w Onecie, no to też nie znajdziemy jakiejś tam bezstronnej oceny zjawisk historycznych, tylko...
834:  SP - przez określony konto.
836:  SP - Gdyby ktoś chciał, to przecież mógłby zrobić to na zasadzie, patrzcie, oni to pokazują, zwróćmy uwagę, że to jest pokazane bardzo stronniczo, a my postaramy się to zrobić z wielu różnych stron i to mogłoby być nawet bardziej atrakcyjne przecież dla potencjalnego odbiorcy i paradoksalnie nawet pokazać być może paradoksalnie manipulację tam, a tutaj...
857:  SP - Ja nie wiem, czy to są ludzie, którzy mają troszkę jakiś gwóźdź w mózgu po prostu w kwestii tworzenia tej propagandy, że to my musimy zrobić dokładnie to samo, tylko z drugiej strony.
865:  SP - Ja miałem kiedyś taką debatę z redaktorem z mediów narodowych, który się upierał, że jeżeli lewica tam chce nas cenzurować, to my koniecznie musimy ocenzurować po prostu wszystkie tam, bo tam postulat był w ogóle cudowny taki, żeby treści LGBT w ogóle zniknęły z przestrzeni publicznej, że nie można pozwolić na to.
884:  SP - Bo jacyś wyimaginowani ludzie albo i realni chcieliby zrobić to samo z konserwatywnymi, więc my musimy zrobić dokładnie to samo odwrotnie.
891:  SP - I to jest takie coś, co powtarzam wielokrotnie, bo to padło wprost z ust tamtego człowieka, że my nie możemy grać czysto, bo jak będziemy grać czysto, to przegramy.
902:  SP - I to jest takie podejście, które mam wrażenie, że też trochę może stać za tym podręcznikiem.
908:  SP - My musimy manipulować, my musimy zakłamywać historię, bo jak nie, to nasza postawa się sama z siebie nie obroni.
917:  SP - jeżeli do przekonania kogoś do swojej tezy musisz koniecznie zakłamać historię, to być może coś jest nie tak z tą tezą nawet, prawda?
927:  SP - I tutaj też zachęcam ludzi, którzy być może nawet potencjalnie się cieszą, że o, może tu jakaś konserwatywna wizja w edukacji się w końcu pojawiła, do zastanowienia się, czy jeżeli ta wizja wymaga zakłamania, żeby w ogóle była możliwa do sprzedaży, czy na pewno nie jest coś z nią nie tak, to jest jedno, drugie, a po drugie, czy uczciwsze po prostu, czy bardziej
946:  SP - spójne z tymi wartościami, które rzekomo stoją za tamtą stroną polityki, nie byłoby właśnie podejście do tego w sposób bezstronny, to niemożliwe oczywiście, prawda, ale w sposób przynajmniej pluralistyczny, tak jak mówiłeś.
959:  KMM - Wiesz co, to też jest kwestia frekwencji tych dziwnych wykrętów propagandowych, które tam się pojawiają, bo zdarzało się właśnie, jak z historykiem siedzieliśmy nad książką naszą do historii, to też widzieliśmy tam różne rzeczy, które się tam nie powinny pojawić z innej opcji politycznej.
974:  KMM - Natomiast tutaj, ja byłem sam zdziwiony, jak zasiadałem do tego podręcznika, widzowie podesłali sobie, pomyślałem, no dobra, no pewnie będzie to, to i to, ale nie spodziewałem się, że będzie absolutnie wszystko, że wszystkie stereotypowe rzeczy związane jeszcze z tą bardzo polską wersją, pszaśną, takiego bieda konserwatyzmu, one się tam znajdą.
993:  KMM - No jak przeczytałem, w którymś momencie nawet sobie to zrobiłem z tego screenshot, że rób ta, co chce, ta owsiakowe zostało włączone w charakterze
1002:  KMM - głosu opowiadającego się po stronie tego, że Kościół jest dręczony w Polsce, no to ręce mi opadły, bo to nie jest sposób na pokazywanie tego, ponieważ w ten sposób posługujemy się sloganami.
1014:  KMM - Przedstawiamy jeden slogan drugiemu sloganowi.
1017:  KMM - Baudrillard nazywa to transpolityką, że takie przetwarzanie znaczeń, które zatracają już odniesienie do rzeczywistości.
1024:  KMM - A jeżeli ktoś zatraca odniesienie do rzeczywistości, a jest historykiem,
1027:  KMM - To jest to troszeczkę niebezpieczne i to też powoduje to, że już nawet nie mówimy o sferze wartości konserwatywnej, tylko mówimy o jakichś fantazmatach, dlatego też jest znaczące, że autor książki Fantazmat Wielkiej Lechii zabrał się za ten podręcznik.
1041:  KMM - No i też jeszcze dopowiedzmy jedną rzecz, że
1044:  KMM - Kanalizowanie tego rodzaju treści jest o wiele łatwiejsze w momencie, w którym i podręczniki i podstawy programowe mają taką funkcję, jaką mają w Polsce.
1051:  KMM - To znaczy nie byłoby to możliwe na taką skalę, gdyby po prostu był rynek podręczników i nauczyciel sobie wybierał, ok, będziemy uczyć z tego.
1057:  KMM - I później ludzie stwierdzali, że im się może nie podoba ta szkoła i ten nauczyciel, to pójdą do innej szkoły z innym nauczycielem i będą mieli coś innego.
1065:  KMM - Na takiej zasadzie się wybiera uczelnie i na całym świecie, w Stanach, w Polsce także.
1070:  KMM - Ludzie wiedzą, gdzie pracują ludzie, którzy myślą bardziej konserwatywnie, gdzie ludzie, którzy myślą bardziej lewicowo i w ten sposób są w stanie przynajmniej dobrać do swoich oczekiwań tego, kto będzie nauczał.
1081:  KMM - Natomiast w momencie, w którym jest to wszystko publiczne, ma pozory obiektywności i powszechne, jeszcze obowiązkowe, no to wtedy nie mamy takiej możliwości wyboru już i manewru.
1091:  SP - Tak i właśnie dodajmy, że to jest jedyny podręcznik dla tego przedmiotu na ten moment, prawda?
1094:  SP - I on został już dopuszczony, prawda, tam do obiegu, więc
1098:  KMM - Mimo negatywnych recenzji, dodajmy.
1099:  SP - Ale nie mieli żadnego innego do dopuszczenia, prawda?
1101:  SP - Tak.
1103:  SP - Więc przejdziemy jeszcze na końcu, za jakiś czas do tego, co teraz, prawda?
1107:  SP - Natomiast jeszcze chciałem się pochylić przez moment nad właśnie ideą upolitycznienia czy też potencjalnej apolityczności nauczania.
1117:  SP - No bo zgodzimy się, że o pewnych tematach, tak na przykład o historii, zasadniczo nie da się nauczać całkowicie apolitycznie.
1124:  SP - I ja bym zaryzykował takie stwierdzenie,
1128:  SP - że robienie tego w sposób pluralistyczny, czy w sposób właśnie ukazujący różne perspektywy, że zobaczcie, tu jest to, to, to i to, i to środowisko opowie się za tym, to środowisko opowie się za tym, pomijając już fakt, że to jest zwyczajnie trudniejsze i być może dla niektórych uczniów też byłoby po prostu, nie wiem czy zbyt, ale po prostu bardziej wymagające, a nie oszukujmy się, ludzie są różni,
1155:  SP - To jest jedna kwestia, a druga kwestia, czy cały ten problem nie jest do pewnego stopnia pochodną takiego coraz większego rozdźwięku między różnymi perspektywami w polskiej polityce i światopoglądowej, że te różne pozycje, które są w polskiej bitwie światopoglądowej są coraz dalej od siebie.
1174:  SP - Więc, gdy ludzie tworzą jakąś treść i... no i okej, nie da się zrobić tego całkowicie apolitycznie, no a jak przedstawimy perspektywę tych drugich, to oni przecież chcą nas zniszczyć, prawda, czy jakkolwiek i tak dalej.
1188:  SP - I że mam wrażenie, że to jest po części, po części.
1191:  SP - objaw po prostu tej szerszej polaryzacji, o to jest odpowiednie słowo, szerzej postępującej polaryzacji w polskim społeczeństwie, która w tak ordynarny sposób się objawia również tutaj.
1205:  SP - I do pewnego stopnia
1208:  SP - Nie no, rozumiem, to jest zdecydowanie za daleko powiedziane, ale widzę w jaki sposób mam wrażenie się krystalizują takie propagandowe formy, ponieważ mam wrażenie, że ludzie podchodzą do tego na zasadzie, że okej, musimy nadać jakiś kąt patrzenia na tą politykę, bo nie da się go nie nadać wcale, no to już zróbmy ten, który nie jest tam szatański, zły, prawda, i tak dalej, bo tak się teraz myśli,
1231:  SP - o przeciwnikach politycznych i światopoglądowych w Polsce, to notabene też trochę w książce rozpisuje, że już cały czas się używa tego języka, że oni są gorsi niż Hitler, że to są w zasadzie bolszewicy, prawda, i tak dalej, i tak dalej, i tak dalej.
1242:  SP - Da jest takie bardzo silne kwantyfikatory do tego wszystkiego i... No nic, wydaje mi się, że to też możemy narzekać na tego typu zjawiska, ale to jest tylko objaw trochę głębszego problemu, po prostu, przynajmniej po części, po prostu.
1254:  KMM - No powiem Ci tak, apolityczność to jest coś, co jest moim zdaniem cechą osobowościowo-światopoglądową, to znaczy można chcieć być apolitycznym, ale nie da się tego zrobić bardzo często w praktyce, co nie oznacza, że nie ma metod, które to ułatwiają i że nie można uczyć tego, bo sam powiedziałeś, to jest trudne.
1271:  KMM - Tak, to jest trudne, ale od czego jest szkoła, jak nie od zapoznawania ludzi z trudnymi rzeczami i tym, jak sobie mają z tym poradzić.
1279:  KMM - Jeżeli chcemy się czegoś dowiedzieć, to dzisiaj już nie ma takiej sytuacji jak w XIX wieku, że przyjdzie do nas guwerner, jeżeli mamy pieniądze, albo pójdziemy do szkoły wiejskiej, jeżeli nie mamy pieniędzy, tylko możemy odpalić internet i szukać.
1292:  KMM - I to nie jest problem.
1294:  KMM - No nie jest problem, żeby dotrzeć do wiadomości na temat na przykład katastrofy w Smoleńsku, ale problemem jest dotrzeć do historycznej interpretacji tych wydarzeń, która będzie także rejestrowała wszystkie barometry wahnięć politycznych, które były przez ostatnie lata w związku z tą sytuacją i jak to ukształtowało naszą współczesność.
1311:  KMM - Wyobraźmy sobie kogoś, kto teraz wchodzi do szkół i dla niego to już jest historia kompletna, bo w tym czasie się bawił Lego jeszcze, no ja się dalej bawię,
1322:  KMM - nie jest w stanie w jakiś sposób ocenić, czy rzeczywiście to jest prawdziwe, no bo nie żył w tamtych czasach.
1328:  KMM - I to jest właśnie problem zawsze, który ma ze sobą historia.
1330:  KMM - Nie mamy dostępu do prawdy.
1332:  KMM - Nie jesteśmy w stanie obiektywnie tego zweryfikować tak do końca w warunkach laboratoryjnych i musimy sobie wierzyć nawzajem.
1338:  KMM - Dlatego strasznym, dużym problemem jest to, jeżeli ktoś tego zaufania nadużywa i narusza pewną umowę społeczną, która jest między nauczycielem a uczniem.
1347:  KMM - No i co do tej apolityczności, co uważam, że jest to pewna etyczna wartość, za którą warto jest, jak to za wszystkimi wartościami podążać, co nie oznacza, że to jest pewien fetysz, któremu musimy ulec i który będzie blokował to, w jaki sposób nauczamy.
1363:  KMM - Natomiast jest bardzo dużo takich przykładów zjawisk, które stały się polityczne, mimo że nie były polityczne.
1369:  KMM - Płeć nie jest polityczna, seksualność nie jest polityczna.
1372:  KMM - Stały się polityczne z ogromną krzywdą dla części ludzi, którzy chcą mówić na temat swojej tożsamości seksualnej i automatycznie są klasyfikowani politycznie.
1380:  KMM - I to jest pewien fenomen, z którym nie miałem się na przykład do czynienia na taką skalę, mam wrażenie, jeżeli ktoś interesował się fantastyką chociażby, gdzie to jest przedstawiane właśnie w sposób apolityczny, ponieważ trudno powiedzieć, czy Ursula Le Guin i jej
1394:  KMM - rozważenia nadseksualności w lewej ręce ciemności są lewicowe czy są prawicowe?
1398:  KMM - Nie myśli się o tym, ponieważ czytasz o innym świecie, w którym po prostu ludzie są aseksualni.
1403:  KMM - Jest refleksja na ten temat, która jest pozbawiona tego kontekstu, który antagonizuje.
1408:  KMM - I to jest potęga dobrej opowieści, którą możesz snuć jako historyk.
1412:  KMM - Opowiedzieć historię tak, żeby nie antagonizować swoich słuchaczy.
1416:  KMM - Ja na to patrzę trochę z perspektywy wykładowcy, który ma, nie wiem, 200 osób przed sobą,
1421:  KMM - I nie poważyłbym się na coś takiego, jak niektórzy moi koledzy na przykład, żeby zrobić zajęcia na temat tego, że Marsz Niepodległości jest faszystowski.
1428:  KMM - W życiu bym tego nie zrobił, ponieważ wiem, że to zantagonizowałoby część moich słuchaczy.
1432:  KMM - Ba, to mogłoby zantagonizować ludzi, którzy tam po prostu poszli bez żadnych...
1437:  KMM - afiliacji politycznych, albo nawet ludzi, którzy byli w centrum, może przesunąć wtedy na pozycję zupełnie od tego centrum odległe.
1443:  KMM - To właśnie robimy, jeżeli mamy zbyt antagonizującą narrację.
1447:  KMM - Więc to jest może kwestia tej polityczności, apolityczności.
1450:  KMM - Może zamiast apolityczność powinniśmy mówić nieantagonizująca i merytoryczna narracja, która będzie po prostu porywała jak dobra historia.
1458:  SP - Tak, i tutaj właśnie też tak powinno to wybrzmieć, że nawet mówiąc, że powiedzmy nauczanie historii nie może być w pełni obiektywne, czy tam nie może być w pełni bezstronne, ale nadal może być zdecydowanie, może być mniej lub bardziej stronnicze, prawda?
