🔴 Przybyli krasnoludowie chaosu! — WARHAMMER 3 Chaos Dwarves #1
🔗 https://www.youtube.com/watch?v=_N5u-yzSDxo

234:  KONIEC!
585:  Natomiast... Nie jest to standard, jak widać.
594:  Tak.
594:  Dobrze, moi drodzy.
595:  Są trzy opcje.
598:  Jeżeli chodzi o Imperia Śmiertelnej, znaczy inaczej, można grać krasnoludami chaosu i w Imperiach Nieśmiertelnych i w normalnej kampanii chaosyckiej, ale ja nie mam siły na normalną kampanię dzisiaj, moi drodzy.
609:  Krasnoludowie Chaosu!
614:  Bardzo dobrze.
615:  Widzicie te czapy górnicze, mam nadzieję.
618:  Bardzo dobrze, w jakiej debacie mowa i jak ją oceniam.
623:  Wiecie co, skoro pytania są o debatę, to ja wam to szybko pokażę, tylko muszę ją znaleźć.
628:  To jest na stronie Stowarzyszenie Umarłych Statutów na YouTubie.
634:  Więc debata jest, moi drodzy,
638:  Tu, tak, prawa ucznia, raport zbadań.
641:  Można się w to wklikać i można sobie obejrzeć, jak wygląda dyskusja o edukacji, jak nie ma takich bezproduktywnych rantów, Krzysztofa, z których nic nie wynika, bo nie ma żadnych propozycji, ponieważ nie umie sobie polemista kliknąć w rozmowy i w logi, gdzie są propozycje rozwiązań.
663:  No, to sobie można obejrzeć debatę i jak obejrzycie debatę, to zrozumiecie, dlaczego Krzysztof rzadko przyjmuje zaproszenia do debat i wybrał inny sposób poruszania tego tematu.
675:  Link, jesteście gnuśni i leniwi.
678:  Dobrze, wrzucam link.
682:  Okej, moi drodzy.
684:  Wracamy w takim razie do naszego wspaniałego świata, starego skądinąd Warhammerowskiego, gdzie nie ma problemów, takich jak nasz otaczający.
693:  Czy będzie przypalanie brud zdrajcom z zachodu?
695:  Z zachodu, ze wschodu, z południa i z północy.
699:  Tak się składa, że Zarduk, czyli Kraina Krasnoludów, to jest ta.
704:  musicie mi uwierzyć na słowo, ale jest koło mojego regału, wszędzie otaczają wrogowie.
709:  Taka jest prawda.
711:  Żaden kleryk Haszuta ze wspaniałego konklawy nie wzbudza większego lęku niż sam arcykapłan Astrogo w żelazna ręka, którym dzisiaj będziemy grali.
717:  Niegdyś był najpotężniejszym czarownikiem, jaki kroczył po równinie zar od tysiąca lat, lecz teraz jego kończyny zmieniły się w kamień, co symbolizuje, że powoli, acz nieubłaganie, traci on swą moc.
729:  Gdy tylko los odebrał mu władzę w nogach, żelazna ręka zaprojektował urządzenie pozwalające mu się przemieszczać.
734:  Industrializacja i przemysł.
738:  Już wam pokazuję tekst.
741:  Spetryfikowane ręce natomiast zastąpił zespojoną z ciałem mechaniczną aparaturą.
745:  Konstrukcją zajęli się słudzy Astrogota, pracując po długiego amatorskich schematów, które stanowiły połączenie niewątpliwego inżynierskiego talentu, przyrodzonego krasnoludom chaosu oraz mrocznych, opętańczych pomysłów.
760:  Krasnoludowie Chaosu to nikczemne, zdegenerowane i bezlitosne krasnoludy, słynące w legendach jako wojownicza nacja demonicznych kowali rzemieślników, brutalnych zabójców oraz studentów Akademii Górniczo-Hutniczej w Krakowie!
771:  Przecież przez tysiące lat dominowali na północnych rubieżach mrocznych ziem.
775:  Mroczne ziemie to tam, gdzie jest Uniwersytet Jeleniński.
778:  Witamy serdecznie Bartłomieja Milczareka, który jeszcze do tego, albo Milczarka, jeżeli źle odmieniam, przepraszam, który do tego jest Jan Mikołajem, Maciej Ryś, Grzegorz P., Dominik 865, Wiktim, Jako i Kamil, Asmef, Bartek Dylowski, Zajcef oraz Lord Antarg i Kapiks, nie Kapiks,
799:  otrzymali wszyscy wsparcie od naszego wspaniałego Bartłomieja.
802:  Dziękujemy Ci za bycie Jamnikołajem.
804:  Jamnikołaje dla Jamnikołaja jest dzisiaj groźnie i mrocznie, ale to nie oznacza, że nie należy się zajamniczać.
810:  Rozdzieleni w pradawnych czasach, z wymierającymi kuzynami z Zachodu.
814:  DAWIZAR!
815:  Dawizar to są krasnoludowie chaosów w języku Dawii.
819:  powierzyli swe życie mrocznemu bogowi Hasutowi i pozwolili, by chaos w pokrętny sposób splugniał ich ciała i dusze.
826:  Chaos, chaos, wszędzie chaos!
828:  Mam nadzieję, że już wszyscy zapomnieli, skąd to jest, przemieniając ich w wyrachowaną, okrutną kalkę frakcji, do której niegdyś narze leżeli.
834:  Krasnoludowie chaosu, czyli Dawizar, albo Dawizar,
838:  Są dobrze obeznane w dziedzinie sztuk tajemnych i za wszelką cenę pragną zapanować nad piekielnymi mocami i żarem.
843:  Tymi się będą różnili od zwykłych Da'ui, którzy nie mają magii, mają tylko magię runiczną.
847:  Którzy będą miały wyjątkową ziemi, łącząc wiedzę o mrocznej magii z kunsztnymi uzdolnieniami w zakresie metalurgii i przemysłu.
853:  Dzięki temu udało się stworzyć zadziwiającą kolekcję przedziwnych machin wojennych.
856:  Demonów spętanych w orężu i skutecznych narzędzi mordu, a co najważniejsze, nadal rosną w siłę.
861:  Na mapie zaczynają, moi drodzy, tutaj, na północy.
865:  w Zarduk, czyli północnych rubieżach przeklętych ziem.
872:  Dinożarły, dinożarły, dinożarły, jaka szkoda, że wymarły.
877:  Dobrze, moi drodzy, ustawienia jak zwykle legendarny, poziom trudności bardzo trudny.
882:  Wiecie co, wyłączymy sobie wszystkie ostateczne kryzysy,
886:  wyjąwszy dwa, o jedną urazę za daleko, ponieważ Dawii będą pałacić do nas nienawiścią i wstrętem, oraz włączymy sobie również najjedwienksze łaa orków.
899:  Niestety okropnych krakowskich potworów nie da się zapomnieć.
901:  Chaos, chaos, wszędzie chaos, to było stamtąd.
904:  Birtekol Bartłomiej dołączył do grona trybutariuszy wspierających, bardzo dziękuję za wsparcie kanału.
910:  Wołog Waranus z kolei wspierając od pół roku czapy wielkie, jamniki długie, a metale ciężkie.
915:  Metale ciężkie zabijają!
918:  Dlaczego ja nie mam tego na streamdecku?
919:  Zawsze zapominam o tym, żeby dać coś na streamdeck.
922:  Nie bez powodu statki rzadko cumują u południowych wybrzeży, wzdłuż których biegnie szak na jałowe, mroczne ziemie.
929:  To są Zardug właśnie, nawiedzane przez łupieszce, bandy orków, goblinów, ogrów i jeszcze gorszego plugastwa.
936:  Daleko na horyzoncie widać wzbijające się wysoko w niebo...
940:  kłęby czy smolistego dymu.
942:  Myli się ten, kto pobożnie sądzi, że owe czarne chmury są jedynie przejawem aktywności wulkanów.
947:  Wiatr niesie stamtąd gęsty swąd smoły i wycieków ropy naftowej, zwiastując za horyzontem Kraków.
955:  Znaczy nie, zwiastując dojrzewające za widnokręgiem zło.
958:  Na jedno wychodzi.
959:  Tych, którzy nieprzygotowani ośmielą się wyruszyć na północ, czeka jedynie śmierć lub okrutna, katorżnicza niewola.
967:  Od dwudziestej tury dałem kryzys?
971:  Naprawdę?
974:  Nie chciałem tego zrobić.
975:  Musimy zrobić restart.
979:  Chciałem od dwusetnej!
981:  To czekajcie, zrobimy sobie szybki taktyczny restart.
985:  Nie może być od dwudziestej tury, bo to być bez sensu całkowicie.
988:  Znaczy to by się dało zrobić, ale po co?
992:  Czemu ja zawsze sobie muszę zrobić krzywdę?
996:  Szybko poszło, prawda?
998:  Bardzo, bardzo szybko.
1003:  Ej, to się w ogóle restartuje bez sensu.
1005:  Poziom trudności... Aaa!
1008:  Dobra, czas wstrzesnego ostrzeżenia dałem.
1010:  Tutaj się ustawia turę.
1011:  Daleko.
1013:  Czarna piramida, to wyłączamy.
1015:  Bardzo trudny, legendarny.
1017:  Reszta jest okej.
1018:  A!
1019:  I pamiętajcie jeszcze o tym, żebyśmy ustawili bitewne rzeczy.
1023:  To jest ważne.
1024:  Young Oopa też jest Jan Mikołajem.
1026:  I rozpoczął wspieranie.
1027:  Ktoż otrzymał od Young Oopy wsparcie?
1030:  Karol Łukaszewski.
1031:  Otóż, moi drodzy.
1033:  Jaka to droga, którą wybrałeś, nie przyjmując dużo ofert, debat?
1037:  YouTube.
1038:  Robienie moich filmów w moim stylu.
1041:  I rozmawianie z ludźmi, którzy się faktycznie znają na edukacji i mają doświadczenia w tym zakresie oraz, co ważne, sukcesy.
1049:  Jamnikołaje dla jamnikołajów, moi drodzy, a tymczasem, a tymczasem... ...
1066:  Tak jest, absolutnie, moi drodzy, nie mam zielonego pojęcia, jak się gra Krasnoludami Chaosu.
1070:  Okej.
1071:  Nie, nie zmyślam.
1071:  Tak?
1093:  Ej!
1095:  To może lepiej będzie to ogarnąć, co czaty?
1099:  Żebyśmy mieli kampanię fabularną zamiast swobodnej.
1105:  Ha!
1107:  Jeśli w danej prowincji siła robocza jest mniejsza niż obciążenie robocze, przyrost surowców również ulegnie zmianie.
1111:  Siłę roboczą otrzymujesz po bitwach, czyli podobnie jak z jedzeniem u skawenów.
1116:  To wiecie co, przejdziemy sobie przez ten krótki samouczek i odpalimy kampanię fabularną.
1121:  O, tak, tak, tak.
1123:  Fabularną, mówią ludzie, dobrze.
1126:  Działania robocze mogą natychmiast zasilić twój skarbiec, a także wzmocnić wpływ w konklawę lub kontrolę kosztem siły roboczej.
1133:  Podczas konstrukcji niektórych struktur można skorzystać z przycisku przyspieszenia budowy.
1137:  Pozwala ukończyć konstrukcję kosztem siły roboczej.
1139:  O, to ciekawe.
1141:  Rzeczywiście, to nie wygląda jak... To nie wygląda, moi drodzy, jak jakaś nieprawdopodobnie rozbudowana kampania.
1145:  Dobra, to ogarnijmy fabularną.
1149:  Prince Marshal Javo the Grim pisze, żeby debata była piękna, kwiecista i grzeczna.
1154:  I kurator zawsze podla zrozumienia dla młodzieży.
1156:  O, wait.
1157:  Politycy, moi drodzy.
1158:  Politycy.
1158:  Czego już oczekujemy?
1160:  Czyli co?
1160:  Muszę dać Królestwo Chaosu i zmienić frakcję?
1164:  No macie rację.
1165:  Są wojownicy chaosu tutaj.
1167:  Nie.
1168:  Krasnoludy chaosu.
1171:  Okej.
1174:  Okej.
1175:  To zróbmy to.
1181:  Ej, faktycznie jest zupełnie coś innego.
1183:  Astragoth Żelazna Ręka to prawdziwa legenda wśród drat zar potężnych, oddanych i fanatycznych akolitów Haszuta.
1189:  Jednak ten czarnoksiężnik prorok nie jest tak wszechwładny jak kiedyś, albowiem wraz z nieupłaganym wpływem czasu efekty mrocznej klątwy magii przemieniły jego kończyny w kamień, co już wiemy.
1198:  Nie godząc się na taki los, nie chcąc skończyć jako posąg, Astragoth skonstruował zmechanizowaną zbroję, dzięki której mógł kontynuować swe dzieło.
1206:  Młodsi pretendenci zapewne postrzegają go jako żywą skamielinę, skostniały relikt dawnych dziejów, który czasy świetności dawno ma za sobą, jednakże gwiazda Astrogofa jeszcze nie zgasła.
1215:  Wiek i klątwa kamienia to jeno, tymczasowe przegoszkody, które da się pokonać, a środkiem do osiągnięcia dominacji będzie legendarna krew Haszuta.
1223:  Czy będziemy czcić Haszuta na czatach dzisiaj?
1226:  Oby.
1230:  No fiil...
1233:  Echowed throughout the minds of the Darwy Czar is a legend of immeasurable power hidden deep under the mountains.
1245:  A liquid magic so potent it can raze entire cities, giving nothing but sin and ash.
1257:  Cieszący się z tego potencjału, profety Zarnagrund próbowali dotrzeć do źródła tej demonicznej substancji.
1269:  Domain ich niebezpiecznego ojca, Hashut, ojciec mroku.
1278:  Cztery tygodnie jeździły oni.
1279:  Wyczerpującymi kilku pracowników, jak dążyli głębiej niż rzuty górskie.
1292:  Dwa czerwone mury temu, w głębokości mrocznej piłki, została zrobiona odkrytość.
1302:  Trzymająca się o czystej siłowni.
1305:  Widoczna strzałka, rozwinięta przez roślinne obszary do miejsca, gdzie znajduje się jej szut.
1313:  I tak został sklepany w samolotu niebożego designu.
1320:  Przeszkolił się na powierzchnię przez ogień inwestycji do najwyższej autorytetu.
1329:  Kuratorium.
1329:  A nie.
1331:  W świątyniach Świątyni Astragotha Ironhanda to było przedstawione.
1338:  Pochłonięte z niepokojącą energią, jej świetnie straszny błysk wgląduje w oczy wszystkich, którzy na nią spojrzą.
1348:  Świat herzu.
1351:  Zbyt rzadko niż łupstwo i złoto.
1354:  Niektóre z nich zostały odkryte z min.
1357:  Klucz do niepełnosprawności.
1359:  Astragoth, święty księdz Haschut, śpiewał do Boga Ciemności.
1382:  I on odpowiedział.
1388:  Piękne ściany wcięte w rogach, płyną z błyskawicznej furii.
1393:  Światła wielka zostanie skonstruowana, stworzona w błyskawicach Ciemnych Wschodnich, wyczerpana silnicą, aby przejechać przez podłogę i zniszczyć bogatą domenę.
1417:  The forge burns.
1418:  The fires catch from the depths.
1422:  The chaos dwarves will rise.
1439:  Mój drodzy, czyli będziemy czcić Khashuta.
1443:  Dobrze.
1445:  Ej, jest inny doradca.
1449:  Ale Astragoth nie jest z kapitału.
1455:  Mówiąc, że wziął mieszkanie na Zorn-Uz-Kal.
1466:  Zmiany księży muszą być zrównoważone.
1468:  Podczas gdy Skaven i wampiry zostają zniszczone od ich księży.
1475:  Tak, Skaven.
1475:  Tak, tak, tak.
1482:  Przedtem święty księżyc może wywołać swój plan.
1486:  I tutaj... Współpraca z Ciemną Rąką.
1488:  Wielki dril stoi, ale jeszcze nie jest operacyjny.
1496:  Ocieka to klimatem, moi drodzy.
1512:  Oczywiscie, że nazwiemy jedno z miejsc Huta Katowice.
1516:  I kombinat.
1524:  Platforma inicjacyjna nie brzmi dobrze.
1532:  Krasnoludy chaosu mają problemy z kontrolą, pisze Saiko, okej.
1538:  Liczy się tylko wiertnica, uwielbiam to zdanie.
1549:  Jan Kupa, dzięki za trybut, czucimy krew Hannesa.
1553:  Każda z nich będzie zniszczona w sztuczach demonowców.
1557:  Tylko wtedy, będą wstrzymywać potencjał wystarczająco mocny, by zniszczyć Solid Rock i podstawy rzeczywistości.
1567:  Jakby nie odnaleźli się nieodzienne reliki, musiałby się udowodnić skarb, aby uzyskać miłość Haschuta i wyjaśnić ich miejsce.
1581:  Kurczę.
1584:  Katokamasz pisze, że szwagier go napastuje, żeby zagrał w nim Warhammera.
1587:  Nie znam się na tym kompletnie, więc w ramach oszczędności czekam chociaż na promki, czy warto w ogóle zaczynać.
1590:  Czy mówisz o Warhammerze komputerowym, czy o Warhammerze tradycyjnym?
1595:  Huta Haszuta, moi drodzy, absolutnie.
1597:  Pierwsze miasto, do jakiego będziemy mieć dostęp, tak nazywamy.
1601:  Najnowszy odcinek Manu jest coraz lepiej w Mandalorianie, naprawdę, jest ciekawie.
1605:  Podoba mi się niezwykle, na pewno będę robił recenzję.
1608:  Jeżeli chcemy uzyskać dostęp do niewyczerpanych zapasów krwi Hanu... Hanesa teraz będę mówił.
1613:  Krwi Harszota, musisz ukończyć Wielką Wiertnicę i przewiercić się bezpośrednio do jego królestwa.
1618:  Ja powinienem w tym momencie za ogrywanie tej gry dostać podwyżkę na AG, naprawdę.
1624:  Czy polecam opowieści z mekańskiego pogranicza, pyta Kajetan, a pytasz, pytasz Haszuta, czy, czy sra w hucie.
1630:  Oczywiście, że, oczywiście, że polecam.
1633:  Znakomita rzecz, ba, tutaj są.
1638:  Więc jak najbardziej, znakomita, znakomita seria i świetnie zaczynająca się bodo opowiadań.
1643:  Swoją drogą, Robert Wegner jest człowiekiem, który był w stanie opisać góroli i zrobić to tak, że pasują do uniwersum fantasy.
1653:  Dobrze.
1655:  Więc tak, a kolici Haszuta muszą brać udział w bitwach, żeby gromadzić niezbędną siłę roboczą, to już przeczytaliśmy, żeby zmaksymalizować skuteczność swojej gospodarki przemysłowej.
1665:  Budujemy, moi drodzy, XIX-wieczny kapitalizm.
1667:  Potrzebujemy jeszcze koniecznie pracy dzieci, którym będziemy mogli wydawać zupę z trocinami, tak jak u Dickensa.
1674:  To będzie dobrze.
1676:  Za pomocą wpływów w konklawę możemy podejmować uprzywilejowane stanowiska, obejmować, pardon, wieży Zar, co znacząco wzmacnia naszą frakcję.
1683:  Możemy też wysłać konwoje wojskowe, czyli trochę jak w Kataju, w różne miejsca na świecie i pokonywać zagrożenia na trasie, by zasilić gospodarkę przemysłową.
1689:  Super pomysł.
1691:  Okej.
1694:  No to jest, moi drodzy.
1699:  No!
1701:  Dobrze, Uskulak?
1702:  To nie jest nasza stolica jeszcze, nie.
1703:  Dobrze, moi drodzy.
1705:  Huta Haszuta.
1708:  Tak jest.
1710:  A tutaj?
1711:  Prosta sprawa.
1712:  Kombinat.
1716:  Kombinat to jest miejsce, w którym kombinuje się, w jaki sposób zniszczyć skawenów.
1722:  Kopalnie azbestu jeszcze tak potrzebujemy.
1727:  Największa polecajka kształtowa... O, tutaj leży w pokoiku streamu.
1730:  Tak, to prawda, coś w tym jest.
1733:  Bytom też musi być, moi drodzy.
1735:  ArcelorMittal, tak.
1738:  Oczywiście, moi drodzy.
1739:  To musi być Mittal.
1741:  Nie ma opcji.
1744:  Tak jest.
1745:  Czy w kombinacie nie robią kombinerek?
1748:  Będę nad tym kombinować.
1749:  Czy widziałem zapowiedź Immortals of Aveum?
1751:  Nie.
1752:  O sinoko jeszcze nieoglądanej oki.
1755:  Reinhard von Bielau.
1757:  Tak.
1758:  Musi być.
1761:  Dobrze.
1767:  Okej, nasz... standardowa rzecz.
1770:  Bardzo mi się podoba, że mówią w języku... muszę się teraz skupić.
1777:  Dawizar!
1779:  Dobrze.
1781:  Okej, co tutaj budujemy i co wznosimy?
1785:  Straż ołtarza, udostępnia garnizon, kolej kontrola, przychody.
1790:  Ja chcę coś, co odpowiada za rozwój.
1795:  Coś tutaj odpowiada za rozwój, czy ja jestem głupi?
1801:  Nie, jest kontrola tylko.
1803:  Polka Koparczuk, ojoj.
1807:  Plefan, dzięki za wsparcie od 13 miesięcy.
1809:  Lore Age of Sigmar staram się omijać dużym łukiem, szczerze powiem.
1813:  Nie rozumiem kompletnie, co się tutaj dzieje, ale zakładam, że zrozumiemy.
1817:  4000, okej, strasznie dużo pieniędzy.
1820:  Udostępnia garnizon.
1822:  Dobrze, tutaj sobie pójdziemy w przychody.
1824:  A, surowce 200 na turę, bierzemy to.
1829:  Zmień ustawienia jednostek strzeleckich.
1831:  Dziękuję za informację i przypomnienie.
1834:  Dla wszystkich, którzy nie wiedzą o co chodzi, domyślny tryb... O, domyślny tryb dystansowy.
1839:  To jest na szczęście wyłączone i trzeba to zawsze każdym razem wyłączać.
1842:  Dobra, zobaczmy jak to się gra.
1845:  To jest absolutnie moja pierwsza styczność z Krasnodami Chaosu.
1849:  Nie grałem nic wczoraj, nie miałem czasu.
1851:  Oni ulepszają za surowce budynki.
1853:  Okej.
1854:  Mówił w Kuzdulskim.
1856:  Podobny.
1859:  Lord Andark pisze, że krasnoludowie chaosu nie mają mechaniki rozwoju.
1862:  O, ciekawe.
1863:  Ciekawe.
1866:  Górnicza Dolina.
1866:  O, oczywiście, że też musi mieć.
1868:  Ulepszasz miasta za pomocą zasobów, które masz z kopalń, a potem używasz ich w fabryce do produkcji broni.
1874:  Brzmi to potwornie skomplikowanie.
1876:  Ich rozwój to ile sorowców produkujesz.
1878:  A, czaje.
1881:  Good!
1882:  Dobra, przegląd wojsk, moi drodzy.
1883:  To, co wszyscy lubimy najbardziej.
1887:  To moi drodzy... O bogowie... To są krowy!
1893:  Rozdzieracze bykocentaurów z podwójnymi toporami!
1898:  Rozdzieracze bykocentaurów?
1901:  Co tu się dzieje?
1903:  Oni nie mówią, oni godują!
1904:  Tak!
1905:  Tak!
1909:  Czy to jest ten moment, kiedy mówię, że jedyne zdanie w śluzko gotko, które potrafię powiedzieć to... Chyba tak.
1919:  To jest, moi drodzy, to są, moi drodzy, wojownicy krasnoludów chaosu!
1922:  Piękni!
1923:  Mają brody, mają górnicze czapy!
1926:  Świetnie!
1930:  Aaa!
1931:  Weźcie mi ten World of Warcraft stąd!
1934:  Obrzydliwe, ich musimy wyrżnąć!
1936:  Dobrze, co tutaj się dzieje?
1939:  Tu jest nasz bohater!
1941:  czyli Mittal.
1944:  Dlaczego Arcelor Mittal jest większy od naszego biednego Astrogofa Żelaznej Dłoni, który ma protezy nóg i strasznie się trzęsie?
1955:  Czy myślicie, że on się trzęsie z ekscytacji?
1964:  To będzie bardzo trudny roleplay, moi drodzy.
1968:  Co ty fanzolisz właśnie?
1970:  Proszę bardzo, chówce z pukawami.
1974:  To mi się podoba.
1975:  Garłacze krasnoludów chaosu?
1978:  Nie.
1979:  Nie moi drodzy.
1981:  Nie moi drodzy.
1984:  To będą chówce z pukawami.
1986:  Musimy takie przemianować potem.
1988:  Skup magię.
1992:  Okej, skupiliśmy magię.
1993:  Dobrze.
1994:  O, ma diesel na plecach.
1996:  Ewidentnie, moi drodzy.
1997:  No dobrze.
1998:  Zobaczymy, jak to strzela w takim razie.
2000:  Zielonoskórych dajemy na przód.
2004:  Tutaj niech giną szybciej.
2005:  Orkowi robotnicy.
2006:  Aaa.
2008:  Czyli my zielonoskórych zniewalamy.
2013:  Dobrze.
2015:  Dobrze, tutaj będą krasnoludowie chaosu.
2018:  Świetnie.
2021:  Fire, fire, dwarves on fire.
2023:  Dawidzie dziękuję za wsparcie od 7 miesięcy, tak?
2026:  Astralia pozdrawia z planerów projektowych, gdzie pijemy wino z wykładowcami, projektujemy i chodzimy razem w góry.
2031:  No proszę.
2033:  Jakby ktoś mi powiedział w liceum, że tak można się uczyć, to bym wyśmiała.
2038:  Tak jest z giwerami, macie rację.
2041:  Proszę zapamiętać, teraz chówce z giwerami.
2044:  Tak jest.
2046:  Rozpoczynamy bitwę.
2048:  Jaka będzie muzyka?
2057:  Okej.
2057:  Okej, jest imersja.
2059:  Co on robi?
2060:  On popierduje ze swoich dysz.
2063:  Górniczo-hotnicza orkiestra dęta.
2066:  Harald pisze, że te giwery są do nerfa.
2068:  Bardzo dobrze, czyli są potężne.
2070:  Oni nie chcą nas atakować?
2077:  Aha.
2079:  Czy ja widzę...
2087:  Psi, glość i krew!
2100:  Jakie wspaniałe!
2104:  Nie ma to jak strzelić przez całą mapę!
2119:  Tak!
2120:  Tak!
2128:  Ojejejejej!
2131:  Biedni przeciwnicy!
2133:  Czarnych orków trzeba później wyeliminować.
2135:  Plewa, dzięki za wsparcie Krzysztof, to to Warhammer 2 czy Warhammer 3 w tym momencie?
2139:  W tym momencie trójeczka.
2146:  Rozpikselizowana gra.
2147:  To jest kwestia streamu, odśwież sobie.
2152:  Warhammer 3 jest w tej chwili wart pokupowania.
2154:  W tym momencie zwiększył swoją wartość siedmiokrotnie.
2158:  Paląca furia.
2160:  Zobaczymy, jak to celuje w ruchu.
2163:  Czy jest celne.
2165:  Boże, jaka wspaniała kometa.
2172:  Okej.
2174:  niezbyt dobrze w ruchu działa.
2176:  Wniosek na przyszłość.
2179:  Dobrze.
2181:  Bijemy mamlasów, tak.
2186:  A co potrafi nasz Mittal?
2188:  To jest specjalista od walki w zwarciu.
2191:  Dobrze, to wyślemy go w takim razie, wiecie co?
2193:  Wyślemy go razem z centaurami.
2196:  Wyślemy go razem z centaurami, żeby napastował.
2200:  naszych wspaniałych wrogów.
2203:  To są wspaniali wrogowie, wiecie dlaczego?
2204:  Ponieważ wspaniale giną.
2211:  Proszę, przybywajcie, przybywaj... No strzelać, strzelać!
2218:  Ut odion arduga!
2218:  Ut odion arduga!
2221:  Dobra, ja chcę zobaczyć ten strzał.
2233:  Wspaniałości!
2238:  Czy ja dobrze widzę?
2241:  Czarniorkowie giną!
2243:  O, jak giną!
2249:  Żadnych nerfów!
2250:  Zostawić mi to!
2253:  Żadnych nerfów!
2254:  Gra ma być fajna, a nie zbalansowana.
2257:  Obrzydliwe, zbalansowane gry.
2259:  Wysłać robotników!
2262:  O!
2262:  Ciekawe jestem, czy to... Czy to w nich walnie?
2268:  Aaa, nie, to musi być chyba... To musi być tutaj w dystansie większym.
2274:  Boże, to jak to ginie wszystko!
2279:  Oczywiście, a że jak giną, to jest fajnie!
2282:  Oczywiście.
2284:  Czy ja niczego was nie nauczyłem?
2286:  Jak ginął, to dobrze.
2288:  Jak nie ginął i nam jest ciężko, to gra jest źle zaprojektowana.
