🔴 Najszczursza podróż — WARHAMMER 3: IMMORTAL EMPIRES Skaven #1
🔗 https://www.youtube.com/watch?v=JryqJVu1cLc

243:  KONIEC!
747:  To jest, wiecie, kanał, na którym...
750:  Pogrzebuje się wszystkie okazje na promocje i współprace partnerskie.
757:  Tak!
759:  Będziemy dzisiaj wrzeszczeć, moi drodzy, będą się działy dziwne rzeczy.
763:  Jest takie anime No Game No Life, troszkę pasuje do Bez Schematu Bez Życia, prawda?
768:  Pracowałam w Tauronie, też nie polecam, pisze Deminy.
771:  No proszę, Deminy.
772:  Który Wiedźmin przybędzie?
773:  Żebrowski czy Kawil?
775:  Obaj siebie warci taka prawda.
778:  Dla mnie jeszcze nie było idealnego Wiedźmina ponad tego growego.
783:  O, tak.
784:  Kiedy nowe słuchawki?
785:  Jak się te zepsują?
786:  Ja jestem z Krakowa, moi drodzy.
788:  Ja kupuję nowe rzeczy tylko wtedy, kiedy to są gadżety do streamowania, jak na przykład lampy, które są tak drogie, że je kupuję na raty.
799:  Dobrze, moi drodzy, więc plan jest następujący.
801:  Ruszamy Igitem na południe, gdzie nas poniesie.
806:  Nie wiemy, gdzie nas poniesie.
807:  Na mapie będziemy w tym miejscu, czyli w Skavenblight.
810:  Skavenblight jest stolicą Skavenów, miejscem, gdzie zbiera się rada trzynastu, by czcić rogatego szczura.
816:  Rada trzynastu to Skaveni z wszystkich trzynastu klanów.
819:  Na miniaturce mieliście swoją drogą runy Skavenie, które też mogą reprezentować poszczególne klany.
824:  Mamy trzy klany reprezentowane.
826:  I płyniemy, moi drodzy, tutaj, na południe.
829:  Jak uzbieramy sensowną armię, która będzie bronić Skavenblight,
832:  Popłyniemy tutaj i zaczniemy podbijać Lastria od południa, bo dawno tam nie byliśmy w tamtych stronach.
837:  I oprócz tego podbijemy cały południowy kontynent.
839:  Taki jest plan.
840:  Czy książki trzymać na półce pionowo czy poziomo?
843:  W zależności, moi drodzy, od potrzeb.
844:  Taka jest prawda.
846:  Czy ja mam gdzieś poziomo?
849:  Tutaj mam.
850:  Gaia Gavrila Kea mam poziomo.
852:  Bardzo rzadko mi się zdarza coś mieć poziomo.
855:  Kogo jeszcze mamy do wyboru ze skawenów?
857:  Ja nie polecam grać innymi skawenami.
859:  Trot jest fajny, ale...
862:  Jest w takim miejscu teraz, że poza tym gra potworami, a ja nie za bardzo lubię grać potworami, więc jeżeli ktoś woli właśnie walkę potworami melee, to zdecydowanie trot nieczysty.
872:  Mistrz Śmierci Snikcz z kolei startuje w Kataju i nim już graliśmy, więc dlatego go nie wybieram.
878:  Mistrz Śmierci Snikcz preferuje zasadzki, granie głównie... jak to się nazywa?
884:  Rynsztokowi Procarze bodajże, tak.
887:  i partyzantkę lubi.
889:  Lord Skrull z kolei jest w Last Tree, ale ma koszmarny start, nie lubię go, i nie ma dobrych, no właśnie, takich uzupełnień kampanii, jakie ma Iquit Claw, który ma dostęp do przeklętego i straszliwego warsztatu spaczeniowego, gdzie można robić przeciwne natury, wynalazki.
906:  Quick natomiast i Treadscraven Tales specjalizują się w boostowaniu piechoty, a ja piechocią z cawenią praktycznie w ogóle nie gram, w związku z powyższym zawsze pada na Iquita.
916:  Czy lubię książki Jerzego Pilka?
918:  Nie znoszę.
918:  Uważam, że nie dość, że to jest bumeriszowinista, to jeszcze do tego wszystkiego ciężko się go czyta.
925:  Nie lubię bardzo.
927:  Skavenblight nie istnieje.
929:  Co ciekawe, na tej mapie, którą mam na ścianie, ponieważ to jest mapa przygotowana przez kartografów z Imperium Altdorfskiego, znaczy z Altdorfu i z Imperium Ludzkiego, nazwijmy to, nie ma na zaznaczonego Skavenblighta.
941:  Ono powinno być.
943:  Ono powinno być.
947:  W tym miejscu, na dusznych bagnach.
949:  Ale nie ma go zaznaczonego, ponieważ skawenie nie istnieją.
952:  Dlatego z nimi zagramy.
955:  Gełłombad dziękuję za wsparcie od sześciu miesięcy.
957:  Oddzielone od imperium pasmem masywnych czarnych gór rzeczy.
961:  Księstwa graniczne to tereny ludziaków rzeczy.
964:  Podzielone na niezliczone księstewka i drobne lenna zarządzane przez pozbawionych skrupułów, fełtałów rzeczy.
971:  Do tego tygla anarki często przybywają, ściągają wszelkie maści awanturnicy i...
978:  Malkontenci niezadowoleni ze status quo utrzymywanego przez imperatora ludziaków rzecz i jego hrabiów lektorów rzeczy, poszukując lepszego życia na pograniczu.
992:  Tak, często jednak okazuje się, że dosłownie wpadli z deszczu pod rynne ludziaków przy słowie rzecz.
999:  Skaveni nie wiedzą, co znaczy dziwne, dziwne, czy rynna to rynsztok.
1006:  Tak, tak!
1006:  Tak, rynsztok lepszy, wszak miejscowi książęta nadal często, tak, często, często, ha, toczą ze sobą wojny, ha, wojny, ha, spaczeń, tak.
1018:  Gospodarstwa rolne padają ofiarą grabieżczych ataków, najazdów, zielonoskórych rzeczy lub postępnych, ha, klan braci, tak, tak, klan bracia zwyciężą.
1031:  A wybrzeża stanowią tereny łowieckie dla krwiożerczych piratów.
1034:  Eee, piraci, eee, wodne ludziaki, rzeczy, sartosy szukających łatwych łupów.
1040:  O, o, tak!
1043:  Magda M1, dzięki za wsparcie od 11 miesięcy.
1045:  Miś Panda to nie panda prawdziwa, panda jest ruda i to jest skandal, prawda?
1049:  Aaa, tak!
1053:  Nigdy nie niszczy!
1054:  To jak Ikit Klo!
1056:  Haha, Ikit Pazur!
1057:  Kogo mamy tutaj?
1060:  Moi drodzy, bardzo kiepska rzecz.
1063:  Musimy zrekonstruować wszystkie imiona szczurze.
1066:  Ja pamiętam jedno imię szczurze, moi drodzy.
1069:  To jest legendarne imię.
1071:  Mianowicie Olga Spaczarczuk, tak jest.
1073:  To był szczur, który zawsze się pojawia w naszych kampaniach.
1078:  Jest odporny na psychologię, w związku z powyższym nie jesteście w stanie w żaden sposób wpłynąć na Olgę Spaczarczuk, żeby na przykład nie obrzucała ludzi wyzwiskami na festiwalach literackich.
1088:  Nie da się na to wpłynąć.
1089:  Albo ja na przykład byście poprosili o to, żeby zrezygnowała z finansowania swoich dziwnych, elitystycznych pobudek przez firmy windykacyjne.
1098:  Tutaj też nie, ponieważ jest odporna na psychologię, moi drodzy.
1102:  Więc nic nie jesteśmy w stanie z tym fantem zrobić.
1104:  Jeszcze był Szczytak, Szczurzew Spalin.
1106:  Był, był.
1107:  Nie, Szczurzew Spalin jest na tyle dobry, że należy go natychmiast zrekrutować.
1113:  Zaraza czy... Uuuu.
1116:  Ooo.
1117:  Chociaż wiedza teraz jest strasznie znerfiona niestety, więc kiepsko.
1121:  Ale nam się to akurat przyda, ponieważ... Zaraz zobaczycie dlaczego.
1124:  Czy ja wziąłem dobry?
1125:  Tak, tak.
1126:  Dlatego, że zakazany warsztat...
1130:  Wymaga, żebyśmy mieli, jeśli mnie pamięć nie myli, jednego z lordów wylewelowanych właśnie, więc niech szybko, niech szybko leveluje, moi drodzy.
1142:  Więc Szczurzew Spalin jest, moi drodzy.
1147:  Szczurzew.
1151:  Spalin!
1152:  Tak.
1154:  Wspaniale.
1155:  Potem jak znajdziemy następcę dla Szczurzewa Spalina, to zostanie przemianowany.
1160:  Tak jest, moi drodzy.
1165:  Olga to k***a twierdzi, że nie wiedziała nic o Kruku, co jest dziwne, bo jest w zarządzie.
1168:  Oczywiście, moi drodzy.
1171:  Zna przynajmniej jeszcze jedną osobę, która nie wiedziała.
1175:  Choć była w zarządzie!
1181:  Jedna rzecz, którą musimy zrobić natychmiast.
1184:  Przyspieszyć wszystko.
1185:  Tak.
1188:  Tak jest, nie ma dowodów, że wiedziała o kruku, absolutnie.
1193:  Dobrze, dobrze, widzicie, mamy kulomioty.
1195:  Kulomioty też przemianujemy, moi drodzy.
1198:  Mianowicie, kanonicznie u nas to są szczuromioty.
1201:  Absolutnie tak.
1203:  Szczuromioty.
1207:  Car dobry, bo ja żyję i tak, tak.
1212:  Szczurzew Spalin niestety nie może za nami podążać.
1217:  Czy tutaj działa ten cudowny... Cudowny... Chyba zostało to znerfione, bo można było pozbyć się Skavenblight i od razu okupować na poziomie piątym.
1228:  Mikłaj Dudziak, witamy w gronie Trybutariuszy.
1230:  Ja nie wiem, czy tego nie zrobimy na wszelki wypadek.
1233:  Kusi mnie to w każdym razie.
1237:  Dobrze moi drodzy, nie ma to tamto.
1240:  Walczymy.
1242:  Czy myślałeś o stworzeniu armii z Lorda i 19 bohaterów?
1245:  Wiele razy to robiłem, ale w przypadku Skavenów opłaca się pięciu kapłanów zarazy.
1251:  I cała reszta piechociarzy napieprzających ze spacz ognia.
1255:  Absolutnie.
1258:  Musi być Mistrz Inżyniera, a nie Siewca Zagłady.
1260:  Ostatnio tak wbiłem 30 poziom i dziwiłem się, czy nie zblokował.
1262:  Ach, racja, zapomniałem o tym.
1265:  Jeszcze... Ojej, jakie piękne!
1267:  Spaczrusznice to są myszkieterzy!
1269:  Jakie wspaniałe!
1270:  Ale mi się podoba!
1274:  Wspaniałe!
1275:  Beastmeni ci to zablokują i zostaniesz bez Skavenblight, ostrzega Rikrit.
1279:  Nie będziemy w takim razie kombinować, moi drodzy.
1282:  W zasadzie Clannraths możemy od razu dać tutaj, bo oni się do niczego nie przydadzą.
1287:  Tak!
1290:  Wszyscy ci z was, którzy nie widzieli wspaniałej taktyki szczurzej, moi drodzy...
1297:  Tak.
1298:  Glorious Warfare.
1300:  Tak.
1300:  Wspaniały spaczeń.
1302:  Spacz różnic.
1304:  Snajperzy.
1305:  Tak.
1307:  Gatlingi.
1308:  Szczurze.
1309:  Dużo szczurów.
1311:  Jeszcze, żeby było śmieszniej.
1312:  Tu jest nasz bohater, moi drodzy.
1314:  Tak.
1316:  Ikit.
1317:  Ma największy mózg pośród skawenów.
1320:  I... Obdzieracze zagłady.
1323:  Gdzie są obdzieracze zagłady?
1324:  Tu.
1325:  Tak.
1327:  Wspaniałe przecież.
1331:  Dobrze moi drodzy, nie ma to tamto, zaczynamy, zaczynamy, zaczynamy.
1338:  Ikit, ruszaj.
1340:  Dobrze.
1343:  O tak, o tak, to chcemy widzieć.
1347:  Jak się zacznie ogień ze spaceru sznic, zobaczycie moi drodzy.
1351:  Zobaczycie moi drodzy, dlaczego gramy szczurami.
1353:  Czy CPO zmieniało coś w giereczce, bo zauważyłem, że komputer ostatnio jedzie na Doomstackach.
1357:  Tak, jest troszeczkę... Jest troszeczkę lepszy i lepiej, jeżeli chodzi o wykorzystanie uzbrojenia, ale w dalszym ciągu AI jest, jak mawia Legend of Total War, brain dead.
1367:  Tak, tak, tak, tak, tak, teraz, teraz, teraz...
1372:  Możecie się chronić ze swoimi śmiesznymi tarczami, ale prawda jest taka, że nikt, absolutnie nikt nie jest w stanie uciec przed ogniem, aaa, szczuramiotów, tak, zabijać ludziaków, haha, tak, haha, ludzie rzeczy, schowani za tarczami rzeczami, nigdy nie wygrają, moi drodzy, taka jest prawda.
1393:  Jeszcze Ikidż, żeby było śmieszniej, może walnąć błyskawicą.
1399:  No jak widzicie, AI nie funkcjonuje.
1402:  Tak, powinno funkcjonować.
1404:  Co my zrobimy?
1405:  Oczywiście, że wycofamy szczury, bo to przecież nie ma nic piękniejszego niż wycofanie szczurów w takich okolicznościach.
1411:  A wyślemy tutaj nasze obdzieracze zagłady.
1415:  Bra, Ikit na razie nie może się wystawiać za bardzo na ostrzał.
1421:  A tymczasem zobaczcie przepiękną szarżę, moi drodzy.
1424:  Szarże obdzieracze zagłady.
1425:  Oczywiście, że słyszałem o szkole Montessori.
1427:  Znakomita rzecz, Wojciechu.
1431:  Aaa, jakie piękne!
1434:  Zobaczcie, jak zostają obdzierani ze skóry!
1437:  Wspaniała rzeź.
1438:  Widzicie, Skaveni to jest rasa, która niszczy już na pierwszym poziomie.
1442:  Mamy początkową armię, a Skaveni się przeżynają przez nią, jak masełko, znaczy, jak nóż przez masełko.
1451:  Co się zeskało ze Skavenami w Warhammerze Total 40K?
1455:  Nigdy nie było jeszcze ze strony CA potwierdzenia, że jest jakiekolwiek połączenie między tymi uniwersami.
1463:  Niestety.
1465:  Róbcie salwą na nadcierającego wroga.
1466:  Czy może być coś bardziej satysfakcjonującego?
1469:  Nie ma, Drakon.
1470:  Absolutnie.
1471:  Widziałem gameplaye z Fontaine, pisze Szymon.
1473:  Powiem jedno.
1474:  Brian McClellan's vibe.
1475:  O, proszę.
1476:  O, proszę.
1477:  Brian McClellan, moi drodzy, cały cykl Magów Prochowych mega polecam też.
1483:  Niech rogaty szczur zmiażdży wrogów!
1487:  Tak!
1488:  Tak, Jakubie!
1489:  Dobrze, dobrze prawisz, mówisz!
1492:  Tak!
1493:  Szczury zwyciężą!
1495:  Jeszcze raz!
1497:  To było wishowane po Kazuchę, tak?
1498:  Kazucha został zdobyty, moi drodzy.
1504:  Pytanie.
1504:  Co za pytanie w ogóle.
1506:  Trzeba wreszcie oddać trochę miłości starym rasom.
1507:  Z dwójeczki.
1530:  Miała powiązania od czasu, kiedy 40k to własne uniwersum.
1532:  Było jeszcze spin-offem.
1534:  Z tego, co kojarzę, 40k działa się w butelce Maga Waldorfie.
1538:  Żartujesz, Maju?
1539:  Znakomite.
1541:  Żółw YouTube jest Jamnikołajem, moi drodzy.
1544:  Jakbyśmy mieli jemału Jamnikołajów ostatnio.
1547:  Niuchacz dla Jamnikołaja.
1549:  I tymczasem Poland Mountain, Janek Żółtko, Aldehet, Monday Z, Aquarelle otrzymują wsparcie, powracając niektórzy do grona wspierających, a niektórzy dołączając na świeżo.
1560:  Czy to nie jest przypadek, że kilka dni temu kupiłem u Warhammera jedyne DLC, które mam to z Ikitem?
1565:  Bardzo słuszny wybór, Batrus.
1567:  Ikit Claw odnosi wyłącznie pewne zwycięstwa.
1570:  Tak jest.
1571:  Pierwszy raz na streamie z Warhammera wytłumaczysz krótko, o co chodzi w tej grze.
1574:  Jak zawsze, bitwy to jest crème de la crème tej gry.
1578:  Druga rzecz, która jest istotna, podbijanie.
1579:  Dokładnie tak samo, jak w Civilization czy w Heroesach kolejnych prowincji.
1583:  Trzecia rzecz, dyplomacja.
1584:  Z tego nie będziemy korzystać, ponieważ gramy rasą chaosycką.
1589:  Dobrze.
1590:  Proszę bardzo.
1591:  286 zabitych.
1592:  Przecież to takie liczby chcemy widzieć.
1594:  I teraz tak.
1596:  Złupimy, a potem zniszczymy.
1599:  Tak jest plan.
1601:  Czy do tej gry jest dołączona jakaś książeczka 500-stronicowa, pisująca mechaniki i pełna rady jak grać?
1606:  Niestety nie.
1609:  Bardzo żałuję, że tak nie jest.
1611:  Co my możemy rekrutować?
1613:  Nic.
1614:  Na trzeci poziom musimy się wzbić, moi drodzy, więc na razie w takim razie nic nam nie pozostaje innego jak zwiększać objętość naszej armii.
1624:  No niestety.
1625:  Weźmy sobie na razie niewolników z procami i wyeliminujmy tych.
1628:  To są całkowicie niepotrzebni nam.
1631:  piechór i przejrzyjmy jeszcze rzeczy wytwarzania żywności.
1636:  Jest ważna w przypadku skawenu, bo to jest ich podstawowy surowiec wykorzystywany do zasiedlania kolejnych miast.
1641:  Jeżeli chodzi o stosunki, nie mamy ich.
1645:  Kiedy kazucha został zdobyty?
1648:  W pierwszym tygodniu od razu po 40 wishach mi się udało.
1657:  Krytykuje Warhammera.
1658:  Jak można krytykować Warhammera?
1659:  Warhammer jest wspaniały.
1662:  Czyżby spatchowali?
1663:  Spatchowali wiele rzeczy.
1664:  Zawsze możecie liczyć na to, że współcześni deweloperzy gier wideo spatchują elementy gry, które dają graczom fun.
1672:  Natomiast jak są jakieś elementy gry, które nie działają... Nie, nie, nie.
1675:  Zostawmy to.
1676:  Niech dalej nie działa.
1680:  To jest mod, którego używam po to, żebyśmy mieli więcej szczurzych lordów.
1684:  Teatr i szczury w gronie Trybutariuszy!
1686:  Cóż za wspaniały moment!
1689:  Dziękuję za wsparcie!
1690:  Jakże adekwatnie, moi drodzy.
1693:  My dalej będziemy zdobywać żywność.
1697:  Myślicie sobie, że jedna sztuka żywności to jest niewiele?
1699:  To jest bardzo dużo.
1702:  Dobrze, i teraz... Tak, musimy poczekać dwie tury, co oznacza, że możemy spróbować jeszcze się... Nie wiem, czy to jest sensowne i rozsądne.
1715:  Zwiększ mobilność, dobrze.
1717:  Szczurzewspalin.
1718:  Co może Szczurzewspalin zrobić?
1719:  Szczurzewspalin będzie tutaj razem levelować z Ikitem.
1722:  Nie widzę innej opcji.
1723:  Dzikie plany.
1725:  Tak, plany.
1726:  A potem, potem będą.
1728:  Tak, plany w planach.
1731:  Wymagane budynki.
1732:  Opactwo zarazy.
1733:  To dobrze.
1734:  Kapłani zarazy.
1736:  Bart B pyta, jak wesprzeć kanał.
1737:  Czy pomoże mi ktoś, jak to rozkminić?
1740:  Na stronie głównej kanału na YouTubie masz zawsze taką opcję.
1743:  Wesprzyj obok subskrypcji.
1744:  To samo jest pod każdym filmem.
1747:  Czy można spaczować spaczeń?
1749:  Jest to możliwe.
1750:  Jeżeli ktoś tu jest w stanie to zrobić, to włącznie Igitt Glow, który, przypominam, ściągnął księżyc z orbity w którymś momencie.
1764:  Krzysztof Maj pisze na czatach, że jest Krzysztofem z alternatywnego wszechświata, który nie poszedł na uj.
1770:  Pójść na uj brzmi jak pójść na jakieś ustępstwa, które są absolutnie niewskazane.
1777:  Czy biorę się na Kopernikon?
1778:  Tak.
1778:  Na Kopernikonie będę, na Dniach Fantastyki będę, niestety nie będę na Skierkonie jednak, ponieważ mam ślub przyjaciela.
1787:  Nie da rady, moi drodzy.
1789:  Niedziałające technologie chaosu dalej są nienaprawione?
1791:  No popatrzcie, ale czekajcie... My potrzebujemy Mistrza Spacz Inżyniera, tak.
1798:  Jeszcze.
1800:  Mmm, do levelowania, ale nie ma żadnego dobrego na razie.
1803:  Więc Szczurze Wspalin będzie w takim razie.
1805:  Konsekwentnie!
1808:  Okej, okej.
1809:  Konsekwentnie levelowany.
1811:  Spacz błyskawice, idziemy w to.
1813:  Mroczna historia z tego świata, pisze Arachne.
1815:  Dzisiaj do śniadania puściłem sobie waszą dyskusję na bez schematu o światach fantasy.
1819:  Jak mówiłeś o wieży, to były ciary.
1821:  Właśnie to jest ta jedna historia z Kawenów, którą znam, Arachne.
1824:  Niestety nie znam więcej.
1825:  Czy będę na Capitularzu?
1827:  Nic na to nie wskazuje, Michale.
1829:  Ale na pewno będę na... Jeszcze po Kopernikonie jestem na czymś, nie pamiętam.
1833:  Natalia pisze, że nadrabia sobie streamy z Diablo 4.
1835:  Będziemy się szybko przepalać przez tury, moi drodzy.
1839:  Pędzeń i głodem, brak pożywienia może być świetną motywacją, powiedział Matcza Grzecz, a tak, tak, pędźmy batonkiem ludzi do pracy, zero odpoczynku, relaksu, tak, tak.
1857:  Z Natalią nadrabiasz streamy z Diablo 4 i tak się zastanawiasz, czym do cholery, czym do cholery jest mana?
1863:  Bo jak słyszę mana, to mam przed oczami kaszkę na dno z wizerunkiem Wojciecha Mana.
1866:  Mana to jest energia magiczna, która umożliwia ci czarowanie i rzucanie zaklęć.
1872:  Jest znakomity swoją drogą na ten temat.
1876:  Miałem powiedzieć artykuł, bo to jest aż tak dobre, na grach online.
1881:  Dlaczego mana jest niebieska bodajże?
1884:  Tak mi się wydaje.
1886:  Dobrze, moi drodzy, prawie pamiętałem tytuł.
1889:  A zatem, dlaczego mama w grach musi być niebieska?
1893:  Bardzo polecam ten materiał, znakomita sprawa.
1896:  Przy okazji będzie tutaj też informacje dotyczące tego, dlaczego czasem zdarza się, że w grach występuje na przykład zieleń i dlaczego wiąże się z nekromancją.
1905:  Znakomity materiał, doskonała rzecz.
1909:  TV Gry at Very Finest.
1915:  O, o!
1917:  Dobrze, dobrze, dobrze, dobrze.
1919:  Rośniemy w siłę.
1921:  Przebiegłe plany, tak.
1923:  Bezlitosne plany.
1924:  Good.
1926:  Chociaż wiecie co?
1928:  W sumie tutaj byłoby lepiej coś innego zbudować.
1931:  Oooo, miotacze z pacz ognia, idziemy w to.
1934:  Potrzebujemy miotacze z pacz ognia.
1937:  Warto robić wakacyjny event w Gęśni Bezpowiązany z Fontaine.
1940:  Robię, robię, robię.
1942:  Robię, moi drodzy.
1943:  Nawet miał być dzisiaj Genshin, ale stwierdziłem, że tak dawno nie było Warhammera, że wszyscy fani Warhammera zasługują na to, żeby było.
1949:  Czy będzie spatch w Ratzinger?
1950:  Oczywiście, że będzie, Brandin, musi być.
1953:  Ale jestem wam winien.
1955:  Na razie przemianowanie spatchu już nic.
1960:  Myszkieterzy.
1962:  Cudowni.
1966:  Wspaniałe, absolutnie.
1967:  Przypominają mi się od razu aryskotraci.
1971:  Odór strachu.
1973:  Szabrownik.
1973:  Nie, nie, nie, nie.
1974:  Szansa na powodzenie zasadzki to jest najważniejsze przy skawenach.
1977:  Zawsze.
1977:  Piotrze, dziękuję za przekojny trybut.
1979:  Jeśli chodzi o Total Wary, kocham Rome Total War, pisze Piotr.
1981:  Dzięki niemu zakochałem się w historii Rzymu.
1984:  I do dzisiaj czuję się ekspertem w dynastii julijsko-klaudijskiej.
1987:  Proszę bardzo.
1990:  I dynastii flawijskiej.
1991:  Dzięki Total Warze.
1992:  Wiesz co, Piotrze, jeszcze raz Ci dziękuję za trybu.
1994:  To jest kwestia, którą zawsze podnoszę przy okazji edukacji imersyjnej.
1999:  W momencie, w którym nauczasz imersyjnie ludzi, to właśnie wchłaniamy coś, mimo że absolutnie się w tym momencie nie uczymy.
2006:  I paradoksalnie właśnie nauczanie imersyjne to jest coś, czego dostarczają i doświadczają dzieci.
2012:  Zanim pójdę do szkół...
2015:  Ale przecież nie ma możliwości takie, żeby się uczyć po nasz szkoł.
2018:  Co do drogą, rozwala mnie.
2019:  Dzisiaj miałem komentarz taki na kanale, jak ktoś powiedział, bo ja to bym chciał, żeby łacina w szkole była, bo chciałbym się łaczyny nauczyć.
2030:  Dud, to się naucz.
2033:  Jesteś dwa kliki od nauczenia się dowolnego języka w internecie.
2038:  Dwa kliknięcia.
2039:  Ja jeszcze rozumiem, jak był XIX wiek, ktoś, nie wiem, miał wybór, albo będę przekopywał kartowle, albo będę przekopywał marchew.
2047:  A jak chce się czegoś nauczyć, to 40 kilometrów do najbliższej szkoły, albo jeżeli jestem bogaty, to przyjdzie do mnie guwernel albo guwernantka, a jak nie, to popierdalamy 40 kilometrów i w najbliższej szkole we wrześni, gdzie będą nas zniemczać, my się będziemy tam uczyć.
2064:  Ale to było w XIX wieku, przypominam, jest XXI.
2069:  Ale ja chcę, żeby się za mnie nauczyli, nie chcę się sam uczyć!
2074:  Chcę dostać na... Chcę dostać na tacy!
2078:  Dramat!
2082:  Ja osobiście, już mówiąc bez złośliwości, uwielbiam się uczyć sam i mogę z doświadczenia powiedzieć, że rzeczy, których się nauczyłem sam, pamiętam 30 razy lepiej.
2093:  Czy my możemy coś zrekrutować stąd?
2095:  Nie.
2096:  Pójdziemy sobie tutaj i na wszelki wypadek zrekrutujemy procarzy.
2101:  Na razie.
2102:  Momencik.
2104:  Ile wystarczy.
2106:  I lecimy dalej.
2111:  Słowa towarzyszące na wesele już wybrana?
2113:  Oczywiście.
2116:  Starsi ludzie tak chodzili do szkół.
2119:  No chodzili, chodzili, moi drodzy, chodzili, ale się troszeczkę zmieniło od tego czasu.
2123:  Prawda jest też taka, że w ciągu ostatniego, zauważcie, no nie wiem,
2126:  Czterech dekad mieliśmy większy postęp technologiczny niż w ciągu ostatnich 200 lat, więc to pokazuje, jak bardzo powinniśmy teraz przyspieszyć z różnymi zmianami.
2135:  Oskar, dziękuję Ci za trybut.
2137:  Pisze, że tak podobnie ma Sid Meier z Pirates.
2139:  Oj, to nie znam tego.
2140:  Wszystkimi pochodniami wtedy samozwańcza, dziś już zawodowo jestem w dziedzinie ekspertem.
2143:  Pozdrawiam.
2144:  To czekasz, domyślam się, Oskarze, na ten Ubisoftowy tytuł, który nigdy jeszcze nie...
2150:  zostanie opublikowany, czy nie został opublikowany, nie prędko zostanie opublikowany.
2154:  Teraz usiłuję sobie w panice przypomnieć tytuł.
2156:  Ostatnio Luke Stevens o tym mówił na kanale, to od razu przy okazji wam pokażę, bo nigdy za wiele promowania Luka Stevensa, a miał dosłownie parę, parę, parę dni temu na ten temat materiał, który oglądałem i oczywiście zapomniałem, jaki jest tytuł, jak zawsze.
2172:  O!
2173:  Assassin's Creed Black Flag remake.
2176:  I przy okazji tego jest o Skull & Bones, Skull & Bones, tak, dokładnie, 65 km w Karol i Susie Diamond, dzięki.
2182:  Więc okazuje się, że prędzej będziemy mieli remake Assassin's Creed Black Flag niż Skull & Bones.
2189:  To jest dopiero przerażające.
2191:  Skoro Pat pisze, Marcin Mazurek, Rome Total War 2, to ja piszę drugą stronę artykułu naukowego wizerunku Armii Rzymskiej w grach wideo.
2196:  Wow!
2197:  Drugi artykuł jest już prawie na ukończeniu.
2199:  Marcinie, to domyślam się, że też Rise, son of Rome wszedł na tapet.
2207:  Ooo, co my możemy zrekrutować?
2215:  Miotacze z pacz ognia.
