🔴 Rasputin wiecznie żywy — WARHAMMER 3 Kostaltyn #1
🔗 https://www.youtube.com/watch?v=Y8SrdmHvH00

7:  KONIEC!
403:  Engaging B, proszę bardzo, zaangażowany niedźwiedź, wspaniała animacja ukazująca możne wojska kislewickie, te same, które będziemy, moi drodzy, dzisiaj rekrutować i wysyłać regiment za regimentem ku niechybnej śmierci, tak będzie, nie zmyślam niestety.
422:  Więc wspaniała rzecz, absolutnie.
424:  Uwielbiam tego człowieka.
425:  Engaging Bear robi jedne z najfajniejszych machinimek.
428:  Machinima to jest taki właśnie fanowski cinematic zrobiony do jakiejś gry dla tych, którzy nie wiedzą.
434:  Jest tutaj, moi drodzy, sama carica, którą będziemy musieli jako kostaltyn przeciągnąć na swoją stronę.
439:  Ciężka sprawa.
440:  Są i husarze na niedźwiedziach.
442:  Czy jest, ja się pytam, coś bardziej słowiańskiego niż husaria na niedźwiedziach?
446:  Nie, to jest niemożliwe.
448:  Uwielbiam teksty Konstaltyna, pisze Kubiks.
450:  Tak, będziemy mieli, moi drodzy.
451:  Poza tym pamiętajmy, że jeszcze... Kaka, Konstaltyn!
455:  Nie, to tak nie wychodzi tak ładnie, agrara Rasputin.
458:  Ale co tam?
459:  Lavro, the icy queen, tak.
461:  Cześć wszystkim, poproszę jamniki zdrowia, gdyż katar odwczaj, pisze Marta Szczepaniak.
465:  Niedobrze!
466:  Witamy serenoksa, fatpandalfa, także niedźwiedź, wspaniałe zwierzę, panda jeszcze wspanialsza, przypomina fatpandalf.
473:  Ferunarial pisze, dobry dzień, dzisiaj zgłaszasz pytania do dyskusji o Dune'ie.
476:  Oskarżenia rzucane bez schematu wobec pisarza nie wszystkie są podstawne.
481:  Ja myślę, że trzeba po prostu wbić na live'a we wtorek i ja będę starał się takie wyjątki też podejmować.
487:  Salica, Jezu Chryste, więcej Fatui, pisze Kingio.
490:  Piękna animacja, moi drodzy.
492:  Koniecznie, jeżeli będziecie mieli taką możliwość, wpadnijcie na ten kanał, obejrzyjcie resztę, jest ich bardzo dużo i są wspaniałe.
498:  Engaging Bear zrobił chyba mój ulubiony bodajże, to jest The Massacre of Itza, ale również jest fantastyczny Slaneszowy, którego sobie kiedyś odpalaliśmy.
508:  i jakie też są dobre, o, bardzo dobry jest, Elfis, Kawenie są, wspaniały kanał, w każdym razie puszczę wam jak zawsze, moi drodzy, link na czatach, dajcie wiele miłości temu człowiekowi, albowiem zasługuje, a my tymczasem, without feather, Edwin, nawet się zmieściłem, moi drodzy, muzycznie, idealnie, prawie, odpalamy niezwłocznie Warhammera 3 Total War z dodatkiem, znaczy z patchem, ślicznie mówiąc, 4.2 i dodatkiem,
536:  Shadows of Change, przypomniałem sobie, nie kontynuujemy kampanię, to była moja kampania swoją drogą, moi drodzy, 169 tur, nice.
544:  Odpalamy nową kampanię w Imperiach Śmiertelnych i odparamy, tak jak się rzekło, frakcję Kislewitów i zaczynamy grać Kostaltynem.
552:  Jeszcze nie graliśmy, Boryssem Ursusem, nie wiem, czy dzisiaj sobie też nim nie zagramy, dla urozmaicenia.
557:  Czy to nowa bluza, cieplejsza, dzisiaj jest zimno.
560:  Przynajmniej u mnie.
562:  Jamnik na bluzie jest już od jakiegoś czasu Fat Pandalf, tak.
566:  On jest po to właśnie, żebym mógł zmieniać bluzy i żeby był taki sam jamnik i ludziom zwierał synapsy.
572:  Jeżeli chodzi o poziom trudności bitwy, bardzo trudny.
575:  Kampanii damy sobie bardzo trudny, żeby można było zapisywać.
578:  Już mam dość legendarnego, szczerze powiedziawszy.
580:  Jakie scenariusze?
581:  To są te scenariusze, które możemy sobie włączać ostatecznego kryzysu.
585:  Więc ja myślę, że lore'owo dla Kislewitów najlepszy będzie...
590:  Wolachaszuta.
592:  Wolachaszuta ma największy sens dla Kislewitów.
595:  Ewentualnie jeszcze Inwazja Wampirów.
597:  Możemy te dwa wziąć.
599:  Przy turze, powiedzmy, 130.
602:  Poziom trudności ostatecznych kryzysów oczywiście najwyższy.
606:  I tyle.
608:  Tak?
609:  Tyle.
609:  Dobrze, moi drodzy.
610:  Rozpoczynamy kampanię
613:  Jest i sługa cincza.
614:  Ty szekasz się, Sereno, sługi cincza.
617:  Cinczem gramy w najcenniej kolejności.
618:  To już jest zapowiedziane.
620:  Nie ma opcji.
621:  Krzysztof nie wyjął starej bluzy z prania, a to jest swoją drogą prawda.
625:  Przypomnieliście mi, a ja wróciłem z konwentu w Częstochowie.
628:  Zresztą pozdro serdeczne dla organizatorów Dni Fantastyki Częstochowskich.
632:  Byłem tam, moi drodzy, w cywilu, jako słuchacz.
635:  O Jezu, jakie to było cudowne.
637:  Raz sobie być w cywilu i nie musieć robić żadnego programu, o Boże.
641:  No więc powróciwszy, oczywiście nie wyciągnąłem niczego z prania, w związku z powyższym, zapewne ja tam zgniję.
650:  Dobrze.
653:  Blues zmechaconych mam dwie na wymianę.
655:  To jest straszne.
656:  One są już obydwie zmechacone, niestety.
658:  Proszę nie krytykować zmechacenia!
661:  Skandal.
662:  Jak się w Częstochowie podobało?
663:  Mnie zdrowie rozłożyło, niestety, pisze posolona.
667:  Bardzo religijnie jest w Częstochowie.
670:  W Częstochowie był bardzo kameralny ten konwent, mówiąc zupełnie serio.
674:  Sympatycznie zorganizowany, natomiast mało czasu na dyskusję.
678:  Tutaj mi się to nie podobało.
679:  50 minut panel dyskusyjny, moi drodzy, i co?
681:  I nie ma żadnej dyskusji potem?
683:  Bez sensu!
685:  Biorąc pod uwagę panujące tam warunki, północny Kislev nie ma sztywno wytyczonych granic.
691:  Płynnie przechodząc w krainie trolli, to tam żyją moskwici, moi drodzy, i ciągnącą się dalej trundrę.
698:  Miejscowi bezustannie muszą wypatrywać zagrożeń z północnego zachodu, albowiem lęgną się tam wszelkiej maści plukawe potwory i dzikie, rozszalałe plemiona moskwitów.
709:  Tamtejsza skuta lodem ziemia jest twarda niczym żelazo, a wichry wyjące nad tą krainą kąsają niby ostrza z najzimniejszego lodu.
718:  Brzegi Norskiej postrzępione są fiordami, które jedzą Kostaltynowi z ręki i spowitymi mgłą zatokami, które nie jedzą Kostaltynowi z ręki.
727:  Ponieważ Kostaltyn ma zatoki przeziębione.
730:  To tam ludy z północy cumują swe długie łodzie, których nie nazywają drakkarami, żeby nie narazić się na copyright strike od wikingów, na których wyruszają na łupieszcze wyprawy, by terroryzować wybrzeża znanego świata.
742:  I oto, moi drodzy, skończyliśmy całą zawartość fabularną tej kampanii.
747:  Co było robione na uś?
748:  Na uś mam zajęcia, moi drodzy.
754:  I widzicie, tyle potrzebujecie wiedzieć od samego Konstaltyna?
758:  Potrzebujecie wiedzieć coś więcej?
760:  Bo ja nie, ja nie.
761:  Dlaczego ja nie mogę teraz dobrze?
764:  Potrzebujemy, moi drodzy, w ustawieniach kamery, jak zawsze, zrobić wszystko co najważniejsze.
769:  To znaczy, nas kompletnie nie interesują te rzeczy.
772:  To sprawia, że kamera nie podąża za lordami i bohaterami.
775:  W przypadku wrogich frakcji niech podąża strategicznie.
779:  Strategiczny tryb kamery, dziękuję.
782:  Ale prędkość animacji dalej najszybsza i jeżeli chodzi o frakcje neutralne, nie obchodzą mnie ich ruchy.
790:  Frakcje neutralne są nam niegroźne.
793:  Ha, Hinagiku pisze, że nie krytykuje zmehacenia, ale pośrednio komplementuje jakość kamery, że jest w stanie ukazać zmehacenie.
800:  Proszę bardzo, doceniam zużywanie ubrania, to jest ekologiczne.
803:  No właśnie, ja nie wyrzucam ubrania, dopóki nie jest potarte.
808:  Gnicie ubrań jest związane głównie z żyjącymi w nich drobnoholerstwami.
811:  Po praniu ich ilość powinna być dość niewielka, więc i gnicie będzie zatrzymane lub spowolnione.
815:  Pociesza doktor Twardowski.
817:  Przygłośnić grę, bo strasznie mało słychać.
819:  Widzicie i to mnie cieszy.
820:  Cieszę się, jak mało słychać grę, a jak słychać dobrze mnie.
825:  To jest radosne, bo do tej pory było... Krzysztof!
827:  Nie słychać gry!
829:  A swoją drogą sprawdzę jeszcze jedną rzecz, bo jak wiecie Windows robi niespodzianki, więc sprawdzę czy przypadkiem w Windowsie nie jest przyciszone.
838:  Nie, nie jest.
839:  Całe szczęście.
840:  Nie do wiary.
841:  To, że Constaltyn rekrutuje lodowe wiedźmy brzmi jak lenistwo Creative Assembly.
845:  Ja się martwię.
846:  Nie, nie, moi drodzy, my będziemy mieli samych... Będziemy mogli rekrutować, moi drodzy, samych patriarchów Kislevu.
857:  Igor?
858:  O Boże, Igor jest... Igor jest idealny.
862:  Nawet nie musimy nic tu zmieniać po prostu.
865:  Możemy tylko napisać tempy sługa Igor.
870:  Proszę bardzo.
871:  Nic nie trzeba więcej.
873:  Pozdrowienia dla wszystkich, którzy pamiętają Igora z Pratchetta.
877:  Tempy sługa Igor dołącza do Konstaltyna.
880:  Dziadek wariat kislewski, Jan Paweł, prawda?
883:  Jakie frakcje naturalne trzeba podbijać i palić?
886:  Wszystkich, moi drodzy.
887:  Konstalten stoi na stanowisku, że trzeba wszystkich nawracać ogniem i mieczem.
892:  Losowa ciekawostka.
893:  Nie wiadomo, czy to się czyta Drakkar czy Drekkar, pisze Baldwin IV o Drakkarze lub Drekkarze, ale A i E posiadały tylko jedną runę w futwarku młodszym.
902:  I to jest, moi drodzy, tak zwany The Deepest Lore.
907:  Powinienem właściwie to powiedzieć The Deepest Lore.
913:  Tak właśnie.
916:  Niadoris wita radosne czaty.
918:  Atarel pisze, że Kostalty nie powinien móc rekrutować lodowych wiedźmi, dopóki nie będzie skonfederowany z lodowym dworem.
923:  Pewnie tak będzie.
925:  Czy nam się to opłaca?
927:  Tak średnio, ale whatever.
931:  A, w ogóle, czy ja gram z modami?
934:  Mam nadzieję.
935:  Mam nadzieję, że mam włączone mody.
937:  Przekonamy się, bo mody generalnie polegają na tym, że...
944:  Nie, ja nie włączyłem modów.
947:  Będziemy musieli, moi drodzy, zrestartować, bo ja nie jestem w stanie grać na modzie bezgarnizonowym w tym momencie.
952:  Nie ma szans.
954:  Pamiętam bajkę z dzieciństwa hrabia Kaczula, było coś takiego.
958:  Erengard jeszcze mamy, a to jest miła wiadomość.
961:  Myślę, że pójdziemy w rozwój od razu, moi drodzy.
963:  Tutaj nie ma co, bo Erengard jest ważny.
966:  Co to jest za miejsce?
967:  Ja tutaj tak rzadko gram w tych regionach.
970:  Kaplica Ursuna, prastary, niezatarty symbol odwagi mieszkańców Kislewa.
973:  Powinien być Kislewu, moim zdaniem.
975:  Od zaginięcia Ursuna wpływy wyznawców Niedźwiedzia zelżały i nad świętym miejscem coraz większą kontrolę sprawuje Wierka Cerkiew.
981:  Co to za mody?
982:  Te mody włączają, moi drodzy, lepsze garnicony.
985:  Tutajże mod się nazywa Better Garrisons i tyle.
989:  Więc zrobimy sobie szybki zapis, moi drodzy.
991:  Wielka Cerkiew, tak jest.
993:  I zrobimy sobie szybkie, taktyczne wyjście do Windowsa.
996:  I włączymy sobie mody.
998:  Jeżeli Krzysztof uważa, że jakieś mody, moi drodzy, należy włączyć, to niechybnie tak się dzieje, ponieważ ja normalnie na modach nie gram, nie lubię grać na modach, ale w tym konkretnym przypadku Warhammer już mnie tak zirytował i zdenerwował, że stwierdziłem nie.
1010:  Po prostu nie ma takiej możliwości.
1011:  Tak, były wyłączone mody, dobrze.
1014:  Graj.
1014:  Tak, wiem, że gramy z niekompatybilnymi modami, a tak naprawdę to nie.
1019:  Czy to była obraza do każdego imieniu Igor na streamie?
1022:  Czy mamy jakiegoś Igora na streamie?
1024:  Jeśli tak, to wtedy będzie trzeba go uhonorować innym bohaterem.
1026:  Czy plan działania obejmuje unię personalną z Kasią?
1030:  Pisze Grimhawk.
1031:  Prawdopodobnie będziemy usiłowali zbełamucić caricę Katarinę, jeżeli o to pytasz.
1036:  Gra już się powinna wyświetlać.
1037:  Wyświetla się dobrze.
1039:  Skąd buluza z jamnikiem?
1040:  Jamnik jest mój!
1043:  Widzicie, dzięki temu nie trzeba robić merchu, po prostu wystarczy sobie wziąć jamnika, przypinkę.
1049:  Ta przypinka jest swoją drogą dostępna w sprzedaży, nie u mnie.
1054:  Krzysztof nie sprzedaje.
1055:  Jeżeli będzie jakikolwiek merch kiedykolwiek na kanale, to ja to oddam w zarządzanie Dominice Jamnikotwórczyni, ponieważ jak sama nazwa wskazuje, jak sam nick wskazuje, Dominika Jamnikotwórczyni jest jamnikotwórczynią.
1068:  mod na formacje bojowe, to już bez przesady Mateusz udekujawia.
1072:  Ja uważam, że bezwzględnie modować trzeba garnizony, ponieważ nie mam ochoty rekrutować kogokolwiek, kto będzie mi tych garnizonów pilnował, a garnizony, które są domyślnie robione przez Creative Assembly, to jest po prostu skandal, umówmy się.
1087:  Gdzie można kupić przypinkę?
1089:  Ja nie mam zielonego pojęcia po Solonach, gdzie, przypuszczalnie w jakimś sklepie.
1093:  Jestem okropny dzisiaj, przepraszam.
1100:  Pyrrusowe zwycięstwo my ass
1105:  Jamnika, Dominiko, twórczyni.
1109:  Merch z Jamnikiem byłby epicki, woł pisze AKMP.
1112:  Tak, jest taki plan.
1114:  Jest plan, żeby to było też z zabawnymi tekstami tak zwanymi.
1117:  Wtedy wy je wymyślicie, to znaczy zdecydujecie, które będą na merchu.
1120:  Ale to jest długi projekt i nie wiem, czy nie w 2025 dopiero, ponieważ w 2024 się za dużo dzieje z mojej perspektywy.
1128:  A i tak w 2024 nie mam seminarium magisterskiego, więc wyobraźcie sobie,
1133:  Łooo!
1134:  Mamy najlepszą, moi drodzy, jednostkę.
1137:  Tworzymy sobie na pewno Doomstack z tych rzesz sań bojowych.
1142:  Są absolutnie przewspaniałe.
1144:  Natomiast jeżeli chodzi o nasze jednostki, których nie mogę zzoomować, no to jest taka zbieranina chłopstwa, moi drodzy.
1150:  No co mam tutaj wam powiedzieć?
1152:  Jedynie tutaj są górale z ciupaszkami.
1155:  Tutaj jest konnica, która ginie głównie, bo konnica w tej grze ginie.
1162:  Generalnie jest to zbieranina, pospolite ruszenie.
1166:  Możemy to tak ładnie nazwać i tyle.
1168:  Strielcy są najlepszymi naszymi jednostkami na razie.
1172:  I teraz tak, pytanie, co my możemy zrobić?
1174:  Tutaj możemy się usadzić, moi drodzy, bardzo ładnie i ich ostrzeliwać.
1178:  To jest jedno miejsce, gdzie możemy się ustawić.
1181:  Drugie miejsce, gdzie możemy się ustawić, chyba jest troszeczkę lepszy teren, jest tutaj.
1185:  Bojarów nam trzeba, wszystkiego nam trzeba.
1186:  Przede wszystkim, moi drodzy, będziemy testować nowego bohatera, który krzyczy, drużyna po polsku!
1195:  No dobrze, koni łucznicy mogą towarzyszyć saniom bojowym.
1200:  Kostaltyn będzie w lesie.
1202:  Patriarcha będzie w lesie.
1205:  Obey!
1206:  Obey the Orthodoxy!
1210:  No dobrze.
1210:  Strielci.
1212:  Tutaj oni.
1214:  Tu będziemy mieli taką ładną... Dobrze, formację.
1219:  Konnica, whatever.
1224:  Lecimy!
1226:  Czy Krzysztof ma dziś swoją szatę?
1228:  Wygląda na to, moi drodzy, arcymagiczną.
1229:  Ciekawostka.
1230:  Kiew jest tak nazwany od łodzi wikingów, które łodziom, ludziom przypominały pływające kije.
1234:  Nie wiedziałem.
1238:  Konnica służyła zawsze do łamanie morale.
1240:  Chyba dowódcy.
1241:  Moje morale się łamię, jak widzę, jak ta konnica jest beznadziejna, moi drodzy.
1245:  Tak właśnie się dzieje.
1246:  Zawsze moje morale się łamię wtedy.
1250:  A sanie bojowe, wspaniała rzecz, moi drodzy.
1252:  Absolutnie przewspaniała rzecz.
1255:  Wygrywałem dużo bitew samymi saniami bojowymi, tylko one muszą być lekkie, ponieważ lekkie sany niebojowe mają prędkość wyższą od, nie zgadniecie, ciężkich sań bojowych.
1266:  To nie jest corner camping, kajetanie, to jest strategia.
1270:  Proszę bardzo, muzyka kislewicka nam towarzyszy, moi drodzy.
1275:  Czy to są... Okej, to są ciężkozbrojni kozacy, w związku z powyższym oni do nas mogą napieprzać z...
1285:  Wjechać im w szeregi!
1290:  Pa pa!
1292:  Nie ma to jak niedźwiedzie, które się wbijają w szeregi.
1297:  Dobrze i wycofujemy się szybciutko.
1300:  Ładnie, dobrze, dobrze.
1302:  Kot!
1303:  Sanie!
1305:  Sunąć się.
1307:  Konnica od wampirów jest wybez.
1308:  Nie no, generalnie i tak konnica jest lepsza w Warhammerze 3, bo to, co się działo w Warhammerze 2, to była tragedia.
1314:  Jestem jeszcze przyzwyczajony do Warhammera 2.
1317:  Dużo zmian wprowadzono w trójeczce pod tym względem.
1322:  Dobra, Sanie, suń się.
1325:  Wielka Cerkiew jest wielka!
1326:  Absolutnie tak!
1330:  Najlepiej właśnie wjeżdżać, moi drodzy, z flanki pięknie, w szeregi.
1335:  Przejeżdżamy się po piechociarzach i lecimy.
1340:  I tak troszeczkę oberwaliśmy.
1341:  Co tu się dzieje?
1341:  Co tu się dzieje?
1343:  Na 5 sekund przestałem zwracać uwagę, dramat.
1346:  No nic jest lepsze, nie znaczy, że jest dobra.
1349:  No wciąż ma pewne mankamenty.
1352:  Coronel Camping pisze...
1354:  Firenu... Firenurial.
1356:  Firenura... Firenurajal.
1358:  Ja się kiedyś nauczę cię je czytać, obiecuję.
1361:  Więc Corner Camping pisze rzeczony.
1363:  Użytkownik był najlepszy w Rome 1 macedończykami.
1365:  Ustawiasz falangę i czekasz, czy przeciwnik ma myśli samobójcze.
1370:  Tak.
1371:  Czy obczaiłem chwalebną szarżę na nowej łatce?
1374:  Jeszcze nie, ale cały czas, moi drodzy, nasza... Wiecie co, ja włączę im wyjątkowo tryb dystansowy.
1381:  Bo muszę mikrować saniami.
1384:  Przypinka jamnika jest trudniejsza do znalezienia niż mój szef na Facebooku.
1390:  Trzeba będzie, moi drodzy, zareklamować jakiś sklep ewidentnie z przypinkami w którymś momencie.
1395:  Niezmiennie mnie bawi fakt, że Ruś pochodzi od proto-fińskiego Ruotsi, czyli nazwy Szwecji pisze Baldwin IV, który, moi drodzy, jest naszym mistrzem etymologii dzisiaj.
1407:  Dobra.
1408:  Parelu, jesteś jedyną osobą, która twierdzi, że w Warhammeru II konnica działała bez zarzutu.
1412:  Naprawdę.
1413:  Nie znam nikogo, kto by to twierdził.
1415:  Poza tobą.
1417:  Witam, Jamniczo, pisze Zuza.
1418:  Obejrzałem wczoraj Dune'ę w Dolby Atmos.
1419:  Co za uczta.
1420:  Dzisiaj obejrzałem twoją recenzję.
1421:  Pierwszy raz tak bardzo się z tobą nie zgadzam.
1423:  Bardzo dobrze, moi drodzy.
1425:  Ktoś musi.
1426:  Ja tylko cały czas podkreślam...
1430:  Że po pierwsze, dobijają mnie ci łucznicy, po drugie podkreślam, że macie tutaj klasyczny przykład tego, jaka jest polaryzacja na YouTubie, że musicie mieć albo recenzję, która jest... ...sajebiste, arcydzieło, wybitne, albo chujowe gówno do dupy.
1447:  A moja recenzja brzmi, bardzo dobry film, ale nie arcydzieło.
1453:  Więc macie klasyczny przykład tego, jak bardzo jesteśmy sformatowani przez szkolne oceny, że nawet nie rozpoznajemy oceny pozytywnej w ocenie pozytywnej.
1467:  Powiedział złośliwie Krzysztof.
1470:  Ale generalnie, wiecie, no ja rozumiem, że na przykład twórcy, którzy się utrzymują z tego, że robią YouTuby, no to muszą tak polaryzować algorytmicznie, no bo co inaczej, tak?
1481:  YouTube tak działa, niestety, że trzeba mówić, że coś jest albo arcydziełem, albo kupą.
1486:  Ja sobie pochlebiam, że jeżeli mówię, że coś jest kupą, to to rzeczywiście jest to kupą.
1493:  W Dune'ie zmienili ekologię czerwień i to mnie smuci.
1494:  To jest jeden z take'ów, Bartku, o którym będę mówił właśnie w dyskusji na bez schematu.
1499:  To znaczy dla mnie Dune'a jest powieścią ekologiczną.
1502:  Jest coś takiego zresztą jak ekotopia, czy ekotopian fantasy, czy ecofiction, różnie się o tym mówi, nie?
1510:  I założenie jest właśnie takie, że skupiamy się tam na kwestiach związanych z biotopem, z tym jak funkcjonują ludzie w...
1519:  Unii czy w symbiozie z planetą i pięknym przykładem tego są Fremeni i to, w jaki sposób oni są opisani w Dune'ie Franka Arbeta.
1528:  Kawatar Camerona, bardzo fajny przykład Kingio, jest tego dobrym przejawem.
1532:  No i widzicie, na przykład macie taki hiks światotwórczy u Villneva, że Fremeni z jednej strony, i to nam się wiele razy mówi w filmie,
1541:  potrafią odsączać wodę z ciał swoich wrogów, nawet najgorszych, tylko i wyłącznie, żeby przeżyć, ponieważ woda jest najcenniejszym surowcem, ale potem, ponieważ Villeneuve chce mieć tanią klamrę kompozycyjną, pokazuje siły na Arrakis palące Harkonnenów.
1558:  Bo wiecie, na początku palili atrydów.
1561:  Klamra kompozycyjna.
1564:  No i to jest właśnie przykład tego, jak czasem sztuka filmowa i narracyjna zwycięża nad światotwórstwem.
1569:  Ja tego bardzo nie lubię.
1572:  Moja opinia o Cyberpunku 2077 po przejściu dodatków i gry od nowa.
1575:  Wczoraj skończyłem drugi raz tę grę i muszę powiedzieć, że mamy z takiej historii jak ta.
1579:  Cyberpunk to jest jedna z najpiękniejszych, jak to się pięknie mawia, redemption arców, czy redemption story, historii o odkupieniu, jakie mamy.
1586:  Coś wspaniałego.
1587:  Jestem naprawdę dumny z nowej ekipy, która robiła Phantom Liberty.
1590:  Jestem dumny podwójnie dlatego, że tam paru moich znajomych jeszcze z okresu studiów doktoranckich działało i zrobili dobrą robotę.
1601:  Może pierw ściągnęli wodę, a potem spalicia?
1604:  Pewnie pisku.
1604:  Bardzo możliwe, że tak, ale wiesz, no ja interpretuję tylko to, co mi się pokazuje na ekranie.
1609:  Właśnie na tym rzecz polega w ocenie filmu, tego konkretnie mojej, że w moim przekonaniu 30 minut plus już by uratowało tę ekranizację w 100%, a godzina dodatkowa albo, wow, jeszcze lepiej, dodatkowa część rozwiązałaby wszystkie problemy.
1626:  Eee...
1631:  Wiecie, no najgorsza rzecz to jest ustalić jaką jest zasadę po to, żeby później ją złamać.
1636:  To jest ten sam take, który miałem przy The Last Jedi i bombach kasetonowych, które spadają w próżni.
1644:  Jeżeli chcecie, żeby działało coś takiego i żeby, nie wiem, na przykład działała grawitacja w próżni, to musicie sobie wymyślić inną astrofizykę w świecie w pierwszej kolejności, a nie sugerować przez cały czas, że funkcjonuje ona dokładnie tak samo jak w naszym świecie.
1656:  No... rzeczy.
1658:  Dobra, moi drodzy, nasza pułapka się udała.
1662:  Defenders of Kislev!
1664:  Strzelci!
1666:  Strielać!
1668:  Nasze sanie suną.
1670:  Nasze sanie są ścigane niestety, więc musimy się o nie zatroszczyć.
1675:  Konnica, proszę bardzo.
1678:  Patriarcha sobie radzi, radzi sobie.
1680:  Dobrze, dobrze, strielcy strielać!
1683:  Strielać!
1686:  Dobrze strielają.
1692:  Dobrze.
1694:  Wiesz co, proste, Lon, po prostu, jeżeli chcesz pokazać, jak Fremeni
1701:  bezczeszczą zwłoki Harkonnenów, to wtedy pokazujesz tę scenę, a nie pokazujesz już drugiej sceny, w której Stilgar tłumaczy bardzo intensywnie, że no słuchajcie, my tutaj musimy nawet, nawet z Harkonnenów my odsączamy wodę, chociaż ich woda się nadaje wyłącznie do tego, żeby podlewać przysłowiowe roślinki.
1718:  Jest taka scena osobna.
1720:  Po co robisz taką scenę i po co ją dublujesz, a eliminujesz sceny batalistyczne, które byłyby interesujące?
1727:  To jest zabawne, że Duna jest miejscami, przegadana, druga, tam gdzie nie powinna być, a tam gdzie bardzo powinna być, przegadana, nie jest.
1740:  Nie wiem.
1743:  Reed został zagrany tak, że cały czas myślisz w cyberpunku, co on sądzi, czy wierzy w to, co mówi.
1749:  Dobrze napisana postać, naprawdę, bardzo dobrze.
1752:  Ciężkozbrojni kozacy z wielką bronią irytują mnie, ponieważ atakują nas, naszych strielców.
1757:  Przestańcie atakować naszych strielców, dziękuję za uwagę.
1763:  My tymczasem musimy... Proszę bardzo, drużyna!
1766:  Mówiłem wam, że jest drużyna!
1768:  Włodimir Perwac!
1770:  Albo Perwak.
1771:  Czy my ostrzeliwujemy siebie nawzajem?
1772:  Chyba tak.
1777:  Sceny batalistyczne były w książce krótkie, cytat.
1779:  A wiecie, która scena batalistyczna jeszcze była krótka w książce?
1783:  Bitwa o Helmowy Jar.
1786:  Ojej, ja się nie mogę doczekać dyskusji z argumentami inwalidami, moi drodzy.
1793:  W ogóle to też jest ciekawy take, to znaczy ja na przykład uważam, że Władca Pierścieni w wersji kinowej to jest kupa, nieoglądalna.
1801:  I moim zdaniem Władcę Pierścieni, zwłaszcza jeżeli chodzi o Powrót Króla, bo to o nim myślę głównie, należy wyłącznie oglądać w wersji reżyserskiej.
1811:  Jakakolwiek inna wersja to jest w ogóle bezsens kompletny.
1817:  Nie daj się zmienić opisowi skilla Generic Loada drużyny, który odblokowujesz na dziesiątym levelu.
1821:  On leczy całą armię, a nie tylko Wiedźmy.
1823:  To jest niespaczowane.
1824:  Jeszcze B?
1826:  Proszę bardzo.
1829:  Dobrze.
1831:  Zuza precyzuje, że to się nie zgadza z opiniami i oznacza, że ocena była negatywna.
1834:  Ale wiesz, dużo osób twierdzi, że była negatywna, więc dlatego to prostuję.
1840:  Tylko reżyserska i wszystkie trzy po kolei, prawda?
1842:  No to więc teraz wyobraźcie sobie, że jest reżyserska wersja Duny 2 i wszyscy jesteśmy zachwyceni i zaspokojeni.
