Nigdy nie utrzymamy Karaku Osiem Szczytów — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=stFzwr85yxk

236:  Dzięki za oglądanie!
585:  Nie może, tylko musi.
588:  Trybut był, przepraszam, nie zauważyłem.
591:  Dobrze, moi drodzy, na razie jest stabilnie.
594:  Łukasz Bartoszewicz, 12 miesięcy wsparcia, dziękuję.
597:  Krzysztof, dupnij basem, bo testuję nowy głośnik.
599:  Nie wiem, czy ja jestem w stanie mówić dość basowo.
606:  Czy jeżeli powiem w ten sposób, to będzie to dość basowe?
612:  Nie mam pojęcia.
614:  Co jest, co jest taką basową przemową, czaty?
616:  Chyba przemowa Palpatina, nie?
618:  W Senacie, tak mi się wydaje.
620:  Ile RAM-u?
621:  64 finalnie będzie.
623:  Co robię z obecnym kompem?
624:  Nie, obecny komp zostaje na wszelki wypadek, w razie czego będzie jako support.
630:  I Kicho pisze, że nie o ten bas chodziło.
633:  Zrobiłem wszystko, co... Zrobiłem wszystko, okej?
635:  Based przemowa.
639:  Moi drodzy, ja nie wiem, co myśmy robili tutaj.
641:  Nie wiem absolutnie, co myśmy robili i czym się zajmowaliśmy.
644:  Dlatego też pierwsze, co zrobię, to wzniosę kuźnię run oraz siedzibę gildii inżynierów.
649:  Nic więcej.
652:  Przy tej konfiguracji rachunki nie będą w porządku.
654:  To jest prawda.
655:  To jest prawda, moi drodzy.
656:  Rachunki, rachunki za... Ojej, ojej, tu się niedobre rzeczy dzieją.
660:  Rachunki za elektryczność to generalnie rzecz bardzo zasmucająca.
664:  Aha.
665:  Nieznaczna porażka.
666:  Świetnie się zaczyna.
670:  Świetnie się zaczyna... Tutaj widzę... Aaa, zobaczcie, tutaj mamy support.
676:  Och tak, czy to oznacza, że pierwsze co zrobię, to będę mógł roznieść w powietrze durne szczury?
688:  Dobrze, od razu idziemy!
691:  Dwa PC do steamowania, to jest jeszcze większy pobór mocy wtedy, więc ja to zostawiam ewentualnie na przyszłe lata, moi drodzy.
699:  Nie ma co kombinować.
701:  JednorękiBandyda pisze, że pochwali się gra akurat Vir-tyrionem, czyli druga część Warhammera jest przez popularna i słusznie, bo część trzecia obrzydliwie dużo zżera.
714:  Szymon pisze, że wrócił do Gęśnia po nadrocznej przerwie.
716:  Szczęść, ja mam kolegę, który ma wyższy poziom i pomaga w wolnej chwili.
718:  Tak jest najlepiej, jeżeli tak można zrobić, moi drodzy.
722:  Przeczytałem, pisze, Koniunkcja Sfer, dzisiaj jest czas świata odczucia twojego autorstwa.
725:  Najwyższe współczucie, Koniunkcja Sfer.
727:  Bardzo, bardzo ci współczuję z tego tytułu.
730:  To jest tekst, który pisałem dla tekstów drugich kiedyś o imersji.
733:  Dobrze, co tu się dzieje?
737:  Dobrze.
739:  Już się oswajam powoli z armią, którą mieliśmy.
742:  Znaczy, szczerze powiedziawszy, musiałbym nie wiem co zrobić, żeby przegrać tę bitwę, ale wszystko jest możliwe.
748:  Kama Greenberg, dzięki za trybut serdeczne.
750:  Wiecie co, zrobimy sobie tak chytrze, żeby tutaj strzelcy byli, strielcy.
754:  W ogóle Kislev'em dawno nie graliśmy czaty.
756:  W ogóle dawno nie graliśmy w Warhammera.
758:  Czemu myśmy tak dawno nie grali w Warhammera?
760:  A już wiem czemu.
761:  Dlatego, że procesor nie wydala!
765:  Coś strasznego, taki wyścig zbrojeń czaty.
769:  Dzisiaj na filmie u Arasha.
772:  Arash wspomniał, że ktoś znalazł sposób na optymalizację Hogwarts Legacy.
774:  W jakimś pliku trzeba dopisać parę linijek.
776:  Ale jak widzicie, to u mnie nie jest kwestia wyłącznie Hogwarts Legacy.
779:  U mnie jest kwestia wielu gier i problemów z nimi.
782:  Nie mam zielonego pojęcia, czym to jest spowodowane.
784:  Nikt nie wie.
785:  Robiłem mnóstwo testów, przeczytałem setki poradników.
789:  Nikt nie wie, co się stało.
791:  Dziwne.
795:  Dobrze, moi drodzy, lecimy.
797:  Niszczymy.
799:  Sztuka Wojny Sącu.
800:  Jak się podoba, Joe?
807:  Krzysztof lub inny streamer puści fragment muzyki i filmuje od razu ban?
810:  To jest prawda.
811:  Tak się dzieje.
812:  Balrog72 ma rację.
813:  Jest to...
817:  To jest wynik, moi drodzy, tego, że mamy prawa autorskie, które są totalnie niedostosowane do ery cyfrowej, okej?
823:  Znaczy tak, totalnie niedostosowane.
825:  I te prawa autorskie służą dużym korporacjom, głównie muzycznym.
829:  I teraz najlepsze jest to, że w wyniku tak kretyńskiego funkcjonowania praw autorskich, na przykład, jeżeli jakieś studio zaprojektuje sobie grę w realiach jakiegoś świata, dajmy na to, że będą to realia świata Warhammera,
843:  to muszą wykupić licencję, aby zakładali nową żabkę.
848:  Bo to nie jest utwór zależny, prawda?
849:  Ale z jakiegoś powodu tego rodzaju franczyzowe wykupywanie licencji nie działa w odniesieniu do muzyki.
858:  Myślicie, że ja miałbym problem z tym, żeby zapłacić, nie wiem, 3,50 za wykorzystanie dwóch sekund jakiejś muzyki?
864:  Ba, myślę, że większość dużych streamerów, znacznie większych ode mnie, którzy mają, wiecie, nieprawdopodobnie dużo milionów obserwujących, zapłaciłaby nawet 3 tysiące dolarów.
873:  za możliwość użycia takiej muzyki, ale nawet nie ma takiej możliwości.
877:  Czyli nie możecie wykupić licencji w sklepie, prawda?
880:  Tak, by to było normalnie do uzgodnienia.
882:  Nawet nie da się za bardzo skontaktować z tym.
884:  Ja kiedyś starałem się obczaić, czy da się skontaktować na przykład z takim, nie wiem, Hansem Zimmer'em, tak?
889:  Chciałem kupić muzykę Hansa Zimmera.
891:  Nie da się.
892:  Znaczy, musicie znać konkretnego człowieka w wytwórni, u dystrybutora, który dopiero podpisze z wami... Ale to nie jest wiedza, która jest powszechnie dostępna.
902:  I to jest do naprawy, to znaczy właśnie jakiś system, który umożliwiałby wykup muzyki.
907:  Jak Condon ID wyłapuje przypadkiem muzykę z gry, to odwołanie się zawsze skutkuje pozytywnie czy nie?
911:  Niestety nie, Samui.
912:  Bardzo często nie.
913:  Bardzo często jest też tak, że studia czekają parę miesięcy na przykład, aż zbierze się pieniądz z filmu i wtedy idą na tak łaskawy kompromis, że o, dzielimy się 50-50.
926:  Czyli wiecie, dwie sekundy muzyki, 160 minut filmu, ale dzielimy się 50-50.
934:  Czy Krzysztof wybaczył już Filipowi...
936:  Przyjaciółom się wybaczę, moi drodzy, ale Filip dostał burę za szkalowanie jamników.
943:  Nie Taraelu, a co powinniśmy o tym wiedzieć?
951:  Ludzie na czacie mówią, syndrom złych odpowiedzi upada, coś w tym jest.
955:  Trailer Immortal i Sneak Peek Daui bardzo mi się podobał.
959:  Bardzo się cieszę, że rozwija się Total War Warhammer.
962:  Martwię się tylko, że dalej nie rozwiązali problemu z optymalizacją, bo naprawdę nie powinno być tak, że miałem musiać od razu grać na średnich.
969:  Naprawdę tak nie jest.
971:  Więc tu się gniewam jeszcze troszeczkę.
976:  Czy umiem powiedzieć inwokacje z Pana Tadeusza?
978:  Nie, po co?
980:  Straszne marnotrawstwo czasu, wydaje mi się.
983:  Wiecie co?
983:  Ja potrzebuję... Ja potrzebuję powypalać.
986:  Będziecie mnie rozumieli, jeżeli... Rozumiecie mnie, prawda?
989:  Że potrzebuję powypalać.
991:  Wiele dzisiaj... Wiele dzisiaj przeżyłem.
994:  Potrzebuję powypalać.
998:  Chyba się kaw łącza.
999:  O, tak jest.
999:  Dobrze.
1000:  O... O... O...
1012:  O tak, tego potrzebowałem, bardzo tego potrzebowałem.
1016:  Bardzo, bardzo tego potrzebowałem.
1020:  Frank, dzień co spał przed dziewięciu miesięcy.
1022:  Mamy razem bąbelka, pisze Frank.
1024:  Czy to jest zwierzę?
1025:  Czy to jest człowiek?
1027:  LuffRL pisze, że pisał wczoraj poprawkę i nie wie, czy zdał, ponieważ jest czterdzieści dwie setne punkta przed progiem i nie może dostać od razu odpowiedzi.
1036:  Fajnie.
1037:  Ale wiesz, nie wiem, czy Cię pocieszy Luffem, ale...
1043:  Dużo ludzi powiedziałoby, że dzięki temu jesteś oceniony obiektywnie.
1047:  I dzięki temu również jest sprawiedliwie, nie ma nepotyzmu, w ogóle nie ma nepotyzmu dzięki ocenom.
1054:  Słuchajcie, nepotyzm zniknął z uczelni całkowicie, więc myślę, Lufen, że po prostu jesteś bardzo egoistyczny.
1059:  To znaczy powinieneś zrozumieć, że to jest dla lepszej sprawy, tak?
1064:  Że ten system działa po prostu, on nie działa dla ciebie.
1069:  Tyle.
1076:  Czy dzisiejsze w kuchni poleca szmażone szczury?
1077:  Tak jest, moi drodzy, smażymy szczury.
1079:  Dzisiaj się mścimy na skawenach.
1081:  Skaweni bardzo obrywają ostatnio.
1083:  Będzie trzeba niej w którymś momencie zagrać.
1084:  Czy Thorgrim Strażnik Uras naprawdę stwierdził, że przejdzie się jakiś milion kilometrów stąd?
1092:  Możecie mi powiedzieć dlaczego?
1094:  A już wiem dlaczego, ponieważ Thorgrima Strażnika Uras dźwigają krasnoludy.
1100:  Lothar Ward się wydaje strasznie skomplikowany na start?
1101:  Wydaje się, wiesz?
1102:  Wydaje się, Ray Bishop.
1103:  Ale nie jest tak źle.
1106:  Haha, maraton Lothra był wspaniały, moi drodzy.
1108:  Czas, by robić maratony Lothra czasem.
1111:  Hati pisze, że dostał dwie słabe oceny i chyba przekreśli mi to stypendium, ale paradoksalnie dzięki temu psycha aż tak nie siada.
1117:  Wiesz co, to co o czym mówisz, czyli powiązanie stypendiów z punkcikami, przepraszam, z punkcikami oraz z ocenkami i z procencikami, to jest coś, co mi totalnie umyka, bo
1130:  Środowisko akademickie to jest totalnie jedyne środowisko w całym kraju i w ogóle w społeczeństwie, które, jakby się tak dobrze zastanowić nad tym, moi mili, no to ma w sobie dużo kompetentnych ludzi, którzy są w stanie formułować opinie.
1143:  I to już nie można powiedzieć, że to jest masowe kształcenie, tak jak w przypadku nauczania powszechnego, nie?
1147:  Że macie 40 osób w grupie i 7 grup.
1149:  Nie.
1151:  Nie ma czegoś takiego.
1153:  Nie ma żadnego uzasadnienia, żeby wnioski stypendialne, które są składane przez ile osób?
1158:  100?
1159:  200 na kierunek to jest tyle.
1160:  Może jest kilkadziesiąt na kierunek.
1163:  Może.
1163:  I to i tak przypuszczam, że przeszacowuję i włączam stypendia socjalne.
1167:  Nie ma najmniejszego powodu, dla którego tego typu przypadki nie powinny były być rozpatrywane indywidualnie.
1173:  Nie są rozpatrywane indywidualnie i są stosowane różnego rodzaju tabele rankingowe tylko dlatego, że się komuś kuźwa
1180:  Nie chcę.
1181:  Nie ma na to wytłumaczenia żadnego.
1183:  Czy grałem w Gritfall?
1184:  Tak, Kajetanie, i polecam.
1186:  Gritfall to jest świetna gra.
1187:  To jest gra AA, okej?
1188:  Więc nie miejcie jakichś nieprawdopodobnie rozdętych oczekiwań.
1195:  Inflated Expectations po angielsku brzmi ładnie, kojarzy się z inflacją, a u nas rozdęcie kojarzy się z wzdętym trupem, ale nie miejcie rozdętych oczekiwań.
1203:  Po prostu podejdźcie do tego jako dobrej historii, przede wszystkim też na słabsze kompy, czyli wynika z tego obecny mój, jest bardzo dobra.
1210:  Jesioł, dzięki za trybut.
1211:  O, Perunie, cieszę się, że załapałem się dla live'a.
1213:  A ja się cieszę, że cię witamy tutaj.
1214:  Perun, dzięki jeszcze raz za trybut.
1218:  Na polskie standardy system jest egoistyczny.
1220:  No tak, tak, jest oczywiście.
1221:  Co się stało dzisiaj, jak się czuję?
1223:  Dzisiaj po prostu odreagowuję imprezę, moi drodzy.
1225:  Chociaż ja niestety, to już nie ten moment, gdzie mogę się napić dużo, więc nie ma w zasadzie czego odreagowywać.
1230:  Może trochę zmęczenia.
1231:  Ale chociaż powiem wam, że 10 godzin Lord of the Rings upłynęło jak z bicia strzelił.
1237:  To nie jest w żaden sposób do porównania ze współczesnymi serialami.
1240:  Każdy, kto pieprzył jak piekarski na mękach, że Rings of Power, że...
1245:  Niby dobre, że nie pamięta, nie pamięta się, że fani mieli problem z Ładco... Nie, nie mieli problemu z Ładco Pierścieni.
1251:  Nie mieli żadnego problemu z Ładco Pierścieni.
1254:  22 lata minęły i ten film ogląda się tak, jakby wyszedł w zeszłym roku.
1258:  Nieprawdopodobne.
1261:  12 godzin?
1262:  No to powiedzmy tak, ale to już jeżeli by liczyć napisy, nie?
1268:  Neustypendia rozpatrują studenci, administracja tylko przyklepuje?
1271:  Na niektórych kierunkach faktycznie tak jest.
1273:  Thronebearers march!
1277:  Dobrze, dojedźmy ich.
1278:  Widzicie, wiedziałem, że tak się stanie.
1280:  Byłem w 100% pewien, że tak się stanie.
1282:  O, wciąż są takie dziwne spadki wydajnościowe w Warhammerze.
1286:  Strasznie to jest smutne.
1288:  Ooo, ktoś myśli, że... że jeden pikselik za daleko, tak?
1293:  Nie!
1297:  Dobrze.
1297:  Nie, no Władcy Pierścieni tylko w wersji reżyserskiej, moi drodzy, należy oglądać.
1301:  Tylko.
1301:  Odwołanie od stypendium przy Julita i rozpatrywane jest od początku grudnia.
1304:  Dlaczego potworzyłam niemiotykę działalności Wydziałowej Komisji Stypendialnej?
1309:  Dobrze, dobrze!
1311:  Dobrze robicie, podoba mi się!
1315:  Chwale czaty!
1317:  Agnieszka Ignaczak pisze, że jest studentką i w 100% się zgadza, brakło jej 15 tysięcznych?
1323:  Czy ja dobrze czytam? 0,015.
1327:  Punkta do stypendium.
1328:  Jestem wkurzony, bo muszę znaleźć... Nie no, to jest skandal.
1335:  Naprawdę nie ma żadnego wyjaśnienia i wytłumaczenia.
1338:  Dlatego mówię, moi drodzy, że to nie jest kwestia tego, że patologie w edukacji są dlatego, że jest niskie uposażenie dla nauczycieli.
1346:  Nauczyciele akademicki, jak widać, generują dokładnie takie same patologie.
1349:  Dokładnie takie same.
1351:  O, jakie tutaj... Czy wy widzicie ten dooms tak ładny, który mamy?
1354:  Musimy natychmiast, natychmiast zmierzać tutaj i zniszczyć skarsnika.
1360:  Ulubiona rasa z Lothra?
1362:  Nie no, wysokie El, znaczy wtedy nie wysokie El, tylko po prostu, Noldorowie.
1367:  Ewentualnie jeszcze, jeszcze lubiłem kiedyś numy Norejczyków, ale przestałem po Rings of Power.
1371:  Przepraszam, po Rings of Power.
1373:  Mnie kolega mająca punkt, punkt, a mnie nie dostał stypendium.
1377:  Znaczy dla mnie takie sytuacje powinny być do odwołania, nie?
1379:  Nawet jeżeli by ktoś chciał utrzymać ten system, ale odwołania nie istnieją i nie są rozpatrywane.
1383:  Jeżeli są rozpatrywane, to są rozpatrywane negatywnie, ponieważ nikomu się tego nie chce robić.
1387:  Aaaa!
1388:  Potężny cios, potrzebny jest nam.
1392:  Julka, Julka, nasza moderatorka pisze Gollum!
1395:  Gollum!
1396:  Nie, nie jestem Andym Serkisem, ja nie potrafię tego ładnie powiedzieć.
1399:  Gdzie znaleźć wersję reżyserską Lotra?
1400:  Zabawne, że pytasz tym Moncia.
1402:  Subskrybuję HBO Max, Netflixa, Amazon Prime, Disney+, chyba nie subskrybuję tylko Apple TV i Hulu, ale nigdzie nie mogę znaleźć, w związku z powyższym trzeba spiracić.
1415:  Chyba, że ktoś ma jeszcze coś tak archaicznego jak slot na płyty i może wykorzystać swoje kupione wcześniej płyty, jak ja na przykład miałem kupioną całą wersję reżyserską z wszystkimi komentarzami, ale nie mogę, ponieważ nie mam już kieszeni na płyty.
1431:  Tak, tak, tak.
1440:  Jeszcze miałoby to jakiś sens, moi drodzy, że będziemy paktować z Żelazną Brią, gdyby, gdyby przynajmniej była jakaś bonifikata dodatkowa za to, że się studiuje dwa kierunki, ale nie.
1453:  Odwołujcie się od tych decyzji, pisze Julita.
1455:  Absolutnie, na piśmie.
1456:  Jeżeli nie ma, moi drodzy, pisma, to nie ma sprawy.
1459:  Jeżeli pójdziecie do dziekana i się poskarżycie, to dziekan powie wam, tak, tak, bardzo mi przykro, strasznie przepraszam, a później się napije kawy.
1467:  Natomiast jak złożycie podanie, to papier nie tylko wszystko przyjmuje, ale też wszystko zapamiętuje.
1475:  Nieustępliwość też jest nam potrzebna dzisiaj.
1477:  Co jeszcze możemy zrobić?
1478:  Stanowczość Grimnira.
1481:  Wiecie co?
1482:  Chyba gorliwy... Nie.
1483:  Limit globalnego werbunku jest też dobry.
1486:  Czas przodków jest dla nas niepotrzebny.
1488:  To są zdolności Grombrindala, którego zrekrutowaliśmy.
1493:  Dobrze.
1494:  Będziemy inwestować zatem w to, żeby Grombrindal był coraz silniejszy.
1497:  To jest dobre rozwiązanie.
1500:  Jeśli na płytę USB można kupić ze 150 zł, to ja wiem, że można, ale wiecie, jeżeli się ma Bluraya, to od razu jest problem.
1507:  Wtedy najlepiej jest zmienić właśnie konsolę, więc ja prawdopodobnie w którymś momencie się dorobię konsoli, tylko że do telewizora, który jest za ścianą, a nie do streamingu.
1519:  Niezmęczenie po trudnym tygodniu, pisze Kacper.
1521:  Cztery sprawdziany, dwie kartkówki i prezentacja.
1523:  Fun fact, obniżyło mi ocenę, bo wcześniej nie było z nich.
1524:  No oczywiście ta sprawa.
1526:  Ojej, Tarael ma bardzo długą historię.
1529:  Drama w skrócie.
1530:  Zanim twórcy dodali do gry tryby realistyczne, ludzie napisali trochę poradników, jak sobie taki zasymulować w grze.
1535:  Jeden nazwał taki challenge trybem kosmonauty.
1537:  To jest cały czas o tej grze, o której wspomniał wcześniej Tarael.
1540:  Wiecie, to co się dzieje...
1566:  w takich sytuacjach i rozkręcaniu dram właśnie będzie przedmiotem rozmowy, która się zbliża na bez schematu.
1572:  Bo zaczęło to eskalować do poziomu, który robi się na tyle niebezpieczny, że zaczynają zanikać różnice polityczne w zdaniach ludzi na temat tego, że jest to po prostu toksyna, którą należy eliminować.
1587:  Niezależnie od tego, jakie się ma poglądy.
1589:  Bo styl przeprowadzania różnego rodzaju protestów, bojkotów i dram wymknął się spod kontroli.
1595:  Krzysztof ma starą wersję Warhammera.
1597:  Ja mam wersję Warhammera, która jest przez devów mi dana, w związku z powyższym wszystkie były możliwe zrobione updaty, ale bardzo możliwe, że teraz powinienem kupić sobie jakąś wersję nową, a tego nie zrobię!
1613:  Skąd wiecie, że to jest stara wersja, tak nawiasem mówiąc?
1617:  Bo mnie się wydaje, że to jest kwestia tego, bo ja mam cały czas prace w toku tutaj i wiem, że to się wyświetla, a prace w toku są dlatego, że dostałem te wersje na początku do testowania.
1628:  To nie, to nie jest związane moi drodzy z wersją, bo wersje z napisem prace w toku zostały rozdane wszystkim do testowania.
1638:  Różni się mocno już od normalnej?
1640:  Okej.
1642:  To może będzie okazja, moi drodzy, żeby to przetestać.
1644:  To sobie może jutro przetestujemy.
1646:  Chociażby drzewko umiejętności Thorgrima.
1647:  Aaa, po tym widzicie różnicę.
1650:  Dobra, to zapróbujemy sobie inną wersję w którymś momencie.
1653:  Może rzeczywiście te problemy wydajnościowe znikną wtedy.
1655:  Oby!
1657:  Krzysztof długo testuje, prawda?
1660:  Ja w ogóle o tym zapomniałem.
1661:  Uuu.
1661:  Uuu.
1680:  To mnie martwi.
1681:  To bardzo mnie martwi.
1682:  Wiecie co?
1684:  Zrobimy inaczej.
1686:  Spróbujemy zbejtować atak.
1689:  Będziemy mieli więcej szans wtedy, niż przy atakowaniu całej fortecy.
1695:  Tak mi się przynajmniej wydaje.
1698:  Legendowi się udało i petycja odnośnie Immortal Empires przeszła.
1700:  Tak, wszyscy gracze, którzy mają podstawową wersję gry, będą mieć dostęp do Immortal Empires.
1705:  To tylko dowodzi, moi drodzy, tego, że community i protesty, dobrze realizowane protesty w formie kulturalnych petycji, działać potrafią znacznie więcej, niż ktokolwiek mógłby się przypuszczać, niż ktokolwiek mógłby przypuszczać.
1719:  Legendarne Regimenty Marsza w normalnej wersji nie ma.
1722:  O tym mi się akurat bardzo nie podoba.
1724:  Dlaczego wycofa do... Dlaczego wycofa do legendarne regimenty?
1728:  Skandal.
1729:  No.
1731:  Teraz, wbrew pozorom, powinniśmy mieć ciupineczkę więcej szans, bo ta armia jest śmieszna.
1736:  Z nią się uporamy bez żadnego problemu.
1739:  To też.
1740:  Największym problemem tutaj są kulomioty.
1747:  Dramy o kolor skóry w fanartach?
1749:  Tego też nie rozumiem w ogóle.
1750:  Twórczość fanowska to twórczość fanowska, moi mini.
1753:  O Boże, Hatti pisze, że profesor ma na koncie jego, domyślam się, albo jej, wyrok Europejskiego Trybunału Traw Człowieka i dalej uczy?
1761:  Jezus Maria.
1764:  Przerażacie mnie.
1765:  Jak ogarnąć paręnaście sprawdzianom w jednym tygodniu, pyta Kacper.
1768:  Nigdy nie miałem takiej sytuacji.
1769:  Nie wiem, nie wiem jak to robicie.
1772:  Dobrze, tutaj są posiłki.
1775:  Przeżyjemy.
1778:  Przeżyjemy.
1779:  To jest doable, moi drodzy, ale zastanawiam się... Ooo, ja wiem, co zrobimy.
1784:  Oj, oj, oni będą mieli bardzo przerąbane.
1787:  Będą mieć, moi drodzy, bardzo przerąbane.
1788:  My się ustawimy tutaj, przejdziemy sobie w to miejsce i będziemy mieli idealną linię ostrzału.
1795:  O tak, tak właśnie będzie.
1797:  Warhammer 3 jest grywany?
1798:  Właśnie czaty mnie uświadomiły, że mam cały czas wersję deweloperską, więc haha.
1803:  Nie do mnie to pytanie.
1807:  Ale mnie ta wersja się bardzo podoba.
1814:  O Boże, klasyczny krzyż to jest klasyczny.
1816:  Carnival Raw i wątek bolszewicki.
1818:  Cena to z punktu widzenia światotwórczego, a nawet Blitz chwaliłem to w recenzji.
1822:  Bardzo mi się to podoba.
1826:  Laureat olimpiady z Automatyki na AGH, Krumjoy.
1829:  Gratulacje serdeczne, do zobaczenia w październiku.
1831:  Do zobaczenia, do zobaczenia, ale mi miło.
1833:  Teraz idę na 7-miesięczne wakacje, szkoła tylko dla przyjemności.
1836:  I dlatego olimpiady są super!
1838:  Warhammer 40 czy Warhammer Fantasy?
1840:  Lore'owo 40 zawsze zwycięża u mnie, ale gameplayowo na razie Fantasy, ponieważ nie ma równie dobrej gry w uniwersum Warhammera w tej chwili.
1848:  Mechanicusa graliśmy.
1851:  Space Marine 2 jeszcze nie wyszedł.
1854:  No i przede wszystkim nie wyszła jeszcze gra i nigdy nie została zapowiedziana, taka, która byłaby idealna absolutnie w uniwersum Warhammca, to znaczy RPG, o Boże, to byłoby wspaniałe.
1863:  Taki pełnoprawny RPG w stylu Wiedźmina 3.
1870:  Ciekawe, że można się pójść o kolor skóry Arielki przy Julita Semrau.
1873:  I mnie to w ogóle umyka, ponieważ Arielka przecież jest emulatką w oryginale, ona nie jest biała.
1879:  To jest dziwne strasznie dla mnie.
1881:  Czy mam ogranego moda do Total War 3 z Ekspedycją Szarobrodego?
1884:  Tak.
1885:  Tak.
1887:  Chyba.
1889:  Ale nie!
1890:  Mod!
1891:  To nie.
1892:  Jedyny mod, którego ogrywałem, to było do dwójki z wprowadzeniem... Boże, jak się nazywał ten potężny mag?
1901:  Teraz zapomniałem.
1905:  Nagash.
1908:  Dobra, teraz tak.
1910:  Plan jest następujący.
1912:  Tutaj grudge throwers.
1915:  Pusznicy tu.
1918:  Strielcy w tym miejscu zostaną.
1922:  Dobrze.
1925:  Jedyne czego potrzebujemy jeszcze to zdjąć to co jesteśmy w stanie, czyli pewnie katapulty.
1933:  Ho, ho, ho, ho.
1938:  Wiecie co?
1942:  To będzie, to będzie dobre.
1945:  Tak.
1946:  Trzy oddziały poszły.
1947:  Świetnie.
1951:  Co z Hogarth Legacy, ostatnio wypadłem trochę z tematu przy ekranie, nic się nie zmieniło.
1954:  Nic nie osiągnięto, nic się nie zmieniło, poza tym, że streamerzy, którzy otrzymali groźbę śmierci, otrzymali groźbę śmierci i tyle.
1961:  Więc jeżeli chodzi o osiągnięcia, to udało się skrzywdzić parę osób całym tym protestem.
1965:  Więc generalnie moje niezmienne gratulacje.
1968:  Wiecie co, mam jeszcze lepszy pomysł.
1969:  Jezus, mam jeszcze... A dlaczego tutaj się nie da przejść?
1974:  Kurczę, to byłoby super, gdyby się tu dało przejść.
1978:  Spróbujmy się cofnąć jeszcze ociupineczkę, bo coś podejrzewam, że może być ciężko ze strzałem.
1988:  Będziemy podejmować temat jeszcze raz na bez schematu, na ostatni.
1992:  Czy oglądałem Osterix i Obelix Imperium Smoka?
1994:  Nie, nie oglądałem.
1997:  Dobre fantazy podobne do Pottera.
1998:  Nie ma problemu Hubercie Skullomancy.
2000:  Nawet ostatnio rozmawiałem o Skullomancy z babeczką, która się zajmuje literaturą dziecięco i młodzieżową na Uniwersytecie Warszawskim.
2007:  Zresztą mega polecam.
2008:  Całą pracownię na UW robiono przez profesora Grzegorza Leszczyńskiego, Maćka Skowery, doktora Maćka Skowery i doktor Weronikę Kostecką.
2015:  Robią piękne rzeczy.
2017:  No i właśnie rozmawialiśmy o Skullomancy.
