Mój procesor się już smaży — WARHAMMER 3 IMMORTAL EMPIRES (przedpremiera)
🔗 https://www.youtube.com/watch?v=ilokg9yEaGo

115:  KONIEC!
652:  Witam przy otwartej becie Immortal Empires, moi mili.
659:  Witam najserdeczniej.
660:  Witam także Lubosza Majewskiego w gronie trybutariuszy, moi drodzy.
666:  Będą się działy rzeczy.
669:  Więc tak, testowane już było.
675:  Muszę się obniżyć.
677:  Testowane już było, moi drodzy.
679:  Testowałem kampanię.
681:  Akurat tak się złożyło jednym z najpotężniejszych obecnie lordów, który ma niesamowicie radosne cheese'y, to znaczy lordami wampirów.
691:  Legend of Total War narzekał na początku, że zostały za bardzo znerfieni, ale to nieprawda.
698:  Szybkie informacje dotyczące rzeczy, które się będą pojawiały.
702:  Po pierwsze, mam nadzieję,
704:  że optymalizacja jest okej, ja przy mojej potężnej dość karcie, jak widać, musiałem użyć takich ustawień i moi mili
715:  działa, to znaczy mogę podkręcić pod ultra, jak nie jestem na streamach, ale cały czas mam wtedy na już 99% zużycie karty, więc zróbcie sobie screenshota, jeżeli macie podobne ustawienia albo podobną kartę lub podobne GPU.
729:  Generalnie rzecz biorąc, to z czego można rezygnować, to przede wszystkim cienie i światła, jak zawsze, ponieważ optymalizacja przynajmniej tego buildu, który mamy tutaj do dyspozycji, jest
745:  Znaczy nie, nie ma jej.
747:  Jest średnia.
749:  Uległo zmianie przede wszystkim menu.
751:  Moim zdaniem na gorsze, to znaczy mamy w ten sposób wybór frakcji, moi mili.
758:  Jest to strasznie nieintuicyjne i mam nadzieję, że zostanie to zmienione.
761:  Witamy stoika w gronie trybutariuszy, niech się nam zajamniczy.
765:  Legend już wrzucił materiał, w którym narzeka, że zombie dumstak jest niezabijalny.
768:  Właśnie tym dumstakiem działałem sobie radośnie, moi drodzy.
774:  Ja myślałem, że ruchy kamery z poprzedniego streama to złudzenie.
776:  Jako laik pytam, what is that?
780:  A, Pusiu, chodzi Ci o ten ruch, który jest w górę i w dórę.
784:  To jest bardzo prosta sprawa, to znaczy biurko podnoszone.
788:  Więc mamy do dyspozycji, jak już widzicie, wszystkie frakcje, które są z Warhammera 1, 2 i 3.
795:  Mamy frakcje Starego Świata, czyli tego, co jest tutaj, tutaj, o, o, o. Mamy frakcje Nowego Świata i mamy wszystkie frakcje z DLC.
802:  Żeby mieć ten komplet, musicie mieć dodatki do Warhammera 1 i do Warhammera 2.
807:  Niestety.
808:  Tak to jest, taki jest botel biznesowy.
810:  Natomiast w przypadku Warhammera III samego kupionego będą przede wszystkim podstawowe frakcje, które są dostępne, no i oczywiście te, które były wprowadzone w Warhammerem III, czyli przede wszystkim wszyscy Chaosyci, więc Cinch, więc Nurgle, więc Slaanesh i Khorne.
826:  Ponadto na tej mapie zmieniają się, i na szczęście można to sobie już zobaczyć, pozycje startowe poszczególnych lordów.
836:  Tak.
837:  Będzie w takim razie dość dużo, jak widzicie, do dyspozycji, ponieważ normalnie nasza kampania z Warhammera II to było mniej więcej to, co Wam teraz zaznaczam myszą.
848:  Warhammer I to było to.
850:  Warhammer III wyglądał zupełnie inaczej, ale to był mniej więcej ten rejon, który Wam teraz zaznaczam.
856:  No powiedzmy, że troszeczkę... O, coś takiego.
860:  A teraz mamy wszystko.
862:  Tak, Lustria wreszcie została rozbudowana.
864:  Co więcej, mamy też południowy kontynent z pustkowiami chaosu.
868:  Co ciekawe, na południowym kontynencie z pustkowiami chaosu zaczynają of all people, jaszczuroludzie, między innymi.
876:  Ciekawa decyzja, powiem wam.
878:  Natomiast my...
880:  Dzisiaj będziemy grać tak.
882:  Po pierwsze zagramy sobie Nakajem.
884:  Nie graliśmy jeszcze nigdy Nakaje The Wonder.
886:  On zaczyna w bardzo interesującym miejscu.
889:  To jest kontynent, który się nazywa Indu.
892:  Więc to powiedzmy, że to jest...
894:  ekwiwalent warhammerowski subkontynentu indyjskiego.
898:  Następnie, tak jak mówię, będę się bez przerwy mylił, jeżeli chodzi o te frakcje.
901:  Następnie zagramy sobie oczywiście... Z game'em!
908:  Tak!
909:  Klan Eshin będzie asasynować ludzi rzeczy w Kataju.
914:  I jeżeli chodzi o krasnoludy, przetestujemy sobie bardzo wyjątkową pozycję startową.
922:  Mianowicie Grombrindala, tak jest.
924:  Grombrindala zupełnie z innej strony świata.
927:  Więc to będzie nasz trzeci legendalny lord, którego dzisiaj przetestujemy.
931:  Natomiast zaczynamy wszystko, co już wiedzą ludzie, którzy są na Discordzie, moi mili, od kapitana Noctilusa, czyli Wybrzeże Wampirów.
940:  Dlaczego?
940:  Dlatego, że chcę wam pokazać, w jaki sposób można żeglować po świecie Warhammera z wykorzystaniem specjalnej mechaniki.
946:  Slabokokrze, dzięki za wsparcie od 7 miesięcy.
948:  Chciałem zauważyć, że brakuje skaweniego jamnika.
950:  Jest!
951:  Jest!
952:  To jest ser!
954:  Skawen serzy.
955:  Nie będziesz przegrywał, wyślę do ciebie moje skaweny.
959:  Jesionka pisze, że udało jej się kruszonkę, najmłodszą członkinie holistycznej agencji eskapistycznej, nakarmić przed zimem i zdążyła.
965:  To dobrze!
966:  Pozdrowienia dla kruszonki.
969:  Ten subkondycent to kusznie Indu?
971:  A tak, racja, to jest Indu.
973:  Tu jest Indu, macie rację.
974:  Tutaj jest tak.
975:  Aaa!
976:  Dobrze.
977:  Cieszy mnie, że mamy lormistrzów Warhammerowych.
980:  na czatach.
981:  Moi kochani, to w takim razie, without further ado, jeszcze jedna rzecz, to znaczy ustawienia.
986:  To jest coś, co zostało też troszeczkę zmienione, mianowicie w Immortal Empires nie mamy już inwazji chaosu, co ciekawe, znaczy może być, ale jest to jedna z wielu rzeczy, które się mogą przytrafić pod sam koniec długiej kampanii, to znaczy w momencie, w którym osiągniemy zwycięstwo, to oczywiście możecie sobie odznaczyć, w długiej kampanii są...
1006:  ostateczne bitwy, czy tak zwane kryzysy, które się pojawiają.
1009:  Bardzo podobna mechanika jak w Stellaris, jeżeli ktoś grał.
1012:  I te kryzysy to jest albo czarna piramida,
1015:  Albo o jedną urazę za daleko, to jest kryzys krasnoludzki.
1018:  Najewienek szeła!
1020:  To zielonoskórzy, dziki gon, to prawdopodobnie elfi i inwazja wampirów.
1025:  Rebeko Cloud, dziękuję serdecznie za trybut.
1027:  Nie będzie zajamniczony, pisze Rebeka.
1029:  Ja i moja skręcona kostka witamy gorąco.
1031:  Magosaj czaty.
1032:  Witamy cię również, Rebeko, i życzymy powrotu do zdrowia.
1035:  Dobrze, że jest strumyk.
1037:  Mam co oglądać podczas uziemienia.
1039:  Mam nadzieję, że jesteś uziemiona tylko w jednym znaczeniu tego słowa.
1043:  Więc to już na plus, jeżeli chodzi o te kryzysy i można co więcej opóźnić sobie czas, kiedy one się pojawiają, więc ja zawsze daję sobie 500 tur, żeby był święty spokój.
1052:  Jeszcze jest jedna rzecz, jak zdążymy pod sam koniec dzisiaj, jak wytrzymacie tyle, to jeszcze Wam załaduję moją własną kampanię, którą sobie robiłem w tak zwanym międzyczasie i w czasie wolnym off-stream.
1064:  O, już pierwsze radosne rzeczy się dzieją.
1068:  mianowicie to była, moi drodzy, karawana niebieskich róż, wampirza kampania, udało mi się w 174 tury podbić mniej więcej tyle, więc to sobie wtedy zobaczymy, żeby Wam pokazać też takie late game'owe bitwy i to też w jaki sposób gra radzi sobie w późniejszych fazach, bo w Warhammerze II były bardzo duże problemy z tym związane, jak pewnie pamiętacie, im więcej tur, tym dłuższe się one stawały, więc sobie zobaczymy jak to działa.
1093:  Dobra, Imperia Nieśmiertelnych zatem, frakcja, moi kochani, Wybrzeże Wampirów, Kapitan Noctilus, z którym jeszcze nie graliśmy.
1101:  I rozpoczynamy.
1107:  Zupełnie inny vibe niż na streamach z Sekiro.
1109:  Każda gra to jest inny vibe na tym kanale.
1112:  Taka jest idea, moi drodzy.
1113:  Jak chcecie jeszcze innego vibe'a, to jest z kolei Starcraft 2, którego chyba będziemy wznawiać niebawem.
1121:  Jest wprawdzie stream w sobotę, a w niedzielę jest Q&A, ale nie wykluczam, że w piątek sobie zrobimy stream albo właśnie z Starcraft, albo z Sekiro.
1134:  Więc w piątunio jeszcze może być wyjątkowy stream dzisiaj.
1137:  Dziękuję.
1141:  Late game'owe bitwy.
1142:  Blob zombie Mortis Engine nara.
1143:  O, Mortis Engine jest najwspanialszy.
1145:  Ulfuan to prawdziwy wyspiarski raj, podobno stworzony specjalnie dla elfów wysokiego rodu.
1152:  Rodu, nie płodu.
1153:  Nic dziwnego zatem, że uniknął uwagi potęg zza morza.
1156:  To miejsce przepełnione niesamowitą magią, z której go natychmiast będziemy uciekać, nawiasem mówiąc, gdzie niepojęta moc została okiełznana i jest niesiona na łagodnych wiatrach za sprawą wielkiego wiru, który ściąga nadmiar magicznej energii z całego świata.
1170:  Uniemożliwiając demonom wdarcie się hordami do wymiaru śmiertelników.
1173:  To miejsce od wieków było łakołem kąskiem dla prymitywów ze Starego Świata.
1178:  Lub co gorsza dla demonów, których elfie dusze stanowią najwspanialszy przysmak.
1183:  Cinch się cieszy.
1183:  Kiedy drobna flota pojechała, wszyscy znają strach, który brzmi Count Noctilus.
1201:  To był najkrótszy film wprowadzający ever.
1209:  Buzdygan pisze, że trzy dni temu skończył Legacy of the Void na kanwie streamu, w szkole, że kamerę została tak budżetowo potraktowana, zero porządnych cinematiców, prawda?
1217:  Bardzo czuć różnicę.
1219:  Dobrze!
1221:  Możemy, kochani, wznowić naszą zabawę z wymyślaniem imion.
1224:  Oznajmiam.
1225:  Tak!
1226:  Dyscyplina!
1227:  Dobrze!
1228:  To akurat jest dobre dla jednostek wampirzy, które w momencie, w którym tracą dyscyplinę, to ulegają rozkładowi.
1233:  Snafkin, dzięki za wsparcie od dwóch miesięcy.
1235:  Powitać Pragn Magosa, jakiej czaty pisze Snafkin.
1239:  Dziękuję Ci za wsparcie raz jeszcze i jamniki dla Ciebie.
1242:  Czy są bitwy morskie?
1242:  Wciąż nie ma, niestety, moi kochani.
1244:  Wciąż nie ma.
1245:  Nie ma tak dobrze.
1246:  I jeszcze drugiej rzeczy nie zrobili, to znaczy nie ma możliwości, niestety,
1251:  automatycznego ustawienia prędkości animacji na najszybszej.
1254:  No to jest tak irytujące.
1256:  Jest dużo zmian, generalnie będę starał się wam powiedzieć na bieżąco, co się dzieje.
1263:  Natomiast z tego, co widzę, mam nadzieję, że u was też powinno być okej, jeżeli chodzi o FPS.
1268:  To znaczy mamy jakieś w tym momencie 45, 50.
1272:  No, no, to przy streamie nawet nie jest źle.
1275:  Więc mam nadzieję, że u was też będzie okej.
1277:  Bitwa!
1280:  Pyrrusowe zwycięstwo my ass.
1281:  A, to zostało niezmienione, to znaczy bardzo nie polecam w Warhammerze 3 rozstrzygania, ponieważ będziecie tracić, nawet atakując śmieszne jednostki, będziecie tracić nieprawdopodobnie dużo zasobów osobowych.
1296:  Niedobra sprawa.
1298:  Cichy ninja, wita, bo czekał całe wieki na to.
1301:  Oj, ja też czekałem.
1302:  Myśmy grali w Warhammera 3 pół roku temu.
1305:  To jest nieprawdopodobne.
1307:  Jest taka gra, którą chciałbym jeszcze raz przejść na live'ie.
1311:  Ha!
1311:  Jeszcze raz?
1313:  Pewnie Wiedźmin, nie?
1314:  To tak bywa, ale Dark Souls 3 mnie kusi coraz bardziej, bo prędzej czy później i tak do tego dojdzie, że zagram Dark Souls 1, więc trzeba będzie wtedy zagrać w 2 i 3, nie?
1326:  Czemu nie z Kaweny?
1327:  Będą cztery frakcje dzisiaj, panie Pitu, Pitu.
1331:  Panie Pitu, dlaczego zrobiłem dwa razy Pitu?
1335:  Dobrze, skupiamy magię.
1337:  Żeby mieć więcej wiatrów mocy, to niestety jest problem, to znaczy w Warhammerze III mamy kap na poziomie 100.
1342:  I jak?
1351:  Piękny, wspaniały kolos nekrofeksjański.
1354:  Pozdrowienia dla wszystkich na czatach, którzy byli na streamach z Sailostro di Relfon i znają kolosy nekrofeksjańskie.
1363:  Nie no, powiem wam, że nie jest źle.
1365:  Chyba.
1367:  To znaczy, nic nie klatkuje, nie ma problemów.
1371:  A, miałem bardzo złe przepuszczenia.
1374:  Dawajcie mi znać, jak będzie coś nie tak.
1377:  Rybolga Nautilczuk.
1379:  Widzę, że się zaczynamy wdrażać powoli w nasz tryb nazewniczy.
1382:  Pochwalam to.
1383:  Nie, Noctilus.
1384:  To nie jest... ...powodowanie drzewa.
1393:  Dobra.
1394:  Teraz tak, Noctilus ma jedną miłą zdolność, której natychmiast użyjemy, myślę, na łucznikach.
1400:  Łucznicy są najniebezpieczniejsi tutaj.
1403:  Na razie jest okej, piszecie, to dobrze.
1405:  Jak naleśniki?
1406:  Naleśniki już się smażą, jest dobrze.
1408:  Oczywiście są z nutellą.
1412:  No dobrze, łucznicy troszeczkę oberwali.
1415:  Bardzo zostały znerfione zaklęcia i...
1419:  Szczególnie wampiry cierpią z tego powodu, że nie mogą wykorzystywać tych taktyk, które wykorzystywały wcześniej, ale mogą inne.
1426:  Czy można zagrać w Warhammer 3 Immortal Empires Game Pass mając jedynkę i dwójkę na Steamie?
1431:  Wydaje mi się, że musisz mieć wszystkie na jednej platformie niestety.
1436:  Czy piratami da się jakiś ciekawy cheese zrobić?
1438:  Na razie jeszcze nie.
1439:  Na początku dobra informacja jest taka, dla wszystkich, którzy chcieli grać zbalansowanymi armiami, że teraz można, to znaczy Gwardia Głębinowa, jak testowali zresztą streamerzy Warhammerowscy czysto, wygrywa nawet z wybrańcami Korna, więc wiecie.
1455:  Ponownie bardziej zbalansowane armie są viable.
1458:  Na szczęście.
1460:  To cieszy.
1462:  Jest mod na nieskończone rezerwy magii i nawet kilka?
1465:  Oj, to dobrze.
1466:  To jest jeden z takich modów, które ja bym wgrał.
1468:  Chociaż mój problem z modami polega na tym, że później wgrywam te mody i... No i czizuję strasznie, tak?
1474:  Znaczy, wgrywam najbardziej czizerskie mody, jakie istnieją.
1478:  No więc teraz będziecie mieli okazję zobaczyć, jak sobie radzą... piechociarze, tak?
1486:  Moim zdaniem jest o wiele lepiej.
1489:  Wciąż, ponieważ jesteśmy pod ostrzałem, nie jest jakoś rewelacyjnie, no ale jest to znaczna poprawa względem jedynki.
1497:  Poza tym leczenie teraz jest na procentach oparte, a nie na punktach.
1502:  To wiele zmienia.
1507:  Dobra.
1509:  Co tu się dzieje?
1510:  Tu jest nasz bohater.
1511:  On sobie jakoś poradzi.
1512:  Eee...
1517:  Czy naprawdę nie rzuciliśmy tego zaklęcia?
1519:  Nie, rzuciliśmy to zaklęcie, dobrze.
1521:  Gwardia głębinała musi zostać troszeczkę już wycofana, niestety.
1525:  Ale nie jest źle.
1528:  Naleśniki z jabłkami bitą śmietaną, pisze Magdalena.
1531:  Tylko z nutellą albo z wszystkim, co przypomina śmietanę i truskawki.
1536:  Jak wygląda unikanie czaru przez AI?
1540:  Tak, niestety nauczyło się AI unikać zaklęć, to jest smutne, zwłaszcza jeżeli chodzi o zaklęcia oparte na wirach albo takie, które mają duży cooldown.
1549:  One są dość umiejętnie przez AI unikane, więc znów, wszyscy ci, którzy chcieli mieć bardziej realistyczną rozgrywkę i byli przyzwyczajeni do historycznych Total Warów, będą zadowoleni.
1559:  Gra chodzi ładnie i płynnie?
1560:  Super, ale się cieszę.
1562:  To jest dobra wiadomość.
1563:  Najbardziej mnie martwiło, pamiętam, jak zaczynaliśmy grać w trójeczkę, to były duże problemy z takim ruchem kamery, nie?
1570:  To znaczy klatkarz niesamowicie spadał.
1573:  Na przybliżeniach to już w ogóle nie wspomnę.
1575:  Działy się nieprzyjemne rzeczy.
1579:  Dobrze, jak tam?
1581:  Oberwaliśmy troszeczkę za bardzo.
1583:  Wyślijmy majtków.
1587:  Zawsze mnie bawiło to słowo.
1589:  Ciekawe dlaczego.
1591:  Kolos nekrofeksjański dalej nie pokonał łuczników, niestety.
1595:  Naleśniki z cukrem, smak dzieciństwa.
1597:  Boże, takich nie jadłem nigdy.
1600:  No strzelajmy, bo myślę, że musimy po prostu zrobić ostrzał z muszkietów.
1605:  Tłumaczenie polskie jest okej, ale jest jeszcze parę błędów właśnie w tej części Mortal Empires.
1612:  Nie ma o czym w ogóle mówić, przyjęli szarżę na głupi ryj, większość modelów wciąż stoi.
1616:  Tak, jest naprawdę duża zmiana, zobaczcie, jest 50-60 składu osobowego, a resztę doleczymy bez żadnego problemu.
1623:  Przy czym ja będę teraz leczył Kolosa Nekrofeksjańskiego.
1628:  Więc duże zmiany ma, aha, no i oczywiście poziom jest legendarny i bitwy bardzo wysoki, więc...
1635:  Na poziomie normalnym przypuszczalnie będzie jeszcze lepiej pod tym względem.
1639:  Czy możesz powiedzieć po ograniu, które frakcje szybko giną przez Armię Chaosu, czy zbalansowali je?
1643:  Zbalansowali je.
1644:  Teraz jest tak, że Armia Vampirów, wręcz Sylwania przetrwała inwazję Chaosu raz, a raz przetrwał Kislev bez żadnego problemu, to znaczy frakcja w Zamku Aleksandronow konkretnie.
1656:  Więc nie jest źle z balansem.
1663:  Daniel Omaitek.
1668:  Omaitek jest ładny.
1670:  Tajemnik Duku Melkota to jest... no, został troszeczkę znerwiony to zaklęcie, więc nie za bardzo mi się podoba, ale teraz możemy sobie regenerować życie.
1679:  Jak widzicie, regeneracja jest teraz o wiele bardziej skuteczna przez to, że jest procentowa.
1683:  ale to, co się dzieje we frakcji oryginalnej wampirzy, jest nieprawdopodobne.
1690:  500% na przykład leczenia.
1691:  Niesamowite rzeczy.
1692:  Witamy Red Angel na czatach.
1694:  I B Gomeza, i Fi Tion, i pana Taczkę, i Adriana Grzegorza Lipickiego, i wszystkich przybyłych, moi drodzy.
1703:  Dobrze, spróbujmy go pokonać w ten sposób.
1710:  Gdzie jest nasz...?
1711:  A, tutaj są.
1713:  Strzelajcie, strzelajcie, strzelajcie, strzelajcie.
1716:  Kolosa nekrofeksjańskiego też tutaj skierujemy.
1720:  Kiedy to ma premierę?
1721:  Pod koniec sierpnia.
1723:  Jak się ma nieszczęsna, Hustale w Kislewie dalej jest bezużyteczna?
1725:  Kislewu jeszcze nie testowałem, będziemy testować na streamach.
1728:  Witamy Leśną Emmemmy w gronie Trybutariuszy!
1731:  Dobry zwyczaj, zajamniczaj, moi drodzy!
1733:  Niech nam się jamniczy!
1736:  Czym lorowo różnią się wampiry lądowe od morskich?
1740:  Kapitan Noctilus jest z rodu von Karsztajn, więc to jest dokładnie ten sam ród, po prostu zaczął eksplorować sobie morza.
1748:  Wyjątek stanowi Silostra Direlfon, która została wskrzeszona przez Boga w momencie, w którym jej okręt zaginął.
1757:  Powiedzmy, że to był rodzaj paktu z diabłem w jej przypadku.
1764:  Natomiast niestety dalej bardzo ciężko jest z łapaniem uciekających wrogów.
1770:  Więc my się skupimy na leczeniu.
1776:  Wampiry morskie leją więcej kolejek.
1778:  Czy jednostki walczące w zwarciu mają w Total War Hammer 3 sens na poziomie legendarnym?
1782:  No mają, zobacz.
1783:  Walczyliśmy najgorszą możliwą jednostką w roosterze.
1789:  to znaczy majtkami i przetrwało ich praktycznie komplet.
1795:  A to są jednostki, które wstrzeszamy w 5 sekund.
1797:  Jeżeli chodzi o elitarną piechotę, wreszcie ma ona sens, to znaczy jest faktycznie elitarna, zadała 2000 obrażeń, zabiła 33 modele jednostek.
1807:  No było o wiele gorzej wcześniej.
1810:  Anaressa jeszcze, córka boga musz, tak, ona jest z kolei w... Anaressa Soulspite jest w Sartosie.
1817:  Też reprezentuje frakcję wampirzych lordów, natomiast ona wampirem nie jest.
1823:  Jeśli zabijesz drugiego lorda, czy bitwa jest wygrana, tak jak teraz?
1826:  Czy są jakieś dodatkowe benefity?
1827:  Tak, jest więcej złota, Bartoszu.
1829:  Dlatego warto jest za nim ganiać.
1838:  No.
1839:  Jeszcze jedno wskrzeszenie może zmieścimy.
1844:  Vampiry morskie piją krew czy tylko wodę z ryb?
1847:  Dobre pytanie.
1850:  Przedem 4,5 miesiąca pisze Illustratio Spectrum Studio Lite.
1854:  Do tego potrzeba mocnego RTX-a i 7.
1857:  Coś w tym jest.
1857:  Znaczy ja akurat mam Radeona najnowszego ośmiordzeniowego i jest spoko, natomiast faktycznie Intele lepiej współpracują z kartami GeForce, więc mój następny procesor to będzie Intel, zwłaszcza pod streamy jest lepszy.
1870:  Czemu nie ma polskiego dublażu jednostek i bohaterów?
1873:  No niestety, to jest to coś, co nie zostało wprowadzone, więc jedyne, co nam będzie pozostawało, to robienie sensownego roleplayu, moi mili.
1883:  Aranessa fajowo wymienia własne imię swoją drogą.
1886:  To jest Guilty Pleasure stalowego guźca.
1892:  No więc o wiele jest lepsze to, niż rozstrzygnięcie tego manualnie, znaczy nie manualnie, tylko automatycznie.
1900:  Dobrze, trafiony, zatopiony.
1902:  Więc tak, generalnie Noctilus w tym momencie może podbijać Ulfuan, ale szczerze powiedziawszy jest to strasznie żmudne i nie sądzę, żeby to miało sens.
1914:  To, co ma sens natomiast, myślę, w tej kampanii, to pokazać wam pełną skalę mapy Mortal Empires i przenieść się na tę stronę.
1922:  O, nawet u mnie poklatkowało trochę.
1925:  To znaczy tutaj, na Wybrzeże Kataju.
1927:  Niestety to jest jeden, jedyny moment, kiedy potwornie klatkuje mapa.
1932:  I to też poza streamem, w momencie, w którym przeglądacie całość.
1936:  Więc mam nadzieję, że to zostanie troszeczkę załatane, a nawet bardzo załatane!
1941:  Uuu, dobrze, dobrze.
1947:  Bierzemy.
1950:  Piechór się nam przyda, maltos, pałpy, nie wiem, ale flota widmo na pewno.
1959:  I dobrze moi drodzy, był Daniel Omaitek, ale nie, musi być coś bardziej, musi być Zombiel, musi być Zombiel.
1968:  Zombiel Omaitek moi drodzy.
1970:  Proszę uprzejmie, proszę uprzejmie, jest i oto pierwszy bohater.
1974:  Długo nie nazwiemy bohatera z tego prostego względu, że rekrutuje się ich rzadko.
1983:  Skoro u wąpierzy jeden level jednostek to majtek, to czy level drugi to bokserek, to jest bardzo dobre pytanie.
1988:  Nareszcie można zbierać zwłoki z dna morza, prawda?
1991:  Więc tak, teraz się musimy zastanowić, kto będzie naszym najłatwiejszym celem.
1996:  Teoretycznie możemy sobie te prowincje zająć, ale czysto dla pieniędzy.
2004:  Czysto dla pieniędzy, moi drodzy.
2008:  Tak, i jakąś radosną...
2011:  fantastyczną technologię musimy sobie zrobić.
2015:  Niech będzie o pociski.
2017:  Który Warhammer lepszy, dwójka czy trójka?
2019:  Aktualnie ja przeniosłem się z dwójki do trójki, a grałem cały czas w dwójkę, bo trójka była niegrywalna, więc myślę, że już na tym etapie możemy sobie na to pytanie odpowiedzieć pozytywnie.
2029:  Ale nie będę was okłamywać, tutaj zresztą macie napisane prace w toku w górze, więc to nie jest jeszcze build, który jest w 100% satysfakcjonujący.
2037:  Co tu się dzieje?
2037:  Kim my gramy?
2038:  Pyta Martyna.
2039:  Kapitanem Noctilusem z rodu von Karsztajn.
2042:  Rybolga Nautilczuk była pierwsza, przypomina Dawid.
2045:  Dawid ma rację.
2047:  Przypomnij mi Dawidzie potem o tej pięknej nazwie.
2050:  Ciężko w górę, mimo że nawet Chrystus... ... nie może się wyrzucić.
2079:  Ale to jest do zrobienia.
2088:  To jest do zrobienia.
2091:  Ładnie wygląda UI ciemne.
2092:  A właśnie, też zmieniono UI troszeczkę, to znaczy nie wiem czy pamiętacie, były dość odrażające te...
2099:  okna interfejsowe pokazujące budynki, to zostało zmienione na szczęście.
2104:  A tutaj jest muzyka wysokich elfów, która jest okropna, w związku z czym, proszę, musimy wszystkie elfy spaczyć.
2112:  Pyrdusowe zwycięstwo, my ass.
2119:  Powiedz coś typowego jak pirat.
2124:  Czyli będzie modowane.
2126:  No na pewno będą mody.
2127:  Ja zainstalowałem sobie do dwójeczki off-stream mody, które pozwalają na dostosowywanie cech jednostek i bohaterów, bo drażniło mnie nieprawdopodobnie, że pracuję nad jakimś bohaterem przez nie wiadomo ile tur i potem okazuje się, że ktoś mi go ubije.
2142:  Dad Grammer jest dzisiaj Jamnikołajem, moi kochani.
2146:  Podarował wsparcie Hajuz.
2150:  Terrotowi, Tomaszowi Dubińskiemu, Marcinowi Szymańskiemu i... i tu tatę!
2156:  Zajamnikołajcie się na tę piękną okoliczność.
2159:  Czy Pyrrusowe Zwycięzca są przydatne na cechy krwawy?
2162:  Tak, to prawda.
2164:  Aaaa!
2167:  Będziemy dbać tak jak kapitan Szekspir z Gwiezdnego Pyłu o reputację.
2172:  To jest bardzo ważne.
2174:  Dobry Pirat dba o reputację.
2177:  Chowamy całą resztę.
2179:  Nie ma co się narażać, na razie przynajmniej.
2182:  Pewne strategie się nie zmieniają w mojej mini.
2186:  Dobra, i lecimy.
2188:  Zostały troszeczkę zmienione, jak widzicie, layouty miast, więc ponieważ dzisiaj jest pierwszy stream z Warhammera Immortal Empires, to wam pokażę, o co biega tutaj.
2197:  To jest bardzo podobny layout, jak jest dla twierdzy orków i niektórych twierdz wampirzych również.
2205:  moim zdaniem przepiękne absolutnie i ciekawe taktycznie, to znaczy tutaj macie główny plac, na którym możecie zgromadzić artylerię i łuczników i tu jest takie wąskie gardło radosne.
2215:  W tym miejscu można postawić blokadę i w tym miejscu również, w związku z powyższym jednostki kanalizują się stąd i przechodzą tędy.
2223:  Minus tego layoutu polega na tym, że tutaj jest drugi plac, który też trzeba utrzymać.
2227:  Jeżeli przeciwnik go zajmie, to jednostki nasze tracą dyscyplinę, co w przypadku wampirów ma bardzo złe konsekwencje, jak pewnie wiecie.
2237:  Dobra, inwazję, czas zacząć!
2243:  Nadgramer, muszla dla Boga, musz!
2245:  Dzięki za trybut serdeczny, nadgramer, i za bycie Jamnikołajem, jeszcze raz.
2250:  Ależ to jest wertykalne?
2251:  No jest, jest, jest, jest.
2255:  Piękności, moi drodzy.
2257:  Nawet ja, który nie znoszę elfów, muszę powiedzieć, że jestem ukontentowany.
