Ogrze Królestwa Opilstwa i Oźralstwa — OGRE KINGDOMS Livestream #1
🔗 https://www.youtube.com/watch?v=c8kik-tNNFc

201:  KONIEC
673:  Mam zatem czas na rozmyślania o tym, jak porozmawiać, porozumieć się z ogrami, jak przekonać ich do wszechtyrana.
678:  Nasz doradca jest trochę w roli Albus'a Dumbledora, który idzie negocjować z olbrzymami.
684:  Witamy Żabcie.
686:  Nie ma szans na Żabcie w Królestwach Ogrów.
688:  Kto wie?
689:  Zobaczymy.
691:  Co tam?
691:  Dat us?
692:  Dat tusk?
694:  Bacz task.
696:  Gresus Złotozębny.
697:  Jego imienia nigdy nie przetłumaczyłem.
698:  No to Gresus Złotozębny brzmi zdecydowanie lepiej.
701:  W ogóle Złotozębny.
702:  Nie?
702:  Tłuściarz Złotozębny już byłby super.
705:  Oczekujemy kampanii Ogry Szreczarczuk.
707:  Tak będzie.
711:  Tryp imersji.
714:  Ogry śpiewają w imię Grecji, ojczystego tyranta.
720:  Jego zapachy są wierzące.
722:  Muszę być skłonny.
724:  Czas jest na to, żołnierze.
727:  Nie!
728:  Nie!
729:  Nie!
729:  Nie!
729:  Nie!
730:  Nie!
731:  Nie!
731:  Nie!
731:  Nie!
731:  Nie!
732:  Nie!
732:  Nie!
732:  Nie!
732:  Nie!
733:  Nie!
733:  Nie!
734:  Nie!
734:  Nie!
735:  Nie!
736:  Nie!
736:  Nie!
736:  Nie!
737:  Nie!
738:  Nie!
738:  Nie!
738:  Nie!
739:  Nie!
739:  Nie!
744:  Poczekaj!
745:  Bóg jest ptaszkiem!
746:  Nie możesz go zniszczyć!
748:  Ptaszkiem, mówisz?
749:  Słuchaj, tajski!
753:  Zatrzymaj się!
760:  I spotykasz się z Bogiem?
762:  Wystarczy dla Ciebie, twoich wojowników i twojego Boga, wielkiego ptaszka.
768:  Pomyślałem, jak chodziłem na dyżury na Wydziale Polonistycznym.
772:  Jakaś świątynia, jak nikt inny.
775:  Nie jesteś mężczyzną.
776:  Co masz na myśli?
778:  Mój książka pokazuje drogę do jego śmierci.
782:  Pokażę ci drogę do jednego kawałka błogosławieństwa Ersona.
787:  Jednego kawałka?
789:  Ale ogrody mają resztę.
792:  To jest porozumienie.
799:  Przypominam, że to właśnie Creative Assembly chciał przed nami ukryć.
803:  Nie można było grać pogrami.
804:  Nie, nie można, nie można było, bo to jest tajemne, sekretne.
811:  Czy trzeba mieć kryologię husycką?
813:  Warto się za to zabierać.
814:  Tak, Mateuszu, warto.
815:  Jeżeli lubisz styl Andrzeja Sapkowskiego, a przede wszystkim jego humor, to na pewno warto.
819:  Moi drodzy, jeżeli chodzi o ogry, sprawa jest prosta.
823:  Łupimy, grabimy, żremy.
825:  To są wszystkie nasze priorytety.
827:  Dlaczego?
828:  Dlatego, że głównym surowcem ogrów, oprócz złota, który jest tutaj i będzie go bardzo dużo, jest mięso.
834:  Armię ogrów mianowicie kosztują mięso.
837:  W tym przypadku spożycie mięsa wynosi 10, jeżeli będziemy mieli pełny stack, będzie wynosiło 20.
844:  Łatwo z tego obrachować, że jedna jednostka ogrza to jedna jednostka mięsa spożywana.
851:  Mięso może być generowane albo w budynkach poszczególnych,
855:  Albo może być generowane w unikatowym mechanice, czyli opozowiskach.
860:  Ogrze researchujemy tutaj, na samym początku.
863:  Opozowisko nie może zostać przeniesione, więc trzeba je zamieszczać w inteligentnych miejscach.
868:  Ogry prosta sprawa, są jak cebula.
870:  Witam Samawita przy okazji.
872:  Podpalony Bartku Maliszewski.
874:  Dzisiaj gramy Imperium Spasionych Mongołów.
876:  Tak, tak właśnie.
878:  Powinna być możliwość generacji mięsa z pokonanych jednostek wroga.
881:  Jest Bigomeza.
883:  Z każdej bitwy możemy od trzech do pięciu sztuk mięsa mieć.
886:  Sztuka mięsa jest dobra.
889:  Jeżeli chodzi o imię, moi drodzy, zanim się zaczął stream, padło imię.
893:  Ogra, Szrekarczuk.
896:  I to przeszło.
898:  I oprócz tego, znaczy nie oprócz Ogry Szrekarczuk, ale oprócz obozowisk, możemy przyjmować wielkie imiona.
905:  Szokująco Otyły, na przykład.
908:  Myślę, że to jest to, w co będziemy celować w pierwszej kolejności.
911:  Bramołamca, Lord Handlasz, Mistrz Kar, bo one dają takie pomniejsze ulepszenia i usprawnienia, natomiast trwają przez 10 tur mniej więcej.
919:  Tak to działa.
920:  Druga kwestia to ofiara dla wielkiej paszczy.
925:  Możemy sztuki mięsa wykorzystywać do tego, żeby znowu na 10 tur, więc podobnie jak z wielkimi imionami, mieć pomniejsze bóstwa.
932:  Aha, busty.
934:  Pomniejsze bóstwa to książka Pratchetta, którą serdecznie polecam.
937:  Zupa z elfów i cebuli, tak będzie.
939:  Na 100% będę głodna w czasie tego streamu, pisze Erin.
942:  Ja już jestem głodny.
945:  Tak, tak jest, witałem pseudonatural i wszystkich przypawiających, nie widziałem wścieku pięści węża, powinienem.
951:  Teraz tak, czy my chcemy jakąś ofiarę na samym początku?
954:  Oczywiście, że tak, chcemy się poruszać niewysłowienie szybko, ale nie mamy w ogóle mięsa, więc trzeba wygenerować mięso.
960:  Jak generuje się mięso?
962:  Pytanie.
967:  Wygląda jak wielki sarlak, na którymś z poprzednich filmów ktoś wymyślił doniosłe orka Tokarczuk.
972:  O, to też dobre swoją drogą.
974:  Ale to jest kwestia zapisu.
978:  Jak się macie dzisiaj?
979:  Mam nadzieję, że środek tygodnia wam sprzyja.
981:  Mnie zawsze sprzyja środek tygodnia.
983:  Środa była moim ulubionym dniem.
985:  To od czasu, kiedy środa w podstawówce była dniem, kiedy miałem najmniej lekcji.
989:  Swoją drogą, dzisiaj wskoczył short, który jest pozytywny.
992:  Nie zgadniecie, co się pojawiło w komentarzach.
995:  Oczywiście nie wszystkich.
997:  Ale ja tutaj widzę negatywną rzecz, ale to jest piękne, nie?
1000:  Jest dla każdego coś przykrego.
1001:  O nie, Krzysztof, jesteś taki negatywny.
1002:  To jest pozytywna rzecz.
1004:  Krzysztof stara się być jak na ruski rok pozytywny.
1007:  Nie no, Krzysztof, to w zasadzie nie jest takie dobre, tu jest jedna negatywna.
1011:  I taught you well.
1015:  I ja nauczyć was studnia.
1020:  Zawsze powtarzam, że polska cecha narodowa, którą podziwiam, to jest umiejętność narzekania.
1025:  I uważam, że należy tę cechę pielęgnować.
1029:  Popatrzcie, teraz robimy showreel tradycyjnie wszystkich jednostek, moi drodzy.
1035:  To w Włodzisławiu to jest zajebista sprawa, nie zapraszam do dyskusji, bo nie ma o czym pisze Stalowy Guziet, prawda?
1040:  Nie, no naprawdę jest dobra.
1041:  Kibicuję im ostro, bo to prezydent i ten, nie samorząd, jak to się nazywa?
1046:  Sejmik?
1047:  No to coś, co zarządza na skalę mniejszą niż Sejm zarządzili i bardzo dobrze, da się.
1054:  Moi drodzy, tu jest tłuściosz.
1057:  Tłuściosz ma za sobą beczułkę z winiaczkiem.
1060:  Mówicie, że N do przybliżania?
1062:  Nie lubię przybliżania N-em.
1064:  To jest jak lornetka trochę.
1066:  Ja myślę, że popierdujący tłuściorz mówi nam absolutnie wszystko, co potrzebujemy wiedzieć o tej postaci.
1079:  Ale nie wiem, dlaczego mam skojarzenia z Fame MMA.
1082:  Druga kwestia, równie atrakcyjna, to jest ta wielka jednostka.
1087:  Ta wielka jednostka zawiesie skałorogiem.
1089:  Jego skała...
1092:  Jeszcze raz, Krzysztof.
1093:  Jego skóra jest twarda jak skała.
1095:  Jego skała jest twarda jak skóra, to by brzmiało jak u Slaanesha.
1098:  Rogami gotów jest zrywać szczyty gór, a kopytami równać ziemią całe legiony.
1104:  To jest jedna z najlepszych postaci, ona jest Doomstackable.
1108:  Gapisz mu się na bebek?
1110:  Tak.
1111:  Julia pisze, że liczymy, że się nie skończy na Włodzisławiu.
1113:  Absolutnie.
1114:  To są standardowe jednostki ogrów, to znaczy, jak już określiliście, są to otyli mągołowie, a to traperzy, którzy szyją oszczepami, ale będziemy ich rychło wymieniać.
1126:  To są najemcze jednostki ze goblinu, więc jak widać, ogrowie nie tylko, czy ogry w zasadzie, ogrowie, to byłoby tak ładnie, nie tylko dbają o szlaki handlowe i ich uzupełnianie, ale także o kontakty z innymi rasami.
1141:  Sądzę, że ogrypsze Łukasz powinny mieć imiona odpowiednie do ich niesamowitej inteligencji, na przykład Mniam Brzuchilard, twórca książki Społeczeństwo Konsumpcyjne i jego mięso i struktury.
1151:  Jakie ładne.
1155:  Gnoblary, moi drodzy, tak zostały przetłumaczone.
1159:  Wystarczająco nikczemne, by się przydać, zbyt tępe, by okazywać posłuszeństwo.
1162:  Gnoblary na ogół służą jako niewolnicy, mięsarmatnie, amunicja lub przystawka.
1167:  W sumie to się powinno po angielsku czytać noblars, więc nie wiem, czy po polsku nie powinno być noblary, ale zostały gnoblary.
1174:  Dobra.
1178:  Aaa, jeszcze zapomnieliśmy o noblarskich traperach, które są większe i sprytniejsze od przeciętnych.
1184:  Popatrzcie, jaki klasizm.
1189:  U ogród najważniejszy jest mięsień piwny.
1191:  To prawda.
1192:  Jest kluczowy.
1193:  Wiecie co?
1193:  Wyślemy na sam początek tłuściosza do walki.
1196:  Chcę zobaczyć, jak się sprawuje.
1199:  Witamy klugenmugen.
1201:  Patrząc na ich brzucha, aż się prosi jednego z nazwać Spasin.
1204:  Mam nadzieję, że będziecie pamiętać o tych wszystkich propozycjach, bo są genialne.
1207:  Ja chcę Spasina.
1209:  Nobleży!
1210:  Nobliści!
1211:  Wszystko się zgadza!
1212:  Tak!
1213:  Tak!
1217:  Patrzcie, jaki śmieszny przeciwnik.
1219:  Myśli, że ma z nami szansę.
1221:  Nie ma żadnych.
1230:  Tłuściusz be like!
1240:  Wygodniej se usiąść nie mógł!
1246:  Ale jest wytrzymały.
1249:  Głupie gnoblary!
1252:  A!
1253:  Dla wszystkich, którzy zastanawiają się, jaka jest taktyka.
1255:  Z ogrami jest jedna taktyka.
1257:  Tak zwany aim move, attack move, koniec taktyki.
1261:  Ja już nic nie muszę robić.
1265:  Jedziesz z nimi, mięsem go!
1274:  Nawet nie wiem, gdzie jest nasz przeciwnik.
1278:  Unikatowa kampania Spasina, zbierz 70 milionów.
1280:  Mięs, sztuk mięsa.
1282:  Nasz biedny tłuściorz obrywa.
1285:  Wyślijmy największą i najtłustszą jednostkę na pomoc.
1289:  To znaczy skało roga.
1295:  Oj, to jest szarża, to jest szarża.
1299:  Jan Bebzol II Nobliwy.
1301:  Joziw Spasin.
1304:  Ruch atakiem, moja ulubiona taktyka z ergami.
1306:  Tak, tam tak było, to prawda.
1312:  Ogrze byki to jest lepsza jednostka ogrza, więc wyślemy ją tutaj, żeby flankowała.
1325:  Tutaj będzie, no niestety, ta kampania, moi drodzy, będzie bardzo, bardzo fat-shamingowa.
1333:  Aśku ma okropny dzień dzisiaj, Aśku.
1337:  Absolutnie, absolutnie dobrze, że przybyłaś do nas, ponieważ gdzie indziej byś dostała taką liczbę jamników.
1343:  To jest podprogowy przekaz, dzięki któremu wszyscy trybutariusze wiedzą, że powinni się zajamniczyć na rzecz Aśku.
1353:  Ażeby dzień był mniej okropny i bardziej jamniczy.
1359:  Rzucanie mięsem nabiera tutaj dosłownego sensu, to prawda.
1363:  kiedy będziemy grać w coś innego.
1365:  W weekend, tak jak obiecałem, w weekend wraca Red Dead Redemption, w weekend będziemy grać prawdopodobnie albo w Hades, albo w Dishonored.
1373:  Zobaczymy.
1375:  Chciałbym, żeby Hades i Dishonored były naprzemiennie.
1378:  A, i teraz to, co zawsze wam powtarzam, warto zabić tego lorda, który się tutaj ucieka, żebyśmy mieli więcej złota.
1384:  Ogry potrzebują dużo złota.
1386:  Wnoszę jamnika reprezentującego.
1389:  Kek!
1390:  Powinien być.
1390:  Powinien być.
1394:  Dominika Wszelako teraz pracuje nad jamnikiem dla Pawła Sajewicza, memicznym.
1401:  Za 2137 złotych.
1406:  Fun fact, to słowo zapisujemy razem.
1408:  Przymiotniki złożone, tak, tak.
1411:  Ciewniki złożone w tym przypadku, ale w formie przymiotnikowej.
1414:  I jak skończy, to będziemy wtedy ją ośmielali się nękać.
1419:  Artystów należy zostawać w spokoju, ażeby pracowali.
1423:  i artystowali.
1424:  Witamy dziabowskich!
1427:  O, widzę, że Hades cieszy się popularnością.
1430:  Tak, tak.
1431:  Nie no, ja wam obiecałem, że będziemy grać w te gry, które były w streamie wośpowym.
1435:  O, bardzo dobrze.
1436:  I tak będzie.
1440:  Byłam ostatnio, pisze Żabcia, pierwszy raz w Ikei, przywitał mnie tam wielki kosz pluszowych jamników.
1443:  Mam tego jamnika z Ikei, jest wspaniały, ale nie mam kosza pluszowych jamników z Ikei.
1448:  To jest, to jest duży problem.
1450:  To jest duży problem.
1451:  Dawid pisze, że nigdy nie grał w Warhammera, niedługo ma się pojawić w Game Pass, warto spróbować, czy przewrócę się na progu wejścia.
1456:  Nie przewrócę się na progu wejścia, nie zgadzam się z Legend of Total War w wielu kwestiach w jego recenzji, ale już chyba najbardziej w tym, żeby zaczynać od Warhammera II.
1463:  Nie, uważam, żeby zacząć właśnie od Warhammera III, od prologu i później przejść na poziomie łatwym Kislev.
1470:  I zwłaszcza, że Warhammer 3 bardzo zachęca do grania fabularnego w tym opcji, który jest w tej chwili dostępny.
1476:  Nie ma jeszcze sandboxu Mortal Empires.
1479:  I bardzo dobrze właśnie.
1480:  Spokojnie się można zapoznać z mechanikami i potem docenić wartość sandboxa jako takiego.
1487:  I to, co pytaliście.
1489:  Możemy albo uzupełnić jednostkę, albo mieć złoto.
1490:  Złota nigdy nie polecam w przypadku ogrów.
1492:  Mięso.
1493:  Potrzebujemy mięsa.
1495:  Dużo mięsa.
1496:  I teraz tak.
1498:  Jeszcze nie możemy rozbić obozowiska, mamy limit obozowisk.
1501:  W zależności od tego, jaki jesteśmy z researchem, jest limit obozowisk.
1504:  Witamy Inarii Okami w gronie Trybutariuszy Magów Ziemi!
1508:  Jakże dziękuję!
1509:  W ogóle pytanie, jak wejdzie Elden Ring, to dostanie swój dzień na streamie, czy będzie dziejów z Red Dead Redemption 2?
1514:  Elden Ring na pewno ja poczekam chwileczkę, aż będzie, bo nie wiem, jak to będzie z moją kartą graficzną, czy to uciągnie na streamie.
1521:  Muszę uważać z nowymi grami, niestety, póki nie doinwestuję karty.
1525:  Moi kochani!
1531:  Była propozycja, była propozycja.
1543:  Proszę bardzo.
1544:  Jest ogra, jest ogra.
1549:  Jednostki o grze.
1550:  Ja mam 1060 GTX.
1551:  To jest karta, która jest dobra, ale i nawet bardzo dobra, powiedziałbym, ale żeby mieć komfort ogrywania na streamach, muszę mieć wyższą w tym momencie.
1561:  3080 Ti najprawdopodobniej to będzie ten wybór, albo 2080 Ti.
1564:  Zobaczę, bo ja strasznie nie jestem w stanie się przekonać do wydawania 6000 na kartę graficzną.
1570:  To jest nie w porządku i tak nie powinno być.
1575:  Łowca to jest jedna z najlepszych jednostek, jakie mają ogry.
1578:  Dlaczego?
1578:  Dlatego, że ma mount w postaci Skałoroga, czyli tej gigantycznej postaci.
1582:  Co więcej, aż dwie opcje zwiększania puli życia.
1587:  Czyli w sumie możemy zwiększyć o...
1591:  Piętnaście, dwadzieścia siedem procent.
1594:  Nadto działa to troszeczkę tak jak Stegadon, jeżeli graliście kiedyś z jaszczuroludźmi mniej więcej.
1599:  Coś wspaniałego.
1600:  Czy warto inwestować w wertelektywizację?
1602:  Z mojej perspektywy tak, natomiast dla użytkownika przeciętnego moim zdaniem nie.
1607:  Krzepki Radek.
1609:  Spasin na pewno będzie.
1611:  No a poza tym, wiecie, ja zamierzam cały czas jednak też streamować te gry, które zaczęliśmy, więc idea jest dokładnie taka sama jak w Wiedźminie.
1618:  Czekamy, aż skończymy na przykład Red Dead'a i wtedy zabieramy się za nową.
1622:  Nie chcę więcej niż trzech gier równolegle streamować, bo wszyscy się pogubimy w tym, a zwłaszcza ja.
1628:  I... Tyle, moi drodzy.
1632:  O, gra będzie nam zwiększać mobilność.
1634:  Przynajmniej się do czegoś przyda.
1637:  Możemy być szokująco otyli i chcemy być szokująco otyli, absolutnie tak.
1642:  Jak wspomniałem, to działa przez 10 tur.
1644:  Lecimy dalej.
1647:  Działa jak Stegadon, you had my curiosity, now you have my attention.
1649:  O tak, o tak!
1652:  Ja dałem teraz za GTX 1650 jakieś 1300, a kolejna karta pewnie za... GTX 1650 jest sopoko.
1658:  Pamiętajcie, że ja do tego, żeby na jednym komputerze mieć stream, potrzebuję mieć silniejszą kartę.
1664:  Jeżeli chcecie, żeby ta gra Wam poszła idealnie, 1650 w zupełności wystarczy.
1670:  No właśnie też myślę, że warto brać 3080.
1673:  W tym roku wychodzą 4000 i 7000.
1675:  To dobrze, może tamte stanieją, powiedział Krzysztof, nie wierząc w to kompletnie, ponieważ nie stanieją nigdy, gdyż koparki.
1683:  Jakie są dokładnie rodzaje trybutariuszy?
1685:  Nie ma żadnych progów u mnie, tierów.
1687:  Jest tylko jeden rodzaj wsparcia, ale mierzy się go stażem, to znaczy YouTube zmienia ikonki rank w zależności od tego, jak długo ktoś wspiera.
1697:  I są to szkoły magii ziemi, magii po... magii wody, magii powietrza, magii metalu, nie, magii śmierci, magii metalu i magii ognia, najlepsza.
1714:  Bakucza pisze, że RTX 2060 był najtęższą kartą z RTX-em, jednak problemem jest to, że RTX na najniższych poziomach nigdy nie ma tej karty.
1720:  A, no właśnie, tak, super.
1723:  Karty już powoli tanieją?
1724:  Oby, oby.
1725:  Czy oglądałem gameplay Edelring?
1727:  Tak.
1727:  Co myślisz o zmianach w programie do Daxos?
1729:  Bardzo mi się podobają.
1730:  Zwłaszcza wprowadzenie mapy.
1735:  Magia Powietrza, OP.
1736:  Ja się pytam, gdzie są Skaveni, pyta Agnieszka.
1738:  Będą wprowadzeni w kwietniu w Warhammerze i wtedy też wrócą do nas.
1742:  Pyrrusowe zwycięstwo, my ass.
1745:  Jak działa uczta przed bitwą?
1749:  Z tego, co wiem, jest potrzebne do tego obozowisko, tak mi się wydaje, chyba że pisałeś o coś, co było na interfejsie, a co mi umknęło.
1754:  Witamy Marcina.
1758:  Spodziewałem się odpowiedzi na mapie.
1759:  No oczywiście, że tak, bo to jest dowód na to, że nie miałem racji.
1764:  Wiedziałem... Przygotowałem sobie specjalnie ciasteczko, żeby zjeść sobie ciasteczko podczas streamu.
1769:  Przez tego przeklętego tłuściosza już muszę zacząć jeść ciasteczko.
1777:  Nie widziałem zwiastun animacji ze świata The Boys.
1779:  Kiedy było?
1784:  Kawaii Sernik pisze Inari.
1786:  Smacznego serniczka.
1787:  Mam nadzieję, że jedyny słuszny.
1791:  Dziękuję za życzenia smacznego.
1793:  Ciasteczko zaiste jest smaczne.
1796:  Moi kochani, to co robimy?
1797:  Myślę, że zrobimy jak zawsze, to znaczy złośliwie i wrednie.
1801:  Wyślemy całkiem dobrą jednostkę kawalerijską, o której Wam jeszcze nie powiedziałem.
1805:  A nie, bo jej nie mamy.
1807:  Skałoróg?
1807:  Czy my chcemy wysłać skałoroga z tej strony?
1810:  To może nie jest głupi pomysł.
1811:  Wyślemy skałoroga i tłuściosza z jednej strony, a bohatera z całą resztą wielkich ogrów wyślemy z drugiej strony.
1819:  Chociaż tu jest niemiły przesmyk.
1820:  Ogry nie lubią przesmyków.
1823:  O nie.
1824:  Ogry przesmyki nie lubić.
1827:  Ogry ustawić się tutaj.
1830:  Ogry głupie, bo wziąć skałoróg, który to skałoróg musi być tu.
1837:  Witamy Jamniko twórczynię na czatach.
1839:  Dominiko, jak tam obraz dla Pawła?
1842:  Pochwal się efektem.
1844:  Z czym to ciasteczko?
1845:  To jest belwitka z żurawinką bodajże.
1848:  Mniam, mniam.
1852:  Mnie nie wystarczy skawinie na mapie połączonej, jak też chcę mapę Czankolem lub co mniej lepsze Verminlordem.
1858:  Czy też o tym marzysz?
1859:  Pyta dziedzic Świętego Szczura.
1860:  Och, bardzo, bardzo.
1868:  W zasadzie, szczury nie tyle chcą niszczyć z chaos rzeczy, co uczynić rogatego szczura panem, największym lordem, bogiem chaosu, tak, tak.
1880:  Dzisiaj są ogry, a w sobotę było orki.
1882:  Hehehehehe.
1887:  Oggi.
1888:  Tak, tak.
1889:  Było Oggi.
1890:  Było Oggi.
1891:  Ogri i Oggi.
1894:  Czy polecam coś do nauczenia się pisania powieści?
1896:  Pyta Terod.
1900:  Masterclass z Margaret Atwood.
1901:  Nie żartuję.
1903:  Jako inspiracja.
1905:  A nauczysz się tylko w jeden sposób.
1907:  Pisząc.
1908:  Krótkie formy.
1909:  Nie ma innego sposobu.
1912:  Popatrzcie, tępy AI myśli sobie, o, tam będzie atak główny.
1919:  Atak główny będzie tutaj.
1922:  AI reaguje zawsze alergicznie na Lorda.
1924:  Jak chcecie odwrócić uwagę AI, możecie puścić armię z jednej strony Lorda, z drugiej strony.
1930:  AI zawsze pójdzie w stronę Lorda.
1935:  Godziny temu na YouTubie wleciał zjazd na animację The Boys, jest na kanale Prime Video.
1939:  Mika podrzucić na Discordzie, na naszym?
1941:  W serialach?
1942:  Możesz mnie wywołać spokojnie.
1947:  Dobra, teraz tak.
1950:  Ponieważ ogry nie lubią walczyć w ścisku, to zrobimy w ten sposób.
1958:  Rozdzielimy na szczęśliwych.
1961:  Śmieszne gnoblary poślemy na śmiesznego lorda.
1966:  Hunter jest dobry do snajpienia także.
1970:  Podpalony Moniko, witaj, witaj!
1975:  Sądzę o grzech maga ognia.
1978:  Oby były.
1982:  Uuu, żebyśmy nie mieli tutaj problemów.
1985:  Dlatego na wszelki wypadek jeźdźcówków żałoby musimy troszeczkę zdyscyplinować, bo bardzo mnie chciał stracić Skałoroga.
1997:  Tu jaksa sytuacja, dobra sytuacja, okej.
2000:  To noblary możemy posłać tutaj.
2002:  Krzysztofie, w opisie napisałeś, że gramy królestwem ogród.
2007:  Jak tam idzie plewienie chwastów, naprawdę tak napisałem?
2012:  Typowy Krzysztof jest typowym Krzysztofem.
