🔴 Ostatnia ekspedycja Yuan-bo — WARHAMMER 3 Yuan-bo #5
🔗 https://www.youtube.com/watch?v=o1FAr7-B3Fc

11:  muzyka muzyka muzyka
674:  Będziemy mogli, drodzy, testować każdą z nich i dlatego odpalamy Kitaj na samym początku.
679:  Max W. jest jeszcze Jan Nikołajem.
681:  Dobrze, że gra nam epicka muzyka.
683:  Niuch!
686:  Drakon 94, Jurame 49, Kefin, Most IV oraz Ruwa otrzymują wsparcie od Maxa W. Dziękuję serdecznie.
695:  Niuch!
697:  Najwyższe niuch.
700:  Biedny niuchacz się przewrócił z tego wszystkiego.
703:  Kiedy będziemy grać tu za kapturzoną postacią w błękicie changelingiem, to jest dobry pomysł.
709:  Może w drugiej części dzisiejszego streamu.
711:  Kto wie, Gadziorro otrzymuje wsparcie także od Kain, który jest Jamnikołajem.
716:  Niuch ponowne, dziękuję najserdeczniej.
719:  Ja mnie kłaję za witali, moi drodzy, a my kontynuujemy kampanię nefrytowego dworu.
723:  Co ciekawe, dodatek 4.2 nie wchodzi w konflikt, jak zauważyłem, z zapisami.
728:  W związku z powyższym można sobie odblokować te jednostki bez żadnego problemu.
731:  Jeżeli ktoś ma otwartą kampanię Kitaju, to bez żadnego problemu.
735:  Przetestowałem.
736:  Jeżeli będzie jakiś spektakularny crash, to zaczynamy grać changelingiem.
739:  Upchanging jest zabawne, ponieważ changing może się przeistoczyć w każdą z postaci, którą pokona.
744:  W związku z powyższym może się przeistoczyć w Yuanbo i wszystko będzie zgodne lore'owo.
748:  Zaraz bliżej poniedziałek, mój dzień zero, trzeba zacząć pisanie licencjatu od Baldur's Gate 3.
752:  Ale to temat!
753:  Jaki temat, Gancu!
754:  Zobowiązujecie, Gancu, do tego, żeby to wleciało na Research Gate'a.
758:  Moi drodzy, to jest ten dzień, w którym będę wam po raz pipsztylionowy szósty mówił o Research Gate'cie, czyli portalu do wrzucania swoich tekstów naukowych.
766:  Nawet jeżeli myślicie, że nie piszecie tekstów naukowych, owszem, piszecie je, ponieważ możecie napisać pracę dyplomową i możecie... O Boże, ile notyfikacji!
773:  I możecie ją tutaj wrzucić, moi drodzy, klikając przycisk Add New...
777:  I tutaj w Awe wybieracie research proposal albo thesis, w zależności od tego.
782:  Thesis jest ważne, żeby wymawiać to dobrze, żeby nie było fisis, ponieważ fisis to jest cow.
791:  Błędziorno witałem Magnusa i dziękuję za 28 miesięcy wsparcia.
795:  Magnus bierze po kolejną z rank.
798:  Nie pamiętam już nawet, jaka jest.
800:  Jeszcze jest physis, czyli twarz, fizjonomia.
803:  No ciężka sprawa, moi drodzy.
805:  Wiecie, co jest jeszcze cięższą sprawą?
806:  To, że ja nie wiem w ogóle, o co chodziło w tej kampanii.
808:  W związku z powyższym będziemy sobie teraz wszystko przeglądać.
811:  Otóż nefrytowy jamnik, czyli Yuanbo, który z jakiegoś powodu za każdym razem, jak się wita, mówi ten pool, ponieważ przegrał wszystkie ten pule w Genshin Impact.
821:  Podbija chaosytów i tutaj ma jakieś straszne armie.
825:  Już wiem, o co tutaj chodziło.
827:  Już wiem, o co tutaj chodziło.
828:  Uciekamy.
830:  Bo ja chyba nie byłem w stanie pokonać tych armii.
832:  Tak mi się wydaje ostatnim razem.
833:  W związku z powyższym wycofujemy się tutaj taktycznie i czekamy, aż tutaj zostaną zrekrutowane jakieś wspanialsze jednostki.
841:  I wiecie, jakie to mogą być jednostki zrekrutowane?
844:  Te, które zostały dodane w patchu.
845:  Proszę bardzo.
846:  Idealnie.
846:  Niebiański lew
848:  Razy cztery.
849:  Zobaczymy, jak wygląda.
850:  Akurat jedna tura trwa.
852:  Co zostało oprócz niebiańskiego lwa dodane?
854:  Nie pamiętam.
857:  Już wiem.
857:  Bohater został dodany jakiś, którego nie mam i trzeba go jakoś zrekrutować gdzieś.
861:  W związku z powyższym na razie zrekrutujemy gigantyczną liczbę niebiańskich lwów.
865:  Jeszcze są wielkie księżycowe ptaki.
868:  Zobaczymy, czy one w ogóle są do czegokolwiek przydatne.
870:  Weźmiemy sobie dwa te księżycowe ptaki i mnóstwo lwów.
873:  Fantastyczna sprawa.
877:  Jaka jest historia Changelinga?
878:  Nie wiem, szczerze powiedziawszy.
879:  Jeżeli są jacyś loremistrzowie warhammerowscy, to mogliby wiedzieć.
882:  Changeling generalnie rzecz biorąc, reprezentując frakcję Cinch'a, czyli Boga Przemian i Magii, jest w stanie przeistoczyć się w każdą z postaci.
892:  O co chodzi w Warhammerze?
892:  Jaka jest ogólna fabuła?
893:  Tu nie ma fabuły w sensie Luke'a.
894:  Tu jest świat, w którym realizowane są różnorodne scenariusze.
898:  Jeżeli chodzi o nasz scenariusz, my jako Yuan Bo, wielki zarządca Kitaju, musimy
903:  W ramach naszych wytycznych, w warunkach zwycięstwa, bodajże, podbić te frakcje, czyli niewiele rzeczy musimy zrobić.
910:  Co jeszcze jest?
911:  Aha, wznieść astromantyczny przekaźnik na Wyspie Wielkich Żółwi, wzmocnić kierunek basenu Nong Chang na kompanie Wuxing.
918:  Wszystko jasne, prawda?
920:  Tak naprawdę chodzi po prostu o to, że musimy zabezpieczyć ten teren, który aktualnie, niestety, jest zajmowany przez frakcję z nami sprzymierzoną, w związku z powyższym będziemy musieli ich zaatakować, co nie jest proste.
930:  Dlatego też tutaj czają się nasze nowe armie.
933:  Tu jest jedna z naszych armii, która się czai.
934:  Musimy ją natychmiast przemieścić w tę stronę.
938:  Kiedy będzie powrót do grania z kawenami?
939:  No myślę, że wtedy, jak... O Boże, co tutaj się dzieje?
942:  Myślę, że wtedy, jak zakończymy poznawanie nowości w tym dodatku,
949:  W ogóle u mnie gra o wiele lepiej chodzi po tej aktualizacji, pisze Magnus.
952:  Czyżby jakaś optymalizacja poszła?
953:  Podobno tak.
954:  Podobno tak, ale wiecie, póki nie sprawdzimy, to jeszcze nie przekonamy.
960:  Na szczęście mamy bardzo dużo pieniędzy, jak widać.
961:  W związku z powyższym myślę, że możemy... O!
964:  Tu jest jeszcze jedna armia.
966:  Fenomenalnie.
968:  Wyspa Wielkiego Tajwanu to jest miejsce, które należy niezwłocznie wyposażyć w dużą liczbę rakiet dalekiego zasięgu.
975:  Co?
977:  Dobrze, i co tutaj potrzebujemy?
979:  Tutaj jest, niestety, aha, Krwawy Dwór, dobrze, to jest do pokonania.
983:  Potrzebujemy jeszcze jednej armii, zdecydowanie tak.
988:  Jeszcze jedna, o, o, o, i teraz tak, gdzie jest ten bohater do zrekrutowania nowy?
992:  W którym z budynków?
995:  A, tutaj, Mistrz Wrót, moi drodzy.
998:  Zobaczymy, kim jest Mistrz Wrót i zrekrutujemy goż.
1004:  Będzie dobrze, będzie dobrze, mówię wam.
1006:  Okej.
1007:  Już wiem, dlaczego myśmy to robili.
1008:  Mianowicie, potrzebowaliśmy bardzo dużo dziwnych jednostek, ale wycenianych wysoko w autorostrzygnięciu, po to, ażeby udała się nam konfrontacja z Miao Ying.
1018:  Już sobie przypomniałem, to jest odźwierny, a nie Mistrz Wrót.
1020:  Tak.
1023:  Myślałem, że to jest coś tak World of Warcraft.
1024:  Nie, to jest Grand Strategy typowa, w związku z powyższym tutaj, moi drodzy, dyplomacja, wojna, opanowywanie poszczególnych terytoriów i przede wszystkim epickie bitwy.
1033:  Natomiast na razie będzie troszeczkę powolniejszy fragment, bo muszę się zorientować, co się stało w naszym imperium.
1039:  Bo tu wyburzyliśmy bardzo dużo rzeczy i niestety jak AI buduje, i to jest okropne, jakiekolwiek miasta, to robi to w sposób kretyński.
1048:  Mizruth chyba raczej specjalista od drzwi.
1050:  Przypomina się, przypomina się ta epicka walka, która przewyższyła wszystkie epickie walki, jakie mieliśmy w Dark Souls, z odźwiernym
1059:  Z Jedi Fallen Order.
1061:  Albo Jedi Survival.
1062:  Któreś z tych.
1065:  Tu jest wszystko zbalansowane.
1067:  Tak, jest równowaga.
1068:  A to oznacza, że możemy sobie dół z gliną wykopać.
1071:  Czemu by nie?
1072:  Dół z gliną zawsze dobry.
1076:  Tu w sumie co możemy?
1078:  Tu jest wszystko.
1079:  Czyli możemy w to inwestować.
1080:  Tutaj mury.
1082:  A mury runą.
1084:  O!
1084:  Tu jest równowaga zaburzona.
1086:  Budynki trzy są na rzecz Yang.
1090:  Czy to jest Yang?
1091:  Tak.
1092:  W związku z tym to zmieniamy.
1097:  Dobrze mówię czy źle mówię?
1099:  Nie, to jest bez sensu.
1100:  Przecież tu jest Yang, tu jest Yin.
1104:  A, bo są jeszcze te mury, aaa!
1108:  Dobrze.
1109:  To musimy zrobić, moi drodzy, tak?
1112:  Chyba?
1113:  Dobrze mówię?
1113:  Nie wiem.
1115:  Ciężka sprawa.
1116:  Misrz rzuty jak NPC z Baldura.
1118:  Podziwiam, że jesteś w stanie rozumieć, co się dzieje na ekranie.
1120:  Strategia to nie moja bajka.
1122:  Moi drodzy, to jest wyłącznie kwestia długości stażu.
1125:  Ja w Warhammera gram tak długo już, że znam tę grę prawie na pamięć, a i tak o niej wiem mniej niż Legend of Total War.
1133:  Na przykład tutaj wznosimy budynki, które będą zmniejszały nam utrzymanie armii w regionie, co jest ważne, ponieważ w ten sposób można zaparkować sobie tutaj armię, która jest bardzo droga.
1145:  Możecie zobaczyć, co się stanie wtedy.
1147:  Czy mamy to?
1148:  Proszę, utrzymanie minus 65%.
1148:  Zobaczcie, teraz mamy 24 tysiące.
1154:  29 tysięcy.
1155:  Dzięki temu możecie utrzymywać bardzo drogie armie tutaj na granicy i budować swoją potęgę, a im potężniejsza jest dana frakcja, tym skorzej będą podchodzić do konfederacji z nami, moi drodzy, a my potrzebujemy skonfederować Xiaominga, czyli Żelaznego Smoga, którego imperium się troszeczkę za bardzo rosło.
1176:  Czy Krzysztof planuje Last Epoch?
1177:  Last Epoch jest zabagowane na śmierć, moi drodzy, aktualnie.
1181:  W związku z powyższym, na razie nie.
1182:  To jest chyba Hack and Slash, prawda?
1184:  Tak mi się wydaje.
1185:  Jako, że gramy Kitajem, to ciekawostka.
1186:  Kislewie, jego nazwa pochodzi od miesiąca z kalendarza żydowskiego, konkretnie to miesiąc, w którym jest Hanuka.
1190:  Nie wiedziałem tego, proszę bardzo.
1193:  To jest, moi drodzy, stolica całego Kitaju, w której nie ma dwóch ważnych budynków, co należy niezwłocznie nadrobić.
1202:  Czy ona jest zbalansowana?
1204:  Nie, tutaj też jest zaburzona równowaga na rzecz Yin.
1208:  Jakim cudem?
1210:  Są dwa budynki Yin i dwa budynki Yan.
1213:  A, już widzę.
1217:  Już widzę.
1219:  Czyli tu trzeba zmienić to na Yin i będzie dobrze.
1222:  Dobrze mówię.
1223:  Tak, i wtedy tutaj jeden Yang.
1225:  Boże, jakie to jest skomplikowane.
1226:  Krzysztof, absolutnie musisz przeczytać Fourth Wing?
1229:  Jak to, Aśku?
1230:  Ludzie mówili, że to kiepskie.
1231:  Co ty mówisz?
1232:  Witamy, Aśku, naszą moderatorkę przy okazji.
1234:  Lore od Marcina Mazurka, naszego loremistrza.
1235:  Odmienię.
1236:  Czyli Changeling, znany także jako kłopotliwy żartowniś, zwodniczy horror i oszust cincha, jest demonicznym heroldem boga cincha związanym z oszustwem i zmianą.
1244:  Musimy w końcu nim zagrać, moi drodzy.
1246:  Co możemy na naszym kompasie WUSIN zrobić?
1248:  Oczywiście, że idziemy w dochód, chcemy być niewiarygodnie bogaci.
1251:  Czerwona Sonia.
1253:  Czy ktoś mi może wytłumaczyć, dlaczego to miejsce nazywa się Czerwona Sonia, a to Odlewnia Kości?
1258:  Moi drodzy, ma niepozmieniane nazwy.
1261:  Przypominam, jeżeli macie pomysły na jakieś chore nazwy, to trzeba to ogarnąć.
1265:  Kuba Wdowiak pyta, czy warto czytać kolejne idiomy i te napisane przez syna Herberta?
1270:  Wiesz co, tu nie jest trudno się wypowiadać, ponieważ ja je jedynie przeglądałem i nie czytałem, musiałem sobie odświeżyć.
1275:  Na pewno ta kontynuacja tak zwana bezpośrednia Dune'y jest warta przeczytania, ludzie ją chwalą.
1280:  Natomiast kolejne tomy to już w zasadzie wyłącznie lore, jeżeli jesteś tym zainteresowany.
1285:  W odlewni kości rozlewają kości, no oczywiście.
1288:  Oczywiście.
1290:  I jak mogłem tego nie wiedzieć?
1291:  Dobrze, czy jeszcze jest coś, co musimy zbudować, czy już wszystkie prowincje są ogarnięte?
1298:  Oczywiście, że nie wszystkie prowincje są ogarnięte.
1300:  Boże drogi, będziemy, moi drodzy, rozbudowywać w nieskończoność.
1302:  Ale to dobrze, mamy w ten sposób czas na to, żeby sobie gawędzić radośnie, jak to bywa przy naszych Warhammerach.
1309:  Jest challenge na książkach, wszyscy czytamy i łączymy się w cringe'u, jest wspaniale, pisze Aśku.
1313:  A, czyli dlatego, dlatego mówisz, żeby przeczytać, świetnie.
1317:  Ja mam jeden problem z czytaniem dla cringe'u, wiecie jaki?
1320:  Studiowałem na polonistyce, robiłem to przez 10 lat, w związku z powyższym przestało mnie to już bawić.
1327:  Wszędzie będziemy wznosić, moi drodzy, obóz ćwiczebny, żeby mieć bardzo dużo nowych bohaterów, to znaczy mistrza wrót.
1334:  W związku z powyższym to troszeczkę zajmie.
1336:  O Boże, tu już tego nie jesteśmy w stanie zrobić, tu jest problem, to musimy wyburzyć, ponieważ tutaj jest ważna rzecz, surowiec unikatowy dla prowincji danej.
1348:  Nie wiem co.
1350:  To jest... Dobrze, to walniemy te dwa budynki.
1355:  Moderatorka Aśku wsadzia na minę.
1357:  No właśnie tak coś sądziłem, moi drodzy, tak coś sądziłem.
1361:  Dobrze, tu jest kolejne miejsce.
1362:  Sausage Grat, w którym możemy... Jamstaria, proszę bardzo.
1366:  Tu jest jakieś hausingse, co to w ogóle znaczy?
1369:  A już wiem, to jest basingse, zmienione na hausingse.
1372:  Świetnie, tu jest houndhaven.
1373:  Czy mamy gdzieś krwawe bagna?
1375:  Proszę bardzo, są do zmiany.
1377:  Jamstaria.
1379:  Dziękuję uprzejmie.
1380:  Północny Jamnikberg.
1381:  Północny Jamnikberg musi być na północy.
1384:  To ważne.
1385:  Czy to jest wystarczająco na północy?
1387:  Wrota wijącego jamnika?
1389:  Kryształowa iglica, co za żenująca nazwa.
1393:  Północny Jamnikberg.
1397:  Doskonale.
1398:  Idziemy w górę.
1400:  Pniemy się, moi drodzy.
1402:  Zupełnie jak polska gospodarka.
1403:  Czy wiesz, że jamnikozaury biegają z prędkością prawie 33 km na godzinę?
1406:  Nie spodziewałem się niczego innego po tak szlachetnych istotach.
1412:  Jamniurów Zdrój!
1415:  To musi być gdzieś, moi drodzy, gdzie jest jakaś ładna mieścinka.
1419:  Proszę bardzo.
1420:  Proszę bardzo.
1422:  Jamniurów.
1423:  Nim jak to... Jamniur by się... Dobrze, zobaczymy w ten sposób.
1428:  Jamnik zdrój.
1432:  Poddałem się.
1434:  Pasztetowa iglica.
1436:  Dolna saksonia znajduje się na górze, no i właśnie, i dlatego nie należy tego robić.
1441:  Pasztetowa iglica, las rozkładu.
1443:  O Boże, dlaczego las rozkładu nazywa się las rozkładu?
1447:  Jam Strzębie Zdrój, proszę bardzo.
1450:  Jamnikowice Niżne mi pasuje do serca wulkanu.
1454:  Niżne.
1461:  O, bogowie.
1462:  To jest, moi drodzy, najlepsze w tym wszystkim.
1465:  Ciekawy jestem, jak bardzo zostaniemy dorżnięci przez te nieszczęsne krasnali.
1469:  Czy tak wyglądają, Maślana?
1471:  Czy tak wyglądają krasnali?
1478:  Otóż nie tak.
1480:  Okej.
1481:  Zrobione to.
1482:  Teraz przegląd armii, moi drodzy.
1483:  Które armie muszą się ruszać?
1485:  Dziewica nowoorleańska się musi rucha... ruszać!
1489:  Więc bezkresna czeluść.
1495:  Świetnie, świetnie, na sam początek pewne zwycięstwo, robimy to.
1500:  Lore, zaklęcia Kitaju mają dwie szkoły, czyli Yan oraz Ying, gdzie Yang to połączone Giaran, Agushi, Azry i Hysh, a Yin to Gur, Hamon, Shish i Ulgu.
1510:  A propos Changelinga, jeszcze dodaję, Jogl też nasz Rormis, podczas herbatki Yuanbo z Miao Ying przed oblężeniem Nanli, Yuanbo odkrył, że pod jego siostrę podszywał się właśnie Changeling, proszę bardzo.
1521:  Więc zobaczymy, jak będzie, moi drodzy, jak się będzie sprawować w czeluści dziewica noro-orleańska.
1528:  Co tutaj jest?
1529:  Czy tutaj jest dobre miejsce do strzelania?
1531:  Chyba tak, that's what he said.
1534:  Tędy, tu jest jeszcze lepsze miejsce do strzelania.
1536:  Popatrzcie, tu jest taka jama, jamnicza jama.
1539:  Proszę bardzo, jamnicza jama z lawą i oni tędy nie będą mogli przejść.
1543:  Haha, beka z typów.
1545:  Śmieszny, żenujący przeciwnik.
1547:  Doskonale.
1549:  Shugun Gun, czyli działo cukrowe idzie tutaj, bardzo dobrze.
1553:  Tu będziemy mieli armię, ponieważ oni będą nas flankować, to jest proste do przewidzenia.
1558:  Tutaj będziemy mieli strielców.
1560:  W ogóle!
1562:  Musimy to sobie wypróbować choćby na samym końcu streamu, mianowicie jest jedna zmiana i modyfikacja w Armiach Kislewu.
1568:  Jest bohater mianowicie nowy, czy lord dodany, który mówi, DRUŻINA!
1572:  Przysięgam, jest to strasznie miłe.
1574:  Słucham sobie Legend of Total War wczoraj i nagle słyszę polskie DRUŻINA!
1578:  I mam tak, co?
1579:  I później Legend usiłował nawet to wymówić, DRUŻINA mu wyszło, czy coś w tym stylu, przepiękne.
1586:  Absolutnie przepiękne.
1588:  Czy skupimy magię?
1590:  Chciałbym przeczytać.
1591:  Brenta Wicksell nie idzie dostać Czarnego Pryzmatu.
1593:  Czy jego seria Anioł Nocy jest warta przeczytania?
1595:  Powiadają, że tak, ale Czarny Pryzmat lepszy.
1598:  To pytanie swoją drogą do naszej moderatorki Aśku, która dokładnie to mi powiedziała.
1602:  Ongiś.
1603:  Wiecie, co?
1603:  Mam jeszcze lepszy pomysł.
1606:  Chociaż tutaj możemy być oflankowani, ale z drugiej... Dobra, nie będę kombinował.
1610:  Rozpoczynamy bitwę.
1614:  O tak!
1616:  O tak!
1624:  Kto ma przejebane?
1629:  Dzień dobry!
1631:  Witamy w Kitaju!
1632:  Tutaj w Kitaju bardzo miło witamy haosytów.
1636:  Witamy ich z fajerwerkami!
1639:  Zobaczymy sobie, co ta nasza Magini potrafi, bo zobaczcie, tutaj jest gwiazdozbiór smoka.
1643:  Nigdy nie użyłem tego zaklęcia jeszcze.
1645:  Okaże się, że jest żenujące.
1649:  Ale zobaczymy.
1651:  Musimy się przekonać.
1653:  Jezu, jaki tu jest... Ja w ogóle nawet nie musiałem tutaj nikogo, moi drodzy, ekspediować na linię frontu.
1660:  Welcome to Kitaj, gentlemen!
1662:  Tak jest!
1663:  Dobra, walimy ten gwiazdozbiór smoka.
1668:  Co to jest?
1670:  Eksplozja.
1671:  Lubię eksplozje.
1676:  To jest dobra eksplozja!
1682:  Ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-ha-
1713:  Jaka potęga!
1716:  Jaka potęga!
1723:  Jak można nie kochać tej gry?!
1728:  W ogóle ta artyleria, czyli flara ognistego deszczu, to jest jedna z najlepszych w grze, byłaby najlepsza, gdyby nie fakt, że wprowadzono krasnali chaosu.
1737:  Czy tak wyglądają krasnali?
1740:  Dobra, poślemy tutaj dwa nefrytowe kolosy.
1745:  Bo to, co widzę tutaj, mi się bardzo nie podoba.
1751:  Walniemy jeszcze raz tym wspaniałym zaklęciem.
1755:  Mi się nie powinni zorientować.
1760:  Kut!
1762:  Kut!
1764:  Kolos przepięknie walczy, uwielbiam tę animację.
1769:  Jest wspaniały i podobno właśnie jest bohater, moi drodzy, który podobnie walczy jak ten kolos, to znaczy on jest stricte tym kolosem.
1776:  Boże, wszyscy zginęli.
1777:  Jakie to wspaniałe.
1778:  Mamy zerowe straty.
1781:  Moe Fireworks, tak.
1783:  Co ciekawe, w Nipponie niektórzy oddają cześć lordowi Tzintzinowi, czyli naszemu staremu koledze Tzintzowi, pisze Gancu.
1791:  Jak ja żałuję, że nie dodali Nipponu.
1794:  Zaraz wam powiem, gdzie jest Nippon.
1795:  Czekajcie, może mi się uda znaleźć pełną mapę Warhammera Fantasy.
1802:  Niepraktycznego kartografa, bo chyba jest pełna.
1805:  Młotkoversum tak zwane.
1807:  I w ten sposób możemy sobie zobaczyć to w fajnej rozdziałce.
1811:  Dobrze, moi drodzy, jest młotkowersum.
1813:  Proszę bardzo, to jest młotkowersum.
1816:  Więc my jesteśmy w tym momencie na południowych postkowiach chaosu, tutaj na dole, natomiast Nippon wspomniany na czacie jest tutaj.
1825:  Mapa Warhammera Fantasy kończy się natomiast na granicy Morza Gniewu, wyznaczanej przez wschód Wielkiego Kitaju, a z kolei Wielki Step to jest to miejsce, które było oddzielane od Kitaju murem.
1838:  Piękna sprawa.
1839:  A moja mapa na ścianie...
1841:  Ta, której teraz nie widać, ale którą będzie widać za moment, ta.
1845:  Ona się kończy, moi drodzy, na mrocznych ziemiach w tym miejscu, a zaczyna się od Ulfuanu, więc to jest u mnie mapka.
1854:  Gigantyczny jest ten świat, dajcie spokój.
1857:  Jaki kanał polecam do poznawania lore Warhammera 40?
1860:  Jest jeden.
1861:  Jest jeden polecany przeze mnie i najlepszy absolutnie.
1863:  Uwielbiam go.
1865:  Mianowicie Lutin.
1869:  Proszę bardzo, to jest ten kanał, moi drodzy.
1871:  Już Wam kopiuję.
1873:  Niesamowicie uspokajające lore video z fantastyczną muzyką.
1877:  Mega.
1880:  Witam, ja o zdrowie pytam, ja się czuję dobrze, ale zmęczony, pisze Kacper.
1883:  Odpoczynek!
1884:  Odpoczynek dla cię!
1886:  Imperium przewodzi smoczy cesarz Ksen Ksang, albo Xianxiang wraz z małżonką cesarzową Xia Nin.
1892:  Ja czytam losowo.
1893:  Polityka jest ogarniana przez ich dzieci, czyli resztę smoków kitajskich.
1897:  To jest super, że... Xu Genggan.
1899:  Super jest to, że tutaj każdy bohater jest smokiem.
1902:  No, Lutin jest superkain.
1904:  Ja przy Lutinie, moi drodzy, autentycznie
1907:  Zawsze praktycznie, albo sprzątam, albo prasuję, albo czyszczę coś.
1910:  Słuchanie tego jest wspaniałe, zresztą jak widzicie jestem dość na bieżąco.
1915:  Tutaj będzie ciężko z podbiciem, chociaż nie, musimy jeszcze krater Bezbożników podbić.
1920:  I po podbiciu kratera Bezbożników idziemy na wschód.
1923:  Dobra, a tymczasem tymi armiami przemieszczamy się w to miejsce, żeby ze wszystkich stron wziąć w szczypce tak zwany pincer move, albo pincer maneuver.
1935:  Lupio von Hassella, ściśle mówiąc bohatera, który się nazywa Markus Wolfhard.
1942:  Czy jest tu miasto Łódź?
1944:  Miasto Łódź mieliśmy, moi drodzy, jak walczyliśmy krasnoludami chaosu.
1948:  Czy tak wyglądają krasnali?
1950:  To już ustaliliśmy nie.
1951:  Równowaga na rzecz Yin, czyli musimy jeden budynek Yang wybudować, będziemy mieć spokój.
1956:  Dobrze.
1959:  To jest do zrobienia.
1960:  Kiedy Steam's Power Wash Simulator Warhammer 40K nie widziałem, że istnieje.
1965:  Na początek suchar od zjedz suchara.
1966:  Jaki jest ser glazurnika?
1968:  Płytki.
1971:  Sen!
1972:  Nie ser!
1973:  Przepraszam, spaliłem Twój suchar!
1975:  Czy suchar spalony jest grzanką, która za długo drzemała w tosterze?
1981:  Tak.
1982:  Radosław Wolten, dzięki za wsparcie, 27 miesięcy.
1985:  Jak ja widzę sen, od razu myślę ser.
1987:  Podpalony na wieki wieków spaczeń.
1989:  Właśnie dawno nie witaliśmy się, niech będzie podpalony, trzeba to zmienić natychmiast.
1993:  Ser glazurnika.
1996:  Zastanawiałem się, dlaczego glazurować ser?
2000:  Jamnik Zdrój nie może mieć tych budynków.
2002:  Kto to jest tutaj?
2005:  Czy to jest... Nie, to jest nieprzydatne do niczego.
2008:  Pa, pa, pa.
2011:  Jak się nazywają zalety dyrygenta?
2013:  Batuty.
2019:  O nie.
2020:  Cudowne.
2022:  O!
2023:  Miejsce wydobycia solanki.
2026:  Solanka.
2028:  Mniam.
2029:  Czy solanka jest do jedzenia?
