🔴 Dom beznadziei | BALDUR'S GATE 3 Livestream #21
🔗 https://www.youtube.com/watch?v=FAr8-LxW6bI

11:  Dziękuje za oglądanie.
558:  Nie.
560:  Znaczy nie, ja zmieniłem ten kolor oczywiście.
562:  On był oryginalnie fioletowy w Serenox.
564:  Natomiast z tego koloru już nie zmieniamy.
566:  Mam nadzieję, że dzisiejszy stream jak będzie śmieszny.
567:  Mam chujowy dzień, pisze Aredel.
569:  Wszystko sprzęgło się przeciwko mnie.
570:  Czy można prosić o jemniki wsparcia?
571:  Jak zawsze, jak zawsze moi drodzy.
575:  Najserdeczniejsze.
576:  Wiecie, jak to jest w tym okresie przedświątecznym.
578:  Wszyscy chcą odpocząć i wszyscy chcą, żeby było miło i przyjemnie, w związku z powyższym zaczynają na siebie nadawać i zaczynają mieć problemy o wszystko.
586:  O Boże, jakie to jest irytujące.
588:  Uświadomiłem sobie, że nie byliśmy ten, tutaj.
590:  Nie, odwrotnie.
591:  Ja nie umiem nawigować po tym mieście.
592:  Po prostu nie umiem nawigować po tym mieście.
594:  Nigdy się nie nauczę.
595:  Tędy.
598:  Cóż to za szata?
600:  A już wam mówię.
601:  To jest potężna szata.
604:  Prawda jak adekwatnie?
605:  Potężna szata z płaszczem ochronnym.
608:  Proszę bardzo.
610:  To jest kot, który się nazywa Miszka, jak Dominika jemnikotwórczyni Klimczak.
613:  Gdzie jest rozmowa ze zwierzętami?
616:  Rozmawiamy z kotem, moi drodzy.
617:  To będzie świetny, świetny quest.
626:  Ja wiedziałem, że to będzie świetny quest.
631:  Ja wiedziałem.
632:  Czy odwiedziłem rodziców Gortasza?
634:  Gortasz jeszcze w ogóle nieruszony jest, moi mini.
638:  Skąd Krzysztof ma taką szatę?
639:  Dobre pytanie.
642:  Dobre pytanie.
643:  Widziałem amnicze rendery, Szymonie, są cudowne, obejrzymy je sobie.
651:  To ja, mój synu!
654:  Jakie wredne.
657:  Dobrze, moi drodzy, czyli na początek okłamaliśmy kota.
661:  Rozumiem, że jesteście zachwyceni.
664:  Aha, tutaj nic nie ma, bo ja myślałem, że tu... A nie, jednak coś jest, moi drodzy.
668:  Tutaj są podwójne drzwi.
670:  Przepraszam.
671:  Podwójne drzwi!
674:  Coś bardzo ważnego.
676:  Mówię wam, coś bardzo ważnego.
680:  Co to jest?
681:  Rogata opłata.
685:  Co?
688:  Co?
690:  Aaa... Aaa... Aaa... Czy przypadkiem pomogłaś Lordowi Gortaszowi zdobyć pewne piekielne bibeloty?
713:  Z literówków w słowie pewne.
716:  Haha...
718:  You must be awfully familiar with our esteemed actions.
721:  Jamnika, byś nie okłamał Krzysztofa, ale kota to już można, tak.
726:  Dwadzieścia tysięcy sztuk złota?
728:  W życiu tyle nie mam.
729:  Po pierwsze, nie mam tyle.
730:  Po drugie, w życiu tyle nie zapłacę.
732:  W moje ręce wpadła jego korespondencja, w której wspomniał o współpracy z tobą.
735:  Jesteśmy znajomymi po chowu z dawnych lat.
737:  Byliśmy kochankami.
738:  To był bardzo gorący romans.
740:  Absolutnie.
740:  My.
742:  What a juicy morsel.
744:  Absolutnie tak.
745:  I didn't think he liked your type.
747:  Czy widziane było wish?
748:  Nie.
759:  Froggatt pisze, że wcale nie trzeba mieć tutaj 20 tysięcy i można nie zapłacić.
762:  Dobrze.
764:  Tak, słyszałem, że będzie księga całości, kresa to kończona.
766:  Nawet mieliśmy na ten temat dyskusję na ostatnim live'ie.
769:  Będzie kończona przez Arkadego Saulskiego, moi drodzy.
773:  I Arkady się bardzo z tego powodu ucieszy.
774:  Ja mu się wcale nie dziwię.
779:  Rzuć grosza, diabolistce!
781:  Zwyczajem jest, żeby sprzedawca zaoferował darmową próbkę.
786:  Proszę bardzo.
795:  Popatrzcie, jaki niedomagiamnik jest zadowolony.
809:  Ok.
823:  Ze znajomymi zrobiliśmy sobie taki klub książki, gdzie wszyscy czytamy wspólnie tył, który wybierzemy i potem dyskutujemy sobie o tym, pisze Paweł Pasiałkę.
829:  Czy masz jakiś pomysł na propozycję?
830:  Tak, październik w hotelu Neela Gaimana.
834:  Październik w fotelu, tak?
836:  Dobrze mówię?
837:  To chyba taki jest tytuł tego opowiadania.
839:  W każdym razie jakiś zbiorek opowiadań na wypadek, gdyby się ludzie nudzili.
842:  A jeżeli chodzi o całą książkę, powieść jedną?
845:  O Boże, jak wybrać powieść, która jest standalone?
847:  Wojnę Kwiatów to dał Jamsa.
849:  Jaki interes w piekłach miał Gortarz?
851:  Pytanie.
852:  No wygląda jak Michelle Yeoh.
856:  Dobrze moi drodzy, czas powrócić do naszego kolorku.
878:  I też sobie to jakiś absurd.
880:  Być może bardziej banalna transakcja.
881:  Czy mogę zobaczyć twój towar?
884:  Okej.
890:  Czy to jest coś interesującego?
893:  Wprawny czarujący.
895:  Sztuczki używane na wrogach i sojusznikach mogą objąć jedną dodatkową istotę?
900:  Ej, to jest dobre.
901:  Rękawicem na mierzenia czarów czarna, mierzający wykonując test ataku czarem, może użyć punkt zaklinania, żeby zyskać ułatwienie.
908:  Jak?
910:  Kapelusz zmiennokształtnego.
912:  Płaszcz splotu, wchłanianie żywiołów.
915:  To już ktoś ma.
916:  Ale to są dwie dobre rzeczy, które warto jest mieć, moi drodzy.
921:  To są trzy dobre rzeczy, które warto jest mieć.
931:  Proszę bardzo.
932:  Proszę bardzo.
933:  I dzięki temu będziemy mogli jakieś tałataństwo później jej sprzedać.
936:  Na przykład hełm krzepy, który jest nam kompletnie niepotrzebny.
940:  O Boże, już się można wreszcie przełączać między tymi oknami, jakie to jest cudowne.
944:  Rapsodia, rozpacz, jakieś idiotyczne rzeczy, nie potrzebujemy ich w ogóle.
949:  Dawca życia.
953:  Piekielna buława w liczbie sztuk trzy.
956:  Proszę bardzo, zaraz odzyskamy całą naszą mamonę.
960:  Bardzo, bardzo dobrze.
962:  Rękawice Niezwyciężonego Kusiego.
964:  Też mi się to... Rękawice Rycerza Ciemności.
969:  Szybkie, lekkie stopy.
973:  Proszę bardzo.
974:  Ile będziemy mieli pieniędzy?
976:  Znakomicie.
979:  Prawie wyszliśmy na zero.
980:  Sprzedaj cały szajs.
981:  Właśnie to czynię.
982:  Właśnie to czynię.
983:  Kot.
983:  Dobrze.
991:  Wrócimy tutaj, moi drodzy, a będziemy ogarniać Rafaela.
995:  Gerwaldy pisze, że kupił sobie Warhammera, to na Worldwide będzie w nocy pobierał.
998:  Bardzo dobrze.
999:  Bardzo dobrze.
1000:  Tak należy.
1000:  Moi drodzy, Orin.
1003:  Tu jest Mystra.
1004:  Tego nie chcemy.
1005:  Gdzie jest Orin?
1008:  O!
1009:  Zdobądź kamień Orin.
1010:  Znajdź ofiarę Orin w świątyni Baala.
1012:  Czyli musimy iść do spłonionej syreny?
1014:  Nie.
1015:  W okolice spłonionej syreny.
1018:  Dobrze, czyli tu.
1022:  Dobrze, bardzo dobrze.
1027:  Okej.
1031:  Corvus Corax, dziękuję za wsparcie od dwóch miesięcy.
1034:  Fantastyka jest lubiona, bo fantastycznie napisze Corvus Corax i ma rację.
1037:  Ależ zatęsknione było za Baldurkiem, moi drodzy.
1040:  Spokojne grańsko, niespieszne, radosne.
1045:  Trzeba zejść do kanałów, mówicie.
1048:  Plakat grupy wsparcia przeciwko Wiedźmom?
1050:  Uwaga!
1051:  Czy wiedźma... O nie, moi drodzy.
1055:  Uwaga!
1056:  Czy wiedźma rzuciła na ciebie urok?
1059:  Zawarty układ odebrał ci ukochaną osobę?
1065:  Nie!
1066:  Tylko ty masz taki problem.
1069:  Dołącz do naszej grupy z dradzieckich wiedźm w kurniku Barena.
1075:  W pojedynkę nie zdziałamy nic.
1078:  Ale razem możemy przeciwstawić się wiedźmom.
1083:  Dla czatów, zwrót Baldura, obrońca demokracji, Piotr Pokraśko.
1097:  Nie inaczej, moi drodzy.
1098:  Przed Kraśko.
1102:  Gdzie się tutaj schodzi do tych dziwnych kazamatów, moi mili?
1105:  Krzysztof nie wie.
1107:  Ja w ogóle nie umiem tu wejść pod miasto, chyba że wskazują nam, a już wiem, tu jest właz.
1114:  Właz!
1121:  Z tym nowym jakoś dziwnie brzmi ten filtr.
1123:  Ja bym mniej bardziej.
1124:  Wcześniej było bardziej.
1126:  Mówicie, żeby podkręcić filtr Piotra Pokraśni?
1129:  Można tak zrobić.
1132:  Gumek jest jam Nikołajem.
1133:  Dziękuję serdecznie za podarowanie wsparcia Artiemu Niezłomnemu.
1137:  Niuch!
1140:  Kama Grinberg, dziękuję też za trybut ci serdecznie.
1143:  Jamniki, herbata i chipsów, fura!
1145:  Krzysztof wrócił do Baldura!
1147:  Jamniks przywdział nowe szaty, niech się zajamniczą czaty!
1150:  Magos zmienia Ferunu dzieje, nikt już się z niego nie śmieje!
1155:  Nie oszukujmy się, moi drodzy, niedomag Jamniks nawet w obliczu tak pięknego wiersza byłby w stanie zrobić coś niesamowicie upokarzającego dla siebie.
1164:  O, ja zapomniałem, ile mamy tutaj do zwiedzania.
1170:  Znacznik.
1172:  Czy chcesz usunąć ten znacznik?
1173:  Nie wiem, co tam było.
1176:  Uratuj ofiarę Orin, czyli idziemy na wprost.
1179:  To świetnie, że się nie da.
1184:  Doskonale.
1188:  O, tak, zapomniałem, że tutaj się tak błądzi straszliwie.
1192:  Ale są drzwi, moi drodzy.
1193:  No, jest dobrze, jest dobrze.
1197:  Może uda nam się przejść tędy.
1201:  Nie, nie, nie, nie.
1201:  Coś jest nie halo.
1203:  Coś jest nie halo.
1207:  Czy ja zawsze muszę błądzić?
1210:  Czy ja zawsze notorycznie wprost muszę błądzić?
1214:  No, ewidentnie nie tędy.
1217:  Może tu?
1219:  Spróbujemy pójść tutaj.
1222:  Tu jest coś... o, o, o, o, o, o, o, o, może tu, może tu.
1227:  Może tu, moi drodzy.
1230:  Tu jeszcze możemy iść w tę stronę?
1232:  Coś tutaj zobaczyłem, jakąś postać.
1237:  Dobra, trzeba zwiedzić, moi drodzy, te podziemia.
1239:  Nie może być tak, że ja nie wiem, gdzie jestem.
1241:  Myślałem, że mamy całą mapę ogarniętą, ale nie mamy całej mapy ogarniętej.
1245:  Lord Nastart Malkalef, demon.
1247:  Lord Królowa Sukubów rządziła 570 warstwami ochłani jako słuszki.
1252:  Miała 13 promiennych sióstr.
1254:  Demonic Litu, pisze Joglol.
1258:  Okej.
1259:  Dobrze.
1259:  Otwieramy wszystko, co jest, moi drodzy, przed nami.
1261:  Otwórz wytrychem.
1263:  Errare humanem est?
1265:  Tak jest.
1265:  Humanum est.
1267:  Błądzić jest rzeczą ludzką, jeśli nie pamięć nie myli.
1271:  Dobrze.
1274:  A!
1274:  Proszę bardzo.
1275:  Proszę bardzo.
1277:  Widzicie?
1277:  Są rzeczy.
1278:  These boots have seen everything.
1281:  Powiedział Niedomagiamniks, który chodził... który chodził boso.
1286:  Odparcie!
1286:  Eksplozja!
1289:  Niedomagiamniks jest wszechpotężny!
1291:  Odpiera eksplozję!
1295:  Proszę bardzo.
1297:  Nic nam nie zagraża.
1303:  Tu są jacyś ludzie.
1307:  Max Waterdeep.
1313:  Chyba, że tędy.
1318:  Nie chcę robić questu Max Waterdeep.
1321:  Gdzieś w okolicy jest facecik, który chce uwolnić Orfeusza od Gideon.
1323:  Jest bardzo dużo wątków, moi drodzy.
1325:  Musimy robić po kolei.
1328:  Czy uważasz, że w następnej dekadzie AI będzie w stanie napisać tak dobry quest, jak na przykład zadania Astariona?
1333:  AI nic nie będzie w stanie napisać.
1334:  To będzie zawsze człowiek za pośrednictwem sztucznej inteligencji, moi drodzy.
1340:  Więc tak, sądzę, że będzie to możliwe, ale w dalszym ciągu będzie to robił człowiek.
1349:  Właśnie poszedłem do portalu w podmieście i liczę na to, że tutaj będzie można przejść.
1354:  Tędy.
1358:  Bardzo na to liczę.
1366:  Nie wiem, ale może.
1368:  Nie, nie chcę zamknąć drzwi.
1369:  Moi drodzy, nie da się.
1375:  Ja tu cały czas chodzę naokoło.
1377:  Jak to drzwi minąłem?
1378:  Gdzie macie drzwi?
1381:  Tu nie ma drzwi.
1384:  To są drzwi?
1387:  Jeżeli chodzi o te drzwi, to ja ich nie mogę otworzyć.
1396:  Chyba.
1397:  Chyba, że mogę.
1402:  Już tu byłeś?
1405:  Ale bzdura.
1407:  O Jezu.
1432:  Czyli, jak zawsze, Brute Force, jeżeli nie wiemy, co zrobić, trzeba zrobić atak do DOS, tak.
1443:  Kut, bardzo dobrze.
1445:  No to, moi drodzy, teraz szukamy Orin.
1447:  Orin Shisal.
1450:  Dokończyłeś wątku Sarewoka, jest ważny dla Orin.
1453:  Ja nawet nie wiem, co to jest za wątek Sarewoka.
1456:  Tutaj jest taki potworny bałagan w tych questach, że ja nawet nie wiem, co jest jakim wątkiem, bo one się nawet nie nazywają.
1463:  Zauważcie.
1465:  One się nie nazywają.
1468:  W związku z powyższym, ja tutaj nie mam napisane, czy to jest wątek Sarewoka, bo one nie są podpisane żadnymi postaciami w zasadzie, wyjąwszy wątki towarzyszy.
1477:  Więc wychodzę z założenia, że trudno.
1486:  Magia Mix nie musisz uważać, moi drodzy.
1488:  Pułapki.
1492:  Strzelec wyborowy Baala.
1494:  Są na mnie straszne.
1496:  Latający słoń w skrytobójcy Baala.
1498:  Poszedłem sobie stamtąd po prostu.
1499:  Nie, nie poszedłem.
1500:  Wyrżnęliśmy wszystkich Baal.
1503:  Wyrżnęliśmy wszystkich i skończyliśmy ten quest, jeżeli chodzi o słonicę.
1509:  Czy ja mogę?
1510:  Nie mogę.
1511:  Czy wam to też przypomina zejście do olbrzyma j**ma w Dark Souls 3?
1517:  Czemu skipujesz dialogi?
1519:  Jakie dialogi skipuję?
1520:  Gdzie skipuję dialogi?
1522:  Już tu nie było żadnego dialogu.
1524:  Po prostu nas zaatakowano.
1526:  I teraz ja nie wiem za bardzo, co mamy zrobić, więc chyba musimy wszyscy, moi mini, iść w sprint.
1537:  Dobrze.
1539:  Nie będzie żadnej śmierci.
1541:  Jaki zgon?
1542:  Gdzie zgon?
1543:  Co tu w ogóle jest?
1543:  Dotarcie do celu niemożliwe.
1545:  Koniec tury.
1548:  Ach, tu jeszcze ktoś jest.
1553:  I my stąd jeszcze nie możemy wyjść, co zabawne.
1555:  Interesujące.
1559:  Okej.
1561:  Damy radę, moi drodzy.
1563:  Zbezczeszczona stolica z Daxos, czy no?
1565:  No dosłownie.
1566:  Incoming.
1570:  Pan na górze jest do ubicia.
1571:  No właśnie, staram się do niego dostać, mojej mini.
1574:  To jest, domyślam się, ten strzelec wyborowy.
1577:  Ale na razie jest bardzo wysoko.
1583:  Nie domagam, nikt jest najbardziej narażony na szkody.
1591:  Krok przez mgłę.
1592:  O tak.
1593:  O tak.
1604:  W ramach prób opięta działaniem istota staje się celem wyśpiewującego inkantację kultysty dalekogromcy, który może rzucić słowo mocy bala gin na zakończenie swojego bluźnierczego rytuału.
1616:  Aha.
1618:  To ja może usiądę.
1620:  Opuszczenie zasięgu pieśni dalekogromcy zapewnia niepodatność na jej działanie.
1623:  Zabicie dalekogromcy przerywa rytuał.
1628:  Czemu ja nie mam takich zaklęć?
1630:  Czemu?
1634:  Masz cutscenkę, kamienia się jakkolwiek zmienia, możesz pominąć, jest spora szansa, że będzie dialog.
1638:  No to już taki raz mieliśmy, moi drodzy, błąd w grze, że się cutscena przewinęła, ale no cóż, ja na to poradzę.
1650:  Dobrze, dobrze, dobrze.
1654:  Strzelec wyborowy, jak zakreśla kogoś na karcie wyborowej, to strzela.
1657:  Tak!
1658:  Nawet nie będę przywoływał tej broni tutaj, po prostu przywołamy ją jak tutaj dotrzemy do niego.
1664:  Mamy sześć tur na to, to nie będzie proste.
1675:  Ile?!
1677:  Jezus Maria!
1681:  Zostaw mnie do Maga i Amniksa!
1685:  Skończyliśmy cyberpunka, ciociu Krystynko.
1696:  O. Ja nie prowadzę wątku Dark Edge w ogóle, Baal.
1700:  To wynika stąd, że byśmy mieli taki czar, mówisz, gdybyśmy na początku podjęli taką decyzję.
1707:  Super.
1709:  Jeszcze raz dochodzę do wniosku, że w Baldurach się chyba najlepiej będzie grało za drugim razem zawsze.
1717:  No dużo ich tutaj, moi drodzy.
1720:  Trochę mnie martwi niemożność sprintu.
1722:  Nawet bardzo mnie martwi.
1729:  No nie, no niedobrzy, niedobrzy.
1731:  90.
1731:  Jak to jeden?!
1731:  To jest jakieś szaleństwo.
1753:  O Boże, czemu mnie nie ma na Twitchu?
1755:  Bo na Twitchu nie zostają zapisy streamów, a ludzie oglądają zapisy streamów na YouTubie.
1759:  To jest pierwsza kwestia.
1760:  Druga kwestia jest taka, że cały ekosystem Twitcha nie jest totalnie dla mnie.
1766:  Będzie streamek świąteczny Paweł w Wigilię.
1770:  A potem już będzie w środę.
1775:  Wiecie co?
1776:  Wiem, co możemy zrobić.
1779:  Mianowicie, jeżeli raz zadziała cokolwiek, to ja bym chciał
1784:  to go zdmuchniemy.
1790:  No oczywiście, że nie mogło zadziałać.
1792:  Chociaż raz.
1793:  Chociaż raz nie mogło nic zadziałać.
1798:  Daxos jeden, tak jest, Paweł, będzie.
1800:  Prawdopodobnie, zobaczymy.
1807:  No dobra.
1807:  To teraz możemy zrobić to, co chciałem od samego początku i po to tutaj był mi Jamnix.
1813:  Gdzie jest ten... Dobra.
1817:  To znaczy przywołujemy Giermka Ognia.
1823:  Jak to poza zasięgiem wzroku?!
1831:  Dobrze.
1833:  To jest raz.
1835:  Dwa.
1843:  Myślałem, że go to wciągnie.
1844:  Nie wciągnęło go to ewidentnie.
1848:  Więc nie domagam, nikt teraz zginie.
1851:  Prawdopodobnie.
1852:  Zobaczymy.
1856:  Czy zamierzam grać w Baldura jeszcze raz?
1860:  Tak, off-stream na pewno Balrog.
1861:  Na pewno.
1867:  Czy trzeci akt jest równie rozczarowujący chaotycznie na chybcikach jak drugi?
1870:  W ogóle ta realu nie jest.
1871:  Trzeci akt jest najlepszy moim zdaniem.
1874:  Nie mam zielonego pojęcia, dlaczego ludzie mają problemy z aktem trzecim.
1879:  Dobrze.
1879:  No to tak.
1882:  Zróbmy w ten sposób przede wszystkim, bo ja nic nie widzę.
1885:  I uleczmy wszystkich, kogo możemy.
1892:  Ale przede wszystkim dobrze byłoby... Co by dobrze było zrobić?
1898:  Hmm... Ile mamy tur?
1903:  Pięć tur.
1907:  No nie jest dobrze, nie jest dobrze Brak zasobów, akcja dodatkowa, Jezus Maria Dobra, leczenie, to nam wystarczy Dotarcie do celu niemożliwe Boże, chciałbym, żeby łatwo można było sprawdzić, który jest zasięgowy czar, a który nie Ale niestety
1942:  Dobra, jeszcze, jeszcze, jeszcze, gdzie jest Karla?
1949:  Aha, dlaczego nie domagajam Nixa, nie mogę sięgnąć tym zaklęciem?
1957:  Boskie uderzenie, światłość, nie.
1960:  Ochronna więź.
1963:  Też nie.
1964:  Dobra, ochrona życia nam zostaje tylko, bez sensu.
1968:  No bez sensu!
1970:  Albo duchowych strażników odpalimy.
1974:  To jest jakiś pomysł.
1978:  Dobrze.
1983:  Okej.
1985:  Okej!
1986:  Palące uderzenie czy spopilający cios?
1990:  Spopilający cios.
1995:  Znowu nie do zdarcia.
1996:  Co to jest z tym nie do zdarcia?
2004:  Co?!
2007:  Dobrze, że my się możemy teleportować.
2012:  Na jakim poziomie trudności gram?
2013:  Na normalnym, wiesz, jakoś tylko na normalnym.
2016:  A i tak przez całą grę mam niesamowite problemy.
2025:  Dobra, yyy...
2033:  Dobrze.
2038:  No i tu się nam udało zadać obrażenia.
2050:  Hmm.
2051:  Okej, to teraz tak.
2053:  Dwie opcje.
2054:  Chyba najlepsza opcja to będzie sprint i jak najszybsze wyeliminowanie tego gościa.
2060:  Co tu się dzieje?
2061:  Tak, ona się cofnęła po to, żeby ją móc... Okej.
2067:  Aha, jeszcze jest jeden.
2068:  No świetnie.
2072:  Dobrze!
2073:  Oberwał.
2079:  A możesz sobie atakować posępne serce.
2081:  Będziesz chybiać.
2083:  Niedozdarcia sprawia, że dostał jedyny HP obrażeń przez ileś tur.
2087:  Okej.
2090:  Ja ci dam chybienie, ja ci dam chybienie.
2094:  Temu, co się stało.
2097:  Temu, co się stało.
2098:  On zginął czy nie zginął?
2099:  Ja nigdy tego też nie wiem.
2105:  Zobaczycie, co będzie ogrywane na świątecznym streamie.
2107:  Jeszcze nie chcę przesądzać, bo albo będzie Warhammer, albo będzie nowa gra.
2117:  Hmm.
2134:  Aha, teraz, teraz... Teraz nagle tam nie mogę.
2138:  W ogóle ona już nie ma tych duchowych strażników.
2140:  Świetnie.
2140:  No to jest to doskonale.
2146:  Tunel mocy.
2147:  Wykonaj szarże przed siebie.
2149:  Zrobimy to.
2151:  No oczywiście, oczywiście nie spadł.
2154:  Jasna sprawa.
2159:  Dobrze, udało nam się częściowo niedomagaj amniksa uleczyć.
2163:  To dobra wiadomość.
2167:  Kółko z zasięgiem nie było wyraźne, tylko było w podziemiu.
2179:  Dobra.
2180:  teleport.
2182:  To było żywiołowe wybaczenie bodajże.
2185:  Okej.
2190:  Dobrze, dobrze, dobrze.
2193:  Ten żywiołak nam... Dobrze, nie domagam, nikt jest uleczony, przynajmniej częściowo.
2200:  Teraz i znowu, czy jak ja przeskoczę, to będę mógł strzelić?
2203:  Tego też nigdy nie wiem i nie pamiętam.
2206:  Dobra, powinno się udać.
2212:  Ten nie do zdarcia mnie denerwuje status strasznie.
2215:  Okej.
2216:  Okej.
2218:  Jeśli po coś Karla, jeśli po coś Karla ćwiczyła tyle czasu, to po to.
2225:  F5.
2229:  Jeden raz mnie nie zawiedź.
2230:  Jeden raz.
2235:  Jeden raz mnie nie zawiedź.
2237:  Jeden raz.
