🔴 Co się wydarzy w odlewni Stalowej Straży? | BALDUR'S GATE 3 Livestream #22
🔗 https://www.youtube.com/watch?v=7NSqKEOCfqg

12:  © PTA & TVP
1055:  Futrzaki muszą okładać stopę, wtedy będzie się ona szybciej leczyć.
1062:  Czy dysboje posępne można zobaczyć na Astarionie?
1065:  Aaa, to przemat, Peterson, zrobimy taki eksperyment.
1070:  To będzie seksperyment w zasadzie.
1072:  Choć wzdłuż i wszerz zarzucałem przez wiele obfitych sezonów siećmych umownych upodobań, pisze Rafael, nigdy nie ciągnęło mnie do śmiertelników tak, jak teraz ciągnie mnie do tych opanowanych przez kijanki.
1085:  Te konkretne
1090:  To brzmi jak najgorszy synonim ever.
1094:  Przypomina mi się, jak Krystyna Czubówna w jakimś przyrodniczym dokumencie mówiła o żółwiach i ich zwyczajach godowych.
1102:  I w którymś momencie, skończywszy swoją opowieść o żółwiach, stwierdziła, że za dużo, za pewne razy powiedziała żółw.
1108:  Albo realizator stwierdził tak, czy scenarzysta.
1111:  W jednym akapicie, w związku z powyższym dodała zamiast żółw w następnym akapicie żółw.
1115:  ten jurny samiec.
1118:  Ja już, ja wtedy się skończyłem, nie byłem w stanie oglądać dalej tego dokumentu, ja już wyłem ze śmiechu do samego końca.
1126:  Te jurne samce pędzą ku swej zgubie, płyną w stole stanowego haczyka nieskalanego przynętą.
1132:  A jak opierają się nurtowi, jak niepowstrzymany jest jego powap, jego pociąg, jego mroczny prąd przyboju, a na drugim końcu wędki ilitidzi.
1142:  Jakże ich macki muszą drrrrzeć na podobieństwo ostudzonej galarety.
1147:  Na samą myśl o kolejnych zdobyczach coraz więcej i więcej z każdym dniem spędzonym na brzegu wzburzonej rzeki.
1154:  Ten proces ma nazwę, którą wypowiadam teraz na głos, by posmakować jej na języku.
1161:  Ceremorfoza.
1162:  Chytrze wykorzystam teraz sytuację.
1165:  Albowiem, kiedy haczyk tak lśni, a śmierć jest tak blisko, jakie pragnienie może być silniejsze w umyśle porażonej strachem ryby niż możliwość ucieczki?
1174:  Tak jest, Rafael jest fanatykiem wędkarstwa.
1177:  Koszmarne, koszmarne porównanie.
1180:  Koszmarny, nie wiem po co mu to było.
1183:  Ale za to te schody są bardzo ładne.
1185:  Może jaka ta gra byłaby cudowna w widoku pierwszoosobowym.
1188:  Jezus Maria.
1191:  Wspaniałości.
1194:  Czy ta galaretka była skarpiem?
1197:  Galaretka skarpiem to jest niekompletny opis tej potrawy.
1203:  Zaraz powiem jaki jest kompletny.
1205:  A zatem poprawny i pełny i kompletny opis tej potrawy brzmi Karp w galaretcie z ośćmi.
1235:  Ości są zawsze nieodłącznym elementem karpia.
1239:  Niektórzy w sklepach oszukują i mówią, że sprzedają filet.
1245:  Tylko lamusy wiedzą.
1247:  Nie wiedzą, że to tak naprawdę jest ryba z ośćmi.
1252:  Tam nie ma żadnego fileta.
1253:  Nigdy nie było.
1256:  Tam zawsze były ości.
1257:  Jest po prostu ich mniej niż w tej błotnistej, mulistej, obrzydliwej rybie.
1263:  Koszmar, jak ja nie znoszę karpiów.
1264:  Koszmar.
1265:  Kamo Grimberg, dziękuję za trybut.
1267:  Kamo Grimberg ma dla nas wiersz.
1269:  Jamnik, jamnik, ura, bura.
1270:  Dziś kolejny stream z Baldura.
1273:  Menzoberran, Zanto czy Warszawa.
1276:  Na pewno będzie dobra zabawa.
1278:  Oby, oby.
1279:  Czaty radosne, Karla Rozpalona.
1280:  Jamnik z każdego dziś wroga pokona.
1284:  Myślałem, że zakończysz.
1286:  A posępne serce znów znarowiona.
1290:  Dziękuję za trybut.
1292:  Wierszowany trybut.
1294:  Ości w galerecie, karpiec tylko dla niepoznaki.
1296:  Tak, tak, tak.
1297:  W ogóle filety to są moje ulubione ryby, moi drodzy.
1304:  Pokajamniksa jeszcze w zbroi posępnej.
1306:  O Boże, o Boże, niesamowite.
1307:  Wiecie, co teraz zrobimy?
1308:  Oszukamy ją, ponieważ chcemy mieć bardzo dużo, mnóstwo i mrowie artefaktów.
1316:  Małgorzata Piotr pisze, że co roku przy jedzeniu karpia przez to osiąga swój maksimum skupienia.
1320:  Tak, absolutnie.
1321:  I co roku wszyscy laryngolodzy mają problemy, ponieważ Polacy wymyślili, że będą jeść najbardziej oślistą rybę ever.
1330:  Oszustwo.
1341:  Właśnie zabiłem diabła w jego własnym domu.
1343:  Naprawdę nie chcesz wystawiać mojej cierpliwości na próbę.
1351:  Czyli lepszy pstrąg.
1352:  Wszystko jest lepsze.
1353:  Wszystko jest lepsze niż karp, moi drodzy.
1355:  Wszystko.
1356:  Powiedziałbym, że nawet miruna, czyli ryba bez smaku jest lepsza.
1360:  Jest jeszcze taka chińska ryba, która była swego czasu strasznie popularna.
1363:  Nie pamiętam, jak się nazywa, ale ona też smakuje mniej więcej tak jak prasowane wióry z dodatkiem śmietany.
1370:  Ona też jest lepsza.
1371:  Ba, nawet znienawidzony przeze mnie mintaj jest lepszy.
1375:  O, panga, panga to było to, właśnie, Boże, był taki moment, że wszyscy żarli pangę, wszyscy absolutnie, ale panga jest śmiesznym słowem, ponieważ wymawiacie tam głoskę, którą autentycznie w języku polskim nazywa się inga.
1391:  I ona jest za każdym razem wtedy, kiedy macie nie N przedniojęzykowo-zębowe, czyli język dotyka przednich zębów, tylko jak macie N tak zwane uwularne, czyli to jest wtedy, kiedy dotykacie uwulum językiem, czyli tego, no, języczka małego, tak?
1407:  Więc to jest wtedy, kiedy język unosi się z twoją tylną częścią ku tylnej części gardła i podniebienia.
1414:  Nie wiem, jak to powiedzieć.
1415:  Więc dlatego macie NGA.
1418:  Bo bank, nie bank, tylko bank
1422:  I panga, a nie panga.
1426:  A, wiedza bezużyteczna z polonistyki.
1429:  To jest przepiękne, że można przynajmniej wykorzystać ją na live'ach.
1435:  Tak jest, swoje bang też jest.
1437:  Inga!
1440:  Ale to jest fajne rzeczywiście i to też pokazuje, w jaki sposób mogą się zmieniać nasze zwyczaje, jeżeli chodzi o wymowę różnych słów.
1457:  Karp pieczony w maśle jest pyszny?
1459:  A, świetnie, czyli jeszcze wtedy, ja rozumiem, wtedy ości masz nawilżone i otłuszczone, dzięki czemu szybciej je połykasz.
1469:  Rękawice niedźwiedzi i siły na karlach?
1470:  Oczywiście, już ma.
1472:  Już ma, moi drodzy.
1473:  Proszę bardzo.
1475:  Rękawice siły giganta wzgórzowego.
1477:  Proszę bardzo.
1479:  Janku, dziękuję za wsparcie od 17 miesięcy.
1481:  Nie, nie, nie, nie, nie.
1482:  Nie będziemy sterować Carla.
1483:  Moi drodzy, co dzisiaj robimy?
1487:  Może zróbmy wpierw tę misję z harfiarką?
1489:  Boys, czyste zło?
1491:  We boys?
1492:  Tak, widziałem.
1492:  To jest ta animacja, Joe, tak?
1494:  Dobrze mówię?
1496:  Czy Inga Bunga też może być przykładem?
1498:  Tak.
1498:  Inga Bunga.
1502:  Mintaj się martwi, że nie ma dla niego miejsca.
1505:  Jest!
1506:  Jest!
1507:  Ty jesteś przez Y!
1507:  Jesteś bezpieczny!
1512:  Moi drodzy... Cały czas nas kierują do podmiasta i to chyba jest właśnie ten quest Yahiry.
1520:  Więc musimy Klaudię Yahirę teraz.
1522:  Zbroja na Astariona i Amniksa.
1524:  Tak jest, moi drodzy.
1525:  Wpierw ważne sprawy.
1528:  Więc tak...
1529:  Potężna szata chwilowo zostanie zmieniona na skorupę masakry.
1534:  Oj, oj, oj.
1536:  Oj, oj, oj, oj, oj.
1538:  Nie domagiam niks.
1540:  Bezbrzeżnie seksowny.
1544:  O nie.
1547:  O nie.
1550:  Gdzie jest moja szata?
1552:  Gdzie jest moja szata?
1553:  Potężna szata.
1555:  Teraz drugi eksperyment.
1557:  Astarion.
1558:  Co ma Astarion?
1559:  Szata kapłanki Vikoni.
1563:  Dobrze.
1564:  No czy Astarion?
1565:  Astarion, nie oszukujmy się, moi drodzy.
1569:  Dziękuję.
1571:  Dziękuję.
1574:  Ojojo, ojojoj, ojojojojoj, ojojojojoj, ojojojojoj!
1582:  Astarion!
1584:  My go powinniśmy byli uwieczcić w kamieniu w tym stroju, a nie nago!
1590:  Co za niedopatrzenie!
1596:  Najgorzej.
1600:  Posępnej ładniej w tej szacie za to.
1603:  Oddawaj, oddawaj szatę dla posępnej.
1606:  Zostawić, tak?
1609:  Oto to.
1610:  Gdzie jest nasz obóz?
1614:  Przejdź do obozu.
1615:  Bierzemy Klaudię Jachirę i wyrzucamy... Kogo wyrzucamy?
1619:  Kim jest Klaudia Jachira?
1621:  Czy ona jest wojowniczką?
1623:  Halsin.
1624:  Yahira.
1625:  Dobrze, więc teraz tak.
1626:  Musimy porozmawiać oczywiście.
1628:  Wspaniale, wspaniale.
1629:  Tęskniłem za tym.
1630:  Porozmawiać z Karla.
1631:  Zostawić Karla w obozie.
1634:  Będzie trzeba potem uzbroić Klaudię Yahirę.
1637:  Jak uzbroimy Klaudię Yahirę, to wtedy będzie git.
1639:  Jak Ci się podobało w Domu Nadziei?
1640:  My last trip to the hells ever, ever.
1647:  Co to za pokraczna, ślizgła istota się plącze za niedomagiem?
1651:  Żywiołak.
1653:  To nie jest żywiołak ognia porządny.
1654:  Teraz będziemy mieli wyłącznie ognia, ale ogień nie działał w piekle.
1659:  No such thing as a home in the hells.
1661:  If hope's happy, good for her.
1662:  But mark my words, some devil or other will push in and claim the place sooner or later.
1669:  Stick around in the furnace long enough and you'll run out of hope entirely.
1676:  Co sądzę o sytuacji, w której na prywatnej uczelni wszystkiego najlepszego dodali, jeden kierunek lekarski, jak to mówią władze w ramach prestiżu, zmienili nazwę na Akademię Medyczną.
1690:  Naczelna Izba Lekarska apelowała do Ministerstwa Nauki za regencji magistra nieuki i szkodnictwa wyższego Przemysława Czarnka, pseudonim operacyjny profesor, żeby nie robić czegoś takiego, by umożliwiać otwieranie kierunków medycznych tak łatwo.
1706:  No więc cóż mogę powiedzieć, mamy tego ponure konsekwencje.
1709:  Czy ja nie porozmawiałem z Karla, żeby ona tutaj została?
1711:  Tak.
1714:  Jahira Druidka.
1715:  Hej, żołnierzu.
1717:  Musisz na razie poczekać w obozie.
1719:  Dobrze słyszałaś.
1722:  To niedobrze, że Claudia Jachira jest druidką.
1725:  To bardzo niedobrze.
1728:  Zostaw Niamniksa.
1729:  Niamniks nie zostanie zostawiony, nawet mimo to, że nie domaga.
1735:  Uwielbiam to, że Halcyn cały czas ma ten hełm.
1737:  Zdobyć diabła w jego domenie to zakończyć go całym.
1740:  Albo powinno być.
1749:  Czemu książę i księżna się pisze obecnie przez K, a nie tak jak niegdyś przez X?
1753:  Bo X zostało w ogóle wycofane z polszczyzny w momencie, w którym przestaną używać czynnie łaciny.
1760:  Ale X rzeczywiście było wymawiane tak, KS, i z tego względu funkcjonowało długo jako skrót.
1765:  Dzisiaj się zachowało to tylko w jednym miejscu, to znaczy w kościołach i w pismach kościelnych jeszcze macie X z kropką jako ksiądz, czasem wykorzystywane.
1775:  A dwa razy X z kropką to jest księży.
1778:  A trzy razy... nie.
1781:  Opowiedzmy o spotkaniu z dziewięciopalcą, o Klaudii Jachirze.
1786:  Ah, wiem o czym mówi.
1789:  Potrzebuję informacji od niej.
1793:  I zaskoczyłabym się od ciebie, bo nie byłbym zbyt wdzięczna z prawdą.
1798:  Powiedz mi, co wiesz o człowieku nazywanym Minskiem Raczymanem?
1803:  Jego imię jest tak zauważalne jak Jihiras własne.
1806:  Heroinem czasów Jihara, który uchwycił miasto więcej niż raz.
1814:  Wrotanin.
1815:  Nie ma Wrotanina, któremu obce jest to nazwisko.
1817:  Skłamał nie do magii Amnix.
1819:  Ciekawe jestem, czy Klaudii Jachisz zostają w ten sposób miecze na plecach, jak ma inne wyposażone.
1835:  Nie.
1838:  Miki Limanówka pociesza, że w tej misji jest mało walki, okej.
1842:  Co się stało wtedy, Claudio Yajiro?
1845:  Przedtem, kiedy kiedyś słyszałyśmy o tym absolutnym... Nie pamiętam typa z chomikiem z Baldur's Gate II, ja nic nie pamiętam z Baldur's Gate II.
1851:  To, co znalazłyśmy, to był pierwszy mroczny kwiat tego plotu.
1856:  Cierpienie kultistów, w ich międzymiastach zmywające się myśli.
1859:  Może byśmy to tam skończyły, wyrzucały się od rzutu, ale przed tym, gdy mogłabym zaprosić pomocy, Minsk się wyrzucił sam.
1868:  White Key pyta, czy Triple X to pornograficzny odpowiednik Triple A.
1893:  Bardzo mi się to podoba.
1895:  Joglol pisze, że Jolol to są demony pajęczej królowej.
1899:  Nie czytam o pająkach.
1900:  Mogły one przybierać postaci bezkształtnego, mackowatego obłoku z okiem drogiej kobiety lub też wielkiego pająka.
1905:  Co jest z tymi pająkami?
1909:  Dramat!
1913:  Tak znalazłaś się tutaj, dokonałeś właściwego wyboru.
1917:  Śmiał szczęście, to zginął od razu.
1919:  Ha, ha, ha!
1920:  Jeśli byłabym jakikolwiek przyjacielem, straciłabym sobie łokcie.
1923:  Albo tak sobie pomyślałam.
1926:  Infection.
1927:  Indoktrynacja.
1929:  Eradikacja.
1930:  To było wiosną każdego z tych ludzi, których kult odzyskał do tej pory.
1934:  Ale to nie było twoje.
1940:  Beki pyta, o jaką herbatę z Farwoku polecam nie za miliony monet?
1944:  Yyy... Yyy...
1948:  Ciężkie pytanie, ponieważ nie pamiętam cen tam, wiesz, więc na pewno mogę polecić jakąś podstawową banczę, bo zakładam, że droższe będą herbaty świąteczne, więc tym bym omijał, dużym młokiem.
1959:  Ja tam piłem też bardzo dobrą herbatę, która się nazywała Milky O'Long, bodajże.
1966:  Piłem też zwykłą zieloną sęczę, też była bardzo dobra.
1970:  Natomiast niestety moja ulubiona, budżetowa herbata, czyli New York, jest niedostępna w tej chwili.
1975:  To jest załamujące.
1981:  Tak.
1982:  Chcę dostać quest Claudio Jachiro, to dlatego.
1985:  Czy ogrywam Divinity 2?
1987:  Tak.
1989:  Lepiej zaprojektowane pod względem interfejsu niż Baldur's Gate 3.
1993:  Bardzo polecam.
1996:  I czytelniejsze tury są.
2000:  Żeby wiedzieć, jakiej możesz akcji użyć w Baldur's Gate 3, musisz rozwiązać całkę
2007:  I dwa wielomiany.
2008:  Natomiast w Divinity Original Sin 2 masz kropeczki.
2012:  Po prostu.
2014:  I te kropeczki zapełniają się w zależności od tego, jak kosztochłonne jest dane zaklęcie.
2023:  Gdzie jest interfejs Divinity Original Sin?
2027:  Divinity Original Sin 2.
2030:  Proszę bardzo.
2032:  Czy to jest możliwe do wyświetlenia w jakimś powiększeniu?
2037:  No tak średnio powiedziałbym, ale może nam się uda.
2041:  No powiedzmy, tutaj macie ten przykład, tak?
2043:  Wiem, jest średnio widoczne.
2045:  Von Letyshops, proszę bardzo, tak?
2048:  Macie spel albo ruch, na czerwono się zapala i proszę bardzo, wiemy, że tyle zużyje.
2055:  Proste?
2056:  Proste.
2058:  Czytelne?
2059:  Czytelne.
2060:  Można?
2061:  Można.
2062:  I nawet jest gigantyczny interfejs z mnóstwem różnych umiejek i tak dalej.
2066:  Można sobie to wszystko nadawać spokojnie, bez żadnego problemu.
2070:  Nie ma kretyńskiego systemu sortowania, który jest nikomu niepotrzebny absolutnie.
2074:  Po prostu jest długi pasek.
2077:  Kropka.
2078:  Prostota.
2085:  Mam.
2086:  I mimo, że nie kocham mojej konkluzji, to nic nie zmieni.
2088:  Harpery są najlepszym zespołem informacji w miarę.
2115:  Baldur prostszy i lepszy?
2117:  Wow Sansha, wow
2125:  90 godzin w to gram i dalej nie wiem, o co chodzi.
2128:  Fabularnie i światotwórczo, jak to stoi?
2130:  Fabularnie i światotwórczo, Divinity w całe, to jest świat, który cały czas rozwija Yolariani, czyli świat Rivellonu.
2137:  Więc wszystkie jej gry, Divinity Dragon Commander, Divinity Ego Draconis, Divinity Original Sin 1, Divinity Original Sin 2, to są wszystko gry w jednym świecie osadzone.
2145:  Więc prawda jest taka, że dużo osób mówiło, zanim wyszło Baldur's Gate 3, że to będzie bardzo podobne do Rivellonu estetycznie, ale okazało się, że finalnie nie jest tak.
2162:  To Bix pisze.
2164:  Krzysztof, HUD w Baldurze został zmieniony w Early Accessie na prośby graczy, bo wyglądał jak w Divinity.
2174:  Mówiłem!
2177:  Jeżeli coś jest źródłem wszystkich problemów w gamedevie, to są to gracze.
2183:  W Early Accessach.
2185:  Tryharderzy.
2186:  Cholera jasna.
2189:  Aż się zdenerwowałem.
2190:  Muszę to zweryfikować oczywiście, ale dziękuję Ci, że mi to mówisz, ponieważ akurat piszę tekst o interfejsach.
2197:  Ale mnie to kompletnie nie zdziwiło.
2199:  Ale to kompletnie mnie to nie zdziwiło.
2201:  To jest mniej więcej tak, aby powiedzieć, że zrobimy Dark Souls 4, ale będziemy wykorzystywać wszystkie prośby graczy.
2210:  I później wjedzie taki kiszak, który mówi, że nie no, bug w walce z bossem to jest coś, czego się trzeba nauczyć.
2220:  No musisz się nauczyć, że tam jest bug na 97 pikselu od środka ekranu.
2228:  Tam jest bug i ty musisz go obejść.
2231:  Albo wykorzystać i to jest skill.
2233:  Naucz się grać.
2235:  Jezus Maria.
2237:  Blady strach na mnie pada.
2238:  Mam nadzieję, że FromSoft nigdy tego nie zrobi.
2244:  Dramat.
2245:  Z kolei UI Baldura pod konsolę to jest koszmar?
