🔴 Dziś uwierzę w Księżycowe Wieże | BALDUR'S GATE 3 Livestream #10
🔗 https://www.youtube.com/watch?v=4hSCUZxzajs

10:  KONIEC
502:  Wszyscy także niech będą powitani, którzy w odróżnieniu ode mnie nie czytali dzisiaj tej zajebistej...
509:  Dobre, takie świetne książki.
511:  Musicie, moi drodzy.
513:  Hierarchia Magii.
514:  Ten kanał zobowiązuje, tak?
516:  Te streamy, streamy, w których roleplayujemy jako magowie wszystkich krain, zobowiązują, moi drodzy.
523:  Zobowiązują, żeby znać cykl Hierarchia Magii.
526:  Hierarchia Magii jest wspaniała.
528:  Lucifer, Klaudagata, Poprostum, Damex, Aredel, Zuzka, Korf, Mortil, Grimhog, Miocibana, Ain, Paweł Ryman,
536:  Ewa Jędrzejczyk, Kacper Sapkowski, Krzysztof Kamil Kruczyński, Wenzant Jeidziz, Godl... Boże drogi, jak to ciężko wszystko wymawiać, El Smera, Monik665, Mortil, LuuQ89, MrFrogs, CzerwonyLis, John Lee, Kassian, Mariola Wołoszyn, Sadre Perfan,
558:  Tam wszystkich powracających, wszystkich, którzy nigdy nie byli jeszcze na wyjątkowym streamie piątkowym.
563:  To wtedy siebie też witam, bo chyba pierwszy raz mamy w piątek stream.
566:  Zuzka Korf, Pepe Uszko, Iga, Lisior, Justyna, Perwent, Miraski, Młotko, Juliusz, Józ, Rua i Pan Andrzej.
576:  Witajcie wszyscy moi drodzy, without further ado.
579:  Bez zbędnego hałasu.
582:  przechodzimy do Baldura.
584:  Dlaczego pierwsze, co nas wita w Baldurze, moi drodzy, to są jakieś Teuturlikania?
589:  Pytacie.
590:  Co to się dzieje?
591:  Mythicalis pisze, że trafiła.
593:  Rozumiem, że na stream.
594:  To dobrze, to dobrze.
596:  Czy Hierarchia Magii jest skończoną trylogią?
597:  Tak, moi drodzy.
598:  Nie byłbym tak okrutny, gdybym nie polecał wam trzeciego od razu tomu, to znaczy możecie kupić całość, przeczytać.
605:  Rozbite Imperium to jest tom trzeci.
606:  Ja powiem tyle, okej?
607:  Bo mówię to rzadko.
609:  Jeżeli szukacie czegoś podobnego do z mgły zrodzonego Brandona fucking Sandersona, to to jest ta książka.
615:  Jestem absolutnie olśniony.
619:  W tym samym stylu przemyślany system magiczny.
621:  Chyba najlepszy opis, jaki znam procesu tworzenia artefaktów magicznych.
626:  Nie będę zdradzał nic.
627:  Powiem tylko, że wydaje się, że to jest dark fantasy, a tak naprawdę są elementy clockpunkowe.
632:  Mega polecam.
633:  Coś wspaniałego.
634:  Jeszcze raz, to jest hierarchia magii.
636:  Tom trzeci to jest rozbite imperium.
638:  Tom pierwszy nie pamiętam.
640:  Tom pierwszy to jest, już widzę, tygiel dusz, potem jest krew niewinnych i rozbite imperium to jest tom ostatni.
646:  Ach, pewnie, że Krzysztof w dobrym humorze.
649:  Przeczytałem dzisiaj od godziny 12 do teraz.
653:  Przeczytałem całość.
656:  Darek Masiejczyk, dzięki za wsparcie od 18 miesięcy.
658:  Jamior, indeed.
660:  Jak najbardziej.
660:  Nie będę wam mówił, o czym jest książka.
662:  Ja wam zawsze mogę powiedzieć, jakie jest założenie światotwórcze.
667:  Założenie światotwórcze jest takie...
670:  że mamy oto świat, w którym doszło do zagłady.
674:  Zagłady prawdopodobnie magicznej.
676:  O, teraz będzie stosowna muzyka do tego.
678:  I nasz bohater znajduje się w świecie wychowywanym przez mnichów, gdzie protektorzy starają się wyplenić wszystkie przejawy magii.
686:  A nad tym procesem czuwa cesarz, który przypadkiem jest najsilniejszym użytkownikiem magii.
692:  Ciekawe dlaczego.
693:  Tyle mogę powiedzieć.
695:  Znakomicie zrobiona rzecz.
698:  Przy okazji widzę, że
700:  Kofie, Guni3353 jest Jamnikołajem, myśmy jeszcze nie zaczęli, a już się pojawia Jamnikołaj, Momo Zapominajka, Miraski, Poprostum, Sadreperfan, Istota Żyjąca, Mariola Wołoszyn, Ewil oraz Jamnik i Szaraza dołączają do grona wspierających, proszę bardzo, Niuchacz tańczy!
723:  To jest jedyny taniec, który umie zrobić niuchacz.
725:  Przysięgam wam.
725:  Niuchacz jest zbyt tłusty, żeby wykonywać jakiekolwiek inne ruchy.
730:  Jamnikoje dla Jamnikoje jak zawsze, moi drodzy.
734:  Ciężkie życie, zdobyłem rangę S, najwyższą w najtrudniejszej misji na hardzie w Amort Core 4, pisze Budowniczy Pylonów.
741:  Te rankingi, co my byśmy bez nich zrobili?
744:  Krzysztofie, czy polecasz jakieś outlety z książkami albo sklepy z tanimi książkami?
747:  Ja kupuję w taniej książce po prostu, bo jestem bardzo leniwym człowiekiem, więc wpisałem w Google tania książka, był sklep, który się nazywał Tania Książka i od tego czasu tam kupuję, ponieważ mam duszę krakowsko-poznańską.
760:  Ja dzisiaj zakończyłam Czarodzicielstwo, Pratchetta pisze Memorii, o, dobre rzeczy.
765:  Dzień dobry, Gorbex, witajcie wszyscy przybywający.
767:  Za dużo szybkiego czytania.
768:  Jamnik pisze Iga.
769:  Dzięki za wsparcie od 6 miesięcy.
771:  Ja czytam szybko z uwagi na to, że swego czasu bardzo dużo recenzowałem, wiecie, i to dlatego.
776:  Zastanawiacie się, co tu się działo ostatnio i wiecie co?
779:  Ja też.
782:  Wiem tyle, że tu była jakaś kapłanka i to nie była jamnicza kapłanka Allenstein.
787:  To była kapłanka świetlista, która została zaatakowana przez skrzydlatego diaboła, moi drodzy.
795:  Zaskakująco tania książka ma faktycznie tanie książki.
797:  I wiecie, za co szanuję Larianów?
799:  Że faktycznie był atak, skrzydla tych koszmarów i zobaczcie, są ślady zniszczeń, nie?
806:  W każdych innych okolicznościach nie byłoby śladów zniszczeń, bo po co?
810:  Po prostu dziękuję za prezent.
812:  Widzicie?
813:  Wystarczy wpaść na stream i się pojawiają nagle jamnikołaje.
816:  O, proszę bardzo.
818:  Ten nas zaatakował, moi drodzy.
820:  Kułak Markus.
822:  Krzysztof nie ma zielonego pojęcia, co teraz robić.
825:  Rozwiąż sprawę porwania.
826:  Zakończone.
827:  Proszę bardzo.
828:  Uwolnij malarza.
830:  Nie.
830:  Zdejmij klątwę cienia.
833:  Aby ziemia została uzdrowiona, musi być on pokonany.
836:  Dobra, moi drodzy.
837:  Z tego, co pamiętam, mówiliście mi, iż należy...
841:  Udać się w to miejsce, wtedy jak uratujemy kapłankę, czyli zabić Orfona, a potem idziemy w stronę księżycowych wież i ja w to nie wierzę.
850:  Co oglądać po The Peripheral?
852:  A jeżeli nie mam pomysłu na sen, polecam ci Westworld, jeżeli nie widziałeś, Łaś, Łuś.
860:  Jaką dziedzinę nauki określimy jako najbliższą magię w prawdziwym życiu?
862:  Chemia.
863:  Alchimia po arabsku znaczy to, co nasza chemia, a my to wzięliśmy w średniowieczu jako alchemię, prawda?
871:  Krzysztof zawsze mówi o sobie w trzeciej osobie.
875:  Jako osoba z Poznania, pisze Marcin Mazurek, potwierdzam, że tania książka jest tania.
879:  Ostatecznie potwierdzenie, moi drodzy.
883:  Westworld sezon pierwszy jest dobry?
885:  Ja bym jeszcze bronił sezonu drugiego.
886:  Myślę, że sezon pierwszy i drugi spokojnie można obczaić.
892:  Nie chcę umieścić własnego znacznika.
894:  Zobaczcie, jak na mapie kuncwotów popierdalają tutaj.
897:  Jamnicza kapłanka z Allenstejny z Jamnikołajką.
900:  Kto otrzyma wsparcie od Mścibor?
903:  Proszę, jakie słowiańskie miano!
907:  JamNikołajedla, JamNikołajki, jak zawsze moi drodzy, ruszamy!
911:  Co się dzieje?!
913:  MaxWu potarował wsparcie 50!
916:  My nie zaczniemy grać dzisiaj!
919:  My nie zaczniemy, moi drodzy, mamy zwyczaj taki, że wtedy puszczamy jakąś muzykę.
922:  Czy ja mam jakąś nową muzykę?
924:  Niech mam jakąś nową muzykę.
930:  Okej, lecimy!
931:  Lecimy z tym!
932:  Lecimy!
935:  Jurame, Natak, Mikołaj Trąd, Maja, Krzysztof W., Tomasz Wasilak, Bartłomiej Karczmarczyk, Erhard, Kaczk, Dariusz Tokarczuk,
950:  Ogóreczki, Kwaśna Jeżynka, otrzymują wsparcie od Jan Nikołaja Maksa Fu, Mateusz Madej, Przemek Woźniak, Mrówa, Radi Czerw, Grzegorz Leszczyński, Krwus, Psycho Bobby, SS Desiak, Reptile na fazie, Zbirku, Stanisław Szpara, Natka od Pietruszki, Radosław Marichal Piwko,
974:  Tenki, to jest wszystko, co potrafi zrobić juchacz w temacie tańca.
977:  Alan Aleksandrowicz, Sebastian Żołnowski, Elgion, Teknkl, JTR, Piotr, Duchu, ja.
985:  Czułem wsparcie od Jan, Nikołaja, Maxa W. Przepraszam za tę muzykę.
992:  To był naprawdę przypadek.
995:  Dziękuję jeszcze raz, MaxW, za przehojne jamnikołajenie, dziękuję Guni i dziękuję jamniczej kapłance Allenstein.
1001:  Co za początek, moi drodzy.
1004:  Poza naszymi widzeniu haczaj przy tej muzyce, Kasper, prawda?
1007:  Dobry zwyczaj za jamniczaj, tak jest.
1010:  Tak jest, moi drodzy.
1011:  Tak jest.
1014:  Jak stąd wyjść?
1016:  Wiecie jak?
1017:  Teleportem.
1021:  Czy będzie jakiś Steam z Genshin na najbliższym czasie?
1023:  Czy w najbliższym, to nie wiem, ale na pewno będzie, bo chciałem zrobić fabułę z wami.
1027:  Zresztą nie robię fabuły specjalnie swojej, moi drodzy.
1031:  Czekam, aż będzie live.
1034:  Proszę bardzo, ludzie dziękuję za prezenty, jam nikołajom.
1041:  Zaraz mój drugi egzamin w tym roku w chmurze, stresuję się, piszę, witam.
1044:  A tutorzy, a wiesz, umówienie się z kimś dobrym z chmury, kto będzie wspierać w tym wymiarze, może to jest dobra opcja, nie?
1055:  Ja zawsze się staram ze studentami pogadać przed egzaminami i moja metoda jest taka, żeby totalnie odciągać uwagę od egzaminu.
1066:  W tej wiosce kup zbroję Yuan-Ti.
1070:  Skąd znam w ogóle słowo Yuan Ti?
1073:  Skąd ja je znam?
1075:  Ja to muszę sprawdzić.
1077:  Boże, ta muzyka.
1082:  Uuuu... Moi drodzy... Yuan Ti są rasą powstałe z krzyżówki ludzi z wężami, charakteryzującą się ogromnym zróżnicowaniem budowy ciała i z tego wspólne zwywyższanie się ponad inne rasy i dążenie do władzy nad światem.
1098:  To jest jamnik!
1101:  To jest jamnik z sejmitarem!
1105:  Który został przeklęty przez jaszczuroludzi.
1107:  Nie inaczej.
1108:  Wężoludzie, tak?
1112:  Znasz chyba z Icewind Dale 1 i 2.
1114:  To jest możliwe.
1115:  To było w takich pomrokach myjnie pamięci schowane, że nie macie pojęcia.
1119:  Łyka Szyad poszedł do przedszkola i pisze Anela, a ja chcę, żeby był w chmurze.
1122:  Dobre plany.
1123:  W ogóle się cieszę, że rozważacie edukację domową.
1125:  To jest zawsze... Pamiętajcie, że oczywiście szkoła w chmurze to jest tylko jedna z opcji.
1130:  Edukacja domowa to jest najlepsza rzecz, jeżeli możemy sobie na to pozwolić, jaką można zrealizować.
1136:  Gdzie macie te zbroje Yuan-Ti?
1139:  Pokaż, co masz na sprzedaż.
1141:  Gdzie macie zbroje Yuan-Ti?
1142:  No jest, zbroja łuskowa Yuan-Ti.
1145:  Średni pancerz.
1147:  Dla kogo to będzie dobre?
1149:  Zasadzka, zyskaj premię do testów inicjatywy.
1151:  Ej, to to jest dobre dla Astariona, moi drodzy.
1153:  Czy Astarion może tego użyć?
1155:  Lekki pancerz.
1157:  Chyba nie ma biegłości w średnich pancerzach.
1160:  Te jamniki są cudowne, pisze po prostu.
1162:  Czy to jest ten moment, moi drodzy, kiedy po raz kolejny polecam wam Dominikę Jamnikotwórczynię Klimczak i jej utwory artystyczne.
1176:  Dobrze, to zdecydowanie nie było to, czego szukałem.
1180:  Dobrze już znalazłem.
1182:  Proszę bardzo.
1183:  Więc Dominika Jamniko, twórczyni Klimczak, po pierwsze, ma swojego Instagrama, którego bardzo polecam, a po drugie, robi takie grafiki, moi drodzy.
1191:  Ja wiem, niebawem też będą Jamniki, pracujemy nad tym z Dominiką, ale nic na razie nie zdradzam.
1196:  Więc polecam, polecam zarówno ten sklepik Dominiki, jak i śledzenie jej na Insta, ona tam wrzuca przepiękne rzeczy, absolutnie.
1204:  Dominika Miszka Klimczak, moi drodzy.
1207:  To ona.
1209:  Lore, yuan-ti to starożytna rasa stworzona przez rasę stworzenia sarr... sarruków, potężnych, antycznych, wężowo-podobnych stworzeń, które osiągnęły najwyższe szczyty magii, tworząc jej fundament.
1219:  To oznacza, że musimy to mieć, moi drodzy.
1222:  Ta zła plus pylenka może wycisnąć 20 plus j, nie wiem co to jest j, ale ja to kupuję.
1228:  To na pewno, tylko to kosztuje 1472.
1231:  Czy wy chcecie... Czy wy chcecie, żebym ja kompletnie zbankrutował?
1239:  Więc to może niewielu, moi drodzy.
1241:  Brak biegłości.
1242:  Astarion, brak biegłości.
1245:  Czyli to może, moi drodzy, tylko ona.
1249:  Ona ma już dobrą... Niestety.
1252:  Ale może też, moi drodzy, nasz druid.
1257:  Czemu ty masz tak mało złota?
1258:  Ja zawsze mam mało złota.
1261:  Ile ty masz powiadomień, Krzysztof?
1262:  Ja zawsze mam bardzo dużo powiadomień, moi drodzy.
1264:  Niestety.
1265:  Dane mi było dzisiaj zobaczyć czarnego jamnika w białołatki.
1268:  Piękny widok.
1269:  Jest to prawda, Pepe.
1270:  Trzeci najgnośniejszy.
1271:  To jest piękny widok.
1273:  Co się dzieje?
1274:  Dawid Kaźmierczak jest też jamnikołajem!
1277:  Bogowie!
1279:  Perwent, Elesmera, dobrze, kupuję, dobrze, ja wiem, kupuję tę zbroję u U&T, niech wam będzie, teraz już nie mam wyjścia.
1288:  Loginex, WestStrongestLapes, Stichy, Sabina Watertree, Kacper Eł, Elesmera, ZarysLolHighlights, Garkain, o jak wąpiesz.
1299:  Będąc logicznym, Mosion1009, Sandra Basińska, MaciejLCF i Iskranna, cóż za piękne miano.
1307:  Otrzymują wsparcie.
1309:  Mówicie, że jest jeszcze peleryna?
1313:  Ja naprawdę, ja naprawdę zbankrutuję!
1317:  Gdzie, co to jest?
1318:  To jest płaszcz... No faktycznie, lepszy.
1322:  No szlag mnie trafi!
1324:  Ale dobrze, jak balować, to balować!
1327:  Dziękuję serdecznie JamNikołajowi, Dawidowi, Kazimierczakowi.
1330:  Czy Dawid otrzymał dostateczną liczbę JamNikołajów na czatach?
1333:  Ja się pytam, moi drodzy.
1337:  Czy jesteście zadowoleni z moich zakupów, moi drodzy?
1340:  Gdzie jest ta peleryna?
1341:  Przed sekundą ją kupiłem.
1344:  Dobrze, tu jest ta peleryna.
1348:  Oj oj oj oj oj oj oj oj oj.
1355:  Przepraszam bardzo, dlaczego Niedomagiamniks... Dlaczego Niedomagiamniks nosi żelazko na plecach? !
1363:  Dlaczego nie do magii, a nikt znosi żelazko na plecach?
1366:  To jest obrzydliwe.
1368:  Won mi z tą lirą.
1369:  Komuś dać płaszczyk?
1371:  Komuś?
1372:  Moi drodzy.
1374:  Pytanie.
1374:  Kto może odostać płaszcz?
1378:  Oczywiście, że Astarion.
1380:  No i pięknie!
1382:  No i pięknie!
1384:  Czy Astarion wreszcie wygląda jak wąpierz?
1386:  Jak porządny wampirzy książę?
1389:  Gdzie legalnie obejrzeć Westworld?
1391:  A po co legalnie, skoro HBO Max się tego pozbyło?
1394:  Przestań mieć skrupuły, Lisior.
1397:  Absolutnie nie polecam w tym kontekście serwisu, który, jego nazwa zaczyna się na By Flix, a kończy na to.
1405:  To jest dywan, Feniks i dywan.
1406:  Znacie książkę Feniks i dywan?
1408:  Edith Nesbitt to napisała.
1409:  Pięcioro dzieci i coś, Feniks i dywan i tajemnice amuletu.
1412:  To są wszystkie tomy.
1415:  Proszę bardzo, kilka godzin z tym żelazkiem chodziłeś, naprawdę?
1418:  Nie zauważyłem tego.
1420:  Jakim magiem jestem, pyta Bartolomeusz, magiem wody.
1423:  Ciemny granat to jest mag wody, jasny błękit w sigillach trybutariuszy to jest magia powietrza.
1435:  Piractwo i to renty.
1436:  No właśnie istoto żyjąca w tym temacie uważam, że jeżeli albo korporacja nas strzyże i jest nieuczciwa, albo korporacja jest zarządzana przez debili, którzy uniemożliwiają nam zapłacenie za coś, to wtedy piractwo jest uzasadnione.
1450:  Ja ostatnio tak miałem.
1452:  Chciałem obejrzeć jakiś film i usiłowałem kupić na Amazon Prime, bo tam jest taka opcja, jeżeli macie usługę Amazon Prime Video, to można też wykupić, wypożyczyć film.
1460:  No i się nie dało.
1462:  Spróbowałem raz, spróbowałem drugi raz, spróbowałem trzeci raz.
1464:  To jest mniej więcej tak samo, jak w Uber Eatsie jest, że próbujecie zamówić coś, następnie wyskakuje powiadomienie, że chcemy ochronić film.
1472:  ochronić twoją kartę przed rabunkiem, jesteśmy dobrzy, chronimy cię, wpisujecie kody i tak dalej, po czym cofa was okienko wcześniej zamówienia i musicie znowu złożyć zamówienie.
1484:  Jak znowu złożycie zamówienie, to jest znowu potwierdzenie z banku, bo my musimy ochronić twoje pieniądze, żeby... Ja jestem przekonany, żeby gdyby ktoś usiłował ściągnąć mi z konta
1498:  Gigantyczną kwotę, tak?
1499:  Te dwa miliony złotych ostatnio były z mBanku ściągnięte i gościowi zrobili debet.
1504:  Słynna sprawa.
1505:  Nie byłoby jednego powiadomienia!
1509:  Trzeba cichosieńko by wszyscy siedzieli, żeby ci... A niech by 13.50 za croissanta z Uberitza.
1518:  Alarm!
1519:  Alarm!
1520:  Ochronić konto!
1523:  Złodziejstwo potencjalne!
1525:  Z tej samej lokalizacji, z tego samego sprzętu, o tej samej godzinie, ten sam człowiek zamawia, to na pewno jest złodziej!
1533:  Alarm!
1533:  Alarm!
1534:  Aaaah!
1536:  Kocham, kocham dobry UX, jak wiecie.
1539:  Kocham.
1542:  To samo było z Amazon Prime.
1543:  Usiłuje kupić film, a Amazon Prime jest taki, nie no Krzysztof, no nie będziesz wydawał na film legalny, no.
1552:  No, no wpisałeś kody do banku, wszystko wpisałeś, ale my nie weźmiemy twojej pieniędzy.
1560:  Ja się stydzę.
1561:  Jeff Bezos łyskał sobie łysinką i nie no Krzysztof, ja się stydzę.
1566:  Ja nie wezmę od ciebie.
1569:  Już płacisz te subskrypcje, to ja od ciebie nie wezmę.
1574:  Prosta sprawa.
1580:  Czy można headcanonować brązowe insygnium magiczne jako maga fekalnego?
1583:  Pyta zły czarownik.
1585:  Headcanon zawsze zwycięża w hierarchii wszystkich kanonów nad innymi kanonami.
1589:  W tym także nad kanonem Pachelbella.
1592:  Moi drodzy, tutaj są poważne rzeczy.
1595:  Czy my jesteśmy wyposażeni w zaklęcia?
1598:  Dlaczego ja nie jestem wyposażony w zaklęcia?
1601:  Przyjmijmy, że jestem wyposażony w zaklęcia.
1605:  Czy widziałem nowe trywy Castlevania?
1606:  Jezu, jak ja czekam na Castlevania Astray, niesamowicie.
1609:  Astarion czy Henry Cavill?
1612:  A czemu nie Henry Cavill grający Astariona?
1616:  Tutaj nic nie ma, moi drodzy, są tylko te drzwi, nie mamy żadnego wyjścia.
1620:  Jestem po całym tygodniu słuchania o tym, jak bardzo nasza klasa nie poradzi sobie na maturze, pisze Bondziorno.
1625:  Nie mogę się doczekać tych następnych 8 miesięcy.
1627:  Już?
1628:  Już tak szybko?
1629:  Ja już słyszałem, że są pierwsi nauczyciele, którzy zaczęli zadawać szalone zadania domowe i robić kartkówki.
1634:  Przypominam, tydzień minął.
1636:  Więc nauczyciele są troszeczkę tak Jeff Bezos w tym momencie.
1639:  Przepraszam, Jeff Pesos.
1643:  Widzicie, nauczyciele pierwszego tygodnia szkoły Be Like.
1651:  Mam coś za... za dużo wolnego czasu i za mało pieniędzy na koncie.
1658:  Hmm... Nie mogę napisać na profilu nie dla chaosu w szkole, że mam za dużo czasu i za mało pieniędzy.
1666:  Wiem!
1668:  Siedemnaście kartkówek.
1671:  I od razu będzie można napisać, że nie ma godzin przed tablicą, tylko są godziny ciężkie!
1677:  Dwanaście godzin każdego dnia!
1678:  Aaaa!
1680:  Sprytne i chytre O co tu chodzi moi drodzy w tej kaplicy?
1686:  Co tu się będzie działo?
1689:  Głośniej gra, będzie głośniej gra.
1714:  O, kartkówkę już zapowiedzieli na poniedziałek, pisze poniedziałek.
1716:  Jest w pakiecie.
1717:  Świetnie.
1717:  Zwój ściany kamieni.
1718:  Mam... Jak to poziom maga za niski?
1721:  Jak to poziom maga za niski?
1723:  W ogóle czemu jest tak?
1726:  Dziękuję.
1727:  Poziom maga nie jest za niski.
1729:  To jest obrzydliwe.
1730:  Dziennik Keterika Thorma.
1731:  Może się... Z tego coś jakoś dowiemy, moi drodzy.
1737:  Słuchaj, Baltazara nigdy nie brzmiała tak obiecująco.
1740:  Ja bym czytał.
1757:  Mitchell'a Hogana.
1757:  Będę wam dzisiaj cały czas to polecał, aż przeczytacie.
1761:  Rozbite Imperium, trzeci tom Hierarchii Magii.
1763:  Czy kojarzę książkę Cień utraconego świata?
1765:  Chyba nie.
1766:  Nie kojarzę.
1767:  Powinienem.
1769:  Jamnik pisze, że jest korepetytorem, telefony się urywały, bo kartkówki w poniedziałek ze znajomości materiałów z zeszłego roku.
1776:  No dobre, nie?
1777:  Dobre, dobre, dobre.
1779:  Bardzo dobre.
1781:  Niczemu to nie służy.
1784:  Ponad, oczywiście, celebracji nieskutecznych metod nauczania.
1787:  To jest jedna z najmniej skutecznych metod nauczania, jaka istnieje.
1791:  Jedną mniej skuteczną rzeczą jest tylko powiązanie przycisku Alt, który służy ujawnieniu przedmiotów w okolicy, z durnym efektem, o który absolutnie nikt nie prosił, to znaczy prawym przyciskiem myszy, który muszę wcisnąć wtedy, kiedy znajdę przedmiot podświetlony Altem i chcę go przeczytać.
1811:  Jak to możliwe, że odeszła?
1813:  Dokąd się udała?
1814:  Księżycowa Panna nie może być tak nieczuła.
1817:  I okrutna.
1818:  Nie dla swojego najwierniejszego sługi.
1820:  Nie po tym, co stało się z Melodią.
1823:  Przypomniała mi to postać z Shadow Tactics.
1828:  To jest taki X-COM, tylko że w świecie samurajów.
1831:  I jest tam taki kaszojad, który krzyczy... Ja nie mam Melodii!
1836:  Ja nie mam Melodii!
1840:  Za każdym razem, jak się go kliknie i wyda się jej rozkaz zagrania na jakimś fleciku.
1849:  Za każdym razem, jak widzę melodii albo melodie, to sobie to przypominam.
1853:  Jest to okropne.
1854:  Baal, dzięki za wsparcie i za atrybut.
1856:  Jak pójdziesz za daleko w tej krypcie, blokujesz sobie wszystkie wątki z wieży?
1860:  Naprawdę?!
1861:  Ja myślałem, że właśnie tutaj należy przyjść!
1865:  Wychodzimy stąd zaraz, jak przeczytam ten dziennik.
1868:  To nie ma sensu.
1868:  Żadnego sensu.
1869:  Wiem tylko tyle, że nie przeżyję.
1871:  To są słowa niedomaga i amniksa tak naprawdę.
1874:  Jedynym wyjściem jest zapomnienie.
1875:  Wejdę w objęcie nicości.
1876:  Znajdę wstchnienie w nieistnieniu.
1878:  To brzmi jak ta mantra, którą mieliśmy razem z Mistrzem Zen w cyberpunku.
1882:  Żaden człowiek nie zdoła przeżyć, wiedząc to, co wie.
1885:  Widząc, co może utracić.
1886:  Char to rozumie.
1887:  Tylko jej łaskę można pojąć.
1889:  Mój umysł jest pełen czarnych plan.
1891:  Ale to jest... LAM!
1893:  Chyba, że to jest plan lekcji.
1894:  Ale to wciąż za mało.
1896:  Pustka.
1897:  Czas.
1899:  Nicość.
1900:  A mimo to wciąż pamiętam.
1901:  Pamiętam wszystko.
1902:  Bijące serce nie ma litości.
1904:  Życie nie ma żadnej litości.
1906:  Gra mówi generalnie, gdzie jest za daleko.
1910:  Dobrze.
1911:  To zaryzykujemy.
1913:  Najwyżej tak miało być.
1915:  Oby nauczenie było lepiej od października.
1916:  Nie nastawiajcie się, moi drodzy.
1918:  Pamiętajcie, że ideą reformy Handkego było uczynienie z uniwersytetów przedłużenia liceum.
1924:  I zmuszenie wykładowców do tego, żeby się zachowywali jak przedszkolanki.
1927:  W związku z powyższym niestety bardzo się może okazać, szybko, że jedzie podobnie.
1935:  Okej.
1936:  Religia, sukces.
1937:  To jest coś, co incydentalnie nie zdarzyło się w całym moim życiu.
1940:  Meme i mnemotechniki to to samo?
1942:  Czy wprowadza się do procesu nauczania?
1944:  Absolutnie memy i mnemotechniki to nie jest to samo, ale jest coś takiego jak memetyka i to jest teoria memów, tak?
1951:  Albo kultura memetyczna, kultura, w której my żyjemy i
1955:  Przesyłamy memy.
1956:  Natomiast mnemotechniki to są techniki zapamiętywania.
1958:  Moim zdaniem to już jest mocno przestarzałe, bo nie potrzebujemy zapamiętywać wiedzy.
1963:  Oczywiście nauczyciele tego wciąż nie ogarnęli, ale myślę, że jeszcze jakieś 140 lat i się zorientują, że jest internet.
1970:  Tutaj Gęślina poczeka do 26, bo wleci 4.1 update.
1972:  Mówiłem, mówiłem.
1974:  26 to Krzysztof w ogóle będzie się urlopować, moi drodzy.
1978:  Memiczny to ten cały kraj jest, powiedział sentencjonalnie Kingio.
1982:  Rozkazy generała Thorma były jasne.
1984:  Aby odkryć to, co kryje mauzoleum, trzeba podążyć jego śladem.
1987:  Podążyć śladem mauzoleum, powtarzając każdy jego ruch i czyn.
1990:  Chyba że to są takie mauzolea jak z Elden Ringa, które się poruszają na takich nóżkach.
1995:  Wtedy to rozumiem.
1997:  Jak pójdziesz do wieży, dostaniesz questa, żeby iść dalej do tej świątyni.
2000:  Okej.
2001:  Generalnie ja i tak jestem tutaj mocno zagubiony.
2004:  Gnomżur, witamy Gnomeus, serdeczności.
2008:  Dzięki serdeczne za trybut.
2010:  Gnomeus ma taki zwyczaj, że się wita kontaminacjami.
2013:  Kontaminacja to jest połączenie dwóch słów w jedno.
2016:  Albo wyrażeń, na przykład macie wyrażenie...
2019:  leje jak z cebra i pasuje jak wół do karety.
