🔴 Bardzo piękny Zachód — HORIZON: FORBIDDEN WEST #4
🔗 https://www.youtube.com/watch?v=pYHOr0gPNdU

398:  Muzyka Muzyka
666:  I dziękuję Ci serdecznie przy okazji 25 lat... Boże, lat miesięcy wsparcia.
671:  Nie, 25 lat wsparcia to byłoby za dużo, bo to by znaczyło, że Krzysztof musiałby 25 lat być na YouTube.
679:  Może kiedyś, moi drodzy, będę 25 lat na YouTube, ale to pod warunkiem, że medycyna znajdzie nowy sposób hodowania jelit, wątroby i kręgosłupa.
691:  Tylko wtedy.
693:  Tylko wtedy, moi drodzy, skąd decyzja o zmianie pianki na grubo, teraz będziesz mógł mówić papanada przez przesterów.
699:  To prawda, to prawda, Szymon.
700:  Właśnie stwierdziłem, że to jest ostatnia rzecz, której potrzebujemy, żeby nie było obrzydliwych spółgłosek zwartowybuchowych.
706:  Jakie polskie tłumaczenie teorelu?
708:  Nie!
709:  Proszę bardzo tutaj nie utyskiwać głosowane, bo oczywiście, że było głosowane, moi drodzy.
713:  Mimo, że powiem wam szczerze, miałem bardzo małą motywację, bo wciąż się nie przemeldowałem do Krakowa, w którym mieszkam od lat.
722:  Tak, ja bardzo długo unikam chodzenia do urzędów.
725:  W końcu będę musiał to zrobić i się motywuję, żeby to zrobić w ciągu najbliższych tygodni, bo denerwuje mnie głosowanie na wójta zamiast bycia...
731:  wygłosować dla prezydenta miasta i jeszcze moich wspaniałych znajomych, którzy akurat kandydują, więc byłem zły wyjątkowo w tym roku, ale poszedłem mimo to, bo należy.
739:  Obywatelski obowiązek to.
741:  Kontynuujemy grę.
744:  Zostaniesz Robomagosem?
746:  To jest możliwe.
747:  To jest możliwe.
748:  Jeżeli wymienię wszystkie swoje organy na augmentacje cybernetyczne, wtedy będę oficjalnie członkiem AdMechu.
758:  I co?
758:  Gdzie ja jestem?
760:  pęknięte niebo.
761:  Ja wiem!
762:  Moi drodzy, pamiętam, co się zdarzyło ostatnio.
764:  To znaczy, wchodziliśmy na wspaniałego pionowego jamnika i udało się to zrobić.
769:  Nie wiem, gdzie on kroczy.
771:  Musimy znaleźć pionowego jamnika, inaczej ten stream nie będzie szczęśliwy.
775:  Nie żartuję.
776:  Jak samopoczucie?
777:  Akurat Aloj zaczęła kaszleć.
778:  Samopoczucie u mnie względnie dobrze.
780:  Ta rada się zmienia powoli w hejtera polskich przekładów.
783:  Przynajmniej w segmencie filmowym ogromne tendencje do bycia koszmarnymi.
786:  Bywa tak, to prawda.
788:  Bywa tak, to...
790:  Okej, co mnie atakuje?
791:  Co się dzieje?
792:  Nic nie rozumiem.
794:  Co ja mam robić?
795:  Pęknięte niebo, wróć do Katol... Jest Żyraf!
800:  Jeej!
800:  Popatrzcie, jak dumnie kroczy!
803:  Jaki jest szlachetny i wspaniały!
808:  Nie atakuj mnie, jak się zachwycam Żyrafem!
812:  No przecież ja się rozindyczę.
813:  Atakują mnie niewidzialne znowu potwory, z którymi jeszcze się nie nauczyłem znowu walczyć.
820:  Kół, kół, kół, kół, dzik!
830:  Fantastyczny początek.
831:  Widzicie, to dlatego, że nie patrzyliśmy długo na żyrafa.
835:  Dramat.
838:  A czy możemy się wreszcie doczekać tak swoją drogą, moi drodzy, głosowania, które będzie internetowe?
843:  Ja nie wiem, ale mam ogromną taką nadzieję.
845:  Dobrze, przywołujemy swojego wierzchowca, nawet jeszcze pamiętam, jak się to robi i podróżujemy do najbliższego.
854:  a my jesteśmy całkiem blisko.
857:  Jeszcze nową misję zgarniemy po drodze.
859:  Tak, w zasadzie powinniśmy jeszcze pójść do tego ogniska, żeby spodblokować punkt szybkiej podróży.
863:  To zrobimy.
865:  Czy nie jestem zmęczony pogodą, bo wczorajszym?
867:  Dlaczego miałbym być zmęczony?
868:  Ja jestem naenergetyzowany.
873:  O nie, tu jest to dziadostwo.
876:  Ja jestem naenergetyzowany, zwłaszcza walka z Valkyrią mnie zachwyciła.
880:  Dobrze, udało się.
883:  Uuu, dobra i teraz możemy teoretycznie szybko, szybko drużować.
888:  Szybkodróż brzmi lepiej niż szybka podróż.
891:  Tu jest... Dlaczego misja główna zniknęła?
894:  Co się tutaj w ogóle dzieje?
895:  Moment, stop.
896:  Nie no, misja główna nie zniknęła.
899:  Tylko teraz pokazuje nam się zupełnie inaczej.
901:  Nic nie rozumiem.
903:  Nie mamy otóż żadnego ogniska w pobliżu.
905:  A, bo tu jest wielka góra.
909:  Bo myśl, a już wszystko rozumiem, czyli możemy też tędy iść, ale możemy też iść tędy i wtedy sobie pozwiedzamy.
915:  Pozwiedzamy sobie.
916:  Walka z Valkylią była epicka, wiecie co, tak i cieszę się strasznie, że nie zdecydowałem się na to, żeby upgrade'ować siebie i swoją postać i runy i uzbrojenie, tylko jednak challenge, lekcja solsowa robi swoje, powiem wam.
930:  Głosowanie przez internet jest problematyczne, jeżeli chodzi o tajność.
933:  Nie wtedy, jeśli... Dobra, pomyślmy nad tym.
936:  Zwłaszcza jeżeli mamy na czatach ludzi specjalizujących się w cyberbezpieczeństwie, a nigdy nie wiadomo.
941:  Rzucam coś takiego.
943:  Połączyć to z uwierzytelnieniem biometrycznym, które mamy.
947:  I tak w ten sposób będziemy zyskiwali w kulturze internetu, ponieważ ludzie będą musieli mieć na przykład jakieś konto swoje oficjalne.
955:  Jeżeli ktoś będzie chciał sobie zrobić jakieś dodatkowe, to spoko.
960:  Co tu się dzieje?
962:  Ale tak mielibyśmy jedno konto dla spraw urzędowych.
965:  Przez OM-u obywatele na przykład.
969:  Podwójnie uwierzytelnione.
971:  Strzelają w nas.
973:  Dlaczego tak się dzieje?
977:  Znaczy też mi się wydaje, że cyfrowe wybory trudniej jest nawet sfałszować, jeżeli są dobrze zrobione.
982:  Dobrze, co tutaj się dzieje?
983:  Gdzie ja jestem?
983:  To jest jakaś poboczna misja, prawda?
988:  Tak, to jest poboczna misja, gdzie będą nas strasznie, strasznie atakować i nie będziemy mieli z nimi żadnych szans.
994:  Bo to jest jakiś rejon, który w ogóle mi nie sprzyja.
998:  Więc ja po prostu ich ominę.
1001:  Czy mogę to zrobić?
1003:  Mogę to zrobić.
1004:  Boże, co tu się w ogóle dzieje?
1008:  Pogubiłem się na kompasie.
1009:  Czy ktoś jest zdumiony?
1010:  Dobrze, teraz idziemy na Azymut.
1012:  Jest dobrze, jest dobrze.
1013:  W God of War lepsze są znaczniki.
1016:  Nie no, żartuję.
1017:  Mamy, moi drodzy, szczęście, bo gramy w tym momencie w dwie przepiękne gry.
1021:  To jest akurat główna misja, pisze Tarael.
1023:  Nie no, zaraz, zaraz, ale to prawdopodobnie późniejsza główna misja.
1027:  Fizycznie nie jesteś w stanie powiązać osoby z karty do głosowania cyfrowo, da się przypisać głos do osoby.
1035:  Nie rozumiem.
1038:  Ja bym chciał zapewnić tajność, by dany głos nie był przypisany do danego konta.
1041:  A, w ten sposób wam... Aaa, czyli chodzi wam o sytuację, w której ktoś na przykład bierze mój telefon i głosuje za mnie.
1047:  No ale dobrze, jeżeli byłoby uwierzytelnienie biometryczne, to wtedy nie.
1051:  Chyba.
1052:  Znaczy, wyobrażam sobie, że w rodzinie na przykład ktoś mógłby kogoś zmusić.
1056:  Faktycznie.
1057:  Chyba.
1058:  Nie wiem.
1062:  To są do zrobienia trzy misje główne, każda to jest komponent GA i można je zrobić w dowolnej kolejności.
1066:  Tak, tak, tak, ale ja chciałem zrobić w kolejności, która została przegłosowana przez czaty ostatnimi czasy.
1072:  Jezus Maria, to jest wielkie!
1074:  That's what she said.
1075:  Problematyczne odnośnie też wykluczenia cyfrowego.
1077:  Nie każdy ma dostęp do sprzętu z biometrycznym uwierzytelnieniem, niestety.
1080:  Jup, no ale ten jest problem, który został rozwiązany jakby przez M-Obywatela.
1084:  Zakładam, że w którymś momencie rząd może dążyć do tego, żeby każdy miał M-Obywatela z uwagi na konieczność załatwiania spraw.
1090:  Więc przyszłościowo może się da.
1093:  Wnusiu, pokaż babci, jak się głosuje.
1095:  I cyk na lewicę.
1095:  A w ten sposób.
1096:  Widzicie?
1097:  Dlatego was pytam o takie rzeczy, bo macie mroczne pomysły.
1100:  Ja w ten sposób weryfikuję swoje idealistyczne przekonanie dotyczące technologii, bo tak, ja jako technoentuzjasta mam bajas.
1108:  Co to jest za maszyna, na której jeździmy?
1109:  To jest byczek, ale nie bzyczek.
1110:  Byczek bzyczek jest w Hollow Knight'cie.
1114:  Jakie to są problematyczne do wdrożenia?
1115:  Jak weryfikować biometrycznie z domu?
1116:  Jeżeli weryfikacja jest na serwerach rządowych, to twoje dane biometryczne musiały być przesyłane przez sieć.
1120:  To jest rzecz do researchowania, ale nie ma bulletproof rozwiązania na dziś.
1123:  Pisze Szymon Wróblewski.
1124:  Niedobrze.
1126:  Jak się podoba czytanie składu wody przez niwleta podczas grania?
1129:  Wyciszam go.
1131:  Nauczyłem się przy ząglim już, żeby wyciszać postaci, ale tu jest pięknie.
1135:  Uwielbiam to.
1136:  Śnieg, ale jednocześnie jesień.
1138:  To nie jest byczek, to jest dzik.
1140:  To jest dzik? !
1142:  Tyś dzika widział, Tarael!
1145:  Czy ja dotrę w końcu tutaj, czy nigdy?
1148:  Nieznana rozgrywka w napad maszyn.
1151:  Jeśli można wziąć kredyt w banku na zdjęcie dowodu i nagranie ryja, to musi się dać.
1155:  Jest dużo rzeczy, które można zrobić zdalnie w tym momencie.
1157:  Całą firmę się da prowadzić zdalnie, co robię od trzech lat.
1161:  Ponad.
1162:  Boże, mam ponad trzy lata firmy.
1163:  Kto by pomyślał?
1165:  I uwielbiam to, że wszystko się da zrobić.
1168:  To jest dzik-gzik.
1171:  Natomiast fakt faktem, że można wziąć kredyt na ryja, to też jest problematyczne, ale z innych względów.
1178:  Chyba przejechałem to miejsce.
1181:  Tak było.
1181:  Jazda na dorotce.
1183:  Z prośności, Lindor.
1184:  Nie, przepraszam, to Wildeman.
1186:  Lindor, wybacz.
1192:  Okej.
1193:  Musimy iść za katullusem.
1195:  Tak, tak, mam firmę.
1196:  Wiecie, co jest zabawne?
1197:  Nie da się rozliczać B2B na uczelni, czyli business to business na faktury.
1202:  Z każdą korporacją, z każdą firmą jesteście w stanie się rozliczać, na uczelniach nie.
1205:  Jest tak skomplikowany system zwolnień podatkowych różnych dla nauczycieli, wiecie, tych samych nauczycieli, którzy są tak strasznie biedni.
1216:  dla których nie ma żadnych ulg.
1219:  Państwo nic dla nich nie robili.
1221:  Strasznie.
1221:  No, więc jest tak skomplikowany system różnych ulg podatkowych, że rozliczanie tego prowadzi do tego, że ja w całym swoim życiu, jak sześć lat pracuję na uczelni, nigdy nie dostałem takiego samego przelewu.
1232:  Ani razu.
1233:  Zawsze jest inny.
1235:  Mamy niespodziankę.
1236:  Elektroniczne wybory przy Nightlash są dla wielu etopa problematyczne.
1239:  System jest testowany raz na kilka lat.
1240:  Głosowanie z własnym urządzeniem tekstu ma problemy, ponieważ statystyki malwareu są niepokojące.
1245:  Weryfikujecie boleśnie moje idealistyczne przekonania.
1247:  Dobrze.
1248:  Bardzo dobrze.
1251:  Fight with honor?
1252:  To nie dla mnie.
1254:  Czy możemy zachwycić się, jak to jest pięknie?
1257:  Czy mogą przestać w tym momencie nas... Aha, czyli my mamy mu pomóc.
1262:  Dobrze, teraz najważniejsza sprawa.
1263:  Jak się walczyło w tej grze?
1265:  F to jest dobrze, to jest F, to pamiętam.
1267:  Możemy sobie od razu strzały zrobić.
1270:  Okej.
1272:  Dobrze, mamy wszystko.
1274:  No to teraz będzie bitka.
1276:  Prototypowy miotacz oszczepów.
1281:  To nie tak.
1284:  O mój Boże, o mój Boże, o mój Boże.
1294:  Dobra.
1296:  Jesteś typie?
1297:  Idę za tobą, idę za tobą.
1298:  Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catullus, Catull
1327:  W przypadku wyborów przez internet wystarczy raz złamać zabezpieczenie.
1329:  Pisze Karin jeszcze.
1330:  Poza tym a propos bezpieczeństwa, by sfałszować wybory tak, by zmienić wynik przy głosowaniu papierowym, musiałbyś dokonać wielokrotnego fałszerstwa.
1335:  Rozumiem.
1336:  A tu jest tylko jednokrotne.
1338:  Dobra, ale stop.
1339:  Czy był jakiś patch?
1341:  Był patch, pisze MTL.
1342:  Dobra, stop, stop, stop, stop, stop, stop.
1344:  Mysz i klawiatura.
1351:  Koło broni.
1355:  Tabulator.
1358:  I teraz tak, czy tabulator jest gdzieś jeszcze indziej, czy nie ma go?
1363:  Otwórz menu.
1367:  Otwórz mapę M. Otwórz menu, wyłączamy wtedy w ogóle, tu będzie escape.
1376:  Dobrze, koło broni tabulator jest.
1378:  I teraz tak, jeszcze jest tutaj, nie otwórz menu.
1381:  Czemu nie mogę tego... Dobra, jest, jest es... ESCAPE!
1387:  Boże, nie można dać escape.
1389:  No przecież ja się rozindyczę.
1395:  Co mam zrobić, no?
1399:  Nie!
1403:  Dobra, czyli tak.
1405:  No dalej jest źle.
1407:  Daj T. T jest nieprzypisane do niczego.
1413:  Jesus Christ, naprawdę, a może backspace?
1418:  Chyba nie jest używany.
1419:  Nikt przy zdrowych zmysłach by nie przypisał backspace.
1422:  Dobra, backspace jest nieużywany.
1424:  Dobrze, dobrze, dobrze, dobrze, dobrze, dobrze.
1431:  Nie można przypisać backspace.
1435:  Ja po prostu nie wierzę.
1436:  Ja po prostu nie wierzę.
1437:  Dobrze, dam zero.
1445:  Tak!
1447:  Tak!
1448:  Jest, jest, jest!
1451:  Mam pod tabulatorem!
1455:  O, tak!
1456:  A zero to jest menu.
1458:  No, jest idealnie.
1463:  Jest, jestem uratowany.
1467:  Bardzo dziękuję za informację.
1470:  A wiecie, co jest najzabawniejsze?
1471:  Przez to, że miałem klawiatury robione przez zagranicznego twórcę, to zamiast Backspace mam ELIMINATE!
1481:  Strasznie się to bawi, cudowne absolutnie.
1483:  UI pokonany.
1484:  Ile trzeba było męki, dla jego bolesnej męki, żeby pokonać UIA, dajcie spokój.
1489:  UI to jest największy z bossów.
1491:  Rozwiązanie z dowodem i zdjęciem twarzy, żeby zdjąć pożyczkę, jest koszmarne, bo tak jak rozwinięte jest dzisiaj AI, mam na kombie model AI minimum zdolności w Photoshopie, żeby mając czyjeś zdane z dowodu, sfalcyfikować i zdjęcie dowodu i zdjęcie twarzy, nieważne jak fikuśne wymagania by mieli, na przykład połóż łyżkę na głowie.
1505:  To jest straszne.
1507:  Możecie mi wytłumaczyć, o co chodzi, do ciężkiej cholery z tym questem, ten Catullus się po prostu cały czas teleportuje.
1514:  O co w tym chodzi?
1518:  On zniknął.
1520:  Koło było wcześniej pod czymś innym?
1522:  To?
1523:  Tak.
1524:  F. Logiczne, nie?
1527:  Ja dlatego się tak męczyłem potwornie, bo miałem to tak potwornie nieintuicyjne.
1535:  Typie.
1539:  No przecież ja nie mogę.
1540:  Ja po prostu nie mogę.
1546:  Od złej strony szedłeś.
1547:  Cthulhu oszalał.
1548:  Tak, no ewidentnie.
1549:  Przepraszam, że szedłem od złej strony.
1552:  To się już więcej nie powtórzy.
1555:  Wybuchaj, kretynie, i daj mi spokój.
1562:  A możesz wybuchnąć?
1575:  Ja wczoraj 20 minut ustawiałem klawiszologię w Soulsach.
1578:  Pierwszych czy drugich?
1580:  W drugich to jest dramat absolutny.
1582:  Aha, i nie mogę zapisać oczywiście.
1584:  Dobra, mogę zapisać.
1586:  Przynajmniej tyle.
1587:  Otwarty świat, ale przyszedłeś od złej strony.
1589:  Noo, chore.
1592:  Dobrze, może teraz jak zresetowałem, to się uda.
1595:  Uczeń, niepoprawnie!
1597:  Znajduję lokalizację questa!
1599:  Jeśli oddasz do DNP za fragmentu misji wymagającego follow-upowania, to ten stary miejsce może zbugować się po opuszczeniu ponownym czytaniom obszaru.
1605:  Nie ma usprawiedliwienia dla czegoś takiego.
1608:  Nie ma usprawiedliwienia.
1610:  Niech ludzie się nauczą projektować gry.
1613:  Teraz mogę powiedzieć, chcecie wiedzieć jak zaprojektować dobrą grę?
1616:  God of War.
1619:  Tyle w temacie.
1622:  Dobrze, gdzie jest ten typ?
1625:  Dzień dobry.
1628:  Dzień dobry.
1637:  Ten świat stoi dla ciebie otworem, pytczy Gnomeus.
1640:  Pytanie, którym?
1641:  Ja już chyba wiem, którym.
1654:  A to było Weldenku!
1655:  A to ci się udało, Linter Weldenku, zmienić przełączanie z mikstury na inny element ekwipunku z Shift-Ctrl-Alt-1?
1665:  Bo mnie nie.
1668:  Gdzie ten mięśniak z toporem?
1670:  Dzisiaj mamy, moi drodzy, seksowną łuczniczkę.
1681:  Co się dzieje?
1684:  Co się dzieje?
1685:  On się... To jest człowiek, do którego się nie da trafić.
1688:  On się teleportuje.
1692:  Mam na kole pod czwórką, no to tak się da Lindor, może też spatchowali to w Eldenku, a ja się wyśmiewam z wersji alfa, którą miałem.
1700:  Szukam World Questów w Gęszcinie, zakazana jak ktoś jakiś nie daje Primogems, czuję się oszukany, ubolewa Just Whitely.
1706:  No jest to prawda, ciłanie Primogemów, a nie kupowanie ich, to jest ciężka robota w Gęszcinie, nie ma żartów.
1714:  Dobrze, dobrze, teraz się uda moi drodzy.
1718:  Tylko byleby mnie nie atakowało jakieś randomowe dziadostwo po drodze.
1724:  Jest ten sam problem co w Wiedźminie, nie?
1726:  Atakuje mnie coś i od razu zmienia się mu... Co się dzieje?!
1734:  Dlaczego on się bez przerwy do mnie teleportuje? !
1742:  Czy wy widzicie, co się stało?
1744:  On się teraz teleportował w inne miejsce zupełnie, po to, żeby mnie asystować w tej bitce.
1751:  Co to znaczy, że idę od złej strony?!
1754:  Dobra, whatever, whatever, whatever, whatever.
1760:  Zaznaczył mi, że mam iść do tego kamiennego czubu, więc idę tam.
1768:  Największy problem bezpiecznych wyborów to nie kryptografia czy dosypywanie głosu, bo to są rozwiązania, pisze Nightflash, tylko poziom skomplikowania i urządzenia używane do nich.
1775:  Rozumiem.
1778:  Nie, znaczy muszę powiedzieć, że nawigacja tutaj to jest jakiś koszmar absolutny.
1785:  Człowieku, ja nie chcę z tobą walczyć, okej?!
1788:  Nie chcę z tobą walczyć w tej chwili!
1792:  Chcę trafić do miejsca, okej?!
1794:  Patafianie!
1799:  Przestań atakować mojego rumaka!
1806:  Ja nawet nie wiem, czy odchłana to strzała kwasowa była dobra, o ile pamiętam.
1811:  A może nie?
1814:  Tak, on znowu się tutaj teleportował.
1824:  Tak jest, to była strzała kwasowa.
1828:  Tyle zapamiętałem przynajmniej.
1833:  Co, przeciwnicy z quest'a?
1834:  Ja nie zacząłem jeszcze tego quest'a!
1838:  Boże drogi, co ty nie robisz jak gry z otwartym światem, w której można z niewłaściwej strony podejść?
1846:  Jesus Christ!
1849:  Jeszcze to jest zniszczone.
1864:  Reaktywuj!
1868:  Jakim czytem ustawić, że przeciwnicy są już zespawnowani?
1870:  No... No chujowy design, no co mogę powiedzieć, no.
1874:  Tak samo jak ta reaktywacja, która nie działa.
1877:  Nie!
1878:  Po prostu nie!
1881:  Ja to... Wiecie, ja to muszę zapisać tutaj, chyba.
1884:  Nie mam innego wyjścia.
1888:  Tamten typiarz jeszcze mnie atakuje.
1890:  Typie, nie chcę z tobą walczyć, zrozum!
1893:  Nie chcę z tobą walczyć, okej?!
1895:  Nie chcę z tobą walczyć!
1904:  Tych przeciwników już pokonałeś w trakcie tego samego quest'a, który robisz idąc wcześniej za Catollo?
1909:  Jezus, to jest jeszcze głupsze niż myślałem.
1914:  Dobrze, jest naprawiony przynajmniej.
1919:  To jest jak zadanie otwarte z kluczem.
1921:  Tak.
1922:  Dokładnie tak.
1924:  Gdzie jest jeszcze jakiś przeciwnik?
1926:  Jezus, ja nie chcę z tobą walczyć.
1928:  Ja naprawdę nie chcę z tobą walczyć.
1930:  No zrozum, że nie chcę z tobą walczyć.
1934:  Typie.
1948:  Czy ja mogę już zapisać?
1952:  Zamknij się, Cthulhu!
1953:  Jesteś idiotą!
1958:  Dobra, dobra, dobra, dobra.
1959:  Rzeczywiście, szybka podróż, bo... Tego się nie da zrobić, tylko ja... Dobrze, mam tutaj ognisko.
1965:  Dobrze.
1970:  Krzysztof, jakim cudem aktywowałeś wszystkie możliwe bugi naraz?
1973:  Bo to jestem ja.
1974:  To wszystko przez Hollow Knighta.
1978:  Jezus Maria.
1981:  Czego oczekujesz i czekasz na VLDS Quest X?
1983:  Oczekuję czegoś, co będzie połączeniem Skyrim i Red Dead Redemption 2.
1987:  Czy mam nierealistyczne oczekiwania?
1988:  Tak.
2000:  Czy możecie mi wytłumaczyć, jakim kurwa cudem on tutaj jest?
2007:  Dobra, a jeżeli zrobię tak, że tutaj zapiszę i przeładuję.
2010:  Może to coś da.
2011:  Nie, nie, nie, nie mogę.
2021:  Czy wczoraj padł rekord długości streama?
2023:  Najdłuższy mieliśmy 11 godzin.
2025:  I bardzo żałowałem, że nie dotrzymałem do 12, bo już nigdy tego rekordu nie pobiję.
2033:  Czy to jest mistrz z południa, który widzę?
2037:  Pewnie moi drodzy, to Catullus... On jest cały czas w tamtym miejscu, dobra.
2044:  Czyli mamy się tam przenieść.
2045:  Czyli ja jednak nie robiłem tego questu.
2048:  Tak mi się coś wydawało, myśmy robili ostatnio same questy poboczne.
2054:  Czy zastanawiałeś się, czy nie zatrudnić się jako tester gier?
2057:  Znajdziesz wszystkie bugi, próbując normalnie grać.
2058:  A to jest prawda, ale tester gier to jest praca, gdzie tak żenująco płacą, że wiecie, dostajemy takie gry, jakie dostajemy, nie?
2069:  Właśnie, na tym polega problem.
2071:  No, mówiłem?
2076:  Mnie ciągle ptaki w tej grze atakują.
2078:  Bólewa Ania.
2090:  Czy mam nierealistyczne oczekiwania, pisze Grimlugas?
2092:  Tak.
2092:  Czy będę narzekał?
2093:  Na pewno.
2096:  Czy do związków też miałem nierealistyczne oczekiwania?
2098:  Zresztą natrafiłem na osobę, która jest spełnia, więc to jest możliwe.
2103:  Z kim?
2103:  Z innych klanów Tenoch.
2106:  Nawet Karja, dawno temu.
2109:  Jeśli chcesz nauczyć się historii, porozmawiaj z chaplainami.
2115:  Zabij buntowników w regali opcjonalne.
2118:  Kiedy szef chce przesunąć kogoś, to wyjdzie.
2122:  Kruszynka Iska pisze, że właśnie oglądał Filipa materiał o God of War.
2125:  Matko bosko agorowa, ja odpalam dziś God of War 1 i 2, oczywiście tu stream też czułem jednym uchem.
2129:  Tak, żeby odpalić potem God of War z 2018, to jest wybitny.
2133:  Dziękuję ci serdecznie za trybut.
2135:  Muszę wciąż obejrzeć ten film Filipa, który jest streszczeniem serii.
2139:  Nieralistyczne oczekiwanie musi być 50% jamnikiem.
2141:  To byłoby oczekiwanie fantasmagoryczne.
2147:  Dobra.
2148:  Teraz tak pytanie, czy ja jestem w stanie... Odpowiedź na to pytanie brzmi nie.
2154:  Użyć jakichś fajnych strzał.
2156:  Mam mało fajnych strzał i bardzo mi się to nie podoba.
2159:  Chcę mieć więcej fajnych strzał.
2160:  Jest ich za mało.
2162:  Strzały precyzyjne.
2165:  Dramat.
2170:  Okej.
2172:  Aby nałożyć na wroga efekt korozji.
2174:  Tak, nie robiłem tego.
2176:  Nie robiłem tego, moi drodzy.
2179:  Czy widziałem esej Filipa o Dark Souls 2?
2181:  Widziałem.
2184:  Filipowi by się podobało Dark Souls 2, gdyby grał magiem.
2191:  Dobra, ja teraz będę mądry.
2192:  Okej, no... Może możemy zmienić jego myśl.
2200:  Czy strzały moczowe to strzały?
2202:  Tak.
2206:  Uważaj tylko, bo film Filipa spojluje go do Wally Valhalla, więc polecam najpierw ograć, a potem najpierw oglądać.
2211:  Okej, dziękuję za ostrzeżenie.
2215:  W takim razie tak właśnie zrobię.
2218:  No, wreszcie!
2224:  Strzały moczowe to sikawki.
2231:  Nigdy nie umiałem gwizdnąć na dwóch palcach.
2234:  Masakra, ale z drugiej strony możecie się cieszyć.
2237:  To zupełnie wygląda jak winda w moim bloku.
