🔴 Gramy w Hollow Knight! | WIELKA POŻOGA JAMNICZEJ POMOCY 2024 (cz. 1)
🔗 https://www.youtube.com/watch?v=kr1gRn8E9YY

166:  🎵🎵🎵
1098:  Zapytuję, moi drodzy.
1100:  Finally, ta muzyka.
1101:  Tak ja mówiłem.
1103:  Moi drodzy, zobowiązałem się, tak?
1105:  Zobowiązałem się, że będę grać w grę, tak?
1108:  Zwykło się w Sylwestra, ale my to też robimy przy okazji wielkiej pożogi jamniczej pomocy.
1114:  w którą kompletnie nie chciałem nigdy grać.
1118:  Hollow Knight na Switchu, Hollow Knight na klawiaturze i myszy.
1121:  Tak jest.
1122:  Utwór z menu jest jak najbardziej, moi drodzy.
1125:  To znaczy, że przez chwilę nie będzie jamniczego swingu, ale spokojnie swing powróci, jak będziemy wkraczać do holistycznej agencji eskapistycznej.
1132:  Skarbonka leci.
1134:  Ja wiem, co się dzieje, moi drodzy.
1136:  Jestem przyzwyczajony do tego już po tych trzech latach, że wy robicie rzeczy szalone.
1141:  Przypominam, że cała nasza społeczność
1144:  I przede wszystkim wy zebraliście ponad 200 tysięcy złotych na różne cele charytatywne.
1148:  W ciągu ostatnich, ile to było?
1150:  To już jest 3 lata streamów prawie, tak mi się wydaje.
1154:  Kontynuacja zmagań są slajkami.
1156:  Tak, tak, w sumie tak, moi drodzy.
1159:  Pobaw się w Eleven Labs do głosów AI i sprawdź, żeby pewne osoby powiedzą rzeczy.
1163:  Tego nie lubię Just Lightly.
1164:  Wiesz dlaczego?
1165:  Od razu ci powiem.
1165:  To znaczy mam pewien problem z technologią, która udaje ludzi i jest w stanie zamotać nam w mózgach.
1174:  W związku z powyższym zarówno deepfake'i, jak i podrabianie głosów trochę do mnie nie trafia.
1178:  To jest jedyny przejaw...
1179:  twórczości AI, z którym mam problem.
1181:  Nawiasem mówiąc, jest 4446 złotych w skarbonie.
1184:  Nie wiem, co się dzieje.
1185:  Przy okazji botanicznym, no live, dziękuję serdecznie za jeszcze bycie Janem Nikołajem, ale pamiętajmy, moi drodzy, że dzisiaj, dzisiaj przede wszystkim, cel charytatywny, ale i tak dziękuję za wsparcie kanału.
1193:  Bardzo, niuch tradycyjny.
1195:  Już chcę zobaczyć, jak Krzysztof będzie się wkurzał.
1197:  Spokojnie, moi drodzy.
1198:  Jak zaczynaliśmy grać w Dark Souls 2, to autentycznie, możecie sprawdzić na nagraniach, ja przez godzinę walczyłem ze sterowaniem.
1207:  Z żadnym bossem w Dark Souls 2 nie walczyłem tyle, ile ze sterowaniem.
1210:  Trwało to godziny.
1211:  Catherine Uzumaki też się oferuje do rysowania.
1213:  Bardzo dobra wiadomość.
1215:  Będzie trzeba, moi drodzy, potem się zgadać i ustalić kto co rysuje i dla kogo.
1220:  Męczarnie będą na klawiaturze w tej grze.
1221:  Spokojnie, Szymonie, damy radę.
1223:  Damy radę.
1225:  4616, tak?
1226:  Tak to będzie szło, ja w zasadzie powinienem zostać na tej stronie, a od razu mówię, że my sobie oczywiście będziemy aktualizować progi, natomiast na razie myślę, że będziemy wkurzać wszystkich matematyków tym, jak będzie się na przykład wyświetlało 116% albo 124%, uwielbiam to, oczywiście to jest żart związany z tym, że moja matematyczka twierdziła, że nigdy nie ma czegoś takiego jak coś powyżej 100%, oczywiście to był skrót myślowy, ale i tak jest to zabawne.
1249:  Tak polecam, Krzysztof nadal walczy ze sterowaniem Daxos 2, to prawda.
1252:  Jeżeli ktoś przeszedł całego Hollow Knighta na klawiaturze, ustaw sobie przycisk w dół na jakiś przyjazny przycisk, będziesz go dużo używał.
1258:  Okej.
1259:  Skarbonka ciągle rośnie?
1260:  Oczywiście.
1261:  Naturalnie.
1262:  Sześć klucz skarbkowy uspokaja, że przeszła Hollow Knight na klawiaturze i było okej.
1265:  Czyli się da, moi drodzy, czyli się da.
1267:  W ogóle bardzo mi się podoba ta muzyka, powiem wam, jest przepiękna.
1271:  Klawiatura jest wygodna w tej grze.
1273:  Czad kłamień w matiaksy.
1276:  Bardzo zalecam zrobić sobie od razu sterowanie na WSAD.
1278:  Dobrze, moi drodzy, skoro już dajecie mi protipy, ja oczywiście będę starał się cały czas monitować, co się dzieje w zbióreczce, to ja od razu wejdę w opcję.
1287:  Ja od razu wejdę w opcję i sprawdzę, co tu się dzieje.
1290:  A rozumiem, tutaj nie ma WSAD.
1294:  O Boże.
1297:  O Boże, my to musimy zmienić.
1300:  Przecież LEFT to jest A. Przecież RIGHT to jest D. Przecież DOWN to jest S. I przecież UP to jest W. Teraz tak, JUMP to jest SPACJA.
1310:  Zawsze.
1311:  ATTACK.
1312:  F. DASH, SHIFT.
1315:  FOCUS.
1317:  Przycisk myszy albo Q. Q damy FOCUS, będzie łatwiej.
1320:  SUPERDASH.
1322:  Cholera, CONTROL.
1324:  Pojęcie DREAM NAIL.
1327:  Co to jest DREAM NAIL?
1331:  Nie wiem.
1333:  Już mam problem.
1334:  Dam pod M. Potem nie będę pamiętał.
1338:  Klawiatura jest do zbierania okruszków, pisze Dominika, jemnikotwórczynik i mężak.
1341:  A, nieprawda.
1342:  Atak myszką?
1344:  W sumie racja.
1346:  W sumie racja.
1348:  Bardzo mądra racja.
1349:  Ej, to wiecie?
1350:  To może ten quick cast dam na prawy przycisk myszy.
1354:  I wszystko pięknie.
1355:  Inventory i tak powinno być.
1358:  Jest, jest.
1360:  Strzelanie na strzałka jest nowe do gody, pokazałeś się na początku z podstawowym sterowaniem i mieszaj.
1364:  Ja jestem tak przyzwyczajony do WSAD, wiecie kiedy ja ostatnim razem używałem strzałek?
1369:  Bardzo dawno temu.
1370:  Tymczasem zauważcie, że... Czy ja to zapisałem?
1374:  Tak.
1374:  Zauważcie, że na naszej zbióreczce jest 7093... Ja nie wiem, ja nie wiem jak to robicie, ale robicie to niesamowicie szybko, moi drodzy.
1387:  Nie wiem, jak to robicie.
1390:  Ale to jest przepiękne, powiem wam.
1393:  Absolutnie przepiękne.
1394:  Swoją drogą, gdzie mi zginęła?
1396:  Gdzie mi zginął ekran, żeby wam pokazać to ładniej?
1399:  Tu mi zginął ekran.
1400:  Dobrze, będziemy sobie tak to wyświetlać radośnie.
1403:  O, może w ten sposób.
1404:  Dziękuję, moi drodzy, jeszcze raz wszystkim, którzy tak szaleją.
1407:  To jest piękne i mistyczne.
1410:  W ogóle jeszcze przy okazji, ponieważ jest was sporo, chciałem też podziękować społeczności za wsparcie, które się sypało od was w ciągu ostatniego roku, ponieważ słyszycie mnie nie bez powodu z nowego mikrofonu.
1421:  A, pozdrawia Was ręka.
1422:  Dobrze, bardzo dobrze.
1424:  Możecie się zajamniczyć dla ręki.
1426:  Ja potem ręce przekażę i całej reszcie, która jest do ręki dołączona. 7623.
1433:  Wiecie co, mam ochotę zatrzeć tak rączki jak ten Goblin, pamiętacie może, w której to była gra?
1439:  Middle-earth Shadow of Moldo, albo Shadow of War, to było cudowne.
1443:  Nie, to nie był mimik.
1445:  To nie był mimik.
1446:  Słoneczny mąż Sandersona, nie czytałem jeszcze Szymonie Nalewajko, całe dzięki za wsparcie 27 miesięcy.
1452:  Proszę bardzo.
1453:  Duchy w wieży zawsze.
1454:  Moi drodzy, to jest ostatecznie Hollow Knight.
1457:  Czy Wy myśleliście, że będzie prosto?
1459:  Czy Wy myśleliście, że nie będzie tajemniczo?
1461:  Oczywiście, że będzie tajemniczo.
1462:  Czekajcie, sound możemy troszeczkę sobie ściągnąć w dół, myślę.
1466:  Co takiego fajnego ten mikrofon umożliwia?
1469:  Jak troszeczkę się oddalę, to powinniście dalej mnie dobrze słyszeć bez jakiegoś potwornego echa, a normalnie byłoby tak, że byłoby echo, a tak... Tutaj jest ładny tak zwany proximity efekt, to znaczy na bliskości możecie robić bardzo ładną narrację do voice-overu, na przykład do poczytania sobie, moi drodzy, bo czemu byśmy nie mieli sobie dzisiaj poczytać na przykład takiej sztuki pierdzenia,
1488:  Albo nie mielibyśmy sobie w postaci amnikarium, mówiłem, że będą dziwne rzeczy się działy, a zaraz będzie 10 tysięcy, więc wiecie, bo ja już w tym momencie zobaczyłem 8272, a my jeszcze nie wyszliśmy z ekranu tytułowego.
1502:  Czy da się w Call of Duty grać jedną ręką?
1504:  Nie mam pojęcia jednoręki bandytom, to jest prawdopodobnie tak, ale ja ci nie odpowiem na to pytanie, nie mam zielonego pojęcia.
1510:  Opcje wideo?
1511:  No to proste, tutaj musi być po prostu wszystko wybitnie.
1514:  Game.
1515:  O co chodzi z game?
1516:  Language English.
1517:  Nie mamy prawdopodob... O nie, nie, nie, nie!
1518:  Spaniol, nie, nie, nie!
1520:  Backer Credits.
1522:  Okej.
1523:  Achievementy.
1524:  Dobrze.
1525:  Zawsze achieve'ki fajne mogą być.
1531:  Nie wiem, o co chodzi z Kickstarterem, ale back.
1535:  Słuchamy muzyki, tak jest.
1536:  Podejrzewam, że cel zostanie osiągnięty przed rozpoczęciem gry.
1539:  Jest to bardzo możliwe.
1540:  Dziękuję Sanji za wsparcie od 23 miesięcy.
1542:  Czy będę czytał książkę z Czerwia Fantastycznego?
1543:  Tak, absolutnie.
1544:  W ogóle, moi drodzy, nie martwcie się, my sobie będziemy cały czas prowadzić równocześnie Q&A, jak to bywa na naszych giereczkowych streamach.
1552:  Orale V!
1555:  Właśnie zacząłem replay Hollow Knight niedawno, super, że Krzysztof gra.
1558:  Krzysztof jeszcze nie gra, ponieważ mamy 9202 w skarbonie.
1562:  To jest nieprawdopodobne to, co robicie.
1564:  Mnie się szczerzy ryj od razu na samą myśl, że będziemy zbierać powyżej progu dzisiaj już.
1572:  To jest wspaniałe, absolutnie.
1574:  Dziękuję wszystkim darczyńcom przechojnym najserdeczniej.
1577:  Jesteście najjamniczniejsi.
1580:  Krzysztof nas edżuje dla zbiórki, to jest nieprawda.
1583:  Ale wiecie co, edging, tak nawiasem mówiąc, na tym, znaczy nie ten edging, ale inny edging, na TikTokach i innych streamach po prostu, to jest tak przerażający format, nie wiem, czy widzieliście to, babeczka autentycznie potrafi mówić, że...
1596:  No dobrze, dobrze, jeżeli ktoś zareaguje, to ja kończę, ja kończę, ja kończę, a nie, nie kończę jednak, dobrze.
1600:  Miałem nie być dwuznaczny, jestem dwuznaczny.
1603:  Może wystartujmy z grą, to będzie najbezpieczniej.
1606:  Matwa Nika, dziękuję za bycie Jamnikołajem.
1610:  Niuch, najserdeczniejszy dla ciebie.
1613:  Jereks, Szwagier, Elgion, dołączaj do wspierających.
1615:  Jamniczy, Piroman i Bezdomny, Bogowie.
1617:  Cel już zaraz będzie się można rozchodzić.
1619:  Nie, moi drodzy, znaczy ja teraz muszę to zrobić, to znaczy ja będę musiał w tym momencie...
1625:  Nie no, musimy sobie poświętować, jak padnie cel, dobra, dobra, jednak czekajcie, jest dziewięć tysięcy, dziewięć tysięcy osiemset dwadzieścia cztery, czy wy jesteście kompletnie szaleni?
1635:  To jest coś absolutnie najwspanialniejszego, wiecie co?
1638:  Ja nie pamiętam nawet, co myśmy ustalili na dziesięć tysięcy, a już wiem, rzeczy tajemnicze i niestworzone, nie wiedziałem mianowicie, ale jest informacja przy okazji, dziesięć tysięcy!
1648:  Moi drodzy!
1650:  Ile nam to zajęło?
1652:  13 minut!
1653:  Let's talk about edging.
1655:  13 minut i uzbieraliście... Nie, czyli jak to jest możliwe?
1657:  Jak to jest możliwe?
1659:  Czy to oznacza, moi drodzy, że ja muszę przeczytać wam fragment Jamnikarium?
1663:  Czy to, czy to znaczy?
1665:  Proszę bardzo, proszę bardzo.
1668:  Nic mi innego nie przychodzi do głowy na razie, ale jamnikarium mówiłem, że będziemy czytać wiele razy, tak?
1675:  Więc oczywiście, że przeczytamy sobie fragment i to nie byle jaki fragment, moi drodzy.
1680:  Fragment dziękczynny o Napoleonie Bonapartem.
1685:  10 tysięcy 449 złotych.
1688:  To będzie rosło w miarę, jak ja będę czytał o jamniku.
1693:  Wedle legendy Napoleon Bonaparte był bodaj najsłynniejszym wielbicielem jamników.
1699:  Miał ich rzekomo w swoim życiu ponad dwadzieścia.
1704:  Nigdy nie narażał na wojnach ich zdrowia.
1706:  Szczerze opłakiwał rozstania z nimi.
1711:  Zostawił instrukcję, by po jego śmierci pochować w nogach kamiennego sarkofagu jamniki, które go przeżyją.
1719:  Proszę bardzo.
1721:  Napoleon z Rickczem, moi drodzy.
1725:  Z imienia znamy trzy.
1726:  Pstrokatą długowłoską Grynyl, rudą facet i walecznego Napoleona, jednego z ostatnich.
1734:  Istnieją trzy portrety cesarza Francuzów z jamnikami.
1737:  Dwa podobne w mundurze, przedstawiające profil małego kaprala.
1741:  Na jednym pies powtarza jego układ głowy, nosy skierowane w tę samą stronę.
1745:  Bazowany Napoleon!
1747:  Oczywiście!
1749:  czaty mają słuszność, drugi pies jest młodszy, pysk zwraca ku swemu panu, to brzmi jak opis heraldyczny.
1755:  Coś w rodzaju negatywu poprzedniego zwierzaka w nieco zmniejszonym gabarycie i z niespokojnymi uszami.
1760:  Jeszcze niejeden raz dzisiaj wrócimy do jamnikarium.
1764:  20 tysięcy, Dark Souls 2 z modem Double Trouble, o nie, dramatyczne, moi drodzy.
1770:  No i teraz informacja dla was, moi drodzy, to znaczy Dominika Jamniko, twórczyni Klimczak, to jest absolutny autentyk, powiedziała, że dla najhojniejszego z darczyńców, to dotyczy obydwu naszych dwóch dni zbiórek, namaluje obraz.
1785:  I teraz, moi drodzy, to będzie nie byle jaki obraz.
1789:  Mianowicie to będzie obraz przedstawiający Jamnika Hollow Knightowego.
1795:  Jeżeli jest coś lepszego, to ja nie znam tego.
1797:  Przepraszam, znam.
1799:  Jest jeszcze jeden obraz z poprzedniej zbiórki, który będzie wręczony z kolei osobie, która będzie miała drugą najwyższą wpłatę i to jest postanowienie Dominiki Jamnikotwórczyni-Klimczak, które ja do was przekazuję niniejszym.
1811:  Jeżeli jesteście zainteresowani, kim jest na przykład
1813:  Dominika Jamniko, twórczyni Klimczak, ponieważ jakimś cudem spaliście pod kamieniem i nie wiecie tego, to proszę uprzejmie, już informuję, że możecie wszystkie praktycznie prace Dominiki Jamniko, twórczyni Klimczak, po pierwsze, znaleźć u nas, ponieważ wszystkie jamnicze emoji są autorstwa Dominiki.
1829:  Grafika, która was powitała, była autorstwa Dominiki, ale przede wszystkim możecie znaleźć ją w sklepiku bajmiszka.pl, ja parę razy to wkleję dla was i możecie tutaj zobaczyć, jaki jest styl Dominiki i...
1842:  Jeżeli będziecie później mieli okazję, to oczywiście można też kupić jej pracę, za co będę serdecznie dziękował i do czego serdecznie zachęcam.
1849:  Ale dzisiaj o Dominice Jamnik, o twórczyni Kimczak mówimy z uwagi na tę nagrodę, którą wymyśliła.
1854:  Niesamowita rzecz, moi drodzy.
1856:  Bardzo się cieszę i dziękuję serdecznie Dominice.
1858:  Myślę, że Dominika absolutnie zasługuje w tym momencie na moc jamników.
1862:  Wiele jamników dla Dominiki.
1864:  A ja tymczasem wracam do naszej zbiórki, ponieważ mamy 10 815.
1867:  Dziękuję jeszcze raz najserdeczniej.
1872:  Można dołączyć do rysowania dla ludzi za wpłaty na wośp.
1875:  Mogłabym porysować trochę mniejszych rysunków, pisze Magdalena.
1878:  Organizujcie się na Discordzie, moi drodzy.
1879:  Jeżeli to jest spontaniczne, to niech będzie spontaniczne i spontjamniczne w takim razie.
1884:  Dużo jest jamników.
1885:  Graj, no dobrze, spokojnie, moi drodzy.
1887:  Teraz sobie damy, żeby nie było tak, że zbieramy powyżej.
1892:  Albo wiecie, zobaczymy sobie powyżej ilu stu procent zbierzemy.
1896:  Będzie rzeczywiście radośnie.
1898:  A w tak zwanym międzyczasie będziemy robić rzeczy.
1901:  Gramy, moi drodzy.
1902:  Ale się cieszę.
1903:  Wspaniałości się dzieją.
1905:  Czy oglądałem 1670 na Netflixie?
1907:  Jak najbardziej.
1908:  Bardzo polecam, jeżeli ktoś chce pośmiać się dobrze.
1912:  Dlaczego to się zmniejsza?
1914:  Ja nie chcę tego zmniejszać.
1916:  Ja wszystko chcę wydłużać zawsze, nie zmniejszać.
1920:  Graj, bo mój chłopak chce się ponabijać, pisze Chinagiku, jak ci nie będzie wychodzić.
1924:  Oczywiście, oczywiście.
1926:  Ej, ej, ej, no bez przesady z tą jasnością, jest dobrze.
1928:  To nie jest ostatecznie Daxos.
1930:  O, przepraszam.
1931:  11 075.
1932:  Ja będę mówił dużo liczb, moi drodzy, dzisiaj.
1933:  Ustaw próg 21 370?
1934:  Zostałem przekonany.
1934:  Zostałem przekonany.
1935:  Ja to zrobię.
1964:  Krzysztof wpisuje hasła.
1986:  Co tu się dzieje?
1987:  Poezja, sztuka, rzeczy...
1991:  w takim tempie przez dwie godziny zbierzemy sześciocyfrową kwotę.
1994:  Jest to możliwe, moi drodzy.
1998:  To jest, nawiasem mówiąc, gra, o której się więcej dowiedziałem, moi mili, od studentów i z prac naukowych, niż z własnego doświadczenia, więc bardzo Wam dziękuję też za motywację do tego, żeby ją odpalić, bo prawdopodobnie bym się sam nie zmotywował, gdyby nie Wy.
2015:  Już pominąłeś wiersz i cutscenkę.
2016:  Nic nie pominąłem.
2017:  Nie widziałem tylko wiersza.
2018:  Wiecie ile ja przeczytałem wierszy w ciągu swojej smutnej kariery studenckiej na wydziale polonistyki najlepszego uniwersytetu w tym kwadrancie wszechświata?
2028:  Za dużo.
2031:  Ta gra ma dużo bugów.
2034:  Mam wrażenie, że to jest dowcip, Elgion.
2037:  Ponieważ, z tego co widzę, my już gramy żyjątkiem jakimś.
2041:  Skup się.
2042:  Proszę bardzo, WSAD.
2044:  Czy działa WSAD?
2052:  Działa.
2053:  Podskok działa.
2055:  Dash jeszcze nie działa.
2057:  Team by... Game by Team Cherry.
2060:  Proszę bardzo.
2061:  Michał Walczak, dołączak dla wspierających.
2062:  Dziękuję serdecznie, dziękuję też jamnikłajom.
2064:  Mam nadzieję, że... Mam nadzieję, że nikogo nie pominąłem wcześniej, że i tak to bardzo przepraszam, ale dzisiaj śledzę zbiórkę.
2071:  Moi drodzy, umiem już skakać i umiem bić.
2074:  Umiem wszystko.
2076:  Czy tutaj... Aaa, można też do góry strz... Uuu... Uuu... Idź w lewo.
2088:  Ależ to jest przyjemne.
2094:  Uuuu.
2097:  Tutaj można wskoczyć.
2098:  Krzysztof gra na samej klawiaturze?
2099:  Tak.
2100:  Znaczy nie no, mysz, mysz jest do ataku.
2103:  Jeszcze mam jakiś atak specjalny, on nie jest jeszcze uruchomiony.
2106:  Ćwicz atak w dół?
2107:  To był atak w dół.
2108:  To jest atak normalny, a to był atak w dół.
2112:  To już widzę, że atak w dół nie działa.
2116:  Hollow Knight ma dobry, niewidzialny tutorial a la Mario.
2119:  Proszę bardzo.
2120:  W dół też można bić.
2122:  Podskocz i w dół.
2123:  Aaaah.
2126:  Aaaah.
2128:  Aaaah.
2134:  Troll głupi.
2137:  Wolno utyć się sterowanie.
2138:  Nie ma magii.
2142:  Jest bicie matugą.
2148:  Proste, nie?
2150:  Niestety, nie ma magii w tej grze.
2152:  Choćbym chciał, to nie ma.
2155:  Pierwszy protip.
2156:  Miecz, lorowo, gwóźdź pozwala ci się odbijać od kolców i przeciwników.
2159:  To jest miecz?
2161:  Ej, a to możemy odchwaścić ten teren.
2165:  Będzie magia?
2166:  Uuuu.
2167:  Elf z cebulą dobry?
2169:  Wiecie, do czego mnie zmuszacie.
2171:  Elf z cebulą dobry?
2172:  Jak pomidor.
2176:  Dobra, moi drodzy, musimy sobie coś teraz wymyślić.
2180:  Jak osiągniemy 15 tysięcy, to autentycznie będę śpiewać.
2184:  Zaśpiewam całość pieśni o Dovakinie, bo tylko to umiem śpiewać.
2191:  Dobrze.
2196:  Nie martw się, klawiatura nie jest przeszkodą w graniu w tekście.
2198:  O!
2199:  Da się przejść.
2200:  Jeżeli wbijemy 30 tysięcy dzisiaj, to rysuje Jamnika, pisze Aurora.
2203:  Proszę bardzo.
2205:  Proszę bardzo.
2208:  Ja jestem bardzo ciekaw, jak na tym... Oczywiście, że pieśń o Dowakinie ze Skyrima.
2213:  Czekajcie, czekajcie, czekajcie.
2215:  To jest ochyctwo.
2216:  Zabiłem ochyctwo?
2219:  To jest dopiero pierwsze z pasma naszych sukcesów.
2223:  Wspierając od 15 miesięcy, Krzysztof Pałka pisze, no i przekonał do wpłaty.
2227:  Proszę bardzo, widzicie?
2229:  Nie ma nic lepszego od dobrej, starej, dobrej gamifikacji.
2238:  Ja straciłem... Co to jest ta dziwna biała ciecz?
2245:  Nie.
2247:  Co to jest ta dziwna biała ciecz w lewym górnym rogu ekranu?
2253:  Wciąż nie.
2254:  Chodzi mi o to, co jest w zbiorniku.
2257:  To jest zdrowie, dusza, mana, okej.
2262:  Życie.
2263:  A ja myślałem, że żyćko to... Czy ja straciłem życie?
2267:  Duszę?
2269:  Mleko.
2270:  Ooo, tu są motylki.
2272:  Błagam, on z tym jest Gothica 2.
2273:  Będzie 30 tysięcy.
2274:  Ja obiecałem, że będzie Gothic, moi drodzy, wtedy, jak wyjdzie remaster.
2278:  Obiecałem.
2280:  Obiecałem.
2283:  Otóż... Mam wrażenie, że nie miałem tutaj spaść.
2290:  Dusza jest używana do zaklęć oraz liczenia.
2292:  Proszę uprzejmie.
2294:  11847.
2294:  To będzie oficjalnie stream, na którym najwięcej razy usłyszycie mnie w... Dlaczego ja teraz nie mogę tam wskoczyć?
2304:  A czy... Czy jeżeli ja przycisnę spację dłużej?
2307:  Aaa, to tak działa.
2310:  Czy grałem wcześniej w Gothica?
2311:  Bardzo dawno temu to było.
2313:  O Jezus...
2314:  Naprawdę, to jest powrót do lat 90.
2317:  Coście mi zrobili?
2318:  Czego się nie robi dla celów charytatywnych?
2321:  Och.
2323:  Nie.
2327:  Będziecie słyszeć te rozpaczliwe kliknięcia klawiatury.
2332:  Kto oglądał Streszczenia Pana Tadeusza Miecia?
2334:  Ja!
2335:  Ja w ogóle oglądałem Miecia wszystko, co się dało oglądać.
2338:  To w lewym górnym nogu to ładunki leczenia, które potem można używać i też rzucanie czarów.
2341:  Czyli będziemy rzucać czary.
2345:  Można było grać w Disco Elysium.
2346:  Ej, wszyscy grają teraz w Disco Elysium.
2348:  Dominik Bozog gra w Disco Elysium.
2349:  Bartosz Filip Malinowski z kanału Bez Schematu i Bez Życia gra w Disco Elysium.
2353:  Michał Idasiak z kanału... Michał Idasiak gra w Disco Elysium.
2357:  Wszyscy grają w Disco Elysium.
2360:  Zaśpiewaj piosenkę o pannach z Vicovaro.
2362:  Nie pamiętam muzyki do piosenki z... Boże, do piosenki o pannach z Vicovaro.
2369:  Ten mikrofon zbiera kliknięcie klawiatury znacznie lepiej niż poprzedni.
2371:  Dlatego w planach jest nowa klawiatura.
2373:  Bo ta moja klawiatura jest bardzo kiepska, moi drodzy.
2377:  Okej, inspect.
2379:  Przepraszam najmocniej.
2380:  Jakie W dla interakcji?
2382:  Aha, bo to jest przejście.
2384:  These words are for you alone.
2389:  Streamu Krzysztofa Igrężinek, ogrywany przez Swagier, dzięki za wsparcie od 10 miesięcy.
2393:  Oczywiście, że Dominik Boss gra w Disco Elysium, na ostatnim live'ie u niego przecież był, było Disco Elysium, dosłownie wczoraj.
2401:  Your great strength marks you amongst us, among us.
2406:  Focus your soul and you shall achieve feats of which others can only dream.
2414:  A. Czyli Q to jest leczonko.
2418:  Okej.
2422:  A skąd ja wiem, że jestem, że wymagam leczenia?
