🔴 Jaka piękna apokalipsa | HORIZON: ZERO DAWN Livestream #1
🔗 https://www.youtube.com/watch?v=K3gTsRIwBbs

26:  KONIEC
734:  Język dialogów i filmów angielski, bez chwili wahania.
737:  Wyświetl napisy, włącz.
740:  Żrafa to pionowy jamnik, także.
742:  Ale dinozaury, zwłaszcza diplodoki, to są takie lepsze żyrafy.
748:  Krzysztof będzie strzelał z łuku.
749:  Moja ulubiona broń w Genshinie.
755:  Już jest pięknie, moi drodzy.
758:  Oczywiście pierwszy raz gram, żeby nie było.
760:  Ej, ale miało nie być God of War.
762:  Przepraszam najmocniej.
764:  Dlaczego ja tutaj widzę jakichś barbarzyńców?
769:  Co to jest teraz?
769:  Nie podoba ci się zimno?
770:  Nie możesz tu zostać.
771:  Mamy rytuał, w którym się spotkamy z tobą i ja.
779:  Zobacz... Gdzie jest to?
780:  Poważne dla mojej córki.
805:  Wycofuję myszkę.
805:  Macie rację.
810:  Nie mówcie nawet, że ktoś będzie zrzucany z klifu.
828:  To nie może być tak.
829:  Wsparcie.
831:  Cała wioska przyjechała i matriarki realizowali ten rytuał.
835:  Ale... Jesteśmy wyczerpani.
841:  Nawet tak, utrzymujemy rytuały w wiosce.
845:  Albo może byśmy stali się jak wierzący starożytni, którzy wyrzucają się na bogini.
853:  Ale ich łagodność ich zniszczyła.
857:  Co tu się dzieje?
859:  Tak, to jest kwestia cutscenki, myślę.
871:  Co tu się dzieje?
884:  Mówiłeś, że prawdopodobnie nie zagrasz.
889:  Co się zmieniło?
892:  Specjalnie powiedziałem, moi drodzy, że prawdopodobnie.
913:  i cutscenka szła w 40 fps, a gra stabilnie w 60.
916:  To się często zdarza.
929:  Warframe Vibes?
930:  To prawda.
936:  Czy w tej grze dostaniemy sterowanie, moi drodzy, w nasze ręce?
941:  Nie zabije robotów, one pracują?
950:  Nie, nie, nie!
950:  Z tyłu!
950:  Prawie czas!
951:  Tak, możesz mówić do mnie.
952:  Przyszedłeś, by mi zbawić nazwisko.
956:  Nie spędziłem 6 miesięcy, od kiedy się z tobą zaufaliśmy.
959:  Ale my jesteśmy naszymi kastami.
960:  Ty, z wyboru.
961:  A ona, no... Jestem wysokiematryalistą.
962:  Błogosławię, kto wybrałem.
964:  Chcesz?
965:  Tak, tak, teraz idź!
966:  Bądź gotowy do deklaracji!
970:  Idź!
978:  Chorizon ogrywamy po angielsku z polskimi napisami, moi drodzy.
986:  Tak!
986:  Tak!
986:  Jamnik!
987:  Jamnik!
987:  Jamnik!
988:  Jamnik!
988:  Ja... Era jasna.
988:  Atreus!
1011:  A więc jej imię jest błogosławione.
1016:  Zatrzymaj to na razie!
1019:  Co zrobiłeś?
1019:  Błogosławiłem nazwisko dziecka.
1022:  Błogosławiona kobieta, nazywasz to błogosławieństwem dziecka?
1025:  Co ona ci o swoim urodzeniu mówiła?
1026:  Odpowiedź!
1028:  Zrobiłem tylko to, co zapytałeś.
1029:  Żeby go urodzić, tak.
1030:  Nie powiedzieliśmy nic o kościołach.
1036:  Wystarczająco.
1043:  Coś mi mówi, że w pierwszych sekundach gry zostaniemy przez niego porzuceni.
1058:  Tak będzie, moi drodzy.
1063:  Jeżeli gra będzie wyglądała graficznie w ten sposób, to jestem ukontentowany.
1068:  Witam wszystkich dołączających.
1070:  Proszę bardzo.
1071:  Roll credits.
1072:  Horyzont Zeroświtu.
1077:  Swoją drogą, fascynuje... O nie, ale nie no, ładne przejście.
1080:  Ej, ładne przejście.
1082:  Ej, czaty, ładne przejście, prawda?
1084:  Ładne przejście.
1086:  Zawiera dodatek Frozen Wilds, to dla wszystkich, którzy pytali.
1089:  Dobrze, ustawienia.
1090:  Może nie wiem, może ja coś spaprałem z ustawieniami dźwięku, ale nie sądzę, moi drodzy.
1095:  Od razu zrobimy jedną rzecz, efekty dźwiękowe od razu, od razu tak.
1100:  Od razu ściągamy w dół.
1102:  Dobrze, obraz, wszystko w porządku.
1105:  Czy ja mam tutaj możliwość?
1107:  Dobrze, jest tryb wyświetlania bezramki.
1109:  Jak ja kocham nowe gry!
1112:  Jak ja kocham to, że mogę mieć okno bezramkowe.
1116:  Mówicie, że będzie ładnie.
1118:  Nie zamierzam długo być w tym menu, chociaż muszę powiedzieć, że to już jest jedno z moich ulubionych menu.
1123:  Jeżeli się jeszcze okaże, moi mili, że gra zmienia się w menu w miarę naszych postępów, to będę zachwycony.
1136:  Ankieta na polski dubbing?
1143:  Ej, ja dalej słyszę ścinki w menu.
1145:  A czemu ja dalej słyszę ścinki w menu?
1149:  Nie przerażajcie mnie.
1152:  Nie przerażajcie mnie, że będą ścinki dźwięku.
1156:  Niestety nie zmienia się menu?
1158:  Okej.
1161:  Co sądzę o publikowaniu na Wodpadzie?
1163:  Wiecie co, w przypadku wprawek pisarskich to jest jedno z lepszych miejsc, myślę.
1168:  Och!
1171:  Nie, jest... Dlaczego są ścinki dźwięku?
1176:  Zawsze mam aktualne sterowniki.
1178:  Nigdy w żadnej grze nie miałem ścinek dźwięku.
1181:  Zużycie procesora graficznego 30%.
1184:  Procesora 70% normalnie.
1194:  Dobrze, z pewnym niepokojem odpalam.
1197:  Mam nadzieję, że nie będzie problemu.
1198:  Oczywiście bierzemy poziom normalny, moi drodzy.
1220:  Haloj!
1221:  Ooo, to dużo barier.
1221:  Jesteś całkiem złożony, czyż nie, mały chłopiec?
1222:  Teraz idź i zobacz, czy możesz znaleźć więcej, hm?
1236:  Dobrze zrobione, to dobry chłopiec.
1240:  Dzieci, przyjdź ze mną.
1248:  Ona jest wyczerpana, żeby została zablokowana.
1265:  Oczywiście, że jesteśmy wygnańcem.
1267:  Każda dobra narracja fantasy, bo tak, to jest narracja fantasy z tego wynika, zaczyna się od tego, że jesteśmy wygnańcem.
1296:  Chciałem tylko uprzedzić wszystkich, że nie odpowiadam za wszystkie fejle naszej postaci.
1301:  Mam związane ręce, tak?
1303:  Mam związane ręce.
1314:  Rost!
1314:  Down here!
1315:  Rost!
1315:  Kim jest Rost?
1315:  Rost!
1316:  He won't hear me.
1324:  To dziecko wygląda tak, jakby ktoś je ostro naoliwił.
1329:  Dobrze.
1330:  Klatkarz w porządku.
1332:  To już mnie cieszy.
1334:  Bo tego się bardzo obawiałem.
1337:  Teraz tylko muszę zminimalizować sobie jedną rzecz.
1340:  Dobrze.
1341:  Czyli co?
1342:  Wynika stąd z tego mojej mini, że problemy z dźwiękiem są oczywiście w przykład scenach, czyli są źle prerenderowane filmy albo coś spapranego.
1352:  Nie mam zielonego pojęcia, czy ktoś się zna na tym, w jaki sposób jest to realizowane, to może będzie mieć wyjaśnienie.
1365:  Dobrze, już nie wiem, gdzie iść.
1367:  Menu jest w tej chwili niedostępne.
1370:  Dlaczego zawsze pozbawiani jesteśmy władzy w grach wideo?
1374:  Dlaczego tak się dzieje, moi drodzy?
1379:  Odpal full screen powinno naprawić?
1380:  Serio?
1383:  Ha!
1384:  A to jest opcja?
1387:  Nie, nie, nie, nie jestem głupim kaszojadem, nie umiem chodzić.
1394:  Przestań się kompromitować!
1396:  Ludzie cię oglądają!
1398:  Nie przynoś mi wstydu!
1405:  Co do Mixera, to wątpię, bo nie miałem nigdy takiego problemu wcześniej przy żadnej grze, a Mixer jest taki sam cały czas.
1415:  Krnąbrny kaszojad, gnuśny, leniwy.
1421:  Narzeka.
1422:  Ile... Proszę bardzo.
1424:  Pełna synchronizacja.
1426:  Tutaj jestem w stanie się zgodzić z kaszojadem.
1429:  Narzeka, utyskuje.
1437:  Dobrze.
1438:  Co tutaj jest?
1439:  Przede wszystkim ładne efekty świetlne.
1446:  Jan Gwózek pisze, obrażające dziecko, że nie potrafi chodzić, też Krzysztof, potykający się o ledy we własnej wieży.
1455:  Dobrze.
1455:  Co kupimy?
1459:  Nie możemy chodzić w miejsce.
1463:  Tak, Aloj, ale jest jeden problem, nie masz mapy.
1466:  Ty wprawdzie jesteś jeszcze nieuczonym kaszojadem w sztuce kartograficznej, nie wiesz, jak czytać mapy.
1473:  Ale nie obawiaj się, nauczysz się.
1475:  To jest podstawowa, zaufaj mi, zaufaj mi.
1479:  Mówię z perspektywy, no tak circa 25 plus letniego doświadczenia.
1485:  Umiejętność czytania map jest dla ciebie najważniejszą umiejętnością życiową.
1491:  Zapomnij o czytaniu, zapomnij o pisaniu.
1495:  Mapy.
1497:  Mapy są najważniejsze.
1499:  Tak, NIR automata w środę, moi drodzy.
1503:  Aloj podczas eksploracji zdecydowanie za dużo gada, bo twórcy chcą prowadzić gracza za rączkę.
1508:  Ja nie mam problemu z prowadzeniem gracza za rękę.
1510:  Absolutnie nie mam problemu.
1512:  Ja się na tyle często gubię, moi kochani, że myślę, że nawet w sytuacji, gdy twórcy myślą, że prowadzą mnie za rękę, ja wciąż się czuję zagubiony.
1523:  Ale popatrzcie, jest pewien postęp... Aloj teraz zostanie Batmanem.
1530:  Tak będzie.
1533:  Jest coś przed nami.
1552:  Fun fact, dzieci uwielbiają mapy do granicy absurdu.
1554:  Ja w ogóle uważam, że mapa to jest świetne narzędzie narracyjne.
1558:  Jak uczyłem się historii, to dla mnie najulubieńsza rzecz, jaka istniała, to było oglądanie map i zadawanie historykom irytujących pytań.
1566:  Na przykład pytałem, przepraszam bardzo, a czym jest cesarstwo Trypolisu?
1572:  Ale my tego nie mamy w ramach tej... Nie, ale ja chcę wiedzieć, czym jest cesarstwo Trypolisu!
1577:  No i tak Krzysztof zadawał pytania.
1578:  Tak było, moi drodzy, niezmyślane.
1582:  Ma paperium do narysowania.
1585:  To są nietoperze, Aloj, to dlatego, że zostaniesz Batmanem.
1590:  Jest udowodnione naukowo, że każda osoba, która wpadnie do jaskini, w której są nietoperze, zostaje Batmanem.
1597:  Martyna pyta, o czym jest ta gra, co mnie ważnego ominęło.
1599:  Ominęły cię pierwsze kroki, kaszojada Aloj, w którego się wcielamy.
1606:  Pierwsze kroki w świecie.
1607:  Pierwsze kroki w świecie skończyły się tym, że Aloj wpadła do wielkiej dziury.
1613:  Dworzanin uwielbiał mapy, no proszę.
1619:  Obejrzyj dziwne urządzenie.
1623:  Dla mnie to już będzie alloy.
1627:  Dla mnie to już będzie alloy, tak jak stop metali.
1629:  Bo wiecie, stopy.
1637:  Mapa z The Last of Us Part II?
1638:  Nie kojarzę.
1669:  Dostaliśmy chod!
1672:  O nie, o nie.
1676:  Aloj się uzależni.
1679:  Tylko nie to.
1681:  O nie.
1686:  Koniec, moi drodzy, koniec.
1689:  Za moment będziemy na głodzie i będzie trzeba bezwzględnie udać się na przymusowe leczenie do najbliższego szpitala.
1703:  Aha, czyli dostaliśmy wiedźmińskie zmysły.
1705:  Jak mnie... Tak wiem, że można przełączyć fokus.
1708:  Dziękuję, już wystarczy.
1710:  Proszę bardzo, to jest komputer.
1713:  Gnuśna, zła technologia.
1715:  Proszę bardzo, widzicie?
1716:  Tutaj ktoś siedział na tym krześle, zmurszał, krzesło się zestarzało, a człowiek nie żyje.
1722:  Jaki jest gorzej?
1724:  Zamienił się w kamień.
1727:  Tak długo ktoś siedział przed komputerem, uzależnił się i zamienił się w kamień.
1736:  Pamiętajcie, żeby nigdy nie siadać na krześle przed komputerem, ponieważ zamienicie się wtedy w kamień.
1741:  To jest pierwsza ważna lekcja, którą bierzemy.
1746:  Mówicie mi, że fetysz stópkowy.
1749:  Przepraszam, a co wy widzicie tutaj na ekranie?
1752:  Co tu jest na środku przy znaczniku?
1756:  No...
1758:  Chciałabym powiedzieć, że Aloj jest trzykroć lepszym detektywem od Blanka, LeBlanka, jakkolwiek się nazywał ten detektyw z Knives Out, Ryana Johnsona.
1778:  Ale jest jedna potężna zaleta Aloy, mianowicie nie mówi z udawanym południowoamerykańskim akcentem jak Daniel Craig.
1787:  Nie dało się tego wytrzymać.
1790:  To jest bardzo dobre pytanie, Aloj.
1792:  Nie mam zielonego pojęcia.
1793:  Mam nadzieję, że Ci pomogłem.
1795:  Giliader, dzięki za wsparcie od siedmiu miesięcy.
1797:  Krzesło z kamienia w stanowisku polskiej szkoły.
1799:  O tak, właśnie.
1801:  Niewygodne krzesła to jest plaga, moi mili.
1803:  I szkół, i miejsc pracy.
1806:  Skandal absolutny.
1808:  Boże, jak lubię znaczniki w grach.
1810:  Więcej znaczników.
1812:  Jak widzicie, ten nachalny znacznik i tak niewiele mi pomógł.
1815:  Czy to jest lampa?
1817:  Ten świat bardzo niepokojąco przypomina nasz świat.
1822:  Chyba zaczynam rozumieć, dlaczego to jest post-apo.
1825:  Aloj, nie dysz tak przecież, no przecież jakiś dramat absolutny z tobą jest.
1834:  Z doświadczenia wiem, że jeżeli coś zmienia kolor, to znaczy, że się otworzyło.
1843:  Jeszcze nie rozumiem, na czym polega ten fokus.
1847:  Tryb skupienia, krzyczy Tarael.
1853:  Co ten tryb skupienia nam daje tutaj?
1855:  Czy ślepowidzenie jest trudną książką?
1859:  Czy tam pierwszy raz takie science fiction trochę ciężko się czyta?
1861:  Zajmę mi przyzwyczajenie się do stylu.
1862:  Tak, tam jest trudny język, specyficzny bardzo.
1866:  Ale to wiesz, większość science fiction, która eksperymentuje z formą...
1872:  Będzie komplikowała formę właśnie wyrazu ponad treść.
1877:  Tak jak Clive Barker, miejscami też China Meville.
1885:  Już się pogubiłem, już się pogubiłem.
1887:  Wiedziałem, że tak będzie.
1889:  Czym tylko mi Aloj kojarzy się z Alo...
1892:  AleOS-em.
1893:  Dlaczego powiedziałem Aleos?
1895:  Aleos brzmi jak nazwa jaszczurki.
1897:  Jak ktoś zmienia kolor, to albo się otworzyło, albo wybuchnie, albo jest kameleonem.
1902:  Tak jest.
1904:  Focus pokazuje interaktywne rzeczy i słabe punkty przeciwników, czyli mamy to mieć odpalone przez cały czas.
1910:  Co tutaj jest?
1912:  Czy kaszojad jest w stanie przejść przez stalaktyty i stalagmity oraz... Czy tu jest jakiś stalagnat?
1919:  Skandal, nie ma żadnego stalagnata.
1921:  Witamy Lizusa w gronie Trybutariuszy.
1923:  Nie żartuję, Lizusus.
1926:  Tak w zasadzie należałoby powiedzieć.
1927:  Przepraszam za przekręcenie.
1929:  Witamy Kavcie także.
1931:  Możesz tym fokusem skanować drzwi.
1933:  Okej.
1935:  Dobrze.
1936:  Wybaczcie mi.
1937:  Mam 7 lat!
1942:  Chcesz, żebym chciał tak?
1943:  To najlepsze, co mogę zrobić.
1945:  Jest za tobą.
1946:  Cześć!
1969:  Szczęśliwy świątyń, Isaacie!
1970:  Tato naprawdę kocha swojego małego chłopaka.
1974:  Zobacz, tato nie może być tam z tobą i mamą, ale możemy wciąż pojechać na partię, prawda?
1980:  Na pewno!
1980:  Pokaż mi!
1985:  Pokaż mi znowu!
1985:  Mogę.
1986:  Jestem za tobą.
1987:  Cześć!
1992:  Szczęśliwy świąt, Isaac.
1993:  Tato uwielbia jego małego małego.
1995:  Zobacz, tato nie może być tam z tobą i mamą, ale możemy wciąż mieć partię, prawda?
2000:  Na pewno możemy.
2000:  Szczęśliwy świąt, Isaac.
2001:  Tato uwielbia jego małego małego.
2020:  Krzysztof, to jest tylko narracja dziecka.
2024:  Uspokój się.
2028:  Witamy gulów w gronie trybutariuszy.
2036:  Okej.
2039:  Aloj nie odróżnia fikcji od rzeczywistości.
2041:  Tak się to kończy, moi drodzy.
2042:  Tak się to kończy właśnie.
2045:  Widzicie?
2046:  Ma specjalnie takie dwa tryby.
2047:  One wyglądają zupełnie identycznie.
2050:  Czy tutaj coś jest interesującego?
2051:  Nie.
2054:  Czy... Popatrzcie, mamy jakieś specjalne umiejętności jednak.
2059:  Ja myślałem, że Aloj jest całkowicie bezużyteczna, ale jednak nie.
2063:  Dobrze.
2064:  Czego nie przeczytałem w A Clever One?
2067:  Czy to było coś ważnego do przeczytania?
2068:  Uuu!
2070:  Dziennik Connor Chason.
2072:  Dziennik głosowy.
2081:  Pominąłem trybut?
2082:  Przepraszam was bardzo.
2083:  Jak to się stało?
2085:  To mam 7 lat fajnie poza kontekstem, brzmi przywek Clever One.
2090:  Tak!
2091:  Ja mógłbym mieć 7 lat wiecznie.
2093:  Dzięki ci za wsparcie o dwóch miesięcy przy okazji.
2096:  Aha, oczywiście przestał się odtwarzać.
2098:  Świetnie.
2099:  Tam coś jest, moi drodzy.
2100:  Coś jest, coś jest.
2101:  O!
2102:  To jest martwy człowiek.
2103:  Patrzcie, to jest jeden z uzależnionych.
2109:  Widziałem ich złożonymi w komunityjnym pomieszczeniu.
2112:  Jak kawałek w śledztwie, ale uśmiechają się na siebie.
2118:  Johna oddaje mięsa, jak gdyby żyć to byłaby jakaś... choroba, żeby się ubezpieczyć.
2125:  No... Nie ja.
2127:  Nie chcę być spokojny.
2130:  Nie chcę wyjeżdżać.
2133:  Chcę, żeby na koniec mojego życia nie było wypadków.
2138:  To jest piękne motto, zakończyć swoje życie wykrzyknikiem.
2151:  A psztyfikant arystokratycznej snoblistki wspiera od dwóch miesięcy ponadto twierdzi, Wayne to najlepsza postać w kosmir, rzekłem.
2157:  Mówicie, że przy fokusie na zielono się ładują ważne rzeczy i to jest prawda.
2163:  Macie w stu procentach rację.
2169:  Teraz będę frenetycznie otwierał fokus i sprawdzał, czy mi się ładuje na zielono.
2173:  Coście zrobili?
2175:  Coście mi zrobili?
2179:  Tak, tak będzie, nie zmyślam.
2181:  Musimy się znowu wyspindrać po schodach.
2183:  Mam wrażenie, że jest dużo spindrania, ale nie oczekujmy zbyt wiele.
2186:  Nasz kaszojat nie posiadł jeszcze innych umiejętności.
2192:  Co się z tym stało?
2193:  Chcę serio nagrać nasze myśli na temat posterity.
2195:  Świetna idea, dyrektor Evans.
2196:  Jakbym nie zrobił już wystarczająco dla posterity.
2201:  Jakbym nie był tutaj, jeśli nie dla posterity.
2206:  Jestem skończony z posterity.
2212:  Posterity może iść.
2216:  W najlepszym momencie skończył.
2218:  Na jakiej specyfikacji to ogrywam?
2219:  3060 Ti i Ryzen 8 chyba, któryś nie pamiętam, który w każdym razie jestem bardzo niezadowolony z Ryzenów, bo nie współpracują i tak z GeForce'ami, jak bym chciał i prawdopodobnie będę, znaczy nie, prawdopodobnie to jest postanowione w przyszłym roku, nowy setup będzie z 4090 i z Intelem najnowszym.
2243:  Nie będzie wtedy, nie będzie wtedy już żadnej litości dla deweloperów, którzy opracowują gry, które są w jakikolwiek sposób niezoptymalizowane.
2269:  O, kaszelat się nudzi.
2279:  Jak się na fioletowo świeci przez ścianę w historii Focusu, znaczy, że jest skanowalne.
2283:  Ojej, to jest dużo rzeczy skanowalnych.
2285:  A, możemy przez ścianę skanować, to jest fantastyczna wiadomość.
2290:  Co myślę o książce Miasto Mosiądzu, City of Brass?
2292:  Bardzo lubię, cała ta trylogia jest świetna.
2295:  Jedno z lepszych przedstawień magicznych, jakie kojarzę.
2300:  Systemów magicznych.
2303:  Agregator prądu jest do 40-90 potrzebny.
2305:  Tak powiadają, tak powiadają, ale mam dość już upgrade'ów, wiecie, bo w momencie, w którym się jeszcze chce streamować, prowadzić zajęcia i tak dalej, to naprawdę wszystko musi być niezawodne i nie można mieć przerw zbyt częstych, więc stwierdziłem na upgrade'y, więc stwierdziłem, że już chcę mieć po prostu taki setup, który mi wystarczy na dobrych parę lat.
2329:  Pod E jest dostęp do ekwipunku.
2332:  Jeszcze nie mamy ekwipunku, Taraelu, niestety.
2335:  Czy pierożki byli?
2336:  Krzysztof, nie możesz pierożków, niestety.
2337:  On mnie znaleźł!
2349:  Ross mnie znaleźł!
2350:  Tutaj!
2350:  Idę!
2350:  Idę!
2350:  Oj, mój Boże.
2351:  Chodź, dziewczyno, weź moją rękę.
2354:  Ty tam nie pochodzisz.
2358:  Chodź!
2365:  Takie miejsca są niemożliwe, Aloj.
2368:  Wszedłem.
2368:  Są ze świata metalowego.
2373:  Co tam jest na twarzy?
2375:  Nic.
2375:  Znalazłaś to tam?
2382:  Nie.
2382:  Daj mi.
2386:  Zostaw mój sprzęt!
2388:  To jest tajemniczy mysi sprzęt!
2393:  Sama znalazłam!
2403:  Czy Ogram kiedyś Mass Effect?
2404:  Idealną odpowiedzią na to pytanie jest to, że YouTube tak bardzo pozycjonuje ten materiał, że nawet nie wiecie, że to zrobiłem.
2416:  Chodź Aloj, wróć do domu.
2419:  Ale rozpoczynając jutro, nauczysz się jechać.
2457:  Będę się krzyknęła.
2459:  Co oni mają na myśli?
2460:  Zabierz twoją łowę.
2467:  Łowę?
2467:  Przestań się krzyczeć o tej grze.
2470:  Przechodzimy do Walii teraz.
2472:  Podążaj.
2480:  Wioski mogą być niebezpieczne, Amy.
2484:  Musisz zostać blisko i robić co ja mówię.
2486:  Wiem.
2487:  Teraz, wciąż jesteś skręcony od tego wioski, którą wziąłeś wczoraj.
2496:  Więc zacznijmy od tego.
2498:  Zabierz ten podmiot medyczny.
2500:  Pokażę ci jak go wypełnić.
2505:  O, dostaliśmy mieszek.
2508:  Teraz musimy uważać na rzezi mieszków.
2510:  Dobrze, zrobię tę jedną rzecz, którą polecaliście.
2513:  Tryb wyświetlania, pełen ekran.
2518:  Jezus Maria, jaką ja mam częstotliwość odświeżania?
2521:  To jest dobry pytań.
2521:  Ja mam na 144 Hz.
2522:  Tak.
2522:  I wszystko umrze.
2530:  I wszystko umrze.
2536:  Zbierz lecznicze zdrowoziele.
2545:  Uwielbiam tego rodzaju słowotwórstwo.
2547:  Wspaniałe rzeczy.
2549:  Wczoraj skończyła 19 lat, czyli mam już dwie dychy.
2553:  Pisze Kaszkietomir.
2555:  Spokojnie, musisz skończyć dwie dychy, żeby mieć dwie dychy.
2557:  Zobacz.
2559:  Zbieraj barwy.
2559:  Dobrze.
2560:  Teraz zjadaj barwy.
2561:  Mogą smakać, ale mogą pomóc ci żyć.
2565:  Zawsze trzymaj pocztę z barw, kwiatów i kwiatów.
2573:  Gdzie jesteśmy?
2574:  Ta góra jest częścią wszelkich uśmiechów matki.
2585:  Norra patrzy na te tereny i utrzymuje najpiękniejszych maszyn.
2588:  Zazwyczaj.
2590:  Później pod rzeką znajdziemy świątynię maszyn i nauczę cię jak jeździć.
2615:  Czy to jest escort quest?
2616:  Tak.
2616:  Ale nasz plan jest taki, żeby znaleźć jamniki.
2619:  Tyle w temacie barbarzyńców.
2639:  Zamiast rzucić się z wrzaskiem na maszynę do walki?
2641:  Nie, Aloj.
2641:  Takie maszyny nazywają się patrzącami.
2645:  Musisz nauczyć się, żeby uniknąć ich spojrzenia.
2648:  Jeśli będziesz żył w górach, pokażę ci.
2651:  Słuchaj blisko i rób, co ja robię.
2655:  Zostań spokojnie.
2656:  Czekaj, aż to przejdzie.
2657:  Zostanę spokojnie.
2660:  I podążaj za mną przez drogę do tego wysokiego drzewa.
2672:  To są maszyny stworzone z woli Mekhane, więc są dobre.
2675:  Czy ktoś powiedział Mekhan?
2681:  Czy to są opowieści z mekhańskiego pogranicza?
2696:  Mam nadzieję, że mechanika strzelania z łuku jest tutaj dobrze zrobiona, bo zawsze mam problem ze strzelaniem z łuku.
2710:  Nie no, wściekle mi się podoba ten projekt.
2714:  Trochę Gigerowski.
2717:  Jamnikowy Piechór, dziękuję za wsparcie od czternastu miesięcy.
2719:  Jak przedstawia się Jamnik imieniem Nick?
2721:  Jam-nick?
2723:  Tak właśnie.
2725:  Kto jak kto, ale Jamnikowy Piechór musi to wiedzieć.
2728:  You did well.
2730:  I didn't see or hear you.
2732:  Now stay close.
2733:  That herd should be just ahead.
2735:  To już wiemy, że nie ma nic wspólnego z mechańskim pograniczem.
2752:  O!
2752:  Pierwotny człowiek.
2753:  Czy on jest z naszego plemienia?
2757:  Nie!
2757:  Nie jest z naszego plemienia!
2760:  Zabić go!
2760:  Zabić!
2761:  Jest z innego plemienia!
2762:  O!
2764:  O, nie!
2764:  Jeszcze ma irokezę!
2766:  Najgorzej, nie!
2767:  Pan!
2772:  Jak są lorowo wytłumaczone maszyny nie wymagające źródła energii konserwacji?
2776:  Jeszcze nie wiemy.
2783:  Kinga pisze, że mechanika łuku bardzo prosta.
2784:  Trzymasz lewy dłużej i strzelasz celnie.
2787:  Okej.
2789:  Jamniczych Świąt Asgrim, także i dla ciebie.
2791:  Dzięki za wsparcie w 9 miesięcy.
2794:  Ja nie jestem w plemieniu?
2796:  Proszę bardzo.
2797:  Kto ma marszczyn?
2799:  Marszczyn to jest zioło?
2801:  które w momencie, w którym się zacznie je wdychać albo palić, człowiek natychmiast się marszczy.
2807:  To jest najlepszy dowcip, na jaki dzisiaj mnie stać.
2812:  Dalej jestem wyrzutkiem?
2814:  Jak to dalej jestem wyrzutkiem?
2818:  Muszę powiedzieć, że zachwyca mnie ten bieg.
2821:  Znaczy, Aloy biega prawie tak jak Jack Sparrow.
2825:  Czyli tak jak ja.
