🔴 Ścieżka bólu i nadziei | HOLLOW KNIGHT (ft. Filip @BezSchematu) Livestream #11
🔗 https://www.youtube.com/watch?v=9Ib_mHT0870

22:  Dzień dobry.
810:  A postać się nie przykleja automatycznie do ściany.
817:  Czasem po... O!
819:  Piękny przykład momentu, w którym nie działa podwójny skok.
823:  Uwielbiam.
828:  Czasem właśnie idioks nie można zrobić double jump po daszu.
831:  Na tym nalega dowcip.
833:  Jeżeli wcześniej zużyjesz jeden skok, to już później nie możesz.
836:  I to jest idiotyczne.
840:  O, teraz nie mogłem zrobić double jumpu w ogóle na przykład, bo nie wiem, nie wiem dlaczego.
845:  Nie wiem dlaczego.
852:  Właśnie to jest straszne, że on się nie jest w stanie przyczepić do ściany.
855:  Po co?
856:  Po co?
856:  Po co wprowadzano Mantis Claw?
858:  Po co?
859:  Po co wprowadzano to, żeby można było, żeby... Dlaczego?
862:  Dlaczego on nie może być do tej ściany przyklejony?
864:  Co za debil wymyślił, że się będzie z niej zsuwał?
867:  Po cholerę to jest zrobione!
868:  Po cholerę!
878:  Idiotyzm.
883:  Dobra, jest.
887:  Fuck.
890:  Znaczy, za każdym razem, za każdym razem dosłownie jak failowałem tę sekwencję, to z uwagi na zsuwanie się po ścianie.
897:  Za każdym razem.
902:  To jest nieprawdopodobne.
904:  A tak na marginesie... Gdzie macie double jump?
910:  Jest pojedynczy jump, to znaczy robicie, na przykład double jump jest, dash i potem już nic, nie?
919:  Możecie tylko u skrzydła.
921:  Nie można zrobić double jumpu.
923:  Niestety.
933:  Dobra.
947:  Ja szybko się przełączę na elektroswing, powiem wam.
951:  Bardzo szybko.
952:  Dobra, teraz najtrudniejszy fragment całej ścieżki dla mnie.
956:  Nie żartuję.
963:  Fuck, fuck, fuck!
971:  Jeśli najpierw oderwiesz się od ściany, masz jeden skok, trzeba wcisnąć klawisz skoku, potem klawisz kierunkowy.
977:  Robię dokładnie to.
982:  Tylko, że czasem ten skok jest niedorobiony.
990:  Ale zresztą przeszedłem parę razy przez ten fragment.
993:  To jest po prostu totalnie losowe, czy się mi uda, czy nie.
996:  I nie czuję progresu dzisiaj, dlatego w złym humorze zaczynam, moi drodzy.
1002:  I to bardzo... za wcześnie.
1011:  Za wcześnie.
1016:  Przynajmniej w ogóle docieram do tego momentu.
1019:  Fuck.
1022:  Co to za klawiatura na dole ekranu?
1023:  Żebyście widzieli niedziałające spacje, których gra nie sczytuje.
1031:  Uwielbiam.
1031:  Eeeh.
1040:  Jak gra wyjdzie, to będę ogrywał.
1042:  Ja nie ogrywam gier w wersji alfa.
1044:  Odebrałem lekcję życiową, jeżeli chodzi o gry w wersji alfa.
1048:  Parę razy grałem i później narzekałem na nie i ludzie mi mówili, o nie, one są już dobre.
1053:  To ja wolę szczerze powiedziawszy poczekać, aż gra będzie dobra.
1061:  Tę muzykę będę słyszeć we wtorek na maturze.
1064:  Z czego jest matura we wtorek?
1073:  To jest nieprawdopodobne, absolutnie.
1080:  Podstawa z polskiego, o Boże.
1085:  I to jest też piękne, że level designer doskonale wiedział, że robi to pixel perfect.
1091:  On doskonale to wiedział.
1093:  Doskonale to wiedział i zrobił to złośliwie, tak, żeby to było dokładnie 3 mm za wysoko.
1099:  3 mm, tak, żeby było niewygodnie.
1101:  Uwielbiam.
1109:  O, to mi się zdarza raz na 10 prób, że wychodzi.
1113:  Niesamowite absolutnie.
1114:  Aż tak się zdziwiłem, że aż spadłem.
1118:  Nic nie tłumaczy tego wyzwania do życzenia, jest opcjonalne.
1121:  Nic nie tłumaczy.
1122:  Nic nie tłumaczy tego, że jest debilna mechanika zjeżdżania po ścianie.
1125:  Swoją drogą, byłem tak zrozpaczony, że nawet na reddicie sprawdziłem, czy ja jestem jedyny, nie?
1131:  Czy ja jestem jedyny?
1135:  W związku z powyższym nie, nie jestem jedyny.
1141:  Proszę bardzo, to jest człowiek, którego niniejszym chciałem powiedzieć, że kocham.
1146:  Kocham człowieka, który nazywa się prawdopodobnie That Dude With The Cat.
1152:  I'm really loving this game, but the world-calling mechanic is starting to actively make me not wanna play it anymore.
1159:  As I go further, it's getting used a lot, but it is by far the worst mechanic in the game.
1164:  It's incredibly annoying to control because of how you intended to do it and I can't believe it hasn't ever been modified to make it actually sensible to use.
1172:  Is there anything in the game that makes you not continuously slide down the wall other than the super glide?
1179:  Because if not, I seriously may not be able to finish this game, this mechanic is way too hard for me to control, it's frustrating by no end.
1184:  No i oczywiście ludzie pod spodem... You can jump in place in the wall!
1190:  I guess it can be annoying, but you can super glide!
1194:  O Boże, dro... Nawet bot, nawet bot napisał na wszelki wypadek tutaj, to mnie rozwaliło kompletnie w tym wojtku.
1207:  Boże, to jest tak głupie, to jest tak potwornie głupie.
1211:  To jest tak, by Altaj i Ibn al-Ahad w ten sposób się wspinał po ścianie, żeby za każdym razem zjeżdżał.
1217:  Niesamowite.
1220:  Tak więc w pewnym sensie pociesza mnie, że nie jestem sam, nie?
1225:  WIEM, ŻE MOŻNA SPAMIĆ KRYSTAL DASHEM, ALE TO JEST NIEFUNKCJONALNE!
1229:  Ponieważ potem, potem i tak musisz skoczyć, nie?
1233:  Zobacz, w tym momencie to robię, nie?
1235:  Potem i tak musisz skoczyć i wtedy nie ma podwójnego skoku z jakiegoś względu, albo czasem jest.
1239:  Nie wiem, nie jestem w stanie, to jest tak potwornie, tak potwornie nieintuicyjne, że raz wychodzi, raz nie wychodzi, jest... W związku z powyższym nie robię tego kompletnie.
1255:  I czasem muszę sobie pomóc tym Shadow Dashem, żeby w ogóle się przyczepić do ściany, ponieważ postać nie chce się przyczepiać do ściany.
1267:  Tak, mógłby zacząć zjeżdżać dopiero po chwili.
1269:  Jedna sekunda by wystarczyła.
1270:  To jest debilizm kompletny.
1272:  Skrajny, kretyński debilizm.
1279:  połamania nóg dla wszystkich maturzystów.
1280:  Na czacie pisze, że jak to pska w wojnie, dzięki za praca do 8 miesięcy.
1282:  Kacper Szuleto pisze, czysta kurczak, ryż i kreatyna pomogą z parkurem.
1285:  Jest to nieprawda.
1287:  Nic nie pomoże z tym parkurem.
1290:  Jestem gotów wynająć kogoś, żeby to zrobił za mnie.
1296:  Tę pierwszą sekwcję.
1297:  Chcę dojrzeć do następnej.
1298:  Nie mam żadnych innych marzeń życiowych.
1303:  Jesus Christ.
1305:  Eternal Ruins.
1305:  Projekcja, którą nie kojarzę, Joanno.
1313:  Jezusku.
1316:  I to jest problem, bo przez to, że ja zjeżdżam, to czasem mam dobrą wysokość do skoku, a czasem nie.
1320:  I to jest wyłącznie kwestia wymierzenia tego.
1325:  Będzie francuski dubbing jutro, będzie.
1327:  Albo angielski, zobaczymy, moi drodzy.
1328:  Nie jestem w stanie powiedzieć w tej chwili, co będzie jutro, bo to zależy od tego, co ludzie będą chcieli.
1332:  Tak go dowoło, ludzie chcieli dubbing polski, więc mieliśmy dubbing polski.
1341:  Dobra.
1348:  Tak, czemu on nie może się do kurwy nędzy przyczepić do tej ściany?
1354:  Hmm, jest tak bezsensowne.
1356:  To premiuje wyłącznie szybkie granie.
1358:  Ja nie znoszę, jak coś jest premiowane, co wymaga szybkości.
1362:  Nienawidzę tego.
1364:  Szybkość nie jest skillem, nie znoszę.
1369:  Niestety, nie zgadzają się ze mną wszyscy egzaminatorzy na świecie.
1375:  Zusek pisze, że przyszło się tu zrelaksować.
1377:  Zły wybór!
1378:  Zły wybór!
1388:  Dobrze.
1389:  Czym jest szybkość, jak nie skillem?
1391:  Czasem reakcji.
1393:  Tym jest.
1394:  Tylko tyle.
1395:  Czas reakcji.
1395:  Albo masz szybki, albo nie masz.
1397:  Na przykład koty mają czas reakcji od 20 do 30 milisekund, a węże od 70 w górę.
1405:  Zgadnijcie, kto zawsze wygrywa.
1407:  O, wąż maskilisiu!
1412:  Czas reakcji to jest coś, na czym nie paduje człowiek.
1415:  Nie można sobie zwiększyć czasu reakcji.
1419:  Dlatego wszelkiego rodzaju tego, no właśnie, to zjeżdżanie jest bez sensu.
1427:  Dobrze, co ja tutaj robiłem?
1429:  No tak, i teraz nie było podwójnego skoku, ponieważ powody.
1439:  No koty mają wyjątkowo szybki czas reakcji, to jest prawda.
1448:  Teraz najgorszy, teraz najgorszy.
1457:  Jest, jest, jest!
1458:  Kur... Szlak mnie trafi!
1470:  Cholerne kolce.
1474:  I to jest wszystko przezpierdolone zjeżdżanie.
1476:  Gdybym ja był na tej ścianie w sposób stały, to byłby w porządku, ale nie, nie.
1489:  Dlaczego nie było, dlaczego nie było teraz skoku dostępnego pod aż?
1492:  Przecież macie, macie na input readerze, że wciskam spację.
1499:  Dlaczego ta spacja nie działa i nie wywołuje skoku?
1506:  To jest po prostu nieprawdopodobne.
1526:  Kolejny raz nie było podwójnego skoku.
1531:  Nieprawdopodobne.
1532:  Nieprawdopodobne absolutnie.
1546:  Dobrze, jest.
1552:  To jest to.
1553:  Wiecie, dlaczego nie sczytuję skoku?
1556:  Ponieważ ten debil w momencie, w którym odwraca się od ściany, żeby skoczyć, robi mikroskok i następnie robi drugi.
1564:  Nie skacz na spacji, a na czym mam skaczać?
1566:  Spacją się zawsze skaczę.
1573:  Soundtrack jest niesamowity, to jest prawda.
1575:  Jest dobrze zapętlony.
1579:  To jest jedyny powód, dla którego tutaj jestem, dla soundtracku.
1583:  Tak, proponuję zmienić skok na F1, będzie lepiej.
1591:  Dobrze, jest, jest.
1597:  No i teraz to jest to.
1598:  Ja nie mogę wyćwiczyć nowej sekwencji.
1600:  Nie mogę.
1601:  Nie mogę.
1601:  Gra mi po prostu nie pozwoli.
1602:  Nigdy.
1610:  I nie było podwójnego skoku.
1611:  Dlaczego nie było podwójnego skoku po daszu?
1613:  Nie wiem, dlaczego nie było podwójnego skoku po daszu.
1616:  Nie mam pojęcia.
1619:  Niesamowite absolutnie.
1623:  Lewajat napisze, że reakcja to skilla, jak to jest gra zręcznościowa.
1625:  To nie jest gra zręcznościowa, ona ma element zręcznościowy.
1628:  Dzięki ci za wsparcie o 31 miesięcy.
1632:  Dobrze.
1637:  Nieprawdopodobne.
1646:  O, teraz był podwójny szkok, czyli się da!
1651:  Czyli się da!
1654:  Nieźwykłe!
1655:  Myślałem, że nie ma podwójnego szkoku po Dasiu.
1659:  Nieźwykłe, nieźwykłe!
1661:  Glo, a może tak, może tak trochę spójności będzie, co?
1666:  Tak odrobinkę spójności konsystencji w sterowaniu by nie zaszkodziło.
1675:  Dramat.
1691:  Jest jeszcze najlepszy tamten drugi bączek.
1694:  Jest umieszczony dokładnie w tym miejscu, w którym nie powinien być umieszczony.
1702:  Skocz na ścianę po prawej stronie nad piłę i od razu spinaj się w górę.
1707:  Przecież to robię.
1711:  Czy będę czytał jutro na streamie Spiketail Innocence z dżumekami?
1714:  Nie, wystarczy mi raz, to przeczytałem.
1717:  Dwemlpisz będzie robić piąty Pantheon.
1719:  Jezus, zapomniałem, że jeszcze to jest w tej grze.
1722:  Dramat.
1722:  Tak, to jest Path of Pain, przynajmniej ostrzegają.
1733:  Nieprawdopodobne, no nieprawdopodobne, to włączanie podwójnego skoku jest nieprawdopodobne.
1741:  Spacja opóźnia reakcję na skoki przez odbijanie?
1744:  Nie rozumiem Bartoszu.
1757:  Nieprawdopodobne, no nieprawdopodobne po prostu.
1761:  To nie jest Karobacham, ale kwestia doleczenia do ściany.
1764:  To jest kwestia tego, że jeżeli jesteś przy ścianie, to musisz wcisnąć klawisz kierunkowy, żeby się do niej przyczepić.
1770:  To jest absurdalne.
1771:  Od początku na to narzekam, pochlebiam sobie.
1775:  Teraz tylko widać, jak ta mechanika jest zła w momencie, w którym została wprowadzona.
1785:  Już wtedy mnie denerwowała, a teraz dopiero mnie denerwuje bardziej.
1792:  Dobrze.
1794:  Teraz tak.
1802:  Czy... Powiedzcie mi, czy ja zwariowałem?
1804:  Czy była wciśnięta spacja?
1806:  Bo może ja zwariowałem?
1810:  Ja nie progresuję w Path of Pain, Hysz, a właśnie na tym problem polega.
1813:  Ja nie progresuję tutaj, nie czuję, że się zwiększa skill, mimo że powtarzam i powtarzam i powtarzam, ponieważ czasem nie ma input readingu.
1832:  To jest po prostu nieprawdopodobne.
1838:  Leven pisze, że dalej się w głowie nie mieści, jak coś tak trivialnego może być dla kogoś innego takim koszmarem.
1842:  I właśnie dlatego, jak się uczy kogokolwiek, to nie należy używać sformułowania trudne i łatwe.
1846:  W ogóle.
1847:  Ja tego nigdy nie robię.
1848:  Przez 15 lat, jak nauczam, nigdy nie powiedziałem komuś, że coś jest łatwe lub coś jest trudne, ponieważ to jest relatywne zawsze.
1858:  Dla mnie na przykład napisanie doktoratu było dziecinnie łatwe, nie żartuję.
1862:  Nie było to dla mnie skomplikowane przez ani jeden moment.
1866:  A miał on 600 stron, więc jak widzę człowieka, który pisze pracę 30-stronicową i się poci, to mógłbym z łatwością powiedzieć, że na przykład zwariowałeś kompletnie, nie wiesz co, to jest trudna praca, nie?
1878:  Z tym skokiem co dwa promień przy rafał Berezi na początku nie da się chwycić tego małego fragmentu przy górze ściany, więc jak skaczesz zbyt wcześnie, to jesteś po wietrzu i trzeba używać double jumpa.
1884:  Tak, tak, tak, tak, tak, tak.
1886:  Ale to już jakbym przećwiczyłem.
1889:  Czego nie przećwiczyłem do tego, że jak postać spada, to nie jest w stanie w żaden sposób się uratować.
1895:  O Boże, zapomniałem o herbatce.
1898:  Nie dobrze, będę musiał iść po herbatkę, bo się zaparza cały czas.
1905:  Dobrze jest.
1907:  Jest, jest, jest, jest, jest, jest, jest, jest, jest.
1911:  No i się pomyliłem.
1915:  Też uważam, Kiloś, że porządek jest najgorszy, absolutnie.
1919:  Nie mogę daszować od ściany w Szerwonej Lisie, ponieważ jak daszuję od ściany, to robię coś takiego.
1923:  A jeżeli się odwrócę, to wtedy zaczynam zjeżdżać ze ściany.
1928:  Przećwiczyłem już wszystkie opcje.
1932:  Miałem na to 4 godziny.
1934:  Dzisiaj.
1940:  Myślałem, że to zrobię i że z dziecinną łatwością przejdziemy do drugiej sekcji.
1944:  Nie, niestety.
1949:  I to jest właśnie przykład tego, jak ja się usiłuję ratować wiedząc, że przestaje działać spacja.
1967:  Dobrze, że to jest komedia, po prostu komedia, absolutna komedia.
1975:  Tak, jak się wstaje od komputera, to się wypada slow.
1977:  Wiem, wiem, wiem, zrobiłem to dzisiaj już raz i żałuję.
1988:  Ale to jest nieprawdopodobne, jak... To jest po prostu nieprawdopodobne.
2010:  W obecnym prawie wszystko, poza atakiem aż pod lewą rękę, to niewygodne.
2013:  To bardzo wygodne.
2014:  We wszystkie gry tak gram.
2015:  Poza tym moja lewa ręka jest dominująca.
2025:  Dobrze.
2029:  Zmienianie sterowania po kilkudziesięciu godzinach gry, moim zdaniem, to jest najgłupsza rzecz, jaką można zrobić.
2035:  Czemu nie było skoku?
2036:  Odkleiłem się od ściany, powinienem mieć podwójny skok.
2039:  Czemu losowo nie ma podwójnego skoku?
2042:  Czemu?
2047:  Wiem, że pierwsza sekwencja jest najtrudniejsza.
2048:  Ona jest dla mnie najtrudniejsza z uwagi na te pierdolone skoki!
2057:  To jest straszne!
2062:  Pomyliłem się.
2066:  Przynajmniej zbyt szybko wciskasz A, więc postać zaczyna ruszać się w lewo i puszcza się ściany.
2070:  Tak, bo muszę skoczyć, żeby... w drugą stronę, nie?
2077:  Wymiar ze skaniem pisze, że Paweł Pań zajęło 3 dni, bo musiał resetować, przerywać i to resetował.
2082:  To jest następny debilizm.
2083:  Nie powinno resetować progressu w żadnej grze.
2085:  W ogóle pomysł z resetowaniem progressu to jest zbrodnia i robienie czegoś takiego to jest cofanie rozwoju gier o 50 lat.
2099:  Brak save'ów był pomyślany tylko po to, żeby sztucznie wydłużać długość gier.
2103:  Dzisiaj sztucznie wydłużamy za pomocą grindu.
2105:  Jedno i drugie toksyczne.
2109:  No i dupa.
2113:  Właśnie nie udało się to dlaczego?
2114:  Dlatego, że nie sczyto przyklejenia się do ściany.
2122:  Jesus Christ, no po prostu, no nie mogę, nie mogę tego braku podwójnego skoku, no ja nie mogę tego, no.
2132:  Nie, nie mogę.
2133:  Mhm, a to było co?
2148:  W Hellblade tak jest cofa do początku?
2150:  O, tu nigdy nie zagram w Hellblade w takim razie.
2153:  To dobrze wiedzieć teraz, bo bym się wściekł absolutnie.
2157:  Ja nie cenię czegoś takiego absolutnie.
2161:  Ja nie liczę po solanach, że się dzisiaj uda.
2163:  Ja tylko sprawdzam, jak długo wytrzymam.
2165:  To jest test cierpliwości.
2171:  Brak zapisu przy Realtytion był też kwestią limitacji sprzętowej w wielu grach, bo np.
2174:  hasła przy każdym levelu.
2175:  No, no, no.
2176:  Ale generalnie chodziło o to, że na dyskietce się mało mieściło, w związku z powyższym trzeba było sztucznie wydłużyć grę.
2183:  A dzisiaj mamy tak, że się mało mieści na serwerku, w związku z powyższym sztucznie wydłuża się jakimś żmudnym grindem w różnych dogmach i podobnych.
2190:  Okropność.
2193:  Tak jestem dumny, że tutaj mi się udaje wskoczyć.
2195:  Autentycznie.
2214:  Dramat.
2216:  Lewido pisze, że nauczenie był temat pracy kreatywnej, był temat czy zniszczenie pracy i zacząć od początku to proces twórczy?
2221:  Niestety wyszło, że tak jest.
2223:  Trochę tak, trochę tak.
2225:  Ale to bardzo zależy od rodzaju pracy moim zdaniem.
2229:  Uwielbiam znikając podwójny skok.
2231:  Uwielbiam.
2234:  Znaczy najprościej byłoby, gdyby się dało zrobić za każdym razem tak.
2237:  No to byłoby cudowne.
2240:  Ale nie.
2249:  Dobra.
2252:  Nie.
2256:  Co jest?
2256:  No czemu on tam nie doskakuje?
2261:  Będzie Kamilo.
2264:  16 maja jest w czwartek, 15 jest w piątek, czyli... Boże, 17 jest w piątek, czyli albo zagramy sobie 17 po Juwenaliach, albo 18.
2283:  Jesus Christ.
2288:  Nie Piotrze, nie będzie dziesięciu streamów.
2290:  Ja dzisiaj robię próbę Path of Pain.
2293:  Jeżeli się nie uda, to porzucam.
2294:  Tylko dzisiaj robimy to cały czas.
2309:  Po co jest tam ta piła, to ja nie wiem.
2316:  Ale... niesamowite.
2320:  Wpadłem na tę sekcję, to przy każdym wyskoku najpierw szedł radarze, potem double jump, tylko double jump się wyłącza!
2325:  Na tym polega problem.
2339:  Tak samo jak się... Och... Nie robię nabł... Bierz double jumpa, potem dash.
2350:  Na tym polega problem.
2352:  Robię skok, dash i później wyłącza mi się double jump.
2359:  Teraz nie działało, tak?
2361:  Dlaczego?
2363:  Bez sensu kompletnie.
2364:  Hmm...
2374:  Najgorsze jest to, że człowiek tutaj nie czuje progresu kompletnie.
2377:  To znaczy, ile bym tego nie ćwiczył, tak czasem wraca mnie do samego początku i nie działają rzeczy, które działały wcześniej.
2390:  Cały czas wciskasz A, a potem spację.
2393:  Wciskam równocześnie A i spację.
2404:  Nie, no to jest niesamowite.
2405:  Dobrze.
2424:  I to właśnie o tym mówię.
2425:  O tym mówię.
2426:  Przelatywałem nad kanionem i straciłem podwójną spację.
2430:  Dlaczego?
2431:  Nie rozumiem.
2432:  Powinna się zresetować przy ścianie.
2440:  Jak to gra nie sczyta tego równocześnie?
2441:  Co ty mówisz, że nie sczyta tego równocześnie?
2443:  Cały czas sczytuje równocześnie.
2444:  Masz równocześnie sczytaną spację i skok.
2449:  Sprawdziłem mysz o jeleniu, zanim w ogóle tutaj przyszedłem.
2452:  To nie ma żadnego znaczenia, jak ludzie przechodzą, ponieważ ludzie tylko pokazują, o, o, to, to, to, to, to jest prosto, jest koniec zrobione i tyle.
2458:  Znaczy, nie pokazuje konkretnie, co robią.
2464:  Mamy tylko ludzi magicznie przeskakujących rzeczy, których nie umiesz przeskoczyć.
2468:  A najlepsze jest to, że większość tych ludzi mówi, oh, that's simple.
2474:  Na swój użytek nazywam ich simpletonami.
2486:  Gdyby nie ten dasz, to by się nie udało.
2493:  No przy... Teraz ci zaczynają dopiero rzeczy problematyczne.
2500:  To jest najdalej, jak dotarłem, a wiem, co jest dalej.
2506:  Właśnie.
2507:  To już nie będę wiedział, co jest dalej.
2510:  No i od początku.
2515:  Czterdniowy tydzień instytucji został wprowadzony przez dyrektora UJ.
2519:  Na pewno to jest już wprowadzone na 1000%?
2522:  Jeżeli tak, to bardzo cenię.
2527:  I widzicie, to jest to.
2530:  To jest to.
