🔴 Melemuuuu! | HOLLOW KNIGHT Livestream #3
🔗 https://www.youtube.com/watch?v=sSOSQV8aaOY

12:  Zdjęcia i montaż
1691:  Ta gra i brak obrażeń.
1696:  A, to jest Winda Pinda.
1699:  Tutaj chyba byliśmy?
1706:  Nauczyć typiarza to chodzi na parza.
1719:  Otóż nie byłem tam.
1727:  O Jezus i znowu rzężenie.
1732:  No przecież ja się rozindyczę i mnie uniewinnią.
1738:  Przestań rzęzić.
1739:  Nie, nie, nie, nie, nie.
1749:  To jest jakiś dramat absolutny.
1752:  Rzęzi wszystko.
1754:  Stęka.
1755:  Kwiczy.
1756:  Jeszcze trybut był, ja nie zauważyłem.
1758:  Melemu, Kuroi Yukihime, melemu.
1761:  Polecam Lagrange, listy z ziemi, super sci-fi.
1764:  Nie kojarzę w ogóle.
1766:  Gdzie to jest?
1766:  Dziękuję ci, Kuroi, za wsparcie od 17 miesięcy.
1769:  Czekajcie, to sprawdźmy to od razu.
1772:  Lagrange.
1775:  To jest... Ja bym miał...
1777:  E, to jest tylko książka, eee!
1781:  Myślałem, że to jest serial.
1782:  Ale faktycznie Istvan Visvary?
1786:  Boże, drogi, w ogóle nie znam człowieka.
1788:  Niesamowite.
1789:  Ale ja generalnie nie interesuję się tak sci-fiem jak fantasy, to wiele wyjaśnia.
1793:  Rzęzi, charczy, pluje i warczy.
1796:  Tak jest.
1800:  Tumaniej przestrasza.
1806:  Jak ja mam niby go atakować, skoro on cały czas się zasłania tarczą?
1815:  To jest dopiero Dark Souls Experience.
1825:  Ozzy pisze, że chciałby zobaczyć moją recenzję interpretacji astrologii Sousów.
1830:  Z zasady staram się nie robić recenzji gier wideo, ponieważ... Aha.
1835:  Contact damage.
1836:  Z tego prostego względu, że wydaje mi się, że wiele osób robi to lepiej ode mnie.
1841:  Dzień dobry ponownie, pisze Dominika Jamnikotwórczyni-Klimczak.
1844:  Dominika Jamnikotwórczyni-Klimczak, moi drodzy, ma urodziny też!
1849:  Wszystkiego!
1850:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
1854:  Wszystkiego jamniczego dla Dominiki.
1856:  Będę to wznosił wykonanym przez nią własnoręcznie jamnikiem, któremu wcale nie rozprółem odbytu.
1863:  To długa historia, nie pytajcie.
1865:  Wszystkiego jamniczego dla Dominiki.
1868:  Jamnik zadziornie szczerzy się.
1871:  Dominika wszystkie nasze emoji robi.
1873:  Opiekuje się graficzną stroną kanału.
1875:  Robi rzeczy.
1877:  Maluje obrazy na Wielką Orkiestrę Jamniczej Pomocy.
1879:  Pożogę wznaczy się.
1882:  Dużo jamników dla Dominiki.
1883:  Tak jest.
1887:  Bardzo dużo.
1889:  Kacper Szuleta jeszcze poleca Tales of Alefion.
1892:  Po trzech latach wznowili.
1893:  Ja też wam coś polecę, mianowicie wreszcie jest Eryk dostępny, Murkocha.
1899:  Coś ty zrobił z tego jamnika, długa historia.
1902:  No dobrze, moi drodzy, to plan jest taki... Jezus, tu jest jeszcze byczek bzyczek.
1909:  Ja już myślałem, że nie będzie byczków bzyczków.
1913:  O!
1914:  O!
1914:  O!
1915:  O!
1915:  O!
1915:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1917:  O!
1918:  O!
1918:  O!
1923:  O!
1925:  O!
1925:  O!
1925:  O!
1925:  O!
1925:  O!
1925:  O!
1925:  O!
1926:  O!
1928:  O!
1928:  O!
1929:  O!
1929:  O!
1944:  Za dużo problemu na tym etapie gry.
1946:  No zauważyłem.
1948:  To co z tym jamnikiem?
1951:  Pokazywałem wam to już.
1955:  Ale chyba muszę jeszcze raz.
1961:  Ten jamnik ma hemoroidy.
1965:  Odmawiam wzięcia odpowiedzialności za to, co się stało.
1968:  Prawdopodobnie to było na którymś ze streamów, kiedy wymachiwałem jamnikiem.
1973:  Trzeba na tym etapie 10 razy go trafić?
1978:  Brzmi jak challenge.
1991:  To może długo potrwać.
1997:  Znaczy jego trzeba trafić?
1999:  Zbyt... nie.
2000:  Trzeba to zrobić jeszcze szybciej.
2004:  Dobra, pomińmy to.
2009:  Nie dostaniesz z niego nic ciekawego.
2010:  Tylko, że wiecie, trudność będzie taka, żeby go wyminąć, myślę.
2019:  A może i nie.
2023:  Teraz tu będzie jakiś byczek bzyczek, który mnie zabije, zobaczycie.
2032:  Okej.
2039:  Ja tu byłem!
2044:  Ja myślałem, że ja tam będę mógł nafarmić sobie radośnie manę, a nie mogę.
2048:  Jakie to jest zasmucające.
2050:  To tylko skrót.
2051:  Tylko lub aż.
2052:  Bardzo dobrze.
2053:  Akurat im więcej skrótów, tym lepiej, moi drodzy.
2056:  Ławeczka.
2057:  Gdzie wy macie ławeczkę?
2059:  Zaraz, zaraz, zaraz, zaraz.
2060:  Jaka ławeczka?
2063:  Dalej na dół i w lewo.
2064:  Właśnie taki był plan.
2069:  Czy duch od igieł jest załomotany?
2072:  Wydaje mi się, że tak.
2073:  Czy ja mogę w tym pływać?
2077:  Okej, ja muszę w tym pływać.
2079:  Tu będą piękne rzeczy.
2080:  Tu już są piękne rzeczy.
2081:  Przede wszystkim nie tonę.
2086:  Victor Winter, dzięki za wsparcie od 15 miesięcy.
2089:  Awe jamnik i mele mu.
2094:  No wspaniale tu jest.
2096:  Czy sugerujesz się ocenami książek na Lubimy czytać?
2098:  Nie, ponieważ to są oceny.
2101:  Ja oceny cyfrowe ignoruję nie tylko w szkole, moi drodzy.
2107:  Niepokoi mnie to, co słyszę.
2109:  Ja je ignoruję wszędzie.
2110:  Jeżeli ktokolwiek mi mówi, że coś ma 3 na 10, to ja udaję, że nie wiem, o co chodzi.
2115:  Lindor, dziękuję za bycie jam Nikołajem.
2118:  Grzybnia pierwotna obdarowana przez Wintera wsparciem.
2122:  Zła kamera.
2124:  Dobra kamera.
2125:  Pa kamera.
2127:  To jest jezioro przez które w City of Tears jest deszcz.
2130:  Proszę.
2132:  Proszę, proszę.
2134:  Teraz spójrz na mapę.
2136:  Jeżeli się w ogóle odpali.
2139:  Wcisnąłem już 17 razy tabulator i nic to nie pomogło.
2146:  Może nie mogę tego zrobić w wodzie.
2149:  Chyba tak.
2154:  Jezus, co to jest?
2156:  Dreamer jakiś jest zaznaczony.
2159:  Ale jest jeden problem, ja chyba nie mam wyposażony... A nie, mam wyposażony kompas.
2162:  Tu jestem?!
2165:  Eee?
2168:  Nic nie rozumiem.
2195:  Si Xin Ping wraca!
2198:  Steady body notch cost, ale czy ja mogę kupić notch następny?
2202:  Chum notch, nie mogę.
2205:  Aha, muszę mieć taki jakiś chum, więc kupię go.
2210:  I teraz będę mógł jeden notch zwiększyć, to jest bardzo ważne.
2213:  Teraz farmimy, moi drodzy, na notch.
2221:  Dręczę swoich obywateli i chcę dokonać inwazji na Tajwan.
2229:  Takie dowcipy radosne, moi drodzy.
2234:  Z najnowszych Genshinowych leaków, piszecie, wynika, że Pyro i Archonka to reskin dżin pomieszany z Nilu i Faruzan?
2240:  Ej, to mi się podoba.
2244:  Nie farm, szkoda czasu.
2245:  Ja nie chcę farmić, ja chcę progresować fabułę, tylko nie wiem, w którą stronę.
2250:  Oczywiście, że znam telego Pratchetta Pugs, że uwielbiam go.
2254:  Absolutnie uwielbiam.
2256:  Wszystko, co jest Pratchetta, jest piękne i godne.
2260:  Chyba nie znam jednej powieści Pratchetta, która by mi się nie podobała.
2263:  Mówicie, żeby iść do Crystal Peak.
2265:  Crystal Peak natomiast jest po drugiej stronie rzeczywistości.
2268:  I myśmy byli w Crystal Peak już, jeśli mnie pamięć nie myli.
2271:  Ale nie mamy tam mapy, wiecie, i to jest problem.
2276:  Więc by trzeba było, prawda taka... Udać się tam... Czy ja mogę poprosić o poziom mapy wyżej?
2284:  Dziękuję.
2285:  Więc trzeba byłoby się udać do...
2289:  O!
2291:  Staga.
2294:  Ewentualnie możemy wrócić do DevMav, ale na razie mi się nie chce.
2298:  Do staga się chyba tędy wracało.
2304:  A co tutaj jest?
2309:  Dziwne miejsce.
2312:  Do kartografa masz przynajmniej jedną mapę.
2313:  Kartograf jest w Death Mouth teraz?
2315:  Nie będzie się czaił w jakichś innych miejscach mojej mini?
2319:  Dobrze, chyba tędy.
2321:  Chyba nie tędy.
2324:  Mapę w kopalni możesz zdobyć dopiero po odblokowaniu tramwaju.
2328:  To w takim... Od jakiej książki najpierw zacznę czytać?
2330:  Pratchetta?
2331:  Polecam, szejku, Porządek czytania świata dysku Krzysztofa Kitzmana.
2339:  I co więcej, tak często mnie o to pytaliście, że mam to już na stałe na dysku u siebie.
2347:  Więc w zależności od tego, w którą stronę wolicie iść, jest albo cykl o Ringswindzie, ja nie polecam zaczynania od cyklu o Ringswindzie, polecam od zaczęcia od cyklu o straży, straż, straż zbrojni.
2357:  Tu jest też powieść NIUCH na całym końcu.
2360:  Cykl o śmierci jest prześmieszny.
2363:  I cykl o wiedźmach również, jeżeli zwłaszcza ktoś lubi wątki szekspirowskie i nawiązania do tradycyjnej fantazy.
2371:  Można zdobyć teraz mapę Crystal Peak.
2372:  Tu jest następny byczek, bzyczek, moi drodzy.
2375:  Jest ich dużo.
2377:  Zapomniałem, że to istnieje!
2384:  Ej, a moja to mogę już odblokować?
2385:  Czy to jest właśnie ten tramwaj, którego nie mogę odblokować?
2388:  To jest ten tramwaj, którego nie mogę odblokować?
2390:  Boże!
2392:  Błagam, żeby nie było Pyroclimor.
2394:  No nie no, nie może być.
2395:  Nie może być, bo ja się rozgniewam.
2397:  Genshin Impact nie pozwoli sobie na to, żeby mnie rozgniewać.
2399:  Jestem zbyt ważną osobą.
2401:  Jestem najważniejszym graczem w Genshin'a.
2403:  Tectone przy mnie to jest w ogóle śmiechu warte.
2408:  W związku z powyższym nigdy, nigdy, nigdy sobie na to nie pozwolą.
2411:  Czy on może przestać istnieć? !
2415:  bardzo dobrze pierdnął.
2418:  Taka jego chociaż funkcja.
2419:  Nie mówię o tektonie, że pierdnął, ale mówię o tym by... To nie jest byczek-bzyczek.
2423:  Trzeba jakoś inaczej go nazwać.
2428:  Dobra.
2431:  Zabicie dreamerów prowadzi do jednej piątej jednego.
2433:  A czy mamy jakiegoś dreamera obok?
2436:  Nie, on jest jakoś strasznie daleko.
2437:  Tam gdzieś jest kraina grzybów.
2439:  Czy ja mam dzisiaj dostatecznie dobry humor, żeby iść do krainy grzybów?
2442:  Chyba nie.
2452:  Jesus Christ, Jesus Christ, Jesus Christ!
2461:  To naprawdę jest kraina grzybów Alka!
2464:  Przysięgam!
2468:  Dobrze, idziemy w stronę staga.
2470:  Jest dobrze.
2471:  Najzabawniejsze jest to, że ludzie myślą, że ja farmię, a ja po prostu staram się znaleźć... ...drogę.
2480:  Po wejściu do Fungal Waste obok Lekitera jest boss z esencją.
2487:  Czy jednak Kraina Grzybów?
2489:  Ja się bardzo cieszę, że tutaj nie ma fall damage, Kaziu, bo to by się źle skończyło.
2493:  Ale Kraina Grzybów jest strasznie daleko.
2496:  Dobrze, teraz w dół do staga chyba, tak mi się przynajmniej wydaje.
2501:  Czy możesz przestać istnieć?
2502:  Dziękuję.
2509:  Wydaje mi się, że tędy.
2510:  Tak!
2516:  Dobrze.
2519:  Czy to chce ze mną rozmawiać?
2524:  Pathetic, okej.
2525:  Spierdalaj.
2527:  Gdzie jest to niesławne Path of Pain'a?
2529:  Nie mam pojęcia.
2530:  Jeden dreamer jest w okieniu, ale nie możesz tam wejść, okej.
2534:  Do DevMapu mapę od rządu kartografa.
2536:  To brzmi jak plan.
2540:  Pamiętaj o dream nailowaniu NPC-a.
2542:  Dobrze, że mówisz J w account, bo już zapomniałem o tym zupełnie.
2547:  Trzeba odblokować drugą część miasta też.
2550:  Jezus Maria, nie ma mnie... NIEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
2567:  Czy teraz jest czas na DLC?
2568:  To jest pytanie.
2569:  Gdzie jest żona kartografa?
2572:  Czy to jest żona kartografa?
2576:  Ona nie wygląda na żonę kartografa.
2581:  Co polecę do czynienia, żeby nie było bardzo długie, nie Paradyzje, bo nie ma na Legimi.
2587:  Zależy czego potrzebujesz, jeżeli potrzebujesz czegoś w stylu Janusza Zeidla, no to, no to bardzo dobrze można na przykład, nie wiem, cokolwiek innego jego, Limes Inferior czy coś w tym rodzaju.
2599:  Dream nail na nią.
2602:  No dobrze, dobrze, dobrze.
