🔴 Jak poprawić oceny w szkole (ft. Fundacja Szkoła Bez Ocen) | ROZMOWA #7
🔗 https://www.youtube.com/watch?v=XyJM6NPNoNw
JuD (Justyna Durszewicz)
JaD (Jarosław Durszewicz)
KMM (Krzysztof M. Maj)

16:  Dzięki za oglądanie!
532:  KMM - A jeszcze, że się wtrącę szybko, zaznaczmy jedną rzecz, to znaczy zawsze jest takie przekonanie, że ta ocena opisowa, która jest szkolna, to może ona się wyrażać w tym, że to będzie na przykład, o bardzo dobrze, albo o w porządku.
548:  KMM - No gdy tymczasem, ja zwykle mawiam, nie wiem czy się ze mną zgodzicie, że to jest raczej nazwa oceny, czy wartościowanie, które absolutnie nic nie daje, bo jeżeli ja usłyszę, że coś zrobiłem źle,
558:  KMM - No to nic to nie daje i co więcej, to przechodzi później w kolejne etapy i nie zamyka się na edukacji, bo będziemy mieli człowieka, który na przykład powie innemu graczowi, ty nie umiesz grać, grać źle, no ale dobrze, to znaczy co?
572:  KMM - Co robię źle?
572:  KMM - Jak mam się poprawiać, prawda?
574:  KMM - Względnie, szef korporacji i tak dalej, i tak dalej, więc to jest taka pozorna rzecz, że to się kończy na edukacji.
581:  JaD - Myślę, że my możemy zacząć zupełnie od czego innego.
584:  JaD - My jesteśmy fundacją, która pomaga szkołom w zmianie, która przeprowadza szkoły przez proces odejścia od stopni, bo te stopnie są tutaj największym problemem, a stopnie pojawiły się w ocenianiu... Oj, przerwało mi was na momencik.
607:  KMM - Mam nadzieję, że wrócicie.
611:  JaD - zgodnie z definicją, która wynika z rozpędzenia w sprawie klasyfikowania i oceniania uczniów,
618:  JaD - jest monitorowaniem postępów ucznia i udzielaniem mu takiej informacji czy pomocy w nauce wręcz, bo tak mówi rozporządzenie, poprzez wskazanie, co uczeń robi dobrze, nad czym musi popracować i w jakim kierunku rozwijać się dalej.
635:  JaD - Czyli jest to klasyczna definicja informacji zwrotnej.
639:  KMM - Feedbacku, tak.
641:  JaD - Dokładnie.
641:  JaD - I teraz jakby nawiązując do tego też, gdzie ty jesteś osadzony i do tego, z czym się zmierzamy, a mianowicie sztuczna inteligencja jest na topie, prawda?
655:  JaD - Tak, to powiedzmy, bo o tym mówią naukowcy, o tym mówią psycholodzy, o tym mówią ludzie, którzy związani są z branżą IT, w jaki sposób uczy się sztuczna inteligencja?
669:  JaD - To takie pytanie, w jaki sposób uczy się sztuczna inteligencja?
672:  JaD - Czy sztuczna inteligencja uczy się w ten sposób, że dostaje informację zwrotną o popełnionych błędach i jakby naprawiając te błędy osiąga lepsze efekty?
685:  KMM - No właśnie.
687:  JaD - Tak to jest.
688:  KMM - Jeżeli byśmy powiedzieli zresztą, co eksperymentowaliśmy, my byśmy na kanale bardzo dręczyli czat GPT, od razu zaznaczę, byliśmy okrutni wobec czatu GPT 3,5 i mówiliśmy mu na przykład, że jest wstrętnym, kolonialnym produktem imperializmu brytyjskiego i żeby zawarł swój cyfrowy ryj.
706:  KMM - I on wtedy bardzo przepraszał i on mówił, że on już tak nie będzie.
710:  JaD - I to jest...
711:  KMM - Wbrew pozorom właśnie definicja tego, jak reagujemy na wartościowanie, tylko że satryczna.
716:  JaD - Tak, już jest czat GPT, jest już 4-0.
719:  JaD - Tak jest.
720:  KMM - Będzie 5 pod koniec roku.
722:  JaD - Wobec czego jakby technologia wykonywania prac domowych, można powiedzieć, się udoskonala.
730:  JaD - Natomiast tak się człowiek nie uczy, jak ma się uczyć w szkole.
737:  JaD - Czyli ocena cyfrowa, która jakby zamyka ten proces, nie daje absolutnie żadnej informacji zwrotnej do tego, żeby się można było uczyć.
747:  JaD - Wobec czego można zaryzykować twierdzenie,
750:  JaD - że ten system stopni, czy ten system oceniania, który w ogóle jest niezgodny z prawem oświatowym, on również nie powoduje tego, że w szkole się uczymy.
760:  JaD - Można by powiedzieć w takim razie, że obecny system zorganizowania szkoły powoduje, że dzieci się w niej nie uczą.
770:  KMM - Oskar Draus napisał nam na czacie właśnie w tej chwili, że w strukturach szkoleniowych NATO, to jest plus rozmawiania w internecie, mamy do czynienia z bardzo dużym spektrum odbiorców i innych militarnych powiązań, już dawno nie ma stopni, a jest jedynie informacja o postępach i możliwych uprawnieniach na przyszłość, zatem można, co jest ponure dość, bo pokazuje, że te metafory, których czasem używamy, że w szkole jest dryg wojskowy czy pruski, też są zdezaktualizowane, bo nawet wojsko zrobiło postęp.
801:  JaD - To jest dobre, bo ten model pruski koszarowy, którym jakby jest wizualizowany czy nawet udźwiękawiany dzwonkiem i reżimem 45 minut, no po prostu już nie ma racji bytu.
818:  KMM - Ja się mogę tylko bardzo cieszyć, że pokazujecie swoimi działaniami, bo to jest często rzecz, z którą ja się spotykam, że to, o czym rozmawiamy, to nie jest utopia edukacyjna, tylko to jest raczej powrót do realności edukacyjnej, realpolitik.
833:  KMM - Jeszcze zaznaczę, że macie na swojej stronie...
836:  KMM - taką mapkę, jeżeli mam nadzieję, że ona się teraz będzie wszystkim pokazywała, mapkę, która pokazuje wszystkie szkoły, w których udało się zaprowadzić ten projekt Szkoły Bez Ocen.
847:  KMM - Jak rozumiem, czy możecie coś więcej na ten temat powiedzieć, bo to z jednej strony jest bardzo podnoszące na duchu, ale z drugiej strony mam nadzieję, że będzie tego coraz więcej.
856:  JaD - Chyba ona jest nieaktualna, bo brakuje tam koszty, brakuje na przykład klebarka, brakuje na przykład bukwałdu, brakuje tych podlaskich szkół, które już w to wkroczyły.
876:  JuD - Tak, dużo więcej szkół jest na naszym Facebooku, które opowiadają o...
880:  JuD - troszkę stronę, że za nie dbaliśmy, ale to też pokazuje to, że szkoda z oczem to nie jest takie pstryknięcie.
888:  JuD - I tak naprawdę, żeby dojść i znaleźć się tam na tej mapce, to trzeba się przygotować.
893:  JuD - My zajmujemy się tym przygotowaniem szkoły do tego, żeby od ocen cyfrowych odejść, a nie jest to takie łatwe, jak moglibyśmy sobie wyobrazić.
904:  JaD - Bo nie wystarczy pstryk.
905:  JuD - Bo nie wystarczy pstryk i zabranie samej oceny cyfrowej nie powoduje, że uczeń zaczyna się uczyć.
912:  JuD - Dlatego też się boją i nauczyciele, i uczniowie, i rodzice, że no jak to, no to jak już nie będzie tej kary i nie będzie tej nagrody, no to uczeń w ogóle nic nie będzie robił.
922:  JuD - Piątkowy nie będzie się uczył, bo nie dostanie nagrody, a ten jedynkowy też się nie będzie uczył, no bo nie będzie się miał czego bać.
931:  JuD - Tak naprawdę to
932:  JuD - To wcale nie zależy od stopni, tylko zależy od motywacji wewnętrznej, a my musimy stworzyć warunki do tego, żeby ona się po prostu w uczniach pojawiła i żeby organizacja procesu uczenia była zorganizowana właśnie w taki sposób, żeby uczeń się uczył,
950:  JuD - a nie nauczyciel nauczał, bo on nie może niczego nauczyć.
956:  JaD - Ty dzisiaj trochę o tym mówiłeś w czasie swojego wykładu, natomiast myślę, że taką ogromną trudnością jest zrozumienie, czym jest proces uczenia się uczniów i na czym on polega i jak on powinien wyglądać,
977:  JaD - iż od 2009 roku proces ten opisany jest w dokumentach prawa oświatowego łącznie z wszystkimi składowymi, które powinny w nim zaistnieć.
987:  JaD - Czyli można powiedzieć, że tenże proces powinien mieć jasno określone cele dla ucznia i kryteria sukcesu,
996:  JaD - że w czasie uczenia się uczeń powinien otrzymać informację zwrotną, że powinien uczyć się w zespole, bo przecież uczenie się jest czynnością stadną, jak to też wybrzmiało niedawno, i że ta lekcja, która się dzieje, powinna polegać na tym, że uczeń zmierza się z problemem, że uczeń rozwiązuje jakiś właśnie problem czy podejmuje wyzwanie, które wspólnie w grupie
1025:  JaD - realizuje, a potem dokonuje autoprezentacji i te wszystkie elementy tegoż procesu pozwalają na to, że uczniowie wykształcają u siebie kompetencje i społeczne i te kluczowe, które są jakby celami kształcenia określonymi w podstawie programowej.
1045:  JaD - Więc można by zaryzykować, że mało tego, że szkoły nie przestrzegają prawa oświatowego w zakresie
1052:  JaD - oceniania to jeszcze nie realizują podstawy programowej.
1059:  JaD - Nie słyszymy cię.
1062:  KMM - Są dwa komentarze cenne do wybicia.
1063:  KMM - Elmaro pisze, że nawet nie trzeba usuwać ocen, nie powinny być one publiczną nagrodą czy karą, brakiem promocji, ale do wiadomości prywatnej ucznia ze wskazówkami, gdzie był błąd i co naprawić, będziemy mieli parę takich historii stygmatyzacji publicznej.
1075:  KMM - Okropna sprawa.
1075:  KMM - I jeszcze Oskar Draus dopowiada, że te zmiany w NATO, o których wspominał, to były zwyczajne lessons learned, wyeliminowano niezbędną potrzebę konkurencji, a zyskano skupienie na pracy zespołowej.
1084:  KMM - Szczególnie w strukturach sojuszniczych to niezbędne, by się rozumieć.
1088:  KMM - Ja zwykle lubię powtarzać, że żeby można była zaistnieć nawet konkurencja i luksus konkurencji, to wpierw się musi rozwinąć jakieś społeczeństwo albo jakaś grupa.
1097:  KMM - Ona wpierw musi być współpraca, żeby później grupy ze sobą mogły ewentualnie, jeśli muszą konkurować, no to zwykle w gospodarkach kapitalistycznych jest nie do uniknięcia, ale i tak wolę zdrową konkurencję od toksycznej rywalizacji.
1110:  JuD - Fajnie, że powiedziałeś o tej pracy zespołowej, że ona jest tak bardzo ważna.
1115:  JuD - Ja też troszkę kształciłam się właśnie w biznesie i jeżeli chcielibyśmy nawiązać do tej drugiej naszej nogi, bo jedna to jest szkoła bez ocen, a drugi Instytut Zwinnej Edukacji, to jest czysta metodyka Scrum w organizacjach, którą 8-9 lat temu przeniosłam po prostu do edukacji, do szkoły,
1137:  JuD - i wspólnie potem z zespołem przepracowaliśmy, w jaki sposób może być zwinnie prowadzona szkoła.
1147:  JuD - Żeby nauczyciel nauczył uczniów pracy zespołowej, to on musi sam przez to przejść.
1154:  JuD - A w naszych szkołach nie ma kultury współpracy.
1156:  JuD - Ta współpraca jest taka na niby, że pracują w jakichś zespołach przedmiotowych, w których w zasadzie daje się sprawozdanie i to jest praca zespołowa.
1167:  JuD - Natomiast takiej cyklicznej, takiej gdzie można się uczyć od siebie, takiej gdzie można wykorzystywać swoje kompetencje, gdzie się ma wspólne cele, nie ma.
1176:  JuD - I my pomagamy dyrektorom po prostu popatrzeć na swoją organizację jako na taką organizację, w której powinni skupić ludzi wokół celów.
1189:  JuD - mogą zrzeszyć ich właśnie w małe, zwinne zespoły, takie do dziewięciu osób.
1194:  JuD - Zespoły ludzi, którzy będą się spotykali psychicznie i planowali różne działania.
1200:  JuD - I jednym z tych działań są właśnie działania związane z odejściem od stopni.
1207:  JuD - Bo to wymaga cały czas współpracy nauczycieli, wypracowania pewnych
1212:  JuD - struktur, które zastępują oceny.
1215:  JuD - Te struktury to już w takim naszym języku edukacyjnym, podstawa programowa rozpisana na cele, żeby uczeń wiedział do jakich celów ma po prostu dojść.
1225:  JuD - I to jest nałożenie na organizację też takiego modelu, w którym nie skupiamy się na tworzeniu dokumentacji, tylko właśnie skupiamy się na
1236:  JuD - gdzie skupiamy się na poprawie błędów, a nie realizacji planu.
1241:  JuD - A u nas czasami jest tak, że realizują nauczyciele podręczniki i programy,
1248:  JuD - totalnie nie są dostosowane do potrzeb ucznia i my pokazujemy, jak w inny sposób, prowadząc jedynie organizację, można zarządzać szkołą pod potrzebę po prostu ucznia.
1261:  KMM - Dlatego między innymi ja szydzę z podstaw programowych, wyśpiewując je na kościelną modłę, ponieważ właśnie tak są traktowane, jako Biblia, a nie jako podręcznik.
1269:  KMM - I swoją drogą, żeby było śmieszniej, przecież właśnie ten proces nauczania nowych nauczycieli, gdzie się uczy ich cały czas metodami podającymi na uniwersytecie, nie ma metod takich, o których mówisz, jest gwoździem do trumny.
1281:  KMM - Uśmiechnąłem się na metodologię Scrum dlatego, że ja tak prowadzę od pięciu lat seminaria dyplomowe i jakimś cudem w tym momencie na studiach magisterskich na Wydziale Humanistycznym trzy czwarte osób jest z mojego seminarium, a reszta...
1295:  KMM - Nie, to raz.
1297:  KMM - Dwa, jakimś cudem najwcześniej powstają prace dyplomowe, między innymi dlatego, że wyeliminowałem całkowicie e-mail, po prostu ludzie cały czas pracują na warsztacie tu i teraz, nawzajem się feedbackują, zdarzało mi się tak na przykład, że mówiłem, zajrzyj jak to zrobił tam Maciek,
1316:  KMM - bo wszyscy mają dostęp do swoich prac, one wszystkie są w Trello i mamy milestone'y, wiemy kiedy są daty, wszystko jest dobrze i swoją drogą też mnie to uratowało od takiej strony praktycznej jako nauczyciel, raz miałem taką sytuację, że bardzo słusznie zresztą władze wydziału interesowały się tym, no czy na pewno
1334:  KMM - student, który nie zdołał dorzucić pracy dyplomowej, czy to nie było z mojej winy?
1339:  KMM - Najlepsze było to, że myśmy równocześnie wtedy wysłali link do Trello.
1343:  KMM - Ja wysłałem i on, no bo jak władze wydziału sprawdzają, to zawsze pytają i nauczyciela, i studenta, niezależnie od siebie, żeby nie było jakichś nacisków.
1352:  KMM - i wysłaliśmy dokładnie ten model w Trello, wszystko było wypisane, wszystko było transparentnie, więc to nie dość, że jest diabloskuteczne i motywujące, to się da naprawdę to zrobić, więc uwielbiam to, że też stosujecie tę metodologię, ale jeszcze jest jedna rzecz, którą wykopałem na wasz temat, mianowicie był artykuł w wyborczej, szkoła bez ocen motywuje do nauki, coraz więcej nauczycieli z województwa śląskiego rezygnuje z wystawiania ocen i faktycznie jest tak, że Śląsk był takim
1380:  KMM - Przodownik się źle kojarzy, ale już użyłem tego słowa, jeżeli chodzi o rezygnację z ocen i dużo osób ze Śląska potwierdza właśnie, że tak się dzieje, ale tutaj jest taki jeden fragment, który mnie przeraził.
1390:  KMM - System edukacji opiera się na przyzwyczajeniach i czytamy, że w momencie, w którym wprowadzono właśnie te oceny opisowe, wszyscy się z tego powodu cieszyli, ale kiedy po upływie okresu próbnego dyrektorzy przeprowadzili wśród
1402:  KMM - rodziców ankiety.
1403:  KMM - Okazało się to, co się zwykle okazuje w takich sytuacjach.
1407:  KMM - To znaczy, że część mam i ojców domaga się przywrócenia starego porządku.
1410:  KMM - Wyrażali przekonanie, że skoro im samym w dzieciństwie zadawano prace domowe, to są one konieczne, by utrzymać odpowiedni poziom nauczania.
1418:  JaD - No i to jest właśnie clue całego przedsięwzięcia, ponieważ tak jak Justyna wspomniała, ten proces trzeba bardzo gruntownie przygotować.
1431:  JaD - I to się nie da zdjąć ocen i już.
1435:  JaD - Wspomniałeś o jednym z artykułów, tych artykułów można by już chyba w dziesiątki wymienić, bo naszym projektem Szkoła Bez Ocen biegamy,
1452:  KMM - Przerwało mi Was jeszcze raz.
1454:  KMM - Mam nadzieję, że się wkrótce to unormuje, moi drodzy.
1460:  KMM - Cierpliwie poczekamy ja tymczasem, żeby wypełnić moment.
1464:  KMM - Powiem, że oczywiście ten artykuł zostanie podlinkowany, nie martwcie się w opisie.
1470:  JaD - ...o to, że podejście od wystawiania...
1477:  JaD - Pierwszą rzeczą, która musi nastąpić i to jest warunek konieczny,
1484:  JaD - jest zmiana sposobu pracy nauczycieli, czyli odejście od schematu rozdział, dział, sprawdziano, cena, rozdział, dział, sprawdziano, cena, tylko zorganizowanie tego procesu tak, aby uczniowie mieli poczucie sprawczości, aby dochodzili do wiedzy, aby ten proces uczenia dział się na oczach nauczyciela.
1507:  JaD - Uczniowie muszą na lekcji się po prostu uczyć, a uczenie się to umiejętność dokonywania analizy różnych sytuacji, tekstów, potem dokonywanie syntezy tychże tekstów, przedstawianie, autoprezentacja, porównywanie, ocenianie zjawisk rzeczywistości, tego co wokół osób.
1529:  JaD - ale też tworzenie nowych rzeczy.
1531:  JaD - I jeżeli to się dzieje i nauczyciel może obserwować ten proces, będąc aktywnym na lekcji 20%, a dając uczniom możliwość bycia aktywnymi przez 80%, to to jest warunek, jak to mówią sine qua non.
1547:  JaD - Natomiast idąc dalej, wracając do rodziców,
1553:  JaD - To rodzic oczekuje informacji zwrotnej, czyli informacji o tym, gdzie jest jego dziecko.
1558:  JaD - Tutaj jest to zupełnie inna informacja niż ta, którą otrzymuje uczeń w procesie.
1564:  JaD - Tu chodzi o to, żeby rodzic zobaczył, gdzie jest jego dziecko w drodze do celu.
1571:  JaD - I tu mamy pewien problem, ponieważ jak to na jednej z konferencji wybrzmiało, nasza szkoła jest bezcelowa.
1580:  JaD - Tu nie ma celów.
1581:  JaD - Natomiast te cele są bardzo jasno zdefiniowane w podstawie programowej.
1585:  JaD - I teraz mamy pewne tutaj rozdwojenie, bo kto ma realizować podstawę programową?
1593:  JaD - Pytanie.
1595:  JaD - No, większość nauczycieli odpowiada, że nauczyciele.
1599:  JaD - A tu niestety guzik prawda.
1600:  JaD - To nie o to chodzi, żeby nauczyciel, bo nauczyciel już w swojej podstawówce na przykład zrealizował podstawę programową.
1607:  JaD - Chodzi o to, żeby tę podstawę zrealizował uczeń.
1610:  JaD - I żeby on tę podstawę zrealizował, on musi mieć określone cele, które ma do zdobycia.
1615:  JaD - I jeżeli nauczyciel rozpisze te cele w różnej formie, może to być mapa, może to być drabina, mogą to być schody, wszystko jedno, ale mają to być cele, które uczeń widzi.
1629:  JaD - Podstawą tego, żeby zaczął się uczyć, trzeba nadać znaczenie, trzeba dać cel, trzeba określić celowość tego działania.
1637:  JaD - Jeżeli to się zdarzy, to wówczas można stwierdzić, gdzie ten uczeń jest.
1643:  JaD - I chodzi o to, żeby szkoła wypracowała sobie taki system, ale spójny w całej szkole,
1649:  JaD - gdzie nauczyciele jednym sposobem będą informowali, czy pokazywali może rodzicom, czy też rodzice sami sobie zobaczą, bo to zależy od szkoły, gdzie jest ich uczeń, żeby oni wiedzieli gdzie on jest i wówczas to pytanie na ile okaże się zupełnie niepotrzebne.
1670:  KMM - Blacher pisze na czacie słusznie, że te cele bardzo często są sztuczne, uczeń w niej nie wierzy, ja mogę ze swojej strony też powiedzieć, że moim absolutnym szokiem było spotkanie się z ludźmi, którzy mieli do mnie pretensje o to, że nie dostają oceny numerycznej, mieli pretensje, że dostają feedback, bo nie oczekiwali, oni oczekiwali ocenki, ponieważ to jest potrzebne do stypendium i do całej reszty, więc od tej strony jest to straszne, ale powiedzcie mi, jaka jest najczęstsza rzecz,
1697:  KMM - z którą się spotykacie i najczęstsza diagnoza, jaką macie dla systemu, zgodnie z którą bardzo ciężko jest przeprowadzić zmianę.
1705:  KMM - Co tutaj jest tym opornikiem?
1709:  JaD - Myślę, że lista byłaby długa.
1711:  JuD - Ale zacznijmy od przekonań.
1714:  JuD - i od tego, że byliśmy wychowani w takim systemie takim, jakim wyglądał, czyli ławki, nauczyciel przy tablicy i jesteśmy bardzo do tego przyzwyczajeni i przekonani, że tak powinno się uczyć i pomimo tego, że wiedza na temat pracy mózgu się zmieniła i nauczyciele mają obowiązek doskonalenia i organizacji procesu zgodnie z najnowszą wiedzą,
1738:  JuD - to zostają jednak w tyle i te przekonania, że jak tak było, to powinno dalej być, bo kiedyś się dostawało oceny, siedziało w ławkach, no i skończyłem studia, się nauczyłem.
1751:  JaD - I wyszliśmy na ludzi.
1754:  JuD - To jest najtrudniejsze, dlatego my cały proces nie zaczynamy od tego, że pokazujemy w jaki sposób trzeba tą zmianę przeprowadzić, tylko zaczynamy od takiego warsztatu właśnie z organizacji procesu uczenia, żeby ludzi wybić z tych przekonań.
1771:  JuD - że to już jest zupełnie inny świat.
1773:  JuD - Pokazujemy, co to właśnie jest, żeby oni zrozumieli, dlaczego mają się zmienić, bo tylko ci, którzy wiedzą dlaczego, no to pytanie po prostu zmiany.
1784:  JuD - Musisz wiedzieć, dlaczego ty masz to robić, a nie jak, jak to dopiero potem.
1789:  JuD - My spotykamy się w małych szkolnych zespołach,
1792:  JuD - I rozmawiamy o tym, dajemy im przeżyć takie właśnie doświadczenie, nawet z tym wystawianiem jedynki i co z tym zrobisz, co wiesz.
1803:  JuD - Opieramy to o różne teorie i doświadczenia, żeby oni mogli na etapie przekonań zmienić.
1810:  JuD - Ale wiesz, zmiana przekonań nie jest taka łatwa, więc to też nie jest tak, że po warsztacie czy po rozmowie 100% ludzi już ma zmienione przekonania.
1820:  JuD - Tylko, że musisz się gdzieś tam spotkać z tym, ale część już na pewno taką gotową do zmiany mamy.
1826:  KMM - Wiecie, dla mnie jest to o tyle przerażające, że po prostu w ciągu ostatnich, nie wiem, już nawet nie 20 lat, ale w ciągu tego roku był taki postęp technologiczny, roku w tym momencie, że nie możemy już ustosować, myślę, takiej całej narracji, że zawsze był konflikt międzypokoleniowy, zawsze były zmiany.
1842:  KMM - No nie było takich, tak?
1843:  KMM - Bo to są zmiany...
1844:  KMM - Poważne, poznawcze i kognitywne i behawioralne, więc społeczeństwo się w tym momencie zmienia tak, jak się zmieniało w ciągu dwustu lat ostatnich.
1852:  KMM - Ale wiecie, będziemy wracać do tych wszystkich wątków, ponieważ zgodnie z tradycją tych wszystkich rozmów naszych, takim punktem wyjścia do nich są historie widzów.
1861:  KMM - Poprosiłem jak zawsze, żeby te historie się pojawiły.
1864:  KMM - Jest ich ponad sto, dlatego zmierzam do nich szybko.
1867:  KMM - Nie zdołamy przeczytać oczywiście wszystkich, bo część z nich też to są po prostu informacje, które sami widzowie zamieszczali, myślę, że z intencją raczej głosów dyskusji niż zapytania o coś konkretnie.
1881:  KMM - więc część z nich po prostu pozwoliłem sobie i od razu przepraszam za to oserduszkować, to jest czysto praktycznie, żebym wiedział, które absolutnie należy przeczytać, ale zaczniemy od takiego otwarcia, które myślę, że się przyda, to znaczy już powinno się to wam wszystkim wyświetlać.
1897:  KMM - Komentarzy jest sporo i jest pierwsze pytanie i o historię od WFistii.
1902:  KMM - To jest historia pozytywna, żeby nikt mi nie mówił, że na tym kanale nie ma historii pozytywnej.
1906:  KMM - Uczę kultury fizycznej.
1908:  KMM - Rozmawiam z uczniami na koniec roku, tak aby wiedzieli o sensie oceny.
1911:  KMM - Ocena 2.6 nie ma nic wspólnego ze statusem kwałucznia.
1914:  KMM - Biorę pod uwagę szeroko pojętą postawę na lekcji i możliwości.
1917:  KMM - Teraz najważniejsze.
1918:  KMM - Robię to w podziemiu, ponieważ nikt nie kuma wśród kolegów wefistów.
1923:  KMM - Piątki słów go, okej.
1924:  KMM - Pozdrawiam i dziękuję za pracę.
1926:  KMM - My cię też pozdrawiamy, Mariusz.
1927:  KMM - Dla mnie to jest piękne, nie?
1929:  JaD - Ale Mariusz, trzeba wyjść spod ziemia.
1931:  JaD - My chętnie pomożemy, natomiast powiem, że kiedy pytamy nauczycieli i to jest clue w ogóle wszystkiego, kiedy pytamy nauczycieli, czy ktoś z was, bo tutaj chodzi o system kształcenia nauczycieli, czy ktoś z was miał na studiach blok, warsztat, moduł, nie wiem, cokolwiek poświęcone seminarium, poświęcone informacji zwrotnej.
1958:  JaD - No to jak myślicie?
1961:  KMM - I od razu powiem, ja pracuję w fantastycznym miejscu, ale nawet u nas tego nie ma, oczywiście poza tymi działaniami, które ja się staram prowadzać masowo.
1969:  KMM - Tego nie ma wdrożonego, bo nie ma takich zaleceń, nie?
1972:  JaD - No, ale właśnie Akademia Wychowania Fizycznego jest jedyną uczelnią, która tego uczy.
1980:  JaD - Tak mówią WFIści.
1982:  JaD - Pięknie.
1982:  JaD - Może nie wszyscy.
1984:  JuD - Dokładnie, a nawiązując do tej wypowiedzi i do tej historii, no to przecież chodzi o cel, czyli o to, żeby uczeń był sprawny i zdrowy.
1995:  JuD - Na ile on jest sprawny i na ile on jest zdrowy.
2000:  JuD - No to jasne jest i to są te przedmioty, które naprawdę nie powinny stawiać na stopień, tylko na to, żeby uczeń osiągał ten cel.
