Niedomag Iamnix na mroźnej północy | ELDEN RING Livestream #12
🔗 https://www.youtube.com/watch?v=pMV5FAijqxw

128:  Dzięki za oglądanie!
725:  Nie wiedziałem, że to jest winda.
727:  Nie wiedziałem, że to jest winda.
729:  Mówię tak codziennie w bloku.
731:  Nie, przepraszam, skłamałem, nie wychodzę codziennie z domu.
738:  Kiedyś nadejdzie taki stream, kiedy Krzysztof wyczyta mnie w powitaniach.
740:  To ten ex-kajer, to ten.
744:  Tam w tym jaju, w studio jajo była Mikela, brat... był Mikela, brat Maleni, który został przeklęty wieczną młodością w wieku dziecka i ten kokon służył zdjęciu klątwy.
754:  Naprawdę ktokolwiek jest w stanie rozróżnić takie imiona jak Mikela i Melania?
758:  Przecież to brzmi nawet tak samo.
762:  Krzysztof już się zgubił.
764:  To jest prawda.
766:  Jak myślicie, czy bardzo ich anihilujemy?
769:  Mam takie wrażenie.
772:  Zapomniałem, jak się steruje w tej grze.
774:  Zapomniałem, jak się steruje w tej grze.
776:  Wcisnąłem shift.
784:  Dlaczego on się chroni za tarczą?
786:  Jakim prawem się chronisz za tarczą?
790:  Nie rób tego.
792:  Dobrze, trzeba zrobić aktualizację planu.
796:  Aktualizacja planu brzmi następująco.
798:  Zażywamy eliksir, który pozwoli nam na pieprzanie w nieskończoność.
809:  Aktualizacja planu jest jeszcze zabawniejsza, ponieważ uruchomiłem windę.
815:  Krzysztof zapomina sterowania, musi grać częściej.
817:  Coś w tym jest.
819:  Ale wiecie co, jestem w stanie bardzo kreatywnie wykorzystać tę mechanikę teraz.
823:  Tak, tak.
825:  Tak będzie.
827:  Monika pisze, że ogląda streama z wczoraj, a że jej się przykro zrobiło, jak myślała o własnej uczelni.
831:  Z wczoraj?
832:  To z dzisiaj!
834:  To z dzisiaj.
840:  Jak nas zaatakują, to użyjemy windy!
844:  Tak to działa!
846:  Tak jest!
849:  Czemu Bebok?
850:  A nie wiem, dostałem kiedyś taki kubek z napisem Bebok.
854:  Oczywiście Bebok.
856:  Znaczy tu nie ma tego napisu, ale on się tak nazywa, możecie mi wierzyć.
860:  Jak skończył Wiedźmiński medalion z wczoraj?
862:  Aaa!
864:  Jest jeszcze w kieszeni, zapomniałem go wyjąć.
867:  Ale czekajcie, czekajcie, bo tutaj był komentarz, który zacząłem czytać i oczywiście nie doczytałem.
871:  Miałam poważne myśli nad zmianą uczelni, kontuje Monika, ale czy na mojej uczelni jest naprawdę tak pięknie?
877:  No, jest fajnie, ale to dzięki studentom i społeczności.
881:  Jeszcze Karol Warmbier pisze... Ej, czaty!
883:  Zajomniczmy się dla Karola, co?
884:  Ja zapomniałem Moniko, że wczoraj był stream.
886:  Bo to był stream służbowy, wiecie, więc to co innego.
901:  Beduin ogląda od czasu Dark Souls 3, to jest dzień, w którym się przywita.
903:  Dobry wieczór wszystkim.
904:  Dobry wieczór Beduinie, dobry wieczór.
906:  A wiecie, wiecie co zrobimy z tą postacią?
909:  Anihilujemy ją.
915:  Ona jest niebezpieczna dość.
918:  Znaczy nic nie jest tak niebezpieczne jak Nihil.
921:  Wiecie, Nihillowi subsolę.
925:  Alice in Poland pyta, Krzysztof, czy planujesz kontynuować karierę cheerleadera?
928:  Wczoraj Ci szło całkiem, całkiem.
931:  Teraz wszyscy, którzy nie widzieli mnie jako cheerleadera na streamie z głównego kanału AGH na YouTubie, teraz oczywiście to zrobią i zobaczą.
942:  Dziękuję, Alice in Poland, to dzięki Tobie.
945:  Nihil zaraz będzie?
946:  Był Nihil ostatnio.
947:  Został pokonany.
948:  Za którym razem czaty pokonaliśmy Nihila?
953:  Teraz cofamy się po naszych śladach.
957:  Aśku, wrzuciła na klipy!
958:  O nie!
961:  To albo, albo, albo reagowałem i zapomniałem już, albo nie zareagowałem.
965:  7-4, jaka była rozpiętość!
969:  Czy jako cheerleader miałem spódniczkę i pompony?
971:  Tylko pompony.
974:  Okej, nic nie widzę.
976:  Jak myślicie, będziemy mieć tutaj bardzo przerąbane?
980:  Kochanek?
981:  Nadal nie, ale dziura!
983:  Mmm... Czy ten feeling dla grania magiem u mnie, pyta...
988:  Sadreperfan Wendy wynika z tego, że jest to trochę Harry Potterowskie, ale pewnie, bardzo lubię.
997:  Okej.
999:  Tutaj, tutaj były, tutaj były rzeczy, bo pamiętam, że bardzo się spieszyłem, żeby przejść przez... Wiecie co?
1005:  Przywołamy sobie naszego drugiego Niedomagaj Amnixa, drugiego Bananomandę.
1012:  Nie widziałem Krzysztofa z pomponami.
1013:  Macie powód, żeby nabić głównemu kanałowi AGH na YouTubie wyświetleń.
1017:  Poza tym w ogóle cały strumyk prowadził Radek Kotarski po drugiej stronie.
1022:  Ja byłem tam tylko od rozmów z... ...przedstawicielami kół naukowych.
1029:  O tak, o tak, o tak, o tak!
1034:  To jest ten moment, kiedy mamy przerąbane.
1038:  Dobrze, weź mi lepsze zaklęcie.
1041:  Bo oni są szybcy.
1045:  I mają jakiś chory zasięg.
1047:  Dlaczego... Dlaczego nasza... Dlaczego... Gdzie ja jestem?
1053:  O nie!
1053:  Gdzie jest łza naśladowcy?
1055:  Łza naśladowcy powinna nie... Powinna walczyć, a nie naśladować to, co my robimy.
1059:  O bogowie!
1066:  Jezus Maria!
1067:  Jezus Maria!
1068:  Jezus Maria!
1069:  Co się dzieje?
1071:  kto bije i dlaczego.
1077:  Co?
1081:  Dobra, nasza łzana śladowcy robi rzeczy, ale ja dalej nie wiem, dlaczego ginę.
1086:  Krew!
1090:  Nie wincie Radka, on mówił do mnie per Krzysiek.
1093:  Jak?
1093:  Jak ja nie znoszę tej formy?
1095:  Dlatego, że został tak poinstruowany.
1098:  Odpowiedzialni za to zostaną
1102:  Pociągnięci do odpowiedzialności.
1106:  Grzyb!
1108:  Dobry grzyb.
1111:  Trupy wypuszczają mgłę krwawienia.
1113:  Aaa!
1114:  Jak to jest, że Samuit wie wszystko?
1119:  Ale popatrzcie, mamy już 60 tysięcy run.
1123:  Ej, to jest dobre miejsce do farmienia.
1128:  Barczyński pisze, że moje granie magami bardziej wzmocniło tendencję jego do tego.
1131:  Słusznie!
1131:  Więcej magów!
1133:  Czy w bliskiej przyszłości będziemy mogli sobie poglądać Yannicksa w świetle Legend of Zelda Breath of the Wild?
1138:  Chyba nie jest na pecety.
1139:  Jest na pecety?
1142:  Imagine, wychodzisz na spacer, Krzysztof jest na poważnej rozmowie o lokacji.
1144:  Wracasz, Krzysztof ciska Weldenka.
1146:  Absolutnie.
1147:  W tej lokacji jest główny farm spot wszystkich graczy?
1150:  I wonder why?
1155:  Osypisko.
1158:  Jaka jest różnica między osypiskiem a urwiskiem?
1161:  Osypisko osypuje, a urwisko urywa dupę.
1166:  O!
1166:  Popatrzcie, jak się schronił!
1169:  Tchóż!
1171:  Walcz mężnie!
1175:  Co się chowasz za nagrobkiem jak Harry Potter?
1179:  Myślisz, że uchroni cię to przed moją awadakedawrą?
1181:  Nie!
1185:  Teściowa kupiła truskawki.
1187:  O, pozdrowienia do takiej teściowej, wspaniale.
1189:  Krzysztof strzelający z trebusza to 2.26.
1191:  Tak, to musicie zobaczyć, zwłaszcza, że tam pada legendarna kwestia, która była z dedykacją dla wszystkich tutaj na czatach, a mianowicie... Panie do obsługi tego urządzenia potrzeba kilku wyszkolonych inżynierów.
1205:  Walcz męż nie powiedział Krzysztof 50 metrów od przeciwnika, naciskając pociski.
1211:  Tak, absolutnie.
1213:  Absolutnie tak.
1215:  Dobrze, w którą stronę teraz iść?
1216:  A, chyba stamtąd wyszliśmy.
1219:  Tutaj ktoś zaznaczył, że coś jest interesującego.
1221:  Przed tobą ukryta ścieżka.
1225:  Jak można być takim człowiekiem?
1229:  Ja będę miał jamnika, będę musiał wychodzić trzy razy dziennie z domu.
1232:  No to mnie powstrzymuje przed jamnikiem, jest jedyna rzecz, która mnie powstrzymuje przed jamnikiem.
1236:  Nie no, jamnika trzeba będzie wytresować u behawiorysty i nauczyć go, że na przykład właściwa godzina wstawania no to jest jakaś 13, nie?
1245:  A godzina spania to no nie wcześniej niż 4.
1250:  Dobra, to jest dziwne, bo nie umiem stąd wyjść.
1254:  Znaczy, jestem pewien, że ta jaskinia miała dwa wejścia.
1258:  Ale to było dawno temu i nieprawda.
1261:  Zastosujemy starą strategię.
1262:  Pójdziemy tam, gdzie się świeci.
1267:  Ta strategia była słuszna.
1276:  Popatrzcie, jaka nasza łza na śladowcy odwala na nas całą czarną robotę.
1282:  Nie!
1282:  Niszczę łzy na śladowcy!
1290:  Czy zagrałem kiedyś w Elden Ringach jak solsowy masochista z mieczykiem?
1293:  Hoho.
1295:  You wish.
1296:  Magos z pomponami to coś, czego nie wiedziałem, że chcę obejrzeć, pisze Kinga.
1302:  No sparował perfidnie łzę.
1303:  Popatrzcie, temu bananomancie prawie banan już zwiotczał.
1309:  Chaty już obczaiły, kiedy dokładnie trzeba wchodzić na stream AGH.
1314:  Nie rozumiem, to nie chcecie się dowiedzieć wszystkiego na temat na przykład punktacji progów punktowych?
1320:  Bardzo dziwne.
1327:  E, e, e. Słyszę grajka, który... To jest grajka-sprzedajka.
1332:  Czyli nasz kupczyk.
1334:  Czemu nie możemy się do niego dostać?
1337:  Ja już ci podam koordynaty twojej broni na melee.
1340:  Przepraszam, najmocniej mamy katanę.
1342:  Mało wam, nawet jeszcze ostatnio umiałem zrobić to.
1347:  I dalej umiem.
1350:  To było nieintuicyjne.
1353:  Nasz Jamnix potrzebuje leków na zwiotczołego banana.
1356:  Tak.
1357:  Potrzebne mu jest wiagrowe ziele.
1368:  Dobrze, liczę na to, że idę w dobrym kierunku.
1373:  Ten cios w poprzek jest niemożliwy, jak dzierżę kostur, niestety, i to jest smutne.
1377:  Dobra, to nie było w tę stronę.
1380:  To było w tę stronę.
1381:  Pamiętam, żeśmy z tamtej strony... Na pewno tam byliśmy.
1388:  Chyba że to jest tak, że stąd się zeskakuje.
1395:  Punkt wspinaczkowy?
1397:  A to niespodzianka.
1398:  Ale, ach, dobra osoba.
1400:  Dobrze.
1402:  Mój wniosek jest taki, że tędy... Nie no, jest uwięziony kupiec.
1407:  Ej!
1408:  Jak się dostać do uwięzionego kupca?
1410:  Czate, ktoś wie?
1425:  Nie żartujcie, żeby zrobić to, trzeba puścić się shifta?
1429:  Okej.
1431:  Zejdź wniżej w jaskini.
1433:  Okej, Krzysztof nie wie, jak zejść zniżej, ale Krzysztof obiecuje, że się postara.
1440:  To wygląda na niżej.
1445:  Tutaj już byliśmy, ponieważ całą drogę wyściełają trupy.
1451:  Trup ścielę się gęsto.
1454:  Moja idea jest taka, że nie da się zejść niżej.
1460:  Srebrne pomponiki pasują.
1464:  Tepnij się do łaski przed jaskinią.
1469:  Może to jest mokra uwaga.
1471:  Witaj Milenę.
1477:  To była dobra rada.
1479:  Sam dobra rada.
1485:  Dobrze, teraz mam plan, żeby znaleźć kupca.
1494:  Otworzyłem mapę, zapominając, że nie ma mapy.
1498:  Przed jaskinią i trzeba zeskoczyć.
1504:  Okej, zanim zeskoczymy, to jest jakaś nawała trupów.
1511:  Nie czekajcie, myśmy tu byli przecież.
1512:  Zaraz, moment.
1515:  Nie ta łaska.
1516:  Oczywiście, że nie ta łaska.
1517:  Oczywiście, że nie ta łaska.
1520:  Farmujemy!
1522:  Lalalala!
1524:  Wszystko moje!
1531:  Niebezpieczeństwo.
1532:  Ooo!
1533:  Jak śmiesz robić to, co ja!
1537:  Wziął Krzysztof do Samona, który się dosłownie nazwał za naśladowcy.
1551:  Okej, to jest piękne.
1558:  To ciekawe, efekty krwawienia nie oddziałują na łzy naśladowcy.
1566:  Dobra, nie ta łaska.
1569:  To był kokon niebianina, nie ma innej łaski.
1574:  Chyba, że to jest wejście do mauzoleum dynastii.
1578:  Czy mam na siebie jakiś literacki wzorzec?
1580:  Po przeczytaniu, o Jezus, Wojny Polsko-Ruskiej, szukasz, mmm, Mario Vargas Loza.
1586:  Po przeczytaniu Wojny Polsko-Ruskiej wymiotowałem, więc ciężko mi powiedzieć, co szukałem.
1591:  Ale jeżeli chodzi o taki wzorzec, chyba nie mam czegoś takiego.
1594:  Raczej kieruję się gatunkami, które lubię.
1598:  Zobaczyłem shorta ze Strzelania Strebusza.
1599:  Czy nie planujecie go może wycelować w UJ?
1602:  Nie potwierdzam i nie zaprzeczam.
1606:  Dobra, moi kochani, bo radłbym wiedzieć, gdzie należy tutaj zeskoczyć.
1613:  Mówiliście, że trzeba zeskoczyć.
1615:  To zawsze się kończy źle, jak słucham takiej rady.
1620:  Uzadana śladowcem, mogę spisać pracę domową?
1622:  Krzysztof, możesz tak, ale żeby się facetka nie zorientowała.
1625:  Tak, tak właśnie.
1632:  Ile pozostało z fabuły?
1633:  Jeszcze trochę jest.
1634:  Dzisiaj na pewno nie będziemy robić fabuły, bez przesady.
1637:  Dzisiaj eksplorujemy te lokacje, bo ostatnio w ogóle nie eksplorowaliśmy.
1642:  No tak samo, ja wiem, że to jest ta sama łaska, ale nie wiem, która.
1645:  Czy chodziło o tę?
1647:  To jest Kokon Niebianina.
1651:  Chyba, że tam.
1653:  To jest jeszcze trzecia łaska, do której się... Ale tutaj zaczynaliśmy, więc mi się nie wydaje.
1657:  Bez sensu.
1659:  To jest jeszcze ta.
1663:  A jednak kokon.
1666:  Czy znam Death Stranding?
1667:  Nawet mój student pisze o tym pracę dyplomową.
1670:  Haha, dobrze.
1673:  Nie wiem, w jaki sposób przejdziemy stąd, ale się dowiem.
1678:  Ja już dawno zrezygnowałem z prób odnajdywania się w tej grze.
1683:  Nie kokon?
1685:  Boże drogi!
1687:  Krzysztof jest zagubiony.
1693:  Persona non grata całego świata nie rozumie, dlaczego ogląda moje streamy, skoro nie lubi w gry.
1698:  A mnie jest bardzo miło z tego powodu.
1704:  Więc tak, jesteśmy w innym miejscu i teraz tutaj sobie trochę pofarmimy.
1708:  Zanim czaty dojdą do wniosku, w jaki sposób należy wejść do tej pieprzonej jaskini.
1713:  Krzysztof, dlaczego używasz brzydkich słów?
1717:  Był taki spot, teraz już jest zablokowany?
1719:  Ale się cieszę.
1728:  Do jaskini po schodkach, mówisz.
1729:  O, przecież... Pójdziemy po schodkach do jaskini w takim razie.
1733:  Spróbujemy.
1735:  Do jaskini najlepiej wejść przez wejście.
1738:  No, muszę powiedzieć, że onieśmiela mnie logika tego komentarza.
1742:  Jest to prawda, niewątpliwa.
1745:  Uuuu, więcej farmy!
1756:  Stary jamnik z farmę miał ija ija o!
1764:  Nie pamiętał co śpiewał ija ija o!
1779:  Trupy wybuchały w krwi, ija ija o!
1784:  Magia Mnix unosi brwi, ija ija o!
1789:  Nieamany.
1790:  Jak zawsze nieamany.
1798:  Jezus Maria!
1800:  Wiecie, to jest przerażające miejsce.
1804:  Dobrze, że przewigiliśmy tu wcześniej.
1807:  Ale jak tak dalej pójdzie, będziemy mieli level.
1809:  Słowa otuchy do faktu, że jest matura za 11 dni.
1814:  Jest to egzamin, w którym będziesz się przejmował dokładnie dwa miesiące swojego życia i ani dnia dłużej.
1824:  Ponieważ w żaden sposób nie zmieni on twojego życia po dostaniu się na przykład na studia.
1831:  Jeśli się dostaniesz na studia, nikt nigdy nie spyta cię o wynik matury.
1835:  Więc to jest tak, by się przejmować z tej perspektywy zeszłorocznym plonem truskawek.
1844:  Więc tak, w tym wypadku zasada miej wyjebana, a będzie ci dane naprawdę działa.
1848:  Nie było mnie pół godziny, Krzysztof, już wszystko niszczę.
1850:  Oczywiście, że tak.
1851:  Przecież widzicie, że te trupy wypuchają w jakimś straszliwym tumanie...
1859:  ktoś nie dostanie się na studia, najwyraźniej tak miało być, będziesz robić inne rzeczy w życiu, które są równie ciekawe.
1864:  Naprawdę nie jest tak, że jest alternatywa studia versus nic więcej.
1870:  Powiedziałbym nawet, że ścieżka pod tytułem studia, a potem praca z perspektywy wielu pracodawców jest zmarnowaniem czasu, chociaż ja się z tym akurat nie zgadzam, ponieważ można w tym czasie zdobywać różnego rodzaju kwalifikacje, których oni poszukują akurat.
1888:  Zeszłoroczny zbiór truskawek jest istotny, albowiem truskawki są smaczne.
1891:  Nie wiem, czy mamy truskawkę na czatach dla potwierdzenia, ale chyba truskawka jest na Discordzie.
1896:  To mi się może mylić.
1899:  Czy można napisać jeszcze raz oszczeszoną maturę, żeby mieć lepszy wynik?
1902:  O ile wiem, chyba tak.
1903:  Jest coś takiego jak poprawa matury, ale musicie mnie poprawić.
1906:  He, nomen omen, jeżeli się mylę. ...
1916:  O, proszę, cyfrowe truskawki na czatach.
1923:  Można poprawiać, o. Ilu jest tych przeciwników tutaj?
1927:  No nie żem narzekał.
1934:  Ale już wiem, dlaczego krzyczeliście wcześniej, Krzysztof, Krzysztof, nie, nie, nie, nie walcz z nimi.
1946:  I mi się włącza tryb berserkera z tego co widzę, tak.
1950:  Chodźcie, chodźcie, chodźcie.
1951:  Chcę zużyć na was mniej many.
1957:  Okej, yyy... Przeciwnicy nie chcą nas atakować.
1966:  O bogowie.
1968:  O nie, nie, nie.
1968:  Zły, zły pomysł, zły pomysł.
1970:  Teraz nas zaatakują.
1976:  Nie jest łatwo walczyć z chmarą.
1981:  Tak, widzę, że oni czasem wypukają przed śmiercią.
1985:  Obokowie walka, tak?
1988:  Anekdotka od Koli Kaczyńskiego.
1990:  Miałem kiedyś obok działki rodzinnej dzikie pole truskawek, które było dobrym komunalem całej wsi, niestety zarosły, ale truskawki były pyszne.
1997:  Dlaczego ta historia nie ma happy endu?
1999:  Na przykład wpierdzieliśmy wszystkie truskawki.
2005:  Ale ma zasięg ten wybuch?
2008:  Powiedzcie mi, że nie ma żadnego bossa, który wykorzystuje ten efekt.
2015:  Tak, ja chcę oswobodzić Grajka.
2017:  Naprawdę chcielibyście zostawić tutaj jakiegoś człowieka w tym miejscu?
2022:  Chcielibyście tutaj zostawić wśród wybuchających zwłok, które dają bardzo dużo run?
2030:  Dużo run dla Maga Jamnixa.
2044:  Czekaj, musimy zmienić na jakieś bardziej kosztochłonne zaklęcie.
2047:  Przepraszam, co to jest?
2052:  Co to jest?
2061:  Dużo run, minimalny opór.
2064:  Nie, spokojnie, jeżeli chodzi o bossa, to wiem, kto czaił się na końcu, bo ogarnęliśmy to ostatnio.
2071:  Ale wiecie co?
2072:  Chyba to jest moment, w którym
2075:  Ja nie wiem, co to jest.
2076:  Nie wiem, co to jest, więc na wszelki wypadek.
2080:  Okej, to była dobra decyzja.
2084:  Dlaczego?
2086:  Ja nie mam... Ja nie mam niesamowitego eliksiru!
2092:  Okej, to stwarza problemy.
2095:  Alicja trybutuje.
2097:  Dziękuję ci serdecznie, Alicja.
2098:  Dziękuję, że robisz mnie Entertainment Evening.
2099:  Jednakże PS truskanie zjadawek jest fajne, szczególnie na płacie u księdza w ogródku.
2107:  Uwielbiam truskanie zjadawek.
2109:  To o wiele lepsze sformułowanie niż zjadanie truskawek.
2111:  Wyjaśnił Krzysztof Dowcik.
2116:  No właśnie.
2117:  Nie wiem, kiedy wychlałem ten eliksir.
2120:  Dobra.
2123:  Idziemy w trybie Geronimo.
2126:  Ale nie, to jest głupota, bo przecież i tak tam będzie ta jaskinia.
2131:  Okej.
2133:  Czyli musimy tędy iść jeszcze raz.
2137:  Tak, musimy tędy iść jeszcze raz.
2139:  Dobra, to skorzystamy z ostatniej many przynajmniej, żeby zabić tego dziwnego przeciwnika.
2144:  Kimkolwiek on jest.
2158:  Nie, nie wiem co to jest.
2167:  Gra jak jest na początku.
2175:  Okej, można było to pokonać bez żadnych problemów.
2179:  Ile to daje?
2181:  2400?!
2181:  Czy farm Azula już skończony?
2184:  Nie, farm Uzala będziemy robić teraz.
2187:  Uzal to był mag, który się uzależnił od Eliksirumany.
2193:  Magiamnix macha bez sensu.
2197:  W tradycyjny sposób pokonamy tych przeciwników.
2203:  Oho.
2203:  Czemu jak on wybucha, nie zabiera ze sobą innych?
2207:  Sposobem tego odcinka są truskawki.
2208:  Nie mam nic przeciwko.
2216:  O, pokowie!
2219:  Przeżywałem sobie pójście na jakieś stojach obistrzeń po 10 latach i fantastycznie, Urszulo.
2226:  Ukryta lokacja?
2227:  To na pewno.
2228:  Dzisiaj bym chciał jakąś ukrytą lokację.
2230:  A podobno mamy jeszcze jakieś.
2235:  Zniszczymy wszystkich, zgładzimy każdego.
2241:  Efektywność!
2245:  Zapraszam do mnie na tuskawki, ale sami zbierajcie, dzięki robaczysku za trybut.
2251:  Co to za... co to za interes, jeżeli... co to za interes, jeżeli sam muszę zbierać jedzenie?
2261:  Naprawdę, zasięg tej eksplozji jest niemorzebnie duży.
2267:  Na dół idź, najlepiej teraz do tej łaski, najdalej na prawo.
2274:  Po pierwsze, nie mogę iść na żadnej łaski.
2276:  Podstawowa kwestia.
2280:  Po drugie, tutaj są jeszcze przeciwnicy.
2283:  A polubiłem ciachanie mieczem.
2289:  Przestałem lubić ciachanie mieczem.
2292:  Grajka idziemy obczaić teraz.
2293:  No właśnie.
2293:  Dobra, idziemy po tego grajka.
2296:  Grajajka.
2302:  Dobra.
2303:  Pytanie podstawowe.
2303:  Gdzie jest Grajek?
2304:  I czemu nie mogę odpalić mapy?
2309:  Idzie lato, a ja mam uczynienie na słońce.
2312:  Ojej, rozumiem cię.
2314:  Ja z kolei bardzo źle znoszę słońce.
2316:  Bardzo.
2319:  Czy nie magiczny miecz jest halal?
2323:  Jest koszerny.
2326:  Poziomki też są dobre, ale poziomki muszą mieć bezwzględnie
2330:  Muszą mieć bitą śmietanę.
2332:  Do jakiego grajka chodzi?
2332:  Gdybym mógł tylko włączyć mapę, to bym Ci pokazał.
2335:  Tu jest uwięziony grajek.
2338:  Jakie pozycje książka poleca, żeby zwiększyć swoją wiedzę z dziedziny komunikacji z ludźmi?
2342:  Nie czytałem żadnej.
2349:  Czy grałem w inne sosy?
2350:  Dark Souls 3 jest udokumentowane każda minuta mojego cierpienia.
2358:  Esti Zaraz przekazuje pozdrowienia od żony, która uwielbia mój głos.
2364:  Pozdrowienia dla żony Esti Zaraza.
2369:  Grajek w lewo, ale przeciwnik lub dwóch się pojawi.
2373:  Wspaniale!
2376:  Mam podwójny stream Elden Ringa.
2377:  Tu Maja obok Stachu.
2379:  Pozdrowienia dla Stacha.
2380:  Witamy Jamnikotwórczynie.
2381:  Czy dostaniemy dużo jamników Jamnikotwórczyni dla Jamnikotwórczyni?
2390:  No dobra, w lewo i dwóch przeciwników.
2393:  Okej, wiem co zrobimy.
2395:  Przyzwiemy łzę na śladowcy, bo zostały nam jeszcze eliksiry mamy.
2402:  Gdzie jest Grajek?
2404:  Jest przeciwnik.
2408:  Łzę na śladowcy!
2410:  Mężnie!
2412:  Mężnie!
2414:  Teraz mo... teraz... dobra, teraz brakuje pomponów.
2418:  Łza naśladowcy!
2420:  Łza naśladowcy!
2422:  Tak, tak, tak!
2424:  Kibicujemy!
2425:  Łza naśladowcy!
2428:  Nie mam many, jest jedyne co nam zostało.
2430:  Możemy tylko patrzeć.
2432:  Nie!
2433:  Jak śmiesz!
2435:  Zostaw łzę naśladowcy!
2441:  O, wiru, wiru!
2442:  Twoja stara jest skowiru!
2443:  Dobrze!
2445:  Dobrze!
2449:  Świetnie!
2450:  Brawo!
2452:  Kto dostał eliksir?!
2455:  Krzysztof dostał eliksir!
2460:  Wracamy.
2462:  Ej, ale co on robi?
