🔴 Niedomag Iamnix walczy z plugawym Baylem — ELDEN RING: SHADOW OF THE ERDTREE Livestream #3
🔗 https://www.youtube.com/watch?v=WT4s_CP4YXc

144:  © PTA & TVP
1088:  Wiedziałem, że tutaj coś będzie.
1090:  No tak a propos pustego dodatku, nie?
1092:  No właśnie znaleźliśmy coś, czego nie było wcześniej.
1097:  Wiecie, co bym chciał?
1099:  Żeby gra priorytetyzowała mimo wszystko wrogów, a nie jelonków, jak wciskam focus.
1104:  To jest właśnie ta jedna z tych irytujących UX-owych rzeczy, no.
1107:  No kurwa, ciekawy jestem, kogo chcę zanamierzyć w takiej sytuacji.
1111:  Jelonka?
1112:  Czy być może monstrum, które mnie atakuje?
1114:  To jest jedna linijka kodu.
1117:  To jest jedna linijka kodu, niech ktoś mnie poprawi, kto się na tym zna, bo ja w tym momencie strzelam, ale jak dla mnie to jest prosty if.
1123:  To znaczy, jeżeli przeciwnik agruje się na ciebie i jeżeli cię zauważa i cię atakuje, to jest wrogiem i ergo namierzanie działa.
1132:  If this, then that.
1134:  Jeżeli nie agruje się na ciebie, nie atakuje cię, to namierzanie nie priorytetyzuje tego.
1139:  Kropka, rozwiązany problem.
1141:  Doprowadza mnie to do szału.
1143:  Dwie linijki, bo trzeba dodać parametr.
1146:  SK0000KS, dziękuję za wsparcie 19 miesięcy, podpomnę na wiek wieków wsparczeń.
1153:  Jesus Christ, naprawdę taka prosta rzecz irytuje człowieka niesamowicie.
1158:  O, popatrzcie tam, następna rzecz się łyska.
1160:  Lubię jak gry FromSoftu sterują naszą uwagą właśnie przez światło chociażby.
1167:  Jak ustawiam książki na półka?
1169:  Pytania o trashpandy.
1170:  Tematycznie, gatunkowo.
1173:  Wiesz, że YouTube zaczyna walczyć z blokerami reklam?
1174:  Coraz więcej mają sposobów przekszczania.
1176:  No właśnie to wam mówię.
1177:  Jednym ze sposobów przekszczania jest to, że jeżeli na przykład jest kanał, gdzie są wyłączone reklamy na filmach, to te filmy się nie pokazują ludziom.
1184:  Bo YouTube na tym nie zarabia.
1186:  To jest autentyczna rzecz, którą mi odradziła, bo ja tak robiłem, menadżer... Znaczy nie menadżerka, tylko opiekunka kanału wyznaczona przez YouTube'a.
1192:  Powiedział mi, nie rób tego, bo algorytm będzie się miał na samym końcu.
1195:  Masakra absolutna.
1198:  Więc tak jak mówię, adblocka używać, ale takiego adblocka, którego YouTube nie zablokuje.
1205:  Na każdą rakietę jest przeciwrakieta.
1207:  Albo system antyrakietowy.
1210:  To nie jest jakiś potężny przeciwnik.
1213:  Ja myślałem, że tu jest ktoś potężny, że jakiś miniboss się tutaj znajduje.
1216:  Za żenada.
1217:  Ale popatrzcie, coś tutaj jest istotnego.
1220:  Błogosławieństwo Mariki, nie wiem co to jest, nie wiem co to jest.
1224:  Ale wiem, że tu się pojawili wrogowie.
1231:  Longinex pisze, że przybywa ze złego live'a.
1233:  Jakiego złego live'a?
1238:  Stream się zmienił?
1239:  Co wy mówicie?
1243:  Ja podlinkowałem zły stream?
1246:  O nie, nie żartujcie sobie nawet.
1251:  O Jezus Maria, już wrzucam na Discorda.
1257:  Właściwy link.
1260:  Przepraszam was strasznie.
1264:  O mój Boże.
1267:  Masz dwa streamy zaplanowane na teraz?
1272:  Jezus Maria.
1276:  Czekajcie, czekajcie, muszę to ogarnąć.
1283:  Faktycznie, 22 czerwca powinien być 23.
1290:  23 czerwca.
1292:  Dobra, poczekajcie, jeszcze tam wrzucę w takim razie linka do naszego strumyka właściwego.
1302:  Dobra, właściwy link.
1307:  I przypnę.
1309:  Jesus Christ, nie wiem dlaczego tak się stało.
1313:  No widzicie, to są właśnie te rzeczy, które YouTube robi.
1320:  Ja to przypnę tam, żeby było wyraźne.
1323:  Jezus Maria.
1324:  Dobrze, że mamy rozbiegowo, moi drodzy, teraz.
1328:  Ja byłam na innym.
1329:  O Boże, przepraszam was strasznie.
1332:  Eee... Dobra, co tutaj było?
1336:  Ja zawsze przegrywam z kalendarzem.
1339:  Tutaj ewidentnie też ktoś się napatoczył, bo zobaczcie, że jest... ...wiadomdłość.
1345:  Nie tutaj!
1349:  Najlepsze, że 10 minut tam pisałeś, więc byłem wprowadzony w błąd?
1354:  Jezus Maria.
1356:  No tak, to wiele wyjaśnia.
1359:  Witam wszystkich przybywających zatem z innego streamu!
1362:  Jesus Christ.
1365:  Ja to sobie umiem... Ciekawy jestem, czy na tym, na... Instagramie i na Twitterze dałem właściwy link.
1373:  Pewnie nie.
1376:  Jak tam walka z Rela?
1377:  No, pokonana.
1378:  Co, jeden z tym miałem można mieć dwa, prawda, Karolin, prawda?
1385:  Okej, musimy, musimy zażyć manę.
1390:  Niespodzianka.
1394:  Niespodzianka.
1396:  Dobrze.
1397:  Jesteśmy.
1398:  Yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
1408:  I widzicie, jak tutaj są tylko wrogowie, to namierzenie działa ładnie.
1413:  Mana, mana robi tu-tu-ru-tu-tu-tu-ru-tu.
1416:  Mana, mana, tu-tu-ru-ru-ru.
1420:  Mana, mana, tu, tu, ru, tum.
1423:  Nic tu nie ma.
1425:  Czemu nic tu nie ma?
1426:  Dlaczego... Ja teraz się będę sugerował tym.
1429:  Tak działa siła sugestii, że ludzie mówili, że jest pusty świat.
1432:  I rzeczywiście, wszędzie znajdujemy jakieś bezużyteczne barachło.
1435:  Nie uważacie, że powinno być tak, żebyśmy w dodatku znajdowali same OP przedmioty?
1441:  Czy ktoś się zgadza?
1442:  To jak na Teamie się ktoś stworzył własne spotkanie na zaplanowanym.
1445:  O Boże.
1446:  To się zdarza faktycznie często.
1455:  Wiecie co, ja jeszcze zrobię aktualizację na Twitterze, bo będzie źle.
1462:  Dajcie mi sekundkę, bo tam z Twittera sporo osób wbrew pozorom przychodzi do nas, więc uczynię aktualizację.
1470:  Jesus Christ, dobra, usuń.
1475:  Opublikuj wpis.
1476:  To jest też zabawne teraz, że na Twitterze to się nazywa wpisy, moi drodzy.
1481:  To już nie są tweety, to są wpisy, ponieważ Elon Musk, Elon Pismo stwierdził, że nie, ja teraz będę ukrywać to, że zapłaciłem 40 miliardów za usługę, która podupada.
1498:  Ja teraz nie będę tego nazywać twitterem, ja to będę nazywać eksem i żeby się ludziom nie kojarzyło, to ja będę mówić wpisy, a nie będę mówić twitty.
1513:  Ziazi miał Elon Musk i dlatego, żeby ziazi uniknąć, Elon zainterweniował.
1521:  Ile osób wchodzi przez hasło banan?
1523:  Mam wrażenie, że sporo, bo co jakiś czas dostaję jakieś informacje dotyczące tego, że ktoś ocenił wiadomość i to chyba jest wtedy właśnie, ale jak głowy nie dam...
1535:  Mazurek wrzucił film o edukacji, Jezus, nie, proszę, nie, nie, nie, nie.
1540:  Bo ja będę w końcu musiał zareagować na tego idiotę, no.
1544:  Ja już mam naprawdę dość ludzi, tak serio, ja się nawet nie śmieję, ja mam dość ludzi, którzy wypowiadają się na ten temat, a nie uczą.
1552:  Niezależnie od tego, czy to jest Tomasz Rożek, który nie uczy w szkole, czy jest to Mazurek, który nie uczy w szkole, nie uczy na uczelni, nie zna się nauce i nie zna się na edukacji.
1561:  O, bardzo dobrze.
1562:  Ewelajna jest jamnikołajką.
1563:  Od razu lepszy temat.
1565:  Gadziorro otrzymuje wsparcie.
1566:  Zawisz, nikt.
1567:  Gerwazy 1 otrzymują wsparcie.
1569:  Proszę, niuch!
1571:  Macie jamniki.
1572:  Jamniki dobre.
1573:  Niezwiązane cholera jasna z edukacją i z jakimiś przypałami, którzy się na ten temat wypowiadają.
1578:  Chryste, to jest najlepsze.
1580:  I nie muszę tego oglądać, żeby wiedzieć, że to jest głupie.
1582:  I to wam też polecam.
1584:  Po prostu, jeżeli ktoś się wypowiada na temat, na którym się nie zna, zakładacie z góry, że jest głupi i że się nie zna.
1590:  I co najwyżej możecie się zdumieć, że a jednak, tutaj trafiło się ślepej kurze ziarno, ale wiecie co?
1596:  To dalej będzie ślepa kura.
1599:  I to nie jest w żadnym razie dowód na to, że o, warto oglądać.
1601:  Nie, nie warto oglądać.
1602:  Warto oglądać ludzi, którzy się znają na temacie i wtedy macie takie, a, w jednym miejscu się nie zgadzam.
1608:  No, każdy się może mylić, tak?
1610:  Ale zna się na temacie.
1611:  Jak ktoś się nie zna na temacie i jest małpą, to jeżeli małpie dacie 40 lat, to w końcu napisze Ulissesa.
1620:  Ale to nie jest koń, na którego stawiamy w tym wyścigu.
1625:  Jesus Christ.
1628:  Zdenerwowałem się znowu.
1629:  Co tutaj jest?
1630:  Czy ja mogę to zabić?
1631:  Mam nadzieję.
1633:  Gin!
1639:  Co to jest?
1640:  A, to jest ten rycerz!
1650:  40 miliardów poszło na Twittera.
1652:  Chyba, że ja mylę liczby.
1653:  Pamiętajcie, ja mam dyskalkulię.
1655:  To jest coś, na czym ja się nie znam.
1657:  Twitter za ile ma?
1660:  Zaraz zobaczymy.
1662:  No 44 miliardy!
1664:  Jeżeli ja nawet pamiętałem, jeżeli ja nawet, moi drodzy, to pamiętałem, to znaczy, że 44 miliardy za Twittera.
1677:  Irena tymczasem jest jamnikołajką i otrzymuje wsparcie... VEGARI!
1681:  Proszę bardzo!
1683:  Niuch!
1687:  Mmm... Co tutaj jeszcze jest?
1690:  Kościół Rozpieszczenia.
1692:  Czym przeczytałem Kościół Rozpieszczenia, jak to jest Kościół Pocieszenia?
1694:  Co się ze mną dzisiaj dzieje?
1697:  Co się ze mną dzisiaj dzieje?
1699:  Eeej, tu jest ważna rzecz!
1704:  Odłamek ostrodrzewa tu był ukryty.
1706:  Moi drodzy, pamiętajcie o tym.
1710:  Tutaj w nieintuicyjnym miejscu, w tym kościółku jest odłamek.
1716:  Co myślę o serialu Akolita?
1718:  Nie mam dobrych myśli na ten temat, ale czekam do najbliższego odcinka i robię mid-season review, tak jak zwykłem.
1727:  Tak, zwykłem moi drodzy.
1729:  Dobra, to możemy sobie usunąć, to też sobie możemy usunąć i idziemy w tej sytuacji tutaj.
1736:  Już znasz moje regularne zdenerwowania, jak ten plagiator Bartosiak pije swoje peany, a na obronności się nie zna.
1740:  Nie ukrywam, że mam satysfakcję, pisze Oskar Draus.
1742:  Tak właśnie, czekałem na twój komentarz.
1746:  Bo Oskar zna się na rzeczy bardzo.
1748:  Stali bywalcy z live'ów wiedzą dlaczego.
1751:  Reszcie nie będę mówił, żeby biednego Oskara nie doksować, ale wbrew jego woli.
1756:  Natomiast fakt faktem jest, że zgłaszał już długo, długo, że na przykład dwóm lewym ręką miał za złe, że zaprosili Bartosiaka.
1763:  Ja cały czas czekał na komentarz dwóch lewych rąk w sprawie odebrania doktoratu.
1767:  Najbardziej mnie bawi, jak Bartosiak mówi, że do sądu, do sądu administracyjnego, a nie dostaniecie stypendium,
1776:  ministra albo stypendium nawet rektora, to wiecie, co możecie zrobić?
1780:  Odwołać się do sądu administracyjnego, ponieważ to jest standardowa procedura.
1785:  Więc to jest mniej więcej tak, jakby, nie wiem, ja powiedział, że, no nie wiem, zobaczył przestępstwo i poszedł na policję i powiedział, ło!
1794:  Zobaczcie, jaką ja procedurę znalazłem!
1797:  Ciekawa procedura!
1800:  Nowa!
1801:  Ło!
1804:  Tudzież jest ognisko i nad ogniskiem jest dym.
1807:  Słuchajcie, co ja wydedukowałem.
1809:  Wy nie uwierzycie.
1811:  Ja wydedukowałem sam, że tam będzie się palić.
1815:  Ło, Krzysztof, twój intelekt mnie przerasta.
1818:  Łukasz, Paweła, dzięki za prawidł.
1819:  Trzej miesięcy, spokojnie.
1822:  Jak znam życie, odbiorę mu to 10 lat w sądzie administracyjnym.
1829:  Co to nas trafiło?
1830:  Rzeczywiście, prawda jest taka, że procesy w Polsce trwają, ale nie wiem dlaczego obrywamy cały czas od jakiegoś randoma totalnego, który teraz musi zostać przez nas ukarany.
1843:  Jakiś dramat kompletny.
1846:  Co to nas strzelało?
1852:  To w nas strzelało.
1854:  Co to jest?
1859:  Skąd ty masz magię ognia i czemu ja jej nie mam?
1867:  Co to było?
1870:  To jakiś obóz minąłem.
1874:  Tak.
1880:  Już tu widział jak Kiszak robi last bossa przez 12 godzin.
1883:  Bez samonu, no bez samonu to się nie dziwię.
1889:  Ja nic nie oglądam, żadnego contentu Eldenningowego nie oglądam moi drodzy.
1893:  Poprzestaję na tworzeniu własnego po prostu streamu.
1899:  Nie no, potem sobie obejrzę, jak sam ukończę.
1901:  Nie chcę sobie, nie chcę sobie bossa obsuć.
1904:  Chcę żebyście mieli też nagraną moją autentyczną reakcję.
1909:  Nie przeglądaj czatu, gdy prowadzisz.
1911:  To nasza koślawa, herlawa i strupieszała habeta, moi drodzy, prowadzi, nie ja.
1917:  Ja nie mam z tym nic wspólnego, ja nie mam prawa jazdy, przypominam.
1921:  Dobra, czyli tak, ja miałem rację, że tutaj coś jest, tak generalnie rzecz ujmując.
1928:  Często jest tak, że instytucje podejmując uchwałę nie dopełniają jakichś procedur i są zwroty do ponownego rozpatrzenia.
1932:  Tak, ale w przypadku takiej procedury jest dość ona prosta.
1936:  Wszystkie procedury zostają dopełnione w sytuacji, gdy macie... Nie ma obowiązku na przykład wzywania osoby, która jest oskarżona od plagiatu.
1943:  Nie.
1943:  Możecie po prostu się wycofać z decyzji.
1945:  Jest procedura opisana w ustawie Prawo o Szkolnictwie Wyższym.
1949:  Jedyny sposób na odebranie czyjegoś doktoratu to jest plagiat.
1953:  A plagiat stwierdzają rzeczoznawcy.
1954:  No i wiecie, możecie tylko innych rzeczoznawców sobie zaskarbić, ale ci rzeczoznawcy, jeżeli by ocenili coś, co jest plagiatem, że nie jest plagiatem, będą mieć anatemę w środowisku do końca.
1965:  Nikt ich nie będzie już traktował poważnie.
1966:  Więc nie wiem, czy ktokolwiek jest skłonny podjąć takie ryzyko.
1972:  Tam, gdzie idziesz, jest blisko droga do bossa, który przywrócił mi wiarę w DLC.
1975:  Czy jednak jest boss tutaj?
1978:  Aha!
1979:  Być może ta wielka kolumna powinna być świadectwem tego.
2002:  Jestem Lord Voldemort!
2006:  Kaszojady mnie palą!
2016:  Stól rej, Tom!
2020:  Bale!
2025:  Wile bale!
2026:  O, terrore inkarnate!
2029:  Jest w mnie jeszcze życie!
2031:  Wkrótce poświęcę się twojemu sercu!
2035:  Zaznacz moje słowa!
2037:  Ty też nie będziesz wątpiał!
2050:  Otóż spotkaliśmy NPCa.
2059:  Dobrze, moi drodzy, więc teraz tak, ja zostałem wiele razy upomniany przez graczy Elden Ringa i fanów gier FromSoftu, że ja po prostu nie słucham linii dialogowych i dlatego nie wiem, jakie są questy.
2072:  W związku z tym mam do was pytanie.
2074:  Jaki to quest i co mamy zrobić?
2081:  Jaki ból?
2084:  Voldy?
2093:  Serce ciało.
2097:  Mesmer?
2099:  Więc to jest, moi drodzy, nasza mała ankietka.
2104:  Więc to była ekstrakcja danych z wybitnego SideQuestu, który, jak wiadomo, należy po prostu słuchać linii dialogowych, wtedy będziecie wiedzieć, o co chodzi.
2115:  Absolutnie nie jest tak, że musimy zajrzeć do jakiegoś tutorialu, żeby się dowiedzieć, co tam zrobić.
2124:  Myślałem, że będzie dalej linia dialogowa, ale niestety nie.
2127:  Co poeta znaczy Miyazaki miał na myśli?
2129:  Dobre pytanie.
2130:  Teraz może gracze stwierdzili.
2132:  A, ach nogi, przed tobą cierpienie.
2135:  No ewidentnie, moi drodzy.
2137:  Zaoferuj leczenie.
2139:  O!
2143:  Jak mam zaoferować leczenie?
2147:  Nie wiem.
2153:  Nie mam niestety zaklęcia leżącego.
2156:  Grafik Witch!
2158:  Ooo, Grafik Witch ma jeszcze urodziny!
2159:  Wszystkiego urodzinowego jamniczego dla ciebie!
2162:  Nie zauważyłem, przepraszam cię bardzo.
2164:  Dobrze.
2180:  Zaczynają się bossy, to uciekaj.
2181:  Jakie bossy?
2182:  Gdzie się zaczynają?
2183:  Co ty mówisz?
2184:  Spokojnie.
2187:  Na wojnie jak na wojnie.
2188:  Raz pierdolnie, raz pierdolnie.
2189:  Gdzie, gdzie?
2190:  Spokojnie.
2193:  Co to jest?
2194:  Znowu jest jakiś królis tutaj.
2196:  No mówiłem.
2197:  Królis.
2198:  Kica i Makitelisa.
2201:  Jako laik przez chwilę byłem przekonany, że Miyazaki stanął za Edening, to Hayao Miyazaki, a nie, to jest Hidetaka Miyazaki, Tomaszu, Hidetaka.
2208:  Ale jeden i drugi Miyazaki jest super.
2210:  Zresztą jest mnóstwo, mnóstwo memów dotyczących tego.
2213:  O, moi drodzy, czekajcie, mamy ankietę już rozstrzygniętą, widzę.
2216:  33% po stronie... Aaa!
2217:  Aaa!
2217:  Jaki ból!
2217:  Stop!
2230:  Czy ja mogę, czy ja mogę mieć możliwość zrobienia aktywnej pauzy, czy nie mogę mieć aktywnej pauzy?
2241:  Fajnie, że zajebiście kuźwa, że byłem na innym ekranie.
2246:  A ta cudowna gra nie umożliwia szybkiego przejścia na drugi ekran.
2251:  Doskonale po prostu.
2254:  Więc przejdę może tam, gdzie się odblokowałem sobie.
2261:  Nie mówcie mi, że nie odblokowałem tej łaski.
2288:  No ale nie wiem, czy to jest w tę stronę.
2292:  Nie, nie, nie, to nie jest w tę stronę.
2297:  W tę stronę byliśmy ostatnio.
2300:  Zajebiście, uwielbiam jak jakiś przypał sobie wybierze taki moment, kiedy ja akurat nie patrzę w ekran.
2310:  Super, super.
2313:  Dobra, teraz.
2315:  Tak, chyba ci z pochodniami tak walą za nas kulami ognia.
2319:  Chciałbym mieć tak owe.
2321:  Niestety.
2323:  Czemu nie ma licznika śmierci?
2324:  Przyjrzyj się, Mateuszu.
2327:  Jest dyskretny.
2331:  Ja jestem zwolennikiem minimalistycznych streamów.
2334:  Nawet nie wiem, czy dzisiaj wrzucę overlay z klawiaturą, bo mi się nie podoba overlay z klawiaturą.
2338:  Będziemy wrzucać overlay z klawiaturą, a będą walki z bossami, okej?
2345:  Wtedyż.
2347:  Szeronim Makaronim pociesza zrobiła ten sam błąd z tą samą laską.
2349:  Wiesz co, ja nie zrobiłem błędu, bo byłem na innym ekranie, tak?
2352:  I to mnie doprowadza do szału absolutnie.
2355:  Nie znoszę tego.
2359:  Dobra.
2366:  Okej, teraz tak.
2368:  Pewnie muszę znowu z nim zacząć porozmawiać, bo wiecie, poważny quest.
2377:  Aha.
2378:  To jest powiedzmy nowa linia dialogowa.
2380:  Który level?
2383:  180?
2383:  170 któryś?
2384:  Czekaj.
2386:  182.
2387:  Czyli 10 leveli zrobiliśmy w dodatku jak na razie.
2391:  Gdzie są moje runy?
2392:  Gdzie są moje runy?
