Niedomag Iamnix niespiesznie eksploruje | ELDEN RING Livestream #8
🔗 https://www.youtube.com/watch?v=wZ1qvreaJ1o

80:  KONIEC
960:  Nie takich lodów truskawkowych, jakie są na przykład w Good Ludzie w Krakowie.
963:  Mam w każdym razie taką ogromną nadzieję.
965:  Elden Ring of Power.
968:  Czas na starą obrączkę.
972:  Tudzież stary krąg.
974:  Nie wiem już sam, co jest lepsze.
975:  Wiecie, co jest najlepsze?
976:  Że ponieważ graliśmy ostatnim razem w sobotę w Elden Ring, to istnieje cień szansy, że nie zapomniałem całego sterowania.
983:  Lody burakowe byłyby zajebiste.
984:  Właśnie gudlut się specjalizuje w takich dziwnych lodach.
987:  Nie uwierzycie, najdziwniejsze lody, jakie ja kiedykolwiek jadłem tam, to były lody o smaku majonezu kujawskiego.
998:  Dzisiaj nie ma świec.
1000:  Dzisiaj nie ma świecy serową, co dziwo.
1003:  Witamy Pesto w gronie Trybutariusz, trzeci Trybutariusz, bogowie.
1008:  Proszę dogodnie się zajamniczyć.
1010:  O nie, zaczynamy w tym dungeonie, powiedział Samuit, który najwyraźniej wie, co znajduje się w tym dungeonie.
1018:  W tym dungeonie oko bestii drży.
1020:  Co to znaczy?
1021:  Lecimy na zamek, na wulkanie.
1023:  Tak, będziemy też tam na pewno, w wulkanicznym dworze, gdzie nawet Jamnix nie pomoże, choć ma obrożę.
1036:  Kończę ten rym.
1039:  Czy jest tu jakiś specjalista?
1041:  Skłonny cukier będzie kupował MP3.
1042:  Nie wiem, czy jakość dźwięku zależy od karty pamięci, w której są piosenki, czy MP3.
1045:  Nie, to zależy od tego, w jaki sposób zakodowana jest MP3 moim zdaniem.
1050:  Przed tobą podziemny kropowiec.
1052:  No shit, Sherlock.
1054:  Jaki jest sen z bagłażana?
1057:  Wciąż nie wiem.
1058:  Zbliża się skarabeusz, ale ukryta ścieżka nie stoi na twojej drodze.
1062:  Gdzie nie do magii Amnix ma obrożę?
1066:  To jest dobre pytanie.
1067:  Czy możemy się umówić, że niestandardowym rodzajem obroży niedomaga Jamnixa jest jego falliczny kapelusz?
1073:  Jaki jest sens, banana!
1075:  Absolutnie.
1076:  Klasyka wspaniała.
1077:  Witamy Among Them 1 i Jormungandr.
1084:  Jormungandr widział na ulicy wóz konny.
1087:  Czy on był zaprzężony w jamniki?
1089:  Tylko wtedy ma sens.
1093:  Popatrzcie, te świece się wypaliły.
1096:  Czyli jednak moje odwieczne pytanie, kto zapala świece w tym świecie, zostało... A!
1102:  Dla wszystkich z was, którzy przybyliście w sobotę, mam dobrą wiadomość.
1106:  To znaczy, mamy taki cudowny eliksir manny w manierce, który to cudowny eliksir manny w manierce, jak wypijemy... Hahaha!
1128:  Tak!
1130:  Nie wyczerpuje się mana!
1137:  Wreszcie sprawiedliwość jakaś!
1139:  Wreszcie jakaś sprawiedliwość after all these years!
1145:  Powiedział Krzysztof, przełączając się na standardowe zaklęcie, którego używa bez przerwy przez całą grę, ponieważ jest samonaprowadzające.
1152:  Ukryta ścieżka nie stoi na twojej... Co oni mają z tą ukrytą ścieżką?
1162:  O bogowie.
1163:  Pościg, a to niespodzianka.
1165:  Niech zgadnę.
1166:  Ukryta ścieżka nie stoi na twojej drodze.
1168:  Nie, przed tobą kłamca.
1169:  Na jedno wychodzi.
1172:  Sam Wit współczuje przechodzenia tego tanżonu.
1175:  O nie!
1175:  O nie!
1176:  Witajcie wszyscy przybywający tak... O!
1180:  Wiecie co?
1181:  Wprawdzie jesteśmy na Morzu Lawy, ale na szczęście we have a high ground, więc wygraliśmy.
1190:  Przypomina mi się schodzenie schodami ruchomymi zawsze, wszędzie.
1208:  Co?
1209:  Co to było?
1211:  Co?
1211:  Co to było?
1221:  Say what?
1222:  To była kosiarka!
1225:  Nie wiedziałem o tym!
1226:  Ja w ogóle pierwszy raz Elden Ring przechodzę.
1229:  Moi drodzy!
1230:  Moi drodzy!
1232:  No dobrze, ale wiedząc o tym... Zrobimy bardzo prostą rzecz.
1247:  Dobrze wam tak.
1250:  Trupy niestety trzeba po raz drugi dobić.
1253:  Czy możemy w to zaatakować?
1255:  Nie, nie możemy.
1256:  No to ciekawe.
1257:  Ale on się tam zatrzymuje.
1258:  Damy radę.
1261:  Damy radę.
1261:  Ja też się nie spodziewałem takiego.
1263:  Kto w nas?
1264:  Kto w nas atakuje?
1265:  To ma taki zasięg?
1268:  Eee...
1295:  Rozumiem już dlaczego sam Wit proroczo powiedział, że współczuje przechodzenia tego dungeonu.
1307:  Rozumiem z jakiejś przyczyny ta konstatacja pojawiła się na czatach.
1313:  Czy te kupy przestaną nas nieszkodliwiać.
1327:  No dobrze, no dobrze.
1331:  Czy straszna rzecz jest tutaj?
1335:  Nie, nie, nie, nie, nie, nie!
1340:  Biegusiem, biegusiem!
1355:  Wiecie co, chyba trzeba wskoczyć tam, gdzie jest ten szkielet.
1359:  Chyba trzeba, tak, chyba trzeba wskoczyć.
1361:  Nie mówcie mi nawet, że licznik nie działa.
1363:  Szkoda, że na... Wnęka po prawej, właśnie, szkoda, że na streamach nie można wysyłać gifów, to jest prawda.
1369:  Jak to, jak to nie działa, licznik śmierci?
1372:  Licznik śmierci działa.
1375:  Licznik śmierci działa.
1376:  Cóż to za, cóż to za wprowadzanie mnie w błąd?
1381:  Dobrze, trzeba uzbroić się w możliwości taktyczne.
1388:  Uzbrojenie się w możliwości taktyczne oznacza... Dobrze.
1401:  Czyli tak, musimy poczekać, aż to wjedzie na szczyt i wtedy skaczemy do tej wnęki, która jest po prawej.
1421:  Można wejść na ten rydwan?
1423:  Naprawdę?
1424:  Dobry plan!
1427:  Elementy platformowe kontra Krzysztof.
1430:  Tak, tak.
1431:  Wiecie co, ja się zastanawiam, czy mamy dużo tych runów, bo jeżeli nie mamy, kolejne zwycięstwo.
1437:  To jest zabawne, wszystko wskazuje na to, że zginiemy więcej razy niż przy którymkolwiek z bossów.
1444:  Przynajmniej mamy wszystko po drodze.
1453:  Te szkielety w irytujący sposób są blisko nas.
1458:  Dobra.
1460:  Czyli teraz... biegusiem... Zwycięstwo!
1473:  Teraz ten szkielet nas zabije.
1475:  Tak będzie, nie zmyślam.
1478:  Dobrze.
1481:  Patrzcie, jakie to to chytre.
1483:  Ha!
1486:  Jak to pierwszy encounter Redvanów?
1488:  Ich jest więcej?!
1489:  Dobrze, tam jest następna wnęka.
1494:  Okej, okej.
1507:  O nie.
1507:  Ich jest dużo?
1509:  Ich jest dużo?
1509:  Naprawdę?
1510:  Na-na-na-na-na-na-na-prawdę?
1513:  Katam pułkumpy pod Leyendal.
1516:  Nie żartujcie nawet.
1518:  To potrwa bardzo długo.
1521:  Widzicie, możemy na przykład zacząć debatować nad sensem egzystencji.
1525:  Myślę, że nie skończymy tej debaty, zanim ja
1534:  wyjdę z tego grobowca.
1535:  Przecież to jest absolutnie niemożliwe.
1537:  Mamy wielkie szanse na to, żeby ta debata była tutaj skończona.
1549:  Przenosimy się do tego obrzydliwego, wstrętnego strzelca, który do nas obrzydliwie i wstrętnie strzela.
1560:  Chce w pochytny sposób zasadzić się
1564:  na naszą egzystencję tutaj.
1568:  Ten grobowiec będzie waszym grobowcem.
1570:  Dobrze, teraz trzeba uważać tylko o... Dlaczego on tutaj staje?!
1577:  On nie idzie... On nie jedzie na górę?!
1583:  Co to się dzieje? !
1586:  Czy myślę, że uniwersalia istnieją jako istota konkretnych rzeczy, czy są wytworem naszego umysłu?
1590:  Uniwersalia istnieją jako istota konkretnych rzeczy, ponieważ są wytworem naszego umysłu.
1596:  Rozwiązałem spór o uniwersalia.
1598:  Rytwan zmienia swoją ścieżkę?
1600:  O Jezus Maria.
1602:  Nie mam zielonego pojęcia, jak sobie z tym poradzimy.
1614:  Przynajmniej... Dobrze byłoby rzeczywiście na niego wskoczyć, ale... Dali Bóg nie wiem, jak to zrobić.
1619:  Zwłaszcza, że on ma taką strefę zabijania, która jest bardzo szeroka.
1631:  Aaaah!
1632:  Dobrze.
1636:  Okej, okej.
1637:  Przyjrzyjmy się temu, co on teraz robi.
1640:  Ma autopilota, to jest Rydvan Tesli, mówicie.
1643:  Gdzieś na suficie jest obiekt, którym można zestrzelić, by zniszczyć Rydvan.
1650:  O nie!
1650:  O nie!
1651:  Nie!
1652:  Jesteś zbyt wolny!
1656:  Co to było?
1662:  O niebiosa.
1665:  Okej, okej, okej, okej, okej.
1668:  Teraz jak będzie mieć drugi kurs, to idziemy na prawo.
1672:  W tym dungeonie nie można go zniszczyć.
1678:  Okej.
1679:  I teraz za nim idziemy.
1684:  Szybciutko!
1685:  Szybciutko!
1686:  Ahyżo!
1687:  Przestań!
1690:  Aaa!
1691:  Zniszczony!
1695:  Dobra, Rytwan zjeżdża.
1700:  Krzysztof zawsze wyłapuje z czatu błędną podpowiedź, to jest prawda.
1703:  Okej, teraz pytanie.
1707:  Czy on będzie dłużej tam, czy na dole?
1709:  On będzie chyba dłużej tam, dobra.
1713:  Hyc do dziury.
1720:  Okej, w momencie jak przejedzie... Napieprzamy, szybko, szybko, szybko, szybko!
1728:  Tak!
1733:  Zwycięstwo!
1734:  Kwiatuszek.
1738:  Kto tu coś napisał?
1739:  Przed tobą oręż dla tego rzeka.
1740:  Nie!
1741:  Odmawiam!
1742:  Odmawiam!
1744:  Teraz używamy zaklęć.
1746:  Czyli tego, czym jesteśmy najlepsi.
1751:  Wziął Krzysztof używając miecza.
1755:  Jak śmie nas ktoś atakować?
1756:  To skandal.
1762:  Dla wszystkich, którzy są oburzeni faktem, że używam miecza, jest na to wyjaśnienie.
1767:  O nie, to jest ten wróg.
1775:  Mianowicie miecz ten jest tak naprawdę kosturem.
1781:  O, uprawiasz kwiatki, przykro mi.
1790:  Czy ja dobrze widzę, że tam jest ogień?
1792:  To mieczokostór, tak jest.
1796:  Dobrze.
1797:  Teraz tak, priorytet to zapalenie lampeczki.
1801:  Śliczna lampeczka.
1804:  Ciach!
1805:  Moja nagrobna konwalia!
1807:  Moja!
1811:  No i przypomina kultowy cykl... Boże, cykl, kultową wypowiedź z Hearthstone.
1817:  Moja świecunia, moja!
1819:  Moja!
1823:  Czy próbowałem Miecza Skrzydła Astela?
1825:  Nie.
1825:  Jedyny miecz, na który będziemy używać, to ten.
1828:  Natomiast plan jest, żeby upgrade'ować kostur, który mamy, a jest to dobry kostur.
1836:  Kostur to Karijskie Berdło Królewskie plus siedem.
1839:  Chcemy, by było plus osiem.
1842:  A potem jeszcze więcej.
1844:  Aha, oczywiście ten ogień nie oddziałuje na te postaci, w związku z powyższym walniemy, jak księżycowym ostrzem.
1857:  Dobra.
1861:  My precious.
1865:  A, znam to.
1869:  Bardzo nie lubię tak.
1870:  Bardzo nie lubię.
1870:  Dobra.
1871:  Z której strony to trzeba walnąć i będziemy mogli?
1874:  Okej, z tej, z której my teraz jesteśmy, czyli z lewej.
1878:  Ale wpierw konwalia.
1880:  Konwalia są ważne.
1882:  Jeszcze wcześniej o świecuszkach wołał Cespena z BG-2 Tron Baala.
1888:  BG-2?
1891:  Cóż to jest?
1891:  Cóż to jest, moi drodzy?
1893:  Za dziwny akronim.
1896:  Farmaceuta leci na pierwszą zmianę.
1898:  Bogowie.
1899:  Wszystkiego dobrego, farmaceuto.
1902:  A Baldur's Gate, Boże drogi.
1906:  Nie, naprawdę, gdybyście prze... Ja jestem skłonny zapomnieć, co znaczy skrót AGH.
1910:  Naprawdę.
1911:  To jest możliwe.
1915:  Boże, jaki sok pomarańczowy jest pyszny.
1916:  Dobrze, teraz tak.
1921:  Nie.
1923:  Niezdarnie.
1925:  Bardzo mało czasu na to, żeby się tam przemieścić.
1928:  Teraz, teraz!
1928:  Szybko, szybko, szybko, szybko!
1930:  Taaak!
1931:  Udało się.
1939:  Dobra, teraz tak.
1941:  Tu będą na pewno tysiące pułapek.
1944:  Niestety nie można w to strzelić zaklęciem, to jest jeden, jedyny minus.
1954:  Okej, są ostrzeżenia graczy, liczne.
1956:  Uważaj para.
1959:  Jaka para?
1963:  Uważaj lewo, a potem uważaj... Aaa... Uuu... Eee... Okej.
1979:  Bardzo niewłaściwie postąpiłem.
1985:  Musimy to zrobić inaczej.
1992:  Właśnie tak.
1994:  Także to było bardzo nieefektywne użycie many.
2005:  Bardzo nieefektywne.
2006:  Przed tobą kłamca.
2009:  Oczywiście.
2011:  Ejoły.
2012:  Jako osoba, która nie trafi science fiction, piszę...
2016:  FRS-849.
2016:  Po stronie wiem, że jednak spróbuję i zacząłem od Problemu Trzech Ciał.
2020:  Jeśli jesteście laikami w kwestii science fiction, nie popełniajcie tego błędu.
2024:  No, mogłeś trafić gorzej, na przykład mogłeś trafić na Wędnącą Kampanulę, albo mogłeś trafić na Solaris Lema, albo mogłeś trafić na... któregoś Dukaja, tylko się zastanawiam, który byłby chyba na perfekcyjną niedoskonałość, abyś trafił, mógłbyś być mocno zdziwiony.
2041:  Witamy Tomka Szlarza, na Wieki Wieków Spaczeń i witamy Dori.
2048:  Co znaczy skrót AGH?
2049:  Akademia Górniczych.
2055:  Wciąż jeszcze pamiętam.
2056:  Ale to tylko dlatego, że zawsze się śmieję z tego, jak analizujemy Władcę Pierścieni i muszę tłumaczyć, dlaczego hobbity stwierdziły, że górnictwo, hutnictwo i tak dalej trzeba wytrzebić z szajeru.
2067:  To jest niesłychanie memiczne do opowiadania.
2071:  Dobrze, czyli bilans tego jest taki, że poszliśmy tam nie wiem po co.
2077:  Okej, stamtąd przyszliśmy i to jest i tak cud, że ja to pamiętam.
2081:  Po pierwsze klucz, a tu się przyda śmierć.
2084:  Uważaj, bogacz, co?
2094:  A. Jest tego więcej.
2110:  Wiecie, co jest lepsze od Rydwanu?
2111:  Dwa Rydwany.
2113:  Dobra, ale my musimy chyba iść na górę, nie?
2114:  Czy na dół?
2115:  Zastanawiam się.
2116:  Cholera, chyba na dół.
2119:  Chyba na dół.
2121:  Czaty, jak myślicie?
2122:  Na górę, czy na dół?
2128:  Nowy film i live, teraz nie wiem, co mam oglądać.
2131:  Biedny Russell Ferro.
2135:  Chyba ten, który się da zniszczyć.
2138:  Nie wiem, czy się da zniszczyć, bo nic mi się nie pokazuje, co się dałoby zniszczyć.
2144:  Na górze skalby, na drodze progres.
2147:  Nie, nie, nie, nie, nie, nie.
2149:  To tu.
2152:  Raz, dwa, trzy, cztery.
2155:  Cztery sekundy mamy na to.
2158:  Idź i...
2171:  Przestań!
2174:  Tak!
2176:  Udało się!
2179:  Ach, nie wytrzymam tego.
2180:  Tak, to prawda.
2182:  To prawda, to była mądra wiadomość.
2184:  Prawo tego musisz szukać.
2189:  Hmm.
2190:  Czy wszystkie babki od matematyki mają kija w czterech literach?
2194:  Nie wiem.
2194:  Moja babka z matematyki w gimnazjum kij wyjmowała z czterech liter, po czym nas okładała nim po głowie.
2201:  Uważam, że to było gorsze rozwiązanie.
2203:  Dobrze, teraz tak na serio zupełnie.
2205:  Nie widzę, gdzie mamy iść.
2206:  Okej, chyba tam na sam dół już.
2212:  Tak, zupełnie na sam dół.
2213:  O Boże, nie wiem jak... Raz, dwa, trzy...
2218:  Co?!
2219:  Cztery...
2221:  Pięć sekund na to mamy.
2230:  Raz, dwa, trzy.
2233:  Teraz jeszcze muszę używać matematyki.
2235:  Świetnie.
2237:  To teraz spróbujemy.
2247:  Tak!
2249:  Ja!
2249:  Co? !
2288:  Ja... Eee... Eee... To co, co, co można zrobić?!
2301:  Okej, nie mam pojęcia, co można zrobić w tej sytuacji.
2306:  Jedyne co, to przynajmniej mamy już mniej więcej.
2315:  opanowane to, jak należy iść, ale... Okej, jak jest więcej Redvanów... Jaka jest najlepsza klasa w Elden League dla osoby początkującej?
2343:  Ta.
2344:  Serio.
2347:  Wiem, że się wydaje trudno, ale ta jest naprawdę najlepsza.
2362:  Kolejny miesiąc, zacznę od sukcesu, wizystencja, tam pisze Perry.
2364:  Dzięki za wsparcie od trzech miesięcy.
2367:  Dobra.
2368:  Teraz tak, okej, jak on zjedzie, to wtedy idziemy dobrze tam.
2373:  Przekąski na Batmana?
2378:  Nie, muszą być odpowiednio mroczne, żeby były w temacie tego filmu.
2383:  Jaki jest najmroczniejszy baton?
2385:  Chyba Mars.
2387:  Mars ma marsową minę.
2389:  O ty, o ty, o ty!
2393:  Karma przyszła!
2395:  Karma przyszła!
2398:  Weldering nie ma de facto klas, znaczy można zdobić respekt, faktycznie.
2402:  Dobrze, niech sobie przypomnę, co tutaj było.
2405:  Okej, to już jest koniec.
2408:  Teraz.
2413:  Nie, teraz poszło szybciej.
2416:  Dobra.
2427:  Wom mi stąd.
2434:  God.
2441:  Widzę, że... Ilty miała próbną maturę z polskiego?
2457:  I jak?
2458:  I jak?
2458:  Przetrwałaś?
2460:  Dla mnie to zawsze był największy stres.
2464:  O, Oreo!
2465:  To są doroczne ciastka na Batmana!
2467:  Absolutnie!
2474:  Tak!
2474:  To było spektakularne chybienie.
2477:  Spektakularnie chybiony cios.
2484:  Dobrze, przynajmniej nasz... Ooo!
2486:  Nie ma już ogienka!
2490:  AGH powinna być przekształcona na AGJ, Akademię Gamersko-Jamniczą, absolutnie się z tym zgadzam.
2495:  Na ten rytm da się wskoczyć, jak znajdziesz odpowiednie miejsce, wtedy można robić zapociąg.
2498:  Nie wiem, czy to jest niewymagane, czy to jest smaczek.
2500:  Nie mam zielonego pojęcia, co tam dalej zrobić.
2505:  Nie mam zielonego pojęcia, tak zupełnie serio.
2510:  Nie, nie tędy, nie tędy, bo tutaj nic nie było.
2520:  Może rzeczywiście trzeba na niego wskoczyć?
2523:  Jest wnęka na zakręcie?
2524:  Naprawdę?
2526:  A po której stronie jest ta wnęka?
2527:  Ona jest pewnie po prawej stronie, nie?
2534:  Odpalać Teamsy na zajęcia czy zostać na live'ie?
2537:  Why not both?
2552:  Tak w sumie.
2555:  No co jest?!
2559:  Ok.
2560:  Czyli ta wnęka jest dokładnie w takim miejscu, żeby człowiek nie zauważył, nie?
2569:  Czyli w prawo.
2580:  Fuck!
2580:  Nie da się tam dotrzeć!
2584:  Tam się nie da dotrzeć na czas.
2588:  Chyba, że to jest kwestia obciążenia.
2592:  Na ostatnim odcinku przy lawie skaczasz w dół po lewej.
2600:  Czyli nie po prawej.
2613:  Przyjdę na kamerkę i zaraz będzie co panią tak bawi, a wie pan, nie do magii, ja mam nikt z banem na głowie, znowu po prostu pokonany przez grawitację.
2619:  Teraz jesteśmy pokonywani przez obrzydliwy rydwan.
2623:  Da się wbić do tej wnęki?
2625:  Wiecie co, to się rozbierzemy.
2627:  Rozbierzemy się do naga.
2629:  W ten sposób będziemy biegać minimalnie szybciej.
2650:  Już cię zapomniałem.
2657:  Ależ to jest stresujący... stresujący dungeon.
2664:  Dobra, i teraz... Okej, teraz jak było?
2671:  Trzeba poczekać chyba, aż on tam wjedzie.
2674:  Tak, i za nim idziemy bezpośrednio.
2679:  Muszę powiedzieć, że to, że wymierzyli to co do sekundy jest irytujące.
2684:  Tak minimalnie.
2691:  Tutaj chyba też za nim zbiegamy.
2696:  Byłem gotów już się wycofać.
2704:  Ej!
2720:  Po lewej mam czarną dziurę?
2721:  Ale ja to wiem!
2723:  Ja ginąłem później!
2731:  Ja to wiem!
2735:  To był inny, to był inny już z lawą.
2740:  Myśmy to już przeszli.
2749:  Jak to nie zbiegaj dalej?
2752:  Co?
2757:  Jak to nie zbiegaj dalej?
2758:  Nie rozumiem, Stalowy Guźcu.
2760:  Nie rozumiem, co mówisz.
2761:  Przecież myśmy dalej zginęli zupełnie.
2770:  Skłon to również pisze Sok z pomarańczy.
2772:  Najlepiej.
2773:  Tak należy żyć.
2777:  No co jest?
2777:  Come on!
2794:  Ok, jak zginiemy tutaj raz jeszcze, to idziemy w inne miejsce tego świata.
2800:  Idziemy w inne miejsce tego świata.
2805:  Idziemy w inne miejsce tego świata.
2806:  To jest plus Elden Ring'u, że można zignorować takie miejsce.
2809:  Ja to właśnie teraz robię.
2812:  Ostatnia wnęka na etapie z Lawą.
2816:  Dobiegasz do niej, jak Rytwan Cie mija, nie idziesz za nim, ale skręcasz w lewo i chydz do dziury.
2820:  Jakie dziury?
2836:  Dobra, jeszcze raz spróbujemy tę radę w takim razie, bo ewidentnie po prostu ja się pakuję w coś, co się nie muszę pakować.
2846:  Musisz znaleźć ukryte przejście, by wskoczyć na ten drugi drydan od góry, a przewieźć je przez lawę.
2850:  Aaa.
2853:  Aaa, ma to sens.
2855:  Czyli oczywiście ja wybrałem drogę, która jest bardziej fatygująca.
2861:  Teraz wszystko pięknie jest wyliczone.
2871:  Gorsze jest to, że ja zapominam, właśnie, to zapominam, gdzie on ma przystanki.
2882:  Dobra.
2883:  Właśnie Elden Ring, wbrew pozorom, ma mniejszy test na wytrwałość po stronie gracza, dzięki temu, że można się poddać.
2894:  pójść w inne miejsce świata.
2898:  Czy Hades będzie grany?
2899:  Incydentalnie.
2900:  Nie robimy z tego cyklu.
2905:  Więc może będzie taka okazja.
2908:  Kiedyś jeszcze.
2908:  Nie wykluczam tego.
2914:  Olga tu *** znowu na próbnej maturze?
2915:  No nie żartujcie.
2916:  A po co?
2920:  Po co?
2922:  Nie możemy tutaj przywołać malarii, niestety.
2923:  Nie można w podziemiach.
2925:  Musi być jakieś utrudnienie.
2933:  Okej, chyba za nim.
2935:  Tak, tak, tak, tak, za nim.
2937:  Dobra.
2938:  I tu jest ta dziura?
2943:  Okej, chyba wiem, o czym mówicie.
2945:  Lewo, a potem skakanie.
2947:  Okej.
2949:  Okej.
2972:  Nie, Miyazaki nie mógł tego zrobić prosto.
2975:  Miyazaki musiał jeszcze przy okazji graczowi zrobić na złość.
2980:  Tak, tak, więc ześlizgiwanie się... wspaniałe.
2987:  Uwielbiam się ześlizgiwać w ten sposób.
2997:  No.
3006:  Oh, come on.
3006:  Biegusiem, biegusiem, biegusiem!
3009:  Teraz musimy mniej przejść przynajmniej.
3015:  Jaki wrednik.
3019:  Umarłeś, ale czegoś innego nie nauczyłeś.
3021:  Że palec, ale dziura.
3022:  Tak, tak.
3023:  Tak!
3026:  Okej.
3026:  On tutaj się zatrzyma.
3029:  Za to plus jest taki, że nagrobnych fiołków będziemy mieli aż do statek.
3033:  O Boże.
3038:  Ten szkielet, trzeba przyznać, że za każdym razem chybia.
3044:  Biegnij, Jamnik, się biegnij.
3046:  O tak.
3055:  Ty, ty, ty!
3066:  Gdy mamy czasu na to, żeby się tam zorientować?
3068:  Mało.
3077:  Dobra, przy brzegu trzeba zeskoczyć.
3081:  Przy samym rogu.
3089:  Tak!
3090:  Krzysztof umie!
3094:  Krzysztof umie... Co to było?
3103:  Co to jest?
3104:  Nie znam tego... Co to jest?
3112:  Co to jest?
3117:  Co to było?
3117:  To jest jakiś znowu... To jest nowy przeciwnik, nie było go jeszcze.
3126:  Najgorsze jest to, że ja się ześlizgnąłem stamtąd, a chodziło o to, żeby się nie ześlizgnąć.
3131:  To jest him, dokładnie, jak z Wiedźmina.
3135:  Creepy.
3150:  Naprawdę?
3155:  To jest niesamowite, jakie to jest RNG tutaj.
3165:  Nie!
3166:  Gdybym ja miał dobrą pamięć, gdybym ja miał dobrą pamięć, moje życie byłoby takie proste.
3173:  Ale nie.
3178:  Muszę powiedzieć, że wstawienie etapów platformowych do Elden Ringu jest moją nemesis.
3187:  Jest moją absolutną nemesis.
3189:  Uda nam się to.
3190:  Nie ma takiej możliwości.
3191:  Musi się udać.
3193:  Jeszcze tylko 740 różnych rzeczy, które mogą pójść nie tak.
3199:  Miałem wizję, w której on nas zabija.
3202:  Jamnik wygląda, jakby coś ktoś brał.
3206:  Po prostu ja, ja Mixa bierze w kurw.
3209:  Tylko tyle.
3221:  Tak.
3222:  Dobrze, dobrze.
3236:  Poszedłem źle.
3238:  Jestem tego boleśnie świadom.
3249:  Tam się nie da zaskoczyć.
3250:  Tam się autentycznie nie da zaskoczyć.
3252:  Nie mam zielonego pojęcia, jak tam zaskoczyć.
3254:  Zielonego.
3258:  To miejsce jest przerażające.
3265:  Absolutnie stąd nigdy nie wyjdziemy.
3268:  40 minut jesteśmy w tym mie... Autentycznie 40 minut jesteśmy tutaj.
