🔴 Niedomag Iamnix zbiera chrust do lewelowania — ELDEN RING: SHADOW OF THE ERDTREE Livestream #6
🔗 https://www.youtube.com/watch?v=IdafZH_O6mM

12:  © PTA & TVP
1930:  Mega szybki, ma szybką animację.
1932:  Nie wiem, czy ja mam ten czar Andiowastora.
1934:  Już któryś raz o nim usłyszałem.
1936:  Ja znam tylko karyjską falangę.
1938:  Najszybszy mój czar to jest ten, wbrew pozorom, jeżeli chodzi o...
1943:  Obrażenia zadające równocześnie stagger?
1946:  Ewentualnie komety.
1953:  Okej, jesteśmy prawie w okolicy.
1956:  Perfumy Doom, Doom Up.
1957:  Oj, oj, oj, jakiś nowy przeciwnik.
1960:  I dziura, mieliśmy w planie iść do dziury.
1962:  O, on strzela do nas perfumami, zobaczcie.
1965:  Dumapy i dziura, nie mam zielonego pojęcia, co to jest.
1969:  Są już perfumiarze.
1972:  Czy Mesmer, Pałownik Agamalenia, został pokonany przez Niedomaga?
1975:  Certyfikacie klasycznie dobrej zabawy, dziękuję Ci za tryb, został pokonany przez Party.
1980:  Wyspaliśmy wszystkich samonów, jakich się dało.
1983:  Nie, autentycznie, nie umiem sobie wyobrazić, w jaki sposób przy moim buildzie można byłoby to ogarnąć.
1987:  Więc jeżeli ktoś to zrobił...
1989:  Jako mag ma mój dozgonny szacunek i również dozgonny szacunek Kolegium Magicznego z Altdorfu, który tutaj zwańczo reprezentuję.
1999:  Technicznie to jest możliwe przy perfekcyjnych rolach.
2002:  Wiecie co?
2003:  Przy tym patchu byłoby to możliwe.
2004:  To znaczy w sytuacji, w której rzeczywiście nie jestem na jednego hita za każdym razem, gdy mam nieograniczone zasoby czasowe, to jest to do zrobienia.
2012:  No jest, git.
2016:  Nie oglądaj tego podcastu, zespołujesz sobie bossów?
2018:  A, okej.
2019:  To słabo.
2021:  No i jest butelka ognistych perfum!
2024:  Dobrze!
2028:  Teraz tak, wlevelujmy je gdzieś, co?
2031:  Gdzie się leveluje perfumy?
2032:  Żeby ludzie też wiedzieli, skoro już mamy to na strumyku, to żeby ludzie wiedzieli.
2038:  Pewnie przy stole okrągłym.
2047:  Było niezłe party, impreza jakiej mało.
2049:  Pamiętam, jak to było wczoraj.
2052:  Zmieniam postać na Maga Ognia, jak zacząłeś mówić, że nie da się grać Magiem Ognia w LDN-a.
2055:  No ile masz tych zakręć, Szkjaltan?
2057:  Cztery?
2062:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
2064:  Tutaj był taki Kowal.
2075:  Kiedy ma być Q&A?
2076:  Bo nie było go w czerwcu?
2080:  Na pewno będzie lipcowe jakieś.
2085:  Tutaj są palce.
2088:  No przy okazji możemy sprawdzić, co jest za wizerunek Mesmera.
2106:  Wszystko się skaluje z wiarą.
2108:  Jest siedem zaklęć ognistych.
2110:  Wow.
2113:  Na PC-cie na mapie wciskasz F, potem R i teleportujecie do ruchomego stołu?
2116:  Dobrze wiedzieć.
2117:  O!
2121:  Aha, czyli tutaj levelujemy duszki nasze.
2125:  Czaję, czaję.
2127:  Okej.
2128:  Jedną babencję znalazłem.
2132:  Jest!
2133:  Może tutaj perfumy.
2137:  Wzmocnij orę.
2138:  Tak!
2156:  Ile tego?! 24? !
2164:  Co to w ogóle jest?
2167:  To skoro już przy tym jesteśmy, to może jakiś nasz kostur?
2173:  Co to było?
2179:  No dobrze.
2180:  Wszystko skaluje się z wiarą, brzmi jak Polska.
2183:  No dobrze.
2185:  Czyli co?
2186:  A czemu to... Aha, tutaj nie mogę używać magii.
2188:  Dobra.
2191:  To co?
2191:  Wypróbujemy to gdzieś.
2193:  Mówiliście, że gdzieś jest jakaś dziura na dole.
2195:  Jaka dziura na dole?
2196:  A to...
2198:  Nie, nie, nie, no to spokojnie, tam jest jakieś bósidło, moi drodzy, a my wpierdolce musimy tutaj poeksplorować, zobaczcie, tu jest niewyeksplorowane wszystko, tu jest niewyeksplorowane, tu ostatnio eksplorowaliśmy, to pamiętam, byliśmy na zamku, chyba nie wszystko na zamku jest zeksplorowane, zobaczcie, tu jest jakiś dziedziniec, na pewno się tam na jakąś zejść.
2218:  Szczelina.
2220:  Mogłeś inaczej rozpocząć live and trzeba było curse you, YouTube.
2224:  To swoją drogą.
2226:  Dobra, to teraz tak, zastanówmy się.
2228:  Pewnie trzeba zjechać tą windą.
2234:  Znajdźmy wszystkie mapy, to też dobra uwaga, tak.
2238:  Zwykłe bronie ulepsza się do 25, legendarne do 10?
2241:  Aha, to dlatego ja miałem mniej ulepszeń.
2244:  O, moje Nemezis.
2266:  No więc te obrażenia, których nie zauważyliście, to było od perfum?
2274:  W miejscu, gdzie były słoje jest przejście?
2276:  A myślisz, że ja pamiętam, gdzie były słoje?
2283:  Nie no, tu jest wyjście z zamku.
2284:  Czekajcie, czekajcie, czekajcie, musimy to znaleźć.
2291:  Przed wejściem do ośrodki można zebrać trzy kawałki mapy.
2295:  O!
2296:  Chyba idę w dobrym kierunku.
2302:  Ja może wciąż będę starał się tych perfum używać.
2308:  Nie no, autentycznie, no przecież...
2312:  453 obrażeń to ona zadaje.
2318:  Ale z drugiej strony, patrzcie, to nie zużywa many.
2324:  To jest taki atak magiczny, nie będący atakiem magicznym.
2329:  Czyli na słabszych przeciwników, na przykład w dungeonku, nie?
2332:  To będzie dobre.
2338:  Wejść w obie dłonie?
2339:  Nigdy nie wiem, jak się to robi na pececie.
2343:  To jest nielogiczne.
2344:  Może zmienić scaling na tych perfumach?
2345:  Nie pamiętam, gdzie się to robiło.
2352:  To jest atak chemiczny.
2355:  No, od czego to ma scaling w tym momencie?
2357:  To się skaluje od zręczności.
2359:  A, okej.
2360:  Zajebiście.
2363:  E i lewy przycisk myszy?
2368:  Racja.
2371:  Racja.
2373:  Tylko trzeba zmienić Ash of War.
2375:  Albo można dostosować Ash of War jakieś, tylko że ja i tak nie mogę ich używać, wiecie dlaczego.
2381:  Dobra, czy to jest tędy?
2384:  Nie, to nie jest tędy.
2385:  Mówiliście, że przy jakichś słojach to było.
2387:  Jakie nuty zapachowe mają te perfumy?
2389:  Ja mam nadzieję, że drzewo sandałowe.
2391:  To jest nuta głowy.
2396:  Mam prośbę, czy w wolnej filmie mógłbyś zerknąć na maile, pisze Slender.
2399:  W jego temacie jest prośba od KH.
2403:  Nie przesadzaj, że jest to sprawa w życie i śmierci.
2404:  Wiesz co, ja naprawdę, Slender, absolutnie chętnie, tylko że problem polega na tym, że ja dostaję tych maili 80 dziennie, jak jest sesja.
2412:  I to przy dobrym dniu, więc obiecuję, że poszukam, ale nie obiecuję, że znajdę.
2420:  Gowala się zmienia skalowanie przez zmienienie Ash of War.
2422:  A, okej, w ten sposób.
2426:  Dziękuję Ci za trybut Slender i nie martw się, jeżeli Ci nie odpowiem szybko, to nie jest kwestia mojej złośliwości, tylko to jest kwestia niemocy.
2439:  Moi drodzy, no plan jest taki, że trzeba tutaj po prostu poeksplorować, nie?
2444:  Bez dyskusji eksplorujemy, zwłaszcza, że się teraz da...
2448:  Znalazłeś taki Ash of War, Carry On Sovereignty, jest świetny dla magu, oskaluje się z inteligencją, zaprowadzę.
2454:  Dziękuję ci, mag, bardzo.
2456:  Mój problem oczywiście polega na tym, że ja nigdy nie używałem Ash of War w tej grze.
2462:  Nie, znaczy ten patch zmienia wszystko, no.
2465:  Ja teraz mogę grać, no ja teraz wreszcie czuję, że ja cokolwiek w tym dodatku zrobiłem, no litości.
2471:  Wcześniej to była jakaś absolutna katastrofa.
2475:  Dziękuję Ci, Mak, jeszcze raz serdecznie za trybut.
2477:  No tutaj mam wrażenie, żeśmy nie eksplorowali, bo ja się po prostu bałem.
2482:  Autentycznie.
2485:  Na perfumach nie da się zmienić skalowania, jedynie skalujące się od indykencji to perfumy mroźne.
2490:  O. Fajnie.
2494:  Czyli jak zawsze, czaty nie są zgodne, ale widzicie, tam się coś błyszczy.
2507:  No, ja już bym nie żył.
2513:  Ja już nie żyję, ale to dlatego, że byłem przy stole.
2516:  Więc standardowa sprawa.
2518:  Natomiast no, różnica jest gigantyczna w tym momencie.
2530:  To nie jest patch, który zmniejszył trudność gry, to jest patch, który zmniejszył chore obrażenia przeciwników nie zależące od naszego skalowania.
2537:  Nie tym, nie tym, nie tym, nie tym, nie tym, nie tym, nie... Ja znowu jestem przy jakiejś ścianie.
2549:  Najgorsze jest to, że ja nie widzę teraz wszystkiego, ponieważ zawsze musi, musi lampka wyłączyć, zawsze.
2554:  Nie wiem dlaczego ta lampka się zawsze musi wyłączać, ale się wyłącza.
2558:  O, ładne, ładne, ładne, piękne, piękne.
2572:  Już?
2573:  Dzięki.
2576:  Nie obniżyli wszystkim HP, obniżyli... inaczej, poprawili skalowanie odporności na obrażenia, które myśmy mieli.
2586:  a które było bardzo niewielkie.
2588:  Dobra, ja na razie muszę te perfumy wyeliminować.
2596:  Póki nie są skuteczne, tak bym chciał, żeby były.
2599:  Aha, nie zauważyłem tego typa.
2603:  Jest do znalezienia aż off-world, który sprawia, że perfumami można robić range'a, tak?
2606:  Też mi się podoba.
2617:  No, ale to jest... W tym momencie naprawdę dużo zmienia.
2624:  Bo nasze obrażenia się nie zmieniły, to na pewno.
