Niedomag Iamnix rozbija się po stolicy | ELDEN RING Livestream #9
🔗 https://www.youtube.com/watch?v=ywQj9Ugpfao

26:  KONIEC
930:  Ale pierwszy odcinek Poeta czy Atleta kończymy na atlecie.
938:  Żaden poeta nie napisałby czegoś tak cringe'owego.
941:  A, nie, żaden atleta nie napisałby czegoś tak cringe'owego, pisze Menrow.
945:  Dobrze, dobrze.
947:  Witajmy, Aśku, witamy bardzo złośliwego człowieka i Mateusza Rutkę jeszcze.
950:  Ominął was segment poeta czy atleta?
954:  Głęboki jak odwiert studni włębinowej.
959:  Czaty wygrały talon.
960:  Tak, na pierścień i balon.
965:  Na wieki wieków spaczeń MD i Oldor10, witajcie serdecznie.
971:  Pesto pisze, właśnie weszło na twój profil na Facebooku i zaśmiałam się, widząc, że studiowałeś niestety na UJ.
976:  Tak, żałuję, że wszędzie nie da się zrobić takiego trollingu.
981:  Jak można było wpisać kierunek, no to wpisałem właśnie niestety na fejsie i bardzo pasuje.
986:  Challenge dla wszystkich studentów UJ, którzy są z UJ, ale starają się z tym żyć.
991:  Wpiszcie sobie niestety.
995:  Dobrze, moi drodzy.
997:  Nie mam zielonego pojęcia, co się działo ostatnio.
1000:  Wiem tylko, że pokonaliśmy jakiegoś straszliwego bossa w głębinach.
1004:  Ale tak, Brendo ma rację.
1006:  Rozpoczęliśmy od prawdziwej sztuki, a nie jakichś gierek.
1009:  Absolutnie.
1012:  Aśkubicz, I'm in.
1014:  Dobrze, dobrze.
1015:  Cieszy mnie, że challenge został zaakceptowany.
1017:  Witamy Umberto, ale nie eko.
1019:  Na wieki wieków spaczeń.
1020:  Moi drodzy, jeżeli nie wiecie, co się tutaj działo,
1024:  Odpowiem wam swoimi słowami, okej?
1027:  Spotkaliśmy piękną panią, która daje nam zadania, piękna pani zabrała nas do drzewa, które zgniło, piękna pani starała się, żebyśmy złożyli głowę na jej podołku i w ten sposób będzie mogła zrobić coś, co sprawi, że drzewo przetrwa, następnie piękna pani zginęła i walczyliśmy ze smokiem, który strzelał do nas czerwonym laserem.
1053:  Nie oceniam.
1055:  Czy polecam zakupić Elden Ring?
1058:  Nawet kosztem miesięcznych racji żywnościowych?
1060:  Absolutnie tak.
1062:  Samuit pisze, że jest kilka drobnych, ale ważnych rzeczy do nadrobienia i można robić fabularnego posika w stolicy.
1066:  Dobrze.
1067:  Dobrze, bardzo dobrze.
1069:  Co to za afrykański czarodziej?
1070:  Jaki afrykański czarodziej?
1072:  To jest wielki bananomanta, nie domagiamnik, który ma bananana na sobie.
1080:  opis duszy Drakolicza przeczytać, pisze Grzybnia Pierwotna.
1084:  Gdzie ja to znajdę?
1086:  To jest dobre pytanie.
1086:  Gdzie ja to znajdę?
1088:  Nie mam zielonego pojęcia, gdzie ja to znajdę.
1091:  Gdzieś pamiętałem jeszcze jakiś czas temu, gdzie były dusze Drak... O!
1095:  Run naprawy Księcia Śmierci.
1097:  Proszę bardzo, to znalazłem.
1099:  Wilki run nienarodzonych znalazłem też.
1102:  Ale diabli wiedzą, czy to jest to, czego szukam.
1106:  Prawdopodobnie nie.
1107:  Tu jest wizerunek Dracolicza.
1110:  Wizerunek Dracolicza Fortissaxa, wyryty w złotym drzewie.
1113:  To jest ten, z którym walczyliśmy.
1115:  Moc jego imiennika może zostać odblokowana dzięki czytającej z palców.
1117:  Po tym, jak Godwin Złoty został księdziem śmierci.
1121:  Starożytny smok długo i zaciekle walczył ze śmiercią wewnątrz swego towarzysza.
1124:  Jednak nie zdołał zwyciężyć, a węgrodę otrzymał tylko zepsucie.
1131:  Jaki jest sens banana?
1133:  Dostaliśmy też mnóstwo runów.
1136:  Dobrze, bardzo dobrze.
1138:  Natomiast świat, w którym się znajdujemy w tej chwili, został przez nas względnie wyeksplorowany.
1144:  Tak mi się przynajmniej wydaje.
1146:  To znaczy, wszystko wskazuje na to, że nie możemy jeszcze udać się w tę część podziemi.
1150:  Chyba.
1153:  Skąd dzieło się, jaki jest sens banana?
1154:  MagdaM1 pyta.
1156:  Odcinek Darwinów, w którym zrobili zastępstwo w Zapytaj Beczkę.
1162:  Witamy Julkę, witamy serdecznie.
1165:  Można podejść z wizerunkami do stołu.
1166:  To prawda.
1169:  To prawda.
1170:  Przebiegliśmy tylko do bossa.
1172:  Dobrze, moi dro... Dobrze, moi drodzy, dobrze.
1174:  Zwiedzamy w takim razie to piękne ustronie.
1178:  Powiedział Krzysztof, nie wiedząc, w którą stronę jest wyjście.
1181:  Tędy jest wyjście.
1183:  Wszystko w tej grze się da przerobić na runy?
1185:  Tak.
1186:  Witamy Klapauciusza Animonona.
1188:  Animomona.
1191:  Nieproszony precyzuje, że piękna pani, która zginęła, chciała urodzić nieśmiertelne dziecko nieumarłemu godłynowi złotemu.
1197:  Suponuję, iż się to nie udało.
1199:  Witamy w The Witch.
1201:  Fajnie, że jesteście całe święta w pracy, której nie lubię, przynajmniej was posłucham.
1203:  Ojej, tym bardziej, tym bardziej.
1205:  Jamniki dla ciebie.
1208:  Dobrze, tutaj wychodziliśmy bardzo ciężkim szlakiem, moi drodzy, to znaczy tym.
1215:  gdzie czekają na nas przeciwne naturze monstra.
1218:  Ale to, czego nie zrobiliśmy na pewno, to nie szliśmy w tamtą stronę, więc teraz to zrobimy.
1223:  Czy zebrany kostrób Księcia Śmierci?
1227:  Żeby to Krzysztof wiedział.
1229:  Żeby to Krzysztof wiedział, czy został zebrany.
1237:  Nope.
1238:  Nie został.
1241:  Na koniec gry jest scena, kiedy twoja postać siedzi na tronie.
1244:  Wykorzystaj to, by ubrać się najbardziej absurdalnie.
1246:  Dobrze, że mówicie.
1250:  Narażysz mnie, Krzysztof, na kłótnię rozpoczynającą się od słów.
1252:  Czy możesz wyłączyć ten telefon i zacząć mi, kurwa, pomagać?
1255:  Nie ma to jak świąteczna atmosfera.
1261:  Dobrze.
1262:  Tędy nie przejdziemy, ale ja jestem niestety ślepy i tego nie widziałem.
1265:  Co to jest?
1267:  Zobaczcie, to nas nie zaatakowało.
1275:  To nas wciąż nie atakuje.
1276:  Bardzo dziwne.
1277:  Pierwszy raz się coś takiego zdarza w tej grze.
1280:  Okej, tam nie jesteśmy w stanie przejść.
1285:  W którą stronę będziecie się zmierzać, Yamnix?
1286:  Na pewno będziemy pokonywać fabularnego bossa w stolicy, to jest pewne.
1291:  Dobrze, podejmiemy pewne ryzyko.
1296:  Okej, już wiem, dlaczego nie byliśmy atakowani.
1302:  Aha!
1303:  Ryzyko się opłaciło.
1305:  Dobrze.
1307:  Aaa!
1311:  Nie do magii, amnik strafił na dach!
1315:  Dostaliśmy żelasty liść za te... za te starania i trudy.
1321:  Przepięknie, absolutnie.
1323:  Fajnie, że... fajnie, że nie wiem, jak stąd zejść.
1326:  Fajnie, że nie mam zielonego pojęcia, jak stąd zejść, w związku z powyższym zrobimy to...
1333:  Co jest zwykle bardzo złym pomysłem, a okazało się być dobrym pomysłem.
1337:  Popatrzcie, nigdy, nigdy tego nie przewidzimy.
1341:  Witamy purpurowego jamnika.
1342:  Przed postem stolicy warto odwiedzić drogę przed murami stolicy.
1344:  Będzie tam znana osoba.
1346:  Zrobimy to.
1347:  Ooo!
1348:  Ktoś będzie pokonywał mauzoleum w Halikarnasie, które nie jest mauzoleum w Halikarnasie.
1354:  Żyzlast liść to największy skam, pisze Samuit.
1357:  Ma ikonę rzadkiego przedmiotu, a nie przydaje się.
1360:  A może dlatego ma ikonę rzadkiego przedmiotu, że rzadko się przydaje?
1370:  Przepraszam.
1372:  O, mrówy!
1374:  Mrówy, mrówy, mrówencje.
1378:  Ale nas mrówy nie interesują.
1380:  My jesteśmy dzielnym niedomagiem i amniksem, który pokonał smoka, o którego roli fabularnej nic nie wie.
1387:  Stawiasz czatom wodę.
1389:  W związku z powyższym... W związku z powyższym Niedomagiamnix nie będzie się turbował jakimiś mrowencjami.
1395:  Niedomagiamnix pierwej zniszczy wszystkich, którzy tu się znajdują.
1398:  Wszystkich.
1404:  Popatrzcie, tu są jedni ludzie, którzy zostaną przez nas zniszczeni natychmiast.
1408:  Dlatego, że Niedomagiamnix dysponuje czarem, który... Chciałem powiedzieć, że ich zdekapituje, ale jakby już za późno.
1418:  Oni zostali zdekapitowani.
1420:  Siach!
1422:  Nie do magii, Amnix niszczy duchy!
1427:  Jak wrażenia z gry.
1428:  Tak w Fallout już animum on... Co sądzisz, czy dostrzegasz jakieś defekty?
1432:  Bardzo pomniejsze.
1434:  Bardzo pomniejsze i głównie związane z prowadzeniem storyline'ów, to znaczy...
1441:  Jeżeli nie mamy dziennika zadań, to fajnie byłoby, żeby postaci zawsze mówiły, gdzie będą, gdzie się wybierają, albo żeby były jakieś sugestie w tym zakresie.
1449:  A ja często bez czatów nie byłbym w stanie progresować fabuły.
1452:  Jaki sprzęt?
1454:  Kapinań to z Kiślu.
1455:  Jest wszystko o moim sprzęcie w technikaliach na Discordzie, czyli w Holistycznej Agencji Skapistycznej.
1460:  Link w opisie.
1461:  Tam jest dział technikalia i tam jest wszystko, co byłem w stanie znieść na temat mojego tajemniczego, mysiego sprzętu.
1469:  Chociaż tak sobie w sumie myślę, że trzeba byłoby wreszcie założyć stronę na MyGear, żeby to ułatwić.
1476:  Patrzcie, obłacało się.
1477:  No dobrze, teraz tak, te mauzolea, piękna łacińska odmiana, mauzoleum mauzolea, była która deklinacja?
1485:  Była piąta albo czwarta?
1487:  Nie pamiętam.
1488:  W każdym razie je zwykle obalało się przez niszczenie narośli, brzydkich, brzydkich pleśniowych narośli.
1497:  Nie widzę brzydkiej pleśniowej narośli.
1499:  To fatalnie.
1504:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
1536:  Jak śmiesz!
1548:  Jak śmiesz po raz drugi.
1550:  Jakim cudem ten rycerz się leczy?!
1556:  Okej, to było bardzo dziwne.
1571:  Wsiklość!
1572:  Husarz padł!
1583:  No, więc padła husaria.
1584:  Ja się mogę spodziewać już nalotu ABW, co najmniej.
1589:  Wszyscy miłośnicy dzwonów na czatach mogą się cieszyć, ponieważ będziemy jeszcze bardzo długo słyszeć ten dzwon.
1594:  Okej, mam pewien plan.
1598:  Chyba wiem, co zrobimy.
1601:  Mauzoleum, mauzoleum, druga deklinacja?
1603:  Bardzo możliwe.
1604:  Jeżeli to jest ta sama deklinacja, co templum, templi, templo, templum, templa, templum, to tak.
1609:  Jak zwykle pomyliłem szczegóły.
1611:  Dobrze, że trzymacie rękę na pulsie czaty, bo mnie nie można ufać w takich kwestiach.
1616:  Czy widziałem już Halo?
1618:  Nie widziałem, czekam na całość, Mateuszu.
1620:  Dzięki za wsparcie od sześciu miesięcy.
1621:  Swoją drogą jest dużo kontrowersji związanych z Halo, to znaczy jak oglądam recenzję z odcinka na odcinek Angry Joe,
1631:  Powiedzmy, że nie są zbyt zachwyceni.
1635:  Mają być trzy lata za obraz o uczuć religijnych.
1639:  Kiedyś próbował zastraszać mnie wspaniały wydział polonistyki Uniwersytetu Jagiellońskiego i skończyło się na tym, że już nigdy więcej nie próbowali, więc I say let them come.
1653:  Fun fact.
1655:  Zawsze płaci ten, kto pozywa, a nie ten, kto się broni za koszty sądowe.
1660:  Dobra rzecz.
1661:  Polecam.
1662:  Okej, w jaki sposób tam wyjść, żeby uciec przed wstrętnym niedźwiedziem?
1669:  Our flag means death?
1671:  Nie, nie znam.
1674:  Taktyka na misia taka sama.
1675:  Tak, taktyka na misia jest następująca.
1678:  Spieprzać.
1682:  To jest taktyka na misia.
1685:  Z niedźwiedziem nie zamierzam walczyć.
1688:  Możemy, możemy stwierdzić, że uznaję jego supremację.
1693:  Możemy tak chwilowo stwierdzić.
1696:  Więc tak, z tego, co pamiętam, tutaj był taki ładny prąd.
1701:  Zostaw mnie, obrzydliwy niedźwiedziu!
1703:  Wstrętny, wraży niedźwiedź.
1711:  Ha!
1712:  Taak!
1713:  Ucieczka, grzesz!
1718:  Okej, nie z tego drzewa.
1723:  Nie z tego drzewa, moi drodzy, z tego drzewa chyba trzeba wejść tam.
1729:  Na zachodzie jest Spirit Spring.
1731:  Czym jest Spirit Spring, moi kochani?
1734:  Czy już tam nie ma zielonego pojęcia, czym jest Spirit Spring?
1739:  Oho.
1744:  O nie!
1752:  O nie.
1753:  Co?!
1754:  Eee, zaraz, zaraz, zaraz!
1756:  Dlaczego, dlaczego oni się... Co, co tu się dzieje?
1759:  Dlaczego oni się zmienili w bazyliszki?
1765:  Oh boy!
1766:  Co tu się dzieje?!
1779:  Okej, nie przewidziałem tego kompletnie.
1789:  A, Spirit Spring to jest ten wir, okej, okej, czaję.
1798:  Jezus Maria, nie przeżyjemy tego już.
1801:  Nie przeżyjemy tego, nie ma szans.
1805:  Trzeba będzie tutaj wrócić po runę.
1808:  Właśnie nie sprawdzałem, czy działa licznik.
1812:  Zaraz wlecimy na Tygla.
1814:  Czym jest Tygiel?
1816:  Czy widziałem już, kto zagra Milveplita Ania Nowak w sezonie trzecim Wiedźmina?
1819:  Niestety widziałem.
1820:  Nie wygląda to wszystko dobrze.
1822:  Kompletnie, jak zwykle mają katastrofalny problem z dobieraniem aktorów.
1828:  Z innej łaski tam idź.
1830:  Mądry pomysł.
1833:  Weźmy stąd.
1840:  Istota żyjąca spotkał jamniczkę w odwiedzinach.
1843:  Wspaniała wiadomość!
1845:  Pogłaszcz jamniczkę od nas.
1848:  Ponieważ jest nas dużo, musisz pogłaskać jamniczkę od nas wszystkich.
1851:  Okej, teraz trzeba jak najszybciej dostać się do tych run.
1855:  Moja ulubiona mitologia i dlaczego?
1856:  Chyba egipska, dlatego że jest bardzo rzadko wykorzystywana.
1861:  Tak.
1862:  Chyba zdecydowanie nawet.
1865:  Nordycka z kolei jest zbyt często wykorzystywana.
1868:  Wbrew pozorom.
1871:  A grecka mi się opatrzyła potwornie z uwagi na radosne szkolnictwo.
1876:  Dobra, zrobimy inaczej.
1880:  Dlaczego nie jestem w stanie uchylić się przed strzału?
1882:  To jest pytanie.
1882:  Okej.
1885:  O, tutaj jest coś interesującego i tutaj też jest coś interesującego.
1890:  Po prostu idea jest taka, że nie ma sensu z nimi walczyć.
1908:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
1913:  Okej.
1914:  Czy jest więcej tutaj tego tałataństwa?
1918:  Okej, jest więcej tego tałataństwa.
1923:  Moon Knight jeszcze nie oglądałem.
1927:  Też mam to samo, co w przypadku... Okej, tam jest ten... Tam jest to mauzoleum.
1932:  Mam to samo, co w przypadku innych seriali, które teraz się zaczynają.
1935:  Ja generalnie seriale binge'uję, dokładnie tak samo mam z grami wideo.
1939:  Tak, nie wiem, z Elden Ringiem na przykład, nie?
1941:  To znaczy, ja po prostu nie jestem w stanie przez moją pamięć oglądać z tygodnia na tydzień.
1948:  Bosik u podnóży drzewa?
1950:  Uuu.
1954:  Dobra, chyba idziemy w dobrą stronę.
1957:  Ej, ej, ej!
1964:  Nie!
1965:  Nie!
1974:  Mam ogromną nadzieję, że zostaną runy tam, gdzie mają być.
1982:  Grawitacja wygrała po raz kolejny.
1985:  Muszę powiedzieć, że są bardzo złośliwe te bazyliszki.
1989:  Bardzo złośliwe.
1992:  Jak wjechałeś po te korzenia w górę, to masz drzewo przed sobą i tam jest bosik.
1998:  O, tak, platformówki uwielbiałem.
2000:  A tak naprawdę to nie!
2004:  Dzięki, Anon, serdeczne za miłe słowa.
2006:  Dzięki, dzięki, że wpadłeś.
2011:  Dobra, gdzie są nasze runy?
2013:  Ej, nie mówcie mi, że...
2015:  Nie mówcie mi, że one są na drzewie.
2017:  O nie!
2019:  One są na drze... O nie!
2023:  O nie!
2028:  O nie!
2031:  Licznik nie działa.
2032:  Poczekajcie, to za moment, bo... To oznacza, że program... Do programu się muszę dostać.
2038:  Który to kontro... Psiakrew, który to kontroluje, a teraz mam wizję, w której ginę.
2044:  Bardzo mnie chciał, żeby się ona ziściła.
2047:  Czyli dwie śmierci jesteśmy do tyłu.
2054:  Okej, okej, okej, okej.
2058:  Tak!
2058:  Tak, tak, tak!
2061:  Nie!
2061:  Nie!
2089:  54 tysiące dusz nie robi na mnie żadnego wrażenia, biorąc pod uwagę, ile potrzebujemy do levelu.
2101:  Dobra, trzeba to zrobić inaczej.
2106:  Trzeba to zrobić inaczej.
2107:  Nie wiem jeszcze jak, ale inaczej.
2115:  To jest jedna rzecz dobra, którą zrobił Elden Ring w stosunku do Soulsów, to znaczy tam poczucie straty związane z duszami było tak duże, że człowiek miał ochotę ragequitować.
2126:  W Elden Ringu jest na zasadzie poeksploruje się, odrobi się straty w ciągu pięciu minut.
2135:  Dobra, to może teraz ogarnijmy tego bossa, bo ja tak mogę w nieskończoność praktycznie.
2142:  Co się dzieje i kto do nas strzela?
2145:  Jak ja mam dbać o kierunki, jak ktoś do mnie strzela?
2148:  Tu jest drzewo, ale jak my tam zejdziemy?
2151:  Jak my mamy tam zejść do tego drzewa?
2156:  Co powinien CD Projekt Red dodać do projektu Otwartego Świata Wiedźmina, żeby gra była równie dobrym open worldem?
2162:  Wiele szkół wiedźmińskich i wiele stron świata i oprzeć cały model marketingowy na dodawaniu kolejnych regionów, dokładnie tak samo jak robi to Genshin Impact, tylko że bez mikropłatności.
2178:  No dobra, idziemy dalej w takim razie.
2184:  Chyba, że tutaj jest to drzewo.
2186:  To jest możliwe.
2189:  To jest możliwe.
2190:  Tutaj jest też bardzo dużo przeciwników, z których każdy zacznie nas atakować.
2198:  Dlaczego miecz się nie aktywował?
2200:  Właściwie dlatego nie lubię mieczy, są całkowicie niegodne zaufania.
2212:  Już zresztą podrażając mieczem, no właśnie.
2221:  Czy bez mikropłatności by to się sfinansowało?
2223:  Nie no, na pewno.
2225:  CD Projekt Red już raz pokazał, że może sfinansować grę wideo, która będzie bez mikropłatności, a będzie uzupełniała kolejne regiony, tak jak to było z Tucson, nie?
2234:  Więc myślę, że spokojnie to się da zrobić.
2239:  No i gdzie jest?
2240:  On się teleportuje przecież.
2241:  Dziwne.
2241:  Okej.
2247:  To jest to drzewo.
2250:  Co to za bosidło jest?
2253:  Nie będziemy nikogo przyzywać, ponieważ zakładam, że jesteśmy wystarczająco potężni.
2276:  Okej, nie, nie, nie, nie, nie.
2280:  Tak.
2280:  Czemu nie mogę kancelować zakle... zakle... zaklęcia, psiak.
2285:  Czemu nie mogę kancelować zaklęcia?
2286:  Aaa, rolem się pasuje.
2289:  Krew i wino to był płatny dodatek, tak.
2291:  Chyba, że się kupiło wersję... jak ona się nazywała?
2295:  Game of Leia?
2296:  Coś takiego.
2298:  Czy będzie specjalny odcinek na 40 tysięcy subów?
2301:  Na pewno sobie zrobimy wtedy Q&A okolicznościowe.
2303:  Okej, tędy jeszcze nie jechaliśmy, to przy okazji zobaczymy sobie rzeczy.
2312:  Z tym rycerzem już walczyliśmy parę razy.
2317:  Jeżeli on ma ten paskudny atak z wyskoku, to już wiadomo, co należy zrobić.
2322:  Okej, ale gdzie jest to drzewo?
2326:  To jest chyba to drzewo.
2327:  Czy ja stąd mogę zeskoczyć?
2329:  Zobaczmy.
2330:  Mam nadzieję.
2331:  Tak.
2336:  Dobra, dobra, dobra, dobra.
2337:  Tędy jest krócej.
2337:  Tak, świetnie.
2340:  No, jest.
2343:  Bingo.
2344:  O, jest teraz tak.
2349:  Wcześniej, wcześniej sobie podładujemy to.
2361:  Jak ja.
2374:  Tak, rol nie cofa tego zakręcia, to jest ciekawe.
2377:  Ale dobra, jest wystarczająco potężny.
2392:  Nie idzie dzisiaj dobrze.
2394:  To jeden z rzeczy, że tygla jest.
2395:  Ich podaje 16.
2396:  Śmieszna sprawa, cała ta szesnastka była na tyle potężna, że była klasyfikowana jako armia.
2400:  Zawsze grawitacja.
2403:  Dzisiaj jest festiwal śmierci od grawitacji.
2405:  Po prostu nie ma... Standard!
2412:  jak widziałem, ewentualny wybór szkoły wiedźmińskiej, dokładnie tak samo jak wybór klas.
2416:  Skoro przynależność do danego cechu nie zależała od nich.
2418:  Bieraliśmy byśmy, które podstarzały wiedźminy nas zabrać.
2422:  Ja wiem.
2425:  Wystarczyłoby, to nie jest trudne, to znaczy bierzesz sobie wybór klasy na samym początku i potem jest scena, w której dziecko jest zabierane przez wiedźmina danej szkoły i tyle, rozwiązany problem.
2438:  Dobra, teraz zrobimy to jeszcze inaczej.
2443:  Boże!
2459:  Okej.
2459:  Nie, nie, nie!
2460:  Dobra.
2461:  Wszyscy, którzy nie lubią komety Azura, będą zadowoleni, ponieważ nie będziemy nie uwagać tej walcy, widzę.
2472:  Co jest?
2474:  Zimny jest strasznie.
2477:  Chyba się nie... Nie no, nie będziemy samonować, bez przesady.
2481:  Nie, nie trzeba samonować.
2482:  Dajcie spokój.
2483:  Jeżeli będziemy samonować, to zrobi się za prosto.
2485:  Wygląda na to, że jakoś chce poradzić z różnymi punktami startowymi.
2491:  Właśnie!
2492:  Piotr słusznie przypomina jedną z najlepszych rzeczy, jaka jest w grach, to znaczy zróżnicowanie punktów startowych.
2498:  Nic tak nie wpływa pozytywnie na replayability,
2502:  chyba tędy się da przejechać, niż różne punkty startowe.
2505:  W zależności od różnych szkół jesteśmy w różnych punktach świata.
2507:  Genialne.
2509:  Absolutnie, to byłoby świetne.
2511:  To by sprawiło, że... bo Wiedźmin miałby potencjalnie jeszcze większy replayability niż trójka.
2519:  Jakie konsekwencje wyboru szkół?
2520:  Inne skille?
2521:  No pewnie, inne skille, inna historia, inne priorytety.
2524:  Na przykład, nie wiem, szkoła Gryfa znana jest właśnie z tego, że woli magię.
2529:  Dobra, teraz przygotujemy sobie zaklęcie, porządnie.
2533:  Bierzemy runy, zażywamy.
2538:  To jest ciekawe, że on nie jest staggerowany przez to zaklęcie.
2542:  Bardzo jest ciężko z nim wygrywać.
2550:  Chyba stara, dobra proca będzie dobra.
2554:  A może nie?
2556:  Nie no, co jest?
2558:  Straszny ma zażyw.
2561:  Tam jest specjała.
2564:  Z Kometą Azura jest za prosto.
2565:  No właśnie, wiem, wiem, wiem.
2567:  Podczas endgame Kometa Azura staje się trochę bezużyteczna.
2570:  Nie martwcie mnie, bo ja już się cieszyłem, że nie do magii amnik jest wszechpotężny.
2575:  Mija mnie dyskusja o wieśku, mam ochotę na kreator postaci.
2579:  No tak, absolutnie, muszą to zrobić.
2581:  Jeżeli pójdą znowu w jednego bohatera, to będzie to największy błąd, jaki CD może popełnić.
2587:  Sprawiedliwą aktualizację licznika.
2593:  No, zasięg jest bardzo nieśmieszny tego rycerza, zgadzam się.
2606:  Okej, nie reaguje jeszcze, dobrze, dobrze, dobrze.
2628:  Tak!
2629:  Dobrze.
2631:  Jak mnie zeźli, dowolna postać będzie obrywała kometą Azura.
2636:  Dlaczego jedyny słuszny bohater w Wiedźminie IV był błędem?
2639:  Bo był już w III.
2640:  Bardzo dużo graczy nie grało w Wiedźmina IV właśnie dlatego... U, dostaliśmy zbroję tygla.
2646:  Właśnie dlatego, że był jeden bohater.
2648:  Na przykład mnie na początku Geralt w ogóle nie odpowiadał.
2651:  Dopiero potem to, w jaki sposób został napisany, sprawiło, że chciałem grać.
2657:  Siluria była jednym z dwóch rycerzy Tygla i jej rycerzy można rozpoznać po hełmach z rogami.
2661:  A w ogóle gdzie mamy te hełmy?
2664:  Zbroja marionetowego żołnierza, rozstrzałego wilka... Zbroja Tygla, jest!
2670:  Drzemie w nim potęga życia, pierwotnej formy złotego drzewa.
2673:  Uuu, strasznie ciężka.
2675:  Wzmacnia aspekty inkantacji Tygla.
2678:  Tak, waga jest dla nas problematyczna.
