Niedomag Iamnix chce uciekać z Caelid | ELDEN RING Livestream #7
🔗 https://www.youtube.com/watch?v=Vo365O0-n9w

77:  KONIEC
810:  Jesteśmy na zawodzących dwydmach, byliśmy w tym straszliwym dungeonie.
814:  Było tutaj przerażająco i było tutaj strasznie, ale na szczęście zdołaliśmy z niego umknąć.
821:  w środę na Batmana, o, to słony cukrze, to jest dobra akurat rzecz, to jest dobra rzecz.
825:  Moi drodzy, czego nie zrobiliśmy w celi, to ja wam zaraz powiem, czego nie zrobiliśmy w celi, mianowicie nie byliśmy tutaj w środeczku.
830:  O!
831:  Tu nie byliśmy!
832:  I mam wrażenie, że nie pozwiedzaliśmy jeszcze paru innych rzeczy, w związku z powyższym skierujmy się niezwłocznie w to miejsce do Fortu Gel, bo mam wrażenie, że tam też nie byliśmy, a potem na ubocze północnego traktu.
849:  Secret Damladara, tak?
853:  Inna nazwa, Hogwarts Legacy.
854:  Nie, Hogwarts Legacy to też jest ostatnia nadzieja, moim zdaniem, już dla uniwersum.
859:  Smok na górze.
860:  Nie wiem, gdzie jest Smok na górze.
861:  Znajdziemy wszystko.
862:  Dzisiaj jest plan taki, żeby całe celit wyeksplorować, jak również nauczyć się ponownie, w jaki sposób obsługiwać tę grę.
871:  To nigdy nie jest proste.
873:  Dobrze.
875:  Rol.
876:  Pewną wadą tego, że gram tylko na streamach, jest to, że zapominam całe klawiszologii w międzyczasie.
882:  Amorphallus Titanum na głowie.
885:  Witaj, Aśku!
885:  Jak tam?
886:  Jak tam, Aśku, maraton?
888:  Haha!
889:  Fantastycznych Zwierząt, że dopytam aż na live'ie.
892:  Magda też była na maratonie wszystkich trzech filmów Fantastycznych Zwierząt, nie było źle.
897:  Chociaż nie gra...
898:  mi to, co się działo z tym, co było w Harry Potterze.
903:  Myślę, że to może być wada filmu, który jest osadzony w uniwersum Harry'ego Pottera.
910:  Zasądzę o wykorzystanie w formie 1 do 1 jakiegoś bossa z gry podczas rozgrywki RPG.
913:  Ciekawi mnie, czy lepiej według Ciebie stworzyć nowego, choć pewnie nie tak ciekawego bossa, czy użyć nie mojego dobrego.
918:  Ja wiem.
919:  A może spróbuj się zainspirować i coś w nim zmień.
922:  Taką jedną drobną rzecz.
923:  Tolkien kiedyś fajnie powiedział, że nie można stworzyć nowego liścia.
926:  Czyli zawsze tworząc przetwarzamy.
928:  Więc przetwórz może zamiast kopiować.
930:  Myślę, że to będzie też z szacunkiem dla twórców.
933:  Oddasz im hołd, ale z drugiej strony zrobisz coś po swojemu.
935:  Nie, myśmy byli w tym forcie i nawet ja to pamiętam.
938:  Ta mapa nas oszukuje.
940:  Artur, za dwie godziny iść na fantastyczne zwierzęta jako człowiek wychowany na HP.
944:  Chcę wiedzieć, jak to spierdolili.
945:  Obawiam się, że bardzo.
947:  Dobra, moi drodzy, spróbujemy w takim razie pojechać w taką stronę, w jaką myślę, że możemy pojechać i ominiemy wszystkie te okropne, odrażające wilczury, które nam zagrażają.
958:  To nie są jamniki, pamiętajcie o tym.
960:  Witaj, Aleksandro.
961:  Jak to wszystkich witasz i nikogo?
963:  Nie ma nikogo, jest tylko jamniks.
966:  Chyba, że odwołujesz się do przydomka Odyseusza.
970:  Nikta, innymi słowy.
972:  O Boże, to nas ściga.
975:  Dobrze, zrobimy w ten sposób.
976:  Skoro to nas ściga, niech ginie.
982:  A może nie.
983:  Może to jest... Może ja po prostu... Może ja po prostu przesadzam.
986:  Może... Może ta zwierzyna powinna po prostu odejść sama.
993:  bardzo nieprzyjemny przeciwnik, ponieważ nie da się go ominąć szybko i ktoś, kto jest mną, nie jest w stanie równocześnie zajrzeć na mapę.
1002:  Skutek tego jest taki, że ja nie mam zielonego pojęcia, dokąd teraz jadę.
1006:  To są jamnikozaury, absolutnie, do której live zawsze gramy, kiedy nam w duszy gra.
1012:  Na pewno nie skończy się wcześniej niż przed pierwszą.
1016:  Nie ma takiej możliwości.
1017:  Jutro jest Q&A, a Q&A zwykle jest troszeczkę krótsze.
1022:  Jak słowo daję, nie mogę otworzyć mapy.
1024:  No i co ja zrobię teraz?
1025:  Jest mapa!
1025:  Oczywiście, że pojechałem w przeciwnym kierunku.
1028:  No naturalnie, że pojechałem w przeciwnym kierunku.
1031:  Witamy, Miak.
1036:  Czy zamierzam iść na Bell do kina?
1038:  Tak, zamierzam.
1039:  Prawdopodobnie w tym tygodniu ogarnę rzecz.
1042:  Dobrze, w takim razie zmieńmy sobie te konfundujące nas znaczniki.
1047:  Na znaczniki niekonfundujące.
1048:  Chcę obejrzeć ruiny ulicy Mędrców.
1051:  To może jeszcze tutaj się udamy.
1053:  Właśnie wiem, że nie można tworzyć mapy w trakcie walki.
1055:  To jest straszne w momencie, w którym jesteśmy akurat w takim miejscu, gdzie wszyscy nam zagrażają.
1060:  Czy jesteśmy wreszcie w tym mieście, czy nie?
1065:  Może to jest to miasto?
1067:  Krzysztof nie wie.
1068:  Może to jest to miasto?
1069:  Nie, czekajcie, tu jest Celia, miasto magii.
1072:  Aaa!
1074:  Tak, tutaj nie byliśmy.
1076:  Czy byłem w twierdzy na południowym wschodzie?
1078:  Południe, zachód, wschód.
1080:  Tak, tak, no przecież tam walczyliśmy z Radanem.
1084:  Radan już jest zniszczony, zgładzony.
1087:  Witaj, Justyno.
1089:  Bagno poleca skoczyć na północ od głównej bramy, którą widzę na prawo od bagna.
1096:  To bardzo dziwne zdanie.
1098:  Tu jest sceliańska brama.
1100:  A!
1101:  Czyli miasto magii!
1102:  Jestem we właściwym miejscu.
1105:  Jak oceniam pomysł grania w tę grę jako pierwszy od From Software, mi sędzi temu minak, że nie możesz lepiej wybrać lepiej.
1109:  Serio.
1111:  Całkowicie i autentycznie tak uważam.
1114:  Wiesz dlaczego?
1114:  Dlatego, że po pierwsze to jest dobry tutorial, po drugie nikt tutaj nie penalizuje cię za farming, ponieważ farming jest istotą open worlda i zwiedzania otwartego świata.
1123:  No i po trzecie jest bardzo dobrze skalowany poziom trudności, to znaczy ty go dostosowujesz i to jest super.
1131:  Przyzwiemy sobie łzena śladowcy.
1133:  Łzena śladowcy sprawia, że walczy po naszej stronie nie jeden, a dwóch bananowców.
1141:  O tak!
1146:  No.
1147:  Ostatnio jak tutaj byliśmy, strasznie obrywaliśmy.
1149:  Witamy Julkę serdecznie.
1150:  Krzysztof został nawodniony na wstępie.
1152:  Nawet jeszcze nie zdążyłem się napić, popatrzcie.
1155:  Co to za poświęcenie, żeby była imersja od razu.
1158:  Mmm.
1159:  A herbatka jest pyszna.
1162:  Informacje z przepisaniem do komisji na etapie ósmym przyszły o 23.
1165:  Pisze bardzo złośliwy człowiek.
1168:  Trzymamy kciuki, nawiasem mówiąc, bardzo silnie za bardzo złośliwego człowieka, kochani, albowiem startuje on w olimpiadzie polonistycznej.
1177:  Zawsze w złą stronę.
1178:  Brak mapy, zawróć.
1180:  To jest słuszna uwaga.
1181:  Dobrze, moi drodzy.
1182:  Tutaj nie wiem, jak się dostać.
1184:  Ale ponieważ jest to miasto magii, tuszę!
1191:  Ciach!
1192:  Ciach!
1193:  Popatrzcie!
1196:  Nie my użyliśmy zaklęcia, my machnęliśmy mieczem.
1198:  To się nazywa bezchołowie.
1204:  Celia jest robiona jak najbardziej Taraelu, jak najbardziej.
1208:  Zobaczymy, co nas tutaj czeka.
1214:  Nie chcę nic mówić, ale nasza łza na śladowcy sprawuje się tak dobrze, że rychło nie będzie trzeba w ogóle walczyć.
1219:  Woohoo!
1221:  Dzień dobry!
1227:  Czy ja mogę użyć zaklęcia chociaż jednego?
1230:  Dziękuję.
1234:  Coś niesamowitego.
1235:  Cóż za, cóż za gnuśni przeciwnicy.
1238:  Finalista zdobyty?
1241:  I myśmy nic nie wiedzieli?
1243:  Kochani, jamniki gratulacyjne dla bardzo złośliwego człowieka.
1247:  Oficjalnie bardzo złośliwy człowiek osiągnął na olimpiadzie tyle, co Krzysztof.
1252:  Nigdy mi się nie udało zdobyć laureata, więc tu są kciuki i tu są trzymane.
1255:  Graty wielkie.
1256:  Graty wielkie.
1257:  Masz spokój z indeksem na studia.
1259:  Wszystkim dlatego polecamy olimpiady.
1262:  Tak.
1265:  Nie tam dla satysfakcji intelektualnej.
1267:  Nie, chodzi o to, żeby mieć święty spokój z durną maturą.
1273:  Proszę, ile jamników?
1276:  co sprawiło, że jest poziom na magów i mugoli.
1279:  Trzeba byłoby o tym poczytać, mam wrażenie, albo w encyklopedii, czyli w Pottermore, bo tam powinno to być, albo posłuchać na kanale Harry Potter Theory, bo ja dokładnie nie pamiętam, ale wiem, że status tajności był w XIII wieku ogłoszony, więc to nie jest tak, że zawsze magowie się ukrywali w świecie Pottera.
1302:  Mag może dobryć miecza, jeżeli jest runami lub jest w sam sposób magiczny.
1305:  Oczywiście, dlatego też nasz miecz jest wykonany z kostura i tutaj jest dowód, powiedział Krzysztof, wyekwipowując, odekwipowując miecz, ponieważ nie jest w stanie się nauczyć tego, w jaki sposób sterować w tej nieszczęsnej grze.
1319:  To jest jedna jedyna rzecz, która została i która mnie wciąż frustruje.
1323:  O!
1324:  Niegdyś służył za kamienny kostur, magiczny kostur.
1327:  Proszę bardzo.
1328:  Dobra, tutaj z tego, co pamiętam, trzeba było chyba wyjść na górę.
1332:  Mieczostur, tak.
1335:  Tak właśnie.
1335:  Dobrze, ale wpierw wybijmy wszystkich.
1338:  Ponieważ może się okazać tak, że później będziemy spadać w nieskończoność.
1342:  O właśnie, o właśnie.
1343:  Będą nas atakować niewidzialni przeciwnicy.
1352:  Teraz tak.
1353:  Nie mam zielonego pojęcia o co chodzi z tymi bramami, więc może ktoś nam wyjaśni.
1357:  Przed tobą cenny przedmiot.
1366:  Dziękuję.
1369:  Co sądziłbym o filmie z lore świata pod taras XIII wieku?
1371:  Ooo, to byłby rewelacyjny.
1374:  Ja lampkę wyciągam!
1376:  Przestań mnie atakować, jak wyciągam lampkę!
1381:  Nie, ale czuć, że mamy więcej życia, bo na początku, jak tutaj wylądowaliśmy, to nas brali na dwa hity.
1387:  Dramat.
1388:  Willet prosi o urodzinowe jamniki.
1390:  O, co tu się dzieje, moi kochani?
1392:  Oczywiście, że tak.
1393:  To nasza kolejna tradycja.
1396:  Musisz nawet zagadkę porozmawiać z Gowrim w szopie obok miasta.
1399:  Kim jest Gowri?
1400:  Gdzie jest szopa?
1402:  Wszystko znajdziemy.
1404:  Szopa obok miasta.
1406:  Krzysztof nie wie.
1409:  Ale rozwiązanie zagadki trochę mnie martwi.
1411:  Szczerze powiedziawszy, jedyna rzecz, która mnie bardziej martwi, to ten pies.
1415:  To jest oszukańczym psem.
1420:  Gori obok miasta.
1422:  No, przyznajdziemy go.
1423:  Na początku wszelaka eksploracja, moi kochani.
1428:  Szopa jest tam, gdzie piesozaur stoi.
1432:  Wszędzie piesozaury są.
1440:  Pozyskaj materiały.
1441:  Ciach!
1443:  Karat!
1445:  Uuu, tu jest brama.
1448:  Okej.
1450:  Czytałem gry wideo, zarys poetyki kubińskiej.
1452:  No pewnie ja wszystkie książki o grach wideo wydane w Polsce czytałem.
1455:  Mega polecam, chociaż raczej tym, którzy są zainteresowani nie tyle taką ogólną książką teoretyczną o grach wideo, co analizą interfejsu.
1463:  W zasadzie ta książka powinna nosić pod tytuł Wstęp do analizy interfejsów i w sumie Piotrek się ze mną zgodzi, jak o tym kiedyś rozmawialiśmy.
1469:  No ale wiadomo, że chodzi o to, żeby książka się sprzedawała.
1474:  Więc myślę sobie, że...
1476:  To, co tam jest przeanalizowane, najbardziej mi pomagało zawsze w robieniu wykładów o grach wideo, bo mało jest źródeł, które w fajny sposób opisują na przykład to, że ten kompas, który tutaj widzicie, to jest minimapa, wbrew pozorom.
1490:  Mimo, że to nie jest mapa i nie wygląda jak mapa, to spełnia
1493:  funkcję minimapy, bo funkcja minimapy jest taka, żeby uczyć nas nawigacji po świecie, żebyśmy się nie zgubili, a nie po to, żeby nam dawać taki ogólny, kontekstowy widok świata.
1501:  Bardzo praktyczne informacje tam są, mega polecam, zainteresowanym.
1505:  Co więcej, jest to bardzo przystępnie napisana książka, jak na książkę naukową.
1510:  Dzięki, Jan Kupa, za wsparcie od trzech miesięcy.
1513:  I witamy Żabcie.
1514:  Żabcia częskniła za czatami, popatrzcie, jak wspaniale.
1517:  Ledwo się zaczął strumyk, a już się pojawia fantastyczna, radosna atmosfera na czatach.
1525:  Magda M1 widziała na przystanku szczeniaka jamnika.
1528:  Małe, radosne i cudowne stworzenia.
1529:  Cudownie siedział, cudownie merdał ogonem, cudownie wąchał ludzi.
1533:  Ja go oczywiście nie widziałem.
1535:  I uprzedzając wasze pytania, ostatnio parę razy wyszedłem z domu, to znaczy raz i też nie było jamnika.
1543:  Prosto na południe Skadi pisze, że będzie ta szopa, tak?
1546:  Dobrze, idziemy też na południe.
1549:  Radość, radosna na czatach.
1553:  Szopa.
1556:  Na razie, a!
1559:  Jak!
1562:  Jak to jest juczne zwierzę!
1571:  Witamy Oskara Mulcana w gronie Trybutariuszy!
1576:  Cześć, dzięki serdeczne za wsparcie kanału.
1579:  I jamniki na czatach, jamniki!
1583:  Na powitanie.
1583:  Krzysztof, wyjście na klatkę Poglowo się nie liczy jako wyjście z domu.
1587:  Kur... Macie, liczyłem, że się liczy.
1589:  Co to jest?
1592:  Tu jest napis.
1593:  Zatrzymaj się przed szopą.
1597:  Jaką szopą?!
1599:  Gdzie tu jest szopa?!
1602:  Wiem, to jest po prostu szop-pracz, który pierze pranie.
1607:  75 tysięcy, dusz może level?
1609:  Świetny dowcip.
1611:  Nasz level kosztuje 55 tysięcy, więc wystarczy ledwo na jeden.
1616:  To jest szopa?
1617:  Wyście szopę widzieli.
1619:  Widział Krzysztof, który nie widział nigdy szopy.
1625:  Bitwa, może spróbuj tego.
1626:  Żal nie stoi na twojej drodze.
1627:  Co za kłamstwo.
1629:  Zdrajca.
1631:  O, miło Cię widzieć.
1632:  Tak, miło.
1632:  Jestem Gari, wielki szef.
1634:  W moim dniu, w każdym razie.
1635:  Miałbym się zaprosić o pomysł, gdyby ktoś z Waszych sztuczków przychodził.
1640:  Mężczyzna, zbyt młody, potężny, w stanie przejechać sklep Aeomir.
1644:  Nie przerażaj się, dostanę dobrą rekompensację.
1646:  Powinnaś się odzyskać.
1648:  Pokażę Ci tajemnicę Celia, miasto, które tam widzisz.
1662:  Pies Prekambryjski pyta, czy mam jakąś teorię, czemu w Polsce w faktografii reportaż są popularniejsze od fikcji.
1668:  Dość proste, jeżeli w szkole tłuczę się cały czas do głów, że jeżeli czytamy książki, to książki uczą i bawią i muszą być w kanonie lektur, co później powtarzają różni, jakby to ładnie ująć, ludzie, którzy mają awersję do myślenia poza pudełkiem.
1684:  że ważne jest, żeby czytać książki XIV i XV wieku, bo dzięki temu się uczymy dużo na temat XV i XIV wieku.
1693:  No i to jest ważne, bo w książkach są informacje o prawdziwym życiu.
1698:  No to wyobraźcie sobie,
1699:  że w coś takiego wchodzi fikcja, fantastyka i cała reszta.
1702:  Co tam, że na przykład Jacek Hugo Bader w Białej Gorączce zmyślił sobie całość narracji i zresztą był za to jakiś, z tego co pamiętam, może nie pozew, ale na pewno była jakaś aferka mała, ponieważ z tego co pamiętam było to przepisane z innej książki, co kwalifikuje się jako fikcja, co więcej tworząca własną fikcję.
1719:  Ale to nie jest ważne z perspektywy ludzi.
1721:  Z perspektywy przeciętnego odbiorcy wychowanego w tym systemie edukacji, jaki mamy, ważne jest to, że to jest oparte na faktach, więc dzięki temu nie zmarnuję czasu w kinie albo nie zmarnuję czasu przed książką czasu, który mógłbym przeznaczyć na pomnażanie kapitału.
1739:  Bo to jest przecież najważniejsze.
1740:  Każda chwila, kiedy nie pomnażacie kapitału, jest chwilą straconą.
1746:  Więc trzeba się uczyć o prawdziwym świecie, prawdziwej historii, prawdziwym życiu, żeby potem pomnażać kapitał lepiej.
1760:  Wysłuchajmy prośby.
1764:  Ale tak jest!
1772:  Milicenta.
1780:  Aha.
1781:  Dlaczego wszyscy tutaj są... albo gniją, albo rzygają?
1789:  Miasto 44 też było oparte na faktach.
1792:  Ciasto 44, świetny film, znakomita kinematografia.
1799:  Przemienia się rozmowa o pracy z pytaniem, jakie książki czytam w domyśle tylko naukowe i branżowe.
1803:  Nie no, wiadomo, to wiecie, to tak.
1805:  Jest taki typ ludzi.
1808:  Dobra, okej.
1810:  Rant continues.
1811:  Jest taki typ ludzi na Linkedinie, którzy jak mają powiedzieć o jakiejś książce zawsze, to ostatnio czytam
1821:  Notatki o świecie Bill Gates.
1826:  I notatki o świecie Bill Gates.
1830:  Otworzyły mi oczy.
1832:  I oni dla tak samych ludzi są innego typu tego rodzaju książki, które zwykle mają bardzo taki szumny tytuł, który ma wszystkie wątpliwości rozwiązać i z taką książką fajnie się sfotografować na LinkedInie.
1844:  W ten sposób dostaniecie łatwiej pracę.
1846:  Plot Twist zwykle dostaniecie taką pracę, po której w wieku 30-40 lat będziecie już...
1851:  wyprutym ze szczęścia i satysfakcji zawodowej wrakiem człowieka, któremu obiecano, że będzie miał niesamowitą karierę.
1858:  Ostatnio miałem właśnie taką rozmowę, to było bardzo zabawne, na Tesco Technology Poland i wszyscy mówili, że no tak, tak, że wynalazki, aplikacje, technologia, jakie to nowe, jakie to innowacyjne, jakie to nowoczesne,
1875:  A ja w którymś momencie powiedziałem, że no tak, tak, jak był XIX wiek, to było wiadomo, że wprowadzimy taką produkcję taśmową, to ludzie będą mniej pracować i więcej odpoczywać.
1884:  A!
1885:  A potem powiedziano, że wprowadzimy komputery i ludzie będą... No, no.
1889:  Mniej pracować, więcej odpoczywać.
1890:  A!
1891:  A!
1891:  A potem stwierdzono, że to będziemy mieli roboty, tak jak w Jetsonach, na przykład rumba sobie będzie sprzątać w naszym domu.
1896:  I wtedy, no wiadomo jak, jak reklamujemy rumbę... A!
1900:  Człowiek sobie siedzi... A!
1903:  Wygodnie!
1904:  A rumba se zamiata, tak?
1906:  Nie!
1906:  Nieprawda!
1907:  Rumba zamiata po to, żebyście więcej pracowali!
1915:  To jest właśnie to oszustwo kapitalizmu główne.
1917:  I nowych technologii.
1918:  I dlatego nie znoszę tego rodzaju książek!
1922:  Zrzuciłem batonik.
1929:  Wszyscy tu gniją, wyjaśnia stalowy guziec, niezmordowanie, wracając do Elden Ringa, bo podczas pojedynku dwóch półbogów, jeden z nich postanowił spuścić nuka i broń chemiczną, żeby wygrać, ale remis był, ojoj.
1943:  Czerwone światło Rantu.
1944:  No właśnie, muszę przy najwstępnym upgrade'zie światełek zrobić je takimi sterowanymi przez Wi-Fi.
1949:  W ten sposób będę mógł wcisnąć przycisk i zrobi się na czerwono i będzie radośnie.
1959:  Zostaw trochę randu na Q&A.
1961:  Dzięki przy okazji dygresywy wilku na za wsparcie od dwóch miesięcy.
1964:  Czy ten zasuszony stażec czegoś od nas chce jeszcze?
1967:  To było coś nowego.
1994:  Needle.
1996:  Ja mam tę igłę!
1999:  Znaleźliśmy igłę w stogu siana!
2001:  Coś takiego jest możliwe tylko przez przypadek.
2003:  Kamilu, to już osiem miesięcy!
2004:  Dzięki ci serdecznie za wsparcie i kraby!
2006:  Kraby w grach!
2007:  Kraby w grach!
2010:  Przysięgam, że była tu gdzieś igła.
2016:  Musi być, bo wiele razy na nią natrafiłem i za każdym razem mnie bardzo denerwowała.
2026:  Tak!
2029:  Tak!
2031:  Pamiętam!
2033:  Mówiłem!
2034:  Jest igła do szycia odzienia!
2036:  Część wyprawki, którą Radagan grał w Renalii Królowej Pełni Księżyca, gdy zostałem z jej mężem, wrzenił się w rodzinę karyjską.
2044:  To nie ta igła?
2055:  Fuck!
2056:  Fuck!
2059:  No dobrze, to znaczy, że jednak jedziemy szukać igły w stogu siana.
2064:  Po prostu wspaniale.
2065:  Coś się ucieszył, to jego, tak, tak.
2071:  Dobra, czy przynajmniej mamy lampkę?
2074:  Świeci!
2075:  Mamy kaganek oświaty, zwany kagańcem oświaty przez magistra nieuki szkodnictwa wyższego.
2082:  W tym mieście jest najlepszy kostur, no tak powiadacie, ale nasz kostur na razie się skaluje.
2088:  Więc nie wiem, czy... To jest bardzo duża... To jest bardzo duży przeciwnik.
2100:  Nie uciekaj!
2103:  Kretyn.
2111:  Fuck.
2114:  Powiedzmy, że to się spektakularnie nie udało.
2118:  Leci na bagno Igno UAS z południowej części.
2121:  Gdzie jest bagno?
2123:  Głupie pytanie.
2124:  Tu jest bagno.
2125:  Wielkie, olbrzymie bagno.
2127:  Dobra, czyli w dół.
2135:  Łiii!
2137:  Popatrzcie, jak jest ślicznie.
2139:  Skłamał Krzysztof.
2140:  Bagno eonia.
2143:  Co, co to?
2147:  Kejzery!
2148:  O nie!
2150:  Tylko nie to.
2157:  Coś już nas atakuje, czy jeszcze nic?
2160:  Południowej części.
2163:  Łaska!
2167:  Where's Shrek?
2170:  Dobre pytanie.
2172:  Jeszcze lepsze pytanie jest dlaczego akurat tutaj możemy kogoś przyzwać.
2175:  Z doświadczenia wiem, że jeżeli możemy przyzwać, to oznacza, że mamy przerąbane.
2189:  Zostaw mnie!
2192:  Dowódca O'Neill!
2194:  Wreszcie będę mógł zaatakować kapitana z Gwiezdnych Wróg... co?
2207:  A, to nie ten!
2208:  That's more like it.
2212:  Okej, musimy mieć zaklęcie, które działa szybciej.
2228:  Przestańcie natychmiast!
2229:  Ciach!
2229:  Ciach!
2229:  Ciach!
2232:  Ciach!
2232:  Ciach!
2257:  To jest efekt... Przewalniemy go kometą.
2266:  Może nie kometą.
2268:  Wrocą.
2270:  Nasz biedny przyzwaniec przegrywa.
2272:  Dziiiiń!
2283:  O!
2284:  O!
2284:  Przepraszam!
2301:  Czemu, czemu wszyscy nas atakują naraz?
2303:  A, przerąbany.
2318:  Okej, oni się tutaj po prostu respawnują.
2319:  Dobra.
2326:  Nie!
2336:  Nie będzie otwierania Gwiezdnych Wrót!
2341:  Idź między te wielkie gałęzie, pisze Skadi.
2343:  Dostaliśmy sztandar dowódcy.
2345:  Momencik, zaraz Krzysztof pójdzie między wielkie gałęzie.
2348:  Tylko fajnie byłoby zrobić sobie teraz radosny level.
2350:  Witamy Wolfi Lefnanta!
2352:  Witaj serdecznie!
2354:  Prodigiozynę też witam!
2356:  Zwycięstwo!
2356:  I Motakumę!
2359:  Dobrze.
2362:  Muszę odrdzewieć jeszcze.
2364:  Zrobimy sobie rozwój postaci radosny.
2368:  Dobra, dzisiaj robimy po jednym levelku na żywotność i jeden na inteligencję.
2381:  Dostaliśmy sztandar.
2384:  Chyba, że dostaliśmy już tę igłę.
2386:  Igła z czystego złota!
2387:  Misterna igła!
2392:  Rytualny przedmiot służący do odstręczania bogów zewnętrznie.
2397:  Ponoć może też zabezpieczać przed nieuleczalną chorobą z glizny.
2400:  Mędrzec Gory wiąże z tą igłą pewne plany.
2406:  Git.
2407:  A, i jeszcze dostaliśmy jakiś miecz, którego i tak nigdy nie użyjemy.
2412:  Zobaczmy, co to za miecz, którego nigdy nie użyjemy.
2415:  Czy to była reduwia?
2416:  Nie, nie mam pojęcia, co to było.
2419:  Już to zapomniał.
2421:  Na herbacenie.
2421:  Dziękuję, Żabciu, absolutnie.
2423:  Jaki jest lore łaski?
2424:  Pyta ikunakao.
2426:  Znaczy, mechanicznie to jest dokładnie to samo, jak w przypadku Ogniska w Dark Souls 3, natomiast jak w świecie Elden Ring utracona łaska się przepisuje na informacje lore'owe?
2437:  Nie mam zielonego pojęcia.
2438:  Loremistrzowie na czatach, liczę na was.
2441:  To była halabarda, sztandar dowódcy.
2446:  Mam wrażenie, że... Dlaczego halabarda nazywa się sztandar?
2452:  Tę starą halabardę owinięto z poniewiarem czerwonym sztandarem.
2458:  Okej, rozumiem.
2459:  Nawet po ucieczce swego pana dowódca O'Neill trzymał tę flagę na spowitym zgnizną po bojowisku.
2466:  To jedyny weteran, który z dumą wspomina tamtą bitwę, która rozegnała się w Chain Mountain Complex.
2472:  Naprawdę, jak ktoś nie widział Stargate'ów, to upominam.
2478:  Dobrze, i teraz tak, mówiliście jeszcze, że jest jakiś kostur tutaj na bagnach.
2482:  Co tu się dzieje?
2485:  Grupa, może spróbuj tego.
2491:  Patatajamy dalej.
2492:  Tutaj są jacyś przeciwni naturze kretyni.
2495:  Wycofujemy się stąd natychmiast.
2499:  Więc plan jest taki, żeby zobaczyć, co jest na tych bagniskach.
2506:  Postrój jest w mieście.
2508:  A, okej, czyli pewnie jak rozwiążemy zagadkę, to wtedy dostaniemy kostór.
2511:  Ma to sens.
2512:  Ja mam już kostór z bagna?
2514:  Naprawdę?
2514:  Haha, nie pamiętałem tego.
2517:  Dobrze, czyli tylko zwiedzamy, moi drodzy.
2519:  Tutaj jest jakaś obrzydliwa purchawka, którą ominiemy.
2524:  Dzięki tym scenom kupiłem Eldeniga przez Tahu.
2526:  O, jak się cieszę.
