🔴 Wszyscy jesteście jamnikołajami! | JAMNIKOŁAJKI 2022
🔗 https://www.youtube.com/watch?v=1NYqpSgTqSU

24:  KONIEC!
718:  Co czytamy dalej?
719:  Otóż znaleźliśmy wiele kości psów, które są podobne do współczesnego sausage dog, czyli jamnika.
726:  Naprawdę Amerykanie nazywają sausage dog jamniki.
729:  Co ciekawe, jest ku temu powód.
732:  Mianowicie, jak wiecie pewnie, bo często o tym wspominam, jamnik po angielsku to dachshund.
737:  I tak samo po niemiecku.
739:  Natomiast Amerykanie po II wojnie światowej mieli tak bardzo antynazistowskie tendencje, także w języku, że stwierdzili, że nie będą mówili Dachshund, tylko będą mówili Sausage Dog.
751:  I dlatego też do dzisiaj Amerykanie używają sformułowania Sausage Dog, kiełbasiany oto pies.
757:  Chwała prajamnikom, trybutuje Hawa Sakura, za co dziękuję.
760:  Bear pisze, ja tam nie będę mówił, komu kibicuję i się nie dziwię.
765:  The Bear and the Maiden Fetch, Tajatelle to jam nikołajkowe danie, nie mam pojęcia.
770:  Rafał K., witamy w gronie trybutariuszy.
773:  Legiony Jamników vs. Barbarzyński Niedźwiedzie, pisze Czerwony Lis.
776:  Właśnie tak było, moi drodzy.
778:  Po japońsku jest... Dakusuhunto jest po japońsku.
782:  Wiem to, dlatego że sprawdzałem na poczet streamu z Sekiro.
785:  Chwała Jamnikom, pisze Nessus, stwierając od 9 miesięcy.
787:  Dziękuję bardzo.
789:  Kontynuujemy naszą czytankę.
793:  miały mniej więcej 30 centymetrów wysokości.
797:  Uważamy, że mogły być wykorzystywane do robienia akrobatycznych sztuczek, tak we współczesnych cyrkach.
802:  Nawiasem mówiąc, jak nienawidzę wykorzystywania zwierząt w cyrkach, bo do tego są klauni.
809:  I tak się składa, że w Polsce mamy ich dużo.
811:  Na przykład Andrzej Stasiuk, świetny materiał na klauna do cyrku, od razu bym typował.
817:  Mogły być również wykorzystywane, i tutaj niestety się robi smutno, jako część inscenizowanych polowań lub nawet szczute przeciwko niedźwiedziom i podobnym im zwierzętom.
828:  Nie wiemy tego na pewno.
831:  To chodziło o konkretnie typ igrzysk, który się nazywa Venatio, gdzie walczyły ze sobą zwierzęta.
836:  Psy te mogły być przodkami jamników.
842:  Chociaż raczej nie są słabymi jamnikami, ale nieważne, nieważne jamniki, bo współczesny gatunek jamnika to, jak Wam powiedziałem, XVIII wiek.
849:  Niemcy i Dachshund oznaczało pies służący do polowań na borsuki.
854:  Tego się, moi drodzy, dzisiaj dowiedzieliśmy.
857:  Kaszkietomir, dzięki za wsparcie od dwóch miesięcy, Kaszkietomir używa wspaniałych jam nikołajów.
862:  Sagano96, dzięki za wsparcie od trzech miesięcy, Skaveni wychowali prajamniki do walki z Imperium.
867:  Tak, dlatego to jest takie zabawne, dlatego to jest takie zabawne, że pasuje.
872:  Imperium mamy?
873:  Mamy.
873:  Skavenów mamy?
874:  Mamy.
874:  Kanały pod Altdorfem mamy?
876:  Mamy.
876:  Prajamniki mieszczące się w kanałach pod Aldorfen mamy.
880:  Logiczne.
880:  Jamnik jest psem, którego jesteśmy w stanie skierować do tunelu lub do jamy.
884:  Co więcej, jamniki nie były w stanie nigdy się zasypać, ani też borsuki nie były w stanie ich zasypać.
890:  W związku z powyższym, jamnik jest jedynym zwierzęciem, macie odpowiedź, dlaczego takie cenię, który musiał zdać się na siebie, a nie na pana swego lub panią myśliwych podczas polowania.
900:  Wszystkie inne psy, co mam zrobić?
904:  Aha, to ja to zrobię, a Jamnik musiał sam podejmować decyzję, tak?
910:  Sam.
911:  Sam jeden.
912:  Bez wsparcia od ludzi.
915:  Tak jest do dzisiaj zresztą.
916:  Tomku Kozłowski, dzięki serdeczne za wsparcie i za trybut.
920:  Jamniczy centurion w barze, wyobraźcie sobie jamniczych pretorian.
923:  Tak, swoją drogą, gra Pretorians, Jezus, jaka ona była wspaniała absolutnie.
928:  Wszystkie kanały prowadzą do Rzymu.
929:  Nie mamy imperium, przypomina Marcin Gałązka, mamy perium.
933:  Dla tych z was, którzy nie wiedzą, o co chodzi...
935:  Chodzi mianowicie o to, że tutaj jest okno i okno, a tutaj jest butelka wody i okno sprawia, że nie mieści się napis Imperium, tylko zostaje Perium i to jest bardzo zasmucające.
948:  Tak, to tyle jeżeli chodzi o traumatyczne rzeczy, wracamy do rzeczy miłych.
954:  Skąd się w zasadzie wzięły jamniki, pyta scenerziaka, to jest historia.
956:  I to jest opowieść na dzisiaj.
958:  Będziemy mogli odsyłać do pierwszych jamnikołajek po tę historię.
962:  Moi drodzy, historia z jamnikami wiąże się z dwiema rzeczami.
965:  Po pierwsze, mój szacunek dla tych szlachetnych zwierząt, a po drugie, moi drodzy sąsiedzi, z którymi mieszkaliśmy dosłownie dom w dom, jak jeszcze mieszkałem z rodzicami w domu jednorodzinnym, to był szeregowiec.
976:  Mieli ogrodzony wspólny teren z nami, mieli jamnika, który się wabił Sonia, to był jamnik krótkowłosy z piękną, szlachetną, gładką, brązową sierścią.
986:  I rzeczony jamnik Sonia miał taki zwyczaj, że latał sobie między dwoma domami, latał dosłownie, ponieważ również jej furkotały uszy.
995:  I Jamnik zaczął traktować te dwa domy jako jeden, bo nie były ogrodzone, nie były wydzielone, w związku z tym Jamnik stwierdził, że to jest mój teren.
1003:  Ja tym psem razem z rodzicami się opiekowaliśmy bardzo długo, sąsiedzi mieli dobrze, bo jak gdziekolwiek wyjeżdżali, to nie musieli oddawać psa do żadnego noclegu, ani schroniska dla psów, ani psituliska, to jest swoją drogą autentyczna nazwa, uwielbiam ją, psitulisko.
1015:  To tylko byli nas i byśmy mogli się zajmować psem.
1018:  Czasem nawet wyjeżdżaliśmy gdzieś z psem na jakieś krótkie wycieczki.
1021:  Coś wspaniałego.
1024:  I przestroga dla wszystkich właścicieli psów.
1027:  Pies bardzo źle zniósł, jak się to ogrodzenie pojawiło, więc nie należy nigdy psu ograniczyć terenu.
1034:  Przed jamnikiem, u deszczowym, jamnik górą, chociaż dołem.
1036:  Absolutnie Filipie.
1039:  co myślę o Geraltzie w Fortnite.
1041:  Ja nie mam zielonego pojęcia, że był Geralt w Fortnite.
1043:  Dajcie spokój.
1044:  Pacierzowy Jamnik pisze, że ma jamnika mieszkańca.
1047:  Jest długi, ale ma większe zęby i łapy.
1049:  Jak się rzuci, żeby coś wykopać, to po minucie jego połowy nie widać tejże dziurze.
1053:  Moi drodzy, ja myślę, że to jest ten moment, w którym należałoby przypomnieć, dlaczego w ogóle Krzysztof mieszka w Krakowie.
1061:  Otóż Krzysztof mieszka w Krakowie z jednego powodu.
1065:  Powód ten jest bardzo prosty.
1067:  Mianowicie, jakby to wam powiedzieć, w Krakowie jest organizowany Marsz Jamników, co prawdopodobnie już wiecie, ponieważ staram się rzecz nagłaśniać, ale ponieważ dzisiaj mamy Jamnikołajki, dziś jest odpowiedni dzień na to, ażeby zobaczyć, oczywiście niemo, bo rozumiecie, copyrightowe sprawy, jak wygląda Marsz Jamników w Krakowie.
1087:  Będzie nam towarzyszył oczywiście Elektroswing, to jest film z oficjalnego konta Krakowa na YouTubie, tak, jest takie, tak, ma mało subskrypcji, dokładnie tyle, ile przypuszczacie.
1097:  Dziękuję.
1099:  Jamniki są przebierane mianowicie w tym wspaniałej procesji.
1102:  Zatrzymajmy, proszę bardzo, to jest cosplay.
1105:  Jeszcze jeden moment, w którym świat jamników i świat fantasy łączą się ze sobą.
1110:  Otóż jamniki praktykują cosplay.
1112:  To jest wspaniałe.
1113:  Michale Pipowarczyku, jeżeli jesteś pierwszy raz na live'ie, to jest to jeden z najbardziej szalonych live'ów, jaki w ogóle będzie w tym roku.
1120:  Następny będzie w przyszłym tego typu.
1123:  Miłoszu Węgrzy, jamników z jamniczym centurionem.
1125:  Więc tak, moi drodzy, jest jamniczy cosplay.
1128:  Co więcej, jamniki są akurat tymi zwierzętami, które w zimie wymagają kubraczka.
1134:  Zwłaszcza jeżeli są w tak strasznych stronach jak północna część Europy.
1139:  Przypominam, co powiedzieliśmy sobie, tak?
1142:  Powiedzieliśmy sobie otóż wcześniej, że jamniki pochodzą z pięknej, starożytnej Europy.
1150:  W związku z powyższym jamniki są ciepłolubne, dlatego jamnika należy natychmiast, jak się trzęsie, dać pod koc.
1158:  Myślicie, że dlaczego jamniki się trzęsą?
1160:  Jamniki się może trzęsą dla zabawy, tak?
1162:  Jamniki się trzęsą tak dlatego, że mówią, że chcą wrócić do słonecznej Italii.
1167:  W związku z powyższym potrzebują nory, potrzebują koca.
1172:  Damian Byszewski wspiera od jednego miesiąca.
1174:  Dziękuję serdecznie, poproszę jamniki na poprawę humoru.
1177:  Jest dużo jamników, Damianie.
1179:  Dajcie, kochani trybutariusze, mnóstwo jamniczych emojis z dedykacją dla Damiana Byszewskiego.
1184:  DS Believe tymczasem podarowała pięć wsparć i jest jamnikołajką.
1188:  Mikał Ando pytuje, kiedy stream z Reksia?
1191:  Wkrótce.
1192:  Zobowiązałem się, że będzie na 100 tysięcy subskrypcji.
1194:  Pierwszy raz się zobowiązałem do czegoś w rodzaju milestone, ale to dlatego, że jak się zobowiązywałem do tego, 100 tysięcy było bardzo odległe.
1202:  I moi drodzy, utrzymajmy to, dobrze?
1205:  Ja nie znoszę, nienawidzę ponad wszelkie...
1210:  możliwe wyobrażenie gier platformowych.
1213:  W związku z powyższym proszę nigdy nie doprowadźcie do tego, żeby ten kanał miał 100 tysięcy subskrypcji.
1221:  Sincerely, Krzysztof.
1222:  Dziękuję.
1226:  Teraz już nadążam nad tym, kto dostaje wsparcie.
1229:  Chyba tak mi się wydaje.
1230:  Nie, nie nadążam.
1231:  Nie nadążam, moi drodzy.
1234:  YouTube nawet nie nadąża z wymienianiem ludzi, którzy otrzymali wsparcie od DSBiliw z Gredek.
1238:  Dzięki serdeczne za wsparcie od 15 miesięcy wszystkiego jamniczego i dla was, kochani, i dla was.
1243:  Widziałem ogłoszenie sprzedaży kubraczka dla jamnika, pisze Dawid Wojacki, ale że ktoś nie miał jamnika, żeby zaprezentować, to ubrał w niego swojego trzylatka.
1249:  To jest dobre spożytkowanie kaszojada, myślę, na taką okoliczność?
1253:  Tak, zdecydowanie.
1254:  Wracamy do wspaniałej parady jamników.
1258:  O!
1259:  Przykład jamnika długowłosego.
1260:  Jamniki długowłose są jeszcze szlachetniejsze od zwykłych jamników, ponieważ mają długą sierść i wyglądają szlachetniej.
1270:  Nie umiem tego lepiej uargumentować.
1271:  Wystarczy spojrzeć na tego jamnika, żeby widzieć szlachetstwo bijące z pyska.
1276:  I jest konkurs, moi drodzy, na najdłuższego.
1285:  na najdłuższego Jamnika.
1287:  I ten konkurs na najdłuższego Jamnika oczywiście nie jest jedynym, jest też konkurs na najlepszy cosplay, konkurs na najlepsze imię dla Jamnika i bodajże podobne aktywności tymczasem.
1297:  Dziękuję Damianowi Byszewskiemu, który podarował pięć wsparć i jest Jamnikołajem.
1306:  Dlaczego zostałem zbłąkowany?
1308:  Przepraszam, to nie ja wymyśliłem tę kategorię.
1310:  To nie ja selekcjonuję, który jamnik jest najdłuższy, tak?
1314:  Chociaż ewidentnie nie ten może być zdecydowanie dłuższy.
1316:  To też jest jamnik długowłosy.
1318:  To jest... Okej, tu jest bardzo niedobry moment.
1321:  To znaczy, po pierwsze, jamniki nie zasługują na to, żeby wystawiać im oceny cyfrowe.
1329:  Umówmy się, to jest skandal.
1332:  Tak nie wolno.
1334:  Tutaj jest wyrazy mojego potępienia.
1336:  Mam nadzieję, że 26 Marsz Jamników, jeżeli powstanie i zostanie zorganizowany, nie będzie praktykował czegoś takiego.
1342:  Można wygłosić wyłącznie na przykład sonet ku czci najdłuższego jamnika albo kuplet.
1349:  Pięknie można w poetyckich słowach opisać, jak bardzo podziwiamy szlachetstwo danego jamnika, ale nie wolno wystawiać jakichś obrzydliwych ocen cyfrowych.
1358:  Skandal absolutny.
1361:  Jaki jest rekord długości jamnika?
1363:  Pyta Aśku, wspierająca od 12 miesięcy i jeszcze będąca moderatorką.
1369:  A wiecie co, to jest ten moment, kiedy należy to sprawdzić.
1372:  Przepraszam najmocniej, to jest ten moment, kiedy należy to sprawdzić.
1377:  Rekord długości jamnika.
1379:  103 centymetry!
1383:  103 centymetry? !
1390:  To jest ponad metr.
1393:  Od teraz możecie mówić nie metr bieżący, tylko moi drodzy, jamnik bieżący, tak?
1399:  To znaczy na przykład będziemy mówili, że coś ma 7 jamników.
1405:  Ten jamnik powinien zostać umieszczony w Sèvres pod Paryżem.
1408:  Disbelief wciąż jest jamnikołajką i pięć wsparć podarowała.
1411:  Dziękujemy serdecznie.
1412:  I Beatrice Argent dołączyła do grona trybutariuszy.
1415:  Zajamniczamy się, moi drodzy, non-stop.
1417:  O, zacząłem otrzymywać informacje, kto wreszcie dostaje wsparcie.
1421:  Flamingel otrzymał, Witold Wojno, SSSA, Pan Masełko i Kac Chmiel.
1429:  Siedem jamników pod ziemią, tak, tak, niech ktoś koniecznie przekaże to Rafałowi Gęburze, natychmiast, niezwłocznie powinien zmienić nazwę kanału.
1441:  Bo my tak mówimy.
1443:  Kacper Paluchowski, dzięki za trybut.
1445:  Czy istnieje coś, co można by pomyśleć ponad jamnika?
1448:  To jest trudne pytanie.
1450:  Jest taka łacińska reguła gramatyczna, że można powiedzieć, że coś jest vanitas vanitatum, tak?
1458:  Więc jamnicus jamnicatum.
1461:  Nie wiem, jak to powiedzieć sensowniej, ponieważ jamnik po łacinie to jest po prostu canis, tak?
1466:  I tyle.
1467:  Możemy powiedzieć canis longus?
1469:  Będzie miało to podwójny sens, wziąwszy pod uwagę to, że najdłuższy jamnik ma 102 metry.
1476:  Krzysztof nauczył się imienia i nazwiska Rafała Gębury.
1478:  Tak, wreszcie Soy Witch, bo zawsze myślałem, że to jest po prostu 7 metrów, a nazwisko jest pod ziemią.
1483:  Tak było, nie zmyślam.
1484:  Wracamy, moi drodzy, bo dzisiaj jest bardzo dużo, bardzo dużo jest różnych rzeczy, bardzo dużo.
1488:  W związku z powyższym wracamy do tego pięknego, wyszczerzonego jamnika.
1492:  O, proszę bardzo, ten jamnik chciał się porozumieć z nami.
1497:  Jest zdecydowanie za mało zbliżeń na jamniki, a zdecydowanie za dużo zbliżeń na ludzi.
1501:  Nie wiem, czy podobnie uważacie, ale tak, zdecydowanie.
1505:  Ponadto uważam, że również w jamnikach należy mierzyć metry skoków narciarskich.
1511:  Wtedy jestem skłonny nawet do tego, żeby je oglądać.
1515:  To nie jest jamnik.
1521:  To nie jest jamnik.
1522:  Dlaczego zostaliśmy oszukani?
1524:  Na Marszu Jamników, na Marszu Jamników powinien być jamnik.
1527:  Chyba, że to jest Dorgi.
1529:  Dorgi to jest wykodowana przez fotografię LGBT2.
1532:  Mieszanka jamnika i Korgi.
1536:  To jest, to jest jamnik, który tutaj się usiłował ukryć, a to jest jamnik Psikuśna Wrózia.
1541:  Co ciekawe, ten jamnik w dalszym ciągu wygląda lepiej od Galadrielis Rings of Power.
1547:  Mimo, że jest psikuśną wrózią, której Tolkien nie lubił, ale hej, biorąc pod uwagę to, czym jest Rings of Power, to Tolkien by już wolał, żeby to były psikuśne wrózie z nibylandii.
1557:  Ten jamnik natomiast był przebrany... Dlaczego jest tak szybko?
1559:  Dlaczego taki szybki montaż?
1560:  Ten jamnik jest przebrany za dinożarła.
1563:  Będziemy mieli chyba film o dinożarłach, tak mi się wydaje.
1566:  Krzysztof, czy tysiąc jamników to kilojamnik?
1568:  Tak.
1572:  Nie umiem na to mądrze odpowiedzieć.
1574:  Przepraszam, ale pies może być w typie jamnika, pisze Pepe Łóżko.
1577:  Jestem skłonny się z tym zgodzić.
1578:  Julka Opaczewska, która nie dość, że wspiera kanał i moderuje, to jeszcze trybutuje.
1583:  Pozdrawia wszystkich sprośników.
1585:  Jamnik.
1587:  Czy sugerujesz, Julko, że jamnik jest sprośnikiem?
1589:  Skandal.
1590:  Jamnik... Tak, to jest... Kapitan Puro Dobrody ma rację.
1592:  Ten jamnik jest z ruchomym greenscreenem.
1595:  Można na nim wyświetlać reklamy.
1597:  Na przykład jedzenia, bo to jest coś, co interesuje jamniki.
1602:  Canis farciminis pisze Snowman Frost.
1604:  Nie mam pojęcia, co to jest farciminis.
1607:  Więc tak, mamy smoka.
1608:  Ten jamnik jest nieprzebrany.
1609:  Co to znaczy?
1610:  Dlaczego tylko tyle jamników?
1612:  Spokojnie, mam więcej różnych rzeczy dla Was przygotowanych dzisiaj.
1618:  Natomiast jeszcze w temacie Krakowa jest jedna rzecz.
1621:  I ostatni artykuł.
1622:  Ja wiem, ja wiem.
1625:  Ja wiem, moi drodzy, i przepraszam najmocniej, że tak, czytamy tę samą gazetę, w której został opublikowany wywiad z Andrzejem Stasiukiem, który stwierdził, że jeszcze bardziej się pogrąży i stwierdzi, że nie, nie, on w ogóle nie żałuje tego, co powiedział.
1646:  W związku z powyższym chciałem się uśmiechnąć serdecznie do wszystkich tych, którzy to bagatelizowali, bo teraz mogą więcej rzeczy zbagatelizować, które powiedział Stasiuk.
1656:  No, więc na łamach tegoż pisma dowiadujemy się o tym, co prawdopodobnie możecie wiedzieć już, to znaczy o tym, że Stanisław Lem miał jamnika i ten jamnik się wabił Pegas, moi drodzy.
1670:  Czy możemy jeszcze bardziej lubić Stanisława Lema?
1673:  Wydaje mi się, że tak.
1676:  To jest powód, dla którego ja w każdym razie lubię Stanisława Lema, a najlepsze jest to, że Stanisław Lem miał w szczytowym punkcie swojego życia i kariery dwa jamniki równocześnie i wychodził z nimi na spacer, o czym wiem zupełnie randomowo dlatego, że moja polonistka w podstawówce, która miała obsesję na punkcie kremówek, trybutariusze wiecie co robić na czatach, i można było ją onymi kremówkami przekupywać, mieszkała naprzeciwko Lema.
1703:  i opowiadała dykteryjkę, zgodnie z którą Stanisław Lefft wybywał ze swojego domostwa z dwoma jamnikami, które go ciągnęły tak, że musiał za nim biec.
1712:  Więc tak.
1712:  Natomiast moja polonistka, poza tym, że lubiła kremówki, to miała ze sobą bardzo duży problem, mianowicie, no niestety, no nie znała języka polskiego tak do końca dobrze,
1726:  Pamiętam, że kiedyś mieliśmy spór z kolegą, bo wiecie, mnie całe życie ludzie poprawiają, za każdą razę jak powiem coś poprawnie, to jestem poprawiany na niepoprawne, wtedy mówię, ale ja się przecież na tym znam i słyszę, że jestem klasistą i się wywyższam.
1738:  No, to się zaczęło już w podstawówce i powiedziałem koledze, żeby mnie nie poprawał, bo się mówi tacie, a nie tatowi, a kolega im mówił, o Jezu, niech...
1746:  Krzysztof, ty się nie znasz, nie umiesz mówić po polsku, skąd jesteś?
1751:  Wtedy się jeszcze mówiło w szkole, że jesteś downem, więc to też usłyszałem, ponieważ wiecie, choroby psychiczne, hahaha, śmieszne i nikt tego nie prostował.
1758:  No i w związku z powyższym poszliśmy rozstrzygnąć ten spór do najbliższego autorytetu, jakim była polonistka wpieprzająca kremówki.
1767:  Next best thing.
1769:  No i polonistka spojrzała na tego mojego kolegę i powiedziała, no oczywiście, że się mówi tatowi!
1776:  Pololniści zawsze zawawni.
1779:  No i wracając do Stanisława Lema, który nie był pololnistą.
1782:  Stanisław Lem, moi drodzy, myślisz, że to jest jedyne zdjęcie Stanisława Lema z jamnikiem?
1786:  Nieprawda.
1787:  Jamnik bowiem również był z szorstkowłosy i się wabił proton, a zatem Pegas Długowłosy?
1795:  proton szorstkowłosy.
1797:  Ja mam problem z jamnikami szorstkowłosy, to są jedyne jamniki, z którymi mam pewien problem.
1802:  Mianowicie, jamniki szorstkowłosy wyglądają trochę tak jak, wiecie, znaczy ich sierść, jeżeli jest niezadbana, a ją trzeba naprawdę, o nią trzeba potężnie dbać, żeby wyglądała dobrze, a jak jest niezadbana, to wygląda mniej więcej jak to, co wykrztusza sowa,
1817:  Albo kot?
1819:  No nie wygląda to dobrze, tak?
1820:  O wiele łatwiej jest zadbać o jamnika krótkowłosego.
1823:  Jestem już wyzywany od jamniczych rasistów.
1825:  Wiedziałem, że się to tak skończy.
1827:  Radosław Gajda wspiera od 4 miesięcy, za co dziękuję.
1829:  Fantastyczne jamniki i jak je znaleźć?
1832:  Tak, to dzisiaj robimy.
1833:  Będziemy szukać jamników.
1837:  Pusia pisze, że oszaleje.
1839:  Dlaczego oszalejesz, Pusiu?
1847:  Dobrze, moi drodzy, odświeżam profil Dominiki.
1855:  Było 9160, jest 9250.
1856:  Czy wy sobie ze mnie żartujecie?
1865:  Możemy więcej, możemy lepiej.
