Brother, get the flamer. THE. HEAVY. FLAMER | WARHAMMER CHAOS GATE: DAEMONHUNTERS Livestream #2
🔗 https://www.youtube.com/watch?v=u4wbMaTzEYM

127:  Muzyka Muzyka
1279:  Czemu jeszcze nie mamy ekstremi... Baterie dział!
1285:  Ojeje, moi drodzy, a tam szybkość... Albo nie, czekajcie, szybkość okrętu nie jest głupia.
1290:  Weźmy szybkość okrętu jednakże.
1293:  Albo nie, już zostawmy tę baterię działu.
1296:  Energetyczne przywitanko Banuja, witamy Banuja!
1300:  Jak odróżnić fake CTK od G2 od tych legitnych?
1303:  No właśnie patrząc po rekomendacjach, no to jest jedyny sposób, na jaki możemy zrobić to.
1309:  Podróżujemy dalej, moi drodzy.
1312:  Witamy Aśku!
1313:  Serdeczności!
1315:  I Taraela!
1317:  Dobrze.
1317:  Wykryty chaos, co tutaj się dzieje?
1319:  Poziom skażenia 1, okej.
1320:  Mutacje.
1336:  Nasi prognostycy ostrzegają, że na powierzchni planety przyjdzie nam stawić czoła sługom chaosu.
1340:  To jest mniej więcej tak, jakby powiedzieć, że istnieje ryzyko, że na pewnej krakowskiej uczelni będzie mobbing.
1347:  Znaczy, to jest raczej sprawdzone info.
1352:  Znajdź i zniszcz bykt wykwitu, dobrze, i zabij ośmiu wrogów bronią dystansową.
1357:  My nic innego nie robimy, tylko zabijamy wrogów oś bronią dystansową.
1362:  Przecież.
1363:  Chyba.
1365:  Tak?
1365:  Tak?
1367:  Tak robimy?
1369:  Nie pamiętam.
1371:  Mam takie wrażenie.
1372:  Wiecie co, zróbmy sobie chwalebny czyn.
1375:  Chwale... chwale... chwalebny czyn.
1385:  Przepraszam, co?
1390:  Oczywiście.
1391:  Już się bałem, że nie możemy wybrać naszego brata.
1394:  Czasami zabijamy w zwarciu, to prawda.
1403:  Rozpoczynam misję.
1404:  Nie ma co.
1404:  Fall of the Emperor!
1407:  Aaaa!
1410:  Czekałem na ten dzień!
1411:  To był okropny tydzień czaty!
1413:  Jest dobrze, że się skończył.
1417:  Przez ten tydzień, od wtorku w górę, wstawałem o godzinie ósmej.
1421:  Ja.
1424:  włącznie z dniem dzisiejszym.
1427:  Więc to jest ten jeden moment, kiedy zacząłem stream wcześniej, z tego względu, że umrę inaczej.
1440:  Niedziela będzie fantastyczna i zaczynamy Dishonored 2.
1444:  Nie ma to jak.
1448:  Powitanie od Lunety.
1464:  Obrona na UJ, a była fajna obrona, właśnie czaty, właśnie czaty, mamy nowego groznawcę, to już będzie siódmy w Polsce, wow!
1474:  Damian Gałuszka obronił się wczoraj w strasznym miejscu, to znaczy w Instytucie Socjologii UJ, nie, żartuję, w Wydziału Filozofii UJ jest jeszcze jakoś spoko, mniej więcej.
1484:  Bardzo mnie natomiast rozbawiło, w trybie anegdoty,
1487:  Jeden z moich starych znajomych tam, pracujący na tejże uczelni, coś tam, wiecie, powiedział w którymś momencie i mówi, ale, ale, ale, Krzysztof, Krzysztof, ty tego nie powiesz na YouTubie.
1498:  Ja na to powiem, nie no, spokojnie, mówię tylko o interesujących rzeczach na kanale.
1502:  No miłe.
1503:  No i potem była obrona i od razu rozpoznaliśmy, który profesor reprezentuje szlachetną jagiellońską wszechnicę.
1511:  Mianowicie, jeden profesor był taki, drugi profesor, a trzeci...
1520:  To ten.
1523:  Było fajnie.
1524:  Było fajnie.
1526:  4,5 godziny w sumie.
1529:  Chociaż sama obrona chyba 2,5 albo 3, coś takiego.
1534:  Dobra, moi drodzy.
1535:  Więc tak.
1536:  Justytiusz Kalmar to jest zawsze ten brat, chyba, który idzie na szpicę.
1543:  Tak.
1544:  Justytiusz Kalmar idzie na szpicę.
1549:  Popatrzcie jaki Justycjusz Kalmar ma wyostrzone zmysły.
1557:  Gdzie jest brat Jacek Stukaj?
1558:  Jacek Stukaj musi być, będzie naszym rezerwowym bratem.
1561:  To jest dobry pomysł.
1563:  Brat Zajebus ma być na szpicy?
1565:  Może macie rację.
1567:  Ostatecznie ja nic nie pamiętam.
1571:  Czy mam możliwość ujawnienia tematu pracy?
1573:  Pewnie, zresztą wszystkie obrony doktorskie są publiczne.
1575:  To była praca dotycząca pomyślnego wpływu gier wideo na proces starzenia się.
1580:  Generalnie chodziło o przebadanie ludzi, była praca socjologiczna, którzy zajmują się, znaczy zajmują się, których hobby powiedzmy jest granie w gry wideo i było badanie dotyczące tego, jak to na nich wpływa.
1595:  Więc dobra rzecz, nawiasem mówiąc.
1596:  I żeby nie było, to też było oparte na badaniach psychologów klinicznych, zajmujących się wykorzystywaniem gier wideo do terapii na oddziałach geriatrycznych.
1609:  Jak wygryjesz w roga, to się punkty ruchu zregenerują, wykwitnie wzrośnie.
1613:  Naprawdę?
1615:  Nie wiedziałem tego.
1617:  To jest bardzo dobra wiadomość.
1622:  Czy znam gatunek Grand Strategy?
1624:  No pewnie Bakterio, przecież gramy w Warhammera Fantasy wiele razy, tylko że Warhammer Total War niestety w tym momencie jest w stanie trzecim, jest w stanie tragicznym, więc czekam do sierpnia, aż wyjdzie Mortal Empires, jeśli nie mówiąc Immortal Empires, bo tak się nazywa tym razem ta opcja i wtedy wznowimy granie w Warhammera Fantasy z kolei.
1643:  Womka pisze, że włączyli wodę na osiedlu po dwóch dniach.
1645:  Och, wspaniała wiadomość.
1647:  Wprawdzie u mnie ostatnio był nadmiar wody, ale rozumiem, czym jest jej brak.
1651:  Czy pogrożona jest praca w Polsce?
1655:  Znaczy, ja zawsze nie lubię odpowiadać na takie pytania, bo praca jest zawsze wtedy, kiedy sobie ją stworzycie.
1661:  Nie ma pracy po jakichś studiach.
1664:  Po każdych studiach jest praca, ale to zależy wyłącznie od nas.
1668:  Nie wiem, czy mądre jest przenoszenie się akurat lekarzem tak daleko, ale sprawdzimy te teorie, okej?
1686:  Ok, dobra, wiadomo.
1693:  Ujojojoj, dużo się dzieje.
1697:  No ja myślę. Faktycznie! Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
1715:  Tak!
1717:  Dobrze!
1718:  Dobrze!
1720:  Dobrze!
1728:  Cleansing Fire!
1736:  Oj, oj, oj, oj, oj!
1737:  Jaka psiklość!
1743:  Tak!
1748:  Absolutnie się zgadzam.
1749:  Nie dajcie sobie wmówić, że te studia dają pracę, a inne nie.
1760:  Jak zabiję wszystkich, to też powinno być tak samo.
1762:  Nie wiem, czy zdołamy zabić wszystkich, bo mamy za mały ruch, wiecie?
1765:  To jest problem.
1767:  Za mało ruchu.
1769:  Jedyne, co możemy zrobić, to się poukrywać.
1773:  Warhammer 40 to chyba jeden z niewielu światów fantasy i science fiction, w którym można się bać bardziej rasy ludzi niż obcych.
1778:  A to mądre.
1780:  Tak, tak.
1783:  Takie pytanie.
1783:  Nurgle rośnie w siły przez każdego wyznawcę, lekarza.
1785:  Kto zostanie zarażonym przez jego choroby, też będzie pożywko dla papusia?
1788:  Wydaje mi się, że tak.
1791:  Czy tekst pracy doktorskiej Damiana Gałuska będzie dostępny online?
1794:  Myślę, że tak, bo powinien być już dostępny.
1798:  Ale na pewno będą dostępne recenzje, bo tak zwykle jest.
1801:  O nie, brat Jeremiasz ma przerąbane.
1809:  Zresztą spróbuję w tej sesji wykorzystać bardziej możliwości wybrania ścieżki ruchu.
1814:  A, już wiem, o czym mówicie, tak.
1821:  Ci się dziwne rzeczy dzieją.
1830:  Jęk.
1830:  Możecie sobie wskrzeszać kogo chcecie.
1832:  Mamy brata Jeremiasza, który wypala.
1839:  Wykwit rośnie.
1841:  Kompletnie się tym nie przejmuję.
1842:  Gdzie jest brat Jeremiasz?
1844:  Dobrze, co to da ten rozprysk?
1845:  Uuuu.
1847:  Myśmy tego jeszcze nigdy nie wykorzystali.
1850:  Może najwyższy czas?
1865:  Dobra, musimy mieć tarczkę.
1872:  Okej, nie można strzelić w tej chwili, ale można uleczyć się i to zrobimy.
1882:  To jest wspaniała rzecz.
1886:  Ale czekajcie, nie możemy...
1889:  Chyba nie możemy w ogóle strzelić teraz.
1890:  A, przeładowanie, dobrze, czuję.
1894:  Mam wrażenie, że nowy Batman mi pasował do tego świata.
1897:  Jestem nieprzesadnie zachwycony nowym Batmanem.
1905:  Zwłaszcza jego zakończenie, które niezbyt dobrze wróży.
1910:  Wiecie co?
1911:  Aha, tutaj nas czekają straszne rzeczy.
1917:  Spróbujemy strzelić w kogoś.
1919:  To zawsze jest dobry pomysł.
1925:  Ok, tego się nie spodziewałem.
1931:  Co ty nie powiesz?
1934:  Kranata!
1939:  Sądzę o kreacji Riddlera na Batmanie.
1941:  Bardzo mi się nie podobała z tego względu, że przynajmniej od pewnego momentu, to znaczy od tego momentu, w którym oczywiście została wykorzystana stereotypowe odruchy ludzkie dotyczące streamerów, że jeżeli streamer to na pewno prawicowy patostreamer, który będzie zachęcać ludzi do podkładania bomb.
1962:  Strasznie nie lubię tego.
1963:  Brat Granadiusz, ładne.
1969:  Justycjusz Kalmar.
1973:  Gubię się w tym, do czego on nam służy.
1976:  Ale powiedzmy, że ciachniemy jego.
1978:  Tak, to jest dobry pomysł.
1981:  To kolejna gra z Warhammera, gdzie pancerz Marines wydaje się papierowy?
1986:  Trochę.
1988:  Trochę tak jest, ale mam wrażenie, że to jest początek i na tym gra cierpi troszeczkę.
1996:  A gdyby... Ja nie chcę tego zrobić, ja chcę na przykład strzelić.
1998:  O, o, o, właśnie.
2000:  W kogo ja mogę strzelić?
2001:  W tego strzelmy.
2003:  Pocisk psjoniczny.
2004:  Już Kalmar strzela, sieka, harata, pełen serwis.
2010:  Nasz brat-koncyliarz, który służy wyłącznie do leczenia, co on może zrobić?
2017:  Wiem co zrobimy, mianowicie spróbujemy strzelić w tego najsilniejszego, o właśnie.
2023:  Tam już moda naczata.
2030:  Zabijaj ich!
2031:  Zabijaj ich!
2058:  Biedny Krzysztof P. Maj.
2060:  Myślę, że zmienił nikot ostatniego streama.
2062:  Dalej nic mi na to nie poradzę, że również nazywam cię Krzysztof Maj.
2065:  Biedny Krzysztof Maj.
2067:  Ale wiecie, reżyser pierwszego Wiedźmina też nazywał się Krzysztof Maj.
2072:  To był powód dodania M. Żebym nigdy nie został z nim pomylony.
2077:  Bardzo złośliwy człowiek ma techniczne pytanie odnośnie kulturoznawstwa.
2080:  Czy rozstrzygnięcie z angielskiego wpisuje się w ramie języka obcego przy rekrutacji?
2083:  Dlaczego mi zadajecie takie pytanie?
2084:  Ja nie wiem.
2086:  Ja bardzo się cieszę z tego, że mogę to olewać.
2089:  To znaczy, ja jestem głęboko przekonany, że wszelkiego rodzaju punkty i inne tego typu rzeczy, przy rekrutacji zwłaszcza, powinny zostać niezwłocznie zlikwidowane.
2099:  Zdania nie zmienię.
2100:  For the Emperor!
2108:  Pogowie, Lewajatan, dziękuję za przechojny trybut.
2111:  Krzychu, bardzo mi pomogły i nadal pomagają twoje streamy w trudnym czasie.
2115:  Kup tę lagę i wypijemy zdrowie czatu przy następnym streamie.
2120:  Będzie konieczne, tak.
2123:  Zobowiązuje się niniejszym.
2125:  Będzie pite zdrowie.
2127:  Czaty zapamiętajcie, że ma być wypite też specjalne zdrowie Lewajatana przy tej okazji.
2132:  Serdeczne jamniki dla ciebie, dziękuję serdecznie.
2139:  Zdrowie chatów to jest najlepsza intencja jaką sobie mogę wyobrazić w takich okolicznościach przyjemnych.
2148:  Co my możemy zrobić?
2150:  Nie będziemy.
2151:  Wiecie co?
2153:  My mamy unieszkodliwić największą możliwą liczbę przeciwników dystansowo.
2160:  Więc może to jest dobry pomysł.
2166:  Uuu, ale nie sięgną tam płomień.
2169:  Jeszcze jedna rada, jak się wybierasz miejsce do przemieszczania, to pokazuje ci line of sight.
2173:  Gdzie?
2175:  Gdzie jest line of sight?
2178:  Ja tego nie widzę.
2183:  Kompletnie tego nie widzę.
2190:  Ja widzę tylko te kontekstowe przyciski, tak jak w XCOMie, nie?
2194:  Tarczka czy coś w tym stylu.
2200:  Dobra, jeszcze jedną rzecz.
2201:  Zawsze Aegis potrzebujemy, bo niedobre rzeczy się dzieją.
2206:  I schowamy się tutaj.
2211:  Dobra.
2211:  Hej... Co ten jest taki silny?
2220:  Czemu on jest taki silny?
2223:  A w ogóle, cóż robi, cóż robi ten magus?
2225:  Myślicie, że on w tym momencie próbuje doprowadzić do jakiegoś wyklucia?
2230:  Nie chciałbym, żeby coś się z tego wykluło.
2233:  Zrobimy tak, przemieścimy się w to miejsce i palniemy salwą, licząc na krytyka.
2245:  Tyle w temacie liczenia na krytyka.
2249:  Tak, musimy uzdrowić biednego brata Jeremiasza.
2254:  Modli się do drzewka, pisze Mateusz.
2256:  To jest możliwe.
2257:  Czy mam jakiś ranking w tym roku?
2258:  Nie.
2259:  Ja wiem, że ludzie mi w to totalnie nie wierzą, ale ja całkowicie autentycznie jestem przeciwko wszystkim rankingom.
2265:  To jest powód, dla którego nigdy nie zrobiłem topki na tym kanale.
2273:  Mam głęboki wstręt do rankingów.
2275:  I to dotyczy nawet takich rzeczy jak, no właśnie, fantastyka i podobne radosne kwestie.
2283:  Gdzie możemy użyć tej teleportacji?
2284:  Gdzie to będzie logiczne?
2287:  Chyba nie tutaj.
2289:  Mam wrażenie, że tu.
2297:  Ciachnijmy.
2305:  O mój Boże!
2306:  Nie muszę!
2335:  Poczyska siły w ciągu trzech turnów, przynajmniej tyle.
2339:  Żeby liczyć na krytyka, trzeba wybrać błąd, aby ustalić uszkodzenie do trafienia krytycznego.
2343:  Okej, okej, brzmi logicznie, ale doświadczenie mówi mi, że nie zawsze tak jest.
2350:  Flagowy mag wzywa moce pleśni na pomoc.
2353:  Oczywiście, że wrogowie zyskują mutacje.
2356:  Naturalnie, że tak.
2357:  Radnego można uzdrowić bratem Apapem?
2359:  To dobra wiadomość.
2361:  Kiedy Dishonored 2?
2362:  Jutro.
2364:  Wiecie, czego brakuje na YouTubie i to tak mega?
2367:  Na YouTubie brakuje sensownego... sensownego sposobu informowania o strumykach.
2375:  Bardzo tego brakuje.
2377:  Okej, nie wiem, co tu się dzieje.
2380:  Dlaczego nie możemy strzelić?
2381:  A, prawdopodobnie jest tak, że jak strzelę, troszeczkę oberwiemy.
2386:  Dobra, zrobimy tak.
2394:  Co?
2399:  Nie rozumiem co tu się dzieje, kompletnie nie rozumiem co tu się dzieje, ale jest to dziwne.
2412:  Gra przyciszona została, tak.
2415:  Wiecie co, najgorsze jest w tym wszystkim to, że nie mogę...
2419:  Chyba, że to się uda zrobić zaraz, spróbujemy.
2424:  Zciszyć dźwięki same, a zostawić muzykę, bo muzyka jest super.
2437:  Co powiedziawszy uczynię?
2444:  Ogólne, ogólne.
2447:  Ciekawe dlaczego.
2477:  Lefaj pisze, że wczoraj na zajęciach z 1987 roku rozmawialiśmy o literaturze fantasy i było dużo o moim kanale i allotopiach.
2485:  Proszę, proszę.
2488:  Więc tylko to zrobiło zajęcia, bo prowadzący i tak All Automati była do karczmu.
2500:  Ujot, Ujot never changes.
2504:  Ale proszę, przebiło się, przebiło.
2508:  Kiedy wpadam do Trójmiasta, czy jest jakiś konwent w Trójmieście?
2513:  Może wtedy.
2521:  Kulturyzacja na urwinie jest w Gdańskim.
2522:  To jest ciekawe, na UG byłem w wydziale filologicznym, tak mi się wydaje.
2530:  Wiecie, co zrobimy?
2531:  Pójdziemy na szpicę lepszym magosem, takim, który może bardziej wypalać.
2537:  Uuu, to był zły błąd.
2538:  Witaj, misjęsiąkę!
2543:  Misjęsiąka czekała z niecierpliwością na weekend, to tak jak ja.
2546:  Dlaczego brat Jeremiasz jest kretynem?
2550:  Brat Jeremiasz jest skończonym kretynem, co on zrobił?
2556:  Czemu, czemu się tak wystawił?
2558:  Eee, dobra, potrzebujemy chyba tarczki.
