🔴 WIEDŹMIN (SEZON 3) — odcinek 1-2 | Recenzja ze spojlerami #1
🔗 https://www.youtube.com/watch?v=ZaSTOY_r21E

12:  Dziękuje za oglądanie.
618:  I to jest bardzo ciekawe, bo mam wrażenie, że coraz bardziej Netflix dochodził do wniosku, że jednak fajnie byłoby się upodobnić do tego Wiedźmina Growego, który zyskał taką renomę.
628:  I teraz nawet zatrudnili, wyobraźcie sobie, Percival Schuttenbach podobno.
632:  Nie weryfikowałem tej informacji, ale pozyskałem ją z zaufanego źródła, mianowicie od Adaba Flabby, który napisał książkę Wiedźmin.
639:  Historia Fenomenu i podzielił się tym na fejsie.
641:  W związku z powyższym przekazuję dalej, jeżeli słyszeliście brzmienia Percy Lawalowe, moi drodzy, to właśnie dlatego, że tam Percival Schuttenbach wreszcie już jest.
651:  Tak, więc jest Percival.
653:  Apeluję o muzykę z Wiedźmina Trzeciego.
655:  Gdybym miał prawa do muzyki z Wiedźmina Trzeciego, byłaby muzyka z Wiedźmina Trzeciego i nie będziemy, moi drodzy, kalać Wiedźmina Netflixowego muzyką z Wiedźmina Trzeciego, ponieważ jest to absolutnie nieadekwatne.
667:  Więc od razu mówię, podjęte są wszystkie wątki, które były w drugim sezonie Wiedźmina, a więc wracają menhiry, tak, wraca Księga Menhirów, Stregobor się pojawia tam, gdzie się nie powinien pojawiać, wszystkie te rzeczy, które nas denerwowały, w dalszym ciągu będą was denerwować w trzecim sezonie.
684:  Jeżeli którykolwiek aktor wam nie pasował, będzie was denerwować tym bardziej.
688:  Jeżeli chodzi o rzeczy, które zostały wypuklone przez marketing Netflixa, czyli oczywiście chodzi o homoseksualny wątek Jaskra i Radowida, on został wypuklony marketingowo przez Netflixa wyłącznie w tychże szcelach.
698:  To znaczy nie ma ani żadnego uzasadnienia w serialu, ani żadnego sensu i w zasadzie jest całkowicie pomijalny.
704:  I szczerze wam powiem, że to jest też jedna z rzeczy, które bym najczęściej robił, gdybym nie chciał dla was zrobić tego omówienia, mianowicie po prostu bym to wszystko pomijał, bo się tego oglądać nie da.
712:  Jest to śmiertelnie, ale to śmiertelnie nudne.
717:  Wszystkiego, ja mam niczego dla Sandry urodzinowego w każdym razie.
720:  W dobrym momencie masz urodziny, bo już się robi tak strasznie ponuro, że bogowie moi drodzy.
726:  A zatem, without further ado moi drodzy, to co się dzieje w Wiedźminie od samego początku, mianowicie już w pierwszym odcinku trzeciego sezonu, mamy scenę, którą ja w ogóle nie zrozumiałem, nie wiedziałem co się dzieje, bo pamiętacie co się działo pod koniec drugiego sezonu, mianowicie...
742:  Eskel zamieniony w drzewo, to znaczy został entołakiem.
745:  Następnie dowiedzieliśmy się, że przez menhiry wychodzą potwory i trzeba było zaczopować menhiry.
750:  I jeszcze do tego wszystkiego, przypominam, mieliśmy jeszcze motomyszy z Marsa.
754:  To była ta scena, w której Ciri razem z Geraltem i z Yennefer trafili na dziwną marsjańską planetę i zostali zaatakowani przez Eredina z dzikim gonem.
763:  Dokładnie wyglądali tak naprawdę przez En-El, ale nie przejmujmy się lore Sapkowskiego, bo to nie ma absolutnie żadnego znaczenia, którzy wyglądali dosłownie jak motomyszy z Marsa.
771:  że liczyliście na to, że w jakikolwiek sposób ktoś przypomni wam te wydarzenia, jesteście w głębokim błędzie.
776:  To znaczy pierwsze, co dostajemy, to scenę, która jest absolutnie niewyjaśniona.
779:  Znaczy ja się zastanawiałem, o co tutaj chodzi na samym początku.
782:  Znaczy to był gość, który mówił w bardzo taki, wiecie, wyszukany sposób, używając frymuśnej mowy erudycyjnej.
789:  Ja nie mam zielonego pojęcia, o co chodzi w tej scenie.
792:  Wiedziałem tylko, że ona została nakręcona po to, żeby Henry Cavill mógł powywijać mieczem, a to jest najlepsza rzecz, którą robi Henry Cavill w ogóle tutaj.
799:  I tak macie rację absolutnie, to jest profesor i jego bamba, na podstawie której zresztą powstała postać znakomita magistra w Wiedźminie I. Ale nikt nam nie mówi, że to jest profesor, nikt się do niego w taki sposób nie zwraca, ponieważ dialogi pisane przez Loren Schmidt-Histrich, którą będziemy od tej pory nazywać Fistech,
817:  Właśnie mają tę charakterystyczną cechę.
820:  Nie mówią wam w dialogach, gdzie jesteście, kto mówi, do kogo się zwraca.
825:  Nie dostajecie tych wszystkich informacji, co dostajecie, natomiast dostajecie filery.
830:  I te filery, zarazem ze scenami akcji, absolutnie nie są w stanie nam stworzyć jakiejś sensownej sceny.
836:  To chyba scena walki z profesorem, pisze FRS, dziękuję za trybut, jak są i kantorem z czasu pogardy, najemników ściągających,
843:  Yen i Ciri po zabiciu braci mi ślepszej przez Geralta, nie inaczej.
846:  Natomiast zwróćcie uwagę na to, że potrzeba niestety tutaj przepisu, żeby człowiek się zorientował o co chodzi.
852:  Czas pogardy dla materiału źródłowego, zawraca uwagę pierwszy zaklinacz i ma absolutną rację.
857:  Więc to moi drodzy, że już nie wiemy kto jest na ekranie, jest cokolwiek problematyczne.
863:  Wiecie dlaczego jest to problematyczne?
864:  Ponieważ generalnie rzecz biorąc,
866:  żeby w ogóle wiedzieć, co się dzieje w tym serialu, and I shit you not, nie gównuję was, musiałem mianowicie odpalić sobie w trakcie oglądania The Witcher Season 3 Cast All Actors and Characters, ponieważ ja nie mam zielonego pojęcia, który race swap, który bohater, który race swap akurat został
884:  na ekranie przedstawiony, który bohater teraz został wykastowany w sposób, który nie powinien być wykastowany.
889:  Więc ja sobie przeglądałem tak, żeby sprawdzić.
891:  A, tak wygląda Jaskier.
892:  A, tak wygląda Tisaja.
894:  O, to jest Vilgefortz.
895:  W ogóle sobie go tak nie wyobrażałem.
897:  Ach, to była Triss Merigord.
898:  O, Royce.
899:  Nie mam zielonego pędziakim jest.
901:  O, Stregobor.
903:  O, tak, tak.
904:  Jasne, Cahir.
905:  Już sobie przypominam.
906:  Ach, tak teraz wygląda Fringilla Vigo.
909:  Nie pamiętałem, przepraszam.
910:  O, Emperor Emery wygląda zupełnie inaczej niż w grach, oczywiście całkowicie celowo, bo równocześnie jesteśmy w stanie modelować postać Geralta w 100% na grach, ponieważ powody.
918:  Ach, tak wygląda Franciska Findabry, przynajmniej ma spiczaste uszka, bo wiecie, wiedźmińskie elfy odróżnia się od ludzi tylko tym, że mają spiczaste uszy.
926:  Ach, to jest Filipa Eilhart, okej, zupełnie bym nie poznał Dijkstry.
931:  Książę Radowit, poznałem go po pięknej skórze, która została wzięta spod kominka typowej karczmy w Zakopanem, przepraszam wszystkich górali.
939:  Ach, to jest Rins, dobrze, już pamiętam, jak wygląda Sabrina Glewisik.
945:  Dar, nie mam zielonego pojęcia, jakim jest Dara.
947:  A, jeszcze żeby było śmieszniej, jeżeli pamiętacie, bo ja już nie pamiętam w tym momencie, był taki grajek, który konkurował z Jaskrem, Marx się zowił i Jaskier dwa razy go wspomniał we wszystkich powieściach.
959:  I wiecie co?
960:  On ma więcej czasu ekranowego niż pieprzony Vilgefortz.
964:  W związku z powyższym nie dziwcie się, że biedny Krzysztof absolutnie nic nie wie i nic nie rozumie.
970:  A zatem, wracając do naszego wspaniałego serialu.
973:  Ta scena, która jest tutaj na początku, służy tylko temu, żeby była jedna, jedyna scena akcji.
977:  A, i wiecie, i to się tak kończy, tutaj jest uciachana głowa, jest oooo!
982:  Wiedźmin!
984:  Wiedźmin!
985:  Oooo!
987:  Moc jest i epickość!
989:  To jest tyle w zasadzie, więc wszystkie te grzechy montażu dźwiękowego, takiego charakterystycznego dla seriali lat dziewięćdziesiątych, które zawsze staram się obśmiewać na bez schematu, że wiecie, macie nagle,
1004:  i koniec sceny.
1007:  A potem macie i jest następna scena.
1012:  No i tak się zresztą kończy ten, tak nawiasem mówiąc, odcinek piąty, więc dlatego nie oglądajcie, proszę, odcinka piątego, zanim wyjdzie odcinek szósty, siódmy i ósmy, ponieważ dostaniecie... i cliffhanger, tak?
1027:  Nie znoszę tego stylu montażu, jest to absolutna tragedia.
1029:  Czy sezon trzeci Wiedźminia jest gorszy od Rings of Power?
1032:  Nic nie jest gorszy od Rings of Power.
1034:  Co to za symbol?
1035:  To jest, moi drodzy...
1037:  To jest, moi drodzy, wagina dentata.
1039:  Jest to symbol wszystkich scen seksualnych, które pojawiały się w Wiedźminie, a pojawiały się tylko po to, żeby się pojawiły sceny seksualne, a dentata jest dlatego, że Loren Hisrech oczywiście obnaża wtedy kły i psuje nam całą przyjemność.
1056:  Co się dzieje dalej?
1057:  Trudno powiedzieć.
1058:  Sandra, dziękuję za wsparcie od 16 miesięcy, obejrzeliśmy Szkoda, ja mam podobnie.
1062:  Mianowicie tutaj mamy piękne... To są jedyne, nawiasem mówiąc, w całym serialu i pomyślałem sobie, kurczę, może będzie dobrze.
1069:  To są jedyne sceny plenerowe, kiedy mamy jakiś ładny rzut z dronów i o, proszę, proszę...
1076:  Buszują sobie nasi bohaterowie, eksplorują, prawie jak myśmy eksplorowali Ongiśwelen i znajdują schronienie.
1084:  Dlaczego znajdują schronienie?
1085:  Ponieważ są ścigani.
1086:  Tyle musimy wiedzieć.
1088:  Co mnie najbardziej oburza w tej sekwencji?
1091:  Mianowicie oburza mnie w tej sekwencji, że te wszystkie dialogi, które macie, i tutaj akurat nieprzypadkowo się pojawia liścik,
1097:  Mówicie, że to była róża, symbol róży?
1099:  Dlaczego to jest symbol róży?
1100:  Dlaczego ten symbol róży był duży?
1102:  To jest list, moi drodzy, dokładnie ten, który wysyła Yennefer do Geralta.
1107:  Do Gieralta!
1108:  O!
1108:  To jest Gieralta, nie Geralt!
1110:  I w książkach korespondencja Yen i Geralta, jak pewnie pamiętacie, tętniła erotyzmem.
1117:  i namiętnością, ale równocześnie z złośliwością i z dystansowaniem.
1122:  I do dzisiaj pamiętam, jak cisnąłem strasznie, jak Geralt napisał do Yennefer, miła przyjaciółko.
1129:  Do Yennefer odpowiedział mu, miły przyjacielu.
1135:  I wiecie, to było złośliwe, to było interesujące, to było ciekawe, przede wszystkim bardzo ludzkie.
1140:  No a dostaliśmy z tego coś zupełnie i to absolutnie innego.
1144:  A mianowicie dostaliśmy Lauren Schmidt-Histrich, którą będziemy od dzisiaj nazywać Fistech, która autentycznie i bez żenady potraktowała to nie jako sarkazm, tylko jako normalną wymianę zdań.
1156:  W związku z powyższym w liksowej wersji będziecie mieli Dear Friend.
1161:  Drogi przyjacielu, tak jest, drogi przyjacielu i droga przyjaciółko.
1164:  Wiecie, co jest jeszcze najzabawniejsze?
1166:  Nie wiem jak wy, ale ja zostałem nauczony, że listy działają w ten sposób, że na przykład ja jestem tutaj,
1179:  A tu jest niuchacz, okej?
1180:  I ja teraz, żeby z niuchaczem korespondować, ponieważ ja jestem w tym miejscu, a on zajmuje inną pozycję kwantową, ja muszę z niuchaczem korespondować na odległość.
1190:  To znaczy jeszcze byłoby pół biedy, gdybym mógł do niego wrzasnąć, prawda?
1194:  Wtedy wszystko w porządku.
1196:  Natomiast jeżeli niuchacz będzie, nie dajcie bogowie dalej, to co wtedy?
1199:  Jeżeli niuchacz będzie w Paryżu, ho!
1201:  A jeżeli niuchacz będzie na innej planecie?
1204:  Wiecie, co się wtedy robi?
1205:  Na przykład pisze się list.
1207:  Co robi Geralt i Yennefer w tej wersji Netflixowej?
1209:  Mianowicie piszą do siebie listy, jak są od siebie na odległość trzech kroków rzutu beretem albo pierogiem.
1215:  Czy ktoś mi może wytłumaczyć sens tego rodzaju zabiegu scenariu pisarskiego, ponieważ ja tego nie rozumiem.
1222:  Autentycznie przez pierwsze, to jest jakaś minuta w sumie ta scena, cały czas Yennefer i Geralt piszą do siebie, dlatego macie to też zresztą italikami kursywą,
1231:  Korespondencję tego autoramentu nie żartuję, tak się dzieje.
1235:  I co więcej, to nie są jakieś, wiecie, tętniące erotyzmem listy, bynajmniej, to są dialogi właśnie takiego Netflixowego autoramentu.
1243:  Może kiedyś dowiodę, uda nam się odbudować wzajemne zaufanie.
1248:  Piszę list na jednym wdechu, który mi kazał pisać hollywoodzki scenarzysta, który absolutnie nie rozumie stylu Andrzeja Sapkowskiego.
1258:  Marcus Feniks pisze, że wystarczy serial jest zgodny z polityką Nelixa.
1261:  Ja nawet tego nie robią dobrze, tak szczerze powiedziawszy.
1265:  Vetex pisze, że widział sceny pierwszej ciarki, żenady przypominały takie wywołane fanficiem dwunastoletniego chłopaka.
1270:  Przepraszam, że ktoś dorosły mógł to napisać.
1272:  Nie obrażajmy dwunastoletnich chłopaków, którzy przynajmniej z fanowskim zacieszem cokolwiek piszą.
1277:  Czego tutaj nie ma, to właśnie zrozumienia dla prozy Andrzeja Sapkowskiego z tą, wiecie, lapidarnością, żartobliwością, erudycyjną swadą, kulturalnym i kulturowym zarazem oczytaniem.
1288:  Nie ma tego w zasadzie, nie ma tych wszystkich gierek intertekstualności, żarcików, polotu, poczytności, nie ma, po prostu nie ma tego.
1299:  Są drętwe dialogi, którymi przerzucają się bohaterowie i one-linery i jeszcze do tego wszystkiego, teraz tego nie zobaczycie, bo no nie jest to na taką skalę, naprawdę te pierwsze sceny jeszcze są w porządku,
1309:  Tu macie Geralta z marsową miną przyglądającego pergamin.
1312:  Jak wiecie dobrze, pergaminy i listy, które się wysyła do siebie, zawsze się wysyła na cennych inkunabuach.
1318:  To jest stronica, tak, lekko patrząc, wycięta z jakiegoś grimoiru, więc nie mam zielonego pojęcia, dlaczego je na przykład coś takiego zrobiła.
1326:  Koszmar absolutny.
1328:  Czyje będzie sceny Siri uciągającej konno w burzy przed gonem do Geralta?
1331:  Będzie, będzie ta scena, ale nie w tych odcinkach.
1334:  Zostało to zmontowane z treningiem Siri i Siri, moi drodzy, uczy się najpotężniejszego zaklęcia ever, to znaczy Siri uczy się podnoszenia kamienia.
1342:  Nie wiem, czy oczywiście uda mi się to klikać, jak znam życie, nie muszę klikać w ten sposób, ponieważ nie mogę wam pokazać w całości, Dominiku.
1348:  Scena z Dzikim Gonem, nawiasem mówiąc, jest jedyną, kiedy miałem ciarki w całym serialu, więc nie ma na co czekać.
1365:  I teraz początkowe sceny polegają wyłącznie na tym, że bohaterowie uciekają przed kolejnymi zagrożeniami.
1371:  Ponieważ bandyci w którymś momencie ich znajdują, naturalnie nie wiemy, co to są za bandyci, kim oni są.
1375:  Jeżeli w ogóle nie czytaliście na przykład Andrzeja Sapkowskiego, chcecie to oglądać, nie będziecie wiedzieli, kto kim jest w stu procentach.
1380:  Ja nie pamiętam sagi, w związku z powyższym miałem bardzo podobne wrażenia.
1385:  Nie miałem zielonego pojęcia, jak się nazywają, co są bandyci, tak?
1388:  Co się pytasz, tak?
1389:  Bandyci puścili chatę z dymem.
1392:  czego się pyta, co chcesz, co chcesz wiedzieć jeszcze, ciesz się, oglądaj, głupi widzu i tyle.
1399:  Mam wrażenie zresztą, jak patrzyłem na to, jak gra Henry Cavill, że on już naprawdę starał się dać rzeczywiście performance swojego życia, oddać honory postaci i widać było dobrze, że chce odejść z honorem z tego serialu, ale na pewno było widać, że chce odejść.
1416:  Coś przerażającego, absolutnie.
1418:  Moja nadzieja umarła tak jak drzewo, które czarowała Ciri.
1420:  Tak, to jest drugie zaklęcie, którego Ciri musiała się nauczyć, mianowicie musiała się nauczyć, w jaki sposób ożywić drzewko, ale nie mam żadnych szans, żebym się w to wklikał, moi mili.
1428:  A zatem ucieka sobie nasza chwacka.
1430:  O, o, o, tutaj jest konfraternia.
1432:  Tutaj Ciri usiłuje drzewo naprawić, nie udaje jej się.
1435:  Geralt cały czas otrzymuje listy od Yennefer, która jest oddalona od niego 7 metrów.
1439:  To nie ma absolutnie żadnego sensu.
1441:  Potem mamy kolejne sceny plenerowe podróży, absolutnie nie wiadomo dokąd.
1445:  I na tym polega pewien problem tego serialu, i to jest znaczący.
1448:  To znaczy, w powieściach fanpage, jak dobrze wiecie, dobrze jest, żeby było
1454:  Wiedzieć, gdzie się idzie, jeżeli to jest Warhammer Fantasy, ostatecznie gra figurkowa, prawda, miniaturowa, powiedzmy, maluje się miniaturki i robi się rzeczy, jeżeli to jest zatem gra figurkowa i ma mapę, to tym bardziej w powieści fantasy jest potrzebna mapa, a ona jest potrzebna po to, żebyśmy wiedzieli, kto gdzie jest, albo kto gdzie zmierza.
1473:  Jeżeli wiemy, że zmierza na północ, chcemy wiedzieć, gdzie zmierza.
1476:  I z jakiegoś powodu są mapy do Uniwersum Wiedźmińskiego dostępne, a mimo to Netflix absolutnie to ignoruje.
1482:  Nie mówi nam niczego.
1484:  Ja, szczerze powiedziawszy, już bym wolał, żebym miał tak, jak George Lucas robił, żebym przynajmniej dostawał jakiś napis.
1489:  Tak wiem, narzekałem na napisy w Rings of Power, ale mimo wszystko były one tam, tak?
1495:  Coś dawały.
1496:  Narzekałem najbardziej na World Art, który się pojawił przy, pamiętacie, te spalone ziemię i Mordor.
1502:  O Jezus, to było okropne i przerażające, absolutnie.
1504:  Więc dramatyczna sprawa.
1506:  Wiedźmin na TVP...
1508:  Wiecie, to jest tak jak porównywanie Wiedźmina z TVP z Wiedźminem Netflixa, to jest tak jak porównywanie sytuacji, w której mielibyśmy do wyboru dżumę albo cholerę, albo ktoś by nas zapytał, czy chcesz, żebym ci odrąbał prawą rękę czy lewą rękę, a może, nie wiem, czy chciałbyś, żeby ci wywrócić ciało na lewą stronę, czy może na prawą.
1529:  No nie, w jednym i w drugim przypadku jest to niepożądane.
1533:  Ja pamiętam, jak oglądałem dawno, dawno temu Wiedźmina na TVP, on trącił właśnie takim paździerzem, jak wszystkie seriale fanbazy wtedy, a było ich sporo, Ksena Wojownicza, Księżniczka, Conan, bardzo, bardzo dziwny serial, który się nazywał Mroczny Rycerz, który był tak leniwie napisany prawie jak Wiedźmin.
1553:  i antagonistą w tym serialu był czarnoksiężnik, który się nazywał Mordor, więc przepraszam, trudno sobie wyobrazić coś bardziej niestaradnie skonstruowanego światotwórczo.
1564:  I pamiętam, że takim przełomem była Gra o Tron, kiedy ja zobaczyłem serial zrobiony tak jak serial historyczny, ale to jest serial fantasy, realistyczny i krótko mówiąc, od tego momentu
1575:  mamy troszeczkę inne standardy względem produkcji fantasy.
1578:  Tak samo jak od momentu wypuszczenia Avatara, czy teraz Dune'y Denis Villeneuve'a, będziemy przykładali troszeczkę inną miarkę do produkcji science fiction, więc z całym szacunkiem dla fanów, którzy wjedzeni nostalgią mówią ojojojoj, Danuta, nie wiem kto tam, czy była Danuta Stenka,
1594:  Nie mam pojęcia, czy Żebrowski, wszystko jedno.
1597:  Okej, bardzo się cieszę z waszej nostalgii, ale nie zmienia to faktu, że to wyszło bardzo dawno temu, jest klepawe i paździerzowe i niech zostanie tam, gdzie jest tego miejsce w archiwum, bo naprawdę nie trudno w tym momencie zrobić, nawet w Unreal Engine, fanowskim wysiłkiem w ciągu kilku lat coś, co będzie 30 razy lepsze pod względem technicznym.
1615:  Jeszcze Sabrina, nastoletnia księżniczka i tak dalej, czarownica.
1619:  Ksena, wojownicza księżniczka, oczywiście, że była dobra jak na tamte czasy, bo widzę, że cię strasznie oburzacie,
1624:  Ale nalech na tamte czasy, okej, ja to wtedy oglądałem, bo nie było alternatywy, a bardzo bym chciał, żeby była alternatywa.
1632:  Polski serial był zły, pisze Rysław, ale przy tej abominacji to jest mistrzostwo, witamy Rysława swoją drogą.
1638:  No dobrze, wracając zatem do abominacji, moi mili.
1641:  A zatem w naszej abominacji trafiamy w którymś momencie do mroźnej chatynki, nie mam zielonego pojęcia, gdzie jest ta chatynka, z uwagi na przyczyny już wcześniej wymienione, to znaczy nie wiem, gdzie jestem na mapie, nie wiem, co tu się dzieje, a jeżeli bym miał przejrzeć to, co jest w czasie pogardy na początku, wiecie, co jest w czasie pogardy na początku?
1657:  Ja wam przeczytam, co jest w czasie pogardy na początku, okej?
1659:  Bo pamiętajmy, że Rololent Schmidt-Histrich powiedziała, którą będziemy nazywać Fistech, że to jest zrobione według książki.
1665:  Okej, w porządku.
1666:  Do tego, by móc zarabiać na życie jako goniec konny, mawiał zwykle Applegat, wstępującym do służby młodzikom, potrzebne są dwie rzeczy.
1673:  Złota głowa i żelazna dupa.
1674:  W tym momencie już poziom pisania Andrzeja Sapkowskiego jest 10 tysięcy razy lepszy niż wszystko, co potrafi Lorent Schmidt-Histrich, którą będziemy od tej pory nazywać Fistech.
1682:  Złota głowa jest nieodzowna, poucza młodych gońców Applegat albo je pod ubraniem w płaskiej, przypasanej do gołej piersi skusanej sakwie.
1688:  Goniec wozi tylko wiadomości mniejszej wagi, które bez lęku można powierzyć zdradliwemu papierowi lub pergaminowi.
1694:  Prawdziwie ważne, sekretne wieści, takie od których wiele zależy, goniec musi zapamiętać i powtórzyć komu trzeba.
1698:  Słowo w słowo, a niekiedy proste to są słowa i wymówić trudno, a co dopiero zapamiętać?
1703:  Aby zapamiętać zaś, aby nie pomylić się powtarzając, trzeba mieć iście złotą głowę.
1711:  Może to jest, może to jest Apple God?
1713:  Czekajcie, czekajcie, czekajcie.
1714:  Nie, nie, niemożliwe.
1716:  Niemożliwe.
1716:  Musimy go znaleźć.
1717:  Musimy go znaleźć, bo to jest zrobione według książek, moi drodzy.
1720:  Lauren Schmidt-Hissich sama to powiedziała.
