🔴 WIEDŹMIN (SEZON 3) — odcinek 6-8 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=MkTKt5V5ktQ

184:  Obejrzałem to dwa razy dla was.
845:  To jest bardzo ważne, żebyśmy rozumieli, że czarodziejka
848:  jest silną i niezależną kobietą.
850:  Nie należy pokazywać, że czarodziejka jest silną i niezależną kobietą dlatego, że jest w stanie anihilować na przykład cały batalion wojów, albo że jest w stanie wpływać na całą politykę Królestw Północy, hmm, to jest nieinteresujące, ale jak damy jej miecz, to będzie dobrze w takim razie, wiecie.
865:  Prosta sprawa.
865:  I zresztą oczywiście Yennefer będzie tym mieczem walczyć i czy wspominam o, wspomnę o tym, że Ciri zostaje odebrany zwycięzcą nad Rinsem?
873:  Jak najbardziej.
874:  Cóż się dzieje, moi drodzy, tutaj?
876:  A, tak nawiasem mówiąc, sprawdziłem 10 razy, ponieważ mamy o to kłótnie w komentarzach, już nie pamiętam od kiedy.
882:  W związku z powyższym sprawdziłem, moi drodzy, ostatecznie, co jest mianowicie na Wyspie Tanet.
888:  Na Wyspie Tanet nie jest tylko, otóż, aretuza.
891:  Na Wyspie Tanet jest również pałac, w którym się to wszystko dzieje.
893:  Wiecie, jaka jest charakterystyczna cecha tego pałacu i dlaczego zjazd na Tanet nie odbywał się w aretuzie?
899:  Jak mi wmawia ten przeklęty serial, burząc wiedzę jaką mam z książek, tylko w pałacu okolicznym, albowiem rzeczony pałac miał na sobie blokadę antymagiczną!
910:  Logiczne miejsce do zblotu czarodziejów i czarnokrzężników i czarodziejek, nie uważacie?
916:  Ponieważ nie są w stanie siebie zaatakować.
918:  W związku z powyższym Netflix, który oczywiście to przerobił sobie po swojemu i zespół Loren musiał załatać tę dziurę fabularną i zaraz zobaczycie jak.
926:  Dramat absolutnie, Małgorzato, dziękuję ci serdecznie za trybut, jak się cieszę, że Krzysztof to za mnie obejrzał, ja nie muszę, ja niestety się mniej cieszę.
934:  Na G się nazywa ten pałac, przypomniałem sobie jak zawsze część, ale nie uda mi się tego zobaczyć w całości ani szybko, jeżeli ktoś jest w stanie na szybko sprawdzić, to będę wdzięczny, wtedy zostanie to zapisane po wsze czasy.
945:  A zatem, jesteśmy w Rzeczonym Pałacu, który nie jest aretuzą, przypominam.
950:  Tak, oczywiście, to jest Mahakam.
952:  Garnstang, Gornstang, Gornstnag, Jezus Maria, dziękuję bardzo.
957:  Tak jest, moi drodzy.
959:  Więc jesteśmy w Rzeczonym Pałacu, gdzie jest, pamiętajmy, blokada antymagiczna w książkach, natomiast nie ma jej w serialu.
965:  Co się dzieje w następstwie?
966:  Pamiętajcie, że w odróżnieniu od tego, co się dzieje w książkach, Ciri nie ma.
970:  w tym miejscu.
971:  Ciri jest gdzie indziej.
972:  Gdzie?
973:  Nie wiadomo i nie pamiętamy.
974:  Czy Falka jest najlepsza?
975:  Jest to prawda, jest nieźle z Falką.
977:  Przenosimy się zatem do wątków Vilgefortza, moi drodzy.
980:  Znaczy nie Vilgefortza, a jeszcze tylko wątku Jezus Maria, Radowida.
984:  Mianowicie pamiętacie zapewne, że Jaskier i Radowid mieli się ku sobie, na co nie mamy żadnych dowodów w sadze i teraz już się nie mają ku sobie.
992:  To znaczy Jaskier jest obrażony bardzo na Radowida i Jaskier oznajmia, że jest rozczarowany
999:  że Radowid tutaj spiskował, żeby Ciri porwać dla Redanii, a nie wolno porywać Ciri dla Redanii.
1006:  I widzicie, Radowid usiłuje pięknymi słowy, włożonymi mu w usta przez scenarzystów Loren, oponować, ale Jaskier nie.
1014:  Jaskier rozumie,
1015:  Jaskier czuje, moi drodzy, jest to, tak jest Lucyfer, jest to koniec romansu między Radowidem a Jaskrem, ale on zostanie zawieszony w niepewności, zawieszony na kołku, a widzowie również zostaną zawieszeni i na kołku i w niepewności, a to z tego powodu, że można było powrócić w takim kulminacyjnym, nomen omen, punkcie do tego, że wiążemy do tego jeszcze później, moi drodzy, powiedział Krzysztof i następnie zapomniał.
1039:  Potem przenosimy się do, zresztą bardzo słusznie ktoś powiedział, że za każdym razem, za każdym razem, jeżeli spotykają się wszyscy nasi bohaterowie w serialu, to później natychmiast następuje rozgłąka i właśnie to się tutaj, moi drodzy, dzieje.
1054:  Jesteśmy mianowicie z powrotem w pałacu, gdzie to zostali pojmani wszyscy spiskujący z Nilfgaardem magowie i maginie.
1064:  I teraz co trzeba zrobić, jeżeli nie mamy całej historii o tym, że w rzeczonym pałacu zostało kiedyś rzucone zaklęcie, które było tkane przez cały rok, żeby wzmocnić blokadę antymagiczną?
1074:  Mianowicie wprowadzamy Filipę Eilhart, która to Filipa Eilhart robi taką kopalnię.
1079:  pół tarczy siłową robi.
1082:  I Tissaia de Vries mówi na to później jej, oj, oj, oj, wiesz, ja opisałem to zaklęcie w swojej książce i ty później splagiatowałaś tę moją książkę, tak jest, Garstangu, dziękuję, że mi przypominacie, nigdy tego nie zapomnę.
1095:  Pamiętam.
1097:  No więc to, moi drodzy, z bohaterka, tak naprawdę, całego zjazdu na Tanę, to ona wzniosła te zapory i pole siłowe.
1104:  Nie mam pojęcia, po co są robione tego rodzaju zmiany.
1106:  Później jest taka idiotyczna wymiana zdań między Filipą Eilhart a Tissaio de Vries na ten rzecz właśnie temat.
1116:  dramat.
1116:  No i Geralt się przesłuje temu wszystkiemu chymka i mówi fuck i do tego się to wszystko sprowadza.
1122:  Nie mam zielonego pojęcia natomiast, i to mnie najbardziej rozindycza, że czarodziejka, która cały czas współpracowała z Vilgefortzem, mianowicie prawdopodobnie jest to Lydia, jeśli mnie pamięć nie myli, jest w którymś momencie konfrontowana przez Yennefer.
1140:  Nie wiem dlaczego akurat Yennefer, bo o ile pamiętam, akurat ten wątek, to
1145:  Ona została zmuszona do samobójstwa przez samego Vilgefortza i to później wyrzuca Vilgefortzowi Geralt w dialogu, który pojawia się pod sam koniec praktycznie czasu Pogardy.
1156:  Nie mam pojęcia, dlaczego zostało to zrobione, ale októż Lydia rzuca się na Yennefer, nie wiemy oczywiście, gdzie się to dzieje, żeby nie było, moi drodzy, takich szczegółów nam się tradycyjnie skąpi.
1167:  To jest ta, nawiasem mówiąc, czarodziejka, która nie może mówić, w związku z powyższym używa telepatii dla tych z was, którzy nie wiedzą, o co chodzi.
1176:  I do spółki z Kirą Metz, mianowicie Yennefer się udaje ją zabić.
1182:  Nie mam zielonego pojęcia dlaczego, to tutaj jest też nam pokazane, bo jeżeli w ogóle nas kompletnie nie interesuje ten wątek, tak sobie myślę, prawda?
1190:  I odbieramy Vilgefortzowi to, co wywoływało u niego jedyne odblaski ludzkich uczuć, to po co wprowadzać zupełnie nowy wątek, który niczego nie zmienia w fabule?
1201:  To była Triss?
1202:  To nie jest Kaira?
1208:  Przepraszam, ja ich nie rozróżniam, one wszystkie wyglądają tak samo, okej?
1213:  Zresztą ostatnio Asmongold komentował na swoich streamach, że babeczka odpowiedzialna za casting w Wiedźminie powiedziała, że jej zależało na tym, żeby wszystkie postaci reprezentowały różnego rodzaju mniejszości, no powiedziała to absolutnie wprost.
1228:  i nie kierowała się innymi priorytetami castingowymi, na co Asmongold bardzo słusznie powiedział, że nikt nie miał pretensji, jak Nicka Fury'ego zagrał czarnoskóry aktor, ponieważ to był Samuel fucking L. Jackson.
1240:  I być może tym się należy kierować w wyborach castingowych, to znaczy dobierać po prostu aktorki i aktorów, którzy rozumieją swoje role.
1247:  Taka moja też dyskretna uwaga w odniesieniu do tego,
1250:  że nie jestem w stanie rozpoznawać postaci, które się pojawiają na ekranie, a oglądałem to cholerstwo dwa razy.
1256:  Michał Z., dziękuję serdecznie za trybut.
1258:  Ten serial to jest wiedmo lol bez ból.
1260:  Oprócz Sabine Glewisik.
1262:  Z Sabine Glewisik i Tissaia de Vries.
1263:  One są dobrze wycastowane.
1265:  Przynajmniej jak patrzę na Tissaia, to rozpoznaję Tissaia, tak?
1270:  I myślę, że to jest jeden z tropów, który powinien zawsze towarzyszyć w naszej refleksji nad tym, czy casting jest dobry, czy też casting jest zły.
1277:  Ach, więc ten wątek jest niepotrzebny kompletnie i odbiera Vilgefortzowi część jego człowieczeństwa, jako się rzekło.
1285:  Magowie tymczasem zakłóci w dwie merytowe kajdany, zostają w dwie merytowe kajdany, w którymś momencie uwolnieni, dobrze wiecie, do czego to jest początkiem, mianowicie rzeź na tanet.
1294:  Problem polega na tym, że w momencie, w którym rzeczywiście Tissaia Devery jest jednym pstryknięciem palców, w jakimś sposobem zdołała zdjąć zaklęcie, które było tkane przez rok, to troszeczkę więcej mówiło nam o jej mocy, niż to, jak zdjęła zaklęcie zrobione przez Philippa Eilhart, która umie jedynie w tym serialu zmienić się w sowę i szeptać groźne słowa do ucha Sigismundowi Dijkstrze.
1316:  Kompletnie jest to idiotyczne, nie jestem w stanie tego zrozumieć.
1319:  Więc cała ta sekwencja jest spaprana także tym, że nie pojawiają się tutaj w ogóle te wątki związane z wieszczeniem, które były oryginalnie na tanet.
1328:  Nie ma żadnego takiego poczucia, że tu się rzeczywiście coś ważnego wydarzyło.
1332:  Nie macie poczucia, pisze C. Yuln Hell, że serial próbuje naśladować fabułę Wiedźmina Trzeciego, ultraważna Yennefer Ciri jako główna postać, wojna sprowadzona do walki z Redani z Nilfgaardem, a na koniec Radowid ukoronowany.
1343:  Wiesz co, myślę, że jesteś troszeczkę na tropie pod tym względem, że Lauren od samego początku Feastech mówiła, iż nie zamierza się inspirować grami, po czym zaczęła w którymś momencie inspirować się grami, ponieważ zorientowała się, że to jest jednak duża franczyza, ale równocześnie to ukrywała z czystej zawiści, co pokazał ostatni konwent w Łodzi, więc myślę, że to jest dość znaczące w tym kontekście.
1363:  Makow, dziękuję za trybu.
1364:  Najlepsze, co wyszło z tego serialu, to Ribbit Sagi.
1366:  Ja właśnie to, absolutnie nieironicznie, moi drodzy, to zamierzam zrobić.
1372:  Nudne dialogi potwornie, które mogłyby nie być nudne, wystarczyłoby wykorzystać to, co napisał Andrzej Sapkowski.
1377:  Przypomnę tym z was, którzy nie pamiętają całego spisku, że Dijkstra z Redanii chodziło o to, żeby przejąć politycznie całe bractwo magów, wyrżnąć tych, którzy są w kontrzachtach z Nilfgaardem, w czym miała pomóc armia, która zmierzała na Wyspę Tanet, przypomnę, która nie jest tym samym, co na przykład Gors Velen, którego nawiasem mówiąc w tym serialu nie ma obok Aretuzy i to będę wam pokazywał niebawem.
1401:  A zatem to nie jest armia rydańska tak naprawdę, to nie jest także hiszpańska inkwizycja, to jest po prostu skojatel, który przybędzie w którymś momencie.
1411:  I na tym polega cały spisek.
1413:  W którymś momencie się okazuje, że Dijkstra jednak jest nie o 5 kroków do przodu, tylko o 3 kroki do przodu.
1419:  No i Tissaia de Vries, jako się rzekło, zdejmuje barierę i dzieją się rzeczy.
1423:  Tak nawiasem mówiąc, żeby Wam na szybko pokazać, jak wygląda wspaniała magia w tym serialu, wspaniała magia w tym serialu wygląda mniej więcej... O, tutaj kwadraty dwiemerytowe są zdejmowane, proszę bardzo, zobaczcie wspaniałą magię, cudowną magię, doskonałą magię, o proszę, Vilgefortz jest oswobodzony, myślicie sobie, pieprznie jakąś kulę ognia, przynajmniej użyje, o, piorunu Alzura, nie, absolutnie nie, moi drodzy.
1446:  Po prostu użył Force Pusha, tak, wszyscy, tak, Wiedźmin Geralt wcześniej.
1450:  Na tym będzie polegało to generalnie.
1451:  Potem, jak zacznie się walka magiczna, to Force Pushe zostaną zastąpione przez GO GO POWER RANGERS, ale o tym za moment, moi drodzy.
1458:  Niech ta kamera przestanie się obracać.
1460:  To jest w ogóle ciekawa uwaga, to znaczy, jeżeli chodzi o to, w jaki sposób jest to kręcone, będę o tym więcej mówił w odcinku szóstym, kiedy Ciri znajdzie się na pustyni.
1470:  Albo są bardzo długie ujęcia, które są statyczne, albo są ujęcia z dziwnej perspektywy, albo tak, tutaj ta żabia perspektywa niczemu nie służy, albo są ujęcia zza jakiegoś fotela czy zza skały, bardzo długie, albo jest szybki montaż, gdzie dostajecie 4 sekundy ważnej sceny.
1486:  I tyle.
1487:  FRS dzięki za trybut 1 plus konto twórców, jeżeli chodzi o moc Tissai, przyzywa ona zaklęcia Alzura, którego nie mogły poprawnie wycastować Yen i Triss, Panie Jeziora, i to zaklęcie jest przepiękne, moi drodzy.
1497:  Ale zanim przejdziemy do tego zaklęcia, jest tutaj straszny chaos, Dijkstra zostaje okaleczony przez Geralta, co jest zgodne z lore, niespodzianka, no i walki na Force Pushe cały czas się tutaj rozgrywają.
1510:  Vilgefortz w którymś momencie zstępuje i stwierdza, że wpuści wszystkich z Kojatel.
1514:  W oryginale było to tak, z tego co pamiętam, że oni po prostu przedostali się tutaj spod ziemi, natomiast tutaj Vilgefortz otwiera po prostu jakiś portal.
1524:  Nie połamał nogi Geralt, tylko dźgnął nożem, powiedzmy, w Dick Streffie.
1530:  Powiedzmy.
1533:  Rex Kelly, on pisze, że szkoda, że Netflix i Loren muszą wszystkim przypominać, że ten serial jest wierny fabule z książek.
1539:  A tak, to ci czytałem nawet przed sekundą.
1541:  Tak naprawdę każdy, co rodzi Jaredziejka, idą w siłę i poziomy barbarzyńcy.
1544:  Tak jest, oni wszyscy, moi drodzy, wszyscy inwestowali w siłę i żaden w charyzmę.
1549:  Niestety.
1550:  Pojawiają się Scoia'tael i teraz, moi drodzy, odzywam się do lormistrzów wiedźmińskich, bo mnie się nie udało tego w sacze potwierdzić.
1557:  Możecie mi wyjaśnić, dlaczego jest tak, że Scoia'tael używają dwimerytowych strzałów, które to dwimerytowe strzały przenikają przez wszystkie bariery magiczne magów.
1568:  O ile pamiętam, nie było takiego rozwiązania, bo jeśli byłoby takie rozwiązanie, to magowie by szybciej zostali wyeliminowani przez wszystkich Scoia'tael.
1577:  Och...
1578:  Piszcie, że w oryginale połamał.
1580:  A, widzicie, czyli tutaj nie jest w 100% to zgodne, ale wiecie, to już jest detalizm, o który bym się tak strasznie nie czepiał, tak?
1588:  To znaczy, konsekwencja jest prosta, Dijkstra będzie kulał.
1591:  I to mi w zupełności wystarcza.
1593:  Natomiast w momencie, jak się wprowadza coś takiego, jak dwimerytową strzałę, to zmienia się pewnego rodzaju ustalenia światotwórcze.
1601:  To jest dokładnie to, co zrobił niestety Ruin Johnson z tym pięknym i efektownym skokiem w nadświetlną,
1607:  który niszczył statek, krążownik imperialny.
1610:  Na takiej zasadzie Luke Skywalker mógł po prostu dać gaz do dechy w nowej nadziei, wpieprzyć się w gwiazdę śmierci, a nie manewrować idealnie mocą, pociskiem samonaprowadzającym, żeby wpadł w oszczelinę Fi 60 centymetrów.
1624:  To są pewnego rodzaju rzeczy, których się nie robi z tego względu, żeby nie niszczyć światotwórstwa.
1629:  I tutaj właśnie się coś takiego dzieje.
1631:  W moim przekonaniu, gdyby faktycznie opracowano coś takiego, co jest fajnym pomysłem, żeby nie było tak samo jak ten skok w nadświetlną ruina Johnsona, on ładnie wygląda, ale gdyby coś takiego opracowano, to byłoby to wykorzystywane na masową skalę, a magowie byliby na Wiginięciu.
1645:  Więc nie mam silnego pojęcia, dlaczego coś takiego się tutaj dzieje.
1647:  Poza tym Wiedźmin to nie Dungeons & Dragons, to swoją drogą, moi drodzy.
1651:  Lenistwo scenariuszowe i lenistwo światotwórcze, moi mili.
1654:  Generalnie Dvimeret jeszcze dodaje fennie, tłum nie rozpraszał magii, a druga sprawa jest taka, że Dvimeret jest drogi, a Skajatel ledwo na jedzenie mogli sobie pozwolić.
1662:  Widzicie?
1662:  I to jest myślenie światotwórcze właśnie.
1665:  Bardzo dziękuję za tę uwagę, bo ona wzbogaciła ten nasz komentarz, moi mili.
1669:  I tutaj są nieliczne momenty, kiedy zobaczcie magię w akcji.
1672:  O, to jest ta dwimerytowa strzała, żeby nie było, że sobie wymyśliłem.
1676:  Więc magia w akcji wygląda mniej więcej w ten sposób, to znaczy macie właśnie GO GO POWER RANGERS!
1682:  O, on ma, on ma, proszę bardzo!
1685:  piękną, fioletową kulę, a kto inny ma niebieską kulę, a kto inny ma czerwoną kulę i pięknie to wygląda.
1692:  Nie tam, że magia oparta na żywiołach, kontrolowanie sił naturalnych, tak, to zostało przedstawione w pierwszym sezonie.
1699:  Po co to wszystko, skoro można było w ostatecznym rozrachunku tylko ograniczyć się do różnokolorowych piu, piu, piu, piu, piu i tyle.
1706:  Seteraszne absolutnie.
