🔴 Wszystkie sekrety Chenyu Vale | GENSHIN IMPACT Livestream #13
🔗 https://www.youtube.com/watch?v=T6FJdOsJtwU

208:  KONIEC
707:  Ja wręcz powiedziałbym, że jest to konieczne.
710:  Co tutaj jest?
711:  Jacy przeciwnicy nas czekają, moi drodzy?
713:  Challenge summary.
715:  Nie, nie to.
716:  Jezus, gdzie to się sprawdzało?
718:  Tu się to sprawdzało, dobrze.
722:  Okej.
725:  To nie będzie skomplikowane.
727:  Do pierwszej, moi drodzy, sobie zrobimy drużynę, która będzie robiła wiru-wiru.
730:  Drużyna wiru-wiru jest w stanie zabić absolutnie wszystko, tylko nie jest potężna.
735:  W związku z powyższym, w pewnym momencie będzie trzeba ją wyłączyć.
739:  Kluczowe pytanie.
740:  Czy jest podjaranie przed premierą Avatar'a Anga w czwartek?
743:  Jest i będzie, moi drodzy.
744:  Dołożę starań tego samego dnia recenzja.
747:  Nie wiem, jak to zrobię, ale postaram się.
750:  Nirjam Nikomata, dzięki za wsparcie od 13 miesięcy.
752:  Ja wciąż czekam na dokończenie Nira.
754:  A przypomnę, że Filip w tym momencie na kanale Bez Życia kończy Nier Automata.
758:  Proszę bardzo.
758:  Ja też chcę na Simera.
759:  Piszę Ewolinę na chwilę.
760:  Ja się nie dziwię.
760:  Simer top, moi drodzy.
762:  Mój ulubiony kompozytor muzyki z filmów wszechczasów.
766:  Absolutnie.
768:  Nie polecam zasięgu podczas jazdy autobusem.
770:  Nie poleca zasięgu podczas jazdy autobusem Viridian 102.
775:  Czy dodam do Hollow Knighta moda na teleporty?
777:  Nie wiem.
778:  Chciałbym dodać moda na to, żeby tam była mapa i żebym się nie gubił.
781:  O Boże, dostajemy najlepsze możliwe blessy na początek.
783:  Tak należy.
785:  Nahida1009 Elemental Mastery u JustWhitely.
788:  Jak ty to zrobiłeś, to ja nie wiem.
793:  A Just Whitely ma jakieś boskie artefakta, moi drodzy.
802:  Jest dużo red flagów przy awatarze, a to swoją drogą, moi drodzy.
806:  Powiedzcie mi, czy jest dobrze z głośnością nawet przy dużej liczbie rzeczy na ekranie, efektów dźwiękowych i tak dalej.
814:  Mam nadzieję, że jest okej.
817:  Diabeł lubuje się w szczegółach, dodaje Lucyfer, który poprawia słusznie odnośnie koncertu muzyki w Gliwicach.
829:  Iiii, kaszoja, to dobrze.
834:  Przestań, przestań mnie krzywdzić, dziękuję.
839:  Za cicho gra?
840:  Będzie głośniej.
845:  Czy oglądałem filmy z serii Ip Man?
847:  Tak, tak było, moi drodzy.
849:  Oglądałem i... ale przypomina mi się jeszcze jedna rzecz.
853:  I wiecie co?
854:  To prosi się aż o to, żebyśmy zrobili jakąś radosną...
861:  Rekomendacje.
862:  Zróbmy jakąś radosną rekomendację.
864:  Co to będzie za radosna rekomendacja?
867:  Yin Yang Masters.
869:  Nie wiem, czy to kojarzycie.
871:  Ostatnio z Czerwiem Fantastycznym akurat sobie rozmawialiśmy na temat tego, że to jest bardzo dobra rzecz.
876:  To jest chyba na Netflixie?
878:  Czy ja dobrze mówię, że to jest na Netflixie?
880:  Tak.
881:  The Yin Yang Master, moi drodzy.
884:  To jest to.
885:  Naprawdę mega polecam.
886:  Tak a propos Ip-Mena mi się przypomniało.
888:  Jest jeszcze Union Masters Dream of Eternity.
891:  Jedno i drugie jest dobre.
895:  I, o, druga rzecz.
897:  Zawsze zapominam, żeby wam to polecić.
899:  Zielony wąż
900:  I cała ta seria, to znaczy New Gods, Neza Reborn i podobne, czyli cała seria New Gods, uniwersum New Gods jest bardzo dobre, a tymczasem gruźlik nam przeszkadza przy polecajkach.
911:  Jakie to jest skandaliczne.
912:  Natomiast tego, czyli przyczajony tygrys, ukryty smok, Miecz Przeznaczenia, nigdy, pod żadnym pozorem, nie oglądajcie.
919:  Zwłaszcza jak widzieliście przyczajonego tygrysa, ukrytego smoka.
922:  Błagam, nigdy tego nie róbcie.
924:  Będziecie wściekli.
927:  Eee...
932:  Okej, myślałem już, że to jest coś innego.
936:  Nie!
937:  Haha.
938:  Zostawcie gruźlika, pisze ogoniasta.
940:  Czy tu jest jakiś, czy tu jest jakiś klub wsparcia dla bajżu, moi drodzy?
948:  Krzysztof ma na profilowym Henry'ego Cavill'a jako Wiedźmina, tak jest.
953:  Ponieważ Henry Cavill Top, moi drodzy, wszyscy zginęli, jeszcze nie, to jest skandal, absolutny skandal, powinni byli wszyscy zginąć.
965:  Węże w samolocie?
966:  Nie mówcie mi o wężach w samolocie.
967:  Widzisz, że za moment by coś się zrobi bardzo trudno, a ja zacznę przeklinać i się denerwować i rozindyczać?
973:  ponieważ zawsze tak jest, jak grałem pierwszy raz w Abysa.
975:  Nie mam zielonego pojęcia, co jest na ostatnim poziomie Abysa dzisiaj.
978:  Baiju ma tutaj swój fanclub, pisze Ogoniasta, rozumiem.
981:  To wiele wyjaśnia.
982:  Ale to w takim razie cieszcie się, że Krzysztof ma jeżdżonego Baiju, bo plan był taki, żeby go w ogóle nie mieć, ale muszę przyznać, że finalnie jestem zadowolony.
991:  Shiro Sagisu jest polecany, jeżeli chodzi o muzykę z gier wideo, czyli pachaczuka.
996:  Robił na przykład dla Dark Souls, dla anime Bridge, proszę bardzo, i dla filmu kinowej Berserk.
1001:  Krzysztof nie wiedział.
1003:  Dobrze, upokórzmy tych przeciwników.
1005:  Lubię upokarzać przeciwników, bardzo lubię upokarzać przeciwników.
1008:  Pa, pa!
1009:  Wiecie, na czym polega upokorzenie przeciwnika?
1011:  Kiedy Kashoja Nahida zadaje obrażenia.
1015:  To samo jest na ostatnim piętrze, co ostatnie, pisze Kazio.
1018:  Ejjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
1033:  Nie, ale ten Henry Cullen naprawdę był nieironicznie najlepszą rzeczą, jaka się przydarzyła Netflixowemu Wiedźminowi.
1038:  Gdyby nie on, ludzie by przestali oglądać ten serial dwa sezony temu, czyli wtedy, kiedy się zaczął.
1043:  Przestań, przestań, przestań niszczyć, przestań niszczyć, przestań niszczyć, przestań niszczyć, nie niszcz, zostaw, nie niszcz, dobrze.
1052:  Ile się dzieje na ekranie, aż oczy pukną.
1054:  Otóż to, otóż to.
1055:  Dużo się dzieje, moi drodzy, dużo.
1057:  To są dość szybkie drużyny.
1064:  Dobra.
1065:  Pa pa.
1066:  Pa pa.
1068:  Czy ktoś jeszcze?
1069:  Ktoś jeszcze jest?
1069:  Gdzie jest jeszcze ktoś?
1071:  Tutaj jest jeszcze ktoś do zabicia.
1072:  Super.
1074:  Zabici.
1077:  Poziom 10.
1077:  To są na razie proste poziomy, moi drodzy.
1080:  Jacy tu są oponenci?
1081:  Dokładnie to samo dajemy, moi drodzy.
1084:  Już od kilku abysów nie zmieniam w zasadzie składu tejże drużyny.
1090:  Gdzie jest Kazucha?
1091:  Czemu ja go nigdy nie umiem znaleźć?
1092:  Dobrze, tak i... NIE!
1096:  Kasha jednak idę na drugiej pozycji, dobrze.
1099:  Jezu, gdyby można było tylko sobie zapisywać te drużyny, to byłoby wspaniałe.
1102:  Czy warto czytać Elantris przed Zmgły Zrodzonym?
1105:  Możesz, ale szczerze powiedziawszy przeczytałbym dalej.
1109:  Nie mówcie mi, że ten zielony wąż wciąż tam jest, przerażasz się, just whitey, prawdopodobnie będzie, jeżeli się nic nie zmieniło.
1115:  Czy wyłączyłem reklamę?
1116:  Tak, są wyłączone, ale wiecie, co się okazało?
1119:  To jest hit.
1120:  Wczoraj odkryliśmy, że reklamy pojawiają się i tak przed streamem, nawet jeżeli mam je wyłączone.
1125:  I to jest dla mnie niezrozumiałe kompletnie.
1127:  Twórcy w tym momencie nie mają już żadnej kontroli.
1131:  W momencie, gdy Krzysztof powiedział papa, cała drużyna z maxem levelem w Darkest Dungeons umarła.
1135:  Smutne, ale śmieszne.
1136:  To prawda, jest to śmieszne, ale ci ogromnie współczuję.
1140:  To jest klasyczny przykład, moi drodzy, tragikomedii.
1142:  Na tym tragikomedie polegają.
1144:  Jest smutno, ale równocześnie jest śmiesznie.
1147:  A jest jeszcze śmieszniej, jak w tragikomedii grają polscy aktorzy i w dziwny sposób akcentują najprostsze kwestie.
1158:  Gdyby polski aktor miał na przykład przeczytać to, co jest tu na interfejsie, powiedziałby... Poziom dziesiąty.
1170:  Komnata pierwsza.
1174:  Pozostały czas na wyzwanie więcej niż sześćdziesiąt sekund.
1186:  Wy mnie pytacie, dlaczego ja nie jestem w stanie oglądać polskich filmów.
1195:  Dobrze.
1195:  Dobrze, dobrze!
1199:  Niech wszystko winie.
1201:  Formalinie.
1203:  A, szkoda tylko, że... nie zdążyliśmy.
1208:  Ja bym tak gadał, na pewno bym słuchał na dwukrotnej prędkości, ale wiesz co, Kaziu, ja sądzę, że audiobooki są nagrywane właśnie w ten sposób, dlatego że zakładają już producenci, że ludzie będą włączać razy dwa i razy trzy.
1220:  Brzmi mi się jak audiobook z Wiedźmina.
1221:  Brrr, straszne, no właśnie, no właśnie, no właśnie.
1225:  Jezus, nie zapomnę tego.
1228:  No okej, może, ale nie dla mnie.
1231:  Ja mam kostlacy Faruzan.
1233:  Musi być, musi być C6 dla tej drużyny, nie ma innej opcji.
1236:  Tylko w ogóle nie polecam Wanderera, ponieważ Wanderer niestety potrzebuje Faruzan w C6.
1243:  Zresztą tak samo niestety ta nowa postać, która jest Chaplou, wiecie o kim mówię, która świeżo weszła, niestety ona również potrzebuje Faruzan na cześć.
1251:  Znaczy, POTRZEBUJE.
1252:  Jest lepsza, gdy jest wsparcie w postaci Faruzan.
1258:  Dobrze...
1264:  I po 60 sekundach zaciął się stream Viridian.
1266:  Mam nadzieję, że to nie po mojej stronie.
1268:  Ja już się nie mogę doczekać montażu internetu nowego, moi drodzy.
1271:  Ma być w przyszłym tygodniu.
1273:  Zobaczymy.
1274:  Zobaczymy, czy będzie tak jak zawsze.
1276:  To znaczy, wiecie jak.
1277:  Że mało być, a nie ma.
1280:  Czy jest jakiś dobry polski aktor żyjącym i nie żyjącym, którego lubię?
1283:  Polski?
1290:  Jan Peszek.
1293:  Na?
1294:  A?
1295:  A?
1301:  Jana Peszka zwłaszcza lubię z jego roli w spektaklu Matka, który był kiedyś w Teatrze 100 w Krakowie.
1307:  Jezu, jakie to było dobre.
1308:  I to było nowoczesne również.
1310:  Czy używam 1080p czy 1440p?
1313:  Obiję się.
1314:  1440p, natomiast niebawem, w przyszłym tygodniu przejdziemy na 4K, moi drodzy.
1318:  Będą wszystkie streamy na 4K.
1320:  Na pewno nie Q&A najbliższe, ale przyszłotygodniowe mogą już być.
1325:  Może w niedzielę będzie pierwszy w 4K.
1328:  Cloud Returnal nie jest czasem supportem zamiast DPS-em.
1331:  Jest supportem, tak, tak, tylko że generalnie Faruzan jest najlepsza wtedy, kiedy chcecie mieć postaci anemo w drużynie, wbuffowane w jakiś sposób jeszcze dodatkowy.
1342:  Teatr Stóp w Krakowie?
1343:  Stół, ale blisko.
1344:  Jakby to był Teatr Stóp, to wszyscy by przyszli tam z nagimi stopami, a aktorzy by im obmywali te stopy.
1350:  To jest bardzo dziwny King.
1353:  Michał Żebrowski?
1354:  Aaa, ja wiem, Lucifer czy Michał Żebrowski.
1357:  Może jest okej, ale to nie jest mój ulubiony aktor na pewno.
1361:  To jest aktor charakterystyczny, o tak bym go nazwał.
1365:  Po co kazucha w mono-anemo?
1367:  Do robienia wiru-wiru szybkiego.
1370:  To znaczy on grupuje postaci i następnie Wanderer jest w stanie szybciej zadawać obrażenia.
1377:  Mnie doprowadza do szału to, jak muszę się uganiać za postaciami, które są bardzo daleko.
1382:  Najlepszy Wiedźmin?
1383:  Nie zgodzę się, Luciferze, w życiu.
1385:  Najlepszy Wiedźmin to jest w Wiedźmin 3, Dziki Gon.
1388:  Tam jest najlepszy Wiedźmin, nie ma lepszego Wiedźmina.
1391:  Umrę na tym wzgórzu.
1392:  Jestem gotów umrzeć na tym wzgórzu i dyskutować ad mortem usrandum.
1404:  Krzysztof zdecewa mojego ulubionego księdza za jego King.
1409:  Tyś różowy.
1410:  Nie będę pytać, w jakich okolicznościach poznałaś King tego księdza, bo się boję odpowiedzi.
1416:  Opponent Details, dobrze, tu się zaczynają ciekawe rzeczy, czy się nie zaczynają jeszcze ciekawe rzeczy?
1421:  Okej, tu jest Pyro, w związku z powyższym nie Hu Tao, czyli tu jest Hu Tao.
1426:  Dobrze, mówię, że tu jest Hu Tao.
1427:  Czy Hu Tao będzie dobra na ruin Drake'a?
1429:  Nie wydaje mi się.
1431:  Ale nie mamy za żadnego wyjścia specjalnie, więc leci tutaj, moi drodzy, team z Hu Tao.
1436:  Jaki jest team z Hu Tao?
1438:  Xingqiu, o, Xingqiu będzie w nowej skórce, bardzo milutko.
1441:  I Kazucha.
1443:  Paradyzja Zajdla pisze Łukasz G. Najlepsza jego książka.
1445:  Wspaniała dystopia, manipulacja, indoktrynacja.
1447:  To ja ci polecam jeszcze w tym stylu.
1450:  Cylinder Wantroffa.
1452:  Tam będziesz miał taką lunarną dystopię.
1453:  A oprócz tego polecam Limes Inferior.
1457:  Ale zawsze od Paradyzji bym zaczynał.
1459:  Aktora, który wypowiada zdanie przed wyruszeniem w drogę, ale znasz, że zbrociło się na rozumiem nie lubisz.
1463:  Wiesz co, Piotr Frączewski był kiedyś bardzo dobrym aktorem, natomiast to, co na przykład odpieprzył w Panu Kleksie, to jest kpina.
1468:  Bo właśnie nabrał tej enfazy za bardzo.
1472:  1670, super serial.
1473:  Ej, Ptyć Różowy, naprawdę.
1475:  Ja uważam w ogóle, że to jest top produkcja w ciągu ostatnich lat, która mi się najbardziej podobała.
1480:  Nie wierzę w to, co mówię, ale tak naprawdę jest.
1484:  Na Wielki Czwartek się bałabym was tu we wkoście.
1486:  Naprawdę?
1487:  Nie widziałem tego.
1490:  Game's up, fun's over.
1495:  Daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj, daj
1525:  Jaaaa!
1531:  Proszę bardzo, Kazucha wykończył.
1536:  Twink w nowej skórce, znaczy nowa skórka Xingqiu prześliczna absolutnie, moi drodzy.
1541:  Kashoya na Heeda, odpalaj wszystkie swoje skille naraz, jest szansa, że któryś trafi.
1546:  Cała prawda o planecie Xi nie dokończona.
1549:  Jest dokończona przez innego pisarza i moim zdaniem nie w stylu Janusza Zajdla.
1554:  Nie, żebym miał coś przeciwko, bo to chyba był Tomasz Kołodziejczak, dobrze mówię, ale jest jeden problem z tym.
1561:  To znaczy, czy ja to mam gdzieś?
1565:  Nie, nie mam.
1565:  To znaczy, problem z tym polega na tym, że Janusz Zajdel pisał bardzo lapidarnie, czyli krótko, zwięźle, na temat, natomiast ta rozwlekła wersja, która wygrała w konkursie nowej fantastyki, bodajże na dokończenie całej prawdy o planecie Xi, to już jest takie typowe sci-fi, no, przełomu lat dziewięćdziesiątych, dwutysięcznych, które jest już bardziej rozwlekłe, idzie w kierunku przygodowym trochę, w większym stopniu niż takie fantastyki socjologiczne i trochę widać, że brakowało podobnie oszczędnego pisarza.
1595:  Zaidla ma jeszcze świetne opowiadanie.
1596:  Oj, absolutnie, Króczycieniu.
1598:  Raz, że cała relacja z pierwszej ręki, top, to jeszcze jest taki mały zbiorek opowiadań Utopia Zaidla.
1604:  Też polecam, mega.
1606:  Viridian pisze, że kolega też polecał Invisinferior.
1608:  Nice, może przeczytam.
1610:  Warto, warto.
1610:  Chociaż tak jak mówię, zaczynałbym od zdecydowanie Paradyzji.
1615:  Eee...
1622:  Okej, tak szybko zrobiliśmy tamtą drugą połowę, że się nawet nie zorientowałem, że teraz jest nowa, o. Dobrze.
1629:  Hu Tao tylko jest problematyczna, to znaczy w momencie jak ją gramy nigdy nie jestem w stanie przewidzieć, czy wygram, czy nie wygram, ponieważ jej ruchy są tak trudne do kontrolowania, nawet jeżeli ona na, tak, w moim przypadku C2, C1, C1, o Jezus, no dramat absolutny.
1646:  Nie lubię!
1649:  Czy w tej grze da się umrzeć?
1650:  Jak najbardziej, po prostu to jest mega już rozwinięte konto, więc gdybym ja tutaj umarł, to... Znaczy ostatnio umarłem, ale chyba od grawitacji lub czegoś podobnego, było bardzo zabawnie.
1660:  Nie, po prostu Kutao zginęła od własnego skillu, to się da zrobić, więc jak najbardziej jest możliwa śmierć.
1666:  Myślę, że wszyscy, którzy grają od niedawna, mogą śmiało powiedzieć i potwierdzić to, co ja mówię.
1673:  Ja na początku przez dwa lata, prawie, no dobrze, rok na pewno, grania w Gęślinę, myślę, że zwariuję.
1678:  Zwłaszcza jak dostałem początkowe postaci, straszne.
1681:  Czy planuję obejrzeć z filmsami swój początek?
1684:  Nie.
1686:  Nawet nie będę próbował.
1687:  Ale Krzysztof, skąd wiesz, czy to będzie dobre, czy nie?
1689:  Nie, sorry.
1690:  Znaczy, jak ja sobie pomyślę o wszystkich Kargulach i Pawlakach tego świata, wystarczy, że po prostu się... Wystarczy, że po prostu się wybiorę na wieś, nie?
1699:  Ja nie muszę do tego iść do kina.
1702:  Więc nie.
1705:  Absolutnie nie.
1711:  Zresztą nie wywołuj Dartha Gravitona z razu.
1713:  No właśnie, no właśnie.
1717:  To jest też ten mój problem, który ja mam z na przykład Dniem Świra.
1721:  Ja rozumiem, że to może być śmieszne, ale mnie już przestało bawić.
1725:  To znaczy za dużo razy widziałem takich ludzi, żeby mnie to już bawiło.
1729:  I za dużo razy z takimi ludźmi dyskutowałem na przykład na różnych debatach.
1734:  Więc nie.
1735:  Które psy lubię?
1736:  Chyba pierwsze najbardziej.
1739:  Na Hidę w diagramie Game Changer w wygodach gry plus 1000 absolutnie jest bardzo zwygodnie się gra na Hidą.
1744:  A nawet ja, który nie znoszę kaszojada na Hidy, jestem w stanie to przyznać niechętnie.
1753:  Gin, gin, gin!
1756:  Oho, oho, oho, oho, oho!
1759:  Jak śmiesz!
1764:  Twórcy sami stworzyli, zresztą sami przyznali, że tworzą hałturę?
1767:  Aha, fajnie.
1770:  Super, a czy...
1772:  Faye, Faye, Benson, Faye!
1773:  Przynajmniej, moi drodzy, nie próbują nikogo oszukiwać.
1776:  Dwa miesiące po skończeniu fabuły z Fontaine, jakie mam odczucia?
1779:  Myślę, że mogę powiedzieć, że fabuła z Fontaine jest na takim poziomie, jak fabuła z Inazumy.
1783:  To znaczy, w tym momencie są u mnie ex aequo.
1788:  Jakie psy tylko jamniki, prawda?
1790:  Właśnie.
1791:  Ja próbowałem oglądać samych swoich z rodzicami.
1792:  Dla mnie sami swoimi na przykład są bardzo podobni do 40-latka, którego też oglądałem z rodzicami.
1800:  Bardzo się zestarzał ten humor, tak to ujmę.
1804:  Mam wrażenie, że teraz potrzebujemy satyr, które będą bardziej na poziomie meta.
1811:  Będą bardziej memiczne, o.
1815:  Biorąc pod uwagę, jak bardzo mimiczna jest nasza rzeczywistość, jestem głęboko przekonany, że da się to dobrze zrobić.
1821:  Kto jeszcze tutaj jest?
1822:  O Boże, jeszcze one są?
1824:  Widzicie, ja się za bardzo zagaduję, a tymczasem jest do zabicia przeciwnik.
1831:  Boże, jak to jest daleko!
1836:  Nie podoba mi się to, co tutaj widzę, nie podoba mi się to, co tutaj widzę, nie podoba mi się to, co tutaj widzę.
1840:  Gdzie ona jest?
1841:  Nie znoszę teleportujących się wrogów!
1843:  Kaszojad Nahida, wykąć go!
1845:  Dobra, to jest chyba... Tak, dobrze, to była końcówka.
1848:  Super, udało się.
1852:  Puuu... 1691 odcinki były Kirinjo FS, drugie kolejne... Kolejne cztery świetne, pisze Doug Graham, wonder why?
1859:  Wiesz co, ja miałem wrażenie, że było od samego początku, dobrze, ale mnie bawi taki humor.
1863:  Red Jaga pisze, zmordowana po tygodniu problemów technicznych w pracy.
1865:  Jakieś to problemy techniczne.
1867:  Takie, które dało się rozwiązać włączeniem i wyłączeniem, czy gorsze?
1871:  Z rodzicami to zawsze było przeminęło z wiatrem, a mnie to już średnio rusza jakoś.
1874:  Przeminęło z wiatrem, kiedyś czytałem na moich zajęciach z angielskiego, które miałem prywatne, z lektorką, ale to było dobre.
1880:  Dobrze.
1882:  Ruin Seppent, tak, mieliście rację.
1884:  Wenut.
1887:  Tak, tak, tak, tak, tak.
1890:  Nie ma co kombinować ze zmianami.
1893:  Nie ma co kombinować, to powinno się udać, aczkolwiek może być, może być restart.
1899:  Właśnie, jeżeli chodzi o takie memiczne filmy, czy seriale, które względnie były, moim zdaniem, nowocześniejsze od wszystkich 40 latków i samych swoich, to cóż to mogłoby być?
1910:  Miejscami, miejscami, pamiętam, podobała mi się Rodzina Zastępcza, ale bardzo miejscami.
1917:  Miodowe lata chyba też.
1920:  Tak, tego typu rzeczy.
1923:  Jak sobie radzić z opowiadaniem, którego fragmenty pojawiają się w głowie, ale zupełnie nie w sensownej kolejności?
1927:  Pyta Helena.
1930:  Chodzi ci o to, że skaczą wątki?
1933:  Nie lubię takich opowiadań.
1936:  Ja zwykle robię tak wtedy, że omijam wątek, który mnie nie interesuje.
1942:  Wręciłem sobie, jak Krzysztof czyta głosem Scarlett.
1944:  Czy to chodzi o Scarlett Johansson?
1946:  Ja nie umiem mieć głosu Scarlett Johansson, moi drodzy.
1948:  Perfekcja, niedoskonałość, czytana Balrog.
1951:  Zgodzę się z tobą, że to jest w pewnym sensie przerost formy nad treścią, dlatego o wiele bardziej lubię inne pieśni.
1957:  Co sądzisz o motywie, gdy pisarz umieszcza swoją osobę jako bohatera w książce, na przykład Kingu Młodocznej Wieży?
1962:  Fajne to jest.
1964:  I tak długo jak długo nie jest to nachalne przesadnie?
1966:  To super.
1969:  Dobra.
1970:  Okej, już pamiętam, co to jest.
1975:  Jakie crossover!
1979:  Tak, tutaj trzeba niestety dość relatywnie szybko pokonać.
1984:  A wiecie, co ja myślę o relatywnie szybkim pokonywaniu?
1986:  Nienawidzę.
1991:  Już widzę, że jest za późno.
1994:  Tak, oni się za bardzo rozproszyli.
1996:  To jest niestety RNG, na które nie mamy wpływu.
2003:  No tak, to jest do restartu.
2008:  Chyba.
