🔴 Ucieczka z Aquantanamo | GENSHIN IMPACT Livestream #9
🔗 https://www.youtube.com/watch?v=NDXLEV8Fe7s

12:  muzyka muzyka muzyka
519:  Czy to jakiś dramat?
520:  Narwal jest w ostatnim akcie Fontaine, w najpiękniejszym, najsmutniejszym.
523:  Zero spoili, moi drodzy, w takim razie.
525:  Niedługo będziemy widzieć każdego pryszcza i każdą zmarszczkę Krzysztofa, pisze Pan Skorpion.
529:  A to oznacza, że będziecie widzieć bardzo dużo.
532:  Gdzie jest ten boss?
533:  Bo chciałem, żebyśmy zaczęli, moi drodzy, od walki z takim minibossem radosnym.
539:  Co tam?
539:  Gdzie jest miniboss radosny?
541:  Żebyśmy przynajmniej zobaczyli, jak działa ta nieszczęsna Furina, kiedy ma jakieś boosty.
545:  Bo jak dotąd nie udało się tego zrobić w sposób sensowny.
550:  Pozdrowienia dla Dominika, bossa.
551:  Dominik, boss, towarzyszy nam przy każdym starciu z bossem, a więc często.
556:  Przecież skończyliśmy Lies of Pi, gdzie walczyliśmy bez przerwy z jakimiś bossami, to było przerażające.
561:  Mam nadzieję też, moi drodzy, że nie będzie lagów tradycyjnie.
565:  Walczymy.
566:  Dobrze.
568:  Potrzebujemy, żeby się naładowały wszystkie umiejętności.
571:  Jean ma, jeśli pamięć nie myli, Favoniusa, tak, w związku z powyższym powinno się to ładować jakoś względnie szybko.
580:  Dobrze, mamy.
581:  Furina.
585:  Dobrze, dobrze, bardzo dobrze.
589:  Leczonko.
589:  O Boże, Furina nie ma swojego skilla.
592:  Dramat.
594:  Miej swojego skilla.
595:  Dobrze.
601:  Co to za time to go, jakie?
604:  Do tego bossa można iść bez robienia fabuły, ale to wciąż będzie spoiler, moi drodzy.
609:  Spoiler, nie sądzę.
611:  60 tysięcy to jest coś, co Eilan jest w stanie osiągnąć, moi mili.
617:  No oczywiście, że defense.
619:  Dlaczego walczę z tym bossem?
621:  Ponieważ równocześnie będziemy moi mili, w tak zwanym międzyczasie, starać się o to, żeby Charlotte była potężniejsza.
627:  Nie mieliśmy patrzeć, jak zdajesz maturę na woźb.
630:  To chyba miało być wtedy, kiedy będą matury.
633:  Tak mi się wydaje.
633:  Zobaczymy.
634:  Jeżeli chodzi o cele charytatywne, chcę, żeby było dużo i żeby były fajne.
638:  Oczywiście, że potrzebujemy jeszcze bardzo dużo tego.
640:  Dlaczego mnie to kompletnie nie dziwi?
642:  W ogóle, jest też bardzo sympatyczna rzecz, skojarzyłem to z tego względu, że są dla Szarlotki akurat potrzebne, zawsze ją będę nazywał Szarlotką,
652:  te materiały, a je łatwo zdobyć w jednym miejscu, gdzie jest przesympatyczny quest, moi drodzy.
657:  I on jest tak urokliwy, że aż wam go pokażę.
661:  To jest quest, do którego wracamy co jakiś czas, możecie go nie znać, ponieważ co jakiś czas, znacie go, bo to już jest przecież dawno temu zrobione, więc do tego questu trzeba wracać i on jest nieoznaczony.
675:  Takie zmarszczki, jakie pryszcze, konfabulacja rzeczywistości, oczywistości idealnej cery, pisze Marta.
679:  Bardzo bym chciał, żeby było tak, jak mówisz.
683:  Czy zauważyłeś, że Furinie zmienia się strój, jak użyje charge ataku?
685:  Oczywiście!
686:  I to jest piękne!
688:  Dzięki temu mamy dwie postacie, a nie jedną.
690:  Widzicie?
691:  Tu jest quest.
693:  I ten quest dotyczy tego sympatycznego Fokodelfina.
700:  Gdzie jest Fokodelfin?
702:  Jest!
705:  Zgubiłem go prawie.
707:  Fokodelfin?
708:  FOKODELFIN!
711:  Czy Sumer jest zdobywany na 100%?
712:  Oczywiście.
714:  Proszę bardzo.
715:  Blub blub.
717:  Wiedźmololbul.
718:  Niestety nie ma voice actingu, w związku z powyższym wiecie, jak to jest.
722:  Foko Delfina należy karmić co jakiś czas, konkretnie codziennie.
725:  Jest to najsympatyczniejszy quest, jaki widziałem w całym swoim życiu.
729:  Foko Delfin jest najwspanialszą postacią w ogóle w Genshin Impact.
732:  Gdybym mógł wishować po Foko Delfina, byłby na konstelacji szóstej.
737:  Daj na próg śpiewanie barki, znowu pisze MagdaM1.
740:  Progi oddam społeczności częściowo.
745:  Proszę bardzo.
748:  Czy będziemy mogli uwolnić fokodelfina, ale równocześnie wtedy nie będziemy mogli... To jest wodny jamnik, nie inaczej szwagrze.
755:  Ale wtedy nie będziemy mogli karmić fokodelfina lub wodnego jamnika.
760:  Czy coś mam jeszcze zrobić?
761:  Blub.
763:  Chyba nic.
765:  Czyli Fokodelfin jest zafrasowany tym, co się dzieje na zewnątrz.
769:  Cokolwiek się dzieje na zewnątrz.
771:  Zobaczmy, co się dzieje na zewnątrz wtedy.
775:  Jeśli chodzi o materiały do szalotki, to jest też sklepikarz z nimi tam, gdzie jest ta łódka pod ziemią.
778:  O, dobrze wiedzieć.
779:  Widzicie?
780:  Obrzydliwe, paskudne monstra niepokoją naszego Fokodelfina.
785:  Należy niezwłocznie zniszczyć obrzydliwe i paskudne monstra.
789:  Niestety nie mam w okolicy żadnego dobrego Monstrum do połknięcia umiejętności, w związku z powyższym musimy obrzucać chusteczkami higienicznymi lub kropelkami naszej śliny przeciwników i jest to smutne.
803:  W 2023 powinna być wszędzie opcja czytania tekstu w grach przez AI.
807:  Nie wiem Karolitko, nie wiem dlaczego Michał tego nie wprowadzi, bo to by kosztowało ich nic.
813:  Biorąc pod uwagę to, jakie oni mają nieprawdopodobne zarobki, to naprawdę jest to nie do wytłumaczenia.
817:  Jeszcze jestem w stanie to wyjaśnić przy jakichś mniejszych studiach.
821:  Apel Krzysztofie, czy możemy kiedyś obejrzeć pierwsze minuty starej bajki?
824:  Jest na YouTubie wszystkie psy idą do nieba.
826:  Główną rolę gra tam Jamnik.
828:  Posolona, wrzuć to bardzo cię proszę do komentarzy, do live'ów albo na wishlistę.
835:  Co ten YouTube?
836:  Nie słyszę Krzysztofa, wszystko inne na komputerze słyszę.
838:  Po mojej stronie jest wszystko w porządku, moi drodzy.
841:  Kartę mi wyciszyło bez powodu, pisze Magdemian.
843:  O Boże, najgorzej.
845:  Widzicie?
846:  Wodny jamnik nie jest już przerażony.
848:  Przecież to jest najśliczniejsze stworzenie ever.
851:  Jeszcze jedną rybę?
853:  Przecież mi się zaraz ryby skończą.
855:  Fulina jest częściowo zbudowana Just Whitely, brakuje mi tylko już materiałów z bossa, więc jest na poziomie szóstym.
862:  Ale jak na to, że jest na poziomie szóstym, to powiem wam, że naprawdę jest to potężna postać.
868:  O, proszę.
869:  Bardzo dobrze.
870:  Bardzo dobrze.
872:  Foko Jamnik jest już prawie zdrów.
875:  Będzie trzeba tutaj jeszcze wrócić.
877:  Świetnie.
877:  Mamy zrobione najwspanialsze rzeczy, jakie trzeba było zrobić.
879:  Teraz wracamy, moi drodzy, zgodnie z obietnicą do Guantanamo.
882:  Przepraszam, nie do Guantanamo, do Aquantamo.
885:  Aquantanamo.
886:  Aquantanamo.
887:  Ciężko to się wymawia.
890:  Czy mam sprawdzony sposób napisania spraw na maturze?
892:  Krzysztof, tak.
893:  To znaczy, pamiętaj, że ja nie zdałem matury, ale jeżeli chodzi o pisanie esejów, to jest uniwersalny sposób napisania wszystkich esejów.
901:  Mianowicie, wiem, że zawsze powtarzam to samo, ale hej, pytanie się też powtarza, więc po prostu postaram się zrobić w tym momencie film, a na razie szybko.
909:  Więc we wprowadzeniu postaraj się zrobić dokładnie to samo, co youtuberzy.
912:  To znaczy tak zwany hook-in.
914:  Zakotwicz uwagę czytelnika.
916:  Możesz to zrobić mottem, jakimś cytatem.
919:  Przejdź w każdym razie do rzeczy, bo jest bardzo często taki styl pisania rozprawek maturalnych, że od wieków trawa była zielona i ludzie podlewali trawę.
929:  W tym eseju zajmę się tym, dlaczego trawa rośnie w wielu miejscach na Ziemi.
933:  No nie, przejdź do rzeczy.
935:  Lepiej zdecydowanie zacytować kogoś inspirującego,
938:  i później przechodzisz do części głównej, gdzie analizujesz trzy przykłady na dowiedzenie czegoś, co wyprowadziłeś we wstępie, czyli twojej tezy, tego, co chcesz przekazać w eseju.
948:  Jak przez te trzy przykłady się przejdziesz, to już jest twoja sprawa.
951:  Możesz przywołać jakieś przykłady z literatury, z gier, z animacji, cokolwiek chcesz, ale schemat trójkowy pomaga bardzo mocno.
959:  A na samym końcu, no cóż, jest zakończenie.
961:  I w zakończeniu musisz przypomnieć, jaka była twoja główna myśl i czy te przekłady, które przywołałeś po drodze, przywołałeś, przywołałeś ogólnie, są dobre i czy rzeczywiście naświetliły tę tezę i sprawiły, że myślimy coś więcej na ten temat, niż myśleliśmy na początku.
979:  Podstawowa zasada pisania pierwszym zdaniem wciągnij czytelnika.
981:  Dokładnie tak.
982:  A bardzo często, ja nie wiem jak tutaj przejść, a bardzo często jest tak niestety, że uczą nas źle, niespodzianka, to znaczy uczą nas właśnie takiego lania wody we wstępie.
990:  Wstęp nie jest od lania wody.
993:  Dobrze, to chyba jest na tym piętrze, tak mi się wydaje.
996:  Może akwantanamo, moi drodzy, jest straszne.
999:  Pozdrowionka Bartku, mam nadzieję, że praca wkrótce już się skończy i będzie zasłużony wypoczynek.
1006:  Czy można się odwołać do trawy w grach?
1007:  Nieironicznie, jeżeli chcecie grę, gdzie jest najpiękniejsza mechanika, znaczy nie mechanika, gdzie jest najpiękniejszy styl animacji trawy, to jest to Ghost of Tsushima.
1017:  Mając C2 Furiny można sprawić, że będzie miała ona 100 tysięcy HP.
1021:  Nie będę mieć żadnego C2, niech mi Hojo spieprza ze swoimi obrzydliwymi taktykami naciągania ludzi na kolejne konstelacje.
1029:  Dobrze, czy to jest tędy?
1031:  Moi drodzy, nas znowu oszukują, ale założę, że to jest tędy.
1036:  Oby.
1038:  Twierdza normalna czy remaster?
1040:  No to chyba remaster już, nie?
1041:  W tej sytuacji, jak wyszedł.
1044:  Jeszcze kawałek aktu trzeciego i czwarty będzie po Aquantanamo.
1048:  Mam taką nadzieję.
1049:  Dobrze, to... O Boże, to jest to.
1052:  Moi drodzy, jeżeli czegokolwiek nauczyłem się w Lies of Pi, to szybkości, refleksu, błyskawicznych ataków i mistrzostwa oręża.
1065:  Czego się niestety nie nauczyłem, to zapamiętywania sekwencji.
1072:  Dzień dobry, królu Jumtsu.
1074:  Witam i dziękuję za wsparcie od 14 miesięcy.
1078:  No i... Aaa!
1085:  Udało się!
1091:  Robią z nas kretynów, moi drodzy.
1093:  To jest straszne.
1094:  Ale od tego jest ostatecznie więzienie, żeby człowieka udupić.
1100:  Swoją drogą, u Przemko Górczyka właśnie jest bardzo dobry wywiad.
1104:  Poświęcony temu konkretnie problemowi.
1106:  My tu wciąż jesteśmy na dio... No nie no, ja off-stream nie progresowałem, nic.
1112:  Przed Archontem, aktem piątym, polecam zrobić kwestii Nivleta przy Dahlia, zrobimy.
1116:  To jest w ogóle dobry pomysł.
1120:  Oprócz szkolnego sposobu pisania jest jeszcze jeden tragiczny sposób pisania.
1122:  Styl artykułu w internecie.
1124:  14 paragrafów, żeby przekazać o jedno oczywiste zdanie, pisze Piotr.
1127:  Mało tego, ja najbardziej nie znoszę tego stylu opóźniania, wiecie, meritum, właśnie po to, żeby jak najwięcej reklamek po drodze wskoczyło.
1136:  I to nie jest tak, że autorzy to chcą, tylko zmuszają do tego wydawcy.
1139:  To jest obrzydliwa praktyka.
1142:  Krzytof przez Lajsa wpisał się magiem dwuklasowcem z wojownikiem.
1146:  Tak.
1146:  Nikt, kto zainteresuje swoją życiem, nie byłby wdzięczny, żeby znalazł się w rynku z tobą.
1152:  Jednak... ty i ty jeszcze nie spróbowałeś zaglądać na wynik meczu z pankracją, prawda?
1172:  Czy mogę coś powiedzieć o Śląskim Festiwalu Nauki?
1174:  Patrzyłem na stronę, jeszcze się tam nie ma.
1176:  Nie mam pojęcia, ja będę tam na jakimś panelu dyskusyjnym, z tego co wiem, i będę jeszcze mieć jakiś krótki taki power speech na 20 minut, więc na pewno tam będę.
1184:  O, to mogę powiedzieć i zagwarantować, że będę tam w sobotę grudniową.
1189:  Czyli to chyba jest 9?
1190:  Tak mi się wydaje, że to jest 9 grudnia.
1192:  Dobrze, walki moi drodzy.
1200:  Przecież szanowny Wojciech Otochmanie, reporter, tak.
1206:  Więc nie czytałem nic Wojciecha Otochmana.
1208:  Ja nie lubię czytać powieści reporterskich, wiecie?
1212:  Ani mnie Kapuściński nie ruszał specjalnie, ani Hugo Bader, ani Mariusz Szczygieł.
1219:  Nie specjalnie rozumiem sens czytania tego, skoro mogę sobie odpalić, nie wiem, jakiś vlog prodróżniczy na YouTubie i na jedno wyjdzie.
1225:  Kuroi Yukihime dziękuję za wsparcie od 14 miesięcy i Dark Knight dziękuję za półroczne wsparcie.
1231:  Dark Knight się wita i my się witamy z Dark Knightem.
1233:  Natomiast Kuroi pyta, czy można jutro podbić na Imladisie.
1236:  Zawsze można podbijać, ja po to jestem na konwentach.
1242:  Wiesz co?
1244:  W ostatniej walce w Lies of Pi nie przeszkadza mi dzisiaj głos Paimon.
1251:  To powinno powiedzieć wszystko.
1253:  No, jak powinienem to powiedzieć?
1254:  To nie znaczy, że nie możesz tego zrobić, ale uruchamiam cię, żebyś najpierw zadał sobie więcej myśli.
1258:  Co?
1258:  Nie powinniśmy dostać się za długo.
1259:  Jaki jest problem?
1269:  O nie.
1270:  Koktajl jest zbyt gęsty i nie wychodzi przez dziurkę.
1273:  Cisza.
1273:  Cisza.
1277:  Nigdy nawet nie wybrałeś boksera i już wiesz o regułach?
1281:  Nie jesteś tylko silnym walczeniem.
1282:  Wygląda na to, że jesteś też dość zauważalny.
1285:  Powinienem ci o tym opowiedzieć, ponieważ już o tym wiesz.
1289:  Poza tym, myślę, że masz potencjał by być jednym z moich najlepszych klientów.
1294:  Myślę, że mogę cię zapłacić.
1295:  Poza tym, nie chcę nigdy stracić klienta jak ty.
1302:  Właśnie wszystko pogarsza to, że koktajl nazywa się koktajl właśnie.
1309:  Collins stara się bardzo nas przerazić, ale my wszyscy wiemy, że i tak nikt nie będzie nas w stanie pokonać.
1324:  Gdybym tak naprawdę zrobiła, nie bylibyśmy zapewnieni, że stracimy kupony?
1334:  Kto by to zrobił?
1334:  I co masz na myśli z tym, że coś złego się wydarzy?
1336:  Co ja wiem.
1336:  Muszę być głupi, żeby to zrobić.
1338:  Ale słyszałem historię o ruchu.
1340:  W zależności od rumorów, był tam masywny bokser, który posiadał niesamowitą umiejętność i potencjalność.
1347:  Nikt z jego przeciwników nie zauważył szansy, że coś się wydarzy.
1350:  I w końcu, organizatorzy powiedzieli mu, żeby wyciągnąć swój klub, bo wiecie, pierwsza zasada mówienia o Fight Clubie, nie mówimy o Fight Clubie.
1358:  I po tym, go nigdy nie widzieliśmy znowu.
1367:  O, pan Płot pisze, pozdrawiam wszystkich serdecznie, dziękuję za pozdrowienia, że dzięki Genshinowi poznał przyjaciółkę, z którą rozmawia więcej niż z ludźmi ze szkoły.
1376:  Gry łączą o niedzielę, jak powtarza Royo.
1378:  Proszę bardzo.
1381:  Proszę bardzo.
1384:  Za coś takiego należą się ciasteczka.
1386:  Przepiękne zdanie.
1389:  Bardzo lubiłem to, że Rojo też to głosił przez całe praktycznie swoją karierę na YouTubie.
1394:  Lajmos pyta, co zrobić, jeżeli okazało się, że jestem nie w tej grupie na kierunku, mam dwa projekty w drodze, dziekanat mówi, że nie da się nic zrobić, mimo że przez dwa miesiące nikt nie ogarnął.
1401:  Ja w ogóle bypassowałem Lajmos dziekanat.
1403:  Od razu szedłem do prodziekanat o spraw studenckich albo prodziekanat o spraw dydaktyki i zawsze wszystko załatwiałem.
1408:  Dziekanat to jest pierwsza linia frontu.
1410:  Ty chcesz od razu iść do generała.
1414:  Polecam zagrać Story Questa Furiny, choćby po to, żeby usłyszeć, jak ta w inteligentny sposób obraża Paimon.
1418:  Przekonałeś nas, Siwy Dym.
1419:  Dzisiaj gramy Story Questa Furiny.
1432:  Paimon postarała się zaprząc wszystkie swoje trzy szare komórki do myślenia.
1437:  Pytacie, dlaczego trzy?
1438:  Bo jedna odpowiada za kolor włosów, a druga szara komórka odpowiada za to, że Beza się unosi.
1443:  Nie.
1444:  Zawsze brał maskę, ale była w stanie ukryć jego identyfikację.
1447:  Nawet nie wiem czegoś o jego przeszłości.
1452:  Czarny!
1452:  Czarny, czy to jest ten krasnolud?
1454:  Co?
1454:  Będziemy?
1455:  Nie jesteś serio, czyż nie?
1458:  Zobacz, tutaj chciałem tylko być miłym i oczekować ciebie, a tu jesteś próbując go zniszczyć na celu?
1466:  Tak, brzmi dość strasznie, Paimon!
1475:  Dear Kay.
1483:  Wyznawca Rogatego Szura pisze esej na studia.
1486:  O, to jest ciekawy temat.
1489:  Na zaliczenie na temat dystansu narracyjny w grach.
1494:  Okej.
1495:  Czy polecisz jakieś tytuły, jak i publikacje na ten temat?
1497:  To wiecie co, od razu ci wrzucę jedną rzecz.
1501:  To znaczy jest taka książka, ona to jest książka Piotrka Kubińskiego, ona się nazywa Gry wideo zarys poetyki.
1507:  Ona powinna być dostępna w źródłach podejrzanej proweniencji i tam znajdziesz całe omówienie tego tematu pod hasłem emersja, czyli przeciwieństwo imersji.
1516:  Jak imersja nas zanurza, tak emersja sprawia, że mamy takie, moment, moment.
1520:  Ja gram w grę, w tej grze coś się dziwnego dzieje i nagle przestajemy być w tym fikcyjnym świecie i zdajemy sobie sprawę z tego, że jesteśmy w grze.
1527:  I przykładem tego jest chociażby Batman Arkham Asylum.
1530:  Tam jest taki moment, kiedy jest glitch na ekranie i myślimy, że się karta graficzna spsuła.
1536:  No oczywiście pod warunkiem, że nam ktoś tego nie zaspoilował, tak jak ja w tej chwili.
1540:  A po to się okazuje, że tak naprawdę Joker ingeruje i myrda świadomością Batmana.
1545:  Druga rzecz...
1547:  Call of Juarez?
1549:  Gunslinger.
1551:  Tam jest narracja w karczmie.
1555:  Wygracie sobie w Call of Juarez, strzelacie, rzeczy się dzieją, bo to jest western.
1559:  A w którymś momencie słyszycie, że ten narrator, który cały czas jest w karczmie, ma takie...
1568:  I w tym momencie, ponieważ wszyscy go chcą obudzić, ktoś tam rzuca przy stole.
1573:  I wtedy zaatakowali nas Indiani.
1575:  Nagle wyskakują wam zewsząd Indiani, zaczynają do was strzelać z łuku.
1578:  Wy nie wiecie, co się dzieje w grze.
1580:  No i później ktoś reaguje.
1582:  Ale jacy Indianie?
1583:  Nie było żadnych Indian.
1584:  I oni w tym momencie znikają z gry.
1585:  Więc to jest taki piękny przykład tego, jak można się bawić medium gry.
1590:  I tym, że jest właśnie taki dysonans między narracją, opowieścią, a naszą rozgrywką.
1595:  Super sprawa.
1597:  Przepraszam wszystkich mizofonów za chrapnięcie.
1599:  Ja nie znoszę chrapania, to jest dramat absolutny.
1604:  Paimon, to jest jak bajka z atomówek?
1606:  Boże, jak ja... Teraz się narażę wszystkim.
1608:  Nie lubiłem atomówek, ale... Lubiłem atomówki za humor, ale nie znosiłem kreski.
1614:  Ona była dla mnie obrzydliwa, to było dokładnie to samo, ten sam problem miałem z Laboratorium Dextera.
1619:  Świetna, świetna fabuła, się oglądać tego nie dało.
1622:  Znaczy oglądałem, bo i tak nie było wyjścia, ale nigdy tego nie lubiłem, zawsze lubiłem realistyczną kreskę.
1628:  Z wszystkich mediów, gdzie twierdzisz, że światotwórstwo gra największą rolę w grach, książkach czy serialach?
1640:  Wiesz co, posolona, problem jest taki, że to jest wartościowanie, a z tego staram się unikać, bo nie jestem w stanie sobie wyobrazić, żeby ktoś był lepszym światotwórcą od Tolkiena na przykład, ale równocześnie w grze nie jesteś w stanie opowiedzieć historii bez wytworzenia świata wcześniej, tak?
1655:  Ktoś musiał wymodelować to wszystko w Genshinie, natomiast w książce jesteś w stanie opowiedzieć historię bez kreowania świata, więc to raczej bym traktował jako...
1664:  warunek wstępny w niektórych mediach, a nie to, że to jest po prostu najlepiej zrealizowalne, czy najłatwiej i tak dalej, i tak dalej, bo to zależy od artysty.
1673:  O tak, jeszcze Ed, Edd n Eddy był strasznie paskudny graficznie, ale znowu, dobry satyrycznie, tak samo Krowa i Kurczak.
1681:  Lies of Pea wciągnęło, jakie soslajki polecam?
1684:  No to po Lies of Pea zagraj sobie w Sekiro ten Omnitrix, zobaczysz, jak wygląda dobre parowanie.
1691:  Jeszcze, jeszcze mamy jedną rzecz zrobić?
1694:  Nie.
1695:  Mamy 3900 na 3000, czyli wszystko jest git.
1701:  Tak!
1701:  Skip walk.
1704:  Work.
1704:  Tak, absolutnie.
1706:  Chcemy to.
1707:  Wszystko.
1709:  Dzisiaj kliknęłem skip.
1715:  Cicho, cicho, beza.
1717:  Nie chcę pracować.
1719:  Nie chcę pracować.
1720:  Jest piątek wieczór.
1722:  Nie pracuje się piątek wieczór.
1725:  Dziom dziorno il nostra arci mago dibasotti!
1729:  Dzień dobry Gnomeus, witamy serdecznie.
1731:  MagdaM1 pisze, że też miała problemy z bajkami z brzydką kreską, po prostu nie dało rady, a potem się słyszy jak ludzie chwalą, już szkoda, że trudno oglądać.
1737:  Ale, bo trzeba rozróżnić, nie?
1738:  Że fabuła Krowa i Kurczaka przezajebista, zabawna, natomiast kreska jak?
1748:  Ściśle to samo Karolitką mam z Rick and Morty, tak?
1752:  I z Bojack Horsemanem i z Futuramą.
1759:  Sosiek pisze, że musi iść do pracy za półtorej godziny.
1761:  O nie!
1763:  Najwyższe wyrazy współczucia.
1766:  Albo najgrubsze wyrazy współczucia.
1767:  Niuchacz, niuch.
1769:  W ogóle teraz... Widzicie, jaki jest autofocus rewelacyjny przy tym obiektywie?
1777:  Niuchacz może wyskakiwać nagle i... Boże, działa!
1782:  No nie do wiary!
1787:  Proszę...
1789:  I teraz musimy wydać 3000.
1790:  No okej.
1791:  Dobrze.
1798:  Może dlatego, że Dark Souls 1 ma takie światotwórcze niedoróbki, np.
1801:  pokoje zrobione tylko po to, żeby schował się przez nich przeciwnik, pisze Elentari.
1808:  Dark Souls 1 przed nami.
1812:  Teraz wniuchacze w 4K z autofocusem, tak.
1815:  Nowy model.
1816:  Dobrze.
1816:  LE-GRE-PLER!
1817:  Czy to są ich nazwy, czy wybrały sobie te nazwy?
1819:  No, ponieważ jesteś nowy tutaj, pomogę ci i daję ci trochę sugestii.
1831:  Mimo że Le Grappler jest ulubionym klubem, Demon Horde jest pierwszoklasowym, niesamowitym potencjałem.
1838:  Jest nas dwóch, pisze z Mocini do Cośka, ja też do pracy.
1842:  Nie mam szczęścia do streamów.
1843:  Bardzo współczuję wszystkim pracującym, piątkowy wieczór.
1847:  W ogóle z kim się widzę tak orientacyjnie na Imladrisie, kto się wybiera?
1851:  Czy oglądałem niebieskoakiego samuraja?
1853:  No właśnie Black Cat, jest w planach cały czas.
