O jedną balladę Jaskra za dużo — WITCHER 3 Livestream #7
🔗 https://www.youtube.com/watch?v=zaFDbGcnqS0

2:  Witajcie.
337:  Oj, denerwuje mnie, denerwuje mnie bardzo Zoltan.
342:  Do tego stopnia, że dobiorę sobie dwie karty.
348:  O tak, Vesemir!
352:  Haha, czy będę dalej prowadził kampanię suchych mumii, bo jest najciekawsza kampania jaką grałem.
359:  Tak, bo to jest kampania, którą przerzynałem z Kretesem.
364:  Ja wiem, ja wiem, ta wasza perwersyjna radość czerpana z obserwowania jak przerzynam w gry wideo.
374:  Ja wiem, ja wiem.
376:  Tak poważnie to może sobie podejmiemy, bo wiadomo już, co należy zrobić.
380:  To znaczy, trzeba spieprzać jak najszybciej wygrańcami Neheka stamtąd i od razu iść nie do Lustli, tylko do Arabii.
386:  No i wygrałem.
388:  Powiedział Geralt.
389:  Zadziwiające przy takiej amatorskiej talii.
391:  Co to za pocisk?
393:  Jaki skandal!
395:  Dobrze by było, jakbyś trochę podreperował tę swoją talię, żebyś wstydu nie robił przed obcymi.
401:  Opierdol swojego kumpla Rosha, bo podobno ma dobre karty.
407:  Dlaczego?
408:  Dlaczego dostaliśmy taki opierdol od Zoltana?
413:  Ojej, widzę, że padło prawdziwe imię Borsza Trzykawki, tudzież Złotego Smoka, którego nie wymówię, przykro mi.
421:  Tak?
425:  Hrabia Kurt Dysart?
427:  W sprawie ogłoszenia?
430:  Chcieliście wynająć Wiedźmina, tak?
433:  Tak, ale nie byle łachudrę.
436:  Słyszy się różne opowieści o tych obłąkańcach ze szkoły kota.
438:  A ty z której jesteś?
438:  Ze szkoły wilka.
439:  A tak, dobra szkoła.
440:  Znałem jednego wiedźmina stamtąd.
462:  Barnaba?
463:  Nie, jakoś nabę.
465:  Zresztą, nieważne.
467:  Przejdźmy do rzeczy.
470:  Niedawno nabyłem posiadłość na wschód od Nowigradu.
474:  Za bezcen, bo sprzedawca bardzo się śpieszył.
478:  A teraz się dowiaduję, że budynek ponoć jest nawiedzony.
482:  To by tłumaczyło ten pośpiech.
485:  Ja tam w duchy nie wierzę, ale moi ludzie mówią, że w nocy budynek się trzęsie, aż tyng leci i nawet ziemia się rusza.
494:  Dałoby się coś z nim zrobić?
499:  Złucham?
500:  Jeszcze nie wykonali zadania i już upominasz się o pieniądze?
507:  Wolę się upewnić, czy w ogóle opłaca mi się tym zajmować.
510:  Przeszła taki do Nowigradu i od razu przewraca mu się w głowie.
516:  No więc ile według ciebie będzie mnie to kosztować?
519:  Milion koron.
521:  Pahahahaha!
524:  267?
524:  Mowy nie ma.
529:  Zgoda.
533:  O!
533:  Hrabiunio się zgodził.
534:  Mogę to sprawdzić.
536:  Jak tam trafić?
545:  O, cudownie.
550:  Dziś dzień pocisków o etenpeców, macie słuszność.
553:  Czy z kimś jeszcze możemy porozmawiać?
555:  Czy ten ubogi mieszczanin powie nam, że ma i tak więcej pieniędzy od nas?
565:  Rozumiem.
566:  Eee...
568:  Nie.
569:  Czy jeszcze coś jesteśmy w stanie znaleźć tutaj interesującego nas?
575:  Tak, grałem w Genshin'a.
577:  O, plakat.
583:  Prishtille na ostatnim streamie mieliśmy niewysłowioną przyjemność wysłuchać.
594:  Jeszcze sprawdzamy, co tutaj jest.
595:  Ja mam przeczucie, że coś znajdę.
597:  Mówię wam, na pewno coś znajdziemy.
600:  Zaklinacz koni.
603:  Dobrze, nie znaleźliśmy.
606:  Idziemy zatem do łaźni, żeby porozmawiać z Sigim Roivenem.
612:  Kiedy ostatni raz mówisz włosy?
614:  Przepraszam?
614:  O, trzep się!
616:  Co jest?!
618:  To jest już trzeci pocisk!
621:  Byliśmy u Balwierza niedawno.
625:  Zwanego także Cyrulikiem.
631:  Zwanego także Golibrodą.
636:  Dobrze, tu jest jeszcze Karczmarz, więc wiedziony doświadczeniem.
640:  Karczmarz Oliver.
644:  Inspirowana poezją mistrza Jaskra.
646:  Znasz o zimorodku, co wpadł do wychodku?
650:  Tak, znam.
650:  O księżniczce Wandzie, która utopiła się w rzece dup... No, w każdym razie zimorodek zawsze jest otwarty dla miłośników poezji.
660:  Występują u nas prawie... Rzeka dupa.
663:  Nie, nie, trzeba popić.
667:  Co dzisiaj serwujecie?
670:  Tak, trzeba było Wiedźmaka Nairo Kaza zrobić, macie rację.
673:  Boże, widzę ryby, a w patchu 2.1 do Genshin Impact zostało wprowadzone łowienie ryb.
682:  Pomyślałem sobie, ha!
684:  Łowienie ryb!
685:  Cóż, nigdy tego nie robiłem, ponieważ trudno mi sobie wyobrazić nudniejszą czynność na świecie, to może w grze wideo?
692:  Odpalam tę całą mechanikę, łowię sobie, łowię i patrzę, hoho, jedna z najlepszych broni jest do wykraftowania, za ryby!
699:  Tak, z ryby będzie powstawała broń, dobrze.
701:  W jakiś sposób sprawiłem, że suspension of disbelief zadziałał, zgodziłem się na ten fakt, po czym zobaczyłem, że trzeba do tej nieszczęsnej broni jakichś 60 ryb.
711:  Dla kontekstu, w ciągu jednego dnia w Gęszcinie można złowić maksimum 4.
718:  To jest gra, która w typowy sposób wyzwala miłość i nienawiść jednocześnie.
726:  Niesamowite.
730:  Dlatego ja jestem w stanie w gęsi nagrać tylko i wyłącznie bardzo ograniczony czas, nie jestem w stanie tego robić na wizji, ponieważ mnie ta gra nieprawdopodobnie w sposób, w nieprawdopodobny sposób wkurwia.
742:  Miecz z rybik ości, dokładnie.
745:  Ooo, ale my teraz będziemy, będziemy rozmawiać ze skurwilem juniorem, o, jaka wspaniałość.
753:  Później sobie ogarniemy tę posiadłość ze zlecenia.
756:  Oczywiście, że... Czekajcie, czekajcie, czekajcie, czekajcie.
759:  F5.
761:  Haha, dobrze, dobrze przypuszczałem.
764:  Dobrze przypuszczałem, że Geralt nie jest w stanie przeżyć takiego upadku.
770:  Mi przypomina film Upadek z Michaelem Douglasem.
774:  Mówicie, że trzeba kraść ryby od ludzi w innych światach.
776:  Powiedział nikt nigdy.
779:  Ooo, jest i łaźnia.
788:  E. Krzysztof 1, grawitacja 0, tak?
798:  Koncepcja brzytwy Okhama?
799:  Bardzo lubię.
800:  Uwielbiam używać brzytwy Okhama.
802:  Trzeba odcinać wszystko to, co jest niepotrzebne i zostawiać wyłącznie Netflixa i gry komputerowe.
809:  Muszę się spotkać z właścicielem.
810:  Wiem, że tu przebywa.
811:  Cóż z tego, skoro jest zajęty?
815:  W poprzednim podejściu Skurwiel Junior został zaszlachtowany przeze mnie.
822:  Zajęty czym?
822:  Odejmuje ważny
826:  W takim razie powiedz mu, że przyszedł jeszcze jeden ważny gość.
829:  Geralt z Rivi.
830:  Nie odejdę stąd, dopóki z nim nie porozmawiam.
832:  No dobrze, spróbuję.
835:  Geralt, jeżeli chcesz się gdzieś dostać, to powiedz, że jesteś rzeźnikiem z Bleviken, to wtedy cię wpuszczą natychmiast.
841:  Właśnie myślę, że tutaj na pewno będzie Dijkstra.
845:  Zigi Roiven zaprasza.
847:  Ja nazywam się Hatten.
850:  Geraltowe negocjacje pod dziekanatem.
852:  Tak, Wiedźmin w dziekanacie to byłoby bardzo ciekawy fanfic.
856:  Spotkanie odbywa się właśnie.
858:  Wpierw jednak przejdziemy przez szatnę... Junior jest w Oxenfurcie, nie?
861:  Chodźmy.
861:  Ooo, tak.
870:  Eunuch Happen.
871:  ...tutaj chce się rozebrać.
872:  Ekwipunek będzie bezpieczny.
873:  Eunuchu, what has happened?
874:  Słucham?
875:  Aha, słucham.
880:  Mój ulubiony eunuch to wciąż jest Lord Varys.
884:  Ukradniemy wszystkie rośliny z doniczek.
886:  To jest dokładnie to, co robię, jak przychodzę do swoich znajomych.
889:  Żartuję, ja nie jestem w stanie utrzymać żadnej rośliny.
895:  Czy ja się zgubiłem w łaźni właśnie?
907:  Tak, zgubiłem się w łaźni.
910:  Schowaj swoje... Rozbierz się?
912:  Dlaczego?
913:  Ja się nie chcę rozbierać.
915:  Wiedźmin bez swoich dwóch nagich mieczy jest nikim.
924:  Jest i Gerard!
925:  Conan O'Brien, jak odgrywał Wiedźmina, śmiał się, że nikt nie ma tak ciasno zawiązanego ręcznika w historii nie tylko elektronicznej rozgrywki, ale popkultury.
939:  Happen?
940:  Gdzie jest Happen?
941:  Ja się znowu zgubiłem!
944:  Gdzie?
945:  Gdzie jest Happen?
947:  Happen?
948:  Happen?
951:  Tak, to jest ten moment, w którym... Dobrze.
959:  Dzień dobry.
961:  Dzień dobry.
964:  Kurtyzana ma przerwę.
965:  Fatalne wiadomości na dzień dobry.
971:  Przepraszam?
973:  Pięknie.
980:  That's what she said.
986:  Eunu happen.
987:  Dobrze.
988:  Follow the damn dots!
990:  Tak!
991:  Wiecie, to dlatego, że ja mam...
994:  Ja w sobie mam taki duży sprzeciw wobec podążania za kropkami.
999:  Eunuch Happen nie chce już z nami rozmawiać.
1001:  Koński podryw.
1004:  Gdzie jest Ziggy Royven?
1005:  Spokojnie, Tasak.
1014:  Proszę, jakie dziary.
1015:  Dlatego, że ten zbir jest dziarski.
1019:  Trzeba popić.
1038:  Nie twój interes, tego nie będziemy mówić, ponieważ mamy na sobie tylko ręcznik.
1065:  O nie!
1065:  Ja nie mam uzbrojenia!
1067:  Gdzie są moje eliksiry?
1069:  Myślicie, że gdzieś Geralt schował ze z tym ręcznikiem skitrał eliksiry?
1093:  Piąchy!
1094:  O nie, o nie.
1098:  O tak!
1103:  To jest ten jeden, jedyny moment, kiedy Dijkstra chwycił za broń.
1108:  Są znaki?
1110:  Dobrze, bardzo dobrze.
1116:  No cóż.
1119:  Dobrze, jest Quen i jest Igni, ale nie mamy eliksirów.
1125:  Ciach!
1128:  Człowiek skurwiela juniora zginie!
1132:  Harad!
1133:  O nie!
1134:  O nie!
1134:  O nie!
1135:  O nie!
1135:  O nie!
1136:  Quen!
1145:  Dlaczego mnie kompletnie nie dziwi, że my już giniemy?
1156:  Dobrze, na szczęście tłusty Zygmunt Dijkstra zrobił za nas absolutnie wszystko i my musieliśmy tylko u nich wylać.
1164:  Przepraszam za ten incydent.
1167:  Ochrona zawiodła i wyciągnę z tego konsekwencje.
1170:  Ręcznik jest bardzo ciasno zawiązany.
1173:  Wyciągnij z tego konsekwencje.
1176:  Nie zaczynajmy od początku, szczególnie przy gościu.
1184:  Przyszedł na moment przed atakiem.
1186:  Przypadek?
1187:  Nie sądzę.
1189:  Sam się wytłumaczył.
1190:  Szukam Skurwiela Juniora.
1196:  O, ciekawe.
1196:  Czego chcesz od Vileya?
1213:  Hehehehe.
1229:  Nie, nie, pamiętajmy, że Dijkstra może i jest przy kości, ale pod spodem ma górę mięśni.
1235:  Tak, gladiatorzy.
1236:  Powiedział nikt nigdy.
1267:  Chcę dostać skurwiela i wygląda na to, że muszę go dorwać przed Tasakiem.
1272:  Tasakowi łatwo nie pójdzie.
1274:  Junior potrafi się ukrywać i cechu jego chłopski spryt.
1278:  Cóż, na mnie już czas.
1280:  Powodzenia w poszukiwaniach, Wiedźminie.
1282:  Dziary do ciebie jutro, French.
1284:  Dokończymy rozmowę.
1286:  To co, może się ubierzemy?
1288:  Niezły pomysł.
1289:  A potem pogadamy już w cztery oczy.
1294:  Dobrze, i teraz... O!
1295:  Cięcie!
1295:  Albo w dowolnym polskim mieście.
1320:  Gdzieś czytałem statystykę, że co miesiąc powstaje ileś kościołów w Polsce i to była przerażająca liczba.
1326:  A potem się dowiedziałem z filmów sekielskich, że pod kościół nabywa się ziemię z 90% upustem, a potem można ją sprzedać, jak się już przeksięguje pomocą geodety na inną, z dużym zyskiem, haha!
1344:  To przykro mi to słyszeć, to Dijkstra będzie złośliwsze.
1347:  Przykro mi to słyszeć.
1349:  Przykro ci?
1350:  No, to dobra sprawa.
1352:  Jak jeszcze wyrazisz ubolewanie, to pewnie cudownie ozdrowieję.
1357:  Słuchaj, Rojwe, a właściwie Dijkstra, bo nie jestem w nastroju na zabawę w pseudonimy i inne szpiegowskie gierki.
1364:  Przychodzę w konkretnej sprawie.
1366:  Jak chcesz wysłuchać, o co chodzi, to wysłuchaj.
1368:  Jak nie, daj sobie błyskotliwe riposty i po prostu wywal mnie za drzwi.
1373:  Ale jest piękny ten Kubrak.
1377:  O nie, my tak uwielbiamy wpadać.
1403:  W ogóle znakomicie dubbingowana postać.
1406:  Dlaczego ty, Bedlam, nie chcecie wojny z Juniorem?
1412:  Zawsze powtarzałem królowi Wizimirowi, że wojna nie rozwiązuje żadnych problemów.
1418:  Ona rodzi problemy, które trzeba potem rozwiązywać innymi środkami.
1424:  Za poczynaniami skurwiela ktoś stoi.
1427:  Nie chcę zawijać Juniora, dopóki nie dowiem się, kto to jest.
1435:  A wspólnicy znają twoją przeszłość?
1437:  Wiedzą, że naprawdę nazywasz się Zygizmund Dijkstra i byłeś szefem redańskiego wywiadu?
1441:  Gdybym razem z Tasakiem, Bedlamem i Juniorem zbudował młyn i meą mąkę dla okolicznych chłopów, to bylibyśmy wspólnikami.
1451:  Bo to, że musimy się często dogadywać, nie czyni z nas partnerów.
1459:  Marta poleca kanał Widzę Głosy, gdzie są rozmowy z aktorami dubbingującymi.
1464:  Obczaję.
1471:  Może faktycznie warto popytać na mieście.
1474:  Nawet jeśli junior siedzi w ukryciu, to nie mógł odciąć się od dochodów.
1479:  Skurwiel czerpie zyski głównie z hazardu.
1481:  Kontroluje największe kasyny w mieście.
1484:  Pamiętam, jak hierarcha Hemelfart przegrał tam kiedyś swój pierścień z rubinem i wybuchła awantura.
1492:  Jest też arena w podziemiach pod miastem.
1494:  Dochód z zakładów jest niewiele mniejszy niż z kasyna.
1498:  Tam zawsze żyją ochroniarze.
1500:  Możesz też sprawdzić dom Skurwiela w Nowigradzie, ale wątpię, żebyś go tam zastał.
1509:  Gdzie znajduje się kasyno?
1511:  Niedaleko, wiesz, straży miejskiej.
1514:  Oficjalnie Skurwiel nie ma żadnych związków z kasynem, więc uważaj, co mówisz, żeby nie wzbudzić podejrzeń.
1523:  To gdzie jest ta arena?
1526:  W kanałach, pod Złotą Dzielnicą, ale wejście jest w kwartale Biedoty, na Okrawka.
1531:  Być może dzięki temu znajdziemy wreszcie wejście do kanałów.
1534:  Juniorów wiele dobre walki.
1536:  Pewnie chciałby zobaczyć na własne oczy Wiedźmina w akcji.
1539:  Będziemy grać wszędzie.
1540:  W kasynie też.
1541:  Tylko tam na ostrych save'ach.
1543:  Ja mówię, że skurwiel ma dom w mieście.
1546:  To całkiem zacna posiadłość.
1548:  Tuż za mostem wiodącym na wyspę świątynną.
1551:  Ale junior jest za sprytny, żeby tam siedzieć.
1555:  Księża nie lubią nowego ładu, bo stracą przywilejowane składki zdrowotne.
1559:  To partie rządzące ma przerąbane.
1562:  Spróbuję znaleźć juniora w kasynie albo na arenie i chyba pogadam też z Tasakiem.
1568:  Rób jak chcesz, tylko bądź ostrożny.
1571:  Skurwiel na pewno spodziewa się kontrataku.
1573:  Idź już, Wiedźminie.
1579:  A, gdybyś miał problemy ze znalezieniem skurwiela, wróć do mnie.
1583:  Znam te kanalie i może coś wymyślimy.
1586:  Jesteś w kontakcie z Radowidem?
1589:  Ha, ha, ha.
1590:  Widzę, że żarty się ciebie trzymają.
1593:  Nie, nie jestem z nim w kontakcie.
1599:  Ale ma śliczny golfik Dijkstra.
1602:  Nie wybaczą ci konspirowania z Filipą, a ja...
1606:  Radovid nie wybacza nikomu i nigdy, a już zwłaszcza czarodziejkom z loży.
1613:  Właśnie, Marto, nie zrobiliśmy tajnej misji pod mostem i liczę na to, że dzisiaj zrobimy, jeżeli mi się uda znaleźć wejście, w co wątpię.
1622:  A co z Filipą Eilhart?
1623:  Masz jakieś wieści?
1625:  Same dobre.
1626:  To znaczy?
1641:  To potrafi zniszczyć niejedną przyjaźń.
1644:  Myślę, że to jest taki moment, w którym już czujemy, że to nie jest to, co kiedyś.
1650:  Od szpiega do przestępcy.
1652:  Ciekawa przemiana.
1653:  Tak naprawdę to jedno i to samo.
1657:  Teraz!
1658:  W imię ideologii.
1659:  Dobrze.
1686:  Słuchaj, wiesz może, co się stało z Jaskrem?
1689:  To samo, co ze wszystkimi, którzy nadepną juniorowi na odcisk.
1693:  To znaczy?
1695:  Siedzi otoczony churysami, które karmią go pasztecikami ze słowiczych języków i poją młodym winem.
1702:  Czy... Jad Dijkstry mógłby rozpuszczać najtwardsze z metali?
1712:  Lutnią.
1713:  Jak dla mnie, to może sobie tam gnić i z Waltornią w dupie.
1720:  Nie, nie, nie.
1721:  To jest mój humor, zdecydowanie.
1724:  Jakiś opryskliwy się zrobiłeś.
1726:  Co cię chodzi?
1727:  Przepraszam.
1728:  Jak widzisz, pod tym małym klimakterium nachodzą mnie nagle w fale gorąca i szybko się donarwuję.
1735:  Piękne.
1736:  Bikstra, wiesz, że nie możesz mieć klimakterium, prawda?
1739:  Wiem, bałwanie.
1740:  Wiem też, że nic się tak naprawdę nie obchodzą moje problemy.
1744:  O co chodzi?
1746:  Przejrzałeś mnie.
1747:  Potrzebuję roboty i myślałem, że może coś mi zlecisz.
1750:  Jakiś potwór te sprawy.
1755:  O!
1759:  Wiem, co to będzie za zlecenie.
1761:  Troll.
1766:  Gdzieś wyczytałem, pisze Sermo Vento, że Sapkowski wziął nazwisko Dicksta od jakichś ciężarówek.
1770:  To brzmi jak... Sapkowski to samo Ciri wziął z listy klientów, jak pracował jeszcze jako finansista.
1778:  Czy jadłem pasztet z jelenia?
1781:  Nie, Nadio, nie jadłem.
1782:  Kurczę!
1784:  Fajnie byłoby.
1785:  Nie byłoby zjeść taki pasztet.
1789:  Rozumiem, że poza tym mi jeszcze zapłacisz.
1791:  Nic za darmo, co?
1793:  Ciekawe, czy byłeś taki wyszczekany, jak cię Emhy najmowo.
1796:  Ej!
1797:  Ej!
1797:  Ej!
1798:  Ej!
1798:  Ej!
1799:  Ej!
1799:  Ej!
1800:  Nie wiem, o czym mówisz.
1803:  Jesteś najgorszym kłamcą, jaki byłeś.
1806:  Dobrze, że nie potrzebuję cię do pokera.
1810:  Tak, zapłacę ci, zapłacę.
1813:  To jak, mogę na ciebie liczyć?
1818:  Może ci pomogę.
1819:  O co chodzi?
1821:  On Dijkstra, ale... nowego krawca proponuje.
1824:  Takie... takie... Między kuziczkami ci się robią!
1826:  Dobrze.
1826:  To może być trudne, biorąc pod uwagę przygody Geralta.
1854:  71. poziom.
1855:  Jeszcze jeden i ulepszona zbroja Gryfa jest nasza.
1862:  Sekretne wejście.
1867:  Tak, Dijkstra napuchł od namoczenia się.
1874:  Z doświadczenia wiem, że przy Dijkstra nie warto zgrywać głupa, bo to się źle dla nas skończy.
1879:  To prawda, ale nie mogę się powstrzymać.
1882:  Ileż my mamy rzeczy do zrobienia?
1887:  Tylko dlaczego żaden z tych questów to nie jest ten, który związany jest z Dijkstrą?
1892:  To jest rzecz, która mnie zadziwia.
1894:  Zrobimy sobie taktyczny zapis i sprawdzimy, o co chodzi.
1902:  Czuje się ewidentnie nie tak.
1907:  Zadania poboczne, może tutaj to jest.
1910:  Boże, ile mamy do zrobienia!
1917:  Pijak z Ochsenfurtu, widzicie, już jest za... ...zakolejkowany.
1931:  W książce Dijkstra miał ponad 2 metry i walczył 100 kilo.
1937:  Nie, chyba to jest ten quest, który mamy w tej chwili.
1940:  No dobra.
1941:  Schodzimy za Dijkstrą.
1945:  Geralt, przeżyłeś?
1948:  No, Geralt!
1950:  Ty taki silny, taki męski jesteś, Geralt.
1955:  Przeżywasz upadek z metra.
1958:  Bart, przestań w tej chwili.
1964:  Ja zły, przeze mnie zignieba Torfunna.
1970:  Walenie głową w mur tego nie zmieni.
1973:  Jak ja boli, ja mniej myśli.
1977:  Jak mniej myśli, ja mniej smutny.
1983:  A ja teraz bali.
1989:  Brzmi jak moje życie.
1990:  Dijkstra nigdy się nie uśmiecha, nawet jeśli się uśmiecha.
1993:  Ale Ziggy mnie zabra.
2023:  Troll na ministra edukacji.
2024:  Zdecydowanie jest to dobry kandydat.
2028:  I hate sand!
2028:  Okej.
2028:  Mmm, jaki...
2050:  Jakiego Torfuna?
2051:  Fortuna?
2052:  Serio?
2052:  Faktycznie.
2070:  Ma to sens.
2070:  Dijkstra jest jak Louis Litt.
2073:  Pozdrowienia dla tych, którzy oglądali Suits.
2097:  Bardzo, bardzo przykro.
2099:  Taka praca.
2105:  Zgoda, pomogę ci.
2108:  Jakoś nie tryskasz entuzjazmem.
2111:  To przez wiedźmińskie mutacje wypierają nas z zamachu.
2114:  Inaczej skakałbym ze szczęścia.
2117:  Biedny troll.
2118:  Omijają go te wszystkie szpile retoryczne, które latają w powietrzu.
2123:  Zamieniam się w słuch.
2130:  Ktoś widział, co tu się stało?
2132:  Poza Bartem?
2133:  Nie.
2134:  O tym skarbcu wiedzieli tylko depozytariusze.
2137:  No i złodzieje.
2140:  A czy w dniu ataku działo się coś podejrzanego na górze?
2143:  W samych łaźniach?
2144:  Happen zarzekał się, że było spokojnie.
2146:  Stali by walcy, mały ruch, żadnych ekscesów.
2150:  Cholerna sielanka.
2155:  Jaka była wartość tego wszystkiego?
2157:  Tak mniej więcej.
2158:  A co?
2159:  Chcesz wyliczyć, jakie dostaniesz znaleźć?
2162:  Tak!
2164:  Za dobrze cię znam.
2165:  Po prostu wolę wiedzieć, czego szukam.
2168:  Trzy skrzynie Nilfgaardzkich florenów, kufer szmaragdów, rubinów i topazów, srebrne lichtarze i półmiski.
2174:  Długo by wyliczać.
2175:  Cała Torfuna.
2180:  Wszystko przez Barta.
2184:  Jest taki pisarz, Andrzej Bart, mainstreamowy, bez związku.
2191:  Rozumiem, że złodzieje weszli przez tę dziurę za twoimi plecami.
2194:  No, bystry jesteś.
2197:  Gratuluję, kurwa, domyślności.
2199:  O co jeszcze spytasz?
2200:  Który mamy rok?
2202:  Jak się nazywa król Redanii?
2204:  Nie, ale zastanawia mnie na przykład, skąd ta dziura się tu wzięła.
2208:  Nic tu nie było.
2211:  A potem bum i była.
2217:  Ja chciał zobaczyć.
2218:  Ale nie zobaczyć.
2222:  Tylko spać.
2232:  Bo złe grzyby.
2234:  Złe wbarta głowa.
2237:  Jakie znowu złe grzyby.
2239:  Pleśń popsa.
2241:  Jej zarodniki są tak trujące, że parę wdechów i po tobie.
2244:  No, chyba że jesteś trollem.
2248:  Chyba jestem.
2249:  Jesteś?
2251:  Jesteśmy znowu w krainie grzybów.
2253:  Nie mówię do ciebie, baranie.
2255:  O czym to?
2256:  A, pleśń.
2257:  No, pełno jej w kanałach za skarbcem.
2260:  Myślałem, że to dobrze, wiesz.
2262:  Dodatkowe zabezpieczenie, ale złodzieje jakoś to obeszli.
2267:  Widziałeś ich bard?
2270:  Jak ja wyjść przez dziura zobaczyć, co było bum, to oddychał grzyb i zasnął.
2282:  A jak już nie snął, nie ma wcale torfuna.
2286:  A ja zły troll.
2289:  Bardzo zły troll.
2295:  Już, już, nie rozklejaj się.
2300:  Bum?
2301:  Możesz to rozwinąć?
2302:  BUUUUUM!
2305:  Taki tu... Oh, Boże.
2308:  Bach, Trach, Łubudu i Bęc.
2317:  Pozwól, że ja rozwinę.
2321:  Wybuch rozpierdoli ścianę dzielącą kanały od skarbca.
2325:  Perfekcyjne.
2326:  10 na 10.
2326:  Całe życie pracuję z nim.
2332:  Tak, tak, tak.
2335:  Brawa dla Dijkstry.
2337:  Próbowałeś pójść tropem złodziei?
2339:  Oczywiście.
2340:  Wziąłem jednego osiłka, fonsa, na tyle tępego, żeby nie zadawał pytań.
2345:  Łyknęliśmy po antidotum na popsa i weszliśmy do kanałów.
2348:  A chwilę potem wróciłem sam.
2350:  Co się stało?
2351:  Chłopak zaczął strasznie bekać, ale także aż echo szło.
2356:  Mówię, Fons, przestań.
2358:  Jesteś w towarzystwie hrabiego, byłego wprawdzie, ale zawsze.
2363:  No i wtedy się pożygał.
2365:  Antidotum przestało działać.
2368:  Próbowałem go wyciągnąć, ale usłyszałem takie jakby bulgotanie i coś wylazło z wody.
2374:  Cenię życie moich ludzi, ale swoje bardziej, więc rzuciłem Fonsa w cholerę i pobiegłem do wyjścia.
2384:  To źle, oczekiwałem, że będzie smakowało jak czerwone z Bokler.
2388:  Ale dopracowane nawet jest proteza na nodze Dijkstry.
2415:  Dobra, zaraz porozmawiamy z Bartem, ale wpierw zapis.
