Zemsta wierzchowca | RED DEAD REDEMPTION 2 Livestream #10
🔗 https://www.youtube.com/watch?v=RKwPFQD_Ob4

330:  Muzyka Muzyka
1217:  Wszystko dlatego, że jest zbyt gorąca herbata.
1221:  Nie można pić zbyt gorącej herbaty.
1225:  Co się dzieje z czarnym podczas procesu pozyskiwania mleka?
1228:  No właśnie, to jest dobre pytanie.
1230:  To jest bardzo dobre pytanie.
1231:  A może jest tak, a już wiem, po prostu niedokręcony termos.
1235:  Oblał się kara za szkalowanie Lighthouse.
1238:  Ja nie szkaluje Lighthouse, ja szkaluje recenzje, które mówią, że Lighthouse jest wybitny dlatego, że jest czarno-biały i że jest kwadratowy.
1244:  To jest tak kretyńskie, że się w głowie nie mieści.
1252:  Dam, dam, dam, dam, dam, dam.
1258:  Wszyscy nas tu biją, wszyscy nas tu biją.
1262:  Morgan Reap, Morgan Reap.
1270:  To mi przypomina, że część druga pierwszej symfonii Mahlera, czyli, a może trzecia, to jest właśnie Panie Janie, tylko zagrane w rytmie Marsza Żałobnego.
1283:  Fantastyczna sprawa.
1285:  Liga Sprawiedliwych Zakaz Najdra też jest kwadratowa i wersja czarno-biała istnieje.
1288:  Czy to znaczy, że to jest wybitne czterogodzinne dzieło kultury?
1291:  To jest bardzo dobry argument, którego będę teraz nieustannie używał.
1295:  Czy nie mam problemu z wracaniem do gry po takim długim czasie?
1297:  Czy po prostu nigdy nie pamiętam, co ostatnio robiłem bez różnicy?
1299:  To drugie.
1301:  Dobra, to był szubrawiec Lemain, ale nie wiem, co on chciał od nas.
1304:  Prawdopodobnie chciał nas zabić, jak wszyscy.
1307:  Wiecie co?
1309:  Zrobimy kiedyś stream czarno-biały.
1314:  Zrobimy kiedyś stream czarno-biały.
1317:  Mam już pewien pomysł z tym związany.
1319:  Tylko mi po tym przypomnijcie potem.
1322:  Witamy Cytrusa.
1327:  Dobrze, chłopie.
1328:  Jesteście gotowi?
1330:  Oczywiście.
1330:  Co jeszcze wiecie o tym chłopie?
1332:  Nie wiele.
1332:  Tylko, że jest mały, mały, gruby, europejski, który oczywiście ma moc i pieniądze.
1341:  No, słuchaj.
1342:  Jeśli wchodzimy tam i zaczniemy strzelać to miejsce, chłopie będą strzelić, to zapewniam.
1354:  Lepiej tak?
1354:  Będziecie mieć dużo bezpieczeństwa.
1356:  Nie ma kogo, kto będzie się strzelił, Arthur, więc wszyscy po prostu zrelaksujcie.
1358:  Będziemy szaleni.
1359:  Musi być.
1359:  Jesteś w porządku, John?
1360:  Chyba.
1360:  Dzień dobry, panie.
1360:  Mamy zaproszenie do spotkania z panem Brontem.
1362:  Kim jesteście?
1382:  Dutch Plan van der Linde.
1385:  Czy to jest John Marston?
1387:  Marston?
1387:  Marston, chyba.
1411:  JP Morgan, przestań się poddawać.
1414:  Po prostu JP Morgan się szyguje do robienia pompek.
1417:  On jest takim czadem, że nawet się nie poddaje.
1424:  Gościu, masz źle zawiązaną muszkę.
1441:  Dlaczego zabierasz swojego córka?
1446:  Przepraszam.
1446:  Powiedziałem, dlaczego zabierasz jego córkę?
1455:  Nie mamy z tobą żadnych problemów, panie, ani z nami.
1462:  Ale jeśli chcesz zacząć, to będzie wiele ludzi umarłych w tym pomieszczeniu, zanim to się skończy.
1475:  Więc... wchodzisz w moją miasteczko, czujesz się jak cholera i wyglądasz tak.
1480:  I wchodzisz do mojej domy, zanim będziesz mała, i mówisz mi, jak zareagować?
1485:  Zapytasz mnie, żeby pokazać mi kompozycję.
1489:  Nie pokazałem ci już jakiejkolwiek kompozycji, po prostu pozwalając ci się odpocząć w mojej obecności.
1495:  Mnie, Federico Tortellini!
1497:  Teraz...
1505:  Jesteśmy prostymi ludźmi krajowymi.
1509:  Wszystko, co mamy, to jedno inne.
1513:  I wy wyjechaliście, i zabraliście swojego syna przez pewne dysputacje z jakimiś inżynierami.
1521:  To nie ma żadnego znaczenia z każdym z nas.
1524:  Nie masz żadnego znaczenia z zniszczeniem biznesu licytu!
1526:  Jesteśmy nienawidzącymi przeciwnikami.
1529:  I to, czego my nie byliśmy nienawidzącymi... No, my pewnie byliśmy ignorującymi.
1535:  To był J.P.
1536:  Morgan.
1563:  Więc... Czy mój przyjaciel może mieć córkę?
1568:  Oczywiście, oczywiście.
1572:  Ale... Czy powinienem być bezpośredni z zrozumieniem?
1577:  Oczywiście wiem, że nie chcesz tego, co?
1578:  Nie.
1581:  Nie, nie, nie.
1583:  Więc co o tym?
1583:  Wyprodukujesz dla mnie prostą pracę i dostaniesz córkę.
1591:  Co to jest?
1591:  Kilka ludzi przyjeżdżają do grubień w cmentarzu.
1595:  To jest świetne miejsce.
1598:  Najlepsze.
1598:  Uwielbiam tego gościa.
1600:  Uwielbiam cię!
1601:  Widzisz, nie tylko przyjeżdżają do desekracji śmierci, ale też robią to bez zapłacenia za życie.
1607:  Widzisz, mój mężczyzna... Oczywiście, on jest mały, więc może ty też, Adolf.
1611:  A?
1613:  A ty, panie van der Linde?
1616:  Powiedz mi więcej o moich mądrościach.
1622:  Salute.
1623:  Salute.
1637:  Wowa One pyta, kiedy stream z Minecrafta.
1639:  To jest bardzo proste pytanie i równie prosta odpowiedź.
1642:  Nigdy.
1646:  No ale... Ale Włosi nie powinni nosić Fezu.
1654:  To nie ma sensu.
1655:  Będziesz się podłączył?
1659:  A gdzie jest malaria?
1661:  To jest malaria.
1663:  Dobrze.
1665:  Nigdy nie zrozumiałem tego konia, po prostu nigdy.
1670:  Ma czerwoną grzywę, chude pęciny.
1674:  Patrzcie, jakie te pęciny są chude.
1678:  Ma również przerażony wzrok.
1681:  Konia, który wie, co się za chwilę stanie.
1684:  I warkocz na kuprze.
1694:  Wiesz, gdzie jest cmentarz?
1698:  Myślę, że tak.
1699:  To jest tam, gdzie są groby.
1700:  To naprawdę niesamowite.
1705:  Wiesz, zrobiłeś dobrze, trzymając twój brzuch tam.
1717:  Ufasz jednemu słowu, które wychodzi z twarzy?
1721:  Nawet nie wiemy, gdzie jest Jack.
1722:  Słuchaj, znaleźliśmy Brontę.
1726:  Wytrzymaliśmy się w niej.
1729:  Wtedy jest z nimi.
1730:  Wszystko podjęte, mogłoby się zmniejszyć.
1731:  Ten biedny chłopiec.
1732:  Nie byłem dla niego dobrym ojciecem.
1736:  Mam nadzieję... że jest w porządku.
1737:  Będzie w porządku.
1741:  Zastanowiłem się...
1746:  Braithwaites zostaną trzymać Jacka.
1750:  Za wszystkie pieniądze, które dostaliśmy, musieliśmy je wysłać tutaj, żeby nie mogli się do niego dotrzeć.
1756:  Dajmy im do ciebie.
1756:  To nie tak.
1759:  Chodź, wstań tu!
1762:  Więc, w każdym razie... Ale... Bronte wie, że teraz nie ma Braithwaites, żeby go zapłacić.
1769:  Jack nie jest już zbyt przyzwyczajony do niego.
1772:  Zróbmy to po prostu.
1786:  Niech Niemcy zajmą resztę.
1787:  Mam tylko nadzieję, że masz rację.
1796:  Masz problem?
1797:  Nie.
1797:  Okej.
1797:  Myślę, że to wszystko.
1797:  Bądź mężem.
1798:  Zajmij się chłopcami przed nami.
1800:  Chodź.
1807:  Zawsze tak słyszałem swoją drogą.
1809:  Krzysztof, dlaczego nie chcesz napić się syropiku bananowego?
1816:  Wszystkie dzieci lubią syropik bananowy!
1821:  Powiedziała mi kiedyś lekarka, pediatrka autentycznie i ja powiedziałem, no, ale ja nie lubię.
1827:  Ale wszystkie dzieci lubią syropik bananowy!
1834:  No, generalnie zawsze mnie fascynowało, dlaczego jest taka narracja, że jeżeli wszyscy coś robią, to też trzeba to robić.
1843:  Tak, to jest rant na syropik bananowy.
1845:  Syropik bananowy jest obrzydliwy.
1849:  Czemu bez przerwy tracimy naszą latarenkę?
1855:  O, kubusie z marchewką, następna rzecz.
1857:  Okropność.
1859:  Więc jeżeli każdy youtuber się wybił na Minecrafcie, to wniosek na tym, że Krzysztof nigdy tym nie tknie.
1871:  Skoro przed maturą trzeba robić dzień wolnego, to co dopiero na studia, kiedy egzaminy są dzień za dniem?
1875:  A tam dzień za dniem są, tylko w sesji, dlatego trzeba zrobić tak, żeby mieć sesję jak najszybciej za sobą i potem w trakcie sesji zrobić sobie labę i pójść na ciężkie picie, tak się studiuje.
1891:  Chyba tędy.
1898:  Kubuś, najpyszniejszy z marchewów.
1899:  Dajcie spokój, sok, który wygląda tak, jakby... To jest mętny sok.
1906:  Sok nie może być mętny.
1910:  Syrop to lek.
1910:  Tak, tak, syropik bananowy to był lek przypisywany przez pediatrę.
1915:  Okej, teraz będziemy walczyć w Globowcu Lestrange'ów z Gellertem Grindelwaldem.
1922:  Wreszcie!
1923:  Po tak długim czasie strzelania wreszcie będzie trochę magii.
1926:  Schmidt!
1931:  Gardner!
1934:  Allen!
1936:  Dutch Movie, keep it down.
1937:  Tymczasem JP Morgan wywrzaskuje nazwiska ludzi na grobach.
1945:  Ale Krzysztof, przecież każdy lubi mdły, obrzydliwie słodki smak syntetycznego banana.
1949:  Właśnie.
1950:  Nie zadajemy sobie pytania, jaki jest sens banana.
1953:  Witamy żabcie na czatach.
1956:  Liczyłem, że tu będzie więcej nazwisk.
1958:  Russo!
1960:  Ziąziak!
1962:  Russo!
1964:  Wybitny myśliciel.
1967:  Autor traktatu Emil o wychowaniu, który równocześnie oddał dzieci do przytułka.
1974:  To jest autentyk.
1977:  Ale Krzysztof, przecież to jest wybitne dzieło o wychowaniu, klasyka pedagogiki.
1982:  Pedagogowie od dawna specjalizują się w mówieniu różnych mądrych rzeczy na temat szkolnictwa, po czym robieniu w praktyce czegoś zupełnie innego.
1994:  Ale oczywiście stawiajmy na reformatorów, a nie na radykałów.
2010:  Czy ja?
2011:  Czy ja?
2012:  Znowu słyszę.
2020:  Aha.
2024:  Właśnie niestety znowu zaczęło ścinać dźwięk.
2026:  Mam nadzieję, że to jest chwilowa sprawa.
2031:  Ale macie dowód, że to nie jest kwestia u mnie hardware'owa, tylko to jest kwestia Red Dead'a.
2036:  Po ostatnim update'cie się to zaczęło dziać.
2043:  Czyli znowu nie mogę przełączać sceny.
2045:  Fantastycznie.
2047:  Tak, to przy loadzie znika.
2049:  Co za kretynizm.
2055:  Włącz typ okna bez ramek.
2057:  Jest taki włączony.
2060:  Ale na wszelki wypadek sprawdzę, ponieważ to też się wyłącza, co też jest bardzo irytujące.
2063:  Ehm, ehm.
2069:  Tu jest absolutnie wszystko, włącznie z trybem dla daltonistów, ale nie ma tego, co mnie interesuje.
2075:  Pewnie będzie w grafice.
2080:  Rodzaj ekranu, okno bez krawędzi, jest wszystko okej.
2092:  Jakim prawem John nas kolnął?
2096:  Gdzie jest moja lampeczka?
2100:  Witamy Dziabowski, dzięki za wsparcie wam od 7 miesięcy.
2104:  Palitka pisze, że pije tyle kubusiów, że jej rodzina mówi, że jej się skóra robi pomarańczowa.
2125:  Nie, kochani, to nie jest kwestia, to nie jest kwestia tej konkretnej gry, bo przy wszystkich innych jest w porządku.
2131:  To jest kwestia update'u, który zrobił Rockstar.
2133:  Tylko wiecie, streamerzy nie są tak dużą grupą klientów, żeby natychmiast to poszło do patch notes i zostało naprawione.
2139:  Tu!
2145:  Witamy Nadię!
2149:  Okej.
2154:  Słyszę psa.
2157:  Ale klimacik jest.
2161:  Okej.
2165:  Ale możemy zabrać bimber.
2173:  Oho?
2175:  On mi zaczął przerywać.
2176:  Czyli to nie jest, moi drodzy, kwestia...
2180:  Musimy zrobić twardy load niestety, ale jestem zdenerwowany z tego względu.
2187:  A, nie mogę teraz zapisać, świetnie.
2190:  Tak, muszę zrobić twardy reset, nie ma wyjścia.
2197:  Tyle w temacie Scumbria, w temacie Pstrąg.
2204:  Tak.
2205:  Dobra, dobra, dobra optymalizacja, świetna optymalizacja.
2211:  Chyba tylko ta co zawsze, moi drodzy, tak.
2217:  Jest 60 Hz włączone.
2220:  Dzięki, że chcesz pomóc, ale naprawdę to się dzieje nam tylko w tym tytule.
2223:  Przeskoczyliśmy ostatnio na streamach przez 3?
2228:  4 gry?
2230:  No i nie było tego problemu.
2233:  Jest Rockstar, który zrobił update.
2236:  To było dokładnie tydzień temu i od tego momentu mamy problemy z Red Deadem, a mnie się konfiguracja nie zmieniła.
2245:  Na PS4 nie sądzę, żeby był ten błąd.
2247:  To jest błąd tylko przy szerowaniu ekranu.
2250:  Dobra, zobaczymy, czy będzie już okej.
2252:  Pilnujcie mnie, żebym nie zmieniał sceny.
2254:  Dramat.
2256:  Absolutny dramat.
2260:  Czy w Cyberpunk'a 77 warto grać?
2264:  Nie warto grać, ponieważ ta gra nigdy nie zostanie naprawiona z tego względu, że ona nie ma zawartości.
2269:  Recenzenci w 90% się mylą, twierdząc, że głównym problemem tej gry są błędy.
2276:  Głównym problemem tej gry jest brak zawartości i nieodpowiednie dostosowanie rodzaju zawartości tej gry do gameplayu i do gatunku, który ona reprezentuje.
2286:  Gdyby to był looter shooter multiplayerowy, super i jeszcze bym nie grał wtedy, więc podwójnie super.
2294:  Takiej zawartości, którą oni musieliby tam dodać przy obecnych nakładach, które CD Projekt Red ma, nie da się dodać.
2301:  Musieliby zrezygnować z robienia... Gdzie my jesteśmy w ogóle?
2306:  Czy my naprawdę musimy to od zera zrobić?
2310:  Redzi musieliby w tym momencie zrezygnować z robienia Wiedźmina IV, a tego nie zrobią, ponieważ mają duże problemy.
2318:  Więc jeżeli dodadzą questy,
2320:  No to będzie dokładnie tak samo jak z główną linią fabularną.
2324:  To znaczy, skończyłem główną linię fabularną, przestanę być zainteresowany grą.
2329:  Skończę te questy, wyczerpię zainteresowanie się grą moje w pół godziny, dwie godziny, może cztery, może sześć, ale tyle.
2340:  Czemu wszystkie gry muszą być tak obecnie zbugowane?
2343:  W 2006 Sonica zjedli za takie coś, obecnie jest to normą.
2346:  No, niestety.
2348:  Głównie oczywiście chodzi tutaj o to, że gracze bardzo wiele wybaczają.
2351:  Za wiele.
2356:  Dokładnie, Wilderman.
2358:  Wiedźmin to jest bycia albo nie być Redów w tym momencie, zgadzam się.
2362:  No, słuchaj.
2373:  Point and clicky?
2374:  Nie lubię specjalnie point and clicków, Łukaszu.
2379:  Dla głównej linii fabularnej warto ograć Cyberpunka, tak, jak już jest naprawiony, to tak.
2387:  Ale raz.
2389:  Wyczerpać wtedy wszystkie questy i aktywności i potem już nie ma powodu wracać do tego świata.
2395:  Przepraszam, panie.
2396:  Mamy zaproszenie do spotkania z panem Brontem.
2398:  Kto jesteś?
2399:  Zabierz waszego bossa tutaj i teraz, żebyśmy mogli porozmawiać o tym jak mężczyźni.
2414:  Aidan pisze, że gry są zabagowane, bo mogą być zabagowane.
2417:  Wypuszczenie łatki na 2006 był jeszcze problemem, teraz pchnie się update na Steamie i ma się w nosie.
2421:  No na przykład tak jak Rockstar zrobił, tak?
2423:  Pchnął update, który crushuje mi grę.
2425:  To samo zrobił przecież Creative Assembly.
2428:  Pchnął update, który crushuje Warhammera, tylko że akurat fabuła Red Dead Redemption 2 jest tak fantastyczna, że nie mamy Rage Quita.
2436:  A przy Warhammerze III zaliczyłem pierwszego i ostatniego Ragequita na tym kanale, a trzeba tym z was, którzy nie śledzili przygód w Soulslike'ach, wiedzieć, że nie zaliczyłem Ragequita i przy Dark Souls 3, i przy Elden Ringu.
2455:  Dobra, czy jesteśmy w stanie to skipnąć?
2458:  Błagam.
2459:  Dobrze, jesteśmy w stanie to skipnąć.
2461:  Okej.
2463:  Jak Wiedźmin jest ostatnią deską ratunku, to musi być to multi-coby z Battle Royale i budowaniem baz.
2468:  Coś, co się może nie udać.
2469:  Jezus, nie przeraża mnie nawet Mika.
2473:  Ja się tutaj porypawię Red Deadem, bardzo mi się podoba fabularnie.
2476:  Uważam natomiast, że ta gra cierpi na przesyt mechanik.
2480:  Nie, nie aktywności, ale mechanik.
2487:  Audyt UX-owy by się przydał.
2490:  Jestem pewien, że przejechałem przez to wcześniej.
2496:  To naprawdę niesamowite.
2499:  Wiesz, zrobiłeś dobrze, trzymając twój język tam.
2501:  Czy wierzyłeś w jednego słowa, które wydarzyło się tak szybko?
2504:  Nie wiem nawet, gdzie jest Jack.
2505:  Słuchaj, znaleźliśmy Brontę.
2509:  Wyszedliśmy tam.
2512:  Wtedy jest z nimi.
2512:  Wszystko oznaczone, mogłoby być o wiele gorsze.
2518:  Ciszę trochę teraz grę, bo będziemy czytać sobie czatę korzystając z tego, że to już znamy.
2522:  To zapytaj, tam mi pisze Kłudzi, jest prawda, problem w tym, że nikt już się nie bawi w zatrudnianie testerów, zanim coś się pchnie na produkcję.
2527:  Co więcej, testerzy są jedną z najgorzej opłacanych w ogóle grup w GameDevie, co jest strasznie irytujące, ponieważ de facto to powinni być jedną z najlepiej opłacanych grup, bo to od nich zależy w zasadzie być albo nie być firmy i produktu.
2541:  Cześć, Skylander.
2542:  Piszę, że jest tegoroczny matur, czy będzie jakiś film na temat matur?
2546:  Już było sporo, bo ja pisałem ogólnie o egzaminach na przykład.
2550:  Zastanawiam się, czy zajmować się incydentalnie tą maturą, bo ja uważam, że matura jest zła niezależnie od tego, czy jest w 2019, 2018, 2017 czy 2137 roku.
2561:  Jest dokładnie taki sam model, zmieniane są tylko drobne rzeczy, a prawda jest taka, że założenie tego egzaminu jest złe od samego początku.
2571:  Więc to zależy od tego, czy się pojawi jakiś temat, który mnie strigeruje wyjątkowo.
2576:  Dlaczego Rockstar się cały czas bawi w gry liniowe bez wyborów dialogowych i tak dalej?
2580:  Bo tak najłatwiej jest zadbać o napięcie narracyjne.
2584:  Zobaczcie, jak Redzi wyłożyli się nad napięciem narracyjnym Wiedźmina III, które sobie biegnie sobie.
2592:  A aktywności poboczne biegną sobie sobie, nie?
2595:  W tym sposób powyższym są od siebie oderwane.
2598:  I niektóre firmy wolą kontrolować w pełni to, w jaki sposób robi się gry.
2601:  Co więcej, nawet niedawno był na grach online materiał, że gry liniowe powinny wrócić.
2609:  Egzaminy na studia byłyby lepsze wstępne?
2611:  Oczywiście, że byłyby lepsze, o czym wiem, ponieważ je prowadzę, między innymi.
2615:  Na drugi stopień, na AG Husu, wszędzie egzaminy wstępne.
