Aż poleje się krew | RED DEAD REDEMPTION 2 Livestream #13
🔗 https://www.youtube.com/watch?v=bdrxTeJEYD8

168:  © PTA & TVP
817:  Dziwi się wykładowcom, którzy muszą robić egzamin w sesji, aby nie było obcisk kategorii na ostatnich zajęciach.
821:  A to fakt.
822:  To fakt.
824:  Chociaż niektóre uczelnie nie pozwalają robić na zajęciach egzaminu, tylko dopiero pierwszego dnia sesji.
832:  Co się znowu dzieje?
840:  Dzień dobry.
841:  Co złe, to nie ja.
842:  Chcę się przywitać.
851:  Ech...
861:  Okradłem zabitych.
862:  Aha, czyli nie udało nam się.
864:  Oczywiście, że nie udało nam się pomóc, ponieważ w ciągu jednej sekundy zabiłem dwóch złoczyńców i Raubritterów na szlaku.
872:  Z pewnością było to zbyt opieszałe z mojej strony.
882:  Ja nic nie mówię.
883:  Gdzie jest malaria?
885:  Malaria nas obeszła.
886:  Nieprawdopodobne.
887:  Ich nie dało się uratować.
888:  Smutne.
891:  Miłosz pisze, że wrzuca teraz pracę do archiwum prac dyplomowych, mimo poprawnego wzoru i formatu pliku wyskakuje błąd.
896:  Och!
897:  Ja najbardziej lubię w archiwum prac dyplomowych specjalny formularzyk, bo biedni wykładowcy nie umieją napisać recenzji, bo o!
909:  Na jedną stronę A4 za dużo pracy!
913:  Napisał na 60 stron pracy dyplomową, ale jedna strona to jest za duża praca.
916:  Za dużo pracy!
917:  Trzeba zrobić formularz!
918:  Formularz, o tak, jak rozbijemy jedną recenzję na stronę A4 na pytania i to zamiast tej recenzji będą takie akapity, które stworzą tę jedną stronę recenzji, to to będzie wtedy formularz i będzie obiektywnie.
942:  Mhm, tak.
945:  Obiektywnie, bo jest formularz.
947:  Nie ma żadnej... Wiecie, nie ma kartki.
951:  Na kartce to wykładowca może sobie napisać tu dwa ucha, tam dwa ucha, a tu dupa, która słucha.
957:  W formularzu tego nie napiszę, bo formularz jest obiektywny.
961:  W formularzu nie napiszę tu dwa ucha, tam dwa ucha, a tu dupa, która słucha, bo tam będzie limit znaków.
967:  I mu się zmieści tylko tu dwa ucha, tam dwa ucha, a tu dupa, która słucha na przykład.
973:  Widzicie?
975:  Ochrona studentów przed nieobiektywnymi wykładowcami w ten sposób.
979:  Który raz przechodzę?
979:  Pierwszy raz Red Dead Redemption jest przechodzony.
981:  Będziecie mieli moją autentyczną reakcję pod sam koniec.
987:  Dlaczego wszędzie mamy grzywne?
989:  O, tu jest cmentarz.
991:  Nie byliśmy na pewno na cmentarzu jeszcze.
994:  Czy tutaj są zombie?
996:  Jeśli tak, to niedobrze, ponieważ nie mamy magii ognia.
1002:  Krzysztof, będę niedługo oceniał krótką publikację na temat testów klinicznych z Twojego studenta, co polecasz zamiast ocen ocena opisowa?
1007:  Tak.
1008:  Po prostu tak.
1010:  Nawet jeżeli ma się to kończyć jakąś 3.0, 3.5, 4.5 i tak dalej, to dałbym do tego, ja tak robię zawsze, jeżeli mnie ktoś zmusza do oceny numerycznej, to daję na akapit komentarz swój.
1020:  Co ciekawe, najtrudniej jest pisać komentarze pozytywne.
1024:  Komentarze negatywne łatwo napisać, bo można się skupić, o tu jest błąd, tu jest błąd, można było zrobić inaczej.
1029:  A pozytywne?
1030:  O, ciężko.
1031:  A najciężej jest napisać komuś, kto jest dobry, ale nie jest bardzo dobry.
1035:  Wow, to dopiero jest trudne.
1036:  Jak zmotywować takiego człowieka potem, nie?
1040:  Więc tak, tak, zdecydowanie ocena PiS-owa.
1042:  Ocena PiS-owa to jest i tak najlepsze rzecz, jaką wymyśliła cywilizacja i coś, co zawsze było na uczelniach, dopóki nie przyszli na uczelnie gryzipiórkowie, formaliści i stwierdzili, że będzie wszystko obiektywniej w formularzykach.
1057:  Zabawnie jest, jak na obronie przewodniczący komisji się spieszy, przerywa prezentację w połowie, a potem gada przez telefon.
1061:  To jest chamstwo.
1062:  To jest tak nie wolno robić.
1064:  Tak nie wolno robić, minister Lipiński, absolutnie.
1066:  W Red Dead Redemption 1 są zombie, naprawdę.
1070:  Proszę bardzo.
1072:  Red Dead Redemption and Zombies.
1074:  A?
1075:  Od razu lepiej brzmi.
1078:  Grzywnę można spłacić na poczcie.
1080:  Tak, robiliśmy to bardzo często, ale sprowadzało się to do tego, że potem wychodziłem z poczty i natychmiast ktoś mnie atakował.
1088:  Bez żadnego powodu.
1090:  I momentalnie grzywna rosła do tysiąca.
1094:  Skandal.
1097:  Zresztą zobaczcie, zaraz coś się stanie.
1099:  Buff and Ren.
1102:  Rent.
1103:  Bałem się, że Kylo Ren w kąpieli.
1106:  Kylo Ren w kąpieli byłby jeszcze gorszy niż Kylo Ren z nagim torsem.
1120:  Pracownik poczty.
1123:  Odbierz pocztę.
1128:  Przesyłka otrzymana 8 dni temu.
1130:  Przesyłka otrzymana 7 dni temu.
1132:  Brzmi jak ja odbierający pocztę autentycznie.
1135:  Dobrze, opłaćmy te grzybne.
1141:  Coś z dzierstwo i skandal.
1144:  Dobrze, teraz musimy wszystkich witać.
1147:  Przynajmniej 6 osób musimy powitać.
1150:  Zostałem upomniany w komentarzach pod poprzednimi Red Deadami, że należy to robić, bo będziemy mieli obrzydliwe zakończenie.
1160:  Właśnie.
1160:  Człowiek chce coś uczciwie zrobić, gra go z musa do rozbojów.
1163:  Absolutnie.
1164:  Dzień dobry.
1165:  Dzień dobry, dobry człowieku.
1167:  Wyglądasz jakbyś był żywcem wzięty z Olivera Twista Dickensa.
1174:  Dlaczego nie mogę drugi raz jej powitać?
1175:  Chciałbym.
1177:  Czy grałem w The Walking Dead?
1178:  Pyta Rebecca Cloud.
1180:  Od Telltale?
1181:  Tak.
1182:  A w Star Wars Skywalker Saga?
1185:  Nie, w Lego Star Wars nigdy nie grałem.
1189:  Npc pamiętają przestępstwa nawet jak się je spłaci?
1192:  Naprawdę?
1194:  Nie miałem tej świadomości.
1197:  Nie miałem tej świadomości, Maciejka.
1200:  Aleś mnie zaskoczył teraz.
1201:  Ale ja nigdy nie zmienię outfitu.
1203:  Dlatego, że to jest outfit JP Morgana.
1206:  I co teraz?
1214:  Dlaczego nie można konsumować na zajęciach, Tomku?
1216:  Coś, czemu?
1217:  Nie rozumiem tego kompletnie.
1219:  Chyba, że załatwię orzeczenie, że muszę?
1221:  Co?
1222:  Cóż za absurd.
1226:  Cóż za absurd.
1227:  Krańcowy absurd.
1231:  O, malario?
1233:  Przyjrzyj się.
1234:  Tak byś wyglądała... Tu, tu.
1237:  Malario.
1238:  Proszę bardzo.
1238:  Tak byś wyglądała, gdybym nie karmił cię ciastkami owsianymi.
1243:  Gdzie twoja wdzięczność?
1246:  Nie widzisz?
1246:  To ja ci poświecę.
1248:  To byłoby twoje truchło, gdyby nie moje... Czy malaria naprawdę zaczęła teraz srać?
1262:  Nie!
1263:  Nie!
1264:  Nie!
1265:  Nie, nie, nie!
1267:  Nein, nein, nein, nein, nein!
1271:  Nie wolno tak!
1274:  J.P.
1274:  Morgan świeci w poszukiwaniu konia, który będzie dla niego lepszy.
1280:  Skandal.
1286:  Wydaje mi się, że jak kluczowe momenta podejmuje dobre wybory, to dostaje duży boost do honoru.
1294:  Jesteśmy tak za połową.
1297:  Ja jestem zawsze szarym Jedi, ale wannabe Sithem.
1301:  Dobrze, kochani, lecimy do fabuły.
1303:  Obiecałem, że dzisiaj będzie dużo fabuły i dzisiaj będzie dużo fabuły.
1307:  Jedziemy do Dejak Dupa, czyli do Dacza.
1311:  Takiego konia jak malaria to ze świecą szukać, coś takiego.
1315:  Grabka pisze, że wykładowca kazał mu ogarnąć oświadczenie, że musi notować na iPadzie.
1319:  Aha, aha.
1321:  Znaczy ja miałem raz taką sytuację, nie wiem, czy wam już o tym opowiadałem, bo to jest moja stała anegdota, jak na bardzo potrzebnych zajęciach, na studiach, co to było?
1332:  Były tak potrzebne, że aż nie pamiętam.
1334:  Notowałem na laptopie i autentycznie babka z drugiej strony sali powiedziała, a co to pan Maj tam ogląda?
1343:  Może pokaże pan Maj, co ogląda nam, żebyśmy my też oglądali, a ja powiedziałem, no pornole oczywiście oglądam.
1351:  Pani była bardzo zdruzgotana moją odpowiedzią, bardzo.
1356:  Nie wiem dlaczego.
1359:  Człowiekiem jestem i nic ludzkie nie jest mi obce.
1362:  Natomiast zdecydowanie nie było to odpowiedź, której szukała.
1368:  Też udało mi się ostatnio wygrać z administracją jednej z uczelni, przypadkowo nie chodzi o moją uczelnię, mianowicie z uporem maniaka nie pozwalono mi wysłać umowy podpisanej podpisem cyfrowym.
1379:  W związku z powyższym powiedziałem w którymś momencie, no to mamy pad, bo ja mogę podpisać tylko w ten sposób, nie będę wysłał tego pocztą, nie będę wydawał na to pieniędzy, nie będę jechał do innego miasta i nie będę podpisywać.
1391:  I była piękna reakcja.
1393:  No to w takim razie panu nie zapłacimy, ja powiedziałem, okej!
1399:  Nie spodziewali się tej odpowiedzi.
1402:  I oczywiście, że można było wysłać umowę cyfrowo.
1404:  Oczywiście, że można było.
1406:  Mateusz Zdekujawia, dziękujemy za wskoczenie na nowy poziom trybutariuszowania i wspierania i jamniczenia.
1412:  Jak to miło z twojej strony.
1413:  Widzę, że się czat zajamnicza stosownie.
1419:  Dokument w Wordzie, ciekawe do oglądania.
1421:  O bogowie, dokument w Wordzie.
1426:  Dobrze, czy my idziemy we właściwym kierunku?
1428:  Tak, o dziwo.
1433:  Plan wydarzeń pornoli?
1434:  To jest ciekawe, o czym mówicie, ponieważ Umberto Eco kiedyś napisał tekst, jak rozpoznać film pornograficzny.
1441:  Troszeczkę się już zestarzał, bo jest tam parę szowinistycznych dowcipów, które mógł sobie Umberto Eco podarować, ale jest jedna rzecz słuszna, mianowicie Umberto Eco jako semiotyk, czyli człowiek zajmujący się badaniem znaków i narratolog, czyli człowiek zajmujący się badaniem narracji, stwierdził bardzo rezolutnie i słusznie, że film pornograficzny rozpoznaje się po przydługiej przedakcji.
1462:  Wiem, to jest bardzo niszowy humor, ale still humor.
1468:  Witamy Miszę i Damiano i Misję Siąkę i Martę Foryś.
1473:  Witamy wszystkich przybyłych, żeby obserwować piękny, zapleciony w warkocz ogień ma... ogień, haha, wannabe, ogon malarii.
1485:  Co do jedzenia, na zajęciach pisze dr Faf.
1488:  W gimnazjum koleżanka musiała jeść na zajęciach, bo miała cukrzycę, a na lekcji z wicedyrektorką.
1494:  Ta miała pretensje i stwierdziła, że jak już ma robić to bezgłośnie.
1503:  What the actual fuck?
1506:  Dlaczego?
1508:  Co jest?
1509:  Malaria porzuciła nas w raju solsiarzy na bagnie.
1517:  Jak tak można?
1519:  To będzie ta misja.
1521:  Chaty za każdym razem mówiły, że to będzie ta misja.
1526:  Krokodyle?
1527:  Witamy Oscara i Tomeczka przy okazji.
1530:  Nie zauważyłem krokodyla.
1533:  Ja bym zauważył krokodyla, dopiero jakbym był już spożyty w połowie przez niego.
1537:  Nie.
1538:  Tak.
1543:  Co to jest?
1544:  Co to jest za znacznik?
1545:  Nie znam tego znacznika.
1547:  Stanowisko dla koni?
1549:  Na jakim etapie jestem w Elden Ringu?
1552:  Przyszedłem Elden Ring!
1554:  Na live'ach przyszedłem!
1556:  Walczyliśmy z Elden Beast.
1557:  Nowa gra plus będzie zaś, jak wyjdzie DLC pierwsze.
1567:  Nadia Lewi pisze, że filmy erotyczne są swego rodzaju sztuką, bo nic tam konkretnego się nie dzieje, jest dużo sapania i już prawie, a potem bohaterowie się rozmyślają.
1577:  Jest tak.
1580:  To jest prawda.
1582:  Ewidentnie, ewidentnie jest to sztuka.
1587:  Nie jestem w stanie trafić do tego obozu.
1590:  Nie jestem w stanie.
1591:  On został tak ukryty,
1595:  że wykracza poza moje zdolności pojmowania, dostanie się na jego teren.
1604:  Bagno nie jest tam, gdzie jest trudna nawierzchnia, tylko tam, gdzie rodzina, bagniarze.
1607:  Absolutnie.
1609:  Kto to jest?
1610:  Czy to jest wujek?
1612:  Czy to jest wujek?
1613:  Tak!
1621:  Czy Nightfall był spotkany w Red Dead Redemption 2?
1623:  A nie wiem.
1629:  A wier.
1630:  Okej, pierwszy raz widzę tego człowieka.
1636:  Krzysztof zgubił prostą drogę pozbawioną rozwidleń.
1639:  To jest prosta droga?
1641:  Gdzie nigdzie się nie da wjechać?
1642:  Gdzie wszędzie są barykady?
1643:  To nie jest prosta droga.
1647:  Wujek jak raz nie jest w piżamie.
1649:  To jest zaskakujące, prawda?
1651:  Wiecie co, nie robiliśmy tutaj prac obozowych jeszcze.
1654:  Cześć wszystkim.
1655:  Cieszę się, że znowu zobaczę.
1656:  Ty też.
1656:  Ale to jest kłopot.
1684:  JP Morgan szuka człowieka, jak Diogenes.
1689:  Witamy Arcanum i dziękujemy za wsparcie od 10 miesięcy.
1693:  W końcu jestem, dawno mnie tu nie było.
1694:  Tęskniliśmy Arcanum.
1696:  Czy Artur Morgan ma gruźlicę?
1698:  Tak, ale JP Morgan nie.
1700:  JP Morgan jest odporny.
1704:  JP Morgan ma tak dużo pieniędzy,
1707:  że prądki gruźlicy będzie owijał banknotami i w ten sposób immunizuje się na rozwój choroby.
1719:  Grabka też wspiera od 10 miesięcy.
1721:  Tak, tak, ja tylko mówię o wsparciu wtedy, kiedy mi się wyświetla ta wiadomość, którą każdy wspierający może raz na miesiąc wysłać.
1729:  Wyobrażam sobie te komary, pisze Urszula Giewon, żrące żywcem na takim bagnie.
1732:  Witamy Urszulę i absolutnie się zgadzamy.
1735:  Mówię dzisiaj w pluralis majestatis, nie wiem dlaczego.
1740:  Pearson'a kojarzę, on chyba sprzedawał mięso.
1743:  Tu nie ma prac obozowych.
1746:  Witamy Samuite, jaki egzamin?
1750:  Jak można zrobić egzamin w sobotę?
1751:  Skandal.
1752:  I Dziebowskich takoż witamy.
1757:  Moi drodzy, nie ma prac obozowych, jestem oburzony.
1763:  No nie ma prac obozowych.
1768:  Mówicie, że to jest dlatego, że to jest obóz tymczasowy.
1771:  Okej.
1773:  Dobrze.
1776:  Zatem, jak mawiają Anglosasi, idziemy do Dacza.
1782:  Tak.
1786:  Stralizm Einstatis Sebulba to jest wtedy, gdy się używa liczby mnogiej.
1791:  Mówiąc o sobie.
1791:  Dutch ma plan wygrania z nami.
1808:  JP Morgan na F11.
1820:  Witałem Monikę Jurczak.
1822:  Na wieki wieków spaczeń.
1829:  To potrwa, moi kochani.
1832:  Połowa gangu na L4.
1833:  Witałem.
1839:  Ciekawy jestem, czy to się kończy matem albo patem, czy nie.
1847:  Jakieś rady od Red Dead Redemption 2, pyta Damiano.
1850:  To chyba nie ode mnie.
1851:  Ja mam wrażenie, że nie gram w tę grę tak, jak powinno się grać w tę grę.
1860:  Co sądzę o materiale Krzyśka Pearson na mojej wypowiedzi?
1862:  Nawet dałem komentarz tam.
1865:  Plan na streamy w lipcu?
1867:  Ooo, Starcraft 2, cała fabuła.
1872:  Ja autentycznie czekam aż oni skończą.
1874:  Więc tak, Starcraft 2, cała fabuła, następnie Hogwarts Legacy na 1000%, następnie Sekiro.
1883:  Taki jest plan na wakacje.
1885:  Kto wie czy jeszcze coś zupełnie niespodzianego nie zrobimy, na przykład zagranie sobie w Stanley Parable Ultimate Edition.
1899:  Białe na D4?
1901:  Co to jest białe na D4?
1902:  To nie jest zapętlone!
1918:  D4.
1918:  Black to F5.
1921:  Right to G3.
1926:  Knight to F6.
1927:  Bishop to G2.
1928:  Black.
1930:  Jestem rozczarowany.
1932:  Zawsze byłem wynagradzany za takie rzeczy.
1939:  What now?
1940:  We're back.
1940:  And I'm sitting here.
1941:  And I am contemplating the great journey of the sun and considering a fa...
1946:  Jak to Hogwarts Legacy w grudniu?
1950:  Dziabowscy piszą.
1951:  Nie w sierpniu?
1955:  Nie żartujcie, że to będzie dopiero w grudniu.
1960:  To będzie Warhammer 2, bo wychodzi Immortal Empires, więc Warhammer 2 wróci.
1966:  Ja myślałem, że to w sierpniu.
1968:  To takie holiday.
1970:  Szlak by ich trafił jasny.
1975:  Jest zapętlone.
1976:  Dutch mówi o ruchu szachowemu, który się nazywa Dutch Defense.
1979:  Naprawdę?
1979:  Ojej, nie wiedziałem.
1981:  A to ładne akurat.
1983:  Dobra, kontynuujemy.
1985:  To jest znany ruch czeski.
1987:  Oliwianie aktorzy nieprzyjemnej sprawiedliwości, Pinkertonowie, i ich beneficjent, depresyjny milioner, Leviticus Cornwall, chcą nas, Arthur.
1997:  Chcą nas.
1998:  I będą nas mieć.
2001:  Może nie są problemem.
2003:  Mianowicie?
2005:  Nie wiem, po prostu...
2007:  Nie mogę tego pomóc, Phil.
2008:  Byłoby lepiej, gdybyśmy wyjechali z jakiegoś miejsca.
2011:  Ale to nie koniec, Arthur.
2013:  Mówię, nie grałem mojego... mojego ostatniego ruchu, ale... Myślę, że jestem bardziej interesowany w uratowaniu życia, niż w wygraniu szans.
2020:  Może życie nie jest coś takiego, do którego trzeba tak mocno wstrzymać się.
2023:  Nie ma wątpliwości.
2025:  A co z kobietami?
2027:  Słyszysz jak Hosea.
2028:  Tak, panie?
2031:  Pytam cię o pytanie.
2036:  Co ty myślisz?
2038:  Nie możemy tu zostać.
2039:  To oczywiste.
2040:  Gdzie też idziemy?
2040:  Chodzili nas z wschodu.
2042:  Chodzili nas po górach.
2043:  Przeszli nas do ziemi.
2045:  Dobrze, panie.
2045:  Masz moją opiekę?
2047:  Zawsze, Dutchie.
2052:  Ale jest więcej od ciebie opieki.
2056:  Potrzebujemy więcej pieniędzy.
2058:  Spędziliśmy miesiące.
2059:  Widziałem cię zabijając ludzi w zimnej krew, tak jak zawsze powiedziałeś mi, żeby nie.
2064:  Przepraszam, ale nie mogę pomóc, by myśleć, że jeśli... To jest kraj.
2069:  W Roanoke Ridge, przez Butcher Creek.
2071:  Wierzę, że moglibyśmy to zatrzymać.
2072:  Okej.
2073:  Ty i Charles, możesz zabrać ludzi z tamtej strony.
2075:  Micah... I ja muszę zrobić jakąś rekonisję.
2079:  Jeszcze nie mam koniecznego planu.
2082:  Arthur, nie mam.
2089:  Potrzebuję tylko czasu.
2091:  Potrzebuję czasu.
2092:  Potrzebuję czasu.
2094:  Potrzebuję czasu.
2095:  Potrzebuję czasu.
2103:  Potrzebuję czasu.
2104:  Potrzebuję czasu.
2105:  Potrzebuję czasu.
2105:  Potrzebuję czasu.
2106:  Potrzebuję czasu.
2118:  Jakież może być moje zdanie na temat polonistki, która rozmawia z ludźmi w swoim saloniku, odpytując ich z różnych rzeczy, ale nie czekając na odpowiedzi, ponieważ
2149:  O wiele istotniejsze jest to, co ona mówi, to, co ona myśli i to, co ona ma do powiedzenia.
2162:  W odróżnieniu na przykład od prawdziwych dziennikarzy, jak Rafał Gębura, którego imienia i nazwiska nawet nie znałem, oglądając 7 metrów pod ziemią, a oglądałem może jakieś 2-3 lata,
2176:  7 metrów pod ziemią, zanim się wreszcie nauczyłem, że to jest Rafał Gębura.
2181:  A w przypadku programu Pani Jaruzelskiej widziałem to jakimś czynem od pierwszego odcinka.
2187:  Tak.
2190:  Bardzo przykra na przykład była rozmowa z Karolem Paciorkiem.
2193:  Bardzo.
2195:  Czuć było taką wyższość.
2199:  Nie dobrze się ogląda taką rozmowę, kiedy czuć wyższość prowadzącego.
2205:  Nie wiem czemu, ale mi się skojarzyło, że jest z Dolores Umbridge, swoje spottera.
2209:  A to tak, to jest dobre skojarzenie, jeżeli chodzi o Monikę Roselską.
2212:  Tak, tak.
2215:  Artur robi się coraz bardziej blady i ma fioletowe kręgi pod oczami.
2219:  Coś w tym jest, niestety.
2224:  Coś w tym jest.
2226:  Jak to Krzysztof pominął superchat?
2229:  Jak to?
2230:  Przepraszam, Rebeko, jak to pominąłem?
2233:  Matko, jak to zleciało?
2234:  Chwała jamnikom!
2234:  Przepraszam cię, nie zauważyłem.
2236:  I dzięki za wsparcie od dziesięciu mieków i to samą posylnikowi nikczemności jestem winien.
2241:  Siedem miesięcy wsparcia, dzięki ci serdeczne.
2243:  Dzięki za inspirację do popularyzowania nauki.
2245:  O!
2246:  Cieszę się, że mogę... To jest duże wyróżnienie, dziękuję.
2251:  Przepraszam, że pominąłem, ale był dialog, a dialogi w Red Dead Redemption 2, co by o nich nie mówić, są na tyle imersywne, że zatapiam się w nie.
2264:  Co to jest?
2265:  Czy to jest owca?
2270:  Kain?
2271:  To jest pies!
2273:  Czemu ten pies wygląda jak owca?
2277:  Czy Dominika Jaruzelska ma jakieś rodzinne konotacje z pewnym generałem?
2280:  Tak, jest jego córką.
2283:  Przecież początkowo ten jej program nazywał się Towarzyszka Panienka.
2305:  A impopaciorka bardzo lubię, oglądam sobie czasem.
2309:  Ale zdecydowanie, jeżeli chodzi o rozmowy z ludźmi, siedem metrów pod ziemią, na pierwszym miejscu u mnie będzie zawsze.
2316:  Ja też myślałem, ja myślałem, że to jest owca, no przecież to jest dokładnie jak... No teraz nie wygląda jak owca, teraz wygląda jak pies.
2323:  No ty pies, chcesz być pies, jeśli kochany pies, tak, tak.
2328:  Zaraź się gruźlicą.
2329:  Psy się mogą zarazić gruźlicą?
2340:  Oskar precyzuje, że książka się tak nazywała.
2345:  Tak, ale wydaje mi się, że na początku kanał na YouTube też.
2357:  Oczywiście, że ten pies to jest żółw.
2362:  Psy mogą mieć gruźlice i koty też.
2367:  O nie.
2368:  O nie... Ale co by nie mówić, jest tutaj pięknie.
2375:  Co tu robimy?
2375:  Szukamy miejsca, żeby się zatrzymać.
2378:  Nawet prawo nie podąża za nami na górze, Williwer.
2381:  Tak.
2381:  Zrobiłem trochę skautu na górze, kiedy twoi chłopaki byli uciekani.
2389:  I?
2389:  Nihilistyczny opos ma nadzieję, że dotrze się zarazić gruźlicą.
2391:  Ja też.
2395:  Ja też.
2395:  Znam drogę.
2396:  Podążaj za mną.
2399:  Popatrzcie, widzicie?
2401:  Nasza malaria pi... To nie jest nasza malaria.
2404:  Gdzie jest malaria?
2405:  Nie wiem, gdzie jest malaria, ale nasza malaria, piękne, chude pęciny, pleciony warkocz na ogonie, obrzydliwy, odrażający persheron z grubymi pęcinami.
