Koniec końców | RED DEAD REDEMPTION 2 Livestream #16
🔗 https://www.youtube.com/watch?v=6dUUma-rKgw

1:  🎵🎵🎵
472:  Witamy Emeriu, który pozdrawia z Bydgoszczy.
476:  Krzysztof, to idealna okazja na stworzenie nowego outfitu.
479:  Stworzymy dzisiaj nowy outfit.
480:  Jak pożegnanie z Red Deadem, to pożegnanie z Red Deadem.
484:  Który pomyślał, że będziemy się żegnać z Red Deadem?
486:  Może jeszcze uda nam się to przedłużyć, ale na razie wujek.
491:  Ciężko pracujesz?
493:  To jest D'Lombego.
495:  Gdybym to zaopatrzył, zdobyłbym relaks.
497:  To bardzo serio.
498:  Wstań!
499:  Albo wstań!
500:  Możesz być tak skomplikowany!
502:  Co to jest?
502:  Konstipacja?
503:  Zgadza się, że jesteś moją dowodą, że nigdy nie wypracuję moich grzechów.
507:  Zostałeś tak skomplikowany w swojej starożytnej wieczności.
510:  Nie ma jazdy, że zginęłaś.
511:  To jak... Rumin z Księgiem Jamesem Biblią.
514:  Wstań!
518:  Czy wujek da nam zarobić na nowy outfit?
520:  To jest pytanie.
520:  W San Denis można zarobić.
527:  Charles Smith żywy, naprawdę?
545:  A, tu jesteśmy!
545:  Chodźmy, zacznijmy.
546:  Wróćmy do Sandini.
546:  Nigdy nie lubiłem tego miejsca.
578:  Witamy Ona Grusa.
580:  Niech będzie podpalona broga proroka Lebiody, cóż za wspaniałe określenie.
582:  I witamy Wróżkę Zębuszkę.
592:  Co to jest, lumbago?
593:  Wydaje mi się, że to są bóle reumatyczne.
597:  Dobra, moi drodzy, co tutaj się dzieje?
600:  Więc tak, musimy iść do salonu i musimy iść do passera.
604:  Świetnie, że mamy pieniądze na to, żeby pójść do salonu i pójść do passera.
608:  Bardzo świetnie.
615:  Czy my mamy tutaj konia?
616:  Dobrze, konie jest niedaleko.
617:  To wspaniała wiadomość.
619:  To jest wprawdzie...
621:  To jest inny koń.
622:  Ale jak znam życie, przyzwyczajmy się do niego i wymyślimy mu imię.
627:  Tak będzie.
630:  Na teatr też nas nie stać.
631:  Mamy zero pieniędzy, nie żartuję.
635:  To jest straszne.
637:  Wszystkie te trudy i ból ze zbieraniem grosiwa sprzeniewierzyły się przeciwko nam.
645:  To jest skandal.
651:  Jak tak można?
652:  Dobra, chodźmy pierdo pasera.
659:  Okej.
661:  Duża strzałka kieruje nas w tę stronę.
668:  Tak, mamy 95 centów.
670:  To jest znaczące bogactwo w zestawieniu z zero.
677:  Przepraszam, mamy 5 centów.
679:  Mamy 5 centów, tak.
684:  Renard doprecyzowuje, że lumbago to ból okolicy krzyża spowodowany przykurczem mięśni.
689:  W prawdziwym życiu też nas na teatr nie stać.
693:  Nie no, oczywiście teatr, w odróżnieniu od Netflixa, który jest, jak wiadomo, niską rozrywką z tego względu, że jest affordable.
700:  Teatr, to wiecie, to trzeba się wykosztować.
709:  Daj mi pieniądze.
710:  Boże, jaki odrażający zegar.
714:  Nie ma problemu.
734:  Lumbago jako imię dla konia jest dobre.
737:  Witamy Zwije.
738:  Dzięki za wsparcie od dwóch miesięcy.
739:  Witam Angelikę, Joannę Wolny i wszystkich przybywających, moi drodzy.
745:  Myślicie, że ma tutaj dużo pieniędzy?
750:  Sprzedaj.
754:  To jest sposób na bogactwo.
758:  Mamy 40 dolców.
767:  O Boże!
769:  A jednak się opłacało!
771:  Wszystkie zegarki kieszonkowe sprzedajemy!
774:  Tak!
785:  Dobra, czy jest tu jeszcze coś, co możemy sprzedać?
789:  Powiedziałbym, że bardzo niewiele tego.
796:  Dobra, co to jest?
798:  Nie chcę.
799:  Kart nie chcę sprzedawać, bo nie.
804:  329 dolarów?
804:  To już jest jakaś rozmowa.
806:  To już jest coś.
810:  Bardzo dobrze.
812:  Bardzo dobrze, moi drodzy.
814:  To teraz do salunu.
814:  Alokacja środków finansowych powraca.
816:  Jednak zostało... Red Angel ma rację, jednak coś zostało z nauk JP Morgana.
822:  Dobrze.
824:  Czy ten koni musi srać?
828:  W porządku dziewczyno.
833:  Dzień dobry.
836:  Co cię tak długo zajęło?
839:  O mój Boże, po prostu zacząłem spodobać się spokojem i spokojem.
854:  I ty jesteś zabójcą.
855:  Wszyscy znamy, co musisz zrobić.
861:  Przejdę teraz.
861:  On nie wie części.
862:  John?
862:  Ty jesteś...
883:  Jesteś... Jestem żywy.
886:  Tak i ty.
887:  Tak i on.
888:  To ojciec?
889:  Co ty robisz?
891:  Nie wiem.
891:  Jestem żywy.
892:  Ojciec myślał, że może był w jakiejś krzywdy.
894:  Nie wiem.
894:  Chwilę na kilka dolarów.
895:  Chwilę na kilka dolarów?
899:  Tak.
899:  I to ci się podoba?
901:  Oczywiście nie.
903:  Więc?
904:  Więc... pozwól, żebym wziął kłopot.
911:  Chodź.
915:  Nie mam pieniędzy.
932:  Nie mam pieniędzy.
934:  Nie, nie, nie, nie, nie, nie.
936:  Nie ma takiej możliwości.
937:  Szlag!
956:  Mamy wyjście, musimy obstawiać.
958:  Jeszcze nie mam pieniędzy.
959:  Trzeba było zostawić te 5 centów.
962:  Źle się to skończy.
979:  Śmierdzący, niezbędny, niezbędny i, dajmy sobie sprawę, niezbędny!
986:  Uf!
986:  Wiesz, jak to działa.
987:  Nie ma broni, nie ma załatwienia, nie ma krzywdy, jak zbity dziecko.
993:  Wszystko idzie w drugą stronę.
995:  Wygrasz po wygraniu, wygrasz po odwiedzinie, albo wygrasz po śmierci.
1000:  Zróbmy dobrą walkę, chłopaki.
1001:  Zostawmy ją czynną, ale nie tak czynną.
1011:  Dopinguj Charlesa!
1016:  Dobrze, Charles, dobrze!
1018:  Dobrze!
1020:  To za nas... za nasze pieniądze!
1023:  Charles, dobrze, dobrze, dobrze, dobrze!
1027:  Charles!
1029:  Zainwestowaliśmy w ciebie dużo!
1033:  Nie pozwól, żeby ta blada twarz cię zwyciężyła!
1037:  Tak!
1038:  Tak!
1038:  Dobrze!
1039:  Dobrze!
1040:  Taaaak!
1044:  Dobrze!
1047:  Jeden i jedyny sposób, żeby Krzysztofa zainspirować dopingiem sportowym.
1053:  Sprawić, że inaczej straci pieniądze.
1055:  Tak się dzieje.
1055:  To twoja część, partner.
1062:  Ile było?
1062:  Ile, ile, ile, ile wygraliśmy?
1064:  Ale, John, nie spotkałem się z tobą od lat.
1067:  Wiem.
1067:  Ale teraz?
1068:  Moja myśl jest, że tylko musisz się spuścić.
1072:  Gdzie?
1073:  Mamy małą miejscówkę za Blackwaterem, w wysokim kraju.
1077:  Ok.
1077:  Muszę zabrać moją bagażniczkę.
1080:  Zamknąłem starym, który idzie na górę, zanim będę musiał przejechać przez walkę.
1084:  Dobra chłopie, spotkamy się na brudzie na zewnątrz Sainte-Denise.
1087:  Co robisz?
1087:  Mamy tylko kilka urn.
1089:  Nie masz sensu.
1089:  Jestem głęboko myślącym.
1092:  Bądź szybki.
1093:  Chodź.
1093:  Zobacz.
1094:  Moja baga jest na zewnątrz.
1109:  Więc, co się stało?
1111:  Mówisz, że wtedy?
1113:  Zostawmy się razem, okej?
1114:  Mogę kontynuować?
1115:  Mówisz, że wtedy?
1118:  Arthur pomógł mi wyjść.
1120:  Dostał mi szansę, by żyć, myślę.
1123:  Wiesz, że Arthur... Tak.
1124:  Mówiłem, że wyjdziemy na południu, więc wróciłem i go zabiję z panią Grimshaw.
1129:  Musiałem wyjechać.
1130:  Jeśli byśmy się znajdowali, to byśmy... Oczywiście.
1140:  Rozumiem.
1143:  To jest miejsce, w którym chciałbyś być.
1154:  Piękna góra, obok świątecznego słońca.
1158:  Dostał mi jego satchel i kilka jego rzeczy w nim.
1159:  Pamiętasz ten dziennik, który zawsze wziął?
1161:  Mam go.
1161:  Czasami jestem trochę samym drafem.
1162:  Hej, zostań blisko, nie?
1167:  Uwzględniając przeliczniki i inflację.
1169:  Był dobrym człowiekiem.
1173:  Takim, jak każdy z nas mógłby być.
1175:  Będąc chłopakiem, musisz radać go.
1179:  Radać go lub... KFK Studio pyta, czy będę w inne dni na Skierkonie niż w piątek.
1182:  Będę w piątek.
1184:  Przez cały piątek za to.
1186:  Może kawałek soboty, zobaczymy.
1188:  Więc, w każdym razie... Tak.
1194:  To ma sens.
1196:  John zgubił się i będzie chodził w koło... fontanny.
1210:  Dzień dobry.
1215:  W tamtych czasach dwadzieświatolców to można było żyć jak król, pisze Caramel Mephisto.
1218:  Tak, chyba że gramy w Red Dead Redemption 2, wtedy za to możemy kupić paczkę fajek i lekarstwo dla konia.
1225:  I ja, tak samo jak ty.
1226:  Dutch?
1226:  Kto wie?
1227:  Zadany?
1228:  Może?
1228:  Nie jestem pewien.
1230:  Słyszałem różne rzeczy, ale... Jedna rzecz, którą wiem... On nie jest tutaj.
1239:  Nie słyszałem nic prawdziwego od lat, od... no... tego czasu.
1244:  Normie... Micah... Mam nadzieję, że ten chłopiec jest zdarzony.
1250:  Wiesz, on był tym, który mówił o tych agencjach.
1255:  To jest zabawne, bo ludzie mówią mi o tym, że jest prelekcja na Skierkonie moja, a nawet ja nie wiem o której jest godzinie, ponieważ nikt mnie o niczym nie poinformował.
1280:  Fajnie.
1282:  Gdzie jesteśmy?
1283:  Myślę, że niektórzy ludzie są silni w sposób, który nie możesz zobaczyć.
1290:  Wszystko, co się stało.
1291:  Wszystkie te śmierci.
1296:  Mike'a?
1296:  Nikt z nas nie jest innowacyjny w tym.
1299:  Dutch?
1300:  Najmniejszy.
1301:  Ale nie sądzę, że musielibyśmy zrobić te dzwonki.
1303:  Cały ten małżeństw.
1305:  Jeśli by nie za... Byliśmy na bardzo złej drodze.
1307:  I Mike'a Bell wnosiła nas w niebezpieczeństwo.
1310:  To nigdy nie skończy się dobrze.
1312:  Gangi takie jak nas nie pojeżdżają w słońce.
1318:  Nie w tych czasach.
1318:  Okej.
1327:  Poczekaj.
1328:  Co?
1329:  Bądź ostrożny.
1331:  Dlaczego?
1332:  To są ludzie Guido Martelli.
1336:  Kto?
1337:  On... Był pracownikiem Angelo Bronte.
1339:  Tylko byłem tu pół godziny.
1340:  Chodź tutaj.
1345:  Co teraz?
1349:  No, to idziemy.
1349:  Dobra, trzy, dwa, jeden... Trzy!
1350:  Zacznijmy!
1350:  Tam jest samochód.
1375:  Teraz, nie przeszkadzaj mi, zamierzam lutować wszystkich.
1382:  Nie mogę lutować nikogo.
1386:  Czy wiem, o kim mówi?
1387:  Nie mam zielonego pojęcia, kim jest Angelo Bronte.
1392:  Wedle informatora mam od 18 do 20 na Skierkonie?
1394:  A.
1397:  To jest podwójnie zabawne, bo miałem być tylko w piątek, więc organizatorzy stwierdzili, że Krzysztof teleportuje się w piątek od wieczór ze Skierniewic do Krakowa, bo są, jak wiadomo, bezpośrednie loty.
1412:  Bądź ostrożny.
1412:  Sandy i Nia nie są w porządku z policjantami.
1417:  Nie pamiętam tego.
1418:  Tylko dwie z nich.
1418:  Dobrze do końca.
1420:  Gdybyśmy uciekli z tych drzwi, mieliśmy lepszą szansę.
1421:  Zdecydując na to, przynajmniej.
1425:  Nie, nie możemy się zabrać.
1429:  Mattelio ma policjanta w pokoju.
1430:  Jeśli zabierają nas, nie wyjedziemy z twojego pokoju.
1435:  To nie jest ten człowiek, z którym próbowałem być już.
1438:  Nie, nie chcę tego też.
1440:  Widzisz coś?
1442:  Myślę, że jesteśmy oczywiste.
1446:  Jeśli kiedykolwiek chcę wrócić, przypomnij mi, że nienawidzę Sainte-Denise.
1456:  Guido Martelli szczęśliwie ci to przypomni.
1458:  Daj mi trochę prostych ludzi i otwarte miejsca.
1464:  Jack to nasz syn?
1466:  Ja przed chwilą byłem JP Morganem, teraz jestem inną postacią, wszystko się zmieniło.
1478:  Za dużo o tym nie wymagacie.
1483:  Ja na przykład wiem, że opuszczamy Saint Denis.
1485:  Wiecie dlaczego?
1485:  Dlatego, że to jest wielki napis Saint Denis.
1487:  Takie rzeczy ja wiem.
1490:  Czy biorę się na dni fantastyki we Wrocławiu?
1491:  Będę przez cały czas nawet.
1493:  Mam tam jakiś miliard prelekcji i jestem w dwóch panelach co najmniej.
1496:  Tam będę przez dwa dni co najmniej.
1510:  Adam Kowalski pisze o jakimś opracowaniu graficznym i korekcie językowej, który robiłem do artykułu Silent Hillu.
1517:  Absolutnie nie mam zielonego pojęcia, o czym mówisz.
1534:  Wydaje mi się, że to były stare czasy.
1537:  Dobrze, że ta stara grupa powróciła z powrotem.
1542:  Chcemy tylko, żeby nie było tak, jak wczoraj.
1545:  I tak to się dzieje.
1546:  Co ja ci powiem, Charles?
1547:  Chłopie, to jak słodkie, jak słodkie stare mięso.
1550:  Nie zdaje się, że nie została z tobą.
1553:  Nawet nie wytrwałeś.
1557:  Naprawdę?
1557:  Remont?
1558:  Przepraszam?
1559:  Nie bądź zaskoczony, nic się nie zmieni.
1563:  Jesteś bezwzględny.
1565:  I mówię to praktycznie.
1568:  Nie masz niczego.
1569:  Ale patrz na ciebie.
1570:  Patrz na to miejsce.
1572:  Twoje marzone dom.
1578:  Miałem lepsze piosenki niż ten piosenek.
1582:  O, kochanie Abigail.
1583:  Zmieniłem się.
1584:  Chodź i żyj ze mną w niebezpiecznym domu.
1586:  Nie zapytałbym mojego najgorszego przeciwnika, żebym w nim wziął kawałek.
1590:  Co masz na myśli?
1591:  To jest straszne.
1592:  To jest kawałek.
1594:  Ta kawałek... Musi iść.
1596:  Daj mi trochę self-respect, ty biedny kawałek.
1599:  Zbuduj kawałek, w którym kobieta wziął kawałek.
1602:  To miejsce potrzebuje połączenia kobiet.
1604:  Potrzebuje porównania.
1605:  Żadna kobieta nie potrafi dotknąć tego miejsca.
1610:  Teraz, wyobrażam, że te chłopie będą mogły jeść w chwilę.
1613:  Tutaj, dawaj.
1614:  Zabezpiecz ten krok wokół tych chłopów.
1616:  Zabezpiecz ten krok wokół nich.
1619:  Chłopie będą jeździły je czyścić.
1622:  Dobrze?
1622:  Myślę, że tak.
1623:  W porządku.
1623:  Cóż, zacznijmy.
1626:  Teraz połóż.
1629:  Masz to, John?
1630:  Idę, kiedy będziesz.
1631:  W porządku.
1633:  Na mnie.
1641:  Męczenie zwierząt, właśnie.
1668:  A!
1668:  A!
1668:  A!
1669:  A!
1671:  Widzisz?
1672:  Mówiłem ci, że nie będzie żadnych problemów.
1677:  A teraz?
1679:  A teraz jedziemy do miasta, kupimy sobie dom, pojeżdżamy z książki.
1683:  Tak samo, jak gdyby to był samochód.
1685:  Gdzie w miasteczku?
1686:  Jest tam człowiek z sklepu.
1687:  Wyprawia hardwoody i piwo.
1689:  Okej, nadal pracujesz tutaj.
1692:  Ale jeśli nie pójdę z tobą, kto ci powie, że... Potrzebujesz trochę spokoju i spokoju od twojej niesamowitej krzywdy.
1699:  Charles, zrób mu pracę.
1701:  Malaria by jeszcze zrobiła salto przy tym remoncie.
1703:  O tak.
1704:  O tak.
1706:  O tak.
1707:  Nasz dom, nowa edycja na dzikim zachodzie.
1709:  Witamy Rebekę, Klaud i wszystkich przybyłych przy okazji.
1715:  O bogowie.
1717:  Dobrze, moi drodzy.
1717:  Cóż my mamy zrobić?
1719:  O, tutaj się coś dzieje.
1720:  Ściganie zbiegów.
1721:  Dostaniemy za to pieniądze.
1723:  Idziemy.
1724:  Potrzebujemy pieniędzy.
1726:  Witamy Jana Guska i wszystkich.
1728:  I Kingę.
1733:  Dobra.
1735:  Patatajamy do patatajni.
1740:  Nie da się ukryć.
1745:  Czy to jest w tę stronę?
1749:  I palitkę witamy.
1750:  Takoż, takoż.
1752:  Mam nadzieję, że się dobrze macie w ten niedzielny wieczór, moi drodzy.
1756:  Ja dzisiaj sobie obejrzałem Skarb Narodów na Disney+, coraz bardziej zaczynam się przekonywać, że Disney+, ma najbardziej elastyczną i uniwersalną ofertę wszystkich streamingów na razie.
1766:  Nie, nie płaci mi Disney+, za nic.
1768:  Nikt mi nie płaci za nic.
1772:  Nie ma to jak podwójne zaprzeczenia.
1776:  Nowy koniec nienazwany, musielibyśmy iść do stajni do tego, nudne.
1780:  Poza tym wciąż nie mam nazwy, która by mnie przekonała.
1783:  Gruzica jednak kala pamięć JP Morgana.
1789:  Co tu u mnie jest nie tak z grami 2D?
1791:  Jest nie tak.
1791:  Z pytaniem mnie, czy lubię, powiedziałem, że nie.
1795:  To jest mniej więcej tak samo jak, nie wiem, z lodami pożyczkowymi.
1799:  Nie lubię.
1799:  Czy jest coś z nimi nie tak?
1801:  Nie.
1806:  No i powiedzcie mi, gdzie jest ten zbieg?
1809:  Wiem, gdzie jest.
1810:  Z biegu.
1825:  Żeby nie było popiłem.
1828:  Sorbety są pyszne.
1830:  Nie, ale tak serio, gdzie jest nasz... Może jest na górze.
1835:  Widzicie?
1835:  Wystarczyło, że popatrzyliśmy na wszystkie te sekwoje wokół nas i nagle zmaterializował się obóz.
1841:  Tak to działa.
1845:  Wiele razy jak się zgubię albo kogoś szukam, to po prostu patrzę na sekwoje opodal i natychmiast go znajduję.
1851:  Nie tutaj.
1853:  O nie, znowu śledzenie.
1856:  Jezus Maria, jak ja nie znoszę śledzenia.
1866:  Spekulacja to jest dobre imię.
1874:  Nie wiem, czy gruzica jest na cześć Morgana, czy raczej to jest bezczeszczenie jego pamięci.
1879:  Przy tobie się Geralt pisze, lefaj.
1881:  O, to prawda.
1884:  Okej.
1885:  Jest tam jakiś symrodek dydaktyczny, za którym musimy iść.
1888:  Świetnie.
1890:  Oho.
1892:  Mój niezawodny nos Sherlocka Holmesa mówi mi, że skoro słychać strzały, ktoś tam strzela.
1899:  Mówię wam.
1902:  Aaaa!
1903:  Przestań wrzeszczać.
1906:  Był tutaj Taika Waititi.
1909:  No i teraz pytanie.
1913:  Kto tu jest do zabicia, a kto nie?
1933:  Jakimś cudem się udało.
1935:  Stwierdziłem, że ten najbliżej nas na pewno będzie tym właściwym.
1954:  Świetnie.
1956:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, stop.
1959:  Witamy Pawła Sajewicza, naszego nowego moderatora.
1961:  Upuść.
1973:  Aaa!
1975:  Były rzeczy, wiedziałem.
1979:  W imię dla konia inflacja, będzie ładnie galopował.
1982:  O, to jest coś.
1984:  Przy okazji, gdzie jest nasz koń?
1987:  Jak to twój koń jest za daleko?
1988:  Co za bzdura.
1990:  Bzdura i nieochędustwo.
1993:  Zabierz mu czapkę.
1995:  Myślę, Sylwia nie miałby mu zabrać czapkę.
2002:  Mam wrażenie, że to są włosy.
2004:  Na razie musimy ograbić wszystkich innych.
2011:  Nie uciekaj!
2041:  Żebym ja pamiętał, gdzie ja go pojmałem.
2045:  Okej, weźmiemy sobie jednego z tych koni.
2049:  Bo jest jakiś problem z naszym.
2051:  Widać, że to nie jest malaria.
2053:  Malaria by od razu przybiegła.
2054:  Oczywiście, że tak.
2055:  To jest skandal, a nie koń.
2058:  Przy okazji, czy my mamy coś, czym jesteśmy w stanie uzupełnić?
2062:  Nie możesz wziąć, jak nic nie znieść.
2069:  Teraz wejdźmy do Blackwater.
2097:  Biegniemy.
2098:  Gdzie jest niby ten nasz koń?
2106:  Gdzie jest koń?
2108:  Dobra, liczę na to, że w Blackwater po prostu są stajnie.
2114:  Mikołaj, idę właśnie po przeczytaniu sezonu Bush.
2116:  Szukam jakiegoś fajnego świata, w którym dobrze zrealizowano magię.
2123:  Imię wiatru.
2125:  Patricka Rothfusa.
2128:  Masz żonę gdzieś tam?
2129:  Smakujesz jakbyś miała kobietę.
2135:  Chciałbym się z nią spotkać, chłopie.
2140:  Myślisz, że możesz ją zaproponować albo zaprezentować?
2141:  Ty, Huffman, możesz mieć własną żonę.
2148:  W więzieniu.
2150:  W Blackwater jest stajnia i są tam najlepsze konie w grze.
2153:  O, jak to dobrze, że kosztują tylko dwa tysiące dolarów, a my mamy aż trzysta dolarów.
2170:  O, może teraz możemy się naćpać trochę tytoniu do rzucia, co?
2179:  Dobra.
2185:  Aha.
2186:  Am, am.
2195:  Czy Bleach sprawdzony, czy czeka?
2197:  Czeka.
2198:  Na razie obejrzałem cały sezon Resident Evil Remedium, chociaż być może obejrzałem i jest na wyrost z tego względu, że przewinąłem.
2218:  Trzeba czymś nakarmić konia, bo jest jakiś dramat z nim.
2224:  Czy wiadomo, jakie kolejne gry będą ogrywane?
2225:  Wiadomo, jak najbardziej.
2229:  Będzie Starcraft 2 i Sekiro.
2233:  Nawet to nie jest to, że było nudne Resident Evil, ale było tak przewidywanie z narratywizowane, czyli opowiedziane, że ja wiedziałem, co się stanie w każdej kolejnej scenie.
2245:  Miłe dla każdego, kto chce sobie wrócić do świata Umbrella i Raccoon City.
2253:  Może mniej miłe dla wszystkich, którzy w Resident Evil najbardziej cenią horror.
2259:  Natomiast dla ludzi, którzy już są otrzaskani w tego rodzaju fabułach, no jest to śmiertelnie nudne.
2270:  Chociaż bardzo dobrze aktorzy tam zostali zaangażowani do tego i jest dobry poziom produkcji, więc można sobie obejrzeć, tylko mieć pilot na podorędziu.
2278:  Lofrana również ma urodziny, a wspiera od trzech miesięcy jamniki urodzinowe dla Lofrany.
2284:  I dzięki za wsparcie przy okazji.
2286:  Urodziny z pizzą to najlepsze urodziny.
2291:  Dobrze, bierzmy tego ciućmoka i zaróbmy pieniądz.
2296:  Ciekaw jestem, czy starczy na jedno kopyto tego nowego konia, na nagroda.
2302:  Tak, tak.
2303:  Cóż, dostałem ci ten skinner, bracie.
2309:  Elias Green.
2310:  Zatrzymaj mnie!
2313:  Elias Green, jak żyję i płynę.
2314:  Cholera.
2315:  Zostaw go na szale.
2316:  Nie masz rąk wystarczających dla mnie, szefie.
2326:  Życie będzie zakończone i zakończone szybko.
2328:  Zamknij go!
2328:  Nie jest to ninja, tylko jest to shinobi.
2345:  Tak, to po pierwsze.
2347:  A ja wszystko, co japońskie, ja uwielbiam.
2349:  Po drugie, to jest szlachetny wojownik, a Kratos to jest tępy barbarzyńca z wielkim mieczem.
2355:  Nie ma takiej siły na niebie i na ziemi, bym był w stanie wcielić się w reprezentanta drużyny w futbolu amerykańskiego.
2363:  Nie ma takiej możliwości.
2370:  A, wspomniałem, że nie znoszę wikingów?
2376:  Kratos ma topór jeszcze gorzej.
2382:  No i?
2383:  Ile dostaliśmy?
2385:  Ile dostaliśmy?
2386:  Ile dostaliśmy?
2390:  Ile dostaliśmy?
2395:  Och, nie do wiary, można zapisać grę.
2397:  Cóż za nieprawdopodobny zaszczyt.
2408:  Dobrze, czy ja mogę gdzieś sprawdzić, ile mam pieniędzy?
2410:  Nie mogę.
2413:  Nie mogę sprawdzić.
2414:  Albo nie wiem, gdzie sprawdzić.
2421:  Alt.
2423:  No nie powiedziałbym, że tu zabrobiliśmy wiele.
2432:  W plecaku, żebym ja pamiętał, jak się dostać do plecaka.
2435:  Dobra, tutaj jest...
2437:  Witam, panie.
2478:  Witaj, wejdź do środka!
2478:  No dobrze, znajdź to.
2479:  Tak wchodzę do wielu sklepów.
2482:  Tak wchodzę do większości sklepów.
2491:  Przecież przed chwilą byliśmy u Balwierza.
2494:  Stylizacja zarostu.
2496:  Strzyżenie.
2497:  Bokobrody, precz z nimi.
2500:  Bardzo dobrze.
2503:  Broda.
2505:  Skrócić brodę.
2508:  Bardzo dobrze.
2511:  To w zupełności wystarczy.
2512:  Albo wiecie co?
2521:  Tak!
2523:  Nemo brody!
2527:  Będziemy wyglądać jak długowłosy Piłsudski teraz.
2535:  Nie ma znaczącej różnicy między Shinobi i Ninja?
2541:  Otóż jest różnica.
2542:  Po pierwsze, ninja to był klan, a nie była to kasta wojowników i tenżeż klan dybał na inne klany i z tego, że wykorzystywali skrytobójcze techniki, znani byli jako ninja.
2553:  Więc to po pierwsze.
