Dobry, zły i malaryczny | RED DEAD REDEMPTION 2 Livestream #11
🔗 https://www.youtube.com/watch?v=vOEgfyhe-N4

168:  KONIEC!
867:  Prokrokkaczk, ja zdaję sobie sprawę z tego, że te streamy robią coraz bardziej mep, ale Prokrokkaczk jest jednym z czatowników, którzy tutaj przybywają, zaproponował i też wspierającym, zaproponował, żeby utworzyć gildię międzygatunkowej przyjaźni, ażeby skupić wszystkich awatarów zwierzęcych emoji, które się pojawiają na czatach.
883:  A mnie w to graj, ponieważ lubię zwierzątka.
888:  I prorok kaczk się właśnie pojawił nagle.
891:  Wywołany.
892:  Wywołałem kaczkę z lasu.
896:  W ogóle to słyszałem, pisze, witam, że był jakiś event na Wawelu związany z premierą czwartego sezonu.
900:  Ktoś o tym wie?
901:  Nic o tym nie słyszałem.
902:  Ale z drugiej strony ja słyszę o niewielu rzeczach.
905:  Ponieważ rzadko kiedy wychodzę z domu.
907:  Nie, żartuję.
907:  Jak teraz jest już wiosen... No nie, to wychodzę o wiele częściej.
912:  Ale po pierwsze, co robimy w Red Dead Redemption 2?
915:  Jeździmy przez pół mapy.
917:  Co robimy w Red Dead Redemption 2?
919:  Wywalamy się z malarii.
920:  Co robimy w Red Dead Redemption 2?
922:  Wybieramy wpierw questy, które są fakultatywne.
925:  To są trzy rzeczy, które robimy w Red Dead Redemption 2.
927:  Musimy spotkać się z Jimem Boyem Callawayem i wykonać zadanie najślachetniejsi z mężczyzn i kobieta.
935:  Tą kobietą jest malaria.
936:  Zdobyto informacje o wszystkich rewolwerowcach.
938:  Idź przekazać swoje ustalenia Callawayowi i Lewinowi.
940:  Nie mam zielonego pojęcia, o co w tym chodzi.
943:  Zielonego pojęcia.
945:  Jest bardzo dużo zwierzęcych emoji na czatach.
947:  Witamy Alphatre, Aniowastora, Seronox i Mystical, moi kochani.
954:  Witajcie serdecznie, jak mi miło was widzieć tłumnie zgromadzonych przy naszej Odysei dziko-zachodowej.
960:  Czy jest taki przymiotnik?
961:  Nie wiem, ale właśnie go utworzyliśmy.
966:  Nauczyłem się wielu rzeczy, na przykład tego, że interfejs w Red Dead Redemption 2 jest całkowicie nieznośny, jak również tego, żeby pod żadnym pozorem nie chodzić pod tramwaj.
975:  Na siobesie pisze, że Krzysztof wykaczkał proroka kaczk.
978:  Tak, coś w tym jest.
980:  Podziwiamy pęciny malarii?
981:  Oczywiście, zobaczcie jakie one są piękne i szlachetne.
985:  I wąskie przede wszystkim, chude pęciny.
988:  Nie żadne brzydkie, włochate pęciny jak u jakiegoś Persherona, tylko piękne, smukłe pęciny jak u arabskiego wierzchowca.
996:  Swoją drogą to mi przypomina, że była kiedyś w Krakowie taka restauracja, której właściciel chciał ewidentnie wybrać sobie takie jakieś ładne, francuskie miano.
1007:  Persheron.
1008:  Persheron to jest taka gruba kobyła właśnie, chabeta.
1012:  Jak tam reakcje na filmy o technofobii?
1015:  Reakcje społeczności, czy reakcje centralnej komisji egzaminacyjnej?
1020:  Jeżeli chodzi o to drugie, to nigdy nie będzie żadnej reakcji.
1024:  Oczywiście, że malaria ma pięknie zawiązany warkocz na ogonie.
1029:  My dbamy o malarię wbrew insynuacjom czatów.
1032:  Co powiedziawszy, dam nawet malarii ciasteczko owsiane.
1036:  Malaria to koń pełnej krwi angielski, dlatego ma piękne długie nogi.
1039:  O, o, o. Jaki tam wygłodzony koń Kaumuk.
1043:  Najedzony.
1044:  Przepraszam najmocniej, w tym momencie Malaria dostała ciastko.
1050:  Witam Marka Krauzego i Fomkę.
1054:  I brak personaliów.
1055:  Wszystkich stałych i niestałych bywalców streamu.
1057:  Dzisiaj... Okej.
1063:  Dzisiaj będzie bez fuck upów.
1068:  W porządku, przyjacielu, w porządku.
1071:  Będziesz w porządku.
1071:  Będziesz mi pomagać?
1075:  Czekam na doktora.
1076:  Musisz... Musisz... Teraz widzisz wszystko.
1079:  Zrób coś.
1100:  Przecież to jest nieprawdopodob... I co mam teraz zrobić?
1103:  Malaria?
1104:  Prze... Teleportnij się tutaj.
1107:  Hej!
1108:  Gnuśny koń!
1120:  Nie, jęcz!
1122:  Nie dość, że mu pomagamy, to jeszcze, to jeszcze gnuśny jęczy.
1128:  No przecież to jest jakaś katastrofa.
1129:  Przestań jęczeć.
1132:  Od teraz jesteśmy karetka... Tak, to jest karetka.
1134:  Malaria jest karetką.
1137:  Doktora, ja jestem doktor Wedel, wynalazłem pryncypałki.
1141:  Piękne.
1143:  Ale popatrzcie, on przynajmniej się trzyma... Znaczy, nie trzyma się w siodle, ale trzyma się siodła.
1151:  Do sakwy go wrzuć.
1153:  Czy jest szansa, żeby się pojawił Blood, bo on nas w sumie pyta Kiara?
1156:  No, jeśli From Software wreszcie wyda grę dla użytkowników jednej słusznej platformy w postaci pecetów, to tak.
1165:  Jaka konkurencja została ogłoszona, Red Angel?
1167:  Witaj na czatach przy okazji.
1169:  Tak, teraz powinniśmy robić ijo, ijo.
1173:  Dobrze, ale jedziemy w złą stronę.
1177:  Zmylił mnie czerwony znacznik.
1180:  W ostatniej chwili.
1182:  Nie, nie, nie, moi drodzy.
1185:  Tym razem będzie wszystko okej.
1186:  Teraz tak, na spokojnie.
1188:  Gdzie mamy go dowieźć?
1191:  Mamy go dowieźć do apteczki, tak?
1193:  Wszystko jest w porządku.
1195:  Nowy film Star Wars w 2023, czy coś takiego?
1199:  Oh, no.
1200:  Anyway.
1201:  Mój hype na Star Warsy zginął po... po tym, jak Luke Skywalker rzucił za siebie mieczem świetnym.
1210:  Patrz pod nogi, macie na myśli podpęciny.
1213:  Jakim cudem mamy taką wysoką grzywnę w Sądenii?
1216:  Przecież nikt nie został zabity.
1222:  Pomocy, lekarza, spokojnie, jestem doktorem polonistyki, on umiera.
1226:  Choracy mawią, nie wszystko umarło.
1228:  Dzięki serdeczne, Mikasa, za trybut.
1233:  Jedź prawą stroną.
1236:  Ja jestem po stronie kolonistów, a nie amerykańców, w związku z powyższym wprowadzam lewostronny ruch uliczny.
1243:  Znaczy, najlepszy ruch jest oczywiście środkostronny, ale tu niestety jest tramwaj.
1249:  Środkostronny ruch rozwiązałby wszystkie problemy, tak uważam.
1260:  Sią, sią!
1265:  Teraz już się nauczyłem, żeby jechać z tempa.
1268:  Szkoda, że nie mamy klaksonu.
1270:  Myślicie, że... Myślicie, że jeżeli pociągniemy malarię za ogon, to wtedy będzie to klakson?
1275:  Myślę, że to jest możliwe.
1281:  No dobrze.
1282:  O Boże, tu... Dotarliśmy do doktor Orwell.
1288:  O nie.
1293:  O nie.
1297:  W porządku, przyjacielu.
1297:  W porządku, przyjacielu.
1298:  W porządku, przyjacielu.
1299:  W porządku, przyjacielu.
1301:  W porządku, przyjacielu.
1304:  W porządku, przyjacielu.
1305:  W porządku, przyjacielu.
1306:  W porządku, przyjacielu.
1307:  W porządku, przyjacielu.
1307:  W porządku, przyjacielu.
1334:  Just saw you fall out of the saddle.
1336:  Don't worry, you're at the doctor.
1338:  Thanks, friend.
1340:  I appreciate it.
1343:  Sure.
1344:  There's also the matter of my payment.
1347:  But we'll deal with that later.
1348:  Alright, alright.
1350:  A lot of blood loss.
1352:  This wound's badly infected.
1355:  I'll save as much as I can, but I'll have to amputate.
1358:  What?
1359:  What did you say?
1360:  Just try to breathe.
1364:  Zostawię ci coś na ból.
1364:  Cześć, czoło.
1368:  Będę go za chwilę zniszczył.
1370:  Zrobiłeś dobre rzeczy, przynosząc go tutaj.
1372:  Ale teraz polecam się iść dalej.
1374:  Nie chcesz tego zobaczyć.
1377:  Zobacz, co się stało.
1405:  Co tu się dzieje?
1411:  No dobrze, ale nie.
1413:  Bądźmy optymistami.
1414:  Przepraszam, bądźmy optymistami.
1416:  Teraz przynajmniej nikt go nie będzie pytał, czy jest prawo, czy leworęczny.
1421:  Bądźmy optymistami.
1423:  Optymizm jest drogą życia.
1425:  Nie tam żaden pesymizm, nie tam żadne malkontenstwo i narzekac... Yyy, nie mam ręki.
1430:  Nie!
1431:  Bądź optymistą.
1434:  Pozytywne myślenie nas uratuje.
1437:  Narzekanie od razu.
1438:  Narzekali, że nie ma ręki.
1444:  Dzięki Cortley-Dyke za atrybut, jeżeli dobrze cię czytam.
1451:  Nie umrze, przeżyje.
1454:  Myślicie, że tu coś jeszcze się stanie?
1458:  Dostanie mechaniczną rękę, jak Malenia z Elden Ringa.
1460:  Będziesz musiał zostać, ale nie martw się.
1462:  Będziesz to zrobił.
1464:  Ja tutaj zostałem po to, żeby dostać te punkty, które mi się zliczają w dolnym pasku.
1469:  O, te, te.
1475:  Za szybko mu uciechał, pisze mi z jesionka.
1477:  Rozumiem, że chcieliście dyrektować się tą sceną troszeczkę dłużej.
1480:  Ból zniknął, pisze zły czarownik, jak ręką odjął!
1490:  Tak!
1491:  Tak właśnie!
1493:  Tak właśnie!
1495:  Poszli mu na rękę, prawda?
1496:  Tak, tak, tak.
1499:  A tutaj tymczasem widzicie... Popatrzcie, optymizm dalej, nie?
1503:  Wychodzicie od lekarza, ktoś wam uciachał rękę i... Jakie piękne kwiaty!
1510:  Świat jest taki śliczny!
1512:  Ojej!
1514:  Więcej pięknych kwiatów!
1517:  Jak cudownie!
1521:  Co Krzysztof przeskrobał, że ma 375 dolarów grzywny?
1523:  Nie mam pojęcia!
1526:  Nie mam... Właśnie nic nie zrobiłem.
1532:  Jego zręczność spadła o 50%.
1533:  Pisze Mateusz Stacewicz, którego przy okazji serdecznych witam.
1544:  A o co im chodzi?
1548:  Co tu się dzieje? !
1553:  Dowód!
1554:  Dowód jeden!
1556:  Exhibit one!
1557:  Nic nie zrobiłem!
1558:  To się dzieje nieustannie w tej grze!
1561:  Nieustannie!
1563:  Z tymi żertami to taka niezręczna sytuacja.
1568:  Przypomnę ci, pisze Fomka, kto wystrzelał połowę policjantów w zeszłym tygodniu.
1572:  Naprawdę?
1576:  Naprawdę?
1577:  A nie!
1578:  W zeszłym tygodniu nie było Red Dead Redemption 2, to ewidentnie był ktoś inny.
1582:  Krzysztof jest niewinny.
1584:  Boże, jak tu jest pięknie.
1585:  Zapomniałem, jak jest pięknie w tej grze.
1587:  Dobrze, że jesteśmy pojazdem uprzywilejowanym.
1591:  Jesteś poszukiwany grzywną w wysokości 400 dolców.
1593:  Dziwisz się, że strzelają.
1594:  To nie byli policjanci.
1596:  To nie byli pałecjanci.
1598:  Nie, nie, nie.
1599:  Naruszyłeś ich strefę komfortu.
1602:  Kiedyś pamiętałem, dlaczego maluje się pchnie drzew na biało, ale teraz nie wiem.
1606:  Ponieważ jesteśmy na dzikim zachodzie, założysz to po prostu przez rasizm.
1614:  My się śmiejemy, a przeciętny Amerykanin mógłby tak założyć.
1622:  Na szkodniki się maluje.
1623:  A, okej.
1624:  A czy szkodniki jak widzą białe, to myślą sobie nie, nie, nie.
1628:  To jest uprzywilejowana rasa drzew.
1632:  Co myślę o stand-upie Ricka Gervais?
1636:  Boże, Rickiego.
1637:  Niestety jeszcze nie oglądałem, a uwielbiam wszystkie stand-upy Rickiego Gervais.
1644:  Krzysztof Życie, co z nim?
1648:  Faktycznie nie jest za dobrze, ale wiecie, sprzedam wam sekret, dlaczego nigdy nie jest tak, że jest dobrze z życiem, a to z tego względu, że gra mnie oszukuje i bez przerwy muszę mieć jakieś peklowane mięso.
1659:  A ja nie mam peklowanego mięsa, na przykład tabliczkę czekolady, o. I co ja mogę z tym fantem zrobić?
1668:  Nic.
1669:  Nie mam żadnego jedzonka, które regeneruje wszystko.
1673:  Mogę na przykład zjeść truskawki w puszce.
1676:  To jest wszystko, co można zrobić.
1678:  Żerwena w Złotych Globach to była genialna sprawa, absolutnie.
1684:  Nerdolo pisze, że wróciła do RimWorld.
1688:  Miałem zagrać kiedyś w RimWorld, ale potem obejrzałem parę streamów Spiffing Brita i stwierdziłem, że to jest za mądra gra dla mnie i za inteligentna.
1695:  Jak to na brzydkim koniu ja... Jakim brzydkim koniu?!
1699:  To jest malaria!
1702:  Malaria ma malaryczny wygląd tylko i nic więcej, ale proszę, jaki to jest szlachetny koń o chudych pęcinach i warkoczu.
1712:  To jest ulubieńczyni czatów.
1714:  Nie wolno malarii obrażać, Don Krzychu.
1718:  Zobaczysz zresztą.
1720:  Posypią się na ciebie kalumnie.
1722:  Kiedy w czerwcu możemy wyczekiwać Warhammera 2?
1725:  W czerwcu.
1727:  Ja nie snuję bardziej precyzyjnych planów, bardzo złośliwy człowieku, ale bardzo Ci dziękuję za wsparcie od 8 miesięcy.
1732:  Czas leci.
1735:  Pamiętam, jak kiedyś nauczyciel matematyki w liceum powiedział, czas leci powoli, nie widząc kompletnie ironii w użyciu czasownika leci, przymiotnika powoli.
1755:  To są kalumnie?
1756:  Kalumnie to jest kamień obrazy, innymi słowy.
1761:  Malaria pisze nawet listy miłosne, naprawdę?
1766:  Kiedy tak było?
1766:  Przestań rżeć.
1768:  Boże, jaki ten koń jest nieznośny.
1771:  To koń ma na sobie brzydkiego jeźdźca.
1773:  Przepraszam najmocniej.
1774:  JP Morgan może i wygląda jak Armand de Richelieu, ale nie określił go brzydkim.
1782:  Czas płynie, oczywiście.
1784:  Czas płynie sobie, biegnie.
1789:  Niestety.
1791:  Powiedział Krzysztof, bolejąc nad 33 laty.
1794:  Ale z drugiej strony urodziny mogą być miłe.
1798:  Absolutnie.
1798:  Wolę urodziny od imienin.
1800:  Podobno jest tak, że w Małopolsce się obchodzi imieniny.
1803:  Ja się z tym totalnie nie zgadzam.
1804:  Uważam, że powinno się obchodzić i imieniny, i urodziny.
1808:  Przeklinacz Koni to będzie tytuł streamu absolutnie w którymś momencie.
1812:  Witam Michała Nosalika.
1814:  Nazwiązuję się do tematu odcinka.
1815:  Dzwoni do mnie Boomer, aby zmienić e-mail, bo do starego nie miał dostępu.
1818:  Nie miał dostępu e-mail, bo był z domeny Neostrady.
1820:  Oj, oj.
1822:  Oj, oj.
1824:  Dlaczego koń ma warkocz?
1826:  Żeby wiadomo było, że to jest klacz.
1829:  Wszystko się wzięło z tego, że czaty przypominały bardzo namiętnie na samym początku, że studio Rockstar odpowiedzialne za Red Dead Redemption 2 zadbało o model moszny końskiej.
1841:  Problem polega na tym, że Krzysztof niepomyślawszy, że jeździ na klaczy, zaczął bardzo intensywnie wpatrywać się pod zad malarii, żeby sprawdzić, gdzie są rzeczone moszna.
1851:  No i okazało się, że niestety nie ma, ponieważ jest to klacz.
1855:  W związku z powyższym teraz na wszelki wypadek malaria ma warkot, żebym pamiętał, po przeczasy.
1860:  Ojej, mięso, mięso!
1865:  Tak naprawdę to ludzie.
1867:  Ale to mięso zobaczyłem wcześniej.
1874:  Okej, okej, okej, widzę, widzę pytanie, ale bardzo ważne rzeczy musimy najpierw zrobić, to znaczy wystrzelać wszystkich.
1895:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
1925:  Wszyscy?
1927:  Wszyscy!
1929:  Ubici!
1931:  Gdzie jest malaria?
1933:  Malaria uciekła.
1935:  Muszę zapytać, obecnie szukam studiów w kierunku grafiki 3D i projektowania artystycznego.
1938:  Wiem, że specjalizujesz się w fantastyce, może orientujesz się w temacie?
1941:  Nie, w tym temacie się nie orientuję, ale od razu mogę powiedzieć, żeby raczej szukać kursów i raczej robić portfolio niż szukać studiów, zwłaszcza jeżeli myślisz o grafice 3D.
1952:  Chyba, że bardzo dobrze trafisz.
1955:  Bo generalnie jest problem taki, że na przykład w gamedevie nie lubią za bardzo ludzi, którzy mają styl po ASP, bo to jest dość wyczuwalny styl.
1964:  Witamy Anię Kaźmierczak.
1966:  Na wieki wieków spaczeń, Aniu.
1969:  Sebastian chciałby się pochwalić, że na temat pracy licencjackiej wybrał analizę finansową CDPR i opłacalność inwestycji w akcje.
1976:  Ja teraz magisterkę prowadzę z hype managementu na przykładzie cyberpunka.
1984:  Co uważam o serialu Król?
1985:  To proste, nie znam.
1987:  Kiedy przyjeżdżam do Poznania?
1990:  Może być problem moim przyjazdem do Poznania, niestety, jak się okazuje, ponieważ jest bal humanisty, na którym będę.
1996:  Jest to rzecz ogarniana przez studentów, więc studentów nie mogę opuścić.
2003:  Krzysztof, nie mam pojęcia, skąd te 400 złotych na drodze.
2005:  Też, Krzysztof, muszę ich zabić, bo to byli ludzie, którzy nam zagrażali.
2008:  Mieli czaszunię.
2010:  Na studiach grafiki to cię malarsta będą uczyć, pisze Arturitum.
2013:  No właśnie na wielu studiach graficznych i na SP tak jest, aczkolwiek byłem wiele razy na czatach poprawiony, że to zależy bardzo od szkoły, więc trzeba się jak zwykle pytać studentów.
2026:  Myślałem, że będziesz czekać na wypuszczenie całego sezonu Stranger Things, zanim obejrzysz.
2029:  Wiesz co, Maćku, zabawnie, że o to piszesz, ponieważ byłem przekonany, że to jest cały sezon.
2036:  Nie pozdrawiam Netflixa.
2038:  Netflix, nie wiem, czemu mamy problemy finansowe.
2042:  Tak, że Netflix zmienia strategię wypuszczania odcinków seriali, która sprawiła, że ludzie zaczęli oglądać Netflixa.
2049:  Szymon był otwierał hypecranem cyberpunka?
2051:  Wszyscy byliśmy.
2052:  Któż z nas nie był?
2053:  Niech pierwszy rzuci malarią.
2056:  Dlaczego mamy tak strasznie daleko?
2059:  Do Valentine jedziemy, kto by pomyślał?
2063:  Czy z aglomerem Veldeneiga jest taką grafiką jak w Red Dead Redemption 2?
2065:  A w Veldeneigu nie ma takiej grafiki jak w Red Dead Redemption 2?
2068:  Szczerze powiedziawszy nie widzę specjalnych różnic.
2075:  Kiedy będzie druga część Stranger Things?
2077:  Z tego, co pamiętam, jest jakoś po... po, po, po, po, po... Po lipcu?
2083:  Coś takiego.
2083:  Pierwszego lipca, okej.
2087:  Straszne, straszne.
2090:  Nie no, Kenobi'ego nie oglądam, to celowo zupełnie.
2093:  Po pierwsze, to jest na Disney+, którego nie mam i prędko mieć nie będę, chyba, że będę bardzo zdesperowany, a po drugie...
2102:  No nie będę oglądać krwawicy, tak?
2104:  Jeżeli ktoś chce mi kroplówką puszczać serial, nie.
2109:  Nie ma, nie ma taka możliwości.
2116:  Nie, nie będziemy, nie będziemy nikogo oswabadzać z D-Jance'u.
2121:  Six of Spades pisze, że też miał dość polityki Netflixa, w związku z tym, że się wczoraj skończyła jego subskrypcja i widzicie, to się będzie często działo, a powiedzcie mi, co tam jest takie zielone, zielone, tam jest coś zielonego.
2131:  Co za prawdziwy...
2162:  Co to za efekty stroboskopowe?
2166:  Dlaczego ta... Dlaczego ta lampa jest nekromantyczna?
2170:  No właśnie!
2170:  Spaczeń!
2171:  Tak!
2174:  To jest spaczeń.
2176:  Okej, tu się dzieją dziwne rzeczy.
2178:  Myślę, że to jest związane z questem.
2180:  Czy... Czy moja... Czy dobrze zgaduję?
2182:  Możliwe.
2183:  Yes, yes!
2185:  Wharfstone!
2187:  Tak.
2189:  Eee...
2191:  Dlaczego nas kierują w złą stronę?
2195:  Nie rozumiem kierunków w tej grze.
2198:  Wieżę Skavenblight, jak najbardziej.
2200:  Witamy Samuit.
2202:  Niestety wypadła komunia w rodzinie.
2203:  Bardzo współczuję.
2208:  Malaria pozazdrościła płotce.
2210:  Stwierdziła, że pokona ją mały płotek.
2213:  Oho, ktoś znowu chciał do nas strzelać.
2215:  Nie mam z tym nic wspólnego.
2217:  Nie mam z tym absolutnie nic wspólnego.
2222:  Dobrze, patatajamy dalej.
2225:  Nawiązując do odcinka o technofobii, uczył mnie Wigim Nazium informatyk, który używał do wszystkich kont internetowych tego samego hasła i zachęcał nas do tego samego.
2232:  No to, że zachęcał do tego samego, to jest skandal, tak?
2236:  Absolutnie tego nie róbcie nigdy.
2238:  Pod żadnym pozorem.
2240:  Ostatni odcinek z Czędzierem Fiks ma mieć 2,5 godziny.
2243:  Mam nadzieję, że nie szykują się do tego, żeby anulować serial.
2246:  Łopy.
2253:  Oby nie.
2258:  Teraz się bardzo zaniepokoiłem, jak sobie to uświadomiłem.
2262:  Dlaczego znowu ktoś... Czy on nam pokazał fucka?
2275:  Czy on nam pokazał fucka?
2279:  Ale dziwne.
2280:  Tego się kompletnie nie spodziewałem.
2283:  O rany!
2285:  Wiecie co?
2286:  Mam świetny pomysł.
2288:  Mam świetny pomysł.
2299:  Po co ja mam tropić zwierzynę?
2303:  Skoro zwierzyna przyszła do mnie!
2306:  Zacz...
2318:  Dwa za jednym za ma... Nie.
2323:  Ej, nie uciekaj!
2327:  Nie ucie... Przepraszam najmocniej, bardzo potrzebujemy tego mięsa.
2336:  Co?!
2337:  Dlaczego... Dlaczego... Dlaczego nam zmalała reputacja?
2341:  Co z tego, że uszkadzam skóry?
2343:  Ja tego nie robię dla skóry, ja to robię dla mięsa!
2348:  Po co mi skóra?
2352:  O!
2352:  Żylasta baranina!
2359:  Przepraszam najmocniej.
2363:  Owce są niewinne.
2365:  Przepraszam najmocniej, ale nie ma nic pyszniejszego niż jagnięcina i baranina.
2371:  Wspaniała sprawa.
2372:  Jak zabijasz zwierzęta hodowlane, psy, to tracę honor?
2381:  Ja tylko ułatwiam polowanie.
2384:  Dobrze.
2385:  Upuść skóra, zły stan.
2390:  Bardzo dobrze.
2392:  Tak powstało milczenie owiec.
2398:  Skóra owcy, dobry stan.
2400:  Ale Krzysztof, psujesz stan skóry.
2406:  Takiego.
2411:  Krzysztof, cieszę się, że prorok Kaczk założył gildię przyjaźni międzykatunkowej, gdzie wszyscy na czatach mogą celebrować swoje zwierzątka.
2417:  Także, Krzysztof, darmowe mięso.
2421:  Trochę tak było.
2423:  O, jeszcze jedna owca.
2428:  Bardzo dobrze.
2429:  Kto wymyślił segmenty platformówkowe w Solsach?
2432:  Nie wiem, mam wrażenie, że Miyazaki wtedy, kiedy miał gorszy dzień.
2438:  Tak zdecydowanie było.
2440:  Te owce są troszeczkę spanikowane.
2442:  Zauważyliście?
2443:  Bardzo interesująca sprawa.
2444:  Dobrze.
2445:  Myślę, że to jest ten etap, kiedy możemy spróbować wrócić z powrotem do naszego questu.
2450:  To będzie tutaj.
