Wielki powrót J.P. Morgana | RED DEAD REDEMPTION 2 Livestream #9
🔗 https://www.youtube.com/watch?v=_5x8opsofRU

330:  🎵🎵🎵
913:  Może to znak czasów, utyskiwał JP Morgan, zobaczymy.
917:  To miejsce przyprawia mnie odreszcze.
920:  Krzysztof skończył fabułę?
921:  Chyba żartujesz, witam, a przy okazji witam cię.
924:  Nie, nie, my, my teraz...
927:  Dobra, tu są nasze zadania, ale one nie są... Mamy jakieś włamania.
931:  Dobra, otwieramy mapę, po prostu tak będzie najprościej.
934:  Więc tak, sytuacja przedstawia się następująco.
937:  Udawał Krzysztof cały czas grając na zwłokę, ponieważ nie ma zielonego pojęcia, co zrobić.
942:  Gdzie są jakieś questy?
943:  Jest quest!
945:  Mamy quest T i mamy quest M, moi drodzy.
949:  Witamy proroka Kaczk.
951:  O, Mika chce z nami porozmawiać.
953:  Czy jak się go tam czyta?
954:  Podobno się czyta go Majka.
956:  Jak go będę czytał Mika, bo jest idiotą.
959:  Będziemy też dzisiaj, no nie w teatrze, bo niestety wszystkie sztuki już zobaczyliśmy, ale na pewno pójdziemy sobie do kina.
967:  Żółte zadania najważniejsze.
968:  Ogarniamy żółte zadanie pod tytułem... Dobra, niech będzie on.
976:  Jej, jak to wspaniale, że można sobie dać trasę.
984:  Co?
993:  Okej, przypomniałem sobie, że w tej grze się biega w ten sposób, okej.
1000:  Dobrze.
1001:  Co tu się stało się?
1005:  O, ojciec, co mówimy o człowieku, który stracił jego drogę tak mocno?
1009:  Mamy tu wystarczająco waszego rodzina.
1013:  Mój mężczyzna, nie, nie Mika, nie Mika.
1016:  Ten Mikach został przeze mnie obrażony z gry.
1020:  Mężczyzna mężczyzna, zdobyty nieprzyjemnością, skończony nieprzyjemnością.
1029:  Powiedz nam szczerze, ojciec.
1030:  Panie, jesteśmy w momencie gruzi.
1045:  Bo mogę!
1053:  Nie możemy nic więcej zrobić.
1056:  Gdzie łasunia?
1057:  No właśnie, nie ma łaski.
1061:  Nikt nie chce z nami rozmawiać.
1064:  Dobrze, kluczowe pytanie.
1065:  W jaki sposób przywoływało się konia?
1067:  Ponieważ w Elden League był to X.
1072:  W porządku.
1099:  Jaki jest sens banana?
1102:  Możemy ją nakarmić.
1106:  Nie wiem czym tylko ją nakarmiliśmy.
1108:  Możemy ją wyczesać.
1112:  Boże, jaka zakurzona.
1114:  Malaria była tak długo w garażu, że się zakurzyła.
1121:  Tak, oczywiście, że malaria ma warkocz, musi mieć.
1128:  Dobrze, patatajamy.
1131:  To się nie zmieniło, patatajamy do patatajni.
1135:  Nigdy się nie przyzwyczaję do tego, że tutaj biega się z shiftem jak po ludzku.
1139:  Nigdy.
1140:  Malaria kiedyś mnie zrzuci z siodła za te zniewagi.
1144:  Powiedziałbym, że to jest mistrzowska przepowiednia, zupełnie jak Sibylii Trelawney, która mówiła, o, kiedyś czeka nas wszystkich śmierć.
1152:  Kurna, wbitna wróżbitka.
1157:  Co to za przerwa w muzyce?
1159:  Skandal.
1161:  Jedyne co mnie martwi to to, że nie byłem w stanie podciągnąć tekstury drzew.
1166:  To jest maksymalna tekstura drzew.
1177:  Co będzie grane po zakończeniu Red Dead Redemption 2?
1179:  Wiecie jak ja bardzo lubię takie pytania.
1183:  Dzień dobry, partnerze!
1184:  Chcesz zjeść trochę przyjemnej konkursy?
1206:  To się skończy spektakularną porażką.
1208:  Bottles czy wszystko?
1241:  Dziękuję, dziękuję, dziękuję.
1245:  Okej.
1245:  Dlaczego nie mogę?
1261:  Dlaczego nie mogę wyczyścić broni?
1263:  Kazano mi wyczyścić broń, nie wiem w jaki sposób mam wejść do ekwipunku.
1266:  Zaczynają się problemy.
1269:  Okej, nie w ten sposób.
1272:  W ten sposób.
1280:  Wyczyść.
1283:  Szuru buru pucu pucu.
1286:  Dzięki, przyjacielu.
1316:  Mamy 5 dolarów więcej na koncie.
1320:  Gościu, bo... Gdzie klasyczne kręcenie rewolwerem?
1342:  Żebym to ja wiedział, jak to się robi.
1345:  Niestety nie wiem, jak to się robi.
1349:  Krzysztof nie wie, w jaki sposób kręcić rewolwerem.
1353:  Co powiedziawszy, zdrowie czatów.
1362:  Strzelać do ptaków?
1364:  Teraz zamiast frazy, jaki jest sens banana, powinno być, jaki jest sens Morgana.
1368:  Tak, tak.
1370:  Czy to jest malaria?
1371:  Dobrze.
1371:  Malaria ma warkocz tylko po to, żebym ją rozpoznawał, ponieważ wiele razy wsiadłem na zły koń.
1379:  Przycisk schowania mówicie?
1380:  Żebym to ja wiedział, jaki jest przycisk schowania.
1382:  Dobra, wypróbujmy to w terenie.
1386:  Załóżmy, że był strzał.
1389:  Teraz w czym się chowa?
1394:  Nie.
1395:  Nie tym.
1397:  Dwa razy tab?
1423:  To jest ekscytujące.
1428:  Ruszamy w dal.
1431:  Musi być tylko jeden pistolet wyjęty?
1433:  A, okej.
1434:  Okej.
1434:  Czyli jak zawsze dworuję niewłaściwie.
1438:  Dobrze, nie wiem gdzie jadę.
1447:  Boże, jakie Red Dead Redemption 2 jest piękne.
1455:  Jaki jest sens Morgana?
1459:  Okej, jak się zsiada?
1460:  Arthur!
1463:  Arthur, Arthur!
1464:  Daj mi podejść, spokojnie!
1468:  Spróbuję... A, teraz nie mogę używać broni, świetnie.
1471:  Arthur, Arthur!
1475:  Szaty widzą malarię, spójrzcie na te uszy, spójrzcie na ten nos, to piękny nos.
1480:  Ostatnio Krzysztof nakrzyczał na malarię, żeby nie piła wody, potem okazało się, że to nie malaria.
1486:  Tak, tak było wiele razy.
1487:  Wiecie, czego mi brakowało?
1489:  Prac obozowych.
1490:  Powiedział, nikt nigdy w latach 30.
1492:  Tutaj jest kropencja.
1497:  Kropencja oznacza pracę obozową, to pamiętam.
1504:  JP Morgan stanął na Bellisiana, a potem ją podniósł.
1507:  W ten sposób zakrzywił czasoprzestrzeń.
1509:  Przenieś do punktu karmienia.
1513:  Witam Michała Przyspręgwalda.
1515:  Stronowanie w Red Dead Redemption 2 jest trudne.
1518:  Nie grałem, ale po poczytaniu czatu mogę sobie wyobrazić... Znaczy tak, Rockstar w jednym przesadził, to znaczy nie ma przycisków kontekstowych, tylko są przyciski, które są zbindowane do poszczególnych akcji, na przykład otwieranie skrzyni to jest R, a przeglądanie skrzyni to jest F czy E, coś takiego.
1532:  Koszmar absolutny.
1533:  Jaką mam opinię o scenariuszu GTA V?
1534:  Dobrze poprowadzony scenariusz.
1536:  GTA V jest generalnie dobrą grą.
1540:  Mamy jakieś rady, pyta Dawid, dla przyszłych doktorów dotyczących zdobycia etiatu ediunkta na uczelni.
1545:  Miej jak najwięcej publikacji konferencji w dorobku.
1549:  To się bardzo przydaje, bo rekrutują cię na uczelni nie na podstawie tego, że doktorat był zrobiony magna cum laude, czy summa cum laude, to są nazwy na doktorat obroniony z wyróżnieniem, tylko przyjmują cię wyłącznie z tego względu, że masz publikację w dorobku.
1572:  Dobrze, możemy biegać, ale... O, już nie możemy biegać.
1576:  Fisik chciałby z całego serca podziękować za streama, który pozwolił mu się uspokoić na Dzień Przematurów z Polskiego.
1580:  Cieszę się ogromnie.
1582:  Pozdro dla Ciebie i trzymam kciuki.
1585:  Twoje zdrowie i zdrowie wszystkim maturzystów jutro.
1590:  Nie myślimy o tym, kochani.
1593:  Jeszcze jedna praca obozowa przed nami.
1594:  Boże, nie, naprawdę, światło jest piękne.
1597:  Ale Krzysztof, mówiłeś, że imersja nie ma żadnego związku z dobrymi ustawieniami... Nie ma.
1605:  Przynajmniej pięć rodzajów imersji wyróżnionych przez Gordona Kiley'a nie ma, ale ostatni, to znaczy imersja przestrzenna ma.
1613:  Czy udało mi się uniknąć spoilerów Doktora Strange'a 2?
1615:  Tak.
1616:  To jest rada na czatach, żeby ich nie było, bo w piątek idę sobie na Doktora Strange'a 2, a potem się widzę ze studentami.
1626:  Skarpetki z jamnikami na szczęście ubraliśmy na matematykę czy na polski?
1629:  Oczywiście, że na polski.
1630:  Na polskim potrzebujemy szczęścia, w matematyce zawsze się można wybronić kombinowaniem i myśleniem.
1636:  Natomiast przedmiot, który wymaga tego, żeby recytować z zaśpiewem podstawę programową, tak, potrzeba do niego szczęścia.
1648:  Jaki napitek dzisiaj?
1649:  Konsekwentnie Bunahabn leci.
1656:  To prowadza mnie do szału to, że zwalniamy tutaj.
1661:  Dobrze, idziemy do Majka.
1665:  Majka, co masz dla nas, poza swoją nieumytą, wścibską gębą i durnymi pomysłami?
1672:  Majke?
1676:  Błogosławieni są pacjentki, bo oni będą nazywane... Hej, Molly, gdzie Dutch?
1681:  No, jak to się dzieje... Nie jestem pewien, czy ta sprawa pomaga ci i mi.
1686:  To dlatego, Kyle Polk, że jesteś człowiekiem z ogromnie skomplikowaną inteligencją.
1691:  Nie ma wątpliwości.
1693:  Cóż, ty i stary mężczyzna i ducz chodzili po drodze, szukając nas w dół.
1700:  Stary pan Pearson mogł by się rozprzestrzenić.
1704:  Pearson!
1705:  Nie jesteś ciekawy?
1705:  Chyba.
1705:  Dzień dobry.
1706:  Ducz!
1708:  O, to jest Dutch.
1710:  Dobrze wiedzieć.
1710:  To jest pieśń, Dutch.
1712:  The Adriscals.
1713:  Mówię, myślę, że jest sposób.
1714:  O co na ziemiach mówisz?
1715:  Wyłóż te słowa dokładnie, gęsty człowiek.
1717:  Poznaliśmy parę Adriscalów.
1719:  Na drodze w miarę?
1719:  Człowiek się zniszczył.
1721:  Ale wiesz, jak ja jestem w walce, co?
1722:  Jak zaznaczony tygrys.
1724:  W każdym razie, w jakiś sposób to się nie stało, ale zaczęliśmy porozmawiać i oni sugestiowali parlay, żeby koniec rzeczy.
1739:  Jak mężczyźni.
1739:  Mężczyźni.
1740:  Combe o Driscoll.
1741:  Czy stracili wasz umysł?
1744:  Zawsze nam mówili, że musimy robić to, co musimy zrobić, ale nie walczyć o wojnę.
1748:  Nie warto walczyć.
1749:  Chcą, żebyśmy byli silni?
1752:  To traf.
1753:  No oczywiście.
1755:  To pewnie jest traf, ale co musimy stracić, żeby się dowiedzieć?
1759:  Będziemy straceni.
1760:  Nie będziemy straceni, bo będziecie nas chronić.
1764:  To jest kłopieczka, wyrzucasz ich dużo, jeśli to nie jest kłopieczka, to jest ślisza szansa.
1767:  Nie widzę pojęcia w tym.
1769:  To jest szansa.
1770:  Muszę cię zabić.
1771:  Zabiłem kumpla Coma.
1771:  Dawno temu.
1772:  Potem zabił kobietę, którą kochałem.
1773:  Hmm...
1796:  Tak jak powiedziałeś, to był długi czas temu, Dutchie.
1808:  Chodźmy.
1809:  Ty i ja, z Arthrem ochroniąc nas nikt inny.
1812:  A co o mnie?
1813:  To nie jest czas dla tygrysów, moi przyjaciele.
1817:  Teraz muszę nadrobić czaty.
1819:  Pytanie, czy piję Bunahabn zawsze z kiszka tulipanowego.
1823:  W ogóle wszystkie whisky single maltowe, tak piszę, piję, jeżeli chodzi o irlandzkie.
1827:  Chyba Talisker jest irlandzki, ale mogę się ekstremalnie mylić.
1831:  Wydaje mi się, że Talisker.
1831:  Tak.
1837:  Przecież to w 3 maj, to ja.
1840:  Tak jest.
1841:  Moja żona pisze, Kruki68 też chciała zakrzywić czasoprzestrzeń, chciała mieć nową kabinę prysznicową z zewnątrz mniejszą niż stara, ale wewnątrz mniejszą.
1850:  Napisałem do NASA, jeszcze nie mają takiej technologii.
1853:  Ja bardzo dobrze rozumiem takie dylematy.
1859:  Chciałbym móc chodzić szybciej, powiedział JP Morgan.
1863:  Kiedy teatr?
1864:  O, ostatnio byliśmy dużo w teatrze, teraz trzeba nadrobić fabułę.
1867:  Zatrzymaj się, Morgan.
1882:  Zacznijmy.
1882:  Wiesz co?
1882:  Przez tak długo się walczyłem z tokszami.
1885:  Nawet nie pamiętam czasu, kiedy to było inaczej.
1896:  Może to nie jest błyskawiczna sprawa.
1900:  Tu on idzie, Doughton Thomas.
1901:  Czy masz jakiś plan, który nie będzie Ci smakowało?
1905:  No, może masz rację.
1907:  Jestem tylko zdenerwowany.
1909:  Nie spędzamy więcej życia bezpośrednio.
1911:  Ja tu nie kosztuję życia.
1912:  Używam ich.
1914:  Co powiedziałeś?
1915:  Tak, Militanty przychodzą po nas.
1916:  Z powodu Czerwonej Wody?
1919:  I Leviticus Cornwall i swojej prywatnej armii.
1927:  Kto wie, kiedy ta lokalna rzecz dojdzie do przodu.
1931:  I my naprawdę będziemy walczyć na tych wszystkich stronach.
1934:  I o Driscoll.
1936:  Jest w tym wiedza.
1937:  Mam nadzieję, panowie, ale tak jak mówiłem, jestem zdenerwowany.
1943:  Spójrz, nie będziesz nawet był tym, kto jest w niebezpieczeństwie.
1947:  Zatrzymaj się tam i znajdź ładną łazienkę, którą możesz wytrzymać.
1949:  Masz ten łazienkę, prawda?
1951:  Tak, tak.
1951:  Wtedy ja i Dudż wchodzimy w łazienkę lionów.
1961:  Z tobą, żeby nas osiągnąć.
1967:  W porządku, trzymaj się spokojnie, bo dam ci powód, żeby nie.
1970:  Będziemy w porządku.
1972:  Mamy cię.
1973:  Będę robił wszystko, co mogę.
1977:  O, mój kochany i zaufany przyjacielu.
1979:  Gdybyś patrzył na mnie, byłem w południu sam.
1982:  Tak bym i ja.
1983:  Uważaj!
1991:  Glenn Fiddick, najmłodszy, że tak to ujmę, no nie jest dobry, moim zdaniem przynajmniej.
1997:  Starsze roczniki są lepsze.
2001:  No konie w Red Dead Redemption 1 są absolutnie przepiękne.
2004:  Zanimowane, to widać.
2011:  Dobra, karabin.
2015:  Wystarczająco wcześnie.
2016:  Może tak jest, Dutch.
2017:  Może przesadziłem za ciężko.
2020:  Wziąłem nas do sytuacji, które by były bezpieczniejsze.
2034:  Po prostu... Widzę te wszystkie mowy, które musimy zjadać, i... Pomyślałem za dużo.
2047:  JP Morgan zachwycił się widokami.
2053:  No come on, tu jest przepięknie.
2058:  Po co człowiek ma się ruszać z domu?
2063:  Po cóż.
2065:  Pozyskujesz kupioną broń długą swojego konia dzięki kapitanu Pumpkin.
2072:  Wiecie, czego nie lubiłem zawsze?
2074:  Nie wiem, czy to jest w odpowiednią stronę.
2075:  Tutaj jest.
2076:  Będziesz teraz z nami zostać?
2104:  Więc... cieszę się, że mówiłeś o tym wcześniej.
2106:  Cieszę się za dużo.
2106:  Nie ma czegoś takiego.
2107:  To jest kawałkowa kawałka!
2113:  Od dwóch z was!
2113:  Może to jest kawałkowa kawałka!
2117:  Może to jest kawałkowa kawałka!
2118:  Kolmo Driscoll... może to jest kawałkowa kawałka!
2119:  Przekonanie tej wielkiej nacji... Mężczyźni...
2137:  No i są te wspaniałe masywy górskie, po których rozpoznajemy Stany.
2167:  Czyli snajpereczka.
2174:  Co zrobiliśmy z ogonem malarii?
2176:  Malaria ma warkocz teraz.
2180:  Ta gra jest niewyobrażalnie piękna.
2194:  Szybko!
2194:  Łoł!
2195:  Co?
2226:  Ej, nic nie rozumiem, ale mamy... Weźmy sobie... karabinek powtarzalny czterokataktowy z zamkiem obrotowym.
2237:  Może ten z zamkiem obrotowym ma jakąś lunetkę, zaraz sprawdzimy.
2250:  Dobrze, teraz ten.
2253:  Ten jest kiepski.
2256:  Ale dobrze, będzie do obrony.
2271:  Ten ma tylko jeden nabój.
2272:  Jak to jeden nabój?
2273:  Co wy mówicie?
2275:  Jest ich sto.
2278:  Czekane było full on order?
2279:  Nie, jeszcze nie.
2281:  Dobra, to weźmy...
2284:  Może zamiast Springfielda weźmiemy sobie inny.
2287:  Coś go nie czuję.
2289:  Już jeszcze czterotaktowy karabinek.
2296:  Okej.
2299:  Koszmar.
2306:  Powtarzalny.
2311:  Dobrze.
2312:  Nie mam pojęcia jak się zmienia amunicję w kole wyboru.
2314:  To już są za trudne rzeczy dla mnie.
2316:  Chyba tędy.
2316:  Szybka amunicja.
2318:  Ekspres.
2319:  Zwykła.
2322:  Dziękujemy Julko za trybut.
2325:  To jest cenny trybut.
2330:  Szybka amunicja.
2330:  Tutaj ekspresowo sobie damy.
2332:  Dobrze.
2333:  Jesteśmy chyba przygotowani.
2336:  Gdyby resztę broni tak, byś zakładał, że pójdzie coś nie tak w tych pertraktacjach.
2339:  W tych pertraktacjach bierze udział Majka, który jest Mikachem.
2345:  Umówmy się, tam na 1000% pójdzie coś złego w pertraktacjach.
2372:  Cześć, Niemcy.
2373:  Cały czas temu.
2373:  Tak.
2373:  Więc jak twoja ganga?
2375:  Wciąż w Ciebie wierzą.
2377:  Lepsze światło.
2378:  Pure światło.
2390:  Jak to się stało?
2392:  W porządku.
2402:  Jak to się stało, że zabrałeś nam oficę?
2404:  Którą?
2405:  O, tak mi się podoba.
2409:  Tak jak mówiłem, to jest charakterystyczny lider.
2412:  Dużo się na nas wziął tym razem.
2418:  Wszyscy z nami.
2420:  Cała kawałka kłopotu.
2423:  Oferowali mi cenę, Dutch, żeby cię wziąć?
2427:  Dlaczego nie wziąłeś?
2428:  Cóż, wciąż mogę.
2432:  Jestem... zaskoczony o twojego brata.
2439:  Nie podobał mi się on bardzo.
2441:  Podobał mi się... Annabelle.
2448:  Zawsze kochasz kobiet, Dutch Vanderlyn.
2451:  Podoba mi się to o ciebie.
2454:  Co tu robimy?
2455:  Idź do domu.
2456:  Czy to wszystko koniec?
2467:  Cześć, Sugar!
2467:  Ty nie jesteś umarł, czyż nie?
2476:  Nie podchodź!
2477:  O nie, nie wiem.
2477:  Columns ma sens.
2478:  Zabrać go do mężczyzn, nie wiem.
2480:  Śmieszne typy.
2483:  Zabili Seamus'a.
2486:  Cholera ich sporo.
2486:  Z tym chłopcem Columns jest w porządku, możemy ich odwrócić.
2487:  Prawda.
2496:  Bardzo poważna sprawa, gdzie jest...
2527:  Ten gatunek roślin rośnie wyłącznie w stepowych okolicach Rhodes.
2535:  J.P.
2535:  Morgan zainteresował się nim wielce.
2569:  O, ja je chcę!
2593:  Arthur Morgan.
2594:  Cieszę się, że cię widzę.
2595:  Cześć, Gump.
2595:  Jak się czujesz?
2597:  Nic się nie czuję.
2597:  Będziesz czuł.
2623:  Sceptyczne, nie jest to fajne.
2629:  Powiedz mi, znajdź samochód jak ty, ale dlaczego nadal ruszasz z starym Dutchem?
2637:  Mógłby przyjechać z nami i zrobić dla ciebie pieniądze.
2642:  O, teraz...
2644:  JP Morgan ma kryzys tożsamości.
2648:  Ma worek na głowie i nie rozpoznaje sam siebie.
2671:  Pamiętają o mnie.
2672:  Nie są zapomagającymi.
2673:  Gdybym był z tobą, byłem w porządku.
2678:  Wiem, że byłbyś w porządku.
2679:  Ale słyszałem, że urodziłeś angielskiego księdza, żeby cię uratować.
2688:  Zabrać was wszystkich i zjechać.
2691:  A potem zniszczyć.
2692:  Więc tylko znalazłeś go, żeby mnie zabrać?
2697:  Oczywiście.
2700:  Jest tak głupi, że przyjeżdża do nas, do tej regionu.
2710:  I wielu z was.
2715:  I prawo będzie czekało na niego.
2727:  Arthur... Arthur, zapomniałem o ciebie.
2728:  O nie, o nie.
2729:  O nie, zemsta będzie krwawa.
2734:  Zemsta będzie krwawa.
2747:  Wygląda teraz jak braciszek tak, choć w zasadzie braciszek nie.
2753:  O Jezus, rozkuśtaj się, by dosięgnąć metalowego pilnika.
2761:  Najbardziej żenujący epizod w historii JP Morgana.
2766:  Dziwny głos w jego głowie kazał mu huśtać się.
2789:  Mashowanie przycisków, ale to kocham.
2799:  A przytrzymaj!
2801:  Fajnie, że nikt tego nie mówi.
2807:  Przyciski są przytrzymywane.
2818:  Niejednocześnie?
2820:  Aha.
2828:  Ja nie chcę włożyć!
2837:  To mnie skrzywdzi!
2839:  Aaa, nie!
2848:  Jak to usta w pilnik?!
2853:  Jezus Maria, to są jakieś dźwięki przy tym!
2870:  Nie chcę!
2872:  Nie, nie, nie, nie, nie, nie, ja mu... Nie!
2876:  Ja nie mogę tych dźwięków!
2879:  Nie ma takiej możliwości!
2881:  Ja nie będę tego słuchał!
2883:  Czy co?
2884:  Mam teraz... O!
2893:  Przecież jak z tym... Tak, wsłuchaj się w to.
2897:  Wsłuchaj się w to, jak ci mięsko.
2899:  Klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup, klup
2924:  Nie, JP, JP, nie jedz świe... Nie.
2928:  Nie.
2929:  Ja wiem, że jesteś głodny.
2931:  Ja wiem, że jesteś głodny.
2932:  Potrzebujesz pento kiełbasy, takiej pysznej kiełbasy wiejskiej.
2937:  Nie jedz świecy!
2952:  Krzysztof wszystko wciska.
2953:  Niestety nie działa.
2956:  A, bo teraz trzeba... A!
2960:  Mówiłem, że wybuchnie!
2973:  Witamy kluchen na czatach.
2975:  O nie, musimy się bić znowu, ja nie wiem jak.
2978:  Miałem pierwszą rzecz, to mi przyszła do głowy.
2988:  Czemu nie mogę go zlutować?
2989:  Nic nie widzę.
2991:  Nic nie widzę.
3000:  Okej, nie mam dzielonego pojęcia, co możemy teraz zrobić.
3002:  O boże... Opuść to szarkonno.
3003:  Kiedy ja chcę wszystkich zabić.
3004:  O, no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no
3030:  Czemu on się musiał ruszyć?
3034:  Sicho siedź, JP!
3037:  Nie jęcz!
3042:  Masz go wyeliminować!
3044:  Ledwo żywy Krzysztof, walczący o życie w obozie ludzi, którzy chcą go zabić.
3047:  Czemu nie mogę lutować?
3056:  Jednego mnie... Ograb!
3065:  Świetnie!
3067:  Podnieś.
3069:  Nie.
3070:  A może tak?
3071:  Okej, mamy noże do rzucania teraz.
3074:  Świetnie.
3076:  Szkoda tylko, że nie wiem, w jaki sposób nimi trafiać.
3079:  Damy radę.
3081:  Okej, następny patrzy na nas.
3084:  To niedobrze.
3087:  Co tu się dzieje?
3088:  Powinien się tu trzymać Morgan!
3089:  Lars jest na drodze!
3092:  Zabierzmy go i pójdźmy!
3121:  Noże do rzucania to kiepska broń.
3138:  Dobrze, damy radę.
3143:  Nie, nie spieprzałem, musimy przecież broń naszą zyskać.
3146:  Nie po to ja ją zbierałem przez całą grę, żeby teraz stracić.
3153:  Trzeba do tego podejść sprytniej.
3157:  Spędzimy tutaj dużo czasu.
3163:  Więc idea jest taka, żeby szybciej dać drapaka.
3166:  Hahaha.
3173:  Artur, to Gigachat umie przeżyć kilka ciosów w ciało i strzałów?
3177:  Tak, to prawda, ale mógłby być lepszy.
3181:  Dlatego uważam, że JP Morgan powinien bezwzględnie dysponować magią ognia.
3189:  Ta broń będzie w obozie, ale o ileż sympatyczniejsze, będzie zdobycie jej tutaj.
3199:  Czy możemy podnieść ciało?
3200:  Nie możemy podnieść ciała, fuck.
3204:  Dobrze.
3205:  Teraz tak, wynika stąd, że... Okej, jak się pospieszy?
3215:  Fak, fak, fak, fak, fak, fak, fak, fak, fak, fak, fak.
