🔴 Helheim i pierwsza z Walkirii — GOD OF WAR Livestream #3
🔗 https://www.youtube.com/watch?v=dD4akk7gd6Y

50:  Muzyka Muzyka Muzyka
816:  Todzia, mam nadzieję, że się dobrze macie, moi drodzy.
819:  Nie pamiętam natomiast kompletnie, co mieliśmy zrobić, w związku z powyższym...
824:  Proszę bardzo, side quest.
827:  To rozumiem.
828:  Czyli znowu idziemy do kopalni.
833:  Może rodzynki zrobione.
835:  Miał być japoński.
854:  Nie, japoński dubbing bez przesady, ale poczekajcie, bo ja tutaj widzę, że są Jamnikołaje Kruszynka Iska oraz Sawa Skaj z jamnikołajkami Towarzysz Tatra oraz Amrrored dołączone do gram wspierających.
865:  Dzięki nim wszystkiego jamniczego dla naszych jamnikołajów.
869:  I witajcie w gronie wspierających następni szczęśliwcy używający jamników.
873:  Spotkaj się z Brockiem przy kopalni, dobrze zrobimy to moi drodzy.
877:  Na początku będziemy sobie robić raczej sidequesty, żeby ludzie, którzy nastawiali się na 18 nie byli na nas aż tak bardzo oburzeni.
884:  poboczne.
885:  Czy to jest to?
886:  Nie.
887:  To jest to.
888:  Deus Ex Malachit.
890:  Ha!
891:  Ha!
891:  Ha!
892:  Proszę bardzo.
893:  Akurat wczoraj sobie przypominaliśmy ze studentami Deus Exa.
898:  Nie no, ale to jak, to jak... Dobra, dubbing angielski brzmi przepięknie.
903:  Właśnie wróciłem z 6-godzinnego spaceru z pieskiem i dzisiaj piękna pogoda pisze Ania Szymańska.
907:  U mnie jest pogoda pod psem.
908:  Nomen omen.
910:  Czy spróbujemy nordycki dubbing?
913:  A jest?
915:  To byłoby dopiero ciekawe.
917:  Paula pozdrawia z siłowni.
918:  Dobrze, trzeba wyciskać!
920:  Bardzo dobrze.
921:  Do której dzisiaj stream?
922:  Do oporu tak zwanego.
923:  Tyle, ile Krzysztof da radę.
925:  Nażarłem się tak specjalnie, żeby mój żołądek nie protestował.
929:  Mistyczna brama, sklep Brocka.
931:  Czyli sugerujecie, że można byłoby... Nieee.
934:  Sprawy rodzinne.
936:  Gdzie jest ten quest?
940:  Mistyczna brama, jeszcze się nie możesz tutaj udać.
942:  Tak, okej, tutaj jest ten quest.
945:  Chyba.
945:  Deus ex malachi, tak jest, tak jest, dobrze.
948:  Przejdź do dziennika.
949:  Good.
951:  Czyli tędy.
952:  Powoli sobie przypominam, w jaki sposób się w tę grę gra, okej?
955:  Powoli.
958:  Jak coś ominąłeś, dwa najlepsze talizmany w grze.
960:  Pierwszy jest na prawo od świątyni Tyra, w lokacji Skrajnej Wodospody.
963:  Daje iFrame na parowania, drugi w Alokheim, w dużym jeziorze na prawo.
967:  Na razie mój talizman mnie leczy i wydaje mi się, że to jest najlepsze z możliwych.
971:  Tutaj nie miałeś wrażenia, że tutaj była gdzieś łódeńka?
974:  Mała, krucha łódeńka, którą pływaliśmy?
975:  Chyba tutaj była mała, krucha łódeńka.
979:  Mała, krucha łódeńko?
981:  Gdzie jesteś, mała, krucha łó... Eee?
984:  Czemu, czemu ten świat wygląda inaczej niż go zapamiętałem?
988:  No dobrze, tu jest mała krucha łódeńka.
990:  Jest norweski dubbing.
992:  Good.
993:  Nie wiem czy wiesz, ale ta blizna na plecach i brzuch Kratosa to cios zadany mieczem przez jednego z greckich bogów.
999:  Czy to był Zeus, czy to był Ares.
1003:  Ja dzisiaj odpoczynek i leczenie obrażeń doznanych wczoraj na skateparku, pisze wyznawca Rogatego Szczura, sporo skóry zostawiłem na asfalt.
1009:  Nie, no najgorzej, to jest absolutnie najstraszliwsza rzecz.
1012:  Ja nienawidziłem się wywracać.
1016:  To Zeus nas tak pokiereszował, okej.
1018:  O, to była jedyna część grubości, nawet dla Odina.
1021:  Jak gdyby świątynia nie była wystarczająca.
1025:  Błogosławieństwo było dla niego lepsze niż uzyskał.
1028:  Przez wszelkie rodzaje niebezpieczeństwa zniszczyła to.
1030:  Wszystko w miejscu, gdzie miała bezpieczeństwo i bezpieczeństwo dla swoich ludzi.
1034:  Ale to było niebezpieczeństwo, korupcja swoich magii.
1038:  Zostało to więcej, niż mogła się pośpieszyć i w końcu zniszczyła to.
1043:  Odin był wierzący, a jego krzywdy na niej były więcej niż wierzyłaby.
1046:  Ale jej magia była o wiele silniejsza.
1049:  Po tak dużym czasie razem znalazł jej szkody, i eksploatował je, by stworzyć krzywdy, które nigdy nie mogła zniszczyć.
1058:  Tak, ale nie wierzyłaby w Midgard.
1061:  A wciąż zabrał jej duch wojskowego.
1062:  Freya nie może walczyć, nawet aby się samodzielnie obronić.
1066:  Żadnej żywej rzeczy nie może zniszczyć jej bez krzywdy, ani spełnienia.
1073:  I mimo wszystko ten angielski nie umywa się do polskiego?
1076:  Jaki wybór, czy musi być w izolacji?
1077:  Biedny Freya.
1079:  Wydaje mi się, że gdybym była tą osobą, to też bym rozkoczyła twój twarz.
1083:  Mówiłam.
1084:  Więc i ja.
1087:  Okej, te opowieści to jest najwspanialsza rzecz.
1090:  Jormungandr, widząc Jormungandra, który jest Jamningandrem, ale teraz my go nie widzimy, jest Jamnikołajem, podrawuje wsparcie Sierra Papa, Mortil, Michał Mazur, X403, Bambi oraz, oraz, ktoś jeszcze kogoś nie przeczytałem, za co przepraszam, otrzymują wsparcie.
1104:  Niuch!
1105:  Dziękuję najserdeczniej.
1107:  I'll add.
1112:  Nie, ja nie umiem.
1117:  Musiałbym się naprawdę solidnie wdrożyć w to, żeby to się udało.
1122:  W ogóle mam nadzieję, moi drodzy, że głośność jest w porządku.
1125:  Nasz moderator, Szymon, pomagał mi w ustawieniu odpowiednich parametrów pod mój głos w tym mikrofonie.
1133:  Więc wiecie, poważna sprawa, a ja się znowu zgubiłem.
1138:  No przecież, no przecież w tę stronę.
1141:  Dobrze.
1149:  W walce przebiegł go ostrzem Olimpu, tak powstała blizna na plecach Kratosa.
1152:  No mam wrażenie, że ludzie, którzy oglądali, dobrze, teraz płyniemy w właściwą stronę, ludzie, którzy grali w poprzednie części albo oglądali poprzednie części są lepiej poinformowani niż Krzysztof.
1165:  Kaja prosi o trzymanie kciuki za jej jamniczkę.
1167:  Trzymamy, tu są kciuki, tu są trzymane.
1172:  30 stopni?
1173:  Jezu, gdzie to jest, Aniu, 30 stopni w Polsce?
1175:  U mnie jest już jakieś 20 i to jest za dużo jak na Krzysztofa.
1180:  Chyba tędy, moi drodzy.
1181:  W związku z powyższym włączyłem klimatyzację.
1185:  Zaraz będę musiał ją wyłączyć, ponieważ ona jest za mocna.
1189:  Macie wrażenie, że nie zdobyłem tamtego złota, bo ja mam Canyonlandsundr.
1194:  Pod koniec God of War 3 Kratos też się sam przebija Ostrzym Olimpu.
1198:  Generalnie dużo tych ciosów przetrwał, to trzeba mu oddać.
1201:  Płynie, a kompas pokazuje.
1203:  Staram się.
1204:  Już widzicie, co się dzieje, jeżeli ja nie mam kompasu, jeżeli ja się gubię z kompasem.
1209:  Mówicie, że dźwiękowo jest idealnie.
1211:  To się cieszę, jak fachowiec, moi drodzy, siądzie i powie Krzysztofowi na przykład, Krzysztof, podbijałeś za bardzo te częstotliwości, a ja miałem, jakie częstotliwości, jakie podbijałem, Boże drogi, ile terminów tam się pojawiło, skala dynamiczna, inne rzeczy, jakieś koszmary, moi drodzy.
1231:  Morthil, dzięki za wsparcie od czternastu miesięcy.
1234:  Wielki Jormungandr, dzięki za wspornika.
1237:  Proszę bardzo, wspornik, ładnie powiedziane.
1241:  He?
1244:  He?
1244:  Groa.
1244:  Muzyka.
1260:  To nie była jej żona, którą zauważyłaby w swoich wizjach.
1265:  Bo to była Groa, która widziała dłużej i dłużej niż każdego, kto widział Ragnarok, koniec i początek.
1272:  Kiedy Odin otrzymał słowa o swoim ojczystym profecji, zareagował, aby osiągnąć jej wiedzę i zbierać ją dla siebie.
1281:  Groa wiedziała, że Odin jest dłuższym patronem swoich służb, więc zapraszała go do swojej biblioteki jako przyjaciela.
1288:  To, co nie wiedziała, to to, że Odin sam został po stronie jej żony.
1293:  Użył swoich wyścigów, aby skończyć jego śmierć w rękach Thoru z jej widzenia.
1300:  Śmierząc, żałosny, Odin wziął ją na głowę.
1304:  I z jego samych rękawiczek zabrał jej bibliotekę i życie dla siebie.
1310:  Zawsze wiedziałam, że Odin był zły.
1313:  Ale to po prostu... Niezrozumiały, barbaryczny, praktyczny?
1317:  To jest Odin.
1318:  W rzeczywistości, dobrze byśmy siedzieli tu w silnieniu przez następne parę minut i zrefleksowali kapasitę Odina na kłopoty.
1325:  A więc nie dłużej.
1332:  Witamy Bez Schematu na czacie.
1333:  W ogóle, moi drodzy, Filip na Bez Schematu przebił subskrypcjami vloga.
1337:  Jestem z niego niesamowicie dumny i cieszę się ogromnie.
1341:  Dajcie jamniki dla Filipa z Bez Schematu.
1343:  Swoją drogą, weszło dzisiaj streszczenie God of... Boże, God of War.
1347:  Dark Souls 2.
1349:  Cóż za pomyłka.
1350:  Na Bez Schematu bardzo wam polecam.
1351:  Ja wreszcie zrozumiałem, o co chodzi w fabule tamtej gry.
1353:  Skromny starz, ale z głębi serduszka dziękować.
1355:  Pisze za to Danuta Trzaskowska wspierająca 4 miesięcy, za co serdecznie dziękuję.
1359:  Nie, naprawdę.
1360:  Ta scena...
1361:  z tą opowieścią zostanie w mojej pamięci na długo.
1366:  Tak się robi gry wideo.
1371:  Tak się, moi drodzy, robi gry wideo.
1373:  Ma być to spektakl audiowizualny.
1376:  Mam wrażenie, że wcisnąłem E. E. Dziękuję.
1381:  Zresztą wreszcie gra w ukochanego dowolu.
1383:  Wiesz co, Filip, powiem ci zupełnie serio, że jeżeli ta gra tak mi się podoba, mimo że ja nie znoszę walki barbarzyńcą,
1391:  i w ogóle nie znoszę walki melee i nigdy praktycznie tak nie gram, to to coś znaczy.
1396:  Wiecie, na czym tylko polega problem?
1397:  Ja pamiętam tylko jeden ruch.
1400:  Nic więcej.
1402:  Nic więcej.
1404:  Nie wiem, nie znam żadnej... Okej, jeszcze było Q i E na leczenie, ale jeszcze były jakieś zaklęcia tutaj.
1411:  Chyba Q i 1?
1414:  Q i prawy przycisk myszy i Q i lewy przycisk myszy.
1416:  Tak, swoją drogą, swoją drogą.
1419:  Czy wy widzicie ten wybitny user interface?
1421:  Wciskam Q, co się pojawia na dole?
1424:  Pojawiły się podpowiedzi, tak?
1426:  E masz na leczenie, lewy przycisk myszy na magię, prawy przycisk na magię.
1430:  Można?
1431:  Można.
1433:  Ale nie, lepiej jest powiedzieć, graczu zapamiętaj wszystko, ale upe pilnie, a w kajecie zanotuj.
1445:  WSPANIAŁOŚCI!
1449:  Ta scena zostanie w pamięci u mnie na długo, trzy dni później, Krzysztof.
1453:  Cisza.
1455:  Interfejs gadowości jest znakomity poza ekranem postaci upgrade.
1457:  To samo powiedziałem, tak?
1458:  To znaczy, w momencie, w którym otwieramy to, to nagle ja widzę Ubisoftyzację interfejsu, więc to nie.
1466:  Natomiast HUD, coś wspaniałego.
1469:  Dobrze, zakładam, że tutaj należy się spindrać, moi drodzy.
1472:  I spindranie jest kontekstowe, o ile pamiętam.
1474:  E, e, e, tak jest.
1476:  Spindramy się.
1477:  Gra poprawnie rozwija umiejętność zapamiętywania klawiszologii.
1480:  Dokładnie tak.
1482:  Przytrzymaj prawie przycisk myszy albo lewe ataki, które wykupiłeś, to są tak.
1487:  O, dziękuję.
1488:  Zapomniałem o tym.
1489:  Good.
1490:  Good.
1490:  Nie, no nie.
1492:  Jaki piękny wąwóz.
1493:  To nawet nie jest wąwóz z choromole.
1495:  Czy byliście w wąwozie choromole?
1497:  Mnie zmuszali do tego na jakiejś zielonej szkole.
1499:  Byliśmy w wąwozie choromole, który był no taki, że właśnie choromoli się go.
1504:  Mimir to taki wikiński trefnić.
1505:  Obaj opowiadają historię.
1507:  No.
1509:  Zaprasza Wojtek do Holistycznej Agencji Eskapistycznej.
1512:  Link w opisie.
1513:  Na spotkania z nauką Pythona.
1515:  Będziemy spotykać się raz w tygodniu, żeby wspólnie uczyć się programowanka.
1518:  Ej, moi drodzy, no to to zasługuje na honorową wzmiankę i na pokazanie wam Holistycznej Agencji Eskapistycznej.
1525:  Czy to będzie już w ramach wydarzenia?
1528:  Zróbcie do tego wydarzenie, ludzie będą wiedzieli wtedy co i gdzie i jak.
1531:  To jest Holistyczna Agencja Eskapistyczna i częścią jej nazwy nie jest link w opisie.
1537:  Można też sprawdzić umiejętności w menu, a można, można.
1539:  Będziemy swoją drogą je rozwijać prędzej czy później, ale na razie mam jakąś żenującą liczbę ekspeków.
1545:  Brr, kajet, jak ja nie cierpię tego wyrazu, pisze Noeli.
1548:  To nie jesteś sama.
1549:  W drugiej kolejności takim wyrazem jest palto.
1552:  Pamiętam, jak jeden z profesochów właśnie mówił, że studenci mają notować w kajecie i odłożyć palto.
1558:  Pa-palto.
1559:  Spal to.
1560:  Spalmy to.
1564:  Uuu, brama jest bramą.
1567:  I najlepsze.
1568:  Pamiętacie te przejścia, które były między światami?
1571:  Wybitna, szybka podróż.
1572:  Chcę więcej czegoś takiego.
1574:  Dobra, troszeczkę przyciszymy.
1576:  Odpaliliśmy.
1577:  Jest.
1577:  Przepięknie.
1579:  Brock!
1582:  Znaleziono nową lokację.
1583:  Good.
1583:  Cześć Brock.
1586:  Cześć Brock.
1590:  Władca Pierścieni.
1594:  Zabiłeś Mewę, a kruk dalej siedzi?
1595:  Wy z tymi krukami.
1597:  W ojczyzwach minimapę czy kompas?
1598:  Kompas.
1602:  Minimapa ma sens w strategiach.
1609:  Technicznie kompas jest typem minimapy.
1611:  Huh?
1615:  Anvari miała tutaj pracownicę z różnymi typami poszczególnych doodatków i urządzeń.
1622:  I jedną szaleństwem!
1624:  Czy wciąż w niej jest?
1625:  Yyy... Ty go zaskakujesz.
1630:  Twoja sprawa?
1631:  Tych chłopców weźcie z Anvari i popatrzcie.
1634:  Jeśli znajdziesz ten szaleństwo, zrobię ci coś naprawdę fajnego.
1645:  Poetyka popkultury pisze, że na kanale ostatnia analiza Wiedźmina III polecam i trochę groznawstwa.
1651:  Czyli miałem rację, że to jest kanał na YouTubie.
1653:  Pozdrowienia serdeczne.
1656:  Poetyka popkultury powiadacie.
1658:  Czemu ja nie zjem nic o tym kanale?
1661:  Trzeba to nadrobić, moi drodzy.
1663:  Trzeba to natychmiast nadrobić.
1665:  Tak właśnie mam Filipa mówiącego na stronie głównej.
1670:  Nie wiem dlaczego.
1673:  Nie mam zielonego pojęcia dlaczego.
1675:  Proszę bardzo, moi drodzy.
1677:  Wiedźmin Dzigi Gon Analiza.
1679:  Polecajka streamowa.
1683:  Deus ex malachit, poszukaj młota.
1686:  Good.
1688:  Dobrze, teraz na czacie będzie rzadkie zjawisko orgazmu zbiorowego.
1693:  Przyjrzyjcie się.
1694:  Ja w tym momencie zabiję kruka.
1695:  Jak oglądacie to jako zapis, zobaczcie, co się będzie teraz działo na czatach.
1703:  Wow.
1703:  Wow.
1709:  Czemu okresowo nie działa mi moja scena?
1712:  Czemu tak jest?
1715:  Dziękuję.
1719:  Dobrze.
1719:  Z jakiegoś powodu ludzie na czatach osiągają ekstazę widząc masakrowanie Zielonych Kruków.
1734:  Co to było?
1737:  Barbarzyńca be like.
1739:  Trudno.
1740:  Bartek Lewandowski, cieszymy się wsparciem od Kamila Piekary, Prowodry, Darfał Kaczmarek, Promitix i Poetyka Popkultury i Jamnik Programistyczny, proszę bardzo.
1747:  Niuch!
1748:  Dziękuję serdecznie za wsparcie kanału i rozdanie wsparcia przede wszystkim.
1751:  Jamnikołaja dla Jamnikołaja zawsze... Duchy są tutaj, mówicie?
1754:  Ja się boję duchów.
1755:  Aga jakaś tam też jest Jamnikołajką.
1757:  O nie!
1758:  Człowiek dostał wsparcie.
1759:  Vancouver, Max, MSMX80, Keftwin oraz człowiek, który nazywa się, cudzysłów, nie nazywę, nienawidzę jamników, zamknąć cudzysłów, żeby nikt nie przypisał mi takiego szalbierczego słowa i frazy i zdania, nie wolno.
1780:  W ogóle nienawiść i jamniki nie może występować w jednym zdaniu.
1788:  Skandal.
1790:  Absolutny skandal.
1792:  Co to jest?
1793:  Dlaczego to wygląda jak makaki?
1795:  Czy będziemy walczyć z szalonymi makakami?
1798:  Makakakakakakaka.
1800:  Majkaki?
1803:  Eee!
1804:  Szalony makak ginie!
1812:  Rozwałka!
1817:  Ja zapomniałem o tym zaklęciu!
1821:  Jezus Maria, ja zapomniałem o tym zaklęciu!
1826:  Ja zapomniałem, że ja mam magię!
1830:  Boże drogi!
1833:  Nie pamiętałem!
1835:  Dziś to jest cudowne!
1840:  Rozwałka!
1841:  Zabijanie!
1845:  Jak śmiesz!
1846:  Teraz użyjemy szału barbarzyńskiego, tak się to skończy.
1853:  Jak śmiesz po raz drugi!
1856:  Dobra, jeszcze możemy używać F. Tępe stworzenie!
1862:  Głupie stworzenie!
1868:  Ej, świetne jest to, jak to on paraliżuje strzałami.
1870:  Doskonałe.
1877:  Jak to robię?
1879:  Lepsze.
1885:  Nieprawdopodobne.
1886:  Powiedzmy, że jesteś nieznacznie usprawiedliwiony.
1888:  Czyli gry, w której można być magiem, prawda?
1903:  Może być zdanie, nienawidzę ludzi, którzy nie lubią jamników.
1907:  Może tak być, ale wciąż sankcjonujemy w ten sposób, że możliwe jest nielubienie jamników.
1912:  Bez problem.
1914:  W takich sytuacjach poucza...
1921:  Alfred Tarski, polski logik z Lwowa, trzeba użyć metajęzyka.
1926:  Na przykład powiedzieć, zdanie, nienawidzę jamników, jest błędne.
1931:  I w ten sposób my nie używamy tego zdania, tylko jesteśmy w pozycji metajęzykowej.
1936:  Dlatego, że opisujemy za pośrednictwem języka logiki język, który jest nielogiczny całkowicie, w którym występują takie zdania.
1943:  Mówmy się, że nie grasz w barbarzyńco, tylko magiem bitewnym.
1945:  Ja się zgadzam z tym.
1947:  Kratos jest potężny i ma mój szacunek.
1950:  Dobrze, co ja mam zrobić?
1951:  Tutaj mam coś zrobić.
1952:  Okej, już widzę.
1955:  Po graniu gry polecam materiał Tomka Drabika.
1957:  Pokazuje, ile twórcy włożyli pracy i miłości w swój produkt, pisze Saker92.
1962:  Mowa o God of War oczywiście, nie o Dragon's Dogma.
1967:  Dobrze, czy ja mam tutaj... E. Mam się tutaj wyspindrać?
1972:  Czy jest znowu to, co ja myślę?
1974:  To znaczy, że tutaj będzie trzeba użyć tego jako windy-pindy?
1977:  Nie.
1977:  Ale za to...
1984:  O, on się tego nie podobał.
1986:  Obiecał nam, żeby nie iść tam.
1987:  Przestań słuchać rynku, chłopie.
1989:  Nie możesz się zaufać.
2015:  Good, good!
2017:  Good anakin', good!
2019:  Au!
2021:  Not good!
2030:  Pa, pa!
2033:  O nie!
2034:  Co to za skandal? !
2044:  On jeszcze żyje?!
2048:  Jakie uniki!
2058:  Takiego!
2064:  Kuuuut!
2066:  Ale jest mucka, moi drodzy, radosna!
2080:  Dobrze.
2082:  Niedobre jest natomiast to, że ja ginę, więc... SHIFT!
2093:  Odskoku nie ma w tym trybie?!
2095:  O nie!
2106:  Czy nowa gra plus też będzie robiona?
2108:  Kto wie?
2110:  Nie no, chyba nie.
2111:  Będę starał się raczej wymaksować to, co jesteśmy w stanie przy jednym podejściu.
2119:  Szukaj zielonych kamyków.
2121:  Dobrze powiedziane, tylko że ich nigdy nie ma.
2125:  Powinien być licznik wspaniałości wypowiedziany przez Krzysztofa.
2127:  Jak widzicie, jest możliwe, że ja się zachwycam jakąś grą, tak?
2131:  Jest jeden warunek.
2133:  Musi mnie czymś zaskoczyć i być dobra.
2138:  God of War naprawdę mnie zaskoczył wszystkim czym mógł, to jest niesamowite.
2142:  Sztuk masz radosną robaninę, a ja zaczynamy ogrywać God of War na poziomie boga wojny.
2145:  Nie powiem, śmiesznie jest jak pierwszego trolla 20 minut się robi.
2148:  Ale mam wrażenie, że ten poziom jest troszeczkę przegięty, wiecie?
2151:  To znaczy, myśmy na początku zaczęli grać na trudnym, później też przestawiliśmy nań, ale nie mam takiego wrażenia, że... Ja tam chciałem przejść, że to jest coś więcej ponad uczynienie przeciwników gąbkami na ciosy.
2165:  Nie, stopór, tylko krótki kostur z metalowym wykończeniem.
2168:  Słusznie powiedziane.
2171:  No i jak ja mam tam się dostać?
2173:  A może ja po prostu mogę przy... Nie, no nie mogę tutaj zeskoczyć.
2176:  Ale dziwne.
2177:  Musi się tam jakoś człowiek mógł dostać, nie ma innej opcji.
2181:  God of War fantastyczny, Ragnarok jeszcze lepszy.
2183:  A gdybym ja teraz na przykład kontekstowo dał kontrol... Nie, nie działa.
2188:  Hmm... Hmm...
2193:  Graj Somme, największe pozytywne zaskoczenie w grze komputerowej.
2196:  Nie kojarzę.
2197:  Flaketail Innocence to jest w dużej części skradanka.
2199:  To jest akurat bardzo dobra wiadomość, Aniu, dla mnie.
2205:  Nie pamiętam, jak się zmieniało strzały tylko.
2207:  Tego nie pamiętam.
2210:  Jakoś się je zmieniało.
2213:  Już wiem, te.
2217:  Tam się da przejść po belce w bok?
2218:  Uuu.
2221:  Moje!
2222:  Moje!
2223:  Moje!
2227:  Nie pamiętam już, co on krzy... co on krzyczał.
2230:  Czy on krzyczy Struna, czy Warduna?
2232:  Warduna, moi drodzy.
2234:  Jutro Squall!
2234:  Jutro, jutro.
2237:  Proszę nazad po skrzynkę.
2239:  Krzysztof się stara.
2242:  Trakt strzała.
2244:  Gdzie macie nazad po skrzynce?
2246:  A już wiem, o czym wy mówicie.
2248:  Już wiem.
2250:  Zdaję sobie sprawę z tego.
2253:  Nienawidzę jamników.
2254:  Wspiera od 12 miesięcy, ale pisze, że nienawidzi jamników.
2259:  To musi być jakaś pomyłka.
2263:  Witam, ja Mieczek przez UZA.
2264:  O, dzisiaj jubileusz mojego wydziału i od dziewiątej musiałem być na uczelni.
2268:  Przynajmniej wieczorem dostajemy jedzenie za darmo.
2274:  Usiłuję rozpakować to zdanie jakoś.
2276:  To znaczy, po pierwsze, w sobotę na uczelni.
2277:  Rozumiem, że zaoczne, nie?
2278:  Chyba.
2279:  A po drugie, dlaczego akurat tylko jednego dnia jest jedzenie za darmo?
2283:  Właśnie, on mówił Batista, jak strzelał strzałami, ale przestał mówić Batista, ponieważ wyposażono nas w inne odrażające strzały, które nie są Batistowe, nie są Davem Batistą.
2296:  Liosta mówi tylko, względnie, Warduna.
2302:  Ale nie mówić już Dave Bautista.
2305:  Aaaa!
2305:  Brzydka skrzynka!
2307:  Aaaa!
2308:  Brzydka!
2310:  Tak właśnie, tak właśnie powinno się robić wszystkim skrzynkom w Genshinie.
2315:  Nie zasługują na nic innego.
2317:  Dają nam mało primogemu w stosunku do tego, co jest potrzebne.
2323:  Moja żonamia na drugie pomyłka.
2325:  Naprawdę, nie żartuj sobie.
2327:  Co to jest?
2328:  Chłopcze.
2329:  Nie umieć przeczytać?
2331:  Zwój trudny.
2337:  Nie grasz w barbarzyńców, tylko barbarzyńcą boskiej ścieżki lub ścieżki pierwotnej magii.
2340:  Dziękuję za te korekty.
2343:  Zuza pisze, że to nie są zaoczne studia, ma zajęcia 6 razy w tygodniu na co dzień.
2347:  Jezus Maria, to nie ma sensu.
2351:  Dlaczego tak się dzieje?
2352:  W ogóle nie macie wrażenia, że podział na studia zaoczne i studia dzienne jest bez sensu?
