🔴 Kratos w Milfheimie — GOD OF WAR Livestream #7
🔗 https://www.youtube.com/watch?v=ftqXveb6KD8

160:  Dzięki za oglądanie!
964:  Możecie mi wytłumaczyć, co się tutaj dzieje?
966:  W Anaheim świat niedostępny.
970:  Dlaczego świat niedostępny, Vanaheim?
972:  A co jeśli ja bym chciał pójść do Vanaheimu?
975:  Alfheim dostępny, Helheim dostępny, Svartalheim niedostępny, Asgard dostępny, Nilfheim dostępny.
984:  Udaj się do świata.
985:  Właśnie jeszcze nie zabiliśmy Valkyrii w Helheimie.
992:  Pracuję w IT, w korpo, pisze Abdul Wisimulaha, uwielbiam Twój nick i my nigdy nie wiemy, co robimy, po prostu coś robimy, co robiliśmy kiedyś, do tego trochę losowości i działa, dokładnie tak.
1003:  Ja wszystko mam tak opracowane, moi drodzy, że ja po prostu klikam, streamuj i to działa.
1009:  Jak nie działa, to ja nie mam pojęcia, jak robić tak zwany troubleshooting.
1013:  Zrobiłem dosłownie losowe rzeczy i do teraz nie wiem, co jest.
1017:  Znaczy wiem, co było.
1018:  To znaczy ja po prostu wyłączyłem jeden kanał na kompletnie.
1026:  I teraz na wszelki wypadek...
1029:  To jest w ogóle zabawne, ponieważ jak... Tak, ewidentnie jest, moi drodzy, coś nie tak zrobione z tym drugim kanałem.
1035:  Teraz to zauważyłem.
1038:  Tak, przechwytuje mi na drugim USB-ku coś.
1042:  Tak, było echo przez moment.
1043:  Wiem, wiem.
1044:  Więc musiałem wyłączyć trwale jeden kanał na mikserze.
1049:  Trwale.
1050:  Masakra absolutna.
1052:  I nie mam bladego pojęcia, dlaczego to się tam zdarzyło.
1057:  Prośba Jamnion Gandra dla zakonu z Allenstein.
1059:  Dziękuję ci serdecznie.
1059:  Mnisza Kapłanko z Allenstein.
1061:  Jamnion Gandra, moi drodzy, jest skitrany daleko.
1064:  Ale jutro będzie.
1065:  Jutro powróci Jamnion Gandra.
1067:  Tak będzie.
1069:  Nie kilka miesięcy byłam z chłopakiem, byłem na koncercie w Sydney.
1073:  Koncert Tyler Swift pisze, Ania Szymańska.
1075:  Chyba nie słyszałem nic w życiu Tyler Swift.
1077:  Czy grę troszeczkę głośniej można?
1078:  Jak najbardziej.
1079:  Czy to jest dobre miejsce?
1081:  Tak.
1081:  Nie pamiętam nic.
1084:  Ani sterowania.
1085:  Ani tego, co się tutaj robi, czego się nie robi.
1088:  Dobrze pamiętam.
1089:  Tutaj była jakaś fajna rzecz.
1092:  Jakaś kombinacja, pamiętam.
1093:  O, właśnie ta kombinacja była.
1100:  To było dziwne.
1103:  W środę jest ustawiony śmieszny live, co to znaczy, że nie będzie Hollow Knighta.
1106:  W środę nie będzie.
1107:  Ale to wyjątkowo, bo w środę jest, moi drodzy, wolne, więc dlatego.
1111:  Tu nic nie musimy zrobić.
1112:  Proszę bardzo.
1113:  Dzisiaj bez fabułki.
1115:  Nie wiem, Cordy, czy to jest bez fabuły, w tym sensie, że będziemy robić questy poboczne.
1119:  Na przykład tutaj nigdy nie byliśmy jeszcze.
1123:  Szykują się wyzwania na czas?
1124:  Nie żartujcie sobie.
1125:  Dlaczego ja idę znowu w złą stronę?
1128:  Zawsze idę w złą stronę, to jest straszne.
1134:  Łódzka klątwa technokratów.
1136:  No ewidentnie moi drodzy, ewidentnie.
1141:  Jakim cudem?
1143:  Jakim cudem?
1150:  Widzicie?
1156:  Nie było nas tutaj.
1157:  Ewidentnie, ponieważ Mimir skomentował radośnie.
1161:  Kierowco bombowca, dziękuję za wsparcie od 15 miesięcy.
1164:  Tutaj można iść?
1165:  Nie można tutaj iść.
1166:  Dobrze, czyli idziemy po prostu na wyprost.
1174:  Dobre pytanie.
1176:  Przeklęta mgła.
1177:  Uuu, niedość.
1182:  Czy jest szykowany więcej streamów?
1184:  Raczej nie.
1185:  Będziemy mieli tyle, ile mamy zazwyczaj.
1187:  Możecie się natomiast spodziewać jakiegoś materiału.
1194:  Łódzka klątwa to bardziej jak nie ukradnie, to popsuje, a czasem i w pierdziel spuści mi żegorki.
1200:  Wiecie, co ja będę robił?
1201:  Ja będę przez cały czas usiłował, jak skończę stream, rozwiązać ten problem.
1210:  Jesus Christ.
1212:  Dodano informacje.
1213:  Jeśli angielski mimin ma akcent irlandzki, to czemu polski nie mówi po śląsku?
1217:  Wiecie, cieszmy się, że ten dubbing w ogóle jest dobrze nagrany.
1220:  Na przykład, że nie ma dziwnego akcentowania.
1225:  Ala Piotr Pokraśko.
1228:  Ja bym się cieszył.
1232:  Dobra.
1234:  Chyba to możemy wziąć i zdążymy.
1237:  Dzisiaj Krzysztof nie śpi.
1238:  Tak, no tak będzie, autentycznie, ponieważ muszę to rozwiązać do jutra, gdy też mamy stream.
1244:  I nie uśmiecha mi się to wcale, a wcale.
1250:  A najzabawniejsze jest to, iż... Mieliśmy przecież, moi drodzy, muzykę i wtedy nie było echa, a muzyka jest właśnie przez ten drugi kanał mój na mikserze.
1260:  No nie mam pojęcia, co się dzieje!
1264:  Czemu nie czytam notatek Atreusa?
1266:  Ponieważ ostatnio graliśmy, moi drodzy, w tak dużo gier, w których ja musiałem subsydiować producentów i robić za lektora, że raduję się i odpoczywam z faktu, że mogę nareszcie grać w grę, gdzie za mnie czytają.
1279:  To jest cudowna, cudowna odmiana, bo Baldur's Gate 3.
1283:  Michał Pęksa pisze, że sześć miesięcy szybko minęło.
1285:  Zaiste, dziękuję ci za tyle wsparcia.
1288:  Tu jest jakiś napis.
1289:  Warsztat Invaldiego, Vivaldiego, nie oszukujmy się.
1292:  Te przeklęte ruiny kryją w sobie rzadkie echa mgły.
1294:  Widzicie, i tak muszę robić za lektora.
1296:  Używane przy tworzeniu pancerzy.
1297:  Wrogowie pułapki i skarby zresetują się, gdy tu wrócisz.
1300:  Ucieknij, zabierając tyle skarbów, ile zdążasz unieść.
1304:  Eee?
1304:  Eee?
1304:  Za każdym razem zmienia się całe wnętrze?
1311:  O co tu chodzi?
1312:  Niesamowite!
1313:  Atreusie, skup się.
1314:  To nie jest bezpieczne miejsce.
1316:  Po płynięciu do jamy, ammigandra jest point of no return.
1319:  No właśnie dlatego teraz robimy ekstra rzeczy.
1322:  To mi się nie podoba, moi drodzy, co tutaj się dzieje.
1324:  Bardzo mi się to nie podoba.
1327:  Trzeba jakieś rzeczy na szybko robić.
1329:  Musimy znaleźć miejsce, gdzie można być bez mgły.
1335:  Na przykład tutaj.
1338:  Co tu się w ogóle dzieje?
1345:  O mój Boże!
1349:  Ja tego nie mogę...
1350:  Co?!
1358:  Co tu się wy... To nie jest dobre na sam początek przyzwyczajania się do mechanik!
1370:  Dobra, zmieńmy to na topór, bo widzę, że... ...będzie może skuteczniejszy na nim.
1376:  Uważaj, dzieci zna!
1377:  Zaczyna się, zaczyna się!
1381:  Jezus, ja już nic nie pamiętam.
1385:  Trzeba było iść na wyzwania do Muspelheimu raczej.
1389:  Trzeba pokonać wrogów, a potem lootować?
1391:  Przecież ja już nie mam czasu!
1392:  To jest jakaś abstrakcja!
1398:  Nieee, no co się tutaj dzieje?!
1401:  Ja głupieję, jak mam na czas coś!
1406:  Wartruna!
1409:  To cała kraina to jest ciągły grind?
1410:  Naprawdę?
1412:  Zamknij się z wychodzeniem!
1417:  Echa Mgły 63.
1420:  Otwarcie skrzyń zwraca trochę czasu do paska.
1424:  Echa Mgły 222.
1428:  Nie podoba mi się to.
1429:  A co się stanie, jeżeli zabradziarze tutaj za długo?
1433:  Mam wrażenie, że już to zrobiłem.
1435:  Gdzie jest tutaj... Co mam robić teraz?
1441:  Come on!
1446:  Okej, skrzynia.
1454:  Zamknij się z trucizną!
1459:  Światopór jest kiepski!
1463:  To jest kraina umarłych?
1467:  Nie, no przecież ty nie masz szans!
1475:  Absurd i abstrakt!
1480:  Dobrze, to ja się może wycofam.
1484:  Nie, no co tu się dzieje?
1488:  Czy myślą na ugrywaniu starszych ugodoworów na steamach?
1490:  Nie, bez szans.
1492:  To jest najgorsza kraina kresztowa.
1494:  Nie dość, że na czas to jeszcze labirynt i za każdym razem inny labirynt.
1499:  No, to jest straszne.
1502:  W głębi labiryntu jest Walkiria?
1504:  Rany boskie.
1508:  Walutę zdobywałeś ze skrzyni.
1509:  No to już przeczytałem, że otwieranie ich wydłuża czas przebywania tutaj, ale w dalszym ciągu mi się to bardzo nie podoba.
1517:  Jak wchodzisz, to generuje się labirynt z losowymi pułapkami, w których możesz przebywać jakąś tam ilość czasu.
1521:  No dobrze, ale nie mogę, nie mogę odpocząć sobie tam gdzieś od tej mgły.
1527:  Tu się sprze... Najlepszy sprzęt w farmie jest też Valkyria, no tak.
1532:  Pogadaj z kowalem, dostaniesz quest.
1533:  Przecież pogadałem z nim, nie było żadnego questu.
1537:  Aaa!
1537:  A jest, faktycznie.
1539:  Otrzymujesz to, Sindri?
1540:  Okej.
1540:  To jest obrzydliwa.
1542:  Myślisz, że pokonuje mnie odrobina mgiełki?
1544:  No cóż, masz rację.
1547:  Okej, zdobądź 500 Ech Mgły.
1576:  Jest tu ostatni upgrade topora.
1578:  Ej, to jest ważne.
1579:  220.
1579:  Ech, już było.
1580:  Ostry cień mgły, moi drodzy.
1583:  Nie inaczej.
1603:  Czy możecie mi wytłumaczyć, co się dzisiaj w ogóle dzieje?
1605:  Jaki loading Genshin?
1607:  Co się dzisiaj dzieje w ogóle?
1613:  Ja już nie mam pytań.
1616:  Dla wielu nie jest do końca losem, a stało się, że nieważne, ja i tak zapomnę wszystko.
1625:  Dobra.
1630:  Walę wszystkimi możliwymi usprawnieniami, które mam.
1637:  Dobrze.
1641:  Przełączam na topór natychmiast.
1644:  Jest topór.
1647:  Atreus, czemu nie możesz...
1667:  Dobra, dobra, bierzemy.
1672:  Przejdź początek i się wycofaj.
1675:  Ej, to jest pomysł, oczywiście, że tak zrobimy.
1679:  Dobra, tu jeszcze była gdzieś jakaś skrzynia, czy nie?
1682:  Okej, tędy.
1683:  Tędy?
1683:  Chyba tędy.
1686:  To jest pomysł.
1689:  Na trudnym poziomie gramy, Morphine, już cały czas.
1694:  Okej.
1696:  No dobra, dobra, dobra, to to jest pomysł jakiś.
1701:  To jest pomysł.
1702:  Dobrze.
1705:  Fuuu.
1708:  Okej, okej.
1710:  I teraz chyba na wprost.
1711:  W kształcie pierwszej sali jest mniej echa niż w dalszych.
1714:  Uzbierać 500 i wtedy otworzyć główną komnatę.
1717:  Ale i tak to zauważcie... Szybko idzie.
1723:  A, świetnie.
1727:  Nie sądziłem, że się tutaj pojawią.
1736:  Tego nie wiedziałem.
1737:  Teraz są inne skrzynie tutaj.
1739:  O co chodzi?
1745:  To jest dziwne.
1748:  No już!
1749:  Zabij go!
1750:  Szybciej!
1752:  Nienawidzę zadań na czas.
1758:  Czym jest karaluch, pisze Giliader, to wieloryb, który dożył komunizmu.
1762:  Dziękuję ci za 23 miesięcy wsparcia.
1767:  Szkoda, że dalej po polsku.
1768:  Czemu szkoda?
1768:  Dobrze jest zrobiona ta wersja.
1771:  Dobra, to idziemy tutaj, tak?
1773:  Czyli musimy się za tym wycofać?
1777:  Jezus!
1780:  Okej.
1781:  Łapki za nami.
1782:  Tu jest skrzyneczka.
1784:  Teraz mnie to zmiażdży, prawda?
1794:  Zawartości pokoju i przeciwnicy się resetują.
1798:  Świetnie.
1799:  No po prostu doskonale, wybitnie, fantastycznie.
1802:  Nie podoba mi się ten świat.
1808:  Absolutnie mi się nie podoba.
1812:  Nienawidziłem tej krainy, jak przechodziłem do Graficznej Rudy.
1814:  Jezus, nie jesteś sam.
1818:  Ze względu, że droga do Valkylii jest zawsze taka sama, ale ja i tak jej nie zapomnę, zapamiętam, to jest to.
1822:  Ja i tak jej nie zapamiętam.
1824:  Jak się zmno, to się nie zapamiętuje takich rzeczy.
1834:  Dobra, wąg!
1843:  Kamolec, dobrze!
1849:  Walkiria jest zawsze w lewo.
1851:  No dobrze, ale ja będę musiał z nią też na czas walczyć?
1854:  Jak to jest?
1861:  I teraz nie rozumiem, czyli ja się teraz wycofam i... I te echa mgły stracę od razu?
1871:  Zawsze w lewo, czyli tędy jest Walkiria, tak?
1873:  To mnie zmiażdży, to mnie zmiażdży.
1880:  Właź tutaj.
1881:  Bierz to.
1884:  Jak wyjdziesz, zachowujesz echa.
1886:  No dobrze, ale nie zachowałem progresu, bo się zmieniły... Okej.
1892:  Dobra, biegniesz, biegniesz, biegniesz, biegniesz, biegniesz, biegniesz, biegniesz.
1895:  Dobrze, poszliśmy w lewo.
1897:  Tu już nie mogę iść w lewo, mogę iść tylko tędy.
1903:  Tu się zatrzymam.
1904:  Chyba?
1905:  Tak?
1905:  Nie, nie wiem.
1907:  Dobra, dobra, dobra, dobra, dobra, dobra, dobra, dobra.
1910:  Tędy.
1910:  Jest.
1911:  Wód.
1916:  Koc!
1918:  To ruszaj!
1921:  Dobra.
1925:  Szybciej!
1930:  Jeszcze ja ginę, ja ginę, ja ginę, ginę, ginę, ginę...
1940:  Przestałem zwracać uwagę na istotne rzeczy.
1948:  Dobra.
1958:  Dobra.
1961:  Okej.
1962:  PRZESTAŃ!
1967:  Dobra, nie pamiętam czy jak się dobrze, tak się to robiło.
1971:  Szybciej, szybciej Atreus, szybciej!
1974:  Dobra, gdzie jest jeszcze wróg, gdzie jest jeszcze wróg?
1979:  Okej.
1981:  Dobra, mamy.
1990:  Dobra, nie musisz zabijać wszystkich, możesz przebiec, nie będą cię gonić.
1994:  No dobra, ale tutaj chodzi o to, żeby... I teraz nie wiem, w którą stronę.
2000:  Boże, teraz nie wiem, dobra, w lewą mówiliście cały czas, żeby iść, to idziemy tędy.
2005:  Wracaj do kowala.
2006:  Ja nie wiem, jak wrócić!
2009:  Tędy?
2017:  Ale totalnie nie rozumiem tego, szczerze powiedziawszy, bo...
2021:  Jeżeli wrócę do niego, to się zresetują znowu te komnaty przecież.
2028:  Tak, tutaj byliśmy.
2029:  Okej.
2032:  Straszne miejsce.
2033:  Straszne miejsce dla mnie.
2036:  Zachowam echa.
2038:  Mhm.
2038:  Ojcze, klątwa!
2043:  Trzeba wyfarmić echa mgły na zbroję z Nilfheimu, bo nie przetrwasz w labiryncie.
2047:  A, rozumiem.
2050:  To ma sens.
2054:  Dobra, Simi.
2055:  Widzę, że macie już echa i nie zginęliście.
2057:  Dobra robota.
2059:  Okej, stwórz kamień wejścia.
2061:  Jak można zrobić coś z mgły?
2062:  Powiem ci, że tutejsze krasnoludy tworzyły z mgły Nilfheimu prawdziwe cuda.
2065:  Wypatrujcie echa mgły, chłopcy.
2066:  Czego ja bym z nich nie wytworzył?
2071:  To o to chodzi?
2072:  Kamień otwierający wejście do głębi Nilfheimu.
2075:  Kup.
2078:  Wytworzony.
2080:  Good.
2082:  Czy jest jakikolwiek talisman, który nas uratuje?
2087:  Nie.
2089:  Dobrze.
2093:  Plan pomyślny, mi daje pieniądze na Discorda.
2094:  Wiesz co, czerwonlisie, ja już się boję, że ja cokolwiek zrobię dzisiaj, to się coś wygruzi i spieprzy, w związku z powyższym wolę już nic nie kombinować.
2102:  W pierwszej kolejności wkładasz to w ten ołtarz na środku.
2104:  Aaa, to kojarzę.
2107:  Ołtarz kojarzę.
2108:  Czy on sprawi, że zginął, zniknął mgły?
2110:  Błagam.
2117:  Zobaczymy.
2119:  Zobaczymy.
2125:  Okej.
2126:  Wilki!
2127:  Wilki!
2131:  Były świetnie.
2140:  Klaszt, klaszt!
2142:  Wardruna!
2146:  Tak, ta broń jest moją ulubioną, zdecydowanie.
2149:  Wardruna!
2156:  Ktoś jeszcze?
2157:  Czy tylko kaszojat?
2162:  Dobrze.
2163:  Do sali ze skrzyniami i innymi fantami.
2167:  Otwierze się teraz wejście.
2169:  Dobrze.
2174:  Aaa, jest i ona.
2178:  Jest i ona.
2178:  Poszukaj materiałów na pancerz.
2180:  Dobrze.
2182:  Dobrze, mamy to.
2185:  Na całe szczęście.
2189:  Ależ tutaj jest skarbów, dajcie spokój.
2194:  I echa mgły znajdujemy.
2196:  Pozdrowienia Dark Knight i dla ciebie, dziękuję.
2203:  Epicki przedmiot, zardzewiały pancerz Vivaldiego.
2206:  Vivaldiego, umówmy się.
2211:  Czyli na zakończeniu dyrektor musiał powiedzieć, że mam najlepsze osiedlenia w szkole, za 64% frekwencji następstwa samego palca.
2218:  Papaska, przepraszam, pozdrawiam i jebać system.
2220:  Zgadzam się, Czerys, to jest absurd i abstrakcja.
2224:  Chciałbym, żeby dużo ludzi widziało, że to jest absurd i abstrakcja.
2228:  Ale niestety, nie widzi.
2232:  W interesie szkoły powinno być, żeby ludzie mieli max najlepsze wyniki, żeby podeszli do egzaminów.
2238:  Jeżeli ktoś jest w stanie to samo osiągnąć przy niższej frekwencji, to tylko znaczy, że jest lepszy.
2245:  No ale niestety.
2246:  Dobrze wiecie, że do stwierdzenia czegoś takiego trzeba byłoby myśleć poza pudełkiem.
2251:  Czyli rozumiem, że niektóre z tych skrzyń z jakiegoś niewiadomego dla mnie powodu są zablokowane i nie możemy z tym fantem nic zrobić.
2259:  W tym pomieszczeniu jest ostatni upgrade pod topora.
2261:  Okej.
2263:  Pocieszy.
2268:  Może tu będzie ten upgrade topora?
2277:  Stop z Nilfheimu.
2285:  Kosztuje echa otwieranie tych skrzyń?
2288:  Aha, rozumiem.
2290:  Nie miałem tej świadomości.
2294:  Wartość przelonych pasków jest śmieszna.
2296:  Pamiętam, jak w trzeciej Technikum dostałem pasek za opieprzanie się na zdalnych.
2299:  W ogóle to jest idiotyczne, ponieważ to jest waluta, której na nic już nie wymienicie.
2303:  Nigdy.
2304:  Albowiem...
2305:  Nikogo nawet nie obchodzi, jakie kto ma oceny w ostatecznym rozwachunku na studiach.
2311:  Jak już się człowiek dostanie na podstawie wyników z matura, nie przyjdzie, że ocen, prawda?
2315:  Więc cóż dopiero?
2316:  Coś takiego jak czerwony paseczek.
2320:  To jest dokładnie to samo, co w przypadku wyróżnień na studiach, które są też czysto symboliczne.
2329:  Jest za gorąco, moi drodzy.
2331:  Zdecydowanie za gorąco.
2342:  Okej.
2345:  Przeczytaj, ile kosztuje otwarcie.
2348:  Gdzieś tutaj jest napisane.
2350:  No nie.
2351:  A te, tu się wyświetla.
2353:  Dwadzieścia tysięcy?!
2356:  Ile?!
2360:  Jezus, a projekt jest szczytnik, tutaj otwarcie kosztuje pięć tysięcy.
2365:  Czyli tej.
2369:  O bogowie, o niebio, no to farma, farma moi drodzy, no co mam powiedzieć.
2375:  Ewa farma.
2377:  Spędzimy tutaj bardzo dużo czasu, ale to dobrze, bo dzięki temu ja przypomnę sobie w jaki sposób grać w tę grę.
2389:  Okej, tego nie było.
2395:  Nie denerwuj mnie!
2407:  Wartruna!
2412:  Farming Simulator.
2414:  Raczej symulator przypominania zmy sterowania, moi drodzy.
2418:  Żeby wygrać z walki Rio, to my będziemy musieli takie rzeczy robić.
2421:  To też kosztuje?
2423:  Mgłę nie.
2426:  Plus jest taki, że im dłużej jesteś w labiryncie, tym więcej ek dostajesz.
2429:  No tak, tak, tak, tak.
2431:  Takie też jest założenie.
2432:  Dobrze, tam byliśmy.
2434:  Tutaj jeszcze.
2435:  Skrzyneczka jest.
2442:  Rób farmę na lato.
2443:  Forma na lato to inna rzecz jest, moi drodzy.
2445:  Trzeba ogarnąć się.
2446:  Czyli mówiliście, że do Valkyrii cały czas w lewo, to ja postaram się tę drogę do Valkyrii przećwiczyć.
2455:  To tędy?
2459:  Chyba tędy.
2461:  Tak mi się wydaje.
2463:  Bardzo możliwe.
2464:  Znajoma mówiła, że nie ma sensu stresować maturą.
2468:  Bo ma najlepsze oceny i stypendium.
2471:  No domyślam się.
2473:  Czy ja idę dobrze?
2477:  Ja już się pogubiłem.
2480:  Ja już się autentycznie pogubiłem.
2481:  No dobrze, założę, że tędy.
2486:  Pojedynczy przeciwnik polecam naładowany mocny atak topem, a to często, często to robię.
2491:  Wiecie, no muszę sobie przypomnieć, no autentycznie muszę sobie przypomnieć jak w tę grę się gra.
2499:  Wardruna!
2502:  Nie pokusuj się, nie pokusuj się, bo to źle się kończy potem.
2506:  Dobra.
2506:  Dobra.
2511:  Zabity na śmierć.
2519:  Walbrona!
2522:  Co pora się przenieść?
2524:  Wzdury!
2529:  Midu naładowany atak, tak to się skończyło, moi drodzy.
2532:  Zapomniałem jak się paruje natomiast.
2534:  Kompletnie.
2536:  O ile tu jest parowanie?
2537:  Jest parowanie, ma Q!
2538:  Tu było parowanie, tak.
2542:  Cicho!
2543:  Przestań!
2548:  Q! Q!
2549:  JEZUS MARIA!
2552:  Przypomniałem sobie za późno o parowaniu!
2554:  Szlag mnie tam już osiąść.
2556:  Za trudno jest.
2559:  Nie no, masakra absolutna.
2563:  Tak, Krzysztof będzie ciągle zapominał, którędy wrócić, by zapisać echa.
2566:  Tak!
