🔴 Ogień, lód i wrogów w bród — GOD OF WAR Livestream #5
🔗 https://www.youtube.com/watch?v=okvPYO1mCR4

337:  © PTA & TVP
1270:  Dopóki Yggdrasil się nie zirytował i nie odesłał go z powrotem do świata żyjących.
1275:  Nie wspominałem, że Odyn to szaleniec?
1278:  Jak chcecie najlepszą historię Odyna, moi drodzy, ale nowoczesną, to polecam amerykańskich bogów Nila Gaimana.
1287:  To kółeczko to jest żółt i chata frei, tak?
1290:  A dlaczego jest to w kółeczku?
1292:  Czy to coś znaczy?
1293:  Bo tutaj też jest takie kółeczko żółte i myślałem, że to jest jakiś znacznik ważnego questu.
1299:  Nie, Fallouta na Steamie nie ma szans, JoeW, bo to są gry totalnie nie w moim stylu, ja nie miałbym tam imersji.
1305:  Chyba, że będzie jakiś remaster sensowny, ale ja bardzo nie lubię post-apo jako konwencji, więc wiecie, jeżeli mnie się podoba serial Fallout, a nie lubię post-apo,
1314:  To coś to znaczy, nie?
1316:  To coś znaczy.
1321:  Czy tutaj jest magazyn Fafnira?
1322:  Tak, idę w dobrym kierunku.
1324:  Czy wysłałem kiedyś promotorowi plik do poprawek o niezmienionej nazwie?
1328:  I don't know, co ja robię?
1329:  Tak.
1329:  Oj, ja widziałem lepsze tego rodzaju przypadki.
1332:  Zdarzały się i bluzgi w nazwach plików.
1335:  Chyba najzabawniejsze rzeczy, jaką kiedykolwiek widziałem, to ja nie wiem, kurwa, co to jest. ...
1343:  I to nie było w pracy studenckiej.
1347:  Jeszcze lepsze rzeczy się znajduje czasem w przypisach, tak?
1350:  Wstawić tutaj byle co na przykład.
1352:  Wiele razy mi się zdarzyło, jak recenzowałem jakiś tekst naukowy, że tam się zdarzały takie przypadki.
1357:  No przeurocze.
1359:  Czy ja błądzę?
1361:  Tak.
1362:  Czy przestałem błądzić?
1363:  Być może.
1365:  Czy Horizon nie jest trochę post-up?
1367:  No właśnie trochę.
1368:  I dlatego gramy w gotówkę.
1371:  A nie, nie, Horizon ma ciekawy świat, ma nietypowy świat post-apo.
1375:  Wiecie, mój problem z post-apo jest następujący.
1377:  Postaram się wam to wyjaśnić pokrótce.
1379:  Mianowicie, ja zacząłem w ogóle interesować się fantasy i science fiction dlatego, że ja nie znoszę naszego świata, tak?
1386:  Szczerze, do głębi.
1388:  i każdym atomem swego ciała.
1390:  Nienawidzę, nie znoszę, uważam, że jest obrzydliwy, paskudny, wstrętny, nieinteresujący.
1397:  I dla mnie fantasy było okazją do tego, żeby zobaczyć alternatywę.
1401:  Więc jeżeli ja widzę znowu mój świat, tylko że jeszcze obrzydliwszy, jeszcze bardziej nieinteresujący, wypełniony mutantami, jakimiś brudnymi barakami i tak dalej, to po prostu to nie jest to.
1415:  Czy myślicie, że ja jestem w stanie jakoś to...
1419:  Przyciągnąć, albo coś z tym zrobić.
1422:  Czekajcie, mam pewien pomysł.
1424:  Tym się przyciągało, nie?
1427:  Nie, nie.
1428:  Aż tak dobrze to to nie ma.
1431:  Czy jak uzyskam 100 tysięcy subskrypcji, będziesz chciał mieć weryfikację?
1433:  To jest jedyny powód, dla którego 100 tysięcy subskrypcji ma sens, bo ja za weryfikację na przykład na fejsie już płacę.
1440:  Bo już mi się zdarzało, że ktoś się usiłował pode mnie potrzyć.
1445:  Trzeba iść dookoła.
1446:  No tak sądziłem właśnie.
1448:  Ale problem polega na tym, że rzeczona mapa, która jest jedynym moim problemem w God of War, nie do końca odpowiada na pytanie, jak iść dookoła.
1456:  Suponuję, że trzeba będzie tym mostkiem, który tu widziałem.
1461:  Będziemy się teleportować do magazynu Fafnira, ale z drugiej strony myśmy niespecjalnie tutaj pozwiedzali.
1469:  Czy oglądamy gęśny nowy livestream?
1470:  Tak i zamierzam skipnąć Arlequino.
1472:  Uważam, że to jest skok na kasę.
1476:  Aaaa, dzień dobry!
1478:  Przypomnę sobie jak się walczy w tej grze, dobrze?
1487:  Krzysztof używasz złej broń!
1493:  Dobra.
1495:  Ale Krzysztof używasz dobrej broń!
1497:  Obojcze!
1502:  Aaaa!
1505:  O tak!
1508:  Brakowało mi tego!
1511:  A poza tym gramy w Rexie na 100 tysięcy, tak jest, dobrze.
1515:  Czy ja jestem w miarę na miejscu?
1518:  Wydaje mi się, że w tę stronę.
1522:  Tak!
1524:  Nie trafisz tędy przez las, no ale zobaczcie, tutaj tak czy siak jest dużo rzeczy do zdobycia, a ja chciałem jeszcze ten łańcuch ogarnąć, bo mnie łańcuch zaciekawił.
1537:  Okej.
1539:  Proszę bardzo.
1543:  Jest!
1545:  Czy wolę ostrza chaosu, czy lewiatana?
1550:  Trudne pytanie.
1553:  Wydaje mi się, że jednak ostrza chaosu, bo są ogniste.
1563:  Po eksploracji może się tepnąć do łódki.
1566:  Można się teleportować do łódki?
1567:  Żartujecie?
1568:  Jak?
1574:  Proszę bardzo, znalezione zabawki.
1578:  Tu są gdzieś drzwi zamknięte magią i można je otworzyć dłutem?
1581:  Ej, to zróbmy to.
1585:  Tu się nie da przejść.
1586:  Już dwa lata.
1587:  Dziękuję, Kowcia1, za wsparcie od 24 miesięcy.
1590:  Zaiste.
1590:  Pozdrowienia i dla ciebie.
1594:  Fulauci nie ma typowego post-upu.
1595:  Jest historia alternatywna.
1597:  Każda post-upu jest historią alternatywną.
1600:  Właśnie to będę mówił m.in.
1601:  w recenzji.
1604:  Idea historii alternatywnej polega na tym, że macie coś, co się nazywa point of divergence, czyli punkt dywergencji.
1611:  Punkt dywergencji działa w ten sposób, że jak macie historię naszego świata, to ona biegnie sobie, tak samo jak historia świata wyobrażonego do pewnego punktu, powiedzmy do punktu, w którym Napoleon przegrywa pod Berezyną i wprowadzacie modyfikację i mówicie, nie, tutaj osie czasu się rozejdą i mój Napoleon będzie wygrywał pod Berezyną.
1629:  I nagle zmienia się wam historia i od tego czasu tworzycie właśnie świat
1633:  po jakimś wydarzeniu.
1634:  I w przypadku postapokalipsy, tym wydarzeniem zmienionym bardzo często jest apokalipsa w danym okresie historycznym, a to z tego względu, żeby można było później robić aluzję do tego okresu historycznego.
1647:  Dobrze.
1648:  Ty jeszcze nie wiesz, Just Whitely, jak będzie działała Arlequino, bo nawet nie ma jeszcze informacji gameplayowych, więc ja bym przetestował sobie na spokojnie i nie hype'ował.
1657:  Dobra, jak się tepnąć do łódki?
1661:  Otóż nie mogę tego zrobić.
1663:  Muszę dopiero dotrzeć do mistycznej bramy.
1669:  Jeżeli dobrze przeczytałem Soy Witch, niech będzie zabarbarzony wszystkim.
1673:  Ja na razie, moi drodzy, się gubię.
1674:  Miałem znaleźć jakieś drzwi zapieczętowane magią, ale przy moich umiejętnościach gubienia się w prostej przestrzeni i w prostym korytarzu jest to problematyczne.
1692:  Tutaj jakiś dźwięk słyszałem tylko.
1695:  O bogowie.
1697:  Kalispera?
1698:  Szanownemu, w rzeczy samej lepiej jest.
1701:  Lepiej się to ogląda, niż to gra, pisze Oskar.
1703:  A wiesz co?
1704:  A to mnie zaskoczyłeś.
1704:  U mnie się gra super.
1707:  Istoto żyjąca dzięki za wsparcie od 24 miesięcy.
1709:  25 tysięcy subów dzieli nas od Reksia.
1713:  Ja zauważyłem, że bardziej liczycie te suby niż ja.
1715:  To jest przepiękne.
1718:  Po tej grze mam jeden wniosek, Krzysztof, pisze Maria Skoczydas.
1722:  W polecańki mogę ci zaufać, ale dziecka bym ci nie powierzyła do popilnowania.
1726:  To bardzo dobra wiadomość.
1728:  Nigdy w życiu bym się czegoś takiego nie podjął.
1731:  Za domem jest przejście w las.
1732:  Idąc lasem, dojdziesz do zapieczętowanych drzwi.
1734:  Stop, stop, stop, stop, stop, stop, stop, stop, stop, stop.
1740:  Tu jest dom.
1743:  Tu jest las.
1744:  Tutaj walczyliśmy z Baldurem.
1748:  O, moi drodzy!
1751:  Droi modzy!
1754:  Chodź, ja puk!
1758:  Raaa!
1762:  Dobrze.
1766:  Te żółte kręgi na mapie to zaklęcia ochronne wokół domu Kratosa i domu Freji, odpowiednio odnałożone przez żonę Kratosa i Freję.
1772:  Aaa!
1773:  Ładny szczegół.
1775:  Veo Kamik właśnie się oderwał od Final Fantasy B w Morzogramie, kiedyś pierwszą część na streamie.
1780:  Muszę kiedyś wejść w uniwersum Final Fantasy.
1782:  O!
1783:  Czyżbym miał dobrą, dobrą brońkę?
1789:  Tak!
1791:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj,
1825:  Christ.
1827:  Jak to jednym ciosem?
1828:  Jakim cudem?
1835:  Trzeba się zmobilizować bardziej, moi drodzy.
1837:  O nie, cofnęło nam progres.
1842:  Nie głupiszę Bambi.
1844:  Ja teraz mam swój trening.
1846:  Nieironicznie.
1849:  Czy zagram Five Nights at Freddy's?
1850:  To brzmi jak horror, więc na pewno nie.
1854:  Dobra, dobra, dobra.
1863:  O tak!
1863:  Bum, bum!
1867:  Teraz wymieniamy topór i lecimy.
1897:  To powal go!
1921:  Dobry kaszojat!
1929:  Au, au, au, au, au!
1931:  Oni są naprawdę silni!
1934:  Ja sobie tego nie wymyśliłem!
1939:  No, come on!
1947:  Nie wypada z nich zdroweńko!
1958:  Wypadło z niego zdruweńko.
1963:  Oczywiście, że się udało musiało.
1965:  Co sądzisz o zaklęciach typu żałosne słowo?
1967:  Ooo, srebrne krzesło, moje ulubione z opowieści z Narnii.
1971:  To jest ciekawe, zaklęcie żałosne słowo dla tych z was, którzy nie wiedzą, to było zaklęcie masowej zagłady.
1978:  Uwielbiam.
1980:  Tak samo jak Exterminatus, moi drodzy, w Urhamerze.
1983:  Boże, w Urhamerze 40 tysięcy.
1985:  Planuję.
1985:  Nie wiem kiedy.
1985:  Dobrze, czy ja idę w dobrym kierunku?
1987:  Chyba tak?
2002:  I są drzwi zapieczętowane, popatrzcie jak Krzysztof znalazł, Krzysztof sam znalazł, sam, sam, sam, sam, sam.
2009:  Tu jeszcze coś jest, zobaczmy wpierw, co tutaj jest.
2012:  Czy tu jest Vardruna?
2015:  Okej, później tutaj przyjdziemy.
2021:  Jak chcesz wystartować z Finalem, polecam zacząć od części Final Fantasy VII Remake.
2024:  No właśnie ludzie mówili, że dobra rzecz.
2028:  Dobra, moi drodzy.
2030:  Mijamy zdrowia.
2033:  Gdzie jest, gdzie jest?
2034:  O, tu jest, tu jest.
2036:  No, co, co?
2037:  Kretyn, kretyn, kretyn, głupi Barbarzyńca.
2045:  Dziwny stukot.
2048:  Czyli nie trafiłem.
2051:  Bardruna!
2053:  Aaa!
2055:  Jak tam granie Barbarzyńca?
2056:  Da się, pisze Alzio.
2057:  Oczywiście, że się da.
2058:  I to jak?
2065:  Gdzie?
2066:  To jest na czas?
2067:  To jest jakieś szaleństwo.
2073:  No tu jest jeden.
2076:  Tu jest tuż obok drugi.
2079:  Co i trzeci gdzieś?
2081:  No gdzie jest trzeci?
2083:  Tu!
2085:  O mój Boże.
2093:  W opcjach można wyłączyć minigierkę z tym... Ale to czemu mam wyłączyć minigierkę?
2098:  W ten sposób ukryty obszar został odkryty.
2104:  Gdzie jest syn Kratosa, czy zginął?
2105:  Jest tu obok nas, cały czas się nam tarabani pod nogami.
2109:  Wielka Tana, witość i błogosławie.
2111:  Witamy RC Kapłana Dzikich Bobrów.
2113:  Bartosz Warachowicz pisze, że nie może się zabrać za żadną nową grę po Mass Effect'cie.
2117:  Po Mass Effect'cie ciężko jest.
2119:  Po Mass Effect'cie ma się kaca growego.
2122:  Ja ci niezmiennie polecam Baldura Trójeczkę, bo myślę, że tam narracyjnie jest fantastycznie.
2128:  Mam bardzo złe przeczucie co do tego, co tutaj nas czeka, wiecie?
2132:  Bardzo.
2135:  Co to jest za miejsce?
2137:  Ale będzie doświadczenia, zobaczycie.
2140:  Nie czytałem jeszcze Michaela Sullivana.
2142:  Odyn mógł odzyskać rak na rok, ale wąż przecież już go widział, więc chyba się nie udało.
2147:  Los bywa zdradziecki, a Odyn ma w sobie dość buty, by wierzyć, że go przechytrzy.
2152:  Los to kolejne kłasko powód.
2154:  Wszystko, co napisano, można wymazać.
2158:  W tej kwestii zgadzasz się z wszechojcem, bracie.
2161:  Nawet jeśli nie może powstrzymać rak na roku, ma zamiar poznać dość szczegółów, by zmienić jego przebieg.
2168:  Przypomnijcie mi później, bym opowiedział o wilkach.
2172:  Uwielbiam zagadki nielogiczne.
2187:  Uwielbiam również, jak nie działa moja scena na OBS-ie.
2191:  Dobrze.
2194:  Zelda na kontrolerze.
2195:  Na kontrolerze nic nie ogarniam.
2198:  Jamnikowy pieprz.
2199:  Zwracam uprzejmie uwagę, że może gramy w God of War'a, ale w jedyny słuszny sposób dla mnie.
2204:  Igo, dziękuję ci za bycie Jamnikołajką.
2206:  Matt Peterson, stały widz streamów, otrzymał dzięki twojemu wsparciu, wsparcie i jamniki.
2212:  Juch.
2215:  Będzie jak egzamin techniczny na werblu, ksylofonie, kotłach, wibrafonie i marimbie, pisze Just Whitely.
2219:  Powodzenia dla Just Whitely'ego, moi drodzy.
2223:  Tu są kciuki i tu są trzymane.
2229:  Ja tu widzę coś ciekawego.
2233:  Ja tu widzę coś bardzo ciekawego.
2240:  Okej.
2243:  To zapisz!
2251:  Jasna, jasna, biała gwiazda!
2254:  Urwyglau!
2254:  Urwyglau!
2264:  Gotowy!
2264:  Come on!
2268:  Wardruma!
2275:  Czemu ja mam... czemu Nahita? !
2279:  Czemu na hita wszystko idzie?
2281:  Nawet nie zauważyłem, co mnie zabiło!
2283:  Nienawidzę rzucać lewiatanem w tej grze.
2285:  Ja nienawidzę, jak walka jest nagle!
2289:  Czy będzie czytany Slimmeryniem na filmach fantasy?
2291:  Zobaczymy, moi drodzy.
2292:  Pamiętajcie, że wydawnictwu się bardzo to często nie podoba.
2296:  Tu nie jest lokacja na teraz.
2298:  A tam, a tam.
2298:  Oj tam, oj tam.
2299:  Oczywiście, że jest na teraz.
2301:  Wszystko jest na teraz!
2304:  Wardrooma!
2308:  Widzę, że jest nawet czaszunia przy niej.
2317:  Ulfę grał!
2339:  Vardruma!
2341:  Szybciej Vardrumuj!
2344:  Dobrze, dobrze.
2347:  Vardruma!
2350:  Dobra!
2352:  To nie jest lokacja na teraz.
2353:  Jadłem nieraz, zjem i teraz!
2360:  To nas zabija!
2363:  To nas zabija!
2365:  Ale chamstwo!
2371:  Wredna wiedźma!
2373:  Czyli trzeba ją, moi drodzy, chytrze, zabić w pierwszej kolejności.
2378:  Nie ma wyjścia.
2388:  Dobra, po kolei.
2391:  Odpalimy wszystkie zdolności.
2395:  Dobra, dwa.
2397:  Nie to, nie to, nie to.
2398:  Wiedźmę!
2412:  Ta sama strategia, co wcześniej była.
2428:  Wiedźmę, wiedźmę, wiedźmę!
2429:  Gdzie jest wiedźma?
2431:  Dobrze, strzelaj w nią!
2433:  Ona ma teraz czerwony atak.
2441:  Dobra.
2443:  O, ona przywołuje jej.
2444:  Niedobrze.
2455:  Zapomniałem, że cholerstwo atakuje wtedy.
2459:  Dobra.
2470:  Tak, nie, to raz traf i to jest koniec.
2474:  Aaaah!
2479:  Można i blokować te magiczne wyziewy tarczą?
2481:  O tego nie wiedziałem!
2484:  A to zmienia postać rzeczy.
2486:  To zmienia absolutnie postać rzeczy.
2513:  No nie!
2514:  No to mamy niezły klops.
2514:  Ale chamstwo.
2519:  To nie był wyziew, moi drodzy.
2521:  To był atak, który był niezauważalny.
2525:  Od końca zabija smarodem.
2526:  Czy będzie dzisiaj fabuła?
2527:  Tradycyjnie, moi drodzy, po 18.
2530:  Na początek musi być rozgrzewka.
2538:  Przygotuj się!
2538:  No wejdź!
2545:  Dobra, zjechało.
2560:  Au.
2560:  Dobra, to poszło źle.
2566:  To poszło źle.
2571:  No ciężko jest!
2585:  Przestań mnie atakować, jak tamtą atakuję.
2591:  Dobra, i teraz... Dobrze, dobrze, dobrze, jest.
2601:  Good.
2603:  Teraz uciekamy.
2606:  Okej, teraz nie wiem, co mnie zabiło.
2610:  Teraz nie wiem, co mnie zabiło.
2612:  Magdana pisze, że ostatnio patrzyła, jak Kisza gra w Hollow Knight.
2614:  Jestem przerażony tam trzeba mieć skilla.
2617:  Kisza robi bardzo często e-sport, więc nie przejmuj się tym.
2620:  Hollow Knighta jesteś w stanie absolutnie ogarnąć.
2622:  Krzysztof jest w stanie, każdy jest w stanie.
2626:  Dobra, czy ja mogę?
2629:  Dobrze, mam dużo doświadczenia.
2630:  Jak zawsze, nie zauważam, że mam dużo doświadczenia, a można byłoby się troszeczkę zboostować.
2637:  Ja już nie wiem za bardzo, co mam boostować.
2639:  Zemsta strażnika.
2642:  O!
2643:  Ładunek żywiołów.
2647:  Po przeszyciu wroga w urządzeniu chaosu przytrzymaj.
