🔴 Ciężkie próby w Muspelheimie — GOD OF WAR Livestream #6
🔗 https://www.youtube.com/watch?v=ER53xJaRijw

92:  Dzień dobry.
526:  To są światła Amaran, mianowicie.
530:  Mają jakąś dziwną nazwę kodową typu F21C czy coś w tym stylu.
534:  Jaki język polski?
536:  Zgodnie z tym, co obiecane, moi drodzy, wczoraj.
539:  Wczoraj na czatach mieliśmy rebelię, mieliśmy frondę.
542:  Ludzie krzyczeli, plugawie wypowiadali się na temat języka angielskiego.
547:  Zmieniliśmy dlatego na japoński.
549:  Potem plugawe wypowiedzi sięgły także japońskiego.
553:  Wspaniałego i szlachetnego języka samurajów anime i shoguna.
556:  W związku z powyższym dzisiaj Polski.
560:  Z pomocą osełki i młota, które znaleźliście, Brock i ja możemy stworzyć dwie grafiki.
578:  Słynny krastoludzki pancerz.
580:  Potrzebujemy tylko trzech mitycznych składników, zanim weźmiemy się do kucia.
585:  To znaczy?
586:  Zawsze są trzy składniki.
587:  Sprawa jest pokręcona jak kłaki na dupie wulwera.
593:  Dobrze, że nie jak kłaki na wulwie.
594:  No już naprawdę.
596:  Król Krasnoludów znalazł dwie.
598:  Nie przestanę tak nazwać wulwerów.
599:  Przykro mi.
600:  Ile godzin w God of War?
603:  Tyle, ile streamów, Wiktorze.
604:  Może znajdziecie wskazówkę w jego twierdzy w Konunzgardzie.
607:  Zobaczcie, co mam.
609:  Kamień wejścia do Konunzgard.
611:  Duża kamienna budowla, upiorna aura.
613:  Rozpoznacie ją z miejsca.
632:  Skąd tu się do ciężkiej cholery wziął komar?
636:  Ach, już nie mogę się doczekać.
637:  Nie myślałem, że dożyje dnia, kiedy znów będziemy razem pracować.
641:  Przecież się nie otwieram okiem.
643:  Zwłaszcza w tym przypadku.
645:  Zdążyłem przywyknąć do pracy w pojedynkę.
648:  Prawie, że zapomniał, jak przydatna jest dodatkowa parafra.
652:  Się zdenerwowałem od razu.
653:  Kane jest u Eldaru?
654:  Nawet nie wiedziałem, że też.
655:  Bo ja kojarzę Kane'a z Warhammera Fantasy.
659:  Potrzebujemy tylko trochę pomocy.
662:  Podoba mi się, że teraz są razem i że mają taką ładną kuchnię w kształcie litery U. Odnaleźliby się w tej kuchni państwo trzaskowscy.
675:  Musiałem nawiązać do tego w którymś momencie, czekałem tylko na dobrą okazję.
679:  Dobrze, no więc mamy, mieli dwie opcje, to znaczy tak,
683:  A, Walkiria miała być na początek, więc na początek Walkiria, przykro mi.
687:  Potem udamy się do twierdzy Konunsgard, a potem zrobimy sobie może Nilfheim?
692:  Tylko ja nie wiem w jaki sposób skompletować szyfr Nilfheimu, to jest problem.
697:  System magii w gotiku, nie pamiętam jaki jest już.
701:  Gdzie była Walkiria, widzicie?
702:  Mówiłem wam, że ja to zapomnę.
706:  Bo do niej się musimy cofnąć, to tak giga się musimy do niej cofnąć.
710:  Szło się tędy chyba.
713:  Tak, musimy wyjść stąd i na wyprost.
716:  A, jeszcze ulepić ostrza musimy, to prawda.
719:  Dziękuję, dziękuję, dziękuję, zapomniałbym.
724:  Tak, ostrze chaosu, dobrze, dobrze.
730:  Mam plany.
732:  Świetnie.
734:  Poziom piąty, doskonale, przyda się, przyda się.
737:  Lewajatan nie możemy ulepszyć, ale możemy kupić Kamień Wskrzeszenia.
741:  Nie, mamy Kamień Wskrzeszenia, niesamowite.
745:  Jak samopoczucie dzisiaj względnie?
746:  Dobrze chociaż, jest ciepło, ja nie lubię jak jest ciepło.
749:  Więc będę dzisiaj wstawał do klimatyzatora, nie ma innej opcji.
752:  Jeszcze Szpon?
753:  Skąd wy to wiecie, a ja tego nie wiem?
756:  W jaskini Wiedźmy jest Walkiria, szybciej trafisz?
760:  Ja wiem, gdzie jest tamta, tej z jaskini Wiedźmy, to ja jeszcze nie odkryłem.
764:  Na tym polega problem.
765:  Zgubione przedmioty.
769:  Okej, ale fajne.
777:  Brękojeść ostry.
778:  Gdzie jest to atreusowe coś, Szpon?
780:  Co chcesz, młody?
784:  U mnie burza, grat i deszcz, jak ja zazdroszczę.
788:  W Helheimie też jest Valkyria, nie wiem jak do niej trafić.
792:  Więc idziemy moi drodzy na razie do takiej Valkyrii, do której wiem względnie jak trafić.
796:  Niestety nie odblokowałem tam ostatnio teleportu, ale dobrze, przypomnę sobie jak się steruje w tej grze.
802:  Nie mam fast travel do tamtej Walkyrii.
804:  Zobaczcie, tutaj jest zablokowane niestety.
807:  W to miejsce nie możemy podróżować.
808:  Jest czerwona kłódeczka, jeszcze nie możesz się tam udać.
812:  A ona jest gdzieś w tych okolicach na górze.
814:  Niestety, no niestety.
815:  Ja wiedziałem, że tego bardzo pożałuję, ale trudno.
819:  Na pewno są gdzieś w świątyni.
821:  Po moich obliczeniach wyszło około 32-33 godziny w God of War.
825:  Bardzo dobrze.
826:  Im więcej, tym lepiej.
828:  Teraz czy ja idę w dobrym kierunku?
830:  Idę w dobrym kierunku na razie.
831:  Krzysztof Graspartia to jak najbardziej.
833:  Witam Sadred!
835:  Czy ktoś jest w stanie mi pomóc?
836:  Tylko ja mam tak, że komentarze pod filmem na YouTube przeniosły się z dołu filmu na prawą stronę.
839:  Jak wrócić do dołu?
841:  Nie spotkałem się z tym jeszcze.
845:  Ja wiem, że moi drodzy, do jaskini Wiedźmy to tak, to swoją drogą... Tylko czy ja idę... Tak, idę we właściwym kierunku.
852:  Ale w jaskini Wiedźmy myśmy jeszcze nie eksplorowali.
859:  Jakie duże drzwi?
861:  Młody, czytaj.
863:  Głupi młody.
865:  Oszczędzamy fabułę jak najbardziej.
866:  Jak się dowiedziałem, że już prawie kończymy grę, to teraz oszczędzamy fabułę.
872:  Jest God of War 2.
875:  Jak się ma konsolę?
876:  A ja nie będę grał na konsoli, ponieważ odmawiam przyzwyczajenia się do nowego kontrolera.
882:  YouTube psuje stronę, pisze Sybin i dlatego się te komentarze wyświetlają w złym miejscu.
886:  Co to jest za plugawa witryna ten YouTube, moi drodzy?
890:  Chyba jestem jedyną osobą w internecie polskim, która użyła określenia witryna w ciągu ostatnich 10 lat.
896:  Nikt już tak nie mówi.
897:  Czym wyleczyć kaca podgadową?
899:  Właśnie, po pierwsze, chcę go nie mieć, więc zamierzam tak bardzo się dzisiaj zdenerwować Valkyriami, żeby nie chcieć zagrać w tę grę już nigdy.
910:  Żartuję, to jest niemożliwe.
911:  Relatywnie szybko tutaj podążamy i na szczęście.
916:  O, i teraz kolejeczka działa jakimś sposobem.
919:  Potem się okaże, że jednak kolejeczką to nie.
925:  Trzeba leczyć Ragnarokiem.
926:  Ragnarok jest dopiero pod koniec tego roku.
929:  Tymczasem we wszystkich norweskich krajach i skandynawskich absolutna panika.
932:  Nie, nie chodzi o aktu faktyczny Ragnarok, chodzi o grę Ragnarok.
936:  Jak przestać zapominać fabuły książek?
937:  Naprawdę pytasz mnie o to, Kruczycieniu.
940:  Ja nie pamiętam fabuły żadnej książki, jaką kiedykolwiek w życiu przeczytałem i nie jest to w żadnym razie.
947:  Hiperbola.
948:  Autentycznie nie pamiętam żadnej fabuły.
950:  Nie byłbym w stanie Wam streścić fabuły Hobbita pod te... Niczego.
954:  Najbardziej oczywistych rzeczy.
956:  Nie byłbym w stanie streścić fabuły nawet ewangelicznych powiastek, które się nam opowiada przecież nie dość, że wiele razy, to jeszcze powtarza się je cyklicznie.
965:  Nic.
967:  Nie pamiętam żartów, nie pamiętam krótkich grebsów.
970:  Muszę wszystko sam wymyślać.
971:  Nie ma innej opcji.
973:  Jak poszłam do Nilfheimu, to mi się odechciało tej gry, pisze Megafuka.
976:  Widzicie, są sposoby.
978:  Nikt się nie zachwycił tym, jak ja dobrze wszędzie trafiam.
981:  Proszę bardzo.
982:  Niestety tutaj nie możemy skorzystać z kolejeczki, bo to nie jest kolejka.
986:  Kolejka nie działała, gdyż burza szalała, haha.
990:  co sądzę o 600 zł za Star Wars Outlaws.
992:  To jest porażka i komedia, biorąc pod uwagę fakt, że to nie jest gra w uniwersum Gwiezdnych Wojen, tylko to jest generyczny, kosmiczny shooter.
1001:  Więc w życiu, absolutnie.
1003:  Falloutów nie ogram, nie ma takiej możliwości.
1006:  Chyba, że będzie jakaś nowsza wersja, no to nie ma żadnego problemu.
1010:  Gdyby Fallout był zrobiony w taki sposób, to bym był pierwszą osobą, która by go ogrywała.
1015:  Jak Kratos piję wodę?
1017:  Chłopcze,
1021:  Niezmiennie zachwyca mnie ten sukal Ale Hanta pisze, że jak poszła do Milfheimu To spędziła tam weekend Ja też bym spędził weekend w Milfheimie Milfheim, przepraszam Czyli to jest dobra i właściwa strona Tak, góra Okej I teraz Moi drodzy, moi drodzy
1051:  To jest plus grania codziennego, że mianowicie Krzysztof pamięta o rzeczach!
1065:  Proszę uprzejmie!
1067:  Ha!
1069:  Młody!
1074:  Smaczna i prosta.
1077:  Ogień i chłosta.
1078:  Czytaj!
1080:  Ciekawe, kto to zapisał.
1084:  Ha!
1085:  Zapamiętane, zrobione.
1088:  Dlaczego są spadki klatkażu?
1089:  Nie powinno być spadków klatkażu, Szymonie.
1092:  Nie wiem, czym to spowodowane.
1093:  U mnie wszystko w porządku.
1096:  Eee... Ooo... Ojo, byliśmy tu, byliśmy tu, byliśmy tu, byliśmy tu, byliśmy tu... Fanko Wiedźmina, dziękuję ci za trybut.
1105:  Czy polecasz jakieś nieoczywiste, romantyczne miejsce w Krakowie na randkę we dwoje?
1112:  O, jest dużo takich miejsc.
1115:  Nieoczywiste,
1117:  To jest dach sukiennic z widokiem na cały rynek, jeżeli ktoś lubi takie klimaty, tylko że tam jest dość dużo ludzi, znaczy dość dużo.
1125:  Prawda jest taka, że to jest taki wąski dziedziniec, nie dziedziniec, balkon.
1130:  W związku z powyższym w zasadzie są ludzie od siebie dość odizolowani i tych stolików tam jest może 12 tak maksimum.
1136:  Więc teraz dzięki temu, że powiedziałem to na live, to dużo osób się o tym dowie i właśnie spaliłem wasze miejsce na randkę.
1143:  Siwy dymie, dzięki za wsparcie od 12 miesięcy.
1145:  Czemu ta wiadomość ma tylko 50 znaków?
1147:  Ponieważ YouTube nas oszwabia i oszukuje.
1149:  Właśnie dlatego.
1152:  Chciałbym... Chciałbym... Otóż to.
1156:  W ogóle są jakieś dziwne rzeczy.
1159:  Więc czy ja teraz trafię do tej Valkyrii?
1162:  To jest pytanie.
1165:  Będzie ogrywane Ghost of Tsushima.
1167:  W Gothicu używa się zwojów, żeby korzystać z magii.
1169:  Podobny system był w Neverwinterze, tylko tam trzeba było używać zwojów tylko wtedy, gdy nie było się magiem.
1176:  No to tak samo zresztą jak w Baldur's Gate 3, więc to jest znany system.
1180:  Ja tego strasznie nie lubię, dlatego gram magami.
1183:  Autentycznie nie wiem, czy idę we właściwym kierunku.
1188:  Na razie dobrze idę, okej.
1190:  Wszedłem totalnie losowo.
1192:  Masz pamięć do poszczególnych scen z książek, tylko wizualną Króczycieniu, wiesz?
1196:  To nie jest pamięć w żadnym razie do... Bitka!
1201:  Dobrze!
1202:  Bitka!
1204:  Nie, nie, nie, nie!
1205:  Oszczędzamy na Valkyrię!
1209:  Czemu ja o tym zapominam?
1212:  Dobrze, teraz musimy to...
1219:  Jak widzicie, bardzo dobrze tutaj są te wilki.
1221:  Dzięki temu odzyskam szał teraz i powalczę z nimi we właściwy sposób.
1226:  Tak, tak.
1227:  Bardzo dobrze trafiłem.
1228:  Teraz w prawo.
1229:  Wszystko jest w porządku.
1230:  Czy odzyskam mój szał?
1232:  Szał uniesień.
1235:  Jezus Maria.
1236:  Dobrze.
1237:  Więc teraz tak.
1238:  Będziemy przygotowani lepiej do tego.
1241:  Tak!
1241:  Jest odnowiony!
1243:  Strzał odnowiony i nieznarobiony!
1246:  Nie!
1246:  Jakie z tyłu?
1248:  Z tyłu?!
1248:  Kratosa od tyłu będziecie brać?!
1251:  Skandal!
1252:  Nie wolno!
1253:  Nie należy!
1257:  Kashoja, przydaj się do czegoś.
1261:  Mam wrażenie, że te ostrza chaosu zadają mniejsze obrażenia w tej chwili niż wcześniej.
1269:  Wardruna!
1272:  Dobrze.
1276:  Świetnie.
1281:  Dobrze.
1282:  Dobrze!
1287:  Moim idź.
1289:  Szał jamnika.
1290:  Czy w tym roku stream jak z Hollow Knighta w czwartek zamiast w środę?
1293:  Nie?
1294:  W środę?
1296:  Dlaczego Kingo twierdzisz, że w czwartek?
1299:  Czy ja się pomyliłem?
1301:  Niemożliwe, ja się nie mylę.
1305:  O Boże, zabrzmiałem jak typowy nauczyciel.
1310:  Jeżeli jest zapisane na czwartek, to jest to błąd.
1314:  Jest w środę, wszystko w porządku.
1316:  W sobotę tylko nie ma strumyka, bo jestem wtedy w Sopocie.
1319:  Wpisałem na 18 kwietnia.
1325:  No nie żartujcie sobie nawet.
1326:  Od razu to zmodyfikuję.
1329:  Oczywiście teraz nie będziecie słyszeli nic absolutnie.
1332:  Dobrze, nie mogę tego od razu zmodyfikować, zapomnę o tym w takim razie.
1336:  Nie, więc w środa wszystko i niezmiennie.
1343:  O tak.
1344:  O tak.
1345:  To jest zjezdna winda do Valkyrii.
1348:  Czy mam na dysku Dragon's Dogma?
1350:  Nie mogę mieć, Wiktorze, ponieważ oddałem i jeszcze dostałem zwrot pieniędzy, mimo że graliśmy dłużej niż godzinę, dwie godziny.
1358:  Sopot, moje miasto, pisze w MS Mixu.
1360:  Proszę, proszę.
1362:  Krzysztof dobrze trafił.
1363:  Mówiłem wam, że to jest kwestia tego, że ja pamiętam wizualnie, ale równocześnie muszę grać dzień po dniu, bo wtedy to działa.
1374:  Będzie ciężko z Valkyrią?
1375:  Moi drodzy, no nie ma takich sytuacji, żeby nie było ciężko.
1379:  Zawsze jest ciężko z Valkyrią.
1393:  Piękny film o Hollow Knightzie oglądałem przed GOV'em.
1401:  Yyy.
1402:  Skąd wy wiecie takie rzeczy?
1407:  Skąd wy wiecie takie rzeczy?
1411:  To była informacja z gatunku niepokojących.
1417:  Poziom wiedzy na czatach niepokojący.
1420:  Borowiczek obstawia dwie godziny męki.
1422:  Czy to będzie bolesna męka?
1429:  Dobrze.
1433:  I dobrze.
1434:  Z Instagrama?
1437:  Co ja zrobiłem na Instagramie?
1440:  Ja nic nie wiem.
1442:  Ja nic nie wiem, co się dzieje.
1444:  A już wiem, co to mogło być.
1445:  Aaa, już wiem.
1447:  Już wieeeem.
1449:  Aaa, już wiem.
1452:  Już wiem.
1453:  Sprytne.
1454:  Kognitywna inteligencja czatów rozwija się.
1457:  Krzysztof sobie nie poradzi w półtorej godziny.
1459:  Krzysztof sobie poradzi w półtorej godziny.
1461:  Rabini są niezgodni.
1465:  Zaczynamy?
1466:  Widzicie, kto się wypowiedział?
1467:  Wypowiedział się ten Bachor, który nic nie robi.
1471:  To jest nieprawdopodobne.
1472:  To jest absolutnie nieprawdopodobne.
1476:  Robimy zakłady, kiedy Krzysztof zacznie narzekać na wszystko w czasie walki?
1480:  Już przegraliście.
1481:  Zacząłem narzekać przed walką.
1482:  Dobrze.
1482:  No to do dzieła.
1483:  Skup się na tym.
1499:  Co ona robi?
1507:  Ona się chowa!
1513:  Ona się cho... Nie chowaj się!
1521:  Zakazuję!
1527:  Możesz działać, to strzelaj!
1537:  Czemu ona robi... Jak ja mam tego unikać?
1544:  Jak zawsze, jak zawsze są... Okej, jak zawsze są jakieś sekretne rzeczy, których ja nie znam.
1551:  Można jej przyłamać obronę?
1553:  O, okej, okej, to wiele...
1556:  Ojej, mamy dwa szały, moi drodzy.
1558:  To dobrze.
1568:  Nie!
1593:  Au.
1593:  Jest!
1593:  Dobrze działa.
1600:  No i koniec.
1603:  Przed tym się chyba nie da uniknąć w żaden sposób.
1605:  Można w nią rzucić toporem, jak jest w powietrzu.
1608:  Aaa, mądre, mądre, mądre, mądre.
1612:  Dwa razy szał.
1615:  Dwa razy szał to jest czymś, co mnie bardzo cieszy.
1618:  Trzeba rzucić toporem, to wiecie co?
1620:  To może będziemy mieli w sposób stały topór, ponieważ tu się tyle dzieje, że ja nie jestem w stanie używać tamtych zakręć.
1635:  Twardruna!
1637:  Jest!
1644:  Bra.
1648:  Okej, w takiej sytuacji co?
1649:  Hehehe.
1657:  Co to było to E?
1657:  A. Hehehehe.
1658:  Kurrrr.
1675:  No, przecież... CO JEST?!
1680:  W jaki sposób?
1684:  Obrona się przełamuje runami, no.
1691:  Okej, okej, coś się dziwnego stało, zapomniałem, że mam szał.
1696:  Ona tutaj utylizuje wszystko, co poznałeś wcześniej na innego, to zauważyłem, to zauważyłem.
1700:  Dlaczego bijesz panią Eileen pięć nocy z Baldura?
1703:  Ponieważ mnie rozgniewała.
1705:  Odskok z tyłu nie zadziałało.
1707:  Nie zadziałało właśnie.
1709:  Niestety, nie wiem dlaczego.
1720:  Bardruna!
1735:  Okej, można ją zatrzymać wtedy.
1739:  Tak, nie można jej zatrzymać.
1741:  Nie można jej tak zatrzymać.
1747:  Straciłem jeden szał niestety.
1771:  No i co?
1772:  Był odskok!
1774:  I nie działa to!
1776:  Atak z falą świata jest metoda?
1778:  Trzeba się do niej odwrócić plecami, to cię nie oślepi?
1784:  I uciekać?
1785:  Okej, w ten sposób.
1788:  W ten sposób.
1789:  No dobra, możemy tak zrobić.
1795:  Okej, od razu dajemy szały.
1797:  Whatever.
1818:  Czemu się nie odwróciłem?
1819:  Za tobą, uważaj!
1825:  Gdzie ona jest?
1826:  Gdzie ona jest?
1828:  Co się stało?
1828:  Mogę działać.
1830:  Co się dzieje?
1831:  He?
1836:  Kruk.
1844:  Czemu mnie się dzieją takie rzeczy?
1850:  What now?
1853:  Wpadła w ścianę?
1854:  Zniknęła z areny.
1861:  Atreus?
1864:  Zepsujesz każdą grę.
1865:  No dokładnie.
1868:  Nie no, autentycznie nie mam wyboru.
1869:  Chyba muszę iść do menu.
1871:  Za dużo obrażenia jej zadaliśmy.
1875:  Bardzo dobrze.
1876:  Powrót do menu głównego.
1881:  Przestraszyła się potęgi Kratosa, a nie kaszojada.
1886:  Przez 200 godzin w tej grze mi się nigdy nie zdarzyło.
1888:  Ja naprawdę powinienem być kontrolerem jakości w dowolnej firmie projektującej gry wideo.
1896:  No autentycznie.
1898:  Krzysztof psuja, psuja, psuja.
1911:  Czekaj, nie miałem jak tu się odsunąć.
1919:  O!
1920:  Czemu się nie od... Ku... Amash!
1934:  Amash!
1949:  Okej, odwróciłem się, ale to nic nie dało!
1957:  E!
1981:  Okej.
1983:  Śmieszne.
1988:  Dobra, działa.
1992:  Nie działa!
1993:  Cholera!
1995:  Czy on będzie znowu spamić atakami?
2001:  Jezus, czemu ona spamie atakami?!
2004:  Trzy razy pod rząd to miała, Chryste Jezu!
2008:  Tak to tu się nie odwraca, jak to właśnie zadziałało.
2010:  No zadziałało to, Marcinie, i to zadziałało dwa razy na trzy.
2017:  Tak, zacznęmy od tego.
2019:  Dobra.
2023:  Lecisz.
2038:  Teraz się nie odwróciłem dwa razy i miałem problem.
2045:  No ku ku ku ku ku!
2052:  No nie mam wyjścia, muszę tak zrobić.
2059:  Co? !
2098:  No i co?
2100:  I co?
2100:  Nie działa!
2105:  Tak, dystans zadziałał, świetnie zadziałał.
2111:  Nieintuicyjny jest ten unik.
2117:  Dobra, odzyskuj to zdrowie, odzyskuj!
2123:  No, come on!
2124:  Znowu to samo oczukiwanie!
2132:  Dobra, walcz, walcz z nią, walcz.
2133:  Good.
2148:  Ślad niejasny trafi po prostu.
2151:  Tak, wzbiła się do góry, użyłem strzały, ale debil strzelał w ziemię, jak zawsze.
2159:  Jezus Maria.
2162:  Potworne to!
2169:  Zawsze jak zostaje odrobinna szał, używaj kamienia, bo najmniej naduży kosztu życia.
2173:  Jakiego kamienia?
2176:  Jakiego kamienia?
2177:  Nie mam żadnego kamienia.
2178:  Jedyny kamień, który mam, to jest kamień wskrzeszenia.
2182:  Szybki kontrol wtedy celuje tam, gdzie ty?
2185:  No tak, oczywiście, ja wiem.
2185:  Nie ma to do dzieła.
2186:  Dobra, pójdziemy!
2187:  Uważaj!
2187:  Nie!
2209:  Ale wretne!
2251:  Jak mam się odwrócić tak błyskawicznie?
2257:  Jak mam to zrobić, jak ona zaczyna przy mnie ten atak?
2261:  Jak?
2263:  Nie da się tego zrobić w żaden sposób.
2265:  No nie da się tego zrobić, ja nie mam możliwości odskoczenia na drugą część areny, tak jak moi wrogowie.
2272:  Jakiś dramat absolutny.
2273:  Jeszcze nie miałem czegoś takiego, żeby nie znajdować opcji żadnej.
2283:  Co pod X?
2284:  Tak, X, ja wam dam X. X przelatuje, tak, na konsoli jest tak, że wiecie, na drugą stronę areny wtedy przechodzicie pod X, tak, to jest taka specjalna rzecz, ona jest tylko na konsoli, w żadnym innym, w żadnym innym porcie tak nie ma, wciśniecie jeden przycisk na konsoli, słuchacie, od razu przenosicie się na drugą stronę areny.
2306:  To jest taki teleport specjalny, nie ma go w wersji pecetowej, mhm.
2311:  W PC-cie też jest szybki obrót.
2313:  W ten sposób się go robi.
2314:  Szybki obrót.
2315:  Macie zerowanie na przeciwniku konkretnym.
2320:  Dramat.
2322:  Mnie nie chodzi o obrócenie się, to nie jest problem.
2324:  Mnie chodzi o to, żeby nagle biec w drugą stronę.
2327:  To zajmuje... Ile zajmuje mi przejście przez całą arenę?
2330:  Raz, dwa, trzy.
2332:  Trzy sekundy.
2333:  Jej atak?
2335:  Wszelako?
2335:  Nie.
2341:  O, to jest coś, co go powstrzymało.
2344:  Ale nie mam zawsze tych wilków dostępnych, niestety.
2348:  O, i teraz co mam zrobić?
2349:  Co miałem teraz zrobić?
2351:  Co miałem zrobić?
2352:  Trwało to jedną sekundę, dosłownie, ten atak.
2356:  Nic nie mogłem zrobić.
2358:  Cokolwiek bym wcisnął, poza unikiem, nic by to nie dało.
2370:  Czasem jestem w stanie, czasem jednak nie.
2375:  Wszystko zależy od tego, gdzie jestem ufasadowiony na arenie.
2392:  O fuck you!
2399:  No da... Jezu, co mi ten topór cholerny przywołujesz?!
2406:  Pieprzony topór mi przywoływał, bo debil nie mógł włączyć swojej drugiej broni.
2410:  Co jest?!
2415:  Żyjesz.
2415:  Dopóki nie miałem już takiej sytuacji, żeby nie mieć drugiej broni.
2418:  Nagle.
2424:  Ale on mało życia odzyskuje nawiasem mówiąc.
2436:  Dobrze.
2447:  Wiedziałem, że to zrobi.
2454:  Dawaj!
2456:  Gniew!
2458:  Gniew nas wyzwoli!
2463:  Dobra.
2471:  Powiedziałem znajdź coś do uleczenia, debil Łukasz Ojadzie.
2478:  Czemu po znajdź coś do uleczenia nie dostajemy leczenia?
2482:  Poleca jest Fallout przez Benjamina Karandzieja, a mogę tylko dołączyć się do polecajek.
2488:  Nie musisz mi mówić, żebym się skusił, ja serial obejrzałem.
2493:  Serial, książka, metoda, cokolwiek, to mógłbym polecić do nauki łaciny, pyta Melanfa.
2497:  Ja się uczyłem łaciny w liceum i to uczyłem się przy znakomitej nauczycielce, która w zasadzie wszystkiego nas uczyła sama, nie używała podręcznika, więc ciężko byłoby polecić jakąkolwiek metodę.
2510:  Nie znam się na tym kompletnie.
2511:  Pytajcie ludzi, którzy się znają łaciny.
2514:  No dzisiaj nawet nie tyle sprawdzamy moveset, ile usiłujemy w jakiś sposób pokonać to cholerstwo.
2523:  To już nawet nie jest festem movesetu.
2534:  Proszę bardzo, udało się.
2541:  Uwilem to, że ją się da zastegerować tymi atakami.
2546:  To jest pierwsza Valkyria, którą się da...
2556:  Jeden, er, er, er.
2561:  O!
2562:  O!
2562:  Dobrze, er.
2567:  Nie er.
2569:  Nie spam, nie spam, nie spam atakami!
2573:  Prymitywna Walkiria.
2585:  Kur... Dobrze ci dam.
2589:  No, wznieś się.
2592:  Nie miałem, nie miałem, nie miałem jak tego zrobić.
2594:  Dobra, szał.
2598:  A spróbujesz!
2600:  Wardruna!
2605:  Kłas!
2607:  Dobra.
2615:  Strzelać, strzelać!
2616:  Dobrze, dobrze!
2618:  Wypadło jej... Coś ci wypadło, Valkyria!
2630:  Potrzebuję!
2632:  Mikaszo, ja... Mhm, ja ci dam za mną.
2650:  Dobrze, dobrze, bardzo dobrze.
2651:  Uważaj!
2681:  I zabije mnie w animacji, jak zawsze, w klatuszce animacji, jak zawsze.
2688:  Jak zawsze.
2688:  Nie było recenzji, już się nie wyrobiłem, Beniaminy, niestety.
