🔴 God of War jest zbyt dobry — GOD OF WAR Livestream #2
🔗 https://www.youtube.com/watch?v=sdorZAsNpHc

12:  Zdjęcia i montaż
1802:  Tu może.
1807:  Nie, nie mamy lepszego.
1808:  Niestety.
1809:  NIESTETY!
1812:  Jest ogromny i już wolę piszczącego kaszojada niż to.
1815:  Ja też hole fuk, ja też.
1818:  O masz, dobrze.
1821:  Mam wrażenie, że tutaj mogę mniej eksplorować tylko z uwagi na to, że nie mamy wszystkich zdolności, które by można było mieć.
1827:  O właśnie, tu jest coś na przykład zalepione.
1830:  Hmm.
1830:  Dobra.
1835:  Czym dotykam się na zmianę języka?
1836:  Ludzie prosili.
1838:  Bruk Sawirynę doradza, żeby zabijać kruki, są za nie punkty doświadczenia.
1841:  Ja wiem, ale ja ich nie umiem odnajdywać.
1843:  Więc zabijam tylko te, które zauważę.
1847:  Karwasze runiczne by się przydały, wszystko by się przydało.
1852:  Aaaa, moje!
1854:  Heee?
1857:  Że co?
1864:  Byłem pewien, że w obydwa strzeliłem naraz.
1869:  Zresztą jest nie tak, moi drodzy.
1870:  Tu chyba są trzy w... Jup, nie da się tego zniszczyć.
1878:  Albo ja coś robię źle.
1884:  A gdyby tak... Tak, tam chyba jeszcze jest trzeci.
1892:  There is another one.
1892:  There is always another one.
1897:  Jeeeeeeest!
1899:  Dobrze!
1901:  Dobrze, bardzo dobrze.
1904:  Pytanie, dlaczego to nic nie dało?
1911:  Okej.
1912:  Tu nic.
1914:  Tu nic.
1917:  Krzysztof nie ogarnia odcinek 1425.
1918:  Eeeem... Ja bym tutaj po prostu wskoczyć, nie?
1926:  Może jest jeszcze gdzieś coś?
1932:  Okej.
1932:  Ho!
1939:  Ehm... Co?
1942:  Aaa... Aaa... Rozumiem.
1950:  Skrzynia zalepiona nie jest zalepiona?
1952:  Jest jeden problem.
1953:  Nie wiem, gdzie ona jest.
1956:  To jest zawsze u mnie problem.
1961:  Gdzie była ta skrzynia?
1963:  Skrzynia!
1966:  Cip, cip!
1968:  No przecież jakiś dramat.
1974:  Dlaczego tu w ogóle nie ma drogi, z której myśmy... Przecież myśmy stąd przyszli!
1979:  Ja nie wiem, jak się mam wrócić!
1982:  Ach, to było tu!
1985:  Dobrze.
1986:  Nie umiałem wrócić się.
1988:  Jest skrzynia!
1991:  Czy próbowałem się przekonać do konsol?
1993:  Nie.
1994:  Odrażające.
1995:  Konsole zabierają mi jeszcze więcej kontroli, niż li współczesne gry.
2002:  Runiczny pas, dobrze, może to będzie lepsze.
2006:  Nie no, wszystko daje nam mniejszą siłę.
2010:  To dramatyczne.
2014:  Dobrze.
2015:  Teraz nie będę umiał tam wrócić, zobaczycie.
2018:  Dobrze umiem jednak.
2020:  Nowe armo można wykuwać u Sindriego.
2023:  Uczynimy to w którymś momencie.
2028:  Mam nadzieję, żeście odpoczęli sobie, moi drodzy, od wczoraj i pojedli.
2033:  Radośnie.
2034:  Ja miałem indyka z...
2038:  Żurawiną i z ziemniaczkami, dobra rzecz.
2045:  Urbetuja?
2050:  Pojedli to na pewno.
2052:  Krzysztof Reubild pod siłę, tak.
2058:  Czy obchodzę święta?
2058:  Ja jem.
2061:  I spotykam się z rodziną.
2066:  Posiedziałem z sobą rodziców w ogrodzie radośnie.
2074:  Armol z wyższym levelem zwiększa level postaci, no to będzie trzeba w takim razie go wypuść, to nawet nie jest kwestia wyboru.
2083:  Nienawidzę jamników pisze, że napisała tego posta, żeby zauważył mój nick.
2086:  Zauważyłem.
2087:  Jamniongandr idzie po ciebie.
2097:  Jaki capslock włączony?
2098:  Nie chcę włączyć capslocka.
2101:  Abba ojcze!
2106:  Dany puta, ja ci dam puta!
2114:  Aaa, tak!
2116:  Zamrożony!
2119:  Pa pa!
2123:  Batista!
2126:  Au!
2129:  Nie inaczej.
2136:  Batista!
2137:  Dave Batista!
2138:  O, zaraz będzie ogłuszenie!
2141:  Jest!
2142:  O, panie!
2149:  Zabity wyeliminowany!
2151:  Dlaczego mój topór blokujesz swoim ciałem?!
2155:  Co to było?
2157:  A on przyzwał w ten sposób wszystkich, okej.
2160:  Dobrze, więcej wrogów!
2163:  Więcej ciachania!
2165:  Batista!
2167:  Au!
2168:  Jak to nie mogę, jak to nie mogę?
2170:  Batista!
2171:  Au!
2171:  O Boże!
2176:  O Boże, czy to jest leczenie?
2177:  Nie, to nie jest leczenie.
2178:  To nie było leczenie, to nie było leczenie!
2180:  To nie było leczenie!
2181:  To jest leczenie!
2182:  Batista!
2188:  Tamasz!
2189:  Batista!
2194:  Skąd emotki?
2195:  Emotki za wspieranie kanału, nienawidzę jamników.
2199:  A było już tak dobrze, moi drodzy.
2203:  Spokojnie.
2208:  Okej!
2209:  Dobrze!
2217:  Batista!
2219:  Kamuflimer, widzę trybut twój!
2221:  Zaraz ogarnę!
2223:  Zły moment na trybut!
2226:  Kiedy pytają mnie, co jest ważniejsze, świętowanie czy jedzenie?
2229:  Nie odpowiadam, bo jem!
2231:  Dobrze, warto było.
2232:  Dziękuję za trybut jeszcze raz!
2235:  Batista!
2238:  Au!
2244:  Dobra.
2246:  Leczonko jest.
2248:  Batistuj go!
2253:  Au!
2259:  Kot!
2262:  Batista!
2264:  Dave Batista!
2269:  Lanista!
2288:  O, wyższy poziom pancerza ważniejszy niż staty.
2294:  A ja nie wiem, który poziom pancerza jest wyższy, moi drodzy.
2296:  Jak ja mam to sprawdzić?
2299:  Mam tylko poziom pierwszy, zauważcie.
2301:  Poziom jeden jest wszędzie.
2304:  Nie ma innego.
2306:  Niestety.
2307:  A, tu jest poziom drugi.
2309:  Teraz zauważyłem.
2310:  Dobra.
2311:  Ekwipujemy w takim razie.
2312:  Poziom drugi.
2313:  Dobra.
2314:  Czyli ważniejsze to jest niż statystyki.
2316:  Będę zwracał na to uwagę częściej.
2326:  E. Gleczonko.
2333:  Czym jest ten człon?
2334:  Już wiem.
2339:  Mówiło w podobnym języku, co Jabba the Hutt.
2342:  Artur Dziurman, dabigujący Kratosa, pokłada również głos pod Batistę w Strażnikach.
2346:  Naprawdę?
2349:  Batista.
2350:  Jak się polski dublaż podoba?
2352:  Kratos dowozi, natomiast...
2355:  Natomiast chłopczyk, który akcentuje każde słowo w ten sposób, ja by się cieszył.
2360:  Przypomina mi Akademię Pana Kleksa i to tę drugą, więc niedobrze.
2366:  Z jednej strony Krotos, który mówi potężnym głosem, a później... Nie, nie, nie, nie, nie, nie, nie, nie!
2374:  Paimon.
2375:  Paimon kontratakuje, moi drodzy.
2381:  Uwaga, ojcze!
2381:  Abba, ojcze!
2390:  Ijak, kijak, kajak.
2394:  Dobrze.
2395:  Przyrzekam, że będę starał się wyśmiewać rzadko chłopczyka.
2399:  Lore od Vegariego.
2401:  Kratos jako sługa bogów wykonywał kolejne zadania.
2403:  Ostatnim z nich było zabicie Aresa po długiej, mięczącej dla graczy walce.
2406:  Kratos zabił bogastę jego zastępcą.
2408:  Nie podoba mi się zabijanie Aresa.
2410:  Ares jest zbazowany, moi drodzy.
2417:  Uwielbiam, jak ptopór zawraca.
2421:  Batista!
2426:  A masz!
2427:  Batista!
2429:  On może przyzwać ich.
2438:  Batistuj go!
2439:  Dobrze!
2447:  Dobrze jest być barbarzyńcą!
2449:  Aresa?
2450:  W sensie owcorka niemieckiego?
2452:  To jest niesamowite, że każdy owcorek niemiecki tak się nazywa.
2458:  Batista!
2460:  E!
2461:  Poczekaj, słyszysz?
2462:  Piękną panią.
2463:  Będzie jeszcze kolejna?
2465:  Łooo...
2473:  Następny.
2474:  To ironia, że elfy mają skrzydła, można je zrzucić w przepaść i giną, ponieważ one są tak przerażone potęgą Kratosa, że wolą rzucić się w przepaść.
2483:  Krzysztof zdradził sowie ideały.
2486:  Jak to było?
2489:  Sowa Minerwy wzlatuje o zmierzchu.
2492:  Jesteś, co zrobiłeś z Krzysztofem?
2493:  Roleplay, moi drodzy!
2495:  Kratos jest magiem tricepsomancji!
2499:  Popatrzcie na te triceps, Jezus Maria.
2502:  Myślę, że to jest przerażające.
2506:  Mój owczarek nazywa się Brego, ale to ładne imię, Jareks.
2509:  Bardzo ładne imię dla owczarka.
2514:  Zniszczymy każdą z tych żył!
2517:  Hmm, może być ciężko, moi drodzy, zniszczeniem ich wszystkich naraz.
2520:  Dostań się do gniazda, tu jest jakieś gniazdo.
2524:  Albo nie!
2527:  To chyba za trudne.
2528:  Może znajdziemy światło gdzie indziej?
2530:  Nie.
2531:  Daj mi chwilę.
2532:  Zawrzyj ryj.
2534:  Smarkacz nie wierzy w nas, poza jakiś skandal.
2540:  Batista!
2550:  Za trudne, za trudne, za trudne!
2552:  Sztul ryj!
2553:  Jak moja obudowa.
2555:  Mi przypomina...
2558:  Niezmiennie, jak mogę mieć obudowę stulryj w komputerze, mogę mieć chłodzenie wodne, ale T-Mobile i tak myślał, że trzeba mi wysłać rak serwerowy zamiast normalnego routera generujący 30 dB hałasu.
2570:  To jest coś, czego potrzebuje każdy, kto nagrywa filmy.
2577:  Nie ma to jak dodatkowe 30 dB.
2582:  Kraut ozmak bojowy?
2583:  Oj, absolutnie.
2584:  Gavron Wiedźma Postawa pisze, że kusi.
2586:  Kupienie Dobermana, nazwanie go Doomie i Owczaka Austryjskiego, nazwanie go Dogmeat.
2590:  O Boże.
2599:  Tu są jakieś drz?
2602:  Coś, coś, coś jest nie tak.
2606:  Aha.
2611:  W ten sposób.
2613:  Good.
2616:  Książki biopunkowe.
2618:  Prosta sprawa.
2619:  Paolo Bacigalupi pocisk.
2621:  Zaraz ogarniemy.
2622:  Czy ja mam długo?
2624:  Nie.
2624:  Czyli pompa numer 6 nakręcana dziewczyna Paola Bacigalupiego, a poza tym...
2630:  Jest coś takiego jak... Ja to zgubiłem.
2646:  Fuck, ktoś mi skradł.
2648:  Jest coś takiego jeszcze Paola Bacigalupiego, który jest bardzo typowym biopunkiem, ale to pamiętam tylko po okładce i to jest strasznie zasmucające.
2655:  Ktoś nie oddał znowu.
2663:  Skandal!
2663:  Absolutny skandal, nie ma!
2667:  Brego imię konia Aragorn.
2669:  No dlatego mówię, dobra rzecz.
2671:  Brat twierdzi, że skoro Atreus używa kamieni do leczenia, to jest kamieniar... Na pewno sprawdza się w tej roli bardziej niż w roli łucznika.
2679:  Czy ja idę tędy, czy inną drogą?
2682:  Ta lokacja to koszmar Trypofoba.
2686:  Jest.
2686:  No tak, rzeczywiście jest tu sporo dziur.
2689:  Coś o historii gier nie tylko komputerowych.
2691:  Polecam książkę Adama Flammy, Kajetan.
2693:  I to jest historia Wiedźmina.
2699:  Ursula Le Guin nie pisała czegoś z gatunku biopanka?
2702:  W sumie też.
2703:  Subo, las znaczy świat, na przykład.
2706:  Okej.
2720:  Co sądzisz o hodowaniu psów w momencie, kiedy mamy tony psów w swoich niskach?
2723:  Ja zawsze jestem w pierwszej kolejności za dawkiem, to za dawkiem, moi drodzy!
2768:  Młody coraz odważniejszy się robi, prawda?
2770:  Widać to jego podróż.
2775:  Inna Nuna!
2777:  Tofnij się!
2791:  Czy tylko mnie przypomina się ten odcinek Clone Warsów z podróżą do Gniazda na Geonosis?
2800:  Światło Alfheimu.
2804:  Tu przynajmniej widać podróż, nie to, co w The Last of Us.
2807:  Ooo!
2808:  Grimhawk?
2808:  Philips bez schematu jedzie do ciebie ze swoją świętą inkwizycją.
2816:  Wow.
2818:  To jest Ul.
2819:  W środę będziemy też w Ulu, ale w Hollow Knight.
2824:  Czy pozbyłam się książek, które uważam za słabe lub nie zamierzam ich czytać kolejny raz?
2827:  Nie mam książek, które uważam za słabe w biblioteczce, z definicji.
2830:  Zawsze robię albo research, albo po prostu wiem, co kupić, żeby nie było słabe.
2834:  A jeżeli jestem czegoś nie do końca pewien, to kupuję w e-booku i jeżeli jest naprawdę dobre, to wtedy kupuję kolekcjonersko książkę papierową.
2845:  O!
2846:  Można i tak?
2854:  Ten odcinek, kiedy Ki-Adi-Mundi kazał dokonać zbrodni wojennym przy pomocy miotacza ognia i jeden z nich.
2859:  Znaczy, to była bitwa o dzielność, a potem była infiltracja Ula.
2867:  Uszate!
2872:  Oj, panowie!
2875:  Duży błąd, duży błąd!
2878:  Duży błąd, duży błąd!
2888:  Do Bagheera!
2889:  Bagheera?
2896:  Nie denerwuj, barbarzyńcy!
2897:  Dobra, koniec tego dobrego!
2910:  More!
2912:  More!
2918:  Prymitywne!
2920:  Prymitywne!
2921:  O, jakie cudowne!
2943:  Jak śmiesz.
2955:  Wspaniałe, no absolutnie wspaniałe.
2957:  Kocham.
2959:  Taka jest wspaniała.
2972:  Jaki młyniec!
2974:  Polskie przejście daje nam przewagę!
2976:  Tak jest!
2996:  Co to takie?
2999:  Dajcie mi wyprowadzić cios!
3001:  O nie, nie ma tak.
3006:  Trzeba szybkimi ciosami, nie da rady inaczej.
3022:  Batista!
3022:  Dostań mi szoko!
3023:  Coduch ojcze!
3038:  Rewelacja.
3041:  Kratosian rozpierdoluch.
3043:  Aktywowany!
3045:  Sądzę, że wycieczony Leguin... W ogóle wolę cykl haiński od Zimie Morza pod pewnymi względami.
3051:  Jest ciekawszy filozoficznie, chociaż Zimie Morze to doskonałe fantasy wciąż.
3061:  Ale żeby dubbing polski był lepszy od angielskiego, to nie powiem.
3068:  Cześć, Sebastanie, witam wszystkich przybywających!
3072:  Bij się, zrop, gryź, kop, kuj, po prostu zabij!
3075:  Tak!
3076:  Tak!
3077:  Rony!
3077:  Jak pięknie!
3080:  Nie, nie, nie, nie, Atreus, nie rozumiesz.
3082:  Pięknie było przed chwilą, kiedy była krew i flaki elfów z Alfheimu.
3088:  Światło sprawia, że pojawia się cała świątynia.
3091:  Jest jej źródłem.
3096:  Dlaczego lubisz zło na przykład Sidówki?
3097:  Nie wiem, bo są to ciekawsze postaci Balrog.
3099:  No tak, piszesz.
3101:  Słyszę... Słyszę ją!
3104:  Mówiłem, że ją słyszę!
3106:  Myślisz, że tam jest?
3111:  W przyszłym tygodniu włączymy dublerz japoński.
3114:  Tak.
3120:  Uwielbiam tę scenę, jest piękna.
3126:  Używaj go tylko w ostateczności.
3137:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
3141:  To jest katastrofalny błąd.
3145:  Kratos, Kratos, Kratos.
3148:  Kratos, nie.
3150:  Nie, nie, nie, nie, nie, nie, nie.
3153:  Najlepsze opowiadanie z cyklu Ziemia-Morza.
3155:  Ja lubię najbardziej Najdalszy Brzeg.
3160:  Kratos, weź swój topór, ja Cię błagam.
3162:  Nie, nie ruszam się stąd, masz wziąć ten topór.
3166:  Jak to się skończyło w przypadku Geralta?
3171:  Kiedy Kratos nie wie, co robić, po prostu wali w to pięścią.
3183:  Nie doceniasz Atreusa, pisze ActivTV.
3188:  O nie, jesteśmy w filmie Eggersa.
3196:  O nie, o nie, o nie, nie, nie, nie.
3208:  Czy my właśnie podróżujemy za uciekającą sakiewką?
3214:  To jest alegoria bycia Krakusem i Poznaniakiem jednocześnie.
3218:  Ale piękna muzyka.
3235:  Nie...
3245:  W tej sakiewce są prochy matki.
3250:  Przepraszam, zapomniałem.
3253:  Przepraszam, naprawdę nie pamiętałem.
3264:  Jest dużo kruków.
3265:  Węsze Odyna.
3268:  Nie znam go, a on nie zna mnie.
3270:  I nie chce poznać.
3272:  Jestem silny.
3273:  Jestem mądry.
3275:  Nie jestem taki jak sądzisz.
3277:  Wiem lepiej.
3281:  To była mantra Łukasza Jakubiaka.
3284:  Nie rozmawia ze mną.
3286:  Nie uczy mnie.
3287:  To powinno spotkać jego.
3288:  Słyszysz mnie?
3289:  Jego, a nie ciebie.
3292:  Przed nami Thor.
3297:  Thor przybył.
3299:  Ta muzyka jest cudowna.
3301:  I co teraz?
3303:  Czy ja się zgubiłem w prostym korytarzu?
3307:  Chyba po prostu w drugą stronę.
3317:  Czy gra się podoba?
3318:  To mało powiedziane.
3320:  Moi drodzy, Horgu ma urodziny.
3323:  Ja wiem, że moment jest ważny.
3326:  Urodziny są ważniejsze.
3327:  Wszystkiego jamniczego, Horgu, dla ciebie!
3333:  Za daleko przesunąłem jamnika.
3335:  To jest prawie tak dobra muzyka, jak w przypadku mojego ulubionego ambientu na Skellige, czyli wiecie, ten moment, kiedy się wychodzi z twierdzy Kerfrolde i schodzi się w dół wąwozu.
3347:  No, czy wąwozu, tam jest taki wykuty w ścianie korytarz.
3349:  Pan Lusterko jeszcze jest trybutariuszem, czyli jamnikłajem, przepraszam.
3353:  I przekazuje rangę trybutariusza następnej osobie.
3356:  Nie przeczytałem komu!
3358:  Juch!
3360:  Ja tutaj zostałem, moi drodzy, to jest zbyt piękna muzyka.
3362:  Owszem, myślę.
