🔴 Czy androidy marzą o jurnych wiezieniach | NIER: AUTOMATA Livestream #2
🔗 https://www.youtube.com/watch?v=Z-KCEAjXmEA

163:  Zdjęcia i montaż
498:  Więc po co biednym zwierzątkom coś takiego?
502:  Po co biednym zwierzątkom prawa obywatelskie bez sensu?
506:  Zamiast czapki jamnik uroboros zostanie to rozważone, moi drodzy.
509:  Pytanie za milion jamników od Natalii.
511:  Co jest gorsze, Rings of Power czy Nowy Wiedźmin?
515:  Brzydko mówiąc, to jest tak zwana cripple fight i nie powinno się takich walk organizować, ponieważ to jest przejaw braku szacunku wobec różnych osób upośledzonych.
527:  Rok również seriali upośledzonych.
532:  Za smutna muzyka, moi drodzy, nie odpalam Nira!
537:  Powiedział Krzysztof, odpalając jeszcze smutniejszą muzykę z gry, która tak naprawdę tylko udaje, że nie jest smutna, a tak naprawdę jest bardzo smutna.
544:  Oczywiście macie czarny ekran, ponieważ obi jest.
548:  Przestań odpałać mi film, przestań odpałać mi film, dziękuję.
553:  Marcin Głuszkowski poleca każdą przytość nagą małpę.
555:  Domyślam się, że to jest coś na temat Homo Sapiens.
559:  Czy grałem w Devil May Cry?
561:  Jeszcze nie.
562:  Znaczy nie kiedyś grałem w te pierwsze, ale później nie nadrabiałem już.
565:  Czapka w kształcie jamnika.
566:  Wilson, Wilson.
568:  Przecież jest.
569:  Przecież jest.
570:  Jest.
571:  Jest jamnioboros.
573:  Najwspanialszy jamnioboros, jaki istnieje.
575:  Jamnik pożerający swój własny ogon.
577:  To jest w ogóle alegoria tego kanału.
579:  Neverest słucha Krzysztofa układając zestaw Lego i popijając herbatkę.
582:  Czemu cały czas odpalany jest nam film?
585:  Smacznej herbatki.
586:  U mnie też jest herbatka, moi drodzy.
588:  Będę oglądać kota w butach, a wyszedł?
590:  Oglądałem ostatnio Pinokio, mam wrażenie, że wróciłem do dzieciństwa, jakie radosne rzeczy.
595:  Jak minął mi czas po świętach?
596:  Mija wciąż, bardzo miło mija.
599:  Przeszedłem sobie całe Sumeru wzdłuż i wszerz, wyeksplorowałem pustynie, wyeksplorowałem chyba jeden z najładniejszych wątków, jaki się udał fabularnie w Genshin Impact, to znaczy wątek Aranara.
612:  Jezus, jak mi się to podobało.
614:  Coś wspaniałego.
618:  Wyczytywanie trybutariuszy przypomina mi czas dzieciństwa, gdy w kościele na każdej mszy niedzielnej ksiądz rapował nazwiska wypominków całorocznych.
624:  Dlatego też Krzysztof czyta również innych.
628:  Tylko, że migacie mi tak szybko, że czasem nie jestem w stanie, a jak ktoś jest na zielono, to łatwiej wyłapać.
633:  Taka prosta rzecz.
636:  Odpal grę, to nie będzie przełączać.
638:  A wiesz Miloš, to jest ciekawe, bo OBS ma tak, że ja zwykle udostępniam okno, a nie ekran.
644:  Streamerzy często udostępniają ekran, ja wolę udostępniać okno, z tego względu, że jest lepsza kontrola nad tym, co może się wyświetlić na ekranie.
652:  If you catch my drift...
655:  A ja siebie znam, ja siebie znam, wiem, jakie wpadki mogłyby się Krzysztofowi przydarzyć, zwłaszcza w streamie, który jest zatytułowany Co androidy myślą o jurnych więzieniach.
668:  Czy wczytać dane zapisu?
670:  I widzicie, to są takie pytania, które już powodują u mnie z kolei panikę.
674:  Bo ja nie wiem, czy ja zrobię coś dobrze, czy zrobię coś źle od razu.
678:  Smoczini pisze jamnik wspierający od 7 miesięcy.
680:  Dziękuję ci za wsparcie Smoczini.
682:  Wczytujemy dane zapisu.
683:  3 godziny 51 minut graliśmy.
685:  Resident Evil?
686:  O nie, Maximus.
687:  Unikam
689:  Jak to?
690:  Zaraz, zaraz, zaraz, zaraz, zaraz.
691:  A, bo jeszcze jest jedna rzecz.
692:  Stop, stop.
693:  Zatrzymać stream.
694:  Zatrzymać stream.
695:  Poinformowano mnie, że jestem kretynem.
697:  Nie po raz pierwszy.
698:  Mianowicie nie uruchomiłem w ustawieniach sieci.
703:  A podobno, podobno sieć jest ważna.
707:  Oczywiście nie mogę tego w tej chwili uruchomić.
712:  Autodestrukcja 2B?
714:  Czemu jesteście tacy krwiożerczy?
715:  Czytać dane zapisu.
716:  To może tutaj mogę zrobić w ustawieniach coś.
720:  Gra.
720:  Tak.
724:  Nie.
726:  Nie.
727:  Inne.
728:  Nie.
729:  Dźwięk.
730:  Nie.
731:  Obraz.
731:  Nie.
733:  Gdzie mogę to zmienić?
738:  Nie da się tutaj tego zmienić, moi drodzy.
741:  Czy stream z Neera trzeba oglądać, żeby ogarniać, czy można tylko słuchać i oddać się treningowi, pisze Jakub Sitkiewicz.
745:  Oczywiście, że można słuchać, ale myślę, że czaty ci powiedzą, kiedy warto jest zerknąć.
754:  Nix pisze, że wy wiecie, gdzie zmienić te opcje.
756:  Dobrze, rozpoczynam grę wtedy.
760:  Kretyn to brzmi dumnie?
764:  To prawda.
765:  Jest jeszcze takie ładne określenie włoskie.
768:  Cretino grande!
770:  Tylko nie pamiętam, skąd to znam, ale to było na pewno w jakiejś animacji.
778:  Czy kogoś zdziwi to, że nie pamiętam kompletnie nic, co się tutaj działo?
785:  Sieć przeciwieństwie do Solsów finalnie grzeje serce.
788:  Już nie wiem, jak sterować.
789:  Już nie wiem, jak sterować.
793:  Teraz Escape?
795:  Będzie?
800:  Okej.
800:  System.
803:  Dane.
804:  Nie.
804:  Bro... Nie.
805:  Nie.
806:  System.
806:  Musi być to w systemie.
807:  Ustawienia.
809:  Przecież to są te same ustawienia, które były wcześniej.
816:  Czy wyszliśmy z automatu na napoje?
818:  Tak, bo sieć!
819:  Włącz!
822:  Edytuj wiadomość pośmier... Taaaak!
832:  Cza... Humanoidalna maszyna, bezimienne... Ja!
836:  Ja!
838:  Ja... Nie, ja chciałem jamnik.
842:  Jamnir...
845:  Śmieje się z sił wroga.
856:  Co?
856:  Wkołystnie.
859:  W pustynnej krainie.
861:  W bunkrze spoglądając na ziemię.
862:  To jest jak Miłosz.
864:  Biedny chrześcijanin patrzy na getto.
866:  Biedny jamnik patrzy na ziemię.
869:  W mieście skąpanem w zieleni brzmi, w bunkrze spoglądając na ziemię.
873:  Jamnir śmieje się z wroga w bunkrze spoglądając na... To jest... Tak!
880:  Babcia zawsze chciała odejść z hukiem.
882:  To jest to, moi drodzy.
884:  W bunkrze nauki.
886:  Tak.
887:  Product placement.
891:  Oj, oj, oj.
894:  Tam jeszcze... Tam można scrollować jeszcze.
897:  O bogowie!
898:  O bogowie!
902:  A ja już się cieszyłem!
905:  A ja już się cieszyłem, żeśmy... Tylko wiecie, dlaczego scroll nie działa po prostu w myszy?
909:  Trzeba kliknąć w to.
914:  Myślałem, że widzi włócznie.
917:  To byłoby cudowne dzisiaj.
919:  Upada wraz z wrogiem.
920:  Ojej.
922:  Nie, no tego jest za dużo.
923:  My nigdy nie zaczniemy grać.
924:  Woli zbierać kwiaty.
929:  O nie.
931:  W bujnym... O, teraz działa nagle scroll.
933:  Okej, dziwne.
935:  Tomasz Maleńczyk.
936:  Dzięki za trybut.
936:  Po włosku dobrze brzmi.
938:  Il grande paliaccio.
941:  Tak, to Pagliaccio, od razu mi się przypomina ta aria.
945:  Z czego to było?
946:  To było chyba Rudziero Leoncavallo.
949:  Pagliacci właśnie.
950:  Ridi Pagliaccio.
952:  Piękny pokaz umiejętności tenorskich dał kiedyś Roberto Alania.
957:  Dał kiedyś Roberto Alania, śpiewając tę arię.
960:  Czy czytałem Z mgły zrodzony Bradona Sandersona?
962:  Oczywiście, wszystko Bradona Sandersona czytałem, oprócz jego tej serii powieści W stronę gwiazd, czy coś takiego.
970:  Dostałaś w takim razie na święta jedną z najlepszych rzeczy Sandersona, jaką można było dostać, Astray.
975:  Absolutnie.
980:  No przecież to jest w mieście kostek?
982:  To byłoby nawet fajne.
983:  Bo wiecie, dużo kości jamniczych, w pustym teatrze, w klustwie maszyn.
987:  Nie widzę niczego, co byłoby śmieszniejsze na razie.
990:  Ale zobaczymy, może będzie jakieś miejsce śmieszniejsze.
994:  W nudnym miejscu.
995:  Tam!
995:  Tam!
998:  Tam, na polu bitwy o odciekającym kwiatu, brzmi bardzo jak z Sekiro, na stalowej ziemi, na polu bitwy na morzu.
1006:  Jak pole może być na morzu?
1009:  Pod ziemią, bez sensu, w dziurze pod mia... Nie.
1014:  Nie, w mieście kostek.
1017:  Znaczy, wiecie co?
1018:  Chyba najbardziej abstrakcyjne jest to.
1023:  Jamnik śmieje się z sił wroga tam!
1025:  Dobrze!
1028:  Tak.
1030:  Chcę zapisać.
1031:  Zakończ.
1032:  Dobrze.
1035:  Nie mogłem się zdecydować, więc zapytam.
1037:  Cyberpunk 2077 czy Horizon Zero Dawn?
1039:  Horizon, zdecydowanie.
1040:  Cyberpunk da ci dobrą kampanię fabularną, a potem dużo rozczarowań.
1046:  I tylko tyle.
1047:  Dobrze, moi drodzy, teraz tak.
1049:  Muszę sobie wszystko przypomnieć, ponieważ nic nie pamiętam.
1052:  O ile... Dobrze, to jest strzelanie.
1055:  To jest... To jest strzelanie bez przerwy.
1058:  To jest podwójny... Aha, tak, tak.
1061:  Dobrze.
1061:  Grawitacja nie istnieje.
1063:  Okej.
1065:  I jeszcze był laser pod dwójką.
1067:  Nie włączyłem... Jak to nie włączyłem funkcji sieciowej?
1069:  No co wy mi mówicie?
1073:  Wło...
1078:  Zatwierdź.
1080:  Dobrze.
1081:  Z siecią połączono.
1082:  Co było na święta?
1083:  Właśnie u mnie książeczki były na święta.
1085:  I już że consumables, jako to perfumy oraz rzeczy.
1092:  Czy czytałem Rycerzy Pożyczonego Mroku Dave'a Radena?
1095:  Pyta Sebastian.
1096:  Nie, a o czym to?
1097:  O czym to?
1099:  Czy opłaca się kupić świat lodu i ognia?
1102:  Wiecie co?
1102:  Tak, bardzo.
1103:  Mogę wam od razu pokazać.
1104:  Nigdy nie zaczniemy grać dzisiaj.
1111:  Ale przepraszam, dla tej książki warto, wierzcie mi, to jest świat, lodu i ognia, zaraz Wam pokażę, dlaczego warto.
1121:  Pokażę Wam jedną rzecz z tej książki, dlaczego ona jest genialna.
1125:  To jest dedykacja, która jest w tej książce.
1127:  Dobrze, autofocus robi brrr.
1128:  Dobra, teraz widać.
1130:  Przyjrzyjcie się temu, co jest napisane pod tomenem.
1133:  To się fachowo nazywa palimpsest, czyli pergamin na pergaminie.
1137:  To znaczy, maester z Cytadeli, który pisał tę książkę, wykreślił Geoffrey'a i zastąpił tomenem, bo wiecie...
1144:  zawiłości dynastyczne w Grze o Tron, poza tym jest to naprawdę bardzo ładnie ilustrowane, no i właśnie całość jest przedstawiona jako kronika pisana przez Maestera z Cytadeli, który rozmawia z różnymi wędrowcami, którzy wracają z dalekich stron, na przykład stąd chociażby, z Essos, z Sophorio, z kontynentów, które nie są nawet wspomniane, więc
1165:  w głównej grze o Tron, to znaczy w Pieści Lodu i Ognia.
1169:  Świat Lodu i Ognia pozwala nam to zeksplorować troszeczkę bardziej.
1174:  Jeżeli jesteście jeszcze bardziej tym zainteresowani, to też polecam Atlas Lodu i Ognia.
1178:  I w ogóle przypominam, że...
1181:  Świat lodu i ognia jako taki, World of Ice and Fire, moi drodzy, to jest duża rzecz, to znaczy to, co nam się wydaje, że to jest całość świata, to absolutnie nie jest to całość świata, ale jeszcze nigdy mi się nie udało, nigdy mi się nie udało jeszcze zobaczyć mapy od razu w dobrej rozdzielczości.
1199:  Może mi się teraz uda, ale wtedy będziecie wiedzieć, jak dalece nie wiecie nic na temat uniwersum, no tutaj już widać coś nie coś, mam nadzieję, że uda mi się to odpalić, to jest wprawdzie mapa z chińskimi oznaczeniami, ale tak, to jest tylko Westeros tutaj, więc Westeros to jest mniejszość, natomiast da się to powiększyć, da się to powiększyć.
1219:  nie wiem dlaczego akurat mam chińską mapę, przepraszam, tu jest Essos, a to jest Soforios.
1223:  Soforios jest tak gigantyczny, że Targaryenowie na smoczych, znaczy smoczy jeźdźcy Targaryenów zawrócili z wyprawy eksploracyjnej tam, ponieważ stwierdzili, że ten kontynent jest zbyt duży, żeby udało się go w ogóle zbadać.
1239:  Jak interesują Was takie rzeczy, to polecam Świat Lodu i Ognia raz, a dwa, polecam kanał AltshiftX, gdzie macie to wszystko pięknie wyjaśnione.
1248:  Okładka jeszcze raz, proszę.
1250:  Proszę uprzejmie, tu macie okładkę.
1254:  Świat lodu i ognia.
1255:  To jest, nawiasem mówiąc, nie tylko Georgia Martina, nienawidzę autofocusa, ale tak jak widzicie, jest też dwójka autorów, to znaczy Elio Garcia i Linda Antanson, to są fani, do których Georgia Martin autentycznie pisze czasem sam, jeżeli ma wątpliwości co do własnego lore.
1273:  Hahaha.
1275:  Więc to wiele mówi, moi mili.
1278:  Ale mieliśmy dzisiaj, ale mieliśmy dzisiaj serię dygresji na początek.
1283:  Myślę, że Rysław mógłby się wstydzić, patrząc na taką dygresję.
1288:  Słuchajcie, bo mam wizję, w której spada mi telefon i bardzo bym tego nie chciał.
1294:  Czy czytałem cokolwiek od Marcina Mortki?
1296:  Jeszcze jest przede mną.
1297:  Przecież to była zwycięska bitwa.
1299:  Czy Gronom właśnie mówi, że jesteśmy słabi jak kupa?
1302:  Nie.
1302:  Powinniśmy ciągle walczyć.
1303:  Zobacz to.
1304:  Po prostu spróbuj nie przesadzić, okej?
1326:  Operator do 9S.
1329:  Uploadzanie danych skończone.
1331:  Rozumiem.
1331:  Mam także odwiedzenie od komendanta.
1334:  Inicjacyjny playback.
1338:  Oh, dołączył do nas wspierający, nie zauważyłem.
1341:  Przepraszam, Neverest!
1344:  Dlaczego nie ma jamników dla Neverest?
1345:  Mówicie... Czekajcie, czekajcie.
1359:  Mówiliście, że fabuła nas prowadzi z powrotem?
1363:  Czy to spożyczenie pozaoficjalne?
1365:  Tak.
1369:  Sebastian pisze, że to podobne do Darów Anioła, jednak źródłem mocy wykorzystywanej do walki z mrokarami jest ich wymiar.
1375:  Ciekawe.
1377:  Moc jest oczywiście ogień, jednak ceną za korzystanie z niej jest powolne pokrywanie ciała przez żelazo.
1382:  Dobrze to wygląda, moi drodzy, ale powiem wam, że świadectwem tego, jak bardzo zły jest serial Wiedźmiński najnowszy, jest to, że tam też się pojawia magia ognia.
1395:  A i tak nie sprawiło to, że mi się to spodoba.
1398:  Dobra, idziemy tam, gdzie jest znacznik.
1403:  Dzień dobry.
1407:  Aaa!
1409:  Jest i unik!
1413:  Krzysztof lubi uniki!
1415:  Zapomniałem, jaka ta gra jest wspaniała.
1419:  Zapomniałem również wszystkich innych rzeczy.
1422:  Whispering Star z Yonah Soną.
1425:  Nie widziałem.
1429:  Patrzę na te mapy Pieśni, Lodu i Ognia.
1431:  Uwielbiam, kiedy złożona historia dzieje się tylko na fragmencie świata, a do tego zostaje tajemnica, rozbudzając ciekawość.
1436:  Gdyby Lauren Fistech myślała i miała mózg, to by pomyślała dokładnie to samo o świecie Wiedźmina, gdzie dokładnie mamy taką sytuację.
1444:  Andrzej Sapkowski zapełnił fabułą tylko skromną część Królestw Północy,
1450:  i można było spokojnie rozwijać akcje gdzie indziej, typu, nie wiem, Zerrikania, Kovir i tak dalej.
1458:  Czy po automacie będzie Nier Replicant?
1460:  Zobaczymy, znaczy rozumiem, że Nier Replicant to jest sequel, tak?
1469:  Czy ja się, czy ja jestem ślepy, czy tam jest robot na horyzoncie?
1473:  Tam jest wielki robot na horyzoncie.
1475:  A może to nie jest wielki robot?
1478:  To jest wielki robot.
1479:  Oj, to jest wielki robot.
1481:  My tam pójdziemy.
1484:  Replicant to prequel.
1485:  Okej, ale nie chodzi bardziej graficznie.
1487:  Czy to wyszło później?
1491:  Bo jeżeli to jest starsze pod względem grafiki, to nie dam rady.
1494:  To od razu mówię.
1500:  Później, okej.
1501:  Okej.
1503:  To to jest pocieszające.
1507:  Przy czym nie wiem, czy to jest na PC-ty.
1513:  Replikant to remaster, okej.
1516:  Automata wygląda lepiej, o!
1518:  Oj nie, moi drodzy, to, to, to, to nie, to Krzysztof nie da rady.
1521:  Okej, my tutaj mamy jeszcze, jeszcze roboty do zasiekania.
1525:  Aaa!
1525:  Haha, dobrze.
1527:  Brakowało mi tego.
1533:  Strasznie to skomplikowane, ale ja się nie powinienem dziwić, to są gry japońskie, japończycy, a zwłaszcza Square Enix ma bardzo dziwne podejście do tego, jak należy wydawać gry i co robić.
1545:  Zostaw niewinne roboty.
1547:  Zaczyna się spisek na czatach, zaczyna się.
1549:  Dobra, ale pójdźmy może tam, gdzie nas kieruje znacznik, jak na razie.
1554:  Nie pamiętam, czy nie mamy żadnego quest'a pobocznego.
1557:  Szymon Rogowski pisze jeszcze w odniesieniu do Wiedźmina, że zdziwi się, że nie zrobili serialu o elfach NL, Lars'e Doren i całym zamieszaniu ze starszą księgą.
1564:  No właśnie!
1565:  Przecież Blood Origin nawet to sugerował.
1569:  Jak jesteście jeszcze zainteresowani przepracowywaniem traumy po tym serialu, to mega polecam dyskusję, jaką mieliśmy na Bez Schematu.
1577:  Uczestniczyła tam w niej Jaga z kanału Legendystka, Dominika z Czerwia Fantastycznego, którego na pewno wszyscy znacie i subskrybujecie.
1588:  Była podprogowa sugestia.
1591:  No i oczywiście Filip i Artur Kurasinski wrócił.
1595:  Więc mega Wam polecam.
1596:  Wyżywaliśmy się bardzo, ja też więcej powiedziałem niż w recenzji.
1603:  O, podziemia.
1607:  Moi drogi.
1608:  Nie chciałem tego zrobić.
1611:  Czy my się właśnie ześlizgujemy po róże?
1616:  Czy oglądał ktoś serial Sweet Home?
1618:  Ja nie.
1620:  Czy poleciłbym serię Fantasy Science Fiction?
1622:  Świat jest budowany metodą od szczegółu do ogółu.
1625:  No to Sanderson jest mistrzem tej techniki.
1628:  Sanderson nawet w odniesieniu do praw magii był już taki bardzo dobry kanał.
1633:  Bez przerwy Wam polecam jakieś kanały.
1635:  The Closer Look, gdzie jest przywoływane to prawo Sandersona, że należy nie patrzeć szeroko w światotwórstwie, tylko głęboko, więc skupiamy się właśnie na jednym szczególe i go drążymy.
1645:  I to w odniesieniu do magii bardzo dobrze działa.
1647:  Cieszę się, że się podoba.
1648:  Głęboko uważam, że...
1665:  Rozmawianie o grach wideo sprawi, że będziemy traktować je jako część kultury.
1676:  Co oznacza tytuł tej gry?
1678:  Nie mam pojęcia.
1680:  To jest tajemnica.
1684:  To jest tajemnica, moi drodzy.
1686:  Nier, automata... Ja jestem w stanie tylko automaty z tego na razie wyciągnąć.
1693:  Cześć, Muminaki.
1693:  Cześć, Kluchen.
1694:  Witajcie serdecznie.
1697:  LonelyCloud wyjaśnia Nier Gestalt 2010, Nier Automata 2018, Replikant Remaster Gestalta 2021.
1705:  O Boże, to jestem bardzo nie na bieżąco.
1712:  Słowo Nier oznacza klątwa?
1715:  Wow.
1718:  Czy jest coś ważnego fabularnie, co trzeba wiedzieć do tej pory?
1721:  Wiesz co, Filipie, nie wydaje mi się, przynajmniej ja nie pamiętam.
1725:  Rzecz jest taka, że ten gość obok nas pomógł nam pokonać wielkiego i gigantycznego robota i z tego, co wiem, to są dwa androidy, które są przedstawicielami kolektywu, który się nazywa Yaro i został wyekspediowany do walki z inteligentnymi, prawdopodobnie, maszynami
1747:  Które to nawiedziły Ziemię po ataku kosmitów?
1749:  Jeszcze ostatnio mieliśmy bardzo creepy walkę bossową, w której to okazało się, że roboty są w stanie jakimś cudem wysyntetyzować coś, co przypomina organizm białkowy.
1760:  Jora.
1760:  Ja powiedziałem inaczej?
1762:  Przepraszam najmocniej.
1764:  To?
1765:  To był mój rekord, jeżeli chodzi o zapamiętanie jakichkolwiek danych i proszę tutaj mnie chwalić raczej za to.
1770:  Krzysztof, jak dużo zapamiętałeś, a nie A, A, to błąd, literówka!
1778:  Chryste, Jezu.
1780:  Jaro się źle kojarzy.
1782:  Dobra, już rozumiem waszą panikę.
1785:  Już rozumiem waszą panikę.
1788:  Zdobyto przedmiot średnie uzdrowienie.
1790:  Wiecie, co jest zabawne?
1790:  Nie pamiętam, jak się używa uzdrowień.
1792:  Okej, może tak.
1794:  To się jeszcze skomplikuje?
1795:  Gra ma 24 zakończenia?
1799:  To, co wiem, to to, że osiągniemy przynajmniej jedno?
1803:  Krzysztof, jak dużo zapamiętałeś.
1807:  To teraz to nie to samo.
1810:  Dlaczego nie ma muzyki, a było tak pięknie?
1813:  Czy coś tutaj jest?
1814:  Nie ma.
1816:  Spindramy się.
1818:  Na końcu kanałów jest broń?
1819:  No ale ten koniec kanałów jest niedostępny, moi mili.
1823:  Alder IV to jest leczenie w grach.
1824:  Zawsze.
1826:  Zawsze działało.
1831:  Czy ta drabina będzie tak długa jak ta słynna drabina w Metal Gear Solid?
1836:  Która nawet została sparodiowana w Elden Ring'u?
1840:  Oj, oj, oj, oj, oj.
1843:  Oj, oj, oj.
1845:  Wielki las.
1848:  Cześć, Oria i Mika.
1849:  Ta gra ma jakąś fabułę?
1850:  Oj, ma.
1852:  Już miałeś okazję trzy od zakończenia zobaczyć, ale nie skorzystałeś.
1856:  Możesz cały czas sprawdzić.
1858:  kusicie.
1859:  Tomasz Maleńczyk wspiera.
1861:  Tomasz Maleńczyk jest Jamnikołajem.
1863:  Pusia, Filip Maj, Chrząkający Świerszcz, Aienna i Winter otrzymali wsparcie od Tomasza Maleńczyka, który jest Jamnikołajem i Aleksander Zaremba stwierdził, że nie będzie gorsze, też dołączy do Jamnikołajów i Jamnikodzierżców.
1880:  Dziękujemy wam.
1882:  Jamnikołaje dla Jamnikołajów.
1885:  Czy to jest z jakichś nowych obogowiek?
1893:  Okej, takie fajerwerki jestem w stanie znieść.
1897:  Nie chcę fajerwerków na... Nie chcę fajerwerków na Sylwestra w świecie rzeczywistym.
1906:  Wystarczają mi w zupełności fajerwerki w grach wideo?
1910:  Tak, w 100% i w zupełności.
1912:  One są sympatyczne.
1915:  Czy tutaj coś jest?
1916:  Krzysztof jest w trybie najże dziury od czasu, kiedy wrócił do Gęszina.
1920:  Ale nie martwcie się, nie będę już wiele wspominał o Gęszinie, ponieważ skończyłem praktycznie całą fabułę i eksplorację i wtedy już nie ma co tam robić.
1927:  Weronika pisze, że rodzinka pozdrowiona i pozdrawia.
1930:  Dziękuję serdecznie i dzięki za wsparcie od jednego miesiąca przy okazji.
1933:  Pikselowe fajerwerki są najlepsze.
1935:  Tak, zgadzam się.
1945:  Okej, z jakiegoś powodu poczułem się bardzo zaniepokojony.
1955:  To wygląda dokładnie tak samo creepy, jak ten park rozrywki, do którego trafiliśmy w Detroit Become Human.
1970:  Niepokój jest duży.
1975:  Co to są?
1975:  O, co zabawne!
1975:  O, co zabawne!
1976:  Co to?
1976:  Wow, to jest dziwne.
1983:  Będziemy szczęśliwi razem!
1983:  Razem!
1983:  Razem!
2042:  Ta gra jest niesamowita.
2067:  Dajcie spokój.
2074:  Podoba mi się jak ten robot ma nieskończony zapas balonów.
