🔴 W skąpym stroju i radosnym nastroju | NIER: AUTOMATA Livestream #1
🔗 https://www.youtube.com/watch?v=lC5q-il_EhU

8:  KONIEC
865:  Dobrze, dobrze, niech będzie bez zapisów, już trudno.
869:  Utworzyć da... Miało nie być bez zapisów.
874:  A przepraszam, gdzie jest ustawienie poziomu na bardzo łatwy?
879:  Ja chcę poziom gry bardzo łatwy.
882:  No dobrze, niech będzie normalny.
886:  Nie mam zielonego pojęcia, dlaczego się nie ustawia tutaj tego, ale okej.
891:  Nazwa użytkownika.
892:  No i kolejny conundrum, moi drodzy.
900:  O, proszę bardzo, 15 znaków na 16.
904:  Czy będzie ogrywane DLC?
905:  Chyba tak, z wszystkim jest kupiona ta wersja.
910:  Spokojnie, tylko 15 minut bez zapisu?
914:  15 minut, ale w wykonaniu Krzysztofa.
919:  Nieśmieszne.
924:  Jamnier.
925:  Jamnier jest lepszy.
929:  Tak.
930:  Tylko trzeba to dobrze napisać, tak?
932:  O, w ten sposób.
933:  A?
934:  A?
935:  Livia Jurkiewicz pisze takr.
940:  Poziom to dość Krzysztof Mołd.
942:  No dobrze, moi drodzy.
943:  Jamnier jest.
944:  Możemy zatwierdzać.
947:  Zat...
949:  Nie!
950:  Rozpocząć używanie imienia słoik z kalarepą!
957:  Po co ja to inaczej zrobiłem?
958:  O, teraz mogę to zrobić.
960:  Standardowy, najprzyjemniejszy poziom trudności.
962:  Chyba.
963:  Ładne.
964:  Walka jest trudniejsza, nie można namierzać wrogów, wykluczone.
968:  Alicjo, dzięki serdeczne za trybut.
969:  Krzysztofie, do grona twoich fanów święta dołączył mały pieróg in the oven.
974:  Pieróg in the oven to brzmi jak taka, wiecie, piosenka country.
979:  Piosenki country charakteryzują się tym, że zawsze są śpiewane na taką samą nutę, prawda?
987:  I był mały pieróg w piekarniku.
991:  I później leci, nie?
993:  Dowolne strofy, dowolna liczba słów wtłoczona w wers będzie działało.
997:  Dzięki jeszcze raz Alicjo za trybut.
1000:  Jakiego gatunku to jest gra, bo nie w temacie jestem, pisze Jakub.
1003:  To jest ciekawe pytanie.
1005:  Najprościej jest powiedzieć JRPG.
1009:  Ale to nie jest takie proste.
1011:  Zrozumiałem wczoraj Siedem Królestw, pisze Serenox.
1014:  Komnata, tajemnic, szklanych tron, droga szamana, ogrody, księżyce z Malazańskiej, księgi poległych, zakąt, drzewa pomarańczy, bogowie jakie zakupy.
1023:  Rdzenie rdzawego rdestu z kolei chwali się, że w domu rodzinnym odnalazł porcelanowego jamnika.
1029:  Ja mam brązowego jamnika, to jest jamnik z brązu, moi drodzy.
1032:  Czy ja jestem w stanie zrobić dramatyczny zoom na jamnika z brązu?
1035:  Nie było jeszcze zoomu dramatycznego na jamnika z brązu.
1039:  Czy działa autofocus?
1041:  Oczywiście, że nie działa autofocus.
1042:  Obrzydliwy, odrażający, wstrętny autofocus.
1047:  Pokaż mi natomiast mojego jamnika.
1050:  Nie mnie pokazuj!
1051:  Jamnika pokazuj!
1052:  Jamnika!
1053:  Tak?
1055:  TAK!
1057:  Jamnik jest wart pokazywania, nie Krzysztof.
1059:  Dobrze, więc to jest jamnik, moi drodzy.
1063:  Z brązu.
1063:  Nie działa za blisko.
1065:  To jest Sony, dlatego nie działa.
1066:  Canony mają lepszy autofocus, ale Sony mają lepsze wszystko inne.
1071:  Dobrze, normalny, moi drodzy, nie będziemy szaleć.
1074:  Są święta.
1076:  To focus, a nie zoom, nie zmieniasz ogniskowej.
1080:  To jest zoom cyfrowy, który mam pod pedałem streamdeckowym, moi drodzy.
1084:  Tę grę trzeba przejść kilka razy, pisze Mr. UL.
1087:  Jakby, nie jestem zaskoczony.
1089:  Większość, większość gier trzeba przechodzić kilka razy.
1091:  Rozpoczynamy grę.
1093:  Nie pamiętam sterowania.
1095:  Co jest zabawne, ponieważ sterowanie ustawiałem w osobnym programie.
1098:  Wszystko, co żyje, jest postawione na koniec.
1100:  Jesteśmy ciągle zatrzymani w niekończącym spiralu życia i śmierci.
1109:  Czy to jest krzywda?
1111:  Albo jakaś znaczenie?
1115:  Często pomyślałam o Bogu, który nas uświęcił tym kryptymalnym puzzlem.
1119:  I zastanawiam się, czy kiedykolwiek będziemy mieli szansę go zabić.
1128:  To jest komendant.
1130:  Jorha Skwadron, zacznijmy!
1131:  By tu być, wszystkie uniki zniknęły przez stratosferę.
1134:  Systemy autopilota są zielone na całym składu.
1138:  To operator 6-0.
1139:  Wszystkie uniki zapewnione.
1141:  Przeszliśmy 50 kilometrów i przechodzimy do celu.
1143:  Rozumiem.
1144:  Gdy dotrzesz do ich przeciwpożarów, przechodź do formacji manualnej ataku.
1147:  Wtedy zniszcz Unię Goliath z jakichkolwiek sposobów i zbieraj to, co możesz.
1152:  Rozumiem.
1152:  Nie!
1160:  Nasza eskadra płonie.
1163:  O nie, to oznacza, że będziemy sterować.
1168:  Ja już się przyzwyczaiłem do gier Davida Cage'a.
1171:  Może drugi?
1174:  Nie masz uprawnień, nie wykazujesz tego polecenia.
1175:  A właśnie, że mam!
1177:  Mam, mam, mam, mam, mam, mam, mam, mam!
1187:  Niecelowo jest dubbing angielski, moi drodzy, bo żeby ludzie, którzy polegają na odsłuchu, mogli też.
1196:  Pewnie, że trylogia magów grochowych jest warta przystania B. Wspaniała rzecz!
1201:  Shift!
1201:  Shift!
1202:  Co?
1203:  Nie shift!
1204:  Kłamstwo!
1205:  Obrzydliwe kłamstwa!
1207:  Boże, ja teraz muszę zapamiętywać i alternatywne sterowanie.
1216:  Właśnie to chciałem zrobić!
1219:  Właśnie po to, po to atak.
1223:  Pamiętajcie, tutorial kłamie.
1227:  Sterowanie alternatywne jest połączone w innym programie.
1230:  Ono się nazywa NIOM, to jest motto Nira Automaty, po to, żeby można było używać cywilizowanych kontrolców, moi drodzy.
1241:  Ale autentycznie się nie spodziewałem.
1245:  Atak ciężki.
1246:  Boże, nie pamiętam, jaki był atak ciężki.
1249:  Czy ja mogę wcisnąć?
1250:  Dobrze.
1251:  Moi drodzy, muszę zrobić jedną rzecz.
1253:  To znaczy, będę musiał sobie gdzieś dać ściągę do moich wszystkich ataków.
1259:  Bo ja inaczej nie będę pamiętał.
1261:  Żebyście... Dobrze, pokażę wam, co to jest.
1265:  Więc tutaj mam wszystkie, całe sterowanie.
1267:  Okej.
1268:  Prawy przycisk myszy to jest.
1270:  Dobrze.
1271:  Dobrze.
1272:  Jezus Maria, to nie będzie proste, to nie będzie proste.
1276:  Byłem przekonany, tak, tak się gra w nira na klawiaturze i myśli, byłem przekonany, że moje życie będzie prostsze, że po prostu dadzą informacje jakieś, ale nie, nie dali.
1290:  W tutorialu informacji.
1293:  Bardzo zasmucające.
1297:  Eee...
1300:  A co to był za problem, żeby podmienić linie dialogowe, modderzy?
1304:  Mir bez padomata, tak jest, muzyka zagłośna, dobra.
1309:  W życiu, nie znoszę padów.
1311:  Tak!
1311:  O, tak!
1332:  To był... To jest ciężki atak!
1338:  O bogowie!
1339:  Podoba mi się!
1343:  O tak!
1346:  Aśku, wita znad serniczka!
1348:  Witam wszystkich, którzy jeszcze nie zjedli serniczka!
1354:  4B, Town.
1354:  2B do Operator 6-0.
1356:  Wszystkie zespoły zakończone.
1359:  Operacja jest skompromisowana.
1360:  Czekamy na kolejne urządzenia.
1388:  Operator to 2B.
1389:  Potrzebujemy, żebyś spotkał się z Unią 9S i zaczął zbierać dane na lokalnym terenie.
1394:  Rozumiecie.
1395:  A!
1395:  A!
1395:  A!
1395:  A!
1395:  A!
1395:  B!
1395:  C!
1410:  Jezus, co tu się dzieje?
1414:  Zmiana perspektywy.
1416:  Krzysztof się nie spodziewał.
1427:  Ok, gdybym nie zmienił kontroli, to byłaby katastrofa.
1435:  Niszczyć wszystkie rzeczy.
1438:  Rzeczy niszczyć, tak, tak.
1441:  Nie wiem, co się dzieje.
1446:  A, to mogę niszczyć tylko mieczem, dobra.
1448:  O nie, nie tylko.
1449:  To nie jest miecz.
1450:  O Boże, już giniemy.
1453:  Przecież to jest, ja mam połowę życia, to jest jakaś katastrofa absolutna.
1460:  Może to błędnik, moi drodzy.
1462:  Diabli wiedzą.
1464:  Teraz nam jest potrzebny bezbłędnik raczej.
1467:  Po prostu będę cały czas strzelał, taki jest plan.
1470:  W ten sposób się nam uda.
1478:  O Boże, a może nie?
1480:  Dlaczego nie działa atak silny nagle?
1482:  Okej.
1484:  Taki jest plan.
1486:  Będę bezmyślnie strzelał we wszystkie strony.
1488:  Zawsze tak wygrywałem w Mortal Kombat.
1491:  To się uda.
1492:  Bo to jest teraz sekwencja platformowa.
1494:  Wniżej z tego, co czytałem, zmienia się gatunek gry co 5 sekund.
1498:  Ooo!
1500:  Żyćko się odnowiło pięknie!
1504:  Więc wiecie, później wejdzie RPG pełnoprawny.
1507:  Prawdopodobnie.
1508:  Nie grałem nigdy!
1509:  Czemu nie działa silny atak już?
1518:  Normalnie nie mielibyśmy tego kursora w wariancie bez moda.
1525:  Więc jeszcze raz dziękuję.
1525:  To chyba był to Texe, który mi poradził o zainstalowanie tego moda, więc bardzo serdecznie jeszcze raz dziękuję.
1532:  Czy błędnik to jest broń błędnych rycerzy?
1535:  Moi drodzy, tutaj jesteśmy bezbłędnym rycerzem.
1537:  Zobaczcie, jaki to jest piękny Gundam.
1543:  O nie, o nie, o nie.
1545:  Piękna pani.
1545:  Piękna pani.
1546:  Ja nie wiem tego.
1547:  O Boże, mamy katanę.
1571:  O!
1571:  Możemy strzelać!
1574:  Uuu!
1574:  Uuu!
1576:  Good!
1577:  Ten atak ciężki jest strasznie spowolniony.
1579:  O bokowie!
1580:  O bokowie!
1583:  Tak, skok się zgadza.
1584:  Ojejejej!
1586:  Patrzcie, lewitujemy!
1587:  To jest niesamowite!
1591:  Tak!
1592:  Tak!
1593:  Ciach, ciach!
1595:  Wszystkich R2D2 zniszczymy, moi drodzy.
1598:  Tak będzie.
1600:  Czemu ona ma zamknięte oczy?
1602:  Dlatego, że jest tak niewyobrażalnie seksowna, żeby zbytnio się podniecała, patrząc sobie do lustra.
1608:  Dlatego musi mieć zamknięte oczy.
1611:  To jest wszystko, moi drodzy, przemyślane.
1618:  Co to było to E?
1620:  W ogóle nie ufam temu E. Prawdopodobnie E to jest F.
1630:  Dobrze.
1631:  Dobrze, moi drodzy.
1637:  Oczywiście, że gramy na arcyzmu.
1638:  Co sobie myślicie?
1640:  Zestaw broni.
1642:  Bardzo dziwne tutaj rzeczy się dzieją.
1644:  Nie ukrywam, że najtrudniejsza rzecz w tym momencie dla mnie to jest to, że pokazują nam niewłaściwe podpowiedzi na ekranie.
1653:  Ale to już bywało.
1660:  Uniki mam chyba pod shiftem, tak.
1666:  Tak, w Soulsach sobie zrobiłem.
1671:  O tak, uniki są pod shiftem, chyba.
1674:  Tak, to jest unik.
1681:  Czemu nie działa?
1682:  O Boże, o Boże, o Boże, oberwałem, strasznie.
1687:  Co tu się dzieje?
1691:  Komunikacja laserowa zakończona.
1717:  Bardzo mnie cieszy to, że jest auto-aim, nie wiem jak to zrobiłem.
1723:  To był unik i unik się udał.
1727:  Ciach, ciach!
1729:  Chrot!
1731:  Użyj programu poda.
1733:  O Boże, co?
1734:  Jaki cnotliwy traktat.
1736:  W życiu nie jesteśmy cnotliwi.
1737:  Wygląda jak końcowy boss, no właśnie!
1745:  Tak, dokładnie tak jest!
1750:  Lepiej zapewnić, że następnym razem jest śmierdzący.
1751:  To było niebezpieczne, panowie.
1777:  No, no jest, to jest Gundam jak się patrzy.
1779:  Eee...
1806:  Okej, R włącza auto-aim.
1810:  Dobrze, dobrze.
1812:  Powoli się uczę.
1814:  Jakie obejrzałem Gundamy?
1815:  Z Gundamów uwielbiam Knights of Sidonia.
1818:  Boże, jakie to jest dobre anime.
1819:  Uwielbiam je.
1820:  Jest wspaniałe, absolutnie.
1828:  Mam wrażenie, że ten świat jest post-apo.
1833:  Podsumujmy.
1834:  Gramy wzręcznościową grę post-apo, gdzie walczymy mieczem.
1843:  Przypomnijcie mi, dlaczego w to gramy.
1848:  Piotr Piłot, dzięki serdeczne za bycie Janem Nikołajem.
1851:  Piotr Piłot, podarowo wsparcie.
1852:  Łukaszowi Błaszkiewiczowi.
1855:  Valet, jeżeli dobrze czytam.
1857:  Tomeksowi91, który wraca dzięki niemu do grana Trybutariuszy.
1861:  I... i... Moonghosts, moi drodzy.
1868:  Ale to, co tu się muzycznie dzieje, mnie bardzo zachwyca.
1870:  Czy, czy, czy to już mogę zapisywać?
1874:  Ostatni łamie swoje zasady, prawda?
1876:  Nie, horroru nie było.
1878:  Dzisiaj i namierzanie jest kłamliwe, bo to nie jest namierzanie.
1883:  Jakie mam namierzanie?
1890:  Ja nie widzę, to jest najgorsze.
1894:  Use self-destruct menu.
1896:  Gdzie tu jest namierzanie?
1898:  Nie ma namierzania.
1901:  Nie ma namierzania.
1906:  Jest aim fix, ale to jest co innego.
1911:  Jestem ślepy.
1912:  Jestem po prostu ślepy.
1916:  Q?
1916:  Lock on, faktycznie jest.
1917:  Widzicie?
1918:  Mówiłem, że jestem ślepy.
1920:  Czyli Q. Aaa!
1927:  Aaa!
1929:  Czyli ja zrobiłem dobrze namierzanie.
1931:  Czy będzie grane Horizon Zero Dawn?
1935:  Zastanawiam się, moi drodzy, to znaczy... Dobra, to miał być drugi prezent świąteczny.
1942:  Chciałem, żebyśmy ograli jeszcze w tym roku.
1944:  Zaczęli nową serię w postaci Horizona.
1946:  Tylko nie wiem, czy to zrobimy już jutro, czy dopiero za tydzień.
1951:  To jest albo może w środę.
1953:  Kto wie?
1954:  Może mi coś odbije i będzie wyjątkowy stream środowy.
1957:  Nikt nie wie.
1961:  Czyli Lokom to jest pod Q. Co mam pod E?
1964:  Pod E mam strzelanie.
1966:  Piu, piu, piu, piu.
1969:  Strzelaj tam radośnie, dobrze.
1972:  A ja tymczasem będę siekał i robił rzeczy.
1976:  Krzysztof dobrze siecze i robi rzeczy.
1982:  Muszę powiedzieć, że ten nasz dzielny mały robocik to jest wspaniała sprawa.
1989:  Okej, a co jeśli ja chcę... Nie!
1992:  Nie spadaj, nie spadaj.
1994:  Dobrze.
2001:  Okej, użycie to jest chyba F, tak.
2005:  Mam dysonans.
2006:  To jest taki dysonans kognitywny, jakby napisać słowo czerwony, ale na zielono.
2013:  Ja mam coś takiego, jak widzę niewłaściwe podpowiedzi na ekranie.
2019:  Zrobimy sobie ankietkę może w karcie społeczności.
2022:  Dobrze, gdzie ja mam iść?
2023:  To jest pytanie.
2025:  To jest jedna z tych gier, które zakładają, że jestem inteligentny.
2029:  Julko, dzięki za memiczny trybut.
2033:  Jamniki dla Krzysztofa Świątecznego pozdrawiam.
2034:  Pozdrowienia serdeczne dla naszej dzielnej moderatorki.
2037:  Okej, moi drodzy, to jest straszny szyb.
2040:  Nie idziemy do strasznego szybu.
2041:  Straszny szyb jest niebezpieczny.
2046:  Tutaj jest bezpieczniej.
2049:  Oho, oho, dzień dobry.
2053:  Może będę manualnie strzelał o nich wszystkich.
2058:  Pięknie.
2058:  Nie wiem tylko dlaczego... Co?
2063:  Ej, to jest jakiś... To jest jakiś inny atak.
2067:  Aaa, to jest mocny atak.
2069:  Mocny atak jest z piruetem.
2073:  Dobra, włączamy auto-aim na te okropne kule.
2077:  To są kule-szpiegule.
2080:  Von Mystic.
2081:  Ej, ej, ej, co to, co to, co to ma znaczyć?
2086:  Przecież, przecież sie... siekam.
2089:  Siekam we wszystkie strony.
2091:  Robociku, pomagaj nam.
2097:  Nie dobrze jest z życiem, moi drodzy.
2101:  To są kule mocy, ale one nie są dla nas.
2103:  Czy mamy możliwość zrobienia czegoś?
2106:  O, przedmioty, bronie.
2108:  5%.
2109:  Umiejętności.
2110:  Nie mamy żadnych umiejętności.
2113:  System.
2114:  Okej, nie możemy zapisywać jeszcze.
2117:  Mocny atak, duży miecz, słaby, mały miecz.
2128:  Wynikało z tego, że mam mocny atak pod prawym?
2131:  Pod lewym, a słaby pod prawym?
2134:  Dziwne.
2135:  Zbieraj śrubki.
2137:  Dobrze, moi drodzy.
2138:  Dobrze, że mi mówicie takie rzeczy, bo ja się kompletnie nie znam.
2142:  To jest oficjalnie najtrudniejszy nie tutorial, który kiedykolwiek miałem.
2146:  Czy wolę tego robić, czy BD-1?
2148:  BD-1 jest słodszy.
2150:  Zapis będzie dopiero po tutorialu, nie w menu.
2152:  Ojojo.
2153:  Zięko parę decybeli za dużo?
2155:  Dobra.
2156:  O ile wiem, niestety, to jest dość zasmucające.
2160:  Chyba nie ma tutaj zróżnicowania.
2163:  Aż sprawdzę ustawienia.
2166:  Na...
2169:  Tak.
2170:  Okej, mogę zmniejszyć głośność efektów dźwiękowych.
2173:  Świetnie.
2173:  Bo nas interesuje tylko muzyka.
2177:  Dobrze.
2181:  BD-1 nie robił piu-piu.
2182:  Czy teraz będzie lepiej?
2185:  Okej, teraz nic nie słychać.
2190:  O Boże!
2192:  Zawsze jest Odyseja ustawień na początku.
2194:  No to jest coś nieprawdopodobnego.
2196:  Że dajmy tak do... w ten sposób.
2202:  Dziewczyna od zakładu z grzywką pozdrawia.
2204:  Czuję się jak garnek, ale jak kupię z pinkami na bok, to jest okej.
2207:  Przy Magdalena Grotnicka.
2209:  Tak, Magdalena się założyła o coś, już nie pamiętam o co, ale to było bardzo memiczne.
2215:  Okej, moi drodzy, lecimy dalej.
2217:  Zmień układ broni, masz odwrotnie ustawione.
2221:  A, okej.
2226:  Aaa, czyli jedynką zmieniam układ broni, dobrze.
2229:  Spóźnienie 30 minut, ale liczę, że dużo nie straciłem.
2231:  Spokojnie, niks, niks, jesteśmy jeszcze w tutorialu i prawdopodobnie jeszcze tutaj pozostaniemy.
2237:  Dzięki za wsparcie od 8 miesięcy, to już jest, spokojnie.
2242:  Ciach, ciach.
2242:  Natomiast bardzo mnie niepokoi, moi drodzy, jedna rzecz.
2246:  Dlatego też na wszelki wypadek włączam permanentny ostrzał.
2250:  ponieważ mamy tak niewiele życia, że nasza przepiękna, jamnicza androidka jest bardzo zaniepokojona faktem, że może zginąć.
2262:  Robocik w tę stronę.
2264:  O, widzicie?
2265:  Mówiłem, mówiłem, mówiłem, mówiłem, mówiłem.
2269:  Jedyne rozwiązanie to jest wykorzystywać magię niekończącej się amunicji.
2275:  Mam dużo lekarstw.
2276:  Widzicie, że ja nie wiem, jak użyć lekarstw?
2279:  Jak użyć lekarstw?
2281:  Nikt mi nie powiedział, jak używać lekarza.
2283:  Przedmioty leczące.
2285:  Małe uzdrowienie.
2286:  Średnie uzdrowienie.
2287:  Użyj.
2288:  Dziękuję.
2291:  Nie ma autoheala niestety żadnego, moi drodzy.
2294:  Chciałbym, żeby tak było, ale tak się nie dzieje.
2299:  Okej, tu jest jakaś skrzyneczka.
2300:  Myślę, że możemy przestać na moment strzelać.
2305:  Czy myślę, że Mats Mikkelsen byłby dobrym Geraltem za Kavilla?
2308:  Nie lubię Matsa po tym, co odstawił jako Geralt Grindelwald, ale spoko, myślę.
2315:  Ale ja będę mieć problem z oglądaniem Wiedźmina bez Kavilla.
2318:  Urszulo, dzięki za trybut.
2319:  Jamniczości.
2320:  Samotne święta już nie są samotne.
2322:  Jak mi miło.
2326:  Tak trzeba, moi drodzy.
2329:  Po to jest radosne grańsko.
2331:  Po to są strumyki.
2333:  Żeby można było...
2335:  razem się pobawić i powypoczywać i odpocząć sobie możliwej drodze od tego żarcia i innych rzeczy strasznych.
