🔴 Marionetka bywa wściekła | LIES OF P Livestream #8
🔗 https://www.youtube.com/watch?v=BpC14_WffF8

13:  Zdjęcia i montaż
548:  Niuchacz, zrób to, co umiesz najlepiej.
550:  Niuch!
550:  To jest jedyna rzecz, którą możemy robić.
552:  Tłusty niuchać, moi drodzy.
553:  Shippishapa dołącza do nas wspierających Antisocial One, Tequila Snack i Belop, moi drodzy.
559:  Dziękujemy serdecznie za wsparcie społeczności kanału.
562:  Jamnikoje dla Jamnikoja, indeed.
565:  No przecież ta muzyka jest przepiękna, mówcie co chcecie, ale Lies of Pi jest grą ładną.
571:  Powinni puszczać cover Krzysztofa na każdej stacji.
573:  Ja, jakby co, jakby co, PKP, Polskie Koleje Losu, jestem do waszej dyspozycji, chętnie nagram moją wersję Chopina, nie ma problemu.
581:  Ja widziałem reklamę trumień w PKP, było połączenie Poznań, Kraków, o nie.
586:  Straszne.
588:  Nadia pisze, że to dobrze, że nie zna tej melodii Chopinowej.
590:  Spokojnie, dopadnie do ciebie.
593:  Czy widziałem finałowy odcinek Attack on Titans?
595:  Jeszcze nie.
597:  W ogóle nie widziałem najnowszego sezonu Attack on Titans, bo czekałem, aż wyjdzie wszystko.
600:  Wciąż nie ufam im, że wyszło wszystko.
604:  Ależ Krzysztof Chopin wielkim kompozytorem był.
607:  Nieironicznie, jak grałem na fortepianie, grałem głównie Chopina.
611:  Co ja grałem?
612:  Parę preludiów ze dwie etiudy.
616:  Trochę się pograło tego.
618:  Jakub Olfir, witam serdecznie.
620:  14 miesięcy wsparcia, dziękuję ci.
621:  Jakub, się cieszę, że się po dłuższej przerwie udało wrócić na live'a.
625:  Nie wiem, czy się będziesz cieszyć za chwilę, jak zobaczysz, w co gramy.
628:  Marianek pisze, że przedwczoraj przeszedł Lies of Pi, teraz najtrudniejsi bossowie zostali.
632:  Aha.
632:  No dobrze, moi drodzy, to był bardzo miły stream.
634:  Cieszę się akurat, tyle moje gardło wytrzyma.
637:  Widzimy się jutro i gramy w Genshin Impact, czyli grę, w której trzeba wcisnąć X, żeby wygrać.
645:  Żeby to chociaż była etiuda rewolucyjna.
647:  Grałem etiudę rewolucyjną Czerwony Lis, grałem.
650:  Przecholernie ciężkie toto.
652:  Aha, oczywiście nie mogę wziąć owocu dukajowego, ponieważ Jacek Dukaj daje owoce wyłącznie wtedy, kiedy jesteśmy w grze.
662:  Czy oglądałem już Lokiego?
663:  Właśnie nie.
665:  Podobało się, pisze Dori, czyli równie dobre jak pierwszy sezon.
670:  To może obejrzę, aczkolwiek jest jeden problem.
672:  Anulowałem subskrypcję Disney+.
674:  Czemu nie gram już na fortepianie?
675:  To proste nasturcjo.
676:  Nie mam w domu fortepianu.
679:  A jak się nie ma, to nie da się ćwiczyć.
681:  No nie ma szans po prostu.
683:  Lost Izalif.
685:  Czym jest Noctiflox?
688:  I ma zegarek?
690:  Ale czy on jest naręczny?
691:  To jest pytanie.
692:  Mamy Egidę w ogóle, Jezus Maria, faktycznie, teraz zauważyłem, do czego nawiązujesz.
697:  Egida była dlatego, że byłem zdesperowany, moi drodzy.
701:  Podczas walki z ostatnim bossem zjadłem większość moich nerwów.
707:  I nie pomaga to, że wracamy do zrujnowanego hotelu krat.
710:  Dostaliśmy 7000 tego cholerstwa w nagrodę, a wiecie ile potrzebujemy do następnego levelu? 15997.
720:  Czy jest to... czy jest to... czy jest to sprawiedliwe?
724:  Nie.
724:  Czy jest to sympatyczne?
725:  Nie.
726:  Czy denerwuje mnie to?
728:  Tak.
729:  Bardzo.
730:  Przełączamy się na nasz Flamberg.
733:  Ostatni boss był absolutnie tragiczny hamster.
734:  Ja mam nadzieję, że nie będzie więcej takich problemów jak tutaj, bo... no naprawdę ciężko to prze... a w ogóle zauważyłem, że oczywiście jednej rzeczy nie zrobiłem.
745:  To znaczy bateryjkę powinienem był podładować.
756:  Cały czas poszukuję jeszcze takiej radosnej bateryjki, która... Znaczy, da mi baterię, która mi zasili moje FX30.
762:  Ponieważ szykuję się do zakupu drugiego, a drugiego już nie będę ładował w ten sposób, bo ja rozindyczę się.
775:  Rozindyczę się i mnie uniewinnią.
777:  Tak będzie, nie żartuję.
780:  W postaci urosły włos... włosy?
781:  Tak, tak, tak mi się wydaje.
784:  Czy trafimy archontkę wody?
785:  Trafiłem, trafiłem.
786:  Teraz usiłuję biedną Furinę jakoś wylelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelelele
802:  Zaczniemy od dzielnicy Malum, bo tam jest jedna farma, to pamiętam.
806:  Czy widziałem zwiastun Avatara?
807:  Wyszedł już zwiastun Avatara?
809:  Chodzi o tę grę Ubisoftu?
811:  Nowe puzzle na stół, stream w tle, bardzo dobry wieczór.
814:  Maćku, dobrego układania puzzli.
817:  Poznałem wszystkich, którzy mówią puzzle, tak jak mój kolega z podstawówki.
821:  Człowiek truska w chodzie trzyma kciuki za dobrze zaprojektowanych bossów.
823:  Ja też, ja też.
824:  Dobrze, jak się w tej grze walczyło?
828:  Co to była za spadka klatkażu?
829:  Nie lubię takich rzeczy.
830:  Dobrze.
831:  Chacia-puk.
834:  Okej, to jest to.
835:  Dobrze.
838:  To jest to.
840:  To jest to.
841:  Dobrze.
842:  Jesteśmy względnie przygotowani.
846:  Względnie.
847:  Bo wciąż mi się mylą przyciski.
850:  Odgłosy niebotycznego zdumienia.
859:  No dobrze.
865:  Chciałbym... Dziękuję.
875:  Proszę, moi drodzy, cały skill szermierczy przypomnieć.
879:  Po prostu to to nie jest.
882:  Dobrze.
884:  Regeneruje się nam żyć, kot.
886:  Tyle przynajmniej miło.
890:  Dobrze.
893:  No niewiele tutaj idzie tego, moi drodzy, ale damy radę.
897:  Była magia w finale Lokiego, mówicie?
899:  Łukasz pisze, że ja się wydaje zmęczony, bo ja dopiero wstałem, Łukasz, wstałem o godzinie 13.
905:  I to nie jest, to nie jest dobre, to nie jest dobry czas jeszcze dla mnie, o godzinie 18 już będzie lepiej.
911:  Synówkie, dzięki za życzenie ognistego wiatru dla ciebie również.
914:  7 miechów wsparcia, nie inaczej.
917:  Wiecie, co teraz wszystkich podpali?
919:  No ponieważ to bardzo ładnie wygląda.
923:  A co to jest?
924:  Hmm...
927:  Nawet nie wiedziałem, że się można go tak szybko pozbyć dzięki temu.
930:  Proszę, proszę.
933:  Michał pisze, że chciałby sobie odpalić Warhammera Total War i zagrać losową rasą, która jest... psowatą rasą, która jest najbliższa temu.
940:  No to The Old Ones, jaszczuroludzie.
942:  Znaczy, The Old Ones to nie są jaszczuroludzie, to są konkretnie czciciele The Old Ones.
947:  Więc jaszczuroludźmi zdecydowanie.
949:  Ewentualnie Skaveni.
950:  Skaveni też słuchaj, prawie jak jamniki.
953:  Avatar od Ubisoftu do Far Cry jest w innej skórce.
955:  Tego się obawiałem w Rogue'a szczerze powiedziawszy, że Ubisoft znowu zrobi coś w rodzaju amalgamatu Far Cry'a i kolejnego Assassin's Creed'a.
963:  I jeszcze przecież Watch Dogs są dokładnie tak samo zaprojektowane jak Far Cry i Assassin, nie?
969:  To jest wręcz niesamowite.
972:  Wiecie co jest bardziej niesamowite?
973:  To, że w trakcie mojego podpalania on jest w stanie mnie zaatakować.
978:  Muszę się przyzwyczaić z powrotem do idiosynkrazji tej gry.
983:  Do której stream?
984:  Myślę, że na pewno nie później niż do 22.
988:  Tym razem.
988:  Jak zaczynamy o 16, moi drodzy, to dłużej nie gramy wtedy.
995:  Czy dobrze się gra w Soulslike'a na klawiaturze?
997:  Wiesz co, Kubo, to jest kwestia przyzwyczajenia.
999:  Jeżeli grasz i na klawiaturze, i na konsoli, kontrolerze, to ci polecam grać na kontrolerze.
1004:  Natomiast jeżeli grasz włącznie na klawiaturze, jak ja przez całe życie, to nawet nie ma co się uczyć kontrolera, specjalnie do Soulslike'a.
1010:  Przeszedłem Sekiro i Dark Souls, czy Elden Ring'a na klawiaturze, dało się.
1013:  Elden Ring był najgorszy, szczerze powiedziawszy.
1014:  Co jest zabawne, bo Elden Ring jest najnowszą grą i powinien być już zoptymalizowany pod klawiaturę.
1020:  Więc jest to dla mnie zdumiewające, muszę powiedzieć.
1023:  Ale tak, był najgorzej zoptymalizowany.
1025:  Nigdy nie zapomnę, co musiałem zrobić, moi drodzy, żeby autentycznie wyjąć z sakry przedmiot użytku.
1034:  Mianowicie musiałem wcisnąć CTRL-SHIFT-ALT i prawy przycisk myszy.
1043:  I w ten sposób brałem... nie, zmieniałem postawę broni, o.
1048:  A był Netflixowy trailer Avatara Ostatniego Władcy.
1052:  Nie, Kingo, nie żartuj nawet.
1055:  Nie, nie, nie, o nie.
1058:  Dramat.
1059:  Na co farma?
1060:  Na level, wiesz co, Bartolinie?
1062:  Ze z tego względu, że teraz już 11 tysięcy, od 16 tysięcy jest level.
1067:  Ja tak się namęczyłem przy ostatnim bossie, że odmawiam utraty chociażby setki punktów.
1076:  Odmawiam kategorycznie.
1080:  A poza tym trzeba się z powrotem nauczyć tego dziwnego okna parowania tutaj.
1087:  Nawet nie jestem w stanie tego zrobić na małych bossach.
1093:  Dramat.
1094:  Pan Skorpion doradza nauczenie się gry na padzie.
1099:  Ja jestem szczególnym przypadkiem, pamiętajcie.
1103:  Gram w gry od... z tego roku życia na Klejaturze.
1107:  Najróżniejsze.
1108:  I każda moja próba uczenia się gry na padzie kończyła się katastrofą.
1117:  Not good, not good!
1120:  Katia, puk.
1122:  A, atakuj, atakuj.
1125:  Dobrze.
1129:  Weszła komuś.
1133:  Jest.
1135:  Trzynaście tysięcy, czternaście tysięcy mamy.
1139:  Dwie rundki i możemy grać dalej.
1143:  Nie przestałem mnie dziwić, co myślą sobie ludzie, którzy próbują upchnąć cztery sezony materiału w półtorej godziny.
1149:  Co masz na myśli, Nadia?
1152:  Podobno nowy serial da radę, pisze Luka Senpai, biorą się za niego twórcy kreskówki, a aktorzy wyglądają niemal tak samo jak pierwowzory.
1157:  O Boże, to jest serial aktorski?
1170:  Aż kichnąłem z tego wszystkiego.
1172:  Miałem uczulenie na seriale aktorskie.
1175:  Czy przeszedłem chociaż jedną grę na padzie?
1176:  Tak, Uncharted.
1178:  Uncharted 2.
1180:  To było najgorsze moje doświadczenie ever.
1187:  Naprawdę.
1193:  Mortal Kombat na klawiaturze?
1195:  Bez problemu.
1196:  Wszystkie części, w jakie grałem Mortala, zawsze były na klawiaturze.
1201:  Krzysztof z wrażenia wydalił z siebie płytę.
1203:  Widzicie?
1204:  Jeżeli ja bym nie zciszył mikrofonu, to wasze słuchawki eksplodowałyby od tego.
1215:  Kiedy uruchamiamy na kanale?
1216:  Dobre pytanie, Mizak.
1216:  Musimy skończyć którąś z naszych gier, żeby się zwolnił slot.
1219:  Nie ma wyjścia.
1221:  No i tu tyle w temacie, jeżeli chodzi o to idealne podobno parowanie, które ma być tą kataną umożliwioną.
1228:  Jeszcze mi się nie udała ta sztuka chyba ani razu z jakimiś potężniejszymi przeciwnikami.
1233:  No ale co tam.
1238:  Giń!
1242:  Dobrze, czy to już jest, czy to już jest nowy level?
1246:  Nie zdążyłem wyciszyć kichnięcia, no tak.
1248:  No tak.
1250:  A było blisko.
1252:  Mortana na klawiaturze, pierwszy raz słyszę, żeby ktoś tak grał.
1254:  Naprawdę Marcyan, no, bez żadnego problemu.
1257:  Ostatni opiekun koła naukowego, pisze Gancu, zaprosił mnie, bym odpowiedział pierwszemu roku, jak wygląda koło.
1262:  Po tym, gdy spotykałem mnie na korytarzu, zwracał się do mnie dzień dobry, proszę pana, to jest straszne.
1267:  Ojej, Gancu.
1269:  No ale miej tolerancję do ludzi, oni byli tresowani jak małpy do tego, żeby w ten sposób się zwracać, jak my wszyscy, więc...
1280:  Miejcie litość.
1283:  Ludzie niestety nie mogą się przyzwyczaić do tego, żeby funkcjonować normalnie, aby byli wytresowani.
1287:  To jest strasznie smutne.
1289:  Jest level.
1289:  Dobrze.
1290:  Lecimy.
1292:  Lecimy.
1293:  Dobra, to będzie pod dwójeczką.
1295:  Hotelowy stargazer.
1298:  Oj, oj, oj, oj, oj.
1299:  Możesz się atakować, ponieważ marionetka znika.
1305:  Koszt wykształcenia lekarza specjalisty to 80 tysięcy kilogramów pierogów.
1309:  Jak to no one?
1310:  Jak to?
1313:  Krzysztof mówi, że wysadziłoby słuchawki, tymczasem ja z odpalonym streamem na full wkurwiam sąsiadów.
1320:  Serialne i filmy aktorskie są ble.
1321:  Live action odbiera dynamikę, twierdzi Nadia Lewi.
1324:  Ja czasem lubię live action, ale musiałem sobie teraz przypomnieć, co mi się podobało.
1330:  Live action wzięte z animacji wcześniej.
1334:  Chyba nic?
1338:  Chyba nic.
1345:  Tak, i dobrze jest to zrobić szybko, bo potem się trafi na przykład do roboty, w której przechodzi się na ty i człowiek będzie mieć tylko problemy z tym.
1352:  Gdzie jest nasza babeczka od leveli?
1355:  Wiecie co, nie chce mi się jej szukać.
1358:  Knopers Kokosowy wdziękuje za wsparcie od jednego miesiąca już.
1361:  Jamnik Indeed, powiedział Krzysztof pokazując New Hatcha.
1364:  One Piece aktorski?
1366:  No może, nie wiem, ja nie byłem w stanie.
1370:  Co myśmy levelowali?
1372:  Ma zaawansowanie.
1374:  Tak, miało być do 30 levelowane.
1377:  Więc jeszcze jeden level i potem levelujemy, już nie wiem co będziemy levelować potem.
1380:  Pewnie będziemy levelować staminę z witalnością naprzemiennie.
1386:  Teraz się awansuje przez stargazerze wyłącznie, jakie to smutne, nie ma pięknej pani.
1392:  Macie rację, ona siedzi na tej pustyni, tak.
1395:  No i smutno się zrobiło, już ktoś chce z nami rozmawiać, jakieś questy gdzieś, coś, nic?
1400:  Nikt nie chce z nami rozmawiać.
1402:  Nikt nie chce z nami rozmawiać, już mamy tylko straszne rzeczy.
1408:  Maciej pisze, że na seminarium robili więcej ćwiczeń, a to jest nawiązanie do filmu, jak się domyślam, bo wleciał na kanał dla tych z was, którzy nie wiedzą film o moich technikach prowadzenia seminarium, a raczej w sumie zarządzania projektami, bo to na jedno wychodzi.
1421:  Mmm, muzycznie.
1430:  Trailer do Avatara Last Airbender, data drugiego sezonu, Arcane, listopad 2024, a to mnie bardziej cieszy.
1436:  To mnie bardziej cieszy, moi drodzy.
1438:  Arcane to jest piękna sprawa.
1441:  Live action Avatara, pokażą rzeź magów.
1444:  Powietrza.
1445:  To jest, to jest jakaś, to jest jakaś obietnica No One, dzięki za wsparcie od 13 miesięcy.
1451:  Jest teaser szóstego sezonu Wet Dragon, a kiedy będzie?
1453:  Pytanie Robercie.
1456:  Widziałeś na komentarze z tym filmie, jak zdobyć kwarc przedostatniej dzielnicy?
1460:  Nieczerwony lis.
1464:  Dlaczego ja wiedziałem, że tutaj nas coś takiego czeka, moi drodzy?
1468:  Dlaczego ja wiedziałem, że będą się starali wszyscy nas zabić?
1474:  O bogowie... Dobra, musimy... YOLO.
1485:  Przepraszam, co to jest?
1487:  Co to jest?
1489:  Ja z tym nie walczę.
1490:  Ja z tym nie walczę.
1491:  Nie ma takiej możliwości.
1492:  Ja z tym muszę walczyć?
1495:  Nie muszę.
1496:  Eliminujemy katapulty, moi drodzy.
1500:  Użyj odznaki.
1502:  Jak tutaj nie będzie klatek nieśmiertelności... Będą!
1516:  Aha, fajnie, fajnie.
1517:  Czyli to nie były drzwi.
1519:  To nie były drzwi, to nie były drzwi.
1520:  Uwaga.
1521:  Uciekamy stąd.
1524:  Chodź, ja puk.
1526:  Dobra.
1527:  Kim jest, kim jest to coś?
1529:  Ale w nas dalej strzela balista.
1533:  Okej, tutaj było to przejście.
1535:  Drabinę, odblokować drabinę będzie trzeba.
1538:  Okej, tu jesteśmy w miarę bezpieczni.
1540:  Możemy z nim walczyć.
1543:  Oj, oj, oj, Ptysiński nie chce walczyć.
1552:  Oczywiście pamiętajcie, że to też nie należy ludzi zmuszać, żeby nie było, bo czasami się zdarza, że grupa nie chce tak mówić, ale ja uważam, że to jest absolutnie naturalne.
1561:  Na studio mamy inne priorytety niż przejmowanie się ceremoniałem.
1565:  Przejmowanie się ceremoniałem możemy zostawić rektorom ubierającym gronostaje.
1573:  Nia Doris pisze, ostatnio kumpel pisał mi, I will hammer you.
1576:  Is that the pick-up line?
1578:  Jeśli tak, to fajna.
1580:  Dobrze, czy ja mogę tutaj wejść?
1582:  Mogę.
1584:  Robert Fajny pisze, że dopiero 2024 zapowiedź jest.
1587:  Okej, no okej, smutne.
1589:  Smuteczek.
1591:  Przepraszam, dlaczego to, dlaczego to rzyga?
1594:  Przestań rzygać!
1595:  Kto ci pozwolił rzygać?
1597:  Skam.
1600:  Czy na uniwersytetach będą kiedykolwiek obowiązywały zasady szkoły demokratycznej?
1603:  Bardzo duże pytanie ten Omnitrix.
1605:  Na niektórych obowiązują, ale tylko na niektórych.
1609:  To jest też kwestia tego, co oddolnie zdecydują się zrobić wykładowcy, wiesz?
1615:  To nie jest zabawne, moi drodzy, że znowu użyję gift jet.
1618:  Nie jest.
1619:  Nie jest i nie było.
1621:  One Piece jest super, ale gdy nastajesz się na debilizm i kicz, no to więc to jest zawsze mój problem.
1625:  Ciężko się nastawić.
1627:  Może dlatego, że ja mam za dużo tego w pracy zawodowej.
1632:  Na inauguracji zawsze są gronostaje.
1634:  Myślicie, że po co akademie przemianowują się na uniwersytety?
1638:  To jest po to, że można było łańcuch redktorzy założyć i gronostaja i być takim dumnym zberłem, że jesteśmy władcą, królem!
1648:  To z tego, że najwyżej jesteśmy królikiem.
1653:  To jest tak żenujące.
1655:  Dobrze, czy ja tutaj zszedłem po to, żeby... żeby oberwać.
1658:  Dziękuję uprzejmie.
1662:  To ja może, to ja może ucieknę.
1664:  Okrut gwiazdy.
1666:  More like okrut gazdy.
1671:  Dobra.
1672:  Dobrze, dobrze, dobrze, dobrze.
1674:  Jesteśmy już prawie na miejscu.
1676:  Jak śmiesz... Nie śmiej się śmiać.
1681:  Glista balista.
1687:  Ma umrzeć, umrzy jak Harfut!
1692:  Ciach, ciach, ciach!
1694:  Niacharat!
1696:  Wesołego dnia... ...jeża.
1705:  Dziękuję.
1710:  Nie zauważyłem go!
1726:  No dobrze.
1728:  Nie ma co narzekać tędy.
1732:  No właśnie.
1742:  No oczywiście jest, wiecie, jest to także statystyka i to, że jest większe niestety wciąż prawdopodobieństwo spotkania osoby, która będzie mieć problem z internetem.
1750:  No ale co zrobimy?
1751:  Dobra, ta sama strategia co poprzednio, bo pomogło.
1757:  Papatki.
1761:  Skie kakatki, mówię o papatki.
1763:  Dzisiaj będzie bardzo suchy humor, ostrzegam.
1768:  Dobrze, tutaj było coś do wzięcia i teraz możemy to zrobić na spokojnie, ponieważ nie ma glisty balisty.
1772:  Narzędzie do awaryjnej naprawy.
1773:  Nie użyłem tego ani razu.
1776:  Ważne, tak jest Łukaszu, ważne, że balista jest zniszczona.
1779:  Jest to prawda.
1783:  Ojojojojojojojo, jak wyszykro!
1787:  O!
1797:  Ten skąd się wziął?
1803:  Balisty trzeba zniszczyć.
1805:  Ale trebusze.
1806:  Mówicie o trebuszu?
1808:  Prosta sprawa.
1809:  Mój panie, do obsługi tego urządzenia potrzeba kilku wyszkolonych inżynierów.
1813:  A ja bym powiedział nawet, że trzeba spać inżynierów.
1819:  Mirkomir życzy wszystkiego podpalonego z wzajemnością.
1822:  Na szczęście mamy do tego bardzo dobry rynczunek.
1826:  O, jak ja bym go chętnie tam scheezował.
1827:  A nie macie wrażenia, że tutaj gdzieś był skrót do odblokowania?
1831:  Ktoś w nas strzela i to ostro.
1832:  O, tak, oczywiście, że był skrót.
1835:  Po prostu ja jestem niespełna rozumu.
1842:  Nie sądziłem, że z tej radości z Gniajerza też cię zabili o ryjeż z Ellenwaldu.
1846:  Tak, tak, to jest, moi drodzy.
1848:  O, to jest ten typiarz, który strzela.
1854:  Bardzo ciekawie się wypowiada.
1857:  Kanał, gdzie jest opis fabuły gęśnej a kolor video?
1860:  Co się takie rzeczy robi NoOne, który czasem wpada na nas na czaty?
1864:  W Polsce?
1867:  Boże, jaka ta muzyka jest piękna, moi drodzy.
1871:  Bardzo dumna.
1874:  Chodź, a puk!
1876:  Gdzie był ten drugi, który nas zaatakował?
1880:  Bo ktoś nas ostatnio podszedł, moi mini, nie wiem nawet jak.
1884:  No cóż.
1887:  Po co rozum w gierkach?
1888:  Tylko biegasz i zabijasz.
1890:  Prawda?
1890:  Prawda, MegaFuku?
1891:  Absolutnie.
1892:  Nie ma, nie ma tutaj żadnej, żadnej finezji.
1896:  Nie ma strategii.
1901:  Proszę bardzo, tylko obiegam go naokoło i nic więcej.
1906:  Tak Krzysztof, to jest możliwe tylko jak grasz padem.
1911:  Dobra, to ja może się uleczę.
1926:  Lokiego w ogóle jeszcze nie widziałem arty.
1928:  Gdybym widział Lokiego, to bym był w rozmowach na bez schematu, ale będę na bez schematu wreszcie w przyszłym tygodniu w czwartek.
1935:  Piąty akt w containie z najlepszym questem, jaki kiedykolwiek był w Gęślinie, pisze Jas Whiteley.
1939:  Jutro gramy, moi drodzy.
1943:  Dobry wieczór.
1944:  U mnie ciemno, pisze Oskar Draus.
1945:  Oj, u nas też, Oskarze.
1947:  U nas też w Krakowie.
1949:  Suchy humor to dobrze, bo pada, pisze Pralinka.
1951:  Świetnie.
1952:  Jesteśmy przygotowani.
1959:  Dziś może skończysz szybciej.
1960:  Zobaczcie, jaki kolejny boss będzie irytujący przekrzepit.
1964:  Moi drodzy, nie doceniacie mnie.
1966:  Nieustępliwość.
1967:  To jest moje drugie imię.
1969:  O nie!
1972:  Dlaczego dwa są?
1983:  Gień!
1984:  Gieeeń!
1990:  Nie będę z dwoma walczył, nie mam takiej możliwości.
1994:  Au.
1994:  Właśnie dlatego nie będę walczył z dwoma.
1996:  Er, er, er, er, er.
2000:  Ja uciekam stąd.
2003:  z dwoma to jest proszenie się o guza.
2012:  No właśnie dlatego.
2012:  Wiecie co?
2019:  Mam pomysł.
2025:  Au.
2028:  Nic nie widzę.
2037:  Pierwszy poszedł.
2040:  Czy pójdzie też drugi?
2041:  To jest katana, nie inaczej.
2045:  Katana ma.
2047:  Sią.
2049:  Ta jego szarża jest niepokojąca bez kontrowania.
2052:  Ło, panie!
2057:  Poznajcie Krzysztofa kontremaja!
2061:  Jestem kontratenorem!
2082:  Ooo ogonek, działa ogonek.
2085:  Ciekawe, ciekawe.
2090:  Kontra niedoskonała.
2092:  Nie lubię takich.
2094:  Dobra.
2104:  Teraz zaszarżuję, mówię wam.
2107:  Tak.
2108:  Aaa, czyli są dwa uderzenia na szarżę.
2112:  Aaa, takie buty.
2116:  Co to za poczwary?
2117:  Założę się, że będziemy z nimi jeszcze więcej razy walczyć, mówię wam.
2123:  Zelif pisze, że przypominają moje kotki.
2125:  Ojej.
2128:  Jutro pewnie poza trzeci akt nie wyjdziemy, pisze Brakdanym w Genshinie.
2131:  Mówicie?
2132:  Nie no, już zaczęliśmy drugi akt.
2135:  A, że poza trzeci nie wyjdziemy.
2137:  No to jest możliwe.
2140:  Dobra moi drodzy, tu jest jakaś wielka drabina.
2142:  Ja idę po niej.
