🔴 Gildia zegarmistrzów kontra gildia alchemików | LIES OF P Livestream #9
🔗 https://www.youtube.com/watch?v=gkaKTakw0jI

145:  © PTA & TVP
636:  Jak nie wiecie, co się tutaj dzieje, to ja nie pomagam z tą swoją narracją, ja to wiem, ale otrzymaliśmy nos.
643:  Przysięgam, że to jest nos.
646:  Rusł nam nos, w związku z powyższym mogliśmy go wziąć jako dzidę.
651:  Nos jest super.
653:  Ale nie będziemy walczyć nosem, ponieważ coś mi mówi, że przegramy wtedy.
658:  Niuch!
659:  Tak jest, złote kłamstwa, nie moi drodzy, będziemy używać, nie żadnego nosa, tylko będziemy używać naszej wspaniałej katany, Miecz Dwóch Smoków, tak jest.
668:  Nie ma Mojiamnika z Tylinzem.
670:  To jest niedopatrzenie.
671:  Koniunkcja Sfer pisze, że przeszli z naszym team do kolejnego etapu w debatach oksfordzkich.
675:  Gratulacje!
676:  Debaty oksfordzkie to nie jest rzecz prosta.
679:  Gdzie gnomia maska, się pytam, pisze Gnomeus i ma rację.
683:  Ale swoją drogą jeszcze jedną rzecz dostaliśmy z tych strojów.
686:  Ja nie wiem dlaczego.
687:  Czym ja sobie na to zasłużyłem?
688:  By jeszcze był jakiś strój alchemika?
690:  Peleryna alchemika, no właśnie.
692:  Ojej, to jest taka sliwerynowa peleryna, uuu, hoho, ale nie, nie, zostajemy w białym stroju, moi drodzy, biały strój, biały strój, zdecydowanie.
701:  Zuza wita nas jamniczo w menu nauka elektroniki i granie na fortepianie.
704:  A co grasz, Zuzo, co grasz?
707:  Pinokio będzie teraz dosłownie niuchać przeciwników, nie inaczej, moi drodzy, czy ktoś mógłby tu posprzątać?
712:  Wspominałeś, że zaczniesz długo Dark Souls, wyżysz te cierpliwości przy Bad of Chaos.
716:  Bad of Chaos to jest po prostu fatalnie zaprojektowany boss, nie oszukujmy się.
721:  Nigdy nie lubiłem oglądać live'ów w momentach, w których to wszystko złaziło do tych obrzydliwych podziemi, wyglądało to paskudnie.
729:  Wiecie co zrobimy jeszcze, zanim sobie pójdziemy w miejsca?
732:  Mianowicie zaopatrzymy się w rzeczy.
735:  W rzeczy zaopatrzymy się w dzielnicy Malum.
738:  Usiadając sobie, że ja bym grał w nową grę Plus, to ja już bym mówił ludziom, gdzie co jest, to jest zabawne.
743:  No i, no i stało się.
744:  Szejk Truskawkowy pisze Snape.
746:  Snape.
747:  Severus Snape.
748:  I teraz wszyscy będziemy to słyszeć.
750:  YouTube zmienił wygląd czatu, na YouTubie pisze Lemonade.
752:  Wciąż jest limit znaków i ciekawe, czy emotki nadal bugują.
755:  Możemy sprawdzić, moi drodzy?
757:  Czy robimy wielki test emoji?
759:  Zróbmy wielki test emoji.
761:  WIELKI TEST EMOJI XD
769:  Działa!
770:  Naprawili, ojojoj, moi drodzy, te zasoby.
776:  Te zasoby z reklam i premium.
778:  Niesamowite rzeczy.
780:  Czy widziałem Blue Eye Samurai?
781:  Jeszcze nie.
783:  Tak, Anriowastora, planuję ograć pierwsze Dark Souls, ale co do drugiego, to nie wiem, czy ja będę miał kiedykolwiek w życiu na to cierpliwość, ale tak, no musi być jakiś Souls-like na kanale, no nie ma wyboru.
795:  Ja obserwuję u siebie to, że mam deficyt tak dużych emocji, jakie osiągam w Souls-like'ach w innych grach.
801:  Żadna gra nie jest w stanie mnie tak rozindyczyć jak Souls-like.
805:  Czy słyszałem, co się stało u Luka Stevensa?
807:  Słyszałem to, a w Bigos mamy teraz, moi drodzy, falę dyskusji na temat tego, co się dzieje na YouTubie.
813:  Luke Stevens, no, swatting go spotkał, więc dla tych z was, którzy nie wiecie, to jest paskudna praktyka, w zasadzie jest to już przestępstwo zgłoszenia,
822:  niewłaściwego zgłoszenia przestępstwa w domu youtubera, po to, żeby nagrało się, znaczy streamera głównie, po to, żeby się nagrała interwencja policji, która w Stanach jest dość, no nazwijmy to, spektakularna.
832:  I dlatego się to tam robi.
833:  No druga taka praktyka to jest doxing.
835:  Mieliśmy tego typu przypadek przy SS SniperWoof, która zdoksowała jednego z youtuberów, czyli ujawniła jego miejsce zamieszkania.
842:  Potem Dawid w naukowym bełkocie pisał o tym, z jaką falą komentarzy się musi spotykać i że YouTube nie daje żadnych narzędzi moderatorskich, co jest prawdą,
851:  A Tomasz Rożek w Nauka to Lubię też mu sekundował, mówiąc, że problem jest cały czas.
856:  No a ja jeszcze dodam, że uważam, że osobiście, z mojej perspektywy, żaden komentarz nigdy mnie nie ruszył, to od razu zaznaczam.
865:  Natomiast mnie ruszają komentarze innych twórców, z którymi ja nic nie mogę zrobić, a które np.
870:  urągają jakości debaty w o wiele gorszy sposób, niż robi to ktokolwiek w komentarzu.
877:  Ale też nie ma narzędzi za bardzo.
878:  Czy można kwarcu kupić u marionetki w hotelu Krat?
882:  Naprawdę?
883:  Ale ja już chyba kupiłem krzępit, tak mi się wydaje przynajmniej.
888:  Zuza pisze, że będzie grany Waltz de Mol i Asdur Bramsa.
892:  I główny temat z This is the Police.
894:  Fortepia nastroja to inny wymiar, zdecydowanie.
898:  Ja w ogóle nie mam takich komentarzy, moi drodzy, które bym określił hejterskimi, bo ja nie używam tego słowa.
904:  Mnie to nie przeszkadza.
904:  Mnie przeszkadza, jak ktoś na nienawiści zarabia.
909:  To mi przeszkadza rzeczywiście.
910:  Jak widzę chociażby to szambo, które się wylało przy Pandora Gate, to mi przeszkadza.
914:  Przeszkadza mi Fame MMA.
916:  Przeszkadzają mi filmy, w których youtuberzy odnoszą się do innych youtuberów, a tak naprawdę ich obrażają.
922:  Krzępit pisze, że sklep jest zaktualizowany.
923:  To zostawimy sobie troszeczkę pieniędzy na kwarc, wiecie?
926:  Ale kupimy za...
928:  No za cztery te termity, nie?
931:  Przynajmniej.
932:  A reszta na kwarc.
934:  Kwarc jest ważny.
936:  Nowy update wprowadził trzy kwarce do kupienia w hotelu.
939:  Jeżeli tam rzeczywiście będą trzy kwarce, to zaczynam się wycofywać z uwag względem twórców, bo wspominałem wam, no ale w sumie miałem rację, że jest za mało kwarcu i że nie można przetestować różnego rodzaju buildów, wymusza gra nową grę plus.
955:  Rokobraża, najbardziej szkodliwa seriala w historii.
958:  Nie no, to jest robione satyrycznie, komediowo, nie?
960:  To nie jest problem wtedy.
962:  Panka Wiedźmina pisze, że dziękuję za polecenie Gunpowder z maliną i porzeczką.
965:  No jest to dobra herbatka.
969:  The Game Awards Best Performance Neil Newborn czy Edith Elba?
973:  Neil Newborn zdecydowanie.
975:  To co on wyczynił przy postaci Astariona jest po prostu mistycznie piękne.
980:  Jesteś SniperWolf dostał jakieś konsekwencje z tego, YouTube zawiesił jej kanał na parę dni, ale potem odwiesił.
987:  Więc to jest mniej więcej tak, aby wyjść z więzienia po dwóch dniach.
992:  Eee, kup.
995:  No więc tutaj nie ma kwarcu.
997:  Chyba, że jest kwarc u innej marionetki, to znaczy u... Apardele?
1003:  Polendiny, przepraszam, u polędwicy.
1011:  Kwarc!
1014:  Moi drodzy, przepraszam, zatrzymujemy stream, farmimy na kwarc.
1020:  Farmimy na kwarc, absolutnie.
1024:  Może być dzielnica Malum.
1027:  Potrzebujemy mnóstwo pieniędzy na kwarc.
1031:  Jaką bym herbatkę polecił na jesień?
1035:  Dore pytanie.
1036:  Ja piję teraz jaśminową, ale wiem, że ludzie lubią te klimaty pomarańczowo-imbirowe i tak dalej, więc można szukać takiej herbatki.
1044:  Czarną, z czarną można poeksperymentować.
1046:  Czarne herbatki dobrze się pije na jesieni.
1049:  Ja na przykład bardzo lubiłem coś, co się nazywało kiedyś herbatką truskawkowo-śmiatankową i ona była w Demmerstichaus, moi drodzy.
1057:  Ja nie wiem, czy Demmerstichaus w ogóle jest jeszcze w jakimkolwiek mieście, ale był taki moment, że byli w internecie dostępni lepiej.
1067:  Mam sporo ergo w ekwipunku?
1070:  Mówicie?
1072:  Boże, ta katana zadaje infintyzymalny obraz wrzenia.
1077:  I cieszyłem się właśnie, że sparowałem, po czym sobie przypomniałem, że specjalnie założyłem rzecz do parowania.
1083:  Gdzie macie ten ekwipunek?
1087:  Gdzie macie w ekwipunku rzecz?
1090:  To jest sporo ergo w ekwipunku?
1091:  Przykro mi, niestety nie.
1095:  Czy jeszcze Snap'emu można pozwać za to?
1097:  No pozwać można za wszystko, moi drodzy, tylko cała rzecz polega na tym, że pozew trwa dwa lata, cztery lata, pięć lat, sześć lat, a film wisi na przykład i co?
1106:  Jeżeli ktoś was zdoksował na Instagramie, znaczy ona akurat to usunęła, no ale załóżmy, że ktoś ujawnia wasze miejsce zamieszkania, tak?
1115:  W YouTubach.
1116:  I co?
1117:  Piszecie do YouTube'a, YouTube odpowiada wam automatem.
1120:  Bardzo cenimy uwagi naszej społeczności i staramy się o to, żeby były one za każdym razem uwzględniane.
1128:  No i co?
1129:  I wasz adres zamieszkania dalej sobie jest w YouTube'ach.
1132:  No to co?
1133:  Idziecie do sądu i staracie się, żeby to zostało usunięte nakazem sądowym.
1138:  A w tak zwanym międzyczasie dalej to sobie jest w YouTube'ach.
1141:  I co wtedy?
1143:  Dawid Myśliwiec mówi o tego rodzaju także przypadkach i absolutnie się zgadzam, że nie ma narzędzi, żeby się skontaktować z YouTubem, gdyby nie prywatne znajomości Dawida i wsparcie, które miał wtedy, to nie udało mu się nawet odwiesić jego kanału w momencie, w którym został zawieszony raz.
1159:  Dramat.
1159:  A został zawieszony nieuczciwie.
1162:  Problem ze SS SniperWolfu jest też taki, że jej kontent jest produkowany bezstrzelnie pod algorytm.
1165:  Mało tego, ona jest plagiatorką i to zostało udowodnione już wiele razy.
1169:  Plagiatuje miniatury, plagiatuje treść.
1172:  Ona... Boże, ona w którymś momencie nawet autentycznie była w stanie splagiatować coś, co moim zdaniem jest praktycznie nieplagiatowalne, to znaczy room tour.
1183:  To znaczy autentycznie babeczka założyła nawet tę samą sukienkę co inna youtuberka, dokładnie ten sam model i ten sam kolor i zrobiła analogiczny room tour.
1192:  To jest niesamowite naprawdę.
1195:  Demers ma sklep internetowy, to polecam herbatę truskawkowo-śmietankową na jesień, mega.
1203:  gdzie ja widziałem ten film o Sniper Wolf, bo był znakomity naprawdę.
1209:  To powinno być w mojej historii wyszukiwania, którą muszę w tym momencie szybko osiągnąć.
1216:  Gdzie mam moją historię wyszukiwania?
1218:  O Boże, drogi, ile tutaj... W ogóle teraz YouTube zmienił wszystko, nie da się niczego wyszukiwać na spokojnie.
1223:  To jest tak irytujące niesamowicie.
1226:  Szukaj w historii wyszukiwania.
1228:  Wolf, dajmy.
1230:  Może się uda to wyświetlić.
1232:  A to jest naprawdę... Tak, moi drodzy, chyba to... Nie.
1241:  Nie znajdę tego.
1242:  To był wywiad z influencerką, którą ona kopiowała.
1247:  Nie jestem w stanie sobie przypomnieć, z kim to było.
1251:  Grzysław przez ostatnie dwa dni urywał grę pod tym Amerykańska Arkadia.
1253:  Pomysłowość twórców tej gry na mechanikę, a także fabułę jest niesamowita.
1256:  Trzeba zagrać, rekomenduje Balrog.
1259:  Postaram się, moi drodzy.
1261:  Postaram się, mam nadzieję, że się uda.
1262:  Nerd City, jesteście genialni!
1265:  Boże, wy wszystko wiecie, to jest wspaniałe.
1268:  Ja chciałbym kolektywną inteligencję czatów na co dzień.
1272:  Wiecie, jak by mi to pomogło w moich badaniach?
1274:  To jest na tym kanale, moi drodzy.
1276:  Nerd City.
1277:  I tutaj jest... O, właśnie.
1279:  SS Sniper Wolf Stole Her Life.
1282:  Mega, mega polecam.
1284:  Bardzo dobrze zrealizowany materiał.
1285:  Gdzie tutaj były te porównania?
1287:  Bo one są aż uderzające, tak?
1288:  Znaczy, no dosłownie jeden do jednego.
1292:  Są brane inspiracje.
1293:  Coś nieprawdopodobnego absolutnie.
1295:  Dlaczego w ogóle ludzie coś takiego robią?
1297:  Zwłaszcza, że Snajperów ma jakieś miliony subskrypcji w stylu 35 milionów czy coś takiego.
1301:  Bardzo polecam.
1302:  Podlinkuję Wam, jeżeli zainteresowani jesteście sprawą.
1306:  YouTube z tym nie robi absolutnie nic.
1309:  Jamnikowy Piechurze, dziękuję Ci serdecznie za trybut.
1312:  Snape, Snape, Severus Snape.
1315:  Snape, Snape, Severus Snape.
1318:  To zostało napisane.
1319:  Przysięgam.
1323:  Co jest z tą kataną?
1324:  Czy nie macie wrażenia, że ona była silniejsza troszeczkę?
1328:  Dobra, parkujemy.
1333:  Dobrze!
1335:  Dobrze!
1337:  Popatał się po głowie Krzysztof.
1342:  Popatpatał.
1343:  Bardzo ciężko jest powiedzieć popatpatał.
1346:  Patał to jest dobry czasownik.
1349:  Myślę, że tak.
1350:  Jeżeli jest pat pat, onomatopeja na patanie po głowie, to pod pat patać to jest pod pat patać po głowie.
1358:  Ma to sens.
1360:  Herbata z dzikiej róży.
1361:  O, to też jest dobry pomysł.
1364:  Oglądałem właśnie materiał Dawida Myśliwca o YouTubie, pisze Dav Bigos i jest to przerażające, z czym mają do czynienia twórcy, a oprócz tego, że internet w ogóle staje się coraz bardziej toksyczny.
1371:  Dlatego, moi drodzy, nie dajcie sobie wmówić, wejść na głowę, jak usuwacie czyjeś komentarze, bo nie chcecie ich mieć w swojej przestrzeni.
1378:  I nie mówię tutaj, wiecie, tylko do twórców, mówię do każdego z nas, kto, nie wiem, ma Instagrama, ma Twittera, ma, no zresztą Twittera...
1386:  Ma, ja wiem, jak jeszcze ktoś ma Facebooka, to spoko, TikToka.
1390:  Jak nie chcecie kogoś w swojej przestrzeni, to higiena umysłowa wymaga tego, żeby takiego człowieka z tej przestrzeni wyeliminować.
1398:  I teraz, zanim ktoś mi powie o cenzurze, to zaraz wytłumaczę, co mam na myśli.
1403:  Pawulonik wpierw, dziękuję Ci za dołączenie do grona wspierających z jamnikiem.
1407:  I jamniki dla Ciebie również.
1408:  Mianowicie, jest coś takiego, moi drodzy, jak, mam nadzieję, że mi się to uda szybko znaleźć,
1415:  Maksymy konwersacyjne Grisa.
1419:  Czy ja to gdzieś znajdę?
1422:  O Boże, to jest jakiś e-book.
1424:  No dobrze, powiedzmy, że to jest PWN, to jakoś mogę Wam to pokazać, tak?
1430:  To znaczy, komunikat ma zawierać tyle danych, ile to konieczne.
1433:  Maksyma ilości, maksyma jakości.
1434:  Mówca powinien mówić prawdę, ponieważ takie będzie prawdopodobnie oczekiwanie...
1438:  Słuchacze.
1438:  Ludzie zdają sobie sprawę z tego, że komunikaty językowe mogą być kłamliwe, ale wstępnie automatycznie przyjmowane założenie ogłosi, że są prawdziwe.
1444:  Kłamca łamie więc podstawową regułę dobrej komunikacji.
1447:  Maksyma relacji.
1449:  Mówca powinien mówić na temat bez dygresji, odbiegania od głównego wątku itd.
1452:  Jeżeli ma dygresja czemuś służyć, maksyma relacji nie zostaje złamana.
1455:  Te maksymy łamie ja.
1456:  Maksyma sposobu.
1457:  Mówca powinien używać z środków wyrazu dostępnych odbiorcy.
1459:  Chodzi o wystarczająco głośną i wyraźną artykulację.
1461:  Blablabla.
1462:  Maksyma jakości to jest to, co jest łamane regularnie.
1465:  Więc jeżeli ktoś was obraża, lży, sprawia, że się czujecie źle, to zadajcie sobie to pytanie, które ja sobie zawsze zadaję, jak ktokolwiek ze mną polemizuje.
1474:  Jaka jest intencja polemisty?
1476:  Czy on chce wyłącznie powiedzieć, Krzysztof nie ma racji?
1478:  Czy ma coś więcej do powiedzenia?
1480:  Dwa.
1481:  Czy chce mojego dobra?
1483:  Trzy.
1484:  jak to się wszystko sprzęga z istotą jego komunikatu.
1488:  I w ten sposób możecie bardzo szybko filtrować ludzi, którzy są wokół was.
1492:  Nie widziałem filmu Kuby Klawiatera o tym, o czym piszesz w Rojciechu.
1495:  Nie wpędzaj mnie w czytanie takich rzeczy na live'ie, ponieważ YouTube jest YouTube.
1500:  Dlaczego mi robisz powtórkę ze studiów?
1502:  Ja tu przyszedłem odpocząć, przecież jest Victor Winter.
1503:  Przepraszam bardzo, ale maksymy konwersacyjne Grajsa akurat mają sens.
1509:  Bo często ludzie mówią, że to jest cenzura.
1511:  A dlaczego to nie jest cenzura?
1513:  No z bardzo prostego powodu.
1514:  Cenzura to jest coś, co robi państwo, tak?
1518:  Jak wy macie cenzurować, jak nie macie żadnego aparatu?
1521:  Cenzorskiego.
1523:  Zatem cenzura ma wymiar polityczny najczęściej.
1526:  Oczywiście, że jest też cenzura obyczajowa i to jest coś, co robi na przykład YouTube chociażby, przez to, że ja nie mogę mówić swobodnie o niektórych kwestiach, prawda?
1535:  Jakie narzędzia używam do robienia notatek?
1536:  Evernote, Robercie.
1538:  Jeżeli używam OneNote częściej, ponieważ jest pod Windowsa.
1541:  Pawulonik, dziękuję za bycie Janem Nikołajem.
1543:  Będzie specjalny... Nie, będzie niuchać na tę okoliczność grzeczną.
1545:  Grzegorz, Sikora, Krzępit, Dymini, wraca do gna wspierających, Cuki, Cubane, Takosz, Garrea, Cierra, Papa i Wojciech, Franciszek, Żurawska, Zuza, o!
1554:  Wszyscy możecie używać jamników.
1555:  Paula także i Jurame49 też.
1557:  Niuch!
1561:  Niuch.
1562:  Niuch powinniśmy teraz robić nosem, moi drodzy, w Lies of Pi.
1566:  I dziękuję Ryszardowi za 24 miesiące wsparcia.
1568:  Ryszard się cieszy, że teraz może ziać jamniczym ogniem ze stolicy.
1572:  Byłem w stolicy.
1573:  Byłem w stolicy w poniedziałek.
1575:  I moi drodzy, przeżyłem.
1577:  A ponadto miałem cudowną rozmowę z Przemkiem Górczykiem w Przemek Górczyk Podcast.
1581:  Ale, ale nam się dobrze rozmawiało.
1585:  I powiem wam, że będzie z tego rozmowa tak spokojnie na dwie godziny.
1591:  Ależ sfejlowałem to parowanie.
1593:  Znaczy, ja się nigdy nie nauczę parować w tej grze, to jest niesamowite.
1598:  Ale wierzcie mi, że to, co w tej chwili robimy, ma żywotny sens.
1603:  Nie uważam, że społeczeństwo oczekuje nieraz od ludzi sprzecznych zachowań przy kratos Bóg Wojny.
1606:  Trudno pogodzić, być pewnym siebie, ale brać pod uwagę opinie innych, nie być ofiarą, ale także przesadnie nie winić się.
1613:  To jest absolutnie bardzo mądra uwaga.
1617:  Bogowie, Night Flesh szaleje jako Jan Mikołajka.
1620:  Co tu się dzieje?
1622:  50 wsparć, moi drodzy.
1623:  Moi drodzy, znacie tradycję naszą, prawda?
1626:  Wiecie, jaka to jest tradycja.
1629:  Jak jest za dużo nazwisk do wyczytania, to musicie mieć przynajmniej jakąś atrakcję muzyczną.
1636:  Dav Bigos, Adam Sudo, Rai Mestre.
1638:  Gdzie są moje...
1640:  Adam Sudo, Raj Messer, Koniunkcja Sfer, Łukasz Sadlok, Lovely Flames, Lucy Firek, Fanny Valentine, Karolina Jurewicz, Matrix4828, Rafał Kokowski, Kuba Szymczak, Nowy Jamnik moi drodzy, Mad Jackal, Lewandowski M, Onyxowa, Wernus, Blurryface, Jamniki dla Jamnikołajki, Nightflash moi drodzy, Liczne, Stanisław Szpara, Agnieszka M, Perwent,
1670:  Kuba Katyszewski, Zaknefajn, Matrix4828, już był wyczytany, przepraszam, Wernus, Jakoi, Jakoi, Bezserca, Mateusz, Alan Aleksandrowicz, Esdesia, Kacper Bielak, Michaszek, Mrówa, Sebastian Szwagier, Wydła, Maciej Jackowski, Ksz, ksz, Misza Wegeek,
1694:  Apita, Apito przepraszam, Harry Osborn, Ewa Dezo, Dedo, Jezus Maria, wszystkich przekręcam z tego wszystkiego, Mateusz Mabey oraz Istota Żyjąca, Rafał Kokowski i, i Natix oraz Łukasz Pietruszka, Trueno Miraski, Oddawaj Miecza, Agnieszka Stleczyńska i Kintolby i Aleksandra Szewczyk i Nakolana Suki.
1719:  Dziękujemy serdecznie Nightlash za bycie jam nikołajką.
1732:  Dziękuję najserdeczniej.
1735:  Aha.
1736:  To ja mam kontynuować?
1737:  To ja mam kontynuować?
1739:  Moi drodzy, to się dzieje dalej!
1743:  To się dzieje dalej!
1746:  Czy ja mam jakiś nowy jamniczy swing?
1748:  Chyba mam.
1749:  To nie jest jamniczy swing!
1751:  Tak, jest!
1752:  Jest inny!
1753:  Dobrze, dobrze, będzie dobrze, moi drodzy.
1756:  Miki Limanówka, Daretsuki.
1758:  Czekajcie.
1759:  To trzeba...
1780:  Ja mam pomysł.
1781:  Miki Limanówka, Karol Korol, Adam K., Enika oraz Misiek i El Nino, Weronika Choroszucha, Fazy Bazy oraz Simon, Arti Niezłomny, Pandemiczny Student, Wendek Jeden oraz Aka i Kagnis Ksajme, Elenetari, Adrian Gregorek, Rusałka Joe, Paweł Jaworski, Smutny Ślimakołak, Miriam K. oraz
1808:  Seven, Freebie, Zofia, Tyrek i Maskot, i Anna, nasza moderatorka, i Junry81, i Magda, Tari, Saras, Wiktoria, wszyscy zostali obdarowani przez Jan, Nikołajkę, Nightflash, Garkane, Mateł, Łąc, Rysz, Patrycja, Łaszcz, Abdulb62, Rudylis, znajomy syndykalisty Szymon Zajdel oraz Weronika.
1829:  i Klaudia Barabasz.
1832:  Wielki jamnik, moi drodzy.
1833:  To tak w ramach podziękowania za regularne wspieranie osób i ostatnią zbiórkę dla Horacego.
1837:  Dziękuję Jana i Flesz niezmiennie i też cieszę się ogromnie, że się udało nam zebrać charytatywnie Przemysław Adamczyk i Sebastian Żołnowski i Piotr Krupa i Harasland i Free vs. Free and Flow oraz Katsu i Sugar Desu i Idrix1234 i Batman i Bonziorno.
1856:  Oooo...
1885:  Jamnik jest absolutnie przecudowny, potwierdzam.
1888:  To wszystko, moi drodzy, dzięki studentom.
1892:  Czy myślicie, że stać już nas na kwarc, czy nie stać nas?
1899:  Czy śpiulkam z jamnikiem?
1900:  Oczywiście!
1901:  Moi drodzy, prosta sprawa.
1904:  Taki jamnik jest bardzo ważny, ponieważ on umożliwia załatanie dziury między łóżkiem a ścianą.
1913:  To jest porządny prezent, nie jakiś długopis, a nie daj Boże, kwiaty.
1917:  Jak?
1917:  Kwiaty to jest dobry prezent dla chorych.
1920:  To są tak zwane pachnące rośliny, jak powiedział kiedyś Konstanty Ildefons Gałczyński.
1925:  Ten jest większy od żywego, jest to prawda.
1926:  Kevler też jest jamnikułajką.
1928:  Co się dzisiaj dzieje, moi drodzy?
1931:  Niuch!
1931:  Brakuje niuchaczy i jamników już na to wszystko.
1934:  Kosior Jakub, Och, Maja, Zbirku oraz JJStraszliwy i DajcieWulpes otrzymują wsparcie.
1942:  Dziękuję najserdeczniej wszystkim jamnikułajom za wsparcie kanału.
1945:  Niuch!
