Nadrewident o tysiącu twarzy | DISHONORED Livestream #1
🔗 https://www.youtube.com/watch?v=SC3-vi0mBmA

25:  Zdjęcia i montaż
869:  Witamy Palitkę i Hephaestion, witajcie, witajcie.
873:  Przepięknie jest w Dizona zrobiony ten system eksploracji, zawsze bardzo go lubiłem.
879:  A teraz mamy dłuższy teleport, więc możemy sobie radośnie sprawdzać co i gdzie i jak.
883:  I tutaj jest mnóstwo sekretów, tam też się udamy swoją drogą.
887:  Krzysztof, biedne wieloryby, trzeba współczuć tak, że Krzysztof cieszy się na wieś o zjadaniu szturów zywcem.
891:  Ponieważ, nie oszukujmy się, ja już jestem
895:  Ja mam po prostu część kodu genetycznego zgodnego ze szczurzym.
901:  Piękne jest to, że to serce również... Nie wiem, czy to jest spoiler, żeby powiedzieć, kto to jest i czyje to jest serce, ponieważ mówi głosem dokładnie tej samej osoby, więc jak ktoś ma dobry słów, to już wie, czyje to jest serce.
913:  W każdym razie zobaczyliśmy je wcześniej.
916:  Tylko, że wcześniej było wyposażone w człowieka.
920:  A jeśli mówiąc, człowiek był wyposażony w to serce.
928:  Kod do sejfu 451, ale niestety, sejfów jest w tej grze więcej.
932:  I to jest bardzo zasmucające, bo ten sejf już w żaden sposób nam nie przyda.
936:  Co serce jeszcze robi?
937:  Oprócz tego, że zdradza nam sekrety o świecie, może też zdradzać sekrety o poszczególnych postaciach, jakie wycelujemy.
946:  Dziękuję, Tomaszu, za trybut.
947:  Sprzedałem coś na kompie związanego z mitami Cthulhu.
949:  Była kiedyś gra,
951:  Była kiedyś gra związana z Cthulhuocenem.
954:  Żebym ja pamiętał tytuł w tej Chinie.
955:  Kiedyś szukałem referatu, mogę?
957:  Jak wypingasz mnie na Discordzie, to sprawdzę dla ciebie.
960:  Dzięki za trybut.
963:  Można wykorzystać teleparcję do walki mieczem?
965:  Tak, ale my gramy na low chaos, czyli nie zabijamy.
971:  Dark Comers of the World?
972:  Może, może.
973:  Gdzie Total War?
974:  No wiecie co?
975:  Było dużo Total Wara.
977:  Tutaj, z tego co pamiętam, trzeba mieć kluczyk.
980:  Tak, tak.
981:  Jak okropność.
983:  Klucze, niedobra rzecz.
991:  Okej, okej.
1002:  Dużo szczurów.
1011:  Boże, ta muzyka ataku szczurów jest tak creepy.
1023:  Jak?
1026:  Red Dead Redemption wkrótce?
1027:  Jutro!
1028:  Jutro, tak.
1029:  I co więcej, też będę dla was miał inną muzykę na start.
1032:  I w ogóle będą niespodzianki.
1035:  Sinking City?
1037:  Myślę, że to było to.
1038:  Myślę, że to było to.
1041:  Ale dalibóg nie pamiętam praktycznie nic o tej grze.
1045:  Może tu nie możemy przejść.
1046:  Tak, uprzedzając złośliwości, w Dishonored nie ma mapy, ale uważam, że level design tej gry sprzyja.
1055:  Zdecydowanie temu sprzyja.
1056:  Uuu, strażnik.
1059:  Strażnik, strażnik, strażnik.
1063:  Strażnik niedobry.
1076:  Nie pamiętam oczywiście, jak się chowało broń.
1095:  Dobra.
1096:  Krzysztof też nie pamiętał, że należy kuchcąć, ale Krzysztof już sobie przypomniał.
1100:  Dobrze, zostawmy go tutaj.
1102:  Czy warto nadrobić Dizno?
1104:  No Paweł, no absolutnie.
1105:  No absolutnie.
1108:  Jaka była muzyka na początku przed streamkiem, aby się posłuchało?
1111:  Zaraz wam powiem.
1114:  To jest Obsession, Viktor Lundberg.
1119:  Jest oczywiście na Spotify'ach.
1122:  Mario Nunan, dziękuję za wsparcie od pięciu miesięcy.
1124:  Właśnie natknąłem się na przejście Lake Tail Innocence.
1127:  To jest przepiękna gra.
1128:  Absolutnie przepiękna.
1132:  Chowanie broni to jest przytrzymanie?
1133:  No tak, tak, ale w momencie, jak wybiorę znowu zaklęcie, to automatycznie jest wybrana broń.
1138:  Koszmar.
1143:  O boi.
1150:  To jest ten moment, że nie możemy nic zrobić, jak jesteśmy w Low Chaos.
1153:  20.
1153:  Plus 2 Elixir.
1153:  Wygląda na mnie jak 25.
1161:  Patrzcie.
1162:  To jest 20.
1163:  To jest 5 litrów.
1163:  Chcesz, żebym sprawdził twoje oczekiwania?
1166:  Zrób to, chłopie.
1166:  Nie nazywaj mnie chłopcem.
1172:  Myślisz, że możesz mnie załatwić?
1172:  Chodź, zrób to!
1181:  Ok, interesujące rzeczy tu się dzieją.
1192:  Bardzo interesujące rzeczy tu się dzieją.
1197:  Kusza usypiająca by się przydała, tak, ale mamy bardzo mało strzałek, niestety.
1226:  Tak, koniec, jak się zaczynało, widmo na entzmów, pisze Tomasz.
1231:  Tego nie znam.
1233:  Tego nie znam.
1233:  Tomaszu, dziękuję ci serdecznie za trybut.
1235:  Powinniśmy wybrać jakieś imię dla jamnika maskotki.
1237:  Jakiego jamnika maskotki, Marcejo?
1243:  Pałko się nie da, moi drodzy, obijać mord, niestety.
1245:  Przeczytamy F i w momencie animacji naciśnie LPM, tak?
1259:  Chyba nie.
1262:  Z uporem maniaka wyciąga miecz.
1263:  Nieważne.
1265:  Wytrzymamy to jakoś.
1271:  Tak.
1271:  Wszystkie misje poboczne, wszystkie runy i amulety.
1273:  Ja gram maksymalistycznie w Dishonored.
1276:  Jak amunicja wejdzie, to LPM?
1280:  Tak też zrobiłem.
1283:  Nope, nie działa.
1286:  To też może być wina tego, że jak zawsze pozmieniałem troszeczkę klawiszologię.
1293:  Okej.
1295:  Na razie doktor Galwani.
1298:  nas interesuje.
1306:  Zobaczmy, gdzie nas kieruje serduszko.
1308:  Kościany amulet, mnóstwo kościanych amuletów.
1315:  Kto jest runą?
1318:  Kapralu Mideus, znaleźliśmy tę dziwną runę przy kobiecie, która sprzedawała ciastka na ulicy.
1321:  Nie ma pewności, jak zmarła, ale ponieważ ta rzecz wygląda na jakiś zabobon, odłożyliśmy ją dla rewidentów.
1325:  Po zakończeniu waszej zmiany zabierzcie do wywozu, czy cokolwiek z nimi zrobicie.
1329:  Nie zapomnijcie.
1330:  Haha, haha, haha, nie zapomnijcie.
1334:  Podpalony Krzysztofie, Podpalony Mateuszu, witam jako dezerter z polonistyki.
1337:  Jedyną i słuszną drogą jest wuchana AGH.
1340:  Tak, na pewno to jest słuszniejsza droga niż polonistyka.
1345:  Cieszę się, Kamilu, że to twoja ulubiona gra.
1346:  Nie da się schować miecza przy używaniu magii, albo obie dłonie, albo żadna.
1349:  Widzicie, Marceja nas naprowadziła.
1353:  Gram, żeby mieć pozor bez wykrycia.
1354:  Takie jest założenie.
1355:  Takie jest założenie, moi drodzy.
1357:  Czyje to serduszko?
1358:  To jest spoiler, Kasiałkę, ale ja zdradzę oficjalnie, tak w 100% oficjalnie, bo już rozmawialiśmy o tym trochę podczas streamu wośpowego, jak dotrzemy do jednej lokacji w zamku.
1385:  Przy wciśnięciu mignięcia jest to samo Samuit, niestety, co przy lewej myszy.
1393:  Teraz wciskam F i jest mignięcie.
1396:  O, działa!
1397:  Sorry, sorry, działa, działa, działa.
1399:  O, wreszcie!
1402:  Dobra.
1403:  I teraz tak, musimy się przemieścić do mieszkania doktora Galwaniego i żebym ja pamiętał, gdzie ono jest.
1407:  Tutaj jest.
1410:  Ruszamy.
1412:  Ale jeszcze by wypadało serduszko.
1414:  A, przy serduszku jest... O Boże, drogi.
1423:  Chaty nigdy nie kłamią.
1425:  Tak, ale teraz jak będziemy wyciągać serce, to za każdą razę będzie wyciągany mierzeń, więc już sobie daję z tym spokój.
1430:  Jakie było moje największe kulturowe zaskoczenie w historii, że oczekiwałem czegoś bardzo słabego i dostałem coś na drugim biegunie jakości?
1438:  Chyba nie miałem takiej sytuacji, bo...
1442:  Albo wiecie, co miałem?
1443:  Nie no, miałem, miałem, głupoty gadam, chyba cyberpunk.
1446:  Ja wtedy, ja naprawdę oczekiwałem, że to będzie rewelacyjne.
1449:  Tak w stu procentach i absolutnie.
1452:  Dobra, myślicie, że jesteśmy w stanie wyeliminować tych strażników tutaj?
1456:  Myślę, że od tamtego trzeba zacząć.
1464:  Dobra.
1465:  Tu jest będzie mieszkanie doktora Galwaniego, tak, do niego pójdziemy potem.
1471:  The golden cat, the finest ladies in all the isles.
1477:  To już wiemy, gdzie by się znalazł rozmówca Stanowskiego, który jest teraz o zgrozo na karcie 1 na czasie na YouTubie.
1485:  Podpalony Julio, witamy serdecznie.
1488:  Mam możliwość zrobić omówienie wybranej gry na lekcji polskiego, pisze, siedzę tutaj, tylko nie wiem do końca, jak zrobić to dobrze.
1493:  Czy mógłbym powiedzieć, rzucić kilka pomysłów?
1495:  Mój sposób jest następujący, mieć parę dobrze nagranych scen z gry, jeżeli masz możliwość, to nagraj sam najlepiej i wrzucić je na prezentację.
1506:  Po prostu, dowolną.
1508:  No Canva przyjmuje to chyba w wersji premium, ale nawet w PowerPoint'cie to jest odbity, tylko potem na to dać jakieś fajne, fajną amplę, to znaczy półprzeźroczysty prostokąt, jakiś napis, żeby ta prezentacja też była komunikatywna.
1520:  Można też zrobić omówienie interfejsu gry.
1523:  i pokazać, że jest to znaczące i skupić się na takich elementach, których nie ma w innych mediach.
1527:  To znaczy nie koncentrować się na gameplayu i mówić o, a tu możemy zabić tego, a tu możemy zrobić to, ponieważ to się wpisuje w stereotyp mówienia o grach komputerowych.
1536:  Raczej bym się skupił na historii i konstrukcji świata.
1539:  I pokazał takie nieoczywiste rzeczy.
1541:  Przykład z Dishonored, teraz na żywo, co on zrobił?
1543:  Znalazłem w internecie ten plakat, The Golden Cat, i pokazał, że w grze wideo są tego rodzaju dzieła sztuki.
1549:  Albo zastanowił się nad tym, jaka jest architektura tego świata, nie?
1553:  Ona jest trochę neowiktoriańska, są tutaj kamienice, wiadomo, że to jest świat postindustrialny, w którym była rewolucja przemysłowa, inaczej niż w typowym świecie fantasy.
1561:  I już mamy temat na slajd, nie?
1563:  Dotyczący architektury.
1567:  A równocześnie mógłbym mówić, bo ja tutaj mogę skoczyć, tak?
1570:  No tak, można skoczyć, bo to jest mechanika, ale to jest mniej więcej tak, aby mieć książkę przed sobą i ło, bo można przewracać kartki, słuchajcie, można czytać, nie?
1579:  Mówienie o gameplayu nie jest interesujące dla ludzi z zewnątrz.
1582:  Czy dokrywamy Portal 1 i 2?
1583:  Oczywiście, obydwa.
1587:  owocnego duszenia.
1587:  Dzięki, Ainz.
1588:  Dzięki serdecznie.
1589:  Nic się nie ominęło, Julio.
1590:  Dopiero zaczynamy.
1591:  Mamy znaleźć mieszkanie doktora Galwaniego i tam się będziemy teleportować za moment, ale w tak zwanym międzyczasie plan jest taki, żeby wszystkich wyeliminować, którzy tutaj nam zagrażają.
1601:  A także tych, którzy nam nie zagrażają, ponieważ... ponieważ czemu nie?
1605:  I teraz tak.
1607:  Spójrzmy.
1608:  Jest dwóch strażników.
1610:  Chyba.
1612:  Tak, jest dwóch strażników.
1613:  Musimy poczekać, aż ten przejdzie tutaj.
1616:  Nie, jest trzech.
1620:  Komiksy z Dishonored?
1621:  O Jezu, nie wiedziałem, że są.
1623:  Zasądzę o nowym uświadczeniu UJ, które się wypiło na doktoranta za żart, a bronią homoficzny wykładowczyni.
1628:  A to nie było... To nie jest stara sytuacja Grabka.
1632:  Możesz podrzucić linka na Discordzie w edukacji.
1635:  Będę wdzięczny i oznaczyć mnie bezwzględnie.
1637:  Witamy Helenę na czatach.
1644:  Gdzie jest ten strażnik, którego ja tutaj chcę przydybać?
1648:  On powinien tutaj przyjść wkrótce.
1654:  Właśnie też nie wiedziałem tu, patrz, że są komiksy z Disney... O, o, o, tu zdąża.
1658:  Zdumiany jestem kompletnie.
1664:  No miała ta rozmowa Stanowskiego miejsce, miała dzień wcześniej Nerdolo niestety i też uważam, że nie powinno się dawać już takiemu człowiekowi absolutnie forum, bo zwariował już do szczęku.
1685:  Tutaj sobie odpocznij.
1687:  Dobry strażnik!
1697:  Uuu, dużo strażników jest tutaj.
1703:  Okej.
1707:  Dobrze, to tego wyeliminujemy z tamtej strony.
1709:  Obawiam się, że tego nie będziemy mogli wyeliminować na razie.
1712:  Dobra, czy jest tutaj coś do zrobienia jeszcze?
1716:  Aha, tak.
1718:  Ale wszystkie amulety są raczej w tamtej sekcji.
1722:  Tam mamy jeszcze jednego strażnika do zakaputowania.
1729:  Nie wiem, czy jest takie słowo.
1732:  Widzę, że zawitałeś do uniwersum Wrocław nocą.
1734:  Czym Wrocław?
1738:  W dwójce można nie przyjąć znamienia Outsidera, a to jest prawda akurat.
1741:  Ja tego nigdy oczywiście nie robiłem, ponieważ kto by nie przyjmował magii?
1747:  O, graczu, masz możliwość bycia w świecie, który jest dokładnie taki sam jak ten, który znasz.
1752:  Albo używania magii.
1754:  Nie wiem, co wybrać.
1756:  Tę ścianę świata można od drugiej strony wziąć.
1757:  Można, można, ale nie chcemy zabijać, a dopiero potem będziemy zabijać.
1762:  W drugiej części sobie będziemy zabijać, bo druga część jest radośniejsza do zabijania, mam wrażenie.
1767:  Okej.
1778:  Co ciekawe, można się również chyba teleportować z ciałem, ale nie pamiętam tego do końca.
1785:  Dobra.
1788:  Tutaj coś się dzieje.
1790:  Okej, tu jest przejście na plac Holdera, tam gdzie musimy iść w głównej misji.
1796:  Kto by nie przyjmował magii?
1797:  Chaty, bluźnicie.
1798:  Ja rozumiem, że są różne style z gry.
1801:  Rozumiem, ale bez przesady.
1803:  Czy można napisać do mnie literaturę dotyczącą światotwórstwa?
1805:  Tak, na Discordzie.
1806:  Na Discordzie.
1807:  Sa dre per pan.
1809:  Fuck, żeby nie zobaczył tamtego ciała.
1819:  Zobaczył to ciało.
1824:  To już nie mamy ducha.
1832:  Duch jest trudny.
1836:  Duch jest trudny.
1837:  Dobra.
1843:  Jestem tolerancyjny jak mogę, ale jak to bez magii, prawda?
1846:  Ja myślę, że z serca dobywa się głos czułego narratora!
1851:  Hahaha!
1866:  Mmm, klucze elektryczne.
1867:  Wyłączę urządzenia ochronne.
1869:  A, okej, ale tego nie zrobimy, ponieważ to zabija.
1877:  Dobrze wiecie, że w którymś momencie ja się i tak zniecierpliwię i stwierdzę, nie, zabijamy!
1883:  Ja szczerze powiedziawszy widzę uzasadnienie właśnie w dwójce jednak mimo wszystko dla wysokiego chaosu, bo Corvo faktycznie mógłby wpaść w killing spree po tym jak stracił, nie dość, że cesarzował wcześniej, to potem Emilie.
1914:  No Mateusz Szczukiewicz wygrał czułym narratorem, absolutnie.
1917:  Wspaniałe.
1920:  Wspaniałe.
1922:  Martwi mnie tylko to, że nie mamy już przejścia ducha, ale nie można mieć wszystkiego.
1928:  Tak samo chyba nie można też wejść na to drzewo.
1931:  Można wejść na to drzewo.
1936:  Okej.
1940:  Dzięki za link, Grabka.
1944:  Słyszałeś, że Morris został zablokowany przez obywateli?
1947:  To mała magia.
1949:  Zabłokuj kogoś innego.
1968:  O!
1969:  Michał Wrona pisze, że z ciekawostek w paru misjach rozglądając się po dachach można zauważyć obserwującego nas odmieńca.
1974:  Nie wiedziałem tego.
1978:  Uuu... Czy ogłuszeni wrogowie mogą odzyskać przytomność na czas trwania misji?
1982:  Mogą, tylko jeżeli zostaną przebudzeni przez kogokolwiek.
1986:  Tyvian Burial-Earns.
1991:  O tak!
1992:  Nie!
1997:  Mamy problem.
1998:  Mamy duży problem.
2015:  Nie widziałem, że można zobaczyć odmieńce.
2017:  Teraz czaty rozglądamy się za odmieńcem na dachach.
2023:  Dobra, trzeba też zażyć miksturkę zdrowia.
2026:  Miksturka zdrowia to jest eliksir sokołowa, nawiasem mówiąc, czyli dokładnie ten sam, który jest uznawany za lekarstwo na szczurzą plagę.
2034:  Uuu, tu jest kościany amulet.
2036:  Uuu, tu jest kościany amulet.
2037:  Uuu, uuu, uuu.
2042:  Dużo kościanych amuletów.
2043:  Chcemy kościane amulety.
2044:  Do it!
2045:  No no, stupid god damn.
2059:  Ruszamy.
2069:  Szczurze wnętrzności.
2071:  Wspaniałości.
2074:  Okej.
2079:  Tu jest dużo czytania.
2080:  Przez ponad rok studiowałem tę przeklętą zarazę, zbierając szczury i przeprowadzając ich sekcję tysiącami.
2086:  Biorąc pod uwagę krótki okres ciąży i dojrzewania płciowego szczurów, możliwe jest prowadzenie ich hodowli przez wiele pokoleń.
2092:  Same gryzonie wydają się odporne na zarazę, ale łatwo ją przekazują między członkami własnego gatunku, być może za pośrednictwem roztoczy.
2098:  Krew szczurów odpowiada swoją własną historią, umożliwiając mi zmierzenie liczby pokoleń, jaką dana grupa szczurów przeżyła wraz z zarazą.
2104:  W związku z tym pozostaje naglące pytanie.
2106:  Szczury zebrane w najbiedniejszej części miasta, w slumsach, wykazują oznaki najstarszych szczepów zarazy.
2112:  Tymczasem te znalezione w pobliżu doków, w miejscu gdzie obcy przenoszący zarazy szczury mogłyby dostać się do naszego miasta, odznaczają się
2118:  młodszym szczepem zarazy.
2119:  Czy to oznacza, że szczury zostały przeniesione do Stampsów w jakiś nieoczywisty sposób?
2122:  Będę kontynuował moje badania.
2124:  W każdym razie jestem żywym.
2125:  Hehe, póki co dowodem, że eliksir sokułowy oraz remedium Piero są bardzo skuteczne w ochronie przed zarazą, o ile spożywa się ich wystarczającą ilość.
2133:  Dzięki Julku na wsparcie od trzech miesięcy.
2135:  W Gizono 2 jest nawiązanie do Warszawy.
2137:  Mieszkanie dwa razy sześć.
2138:  Naprawdę?
2140:  Nie wiedziałem.
2141:  Ten zostalka, że nie znam.
2143:  Adam Bieszk wraca po sesji z przerażonej ilością rzeczy, która go ominęła.
2146:  Nie bądź...
2148:  Spokojnie, wszystko jest zawsze do nadrobienia.
2152:  Chociaż w tej jednej części naszego życia nie miejmy takiego stosunku, że trzeba wszystko nadrobić, stracony czas.
2162:  Spokojnie, spokojnie.
2165:  Ponieszkoła.
