🔴 Nowa beznadzieja | JEDI: FALLEN ORDER Livestream #5 (+BONUS: THE STANLEY PARABLE)
🔗 https://www.youtube.com/watch?v=2s81dGYEJ6s

34:  KONIEC
408:  Witaj, Joe W. Swoją drogą, u Dominiki na Czerwiu Fantastycznym możecie zobaczyć fajny film na temat szarmierki, a jak już jesteśmy przy polecajkach filmowych, to polecam wam serdecznie dzisiaj na kanale Pop Culture Detective, który ma słabsze i lepsze momenty, okej?
425:  To znaczy czasem
426:  Bywało tak, że łapałem Pop Culture Detective na manipulacjach, tego nie lubimy, to się zdarzyło raz, opowiadałem wam o tym w bardzo dobrej poza tym analizie feministycznej, między innymi Tronu Legacy, ale niestety ja znam Tron Legacy na pamięć, tak!
444:  I tam złapałem na jednym przekłamaniu.
445:  Ale Marvel's Defenders of Status Quo jest świetny.
450:  To jest film w zasadzie o tym, że w Marvelu tak naprawdę rację mają wyłącznie antagoniści.
455:  Heh!
456:  I to jest prawda.
457:  Politycznie przynajmniej.
460:  Aktor Adara odszedł z Rings of Power.
462:  To jest piękne, jak ten serial się rozsypuje w drobny mak i w drabiezgi.
468:  Zobaczcie peryferal!
471:  Ja wiem, że była recenzja i trąbie o tym serialu, ale zobaczcie peryferal.
475:  Znakomita rzecz.
476:  W odróżnieniu od Rings of Power.
479:  Trzeba promować dobre seriale na Amazonie.
482:  Co uważam o ekstensie Dukaja.
483:  Wpieprzyłem się w recenzję na jeden przedmiot.
486:  Ubolewa bardzo złośliwy człowiek.
487:  No faktycznie się wpieprzyłeś.
488:  To jest zabawne, bo to jest jedna z krótszych powieści Dukaja, a najsłabiej mi siadła.
494:  Nie ma sensu grać w Neera, jeżeli ma się ramiona przejść tylko raz, a już mamy precedens przechodzenia dwa razy mojej mili gry na streamie i tu przypominam, było to przy Detroit Become Human.
504:  Oficjalnie chyba najczęściej oglądany zapis streamu na kanale i żeby było śmieszniej, wcale mniejszej widowni nie było podczas tego naszego drugiego przejścia, na tyle ta gra jest dobrze zaprojektowana od strony narracyjnej.
517:  Stanley Parable to swoją drogą.
520:  Idealnie trafiłem na stream.
521:  Cześć ForthSoul, cześć, cześć.
524:  Pipin z trylogii podobno kocha ten serial, pisze My Lady Witch.
527:  Duży ludzi podobno kocha ten serial.
528:  Myślę, że stopień prawdopodobieństwa jest wprost proporcjonalny do garzy, które otrzymali od Amazonu w ramach marketingu kreatywnego.
537:  Jakub Olfier, dzięki za wsparcie od trzech miesięcy.
538:  Jamnikowego powrotu do zdrowia.
540:  Update z powrotem do zdrowia jest taki, że tu się nie prędko uda.
545:  Niestety.
547:  WSPGN pisze, że jest załamany przez ostatnie dni, nie dostałem stypendium, bo spadłem z ostatniego miejsca przez osobę, która gra w futbol.
553:  Silni sportowcy plus 10 punktów dla Gryffindoru.
556:  Ja nawet nie będę już wspominał o tym, a bardzo mnie rozindyczało to, że w ramach stypendiów naukowych liczyły się osiągnięcia sportowe.
563:  To jest dla mnie niepojęte kompletnie.
566:  Szymon pozdrawia z nadpisania pracy inżynierskiej.
569:  Tu są kciuki, tu są trzymane.
571:  O Death Stranding to też jest gra do ogrania.
573:  My tu gadu gadu, my tu pierdu śmierdu, co jest incydentalnie zgodne z moim stanem zdrowia, a tutaj trzeba tymczasem kontynuować naszą podróż.
584:  Właśnie bardzo mnie rozbawiło na Twitterze Marcus Brownlee, czyli topowy YouTuber, który jest zresztą autorem kanału MKBHD, to jest jeden z najlepiej technicznych, znaczy najlepiej przygotowanych od strony technicznej kanałów na YouTubie, recenzencki, bardzo dobre recenzje swoją drogą.
605:  Więc zdradził, że ma 28 lat.
607:  I wpadłem w smutek.
614:  Na co Harris Heller mu napisał?
615:  Nie no, spoko, spoko.
616:  Przyjemności zaczynają się po trzydziestce.
620:  A ja odpisałem Harrisowi, że... Tak, zwłaszcza przy kolonoskopii.
626:  Czy przechodzę na Mastodona?
628:  Nie.
628:  Mastodon to jest nędzna podróbka Discorda.
630:  Nie ma nic wspólnego z Twitterem.
637:  MagdaM1, witamy w gronie Trybutariusz, dzięki za dołączenie.
645:  Więc zobaczymy.
645:  Ewidentnie Haris jeszcze nie przechodził tego rodzaju przygód.
650:  A Harry Skeller, jak nie znacie, to z kolei jest człowiek, od którego ja się wszystkiego nauczyłem odnośnie do streamowania, sprzętu i tak dalej, prowadzi kanał Senpai Gaming.
659:  Dziś nie może być Lifthangera, postaramy się.
661:  Ostatnim razem dla tych z was, którzy nie wiedzą o co chodzi, weszliśmy do tej kuli szpieguli, jesteśmy wewnątrz niej, tutaj nasz rudy Jamnestis, który jest jamnikiem pośród Jedi i Jediem pośród jamników.
672:  trafił przed takie dziwne drzwi, które wyglądały jak gigantyczna wirówka.
676:  Zauważyłem, że w Jedi Fallen Order jest dużo wirówek.
679:  Przypuszczalnie ta prastara cywilizacja, może to było odwieczne imperium, kto wie, jedna z moich ulubionych prastarych cywilizacji, czy wieczne imperium, w zależności jak tłumaczyć, w świecie, no w galaktyce Jedi, on nie ma swojej nazwy tak swoją drogą, ewidentnie mieli jakiegoś feblika w stosunku do dużych wirówek.
699:  Krzysztof pamięta, co było ostatnio.
700:  Tak, tak mnie straumatyzowało to, że przez swój nadwątlony stan zdrowia muszę urywać po jakichś śmiesznych 4 godzinach live'a.
709:  To jest skandal.
711:  Co to są 4 godziny?
712:  Co to są 4 godziny na grę?
714:  Co to jest 8 godzin na gry w ciągu tygodnia?
719:  Julko, proszę mi się tutaj nie krzywić na Star Warsy.
722:  Można się krzywić tylko na Andorra.
724:  Będę was trollował z Andorrem jeszcze.
728:  Dobrze, zobaczymy, co tu się dzieje.
731:  Poza tym, że to jest najgorsze odbicie lustrzane.
733:  Takie odbicie lustrzane mieli starożytni Rzemianie, którzy się przeglądali w ceramicznych misach, ponieważ nie mieli luster.
741:  To jest odległa galaktyka.
742:  Ja słyszałem w wersji, że Galaktyka Jedi... Możecie mi powiedzieć, co to jest?
746:  To są... Przepraszam bardzo, dlaczego tu jest Skaramuz z Genshin Impact?
752:  Dlaczego tu jest Skaramuż?
754:  Względnie łowca nagród ze Star Warsów, którego nazwiska nigdy nie pamiętam.
758:  Myślicie, że możemy tu spaść?
760:  Tak sądziłem.
761:  Just checking, just checking, just checking.
765:  ...rekord na naszą cywilizację, dla tych, którzy się za nimi podążą.
768:  To jest niebezpieczeństwo i technologiczne osiągnięcie.
776:  Pracujemy z ekstinkcją.
781:  To movie!
783:  To movie!
795:  Julek, dzięki za trybut.
796:  Mam za sobą pierwszy mecz Warhammera, Age of Sigma.
799:  Kazali mi rzucać piętnastoma kośćmi.
802:  By the way, mówiłem, że to jest mecz w najmniejszej możliwej skali.
805:  No i co, jak Age of Sigma wypada w figurkowej wersji?
809:  Bo lore'owo jest strasznie krytykowany.
813:  To jest duży posąg, ale wygląda jak proteinin, nie?
816:  Z Mass Effecta.
818:  Jamnik joda.
819:  Ale coś tu poszło mocno nie tak.
822:  Zauważcie, ja wiem o co chodzi.
824:  Ja już rozumiem.
825:  Pamiętacie te kule szpiegule, które mieliśmy?
828:  To jest człowiek, który albo obcej rasy przedstawiciel, ksenomorf jakiś, który...
835:  został uwięziony w wiecznej pętli perpetuum debile i to był moment, w którym pół leżąc już mówił litości, oszczędźcie mnie i został zamieniony w kamień, ponieważ wpatrywał się w bazyliszka.
850:  Tam jest bazylisz, ja wszystko już rozumiem.
854:  To ma głęboki sens.
857:  Julka powiedziała that's what she said.
860:  Poproszę o bąka dla moderatorki.
864:  Dla tych z was, którzy oglądają i nie macie zielonego pojęcia, o jakie bąki chodzi, powiadam, chodzi o emoji specjalną zaprojektowaną przez Dominikę Jamnik, o twórczynie Klimczak, którą teraz prawdopodobnie będziecie mogli zobaczyć na zapisie czatu.
878:  To jest emoji, w której Jamnik wali się gigantycznym kijem bejsbolowym w ryj.
883:  To jest wspaniałe.
885:  Absolutnie wspaniałe.
887:  EA nie potrafiło zaprojektować nowego kosmity, więc ściągnęli z Mass Effecta.
891:  To wygląda jak coś, co mogłoby zrobić EA.
894:  Co Krzysztof widziałeś ze Skaramuszem?
896:  A zacząłem oglądać znowu Tectona.
897:  Mi się nudziło strasznie.
901:  Remake Wiedźmina.
903:  Serenox, on będzie tak późno, że jeszcze zdążymy o tym pogadać jakieś 15 milionów razy, bo to jest projekt, który jest przewidziany po Wiedźminie 4.
913:  Więc co?
919:  O, żeby to była prawda w odniesieniu do nauczycieli.
927:  Rozwalić ich mocą?
934:  Nie chwaląc się, ale bez mocy potrafiłbym pierdnąć bardziej żwawo i jurnie, niż to, co Jamnestis potrafi zrobić ze swoją szmocą litości.
947:  Remake Cyberpunka Game of the Year Edition.
949:  Nie wierzę, że to będzie remake.
950:  Uważam, że to będzie po prostu wersja z dodatkowym Delce.
953:  Zadziałało, no w sumie tak.
957:  Nie wytrzymam z tymi emotkami na YouTubie i ucinaniem wiadomości.
959:  W SPGN musisz stać i wszyscy z was, którzy się z tym borykają, spacje po emotce na końcu.
966:  Dlaczego używam Arda w tej grze, nie lepiej Igni?
969:  Grabisz sobie, Time Looter, grabisz sobie.
970:  Muszę im nauczyć się sposobów siły.
972:  Będziemy zacząć z fizycznej przygotowania.
983:  Tyle zachodu o kostkę Rubika?
990:  Eee... What has transpired here?
993:  Eee... Dało mi się wyekstrahować do it, ale nie brzmi to zbyt dobrze.
1013:  Chyba muszę... Chyba muszę więcej... Więcej z dźwięku wziąć.
1020:  Bo to brzmi tak, jakby Palpatine się zakrztusił pastylką na... Na rozstrój żołądka.
1034:  Jaki fail!
1036:  Trzeba było sprawdzić... A dlaczego kostka... A co się stało z tymi Jediami?
1043:  Co się dzieje w tej grze?
1048:  Palpatine miał self choke'a, tak.
1052:  To jest... Widzicie, to jest BDSM w świecie Star Warsów.
1055:  BDSM i masturbacja jednocześnie.
1058:  To jest... Ej, to jest ciekawe.
1060:  Jeżeli Jedi sam się dławi mocą, to czy już nie jest to masturbacja, czy jeszcze nie jest to BDSM?
1072:  To jest pytanie!
1074:  To jest... Meditate on this, I will.
1080:  To wygląda w ogóle jak domena Outsidera z Dishonored.
1089:  To już przestaje szycić z Jediów.
1097:  Okej, nagle wspinamy się po czymś...
1101:  Po czym nie mamy prawa się schować.
1104:  Ok, instynktownie omijam to co czerwone.
1111:  Myślę, że to niedobrze, że przenikamy przez padałano.
1123:  Ok.
1124:  Nie rozumiem nic co tutaj się dzieje.
1129:  Mega Foka przybyła, by podziwiać rudziznę Jedi'a.
1132:  Tak jest.
1133:  To jest swoją drogą jeden z nielicznych przypadków gry, w której faktycznie mamy rudego bohatera.
1141:  Przed live'em skończyłem w końcu grę o tron, pisze Jan Guzek.
1144:  Tak, całą serię mimo ostrzeżeń i unpopular opinion, koniec mi się podobał.
1148:  Wiecie, to jest ciekawe, bo bardzo jest możliwe to, że jeżeli się to binge'uje od początku,
1154:  i nie śledzi się cały czas tego hype'u, to faktycznie można mieć inny odbiór.
1159:  Nie pomyślałem o tym.
1164:  Dyskryminacja rudzielców w branży gier.
1166:  Oczywiście, że tak.
1170:  Ja znam jedną postać, która jest ruda w ogóle fantazy.
1173:  Jest to Mag Kwote z książki, którą zawsze będę Wam polecał, to znaczy Imię Wiatru i Strach Mędrca.
1182:  Dobrze, to był rozkaz 66, ewidentnie.
1185:  Ej, ej, ej.
1186:  A, okej.
1188:  Już widzę, co tu się dzieje.
1191:  Ja też, Martyno, nie ogarniam, co tu się dzieje, dlatego też wyjmiemy Miecz Świetlny.
1194:  Wyjęcie Miecza Świetlnego sprawia, że automatycznie wszystko zaczyna się ogarniać.
1203:  Triss z Wiedźmina nie jest ruda, no ale nie jest głównobohaterką, nie?
1207:  Bohaterów tła rudych to będzie w cholerę.
1213:  To przyszłość mówicie, a nie przeszłość?
1216:  Nie?
1224:  No proszę bardzo.
1224:  Myśmy myśleli, że Kylo Ren tylko tak potrafi.
1227:  Lech Kylo Ren.
1230:  Nefkl38x pyta, co sądzę o Sezonie Burzy.
1232:  Zacząłem czytać i dostałem mdłości na momencie z eksperymentami.
1235:  Nie będę kontynuować.
1235:  To jest jedna z najgorszych powieści Sapkowskiego.
1238:  Tomek Majkowski kiedyś, to jest autorem książki...
1243:  W cieniu białego drzewa.
1244:  To jest jedna z nielicznych historii gatunku fantasy wydanych w Polsce.
1248:  Powiedział, że to jest powieść, której nie było i mogłoby nie być.
1250:  W 100% się zgadzam.
1253:  Przyszłość jest to młode padawanie, pisze Tarael.
1257:  Okej.
1258:  Aloj jest ruda z Horizona, pisze Stefan Skywalker.
1260:  Faktycznie.
1262:  I stand corrected.
1263:  Z Horizona fajnie byłoby zagrać tak swoją drogą, ale muszę mieć lepszy sprzęt do Horizona, bo nie ma sensu grać w Horizona na średnich detalach.
1273:  Ech, to się źle skończy.
1295:  No przepraszam, to co ja mam innego zrobić?
1301:  No przepraszam, co ja mam zrobić?
1303:  Może się tutaj należy wspiąć.
1311:  Kerrigan ze StarCrafta też była ruda.
1313:  No tak, ale postacie tła to tak, wiadomo, ma sprawa.
1317:  No naprawdę, Julka, nie mam zielonego pojęcia!
1320:  Jak to w drugą stronę?
1321:  Co wy mówicie?
1322:  W stronę tej wielkiej wieży, która się pojawiła znikąd?
1325:  Swoją drogą, a propos wielkiej wieży, która się pojawiła znikąd, jest na Netflixie film, który się nazywa Łowca Potworów czy Łowcy Potworów.
1331:  Obejrzałem go, żebyście wy nie musieli.
1334:  Jest to tragiczna rzecz z Milo Ujowowicz, ale tragicznie głupia i dobrze się to oglądało.
1339:  I cała fabuła filmu polega na tym, że zaczyna się od tego, że statek halsuje po wydmach, tak, po wydmach, napieprzając ze wszystkich dział do gigantycznego...
1349:  diabloidalnego potwora, po czym ucina fabułę i mamę Milejowowicz na Hamwim, jadącą z oddziałem żołnierzy amerykańskich, bo wiadomo, dobrzy żołnierze, w stronę dziwnego Menhira, który jest obyliskiem.
1363:  Jak dojeżdżają do dziwnego Menhira, który jest obyliskiem, teleportuje ich do miejsca, w którym statki halusują po wydmach i okazuje się, że ich broń, która jest amerykańska i najlepsza, tam jakimś sposobem nie działa.
1374:  W związku z powyższym,
1376:  Cały oddział zostaje wybity i naturalnie atakuje ich pająki, ponieważ zawsze muszą to być pająki, ale w końcu Mila Jovovich, która oczywiście przeżyła, zadzierzga sojusz z ludźmi halusującymi po wydmach i wspólnie zdążają do Menhira.
1389:  Co ciekawe, w ciągu całego filmu na dwóch planach czasoprzestrzennych nikomu nie udaje się dotrzeć do Menhira.
1396:  Wybitne!
1397:  Absolutnie wybitne!
1400:  Wymień... Dobry film z Milo Jovovich.
1402:  No dobra, okej.
1403:  Ale powiedzmy, że pierwszy Resident, tak?
1409:  Nie wiem, dlaczego zawsze to są pająki.
1411:  Nie mam zielonego pojęcia.
1413:  Widzę, że czaty widziały, tak.
1415:  O czym to było?
1416:  No jak to co?
1417:  No o zdążaniu do Menhira i łowieniu potworów.
1422:  Czy chciałbym serial o Yamnestisie?
1427:  Tak, byleby tego nie robił Amazon, Netflix, boże HBO najlepiej.
1432:  Okej.
1434:  Czy to jest bezpieczne miejsce do skoku?
1438:  Nie, nie oszukujmy się, żadne miejsce nie jest bezpieczne do skoku.
1443:  Cześć.
1448:  Piąty element był z Milo Jovovich, racja.
1451:  Co?
1451:  Co?
1452:  Nie klękaj!
1455:  You shall not kneel!
1459:  Czy zamierzam oglądać serialową kontynuację Willow?
1461:  Nawet już obejrzałem dwa pierwsze odcinki.
1463:  No jest tak średnio, powiem wam.
1466:  Znaczy, nie chcę na razie nic mówić, zobaczmy, jak się rozwinie, ale podchodzę do tego serialu z nastawieniem następującym.
1472:  To będzie w stylu serialu Mroczny Rycerz z lat 90., którego antagonistą... którego antagonista był tak leniwie napisany, że nazywał się Mordor,
1482:  i będzie coś w stylu Xeny i będzie jechało na nostalgię względem Willow.
1486:  Więc na razie nie jestem rozczarowany, ale biorąc pod uwagę moje wstępne oczekiwania... No właśnie.
1499:  Dzień dobry.
1501:  Nie wiem, jesteście kaszojadami, I don't care.
1504:  Gdzie są jacyś dorośli Jedi?
1506:  Gdzie są jacyś dorośli Jedi, których możemy albo nawrócić na ciemną stronę, albo zabić i nauczyć się wszystkiego, co wiedzą.
1516:  Oni myślą naiwnie, że wyciągną coś z kaszojadów.
1519:  Nie wyciągną.
1522:  Jedna z ciekawszych scen w tej grze, bardzo ważna fabularnie.
1526:  Bez niej zakończenie jest niezrozumiałe.
1527:  Aha, super.
1531:  Fantastycznie, czuję się znowu jak w Elden Ringu.
1539:  Właściwy f**k. Przez moment był czerwony!
1552:  On jest czerwony!
1556:  Czerwona strona jest drogą do wielu umiejętności, które są uważane za niebezpieczne.
1575:  Tak!
1576:  Nareszcie!
1577:  Nareszcie potęga!
1580:  Nareszcie!
1584:  Czemu tak nie może być cały czas?
1588:  Musimy się tym nacieszyć.
1589:  Będziemy szli bardzo wolno.
1591:  Będziemy szli dokładnie tak, jak przy Escort Questie w dowolnej grze, która nie jest Wiedźminem III.
1596:  Bardzo, bardzo powoli.
1599:  Ooo, wszystkie machnięcia i ciachnięcia wykorzystamy.
1604:  Ooo, tak!
1608:  Wiecie, wy jeszcze pytacie, kim będziemy grać w Hogwarts Legacy?
1612:  Wy jeszcze, jeszcze pytacie.
1614:  A!
1615:  Racja!
1618:  Racja!
1624:  Tak, tak!
1644:  Dobrze, powiedzcie mi, że ta sekwencja będzie bardzo długa.
1648:  I am all the Sith!
1655:  Tak, to ty!
1656:  Embrace that.
1731:  Bez sensu.
1733:  Bez sensu, no bez se... Bez se... Bez sensu!
1744:  Co się cieszysz, BD-1?
1746:  Nie ma się co cieszyć!
1753:  Chcecie takie lustro?
1755:  Chcecie pęknięte lustro, naprawdę?
1758:  Jakoś tutaj taka lampa?
1760:  Większa kosztuje jakieś sześć stówek chyba, mniejsza cztery, coś takiego.
1766:  One są sprowadzane z zagranicy, więc oczywiście wszystko kosztuje miliony monet.
1772:  Natomiast nie dorobiłem się jeszcze takich lampek, w sensie z góry można je sterować aplikacją.
1779:  Co się pobawiłem, to moje.
1780:  Tak, bardzo długo się pobawiłem.
1783:  Czyli już wiemy, ta świątynia jest poświęcona debilom, którzy odrzucają jedyną właściwą ścieżkę transcendencji.
1793:  Widzę, że podobały Ci się wybory fabularne, a nie chwila.
1796:  A, świetnie.
1797:  I to wszystko po jedną kostkę Rubika.
1800:  Nigdy nie ułożyłem kostki Rubika, wyłączając ten jeden moment, kiedy zdarłem wszystkie naklejki i nalepiłem je w taki sposób, żeby były odpowiednio kolorystyczne, bo przeszkadzało mi bardzo to, że na początku one są pomieszane.
1814:  Więc stwierdziłem, że zanim zacznę się bawić kostką Rubika, to przylepię to wszystko we właściwej strony.
1819:  A potem się dowiedziałem...
1822:  że już w sumie nie muszę układać kostki Rubika.
1826:  Gry planszowe i inne są super.
1836:  Co za emocje.
1838:  Złe uczucie, że Cię tu widzę.
1842:  O, jak nienawidziany jesteś.
1843:  Tutaj myślałam, że twoja najwyższa wersja była twoja przerażona persystyzm, kiedy wstąpiłeś od moich cnót do następnego.
1849:  Wydaje mi się, że zrobiłeś błąd i nie zabiłeś mnie na bramce.
1853:  Niech Bóg mi pomoże.
1855:  Oznaczałam jednego bezsensownego padajwa, który będzie mnie wygrał.
1860:  Myślisz, że pozwolę ci uciec z Holokronem?
1863:  Oczywiście nie.
1864:  Wszyscy mamy naszą prędkość.
1866:  Ale twoja wygrywała ci życie wszystkich cztery sensowne dzieci na tej listce.
1870:  Tak jak mówiłeś, Trilla.
1871:  Jestem przerażony.
1898:  A, już przypominam sobie.
1900:  To jest ta gra, w której się nie da parować.
1910:  Okej.
1911:  Znowu będę 4 godziny się uczył parowania.
1927:  Boże, jakie to silne!
1935:  Jezus Maria.
1942:  Ok.
1944:  Ok, prawie już wiem kiedy...
1948:  Nie, nie wiem.
1950:  Ja się nigdy tego nie nauczę, tak.
1960:  Tak, usłonie, sekundę za wcześnie paruję.
1970:  Chyba teraz się udało, takie mam wrażenie.
1986:  Ja chcę tak umieć!
1997:  Dlaczego w jej rękach kostka Rubika jest większa?
2015:  Przerażacie mnie mówiąc, że Trilla jest przepotężna.
2028:  Zawsze mnie śmieszył ten obcy.
2031:  Wygląda tak jak gumowy odkurzacz do wiórów.
2037:  Były kiedyś takie odkurzacze, to małe, mechaniczne do zamiatania stołów.
2046:  Co tu się dzieje?
2059:  Znam ją!
2069:  Nieee!
2071:  Aaa, okej.
2087:  Nieee!
2089:  Aaa!
2099:  To jest, to jest klasyczny Krzysztof usiłujący udawać, że też tak jego znajomi przewidział plot twist w serialu kryminalnym.
2108:  Tak, tak!
2109:  O!
2110:  O!
2110:  O nie!
2111:  Mmm!
2112:  Ooo!
2113:  A tak naprawdę nic nie wie.
2117:  Też nie rozumiem kompletnie tej... To nawet nie jest retrospekcja, fantolest, to jest podobno prospekcja, bo to jest w przyszłości.
2123:  Może teraz się czegoś dowiemy.
2124:  Gdy druga siostra stała się Kal... Starła się z Kalem.
2129:  Przepraszam, co tu jest napisane?
2132:  Gdy druga siostra starła się kalem.
2134:  Przepraszam, podtarła się nim?
2135:  Wzięła sobie jego rudą plerezę i podcierała się nią?
2140:  Czy stała się kalem, bo teoretycznie jest to możliwe, biorąc pod uwagę kryptyczność tej prospekcji, tak?
2147:  Boże, użyłem słów kryptyczność tej prospekcji na streamie.
2152:  Tajemniczość tej ich przepowiedni, tak?
2155:  Czy też starła się z kalem, nie?
2159:  Nie wiadomo.
2161:  A może starła się kałem, tak?
2164:  Nie wiadomo.
2165:  Jezus Maria.
2170:  Jej miecz przez przypadek znalazł się w rękach Kala.
2172:  To idzie w bardzo złym kierunku, ale mimo to brniemy w to dalej.
2178:  Który doświadczył echa szmocy z jej tragicznej przeszłości.
2182:  Przeszłość jednak odkrył, że Trilla, albo Tria, była padałanką Cere i doznała wstrząsające szczegóły jej pojmania oraz przemiany w drugą siostrę.
2192:  Odkrycie zszokowało Kala, Krzysztofa i wszystkich na czatach, pozwalając jego przeciwnicy skraść kostkę Rubika.
2202:  Jeszcze!
2203:  Jeszcze!
2204:  Na koniec!
2206:  Pom!
2210:  Nie mogłem... Nie mogłem prosić o lepszą kodę muzyczną na zakończenie.
2216:  Początek to była wizja tego, co się może wydarzyć, jak odtworzę zakon Jedi.
2220:  Aaa!
2222:  Kiedy obejrzę Kapitana Bommę?
2223:  Mój typ humoru.
2224:  Próbowałem, Łukaszu, i dzięki ci za wsparcie od 10 miesięcy, ale kreska nie moja za to.
2231:  Idealnie się pojawiłem na podcieranie się kałem.
2234:  Co tu się od Janie Pawla pisze?
2235:  S88R.
2236:  To nie ja, przepraszam najmocniej, nie jestem w stanie już tego znaleźć prawdopodobnie.
2242:  Tak, nawet na 100% nie jestem w stanie tego znaleźć, ale to było wszystko skutkiem fatalnego przekładu w encyklopedii gry.
2253:  O Ceres i Trillii wiesz już od walki w drugim grobowcu?
2256:  Myślę, Tarellu, że bardzo przeceniasz moją wiedzę.
2260:  Bardzo.
2263:  Tak, to jest gówniane tłumaczenie, racja.
2267:  Dlaczego te wazy nie niszczeją?
2269:  Przepraszam najmocniej.
2272:  Ja się tak nie bawię.
2274:  Zjeżdżamy stąd.
2279:  Niech się zapatruje na wezwanie do wojska, o tym teraz mowa w Polsce.
2281:  Zapatruje się tak, że mam kategorię D jak dupa i mam nadzieję, że ją utrzymam.
2294:  ponieważ najlepsza rzecz jaką mógłbym robić w wojsku, to co najwyżej miotać obelżywe uwagi względem przeciwników.
2306:  Dobra, coś tu się niedobrego dzieje.
2310:  Przede wszystkim nie chcę walczyć z wszystkimi naraz.
2320:  Dobrze, teraz możemy walczyć z żabą.
2327:  Przestań mnie kąsać.
2330:  Natychmiast przestań mnie kąsać.
2344:  Tak, mógłbym rzucać klątwy w stronę żołnierzy, to jest wszystko.
2347:  Mógłbym roznosić ulotki propagandowe.
2349:  Co jeszcze ja mógłbym robić w wojsku?
2352:  Mógłbym się wymądrzać odnośnie do taktyki.
2357:  To jest też coś, co mógłbym robić.
2360:  Nie, tak poważnie to uważam, że armia absolutnie powinna być zawodowa.
2363:  To jest poważna sprawa i nie ma się co z tego naśmiewać.
2368:  O, świetnie.
2369:  To tylko ja.
2370:  Wróć tu, skończ.
2395:  Przeżył!
2397:  Trzeba to nadrobić natychmiast.
2413:  Mógłbym działać w propagandzie wojskowej, tak.
2415:  Nie, to tak, to zupełnie serio tak.
2417:  Gdybym mógł się tak przysłużyć, to oczywiście.
2423:  Wiem, że na Ukrainie też jest pobór, oczywista sprawa, natomiast nie tylko.
2430:  Czy dzisiaj kończymy?
2431:  Nie mam zielonego pojęcia.
2434:  Spójrzmy, co tutaj jest do zrobienia.
2437:  A, uprzedzając pytania, nie, nie wracamy nigdy do ściany, na którą się nie da wskoczyć.
2443:  Nigdy, nigdy tam nie wrócimy.
2448:  Właśnie dlatego.
2451:  Właśnie dlatego.
2456:  Wystarczy mi to, że kompletnie nie ogarniam skakania po... O, tam się to działo.
2460:  Teraz widzę, co się działo.
2461:  To jest ciekawe.
2465:  Nie byłem w stanie biec przy ścianie.
2472:  Żeby dowodził jamnikami bojowymi.
2474:  Rydwan z jamników bojowych to jest wspaniała rzecz.
2476:  Nie ma się co śmiać, moi drodzy.
2478:  I bardzo groźna.
