🔴 Seria niefortunnych zdarzeń | JEDI: SURVIVOR Livestream #4
🔗 https://www.youtube.com/watch?v=ybZpbB2aJNg

4:  Dziękuje za oglądanie.
322:  Udowodnione.
323:  Przy przełączaniu się na inny ekran mam glitch.
327:  Nic z tym nie poradzę.
329:  I to jest wyłącznie przy Jedi Fallen Order.
331:  Dzisiaj przetestowałem 7 gier, żeby sprawdzić, czy to jest jakiś problem hardware'owy.
335:  Otóż nie.
337:  Otóż nie.
338:  Nawet na wspaniałym Warhammerze w Total War się tego rodzaju rzeczy nie dzieją.
344:  Nie mam pojęcia, w jaki sposób to wyeliminować.
347:  Straszne rzeczy.
349:  Właśnie.
350:  Dobrze, czekajcie.
358:  Powiększę sobie, bo nie mam powiększonych czatów, a ja jestem ślepy, wiecie?
362:  Krzysztof jest ślepy, w związku z powyższym musi to zrobić.
365:  O. Tak, Krzysztof jest teraz mniej ślepy.
368:  Jeszcze sprawdzimy jedną rzecz.
371:  Czy...
372:  Pełnoekranowe w oknie, dobrze, więc tak.
375:  I śledzenie promieni jest niestety wyłączone.
378:  Bardzo im przykro, moi drodzy.
380:  Anna też chce być moderatorem.
381:  Dobrze, Anna.
382:  Nie ma problemu.
383:  Pamiętajcie tylko, że na moderatorach naszych spoczywa nieliche zadanie.
389:  Dbania o nasz mianowicie klimat tutejszy.
393:  I timeoutowanie gnuśnych ludzi, którzy nie chcą dbać o rzeczony klimat.
402:  Dobrze.
403:  Proszę bardzo, jak zaczynamy?
405:  Dziwnie się patrzy na tę świątynię.
407:  To już nie jest świątynia, moi drodzy.
408:  Haha, to jest Pałac Imperatora.
411:  To odblokujemy dzisiaj świetlny granat ręczny.
413:  Dajcie spokój, co to się będzie działo.
416:  Liczę, że te gry są tak potężne, że przynoszą się aż na streama.
418:  Nie, to jest kwestia tego, że z jakiegoś dziwnego względu, mam wrażenie, są skoki użycia procesora do 100%.
426:  To przy najnowszym Intelu nie powinno mieć miejsca.
429:  I w momencie, w którym jest skok użycia procesora, to po prostu przechwytywanie równocześnie sygnału z kamery 4K to już jest za dużo.
436:  Biorąc pod uwagę, to się wszystko hardware'owo dzieje.
438:  Był Jan Mikołaj.
439:  O bogowie, Kama Greenberg szaleje od dwóch dni.
443:  Dziękujemy Kami Greenberg za bycie Jan Mikołajką.
446:  Kto otrzymał?
447:  Kto otrzymał wsparcie?
448:  Już nawet nie wiem.
449:  Boże, jak szybko działa Microsoft Edge.
451:  Ja nie sądziłem, że to kiedykolwiek powiem.
453:  Vedariusz, Oliver Balcel, Cambriana, Wiktoria Kulińska, Tomasz Problem dołączały do grona Trybutariuszy.
460:  Swoją drogą, ludzie, którzy już wspierali kanał, więc tym bardziej dziękuję Camo Greenberg za bycie jam Nikołajką.
467:  Nie, to jest niesamowite.
468:  Pierwszy raz widzę, żeby działał tak szybko internet.
473:  Będę przełączał, jak słowo honoru będę to robił, to znaczy będę używał Microsoft Edge'a teraz.
478:  No ja nie żartuję.
479:  Chciałbym żartować, ale nie żartuję.
485:  Dobrze, moi drodzy, dobrze.
487:  A zatem, dalej.
489:  Nie ma co czekać, moi drodzy.
493:  Jamniki są fajne, prawda Karo?
494:  Są super.
497:  Wszystko projekt, moi drodzy, Dominiki Jamnikotwórczyni-Klimczak i jak już przy tym jesteśmy, jak już jesteśmy przy chwaleniu Dominiki Jamnikotwórczyni-Klimczak, to mam nadzieję, że jak raz zapamiętałem nazwę jej strony, to wbijcie do Dominiki Jamnikotwórczyni-Klimczak, tutaj macie stronę internetową, okej, wbijcie tam i jak podobały się wam takie rzeczy, to Dominika sprzedaje takie plakaty o na przykład grafiki,
522:  więc możecie komuś kupić, jeżeli chcecie obraz jakiś mieć w domu dla kogoś, albo ktoś lubi takie grafiki bardziej minimalistyczne, w których są zwierzątka na przykład, o, czy ja mogę to, czy ja mogę do tego wejść, czy ja nie mogę do tego, proszę bardzo, jak są zwierzątka na przykład, o, można kupić od razu z ramką, tak, i wesprzeć talent Dominiki Jamnikotwórczyni.
543:  Proszę bardzo.
546:  Było buzi buzi wczoraj?
547:  Było, moi drodzy.
548:  Oficjalnie Jamnestis ma teraz partnerkę.
553:  Poważne problemy.
555:  Imagine, że mam na telefonie Edge'a, co się dzieje, prawda?
558:  Wystarczy wprowadzić dobre rozwiązania AI-owe, wystarczy rozwijać przeglądarkę i nie przejmować się tym, że jest memem.
567:  Trybutariusze poniżający tytuł, jak to poniżający?
570:  Jak to?
572:  Jak to?
573:  Przecież nawiązanie do igrzysk głodowych, gdzie zwyciężyli z obrzydliwym systemem, moi drodzy.
581:  Julko, dziękuję Ci za trybut i dziękuję Ci równocześnie za wspieranie kanału i za bycie moderatorką.
589:  Julka ma dziwny fetysz związany z rzygającym jamnikiem.
593:  Nie wiem, dlaczego tak się dzieje.
596:  ale nic na to nie poradzimy, moi drodzy.
598:  Jesteśmy oto w zakonie Jedi, a ściślej mówiąc tym, co z niego zostało i teraz usiłują go odbudować w archiwach na planecie Jedi.
605:  To jest ta planeta, która w The Rag One, czyli najlepszym filmie obecnie z całej nowej serii Gwiezdnowojennej Disneya,
617:  Dobrze.
617:  Dobrze, moi drodzy.
618:  Rozmawiamy ze wszystkimi na wszelki wypadek.
620:  Aha.
620:  Kao, D.D., dobry czas.
620:  Pamiętam drugie miejsce, które chciałbyś odwiedzić.
622:  Kolejne świątynia?
643:  Więcej Jan Mikołajów?
644:  O Boże.
644:  Ja nie nadążam, moi drodzy.
646:  Iga, dziękuję ci za bycie Jan Mikołajką.
649:  Arti dołączył do grona wspierających dzięki Idze.
652:  Dziękujemy!
670:  Co sądzę o kanale Mistycyzm Popkulturowy Beauty Dariusz?
673:  Lubię bardzo te analizy.
675:  Są inne niż wszystkie, więc śledziłem na początku na fejsie, natomiast jeżeli chodzi o odsłonę wideo, szczerze powiem Wam, że nie, nie śledziłem.
686:  Ale śledziłem rozmowy mistycyzmu popkulturowego, na przykład z Filipem na Pisałkońcowych, też był mistpop.
696:  WieszczPingw też dołączał do Giamnikołajów!
698:  Igniwus, co się dzieje?
699:  Igniwus otrzymał wsparcie od WieszczPingw, dziękujemy!
703:  Witamy dygresywnego Wilka, Pusinkę Śnieżną, też naszych moderatorów wspaniałych.
708:  Dobrze, moi drodzy, znając doświadczenia z Fallen Order, a nawiasem mówiąc, rozwiązaliśmy problem crushy, to znaczy powodowało je w Windowsie 11, jeżeli macie, włączenie niestety ray tracingu i to zostało potwierdzone przez Respawn i EA.
727:  W tym momencie powoduje krasze i te krasze są zwykle w takich miejscach, kiedy ich nie powinno być, to znaczy na cutscenach, a wtedy nie ma zapisów, więc no niestety, nawet jeżeli wasza konfiguracja wspiera ray tracing i macie Windowsa 11, to wyłączyłbym.
742:  Nie wierzę, że m. Krudowa naprawdę jest tutaj.
743:  Cały ten czas, podążając za jego krokiem.
745:  Uwielbiam się poznać go.
745:  Nigdy nie spotkałam jedynego jedynego jedynego z lepszym umysłem humoru.
775:  Komputer Krzysztofa jest pechowy?
777:  Z komputerem jest wszystko okej, niestety.
778:  Natomiast fakt faktem jest, że jest tyle parametrów, moi kochani, jak się streamuje.
782:  Tak dużo różnych parametrów i zmiennych, że zawsze coś może pieprznąć.
786:  Jakub Olfier jest JamNikołajem.
788:  Co to się dzieje dzisiaj?
790:  Nie zaczniemy, moi drodzy.
792:  A ponieważ jest dużo JamNikołajów, to będzie, moi drodzy, new hatch feature.
797:  Ognisty Jamnik, Demini, CryzerkG właśnie, Tenebris, Cherix, Maciej Gorczyca i Patryk Huć otrzymali wsparcie od Jakuba Olfiera.
807:  Tak jest Cryzerk i jeszcze Dromen.
811:  Tak tu się rzeczy dzieją.
812:  Ale widzicie, pasuje Niuchacz do Jamnikołajów, ponieważ Niuchacz trzyma wielką monetę.
817:  Wszystko się zgadza, moi drodzy.
820:  Mamy teraz wszystko na okoliczność Jamnikołajów przygotowane.
824:  Anna pisze, że się czuje dziwnie z modem.
826:  Czemu?
827:  Wyróżniasz się, to dobrze.
829:  A poza tym możesz użyć Banhammera, jak ktoś z czymś przesadzi.
832:  To jest dopiero ciekawe doświadczenie.
835:  Odgłoś się, Anno, nawiasem mówiąc, na Discordzie jest specjalny kanał dla moderatorów, tam też cię wprowadzą w rzeczy.
840:  Holistyczna Agencja Eskepistyczna, link w opisie.
844:  Dzień dobry, Bear, możesz usiąść.
846:  A wiesz co, Bear?
846:  To ja w takim razie wstanę, skoro ty siadasz.
849:  Flaminguel jest jeszcze moim nikołajem.
851:  Bokowie.
852:  A.K.
852:  otrzymuje wsparcie od Flaminguela.
855:  Tak jest, moi drodzy.
856:  Dziękuję serdecznie wszystkim jamnikołajom.
859:  Czy jest w ogóle zlot fanów jamników o nazwie Jamnikon?
861:  Był Marsz Jamników, ale ja go nie organizowałem.
863:  Organizowało go miasto Kraków i krakowskie brujero festiwalowe, które teraz go nie organizuje, więc to jest skandal.
869:  Poczekaj.
873:  Bateryjka już przygotowana, moi drodzy.
875:  Bakteryjka.
877:  Ach, niuch!
879:  Dobrze.
881:  Podajmy kody kontaktowe, moi drodzy.
886:  Seer.
886:  Nie mogłem uratować Ramiya.
887:  Dostał swoje życie za to.
888:  Przepraszam.
889:  Wiem, że zrobiłeś swoje najlepsze, dziewczyno.
892:  I Imperium?
892:  Nie trafili na nas.
895:  Hej, Skraper.
898:  No, ten BD-1 jest prześliczny.
900:  Jest prawie tak śliczny, jak Zaro z Diama Nestisa.
916:  No możemy trochę Random Blues poeksplorować, skoro mamy możliwość przechodzenia przez zielone bariery, faktycznie.
921:  Tak.
929:  Santari Kree prowadził zespół.
931:  Zobaczmy go.
933:  Szybkie próby nawigacji w Abyssie zakończyły się zniszczeniem.
937:  Republika została na południu zakończenia projektu... I to wyobraź sobie, kto zainteresował się samotnością i odkrył planetę na drugiej stronie.
946:  Dagon.
946:  Używając danych z jego podróży, Kree wymyślił Kompas Abyssy, który prowadził innych bezpiecznie do Tannhalla.
951:  Republika ustalała zakończenie... Aby z Kompasem niebezpiecznie przypominała fabułę Niebłazika Pobudki.
956:  ...niebezpiecznie przypominała fabułę Niebłazika Pobudki.
958:  ...niebezpiecznie przypominała fabułę Niebłazika Pobudki.
959:  ...niebezpiecznie przypominała fabułę Niebłazika Pobudki.
961:  ...niebezpie
962:  Widziałem ich też.
964:  Ale jak oni przejeżdżali przez Abyss?
966:  Musimy skończyć to.
967:  Nie martwcie się, nie będziemy tak bezwzględni.
969:  Zaskoczyła republika odzyskania Ten'alor.
971:  I Jedi przyjeżdżają do wojny Kree, by zniszczyć Kompas.
974:  Dagon Gera nienawidził i rebeleł przeciwko porządku.
976:  To jest Gendai.
977:  Zazwyczaj nie współpracują z innymi zwierzętami.
984:  Wygląda na to, że Ravus pracował z Dagonem dużo dłużej niż myśleliśmy.
990:  Jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze.
1016:  Więc mówisz, że jeszcze może być tam?
1018:  Tak.
1018:  I Dagon wysłał swoją armię, żeby szukać tego.
1022:  Chciałabym, żebyś został i pomógł nam, ale... Zauważyłam ten wygląd.
1027:  Zobacz.
1029:  Hopie.
1031:  Ten planet może być zamekiem dla tych, którzy staną przeciwko Imperium.
1033:  Chcesz ze mną?
1034:  Nie, pięć wróć.
1036:  Dla wszystkich.
1053:  A tak, Weroniku, będzie preroka na Prykonie, tak.
1059:  Jeszcze jeden event z moim udziałem.
1074:  Kiedy najpierw się spotkaliśmy, myślałam, że to co dzieliliśmy było... Unikalne.
1080:  Życi, walcząc razem przeciwko Imperium, które zabrało nasze rodziny.
1084:  Tak.
1087:  Pomogłeś mi zrozumieć, że nie byłem sam.
1090:  Tak jak ty.
1092:  Ale jest galakcja pełna ludzi, którzy cierpieli tak jak my.
1095:  Tak jak powiedziałeś, może znalazłeś dla nich sanktuarium.
1102:  Być może, jeśli wytrzymamy to miejsce.
1104:  Zobaczymy się z powrotem w świątyni Mantis, siostro.
1119:  Ej, nie mów do niej Night Sister, ona cię ledwo pocałowała, to jest skandal!
1123:  Oni już powinni być on the name basis, if you know what I mean.
1126:  Moi drodzy, nie umknęło mi, że pojawiła się znowu armia Jamnikołajów, to znaczy Marcin.
1133:  Marcin jest Jamnikołajem!
1135:  I podarował wsparcie Karolowi Adamczykowi!
1138:  Trueno!
1139:  Wymyślonemu przyjacielowi Panny Foster!
1142:  Fripp!
1143:  Nahili, Peju2r, który wspominał o tym, że jest jedna rzecz do zdobycia, pamiętam, ale ogarniemy to, jak będziemy eksplorować.
1151:  DejW, Martyna Pieczka, Tomasz Adamski, Podwodnobrody.
1158:  Co to się dzieje, moi drodzy?
1159:  Mnóstwo jamnikłajów, mnóstwo niuchaczy.
1162:  Kompas odchłani, dostaliśmy zadanie, okej.
1166:  Czy możemy porozmawiać?
1169:  Nie.
1171:  Nie chcą z nami rozmawiać.
1174:  To smutne.
1182:  Jeszcze było parę pytań wcześniej.
1186:  Bratek Armaja służył powierzchni.
1189:  I ta służba przeżywa przez naszą decyzję, żeby ciągle iść naprzód.
1196:  Co się dzieje, żeby ubezpieczyć nas?
1197:  Będzie to długi czas, zanim przysyłamy kogoś, by zbierać to, co pozostało.
1203:  Kama Greenberg wnosi emoji New Hatcha.
1205:  Będę negocjował z Dominiką.
1207:  Zuza z kolei napisała, że dawno jej nie było.
1209:  Spodziewała się, że Jedi będzie na poziomie minimum 250.
1212:  Dziękuję Zuza.
1213:  Dzięki.
1213:  Dzięki wielkie.
1213:  I...
1218:  I jeszcze było pytanie w sprawie Warhammera o Jaredgification, protipy dla noobów w Warhammerze 3.
1226:  Tam jest dobry prolog, to jest raz, a dwa, jeżeli grasz Kislevem, to absolutnie zjedź od razu na poziom łatwy i zacząłbym wbrew pozorom od Immortal Empires, ponieważ kampania Kislevitów jest bardzo trudna, ta główna, a w Immortal Empires będziesz się mógł po prostu pobawić w piaskownicy i ogarnąć jak piaskownicy w sensie sandbox, tak, więc będzie można
1245:  Nie przejmować się różnymi zadaniami, po prostu testować poszczególne mechaniki.
1249:  I mój protip to jest Doomstack ze staniami bojowymi.
1253:  Cały czas się poruszają i możesz non stop z nich strzelać, we wszystkie kierunki.
1258:  Bardzo silna rzecz.
1259:  Dobra moi drodzy, wracamy do Grańska.
1261:  Nie ma to tamto.
1265:  A to oznacza, że idziemy tutaj odpocząć na wszelki wypadek.
1271:  Emoji z jamnikiem w masce nie uchacza.
1272:  To jest problem, te jamniki są za małe, nie?
1274:  Ale... O wiele większe mielibyśmy możliwości, gdyby to były naklejki, a nie emoji.
1279:  Szybka podróż.
1280:  Co?
1280:  Aha, szybka podróż, zapomniałem.
1282:  Nie pokazuje nam, gdzie jesteśmy.
1284:  W stosunku do znajdziek.
1286:  Ona nam tylko pokazuje... Okej, tutaj coś jest.
1290:  Tutaj coś jest.
1291:  I tutaj coś jest.
1291:  Czy to są pogłoski?
1293:  To chyba są pogłoski czaty.
1294:  Przenieśmy się tutaj w takim razie.
1298:  Powiedziałem, przenieśmy się... Dziękuję.
1303:  Czy na Pyrkonie będzie tylko w piątek?
1305:  Jest dwa dni na Pyrkonie.
1306:  Pełne.
1307:  Prawdopodobnie będzie to piątek, sobota, jak siebie znam.
1313:  Krzysztofie, o cóż chodzi?
1316:  Heretyku, masz ostatnią szansę, żeby poprawić się w Warhammerze.
1318:  Trzecim jest jedyna prawdziwa kampania plus jakiś tryb, zanim ją wydali.
1325:  Jest to prawda, ale ludzie nowi mogą nie wiedzieć, że ta główna kampania jest najgorsza.
1335:  TheClever1 też prosi o moda, to nie ma problemu, nie ma problemu.
1339:  Jak widzę, że ktoś często bywa na live'ach, to z radością, moi drodzy.
1346:  SoyWitch jeszcze pisze, że Magnus stawił na Discorda, na edukację, ankietę do pracy dyplomowej związaną z grami.
1354:  Wypełnijcie, proszę, nie trzeba dużej wiedzy w temacie.
1356:  Duża prośba, moi drodzy, wbijcie do holistycznej agencji eskapistycznej, zakładka edukacja i tam można to zrobić.
1364:  Krzysztof Nowak pisze, że skończył obraz, który obiecał na konfie Stowarzyszeniu Małych Statutów.
1369:  Uuuu... Uuuu... Dzieją się rzeczy, moi drodzy.
1376:  Kolekcja rzeczy powiększa się.
1378:  Co to są te droidy?
1379:  Jeszcze nie wiem... Ej, tutaj musimy iść.
1382:  Czemu mi nic nie mówicie?
1386:  Może Kalna z Vancia Nightsister dał jej friendzone?
1389:  Nie sądzę.
1390:  To byłoby straszne z jego strony.
1395:  Czy w tej części pokazali moc miecza świetlnego, czy nadal skroje paski życia, jakby był wykałaczką?
1400:  Wiesz co, jest to trochę bardziej uzasadnione dlatego, że walczymy z innymi przeciwnikami, części władają mieczem świetlnym, więc ma to pewien sens.
1409:  Ja się wprawdzie tylko mocno nie zgadzam z tą teorią, że każdy powinien sobie nosić miecz świetlny, aby to była mizerykordia w średniowieczu, że każdy ma ten jakiś tylecik, chociaż w sumie mizerykordia też mieli tylko rycerze.
1423:  No dobrze, to tak, by to był jakiś kijaszek, który mi się ktoś podpiera.
1428:  Gruby... Jaki rudy bezdusznik?
1430:  Ja... Co to za szkalowanie rudych?
1435:  Jamniki, kochani, dla Pawła D. Są potrzebne jamniki wsparcia.
1441:  Cieszę się, Paweł, że mogę jakoś cię wesprzeć przynajmniej grą i radosnym eskapizmem.
1447:  Sztylet świetlny.
1448:  Proszę nie, nie podpowiedziajcie Disneyowi sztyletu świetlnego.
1451:  Jak ja mam do cholery tutaj się przenieść?
1458:  A, w ten sposób.
1459:  Mogłem się domyślić.
1461:  Dobrze, moi drodzy.
1463:  O!
1463:  Czy to był autosejf?
1467:  Wstało z roboty, są urocze, R2D2 na przykład, a Warhammer 40 000 są przerażające jak skitarii.
1474:  Skitarii to technicznie są ludzie tak już augmentowani, że trochę przypominają Adama Smashera, to znaczy to są cyborgi technicznie.
1483:  Ja wam dam wędkę świetną, maczuga świetna, jeszcze gorzej.
1488:  Aha, tutaj nic nie możemy zrobić, ale teraz pamiętajmy, mamy tę cudowną, a wspaniałą zdolność, która umożliwia nam
1503:  Która umożliwia nam nieunikanie... Ej!
1515:  Nie działa!
1516:  Zabrał mi ten BB.
1524:  Nie działało przyciągnięcie na niego, kostru świetlny, katapulta świetlna.
1529:  Linkax Sekiro?
1530:  Tak, tylko że wiecie, jest jedna różnica.
1532:  Tutaj ona działa.
1545:  A From Software jest dobrą firmą, z pasją, dlatego też mamy względem nich wyższe wymagania, okej, niż wobec EA.
1555:  O, RudyLis pisze, żeby nie szkalować rudych.
1557:  Absolutnie, my celebrujemy rudych tutaj, moi drodzy.
1561:  To są upgrade'owane sondy, których nie można przyciągać.
1568:  Psztygan świetny, Trebus świetny.
1571:  Aktor Yamnestisa grał Jokera, który nie jest Jokerem w serialu Gotham.
1575:  Okej.
1577:  To źle z jego strony, że nie jest Jokerem.
1578:  Powinien być Jokerem.
1580:  I teraz, co ja mam zrobić i gdzie ja mam iść?
1585:  To jest częste pytanie tutaj.
1586:  Jamniki też są rude?
1587:  Oczywiście, moi drodzy.
1606:  Nie siada się nad urwiskiem!
1610:  Dobrze.
1611:  Czy nie macie wrażenia, że tutaj coś można przesunąć?
1616:  Bo ja mam takie wrażenie.
1621:  Czy myślę nad założeniem kultu w Cult of the Lamb?
1624:  Nie myślałem o tym, ale wiecie co?
1627:  Chyba, chyba to nie jest my cup of tea.
1634:  Kałach świetny.
1635:  A, widzicie, czyli to się jednak da przesunąć.
1641:  Aaa!
1644:  Aaa!
1648:  Aaa!
1648:  A jak?
1651:  Bo nasza szmoc tu nie działa, wiecie?
1655:  Nasza szmoc na to nie działa.
1657:  Pewnie... Ej, to nawet nie jest coś, czego nie możemy tutaj zrobić.
1663:  To znaczy, nie jest to zaznaczone na czerwono.
1665:  Czyli albo ja jestem głupi,
1668:  Po przesunięciu kuli.
1671:  Ha!
1673:  Aaa!
1679:  Aaa!
1684:  Mądre!
1690:  A co to nam dało?
1694:  Nie wiem, co to nam dało.
1700:  Okej.
1701:  Czy to oznacza, że tędy nie będziemy mogli przejść i całe to moje działanie było na marne?
1709:  Właśnie tak.
1712:  Właśnie tak.
1713:  Nie wiem, po co to było w takim razie.
1716:  To było totalnie bez sensu, kochani.
1718:  Musimy się pozbyć tej kuli szpieguli.
1725:  Dobrze.
1726:  No właśnie, bo tutaj jest...
1734:  Witamy Rad w gronie Trybutariuszy.
1736:  Rad jestem, że dołączyłeś do nas.
1738:  Czy możemy poprosić o jamuniki dla Rad na powitanie?
1751:  To jest straszne, że oni tak szybko wystrzeliwują.
1757:  Czarno widzę to biało rycerzenie.
1759:  Jest to prawda.
1760:  To wszystko dlatego, że miałem plan na inną nazwę strumyka, ale potem zapomniałem.
1766:  Oho, to są dwa roboty.
1781:  Ej, nie robi się takich rzeczy!
1786:  Au.
1792:  Dobra, wpierw tego zniszczymy.
1795:  A potem tamtego.
1803:  Ej, czemu on nie spada?
1809:  Czemu on nie spada?
1811:  Skandal.
1814:  Czy nie miała być seria niefortunnych wypadków?
1817:  Tak!
1818:  Chyba?
1819:  Nie wiem, nie pamiętam.
1821:  Seria niefortunnych zdarzeń.
1824:  Moi drodzy, oczywiście zmieniam nazwę.
1826:  Natychmiast.
1828:  Seria...
1831:  ...niefortunnych zdarzeń.
1835:  Tak.
1838:  Nazwa została zmieniona.
1841:  Widzicie, pamiętacie wszystko.
1844:  To jest dlatego, że jeszcze nie jesteście tak oddali od szkół i uniwersytetów jak ja.
1852:  Pamiętacie jeszcze te metody.
1858:  Oho, Eno Cordowa znowu będzie.
1860:  Zachwyt Cordowy.
1863:  Eno Cordowa wyraża podziw wobec wspaniałości i jurności, jakie napotkał na księżycu pielgrzyma!
1875:  Ja myślałem, że to będzie coś interesującego, ale nie.
1881:  Tu jest rynna.
1884:  Wiecie co?
1884:  Mój niezawodny intelek podpowiada mi, że do tej rynny trzeba wsadzić kulę.
1889:  Kulę szpiegulę, otóż.
1891:  Gdzie jest kula?
1894:  Chcę ją znale... PRZESTAŃ SIĘ TELEPORTOWAĆ, JAK JA NIE MOGĘ!
1898:  Okropność.
1902:  No więc nie widzę tutaj żadnej kuli, moi drodzy.
1907:  Pewnie... Jak się zachowuje deser, BD?
1912:  Ona rozmawia z Biggie, a nie rozmawia z nami.
1917:  Myślisz, że panowanie mocy i magii Daffomiry jednocześnie daje możliwość bycia niepokonanym?
1922:  Sądzę, że to jest powód, dla którego Daff Sidious nie został nigdy dopuszczony do tego.
1926:  Fajcie, spokój, to byłoby straszne.
1927:  No tak, gigantyczna gilotyna, coś w tym jest.
1930:  O nie, znowu ptaszor.
1932:  Skąd miałem wiedzieć, gdzie mam iść?
1933:  Skąd miałem wiedzieć, gdzie mam iść?
1934:  Skąd miałem wiedzieć, gdzie mam iść?
1938:  Przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań, przestań
1972:  Myślę, że to pomogło.
1977:  Mogą dostać SIM-DD?
2001:  Oczywiście przez przypadek zrobiłem to dwa razy.
2009:  Aha.
2016:  Ale poszło!
2023:  Ja jeszcze nie mogę używać tych droidów, to wygląda mi jak...
2031:  To wygląda mi jak coś, co pozwoli nam... Lepiej eksplo... Lepiej eksplorować.
2047:  Nieee!
2053:  Nieee!
2058:  Ej, ale co teraz tak serio?
2063:  W jaki sposób my się tam przeniesiemy?
2074:  A!
2074:  To jest inna kula.
2076:  To jest inna kula.
2094:  Dobrze.
2095:  Przestaję być głupi.
2097:  Czy teraz?
2099:  Obożne życzenia.
2101:  Fajne gry na Switcha?
2102:  No, myślę, że... Zelda i podobne, nie?
2106:  No dobrze, i co z tą kulą?
2116:  Bo jestem z siebie taki dumny, że znalazłem kulę, a tu jest cały czas ta pogłoska, nie?
2123:  I co z nią?
2127:  Wiem, co to jest.
2127:  Dobrze zrobione, Kal.
2165:  Tak!
2165:  I teraz ptaszorem zjeżdżamy, no.
2173:  To rozumiem.
2190:  Wiem, że wchodzę na level Krzysztofa, gdy widzę Dartha Gravitusa w akcji.
2193:  To jest General Gravitus.
